-0.0018932+0.0010035i,-0.0018059+0.0014779i,-0.0032185+0.00027198i,-0.0025628-0.0010888i,-0.0012814-0.0009513i,-0.00058345+0.00016555i,-0.0005625+0.0001211i,-0.00020485-7.3402e-05i,0.00094547+0.0005002i,0.0016579+0.00069403i,0.00094941+0.00039539i,0.00038233+0.0010407i,0.00084582+0.001705i,0.0010887+0.0013998i,0.00048675+0.00086592i,-0.00018469+0.00049179i,-0.00024514+0.00044718i,0.00028293+0.00028323i,5.549e-05-0.00036137i,-0.00022773-0.0003511i,0.00016138-0.00034122i,0.00017007-0.00050824i,0.0005371-4.9759e-05i
0.0023103+0.00053986i,0.00117+0.001002i,0.0001774+0.0015039i,-0.00035211+0.00094437i,-0.00093619+0.00048745i,-0.00076231-0.00021316i,0.0001968-0.00051634i,0.00044416-0.0006988i,0.00011614-0.0012806i,-0.00014363-0.00011895i,-0.00074808+0.0012669i,-0.0013054+0.0011443i,-0.00045291+0.0013306i,0.00014697+0.0015538i,-0.00045257+0.00078336i,-0.0006122-0.00044605i,-0.0004099-0.00082132i,7.3712e-06-0.00098825i,0.00066878-0.00030942i,0.00032421+0.00016715i,6.9497e-05-0.00038114i,6.2989e-05-0.00048056i,-0.00047576-0.00052581i
-0.0015709+0.0014885i,-0.0021029+0.00075379i,-0.0016325-0.00043948i,-0.0009639-0.0003809i,0.00039103-0.00020558i,0.0014801-0.00066053i,0.00067399-0.0017432i,-0.00048974-0.0019186i,-0.00021222-0.0012736i,0.00039559-7.2981e-05i,0.00049714+0.0010338i,0.00072831+0.001827i,0.0004182+0.0025129i,0.0003493+0.001875i,0.00067256+0.00045361i,0.00081876-3.1652e-05i,0.00087274-0.00012844i,0.00028904-0.00031396i,-0.00084609-0.0006934i,-0.00056709-0.0011527i,4.1594e-06-0.00080937i,-0.00033888-0.00047206i,-0.00038466-0.0005259i
0.0013393-0.0017445i,0.0023208-0.0014545i,0.0025879-0.0014644i,0.0019794-0.0014486i,0.0010456-0.0016468i,0.00081911-0.001221i,0.0010164-6.0229e-05i,0.00051414+0.00014651i,-1.259e-05-7.357e-05i,-0.0001165-0.00014443i,-0.0003964-8.7e-06i,-0.00082169+0.00049799i,-0.00071129+0.0014019i,-0.00014742+0.0010189i,0.0001866-6.743e-05i,5.7292e-05-3.3032e-05i,0.00037466-4.1533e-05i,0.00075947+1.3713e-05i,0.00080472+0.00016809i,0.0011103+0.00033796i,3.9791e-05+0.00086978i,-0.00056568+0.00027279i,-3.0846e-05-0.00030982i
0.0014149-0.0005763i,0.0012873-0.000475i,0.00027996-0.00017642i,-5.0361e-05+0.00017739i,-3.942e-07-0.00010946i,0.00035631-0.00044488i,0.00045695-0.00075276i,0.00079056+9.7335e-06i,0.00064919+0.00042624i,0.00039093-0.00019239i,0.00017529-0.00020498i,-0.00079522-2.5534e-05i,-0.0012103+0.00010372i,-0.00035208+0.00058438i,-7.9676e-06+5.9221e-05i,-0.00065269-0.00074633i,-0.0011072-0.00052329i,-0.00049386-0.0011169i,0.00027507-0.0011451i,0.00089963-8.6653e-05i,0.00087877+0.00018414i,0.00036513-0.00042436i,6.0078e-05-0.0004527i
0.0007735+0.0026713i,0.00014358+0.002819i,0.00058117+0.0034193i,0.00077506+0.0013158i,0.0010125-0.00016699i,0.00053734-0.00079587i,6.3832e-05-0.0011896i,0.00043091-0.00032196i,0.00080407+1.0671e-05i,0.00091563-0.00015686i,0.00077479+0.00020624i,-0.00011773+0.00068056i,-6.9646e-05+0.00092689i,0.00066311+0.0003246i,0.00098514-0.00041485i,0.00069801-0.00035839i,0.00027977-0.0005488i,4.2593e-05-0.00050184i,4.049e-05+0.00011279i,0.00045278+0.00041191i,0.00034246-0.00012925i,0.00062499-6.3212e-05i,0.0003379+0.00054376i
0.0013577-0.00023277i,0.0016739-0.00080286i,0.00048801-0.0013967i,4.4115e-05-0.0017013i,0.00037899-0.0021854i,0.00028662-0.0015885i,0.00073263-0.00096718i,0.00085653-0.00077519i,0.00068333-0.00049399i,0.00050276+0.00032047i,0.00011341+0.0011722i,0.00033293+0.0020072i,0.0005202+0.0016596i,-0.0002031+0.0007903i,-0.00093454-1.3874e-05i,-0.00047524-0.00063525i,0.00029597+0.00018061i,0.00047723+0.00015988i,0.00029101+0.00047265i,-9.2931e-05+0.00091492i,-6.9544e-05+0.00036521i,0.00032067+0.00021972i,-0.00033963+0.0002492i
0.0028887+0.00043713i,0.0038951+5.9256e-05i,0.0044595+0.0002621i,0.0027602+0.00026057i,0.00031652-0.00048784i,-0.0015479-0.00096335i,-0.0013135-0.0014214i,-0.0003482-0.0008505i,-0.0006188+4.6623e-05i,-0.00018615+2.0344e-06i,0.00070612+0.00054883i,0.000274+0.0011179i,-0.00053031+0.0011909i,-0.00055707+0.00069716i,-0.00038899+0.00025272i,3.136e-05+0.0007701i,0.00024818+0.0002527i,0.00048994-0.0001595i,0.00077138+0.0003235i,0.00089932+0.0010208i,0.00045238+0.0012791i,0.00011431+0.00052409i,0.00039709+0.0003785i
0.0029926-0.0026006i,0.0028745-0.002772i,0.0019058-0.0029784i,0.00036895-0.002275i,-0.00082639-0.0020502i,-0.00091619-0.0015498i,-0.00053283-0.00040571i,0.00010537-0.00012025i,0.00060226+0.00017859i,-8.1246e-05+0.00058143i,-0.00074195+0.00065055i,-0.00072157+0.00042095i,-0.00053768-0.00029118i,-0.00010764-0.00030693i,-0.00025844+0.00023693i,-0.00080447+0.00068561i,-0.00018943+0.00035042i,0.00073154-0.00045977i,0.00080192-0.00015776i,0.00068916+0.00046399i,0.00035845+0.00023584i,-0.00032582-0.00062137i,-0.00076559-0.00062213i
0.00088268-0.0017748i,0.00031587-0.0016402i,-0.00035903-0.00144i,-0.00098981-0.0013534i,-0.00098034-0.00095118i,-0.00028436-0.0012i,-0.00091618-0.0015346i,-0.0017363-0.0013474i,-0.0010846-0.00056613i,-0.0002259-0.0004764i,-9.013e-06-0.00020363i,8.3404e-05+0.00078436i,0.00051251+0.0012827i,-0.00018002+0.0016798i,-0.00035459+0.00033833i,3.8742e-06-0.00032356i,-9.5533e-05-0.0001684i,-0.00019737-0.00065769i,-0.00010814-0.00079571i,0.00013556-0.00066002i,1.137e-05+0.00014418i,-0.00018999+8.9373e-05i,-0.00062716-0.00053876i
0.00021159-0.00078481i,0.0007452-9.4226e-05i,0.0008181-0.0010937i,0.00015838-0.0016586i,-4.4116e-05-0.0014548i,0.00036725-0.00099092i,0.00084282-0.0011352i,0.0011755-0.00064215i,0.00094537+0.00053809i,7.6359e-06+0.00074302i,-0.00063649+0.00084389i,-0.00056937+0.0013999i,-0.00042661+0.00056822i,-0.00093614+0.00012086i,-0.0009832+0.00014083i,-7.5975e-05-1.9857e-05i,-0.00068102-0.00039154i,-0.00065262-0.00052548i,0.00058593-0.00018396i,0.00018736-0.00019329i,-0.00074506-0.0005053i,-0.00083616-0.00079942i,-0.00070961-0.0009894i
0.00074249-0.00035606i,-0.0006434-0.00039289i,-0.00066471+0.00025758i,0.00024984+0.00079093i,0.00066541+0.00054515i,-0.00016656-0.0004774i,-0.00058369-0.00075502i,-0.00017722-0.00024718i,-1.8647e-05+0.00040504i,-0.0001285+0.00088724i,-5.7936e-05+0.0013252i,0.00012741+0.0012413i,0.00026774+0.0010565i,0.00076103+0.00040943i,0.00091802-0.00030939i,0.00068308+0.00028275i,0.00039427+0.00098642i,-0.00022664-0.00014141i,-0.00061186-0.000267i,-0.00039511+0.00028707i,-0.00023366+0.00059447i,3.5591e-05-1.3547e-05i,0.00037626-0.00062976i
-0.00059478-0.0021126i,4.5775e-06-0.0025272i,-0.00047005-0.001765i,-0.00082355-0.0002522i,-0.00026966+0.00032621i,0.00062354-0.00064031i,0.0010148-0.0010364i,0.0006992-0.001268i,-0.00033103-0.00066905i,-0.00084791-4.2334e-05i,-0.00061928-0.00015296i,0.00024152+0.0001996i,0.00060457+0.0011646i,0.00011123+0.0016091i,-0.00020544+0.0015807i,3.2806e-05+0.0017417i,7.0664e-05+0.0012496i,-0.00019034-5.4039e-06i,6.7875e-05-0.00035315i,0.00060474+0.00040782i,0.0003311+0.00088755i,-0.00023172+0.00043313i,-0.001092+0.00020305i
0.0012199+0.0014954i,0.001807+0.00086815i,0.0012086+0.00051356i,0.00043905+9.3129e-05i,-0.000218-0.00049151i,-6.5625e-08-0.00064649i,0.00043186-0.00049912i,9.3468e-05+0.00010786i,5.1733e-06+0.001082i,0.00031111+0.00083911i,1.6062e-06+0.00028236i,-0.00072032+0.00071576i,-0.00027552+0.0013366i,0.00025038+0.00087011i,8.672e-05-0.00024004i,-0.00054409-0.00046029i,-0.0004141-0.00071511i,0.00011898-0.00091734i,0.000223-0.00056976i,0.00037712-0.00010979i,0.00054666+0.00040881i,0.00050653+0.00033433i,0.00064901+0.00010333i
0.0015861-0.00052599i,0.00038127-0.0010481i,-0.00010601-0.0017144i,-0.00034871-0.0014216i,-0.00054315-0.00098413i,-0.00011097-0.0016555i,-0.00036113-0.0016444i,-0.00079863-0.00070537i,-0.00033662+0.00027817i,0.00053621+0.00094718i,-0.00035965+0.0015893i,-0.0018391+0.0019599i,-0.0015466+0.0015502i,-0.0006783+0.00058054i,9.1046e-05+0.00015557i,0.00033815+0.00038694i,0.00019398-5.0015e-05i,0.00071546-0.0009005i,0.00036288-0.0010411i,0.00021718-0.00047416i,0.0004257-4.0613e-05i,0.00040926-5.7589e-06i,0.00019065-0.00082666i
0.0010347+0.0011505i,0.001347+0.00076597i,0.0021549+0.0013556i,0.001165+0.00043647i,0.0003578-0.001437i,-0.00038432-0.0013314i,-0.00085884-0.00101i,-0.00030924-0.00058914i,-0.00027387+0.00042453i,-0.00025292+0.00016553i,-0.00027948-0.00039648i,-0.00039384+0.00022918i,-0.00099124+0.0003185i,-0.000632+4.5431e-05i,0.00049991-0.00052933i,0.00021725-0.0013029i,1.6145e-06-0.0012007i,0.00049064-0.00063833i,0.0001959+0.00052982i,-0.00045055+0.00096713i,-0.00086406+0.00071129i,-0.00056391+2.7554e-05i,-0.00075428+0.00069012i
0.0011457-0.00037371i,0.0017279-0.0010213i,0.0020693-0.0010774i,0.0014708-0.0012425i,0.00067272-0.0008514i,0.00081037-0.0006933i,0.0012301-0.00099602i,0.0012375-0.0011904i,0.0010316-0.0009968i,0.00038785-0.00014923i,0.00020068+0.0008562i,0.00020102+0.0017141i,0.00023583+0.0020228i,-0.00013123+0.0012909i,2.8592e-05+0.00055339i,0.00019722+0.0001079i,-0.00017538-0.00055038i,-7.2056e-05-0.0012919i,0.00039684-0.00042481i,0.00049054+8.3898e-05i,0.00053436-0.00055189i,0.00047475-0.0007369i,0.00034506-6.8651e-05i
0.00028363+0.00060063i,0.00090364+0.001365i,0.00078051+0.0015722i,0.00098455+0.0010121i,0.0013174-0.00048213i,0.0012371-0.0014036i,0.0004715-0.0014877i,-0.00078898-0.00073345i,-0.00040252-6.2139e-05i,0.00059339+0.00074785i,0.00050101+0.001647i,-7.6008e-05+0.0010563i,0.00044241+0.00040495i,0.0016682+0.00033333i,0.001582+0.00033384i,0.00063272+0.00017446i,0.00023232-5.0181e-05i,-5.0614e-05-0.00018974i,0.00012003-0.00065664i,-7.6605e-05-0.0010617i,-0.00014523-6.1875e-05i,0.00011465+0.00057536i,-9.449e-05-0.00015259i
-3.6938e-05+0.0015576i,-0.00095416+0.0014358i,-0.0025352+0.0011282i,-0.0020783-6.674e-05i,-0.001244-0.0011673i,-0.00053843-0.0011938i,-0.00044014-0.00097754i,-0.00064118-0.00042487i,-0.00045464+0.00055512i,-0.00013878+0.0010473i,0.00011108+0.00086761i,0.00017168+0.00060768i,5.8584e-05+0.00075892i,-0.0001699+0.00052064i,-7.9914e-05-0.00021556i,1.1197e-05-0.0004276i,0.00032717-0.00047536i,0.00076872-0.00040129i,0.00059396-0.00037411i,0.00042544-6.5191e-05i,0.00070367-0.00051744i,0.00082015-0.0007897i,-0.00015912-0.00026596i
-0.00069496-0.00068434i,0.00028759-0.00083657i,-0.00040599-0.0019728i,-0.0015767-0.00078894i,-0.0014288+0.00013944i,-0.00076476-0.00065195i,-0.0003672-0.0012174i,-0.00026636-0.00086835i,0.00030194+4.3154e-05i,0.0010393+0.0010158i,0.00097668+0.00158i,0.0001456+0.0021686i,-0.00015374+0.0019974i,0.00048798+0.0013454i,0.00061105+0.00040731i,0.00035311-0.00019625i,0.00058558-0.00062589i,0.00062777-0.00051125i,0.00025456+0.00019558i,0.00068429+0.0010849i,0.0007068+0.00085216i,0.00051245-8.567e-05i,0.00050259-0.00020319i
0.0011728+0.0012843i,0.0018942+0.0018026i,0.0021849+0.0027876i,0.0018803+0.0025027i,0.001515+0.0010886i,0.00046055-0.0005147i,-0.00060754-0.0014844i,-0.00010291-0.0011446i,0.0013223+9.3074e-05i,0.0021494+0.00073684i,0.001409+0.0011998i,0.00032008+0.0019652i,0.00043223+0.0019312i,0.0011181+0.0008859i,0.00026654+0.00061459i,-0.00078564+0.00075895i,-0.0001043-5.2031e-05i,0.00080793-0.0014344i,0.00088125-0.0013485i,0.00077643+0.00026489i,0.00073845+0.00073263i,0.00031522+0.00055064i,0.00014154+0.00018115i
0.001895+6.689e-05i,0.00087786-0.0012719i,0.0014877-0.0014225i,0.00049619-0.0011827i,-0.00070879-0.0013105i,-0.00074526-0.00036972i,0.00059515-0.00041131i,0.0019371-0.0011961i,0.001844-0.00052307i,0.00069586+0.00062346i,-0.00033553+0.00074064i,-0.00063319-3.0464e-06i,-0.00048829-0.00053522i,-2.742e-05-0.00054999i,-0.000286+9.0873e-06i,-0.00035724+0.0003019i,0.00026949+0.00013885i,0.00026491+0.00024427i,-0.00024286+0.0009211i,-0.00040284+0.00073239i,-6.2732e-05-4.096e-05i,-4.967e-05-0.00023423i,-0.00023336-0.00068371i
-0.0032518+0.0004084i,-0.0046792+0.0003576i,-0.0047383-5.7346e-05i,-0.0028985+0.00074773i,-0.00053828+0.0013603i,0.00057487+0.00079263i,0.00012353-0.00048924i,-0.00031671-0.00056768i,-0.00073426-0.00011201i,-0.00070071+0.00022849i,-0.00048259+0.00018859i,-0.00026798+0.00045264i,8.1033e-05+0.0019619i,0.00013412+0.002707i,0.00021144+0.001986i,0.00069554+0.0010224i,0.0012544+0.0003894i,0.001185+0.0003529i,0.00031392-0.00021045i,-0.0001334-0.00038819i,0.00026207-0.00019175i,0.00030714+0.00024425i,0.0001168+0.0005362i
0.0013259+3.2105e-05i,0.0026133+5.7603e-05i,0.0029424+8.1519e-05i,0.0015687-0.00044686i,0.00067065-0.0011276i,0.00049062-0.0018962i,7.4597e-07-0.0013495i,-0.00044566+1.1637e-05i,-0.00024102+0.0009214i,0.00029199+0.00069306i,0.00016894+0.00055177i,0.00033411+0.0010239i,0.0013834+0.0016454i,0.0021665+0.0014568i,0.0013216-0.0005202i,0.00075115-0.001021i,0.0014186-0.00016642i,0.0013601-0.00033909i,0.00036408-5.9762e-05i,-9.2661e-05+0.00018397i,-0.0004641-0.00048407i,-0.00055-0.00063194i,-0.00044698-0.00059846i
-0.0016103+0.0039405i,-0.0026003+0.0045345i,-0.0021366+0.0046855i,-0.00067036+0.0025467i,0.00049878+0.00033752i,0.00070315-0.00098636i,-0.00019689-0.0019629i,-0.0011538-0.0019019i,-0.0010264-7.0751e-05i,-0.00079493+0.0014536i,-0.00057349+0.00093906i,-0.00080284+0.00077018i,-0.0011013+0.0013529i,-0.00054342+0.0015268i,-2.124e-05+0.0014022i,0.00012314+0.00068076i,0.0001611+7.2551e-05i,0.00081148-0.00048826i,0.0010958+3.1704e-05i,0.00066227+0.00054964i,0.0001013+9.8046e-05i,-7.4931e-05-0.00063794i,-0.00048901-0.0010573i
0.00079902-0.00065958i,-0.00073761-0.0029567i,-0.0010336-0.0034501i,-0.00045335-0.0023919i,0.00068511-0.001734i,0.00039127-0.0013616i,-5.4607e-05-0.00093392i,-0.00026413-0.00051016i,-0.00033003+0.00014242i,0.00016404+0.00056364i,0.00093021+0.0004951i,0.00074593+0.00083315i,7.9876e-05+0.0011248i,0.00024971+0.0009629i,0.00013166+0.00040335i,0.00023426-0.00014684i,0.00061997-0.00043414i,0.00038722-0.00089743i,-0.00027687-0.00049586i,-0.00040153+3.9582e-05i,-0.00039686-6.0336e-05i,0.00015857+0.00012524i,0.00046917+0.00076184i
0.0043484+0.0013224i,0.0059149+0.0005169i,0.0060202+7.2218e-05i,0.0034985-0.00021119i,0.00090442-0.00023428i,0.00023061-0.00056535i,0.0002942-0.00060098i,0.00062955-0.00054763i,0.00051855-0.00024172i,0.00057412+0.00016331i,0.0010477+0.00075043i,0.00043986+0.0014866i,0.00022218+0.0014821i,0.00044127+0.0011967i,0.00027118+0.0013351i,0.00023752+0.00053947i,0.00014441-0.00015248i,0.00044278+0.0003405i,0.00053315+0.00095503i,0.00028133+0.00032667i,0.00039121-0.00037167i,0.00039753-0.00019597i,0.00016929-0.000103i
-0.0019162+0.0010828i,-0.0025919+0.0017137i,-0.0025715+0.0025269i,-0.0014052+0.001961i,-0.00060128-2.0915e-05i,0.0005612-0.00096455i,0.00042195-0.0010025i,-0.00065368-0.00060369i,7.2159e-05-0.00024774i,0.0010813-6.4949e-05i,0.00042406+0.00037988i,-0.00039919+0.001337i,-0.00082261+0.0017833i,-0.00057131+0.0008142i,0.00041465-0.00031379i,0.00036889-0.00046324i,0.00027166-0.00044835i,0.00011717-0.0010421i,-0.00032791-0.00054991i,-0.00029431+0.00050641i,0.00011909+0.00071254i,0.0005972+0.0006917i,0.00027724+0.00046856i
0.0018772-0.00043616i,0.0014246-0.0010143i,0.0018281-0.0022992i,0.00036104-0.002026i,-0.0012935-0.0013053i,-0.0017381-0.00054584i,-0.00069172+0.00038423i,0.00037718+0.00085257i,0.00035456+0.00077049i,6.5562e-05-0.00042662i,-5.7383e-05-0.00078509i,-0.00027922+0.00039605i,-0.00016287+0.0010901i,0.00050063-4.9425e-05i,0.00071522-0.0010462i,0.00046249-0.001323i,0.00032151-0.001425i,0.00035125-0.0012427i,0.00057593-0.00097693i,0.001084-0.00097415i,0.0012706-0.00082115i,0.0011045-0.0001929i,0.00078958+9.8672e-05i
0.0012756-0.0024362i,0.0012003-0.0019987i,0.0013616-0.0025758i,4.8484e-05-0.0025369i,-0.00036112-0.0021075i,0.00014391-0.0015679i,3.4967e-05-0.00068816i,0.00039403-0.00059971i,0.00066156-0.00094362i,0.00022358-0.00063198i,-0.00040613-0.00069929i,-0.00043172+0.00060125i,0.00055239+0.0014359i,0.00022341+6.2823e-05i,-0.00057184-0.00078674i,9.6232e-05+6.9344e-05i,0.0011892+0.00094366i,0.00098604+0.00043154i,0.00065245+0.00049681i,0.0011524+0.00040302i,0.00028019-0.00014539i,-0.00037587-0.00037182i,-0.00028873-0.00075168i
0.00095067-0.00060783i,0.0019976+6.9637e-05i,0.00057685+0.00073395i,-0.00058797+0.0013037i,-0.00050858+0.0014234i,-0.00023538+0.00090417i,-0.0003276-0.00014039i,-0.00047356+1.4548e-05i,0.00055076+0.00046008i,0.00094585+0.00066167i,-0.0002673+0.0012273i,-0.0009264+0.0014614i,-0.00092001+0.0016442i,-0.00075599+0.0013399i,-0.00012468+0.00090672i,2.7751e-05+0.00056811i,0.00026015+0.00025285i,0.00054471-0.00073341i,0.00069986-0.0012655i,0.00046311-0.00069763i,0.00021421-0.00076486i,0.00011673-0.00027011i,-0.00020965+0.0007085i
-0.0027001+0.001375i,-0.0022434+0.0024544i,-0.0020661+0.0024542i,-0.0014967+0.0013114i,0.00031567+0.00023317i,0.0017728-0.0014187i,0.0017207-0.0018374i,0.00094923-0.00037905i,0.00030501+0.00053104i,-0.00031923+0.00098554i,-0.00037079+0.0014502i,-0.00036608+0.0011971i,-0.0005579+0.0011534i,-0.00030474+0.0015228i,-9.3055e-05+0.00039281i,-7.8591e-05-0.0004633i,0.00019883+6.6554e-05i,0.00087375+0.00011597i,0.00094335-0.00091757i,0.00099072-0.00069721i,0.00055251+0.000148i,-0.00010981+0.00012779i,0.00022365-0.0002914i
-0.00010479+0.00068624i,-0.00056+7.6707e-05i,-0.0013732+0.00064437i,-0.00072063-0.00032017i,0.00074809-0.001341i,0.0016964-0.0012183i,0.0010097-0.00095132i,-0.00042269-0.0005772i,-0.00019998-0.00033529i,0.00065444-0.00022551i,0.00078875+0.00062683i,-7.9475e-05+0.0012519i,-0.00092908+0.00185i,-0.00040427+0.0017331i,0.00033325+0.00075608i,0.00020047+0.00063267i,0.00042451+0.00072298i,0.00053548-6.8188e-05i,0.00062727-0.00060313i,0.00053888+0.00036311i,0.0008092+0.0012702i,0.00099127+0.00017968i,0.00039237-0.00096552i
-0.00021452+0.0011385i,0.00095524+0.0016404i,0.0022029+0.00221i,0.0021021+0.00098085i,0.0014434-0.00045183i,0.00064226-0.00097074i,-0.00059974-0.0004009i,-0.00029533-0.00018055i,0.00033413+0.00032488i,1.6027e-05+0.00065871i,0.00045718+0.0010158i,0.00056391+0.0018896i,0.00018811+0.0022669i,0.00017374+0.0012799i,0.00016258-6.4269e-05i,0.00015467-0.00032742i,8.9226e-05-6.2785e-06i,0.00042295-5.9313e-05i,0.00086292-0.00013721i,0.00092164+3.2991e-05i,0.00070684+0.00019073i,-0.00025289+0.00031055i,-0.00092674+0.00027969i
-0.00087767+0.00078511i,-0.0013467+0.00095506i,-0.0011842+0.00066699i,-0.00017861+0.00089479i,0.00067489+0.0012419i,0.00077391-0.00018596i,0.00078942-0.0010375i,2.3767e-05-0.00034309i,-0.00023934+0.00089372i,-0.00012323+0.0014666i,0.0002078+0.0011197i,0.00078235+0.001444i,0.00053742+0.0016688i,0.00045521+0.00086487i,0.00079998-0.00010281i,0.00094614-0.00056079i,0.00052324-0.00096467i,0.00035011-0.00094471i,6.1923e-05-0.00091581i,-0.00035589-0.00057894i,-0.0006328+0.00095963i,0.00023208+0.001424i,0.0007875+0.00064493i
-0.00079689-0.0016287i,-0.001629-0.0016036i,-0.0013306-0.0026749i,-0.00040648-0.0030981i,-0.00092727-0.0023051i,-0.0010884-0.0021996i,-0.00040884-0.0023562i,-0.00069033-0.00085361i,-0.0006065+0.00023483i,-0.0001721+0.00029293i,-0.001+0.00047478i,-0.0016321+0.00099816i,-0.00039439+0.0011399i,0.00061333+0.0013113i,0.00053646+0.0010556i,0.00076555-4.5043e-06i,0.00084874-0.00022468i,0.00049981-0.00029613i,0.00025879-0.00048933i,0.00032646-0.00039365i,0.00053835-0.00025455i,0.00030259+0.00021248i,-0.00026337+8.281e-05i
0.00079341+0.00089209i,0.0016213+0.00024526i,0.0012217+0.00020174i,0.0007145-0.00038727i,0.00033395-0.00076962i,0.00064154-0.00039463i,0.00056733-0.0012352i,-0.00031612-0.0017074i,-0.00058883-0.00043762i,0.00054423+0.00031121i,0.00062085+0.00059151i,-0.00021631+0.0014519i,0.00010845+0.001697i,0.00031996+0.0010164i,0.00027058+0.0011163i,0.00035573+0.0011562i,0.00085871+0.00030511i,0.0010891+0.0004538i,0.00026713+0.00031131i,-0.00033495-9.3828e-05i,0.00061481-1.1749e-05i,0.0010441+0.00018686i,8.7078e-05-0.00019265i
0.00041634+0.001247i,0.00030712-0.00036824i,-0.00049596+0.0015836i,-0.00072706+0.0024279i,-4.7661e-05+0.00065308i,0.00064728-0.0010653i,0.00075664-0.0016224i,-0.00031229-0.00045534i,-0.0010045+0.00096806i,-0.00058659+0.001529i,-0.00087269+0.001822i,-0.00045174+0.0022865i,3.3087e-05+0.0024017i,-0.00034877+0.0016551i,-0.0006761+0.00078773i,-0.00022248+0.00081244i,0.00065792+0.00081423i,0.0011227+0.00045975i,0.00028484+0.00051043i,7.603e-05-7.0927e-06i,0.0004477-0.00037536i,-0.00035199+3.1765e-05i,-0.0007098+0.00073975i
-0.00047024+0.0022881i,-0.00082598+0.001937i,0.00047953+0.0018088i,0.0016027+0.00093156i,0.0018321-0.00021009i,0.0012835-0.00085569i,-0.00019255-0.0010323i,-0.00072496-0.00059448i,0.00019992-0.00021869i,0.00015893-0.00038342i,-0.00021299+2.8152e-05i,-0.00017115+0.00073473i,0.00043813+0.00093193i,0.0011131+0.00072303i,0.00027506+0.00036468i,-0.0005538+0.00021812i,-0.00022347-0.00014144i,0.00041929-0.0004717i,0.00026119+5.6141e-05i,-0.00026671+0.00073441i,0.00015102+0.0013822i,0.00042338+0.0012763i,-0.00033045+0.0006225i
0.0033775+0.00032282i,0.0030997+0.00039886i,0.0011933+2.596e-05i,0.00035486-0.0006038i,0.00012738-0.0015878i,-0.00060856-0.0017324i,-0.00095015-0.0010533i,-6.0352e-05-0.0005323i,0.0013664+0.00044483i,0.0012796+0.0003041i,0.00031822-0.00079607i,1.8849e-05-1.1504e-05i,-0.000409+0.0011138i,0.00016155+0.00040132i,0.00080317-0.00025554i,0.00040191-0.00050158i,0.00028461-0.0006677i,0.00011161-6.5827e-05i,0.0004214+9.1243e-05i,0.00094419+0.00022249i,0.0008398+0.0010182i,0.00023156+0.0012476i,-0.00010545+0.00050397i
-0.00097407-0.00022607i,-0.00026334+0.00014264i,0.00016179+0.00016539i,-0.00025815+0.00036947i,0.00032487+0.00054983i,0.00098192+0.00039301i,0.00015738-9.2418e-05i,-0.000253-0.00017395i,-0.0002673+0.00059959i,-0.00039161+0.00074744i,-0.00050006+0.00055942i,-0.0009768+0.0010391i,-0.001212+0.001208i,-0.00020028+0.00089762i,0.000681+0.00034911i,0.0011209+0.0003747i,0.0011826+0.000291i,0.00095755-0.00097057i,0.00034983-0.0016473i,0.00053752-0.0011535i,0.00081408-0.00022519i,0.00035558-0.0003673i,7.4396e-05-0.00045112i
0.0011919+0.0011565i,0.00039633+0.0022773i,0.00070932+0.0025107i,0.0010185+0.00062307i,0.00084351-0.00096358i,0.0010989-0.0013793i,0.0010483-0.0017848i,0.00054536-0.0013625i,-0.00035702-0.00031248i,-0.00016218-0.00037184i,-0.00015927-0.00034543i,-0.00080365+0.00061094i,-0.00072237+0.00031394i,8.9962e-05-0.0006196i,0.001122-5.0528e-05i,0.00096092+0.00018747i,0.00022818-0.00012902i,0.00058461-4.4743e-05i,0.0013073-0.00046927i,0.00093549-0.00013i,-3.8675e-05+0.00028303i,-0.00059331+0.00026814i,-0.00058616+0.00029279i
0.0015092-0.00060149i,0.0018751-0.0011013i,0.0013521-0.00088997i,-1.4356e-05-0.00045777i,-0.00054647-0.00072926i,7.7792e-05-0.00097913i,-0.00020617-0.00065362i,-0.00041042-0.00051855i,0.00015356-0.0005966i,0.00045935-0.00065085i,-7.501e-05+0.00030528i,-0.00022958+0.00039833i,-0.00020371-0.00047522i,-0.00017891-0.00050315i,0.0005052-0.00028951i,0.00044815-0.00027203i,-0.00019992-0.00060179i,1.6517e-05-0.00082591i,0.00052791-0.00016737i,0.00025307+0.00043986i,-0.00020412+8.456e-05i,-0.00014453+0.00031324i,-0.0003706+0.00050365i
0.00021115-8.6113e-05i,-0.00036386+0.00060285i,9.2081e-05+0.00056395i,0.00078474+0.00022842i,-0.00014356+0.00036546i,-0.00038228-2.278e-05i,-0.00080747-0.00089491i,-0.0010491+0.00012216i,-6.7849e-05+0.0014386i,0.00018443+0.00086743i,-0.00021645+0.00075181i,-0.00094768+0.0014235i,-0.00060443+0.0023267i,0.0003596+0.0023839i,0.0004204+0.0011716i,-0.00019111+0.00083323i,-0.00060626+0.00067577i,-0.00068253+6.0609e-05i,-0.00015054+0.00051852i,0.00064143+0.001227i,0.00022648+0.0010863i,-0.0001923+0.00068607i,-0.00030943+0.00060872i
