-4.012e-05+0.0018954i,0.001255+0.0018639i,0.00017293-0.00022654i,-0.00066514-0.0010898i,-0.0015966+0.00046097i,-0.0027912+0.00027645i,-0.0015745-0.00012202i,-3.3283e-05+0.00063103i,0.00039331+0.00040505i,0.00046143-0.00021144i,0.00055893-0.00031493i,0.00038114+0.00030913i,-4.4773e-05+0.00050049i,-0.00072651+0.0002724i,-0.0014128-1.3444e-05i,-0.00024508+0.00012139i,0.00037415+0.00073807i,-0.00063403+0.00046494i,-0.00073311-0.00076688i,0.00014501-0.0006368i,0.00065157+0.00020757i,0.00014147+0.00016922i,-0.00053537+2.3124e-05i
0.00053499-0.0011568i,0.00057981-0.0010517i,-0.00023793-0.0010462i,-0.00083558-0.00074427i,-0.00103-0.00036469i,-0.00037959-0.0005716i,0.00054561-0.0004743i,0.00060693+0.00053585i,4.9464e-05+0.0010727i,-0.00023834+0.0009218i,-0.00022652+0.0014091i,-0.00070291+0.0011903i,-0.00076562+0.0006129i,-0.00033804+0.00083114i,-0.00047312+0.0008037i,-0.00061475+0.00067328i,-0.0006016+0.00063124i,-0.00010734+0.0004411i,-1.4344e-05+0.00063195i,-0.00016082+0.00027303i,6.0878e-05-0.00033119i,0.00018784-0.00019301i,6.4234e-05-0.00010636i
-0.00026563+0.00098309i,-0.00035591+0.0011209i,-0.0011261+0.00039721i,-0.0018096+0.00063384i,-0.0027807+0.00088305i,-0.002524+0.0004457i,-0.00084505+0.00049124i,0.00012992+0.00056784i,3.7124e-05+7.3758e-05i,-0.00068952+0.00018802i,-0.00056121+0.0010262i,-0.00014142+0.00033628i,-0.0002426-0.00067459i,-6.0156e-05-0.00058917i,-0.00041293-0.00092669i,-0.00017106-0.00096876i,4.027e-05-0.00019821i,0.00022096+1.8449e-05i,0.00016481-0.00020448i,9.8327e-05-0.00074999i,5.6597e-05-0.00030549i,-0.00051812-1.1384e-05i,7.5774e-05-0.00014601i
-0.00080947+0.00075203i,0.00020386+0.0018742i,0.00022655+0.0029057i,-0.00012754+0.0023886i,-0.00017675+0.00094406i,-0.00037286-0.00094962i,-0.00043849-0.0015032i,0.0004381-0.00044842i,0.00081328+0.00098541i,0.00057939+0.0017987i,0.00036057+0.0012166i,0.00033741+0.00011409i,0.00060371-0.00010914i,-0.00019821+9.9943e-05i,-0.00063507+0.00088772i,-0.00073512+0.0013621i,-5.9684e-05+0.0010013i,0.00054368+0.00017107i,0.00061995+0.00063013i,0.00024821+0.0012339i,0.00043038+0.00057004i,-3.4479e-05+0.00052823i,-0.00042116+0.00066424i
9.399e-05+0.00056074i,0.0010322+0.00047131i,0.00095128+0.00039868i,0.0014158+0.00036998i,0.0011235-0.00054527i,6.5216e-05-0.0018501i,-0.00031433-0.00097271i,4.2667e-06+0.00016442i,0.00027794-0.00018935i,-0.00035296-0.00080524i,-0.00076928-0.0010026i,-0.00038655-0.00051269i,-0.00041701+0.00029714i,-0.00089694+0.00089056i,-0.001051+0.0011218i,-0.00065041+0.0008136i,5.3989e-05-2.1506e-05i,0.00087616-0.00037835i,0.00137+0.00011568i,0.00046951+0.00025504i,-0.00082544+8.8807e-05i,-0.00081716+0.00027012i,-0.00014843+0.00037396i
-0.0010661+0.003917i,-0.0003094+0.0043811i,0.00021051+0.0037865i,0.00051472+0.0026948i,0.00027819+0.0011642i,-2.5737e-05-0.00050769i,-0.00040694-0.0013101i,-0.00010566-0.00086816i,0.00039218+3.231e-05i,0.0003175+0.00060121i,0.00051841+0.00058331i,0.0010802+0.0003014i,0.00065079-0.00024873i,0.00010528-0.00061086i,-9.6958e-05+0.00018068i,-0.00077503+0.0013048i,-0.00049289+0.001648i,0.00023355+0.001318i,0.00047011+0.00069264i,7.3823e-05+7.8639e-05i,-0.00045431-0.00045449i,2.4468e-06-0.0005454i,-7.0237e-05-0.00035323i
-0.00037594-0.0010726i,-0.00096105-0.00068051i,-0.0019509-0.0002129i,-0.0020277+6.8704e-06i,-0.0024156+0.00060351i,-0.0023804+0.00028594i,-0.001557-0.0003141i,-0.00043254-5.2435e-05i,8.932e-05+0.00043972i,-0.00022724+0.0011793i,-0.00043531+0.00038665i,0.0001452-0.00043433i,0.00050589-0.00028384i,0.00026399-0.00044067i,0.00024449-0.00032216i,0.00072684+5.3717e-05i,0.0008844+0.00025906i,0.00042835-6.946e-05i,0.00015853-0.00012162i,0.00037181-0.00018394i,0.00045963-0.0011327i,0.00039204-0.00093449i,0.00018618+7.2151e-05i
-0.00079846+0.00014997i,0.00014653+0.00019874i,0.00041148+0.00052779i,-0.00033888+0.00098431i,-0.0010291+0.000948i,-0.0011744+0.00015277i,-0.00087606-0.0011501i,-0.00022911-0.0012621i,0.00043586-6.5404e-05i,0.00047073+0.00012337i,0.00014821-5.4429e-05i,-0.00042476-0.00013169i,-0.00013751-0.00028149i,0.00046531+3.9419e-06i,0.0004543-0.00024269i,0.00042824-0.00054399i,-0.0003082-0.00045105i,-0.00024391-0.00029912i,0.00027802-0.00019122i,-0.00068023-0.00027561i,-0.0011645-0.00098726i,-0.00014383-0.00079811i,0.00032921+0.0003025i
0.0018029+0.00063591i,0.0016088+0.00076452i,0.0020482-0.00069726i,0.0012559-0.0026257i,-0.00024635-0.0040977i,-0.0016238-0.0031676i,-0.00099979-0.0007574i,0.00020226+0.0010243i,0.00019982+0.00093467i,0.00053455+0.0002983i,0.00019356+0.00024727i,0.00020765+0.00078827i,0.00020398+0.0012483i,-9.8032e-05+0.0011827i,0.00031671+0.00099069i,0.00033339+0.00057739i,-0.00016723-0.00035563i,0.00029107-0.00083657i,0.0014986+3.563e-05i,0.0011253+0.0010714i,0.00062842+0.00047779i,0.001049-0.00070169i,0.000566-0.00038898i
-0.0014057-0.0004342i,-0.00055561+0.00040779i,-0.0010462+0.0022696i,-0.0014525+0.0027714i,-0.0011448+0.0018376i,-0.00061899+0.00030225i,-0.00044986-0.00067885i,-8.5484e-05-3.3116e-05i,0.00018504+0.00092081i,-0.00013155+0.00097439i,-0.0008932+0.00081593i,-0.0008041+0.00080866i,0.00012435+0.00013572i,0.00052098-0.00068223i,-0.0002875-0.00033948i,-0.00065305-0.00014605i,0.00047845+0.00030487i,0.00076931+0.00039876i,0.00046751-0.00013347i,0.00044204+0.0001474i,0.00033089+0.00019058i,-0.00010095+0.00060894i,-0.00052698+0.00095472i
-0.00038074+0.0018491i,0.00076874+0.0031212i,0.0014358+0.0037751i,0.00081001+0.003208i,0.00032842+0.0017616i,0.00010218+0.00033353i,0.00013373-0.0005738i,0.00046206-0.00041238i,0.00023536+0.00045827i,3.5968e-06+0.001322i,0.0002805+0.0013176i,0.00035495+0.00091714i,-0.00012908+0.00085867i,-0.00066107+0.00093076i,-0.00091157+0.00088517i,-0.0010875+0.0012588i,-0.00093565+0.0015796i,-0.00012667+0.0009663i,-3.6959e-05+6.8385e-05i,-0.00018392-0.00014624i,-0.0007541-0.00043197i,-0.001145-0.00081997i,-0.00031583-0.00064319i
0.00054317+0.00033684i,-0.00038237+0.0011383i,-0.00085734+0.0019184i,-0.0010064+0.0019112i,-0.0013025+0.00035988i,-0.0013798-0.0012043i,-0.0011201-0.0011661i,-0.00015185-0.00026972i,0.00024418+0.00092833i,-0.0001396+0.001207i,-0.00041417+0.0013926i,-0.00085731+0.00037138i,-0.0010868-0.00089568i,-0.0010269-0.00032i,-0.00087466+0.00025138i,-0.00059323+5.3588e-05i,0.0001978-0.00013506i,0.00062334-0.00042167i,0.00096746-0.00083647i,0.00037713-0.00091106i,0.00029026-0.0001078i,0.00068681+0.00042484i,-0.00049742+0.00056766i
0.0018465-0.00010508i,0.0019093-0.00044165i,0.0015933-0.00082322i,0.00012524-0.00029882i,-0.00088086-0.00030955i,-0.0011893-0.0013714i,-0.00035584-0.0013988i,0.00088303+8.5779e-05i,0.0017847+0.00080069i,0.0010767+0.00037809i,3.7787e-05-0.00010136i,-0.00082307+0.00028937i,-0.00076894+0.00095552i,-0.00014172+0.0015781i,0.00022635+0.0010007i,0.00031013-0.00023032i,0.00060016-0.00084148i,0.0011301-0.00015696i,0.00053158+0.00054603i,-0.00023066+7.133e-06i,-8.8647e-05-0.00091876i,-0.00018386-0.00055207i,-0.00074756+7.8777e-05i
0.0014018+0.00081855i,0.0017574+0.0016593i,0.0022426+0.00098014i,0.0020189-0.0016898i,0.0006444-0.0034875i,-0.0016298-0.0031498i,-0.0014114-0.00098147i,0.00049959+0.00060594i,0.0010513+0.0011591i,0.00074413+0.00064001i,0.00037448+9.0344e-05i,-0.00065791-0.00015612i,-0.00087779+0.000272i,-0.00026708+0.00060747i,-0.00013365+0.00088586i,-7.503e-05+0.0011289i,0.00032032+0.00077917i,0.00046626+0.00057813i,0.0003167+0.00085321i,0.0001736+0.00079541i,0.00056965+0.00068909i,0.00080236+0.00061707i,0.0001519+0.00011091i
-0.00011431+0.0014074i,0.0014751+0.003133i,0.0016593+0.0024649i,0.00046339+0.0015556i,-0.00051158+0.0010995i,-0.00078067+0.00014794i,-0.00056007-0.00035741i,-3.4981e-05-9.5591e-05i,0.00046516+5.4005e-05i,0.00073875-0.00018198i,0.00025377-0.00013022i,-0.00050823+0.00046938i,-0.00064796+0.00080614i,-0.00081325+0.0010066i,-0.0016831+0.00096936i,-0.00155+0.0008164i,-0.00031203+0.00066684i,0.00013442+0.00090048i,-0.00078989+0.00076392i,-0.00062484+0.0007951i,0.00028785+0.0007383i,-0.00011592+0.00011715i,-0.00039076-0.00020706i
-0.0021351-0.00026241i,-0.0013593+0.0012435i,-0.0012769+0.0017695i,-0.001447+0.0018369i,-0.00085243+0.001419i,-0.00067885-0.00077985i,-0.00047997-0.0017757i,8.8936e-05-0.0010353i,-8.7707e-05-0.00062497i,-0.00033427-0.00030294i,-0.00023993-8.7092e-05i,3.0927e-05+2.0269e-06i,0.00069352-0.00062922i,0.00025144-0.00064117i,-0.00063793-2.6633e-05i,-0.00092788+0.00065235i,-0.000157+0.00090958i,0.00039772+0.00087122i,0.00049954+0.00088181i,0.00033648+0.00056411i,-0.00012385+0.00077067i,-0.00020734+0.0010803i,4.6451e-05+0.0007912i
0.00085433+0.0011208i,0.0010067+0.0007279i,0.0005293-4.7301e-05i,-0.00053766-0.00028596i,-0.0018722-0.00058523i,-0.0023775-0.0008639i,-0.0014426-0.00049592i,0.00029567+0.0001303i,0.00099747+0.00050548i,0.0003739-4.4253e-05i,0.00017276-0.00065281i,-0.00017453+0.00019991i,0.00020425+0.0012711i,0.00035662+0.0015224i,-0.00030617+0.0007097i,-0.00066086-0.00014341i,-0.00064877+0.00036224i,-8.5857e-05+0.00080257i,0.00037527-0.00040073i,0.00024127-0.00069899i,0.00052827+0.00056605i,0.0011736+0.0006271i,0.0010963-0.00033749i
0.0025161+3.7884e-05i,0.002762+0.0004747i,0.0022184+0.00093006i,0.00044538+0.00061965i,-0.0010594-0.00065529i,-0.0012141-0.0006037i,-0.00107+0.00037972i,6.4886e-05+0.0011932i,0.00069996+0.00092004i,-0.00027159+5.0311e-05i,-0.0012654-0.00011562i,-0.00097162-0.00041514i,0.00028696-0.00037893i,0.00062945+3.651e-05i,-0.0004793+0.00017542i,-0.00070572+1.4268e-05i,-0.00047695+0.00036447i,-0.00018548+0.00036593i,0.00074293-0.00017563i,0.001053+8.0989e-05i,0.0008155+8.2264e-05i,-2.8267e-05-0.00047183i,0.00025925-0.00039574i
-0.00011548+0.00091267i,5.9627e-05+0.0010357i,-0.00016401+0.0014892i,0.0001059+0.00060008i,0.00021177-0.00029651i,2.8145e-06-0.0013696i,-0.00055884-0.0013236i,-0.00056613+0.00011764i,-0.000329+0.00059115i,-5.5379e-05+0.00051066i,0.00021357+0.0010451i,0.00014875+0.0012834i,-0.0002067+0.0010493i,-0.00034288+0.0006627i,-0.00042405+0.00049513i,-0.000146+0.0013305i,0.00049353+0.0015119i,0.0004396+0.00065691i,0.00039651+0.00051433i,0.00037754+0.00032774i,0.0001311-0.00063527i,-0.00025951-0.00077093i,-0.00085457-0.00046215i
0.00070564+0.0014505i,0.0011361+0.0018188i,0.00099281+0.0018193i,0.0005733+0.0011834i,0.0007789+0.00052541i,0.00049707-0.00061026i,0.00027486-0.00055285i,5.7171e-05+0.00060485i,-0.00022107+0.0012553i,-0.00022175+0.00072236i,-0.00028469-0.00051056i,-2.5603e-05-0.00022611i,-7.7959e-05+0.00033681i,-0.00030382-4.4465e-05i,-0.00012699+0.00054527i,0.00012361+0.001113i,0.00020092+0.0012957i,-7.0865e-05+0.0010238i,0.0002892+0.00044304i,0.0003416+0.00025705i,8.8774e-05-6.345e-05i,-8.8024e-05+1.0732e-05i,9.6452e-05-0.00019772i
0.0014568-0.00034907i,0.001797+0.00024723i,0.0018421+0.000859i,2.0127e-05-0.0004466i,-0.0016738-0.0017431i,-0.0019258-0.00095812i,-0.0020444+0.0003386i,-0.0012475+0.00079728i,3.4336e-06+0.0010637i,0.00076942+0.00097285i,0.0010572+0.00085197i,0.00075737+0.00091344i,0.00018843+0.00064006i,-0.0002241+0.00042792i,-0.00050868+0.00044179i,-0.00031502+0.00073924i,-0.00026516+0.0009849i,-0.00061731+0.0004979i,-0.00066007+0.00022485i,-0.00022273+0.00051394i,0.0002283+8.7344e-05i,0.00026958-0.00069829i,0.00053617-0.00034281i
-0.00084707-0.00083951i,-0.0014945-0.00043049i,-0.0020706-0.00074637i,-0.0022132-0.00032042i,-0.0020338+0.00051468i,-0.0012302+0.0015139i,-0.00022615+0.0016024i,3.8034e-05-0.00019157i,0.00033108-0.00077963i,0.00025245-0.00025428i,-0.00052082-2.141e-05i,-0.00081994-3.5231e-05i,-0.00063825-0.00013103i,-6.0249e-05+2.8451e-05i,-0.00050478-8.5923e-05i,-0.00069534+3.3471e-05i,-9.1689e-05+0.0003245i,-0.00025787+0.00014116i,0.00032305+0.00046011i,0.00047507+0.00055388i,-6.5338e-05+0.00060105i,-2.5454e-05+0.00021238i,0.00013424-0.00067638i
0.00082677-0.00028491i,0.0009821+0.00021158i,-4.7348e-05+0.00054433i,-0.00084839+0.00041447i,-0.00063202-0.00083039i,-0.0003317-0.0011939i,7.6753e-05-0.00059294i,9.4572e-05+0.00046869i,-0.00054436+0.0010984i,-0.00072917+0.0010132i,6.5552e-05+0.00056168i,0.00017662+0.0005307i,-0.00016539+0.00091249i,-0.00040244+0.00033256i,-0.00033884-0.00013241i,2.8901e-06+0.00090534i,-0.0001494+0.0011358i,-2.1827e-05+0.00025475i,0.00021532-8.8579e-05i,2.0399e-05+0.00032013i,-0.0001569+0.00022229i,-6.9448e-05-0.00044899i,-0.00012062+0.00015167i
0.0022585+0.00026214i,0.0024622+0.0010099i,0.00096234-0.00042295i,-0.00092219-0.0018757i,-0.002915-0.0011452i,-0.0044544-0.00037604i,-0.0039263-0.0013008i,-0.0018914-0.0012883i,-0.00026231-0.00044339i,-0.00052372+0.00010709i,-0.0011862+0.00046504i,-0.0010343+0.00099497i,-0.0008769+0.00087615i,-0.00064798+0.00029391i,-0.0002396+0.00016311i,3.3955e-05-2.7835e-05i,-0.00012077-0.00039456i,-0.00062341-0.00019069i,-0.00077561+0.00057069i,-0.00023032+0.0005006i,-0.00022949-0.00036504i,-0.00057923-8.7134e-05i,-0.00084221-6.0062e-05i
-0.0013867+0.00029056i,-0.001843+0.0013461i,-0.0018401+0.0016184i,-0.0011236+0.00099353i,-0.0013347+0.00018737i,-0.0012955-0.00059051i,-0.00032292-0.00061362i,2.8344e-05-0.00027529i,0.000583-1.883e-05i,0.00031525+0.00013743i,-0.00065239+6.1732e-05i,-0.00080511-0.00035348i,7.5955e-05-9.562e-05i,0.0010831+0.00023599i,0.00071448+0.00037503i,-0.00029241+0.00068618i,-0.00087445+0.00042221i,-0.00039314+0.00013532i,0.00021112-1.082e-05i,0.00043176-0.00043866i,0.00073932-0.00056884i,0.00070626-0.00027797i,0.0003081-0.00058822i
9.1375e-05-0.0015722i,0.00032204-0.0011277i,-0.00023512-0.00062518i,-0.00034804-0.00024429i,0.00031992-0.0008109i,0.00055171-0.0010312i,-1.3304e-05-0.00077768i,0.00020346-0.00030437i,0.00027561+0.00052569i,-0.00017848+0.00099038i,0.00020723+0.00071711i,0.00066959+0.0005322i,0.00025827-0.00049661i,-0.00030806-0.001374i,-0.00036359-0.00043008i,-0.00081825+0.00024252i,-0.00074031+0.00049235i,-0.00062921+0.00041222i,-0.000787+0.00038246i,-0.00052746+7.2994e-05i,0.0002752-0.00089732i,-3.4152e-05-0.0013083i,-0.00040566-0.0011471i
-0.0010109-0.00059772i,-0.00025402+0.00074509i,-0.00099338+0.0013501i,-0.0013617+0.001871i,-0.0017717+0.0020524i,-0.0015566+0.00037738i,-0.00054286-0.00042704i,0.000129+0.00030721i,0.00037248+0.00081169i,4.1188e-05+0.00019002i,0.00025023+0.0004185i,0.00032416+0.00070414i,-0.0001404+0.00027937i,-0.00045502-0.00058039i,-0.00048547-0.00021538i,-0.00030723+0.00076897i,0.0001301+0.00080377i,-0.000141+0.0010235i,-0.00039358+0.00082312i,0.00026438-0.0003346i,0.00034849-0.00073323i,3.0348e-05-0.00075026i,-0.00012718-0.00035959i
-0.00025637+0.0018102i,0.00028429+0.0022556i,0.00083659+0.0014403i,0.00059575+0.0007158i,-0.00062626-2.5422e-05i,-0.0011265-0.0015416i,-0.00033755-0.0011459i,0.00028816+4.3923e-05i,0.00063694+0.00053276i,0.0004644+0.00063246i,-0.00025367+0.00062508i,-0.00079004+0.0002407i,-0.00046962+0.00030318i,-1.4646e-05+0.0002654i,0.00017502-0.00040543i,-6.7977e-05-0.00049855i,0.00027479+0.00011885i,0.00043578+0.00092153i,0.00030592+0.0011649i,-0.00022388+0.00075365i,-0.00058101+0.00041434i,-3.3147e-05+0.00036408i,0.00029765-0.00025448i
0.00071659+0.00023907i,0.0012064+0.00049043i,0.0010142+0.00016814i,0.0007402-0.00027723i,0.0001604-0.00040426i,-0.001135-0.0014545i,-0.00063479-0.0020493i,0.00017245-0.00059231i,0.0004072+0.00044961i,0.00064822+0.00055996i,0.00020881+0.00044432i,0.00013407+0.00059766i,0.00026644+0.00051968i,3.7486e-05+0.00024372i,3.0679e-05-0.00039392i,-8.4754e-05+0.0004467i,-0.00014205+0.0013705i,-0.00022107+0.0010121i,-0.00014851+5.5762e-05i,-6.57e-05-0.00035017i,-0.00039301+0.00044217i,-0.00073096+0.00041847i,-0.00052694-0.00023145i
-0.00031464+0.0002784i,-0.00025225+0.00040811i,-0.00038333+0.00091371i,-0.0012257+0.0014427i,-0.0014929+0.0010776i,-0.00065323-0.00040725i,-0.00043288-0.001036i,-0.00089034-0.0002788i,-0.00070968+0.00050448i,-0.00079711+0.0005763i,-0.00070328+0.00070083i,-0.00023342+0.00050791i,-0.00015083-0.0001502i,0.00021307-0.00055044i,0.00071323-0.0001586i,-0.0002438+0.00027072i,-0.00092942+0.00012258i,-0.00079931-0.00047911i,-0.00048387-0.001277i,2.4977e-05-0.00072205i,-6.6559e-05-0.00042664i,-0.00034432-0.00075498i,-0.00065297-0.00084917i
-0.0021181+0.0031064i,-0.00057966+0.0040688i,0.00091141+0.0038004i,0.00088808+0.0025987i,0.00021259+0.00032545i,-0.00044575-0.0021286i,-3.8892e-05-0.0022544i,0.00059503+2.0558e-05i,0.00042432+0.00092748i,-3.7994e-05+0.00056944i,-0.00011471+0.00091962i,-0.00063579+0.00038553i,-0.0014881-0.00064521i,-0.0015284-0.00065908i,-0.0013141-0.00034831i,-0.00093818-0.00029201i,-0.00044608-0.00040463i,0.0002217-0.00012492i,0.00076214-0.00071441i,0.00061148-0.0012071i,0.00032249-0.00076133i,0.00022034-0.00057108i,-0.00044329-0.00044062i
0.00041717+0.00073898i,0.00058288+0.0014252i,0.00048346+0.0011106i,7.7936e-05+1.1022e-05i,-0.0015163-0.00091312i,-0.0023423-0.00090287i,-0.0012359-0.00011693i,-0.00031047+0.00045915i,0.00012651+0.00040394i,0.00031506+0.00075349i,-0.00050381+0.001527i,-0.000697+0.0010998i,-0.00092583+0.00014864i,-0.00097854-9.1711e-05i,0.00016236-2.7719e-05i,0.00059724+0.00010525i,0.0002821+0.00061423i,0.00049971+0.0013961i,0.00070749+0.0014982i,0.00020486+0.000722i,-0.00016206+0.00034137i,-0.00037265+0.00039514i,-0.00019413-0.00027868i
0.00050807+0.00038036i,0.00058237+0.000955i,0.00050027+2.3964e-05i,-0.0005841-0.0004619i,-0.0021335-0.00078208i,-0.0017316-0.0011763i,-0.00075222-0.0017527i,-0.0003804-0.00041002i,-3.7792e-05+0.00052499i,0.00023203+0.00022377i,0.00058192+3.5866e-05i,0.00016958+0.00029838i,0.0007298+0.00086704i,0.0013588+0.000848i,0.00078719+0.00029883i,5.8977e-05+0.00071823i,0.00021808+0.0015124i,0.00084554+0.0014617i,0.00038533+0.0010062i,-0.00035403+0.00026499i,6.4749e-05-0.00023481i,-0.00015262-0.00013164i,-0.00072276-0.00050798i
-0.00057224-0.0003676i,0.00093029+2.9189e-05i,0.0012457+0.00090592i,-0.00022347+0.0010783i,-0.0014733+0.00068165i,-0.0017919-0.0013789i,-0.0010043-0.0016111i,0.00051056-0.00042593i,0.00097406+0.0003113i,0.00059769+0.00066389i,0.000565+0.00034858i,0.00036579-0.00020636i,8.1721e-06-0.00042921i,-0.00043705+2.3246e-05i,-0.00089183+0.00034316i,-0.00068658+0.00050435i,-0.00031358+0.00025235i,-0.00027015-0.00012238i,-0.00069586+0.00015293i,-0.0010827+0.000618i,-0.00067046+0.00068574i,-4.3745e-05+0.00053986i,-0.00014876-9.9644e-05i
0.00019154+0.0010445i,0.0011444+0.0029127i,0.0018022+0.0024265i,0.0010845-7.6036e-05i,-0.00033837-0.0016458i,-0.0010399-0.0019313i,-0.0010564-0.0019568i,-0.00021422-0.0011596i,0.00050299-1.0423e-05i,-0.00060213+0.00068336i,-0.0014034+0.00087367i,-0.0011871+0.0011821i,-0.0008966+0.0010355i,-0.0011062+0.0011917i,-0.00096561+0.00095614i,-0.0010964+0.00033902i,-0.0005659+0.00057521i,0.00058937+0.0005276i,0.00058476-0.00037163i,0.00011037-0.00075433i,0.00014809-0.00015265i,-0.0002509+0.00031832i,-0.00099027+6.0909e-05i
0.00027865+0.0012007i,0.00090104+0.0015872i,0.00098404+0.0010718i,0.00022201+0.00036662i,-9.9455e-06-0.00038873i,-0.00070602-0.0010832i,-0.00092098-0.0011984i,0.00011979-0.00045888i,0.00103+0.00033791i,0.00016124+0.00013018i,-0.00082913-2.9128e-05i,-0.00084043-0.00019856i,-0.00027347-9.3334e-05i,-0.00031533-5.4763e-05i,-0.00053765+5.8074e-05i,-4.6395e-05+0.00067925i,0.000367+0.0013099i,3.5291e-05+0.0012789i,0.00013803+0.00067352i,0.0002822+0.00040607i,7.7226e-05+0.00015306i,-0.00044404-8.9103e-05i,-0.0011361+7.8139e-05i
-0.00051171+0.00096371i,0.00028418+0.0014125i,0.00104+0.00021863i,0.00062103+0.00038062i,0.00041419+0.00046299i,6.7322e-05-0.0016249i,-0.0010202-0.0018822i,-0.00058969-0.0010102i,0.00033672+0.00040886i,8.906e-05+0.0012596i,0.00034932+0.0012179i,0.00029078+0.0010173i,0.00010663+0.00056332i,-0.00037837+0.00063593i,-0.0010136+0.00098513i,-0.00074538+0.0011699i,-0.00062654+0.0010239i,-0.00070735+0.00049698i,-0.00017707+0.00043987i,-5.7662e-05+0.00066234i,-0.00037313+0.0012213i,-9.9055e-05+0.00085643i,-0.00010812-4.9498e-05i
2.3123e-05+0.00022835i,0.00092411-0.00022495i,0.0011433+0.0010439i,0.00016138+0.0010195i,-0.0012637+0.001106i,-0.0012148+0.00049914i,-0.00041201-0.00032313i,0.00039874-0.00047571i,0.00038221-0.00029275i,0.00016817+0.00036087i,0.00010289+4.9411e-05i,3.1194e-06+4.0799e-05i,-7.9784e-06+0.00024313i,-0.00011867-1.3268e-05i,-0.00015363-0.00027651i,0.00038592-0.00078224i,0.00016316-0.00019402i,-0.00061335+0.00021505i,-0.00037163+0.00010719i,-0.00019958-1.7579e-06i,-0.00019469-0.00040806i,4.7194e-05-0.00055733i,0.00048921-0.00042522i
-0.00044808+0.00027958i,0.00067051+0.0012705i,0.00083864+0.00084357i,0.00035214+0.00096899i,-0.00089837+0.001419i,-0.0008698+5.1593e-05i,-0.00023278-0.00082417i,-0.00036866+0.00033694i,-1.9534e-05+0.00093818i,0.00059231+0.0012568i,0.00055857+0.0018898i,0.00012506+0.0012878i,-0.0002907+9.4505e-05i,0.00010885-0.00052351i,8.3731e-05-0.0005617i,-0.00059272+5.6251e-05i,-0.00059424+0.00071448i,-8.6002e-05+0.00060968i,0.00014014+9.7357e-05i,-0.00029634+0.00049275i,-0.00080843+0.00046765i,-0.0011265-0.0003068i,-0.000974-0.00040721i
-2.7904e-05+0.002291i,-9.6619e-05+0.0026406i,0.00088104+0.002307i,0.0012242+0.00074842i,0.00013775-0.00018772i,-0.00066231-0.0011094i,-6.8126e-05-0.0016414i,0.00015201-0.00072154i,-0.00023338+5.086e-05i,9.6484e-05+0.00028647i,-0.00022009+0.00096494i,-0.00089985+0.0010741i,0.0002389+0.00092369i,0.00014585+0.0009948i,-0.0012263+0.00098209i,-0.0010363+0.00057403i,-0.00033383+0.00021187i,-0.00025518+0.00051832i,-0.00020524+0.00049888i,-0.000327-0.00011774i,0.00024333+0.0003835i,0.00067622+0.00083675i,0.00024078+0.00036186i
-0.00092713+0.0010777i,-0.00031243+0.0012608i,0.00033319+0.002806i,0.00054047+0.0022715i,0.0006356+0.00086557i,-9.127e-05+7.0827e-05i,-0.0011454-0.00064934i,-0.00029009-0.00060856i,0.00098903+0.00090117i,0.0006517+0.0023329i,0.00056578+0.002193i,0.00036006+0.0015681i,0.00017304+0.001113i,-0.00042745+0.00076774i,-0.00055005+0.00019017i,0.00025877+0.00075728i,0.00011296+0.0011436i,0.00013035+0.00038215i,0.0010176-0.00016177i,0.0010591+3.7081e-06i,0.00075146-0.00016721i,0.00096477+0.00024i,0.00073663+0.00095728i
0.00038976+0.00081544i,4.995e-05+0.0012755i,-0.0005772+0.0016057i,-0.0011868+0.0011429i,-0.00086773+9.1107e-05i,-0.0016247-6.0184e-05i,-0.0018241-0.00049947i,-0.00039355-0.00087336i,-0.00041064-0.00089051i,-0.00028272-0.00037977i,0.00057535+0.00090736i,-3.0321e-05+0.0011813i,-0.0011219+0.00041368i,-0.0011999+0.00030513i,-0.0010322+0.00040409i,-0.00039456+0.0009288i,-1.7263e-05+0.00098315i,-0.00022975+0.00026757i,-0.00091322-0.00016269i,-0.0015194-0.00050851i,-0.0012901-0.00022975i,-0.00061244+0.00042163i,-0.0002246+0.00031762i
0.0024369+0.0033587i,0.0031287+0.0031766i,0.0035702+0.0021139i,0.0025359+0.00062884i,0.00071307-0.0010187i,-0.00043348-0.0021845i,-0.00085699-0.0018822i,-0.00080276-0.00095484i,0.00017895-0.00046397i,0.0002801+0.00054041i,-0.00050447+0.00025542i,-0.0004084-0.00047349i,-0.00021928-0.00067061i,-0.00057332-0.00023271i,-0.00081109+0.00045184i,-0.00097663+0.00047758i,-0.00052466+0.00082303i,0.0001859+0.00013137i,0.00029368-0.0011906i,-0.0002033-0.0011242i,-0.00024744-0.00086863i,-8.6116e-05-0.00065708i,-0.00027083-0.00029809i
