0.00099436-6.7164e-05i,0.0017712-0.00058573i,0.00076711-0.0017574i,-7.2256e-06-0.0025102i,-0.00084561-0.0015461i,-0.0020358-0.00023246i,-0.0020789+0.0009859i,-0.00067967+0.0013825i,0.00072563+0.00076851i,0.0014091+0.00070186i,0.00085377+0.00086024i,-0.0001647+0.00011944i,-0.00034077-0.0005866i,-0.00052633-0.0010727i,-0.00064018-0.0013851i,0.00013602-0.00045594i,0.00053219+6.1261e-05i,0.00031561-8.7351e-05i,2.476e-05+0.00076868i,0.00032596+0.00089813i,0.001157+0.00046052i,0.00077463-0.00018587i,0.00014033-0.0010649i
0.0012919+2.6545e-06i,0.00084835+0.00024871i,0.00020666+0.0010048i,-0.00086795+0.0011739i,-0.0013911+0.00055826i,-0.00099866+0.00051603i,-0.00066903-9.0666e-05i,-0.00090041-0.00069283i,-0.0013794-0.00072722i,-0.0012489-0.00017307i,-0.00073208+0.00050535i,0.00018811+0.00040662i,0.0012912+0.00013098i,0.00067198-0.00013821i,-0.00032274-0.00028814i,0.00031417-0.00049512i,0.00031008-0.00092816i,-0.00062086-0.0010778i,-0.00091215-0.00061501i,-0.00012089-0.00024232i,0.00019318-6.5066e-05i,0.00054538-0.00077106i,0.0013573-0.00091449i
-0.0020581-0.0024159i,-0.0024671-0.002137i,-0.0025228-0.0010254i,-0.0018084+0.0005225i,-0.0015014+0.0012267i,-0.0014283+0.0015481i,-0.00046905+0.0013674i,-0.00024894+0.00037124i,-0.00034208-0.00083698i,-0.00012601-0.0011998i,0.00010178-0.00089347i,-0.00020607-0.00018675i,-6.3869e-05+0.00066681i,0.00065908+0.00083876i,0.0002406-7.2929e-06i,-0.00089995-0.00028447i,-0.0010839+5.2176e-05i,-0.00073917+0.00032383i,-0.00072566+0.00065388i,-0.00073593+9.0198e-06i,-0.00060696-0.0005533i,-0.00058372-0.00019241i,3.7885e-05-0.00042789i
0.00075978+0.00094928i,0.002241+0.00034406i,0.0020325+0.00034055i,0.00021145+0.00023337i,0.00073077-0.00039799i,0.0013798-0.00072716i,-5.4016e-05+6.6328e-05i,-0.00069414+0.00032939i,0.00050113-0.00052802i,0.0018033-3.6117e-05i,0.0015193+0.0006261i,-0.00010053+0.00027209i,-0.001088-0.0002082i,-0.0012211-0.00061447i,-0.0011734-0.0013045i,-0.00082944-0.0013259i,-0.00011732-0.00036756i,0.00024165+0.00013105i,-0.00011123-0.00011815i,-0.00030818-0.00059813i,-0.00033031-0.00084841i,0.00036479-0.00081201i,0.0013714-0.00014215i
-0.0017207+0.0010875i,-0.0016412+0.0011983i,-0.0013774+0.002024i,0.00025631+0.0024547i,0.001224+0.0018705i,0.0010511+0.00075739i,0.00027765-0.00014933i,1.5689e-06+0.00017634i,-4.7359e-05+0.0013137i,6.9685e-05+0.0011684i,0.00013468+0.00052456i,0.00017123-0.00023754i,0.00029394-0.00089749i,0.00029398-0.0009958i,5.1637e-05-0.00085781i,0.00048914-0.00039591i,0.00061192-0.00036143i,0.00029482-0.00022906i,0.00049805+0.00057586i,0.00035756+0.00025051i,0.00060698-0.00067867i,0.00089715-0.00026365i,0.00046609+0.00025404i
-0.00092244-0.00071534i,-0.0011082+5.4838e-05i,0.00012016+0.0015583i,-0.00016547+0.0020314i,-0.00093939+0.00053821i,-0.00090341-0.00076354i,-0.00064778-0.0011694i,-0.00060766-0.0011373i,-0.00040494-0.00083008i,0.00039602-0.00018651i,0.0010531+5.9862e-05i,0.0013682-0.00026054i,0.0016417-0.00020452i,0.0010128+0.00010321i,-0.00030603-0.00050403i,-0.0012063-0.00080178i,-0.0013153-0.00071397i,-0.00097064-3.3077e-05i,-0.00039099+0.00046828i,-0.00027476+0.00088571i,-0.00061866+0.0011068i,8.3876e-05+0.00062338i,0.00078342-0.00018771i
0.0011984+0.0010281i,0.00093682+0.00044174i,0.0020189-2.5162e-05i,0.002521-0.00051208i,0.001051-0.00059866i,-0.00062629-0.0002287i,-0.0016862-2.6701e-05i,-0.001381-0.00018201i,-8.2749e-05+0.00030712i,0.00015742+0.00036724i,0.00029824+0.00060855i,0.00060119+0.00065963i,0.00056666+0.00038592i,0.0004365+0.00087716i,0.00021977+0.00092027i,4.886e-05+0.00032105i,4.5529e-05+0.00038756i,5.1232e-05+0.00011921i,-0.00018733-0.00019125i,-0.00011705+0.00010307i,0.00073886+0.00033261i,0.0012022+0.00047964i,0.0011353+0.00018807i
-0.0012386+0.00032756i,-0.0011888+0.00026697i,-0.00085134-0.00044692i,-0.00070356-0.0010237i,-0.0010569-0.0014254i,-0.0014023-0.00083185i,-0.0011616-0.00051437i,-0.00083213+0.0002176i,-0.00060539+0.00037396i,7.0194e-07-0.00074996i,-5.3285e-05-0.0014839i,-0.00070357-0.0015297i,-0.00031446-0.0011051i,0.00063508-0.0010895i,0.00088901-0.00082409i,0.00092739+4.3811e-05i,0.0005826-0.00031118i,-0.00010829-0.0009308i,-0.00038407-0.00097979i,-0.00024192-0.00034959i,-8.2737e-05+0.00024376i,7.8069e-05-0.00041858i,0.00010306-0.00086172i
-0.00076078-0.0016586i,-0.00059787-0.00095859i,0.00012328+8.4101e-05i,0.00017947+0.0011859i,-0.00027342+0.001855i,-0.00074908+0.0019019i,-0.00099814+0.001076i,-0.00052534+0.00013303i,1.9124e-05-0.00053381i,0.00014737-0.00085168i,0.00030393-0.00067981i,0.00017974-0.00015835i,0.00038624+0.00055273i,0.000248+8.9953e-05i,-5.2706e-05-0.00049632i,0.00021659-0.00026676i,0.00020704-6.5167e-05i,-0.00012157+0.00023078i,-0.00063934+0.00020299i,-0.0005429+0.00024172i,0.00030231+0.00020728i,1.7335e-05+0.00020592i,-3.4206e-05+9.8685e-05i
-0.0005959-0.0010661i,-0.0022121-0.00052551i,-0.0019981+0.00011112i,-0.00038242-0.00032606i,0.00041904-0.00059199i,-0.00051401-0.00020875i,-0.00097063+0.00023813i,-4.428e-05+3.1435e-05i,0.00060529-0.00012662i,0.00017742+4.7964e-05i,-0.00033573+0.00021837i,-0.0009959+0.00020244i,-0.0012125-0.00012759i,-0.00045573-0.0002279i,0.00025433-0.0006898i,-2.8761e-05-0.0011459i,0.00025894-0.0015209i,0.00076305-0.0017483i,0.00041546-0.00079257i,-0.00055167+6.5769e-05i,-0.00030479-9.5635e-05i,9.0104e-05-0.00020287i,-0.00038999-0.00046046i
0.0010715-0.0024798i,-0.00034652-0.0023487i,-0.00096526-0.0032308i,-0.00067625-0.0030859i,-0.0014866-0.0024514i,-0.0019192-0.0023602i,-0.00059603-0.0018172i,-5.947e-05-0.0011812i,-0.00069208-0.00088285i,-0.00060102-0.0001754i,-7.6132e-05+0.00048898i,0.00030847+0.00037054i,0.0013491-0.00038212i,0.0015424-0.00064994i,0.00031806-0.0003944i,-1.2206e-05-0.00055919i,0.00024979-0.00055836i,2.1094e-06-0.00069121i,-4.9565e-05-0.00099974i,-5.4379e-05-0.00035145i,3.6854e-05-0.00030524i,3.7874e-05-0.00029409i,0.00024973-0.00021616i
0.0012247-0.0012744i,-1.0356e-05+5.7485e-05i,-0.0015903+0.0011724i,-0.0020996+0.0010302i,-0.0014339+0.00065124i,-0.0007987+0.00079007i,-0.0012265+0.00059938i,-0.001003+0.00063646i,0.00026682+0.00016685i,0.00051199-8.9424e-05i,0.00047818+0.00013827i,0.00077119+0.00048877i,0.00023644+0.001104i,-0.00018877+0.00074721i,-0.00057123+0.00025656i,-0.0012292-0.00020822i,-0.0010023+1.9696e-05i,-0.00051733+0.00016665i,-0.00016757-0.00039813i,0.00010264-9.0682e-06i,-0.0004259+0.00022028i,-0.00029578-0.00020492i,0.00026593+0.00017622i
-0.0013541-0.00010734i,-0.0012043-0.00033904i,1.4542e-05+0.0012927i,0.00062144+0.0011674i,0.0011757-0.00014074i,0.0011787-7.9327e-05i,-8.6963e-06+0.00018774i,-0.00067016-0.00042389i,-0.00056806-9.705e-05i,0.00041875+0.00089684i,0.00040506+0.00088382i,-0.00065928+0.00017603i,-0.0005616-0.00033092i,-0.00058852-0.00029775i,-0.0011163-0.00049833i,-0.00081662-0.0010591i,-6.4219e-05-0.0010428i,7.5477e-05-0.00033599i,-0.0001859+9.6604e-05i,0.00037405+0.00040734i,0.00040995+0.00062606i,0.00010464+0.00054723i,9.0654e-05+0.00015624i
-0.0012076-0.00066949i,-0.0011272-0.0011631i,-0.0021807-0.0020972i,-0.0023044-0.0018962i,-0.0014132-0.00063348i,-0.00047938+0.00086103i,-9.0032e-05+0.00083612i,-0.00079022-0.00013573i,-0.00092208-0.00055369i,4.1707e-05-0.00034317i,0.00090284-0.00028384i,0.0013172-0.00054382i,0.0015457-0.00021001i,0.0011085+0.00036651i,0.00042991+0.00051191i,0.00032469+0.00060461i,0.00028971+0.00090784i,0.00011439+0.00018098i,3.7085e-05-0.00028443i,6.6391e-05+0.00066308i,0.00084923+0.00045266i,0.0010966-0.00056644i,0.0010486-0.00085146i
-0.001561+0.0017125i,-0.0014608+0.0016348i,-0.00035788+0.0031645i,0.00043512+0.0033724i,0.0013805+0.001904i,0.0010623-0.00022137i,-0.0009487-0.00084487i,-0.0018325-0.00024661i,-0.0012138+0.00088068i,0.00017643+0.0015036i,0.00078573+0.00043623i,0.00043989-0.00016746i,-0.00058293-5.9723e-05i,-0.0011692-0.0009709i,-0.00086572-0.0015691i,-0.00022632-0.0011155i,0.00049305-0.00049637i,0.00075443-0.0001566i,0.00083694+5.746e-05i,0.0011775+0.00017421i,0.00098175+0.00038016i,0.00040649+0.00060099i,0.00033873+0.00071652i
-0.00020015+0.00060061i,-0.00085197+0.00046997i,-0.00046445+0.0016496i,0.0002174+0.001969i,0.0010647+0.0016543i,0.0020727+0.00095008i,0.0019315+0.00020284i,0.0004377-0.00022669i,-0.00076102+2.6306e-05i,-0.00077737+0.00081027i,-0.00047004+0.00074579i,-0.00015424+0.00014592i,4.6894e-05-0.0003609i,0.00021531-0.00060285i,-0.00042982-0.00062125i,-0.00048997-0.00055185i,0.00045967-0.00028075i,0.00077753-0.00057002i,0.00046677-0.00087606i,-0.00015276-0.00071235i,3.8865e-05-0.0010706i,0.00047822-0.00059601i,0.00059408+0.00024269i
-0.0013014-0.00071051i,-0.0023866-0.0016444i,-0.0014977-0.0020571i,-0.001293-0.0010505i,-0.0010498+0.00030977i,0.0002272+0.0014111i,0.00023162+0.00091823i,-0.00057805-0.00062726i,-0.00037466-0.00097779i,-0.00053609+3.3172e-05i,-0.00036313+0.00067171i,0.00080804+0.00019344i,0.0013176-0.00077862i,0.00080471-0.0011325i,-0.00023449-0.00091645i,-0.00070712-0.0013217i,-0.00077391-0.0020092i,-0.00085407-0.0011828i,-0.00079985-0.0001825i,-0.00046433-0.00019063i,-0.00021813-0.0010355i,-0.000269-0.0010885i,-7.2002e-05-0.00038233i
-4.1201e-06+0.00096863i,0.00042582+0.0014338i,-0.00058206+0.0034419i,-0.0010572+0.0036812i,-0.00039781+0.0019111i,-0.00017137+0.00074134i,-0.00042047+0.00035169i,-0.00059215+0.0006148i,-0.00067342+0.0006803i,-0.00063043+0.0002758i,8.007e-06+0.0001347i,-0.00033504+0.00028253i,-0.0011092+0.00048383i,-0.00070782+0.00056227i,-0.0012217-0.0001142i,-0.0015222-0.00073453i,-0.0010922-0.00023629i,-0.0011835-0.00032245i,-0.0010117-0.00078745i,-0.00064377-1.9914e-05i,-0.00087851+0.00051077i,-0.00050499+0.00055418i,-0.00044832+0.00023134i
-0.00052364+0.00015963i,-0.00048901+0.00060462i,-0.0011507+0.00030976i,-0.00089772+0.00034382i,-0.00091081+1.6609e-05i,-0.0016158-0.0004399i,-0.0016174-0.00021305i,-0.0011042+0.00051366i,-0.00083066+0.00056995i,-0.00027982+0.00020022i,7.8828e-05-0.00022262i,0.00018378-0.00039789i,0.00065703-0.00062504i,0.0006809-0.00066881i,0.00038394-2.1692e-05i,0.0004078+5.1342e-06i,0.00099684-0.00033002i,0.00072191-0.00032278i,-0.00022661-0.00012842i,-0.00022048-0.0001255i,0.00010367-6.3045e-05i,3.3812e-05-3.1631e-05i,0.00013603-0.00015878i
-0.0017871+0.0014946i,-0.0020077-0.00094735i,-0.0018184-4.2478e-05i,-0.00025368+0.0012912i,0.00027753+0.00071965i,-0.00065634-0.00057072i,-0.0012365-0.0012947i,-0.0011601-0.00012016i,-0.0009458+0.0011643i,0.00053926+0.00074341i,0.0018964+0.00032973i,0.00092077+0.00090331i,0.00016074+0.00069996i,-6.0801e-05+0.00031438i,-0.00061164-9.1642e-06i,-0.00087634-0.00030918i,-0.00089378-0.00075728i,-0.00014641-0.00080448i,0.0007028-0.0010484i,0.00025458-0.0012235i,-0.00058464-0.00078261i,-0.00055409-0.00047838i,-0.00036045+9.7702e-05i
0.0021008+0.00069879i,0.0027826-0.00015022i,0.0025344-0.00087856i,0.0019293-0.0016716i,0.0017429-0.0012676i,0.00062711+0.00023805i,-0.00073465+0.0014481i,-0.00030901+0.0010515i,6.3059e-05+0.00021727i,6.793e-05-0.00052657i,0.00034509-0.00078876i,-9.7629e-05-0.00017149i,-0.0006176+0.00060681i,-0.00020622+0.00049982i,0.00013413-0.00073814i,0.00041408-0.0010587i,0.00056673-0.00057818i,0.00027184+0.00013494i,-0.00041992+0.0010226i,-0.00088471+0.00076669i,-0.00032587-0.00021253i,0.00015367-0.00092611i,0.00019461-0.00060001i
0.0013655-0.0013342i,0.0010395+0.00025883i,-0.00049602+0.0011251i,-0.00074692+0.00089368i,-0.00052322-0.00013127i,-0.0015724-0.00051869i,-0.0013344-4.9596e-05i,0.00025482+0.00046994i,0.00060837+0.00049791i,-0.00033563+8.8137e-05i,-0.00108-0.00030399i,-0.00089454-0.00013435i,-0.00066278+0.00019728i,0.00017124-7.7159e-05i,0.00055369-0.00048648i,-1.3469e-05-0.00038424i,-0.00039897-0.00044718i,-0.000206-0.00062996i,6.1914e-05-0.00099482i,-9.8528e-05-0.0013612i,-8.1631e-05-0.0012668i,-0.00038713-0.00085845i,-0.00069334-0.00077472i
-0.0016061+0.0011569i,-0.0029285-0.0003438i,-0.0026317-0.0012565i,-0.0011887-0.00093267i,-0.00070844-0.00041958i,-0.001493-0.00050922i,-0.0014865-0.0005129i,-0.0013447-0.00016611i,-0.0010149+0.00030623i,-0.00046222+8.2097e-05i,-0.00017584-0.0003954i,5.0427e-05-0.00056773i,-0.00039242+0.00037892i,-0.00080385+0.0011206i,-0.00045409+0.0008992i,-0.00025987+0.00063236i,-0.00040857+7.7979e-05i,-0.00043214-0.00021477i,-0.00039432-0.00038469i,-0.00088175-0.00078754i,-0.00087079-0.0013739i,-0.00038023-0.0009108i,-0.00034384+9.3518e-05i
-0.0011344-0.00017844i,-0.00050528-0.00047986i,1.4684e-05+8.4497e-05i,-0.00060024+0.00011749i,-0.00033045-0.00094077i,2.8419e-05-0.0013391i,-0.00060084-0.00087552i,-0.00062205-0.00015256i,-0.00059347+0.00056302i,-0.00020236+0.001006i,0.00055941+0.0001636i,0.00083902-0.00092905i,0.00038108-0.00067423i,-0.00012621-0.00068006i,-0.00051064-0.00083852i,-0.00093091-4.8331e-05i,-0.00091251+0.00060624i,-0.00096675+0.00059347i,-0.0010763-0.00012517i,-0.0012146-0.00070048i,-0.0010113-0.00096058i,-0.00074238-0.0007559i,-0.00083531-0.00066624i
-0.0013557+0.00035623i,-0.0014947+0.0020362i,-0.0022389+0.0043211i,-0.0018769+0.0039832i,-8.8684e-05+0.0029424i,0.00097338+0.0018911i,0.00070155+0.00072009i,0.00028958-1.0643e-05i,0.00016668-0.00081445i,0.00053297-0.0010274i,0.0010092-0.00085712i,0.0011174-0.0014401i,0.00099729-0.0016639i,0.00096392-0.0015654i,0.00058757-0.0014223i,5.2691e-05-0.00094908i,-9.4529e-05-0.0010357i,0.00043337-0.00064402i,0.00068475+9.0856e-06i,0.00089035-0.00018153i,0.00081868+0.00012355i,0.00076257+0.0003174i,0.00072406-0.00044192i
-0.0027224+0.002046i,-0.0023364+0.00072708i,-0.00023923+0.00048155i,0.0014974+0.0015022i,0.0014582+0.0011006i,-9.5047e-05-0.00080564i,-0.0013971-0.0013475i,-0.0012993-0.00075853i,-0.00039855-0.00038378i,0.00076187+0.0003207i,0.00085522+0.00038236i,-9.5468e-05+0.00038166i,8.6442e-05+0.00059319i,0.0010172-0.00044125i,0.00044394-0.0004276i,-0.00030406+0.00011614i,-0.00019699-0.00045231i,-0.0001857-0.00056619i,-2.8823e-05-0.00056893i,0.00060076-0.00058549i,0.00058543-4.6363e-05i,0.00014127+0.00050077i,-6.3654e-05+0.00035743i
0.0018291+0.00028246i,0.0012905-0.0011642i,0.002315-0.0017192i,0.0028071-0.0018422i,0.0017034-0.0022565i,-0.00028494-0.0016621i,-0.0011451-0.00080911i,-0.0012127-0.00032739i,-0.00099944+0.00010102i,-0.0011216+0.00070075i,-0.0011981+0.00099014i,-0.00036473+0.00049896i,-3.553e-05-0.00040977i,-0.00038963-0.0010874i,-0.00040014-0.0011948i,5.6856e-05-0.0010274i,0.00083706-0.0012998i,0.00044914-0.0010428i,-2.9916e-05-0.0007422i,0.0003013-0.00067609i,0.00026382-0.0003066i,0.00034855-0.00016929i,-0.00014089-0.00086287i
0.0011061-6.7571e-05i,-0.00018227+0.00033362i,-0.0013773+0.00056922i,-0.0013924-1.6756e-05i,-0.00020106-0.00071535i,-0.00032719-0.00045987i,-0.00054258-2.5425e-05i,-4.9882e-05-0.0003746i,0.00063361-0.00038886i,0.00062166+0.00038826i,0.00035191+0.00044794i,0.00027509+0.00023587i,-0.00024992+0.00012807i,8.6217e-05-0.00028889i,0.00025745-0.0002946i,-0.00031339+9.1054e-05i,-0.00058748+0.00061657i,-0.00042714+0.0001915i,-2.4076e-05-0.0010438i,0.00020148-0.0010802i,0.00038354-0.00045009i,0.00024836-0.00024977i,9.135e-05+8.6159e-05i
0.00045503-0.00072496i,-0.00085027-0.0017178i,-0.0011593-0.0022694i,-0.00070287-0.0020956i,-0.0012491-0.0019224i,-0.0017498-0.0011339i,-0.0010916+0.00025732i,-0.00010236+0.0013247i,0.00026621+0.00073091i,0.00010119+0.00082649i,-0.00078495+0.0012565i,-0.0005267+0.00048798i,0.00030513+0.00012819i,5.9156e-05+0.00044527i,-0.00012414+0.00066334i,-0.00019767+0.00010602i,-0.00087428-0.00061607i,-0.001629-0.00077139i,-0.001443+9.8763e-05i,-0.0012089+0.00062455i,-0.00086004+0.000483i,0.00036903+0.00082634i,0.00064045+0.0010691i
0.00034098+0.00063178i,0.0017737-0.00049057i,0.0031998+0.00034318i,0.0026792-7.7572e-05i,0.0015248-0.0013093i,-0.00013045-0.0013719i,-0.0014909-0.00051676i,-0.0014616-7.9693e-05i,-0.00061669+0.00019855i,0.00032584+0.0003302i,0.0002508+0.00016056i,0.00022004-0.00021844i,0.00040396-0.00055702i,0.00062306-0.00090445i,0.00040451-0.0014961i,-4.8843e-05-0.00083143i,-0.00012848+0.00048901i,1.4165e-05+0.00077978i,-0.00041258-0.00046067i,-0.00043337-0.0011665i,4.8559e-05-0.00051236i,-0.00020016+0.00028762i,-0.0011305+0.00014796i
-0.0017823+0.001662i,-0.0019586+0.0033423i,-0.0019005+0.0044896i,-0.00094539+0.0030109i,0.00085232+0.0012571i,0.0012174+0.00014877i,0.00069943-0.0005833i,0.00072696-0.00019834i,0.00058122-0.00043392i,0.00015512-0.00062513i,-0.00025031+9.005e-05i,-0.00042194+0.00053483i,0.00032318-2.6512e-05i,0.0004143+2.8728e-06i,0.00031052+0.00037015i,0.00019417+0.00049775i,-0.00040267-4.8565e-06i,0.00029787-0.00062974i,0.00034477-0.00029199i,-0.00023612-6.435e-05i,-0.00024953+0.00032862i,-2.1179e-05+0.00042028i,0.00019768-1.7421e-05i
-0.0031267-0.0010321i,-0.0037521-0.0014596i,-0.0036026-0.00035965i,-0.0024052+0.0007302i,-0.002067+1.306e-05i,-0.0019662-0.00065892i,-0.0015124+0.00012065i,-0.0008397+0.0003427i,0.00094347+0.00037708i,0.0016334+0.00041707i,0.00037742-0.0002715i,-0.00053641-0.00032278i,-0.00032667+0.00048605i,8.5046e-05+0.00069251i,0.00025907+3.1426e-05i,5.6396e-05-0.00032512i,-0.00024164-0.00026043i,-0.00015183-0.00026187i,8.1843e-05-0.00021043i,-0.00031187-0.00037843i,-0.00032008-0.0003718i,-0.00063861-0.00027923i,-0.00079266-3.8461e-05i
0.0023911+0.0012137i,0.0042274+0.001058i,0.0045741+0.00079812i,0.0029634+0.00029934i,0.0010239+0.00020046i,-1.3285e-05+0.00076598i,-0.00020585+0.00080704i,0.00047955+0.00024125i,0.00080221+0.00049226i,0.00017979+0.00038016i,-0.00041087-0.00056689i,-0.000237-0.0010019i,-0.00029009-0.001202i,-8.0466e-05-0.0011948i,-0.00027066-0.00071548i,-0.00021884-0.00044975i,-0.00049198-0.0011688i,2.9515e-05-0.0011796i,0.00085483-0.0010536i,9.1436e-05-0.0012938i,-0.00014143-0.00080551i,0.00077699-0.00055423i,0.0010529-0.00055439i
-0.001174+0.0028653i,-0.0021262+0.0025218i,-0.0013017+0.0019243i,0.00053108+0.00092449i,0.0010251-0.00041768i,0.00023542-0.00074233i,2.1939e-05-0.00059055i,-4.6849e-06-0.00015111i,-3.4418e-05-0.00040862i,0.0011833-0.001082i,0.0020631-0.00055165i,0.0015453+8.1854e-05i,0.00080663+0.00055274i,0.00024296+0.00067574i,-0.00013916+0.00018937i,-0.00048434+0.00046583i,-0.00074851+0.00068736i,-0.00021381+0.0001626i,0.00030745-0.00082814i,5.3516e-05-0.00091862i,3.1928e-05-0.00025798i,-8.1129e-05-7.0831e-05i,-0.00045363-0.00015646i
-0.0005731-0.0013359i,-0.0016094-0.0038763i,-0.0021072-0.0036235i,-0.0026975-0.0014942i,-0.0023987-0.001823i,-0.0012885-0.0029135i,-0.0010589-0.00225i,-0.0011021-0.0011669i,-0.0008501-7.4671e-05i,-0.00016771+0.0012457i,0.0002971+0.00073822i,0.0002509-7.5353e-05i,-0.00034329+0.0004651i,1.1164e-05+0.00029031i,0.00039096-0.00043856i,0.00043595-0.00023009i,0.00014581+0.00022495i,-0.00020315+0.00043966i,-0.00055879+0.00010271i,-0.00079309-9.6253e-05i,-0.00044187+0.00037536i,-2.3091e-05+0.00042472i,-2.546e-05+0.00029309i
0.0011088+0.0010435i,0.0029879+0.0013446i,0.002437+0.0013097i,0.0016241+0.00032524i,0.0012352-6.4418e-05i,0.00046551-0.00015732i,-5.1311e-05-0.0011676i,-0.00038957-0.0012645i,-0.00056334-0.00055812i,-0.00013035+0.0006937i,-0.00040896+0.00079024i,-0.00047496-0.00049867i,0.00059214-0.0010111i,0.0013188-0.0011423i,0.00046393-0.00084686i,8.2902e-05-0.00021601i,0.00093134+0.00014137i,0.00081628-1.7691e-05i,0.00051125-0.00018984i,0.00024282-0.00028169i,-0.00049029-0.00049426i,-0.00020968-0.0010893i,0.00048659-0.0012897i
-0.0013217+0.00094907i,-0.0012755+0.0011431i,-0.0003602+0.0015688i,0.00065605+0.0014682i,0.00087281-0.0001857i,0.00014034-0.0010539i,-0.00064525-0.00041064i,-0.00055811+0.00047316i,0.00044985+0.00014906i,0.0010414-0.0003694i,0.0001447+3.7713e-05i,-2.2545e-05-6.3163e-05i,5.5095e-05-0.00025984i,-0.00031711-6.3787e-05i,-0.00042348+0.00022171i,-0.00062366+0.00095791i,-0.0010155+0.00075848i,-0.00065288-0.0001081i,-0.00052147+0.00010861i,-0.00097273+0.00034295i,-0.00045029+0.00055027i,0.00017884+0.0006707i,0.00064676+0.00022123i
-0.0013413-0.00046674i,-0.0015612-0.0017519i,-0.00093222-0.001882i,-0.00050737-0.00070239i,-0.00055795+0.00012383i,-0.0016541-2.7015e-05i,-0.0017522+0.00040413i,-0.00080778+0.00072981i,-4.7393e-05+0.00044029i,8.5315e-05+0.00092136i,-0.00072146+0.0014549i,-0.00039363+0.0012405i,0.00030248+0.00050416i,0.00046442-0.0001242i,0.00033844-0.00042411i,0.00023167-0.00077001i,5.9385e-05-0.0011303i,6.281e-05-0.0013309i,-0.00024696-0.00042797i,-0.0010128+6.9268e-05i,-0.00033502-0.00019455i,0.00094355-8.3053e-05i,0.00040448+0.00071991i
0.00218+9.7652e-05i,0.0023959-0.00014265i,0.0020902-0.0011337i,0.00048407-0.002201i,-0.0014414-0.0023729i,-0.0026798-0.001139i,-0.0021366-7.9477e-05i,-0.00088347+0.00028619i,8.0319e-06-0.00041149i,0.00096323-0.0015744i,0.0011895-0.00092353i,0.0012275+7.0755e-05i,0.0016836+0.00020796i,0.001763-0.00028561i,0.0017073-0.00065747i,0.0014047-0.00050038i,0.00097708-0.00059763i,0.00022638-0.0012687i,0.00043596-0.0010112i,0.00064326-0.00056209i,-0.00032803-0.00099023i,-0.00030095-0.0011562i,-9.1813e-06-0.00059765i
-0.0017718-6.5835e-05i,-0.0024824-0.00086494i,-0.00093256-0.0017027i,0.00059588-0.00066306i,0.0012727-0.00010904i,0.0008259+9.7171e-05i,0.00015492+0.00015155i,-0.00010105-0.0013263i,-0.00018396-0.0017786i,0.00050199-0.00060999i,0.0011657+0.00070827i,0.00040087+0.0012241i,-6.4213e-05+0.0010641i,0.00045689+0.00033063i,0.0003887-0.00025974i,-0.00015545+0.00046532i,0.0001879+0.0012724i,0.00012069+0.00077958i,-0.00061221+5.6163e-06i,-0.00063152-0.00023783i,-0.00057895-0.0010237i,-0.00052756-0.00069711i,-0.00030842-0.00031574i
0.00022136-0.0023128i,-0.00099733-0.002133i,-0.00246-0.0025547i,-0.0026567-0.0017012i,-0.0019967-1.1736e-05i,-0.0014098+0.00055589i,-0.0011788+0.00046299i,-0.00080966+0.00030339i,-0.00092952+0.00016645i,-0.0014379+0.00048659i,-0.0019482-7.1619e-05i,-0.0015345-0.0015996i,-0.0002909-0.0014185i,6.8656e-05-0.00060066i,0.00033261-0.0010155i,-0.00029362-0.00055437i,-0.0014928+0.00018916i,-0.0010183-0.00040248i,-0.00049772-0.00097334i,-0.0006035-0.0014154i,-0.00058938-0.00068726i,0.00025785-0.00012152i,0.00078843+0.00031183i
-0.00049197+0.00072374i,8.2343e-05+0.0007829i,0.00035198+0.0015361i,-0.00081156+0.00051361i,-0.0013295-0.0011283i,-0.0014026-0.0014506i,-0.0011779-0.0012849i,-0.00085483+0.00032219i,-0.00096949+0.0010571i,-0.00077874+0.00027647i,0.00036065-0.0006479i,0.00039325-0.0016143i,-0.00019404-0.0021106i,8.6404e-05-0.0022766i,0.00044945-0.0020192i,0.00012227-0.0015279i,-0.00065097-0.0016404i,-0.00068133-0.0009107i,-0.00077786-0.00037733i,-0.00050609-0.00055803i,-7.8983e-05-0.00090718i,-9.0166e-05-0.00072215i,1.7924e-05-3.5844e-05i
-0.00045339-4.0176e-05i,-0.0015956-0.00038986i,-0.0017069-0.0004754i,-1.8778e-05+0.00050255i,0.00035374+0.0014106i,0.00023476+0.0010763i,-8.349e-05-0.00040742i,-0.00066627-0.00088675i,-0.00048089+0.00064557i,0.00062309+0.0018651i,0.001066+0.0025598i,0.00078601+0.0021731i,0.00067649+0.00082924i,3.403e-05+0.00051224i,-0.00027696+0.00034087i,-3.5553e-05-0.00060958i,-0.00033694-0.00054441i,-0.0013005-0.00015086i,-0.0011851-0.00017457i,-0.00016026-0.00013998i,0.00015335-2.2187e-05i,-0.00015984+0.00031512i,-0.00057929+0.00030164i
