-0.00026694-0.0011661i,-0.00035608-0.0025235i,-0.00093177-0.002521i,-0.0014559-0.00092434i,-0.0013389+0.00071032i,-0.0019846+0.0023056i,-0.0020887+0.0024255i,-0.00075366+0.0017006i,0.0008085+0.0010658i,0.0012788+0.00036555i,0.00012631-0.00039529i,-0.00013389-0.0011924i,0.00079977-0.0010919i,0.00088703-0.00042145i,0.00075883-0.00022183i,0.00083114+0.00012273i,0.00038257+0.00045432i,0.0008959+0.00044485i,0.0012423+0.00014023i,0.00038711-0.00040868i,0.00011228-0.00072932i,-0.000647-0.00077926i,-0.00065503-0.00061015i
-0.00096262-0.0051614i,0.00089657-0.0067521i,0.0042548-0.0052071i,0.0086307+0.0015858i,0.012354+0.0076509i,0.011996+0.0065842i,0.0069189+0.00091593i,0.0021368-0.0027873i,-0.00073775-0.0031651i,-0.0020992-0.0016074i,-0.0012579-0.00062829i,0.00034941-0.0010976i,0.0010771-0.0016069i,0.0011247-0.0015173i,0.00061433-0.0003427i,0.00062227+0.00039262i,0.00071267+0.00033397i,0.00055131+0.00065346i,0.00051084+0.00070128i,7.2873e-05+0.00077214i,-0.00026725+0.00066404i,-0.00045582+0.00058211i,-0.00057839+0.00088998i
0.0045462-0.0035618i,0.0053022-0.0034946i,0.0072683-0.0030565i,0.012214-0.0046835i,0.015559-0.0062183i,0.011243-0.006969i,0.0027942-0.0080509i,-0.0035262-0.0075395i,-0.0051979-0.004862i,-0.0033445-0.00193i,-0.0014291-0.00089553i,-0.0015769-0.00014913i,-0.00157+0.0015699i,-0.0010951+0.001441i,-0.0010938+0.0010556i,-0.00087581+0.0011293i,-0.00047147+0.00020041i,0.000289-0.00056493i,0.00090976-6.366e-05i,0.00094636+0.0004132i,0.0012826+0.00059783i,0.0012085+0.00046379i,0.00047317-5.1721e-05i
0.0015723+0.002408i,0.00081489+0.0035421i,-0.00068323-0.00047373i,-0.00057554-0.0082819i,0.0014289-0.014205i,0.0017214-0.011853i,-0.0005784-0.0061086i,-0.0028502-0.0020183i,-0.0041059+0.00097756i,-0.0025768+0.0026694i,-0.0013723+0.0024167i,-0.0017311+0.00083428i,-0.0011928+0.00026959i,0.00054422+0.00098645i,0.00072215+0.00066509i,-0.00040179-0.00086998i,-0.00065026-0.00086744i,0.00046418-0.00069243i,0.0011114-0.00070477i,0.0010076-0.00057691i,0.0012782-0.00069324i,0.0010963-0.00050516i,0.00032186+0.00021881i
-0.004217+0.0031682i,-0.0041615+0.0028805i,-0.0015507+0.0021525i,-0.0023635-0.0017232i,-0.0047671-0.0061015i,-0.0046442-0.0046902i,-0.0017253-0.00011086i,0.0010265+0.0028096i,0.0016103+0.0035247i,0.00062818+0.0032467i,-0.00016285+0.0027136i,-0.00025171+0.0018479i,-0.00015414+0.0013046i,-0.00038373+0.00026051i,-0.00011781-0.00034594i,0.00022381-0.00084821i,-0.00028854-0.0013209i,-0.00051797-0.0012085i,-0.00021046-0.00071849i,0.00030299-0.00041462i,1.1095e-05-0.00046758i,-0.00022215-0.00035722i,0.00012652+0.00058699i
0.0032966-0.0058763i,0.00058171-0.0081646i,-0.0035118-0.0065936i,-0.0071068+0.00014271i,-0.0095439+0.0064248i,-0.0066986+0.0084961i,0.00022148+0.0075887i,0.0047078+0.0039796i,0.003781-0.00054259i,0.00093714-0.0016418i,0.00068071-0.0013925i,0.0017374-0.0021762i,0.0017491-0.002633i,0.0016188-0.0014176i,0.0015002-0.00072655i,0.00090545-0.0012384i,0.00052772-0.00056793i,0.00023787+0.0013356i,0.00022635+0.0020556i,-0.00079299+0.0013688i,-0.0012633+0.00068946i,-0.0005705+0.00064536i,9.7274e-05-0.00070953i
0.0031942+0.0084067i,0.0043666+0.0096111i,0.0057698+0.00836i,0.0052809+0.0096427i,0.0059128+0.010988i,0.0067468+0.0077291i,0.0050915+0.0021657i,0.0028183-0.0020821i,0.0014758-0.0037285i,8.564e-05-0.0032165i,4.7823e-05-0.0020261i,0.00059474-0.001503i,0.00038325-0.00086308i,2.6062e-05-0.00041277i,-0.00023924-0.00048219i,0.00044955-0.00025185i,0.0011985+0.00038419i,0.0012826+0.00075876i,0.0014269+0.0015761i,0.00079334+0.002079i,0.00017287+0.0013867i,-0.00025634+0.00019607i,-0.00030882+0.00011808i
-0.0030331+0.0023607i,-0.00091489+0.0032685i,0.0041699+0.0040669i,0.011407+0.00377i,0.017424+0.002671i,0.014321-0.0010169i,0.0051987-0.0040102i,-0.0016573-0.0039757i,-0.003774-0.0029341i,-0.0042838-0.0023747i,-0.0036375-0.0027668i,-0.0017131-0.0027994i,-0.0011254-0.0021338i,-0.00074163-0.0016083i,-5.0862e-05-0.00071321i,0.00078147+3.7749e-05i,0.0012124-7.8542e-05i,0.0015358-0.00088864i,0.0021475-0.00093843i,0.0013213-0.00038651i,0.00082553-0.00025913i,0.00082765-0.00013679i,-0.00025827+0.00025035i
-0.0021452-0.0051369i,-0.0025893-0.0029071i,0.00033052-2.2268e-05i,0.0083273-0.0028843i,0.012876-0.007302i,0.0084679-0.0065818i,0.0017828-0.0028224i,-0.0019757+0.0006411i,-0.0025829+0.0027304i,-0.0014992+0.0016775i,-0.0015806+0.00028741i,-0.0015023+0.0011672i,-0.00061496+0.0023592i,1.6581e-05+0.0018154i,0.0005357+0.0015593i,0.0004298+0.0011741i,-3.6506e-05-0.00062836i,-0.00011195-0.0015786i,0.00032722-0.0013462i,0.00092097-0.0013001i,0.000706-0.00020722i,0.0006766+0.00065259i,0.00085171+0.00088954i
0.0052833+0.0041043i,0.007152+0.0018963i,0.0055979-0.0037378i,0.001894-0.010122i,-0.0010817-0.01255i,-0.0018693-0.0083275i,-0.0012513-0.002001i,-0.00047169+0.0012673i,0.00025754+0.0026657i,0.0006563+0.002709i,7.8947e-05+0.0020948i,-0.0008953+0.0025375i,-0.00025554+0.0025481i,0.00095763+0.0013272i,0.0011824+0.00026724i,0.00013584-0.00021367i,-0.00044114-0.00090246i,-0.0010201-0.0013519i,-0.0012428-0.0010319i,-0.00099212-0.00092593i,-0.000881-0.00086806i,-0.00067269+0.00019093i,-0.0011866+0.00058747i
-0.0015064-0.002129i,0.00017754-0.003148i,0.00083066-0.0042206i,-0.0026243-0.0030845i,-0.0062642-0.00096832i,-0.0044811+0.00016556i,0.0003382+1.0154e-05i,0.0029392-0.0011997i,0.0036114-0.0016345i,0.004341-0.00024828i,0.0044438+0.00051289i,0.003039+0.00042496i,0.0012167+0.00094931i,0.00032435+0.000983i,0.00045509-0.00027224i,0.00097827-0.0010098i,0.00069761+0.00017236i,0.00025527+0.0010158i,0.00018389+0.0010399i,-0.00020045+0.00069434i,-0.00051532+7.5108e-05i,-0.0002961-0.00033066i,0.00064829-0.00051519i
-0.002412+0.0022295i,-0.0046671+0.0052811i,-0.0068547+0.0071143i,-0.0066318+0.008841i,-0.004135+0.010747i,-2.3282e-05+0.007672i,0.0016893+0.0019071i,0.0017065-0.0021607i,0.0022712-0.0024515i,0.0016428-0.00012938i,0.0011407+0.00044469i,0.0005058-0.0020387i,-0.00010938-0.0036873i,0.00030406-0.0027522i,0.00096842-0.0019751i,0.00023907-0.0012205i,-0.00012862-0.00048219i,0.00033639+0.00055928i,0.0004852+0.00096294i,0.001232+0.0012898i,0.00073566+0.0021347i,-0.00079064+0.0012991i,-0.0011437+0.00042211i
-0.001174+0.0041353i,-4.0806e-05+0.0067096i,0.0028602+0.011319i,0.007959+0.014653i,0.012189+0.013113i,0.010022+0.0072693i,0.0034598+0.0022936i,-0.0013747-0.00014027i,-0.0031119-0.0012676i,-0.0036979-0.0012514i,-0.0032198-0.0015027i,-0.0024339-0.0021477i,-0.0023173-0.0014245i,-0.0020205-0.00026398i,-0.0009776-2.1301e-05i,-0.00031482-0.00025166i,0.00058046-0.00032356i,0.00092335-0.00027989i,0.001057-0.00022173i,0.001266+0.00033103i,0.00046076+0.00058464i,-0.00033538+0.00037155i,-0.00012083+0.00035707i
-0.0030343-0.0040055i,-0.0037445-0.0029744i,0.0017362-0.0029118i,0.010533-0.003889i,0.014785-0.0046454i,0.011665-0.0024246i,0.0057779+0.00050214i,0.0015656+0.0015076i,-0.0017291+0.0020531i,-0.0037405+0.0022494i,-0.0031594+0.0014533i,-0.0016466+0.0001742i,-0.0008489-0.0004223i,-0.00070807+0.00029345i,-1.5751e-05+0.0012714i,0.00093014+0.00096287i,-0.00012592+0.00048749i,-0.001306+0.0003788i,-0.00034923-0.00022204i,0.00096269-0.00016415i,0.001065-5.2333e-05i,0.00039667-0.00023073i,3.5651e-05+0.00033084i
0.0073681+0.0021245i,0.00932+0.00044813i,0.011575-0.0043543i,0.011664-0.0094662i,0.0078341-0.01204i,0.0035368-0.0092493i,0.0016784-0.0031714i,0.00091762+0.00094437i,-0.00059904+0.0022404i,-0.0017491+0.0026113i,-0.0017817+0.0027368i,-0.00093565+0.0030263i,-0.00099715+0.0023725i,-0.0016798+0.0010588i,-0.00036755+0.00063652i,0.0013358+0.00081789i,0.0013209+0.00072885i,-3.9929e-05+0.00033202i,-0.00091794-0.00010753i,-0.00043011-0.00017978i,0.0005528-0.00031218i,0.00076596-0.00054598i,0.00042834-0.00083368i
0.00079954+0.0025841i,-0.00014735+5.1714e-05i,-0.0015726-0.0040174i,-0.0047821-0.0072881i,-0.0059572-0.0078388i,-0.0036988-0.0062114i,-0.0016097-0.0038761i,0.00048066-0.0026849i,0.00144-0.0025059i,0.0015787-0.0023091i,0.0017159-0.0014222i,0.0017449-0.00025582i,0.0018978-0.0005137i,0.0017334-0.0012472i,0.00079125-0.00094305i,6.1703e-05-0.00022929i,5.3142e-06-0.00051874i,-0.00060335-0.00042233i,-0.00044951+8.7172e-05i,0.00024175-0.00012045i,0.00049095-0.00064678i,0.00031939-0.0010482i,-0.00021498-0.0007285i
-0.00089631+0.0071588i,-0.0011655+0.0094447i,-0.0011285+0.011579i,-0.0021996+0.010524i,-0.0038175+0.0071363i,-0.0042244+0.0020147i,-0.0027507-0.0018304i,-0.00065258-0.0030637i,0.0025754-0.0035036i,0.0044608-0.0039048i,0.003778-0.003737i,0.0023558-0.0028452i,0.00032165-0.0018931i,-0.0019851-0.0017243i,-0.0029104-0.0019343i,-0.0017344-0.0010006i,-0.00036723-0.00074735i,0.00030716-0.0015829i,0.00024439-0.00081229i,-2.0865e-05+0.00024422i,-8.1907e-05+0.0010903i,-0.00050565+0.0012953i,2.3498e-05+0.00086707i
-0.0042235-0.030427i,-0.0083067-0.034372i,-0.028041-0.02189i,-0.028649+0.0055082i,-0.01539+0.025133i,0.0013311+0.026583i,0.0065031+0.013135i,0.001143+0.0039114i,-0.003238+0.0011875i,-0.0053998+0.0016682i,-0.0036133+0.0023818i,-0.00048226+0.0017858i,0.0019881+0.0016297i,0.0045917+0.0016195i,0.0050437+0.0011911i,0.00092583+0.00091471i,-0.0036892+0.0013372i,-0.0039028+0.0012997i,-0.0016036+0.00032516i,-0.00075825+0.00014969i,0.00049594+2.6656e-07i,0.0019432-0.0010858i,0.00095688-0.0012216i
-0.0017838-0.00085216i,0.00070011+0.00043085i,0.0052162+0.0025512i,0.010876+0.0047544i,0.013598+0.004743i,0.011423+0.0036276i,0.006057+0.0027609i,0.0021694+0.0027023i,-5.1027e-05+0.0021588i,-0.00046128+0.0016422i,3.0774e-05+0.0015811i,-0.00054741+0.00019547i,-0.00055446-0.00034482i,0.00026812+0.00022107i,6.0563e-05+0.00050492i,-0.0011591+0.00027916i,-0.0012024-3.6967e-05i,0.00020392+0.00053326i,0.0010256+0.00062057i,0.00092823-0.00024287i,0.00090055-0.00061949i,0.00052113-5.1484e-05i,0.00016635-0.00036508i
0.00080679-0.0050704i,0.0023514-0.0078318i,0.0054675-0.008149i,0.0097416-0.0094638i,0.011957-0.0099293i,0.0096256-0.007802i,0.0051154-0.0053573i,0.001455-0.0017338i,-0.00071082+0.0023255i,-0.00081496+0.0047362i,0.00019793+0.0039846i,0.00026708+0.002535i,0.00037787+0.0019707i,0.0020411+0.0014686i,0.0034069+0.00073923i,0.0031085-0.00022522i,0.0021175-0.00052559i,0.00027764-2.4086e-05i,-0.00066748+0.0002621i,0.0001687-0.00021698i,0.00025834-0.00072006i,-0.00060505-0.0012531i,-0.00114-0.0012161i
-0.00064535+0.0031362i,-0.00083302+0.0015521i,-0.0023396-0.003834i,-0.0057904-0.009218i,-0.0060609-0.011219i,-0.0032013-0.0085806i,-0.0010357-0.0041612i,-0.00064592-0.001448i,-0.0011022+0.00046874i,-0.0012966+0.0024756i,-0.00035318+0.0033363i,0.00026587+0.0028029i,-7.9047e-05+0.0016431i,0.00030249+0.00070153i,0.0012117+0.00043144i,0.00097441-0.00049989i,0.00028515-0.00188i,0.00087481-0.001712i,0.00127-0.001404i,0.00047603-0.0019421i,-0.00016742-0.0017687i,0.00033655-0.00057147i,0.00032641+0.00070329i
-0.0022819-0.0023623i,-0.0037479-0.00039967i,-0.0071073+0.0031283i,-0.0097284+0.0045739i,-0.0086916+0.0049519i,-0.0049602+0.0041362i,-0.0014402+0.0003651i,0.00019524-0.0022705i,-8.9235e-05-0.0011861i,-0.00024694+0.00032773i,0.00028796+0.00014294i,0.0018135-0.0010027i,0.0023976-0.0010314i,0.0010201-0.00040733i,-0.00022418-9.2448e-05i,-0.0008641+0.00017056i,-0.0017271+0.00026582i,-0.0011689+0.00034779i,-0.00033519+0.00080234i,-0.0005145+0.0012551i,-5.7902e-05+0.00066398i,0.0005051+0.00043177i,0.00043256+0.00085974i
0.0012671+0.0027957i,0.0016515+0.0033139i,0.0016945+0.0071291i,0.0027862+0.0118i,0.0035323+0.012537i,0.0026217+0.0084598i,0.0017849+0.0039843i,0.00039962+0.00049207i,-0.0011709-0.002687i,-0.0022725-0.0040796i,-0.0027206-0.0035697i,-0.0022538-0.0024599i,-0.00206-0.0014968i,-0.0026445-0.00029405i,-0.0024593+0.00091649i,-0.0016631+0.0015762i,-0.00081376+0.0011791i,-0.00066851+0.001345i,-0.00080332+0.0014556i,-7.9723e-05+0.0011784i,0.00044184+0.00065139i,0.00034185+8.893e-05i,0.00035129-0.00011748i
-0.0039964+9.6611e-05i,-0.0032164+0.0010148i,0.0021134+0.0016894i,0.0086995+0.0041017i,0.0114+0.0050092i,0.008156+0.0031088i,0.0029016+0.00080939i,3.4479e-05-0.00068501i,-0.0014729-0.0022412i,-0.0027747-0.0035527i,-0.003536-0.0026801i,-0.002755-0.00062524i,-0.001689+0.00047457i,-0.00087581+0.00059232i,-0.00091728+0.0012443i,-0.00073043+0.0016347i,0.0002908+0.001625i,0.00067326+0.0012358i,0.00076016+0.00086424i,0.00080023+0.00050883i,0.00097788-4.6898e-05i,0.00075598-3.5109e-06i,-0.00019341-0.00026807i
0.0017466-0.0025925i,0.0014852-0.0033052i,0.0034827-0.0031999i,0.0074177-0.0044406i,0.01008-0.005284i,0.0087181-0.0030142i,0.0058214+0.00022518i,0.0038611+0.0014217i,0.0027227+0.0015844i,0.0013991+0.0014717i,-0.00014978+0.00085213i,-0.00046843+0.00088254i,8.2571e-05+0.0013629i,0.00052462+0.0012535i,0.0013434+0.00065935i,0.0023245+0.0010544i,0.0018193+0.00079624i,0.0008961-4.0981e-05i,0.00077347-0.00037324i,0.00086942-0.0004115i,0.00077936+0.00025874i,0.00042818+0.00016569i,-0.0003357-0.00034151i
-0.0025003+0.0022665i,-0.0019483+0.00022562i,-0.0022819-0.0044692i,-0.0023213-0.0084932i,-0.0011559-0.0083706i,0.00048234-0.0055079i,0.00091192-0.0033278i,0.00014696-0.0016245i,-0.00015153+0.0003093i,0.00086855+0.0015083i,0.0011026+0.0010262i,0.0010665+0.00017665i,0.0015616-0.00033707i,0.0023333-0.0014257i,0.0023279-0.0026704i,0.0012152-0.0030648i,0.00024238-0.0027645i,-4.1964e-05-0.001989i,-5.3508e-05-0.0014429i,8.3301e-06-0.00073531i,-0.00031267+0.00045642i,-0.0010367+0.00046766i,-0.0018153-0.00050743i
0.0015434-0.003893i,0.00018715-0.0050783i,-0.0023197-0.0036261i,-0.0059905-0.0016446i,-0.0065569-0.0019457i,-0.0034296-0.001413i,-0.0012872-0.00073302i,-0.00021875-0.00057111i,0.0015556+0.00055943i,0.0032945+0.0017364i,0.003502+0.0012024i,0.0030185-8.8491e-05i,0.002272-0.00029019i,0.0011932-0.00065557i,-5.6667e-05-0.0019371i,-0.00081084-0.0021679i,-0.00048473-0.0013066i,-0.00018436-0.00078574i,-0.001066-0.0012576i,-0.00088464-0.0010482i,5.3458e-06-0.00016706i,0.00025544+0.00065248i,0.00010166+0.0011506i
-0.001401+0.0030312i,-0.0023629+0.0050469i,-0.0048946+0.0087842i,-0.0051691+0.012494i,-0.0024256+0.012946i,0.00075498+0.0079784i,0.0017228+0.0038738i,0.00051582+0.0028296i,-0.00045995+0.0022441i,-0.00033581+0.001596i,0.00075332+0.0006123i,0.0015581-0.00019063i,-0.00016858-0.00045355i,-0.0013534-0.00091384i,-0.0011341-0.0011625i,-0.00071462-0.0010261i,-0.00055462+0.00056673i,-0.00052033+0.0014258i,-2.1797e-05+0.0014005i,7.1266e-05+0.001682i,-4.895e-05+0.00079179i,0.00069114-0.00024603i,0.0011073-0.00014191i
-0.0038703-1.9483e-06i,-0.0003013+0.0016235i,0.0062875+0.0057833i,0.011639+0.0081393i,0.011437+0.0071488i,0.0077412+0.003675i,0.0039726+0.00099161i,0.00063144-0.00062796i,-0.0026894-0.0020325i,-0.0038812-0.0020706i,-0.0032046-0.0014221i,-0.0022337-0.0010507i,-0.0014252-0.00050553i,-0.00019058+0.00067444i,0.0008745+0.0020181i,0.0007016+0.0020466i,0.00033021+0.0014776i,0.00056031+0.0012515i,0.0012641+0.0019278i,0.0013714+0.0013615i,0.0006798+0.00015512i,0.0007681-8.5792e-05i,0.0010104-0.00034578i
-0.00058964+0.0012393i,0.00068514-0.00064648i,0.0041628-0.0033809i,0.0088855-0.0053169i,0.011463-0.0045863i,0.0092951-0.0035672i,0.005185-0.0034844i,0.0018086-0.0030228i,-0.0013943-0.0018159i,-0.0036693-0.00025185i,-0.003124+0.00043434i,-0.00082849+0.00038567i,0.0001367+0.00087224i,-0.00042207+0.0018041i,0.0006295+0.0017156i,0.0023373+0.00051741i,0.0023709+0.00029959i,0.001552+0.00066502i,0.00097288+0.00021333i,0.00081137+0.00020715i,0.00029135+0.0006528i,-0.00094445+0.0004839i,-0.0014546+0.00031198i
-0.0023529+0.00062503i,-0.0027013+0.0014459i,-0.0033752-0.0028253i,-0.0035477-0.0060283i,-0.0018318-0.0056857i,0.00060107-0.0037852i,0.0015008-0.0023261i,0.00015893-0.0021298i,-0.0016978-0.0015056i,-0.0025677-0.00069641i,-0.0023722-0.0002404i,-0.00019587+0.00040944i,0.001528+0.0002658i,0.002019-0.00052539i,0.002158-0.00091929i,0.0014076-0.00043225i,4.9194e-05-0.00016965i,-0.00099261-0.00099713i,-0.00049215-0.00077144i,-0.0002087+0.0004446i,-0.00054952+0.00024622i,-0.00032266+0.00054109i,-0.0006383+0.0010039i
4.4338e-05-0.0031734i,-0.0022932-0.0027613i,-0.0057623-0.00061434i,-0.0071693+0.00049184i,-0.0046602+0.0002754i,-0.0013384+7.156e-05i,-0.00014281-0.00066692i,0.00070128-0.00023995i,0.001884+7.8371e-05i,0.0028545-0.0011304i,0.0021428-0.0011194i,0.0007057-0.00064516i,0.00044381-0.0020087i,-0.00032271-0.0028699i,-0.0010709-0.0020493i,-0.0016387-0.0013587i,-0.0016124-0.0010749i,-0.0011734-0.00077605i,-0.0012788-0.00050171i,-0.00093989-0.00016216i,0.00047073+0.00039889i,0.0011021+0.00078115i,0.00022036+0.0011143i
-0.0011482+0.0028874i,-0.00054581+0.0044038i,0.00036496+0.0077138i,0.0010459+0.0095424i,0.0011025+0.0084253i,0.0016395+0.0045848i,0.0023216+0.0013016i,0.0026172-0.00017011i,0.0037191-0.0017536i,0.0041068-0.0024339i,0.0029624-0.0019828i,0.00066143-0.0013193i,-0.00064392-0.00097736i,-0.00096893-0.00048625i,-0.001086+3.9461e-05i,-0.00073214+0.00076674i,-0.0006782+0.0013512i,-0.00065602+0.00092446i,0.00011299+0.00070181i,0.00062128+0.00048789i,0.00053083-7.0435e-05i,0.00022962+4.6883e-06i,0.0003987+0.00018317i
0.0014012-0.001803i,0.0003143-0.0024475i,0.0011064-0.0010659i,0.0054947+0.0025884i,0.0074625+0.0042726i,0.0052769+0.0037995i,0.002371+0.0029461i,0.00086753+0.001803i,0.0010683+0.00023525i,0.0012322-0.00079762i,0.00090365-0.00086688i,4.9684e-05+0.00010417i,-0.00058768+0.0014865i,0.00040019+0.0018335i,0.0010083+0.0018755i,0.00061285+0.0017278i,0.00029144+0.0017919i,0.00060325+0.001244i,0.00068718+0.00048526i,0.00060884+0.00032712i,0.00096278+0.00020179i,0.00083956-0.00028202i,2.9902e-05-0.00078273i
-0.0008787+0.0021728i,-1.502e-05+0.0029029i,0.0018681+0.00075348i,0.0049292-0.00085967i,0.0069361+2.8886e-06i,0.0065244+4.8139e-05i,0.0043028-0.00044747i,0.00084372-0.00011639i,-0.0020005+0.0010177i,-0.0025364+0.0026666i,-0.00056866+0.0023576i,0.0010154+0.0014362i,0.00096949+0.0014715i,0.001889+0.0014756i,0.0021189+0.00054133i,0.0012788-0.00043811i,0.00053592-0.00061491i,0.00075481-0.00050748i,0.00061506-0.00086415i,-0.00021793-0.00059519i,-0.00045101+0.00041283i,-0.00075791+0.00041577i,-0.00094375-0.00031873i
0.00062811-0.0063434i,-0.0002793-0.0060236i,2.9993e-05-0.004527i,0.0021262-0.0058849i,0.0034207-0.006412i,0.0029697-0.0039937i,-1.5645e-05-0.0014474i,-0.002991+0.00064193i,-0.0036357+0.0023361i,-0.0027837+0.0035375i,-0.0010334+0.0027462i,-0.00048136+0.00053243i,-0.00038301-0.00038i,0.00080342-0.00078901i,0.0013644-0.0014999i,0.00036949-0.0013166i,-0.00061749-0.00064354i,-8.6656e-05-0.0002085i,0.00051391-0.00032975i,-0.00026781-0.00027971i,-0.0010314+0.00029258i,-0.0010074+0.00066894i,-0.00074442+0.0010894i
-0.00018969+0.0056551i,-0.00050545+0.0056444i,-0.0029732+0.0023815i,-0.004892-0.00090312i,-0.0035604-0.0020068i,-0.0016892-0.0012838i,-0.0015185+8.5241e-05i,-0.0019231+0.0014212i,-0.0019749+0.00223i,-0.0023337+0.0022786i,-0.0013794+0.0019124i,-0.00056951+0.001141i,-0.00081318-0.00037712i,-0.00093443-0.0013895i,-0.0016295-0.0016429i,-0.0013685-0.00068095i,2.1132e-05+0.00056428i,0.00061418+0.00074654i,-0.00011747+0.0004739i,-0.00032503+0.00043988i,-6.3824e-05+0.0004321i,2.9653e-05-6.1841e-06i,0.00043476+0.00070373i
-0.0030599-0.0022621i,-0.0037974-0.002094i,-0.0038283+0.0033413i,-0.0023811+0.008276i,0.00049565+0.008016i,0.0026339+0.0046662i,0.0027807+0.00090523i,0.0017963-0.00082558i,0.00064811-0.0010455i,1.9768e-05-0.0014956i,-0.00042751-0.0013614i,-0.00046203-0.00023727i,-0.00010312-0.00044129i,-0.00036161-0.00058697i,-0.0008292+0.00053745i,-0.00066475+0.0011097i,-0.00082008+0.00079474i,-0.0008679+0.00054561i,-0.00033803+0.00085568i,5.839e-05+0.00035175i,0.00035538-0.00059846i,0.0002999-0.0012014i,-0.00015188-0.00057892i
0.0024716+0.002329i,0.0033273+0.003269i,0.0035517+0.0037631i,0.0042099+0.0049797i,0.0056507+0.0044226i,0.0051072+0.0016966i,0.0033909-0.00012946i,0.0021541-0.0016827i,0.000868-0.0038562i,0.00013515-0.0041253i,-0.00020955-0.0017966i,-0.00048045+0.00020051i,-0.00051405+0.00014514i,-0.00082755+0.00015404i,-0.0010246+0.00043275i,-0.00055486+0.00055612i,1.7254e-05+0.00046997i,0.00027025+0.00026614i,6.7071e-05-0.00032905i,-0.00040163-0.0014559i,-1.232e-05-0.0014429i,-0.00050455-0.00036088i,-0.00077074-0.00017853i
-0.0042013-0.0038035i,-0.0046082-0.0048046i,-0.00095814-0.0042817i,0.0044251-0.0012069i,0.006159+0.00088589i,0.0051567+0.00062868i,0.0029254-0.0018941i,0.0008052-0.0035193i,7.8603e-06-0.0033066i,-0.00071477-0.002581i,-0.00056435-0.0013381i,0.00047906-0.00042902i,0.0010693-8.9357e-05i,0.001504+0.00055373i,0.0015972+0.00018769i,0.0010563-2.9084e-05i,0.00034909-8.3661e-05i,0.00020592-0.00037891i,0.00029225-0.00070484i,0.00086108-0.00073745i,0.0013878+4.0919e-05i,0.00017541+0.00073654i,-0.00083188+0.00034266i
0.0037581-9.7857e-05i,0.0037811-0.00047792i,0.00162-0.0032259i,-0.00046947-0.0055226i,-0.00024953-0.0040517i,0.00067224+7.8732e-05i,-0.00049639+0.0022937i,-0.00091868+0.002015i,0.00019441+0.0012811i,0.00067485-0.00028926i,0.00028629-0.0011613i,-0.00043724-0.00075331i,-0.00075376-0.00015454i,0.00050422-0.0002537i,0.0017471-0.00094656i,0.0017744-0.00087753i,0.0010711-0.00030053i,0.00048479-0.00017522i,0.00061189-0.00053491i,0.00020144-0.00054639i,-0.00026083+1.591e-05i,-0.00041002+0.00058919i,-0.00020239+0.0007042i
-7.4279e-05+0.00048569i,-0.0013148+0.00043303i,-0.0021109+0.00043869i,-0.0033688+0.00074479i,-0.0014615-0.00013216i,0.0017071-0.0012142i,0.0024053-0.00059098i,0.0025926+0.00067125i,0.0033405+0.0022594i,0.0035478+0.0022334i,0.0023435+0.00073404i,0.00093793-0.00020031i,0.00034599-0.00025644i,-8.0573e-05-0.00039152i,-0.00047755-0.00062968i,-0.00016141-0.00094627i,0.00072692-0.0011121i,0.0010236-6.4357e-05i,0.00076195+0.00044025i,0.00097046+0.00017928i,0.00076896+0.00026721i,0.00032515+4.5499e-05i,0.0006882-0.00031815i
0.0018057-0.00087013i,0.0012635-0.00070735i,0.00013839+0.0011154i,-0.00090544+0.0026285i,-0.0016242+0.0017711i,-0.0011735+0.00065052i,0.00011869+0.00095814i,0.0010577+0.0021168i,0.0014212+0.002507i,0.0020209+0.002545i,0.0016141+0.0017893i,0.00054192+0.00084088i,-0.00015922+0.00034073i,-0.00016681+0.00068829i,0.00058769+0.001057i,0.00049244+0.00012666i,8.6932e-05-0.00048785i,0.0011255-0.0005789i,0.0013262+1.4336e-05i,0.00060193+0.00075624i,0.00049842+0.00032588i,0.0008441-0.00014661i,0.00085713-0.00014823i
-0.0011646-0.0013517i,-0.0015597-0.00072897i,0.00059662+0.0012633i,0.004187+0.0032331i,0.0044297+0.0035531i,0.0032035+0.0023341i,0.0019942+0.0013178i,0.00060938+0.00043119i,-0.00048095+8.7806e-05i,-0.00099055+0.00061056i,-0.00094954+0.0011081i,-0.00084208+0.0010334i,-0.0007484+0.00050562i,0.0004576-0.00013573i,0.0012011+0.00046046i,0.00071682+0.0006777i,-2.5985e-05+0.00010879i,-0.00038977+0.00064524i,0.00030446+0.00052642i,0.00083006+3.6075e-05i,0.00062208+5.4164e-05i,0.00015211-1.0148e-05i,-0.00015816-0.00046821i
0.003718+0.0030533i,0.0042668+0.0020441i,0.0048663+0.00082429i,0.0062476+0.00033225i,0.005669+0.00070128i,0.0033926+0.00046739i,0.00128-0.00097621i,-0.0015096-0.0020889i,-0.0038268-0.0018398i,-0.0036777-0.0011381i,-0.0019195-0.00074249i,-0.00037911-0.0014214i,-0.00013863-0.0016724i,0.00012433+0.00010986i,0.00085515+0.0018336i,0.00046119+0.0024607i,-0.00037654+0.0016782i,-0.00087846+0.00033593i,-0.0010072-0.00069216i,-0.00074495-0.00034996i,-0.00021085-5.8655e-05i,0.00016832+0.00023037i,-0.00026239+0.00027357i
