-0.0091061-0.00030831i,-0.0087399+0.00040487i,-0.007846+0.003519i,-0.0043326+0.0044713i,0.00036293+0.0031251i,0.0017434+0.00071105i,0.00081766+2.8005e-05i,0.0011315+0.0011434i,0.0014983+0.0014054i,0.0021742+0.0008711i,0.0023379+0.00061881i,0.0018548-7.3044e-05i,0.001048-0.00075322i,0.00065773-0.00080644i,0.00025132-0.00071752i,-0.00046493-0.00060591i,-0.0001436+0.00016586i,0.00044826+0.00084038i,-4.9839e-05+0.0014523i,-0.0004995+0.0010728i,-0.00044758-0.00019481i,-0.00041261-0.00028903i,0.00020304+0.0007396i
0.0027555+0.0016156i,0.0024674+0.0021107i,0.0033123+0.0010012i,0.0031617-0.0011636i,0.0012337-0.0024282i,-0.00094373-0.0023194i,-0.0014621-0.00084739i,-0.0010246+0.0002242i,-0.00023278+0.00063172i,-0.00010169+0.00090633i,-3.8958e-05+0.0011095i,0.0010679+0.00096933i,0.00081238+0.0012953i,-0.00032293+0.0013714i,-0.00037385+0.00092184i,0.00032102+0.00019204i,0.00010471-2.1331e-05i,-0.0005584+6.7477e-05i,-0.0007787-0.00024042i,-0.00076652+0.00044328i,-0.00024523+0.0015923i,0.00010841+0.0016098i,8.2157e-05+0.00051315i
-0.00030703+0.0017652i,-0.0011523+0.00084092i,-0.001055-0.0020904i,-0.00014395-0.0042561i,0.00015982-0.0047752i,-0.0004222-0.0033882i,-0.0007093-0.00079113i,-0.0002972+0.00048525i,0.00042474+0.00057286i,0.00092658+0.00010175i,0.00035383-0.00029169i,-0.00014343-0.00065963i,-6.8562e-05-0.00054407i,-5.7909e-05+0.00016636i,-0.00017922+0.00053746i,0.0008889-0.00049068i,0.0010629-0.0010061i,-5.5208e-05-0.00077421i,-0.00046872-0.00045374i,0.00020069-0.00010803i,0.0011409-0.0004693i,0.00056964-0.00052617i,-0.00011019+9.2971e-05i
0.0028655-0.0025783i,0.0037675-0.00061855i,0.0032007-0.00026674i,0.0014702-0.00088039i,-0.00047049-0.0016525i,-5.0212e-05-0.0015969i,0.0011361+0.0002773i,0.00080837+0.001397i,0.00054589+0.0011374i,0.00032911+0.00078722i,0.00010054+0.00070895i,0.00026263+0.00050116i,-0.0002547+0.00055223i,-0.0010048+0.0009012i,-0.00023047+5.5702e-05i,0.00043036-0.00068471i,-0.00025342-0.00080442i,-0.00055753-0.0010223i,-0.00045183-0.00069379i,-0.00068631-0.0005217i,-0.00070756-0.0004429i,-0.00023905-0.00010128i,0.00058172+0.00022632i
-2.3067e-05+0.0020357i,0.00063409+0.00052398i,0.00031797-0.00095894i,0.00098884-0.00071229i,0.00092633-0.00010436i,0.00012601-0.00032634i,0.00049984+0.00019937i,0.0016324+0.00017963i,0.0016965-0.00052056i,0.0011382-0.00036336i,0.00039762-0.00025255i,0.00020722-0.00070247i,0.00016655-6.2469e-05i,0.00020552+0.00014319i,-0.00012257-0.00017682i,-0.00072072-0.00046404i,-5.6587e-05-0.00095961i,0.00020887-0.00064502i,4.324e-06+0.00051953i,0.00013998+0.0016225i,0.00028992+0.0017336i,0.0006997+0.00022344i,0.00068125-0.00051072i
-0.00014746-0.00029715i,-0.00046306-5.4606e-05i,0.00055482+0.0003359i,0.0012416-0.00018979i,0.0011499-0.0017024i,0.00026955-0.0016969i,-0.0010814-0.00071204i,-0.00085339-0.00039668i,-2.159e-05-0.00047249i,-8.5614e-05-0.00022257i,-2.5241e-05-0.00034963i,7.5348e-05-0.00030562i,3.0383e-05+0.00029148i,-6.8475e-05+0.0007058i,0.00035407+0.00027958i,0.00056066-0.00057178i,5.8948e-05-0.00061102i,-0.00083409-0.00027946i,-0.0017098-0.00051503i,-0.0011392-0.00015844i,0.00022434+0.00074834i,0.00028129+0.00066872i,-0.00021223+0.00037383i
0.0019156-0.0015165i,-6.3375e-05-0.0023805i,-0.0015282-0.0035961i,-0.0022045-0.0029806i,-0.0026274-0.002407i,-0.0023736-0.0012371i,-0.00098498-0.00020915i,-0.00017701+0.00021518i,-0.00051668+0.00034465i,-0.00016595+0.00010489i,0.00048541+0.00018827i,0.00040745+0.00025943i,6.2581e-05+0.00034986i,0.00031605+0.00067901i,0.00015209+0.00044561i,-0.00098466-0.0002509i,-0.0017661-0.0006409i,-0.0010801-0.00075806i,-0.00026791-0.00011751i,-0.00017964+0.00074317i,0.0003519-0.00020403i,0.0011371-0.00090429i,0.00052872-0.00073092i
0.0015181+0.0015635i,0.0026656+0.0026494i,0.0031408+0.0020214i,0.002583+0.00059252i,0.0019494-0.0011764i,0.0008417-0.0017739i,0.00018257-0.0011599i,0.00014348-0.00021512i,0.00019528+0.00066919i,0.00017142+0.00069732i,0.00023715+0.00014537i,0.00016243-0.00021835i,-0.00030647-0.00011881i,-0.00011905+6.4111e-06i,0.00070965+0.0002557i,0.00044999+0.00028675i,0.00011539-0.00050997i,0.00012007-0.001304i,0.00025958-0.00069156i,0.0006898-0.00035989i,0.00097734-0.00043781i,0.0005971-0.00028666i,-7.7811e-05-0.00051251i
0.0018299+0.00020831i,0.00091731+0.0011688i,0.0007026+0.00058268i,0.00091689-0.0013207i,0.0010845-0.0022046i,0.00032928-0.0020505i,-0.00022542-0.0015527i,-0.00012992+5.2308e-05i,3.7817e-05+0.0010249i,0.00082011+0.00040276i,0.00079394-8.638e-05i,0.00033938+7.8158e-07i,0.0001668-0.00050155i,0.00013922-0.0010325i,0.00024465-0.0008876i,3.2522e-05-0.00056944i,-0.00029051-0.00058711i,-0.00031476-0.00026356i,-0.00014416+0.00072515i,0.00014143+0.00087097i,0.00027813+0.00036091i,2.1097e-05-1.0588e-05i,-0.00062191-0.00041032i
0.00063618-0.00075058i,-0.00088883-0.0019817i,-0.00060217-0.0031498i,0.00069133-0.0032611i,2.7653e-05-0.0027635i,-0.00029661-0.0020073i,-7.0976e-06-0.00054313i,0.00077601+0.00089738i,0.00040628+0.00058581i,-0.00024583-0.00025549i,0.00018499-0.00019597i,8.4422e-05+0.00021062i,-0.00020698+0.00022109i,-0.0005946+9.0119e-05i,-0.00045193-0.00051489i,0.00066448-0.00072114i,0.00061656-0.00012606i,-0.00031808+0.00062903i,0.00024473+0.00073657i,0.00011222+0.00048615i,-0.00090309+0.00079638i,-0.00075183+0.0011819i,-0.00028793+0.0013575i
-0.0016148-0.0010529i,-0.0012887-0.0016644i,3.9509e-05-0.0014698i,0.00034305-0.00082845i,-0.00026325-0.001334i,-0.00093752-0.0010889i,-0.00043932-0.00028282i,0.000337-9.5329e-05i,0.00063083-0.00021913i,0.00029103+0.00017616i,-0.00053864+0.00057014i,-0.00059361+0.00058848i,-0.00059361+0.00054172i,-0.0010009+0.00021117i,-0.00046651+0.00035367i,1.7246e-05+0.00065415i,-0.00077175+0.00082136i,-0.0010553+0.00021564i,-0.0004898-0.00031215i,9.8268e-05-0.00015372i,0.00038489+0.00020462i,0.00044662+0.0001752i,0.00036734+0.00010997i
0.0021254-0.0007441i,0.0029437+0.00047077i,0.0035936+1.5673e-05i,0.0021826-0.0011143i,0.00056912-0.001762i,2.5806e-05-0.0015158i,9.284e-05-0.0006937i,0.00057934+0.00022795i,-0.0003277+0.00063861i,-0.0011451-0.00027867i,-0.00020159-0.00044855i,-0.00015386-9.5967e-05i,-0.0003156+4.9901e-05i,0.0010062+0.0001668i,0.0016033+0.00030144i,0.00091534-0.00048398i,-0.00043479-0.00068292i,-0.00044044+0.00098795i,0.00052637+0.0016613i,0.00038721+0.0013003i,-3.4396e-05+0.0007936i,-2.4414e-05+0.00057124i,-0.00017901+0.00048949i
0.0026588+0.0017582i,0.0022186+0.0021502i,0.0017833+0.0010655i,0.00095783-0.0011861i,-0.0003905-0.0024752i,-0.00094546-0.0020785i,-0.0013187-0.00022536i,-0.00083932+0.00083617i,-0.00042232+0.00069011i,-0.00042484+0.0014222i,0.00059445+0.0017622i,0.0011071+0.00092466i,0.000464+0.00029119i,0.00044871+0.00031114i,0.00085909+0.00041851i,0.00047253+0.00018972i,8.1329e-06+0.00020377i,2.1957e-05+0.00042344i,-5.7123e-05+0.00088172i,0.0001268+0.0015868i,0.00052032+0.0011903i,0.00094937-3.56e-05i,0.00056038-0.00051307i
-0.00067374+0.00020694i,-0.00090254+0.00018468i,-0.00015548+6.9774e-05i,0.00051153-0.0012004i,0.00023192-0.0025856i,0.00015127-0.0020768i,-0.00032573-0.00024039i,-0.00053773+0.0011034i,-0.00038142+0.0012893i,-0.00038593+0.00046493i,-0.00032019+0.00042278i,-0.00099103+0.0005767i,-0.0005079+0.0005266i,0.00059157+0.00034317i,0.00057824+6.1593e-05i,-0.00049501-0.00037384i,-0.0010695-0.00051046i,-0.0011386-0.00042241i,-0.00073472-0.00034755i,-0.0002564-0.00027349i,-0.00010758-4.5198e-05i,4.7405e-05-0.00027746i,0.0004032-0.00049295i
-0.0018618-0.0007209i,-0.002583+0.0001091i,-0.0022009+0.0015529i,7.9919e-05+0.0011337i,0.0021991-0.00041705i,0.0012767-0.00097784i,-9.8208e-05-8.7822e-05i,0.0003625+0.00029925i,0.0011004-0.00018713i,0.00080907-0.00061936i,0.00043405-0.00019783i,-0.00079625-7.2593e-05i,-0.0015953+0.00014514i,-0.0013936+0.00015281i,-0.001306-0.00030143i,-0.0010928+0.00013411i,-0.0013157+0.00035968i,-0.001337-0.00012397i,-0.00065217+4.4832e-05i,-0.00012615+0.00036199i,-0.00026733+0.00073709i,0.00016015+0.00091084i,0.00057841+0.00084331i
0.0018428+0.00031479i,0.0029119+0.0003237i,0.0035865+0.00042437i,0.0026798-0.000242i,0.0010736-0.0015204i,-5.4531e-05-0.0019264i,-8.8064e-05-0.0010801i,0.00021907-0.00052706i,0.00025337-0.00085561i,-7.7656e-05-0.00097854i,-0.00039019-0.00044116i,-0.00051368+0.00012496i,-0.00073871-0.00010578i,-0.00097723-0.00012339i,-0.00071035+0.0001752i,-0.00041093+8.1216e-05i,-0.00060081-0.00038898i,0.00022313-0.00099285i,0.0012132-0.0007552i,0.00076735+8.9011e-05i,-0.0001502+0.00050555i,-0.00044949+0.00030076i,3.5818e-05+0.00048611i
0.00095484-0.00024371i,-0.00030342-0.00087639i,-0.0016511-0.0013732i,-0.0022437-0.0014953i,-0.0014428-0.0017097i,0.00024798-0.0012417i,0.00062651-0.00065791i,0.00091196+8.4312e-05i,0.00061162+0.00040654i,-0.00033216+0.00067968i,-0.00019434+0.001739i,0.00066633+0.0019651i,0.0009696+0.0012324i,0.00056971+0.0010465i,0.00038208+0.0010049i,0.0010861+0.00074239i,0.00055406-0.00046862i,-0.00010542-0.0012609i,-0.00027471-0.00083415i,1.1541e-05-0.00062907i,0.00017462-0.0001146i,-0.00024746+0.00021079i,-0.00057612+0.00031498i
-0.0012112+0.00075891i,-0.0016993+0.0019543i,-0.0019922+0.00087558i,-0.0015284+2.5628e-05i,-0.00050563-0.00094274i,5.2992e-05-0.0014903i,2.4357e-06+6.6488e-05i,-0.00018444+0.00049676i,-0.00057739-0.00069139i,-0.0008182-0.00096067i,-6.3513e-05-0.00023406i,0.0005691-0.00045261i,0.00015543-0.0010676i,0.00019523-0.0012372i,0.00082159-0.0010449i,0.00039326-0.00059945i,0.00024284-0.00056546i,0.00022542-0.00079333i,-0.00059833-0.0011518i,-0.00044364-0.0012448i,0.00034491-0.00015295i,0.00028258+0.0010829i,-0.00026247+0.0013395i
0.0001183-0.0015105i,0.00018584-0.0011009i,0.00069625-0.00035382i,0.0012911-0.0013793i,0.0010833-0.0023792i,0.00047568-0.0021881i,-0.00028996-0.00063368i,-0.0011439+0.00059385i,-0.0011931+0.00034003i,-0.00096889+0.00041458i,-0.0010046+0.00097383i,-0.00089273+0.00038655i,-0.0005262-0.00043657i,-0.00048304+0.00046374i,-0.00048953+0.0010764i,-0.00033012+0.00081717i,-9.497e-05+0.00043947i,-8.7569e-05-0.00022099i,5.7697e-05-0.00020001i,0.00019833+0.00041126i,-0.00059078+0.00099665i,-0.0015342+0.00067392i,-0.00084803+0.00010468i
0.0024052-0.001689i,0.0038173-0.0021896i,0.002307-0.0025407i,0.00087163-0.0027685i,0.00092906-0.0025074i,-5.759e-05-0.001909i,-0.0014275-0.00022557i,-0.00073227+0.0011537i,0.00034714+0.0014683i,3.7018e-05+0.00073499i,-0.00066282-0.00048196i,-0.00016329-0.000352i,0.00043708+6.8364e-05i,2.3835e-05+0.00013549i,-0.00058603-0.00020669i,2.3155e-05-6.3321e-05i,0.0002241+0.00076256i,-0.00034809+0.00027058i,-0.00012752-0.00029898i,-0.00078193+0.00032788i,-0.0013647+0.00041235i,-0.0012818-0.00022741i,-0.00099953-0.00074741i
0.0018007+0.0047817i,0.0013099+0.0052115i,0.0028051+0.0038296i,0.0034111+0.00082096i,0.0023577-0.0027138i,0.00061836-0.0032991i,0.00022262-0.0015594i,0.001724-0.00032059i,0.0013675-4.8481e-05i,0.00031835-0.00038644i,-0.00040859-0.0010941i,-0.0014297-0.0011368i,-0.0011906-0.00089361i,-0.00034848-0.00089567i,0.00025163-0.00084139i,0.00072087-0.00011311i,0.00029903+0.00085105i,-0.00037261+0.00097528i,-0.00037748+0.00038001i,-0.00013933+0.00058862i,0.00011211+0.00096644i,-0.00012169+0.00091839i,-0.00033503+0.00046833i
-0.0039631-0.0014823i,-0.0036239-0.00084861i,-0.00094373+0.00131i,0.00031367+0.00027673i,0.00024939-0.0020808i,-0.00060676-0.0028949i,-0.001462-0.0019483i,-0.00063243-0.00058379i,0.00015151+0.0003023i,0.00015902+0.00099234i,0.00033034+0.0011662i,0.00063241+0.0012096i,0.00068158+0.00082063i,0.00067628+0.00036938i,0.00083753+0.00040694i,0.00056345+0.00031619i,-0.00053214+0.00015773i,-0.00083948+0.00025264i,-0.00036605-0.00018281i,-0.00023971-0.00053232i,6.1071e-05-0.00049404i,7.5257e-05-0.00069467i,-0.00031156-3.2413e-05i
0.0032678-0.0006988i,0.0030197-0.0014028i,0.0024478-0.001076i,0.00086058-0.00083967i,-0.0003104-0.0023758i,-0.0014141-0.0024431i,-0.0018661-0.00083747i,-0.0012591-7.6538e-06i,-0.00041287-0.00048904i,7.9146e-05-0.00059887i,0.00046106+9.1989e-05i,0.00090111+0.00067324i,0.0004888+2.7403e-05i,4.2985e-05-0.00055506i,0.00024136+0.00024025i,-8.7277e-05-8.7736e-05i,-0.0006711-0.0010049i,-0.00068916-0.0012169i,-0.00056795-0.00043375i,-0.00065129+4.6839e-05i,-0.00048556-0.00032343i,-0.00013117-0.00072378i,0.00015939-0.00032987i
0.0023285+0.0032645i,0.0035524+0.0030634i,0.0031087+0.0012616i,0.001704-6.3722e-05i,0.0012473-0.0014079i,0.00065189-0.0013848i,-0.00057095+0.00036828i,-0.0014412+0.00075032i,-0.0013793+0.00055131i,-0.0016363+0.00081349i,-0.001104+0.00042259i,-0.0002532-0.00086006i,-0.00025831-0.0011929i,-0.0006892-0.00034386i,-0.00043016+0.00031373i,-0.00011655+1.4534e-05i,3.7252e-06-0.00045738i,3.2613e-05-0.00045786i,-0.00099277-8.5341e-05i,-0.0015449+0.00016641i,-0.00090176+0.00015296i,-4.9273e-05-0.00073262i,0.00019527-0.0014475i
-0.00084272+0.00039583i,-0.00087762+0.0021696i,0.00058801+0.0019102i,0.00056154-0.00028481i,0.00015991-0.0017828i,-9.6284e-05-0.0015077i,-0.00094311-0.00051756i,-0.0010744+0.00080269i,-0.00053933+0.00099614i,-0.00067672+0.00060675i,-0.001257-0.00017613i,-0.00098209-0.00065059i,-0.00066835-0.00014148i,-0.00062466+0.0001444i,-0.00059282-0.00062205i,-0.00075426-0.0014654i,-0.0010924-0.0013569i,-0.0013048-0.0012767i,-0.00081308-0.0014504i,-0.00033288-0.00095532i,-0.00057585-0.0006862i,-0.00064681-0.00079399i,-0.00034766-0.0012139i
-7.7569e-05+0.0002536i,-0.0018115+0.00014075i,-0.0021202+0.00036729i,-0.0012522+0.00034115i,-0.00072481-0.0019574i,-0.00032417-0.0037862i,-9.9214e-05-0.0021494i,0.00016504-5.5528e-05i,0.0011797+0.00031825i,0.0011705+0.00028774i,0.00030259-0.00043466i,-0.00031364+0.0001682i,-0.00084073+0.0011476i,-0.00082062+0.00072152i,-0.00040249+0.00038151i,-0.00026131+0.00030146i,-0.0010488-0.00082988i,-0.0013723-0.0013411i,-0.00023286-0.00092454i,0.00058542-0.00053938i,0.00033375-0.00013103i,-0.00051699-0.0002103i,-7.2309e-05-0.0006202i
0.0009759+0.00030732i,0.0010449+0.00088919i,0.0012701+0.0013088i,0.0020567-7.2698e-06i,0.0027089-0.0019406i,0.0016741-0.0029269i,-0.00015375-0.0013037i,-0.00012562+0.00052249i,0.000548+0.00050327i,0.00030234+0.00063728i,0.000182+0.00048941i,0.00060221+0.00062155i,-0.00041438+0.00095535i,-0.0012881-3.578e-05i,-0.00024788-0.00037008i,0.0006245-0.0004057i,0.0010612-0.00095778i,0.00078291-0.00090228i,-0.00019311+0.00042195i,-0.00039689+0.0011579i,-0.00064885+0.0010774i,-0.00034133+0.00074478i,0.00029198+0.00017685i
0.0032475+0.0007353i,0.0039076-0.00011114i,0.0032753-0.0027641i,0.0008328-0.004103i,0.00020938-0.0033596i,1.1792e-05-0.0014761i,0.00024351-0.00059548i,0.00046873-0.00050354i,0.00078355-0.00089692i,0.0011164-0.00089162i,0.0010021-0.0003714i,0.00050038-0.0001938i,-0.00024312-0.00018158i,-0.00058612-0.00013974i,-0.00018251-8.1728e-05i,0.00028039-0.00061061i,0.0012512-0.0012799i,0.00183-0.00067585i,0.00064762-0.00023289i,9.5357e-05-2.3844e-05i,0.00088724+0.00036171i,0.00087599+0.00078301i,0.0005377+0.0010261i
-0.00036773+0.0013149i,-0.00072396+0.0015617i,0.00086889+0.0012138i,0.0010358-7.4706e-05i,0.00022551-0.0018545i,-2.1101e-05-0.0016671i,-0.00043701-0.00049272i,-0.00078034-0.00035586i,-0.00055523-0.00068242i,0.00055943-0.00097138i,0.0016766-0.0003688i,0.0012159+0.00022391i,-0.00050127+0.00010037i,-0.00080147-0.00015472i,5.399e-05-0.0003926i,-0.00019168-0.0001901i,-0.00017188+0.0005235i,-0.00015388+0.0012941i,-0.0003362+0.00016046i,-0.00023671-0.00064521i,-0.00018576-0.00018407i,-6.1799e-06+0.0001309i,2.4004e-05+0.00028028i
0.00019661-0.0031688i,-0.00087315-0.0019652i,-0.00078683-0.00066645i,0.00038131-0.00075176i,0.00015711-0.0018816i,-0.00090918-0.0020443i,-0.00081921-0.0010894i,-0.00064692+0.00041599i,-0.00099974+0.00080188i,-0.0008293-3.4778e-06i,-0.0010375-0.00068658i,-0.0015121-0.00085669i,-0.0014077-0.00031794i,-0.00065052-0.00019507i,0.00035298-8.5923e-06i,0.0012891+0.00045687i,0.00064489+0.00076812i,-0.00022773+0.00052389i,-0.0002623+0.00037778i,-0.00010673+0.00055022i,0.0003167+0.00023495i,0.00050849+0.00026222i,0.00041628+2.8208e-05i
0.0015899+0.0010125i,0.0036279-0.0016546i,0.0039871-0.0029772i,0.00261-0.0022589i,0.0017945-0.0025811i,0.00081902-0.0026608i,-0.00025343-0.0013724i,-0.00060364+0.00057186i,-0.00037952+0.0020842i,-0.00023492+0.0018742i,-0.00054562+0.00044936i,-0.00089721-0.0001138i,-0.00077378+0.00057893i,0.00017765+0.00054519i,0.00064672-0.00027581i,0.00029781-0.0002457i,0.00022548+0.00040234i,-0.00019113+0.00053504i,-0.000601+0.00054421i,8.6956e-05+0.00085837i,-0.00015401+0.00078249i,-0.00086731+0.00019341i,-0.00040514+0.00054444i
0.0020125+0.0011099i,0.00084135+0.00032214i,-2.0067e-05-0.0021352i,-2.0327e-05-0.0030964i,0.00014594-0.0021971i,0.00039225-0.001166i,3.1259e-05+0.00030507i,0.00061665+0.0012972i,0.0014391+0.0011369i,0.00059412+4.0746e-06i,-0.00043959+0.00063182i,-0.0004747+0.0012385i,0.00029304+0.00087828i,0.00077693+0.0013343i,0.00018449+0.0017378i,-0.00041948+0.0019148i,-0.00038251+0.0011638i,0.00011781+0.00052635i,0.00013411+0.0008238i,-3.4831e-05+0.00080336i,1.3317e-05+0.0002402i,0.00021104-5.9886e-05i,0.00077609-0.00011379i
-0.0011011+0.00042681i,-0.0011425+0.0025069i,0.00049861+0.0033507i,0.0011408+0.00017254i,0.00013587-0.0021315i,-0.0011781-0.0016294i,-0.00075896-0.0006551i,-0.00014708+7.6033e-05i,0.00020151+0.00033197i,0.00069679+0.00012104i,0.00098714+0.00012338i,0.0012567-0.00023678i,0.0004007-0.00015821i,-0.00074788+3.2093e-05i,-0.00072512-0.00027498i,-0.00086386-0.00018662i,-0.0013659+5.9579e-05i,-0.0014184+0.00062362i,-0.00021669+0.00076934i,0.00064948-7.4266e-05i,0.00041985-0.0001746i,0.00019409+0.00067032i,-0.0001414+0.00077544i
0.00048412-0.0017686i,0.00023935-0.0018375i,2.0624e-05-0.0018796i,-0.0001087-0.0013377i,0.00033975-0.0015125i,0.001327-0.0019801i,0.0017353-0.0014758i,0.0015761-0.00073574i,0.0013128-0.00071673i,0.0004593-0.00081064i,0.00010888-0.00030328i,0.00026759-0.00010359i,0.00016778-0.00049391i,-0.00031099-0.00014539i,-0.0006521+0.00062243i,-0.00066647+0.00036671i,-0.00036399-0.00085034i,-0.00040764-0.0015192i,-0.00066179-0.00041955i,-0.00076444+0.00055898i,-0.00029691+0.00030363i,8.6986e-05-0.00031585i,-0.00062562-0.00024119i
0.003099-0.0025373i,0.0026294-0.0032966i,0.0014218-0.0042287i,0.00015431-0.0034554i,0.00019669-0.0023317i,0.00043658-0.0019845i,-0.00031479-0.00072181i,-0.0015043-0.00018632i,-0.0019716-0.00054852i,-0.001597+2.9878e-05i,-0.0014817-0.00024614i,-0.0017807-0.00048866i,-0.00093157-0.00056343i,0.00019601-0.00036146i,0.00026296+1.0978e-05i,-0.00034741-0.00036034i,-0.00066988-0.00092513i,-0.00025847-0.00088144i,-0.00024132-0.00063045i,-0.00029156-0.00065576i,5.4362e-06+6.6483e-06i,0.00013645-6.0317e-05i,0.00063485-0.00085271i
-0.00083181+0.0042379i,-0.00069071+0.004851i,0.00078929+0.0035415i,0.0018939-0.00024715i,0.0023218-0.003195i,0.001057-0.0027886i,-0.00019924-0.00036095i,0.00011823+0.0015428i,-0.00014703+0.0021819i,-0.0015354+0.0015682i,-0.0014148+0.00066155i,-0.0006331-8.6497e-05i,-0.00036898-0.00082008i,-0.00013503-0.00077614i,-0.0005743-0.0006485i,-0.00056009-0.00099124i,0.00049565-0.0014108i,0.00043942-0.00080302i,-0.00058897-5.5555e-05i,-0.00037755-0.00066004i,-0.00023199-0.00098114i,-0.00055792-0.00043112i,-6.7033e-05+0.00039759i
-0.0014902-0.0020576i,-0.0005037-0.00016666i,0.0013043+0.001482i,0.0014705+0.001451i,0.00034003+0.00030511i,0.00029562-0.00020836i,0.00037464-0.00012845i,7.6765e-05+0.00015241i,-0.00026937+0.0004456i,-0.0010362+0.0005801i,-0.00033049+0.00037132i,0.0010493+0.00015118i,0.0009461+0.00023131i,0.00060137+0.00039937i,0.00019275+0.00019172i,0.00042425-0.00056492i,0.00082016-0.00027098i,-6.856e-05+0.00069114i,-0.00075311+0.0005985i,-0.00037039+0.00011286i,-0.00018026+0.00052214i,-0.0002874+0.0010836i,-0.00012632+0.00092791i
0.0027213-0.0032343i,0.0022676-0.0047451i,0.0010072-0.0034694i,0.00094105-0.0021878i,0.0011549-0.0021082i,4.9379e-05-0.0014541i,-0.00061694-0.00033183i,5.712e-05+0.00046521i,0.00030129+0.00062524i,0.00011843+0.00094995i,0.00036563+0.0013552i,0.00071268+0.0012395i,-6.6579e-05+1.9663e-05i,-0.00039355-0.00096034i,0.00051669-0.00089815i,0.0013764+0.00033899i,0.0014532+0.00061624i,0.00071225-9.6233e-05i,-0.00024653-0.00027373i,-0.00024009-3.7773e-05i,0.00050659+9.6414e-05i,0.0010586-0.00028639i,0.00035107+2.3547e-05i
-0.00012104+0.0028199i,-0.00017697+0.0032792i,-0.0011026+0.0019134i,-0.00081902+0.00012825i,0.00073614-0.0010044i,0.0017275-0.0011091i,0.001141-0.00057799i,0.00095062+0.0001926i,0.0011213+0.00026713i,0.00052593-8.665e-05i,0.001001-0.000218i,0.00098107-0.0002452i,0.00045619-0.00052852i,0.00022732-0.00023456i,0.00014226-3.374e-05i,0.00036116-0.00082683i,7.7735e-05-0.00031099i,0.0002847+0.0008766i,0.00066375+0.00087919i,-7.2672e-05+0.00016994i,-0.00047594-0.00036174i,0.0004713-0.00016728i,0.0001338+0.0004202i
-0.0022738-0.00032762i,-0.0020807+0.0017853i,-9.8361e-05+0.00321i,0.0013638+0.0019914i,0.0014364-0.00080136i,0.0010846-0.0018488i,0.00058461-0.00099512i,3.5439e-05+0.00013791i,-0.00033486-0.00014786i,-0.00054767-0.00071237i,-0.00056687-0.00065946i,-0.00015725-0.000474i,0.00011813-0.0001116i,-0.00012983-0.00038004i,9.4533e-05-0.00014833i,0.00080043+0.00062511i,0.00066084+0.000578i,-0.00027118+0.00036473i,-0.0010188-1.9904e-05i,-0.00058099-0.00070891i,0.00023637-0.00054657i,0.00012772-0.00041428i,-8.2015e-06-0.00032459i
-0.0021867-0.0016571i,-0.0022265-0.0012453i,-0.0015149+0.00021681i,3.2849e-05+0.00025655i,0.0012554-0.00057023i,0.0014373-0.0012915i,0.00083138-0.0010794i,0.00085134-2.1342e-06i,0.00081554+0.00084199i,-0.00037144+0.00062654i,-0.00069951+0.0002732i,-2.325e-05+0.00035542i,2.8489e-05+6.9763e-05i,-0.0003282+0.00030181i,-0.00045436+0.000971i,4.2735e-05+0.00090014i,0.0009438+0.00070803i,0.00041839+0.00084952i,-0.00069299+0.00084056i,-0.0013235+0.00024687i,-0.0011798-0.00041097i,-0.00059511-0.00011535i,-0.00072233-0.00011675i
-0.001207-0.0023457i,-0.0012628-0.0027564i,-0.0027926-0.0013285i,-0.0026085+1.7338e-05i,-0.00092752-0.00038043i,0.00022678-0.0012797i,0.00052341-0.0010683i,7.7288e-08-0.00029054i,-0.00022862+0.0005025i,-0.0002864+0.0013185i,-0.00024033+0.0013616i,-8.139e-05+2.0085e-05i,0.00012355-0.00055783i,0.00070465+0.00015817i,0.0009369+0.001043i,0.00038197+0.0015737i,-0.00068553+0.0014883i,-0.0013384+0.00084579i,-0.0013638+4.8761e-06i,-0.00059476-0.00022988i,-2.1405e-05-7.1672e-05i,-3.527e-06+0.00023676i,-0.0002402+0.00087191i
-0.00082416+0.00025187i,0.0005873+0.0012838i,0.00069098+0.0015223i,0.00082078+0.0018244i,0.00087272-0.00015492i,-0.00035731-0.0011364i,-0.00095412+0.00052838i,-0.00081902+0.00073419i,-0.0014587+0.0004956i,-0.0018502+0.00028114i,-0.0010048-0.00031373i,-0.00030406-0.00093593i,-0.00028544-0.0012255i,1.3069e-05-0.00082848i,-0.00042406-0.00023646i,-0.0011782+2.5734e-05i,-0.00089607+0.00023866i,1.1164e-05+0.00035795i,-0.00029548+0.00055218i,-0.00018008-9.3483e-06i,7.8452e-05-0.00079367i,-0.00054979-0.00099843i,-0.00071415-0.0010723i
-0.0020575+0.0016018i,-0.0023863+0.0012318i,0.00046854+2.2843e-06i,0.0022549-0.0017207i,0.0018515-0.0033031i,0.00066374-0.0034794i,-1.7084e-05-0.0015413i,-0.00020177+6.6719e-05i,0.00019131+0.00045957i,0.00023218+0.00076458i,0.00035469-2.1518e-05i,0.0001311-0.001105i,-0.0010912-0.0011388i,-0.0018201-0.00087307i,-0.0018881-0.00020457i,-0.0016789+0.00040565i,-0.00046248-3.5696e-05i,8.4052e-05-0.00042416i,0.00036833-0.00021184i,0.00012611+0.00035209i,-8.9072e-05+0.00078167i,-0.00017066-1.2661e-05i,-0.0002111-0.00083822i
