-0.0055114+0.0025349i,-0.0037172+0.0046046i,-0.003083+0.0058024i,-0.0025785+0.0043158i,-0.00096052+0.0031384i,0.0010009+0.0017878i,0.0013466+0.0017961i,6.5216e-07+0.0025197i,-9.0182e-05+0.0025052i,0.00036662+0.0017388i,0.00024314+0.00022398i,0.00016578-0.00038763i,1.9201e-05-0.00075185i,-0.00040848-0.00089638i,-0.0006757-0.00071779i,-0.00088157-0.0010343i,-9.5236e-05-0.00086151i,0.00060102+0.00031855i,-3.573e-05+0.00047875i,-0.00064648+0.00013573i,-0.00025042+0.00042027i,-9.8853e-05+5.7591e-05i,-1.6449e-05-0.00013582i
-0.00076267+0.00072661i,-0.00055607+0.0024449i,-0.00048266+0.0029625i,-0.00078478+0.0025367i,-0.00071242+0.0019199i,-9.5738e-05+0.00038474i,6.3892e-05-0.00069002i,-7.306e-05+0.00010441i,-0.00031979+0.00089408i,2.839e-05+0.0010284i,-0.00012538+0.00060081i,0.00048391-0.00021971i,0.0010127-0.00037848i,0.00038624-0.00018121i,-7.8046e-05+0.00020025i,-7.4463e-05+0.0011057i,6.7279e-05+0.00063216i,-0.00026172-0.00024368i,-0.0002851-0.00068562i,-0.00011519-0.00054044i,-8.3667e-05-0.00050668i,0.00011905-0.00066521i,-0.00031437-0.00019875i
-0.00096044+0.0002913i,-0.0023862+0.0008008i,-0.0028239-0.00010517i,-0.0018996-0.00080617i,-0.001192-0.00020817i,-0.00086851+0.00025332i,-0.00069305+0.0003957i,-0.00075787+0.00089206i,-0.00086624+0.0012752i,-0.00035051+0.0010288i,3.3407e-05-1.0893e-05i,0.00016584-0.00015191i,0.00046896+0.00070835i,0.0003905+2.1117e-05i,-0.00022499-0.00077917i,4.1008e-05-0.0010296i,0.00036993-0.00097363i,0.00014487-0.00071039i,-0.00022744+5.4794e-05i,0.00011203+0.00017994i,-0.00025969+0.00011389i,-0.000653+0.00023471i,-0.00027967-0.00053489i
0.0010595+0.00064445i,0.0023025+0.00070418i,0.0031577+0.0004712i,0.0023034-0.00066857i,0.00063913-0.00137i,-0.00014638-0.00072336i,-0.00012312-0.00021115i,-0.00062833+0.00047854i,-0.0010388+0.00095936i,-0.0004336-0.00013704i,-0.00020158-0.0012253i,8.1251e-05-0.0010128i,-4.9127e-05-8.879e-05i,-0.00042956-8.9776e-06i,-6.6942e-05-0.0010843i,0.00034518-0.0015131i,0.00013848-0.00073443i,-0.00026994+0.00058007i,-0.00010554+0.0008024i,0.00022311+0.00079366i,0.0001028+0.0010786i,1.0078e-05+0.00042411i,-0.00014381-0.00015376i
-0.00054947+0.002604i,0.0010857+0.0021247i,0.0015667+0.0013362i,0.00032505+0.0010511i,-0.00041306+0.00032881i,2.2142e-05-0.00068175i,-6.6252e-06-0.0013066i,-0.00019127-0.0015482i,-0.00030702-9.465e-05i,-0.00024832+0.00036344i,0.00067892-0.00038955i,0.00088008+0.00014544i,-0.00012247+0.00066289i,-0.0011537-2.079e-05i,-0.0014007-0.00059806i,-0.00058885-0.00048721i,-8.6952e-05-0.00048813i,-1.0221e-05-9.2606e-05i,-0.00014392-9.2022e-05i,7.3957e-05-0.00018182i,0.00060231-0.00016685i,0.00054811-8.9052e-05i,0.00021035+0.00059751i
0.00065585-0.00015198i,0.00041081-0.00048328i,0.0003678-9.0151e-05i,0.00018749-0.00045647i,0.00017366-0.0009132i,0.00059097-0.0005423i,-0.00053194+5.2925e-05i,-0.00095983+0.00078134i,0.00010996+0.00093392i,0.00055371+0.00047353i,0.00097593+0.00035247i,0.00065601+8.2973e-05i,0.0001903-0.00069517i,0.00031316-0.0006902i,0.00067915-0.00018542i,0.00076043-0.00047769i,0.00032735-0.00078687i,-0.00035203-0.0012148i,-0.00066355-0.0013484i,1.1198e-05-0.00066449i,0.0006204+0.00026897i,0.0003057+0.00040409i,0.00020262-0.00017676i
-0.0016883-0.00042091i,-0.0020418+0.00079418i,-0.001338+0.00033674i,-0.0014281-0.00059112i,-0.0020433+0.00019563i,-0.0014032+0.0010367i,-0.00041525+0.00032007i,-0.0001171+2.0875e-05i,-0.00072356+0.00078578i,-0.00079193+0.0014164i,-0.00040638+0.001613i,4.4483e-05+0.0016935i,0.00011671+0.0010123i,-0.00018876-0.00026134i,-1.0705e-07-0.00071629i,0.00017719-0.00035344i,0.00014188-5.2811e-05i,-0.0001531+0.00023753i,0.00030637+0.00062208i,0.00067095+0.00068519i,0.0002756+0.00026457i,0.00025701-7.2805e-05i,-4.0104e-05+0.00027617i
0.0026254-0.00097807i,0.0029796-0.00019419i,0.0027263-0.00023308i,0.0013924-0.0010282i,-0.00016338-0.00098535i,-0.00034489-0.0002858i,-0.00064573+0.00024479i,-0.00057821+0.00076436i,8.1867e-05+0.00034404i,0.00026629-8.6462e-05i,0.00021601-0.00033514i,-4.3589e-05-2.2281e-05i,3.3398e-05+0.00036517i,0.00022863-4.4566e-05i,0.00056659-0.00013067i,0.00063897-4.9582e-05i,0.001159-0.0006954i,0.0011449-0.00052639i,-0.00019102-2.9503e-05i,-0.00095932-0.00017084i,8.0791e-06-0.00015316i,0.00044186+3.2329e-05i,-0.00048145+6.6948e-05i
0.0012521+0.0013311i,0.00048548+0.0026052i,-0.00052575+0.0013197i,-0.0010859-0.0010253i,-0.001769-0.0015719i,-0.0010171-0.00099777i,2.7325e-05-0.00049927i,-0.00039834-0.0001552i,-0.00012912+0.00058895i,0.00027103+0.0013107i,-0.00015358+0.00073137i,-0.000219-2.465e-05i,-0.00023536-0.00025725i,-4.0452e-05-0.00016969i,-0.00010487+4.8916e-05i,-0.00069424+0.00030714i,-0.00051727+0.00024308i,0.0002136+8.9116e-05i,-0.00043765+0.0001041i,-0.00088825+8.7575e-05i,-0.0002712-1.7843e-05i,-0.00021309+0.00021626i,-6.9239e-05+0.00052044i
-0.0014849-0.00025394i,-0.0014231+0.0010642i,-0.0012205+0.0012782i,-0.001347+0.00017696i,-0.0013-0.00075984i,-3.8411e-05-0.00023209i,0.000266+0.00051997i,-0.00043466+0.00019682i,-0.0008111+7.5271e-05i,-0.00052848+0.00024398i,0.00018678+0.00084625i,-0.00026521+0.00081914i,-0.00045873-0.00028434i,0.0003122-0.0014535i,0.000356-0.00093304i,-8.9838e-05+0.00045857i,0.0001723+5.493e-05i,0.00017242-0.00066706i,-0.00019289-0.00081716i,-7.1625e-05-0.00047393i,0.00053087+9.4308e-06i,0.00097283-4.0748e-06i,0.00079175+0.00018855i
-0.0010159+0.0016552i,-0.00037018+0.0028615i,0.0012588+0.00168i,0.0022538-0.0002885i,0.0016328-0.00039594i,0.0012883-0.00038298i,0.001129-0.0005461i,0.00019872-0.00034957i,-0.00038984+2.0167e-05i,0.00014204+0.000438i,5.9439e-05+7.2937e-05i,-0.00036039-0.00047548i,-0.00020529-0.00090596i,-8.8042e-05-0.00039557i,-0.0006563+0.00046413i,-0.00094402+0.00070255i,-0.00014585+6.9731e-05i,0.00086047-0.00023181i,0.00086916+0.00012191i,6.9857e-05+0.00027727i,-0.0004923+0.00056272i,0.00021404+0.0005083i,0.0014436+6.6783e-05i
-0.00016928-0.00039288i,-0.00033732+0.0012752i,-0.0003239+0.002294i,-0.0011105+0.0015397i,-0.0011044+0.00063511i,-0.00036735+0.00055703i,-0.0004135+0.0001895i,-0.00020542-0.00063151i,-0.00035047-0.00046295i,-0.00017067+0.00045279i,0.00069426+0.00046429i,0.00069365-1.6251e-05i,0.00078222+7.1616e-05i,0.00067873+0.00055572i,-0.00035178+0.0012169i,-0.00043152+0.00077174i,0.00065439-0.00010361i,0.0011396-2.6178e-05i,0.00037463+0.00045423i,-0.00011022+0.00069782i,-0.00011357+0.00035638i,-0.00028937+0.00011408i,-0.0005126+0.00011729i
0.001479-0.00053854i,0.0011528-0.001745i,0.00058012-0.003185i,-0.00025633-0.002949i,-0.0008543-0.0027109i,-0.0015287-0.0017851i,-0.0010978-0.00030905i,-0.00080409+0.00045468i,-0.0012162+0.00080339i,-0.0010174+0.0006091i,0.00037503+0.00064816i,0.00090143-5.5294e-05i,0.00049998-0.0005347i,0.00081392+2.159e-05i,0.00059725+0.00043209i,-6.5935e-05+0.00090046i,-0.0001682+0.00080046i,0.00058621+0.00041348i,0.00026987+0.00044451i,-0.00051652+0.00026524i,-0.00047135+0.0001428i,-0.00039237-0.00034436i,-0.00012242-0.00067121i
0.00013024-0.0023603i,0.00056132-0.00046483i,-2.7691e-05+0.00084064i,-0.00081711+0.00088503i,-0.0010687+0.00055286i,-0.0012283+0.00033687i,-0.0011428+2.2231e-06i,-0.00053855-0.0003851i,-0.00053549+0.00048422i,-0.00078435+0.0011487i,-0.00074791+0.00051624i,-9.5583e-05-0.00024537i,0.00023345-0.00023084i,0.00023754-0.00025258i,-0.00011789+2.6654e-05i,-0.00075187+0.00018444i,-0.00039609-0.00017107i,-0.00045679-0.00025892i,-0.0011466+0.00031409i,-0.00045091+0.00043198i,0.00023783+0.00038637i,-0.00010358-0.00021098i,0.00027455-0.00048357i
0.0029074+0.0037391i,0.0036575+0.002936i,0.0035765+0.00032625i,0.002535-0.0015016i,0.0010976-0.0020685i,-0.00027861-0.0018363i,-0.00072322-0.0015469i,-0.00021517-0.00034566i,-7.0988e-05+0.00072233i,0.00042611+0.00056726i,0.00087189+0.00056803i,0.00057903+0.00060388i,0.0002412+0.00075794i,0.00022708+0.00092973i,-0.00012118+0.00037042i,-0.00099148+9.4142e-05i,-0.00070825+9.999e-05i,9.9971e-05-0.00065081i,-0.00010363-0.00053363i,0.00040491-0.0003251i,0.0010158-0.00029449i,0.00042948+0.00016741i,0.00029801-0.00011201i
-0.0028673-0.00074603i,-0.0032485+0.0010728i,-0.0029484+0.0021375i,-0.0012314+0.0020696i,-0.00029973+0.0019194i,-0.00071735+0.0010167i,-0.00036178+0.00017861i,-0.00036207-0.00021176i,-0.00066034+0.00030145i,-0.00038616+0.00056967i,0.00034501+0.00010134i,0.00097802-0.00041931i,0.0011749-0.00059267i,0.00093246-0.00073434i,0.00069117-0.0006742i,0.00072524-2.2103e-05i,0.00012533+0.00014936i,-0.00033126+2.5271e-05i,-0.00053798+0.00011789i,-0.00047232-7.4624e-05i,4.0227e-05-0.00025907i,9.2859e-05+0.00021633i,0.00042922+0.0011512i
-0.00022303-0.0022896i,-0.00030469-0.0033133i,-0.00037893-0.0040995i,-0.00027556-0.0032881i,-0.00045358-0.0012657i,-0.0012208+9.7546e-05i,-0.0016677+0.00056045i,-0.0013913+0.0003769i,-0.00065392+0.00045228i,2.6453e-05+0.00017943i,-3.7283e-05-0.00044177i,0.00021524-0.00083828i,0.001011-0.00054307i,0.00077792+0.00053823i,-1.82e-05+0.00055474i,0.00031081+0.00048577i,0.00018835+0.00037716i,5.4573e-06+8.7705e-06i,-0.00061393+0.00021557i,-0.0011938+0.0004542i,-0.00019119+0.0003785i,0.00039864+0.00016012i,0.00061681+0.00050964i
-0.0014662-0.00019627i,-0.0013852+0.0011647i,-0.0008535+0.002029i,-0.0016399+0.0019403i,-0.0020683+0.0010576i,-0.0011355+5.5378e-05i,-0.00088489-0.00034469i,-0.0012885+0.00045269i,-0.00093788+0.00052042i,-0.00045217-0.00023598i,-5.8331e-05-0.00049887i,0.00035584+4.1384e-05i,0.00026207-3.7543e-05i,0.00031602-0.00036081i,0.0001926+0.00032463i,-0.0006983+0.00043474i,-0.0015909+8.4314e-05i,-0.00079748+0.00015117i,0.00012697+0.00020317i,3.2766e-05-0.00023362i,-0.00054308-0.0002989i,-0.00025764-0.00016533i,0.0005904-0.00038116i
0.0012161-0.00034014i,0.0016835+5.8948e-05i,0.0016629+0.00026061i,0.00084439-0.001382i,0.00013095-0.0017735i,-0.00022322-0.00047307i,8.5421e-05-0.00046778i,0.0001236-0.00047265i,-0.00020261+0.00015386i,-9.4443e-05+0.00046328i,0.00031498+0.00098142i,0.00043129+0.0013304i,0.00052883+0.0013598i,0.00038103+0.00067797i,-0.0003672+0.00013552i,-0.00047265-0.00019839i,-0.00065599-0.00082086i,-0.0006639-0.00044394i,-0.00042281+0.00016847i,-0.001148+6.0756e-05i,-0.00098807+0.00041823i,-0.00069171+0.00026248i,-0.0007927-0.00031131i
0.0033537-0.00023944i,0.0027405-0.0003624i,0.0017293-0.0018344i,0.00073285-0.0036583i,-0.00061237-0.0026366i,-0.0018588-0.00086866i,-0.0022003-0.00014506i,-0.0016765+0.00023894i,-0.000254+0.00089491i,0.0014973+0.00070973i,0.0016852+0.00040642i,0.00049547+0.00013902i,-0.00038464-0.00016327i,-0.00048767+6.785e-05i,0.00035283+0.00031199i,0.0005619+0.00066103i,-0.00024689+0.0010819i,-0.00020681+0.00046893i,-0.0001077-0.00069597i,-0.00023959-0.0011544i,-0.00016148-0.00070461i,-0.0006201+0.00010029i,-0.0010997+0.00040442i
0.00034048+0.00062349i,-9.8237e-06+0.00061393i,0.00018217-0.00010846i,-0.00036992-0.00037576i,-0.00069645+0.00016686i,-0.00030797+0.00087382i,0.00011805+0.0015506i,-0.0002565+0.001424i,-0.0002337+0.0011699i,0.00012235+0.00039544i,-3.5123e-05-0.00030739i,-0.00023758-2.9141e-05i,7.4784e-05+0.00012213i,0.00047329+0.00038134i,8.9061e-05+0.0011263i,-0.00036361+0.00082475i,-0.00048633+0.00039524i,-0.00051821+0.00075929i,-0.00050982+0.00040734i,-0.00042928-0.00015529i,-0.00041496-0.00021694i,-0.00026164+5.7893e-05i,0.00013026+0.00037189i
0.00036871+0.0018167i,0.0015035+0.00099078i,0.0021577+0.00087529i,0.0011218-0.00032934i,-0.00079033-0.00071071i,-0.0015595+0.00017611i,-0.0016523+7.189e-05i,-0.0020817-4.1174e-05i,-0.0011514+5.8767e-05i,0.00058639+0.00011793i,0.0014117-5.7731e-05i,0.0012535-0.00051023i,0.00073363-0.00049982i,0.00019963+0.00016301i,-0.00014064-3.9136e-06i,-0.00022113-0.0013966i,0.00078829-0.0017775i,0.0010872-0.0009948i,0.00021237+0.00015913i,-6.8366e-05+0.00048601i,0.00037726+0.00018849i,-0.00042144-4.4677e-05i,-0.00045555-0.00032869i
-0.00015484-0.00043367i,-0.00087422+0.00037017i,-0.0014759-0.00053853i,-0.00091286-0.0013613i,-0.00063224-0.00050084i,-5.9841e-05+0.00075746i,0.00050834+0.00067303i,-0.00013533+0.00014288i,-0.00092206+0.00054473i,-0.00093647+0.0014422i,-0.00035605+0.0017803i,-0.0001338+0.0010338i,4.0701e-05-8.4427e-05i,0.00045483-0.00072711i,6.14e-05-0.00067581i,0.0002663-0.00010328i,0.00077218+0.00057199i,0.00035585+5.7835e-06i,-0.00056228-0.00053304i,-0.00090027-2.3523e-05i,-0.00015411+0.00058073i,0.00062644+0.00093361i,0.00092137+0.0011485i
0.00081468+0.00073597i,0.00061332+0.00060429i,-0.0003543+0.00067137i,-0.0013319+0.0005564i,-0.001706-0.00031117i,-0.0009799-0.0010713i,-0.00064571-0.00084996i,-0.0012451-0.0010018i,-0.0014048-0.0011i,-0.00105-4.707e-05i,-0.00088375+0.00066361i,-0.00058743+8.5975e-05i,-0.00023948-0.0010586i,2.2937e-05-0.0005222i,0.00017712+0.00061275i,-0.00054125+0.00061505i,-0.00089824+0.0002485i,-0.00033748-0.00039555i,-0.00027468-0.0010779i,-0.00068963-0.00067405i,-0.00042934+2.7964e-05i,1.8965e-05+0.00032456i,-0.00014255+0.0007343i
0.0001624-0.00047751i,-0.001327-0.00028771i,-0.0016909-0.0011357i,-0.0012503-0.0014963i,-0.00058034-0.00076001i,-0.00099461+1.9417e-06i,-0.001643-0.0004358i,-0.001288-0.00027812i,-0.00094184+0.00020556i,-0.00069354-0.00051522i,-0.00020946-0.0010066i,0.00035055-0.00051821i,-0.00027573+0.00044308i,-0.00098361+6.9943e-05i,-0.00099146-0.00050145i,-0.00046283+7.6588e-05i,0.00066399+0.0012653i,0.00078417+0.0017397i,0.00016787+0.00069368i,-1.7375e-06+0.0001421i,0.00014655+0.00076702i,0.0006645+0.00067444i,0.0011033+0.0001599i
0.0017731+0.004165i,0.0034639+0.0043924i,0.0051711+0.002861i,0.0040295-2.1556e-05i,0.0022426-0.0019018i,0.00044036-0.0026609i,-0.00092881-0.0019198i,-0.0007261+0.00010348i,0.00051739+0.0014201i,0.0014726+0.00047017i,0.0011816-0.00065871i,0.00053177-0.00041799i,-0.00032356+0.00061843i,-0.0010176+0.00033609i,-0.00088616-0.00062796i,0.00020314-0.00062947i,0.0014337-0.00071795i,0.0010638-0.00025867i,-1.4718e-05+0.00023995i,-0.00049576+1.9848e-05i,-0.00083267-0.00023661i,-0.00032021+0.00027534i,0.00069946+0.00072051i
0.00069278+0.00029523i,0.00044693-0.00021393i,0.00034082-0.0005249i,2.6994e-05-0.0015318i,-0.0012661-0.0017138i,-0.0015995-0.00056486i,-0.00085127+0.00027403i,-0.0011429+0.00088999i,-0.00084727+0.0013255i,-2.5861e-05+0.00049999i,3.0531e-05+0.00010257i,-7.9574e-05+0.00015426i,0.00050505+0.00034369i,0.001197+0.0003349i,0.00057546-0.00023177i,-0.00037072-0.0010203i,-0.00022298-0.00075607i,-0.00031413-0.00032339i,-0.00059749-7.0537e-05i,-0.00058612+0.00011431i,-0.0012585-0.00049198i,-0.0015624-0.00062105i,-0.00056844+0.00049449i
-0.00012241-0.00011225i,-0.00066126-0.0002633i,-0.00082754+0.00028181i,-0.00072946+0.00099355i,-8.4233e-05+0.0012021i,0.00047676+0.0012308i,-0.00020421+0.00083161i,-0.0011632+0.00075677i,-0.0014536+0.00049223i,-0.00089042+0.00055883i,0.00030398+1.2874e-05i,0.00063886-0.00051878i,0.00074806-0.00074806i,0.00040665-0.00051719i,-0.0005472-9.7325e-05i,-0.00041185-0.0007851i,0.00014747-0.0012807i,-0.00023771-0.0017175i,-0.00037461-0.0013383i,-0.00016094-0.00022247i,-0.00017739+0.00033625i,-0.00028382-7.3089e-05i,-0.00038866-0.000482i
-0.0001254+0.0014791i,6.1342e-05+0.0017189i,0.0014174+0.00065877i,0.00047297-0.001005i,-0.0020876-0.00034289i,-0.0029462+0.0006847i,-0.0021457+0.00025453i,-0.00087864-0.00034064i,9.7534e-05+3.1734e-05i,0.001085+0.00044963i,0.0015586+0.0001504i,0.0014834-0.00023357i,0.00033923-0.00019585i,-0.00011442+0.00019313i,0.00076032-9.0699e-05i,0.00075245-0.00072239i,0.00050543-0.00049624i,0.00031002-0.00017314i,-0.00046115+4.255e-05i,-0.00061286+0.00028944i,0.00039208+0.0009846i,0.00069592+0.00088548i,0.00050541+9.4892e-05i
0.0022086-0.003266i,0.0010992-0.0035239i,0.00016978-0.0030734i,-0.0010105-0.0034095i,-0.0024767-0.0032712i,-0.0018683-0.001403i,-0.00074899+0.0004654i,-0.00013182+0.00061757i,0.00065271+0.00048734i,0.0010212+0.00083778i,0.00058893+0.00061698i,0.00028899+0.0005188i,0.00043963-5.3042e-05i,8.1992e-05-0.00081483i,0.00027531-0.00044081i,0.00091008-0.0002078i,0.0011296-0.00045174i,0.00066872-0.00073328i,0.00061656-0.00034896i,0.00082904+0.0004133i,0.001057+0.00038803i,0.00077801+0.00012337i,-8.8528e-05+5.8141e-05i
0.0022189+6.0749e-05i,0.0023965-0.00060757i,0.0020173-0.0011581i,0.00056884-0.00099855i,-0.00098714-0.0020216i,-0.0017025-0.0021255i,-0.0012069-0.0010038i,-0.0012769-0.00034113i,-0.00099065-0.00029471i,-0.00056095-0.00083561i,-0.00062681-0.00061379i,-0.00069089+0.00030815i,0.00037534+0.00054908i,0.00063516+0.00033037i,-0.00012944-0.00054716i,-0.0001609-0.0007678i,6.233e-05-2.342e-06i,-0.00013509-0.00054124i,-0.0010864-0.0010994i,-0.0015629-0.00092598i,-0.00075208-0.00033042i,4.842e-05-0.00019357i,6.2042e-05-0.00033023i
0.0010446-0.00027195i,0.000482+0.0010973i,0.00038711+0.00048608i,-0.00025887-0.00065994i,-0.0010266-6.2322e-05i,-0.00028935+0.001204i,0.00049485+0.00049758i,-0.00022194-0.00031115i,-6.5117e-05-0.00022145i,0.00050743-2.667e-05i,0.00014364+0.00015531i,0.00031928+0.00023189i,0.00022123-3.5657e-05i,0.00018885-0.00066454i,0.00024766-0.00054162i,-0.00027735-0.00070062i,0.00022016-0.00092479i,0.00081722-0.00033726i,-0.00044191+0.00024695i,-0.0012715+0.00065554i,-0.00034041+0.00053797i,0.00016575+4.2208e-05i,0.00020629-0.00035227i
-0.0012325+0.0034895i,-0.00025691+0.003634i,0.0013021+0.0032906i,0.0011166+0.0013936i,0.0012985-0.00068621i,0.0015462-0.0011471i,0.00032654-0.0009614i,-0.00071246-0.0012147i,-0.00063266-0.00049187i,-8.0358e-05+0.00090596i,0.00092749+0.00078338i,0.0015675+0.0002901i,0.00049014+0.00014829i,-0.00045625-0.00051479i,-0.00019313-0.00056988i,-0.0002378+0.00020105i,-0.00089028+0.00027847i,-0.00080879-0.00029185i,-0.00064796-0.00019778i,-0.00078481+0.00062234i,-0.00085696+0.0010725i,-0.00092501+0.00080651i,-0.00062861+0.00038373i
-0.0014894-0.0027594i,-0.002305-0.0030275i,-0.0019942-0.0034993i,-0.0012495-0.0024396i,-0.0013935-0.00087305i,-0.00089059-4.7687e-05i,8.6677e-05+6.1553e-05i,-0.0005347-0.00027829i,-0.0014239-0.00013601i,-0.001258+0.00046153i,-0.00071356+6.6386e-05i,-0.00015668-0.00031652i,-8.1302e-05+0.00014671i,-9.6612e-05+0.00013312i,-0.0002564+0.00034388i,-0.00091736+0.00042823i,-0.0011958-0.00072116i,-0.00098173-0.0017701i,-0.00068046-0.0015064i,-0.00011557-0.00045715i,0.00027827+0.00081792i,-0.00015656+0.00098498i,-0.00010158+0.00062127i
0.00059178+0.00015867i,0.0011863+0.00050839i,0.00094524-0.00016858i,-0.00045897-0.00039021i,-0.00084314+0.00059192i,-0.00053616+0.00063688i,-0.00042993-0.00015405i,-0.0011579-0.00022214i,-0.0015674+0.00013452i,-0.00094098+0.00040972i,0.00019492-0.00023732i,0.00056087-0.0010684i,-0.00014202-0.00050234i,-0.00020778+7.0885e-05i,-0.00010311-0.00016206i,0.00025308-0.00010509i,0.00078038-0.00030167i,9.804e-05-0.00080338i,-0.00039588-0.00088433i,0.00012055-0.00022353i,0.00016557-0.0004664i,0.00016792-0.00051734i,0.0004618-8.7736e-05i
-0.00094176+0.00173i,0.00036939+0.0019207i,0.0018828+0.001824i,0.0019293+0.00071851i,0.00077493-0.0011509i,0.00027198-0.0014204i,-3.7101e-05-0.0012469i,-0.00055399-0.00087742i,-0.00050955-8.1287e-05i,0.00050402+0.00021917i,0.0014482+0.00014106i,0.0011528-0.0003757i,0.00056228-0.00042618i,0.00016536-7.1517e-05i,-0.00063795-6.6018e-05i,-0.00078587-3.1227e-05i,0.00010438-0.00019774i,0.00037884-5.8591e-05i,0.00017729+0.00046758i,-3.4189e-05+0.00075345i,0.00017842+0.00036583i,0.00038316-0.00019155i,-3.7377e-05-0.00034445i
0.00021157-0.0017465i,0.00016576-0.001146i,-0.00083525-0.0001841i,-0.00089323-0.00010043i,-0.00096665-0.00022222i,-0.00079268+0.00027313i,-0.00035552+5.8228e-05i,-0.00031678-0.00057986i,-0.00058146-4.9851e-05i,-0.001153+0.00083029i,-0.00059961+0.00068292i,0.00028895-2.3402e-06i,0.00034382-0.00019945i,0.00030273+5.996e-06i,-2.0132e-05-9.1274e-05i,-4.9692e-05-0.00031233i,0.00043366+0.00013388i,-0.00023446-6.8455e-05i,-0.00050837-0.00057252i,-0.00059916+5.8615e-05i,-0.00052833+0.00027716i,0.00030063+0.00021253i,5.1022e-05+0.00051501i
-0.00040123+0.0014593i,0.0012617+0.0014141i,0.0022706+0.00014598i,0.0015832-0.0012488i,0.0012364-0.0015625i,0.0016102-0.00090018i,0.0016262-0.00038969i,0.00040668-0.000429i,-0.00049166+0.00046062i,-0.00018123+0.00051568i,-0.00037153-0.00033213i,-0.00072582-0.00045143i,-0.00010467-0.00073703i,0.00012491-0.00051491i,-0.00043858+0.00041047i,-0.00034329+0.00068229i,0.00019397+0.00019034i,0.00031302+3.6497e-05i,0.00048697+0.00026482i,0.00012391-0.00010929i,-0.00041887-0.00046144i,0.00028435-0.00044482i,0.00024389-0.00060003i
0.00039757+0.00021021i,0.00022715+0.00081034i,-0.00023832+0.00082367i,-0.00060848-0.00012586i,-0.00068361-0.00085205i,-0.00032666-0.00061128i,-0.00046967-0.00024463i,-0.00057723-0.00043555i,-0.00063304-0.00047604i,0.00034877-0.00063168i,0.00097095-0.00037443i,0.00017311-0.00018106i,1.1926e-05-0.00013136i,-0.00037998+4.9855e-05i,-0.00053818+0.00024113i,-0.00069784-0.00018254i,-0.0013614-0.001054i,-0.0011328-0.0010081i,-0.0004105-0.0002431i,-0.00035496+1.4446e-05i,-0.00062813+0.00019353i,-0.00061296+0.00026138i,2.3577e-05-0.00033747i
0.00031302+0.0018475i,0.00060441+0.0024087i,0.00039912+0.0015107i,0.00046324+0.00050721i,0.00019767-3.7048e-05i,-0.00018627-0.00031378i,-0.00018172-0.00084749i,-1.0442e-05-0.00049922i,0.00027674+0.000317i,-2.7979e-05+0.00037215i,-0.0007792+0.00019027i,-0.00017082-0.00075229i,0.00059452-0.00077442i,0.000194-0.00066087i,0.00033061-0.00042325i,0.00064631-1.5289e-05i,0.00054298+1.9495e-05i,0.00068965-0.00035837i,-0.00012102-0.0001414i,-0.00053156+0.000412i,0.00061818+6.1631e-05i,0.0015031+1.0628e-06i,0.00089861-0.00016816i
-0.00020747-0.00057239i,0.00027591-0.0019267i,0.0015481-0.0027103i,0.0014511-0.0028236i,0.00040069-0.0026589i,5.5428e-05-0.0024135i,-6.9005e-06-0.0018608i,-0.00054113-0.00012386i,-0.0010052+0.0017264i,-0.0005359+0.0019201i,-0.00036744+0.00079822i,0.00013718-0.00024902i,0.00057534-0.00072342i,-0.00087312-0.0012134i,-0.00045587-0.0013456i,0.00011293-0.00038673i,-0.00065101+0.00029991i,-4.4863e-06+0.00023573i,0.00018399+4.7944e-05i,-0.00020248-6.4006e-05i,4.6624e-05-0.00028109i,-7.387e-05-0.00033232i,-0.00032055-0.00040325i
0.0005423-0.00041923i,-4.769e-05-2.6214e-06i,0.00022722-0.00091793i,2.3033e-06-0.0013349i,-0.0011867-0.00095439i,-0.0017095-0.00040672i,-0.0010259-0.00040453i,-0.0012413-0.00015485i,-0.0009611+0.00011019i,-0.0004552+0.00029302i,-0.00074633+0.00028314i,0.00024987-4.5966e-05i,0.0010609-0.0007565i,0.00011039-0.00042116i,-0.000296-0.00011013i,-0.00037995-0.00053148i,-0.00044013-0.00021468i,-0.0002142+0.00017068i,-8.4863e-05-5.0829e-05i,-8.1624e-05-1.4613e-06i,-0.00025774+0.0003866i,0.00010765+0.00028744i,0.0004128+0.00017621i
-0.0003255+0.0016162i,-0.00087707+0.0033769i,-0.00047615+0.0032316i,0.0001551+0.0019395i,-0.00018397+0.000709i,0.00025859+0.00081815i,8.3015e-05+0.00032344i,-0.00031073-0.0006113i,-4.6357e-05-0.00012011i,5.6097e-05+0.00049287i,0.00037051+0.00076681i,0.00088654+0.00064562i,0.00079039+0.0003806i,-0.00021453+0.00017934i,-0.00072706+3.4831e-05i,-0.00061304-6.4692e-07i,3.2748e-06+0.00020914i,0.00076284+0.00018542i,0.00085501+6.7231e-05i,0.00036379+0.00026789i,-0.00012516+0.00044531i,-0.00026668+0.0012901i,-0.00013199+0.0011025i
