-0.0031157+6.6827e-05i,-0.0015924+0.00041647i,-0.0011089+0.00083487i,-0.00021131+0.0013816i,0.00026112+0.0023418i,0.00015639+0.0023987i,0.00013434+0.0018371i,3.0305e-05+0.0014614i,-5.1115e-05+0.00050424i,0.00055687-0.00034813i,0.00068518-0.00039019i,0.00071853-0.00056485i,-0.00017247-0.00069014i,-0.00099423-0.0005334i,0.00011933-0.00075686i,0.0002087-0.00034601i,-0.00028334+0.00045497i,-0.00047704+0.0012478i,-0.00079992+0.0011932i,-0.00019051+0.00020482i,0.0003433+0.00022345i,3.5052e-05+0.00067693i,-0.00019079+0.00041189i
-0.0016494+0.00042594i,-0.0030332+0.0015559i,-0.0021137+0.00092983i,0.00015318+0.0010557i,0.00060467+0.0010276i,-0.00034941+0.00081383i,-0.00049937-0.00017935i,-0.00045742-0.0011698i,-0.00088433-0.00060256i,-0.0012388-0.00021308i,-0.0010564-0.00059085i,-0.00059768-0.00019325i,-0.00083204-0.00014286i,-0.00036584-0.0005859i,0.00049749-0.0004788i,0.00030265-0.0003963i,-0.00014197-0.00087563i,7.4389e-05-0.0013547i,7.8054e-05-0.0010936i,-0.00025581-0.00010508i,-0.00029904+0.00011714i,-0.00012573-0.00022816i,-0.00031093-0.00048928i
-0.002129-0.0022904i,-0.0033233-0.0019172i,-0.0036808+0.00020919i,-0.0024693+0.0020126i,-0.0010795+0.0025685i,-0.00061533+0.0022785i,-0.00067387+0.0014438i,-0.0009489+0.00061843i,-0.00075424+0.00051338i,1.9174e-05+0.00035143i,0.00036525+0.00043274i,-7.3449e-05+0.00019694i,-0.0002574-0.0004109i,-0.00095168-0.00064819i,-0.00065079-0.00057908i,1.4788e-05-0.00083838i,-0.00025613-0.00031185i,9.6879e-05+0.00036564i,0.00039381+9.9302e-05i,0.00041025-0.00059204i,8.1214e-05-0.00064988i,-0.00051883-0.00039638i,-0.00080964+0.00048466i
-0.0013894-0.00090777i,-0.00096719+0.00069594i,-0.00075438+0.0036145i,-0.00074245+0.003883i,-7.8396e-05+0.0037501i,-0.00044105+0.0031619i,-0.001272+0.00091319i,-0.0017831-0.00052119i,-0.0014056-0.00010776i,-0.00067098+0.00096386i,-0.00040195+0.0011526i,0.0002869+0.00027525i,0.00066582-0.00053934i,0.00022149-0.00030552i,0.00013435+0.00055415i,0.00044017+0.00077768i,0.00048435+0.00047796i,0.00025925+0.00061058i,-1.2335e-05+0.00098063i,-0.00046978+0.00044113i,-0.00023185-0.00076863i,0.00064432-0.00058583i,0.00040688+0.00029947i
-0.0021954+0.00033537i,-0.0015968+0.0024915i,-0.0017289+0.0030302i,-0.00079721+0.0026026i,0.00061458+0.002763i,0.00016493+0.0018945i,0.00021271+0.00037697i,-0.00023043-0.00039615i,-0.00075378-0.0001294i,-7.9918e-05+0.00021055i,-6.2293e-05+0.00023883i,-0.00048104+0.00014664i,-0.0008006+0.00076281i,-0.00064763+0.0011396i,-0.00012241+0.00017588i,8.8499e-05-0.00079662i,-0.00023651-0.00053659i,-0.0010256-7.2407e-05i,-0.0017372-8.4308e-06i,-0.0012461-0.00033602i,-0.00087642-0.00090794i,-0.00071269-0.00070407i,-0.00039538-0.00032341i
-0.0020153-0.00091512i,-0.0011235-0.00082873i,-8.5399e-05-8.3086e-05i,0.00077747+0.001038i,0.0012527+0.00097364i,0.00099014+0.0001596i,3.6351e-06-0.00022922i,-0.0012064-0.0002587i,-0.0012794-0.00036983i,-0.00097575-0.00032518i,-3.3945e-05-0.00054297i,0.00077922-0.00040804i,0.00090116-0.00033674i,0.0011265-0.00064131i,0.0005205-5.2465e-05i,-0.00011957-0.00060357i,-0.00074521-0.0015788i,-0.00054661-0.0013172i,0.00017394-0.00028649i,7.5796e-05+0.00047363i,-0.00011758+0.00077477i,-0.00013074+0.0010379i,0.00021206+0.00044917i
0.00015237-0.0027519i,-3.6104e-05-0.0017201i,-0.00034561-0.00015821i,-0.00094458+0.00023594i,-0.00063158+0.00064826i,-0.00031014+0.0014928i,-0.00068846+0.0011148i,-0.0010589+0.00081024i,-0.00092743+0.00066553i,-0.00035486-0.00079905i,0.00062936-0.0011943i,0.00061938-0.00057739i,0.00046813-0.00050547i,0.00080589-0.00052888i,0.00081306-0.00071732i,9.795e-05-0.00054446i,-0.00044147-0.00037384i,-0.00047125-0.00097424i,-0.00072364-0.00081089i,-0.00080251+0.00021652i,-0.00070212+0.00034679i,-0.00048527+0.00021352i,-3.8846e-05-0.00053328i
0.0014159+0.0028343i,0.0016916+0.0030707i,0.001922+0.0035997i,0.0018899+0.0030367i,0.00091432+0.0015806i,-0.00068619+0.00061254i,-0.0013731+0.00035347i,5.6482e-05+0.00090762i,0.0014108+0.0018453i,0.0015402+0.0012762i,0.0004633-0.00016856i,-0.00091744-0.00069289i,-0.0014444-0.00042103i,-0.0013868-0.00060415i,-0.001023-0.0012606i,-0.00050478-0.00079167i,-0.00034136+0.00030058i,-0.00042695+0.00029297i,-2.7009e-05-7.2281e-05i,0.00095037+0.0006717i,0.00047336+0.00069947i,-0.00069854+3.9102e-05i,-0.00037897-0.0007544i
-0.00095528+0.00050286i,0.00011976-0.00031038i,0.00030094-0.00066419i,-0.00045691+0.0012015i,-0.00064798+0.0013793i,-0.00018392+0.00086558i,0.00074858+0.0011482i,0.0014447+0.00062145i,0.0021766+0.0004343i,0.0022625+0.00029264i,0.0016751+0.00070255i,0.00058568+0.00040883i,0.0002209-0.00021103i,-6.2535e-05-0.00029241i,-0.00012922-0.00059403i,0.00011662-0.0006179i,-7.6371e-06-0.00061042i,-0.00013135-9.7918e-05i,-9.8308e-05+0.0006098i,-9.4296e-05+0.00041554i,-0.00028273+0.00021592i,-1.7989e-05+0.00072711i,-0.00010074+0.0007095i
-0.00026019-0.0022914i,-0.00075136-0.0019102i,-0.0014886+2.657e-05i,-0.0012621+0.0023796i,0.00025486+0.0032096i,0.0014239+0.0017696i,0.0014863+0.00025591i,0.00064953-7.5548e-05i,-0.00057274-0.00096271i,-0.00027573-0.0017604i,0.0002105-0.00089168i,-0.00021444-0.0010137i,-0.0010034-0.0014254i,-0.00086598-0.00052036i,-8.4336e-06+0.00024167i,-0.0004447+0.00026493i,-0.00076664-0.00057481i,-0.00051191-0.00062852i,-0.00084372-0.00011805i,-0.00056184+0.00050674i,5.1454e-06+0.00069041i,-0.00069186+0.00062789i,-0.0011107+0.00050889i
0.00064437+0.0021469i,0.00054972+0.003305i,0.00091266+0.0029935i,0.0026278+0.0026126i,0.0036891+0.0029861i,0.0036457+0.0017188i,0.0022708-0.00075469i,0.00024453-0.0007586i,-0.00057768+0.00047809i,9.4557e-05+0.00041893i,0.00046904+0.00012483i,0.00020181-0.00011307i,0.00042244-0.00031478i,0.00062171-9.1054e-05i,0.00084849+0.00013532i,0.00039302-0.00021732i,0.00025261-0.00035169i,0.00045893-1.3008e-05i,0.0004365+0.00044294i,0.00040167+0.00089219i,-0.00025385+0.0002893i,-0.0010603-0.00034001i,-0.00095445+0.00036479i
-0.0049448+0.00023267i,-0.005943+0.0014188i,-0.0048418+0.0010378i,-0.0027999+0.00097513i,-0.00095217+0.00091773i,7.1687e-05+0.00038155i,-0.00044323-0.0005671i,-0.0011075-0.000907i,-0.00089598+0.00043736i,-0.00025337+0.0012432i,0.00067968+0.0011773i,0.00032039+0.00055518i,-0.00030036-0.00040955i,-9.2169e-05-0.00053716i,0.00082495-0.00013059i,0.0012497-9.0502e-05i,0.00061291+8.1558e-06i,-0.00026934+5.4895e-05i,-1.8481e-05-0.00011799i,0.00059112-0.00013743i,0.00055452-0.00016178i,0.00047055+0.00081235i,0.00026438+0.0014112i
-0.00036822-0.0026546i,-0.00042467-0.00080909i,-0.0012521+0.00097911i,-0.0012713+0.0017691i,-0.0011536+0.0015787i,-0.00085377+0.00098812i,-0.0014072+0.00032392i,-0.0015849+0.00046954i,-0.00076297+0.00069687i,7.5666e-05+0.00045098i,-6.3801e-05+0.0002132i,-0.00016674-0.00036005i,0.00016718-0.00069468i,0.00033911-0.00039472i,0.00012243+0.0002001i,-0.00016969+0.00069271i,-0.00027147+0.00094606i,-0.00057398+0.0010663i,-0.00048388+0.00053149i,-0.00011822+0.0001621i,-0.00026505+0.00014148i,-0.00064126+0.00059586i,-0.00095229+0.00048296i
0.0016449+0.0012538i,0.0014031+0.00074957i,0.0010027+0.0014828i,0.0009205+0.0017109i,0.00050867+0.0011321i,-2.7075e-05+0.00070209i,-0.00051629+0.00064675i,-0.00032934+0.0012868i,0.00012355+0.0011053i,9.0877e-05-0.00034318i,0.00021991-0.00099349i,0.00019192-0.0014255i,1.1315e-05-0.0013698i,-0.00010479-0.0005472i,-4.9062e-05+7.5816e-05i,-0.00014343-0.00033316i,-0.00011418-0.00035946i,0.00043636-5.5547e-05i,0.00011777+0.00025837i,-0.00024896+0.00095269i,6.2054e-05+0.0010948i,0.00052408+0.00035562i,0.00069091-0.00024194i
0.00025948+0.00030812i,0.00051476-0.00010613i,0.00037222+0.0010162i,0.0002195+0.0024963i,0.000599+0.0021944i,0.00016703+0.002115i,0.00048957+0.0021288i,0.0012465+0.0015566i,0.0012751+0.00072893i,0.00085771-0.00026212i,0.00029028-0.00039068i,-6.4636e-05+6.239e-06i,-0.00076393-0.00036257i,-0.00057733-0.00034556i,-0.00025033+0.00017906i,-0.00043194+0.00016451i,0.00044797+0.00039669i,0.0011382+0.0010844i,0.00069815+0.00083653i,0.00030527+0.00014774i,0.00044189+0.00021827i,0.00073829+0.00013251i,0.00028985-0.00020528i
0.00037338-0.00066302i,0.0014817-4.5848e-05i,0.002215+0.0015466i,0.0022733+0.0035184i,0.0019057+0.0040875i,0.0021705+0.0029338i,0.0023174+0.0015013i,0.0016576+0.00068638i,0.0012124+0.00050216i,0.00076428+7.8708e-05i,-0.00046985-0.00096627i,-0.0012497-0.0010496i,-0.0011674-0.00075455i,-0.00075228-9.7221e-05i,-0.0007227+0.00031833i,-0.001082-0.00030895i,-0.00091993-0.00036645i,-0.00039655+0.00027384i,-0.00036518+0.00034964i,-0.00065138+0.00042467i,-0.00023021+0.00070142i,0.00053655+0.00032291i,0.00011659-0.00033983i
-0.0020759+0.000158i,-0.0021778+0.0018641i,-0.0024098+0.0030257i,-0.00089653+0.0029416i,0.0017515+0.002721i,0.0026259+0.0012308i,0.0019196-6.7539e-05i,0.0004528-0.00060546i,-0.0006238-0.00064522i,-0.00050831-0.0003307i,0.00014366+2.3717e-05i,0.00069262+0.00037111i,0.00054048+0.00022462i,0.00047423-0.00011993i,0.00089871+0.00029258i,7.2058e-05+2.7857e-05i,-0.0012877-0.00059921i,-0.0014494+0.00032431i,-0.00082801+0.001033i,-0.00061247+0.00079451i,-0.0013685+0.0004137i,-0.0016422-1.9038e-05i,-0.00055272-0.00016344i
-0.0015458+0.0012899i,-0.0026344+0.0027572i,-0.0017021+0.0024924i,0.00040418+0.0017411i,0.00035295+0.0017489i,-0.00032934+0.00021178i,-0.00055557-0.0019516i,-0.00047671-0.0018953i,0.00068731-0.0010292i,0.0014192+1.0176e-05i,0.00018355+0.0004028i,-0.00058952+0.00022519i,-7.0658e-05-9.2575e-05i,-0.00018483+1.0308e-05i,-2.8297e-05+0.00043404i,0.00069973+0.0002001i,0.00029036+0.00010623i,-0.00060321+0.00039797i,-0.00019801+0.00028514i,0.00035573+0.00044752i,-0.00036172+0.00047485i,-0.00031504-3.1825e-05i,0.00028837+7.7238e-05i
-0.0023312-0.0013356i,-0.0034619-0.0013076i,-0.0030209-0.00073819i,-0.0012051+0.00047609i,0.00013773+0.00065826i,-1.6136e-05-0.00050328i,-0.001453-0.00085266i,-0.0023851-0.00011925i,-0.0018874+0.00040089i,-0.0011689+0.00090152i,-0.00054793+0.00075116i,-0.0003948+0.00012874i,-0.0004746-0.00067373i,-0.00018609-0.00032896i,0.00010313+0.00035131i,0.00024014+9.2985e-05i,8.6534e-05+0.00040213i,-0.00037022+0.00014002i,-0.00014412-0.0003364i,0.00055109-6.8451e-05i,3.4995e-05+0.00016506i,-0.00086014+0.00021911i,-0.0002115+0.00021448i
0.0032778-0.0015117i,0.0036216-0.0019681i,0.0026854-0.0016796i,0.00087978-0.0012016i,-0.00031849-0.0010403i,-0.0011018+0.00025849i,-0.0014914+0.0019894i,-0.00065494+0.0025595i,0.00011641+0.0011629i,0.00076527-5.684e-05i,0.0001817-0.00033907i,-0.00086603-0.0004647i,-0.00061533+2.3899e-05i,-0.00039113+0.0005217i,-0.00038296-5.967e-05i,5.1543e-05+6.8145e-06i,0.000225+0.00027741i,2.8431e-05-1.0851e-05i,-0.0004986-0.00022786i,-0.0010766-0.00065667i,-0.0012388-0.00087453i,-0.00061967-0.00056353i,0.0003687-0.00061124i
0.00046002+0.0019507i,-0.00025994+0.0011643i,0.00035958+0.0011323i,0.00093033+0.0012864i,7.562e-05+0.0012143i,-0.00042651+0.0019789i,0.00015637+0.0023078i,0.00067548+0.0017525i,0.00046057+0.0012068i,-0.0001059+0.0013574i,-0.00034833+0.00090325i,-0.00023745+0.00064683i,-0.00084748+0.00079519i,-0.0011979-0.000104i,-0.00072545-0.0008142i,0.00018613-0.00010991i,0.00039252+0.0001791i,-9.8344e-05-1.6414e-05i,-0.00041666+0.00065372i,-0.00074657+0.00094892i,-7.6189e-05+0.00053323i,0.00051557+0.00016277i,0.00048021-3.2608e-06i
-0.00041846-0.0033928i,-0.0012274-0.0033682i,-0.0012449-0.0027913i,-0.00084347-0.00021559i,0.00013233+0.0024412i,0.0011916+0.0035071i,0.0020684+0.0028527i,0.0029062+0.0011872i,0.0020039-0.00045733i,0.0002349-0.00093507i,-0.00059364-0.00026176i,-0.00057087+0.000103i,-0.00042543-0.00073793i,5.4779e-05-0.00073877i,0.00078391+0.00028313i,0.00015906-2.4884e-05i,-0.00059833-0.00054354i,-0.00043038-0.00014393i,-0.00019163+0.00070128i,-0.00055233+0.0010138i,-0.00027378+0.00055891i,9.6293e-05+0.00023972i,-0.00020637+0.00010955i
0.0014669+0.00040601i,0.0010835+0.00030352i,-0.00042379-0.00044934i,-0.00019872-0.0003679i,0.0018412+0.00018444i,0.0026364+3.0286e-05i,0.0021333-0.00063187i,0.0016566-0.00091747i,0.0010536-0.00072473i,0.0001205-0.00096167i,0.00017367-0.001627i,0.0005105-0.0013241i,0.00010024-0.00069006i,-0.00056328-0.00071426i,-0.00041731-0.00069598i,0.00050065-0.00081801i,0.00043072-0.00014949i,-0.0004647+0.0011448i,-0.00069641+0.0018066i,-5.3759e-05+0.0019101i,0.00072726+0.0012839i,0.00035912+0.0010945i,-6.2004e-05+0.0013139i
0.0022803+0.0016972i,0.00075682+0.0019486i,0.00021816+0.0023142i,0.00067294+0.00078244i,0.0013531-0.00052842i,0.0011299-0.00063748i,9.3748e-05-0.0011584i,-0.0014678-0.0015321i,-0.0010204-0.00048853i,-0.00014286-0.00010982i,0.00027088-0.00074008i,0.00011837-0.00086685i,-0.00045438-0.00073583i,-0.00053011-8.3305e-05i,-0.00011911-0.00010503i,0.00029847-0.00013893i,0.00028487+0.00010694i,0.00059845-0.00015112i,0.0010297-0.00022523i,0.00084454-0.00072863i,0.00026565-0.00086722i,0.00010726+6.5815e-05i,6.3207e-05+0.00040042i
-0.0021462+0.0019129i,-0.0020125+0.0026477i,-0.0012422+0.0025864i,0.00075128+0.0031066i,0.0016103+0.0032275i,-7.2628e-05+0.0010466i,-0.002072-0.00062403i,-0.002411-0.00057624i,-0.0016329-0.0002672i,-0.00063629+9.171e-05i,-0.00068704+0.00051999i,-0.0007169-0.00013505i,-0.00010625-0.00071995i,0.00024026-0.00076673i,0.00023604-0.00022834i,0.00045588+0.00035901i,0.00041983-0.00012077i,-0.00017436-0.00016297i,5.9786e-05+0.00028566i,-9.0726e-06+3.8579e-05i,0.00048177+0.0004699i,0.0009714+0.0014415i,0.00030284+0.0012563i
0.0010091-0.0039715i,0.0013222-0.0039145i,0.00081593-0.0026891i,0.00014712-0.00084777i,-0.00077768+0.00064554i,-0.0012037+0.0013663i,-0.0013812+0.002185i,-0.0016612+0.0020773i,-0.0016131+0.0013374i,-0.0014712+0.0011001i,-0.0013071+0.00059082i,-0.0012465+0.00030073i,-0.00057222-0.0003197i,0.00031804-0.00014556i,0.0006402+0.00094325i,0.0005764+0.00082825i,0.00019164-0.00019644i,0.00013485-0.00078884i,-0.0005502-0.00042276i,-0.0011501-0.00016567i,-0.00096616-0.00010631i,-0.0014972-7.9434e-06i,-0.0012676+0.00030203i
0.00039711+0.00020318i,0.00073319+0.00034094i,0.0011298+0.0012693i,0.0021498+0.0020953i,0.0015158+0.0021415i,9.793e-05+0.0025264i,-0.00049612+0.0024549i,-5.7612e-05+0.002438i,0.00037625+0.0026512i,0.00029954+0.0019824i,0.00079144+0.0014301i,0.00067977+0.0016062i,0.00071248+0.0015131i,0.00061143+0.0008594i,0.00034069+0.00025403i,-0.00046281-0.0003563i,-0.00088396-0.0001915i,-0.0003004+0.00044601i,6.2673e-05+0.00029599i,0.00025652+0.00031955i,3.2035e-05+0.00055515i,-0.00060586+0.00040138i,-0.00082907-0.00036384i
-0.0042132-0.0011414i,-0.0046002-0.00092217i,-0.0041282-0.00062758i,-0.0027848+0.00090816i,-0.0004777+0.0029183i,0.0013034+0.0031118i,0.0017345+0.001724i,0.001872+0.00047547i,0.0015106-0.00013842i,0.0010596-0.00042714i,0.00066459-0.00012291i,0.00036615+0.00020817i,0.00041554+0.00039339i,0.00054088+0.00050549i,3.3062e-05+0.00091732i,-0.00049966+0.00072646i,-0.00066129-1.7388e-05i,-0.00048156-0.00076415i,-0.00045862-0.00074588i,0.00020597+0.00023771i,0.00094855+0.00013079i,0.00041326-0.00053197i,0.00010633-0.0001078i
-0.00056643+0.00060193i,0.00018205+0.00067704i,-0.00015158+0.00078749i,-0.00024137+0.00093934i,0.0012585+0.0014173i,0.0020332+0.00083541i,0.0020105-0.00057477i,0.0014321-0.0009832i,0.0010167-0.0011812i,0.0012038-0.0019398i,0.00080359-0.001862i,0.00066285-0.0011237i,0.00077056-0.0011811i,0.00036008-0.0010311i,0.0003056-0.00018853i,0.0006161+0.00061032i,0.00051371+0.00056162i,7.4917e-05-0.0001707i,0.00011-8.3241e-05i,0.00020292-0.00017853i,0.00013699-0.0001707i,-0.00045381+0.00064555i,-0.00090918+0.0010714i
-0.00037626+0.0018695i,-0.0002334+0.0044338i,-0.00086886+0.0039332i,0.00067002+0.0032592i,0.0015556+0.0038982i,0.0010791+0.0024395i,0.0002647-0.00048411i,-0.0011594-0.0013888i,-0.0017907-0.00059841i,-0.0015493-0.00094631i,-0.00070796-0.0018018i,0.00039046-0.0011951i,-0.00039514-7.3724e-05i,-0.00091138+0.0002865i,-0.00054174-0.00013459i,-0.00036935-0.00055289i,-0.00017485-0.00033788i,-0.00016574+0.0003763i,-0.00036053+0.0010443i,-0.00030277+0.0010321i,8.9065e-05+0.0011312i,0.00018298+0.0015614i,-6.7792e-05+0.00117i
-0.00050736+0.0021532i,-0.00086201+0.0027405i,-5.7563e-06+0.0039477i,0.0014462+0.0038762i,0.0019288+0.0023757i,0.00067434+0.0010187i,-0.0013046+0.00018079i,-0.0021765+3.0736e-05i,-0.0019205+0.00032583i,-0.0011751+0.00013295i,-0.00043973-0.00089848i,-0.00058228-0.0010873i,-0.00090936-0.00042312i,-0.0010055+6.9099e-05i,-0.00098975+0.00022176i,-0.00016752-0.00016821i,0.00063965-5.0059e-05i,0.00020084+0.00034427i,-0.00028617+0.00090235i,-5.9263e-05+0.00098289i,-0.00038186+0.00090896i,-0.00037685+0.00084001i,-1.2692e-05+0.00064948i
-0.0028659-0.002096i,-0.0014774-0.0027751i,-0.0013348-0.00027467i,-0.00099491+0.0021496i,0.00019054+0.0025434i,0.00064156+0.0017721i,-0.00077019+0.0013812i,-0.00095048+0.0018912i,-0.00023805+0.0016975i,-0.00038844+0.0011111i,-0.00074833+0.00044071i,-0.00072559-0.0003022i,-0.00040993-0.00034736i,-0.00025636-0.00044749i,-0.00035028-0.00053451i,0.0004249-0.00058045i,0.00083537-0.00033909i,-0.00040489+0.00058039i,-0.00064696+0.0001286i,-0.00012081-0.00057702i,-0.0008149-0.0004926i,-0.0010422-0.00062045i,-0.00050039-0.0009946i
-0.00040779-0.00013425i,-0.00043453-0.00080625i,0.00032709-0.0015704i,0.00035321-0.0015405i,0.00012422-0.00013015i,0.00015783+0.0014933i,0.00014102+0.0013162i,0.00049762+0.0011297i,0.00088124+0.0014367i,0.00094219+0.00067478i,0.0010903+0.00010442i,0.00077073-8.367e-05i,7.4478e-05-0.00031546i,-0.00021368-0.00058316i,-0.00015428-0.00042475i,-0.00011179+8.7396e-05i,-0.00051216+0.00041401i,-0.00037882+0.00087132i,6.0516e-06+0.00034561i,-0.00036602-0.00046769i,-0.00028255-0.00048308i,0.00016988+0.00035652i,-0.00013891+0.00048193i
-0.00012618+0.00133i,-0.0017953+0.001461i,-0.0021243+0.001484i,-0.0018896+0.0012611i,-0.0013177+0.0010557i,-0.00032556+0.0011662i,0.00090663+0.00064968i,0.0020275-0.00057335i,0.0017889-0.00047803i,0.0011085-1.9517e-05i,0.0012157-0.00062267i,0.00089752-5.9707e-05i,0.00037969+0.00083674i,0.00064003+0.0002893i,0.00095408-0.00023574i,0.0010132-0.00032298i,0.0010656-1.4595e-05i,0.00033023+0.0005786i,-0.00033571+0.0014525i,-0.0013754+0.0015992i,-0.001618+0.00046591i,-0.0006677+9.4368e-05i,0.0001863+0.0011554i
-0.0004738+0.00057906i,-0.00017371-0.00071994i,-0.001186-0.0010554i,-0.0024255-0.00097249i,-0.0016076+0.00032569i,-0.00014746+0.0010558i,0.0012004+0.00095168i,0.0012499-0.00029817i,0.00042174-0.0015652i,0.00027552-0.0014874i,0.00022944-0.0018403i,-0.00013032-0.0014955i,-0.00038653-0.0010568i,-0.00056044-0.0013256i,-0.00016175-0.001466i,3.1401e-05-0.00096695i,-0.00071078-6.5362e-05i,-0.00096091+0.00018764i,-0.00052677-0.00017497i,-0.00033645-0.00059914i,0.00012308-0.00040911i,0.00059732+0.00034162i,-3.1146e-05-2.2771e-05i
0.0010523-0.0002446i,0.00054239+0.00056778i,0.00057047+0.0012276i,-3.333e-05+0.002124i,-8.6562e-05+0.0018382i,0.0014003+0.0001332i,0.00061192-0.00093587i,-0.00087899-0.001492i,-0.00095698-0.0013544i,-0.00052454-0.0013492i,-0.00059989-0.0016435i,-0.0011428-0.0011656i,-0.0011866-0.0011227i,-0.00085796-0.00085669i,-0.00067631-0.00045042i,-0.00047638-0.00039179i,-2.7513e-05-0.00045513i,0.00037305-0.00044238i,0.00063837-7.6077e-05i,-4.4887e-05-0.00017054i,-0.00024638-0.00045146i,0.00035878+0.00046422i,0.00010585+0.00089108i
3.015e-05+0.0017464i,-0.00081119+0.0017059i,-0.00085448+0.0018141i,0.00027417+0.002569i,0.0011639+0.0020595i,0.0013897+0.00059955i,0.00017919+0.00013794i,-0.00065028+0.00030894i,-0.00034109+0.00061113i,-0.00070453+0.00086138i,-0.0010481+0.00076613i,-0.0011213-0.0002364i,-0.0008365-0.00049778i,-0.00038582-0.00018372i,4.8291e-05+0.00019941i,-3.4302e-06-0.00029357i,-0.00019204-0.00051818i,4.5966e-05+0.00068003i,-0.00039535+0.0012833i,-0.00070511+0.00068477i,-0.0011831-0.00014842i,-0.0010155-8.1016e-05i,3.0019e-05+3.619e-05i
-0.0027654-0.0052992i,-0.0036929-0.0064832i,-0.0024583-0.00442i,-0.0014011-0.0013662i,-0.00045251-0.00017604i,-6.1652e-05+0.00026079i,-0.00078852+0.0001505i,-0.00054369+0.00058124i,0.00017511+0.00046576i,-0.00020596-0.00047322i,-0.00088408-0.00063258i,-0.00054843+0.00023344i,0.00037833+7.7605e-05i,4.95e-05-0.00041423i,-0.00015422-0.00032404i,0.00038002+0.00046118i,-0.00013545+0.00016108i,-0.00024706-0.00037756i,-0.0010267-0.00037924i,-0.0022416-0.00067302i,-0.0015826-0.00053576i,-0.00058746-0.00045417i,0.00022582-0.00094527i
0.002643-0.0024531i,0.0015605-0.0017794i,-0.00057259-0.0009081i,-0.0010005-0.00021176i,-0.00034333+0.00092241i,-0.0003751+0.0010656i,-0.00058875+0.00056024i,-0.00012776+0.00040848i,0.0011783-0.00053067i,0.0014958-0.0011908i,0.00092004-0.0010554i,0.00040525-0.00022816i,0.00086174+0.00014744i,0.0017588+0.00014105i,0.0011637+0.00021443i,0.00050216-5.0191e-05i,0.00032764-0.00053613i,-9.3763e-05-0.0003738i,-0.00013193+0.00025751i,4.6913e-05+0.00033951i,-0.00024136+0.00050254i,-0.00042048+2.0662e-05i,-0.00012205-0.00021834i
0.00024176+0.0041655i,-0.00018221+0.0057657i,-0.00033766+0.005603i,0.00011647+0.0038585i,0.00082989+0.0027628i,0.00097518+0.0021833i,0.00055842+0.0010821i,0.00053204+4.0698e-05i,0.00060256-0.0005981i,0.00028611-0.00032487i,0.00033114-3.0503e-05i,8.2119e-06-0.00021126i,-0.0001809-0.00010499i,0.00060437+0.00015384i,0.00032758-0.00013871i,-0.00023058-0.00076912i,-0.00022149-0.00077803i,-0.00087759+0.00031681i,-0.00085434+0.0012783i,-0.00012543+0.0011778i,6.7983e-05+0.00097861i,-0.00014976+0.00070664i,-7.0861e-05+7.3647e-06i
-0.0016188-0.0010029i,-0.0014523+0.00039422i,-0.0013487+0.0032628i,-0.00092437+0.0045621i,-0.0003808+0.0036847i,0.0003963+0.0017619i,0.0010259+0.00086974i,0.00027573+0.00040791i,-0.00046469+0.00015674i,-0.00056935-0.00013351i,-0.00039025-0.00030923i,-0.00018888-0.00062064i,-0.00015484-0.00073302i,-0.00032707-0.0012518i,-0.00012987-0.0017108i,0.00065875-0.0011671i,0.00059747-0.0009807i,0.00020077-0.0010212i,-5.3788e-05-0.00040292i,-0.0004465-0.00041984i,-0.00020879-0.00094644i,0.00023998-0.00043341i,0.00020331+0.00044081i
0.0011342+0.00090959i,0.0026899+0.001514i,0.0015595+0.002097i,0.0010233+0.0029269i,0.0012238+0.0030588i,0.0011374+0.0013916i,0.00081542-0.00044629i,-1.8323e-05-0.0010655i,-0.00012941-0.00070748i,0.00026331-0.00058227i,1.4539e-06-0.0008412i,7.0379e-05-0.00050463i,0.00017307+0.00032904i,0.00019332+0.00017291i,0.00050735-0.0002385i,2.9872e-05-0.00076837i,-0.00024553-0.0016089i,0.00032463-0.00064935i,0.0010349+0.00077075i,0.0010239+0.000272i,7.2076e-05-0.00051131i,2.9582e-05-0.00050268i,0.00011123+2.118e-05i
-0.0029976+0.00033564i,-0.0039711+0.0010213i,-0.002635+0.0014162i,-0.00050189+0.00091925i,0.00093714+0.00098857i,0.0015676+0.00082108i,0.00060993-0.0003238i,-0.00069147-0.0010178i,-0.00066881-0.00047896i,0.00070311+8.7383e-05i,0.00067483-5.2015e-05i,0.00019071-0.00028158i,0.00037459-0.00011043i,0.00022096+2.9555e-05i,8.1385e-05-0.00036135i,0.00014533+0.00023648i,0.00037915+0.00056217i,6.42e-05+0.00011501i,-0.0011865+0.00031712i,-0.0016564+0.00041967i,-0.0011199+5.4674e-06i,-0.00062116-0.00083911i,-0.00030809-0.00064149i
-0.0018421-0.0016974i,-0.0025449-0.0021819i,-0.0035971+0.0002255i,-0.0029806+0.0017777i,-0.00061799+0.00085248i,0.0003368+0.00031592i,-0.00041981+5.988e-05i,-0.00075263+0.00022946i,0.00011321+0.00017071i,0.00024934-2.1912e-05i,0.00054865+0.00012941i,0.001105+0.00020751i,0.0011814-0.00056342i,0.0008837-0.0012875i,0.00062654-0.00036564i,0.00070274+0.0004475i,5.796e-05+0.00036177i,-0.0005465+0.00030134i,-0.00082266+0.00034612i,-0.00034118+0.00015203i,0.00051952+0.00015634i,0.00061318-0.00035949i,0.0007594-0.00017061i
