-0.00329+0.000577i,-0.0018785-0.00088627i,-0.0026784-0.00082127i,-0.0024636+0.0012567i,-0.0019427+0.0023017i,-0.0013956+0.0020181i,-0.00032491+0.0026378i,0.00076545+0.0020904i,0.0014586+0.00097555i,0.00099255+0.00047818i,0.00031798-0.00052707i,0.00015504-0.0011414i,0.00029033-0.00098751i,7.5025e-05-0.0003206i,-6.8483e-06+0.00040021i,0.00037566+0.00039277i,0.0013053-0.0001567i,0.00057938-0.00059711i,-8.4652e-05-0.00023506i,0.00066905+0.00017535i,0.00033932-5.3815e-05i,-0.0005136-0.0002809i,-0.00036985-0.00048824i
-0.0011019+0.00021178i,4.3232e-05-7.0882e-05i,-0.00020446+0.00048612i,0.00018916+0.00066708i,0.00072782+0.0015131i,0.00010225+0.002925i,2.7137e-05+0.0027346i,0.00042631+0.0011336i,0.00056505-0.00054858i,0.0010681-0.00045307i,0.002433+0.00079649i,0.0040299+0.00063976i,0.0041604-0.00046475i,0.002672-0.00031635i,0.0010703-0.00012027i,0.00033423-0.0012816i,-9.742e-05-0.0014615i,-0.00082993-0.000741i,-0.00075348-0.00038377i,-0.00046175+0.0002423i,-0.00015582+0.00042256i,0.0007629-0.00062298i,0.0019578-0.0012435i
0.0020236+0.0024235i,0.0027434+0.0016458i,0.0025679+0.001595i,0.0012764+0.002221i,0.00033336+0.0016732i,-7.1784e-05+0.00079507i,0.0002545-0.0003609i,0.0020474-0.00035034i,0.0034559+0.00027774i,0.0042405+0.00033536i,0.0046187+0.0013303i,0.0041317+0.0020431i,0.0038186+0.00073121i,0.0029519-0.001139i,0.0021142-0.0025794i,0.0015077-0.0030458i,0.00027684-0.0022133i,6.1296e-05-0.0014898i,-0.00022418-0.00091451i,-0.0014857-0.00029484i,-0.0011362+0.00027986i,-0.00032136+0.001026i,0.00016867+0.00064751i
-0.0002558+0.0027633i,-0.00089859+0.0033575i,-0.0021874+0.003431i,-0.0023252+0.0032561i,-0.0016008+0.0025354i,-0.0025531+0.0021839i,-0.002646+0.0013757i,-0.0016536+0.00087338i,-0.00074357+0.00074525i,0.0003916-0.00038313i,-0.00049629-0.0012403i,-0.0028025-0.0017613i,-0.0033541-0.00096473i,-0.0018312+0.00084917i,-0.001303+0.0010559i,-0.0010905+0.0010303i,-0.00038078+0.0017888i,0.00034419+0.0010695i,0.0004977-0.00022408i,0.00033245-0.00040862i,0.00021863-0.00021931i,0.00021827+0.00011573i,-0.00014959+7.5379e-05i
-0.0031803-0.00064843i,-0.003671+0.00025031i,-0.0048912-0.00065458i,-0.0041701-0.0012071i,-0.0026668-0.0009223i,-0.0015766-0.00034936i,-0.00081351+0.00085439i,-0.0011282+0.0016402i,-0.0017768+0.0003525i,-0.0020712-0.0015403i,-0.0015338-0.002844i,-0.00088323-0.0026185i,-0.00092255-0.00093312i,-0.0021006+0.00020451i,-0.0031389+0.0015283i,-0.0017239+0.0019561i,0.00021448+0.0013598i,0.00064462+0.00086883i,0.00019326+0.00039486i,0.00020202+3.3127e-06i,0.00036532+0.0001156i,0.00042246-0.00058863i,0.00046582-0.00085474i
-8.7405e-05-0.0013155i,-8.5436e-05-0.00062594i,0.0007783-0.0011953i,0.00021039-0.0013333i,-0.0014281-0.00041385i,-0.00070016+0.00095894i,0.00030062+0.0014531i,0.00093778+0.0014254i,0.0013347+0.00095148i,0.0016726+0.00049295i,0.0012504+0.0008051i,0.0017235+0.0012968i,0.0028145+0.001667i,0.0028658+0.00017081i,0.0023595-0.0012768i,0.0016361-0.0013907i,0.0012793-0.0017759i,0.00049829-0.0018289i,-0.00026168-0.00056832i,-0.00055444+0.00038608i,-0.00098207+0.0007257i,-0.00061484+0.00045131i,-0.00010531+0.00011804i
0.00071037+0.0013468i,0.001722+0.0010233i,0.002531+0.00028195i,0.0016548+0.00023231i,0.00061129-2.8407e-05i,-0.00041986+0.00019299i,-0.00080638-0.00021452i,0.00011651-0.00010707i,0.0018631+0.0010767i,0.0031047+0.0021244i,0.0029116+0.0033717i,0.0024489+0.0036276i,0.0025681+0.001656i,0.0025483-0.00065053i,0.0029775-0.0012392i,0.0026612-0.0015816i,0.0012845-0.001886i,0.00050281-0.0012398i,-0.00019556-0.00041884i,-0.000604+1.2305e-05i,0.00033942+0.000327i,0.0013844+0.00098285i,0.0010851+0.0010284i
-0.00085398-0.0011689i,-0.0013639+0.0010162i,-0.001798+0.0025587i,-0.0016002+0.0014392i,-0.00065847+0.00076856i,0.00044966+0.0011267i,0.0010012+0.0014108i,0.00089779+0.0017381i,0.00020158+0.00084237i,-0.00042329-0.00066085i,-0.00044249-0.0021884i,-0.00097739-0.0028703i,-0.0024369-0.0026945i,-0.0019917-0.0012462i,-9.8924e-05-5.4963e-05i,0.00049393-0.00018195i,0.00021105+0.00053043i,0.0010581+0.0011271i,0.0010701+0.00079334i,-0.00026628+0.00044435i,-0.00054894+0.00040068i,-0.0001423+0.00059567i,0.0002034+8.6974e-05i
-0.00040247+0.0011023i,-0.001257+0.0010928i,-0.0025871-0.00059905i,-0.0022745-0.001304i,-0.0012266-0.00010979i,-0.00079385-0.00048524i,-3.7461e-05-0.00016468i,0.00028915+0.0012382i,0.00044939+0.0010256i,0.00030999-0.0015485i,-0.00030828-0.0045126i,-0.0016826-0.0055139i,-0.0023096-0.0037229i,-0.0028416-0.0012801i,-0.0035937+0.00016683i,-0.0035072+0.0012343i,-0.0024152+0.0017842i,-0.00018641+0.00073395i,0.00041485-2.3264e-05i,-8.6088e-05+0.00062298i,-0.00012653+0.00065585i,-0.00056573-3.3457e-06i,-0.00084636-0.00060396i
-0.0016416+0.0009548i,-0.00063518-0.0015042i,0.0023793-0.00093586i,0.0023111+0.0012686i,0.00048549+0.0020708i,0.0011186+0.0024371i,0.00086405+0.0028293i,0.00042467+0.0026022i,0.0007357+0.0022808i,5.2245e-05+0.001507i,-0.00047319+0.0011873i,0.00061138+0.0022807i,0.0024111+0.0026441i,0.0027685+0.00099337i,0.001858-0.00053509i,0.0015944-0.0011243i,0.0012684-0.0018142i,-0.00020751-0.0020781i,-0.0013339-0.0017325i,-0.0014939-0.00069254i,-0.0014984+0.00062192i,-0.0010591+0.00080049i,-0.00043788+0.00076477i
-0.0017737-0.00076878i,0.0017758+0.00072622i,0.0017679+0.0019275i,-0.00071619+0.0012996i,-0.0028971+0.00088763i,-0.0028822+0.0014046i,-0.00071621+0.0017083i,0.00046258+0.00090235i,0.00053559+0.00035032i,-7.4751e-05+0.0016584i,4.4695e-05+0.0036958i,0.00099359+0.0043252i,0.0027559+0.0020626i,0.0039106+0.00031821i,0.0035106-0.00047362i,0.002971-0.0013895i,0.0017785-0.001479i,8.7678e-05-0.0012328i,-0.00038011-0.00068449i,-0.00060787-0.00073423i,-0.000114-0.00053096i,0.00032363+0.0002809i,-0.00046733-0.00019017i
-0.0027983+0.0012201i,-0.0052327+0.00342i,-0.0083229+0.0054923i,-0.0073935+0.0042918i,-0.0031967+0.0025i,-0.0020554+0.0013086i,-0.0018339+0.00058926i,-0.00010541-0.00059073i,0.0010236-0.001215i,0.0015028-0.0010218i,0.0021805-0.0012679i,0.0022387-0.001276i,0.0014866-0.0014041i,0.00024263-0.00086912i,-0.00043788+0.00033746i,-5.7439e-05+0.0007837i,-0.00024542+0.00079602i,-0.00064575+0.00073282i,-0.00034988+0.00035669i,0.00037317-1.8759e-05i,0.00096429+0.0012402i,0.0015529+0.0016865i,0.001488+0.00056884i
-0.0031373+0.0012437i,-0.0058387-0.00020942i,-0.0049012-0.0036117i,-0.001246-0.0034845i,-0.00061643-0.0018233i,-0.00047842-0.00086903i,0.00040096-0.00061147i,0.0012193-0.00054155i,0.0011442-0.00067455i,0.0014868-0.0022008i,0.0029137-0.0038666i,0.0025426-0.0037205i,0.00014733-0.0028893i,-0.0019321-0.0019626i,-0.0019436-0.0010284i,-0.0017324-0.00061723i,-0.00087639-0.00064377i,-0.0002163-0.00042319i,-0.0010697-0.00026453i,-0.00098001+2.4979e-05i,0.00039207+0.00018866i,0.0013617+0.00023893i,0.0010256+0.00054852i
-0.0026965-0.00084337i,-0.0010435-0.002934i,0.0030228-0.0019505i,0.0024639-0.00078353i,-0.00074021-0.00049131i,-0.00081682+0.00049519i,0.00017017+0.00085043i,0.00030729+0.00066993i,0.00047949+0.00093963i,-0.00025525+0.00043897i,-0.0016006-0.00030314i,-0.0018535+0.00043881i,-0.00038026+0.0012761i,0.00079332+0.00088524i,0.00047215+0.00064177i,0.00064685+0.0006017i,0.00082515-0.00038784i,-0.00013178-0.0014626i,-0.0011543-0.0010171i,-0.0017285-0.00024914i,-0.0018245-0.00028943i,-0.0018853-0.00077985i,-0.0017629-0.0012338i
0.00080999-0.0034747i,0.003108-0.0011613i,0.001497+0.0032328i,-0.00085954+0.0039448i,-0.00053588+0.0030923i,-4.9391e-05+0.0030045i,0.00049689+0.0019946i,0.0010836+0.00096391i,-6.6277e-05+0.00046077i,-0.0024869+0.00056265i,-0.0045057+0.0023132i,-0.0032167+0.0047903i,0.0004809+0.0040438i,0.0021338+0.0017535i,0.0013361+0.0011944i,0.0012494+0.0013341i,0.0015227+0.0010102i,0.0015993+0.00011142i,0.0013382-0.0011288i,0.00064793-0.00082747i,0.00041564+4.3405e-05i,0.00096935+0.00033902i,0.00052311-2.4543e-05i
0.0015058+0.00064261i,-0.0012064+0.0028484i,-0.0062198+0.0013145i,-0.0058547+4.5944e-05i,-0.0024713+8.7355e-05i,-0.0011125+0.0010627i,-0.00078616+0.0023996i,0.00067034+0.0025356i,0.001025+0.0012833i,0.00044076+0.0003849i,0.00059514+0.00017576i,0.0012321+0.00015593i,0.00065833+4.2446e-05i,-0.00065346-7.917e-06i,-0.00044934+0.00031526i,0.00035515-0.00054305i,-0.00022957-0.0018815i,-0.00074432-0.0015002i,6.5127e-06+0.00010544i,0.00022933+0.00051485i,-8.1597e-05+0.00062488i,-0.00029864+0.001288i,0.00019944+0.00085648i
-0.0035592+0.0012787i,-0.0058117-0.0027641i,-0.0040105-0.0064023i,-0.0014664-0.0045092i,-0.0010708-0.00082512i,-0.00065226+0.00097301i,0.00020349+0.0016029i,0.0012226+0.00082214i,0.0019433-0.00019961i,0.0027399-0.00050759i,0.004015-0.0013698i,0.004224-0.0029425i,0.0019022-0.0040379i,-0.00042715-0.00337i,-0.00099603-0.0016518i,-0.00099486-0.001496i,-0.0012118-0.0021749i,-0.001692-0.0014014i,-0.0015891+1.7492e-05i,-0.0010989+0.00093362i,-0.0013547+0.0010355i,-0.0016183+0.0011726i,-0.0012654+0.0013564i
0.00053987-0.0056963i,0.0059805-0.0071622i,0.0084049-0.0043792i,0.0050098-0.0004916i,0.0009948+0.00095327i,-0.001127+0.0021403i,-0.001888+0.0016373i,-0.0016461+4.7162e-05i,-0.0020319-0.00026302i,-0.0022307-0.00089079i,-0.0016855-0.0021273i,-0.0012516-0.0027569i,-0.0011308-0.0016878i,-0.00088634-0.00090996i,-0.00076628-0.0010558i,-0.00066566-0.00028649i,0.00061413+0.00034409i,0.00071342-0.00026186i,-0.00022637-0.0016255i,-0.00047003-0.0017119i,-0.00079896-0.0013959i,-0.00043666-0.0014461i,-4.4978e-05-0.00065488i
0.0097131-0.0014608i,0.010867+0.0035365i,0.0059557+0.0053696i,-0.00046235+0.0022819i,-0.003457+0.00062406i,-0.0035873+0.0008917i,-0.0014213+0.0013871i,-0.00017968+0.00085391i,5.1695e-05-0.00070493i,-0.0019261-0.0027815i,-0.00454-0.0031356i,-0.003647-0.00067287i,-8.8549e-06+0.0011159i,0.0021893+0.00038094i,0.0017184+1.0116e-05i,0.0012367+0.00059406i,0.00060934+0.0013643i,0.0005004+0.001384i,0.0011886+0.0010837i,0.0020484+0.0011064i,0.001602+0.00056266i,0.0010783-0.00052679i,0.00096052-0.00074295i
-0.0011998+0.0066572i,-0.0071993+0.0063596i,-0.011581+0.00081251i,-0.009089-0.0022137i,-0.0052734-0.00077998i,-0.0039767+0.0007273i,-0.0022611+0.0017381i,1.2444e-05+0.0016771i,0.0014071+0.0014844i,0.0028721+0.001142i,0.0030609+0.0016148i,0.0021629+0.0013551i,0.0016105+9.072e-05i,0.0014384-0.00023367i,0.0013855+0.0010142i,0.0010924+0.0010459i,-0.00031361-0.00037163i,-0.00049268-5.4982e-05i,-1.0961e-05+0.00093313i,-0.00071871+0.0018982i,-0.00054243+0.0025912i,-1.9235e-05+0.0023245i,-0.00053046+0.0012614i
-0.0069316-0.0041504i,-0.0060297-0.009586i,-0.00062285-0.012045i,0.0021566-0.0081428i,0.00083789-0.0026484i,-0.00054082+0.00040034i,-0.00045784+0.0012095i,0.0012408+0.0013338i,0.0020114+0.0017993i,0.0024517+0.0020683i,0.0044211+0.0019458i,0.0056928+0.0011954i,0.0044436-0.0012209i,0.0015137-0.0019618i,-0.00022775-0.00068345i,-0.00021759-0.00051867i,-5.8654e-05-0.00097496i,3.5577e-05-0.00075263i,-0.0011535-0.0005735i,-0.0024291-0.00060161i,-0.0014269-0.00061437i,0.0004484-0.00077086i,0.00087346-0.00056898i
0.0029629-0.0074563i,0.010603-0.0048009i,0.013174+0.0018313i,0.0067127+0.0038818i,0.00091245+0.0012896i,-0.0009018+0.00015512i,-0.00052329+0.00088021i,1.3636e-05+0.0011952i,-3.823e-05+0.00060726i,-0.00050857-3.2194e-05i,-0.0009371-0.0011926i,-0.00033535-0.0019137i,0.00045715-0.0018153i,-0.00045301-0.0016742i,-0.0010993-0.0012013i,-0.00026335+0.0004494i,0.0011656+0.0016364i,0.0016139+0.00099614i,0.00052451+0.00040676i,-0.00084172-0.00030507i,-0.00113-0.0019794i,-0.00027561-0.0024002i,4.3035e-05-0.00095496i
0.0092187+0.0036214i,0.0049176+0.010858i,-0.0035896+0.01129i,-0.0064676+0.0044044i,-0.0040818-0.00010045i,-0.0022497+0.00027629i,-0.00065261+0.0018535i,0.00075288+0.0013451i,0.0010489-0.00056713i,-0.00045152-0.0025877i,-0.0025807-0.0039856i,-0.0032778-0.0021813i,-0.0020437+0.00070582i,-0.0001213+0.00046455i,0.0002723-0.00044189i,-0.00064745+0.00057286i,-0.0013894+0.0010919i,-0.0010907+0.0010214i,-0.00046799+0.00087997i,0.00021493+0.0011209i,0.0016162+0.0019621i,0.0014246+0.0021353i,0.00018765+0.0010751i
-0.0081957+0.0040906i,-0.016798-0.0008819i,-0.016123-0.0093734i,-0.0078967-0.008991i,-0.0029714-0.002855i,-0.0017815+0.0010173i,-0.0021588+0.0014844i,-0.0010818+0.0011066i,0.00099114+0.00097173i,0.00072567+0.0013176i,-0.00026392+0.0015471i,0.00034962+0.0019634i,0.00070732+0.0024362i,0.00038327+0.0025095i,-0.0001216+0.0022096i,-0.00011391+0.0014142i,-8.9395e-05+0.00023118i,-0.00096294-0.00089536i,-0.0011211-0.00090744i,-0.00022104+0.00044678i,0.00012088+0.0012715i,0.00051849+0.0018425i,0.00078435+0.0010051i
-0.0061593-0.0093566i,0.00069262-0.017456i,0.010084-0.015291i,0.0089176-0.005342i,0.0034713+7.5883e-05i,0.000466+0.0020504i,-0.00090628+0.0022768i,-0.001096+0.00181i,-0.0010745+0.001294i,-0.00030414+0.0014135i,0.0011625+0.0018062i,0.0033133+0.0010147i,0.0042417-0.00079269i,0.0016317-0.000569i,-0.00083489+0.00093194i,-0.00054535+0.00070851i,0.00032865-0.00024177i,0.00097548-0.00025294i,0.00060751+0.00035569i,-0.00072079+0.00011802i,-0.0013-0.00081751i,-0.001027-0.00089645i,-0.00054155-0.00060715i
0.012035-0.0014196i,0.02039+0.0065151i,0.016917+0.016226i,0.0064449+0.013365i,0.00039551+0.005421i,-0.00094039+0.0025521i,0.00031014+0.0014075i,0.001154+0.0015053i,0.00054861+0.0016328i,0.00030698-0.00069081i,0.0010266-0.0024482i,0.0018535-0.0019184i,0.0015-0.0013816i,0.00047988-0.0021047i,0.00019507-0.0016901i,0.0010712-3.6314e-05i,0.0018283+0.0009907i,0.0020401+0.0013042i,0.0014711+0.00073471i,0.0013208-0.00038374i,0.0016241-0.00054272i,0.0012073-0.0003263i,0.00079101-0.00034619i
0.0032728+0.015371i,-0.0075212+0.023171i,-0.017409+0.01712i,-0.014527+0.006239i,-0.0076584+0.00080892i,-0.0029528-0.00069236i,0.00076934+0.00029066i,0.0021642+0.00029663i,0.0030233-0.00072195i,0.0027514-0.0021815i,0.0010341-0.0037599i,-0.0010629-0.003866i,-0.0019126-0.0016111i,-0.00010388-0.00023755i,0.001285-0.00094976i,0.0011061-0.0021461i,-4.6115e-06-0.0018991i,-0.0005292-0.0010027i,-0.00020651-0.00061016i,-0.0011539-0.00018692i,-0.0016246+9.4745e-05i,-0.0014263+0.00039193i,-0.00087653-0.0002928i
-0.017656+0.00041408i,-0.024118-0.011949i,-0.015653-0.021897i,-0.0040053-0.016931i,-0.00088283-0.0079841i,-0.0011403-0.0026465i,-0.0019588-0.00032548i,-0.00092976-0.00054852i,0.0016069-0.0010338i,0.0026814-0.00010894i,0.0014739+0.0013073i,0.00064873+0.0015595i,0.00074612+0.0019392i,0.00089243+0.0026577i,0.00077879+0.0022235i,0.00068288+0.00070383i,0.00015591-0.00084597i,-0.00055488-0.00057496i,-0.0012082+0.001151i,-0.0015864+0.0022615i,-0.0015843+0.0026469i,-0.0015298+0.0024302i,-0.0013705+0.0017863i
0.0034998-0.01809i,0.018609-0.02169i,0.025956-0.011079i,0.016179+0.00018981i,0.0050686+0.0024154i,0.0013977+0.0014867i,0.00057503+0.00032646i,0.00013116-0.00062937i,-0.00017116-0.0016442i,-0.00091287-0.0011283i,-0.00072137+0.00074068i,0.00068129+0.0012596i,0.0016344+0.00039347i,0.00018721+9.792e-05i,-0.00033815+0.00038424i,0.0013208+0.00079095i,0.0021298+0.00086824i,0.001154+0.00073109i,0.00022335+0.00080224i,0.00039325-0.00048267i,0.001536-0.0016677i,0.0018196-0.0012965i,0.00063638-0.00095462i
0.018284+0.0071287i,0.020483+0.023849i,0.0084356+0.030921i,-0.0024081+0.018959i,-0.0042936+0.0066766i,-0.0031291+0.00099356i,-0.0010232-0.00023189i,0.00014584+0.0015521i,0.00053257+0.0025559i,0.00095413+0.0020774i,0.0011813+0.00021797i,0.0017624-0.00092279i,0.0018086-0.0013948i,0.00070535-0.0028389i,0.00041143-0.0030324i,0.00080269-0.0012662i,0.0013846+0.00033922i,0.0012577+0.00037833i,0.00064351-0.00023762i,-0.00044586-0.00064827i,-0.0006714-0.001522i,0.00027441-0.0022575i,0.0011522-0.0021916i
-0.011992+0.01738i,-0.029192+0.016467i,-0.033111+0.0028987i,-0.017502-0.0048828i,-0.00447-0.0027136i,-0.00082712+0.001067i,0.00079066+0.0038336i,0.0023887+0.004536i,0.0035055+0.0045855i,0.0028564+0.0033369i,0.00060961+0.0015056i,-0.00030817+0.00032352i,0.00046068+0.00038644i,0.0016665+0.0014436i,0.0019259+0.00058368i,0.0006877-0.00062899i,0.0003067-0.0001958i,0.00119-0.00010284i,0.0014773-0.00056029i,0.0011601+0.00046471i,0.0006423+0.0023246i,-5.7007e-06+0.0025698i,-0.00016522+0.0019062i
-0.018491-0.015354i,-0.01541-0.034283i,-0.0004586-0.037676i,0.0069435-0.020918i,0.0033375-0.0076345i,0.0015224-0.0028822i,0.00035424-0.00066848i,0.00044949+5.9614e-05i,0.0013327-0.00040362i,0.00097703-0.00035999i,0.00020694+0.00020464i,-0.00052736+0.00013133i,-0.0012177+0.00060076i,-0.0011195+0.0019861i,-0.00028588+0.0035114i,2.1273e-05+0.0019299i,-0.00053121-0.00035879i,-0.00097416-0.00087295i,-0.00054473-0.00053967i,-0.00024428+0.00070611i,-0.0010323+0.0014002i,-0.0015014+0.00012391i,-0.0011842-0.0006567i
0.019849-0.015689i,0.03964-0.0091149i,0.039103+0.0085963i,0.018349+0.015476i,0.0038156+0.01066i,0.00032666+0.0065438i,-0.00020897+0.0022036i,-0.00032634-0.0018195i,-0.00073989-0.0047572i,-0.00014794-0.0059962i,0.00074933-0.0042469i,0.0011243-0.0023043i,0.0011811-0.0023475i,-0.00016288-0.0014675i,-0.0019071+3.6912e-05i,-0.0010206+0.0014911i,0.0004174+0.0016799i,-4.1159e-05+0.00087766i,-0.00025261+0.0016162i,-0.00048683+0.0023017i,-0.00055837+0.0014152i,0.0004561+0.00027837i,9.2792e-05-9.268e-05i
0.01484+0.02508i,0.0038971+0.044485i,-0.014857+0.041522i,-0.018104+0.021451i,-0.0097334+0.008018i,-0.0047534+0.0038581i,-0.0020802+0.001798i,-0.0010281+0.0011741i,-0.0012084+0.00080927i,-0.0010593-0.00072882i,-0.00041856-0.0026387i,0.00086102-0.002647i,0.0026376-0.0018005i,0.0034483-0.0018406i,0.0020005-0.002459i,0.00055201-0.0014143i,0.000568+0.0007868i,0.00043077+0.0010345i,0.00040128+0.00057737i,0.0010764+0.00024761i,0.0016313+0.00058968i,0.0025155+0.0012733i,0.0037265+0.00021644i
-0.031818+0.012135i,-0.051707-0.0018265i,-0.04574-0.021517i,-0.021444-0.022578i,-0.0072326-0.01227i,-0.0024746-0.005354i,-0.00024131+0.00065024i,0.00056966+0.0040706i,0.00073624+0.0058228i,0.00043455+0.0063964i,-0.00066599+0.0040986i,-0.0016885+0.0011063i,-0.0011118+0.00050786i,0.00026195+0.0011484i,0.0010611+0.00054479i,0.00025434-0.00052115i,-0.00085009+2.7659e-05i,-0.0013063+0.00059292i,-0.0015469-4.9076e-05i,-0.0013939+0.00060746i,-0.0018267+0.0018261i,-0.0020157+0.0016475i,-0.00069601+0.00079973i
-0.0066141-0.036089i,0.011011-0.054619i,0.029244-0.045981i,0.025257-0.02061i,0.01025-0.0062481i,0.0023327-0.0027845i,-1.4969e-05-0.0021273i,0.0014586-0.0015724i,0.003899-0.00095733i,0.0041386+0.00027906i,0.0028344+0.0013229i,0.00049526+0.0012509i,-0.0018703+0.00082367i,-0.0032856+0.00046137i,-0.003063+0.00093491i,-0.00084076+0.00071043i,-0.00017539-0.0011774i,-0.0018161-0.0020749i,-0.0021-0.00090251i,-0.0012603+0.00038886i,-0.0015709+0.0018363i,-0.0021341+0.0028223i,-0.0023741+0.0017696i
0.038257-6.1331e-05i,0.055954+0.022272i,0.044082+0.040175i,0.017057+0.031905i,0.0043295+0.016394i,0.0019395+0.0087172i,0.0013691+0.002931i,0.0018501-0.0013931i,0.003655-0.0039849i,0.0052131-0.0057039i,0.0046858-0.0049872i,0.003552-0.0024189i,0.0034739-0.0014126i,0.002883-0.0024931i,0.0013059-0.0015361i,0.00128-0.00032651i,0.0016418-0.0014525i,0.00022169-0.0025368i,-0.0012557-0.0020448i,-0.0017375-0.0018006i,-0.0010031-0.0015466i,0.00045039-0.0014745i,0.0009667-0.0016815i
-0.012481+0.042865i,-0.037545+0.05912i,-0.053973+0.043744i,-0.040223+0.017416i,-0.018468+0.0058909i,-0.0075056+0.0020522i,-0.0014189+0.00077896i,0.0010837+0.0013998i,0.00098464+0.0012028i,0.00064481+0.00043875i,0.0009382-0.00043651i,0.0016688-0.00084937i,0.0029142-0.00013755i,0.0032378+0.00027856i,0.00255-0.0006418i,0.0020604-0.0015865i,0.001819-0.0016727i,0.0012838-0.00084936i,0.0005556-0.0012188i,0.00066314-0.001988i,0.0006431-0.0013267i,0.00068255-6.2868e-05i,0.00053513+0.00083852i
-0.045571-0.018623i,-0.057653-0.04994i,-0.03903-0.064312i,-0.0119-0.044648i,-0.0021647-0.019578i,-0.0017336-0.0070942i,-0.0022663+0.00016871i,-0.0031613+0.0044135i,-0.0047107+0.0065634i,-0.006394+0.0065266i,-0.0061423+0.0041737i,-0.0039933+0.001987i,-0.0027349+0.0015005i,-0.0032237+0.0015624i,-0.0025004+0.00040826i,-0.00092407-0.00070438i,0.00019545-0.00052311i,0.00094935-9.3693e-05i,0.0010336+9.3804e-05i,0.0011331+0.00089787i,0.00050202+0.0018182i,-0.0014049+0.0019229i,-0.0019816+0.0018016i
0.0245-0.041654i,0.059632-0.050775i,0.07074-0.028298i,0.047039-0.0027619i,0.021739+0.0032398i,0.010588+0.0017242i,0.0043159+0.00075737i,0.00070049+0.0012775i,0.0006327+0.0024321i,0.0014995+0.0023816i,-9.5258e-05+0.0019095i,-0.0020722+0.0020256i,-0.0022816+0.001103i,-0.0014287+0.00013247i,-1.9502e-05+0.00062008i,0.0012011+0.0013469i,0.0017763+0.00058724i,0.0015679-0.00022569i,0.00095748-0.00031601i,-0.00031013-3.5917e-05i,-0.0022086+0.00071283i,-0.0026403+0.00033778i,-0.0017344-0.00071489i
0.047993+0.046832i,0.049685+0.087337i,0.031766+0.097631i,0.0072162+0.061473i,-0.00048163+0.023554i,-0.0016564+0.0065045i,-0.00093928+0.0018363i,0.003306-0.00082909i,0.0069814-0.0038564i,0.0095188-0.0062201i,0.0085101-0.004622i,0.0059675-0.0015219i,0.0056852-0.00054016i,0.0059392-0.00048951i,0.0042227-3.4283e-05i,0.0030797+0.00079898i,0.0034289+0.0009511i,0.0026378-0.00055495i,0.0017322-0.0014062i,0.0016173-0.00085585i,0.0018228-0.00058736i,0.0022235-0.00075255i,0.0022758-0.0014223i
-0.042693+0.034684i,-0.081432+0.032023i,-0.086997+0.0085062i,-0.054249-0.0092529i,-0.023669-0.0075086i,-0.01195-0.0019913i,-0.0055664+0.00045536i,-0.0016245+0.00049528i,-0.0012767-0.00099568i,-0.0019506-0.0021295i,-0.001184-0.0022018i,0.0009264-0.0016099i,0.0026948-0.0013394i,0.0030018-0.00071847i,0.0018394-0.00020877i,0.00087073+0.00066484i,0.0012332+0.0010645i,0.0016862+0.0011368i,0.0014277+0.0015902i,0.0017244+0.00085322i,0.0031064+0.00024753i,0.0036771+0.00076717i,0.0026441+0.00051871i
-0.025214-0.050819i,-0.017362-0.090402i,0.0068528-0.095002i,0.018883-0.060873i,0.011015-0.028424i,0.0026302-0.013648i,-0.0013117-0.0036176i,-0.0045374+0.0034139i,-0.0063907+0.0049191i,-0.0073935+0.0029872i,-0.0071207-9.8909e-05i,-0.0051273-0.002399i,-0.0035091-0.0036428i,-0.0032221-0.0037658i,-0.0025451-0.0027884i,-0.001807-0.0019i,-0.0023479-0.0014786i,-0.0023432+0.00048324i,-0.0020987+0.0024649i,-0.002021+0.0034683i,-0.0021627+0.0034101i,-0.0024612+0.0020476i,-0.0021423+0.0012225i
0.062928-0.016949i,0.10301-0.0038675i,0.10376+0.021049i,0.063517+0.027222i,0.026718+0.014687i,0.010437+0.0046063i,0.0037306-2.6484e-05i,0.0021929-0.001675i,0.0027668-0.00079707i,0.0024307-0.00038515i,0.0014561-0.00074762i,0.00011143-0.000948i,-0.00074729-0.001164i,-0.00092414-0.00030021i,-0.00096572+0.00015023i,-0.00055073-0.00017837i,-0.00010606-0.0006502i,-0.00059953-0.00036558i,-0.0014121+0.0010443i,-0.0016387+0.0012892i,-0.0010207+0.00018411i,-0.00025715-0.00088927i,0.00025345-0.0017377i
0.0029714+0.06606i,-0.01621+0.10707i,-0.040012+0.10547i,-0.040061+0.064945i,-0.021724+0.029651i,-0.0091903+0.015766i,-0.0032594+0.0089089i,0.0020125+0.0016042i,0.0061594-0.0022255i,0.0083574-0.0026185i,0.0075157-0.00088097i,0.0049026+0.0014352i,0.0031362+0.0029276i,0.0025837+0.0033035i,0.002619+0.0039575i,0.0025958+0.0045831i,0.00269+0.0032044i,0.0015764+0.00056948i,-0.0003833-0.0020353i,-0.00095067-0.0034649i,-0.00015492-0.0026262i,0.001422-0.0012044i,0.002603-0.00033056i
