0.001395+0.0013277i,0.00064279-0.00014284i,0.0002309-0.0013813i,0.000256-0.0015226i,-0.0014768-0.0012038i,-0.0026868-0.00062563i,-0.0014781+0.00020263i,-0.00013478+0.00049673i,0.00060849+4.9026e-05i,0.0014462-0.00042275i,0.0014714-0.00077172i,0.00087197-0.00067975i,0.00046238+0.00012632i,-4.2685e-05-0.00010609i,-0.00013832-0.00014869i,-9.0715e-05+0.00026418i,-0.0006041+0.00021532i,-0.00060461+4.2525e-05i,-0.00033377-4.2565e-05i,-0.00067375-0.0002279i,-0.00063506+2.2207e-05i,-0.00037596+0.00055093i,-0.0001572+0.00037499i
-0.064445-0.42073i,-0.15501-0.49803i,-0.26353-0.42006i,-0.30476-0.35547i,-0.26358-0.37202i,-0.24084-0.36883i,-0.23995-0.25074i,-0.16585-0.076276i,-0.043571+0.013444i,0.0076491+0.012961i,-0.0071383+0.01768i,-0.020547+0.036663i,-0.020697+0.034374i,-0.013529+0.0175i,-0.0089551+0.0041585i,-0.015333-0.0034615i,-0.024141-0.0094133i,-0.025361-0.010137i,-0.017889-0.0038781i,-0.006389+0.0024632i,0.0025447+0.0045327i,0.0050578+0.0033258i,0.0094205-0.00048055i
0.63627+0.37799i,0.80122+0.41587i,0.51938+0.30711i,0.079814+0.29541i,-0.076748+0.43057i,-0.0062587+0.48309i,0.052279+0.36454i,0.044903+0.19034i,-0.0030655+0.093954i,-0.014854+0.068438i,0.0007851+0.02409i,-0.0065609-0.023582i,-0.01081-0.031099i,-0.00045589-0.022387i,0.0034554-0.02022i,-0.0011834-0.019256i,-0.0030768-0.011288i,0.0029885+0.0010916i,0.0074334+0.0096758i,0.0049709+0.010958i,0.0047902+0.0053015i,0.010978-0.010671i,0.012764-0.030016i
-0.70642+0.36461i,-0.82199+0.68158i,-0.44073+0.73256i,0.022377+0.38887i,0.12734+0.0099309i,0.045259-0.078607i,0.033031-0.015632i,0.054974-0.0077274i,0.048317-0.045878i,0.025082-0.050467i,0.025791-0.0054408i,0.05178+0.038763i,0.061906+0.040185i,0.043437+0.021201i,0.021513+0.014848i,0.016737+0.01616i,0.01748+0.013781i,0.010277+0.0083185i,0.00065966+0.0030506i,-0.00094743+0.0017273i,0.0041586+0.00704i,0.0076007+0.016068i,0.0037026+0.019818i
0.46525-0.45508i,0.64237-0.6889i,0.54462-0.69726i,0.29867-0.4996i,0.11292-0.28808i,0.016707-0.19617i,-0.021358-0.16348i,-0.024939-0.091131i,-0.012038-0.010382i,0.0060495+0.015197i,0.0033252-0.016605i,-0.018684-0.048252i,-0.027718-0.042586i,-0.016475-0.023337i,0.0038535-0.015615i,0.017246-0.022836i,0.01567-0.030325i,0.0084474-0.025141i,0.0023622-0.012754i,-0.0048873-0.0022475i,-0.013148+0.0019988i,-0.020083+0.0047091i,-0.017867+0.017155i
-0.30672+0.62135i,-0.43633+0.88354i,-0.3237+0.65914i,-0.13533+0.15362i,-0.10581-0.098685i,-0.13478-0.046958i,-0.12698+0.02241i,-0.11309+0.0080383i,-0.092618-0.022847i,-0.066602-0.027158i,-0.038956-0.0038687i,-0.016516+0.017231i,-0.0041082+0.022646i,0.0097257+0.022864i,0.008092+0.01887i,-0.01076+0.014777i,-0.022109+0.013714i,-0.015004+0.015243i,0.0015909+0.015979i,0.011415+0.012073i,0.015612+0.0037159i,0.023311-0.0077275i,0.029727-0.020445i
-0.27792-0.53498i,-0.50601-0.78705i,-0.593-0.60724i,-0.42923-0.18827i,-0.21211+0.0075653i,-0.15106+0.030964i,-0.12305+0.085084i,-0.033282+0.10733i,0.033732+0.079828i,0.054312+0.054127i,0.040991+0.027443i,0.0096626+0.022708i,0.00029855+0.0394i,0.0091051+0.0415i,0.016128+0.027275i,0.022683+0.019309i,0.024518+0.020679i,0.014101+0.018938i,-0.00103+0.011741i,-0.012495+0.0068125i,-0.02271+0.01043i,-0.027523+0.01798i,-0.020358+0.019058i
0.15061+0.18379i,0.32896+0.33678i,0.45484+0.35595i,0.43641+0.21613i,0.34883+0.041109i,0.27443-0.10266i,0.16619-0.16386i,0.060809-0.12004i,0.0059831-0.066269i,-0.018598-0.036693i,-0.0026954-0.010262i,0.031189-0.012861i,0.03235-0.030077i,0.0091607-0.029879i,-0.0067714-0.016884i,-0.0068561-0.010956i,0.00065693-0.022113i,0.0054942-0.034679i,0.0056001-0.036268i,0.0053166-0.032408i,0.0033122-0.02834i,-0.0094041-0.025726i,-0.033065-0.016575i
-0.052544-0.35184i,-0.18109-0.44803i,-0.19651-0.27999i,-0.068594-0.050315i,-0.018623+0.033546i,-0.081957+0.080122i,-0.064364+0.10381i,-0.0022107+0.052612i,0.017428+0.01958i,0.030799+0.012625i,0.016043-0.015973i,-0.0278-0.036846i,-0.050658-0.036646i,-0.044579-0.024834i,-0.021224-0.01485i,-0.0042543-0.01636i,-0.0054885-0.011308i,-0.0095022+0.0073088i,-0.0055345+0.021349i,-0.0001126+0.021825i,0.0015831+0.016974i,0.011256+0.014235i,0.028202+0.0095434i
0.27593+0.19792i,0.46074+0.056068i,0.40389-0.19943i,0.19834-0.25803i,0.12145-0.16353i,0.085929-0.15701i,-0.026544-0.1628i,-0.074034-0.096458i,-0.04689-0.051887i,-0.037388-0.024828i,-0.024641+0.010784i,-0.0088401+0.02895i,-0.0094933+0.043153i,-0.0060252+0.052398i,-0.0061819+0.04837i,-0.012979+0.047413i,-0.010045+0.04025i,-0.007261+0.013549i,-0.013838-0.0082542i,-0.015073-0.01138i,-0.0072749-0.011961i,-0.0045052-0.0099342i,-0.0043848+0.0026345i
-0.22405-0.1084i,-0.23911+0.027188i,-0.13557+0.19281i,-0.058623+0.22441i,-0.0043092+0.22576i,0.12683+0.231i,0.21485+0.16454i,0.15645+0.09603i,0.076426+0.068053i,0.039887+0.033533i,0.017611+0.014484i,0.016578+0.016645i,0.017698+0.0024196i,-0.00027335-0.016146i,-0.0080387-0.022175i,0.0044038-0.021482i,0.017064-0.014133i,0.022041-0.00053384i,0.020907+0.0076742i,0.015067+0.0091977i,0.011429+0.010351i,0.011127-0.0019841i,0.00067541-0.029468i
0.31553+0.03124i,0.24304+0.055179i,-0.010647+0.091929i,-0.15378+0.1208i,-0.16975+0.083504i,-0.20865+0.0082857i,-0.20051-0.010335i,-0.1067-0.023352i,-0.048457-0.049397i,-0.036374-0.030555i,-0.0095899-0.012292i,0.015721-0.028529i,0.033116-0.040783i,0.045448-0.044233i,0.036658-0.039183i,0.018636-0.025914i,0.0044402-0.01769i,-0.0042525-0.010268i,-0.0011883+0.0037877i,0.0061795+0.010911i,0.0078824+0.0071678i,0.0097713+0.010481i,0.014545+0.021532i
-0.1028+0.23059i,0.013288+0.19668i,0.20035+0.044011i,0.24507-0.068207i,0.18547-0.091738i,0.18752-0.091489i,0.17049-0.10253i,0.092803-0.06456i,0.055939-0.0033388i,0.050334+0.0049689i,0.026367-0.012998i,-0.0054136-0.019695i,-0.034289-0.014989i,-0.047509+0.005053i,-0.039788+0.024526i,-0.030628+0.027876i,-0.025236+0.027044i,-0.013387+0.023021i,-0.0027676+0.0080805i,-0.0015131-0.0042073i,-0.0033367-0.0046887i,-0.011837-0.0037213i,-0.02383-0.0024578i
-0.12414+0.011746i,-0.16519+0.18647i,-0.14723+0.3243i,-0.11168+0.28703i,-0.15142+0.24275i,-0.21013+0.29114i,-0.16781+0.285i,-0.097177+0.17533i,-0.067478+0.071282i,-0.04506+0.022215i,-0.028647+0.015949i,-0.017548+0.032752i,0.001276+0.03752i,0.013967+0.013928i,0.012461-0.010245i,0.011546-0.01163i,0.017135-0.0063248i,0.0191-0.0079977i,0.014042-0.0093356i,0.0060339-0.0067722i,-0.0003813-0.001011i,0.0045446+0.001615i,0.021294-0.0032855i
-0.051184-0.1817i,-0.19391-0.37116i,-0.28536-0.49835i,-0.23734-0.46789i,-0.12182-0.41766i,-0.05455-0.3802i,-0.042217-0.24615i,-0.014207-0.087573i,0.026338-0.01785i,0.035606-0.014406i,0.029773-0.022057i,0.028735-0.033399i,0.021978-0.037651i,0.016523-0.020948i,0.018363-0.0083549i,0.0098104-0.013436i,-0.0072254-0.01581i,-0.019597-0.0053718i,-0.022389+0.010009i,-0.012084+0.014088i,-0.0013433+0.0083669i,-0.0043762+0.0083014i,-0.014095+0.011176i
0.17865+0.15939i,0.34976+0.24035i,0.4337+0.27158i,0.33556+0.23727i,0.17577+0.22609i,0.11232+0.23533i,0.12585+0.1596i,0.11112+0.050672i,0.058527+0.011363i,0.025707+0.025621i,0.020309+0.035651i,0.01912+0.035128i,0.018389+0.033396i,0.012998+0.023378i,0.0006745+0.012459i,-0.0034559+0.0061532i,-0.00049555-0.0010749i,0.0011113-0.0065157i,-0.0022896-0.0094599i,-0.010065-0.0089395i,-0.01225-0.0075206i,-0.0061218-0.012114i,-0.00043167-0.017203i
-0.38561-0.015858i,-0.6129-0.0049214i,-0.64309+0.0041544i,-0.44822-0.025795i,-0.25881-0.11551i,-0.21496-0.168i,-0.2152-0.1114i,-0.17585-0.043887i,-0.1169-0.020203i,-0.060298-0.020885i,-0.031927-0.033626i,-0.035109-0.036416i,-0.039402-0.025746i,-0.030539-0.012172i,-0.019138+0.0022913i,-0.016502+0.016824i,-0.014685+0.029467i,-0.0080321+0.031879i,-0.0018155+0.021603i,0.0040198+0.0097111i,0.008048+0.001686i,0.0057675+0.0012539i,0.0024378+0.0063835i
0.2885-0.32847i,0.48592-0.47265i,0.53458-0.43837i,0.39884-0.24411i,0.27708-0.044434i,0.23174+0.026491i,0.16151-0.01093i,0.080008-0.038442i,0.042749-0.027943i,0.029928-0.0062342i,0.029427+0.017011i,0.047752+0.025717i,0.058413+0.017505i,0.046163+0.011145i,0.037459+0.00068345i,0.038822-0.021976i,0.034034-0.040552i,0.021668-0.038937i,0.0077242-0.017238i,-0.00092195+0.009172i,-0.00033469+0.021991i,0.0039972+0.015503i,0.0047052+0.0016144i
0.04005+0.34852i,-0.039398+0.56016i,-0.097122+0.6161i,-0.031472+0.43862i,0.023374+0.18039i,-0.0083493+0.065736i,-0.020113+0.10282i,0.0098467+0.12828i,0.012897+0.096725i,-0.012+0.061737i,-0.02879+0.039622i,-0.038883+0.020677i,-0.043244+0.0080736i,-0.037082+0.00087306i,-0.032073+0.0032081i,-0.031973+0.016615i,-0.02785+0.026168i,-0.013932+0.023231i,0.0052318+0.0056881i,0.014239-0.016251i,0.012809-0.022955i,0.0098607-0.01514i,0.0051651-0.0050502i
-0.16021-0.19578i,-0.14756-0.40981i,-0.094291-0.51107i,-0.072077-0.35366i,-0.033405-0.13321i,0.0208-0.078265i,0.031083-0.12191i,0.025677-0.13655i,0.017205-0.11685i,0.012655-0.075526i,0.026944-0.042404i,0.029365-0.030806i,0.014414-0.015208i,0.0064318+0.00023462i,0.005798-0.00081657i,0.0029356-0.010815i,-0.0037619-0.016793i,-0.008243-0.015171i,-0.0067092-0.0074875i,-0.0032708+0.0037525i,-0.0023096+0.011786i,-0.0024719+0.011377i,-0.0011856+0.006996i
0.18171+0.044321i,0.30068+0.2389i,0.36037+0.35724i,0.31046+0.22796i,0.18192+0.065001i,0.066415+0.058069i,0.019535+0.078971i,-0.00049948+0.056749i,-0.011029+0.03875i,-0.004791+0.027914i,-0.0030832+0.025245i,-0.00072915+0.030536i,0.0079658+0.020756i,0.0049199+0.0041246i,-0.0025369+0.0062721i,0.0056658+0.020187i,0.01898+0.024305i,0.015852+0.016182i,0.00076387+0.0062593i,-0.0096817-0.0015962i,-0.012479-0.0040284i,-0.0099753+0.0009989i,-0.0041108+0.0057342i
-0.08289+0.034007i,-0.31557-0.076152i,-0.547-0.15099i,-0.54712-0.048783i,-0.36488+0.072367i,-0.21359+0.049161i,-0.14951+0.013368i,-0.097586+0.038618i,-0.038551+0.039975i,-0.019744+0.0061691i,-0.032531-0.014066i,-0.03541-0.016743i,-0.024198-0.0083032i,-0.0042904-0.00069345i,0.011-0.015162i,0.00065353-0.038459i,-0.018102-0.040987i,-0.017337-0.020683i,-0.0032488+0.0033264i,0.0072195+0.014564i,0.0084945+0.013357i,0.0058073+0.010054i,0.0036163+0.0037285i
0.035711+0.059961i,0.25416+0.076605i,0.43614+0.01783i,0.34822-0.062946i,0.15698-0.04465i,0.10762+0.033235i,0.1124+0.058185i,0.071269+0.047973i,0.036828+0.03763i,0.024506+0.026884i,0.018753+0.025142i,0.014851+0.022457i,0.0039067+0.0078988i,-0.0068777-0.0023314i,-0.0093109+0.0050884i,-0.0013672+0.02008i,0.0085847+0.024462i,0.0076728+0.013205i,-0.0021596-0.0012664i,-0.011616-0.0058441i,-0.014966-0.0068191i,-0.01537-0.0073084i,-0.014108-0.0025617i
-0.14485-0.039057i,-0.33845+0.10879i,-0.42654+0.32267i,-0.30061+0.39044i,-0.17022+0.26532i,-0.14812+0.1285i,-0.096876+0.058401i,-0.010234-0.0090738i,0.022706-0.056798i,0.0093-0.052323i,-0.0029881-0.026681i,-0.0043223-0.006743i,0.00093795+0.0092345i,0.012625+0.017793i,0.013865+0.0098186i,-7.9658e-06+0.0016748i,-0.0089506+0.0033793i,-0.0038916+0.0059581i,0.0045797+0.0065533i,0.0070548+0.0052705i,0.0041449+0.0024654i,-0.0011013-0.0016242i,-0.0041593-0.0044158i
0.16351-0.098498i,0.25592-0.33184i,0.28087-0.53962i,0.22407-0.50924i,0.16855-0.3258i,0.14477-0.18586i,0.070222-0.11932i,-0.028306-0.06098i,-0.060538+0.0053852i,-0.028331+0.029044i,-0.003623+0.0048865i,-0.0028939-0.019313i,-0.0070585-0.030608i,-0.014551-0.023922i,-0.0040805-0.0061416i,0.020681-0.0051759i,0.026628-0.015862i,0.01059-0.014156i,-0.0035577-0.00081585i,-0.0019014+0.0079881i,0.0043015+0.006633i,0.0054539+0.0029683i,0.0045006+0.003493i
-0.074076+0.18016i,-0.035002+0.35449i,0.030203+0.42375i,0.02837+0.29101i,-0.038555+0.12151i,-0.09611+0.061554i,-0.081374+0.050467i,-0.035191+0.023429i,-0.020349-0.0065752i,-0.029392-0.017593i,-0.036913-0.016997i,-0.035987-0.013169i,-0.028422-0.0041238i,-0.015239+0.0027083i,-0.0085097+0.00093848i,-0.017108+0.0022976i,-0.020617+0.010207i,-0.0064875+0.0072426i,0.0061291-0.005661i,0.0036919-0.011808i,-0.0014926-0.0096326i,-0.0033664-0.008678i,-0.0052386-0.010115i
-0.099315-0.1873i,-0.24797-0.30686i,-0.35651-0.3639i,-0.2994-0.31917i,-0.14118-0.23919i,-0.040428-0.17664i,-0.029111-0.10064i,-0.02311-0.017423i,0.013077+0.022992i,0.037811+0.017397i,0.036457+0.010703i,0.029126+0.014713i,0.021698+0.011191i,0.0073837+0.0048216i,-0.0025532+0.0078117i,0.00029959+0.0089418i,0.0017435+0.0053234i,-0.0055483+0.0041479i,-0.010657+0.0022395i,-0.0079483-0.0016675i,-0.0027646-0.0053017i,0.0012552-0.0080436i,0.0036239-0.0094257i
0.1857+0.043556i,0.33026+0.090896i,0.39425+0.15475i,0.27958+0.18283i,0.086246+0.16226i,-0.0013011+0.13446i,0.02494+0.085018i,0.048534+0.016051i,0.026186-0.023775i,-0.00063908-0.019415i,-0.00205-0.010431i,0.0051419-0.014364i,0.007891-0.013561i,0.0077923-0.0092995i,0.0016862-0.0056596i,-0.0031181+0.0009235i,-0.0026165+0.0028847i,-0.0024417-0.00020291i,-0.0044495+0.00075039i,-0.0056148+0.0061541i,-0.00050219+0.012918i,0.0066537+0.016692i,0.0070881+0.014034i
-0.10865+0.083793i,-0.18967+0.1275i,-0.2325+0.13069i,-0.15188+0.09726i,-0.015111+0.045297i,0.022487-0.0037319i,-0.018421-0.01598i,-0.038347-0.0073902i,-0.026847+0.00091214i,-0.0023921-0.001314i,0.017-0.017119i,0.020832-0.02918i,0.016139-0.033515i,0.0080968-0.030498i,0.0046202-0.023082i,0.004863-0.022633i,-0.0011664-0.021195i,-0.0057351-0.0063279i,-0.0015266+0.0071195i,0.00087157+0.0045322i,-0.0032363-0.0026196i,-0.0050815-0.005461i,-0.0021805-0.007654i
0.010246-0.10064i,0.080946-0.16618i,0.18649-0.20255i,0.20372-0.16621i,0.11878-0.070038i,0.074759+0.0011195i,0.084988+0.00049673i,0.075834-0.017867i,0.046536-0.020251i,0.016092-0.012203i,-0.0059201+0.0036668i,-0.014309+0.020471i,-0.0096733+0.032551i,0.00048434+0.030321i,-0.00014045+0.018569i,-0.0094161+0.017986i,-0.0091695+0.02207i,0.0014106+0.012289i,0.0089714-0.0023125i,0.0096021-0.0071614i,0.0067883-0.0079454i,0.0047207-0.010251i,0.0050439-0.008223i
0.020865+0.046806i,-0.039053+0.10498i,-0.11446+0.16775i,-0.081188+0.15277i,0.021297+0.058632i,0.023305-0.015572i,-0.043233-0.015892i,-0.064507+0.01598i,-0.039292+0.030748i,-0.010044+0.023338i,0.0038305+0.015281i,0.012048+0.01358i,0.017624+0.0049317i,0.015129-0.007679i,0.01126-0.01502i,0.010549-0.020127i,0.0085995-0.023503i,0.0012744-0.019798i,-0.0044255-0.0088251i,-0.0021082+0.00019263i,-0.0023813+0.0064042i,-0.0072209+0.011954i,-0.010091+0.01159i
-0.016386+0.001976i,0.0013317-0.059801i,-0.0092701-0.15731i,-0.080138-0.16814i,-0.12876-0.074991i,-0.078258-0.0041474i,0.0037697-0.00067407i,0.03756-0.021762i,0.022084-0.034833i,-0.004836-0.020234i,-0.0036564+0.0013761i,0.011326+0.00070086i,0.014835-0.0056849i,0.014091-0.0034671i,0.014391+0.0022858i,0.017321+0.0062394i,0.017994+0.0018833i,0.0099633-0.0068281i,-0.00035773-0.0096226i,-0.0044722-0.0056548i,-0.0018537-0.00065001i,0.0011429+0.0041587i,0.0031542+0.0050797i
-0.018946+0.027295i,-0.0074596+0.13197i,0.050715+0.25278i,0.11939+0.245i,0.11829+0.11288i,0.04438+0.027417i,-0.022448+0.032336i,-0.041448+0.052311i,-0.025078+0.055299i,0.0001092+0.035687i,0.0026702+0.010007i,-0.012378+0.00058081i,-0.023763+0.0025154i,-0.02265+0.0065967i,-0.013387+0.0029596i,-0.013864-0.0048855i,-0.023971-0.0031635i,-0.023581+0.0076875i,-0.012044+0.012182i,-0.0039056+0.0056247i,0.00059576-0.0011399i,0.0060778-0.0031193i,0.0088604-0.00038208i
-0.014133-0.0528i,-0.05959-0.14408i,-0.12664-0.21776i,-0.18488-0.16195i,-0.17081-0.019349i,-0.05807+0.047503i,0.051756+0.012582i,0.074927-0.034259i,0.042388-0.042275i,0.010142-0.026458i,-0.0028486-0.01388i,-0.0078351-0.0035631i,-0.0062526+0.0093695i,-0.00025871+0.017335i,0.0044873+0.018807i,0.010696+0.018095i,0.020299+0.014958i,0.02372+0.00781i,0.015438+0.0033944i,0.008407+0.0061221i,0.0094091+0.0045336i,0.0091424-0.0053139i,0.0033383-0.012053i
0.049449+0.015065i,0.11966+0.047728i,0.19581+0.085982i,0.22516+0.061107i,0.15769-0.010512i,0.01568-0.030915i,-0.079401+0.0049718i,-0.075204+0.035447i,-0.027539+0.034223i,0.0046482+0.013693i,0.0073719+0.00324i,0.0097641+0.0081086i,0.020516+0.0058394i,0.0215-0.0039566i,0.012157-0.0083586i,0.0026836-0.0061013i,0.00012126-0.00079286i,0.0035747+0.00258i,0.0052544+0.0042247i,0.0014043+0.0061971i,-0.0065206+0.0078634i,-0.012856+0.0094258i,-0.011823+0.0086119i
-0.03909+0.038518i,-0.11548+0.032082i,-0.22703-0.0095115i,-0.27598-0.0090344i,-0.18031+0.033189i,-0.026965+0.021914i,0.048217-0.02174i,0.049345-0.036937i,0.026629-0.035325i,0.0029301-0.027501i,2.8609e-05-0.019698i,0.0026297-0.02538i,-0.0056482-0.028172i,-0.013251-0.018322i,-0.013624-0.0079556i,-0.0068221-0.0058548i,-0.0014221-0.01205i,-0.0027496-0.019479i,-0.0043381-0.019829i,-0.0022124-0.016447i,-0.00071211-0.013088i,-0.0029956-0.0089968i,-0.0071744-0.0044817i
-0.024737-0.025423i,0.028484-0.00049403i,0.17709+0.031682i,0.26969-0.0072879i,0.17659-0.050798i,0.024381+0.017726i,-0.039663+0.1039i,-0.038855+0.10576i,-0.023965+0.064203i,-0.0027941+0.027232i,0.0061497+0.0073071i,0.0017156+0.0049781i,-0.0061054+0.006263i,-0.012702+0.0038854i,-0.013585+0.0029449i,-0.016253+0.0058254i,-0.023514+0.013448i,-0.023831+0.019401i,-0.015694+0.01525i,-0.0092134+0.0088724i,-0.0031744+0.010859i,0.0075281+0.014941i,0.014557+0.013873i
0.042921-0.047195i,-0.016969-0.079481i,-0.17265-0.043336i,-0.26243+0.038551i,-0.18198+0.033575i,-0.062351-0.060741i,0.0026154-0.11127i,0.031339-0.092484i,0.02436-0.056454i,0.00080635-0.017496i,-0.0067294+0.0039913i,-0.0080867+0.0058735i,-0.0066478+0.012663i,0.0014525+0.019939i,0.0076884+0.017027i,0.011703+0.0075809i,0.014232-0.0009037i,0.009248-0.0029056i,-0.0022129+0.0012369i,-0.0077977+0.005276i,-0.006336+0.0025201i,-0.0075002-0.0040754i,-0.0086921-0.009017i
0.043815+0.083713i,0.15815+0.07561i,0.29242-0.054876i,0.3067-0.18809i,0.18919-0.16027i,0.080244-0.039698i,0.012641+0.024564i,-0.040732+0.042758i,-0.03928+0.054663i,-0.0032583+0.039727i,0.010854+0.017142i,0.014092+0.010113i,0.019628+0.0053696i,0.019889-0.0021874i,0.015059-0.0080097i,0.0070372-0.0075619i,0.0043432-2.9582e-05i,0.0093261+0.0053537i,0.012009+0.0031765i,0.0095307-0.00059705i,0.0049276-0.0021091i,0.0021022-0.0034235i,0.0025555-0.0042543i
-0.14842-0.027302i,-0.29018+0.046349i,-0.3768+0.18546i,-0.33736+0.27425i,-0.22658+0.2279i,-0.14212+0.10701i,-0.082023+0.021996i,-0.024499-0.02209i,-0.0017942-0.040366i,-0.0044488-0.023502i,-0.00092488-0.0042144i,-0.0021217-0.0045432i,-0.011502-0.0108i,-0.014456-0.013017i,-0.011953-0.010122i,-0.0082787-0.010512i,-0.006662-0.019476i,-0.0049145-0.024285i,0.0029341-0.016688i,0.010038-0.0091098i,0.0080356-0.0055238i,0.00098656-0.0021239i,-0.0062939+0.00026837i
0.12215-0.11839i,0.18899-0.24315i,0.21291-0.34073i,0.19787-0.3415i,0.15599-0.25084i,0.090519-0.1265i,0.016662-0.018297i,-0.015468+0.049159i,-0.0028127+0.050551i,0.0050121+0.011246i,-0.0049721-0.0093893i,-0.0098027-0.0088916i,-0.0086652-0.0069312i,-0.0079911-0.00202i,-0.0056464+0.0052266i,-0.0041131+0.011755i,-0.0058698+0.017349i,-0.00861+0.01502i,-0.0090328+0.0048435i,-0.0077967-0.0006415i,-0.0051153+0.00099702i,0.00011503+0.0034134i,0.0057155+0.0044755i
0.025684+0.18491i,0.048593+0.33698i,0.060892+0.44393i,0.059677+0.43341i,0.059484+0.30589i,0.079099+0.1462i,0.10177+0.014502i,0.083096-0.064447i,0.025855-0.071726i,-0.013132-0.029956i,-0.011473-0.0018732i,-0.00057189+0.00083976i,0.00055127+0.0032311i,-0.0031467+0.010046i,-0.0029297+0.011253i,0.0013595+0.0031829i,0.0032658-0.0041487i,0.0024064-0.0037175i,-0.000905-0.0013018i,-0.0030212-0.0019978i,-0.0020696-0.0048283i,-0.0033234-0.0066121i,-0.004953-0.0047819i
-0.14934-0.097758i,-0.21572-0.20417i,-0.20126-0.3258i,-0.13672-0.37096i,-0.089815-0.28558i,-0.084972-0.13987i,-0.0822-0.033i,-0.062251+0.014954i,-0.029939+0.020612i,-0.0086937+0.0016745i,-0.0087567-0.0067282i,-0.0042544-0.00098982i,0.0098825-0.0030284i,0.017673-0.0098818i,0.017559-0.011802i,0.012771-0.0051539i,0.010524+0.0069821i,0.010005+0.015496i,0.005868+0.017075i,0.0022378+0.014592i,0.0021604+0.010258i,0.0060908+0.0046173i,0.012613-0.0001672i
0.13541-0.078861i,0.20672-0.057052i,0.20621+0.050327i,0.14497+0.15343i,0.084564+0.14169i,0.054773+0.042769i,0.039434-0.036695i,0.026339-0.062387i,0.017236-0.044784i,0.018871-0.014133i,0.024952-0.0041654i,0.018268-0.0089858i,0.0055141-0.0096969i,-0.0035656-0.0077997i,-0.010007-0.0053441i,-0.012318-0.0063393i,-0.011495-0.015319i,-0.0084049-0.0207i,-0.0011734-0.012209i,0.0052483-0.00014411i,0.0044084+0.0043159i,-0.0024675+0.0051676i,-0.00944+0.0061508i
-0.014507+0.13925i,-0.070064+0.16362i,-0.13903+0.063444i,-0.16775-0.048339i,-0.12745-0.022261i,-0.051064+0.065211i,-0.015601+0.11204i,-0.010466+0.12053i,0.0029751+0.084784i,0.0055736+0.026071i,-0.0073477+0.00071815i,-0.0080042+0.0057354i,0.00096501+0.0087621i,0.005179+0.0042424i,0.0044988-0.00071739i,0.0054131+0.00057478i,0.0077173+0.0062061i,0.0062352+0.0073866i,0.0024136+0.0014113i,-8.9078e-06-0.0029283i,0.00060758-0.0019478i,0.0023014-0.0024093i,0.0016734-0.0054346i
-0.11685-0.051079i,-0.12541-0.035924i,-0.026953+0.082814i,0.081514+0.1911i,0.074145+0.15127i,0.018122+0.06264i,0.027928+0.0029957i,0.058043-0.045127i,0.043774-0.05383i,0.023374-0.022704i,0.021454-0.0049401i,0.016242-0.002992i,0.0074956+0.0041657i,0.0038084+0.012482i,0.0031376+0.014353i,0.00049888+0.0076194i,-0.0077441-0.0016438i,-0.013693-0.0053677i,-0.011252-0.0070885i,-0.0060964-0.010504i,-0.0034991-0.0092824i,-0.00262-0.0015484i,-0.0023764+0.0077639i
0.10334-0.090959i,0.12182-0.15494i,0.034016-0.19174i,-0.049572-0.18707i,-0.021457-0.14876i,0.011458-0.092968i,-0.010972-0.01863i,-0.020123+0.047144i,-0.00038642+0.056106i,0.0052478+0.029122i,-0.0044223+0.014446i,-0.0071419+0.01207i,-0.00079883+0.0050696i,0.0075149-0.0039111i,0.010439-0.0076663i,0.0085528-0.004238i,0.010976+0.0033145i,0.011683+0.0069497i,0.0022917+0.0060261i,-0.0064227+0.0079139i,-0.0063535+0.010242i,-0.0025563+0.0069853i,0.00026529+0.00020604i
0.035748+0.1406i,0.10328+0.2092i,0.18385+0.17114i,0.18497+0.096552i,0.098117+0.085623i,0.03258+0.073059i,0.016711+0.0058072i,-0.0074022-0.054503i,-0.025885-0.045363i,-0.0064121-0.0099122i,0.0159-0.0041371i,0.013057-0.011427i,0.0011986-0.0073149i,-0.0060424-5.8418e-05i,-0.0079931+0.0011935i,-0.0068053-0.0027579i,-0.0053113-0.0087907i,-0.0028582-0.011928i,0.00013848-0.0070051i,0.00065657+0.0019333i,0.00021847+0.0048722i,-0.00046472+0.0015449i,-0.00028296-0.0018154i
-0.15891-0.046548i,-0.28731-0.062808i,-0.34985-0.059167i,-0.31676-0.078235i,-0.24407-0.10256i,-0.17799-0.052414i,-0.12531+0.052934i,-0.06639+0.11026i,-0.022664+0.083143i,-0.01818+0.031775i,-0.024475+0.013679i,-0.020578+0.013676i,-0.014777+0.0087419i,-0.010585+0.0028025i,-0.005524-6.894e-05i,0.0013004+0.0025741i,0.0089685+0.0064519i,0.012496+0.007337i,0.012297+0.004235i,0.012026-0.0014424i,0.0085069-0.0048008i,0.0034202-0.0047573i,-0.00022704-0.0054845i
