-0.0032277-0.00032658i,-0.0023361-0.00086845i,-0.0019955-0.0013679i,-0.001684-0.00095451i,-0.00086599+7.1193e-05i,5.9785e-05+0.0013332i,0.00034444+0.0016297i,0.00015228+0.0013672i,0.00038245+0.00089171i,0.00058058+0.00011496i,0.00036152+0.00014595i,4.3163e-05+0.00049102i,-0.00054159+0.00051188i,-0.00055575+0.00024974i,0.00011192+0.00013449i,-0.00037287+4.9506e-05i,-0.00082455-0.00028063i,0.00029721-0.00013285i,0.0010588+0.00030159i,0.00067697+0.00043483i,0.00016176+8.9226e-05i,-8.8468e-05+4.2273e-05i,-7.0755e-05+0.00017533i
-1.6081+7.624i,-0.31419+8.1867i,3.839+7.2101i,6.0586+2.9481i,5.1959-1.1122i,2.3019-2.6931i,0.071733-1.6107i,-0.25613-0.23164i,0.43186+0.26722i,1.1155-0.046694i,0.99457-0.67274i,0.33918-0.95514i,-0.31256-0.96832i,-0.94396-0.92653i,-1.0653-0.65462i,-0.30952-0.092899i,0.51696+0.19855i,0.57342+0.13858i,0.22638+0.19005i,0.057224+0.25883i,-0.090773+0.20514i,-0.23731+0.25064i,-0.12797+0.28098i
0.42954-0.34287i,0.22366-0.99895i,-0.21082-1.1796i,-0.40472-0.7177i,-0.29974-0.25738i,-0.22709-0.061741i,-0.16331+0.047792i,-0.0081009+0.02832i,0.087064-0.072613i,0.0905-0.092239i,0.091741-0.083929i,0.070029-0.098168i,0.026473-0.090211i,-0.012001-0.084886i,-0.057037-0.095086i,-0.092492-0.086758i,-0.090429-0.051631i,-0.055129-0.0041748i,-0.022107+0.022083i,-0.019912+0.023154i,-0.036468+0.020438i,-0.047247+0.020945i,-0.037923+0.024576i
-0.39604+0.55329i,-0.20865+0.62805i,-0.10858+0.37668i,-0.16895+0.0059833i,-0.25435-0.18599i,-0.28939-0.10811i,-0.21963+0.067138i,-0.099589+0.10562i,-0.059053+0.03732i,-0.067889+0.031419i,-0.033691+0.064841i,0.0020586+0.06512i,0.0070035+0.060079i,0.014416+0.048087i,0.015465+0.014737i,-0.0042909-0.011229i,-0.018476-0.010408i,-0.01295-0.0051223i,-0.0075075-0.015672i,-0.015131-0.024559i,-0.02083-0.014427i,-0.015115+0.0031884i,-0.0069982+0.0077198i
0.38619-0.26531i,0.63532+0.018537i,0.70537+0.16734i,0.33862+0.12844i,-0.1001+0.1781i,-0.13018+0.27917i,0.10342+0.24496i,0.26228+0.10653i,0.24897+0.0011762i,0.15149+0.0091339i,0.08956+0.056624i,0.06124+0.054227i,0.03614+0.026734i,0.019387+0.011716i,0.0093936+0.026651i,0.016262+0.044507i,0.027121+0.022301i,0.020569-0.012266i,0.0042595-0.023489i,-0.0073453-0.0096504i,-0.0043246+0.0049461i,0.0039743-0.0015678i,0.0022744-0.0093224i
0.66081+0.46009i,0.73694+0.16354i,0.58757-0.22335i,0.32232-0.35104i,0.099204-0.20835i,0.0002579-0.047901i,-0.071422+0.027945i,-0.15292+0.076594i,-0.14747+0.085758i,-0.093396+0.043054i,-0.054353+0.028418i,-0.01192+0.038809i,0.0047063+0.034087i,-0.018601+0.035526i,-0.038446+0.039399i,-0.037665+0.021674i,-0.021755-0.0035173i,-0.0012344-0.017536i,0.004271-0.016152i,-0.0046067-0.0040497i,-0.019079+0.0055871i,-0.029963+0.0064612i,-0.030998-0.002124i
-0.90759+0.46908i,-0.90209+0.52267i,-0.76057+0.34102i,-0.62053+0.088312i,-0.51248-0.061992i,-0.39628-0.06991i,-0.23389+0.0065489i,-0.082906+0.041015i,-0.01316+0.014578i,-0.00086741-0.0068267i,0.0025112-0.001182i,0.0097548+0.017962i,0.024072+0.027545i,0.039985+0.015756i,0.041+0.0065688i,0.043343+0.013533i,0.051983+0.012563i,0.040938+0.0047818i,0.025572+0.006102i,0.028802+0.0054386i,0.040404-0.00054429i,0.048+0.00071283i,0.045617+0.0069045i
-0.29245-0.020521i,-0.33991+0.74813i,-0.02077+1.2193i,0.28248+0.97356i,0.23579+0.50214i,0.029458+0.19449i,-0.10049+0.022522i,-0.099248-0.037816i,-0.025781-0.057324i,0.0021287-0.059962i,0.002017-0.020777i,0.015361-0.0063723i,0.009418-0.031712i,-0.0053085-0.035089i,-0.0023946-0.010476i,0.012671+0.0054408i,0.022125+0.00062626i,0.022838-0.0069243i,0.021746-0.0062858i,0.022706-0.00016717i,0.027868+0.0013893i,0.026835-0.013497i,0.01665-0.030487i
0.77925+0.1046i,0.78205-0.22713i,0.58169-0.29043i,0.37896-0.11373i,0.26364+0.012279i,0.22073+0.062648i,0.17306+0.071009i,0.071216+0.075713i,-0.015677+0.10026i,-0.053007+0.085139i,-0.071786+0.048279i,-0.05442+0.029618i,-0.016699+0.023073i,0.0057704+0.029223i,0.015628+0.03436i,0.018127+0.027216i,0.01704+0.014283i,0.0058053+0.0048531i,-0.0096494+0.007154i,-0.017558+0.0096973i,-0.029211+0.0031448i,-0.037522-0.0018566i,-0.02945-0.0078114i
-1.1264+0.06538i,-1.19-0.10493i,-0.89319-0.26303i,-0.4304-0.26463i,-0.077316-0.25558i,0.052057-0.3151i,0.040299-0.34626i,-0.017513-0.3043i,-0.025221-0.21086i,0.032236-0.15224i,0.052603-0.14389i,0.019995-0.11347i,-0.00028648-0.071754i,0.0028269-0.056711i,0.00025392-0.051579i,-0.013524-0.028042i,-0.016081+0.0017766i,-0.00037712+0.00951i,0.016193-0.00052991i,0.026672-0.010977i,0.031347-0.014045i,0.0295-0.0059034i,0.025611+0.006467i
0.031091-0.50534i,-0.11209-0.2631i,-0.2211-0.021143i,-0.17993+0.065169i,-0.037698+0.068072i,-0.017101+0.031872i,-0.10906+0.050458i,-0.086194+0.12575i,0.012772+0.12344i,0.022717+0.080752i,-0.016035+0.082403i,-0.025876+0.080182i,-0.012493+0.045868i,-0.0036034+0.0084263i,-0.003784-0.01269i,-0.0012232-0.01558i,0.00095274-0.011317i,-0.0094079-0.005608i,-0.023182+0.0027828i,-0.024768+0.012041i,-0.015228+0.022078i,-0.0014378+0.023681i,0.010304+0.010341i
0.58147+0.067775i,0.43437-0.25277i,0.046273-0.29379i,-0.15457-0.035211i,-0.019592+0.15094i,0.19517+0.15538i,0.28469+0.08789i,0.20723+0.009314i,0.058433-0.0078455i,-0.013027+0.015122i,-0.011743-0.0066609i,-0.0035468-0.037294i,-0.0022399-0.025944i,-0.0089913+0.010219i,-0.010027+0.045523i,0.00025726+0.054669i,0.005487+0.033995i,0.0058611+0.0089219i,0.0064717-0.0029018i,0.0047787-0.0091965i,1.0651e-05-0.02215i,-0.003192-0.034196i,0.0023417-0.029669i
-0.35839-0.041046i,-0.10935-0.19884i,0.084603-0.3912i,0.088466-0.45774i,0.036273-0.45633i,-0.033136-0.42448i,-0.09483-0.31063i,-0.12295-0.1956i,-0.13084-0.1125i,-0.08859-0.048177i,-0.038967-0.020563i,-0.035285+0.0048544i,-0.032358+0.026197i,-0.010642+0.015735i,0.0059971-0.010839i,0.00051115-0.03125i,-0.015974-0.02898i,-0.020061-0.016011i,-0.015349-0.00966i,-0.008687-0.0040052i,-0.0022008+0.0049839i,-0.0021148+0.015152i,-0.007276+0.022696i
-0.029573-0.19006i,-0.12294-0.0048471i,-0.031216+0.068225i,0.036271-0.0098864i,-0.064825-0.015188i,-0.10149+0.024189i,-0.026879-0.024038i,0.04695-0.067942i,0.096718-0.045179i,0.10377-0.0042579i,0.083596+0.025305i,0.066806+0.0223i,0.047772-0.0016071i,0.027911-0.0098077i,0.019038+0.0011781i,0.027829+0.011655i,0.034753+0.007045i,0.026967-0.00015966i,0.019361-0.0005345i,0.013829+0.00097001i,0.0084381+0.0027272i,0.0099027+0.0023844i,0.01507+0.00072412i
0.53072+0.60412i,0.89881+0.45902i,0.82517-0.0066827i,0.32301-0.26874i,-0.051849-0.070642i,-0.08604+0.19246i,-0.031912+0.24221i,-0.031726+0.15569i,-0.074825+0.033625i,-0.1015-0.0356i,-0.071587-0.067251i,-0.041769-0.090595i,-0.041827-0.061162i,-0.036268-0.01092i,-0.024846+0.012723i,-0.023527+0.01377i,-0.025393+0.0043572i,-0.021267-0.0049618i,-0.011496-0.0039835i,0.0021211+0.0038504i,0.012218+0.0021037i,0.012701-0.0049099i,0.01016-0.0015844i
-0.33194-0.47457i,-0.32335-0.50619i,-0.18635-0.35285i,-0.044511-0.1722i,0.10672-0.11016i,0.24743-0.12577i,0.28561-0.1328i,0.2324-0.10392i,0.15254-0.072364i,0.070944-0.044692i,0.023945-0.00076038i,0.027104+0.031187i,0.03964+0.015299i,0.024941-0.014253i,0.0072286-0.022049i,0.013997-0.021192i,0.030727-0.022039i,0.037625-0.019688i,0.029418-0.016122i,0.013946-0.0080638i,0.0026435+0.0075208i,-0.0050461+0.017483i,-0.01864+0.017442i
-0.040284+0.35979i,-0.12877+0.59488i,0.021548+0.67134i,0.26272+0.44162i,0.246+0.089633i,0.047935-0.11352i,-0.077751-0.13994i,-0.077732-0.084662i,-0.0075719-0.028589i,0.047575-0.0211i,0.033936-0.039201i,-0.01762-0.041865i,-0.044317-0.023326i,-0.026204-0.007598i,-0.0051851+0.0015501i,-0.00024584+0.017668i,2.1052e-05+0.024067i,-0.0029756+0.014497i,5.4907e-05+0.003466i,0.0046269-0.0067586i,0.0031168-0.013595i,0.0023737-0.015076i,0.0033035-0.01607i
-0.43465+0.13723i,-0.27514+0.35053i,0.0897+0.38669i,0.25173+0.15177i,0.082351-0.026155i,-0.10457+0.064255i,-0.1066+0.21607i,-0.012633+0.22851i,0.047923+0.12999i,0.039645+0.048699i,0.043972+0.035386i,0.087377+0.02158i,0.086981-0.011283i,0.034263-0.01796i,-0.0094429-0.0021111i,-0.020733+0.0076774i,-0.012668+0.0036055i,-0.0038475+0.00098806i,-0.00065425+0.010848i,0.0046599+0.019004i,0.012566+0.016688i,0.014057+0.015242i,0.0072104+0.02299i
0.24944-0.34701i,0.22848-0.24215i,0.21475-0.087037i,0.21348-0.064821i,0.20404-0.074855i,0.20591-0.050876i,0.179-0.069868i,0.084001-0.097013i,-0.0028946-0.09084i,-0.042251-0.079847i,-0.070062-0.062202i,-0.084823-0.026226i,-0.065082+0.00066335i,-0.031267-0.00063895i,-0.0090689-0.0088143i,0.0059229-0.0046177i,0.018369+0.0086293i,0.024635+0.011521i,0.019011-0.0004347i,-0.00066902-0.0088737i,-0.021358-0.0069564i,-0.028504-0.006851i,-0.022454-0.01824i
-0.10384-0.14443i,-0.38999-0.35294i,-0.58324-0.21963i,-0.42423+0.023462i,-0.1488-0.00082954i,-0.054932-0.09474i,-0.055579-0.057143i,-0.043666+0.031229i,-0.00067055+0.11668i,0.073504+0.13702i,0.10379+0.098271i,0.088854+0.072026i,0.075373+0.050027i,0.056132+0.02355i,0.031387+0.0069004i,0.0070862+0.0040522i,-0.01043+0.012857i,-0.01265+0.021806i,-0.004336+0.023974i,0.0075188+0.015365i,0.012131+0.0019781i,0.011145-0.0026687i,0.0078288-0.0035077i
-0.35117-0.031397i,-0.40746+0.2644i,-0.30781+0.49452i,-0.1187+0.46276i,-0.0088161+0.24627i,-0.046337+0.025432i,-0.11076-0.075608i,-0.086397-0.085352i,-0.020532-0.070307i,0.0055011-0.035463i,0.001939-0.00017822i,-0.0023245+0.0074761i,-0.0059335-0.0036828i,-0.010549-0.01181i,-0.016178-0.0063025i,-0.013877+0.0029692i,-0.002554-0.00051762i,0.0015828-0.0097898i,-0.0052562-0.0077365i,-0.010993+0.0028656i,-0.0080106+0.0071422i,-0.0069254-0.0030018i,-0.011684-0.017138i
0.43501-0.45385i,0.20215-0.59884i,-0.093038-0.38063i,-0.11802-0.077423i,-0.026546+0.054255i,-0.0077126+0.15134i,0.0041008+0.22512i,-0.013884+0.19467i,-0.044448+0.12165i,-0.033542+0.026798i,-0.029923-0.050323i,-0.029416-0.055419i,-0.017348-0.027633i,-0.011286-0.0074604i,-0.0072763-0.0040526i,-0.012082-0.0073014i,-0.017615+0.0056749i,-0.0085226+0.017947i,0.0035026+0.012949i,0.0079673+0.0031263i,0.0035999-0.0024537i,-0.001607+0.0017245i,0.0031944+0.01221i
0.16839+0.29142i,0.33569+0.12174i,0.20664-0.15321i,-0.023364-0.18591i,-0.020386-0.081392i,0.092259-0.11694i,0.12887-0.18638i,0.12005-0.1832i,0.070902-0.13223i,0.020071-0.04363i,0.0023221+0.014407i,-0.023406+0.025636i,-0.037331+0.027111i,-0.022788+0.015373i,-0.0095334+0.0040751i,-0.0017453-0.0037646i,-0.0046026-0.019435i,-0.017742-0.024036i,-0.021881-0.012359i,-0.0095824-0.003072i,0.006049-0.0042708i,0.010477-0.0089751i,0.0077635-0.010874i
0.076085-0.48048i,-0.18806-0.54892i,-0.38028-0.35201i,-0.28483-0.051547i,-0.066771+0.12201i,0.027811+0.10932i,-0.012178+0.042638i,-0.065711+0.038179i,-0.052716+0.086332i,-0.0087929+0.096258i,-0.00093339+0.06515i,-0.0070472+0.046496i,0.0060857+0.042328i,0.023528+0.037239i,0.027357+0.028169i,0.017922+0.022773i,0.010045+0.019585i,0.0072571+0.01431i,0.0060572+0.0075387i,0.0060677+0.0017962i,0.0057058+0.00075273i,0.011211-0.0022792i,0.020625-0.010656i
0.39106+0.53172i,0.51676+0.27646i,0.2606-0.10513i,-0.079791-0.16535i,-0.18359-0.050513i,-0.16244-0.012285i,-0.11456+0.013603i,-0.02508-0.008819i,-0.01062-0.084142i,-0.043847-0.084594i,-0.014627-0.051972i,0.028249-0.061803i,0.025162-0.079163i,-0.0087929-0.07036i,-0.031614-0.043301i,-0.029587-0.030122i,-0.02866-0.030506i,-0.032238-0.021945i,-0.028304-0.0088666i,-0.020014-0.0028639i,-0.013053-0.0058527i,-0.0083152-0.0086847i,-0.0050781-0.00089956i
-0.19062-0.26619i,-0.094022-0.20198i,0.13987-0.16182i,0.29019-0.1693i,0.30949-0.13102i,0.26662-0.073369i,0.14797-0.038769i,0.026507+0.0084751i,-0.00913+0.034068i,0.011371+0.0037658i,0.011181-0.039488i,-0.025592-0.038111i,-0.040614+0.0024112i,-0.015092+0.024022i,0.01239+0.014953i,0.023381+0.0075952i,0.030563+0.0077078i,0.035881-0.0024167i,0.027739-0.016125i,0.014089-0.01232i,0.0099808+0.0038868i,0.0083377+0.014793i,0.0035609+0.014277i
0.63859+0.44731i,0.69417+0.24263i,0.42735-0.091279i,0.027273-0.18001i,-0.2082-0.024713i,-0.16238+0.11096i,0.013388+0.1121i,0.11225+0.044905i,0.084959+0.016026i,0.027285+0.048398i,0.016282+0.072895i,0.030461+0.052353i,0.033969+0.020433i,0.021729+0.0045082i,0.0012336+0.0094985i,-0.010073+0.013055i,-0.01551+0.00036576i,-0.025815-0.0016507i,-0.024123+0.013825i,-0.009936+0.020645i,-0.00015398+0.015473i,0.0091702+0.0070927i,0.017451+0.0030087i
-0.52869+0.2307i,-0.25784+0.18858i,0.12672-0.020493i,0.23063-0.19638i,0.12423-0.24713i,-0.0057769-0.24498i,-0.1204-0.19804i,-0.14725-0.11077i,-0.084143-0.058942i,-0.028001-0.048433i,-0.0091734-0.035326i,-0.00048284-0.014898i,0.0057031-0.0055612i,0.0011757-0.009534i,-0.0013171-0.0070474i,0.012672+0.0014762i,0.028611-0.0022598i,0.028494-0.015406i,0.012445-0.022098i,-0.0035833-0.015324i,-0.0088877-0.0015156i,-0.0082221+0.011181i,-0.0062795+0.01471i
0.26996-0.061012i,0.32652+0.065076i,0.27351+0.1131i,0.11989+0.11661i,0.03579+0.1788i,0.09572+0.20595i,0.13082+0.16004i,0.10016+0.12i,0.068931+0.068897i,0.043232+0.015429i,0.039957-0.0075787i,0.04106-0.031591i,0.017228-0.045915i,-0.00058218-0.036046i,-0.0045672-0.025245i,-0.012304-0.016722i,-0.017998-0.003761i,-0.011443+0.0072372i,0.0044694+0.0072958i,0.013797-0.00087057i,0.0072664-0.0089415i,-0.009198-0.01147i,-0.01962-0.003475i
-0.24807+0.2103i,-0.21798+0.22278i,0.026965+0.21053i,0.16919+0.10193i,0.04001-0.023888i,-0.11876-0.012408i,-0.11433+0.0244i,-0.049099-0.0052471i,-0.018053-0.020815i,-2.2057e-05+0.0086512i,0.0099969+0.037191i,-0.00061507+0.054392i,-0.010792+0.06856i,-0.0050977+0.06598i,-0.00031698+0.045968i,0.0036334+0.027948i,0.013751+0.0099346i,0.014341-0.0094881i,0.0038077-0.012096i,-0.0022815+0.00051164i,0.0014322+0.015013i,0.013769+0.024971i,0.019344+0.018696i
0.1976+0.20483i,0.43022+0.30043i,0.4723+0.29551i,0.35703+0.16232i,0.26618-0.0097769i,0.1939-0.12054i,0.11986-0.10913i,0.091057-0.024429i,0.077689+0.020126i,0.029962+0.023076i,-0.0062519+0.032718i,0.0059907+0.036475i,0.033053+0.018145i,0.038595-0.0078711i,0.022392-0.017084i,0.0066655-0.0066048i,0.0024735+0.0023984i,-0.0004405+0.00061413i,-0.0081958-0.0020794i,-0.016066-0.0036187i,-0.027835-0.0057217i,-0.039461-0.0002345i,-0.033469+0.0083484i
-0.68989+0.11597i,-0.71878+0.33781i,-0.39329+0.4185i,-0.10735+0.32587i,-0.02776+0.26143i,0.027618+0.21339i,0.040301+0.065292i,-0.046559-0.058983i,-0.095554-0.066996i,-0.057643-0.037709i,-0.0070122-0.031013i,0.010251-0.047566i,-0.0074681-0.055222i,-0.02376-0.031796i,-0.018522-0.00037755i,-0.01035+0.01376i,-0.0079574+0.015751i,-0.00067453+0.014264i,0.0065567+0.0056275i,0.008551-0.0050098i,0.014447-0.018059i,0.015165-0.036046i,0.0038261-0.039981i
0.4805-0.61089i,0.44882-0.61736i,0.24639-0.34117i,0.10001-0.20003i,-0.0053504-0.27406i,-0.14727-0.23603i,-0.17789-0.038175i,-0.078714+0.085961i,0.0017289+0.084728i,0.0071632+0.050903i,-0.022107+0.040587i,-0.034831+0.049523i,-0.022565+0.047839i,-0.0059654+0.027288i,0.0012801-0.003004i,-0.00046591-0.022476i,0.00072472-0.024109i,0.0016769-0.018079i,0.0018916-0.0049118i,0.0052678+0.012363i,0.0043208+0.027203i,0.0015137+0.037266i,0.00033496+0.02996i
-0.1106+0.92392i,-0.15027+1.1056i,-0.1076+0.93722i,0.03964+0.63796i,0.21224+0.36881i,0.28974+0.12987i,0.24168-0.020475i,0.14879-0.040637i,0.075857-0.00036539i,0.035954+0.038505i,0.019019+0.045699i,-0.0023919+0.030865i,-0.019727+0.029423i,-0.010556+0.036193i,0.0058204+0.037623i,0.014565+0.038486i,0.021298+0.033563i,0.021851+0.01884i,0.010549+0.0059883i,-0.007009-0.0028052i,-0.022202-0.017715i,-0.032751-0.031502i,-0.025915-0.029179i
-0.59387-0.69288i,-0.69852-0.74214i,-0.61861-0.46863i,-0.46213-0.2122i,-0.36196-0.084407i,-0.28284+0.050915i,-0.15574+0.13546i,-0.067333+0.096687i,-0.045606+0.02653i,-0.043299-0.017242i,-0.03493-0.020293i,0.00077708-0.0056926i,0.029171-0.018699i,0.011716-0.029561i,-0.015891-0.022399i,-0.029754-0.021147i,-0.036228-0.019801i,-0.03234-0.0096811i,-0.015173-0.0018308i,0.0089296-0.001944i,0.029599-0.00299i,0.038473-0.0064374i,0.026294-0.010133i
0.73423+0.11768i,0.78031+0.2533i,0.49342+0.23047i,0.23003+0.11989i,0.1822+0.00039473i,0.17822-0.14584i,0.12225-0.21572i,0.079777-0.18167i,0.055856-0.11777i,0.04055-0.062055i,0.036274-0.045034i,0.014025-0.054346i,-0.014717-0.046492i,-0.016999-0.024964i,0.0018867-0.0093554i,0.023332-0.002046i,0.033662+0.00068756i,0.029671-0.00049876i,0.013183+0.00028101i,-0.0033826+0.010337i,-0.010409+0.020376i,-0.011886+0.023489i,-0.0046915+0.016848i
-0.46725+0.26091i,-0.74524+0.24326i,-0.68522+0.21438i,-0.3683+0.21299i,-0.126+0.22682i,-0.047883+0.23328i,-0.061173+0.2086i,-0.09337+0.18494i,-0.077231+0.15321i,-0.048358+0.091621i,-0.047521+0.051946i,-0.040303+0.04817i,-0.022231+0.049474i,-0.008898+0.046468i,-0.005512+0.037081i,-0.012007+0.0305i,-0.011602+0.028253i,-0.003893+0.020685i,-0.00097882+0.007501i,-0.0034471-0.0061514i,-0.00098577-0.015873i,0.0081625-0.022709i,0.014598-0.022044i
0.22144-0.27279i,0.37074-0.49252i,0.20109-0.52306i,-0.054924-0.29905i,-0.098099-0.10353i,-0.054502-0.079589i,-0.015928-0.066058i,0.044338-0.060627i,0.041996-0.082419i,-0.0030836-0.053329i,-0.0096886-0.013695i,0.0035233-0.0076203i,0.011277-0.01819i,0.006992-0.029343i,-0.00037427-0.024268i,0.0047483-0.018767i,0.0060231-0.024916i,-0.00849-0.024421i,-0.019209-0.0088217i,-0.011603+0.0077443i,0.0067079+0.012923i,0.020765+0.009203i,0.021601+0.0045185i
-0.14269+0.2722i,-0.15797+0.52864i,-0.0049882+0.41761i,0.15361+0.092033i,0.1912-0.033938i,0.16806+0.001588i,0.077997+0.018038i,-0.027608+0.03765i,-0.040984+0.046351i,-0.010213+0.0086137i,0.0031888-0.013124i,0.013551-0.0054207i,0.017263-0.0024201i,0.0048323-0.005096i,-0.007639-0.0012078i,-0.0086076+0.0090617i,-0.0030697+0.015895i,0.0059655+0.01199i,0.0080461+0.00038301i,-0.0013263-0.0018617i,-0.010839+0.0082032i,-0.014559+0.01241i,-0.011727+0.0040426i
0.14881-0.29305i,-0.064145-0.56733i,-0.26798-0.51834i,-0.28839-0.19946i,-0.22728+0.0099629i,-0.15202+0.053338i,-0.033077+0.037355i,0.048253-0.01919i,0.029069-0.03223i,0.0011509+0.019013i,0.0091839+0.04285i,0.0076353+0.02566i,-0.0074281+0.01216i,-0.0061814+0.0092114i,0.0073191+0.0038085i,0.0079752-0.0022842i,-0.0035886+0.0034564i,-0.010691+0.014437i,-0.008315+0.015511i,-0.0043647+0.0068093i,-0.0032556-0.0022039i,0.00056373-0.00071348i,0.0079001+0.012984i
0.098398+0.59633i,0.46836+0.63439i,0.62201+0.30153i,0.39827-0.049958i,0.15608-0.1326i,0.058821-0.11078i,-0.054935-0.082072i,-0.13464-0.0018222i,-0.094979+0.040419i,-0.043911+0.0059869i,-0.039039-0.01654i,-0.031492-0.00033818i,-0.0088423+0.015736i,-0.0006408+0.019411i,-0.011225+0.02152i,-0.01075+0.024234i,0.0063344+0.013286i,0.018467-0.011992i,0.013637-0.026442i,0.0057138-0.01701i,0.01081+0.0028999i,0.019943+0.015679i,0.018246+0.01232i
-0.54444-0.32947i,-0.77566-0.19716i,-0.63947+0.03021i,-0.33266+0.14801i,-0.17859+0.17162i,-0.080492+0.18431i,0.048697+0.12334i,0.1065+0.010409i,0.078814-0.047337i,0.04288-0.038245i,0.029956-0.013046i,0.023885-0.006368i,0.018356-0.018569i,0.012778-0.036629i,0.0046176-0.044623i,-0.0035726-0.034247i,-0.0090695-0.015988i,-0.009836+0.002328i,-0.0052336+0.010169i,-0.0072676+0.0063167i,-0.017213+0.0076267i,-0.018341+0.012433i,-0.004375+0.013959i
0.68713+0.016906i,0.89214-0.16767i,0.7607-0.28533i,0.43545-0.22099i,0.18856-0.14506i,0.038342-0.14335i,-0.068861-0.11886i,-0.095445-0.047884i,-0.065982-0.0051437i,-0.050322+0.0026913i,-0.053052+0.0080495i,-0.044406+0.014138i,-0.030367+0.015373i,-0.019599+0.021022i,-0.004774+0.031509i,0.0035467+0.030996i,-0.0020192+0.017011i,-0.010466+0.0014784i,-0.012026-0.0076531i,-0.0044549-0.014571i,0.001237-0.024147i,-0.0045224-0.025155i,-0.013592-0.013502i
-0.5752+0.63073i,-0.62535+0.92259i,-0.4062+0.86777i,-0.1906+0.52758i,-0.10305+0.27653i,-0.010714+0.20244i,0.083421+0.12254i,0.08164+0.025636i,0.030711-0.023496i,-0.0035967-0.028584i,-0.010533-0.0091967i,-0.0061666+0.0093088i,-0.0041714+0.017223i,-0.0033114+0.011656i,-0.0089282-0.0024456i,-0.014605-0.0065373i,-0.0058954+0.0032862i,0.011142+0.0094883i,0.016293+0.0070616i,0.0085299+0.0085408i,0.0044627+0.016376i,0.0052873+0.020672i,0.0034029+0.018548i
-0.068566-0.59785i,-0.061202-0.73999i,-0.00060399-0.57336i,0.082574-0.32526i,0.080451-0.2215i,-0.035366-0.18528i,-0.11526-0.12633i,-0.10249-0.079023i,-0.051415-0.03933i,0.00089125-0.010705i,0.015843-0.010368i,0.0023539-0.012206i,-0.0029144-0.0081045i,0.0020712-0.0069964i,0.0077405-0.0086267i,0.010243-0.0097991i,0.0076926-0.0091937i,0.0038281-0.0059275i,0.0043409-0.0012221i,0.0026508-0.00045952i,-0.0096398-0.00052928i,-0.020375+0.0068449i,-0.015963+0.013482i
0.23646+0.54368i,0.32394+0.86858i,0.29877+0.82284i,0.14962+0.47474i,0.03195+0.2312i,0.06923+0.16989i,0.14331+0.13572i,0.13328+0.084854i,0.064457+0.031507i,-0.0086771-0.0044547i,-0.036985-0.010765i,-0.023158-0.0099963i,-0.0083942-0.01322i,-0.0011648-0.012972i,-0.0025405-0.007129i,-0.0099845-0.0018183i,-0.014471-0.0056384i,-0.013532-0.013621i,-0.010598-0.015757i,-0.0063366-0.011081i,0.0018341-0.01142i,0.0022548-0.020452i,-0.0099839-0.02145i
-0.58928-0.19413i,-0.90151-0.28074i,-0.7911-0.20602i,-0.39039-0.11302i,-0.16737-0.12724i,-0.17054-0.12371i,-0.16384-0.078132i,-0.10435-0.060936i,-0.045808-0.044057i,0.0053945-0.031641i,0.017936-0.03564i,-0.0035186-0.026634i,-0.021358-0.0098623i,-0.02532+0.0027179i,-0.019135+0.0068488i,-0.013541+0.0063716i,-0.0097938+0.012664i,0.00054931+0.020796i,0.013582+0.016746i,0.019594+0.0049463i,0.018229+0.0014732i,0.015004+0.0044917i,0.013297+0.0030989i
0.34513-0.041531i,0.50281-0.027417i,0.40324+0.033237i,0.16884+0.059623i,0.057411+0.051508i,0.083879+0.048311i,0.11494+0.05257i,0.10596+0.050518i,0.067413+0.029651i,0.012553+0.024665i,-0.018124+0.034794i,-0.014498+0.029561i,0.002127+0.016394i,0.013629+0.0059894i,0.018098-0.0013309i,0.021495-0.0044169i,0.019691-0.0090288i,0.0059916-0.012418i,-0.011126-0.0035876i,-0.017812+0.0087089i,-0.019441+0.0096221i,-0.026229+0.002398i,-0.032399-0.001282i
-0.53911+0.23093i,-0.86897+0.37505i,-0.86854+0.43486i,-0.48097+0.36109i,-0.16847+0.17776i,-0.12359+0.05177i,-0.11384+0.00782i,-0.06675-0.028295i,-0.022177-0.040401i,0.021648-0.045299i,0.0392-0.05965i,0.027658-0.055586i,0.0081555-0.039412i,-0.0054092-0.023405i,-0.006359-0.0076214i,-0.0011482+0.001429i,0.0067609+0.0031359i,0.014367+0.0021016i,0.018112-0.0021643i,0.015258-0.012049i,0.0097849-0.019396i,0.0095655-0.020958i,0.012022-0.019927i
0.059063-0.49063i,0.099942-0.68895i,0.058511-0.66003i,-0.05578-0.4204i,-0.062103-0.18569i,-0.011375-0.06327i,-0.0029267+0.03177i,0.011592+0.088395i,0.018673+0.056054i,-0.00855+0.0195i,-0.018513+0.025594i,-0.0055435+0.028083i,0.0043985+0.012285i,0.0083301-0.0031911i,0.0070328-0.010758i,-0.0011462-0.016208i,-0.015169-0.018685i,-0.025768-0.01293i,-0.024326-0.0029857i,-0.01212+0.0083542i,0.0023116+0.015583i,0.0055525+0.011649i,-0.0064522+0.0039724i
