0.00030446-0.00021947i,0.0013247-0.0015801i,0.00073935-0.0031623i,-0.00089516-0.0022314i,-0.0020555-0.00015682i,-0.0018829+0.0014739i,-0.00077909+0.0024077i,0.00083646+0.0022288i,0.0018594+0.0013768i,0.0017567+0.00049688i,0.00085547+0.0004619i,-0.00061779+0.00066252i,-0.00096745+0.00042566i,-0.00020765-0.00024242i,-0.00050115-0.0012372i,-0.0013859-0.00085151i,-0.0012124+0.00082388i,-0.00049359+0.00050457i,0.00013771-0.00032544i,0.0004091-0.00019568i,0.00013897-0.00013809i,-0.00067597+0.00019807i,-0.00077181+0.00036966i
-0.00041085-0.0016909i,-0.00070164-0.0016121i,-0.00085977-0.0014503i,-0.0011391-0.00044268i,-0.00064365+0.0015731i,0.00031068+0.0015819i,0.00061859+0.00046752i,0.00019724+2.9894e-05i,-0.001002-0.00042659i,-0.0014304-0.00063178i,-0.00086183-0.0005148i,-0.0010708-0.00062605i,-0.00091049-0.00051304i,0.00014113-0.00030376i,0.00058556-0.00013673i,-0.00030612+0.00013992i,-0.00081016-0.0001505i,-0.00022426-7.5307e-05i,-0.00033953+8.4033e-05i,-0.00018656+0.00023473i,0.00012288+0.00034634i,0.00057793-0.00028247i,0.001217-0.0003522i
-0.00023139+0.00046078i,-0.00020247-1.715e-05i,0.00018073-0.00011609i,-0.00058234+0.00068148i,-0.0009648+0.00067145i,-0.000188+0.00051189i,0.00021928+0.00074842i,0.00037411+0.00088634i,0.00069997+0.00073177i,-0.00029058+0.00054276i,-0.0013183+0.000456i,-0.0013142+0.00057926i,-0.0011411+0.00051485i,-0.00055128+0.00070337i,-0.00042325+0.00074246i,-0.00020862+0.00050702i,0.00027616+0.00019407i,-0.00021078-0.00019115i,-0.00071579-0.00020937i,-0.00048248-0.00082696i,5.0031e-06-0.0012055i,-0.00030194-0.00055437i,-0.00057341-0.00032407i
-0.001271-0.00061074i,-0.0012738-0.00044734i,-0.00031244-0.00095383i,-0.00036261-0.00066835i,-0.0011284+0.00017056i,-5.7853e-05+0.0010402i,0.00082201+0.0010044i,0.0011688+0.00034343i,0.001611+0.00011333i,0.00099783+0.00066642i,-0.00010688+0.0013425i,-0.00097255+0.0013414i,-0.0011697+0.0007619i,-0.0001013+0.00020382i,0.00015763-9.6118e-05i,3.3806e-05-0.00083723i,0.00040807-0.00092985i,-0.00031677+5.0281e-06i,-0.0009143-6.3263e-05i,-0.00080366-0.0010143i,-0.00065104-0.00096546i,-0.00049562-7.8718e-05i,-0.0002174+0.00055647i
-0.0011017-0.0019109i,-0.00085357-0.0014783i,-0.0016549-0.001583i,-0.0018069-0.00032623i,-0.0012984+0.0013697i,-0.00077359+0.0018397i,0.00069734+0.0014984i,0.0013356+0.00077043i,0.0011396+0.0010761i,0.00011451+0.0017301i,-0.00079153+0.0017114i,-0.00051501+0.0014413i,0.00045087+0.00088585i,0.0011166+0.00055948i,0.00054945+0.00031867i,-0.00035605-0.00071938i,-0.00036228-0.00077833i,4.353e-05-6.0654e-05i,-0.0001442+3.5851e-05i,-0.0011848+0.00015564i,-0.0015149+0.00010816i,-0.0011427-0.00018058i,-0.00083263+0.00064581i
0.00029766-0.00089887i,-0.0012638-0.0010599i,-0.0010584-0.00074387i,-0.001269-0.00021289i,-0.0011158+2.9457e-05i,-8.6444e-05+0.00094407i,0.00054059+0.001394i,0.0004424+0.00085994i,0.00034316+0.0004946i,0.00086395-2.6426e-05i,0.00082046-0.00022767i,0.00042509+0.00071806i,-0.00022976+0.0012068i,-0.00020952+0.00024661i,-0.00064079-0.00054296i,-0.00049497-0.00080823i,0.00058145-0.00064339i,3.2905e-05-0.00013628i,-0.00035934+0.00011114i,8.5577e-05+8.5378e-05i,0.00015024+0.0003859i,0.00032145+0.00029861i,0.00015569+4.446e-05i
-0.0015053-0.00078349i,-0.00091228-0.00087552i,-0.0017966-0.00013988i,-0.0027749-0.00031063i,-0.0018612+0.00076275i,-0.00011646+0.0020003i,0.00088062+0.0017587i,0.0012369+0.0012006i,0.0011879+0.00061421i,0.00096708+0.00060527i,0.00084357+0.0001336i,6.4736e-05-0.00053634i,8.7769e-06-0.00072316i,0.00043036-0.00063827i,0.00082023-0.00053957i,0.00042851-0.00085601i,-0.00025188-0.00054607i,-0.00048781-0.00087314i,-0.0007805-0.0011622i,-0.00094609-0.00049724i,-0.00017284+9.1159e-05i,7.4264e-05-6.1409e-05i,-0.00051339-0.00011724i
0.002584-0.00062259i,0.0021935-0.0013432i,0.00172-0.0020178i,0.0014348-0.00058334i,0.00043438+0.00068625i,-0.00048965+0.00087302i,-0.00040091+0.001079i,-3.3888e-05+0.00076875i,0.00049694-4.3885e-05i,0.00073286-0.00082679i,0.00027269-0.0011911i,-0.00079126-0.00026913i,-0.0014165+0.00060106i,-0.0014+0.000766i,-0.00031053+0.00048914i,0.00025751-0.0001246i,-1.2679e-05-0.00047802i,-0.00046208-0.00070563i,-0.00030378-0.00071295i,0.00013675+0.00037334i,0.00030417+0.00091173i,0.00013584+0.00013079i,0.000219-0.00025961i
-0.0014178+0.0014872i,-0.0022046+0.00076773i,-0.0018402+0.00073971i,-0.00028653+0.00095066i,9.967e-05+0.00039184i,-0.00018614+0.00055843i,0.00066522+0.00089333i,0.0011331+0.00054856i,5.947e-06+3.6116e-05i,-0.00040038+0.00024527i,-3.7232e-06+0.00059518i,-0.00038757+0.00090572i,0.00016045+0.00091457i,0.00082406+0.0012087i,0.00089657+0.00069802i,0.00062974-0.00050311i,0.00075392-0.00058033i,0.00066616-0.00010791i,-0.00019832+0.00011494i,-0.00057252-3.8644e-05i,-0.00040489+5.9436e-05i,5.7368e-05+0.00057963i,0.00032172+0.00054445i
0.00092758+0.00071516i,0.00078823+0.00045415i,-9.0744e-05-0.0003993i,-0.00077081-0.0014179i,-0.0011908-0.0015486i,-0.00057508-0.0014601i,0.00018181-6.9264e-05i,0.0003773+0.00090526i,0.00054288-2.5019e-05i,0.00055235+2.5676e-05i,-0.00032018+0.00070181i,-0.00057919+0.0011565i,0.00057272+0.0013038i,0.00092442+0.0012953i,0.00054265+0.0005912i,-7.3316e-05+5.0012e-05i,-0.0005757+0.00019717i,-0.00046703+0.00061285i,-0.00048485+0.00076704i,-0.00072689-0.00010194i,-0.00020753-0.00094075i,8.8667e-05-0.0012371i,-0.00036914-0.00051583i
0.00039772-0.0006698i,0.00050721-0.0015323i,-0.00015338-0.0019232i,-0.00026228-0.00062626i,-0.0011098+0.00051563i,-0.0010039+0.0015284i,0.00010045+0.0020911i,0.00012723+0.00098434i,0.00039704+2.7556e-05i,0.00041973+0.00026658i,0.00010453+0.001214i,0.00027938+0.0017911i,0.00043442+0.0011428i,0.00030299+2.0524e-05i,0.0001238-0.00058402i,-0.00013836-0.00074757i,-0.00033075-0.0004848i,0.00023027-0.00015302i,0.00020156+3.6401e-05i,2.2138e-05+5.1918e-05i,-0.00052197+0.00025216i,-0.0012324+0.00086943i,-0.0011753+0.00069964i
-0.00057667+0.00061817i,-0.00049598+0.001463i,-0.00029437+0.0026312i,-0.00028041+0.0022927i,-0.00015292+0.0020951i,-0.00031019+0.0010562i,1.0798e-05+0.00032882i,0.00060251+0.00012676i,0.00046144-9.4943e-05i,-0.00026632+0.00038029i,-0.00034697+0.00050213i,-0.00015058-5.8329e-05i,8.2448e-05+4.6968e-05i,0.00046678-0.00012122i,0.00072868-0.001246i,3.9378e-05-0.0012988i,-0.00035081-0.00064574i,-0.00044619-0.00048954i,-0.0010121-0.00076006i,-0.00085763-0.0011352i,0.00058634-0.001201i,0.0010122-0.00068755i,6.4452e-05-0.00010142i
1.2002e-05+0.00029469i,-0.00052136-0.00047135i,-0.00043349-0.00098708i,-0.00010532-0.0012694i,0.00030641-0.00069249i,0.0010657+0.00042147i,0.0012114+0.001269i,0.00077118+0.0010517i,0.00081588+0.00067571i,0.00057468+0.00029097i,-0.00030666+0.0001601i,-0.00024863+0.00027155i,1.0956e-05+0.00052703i,0.00023383+0.0012341i,0.00018719+0.00097536i,-0.00028138+0.00045166i,-0.00080169-9.2659e-05i,-0.00018167-0.00036016i,-0.00016781+1.7601e-05i,-0.0010475-5.599e-05i,-0.00086683-0.00031593i,-0.00051844-0.00050718i,0.00034074-0.0010701i
-0.00072478-3.0599e-05i,-0.00081977+0.00061165i,-0.0012987-0.00041635i,-0.0017024+0.00038711i,-0.0015777+0.0012922i,-0.0002345+0.00090216i,0.0014383+0.00092657i,0.0013354+0.0011517i,8.0742e-05+0.00049272i,-0.00036296+0.00031532i,-0.00055668+9.0722e-05i,-0.0012297+0.00026066i,-0.00095707+0.0009697i,-0.00012406+0.00085217i,0.00053314+0.00021981i,0.0010067+0.00029982i,0.00041468+0.0008436i,-2.154e-06+0.00019388i,0.00050035-0.00060865i,0.00064462-0.00040951i,-0.00045445-0.00037228i,-0.001046-0.00059142i,-0.00048631-0.00048071i
-0.0002779+0.00059863i,-2.9809e-07+0.00028735i,0.00011244+0.0008515i,-0.0001081+0.00107i,-0.0008119+0.0013585i,-0.0014193+0.0016091i,-0.00021519+0.0010962i,0.00056997+0.00071095i,0.00013581+3.594e-05i,-0.00017824+0.00014238i,-0.00058136+0.0012225i,-0.00089438+0.0016676i,-0.00075594+0.0017613i,0.00020271+0.0013926i,0.00079717+0.00020191i,2.0192e-05-0.00026366i,-0.00050687-0.00052775i,5.8748e-05-0.00092679i,0.00045503-0.00050182i,-9.7821e-05+9.4692e-05i,-0.00031987+0.00044246i,0.0002683+0.00020844i,0.00084209-0.0004704i
-0.0012541-0.0015814i,-0.0011684-0.0016138i,8.0345e-05-0.0012686i,8.2854e-05+3.1715e-05i,-0.00032872+0.00098952i,-0.00019725+0.0013319i,-7.8115e-05+0.00090364i,9.1123e-05+0.00060529i,0.00041317+0.0010115i,0.00082413+0.0012686i,0.00092455+0.00053562i,0.00023561-0.0002998i,-0.00012258+6.8615e-05i,0.0007124+0.0003795i,0.0010346+0.00012235i,0.000204-0.0001868i,0.0003519-0.00032644i,0.0007904-0.00028707i,0.00016479-0.00021623i,-0.00070688-0.00018614i,-0.00072768-0.00043106i,-0.00078545-0.00062406i,-0.00023148-0.00013849i
0.00074929+0.00082437i,0.0010549-2.0514e-05i,0.00017114-0.001433i,-0.0011916-0.0017791i,-0.0015269+0.00013732i,-0.0014419+0.0013977i,0.00015682+0.0010522i,0.0014769+0.0011231i,0.0008087+0.00093904i,0.00037014+0.00016664i,0.00033494-0.00097959i,3.8106e-05-0.0016735i,-0.00041444-0.0006183i,-0.00030452+0.00028443i,0.00013501+0.00032603i,-4.6072e-05+0.00032323i,-0.00082691+0.00030225i,-0.00094694+0.00011782i,-0.00044911-0.00023672i,-0.00046111-0.00079987i,-0.00031547-0.0012963i,-0.00029482-0.001075i,-0.00052199-0.00061472i
-0.001212+0.0016567i,-0.0018064+0.0015807i,-0.0011266+0.00095452i,-0.00069312+8.8062e-05i,-0.0012762-2.7939e-05i,-0.00072007+0.00019321i,0.00051966+0.00057621i,0.00085052+0.00069797i,4.1202e-06+0.00046353i,0.00010807+0.00016045i,0.00029955-0.00011876i,0.00020109-0.00027915i,-0.00030859+0.00017595i,-0.00033975+0.0004344i,0.000487-0.00019866i,0.00059686-0.0010549i,-0.00064928-0.0017053i,-0.0011944-0.001345i,-0.00091639-0.0011707i,-0.0010606-0.00082824i,-0.00075033+0.00026502i,-0.00044647+0.0007209i,-0.00029102+0.0003193i
-0.00088215-0.0017964i,-0.00024414-0.0031062i,0.0022352-0.0017532i,0.0018988+0.00044112i,-4.3563e-05+0.0013235i,0.00030246+0.0015836i,0.00079484+0.0019061i,0.00011117+0.00119i,-0.00051627+0.00029351i,-0.0012148+9.3582e-05i,-0.0016579-0.00028737i,-0.0013966-0.00073252i,-0.0013097-0.00040417i,-0.00036458-5.4348e-05i,0.00041001-1.3042e-05i,0.00039475-6.2631e-05i,0.00044504+0.00023619i,0.00014678+0.00057408i,-0.00052108+0.00010717i,-0.00072473-0.00028149i,-0.0010421+0.00015549i,-0.0011197+0.00012061i,-0.00043362-0.00079003i
-0.0014135+0.0011911i,-0.00045068+0.00088975i,-0.00059438+0.0011307i,-0.00045536+0.0011684i,-0.00091873+0.00065731i,6.2454e-05+0.0012164i,0.0011316+0.0021845i,0.0012871+0.00071314i,0.00093275-0.00013873i,0.00017703+0.00075529i,-0.00013897+0.0016894i,-0.00068036+0.0015946i,-0.00065812+0.00051321i,0.0002925+0.00024201i,0.00067168+0.00036797i,0.00040922+0.00047699i,2.0494e-06-0.00011821i,6.6378e-05-0.00077619i,0.00039855-0.0013715i,0.00049033-0.0014732i,9.1969e-05-0.00051377i,-3.7346e-05+0.00036614i,0.00019865+0.00037334i
-0.00327+0.00040379i,-0.0034661+0.00048362i,-0.0036373-0.00067698i,-0.0025306+0.00027252i,-0.0018691+0.0021177i,-0.0010946+0.0019748i,4.3509e-05+0.00085227i,2.3923e-05+0.00022205i,-0.00045195+3.054e-05i,-0.00010967+0.00030545i,0.0008694+0.0016023i,0.00062207+0.0016409i,6.2905e-05+0.00052176i,0.00041646+0.00027718i,0.00091057-3.8883e-05i,0.0012103-0.00059067i,0.00015585-0.00019839i,-0.00055491+0.00052502i,-0.00044039+0.00069646i,-0.00037088-0.00012371i,-0.00048705-0.0003113i,-0.00095935-1.6185e-06i,-0.0016711-1.2567e-05i
-0.0012515-0.0008435i,-0.00077105-0.00053054i,-0.0016974-0.001025i,-0.0028094-0.0011689i,-0.0030097-0.00023897i,-0.0020653+0.00076403i,-0.0014764+0.00085072i,-0.00058481+0.00049496i,0.00023475+0.00030268i,0.00073978+0.00040255i,0.00085663-0.00020028i,5.3791e-05-0.00069543i,5.3168e-05+0.00019986i,0.0012019+0.00074225i,0.00082117+0.00016036i,-0.00011651-0.0003355i,0.00019467-0.00072393i,0.00041913-0.00094379i,4.2376e-05-0.00037558i,-0.00019205-3.3537e-05i,-0.00025199+7.012e-06i,0.00044068-0.00016672i,0.0007684+1.2101e-05i
0.00075904-0.001139i,0.00035877-0.0025034i,3.3046e-05-0.0023554i,-0.00027832-0.0011755i,-0.00078592-0.00036584i,-0.00081363+0.00040151i,-0.00035473+0.00073119i,-8.4209e-05-0.00018323i,-0.00072627+0.00029094i,-0.0011952+0.00094413i,-0.0015577-6.0473e-05i,-0.001505-0.0007018i,-0.0011585-0.00039781i,-8.5936e-05-0.0003756i,0.0007648-0.00069995i,4.9161e-05-0.00040055i,-0.00020439-0.00023178i,7.0336e-05-0.00072965i,-0.00037493-0.0013007i,-0.00056086-0.0012376i,-4.0443e-05-0.00080047i,0.00023242-0.00029282i,0.00078633+0.00021971i
0.00030874+0.001003i,-0.00050505+0.0015175i,-0.00082488+0.00073747i,-0.001109+0.00019641i,-0.0013661+0.0009654i,-0.0006118+0.0015615i,0.00030035+0.00080747i,-9.9045e-05-2.6862e-05i,0.00017723-0.00060913i,0.00033342-3.8943e-05i,-0.00071802-0.00032444i,-0.0011408-0.00083089i,-0.00061253-0.0001273i,0.00041178+0.00058393i,0.00080082+0.0011109i,0.00021285+0.0010802i,-0.00027591+0.0001186i,-0.00037132-0.0010357i,0.00050031-0.0012391i,0.00080746-0.0002985i,0.00070527+0.00057119i,0.00074194+0.00046363i,0.00031506-7.2099e-05i
-0.003363+9.6473e-05i,-0.0030066-0.00099234i,-0.002567-0.0012706i,-0.002407-0.00027829i,-0.0011762+0.00064141i,0.00057395+0.0017786i,0.00099779+0.0020787i,0.00020693+0.0013755i,-0.00024021+0.00088192i,2.0159e-05+0.0010077i,-3.9578e-05+0.0013245i,-0.00044922+0.0016859i,4.2626e-05+0.001765i,0.00042424+0.0015237i,0.0005338+0.00022585i,0.00091697+0.00043938i,0.00081045+0.0006573i,0.00067443-0.00036668i,0.00049133-0.00063859i,0.0002307-1.5822e-05i,-0.0003436+0.00016347i,-0.00040234+0.00026147i,0.00016907+6.71e-05i
0.00028623+0.00054011i,0.00060838+0.00077642i,0.0014217+0.00049045i,0.0012908+8.8773e-05i,0.00045089+0.0005498i,0.00018062+0.001126i,0.00058305+0.0016378i,0.00044177+0.0015624i,0.00022924+0.00071778i,0.0011321+0.0004424i,0.00053309+0.00098553i,-0.00051723+0.0011147i,-0.00010308+0.0015998i,0.00063691+0.0014101i,0.0010973-0.00033418i,0.00067477-0.00089275i,-0.00039453-0.00064553i,-0.00056362-0.00046168i,0.00020906-0.00021598i,0.0006528-0.00046073i,-3.2433e-05-0.00054766i,-0.00056705-0.00025085i,4.6438e-05-0.00041399i
0.0014725+0.00077261i,0.0014505+0.0016262i,0.00039836+0.0016475i,-0.00039499+0.00026892i,-0.00097992+0.00028057i,-0.0012582+0.0012415i,-0.00050827+0.00062002i,0.00046431+0.0001261i,0.0011351-2.248e-05i,0.0012096-0.00070657i,0.00061702-0.00088334i,5.3242e-06-0.00015354i,-0.0005319+0.00058724i,-0.00012955+0.00018209i,0.00044451-0.00066083i,8.9456e-06-0.00076212i,9.0956e-05-0.00031957i,0.00072796-0.00032378i,0.00046874-0.00051665i,-0.0004218-0.00023911i,-0.00088495-0.00014274i,-0.00017442-0.00018796i,0.0004331-0.00039175i
-0.00060917-0.0017846i,-0.000477-0.001845i,-3.6904e-05-0.0015439i,-0.00011801-0.00033878i,-0.00093299+0.00056206i,-0.00059603+0.00016151i,0.00037511+0.00010488i,-0.00040435+0.00045355i,-0.0012007+0.00038487i,-0.0014601-0.0004551i,-0.0013615-0.0013338i,-0.00081532-0.00049418i,-0.00038485+0.0003344i,-0.0006453+0.00030646i,-0.00070277-0.00028227i,0.00017076-0.00081741i,0.00064201-0.00091786i,0.00078567-0.0009445i,-0.00044295-0.00092497i,-0.0012711-1.7066e-06i,-0.00081066-3.0212e-05i,-0.00027665+2.3632e-05i,-0.00016406+0.00058982i
-0.00044577-0.00057619i,8.0785e-05-0.00077826i,0.00024184-0.00083502i,-0.00037295-0.00054518i,-0.00081925+0.00059655i,-0.00072303+0.0017545i,0.0004698+0.0017336i,0.0013756-0.00020527i,0.0012765-0.00097596i,8.8959e-05+0.00017874i,-0.0012364+0.00050002i,-0.0016105+0.00026798i,-0.001724+0.0011211i,-0.00094908+0.0013346i,0.00012598+0.00043351i,-2.4866e-05-0.00038697i,6.981e-05-0.00072981i,0.00010133-0.00070551i,-0.00073071-0.00027598i,-0.0010048+0.00024344i,-0.00097263+0.00011527i,-0.0013262-0.00032673i,-0.00051179+1.1867e-05i
0.0015322+0.00091087i,0.0020572+0.00014482i,0.0019642-0.0010855i,0.0010877-0.0016799i,-0.00051904-0.0011357i,-0.0016561-0.00043193i,-0.00073298+0.000515i,0.00011855+0.0010467i,0.00038039+0.0010099i,0.00053887+0.00037033i,-0.00054618-0.00041277i,-0.0011754-9.584e-05i,-0.0003753+0.00062926i,0.00015404+0.00012285i,0.00031459-0.00088918i,-1.8793e-05-0.0012473i,7.5585e-05-0.0015965i,0.00047842-0.0014488i,4.189e-05-0.0012971i,-1.9586e-05-0.0015324i,0.00019672-0.0013451i,0.00033424-0.00050517i,0.00044541-4.8409e-05i
0.00017783+0.0026523i,-0.00020865+0.0024269i,0.00042666+0.003186i,0.00015667+0.0026394i,-0.00031047+0.00081454i,0.00018674+0.00058349i,0.00022664+0.0013014i,0.0003948+0.00044561i,0.00035764-0.00058129i,0.00032389-0.00038134i,0.00043582+0.00051174i,-0.000173+0.0004121i,0.00018995+0.00024238i,0.0016147+0.00061329i,0.0018559+0.00030355i,0.00068706-0.00034283i,-0.00098626-0.00034829i,-0.0014777-0.0002246i,-0.00018419-0.00028174i,0.00059087-0.00048704i,0.0006903-0.00092222i,-5.529e-05-0.00058128i,-0.00062483-6.6835e-05i
0.0004277-0.00058018i,0.00098791-0.00051232i,0.0010944-0.00014642i,0.00016108-0.00080526i,-0.001122-0.00040361i,-0.00097869+0.00055507i,0.00020303+0.001109i,0.00021606+0.001314i,-0.00012132+0.00095179i,-0.00037168+0.0005202i,-0.00076679+0.00045365i,-0.0013111+0.0002341i,-0.0011191+2.8841e-05i,0.0001655+0.00023309i,0.00073925+0.00047766i,0.00060419+3.8717e-05i,0.00041294-0.00033952i,0.00024594-0.00022959i,0.00010017+0.00022522i,-0.00043113+0.00027029i,-0.00072429+0.00034183i,-0.0011574+0.00056198i,-0.00081522+0.00045688i
0.00069802+0.00079119i,0.00064771+4.7854e-05i,0.00029412+0.00085897i,-0.00018436+0.00013971i,-0.0015609-0.00026113i,-0.0013395+0.0010264i,0.00050313+0.00096486i,0.0016053-4.4527e-05i,0.00049632-0.00010273i,-0.00014839+0.0003914i,0.0002034+4.7432e-05i,-0.00014078-0.00037415i,-0.00014044+0.00072636i,0.00058558+0.0015059i,0.0005628+0.0001296i,-0.00036305-0.0012951i,-0.00074667-0.0014088i,-0.00019279-0.00060664i,-0.00010356+0.00011441i,-0.00062493+0.00074883i,-0.00087888+0.0012604i,-0.00067394+0.00088704i,-0.00060154+0.00025656i
-0.00061996-0.00097805i,-5.2257e-05-0.0013325i,0.00031261-0.0013524i,-0.00070743-0.0013132i,-0.0013365-0.00064207i,-0.0011107+0.0012005i,-0.00067611+0.0020952i,-0.00044288+0.0014847i,-0.0003578+0.0013214i,-0.00039834+0.0011595i,-0.001576+0.00024115i,-0.0022715+0.00023511i,-0.0015536+0.00030681i,-0.00074191+0.0004486i,-0.000792+0.00077692i,-0.0011232+7.6506e-05i,-0.00055355+0.00040012i,-0.00054174+0.00078502i,-0.00071731+0.00045414i,-8.1047e-05+0.00049227i,0.00026215+0.00042988i,0.00013554+0.00053075i,4.508e-06+0.00057721i
-0.0010364+0.0014248i,-0.0011709+0.00053884i,-0.0003817-5.1999e-05i,0.00016928-0.00035191i,-0.00030119+0.00064185i,-6.0573e-05+0.0011841i,0.0011472+0.00054281i,0.0010361-0.00026026i,0.0004345+1.1252e-05i,-0.00027281+0.00090964i,-0.00039603+0.00083961i,-0.00039082+8.0777e-05i,-0.00042871-0.00013837i,-1.8717e-05+0.00064069i,0.00028292+0.00050248i,0.00025964+0.00011971i,-9.7724e-05-0.00035431i,-0.00060943-0.00079847i,-0.00105-0.00032064i,-0.00073239+0.00010709i,-0.00056764+3.007e-05i,-0.00027973+4.9532e-05i,-0.00015622-0.0004249i
-0.00026583-0.0017935i,0.00091791-0.0011544i,0.00087829-0.0011822i,-0.00052162-0.0012353i,-0.0012971-0.00062024i,-6.531e-05+0.00073069i,0.00083365+0.0013378i,-3.4934e-05+0.0009349i,-0.0010926+0.00056652i,-0.001345+5.8436e-05i,-0.0011125-0.00024926i,-0.00032429+0.00015839i,4.1232e-05+0.00037396i,2.0067e-05-0.00019972i,0.00014188-0.00065942i,-0.00021463-0.00029137i,-0.00027975-0.00030594i,-0.00023541-0.00077798i,-0.0001831-0.000731i,0.0001297-0.00097011i,-0.00016386-0.0005044i,-0.00050473+0.00012636i,-0.00011322+0.00034442i
-0.0023461+0.0016367i,-0.0028976+0.0012641i,-0.00281+0.0015483i,-0.0025699+0.0019126i,-0.0021432+0.0016557i,9.0273e-05+0.00090965i,0.0014601+0.0003612i,0.00087688-0.00035568i,0.00065835-0.00045972i,0.00066007-0.00026489i,0.00075339-0.00024897i,0.00023889+0.00042223i,-0.00050313+0.0009943i,0.00050014+0.00060623i,0.001704-2.8246e-05i,0.0014091-0.00020938i,0.00063095-0.00021116i,0.00021333-0.00017541i,-0.00046363-0.00032788i,-0.00095929+0.00032397i,-0.00093061+0.00038592i,-0.00093342-0.00024268i,-0.00096167-0.00014166i
0.00092498-0.0018082i,-0.00035351-0.0016113i,-0.0014226-0.0021958i,-0.0020571-0.0019681i,-0.0021843-0.00045589i,-0.001273+0.0012878i,0.00032486+0.0013142i,0.00072686+0.00078345i,-0.0001153+0.00054627i,-0.00077771+0.000848i,-0.0011201+0.00081637i,-0.0015021-1.3495e-05i,-0.0010622+2.7255e-05i,-0.00019666+0.00064389i,-0.00017597+0.00070799i,0.00011433+0.00022604i,0.00017372+9.0176e-05i,-0.00031017+0.00018876i,-0.00069277+0.00026604i,-0.00051367+0.00043462i,6.5691e-05+0.0002194i,0.00013787-0.00027077i,-0.00034175-0.00073387i
0.0010361+0.0013448i,0.0013578+0.00067211i,0.0013033+7.7725e-05i,0.00027629-4.4234e-05i,-0.00049745+0.00016197i,-0.00026664+0.00060511i,0.00012902+0.0010537i,5.6217e-05+0.0010816i,0.00019963+0.00093632i,-0.00046434+0.00017508i,-0.00078511-0.00074952i,-0.00026788-0.00055505i,-1.3173e-05+0.00036482i,0.00017539+0.00056413i,0.00075514+0.00042565i,0.00056776+6.1643e-05i,-0.00034503-0.00049117i,-0.00054734-0.00060256i,-0.0003276-0.00047025i,-0.00031522-0.00013968i,-0.00070364+5.0809e-05i,-0.001028-0.00068172i,-0.0006728-0.0010402i
0.0012905-0.0018944i,0.0005918-0.0011881i,-0.00041574-0.00067396i,-0.0012838-0.0009573i,-0.0018884-0.00090385i,-0.00155+0.00049132i,-0.0004658+0.0011161i,-0.00045304+0.00055337i,-0.0010013+0.00012298i,-0.0014961-0.00014675i,-0.0015302-0.00086015i,-0.0013196-0.00041403i,-0.0008806+0.0011419i,0.00026329+0.0016529i,0.0006425+0.0010432i,0.00024279-0.00031635i,0.0002454-0.0010012i,9.2253e-05-0.00059788i,-2.3331e-05-0.0003329i,-0.00011757+0.00022748i,-0.00065859+0.00017473i,-0.00050956-0.00026123i,-0.00075753-3.7381e-05i
-0.0012252-0.00060864i,-0.0015345-4.7146e-05i,-0.00194+0.00072506i,-0.001411+0.001845i,-0.0010166+0.0017455i,-0.00038464+0.0020538i,0.00051616+0.0019066i,0.00051817+0.00056877i,0.00019546+0.00018983i,0.00021557+0.0010969i,-0.00041015+0.0013866i,-0.00066621+0.0010583i,-0.00032373+0.001364i,-8.1808e-05+0.0012257i,0.00058856+0.00025232i,0.0005591-0.0001968i,0.00028895+0.00015401i,0.00039937+0.0004317i,-0.00029769-0.00037742i,-0.00031345-0.00052686i,-0.00068327-0.00041449i,-0.00076153-0.00096943i,-5.5595e-05-0.00081767i
0.0014889-0.0021349i,0.0020598-0.0024493i,0.0016741-0.0032986i,0.00057777-0.0023445i,-0.00086949-0.00062568i,-0.00092694+0.00055531i,0.00034832+0.00116i,0.00074962+0.00023853i,0.00082991-0.00092869i,0.0004648-0.00075374i,-7.3041e-05+0.00011329i,-0.00027948+4.4117e-05i,-0.00069122-0.00027282i,-0.00044294-8.4595e-05i,0.00018769-0.0002582i,0.00040049-0.00059153i,7.981e-05-0.00030644i,-0.00037625-0.00011947i,-0.00024612-0.00014126i,-0.00056649+0.00016075i,-0.0010113-3.397e-05i,-0.00081976-0.00051026i,-0.00086935-0.00017401i
0.00024472+0.0010581i,0.00016511+0.00099888i,-0.00040465+0.0014522i,9.3439e-05+0.0011214i,-0.0005413+0.0003392i,-0.00050621+0.00046419i,0.00049697+0.0013614i,0.00051413+0.0010983i,-0.00027679-0.00038027i,0.00029663-0.0006787i,0.00093432-0.00048563i,-0.00028502-0.00066203i,-0.00056554+0.00037347i,0.00013196+0.00018737i,0.00057745-0.0009059i,0.00047287-0.0001952i,-5.9503e-05-0.00012741i,-0.00021699-0.0010749i,-5.8556e-05-0.00093114i,-0.0002119-0.00055569i,-0.00033885-0.00060134i,-0.00011899-0.00012009i,0.00035875-1.213e-05i
