-0.0020471+0.00069915i,0.00060734-0.0012171i,0.00043728+0.00078586i,0.0016222+0.002463i,0.0015983+0.0025536i,0.00097436+0.0014002i,0.00022384-0.00042344i,-5.0677e-05-0.0013411i,0.00017267-0.00054246i,0.00055002+0.00065191i,0.00071919+0.00041169i,6.1022e-05-0.0010815i,-0.0004008-0.0015645i,0.0005668-0.00031071i,0.0012038+0.00057151i,0.00045482+0.00012751i,-1.1835e-05-0.00087068i,7.3548e-05-0.00094075i,6.1407e-05-0.00047399i,0.0002427-0.00075045i,0.0001534-0.0012784i,0.00010464-0.00081626i,-0.00018773+0.00044195i
-0.00025246+0.0011289i,0.00019145+0.0015037i,0.0010266+0.0039487i,0.00078164+0.0030751i,0.0004101+6.1729e-05i,0.00039215-0.002338i,0.00041653-0.0024879i,0.00051349-0.001229i,0.00098961-0.00097362i,0.00062304-0.00080852i,2.4846e-05-3.7299e-05i,-7.1139e-05+0.00074681i,4.6231e-05+0.00082104i,0.00070017+0.00039896i,0.0011005+0.00043203i,0.0005648+0.00026505i,-7.0795e-05-0.00052657i,-0.00019387-0.00040804i,0.00016268-0.00035269i,0.00033295-0.00057806i,0.00055851-0.00036232i,0.00060627-0.00065814i,0.00058768-0.00071488i
0.00065972+0.00058069i,0.0012368+0.0017502i,0.0017682+0.0026199i,0.0020087+0.0013744i,0.0024966-0.0013666i,0.0023511-0.002733i,0.0014766-0.0023991i,0.00061369-0.0017196i,0.00058387-0.00099872i,0.00014286-0.00077351i,-8.0755e-05-0.00032678i,0.00060501+0.00088553i,0.00080401+0.0013936i,0.00011431+0.0011483i,-7.9554e-05+2.7532e-05i,0.00014245-0.00041241i,0.00023369-0.00052581i,0.00042206-0.00071274i,-0.00023061-0.00082878i,-1.812e-05-0.00085305i,0.00033098-0.00054854i,0.00046904-0.00054851i,0.00037196-0.00048777i
-0.00045697+0.00071651i,-0.0011605+0.0010279i,-0.0011469+0.0019524i,-0.0012454+0.0014446i,-0.00091518-0.0011256i,-6.6509e-05-0.0033466i,0.00021795-0.003616i,0.00048493-0.002566i,0.0010055-0.0016025i,0.0007071-0.0015578i,-6.484e-05-0.0015886i,-0.00021789-0.0004358i,0.0001121+0.00064702i,0.00057923+0.00086685i,0.00026151+0.00055152i,0.00052517+0.00025489i,0.00088811+3.325e-05i,-3.6823e-05-0.00021351i,-0.00048008-0.00017779i,0.00016577-0.00038797i,0.00026413-0.0010181i,7.7032e-05-0.0010653i,-0.00083711-0.00029458i
2.4241e-05-0.00077676i,0.00076715-0.00010454i,0.0018189-0.0003719i,0.0025259-0.00036195i,0.0021714-0.0013421i,0.001459-0.0022885i,0.00085848-0.0024045i,0.00059426-0.0024433i,0.00065882-0.0019i,0.00021269-0.0012539i,-0.00015335-0.00063983i,-0.00063203-0.0002754i,-0.0013441+0.00021078i,-0.00095094+0.00013498i,0.00055303+0.00031581i,0.0012561+0.00026583i,0.00081768+0.0001864i,0.00057508-7.6825e-05i,6.403e-05+1.4932e-05i,-8.0272e-05+0.00016411i,0.00018475-0.00014959i,0.00077016+9.2758e-05i,0.00042212+0.00045178i
0.00011035+0.00072054i,0.00049727+0.0002919i,0.0011543+0.00012207i,0.00096583-0.00072737i,0.00078235-0.002141i,0.001115-0.0037516i,0.00068974-0.0040502i,0.00045222-0.0027755i,0.00031865-0.0016726i,0.00019151-0.001558i,-0.00056314-0.00094606i,-0.00074858-0.00010506i,-0.00048517+0.00038742i,-0.0008803+0.0004052i,-0.00012486+0.00066594i,0.00078906+0.00057567i,0.00028251-0.00015367i,0.00015654-0.00036644i,-0.0007444-0.00017509i,-0.0015283-3.4541e-05i,-0.0013532+0.00038504i,-0.00051596+0.00034643i,0.00014265-0.00069102i
3.1708e-05+0.00070895i,0.0019948+0.00046094i,0.0044157+0.001757i,0.005689+0.0014795i,0.0045598-0.00043413i,0.0029355-0.0024344i,0.0019056-0.0030162i,0.0013133-0.0017355i,9.3807e-05-0.0010414i,-0.00043498-0.00088916i,-8.7093e-05-0.00040815i,0.00029294+0.00020223i,4.8876e-05+0.00056225i,-9.1355e-05+0.00045194i,0.00075714+0.00022171i,0.00084359+0.00010438i,0.00028546+0.00043333i,2.7817e-05+0.00041033i,0.00026517-3.4298e-05i,0.00069702-0.00030652i,0.00040336-0.00051984i,6.7682e-05-0.0002629i,0.00011974-0.00016593i
0.00074667+0.00018403i,0.0017345+0.00073045i,0.0020392+0.002198i,0.0023071+0.001996i,0.0023694+0.00017055i,0.0015212-0.00092278i,0.00046578-0.0014889i,-0.00032025-0.0011376i,-0.0007973-0.00034272i,-0.00077263-0.0010372i,-0.00026495-0.00083056i,-7.8351e-05+0.00025739i,-0.00060483+0.00092318i,-0.0013627+0.0013445i,-0.00087648+0.00088416i,-0.00016876+0.00012099i,-0.00013049+0.00031954i,-0.00039788+0.0005433i,-0.00062681+0.00033416i,-0.00014067+0.00019303i,0.00013064-0.00024616i,0.00051978-0.00014569i,0.00053375-0.00013806i
3.5812e-05-0.0012999i,0.001397-0.00042828i,0.0023195+0.00042061i,0.0017651+0.00042041i,0.0006502-0.00098515i,0.00069994-0.0014867i,0.00069493-0.0017226i,0.00034979-0.0017982i,0.00081301-0.0013499i,0.0013764-0.0010328i,0.00050839-0.00066983i,-0.00016049+6.6832e-05i,0.00026281+0.00072967i,0.00050812+0.00096671i,0.00082712+0.0010966i,0.00048562+0.0012681i,0.00042937+0.00085574i,0.00045847+0.00027876i,0.00028795-0.00039188i,8.0657e-06-0.00065806i,7.7197e-06-0.00019025i,0.00019608-0.0002739i,-0.00046622-0.00021151i
0.00039934+0.00093634i,0.001909+0.003029i,0.0039886+0.0042079i,0.0039186+0.0026615i,0.0022313+0.0001004i,0.00083202-0.0016776i,-0.00032727-0.0018502i,-0.00022914-0.0015404i,0.0004999-0.0011562i,0.00078852-8.2374e-05i,0.00029675+0.00018174i,0.00017004-0.00038197i,0.00023195-0.00026505i,-5.1881e-05+0.00013264i,0.00028076+0.0009111i,0.00057757+0.00043735i,0.00051959-0.00040807i,0.00086568-0.00076689i,0.0018072-0.0012049i,0.0013286-0.00067866i,7.3582e-05-1.1381e-05i,0.00013318-0.00013526i,0.00019719-0.00021676i
0.00021502-0.00089889i,0.001242+0.0022896i,0.0016554+0.0035213i,0.0016495+0.0018606i,0.0011807-0.00026617i,0.00071919-0.0013566i,0.001004-0.0022793i,0.00099976-0.0027233i,0.00018682-0.0018851i,0.00010797-0.001699i,0.00048486-0.0010093i,0.00062552-0.00076722i,0.00034049-0.0011034i,0.00036503-0.00032108i,0.00080001+0.0002778i,0.001079-0.00059379i,0.00042142-0.0007974i,0.00013221+0.00033699i,0.00057394+0.0007065i,0.00010644-0.00012742i,-0.00057953-0.00063933i,-7.9743e-05-8.4409e-05i,0.0002081+0.00047741i
-0.00040293+0.0021785i,-0.00049716+0.0017701i,8.9489e-05+0.0027508i,0.00099719+0.0024418i,0.00070827+0.00025865i,0.00011743-0.0015204i,-0.00065165-0.0017489i,-0.00079931-0.00060559i,-7.3117e-05-0.00035522i,0.00054775-0.00052586i,2.4152e-05+0.00016911i,-0.0010443+0.00032559i,-0.0013853+0.00055752i,-0.00092696+0.0011841i,3.7375e-05+0.0011743i,0.0010368+0.00045976i,0.00041989+6.6663e-05i,-0.00065645-4.1011e-05i,-0.00045931-0.00043051i,-8.622e-05-0.00039223i,0.00018661-0.00051931i,0.00022817-0.00099821i,-0.00035438-0.00085064i
0.0014561+0.0012725i,0.0013944+0.0014323i,0.0020076+0.00068492i,0.0029387-0.00028725i,0.002109-0.0010373i,0.001818-0.0015138i,0.001363-0.0019709i,0.0002712-0.0015517i,-9.0973e-05-0.0017396i,-0.00021118-0.0016911i,-0.00043169-0.0007473i,-0.00018692-0.00035912i,3.2155e-05-0.00029587i,0.00018504+0.00058889i,0.00033506+0.00095426i,0.00091484+0.00057564i,0.00073774+0.00060779i,0.0002447+0.00029378i,-0.00016209+0.00030301i,-0.00050619+0.00010342i,-0.00032271-0.00039424i,-0.00012834-0.00030688i,0.00052061+9.1801e-05i
0.00074571+0.00065269i,0.00076477+0.00083517i,0.00073692+0.0013352i,0.00078053+0.00095012i,0.00090103-0.00065074i,0.00072801-0.0017143i,0.00046947-0.0018057i,0.0010969-0.00083305i,0.0010088+8.8668e-05i,-0.00023818-0.00031402i,-0.0015495-3.5904e-05i,-0.0015199+0.00065395i,-0.00030376+0.00079898i,0.00066133+0.00095486i,0.0011522+0.00094306i,0.00073526+0.00051086i,0.0006874+0.00025631i,0.0014694+0.0001239i,0.0013565+0.00029114i,0.00044452-3.9599e-05i,-0.00025261-0.00084964i,0.00037356-0.00089062i,0.0008713-7.0475e-05i
-0.00085057+0.0012567i,0.001241+0.00082393i,0.0022317+0.0016499i,0.0031803+0.0023088i,0.0025072+0.0013913i,0.0009639-0.00025443i,0.0004896-0.0019921i,0.00038342-0.0024852i,0.00022525-0.0015714i,-0.00052341-0.00060825i,-0.00090385+0.00026253i,-0.00094214+0.00082896i,-0.0013022+0.00037384i,-0.0005644+0.00013707i,0.00027687+0.00014758i,5.1226e-05-0.00032379i,-0.00021283-0.00063456i,-0.00035455-0.00047132i,0.00022245-0.00031616i,0.0006569+0.00024823i,0.00019989+0.00064784i,0.00046047+0.00043696i,0.0010231+0.00048488i
-4.9462e-05+0.00091865i,0.0003221+0.00122i,0.00034833+0.0015942i,-0.00053498+0.00070401i,-0.00076915-0.0015213i,0.00058412-0.0030406i,0.00096235-0.002694i,0.00021276-0.0013693i,0.00024246-0.00035964i,0.00012627-0.00070765i,-8.5027e-05-0.00061791i,-1.649e-06+7.0695e-06i,-0.0005528+8.1236e-05i,-0.00072482+0.00047266i,-0.00051846+0.00060823i,-0.00068683+0.00053981i,-0.00058213+1.2236e-05i,4.9572e-05-0.00070923i,0.0005151-0.00087123i,0.0010756-0.0006942i,0.00099691-0.00061386i,0.0010601-0.00060614i,0.00094129-0.00023976i
7.5539e-05+0.00073329i,0.00069517+0.0012215i,0.0022616+0.0020752i,0.0033755+0.0013481i,0.0026119-0.00086411i,0.0014453-0.0022711i,0.0013082-0.0029915i,0.00063888-0.0031106i,-0.00049588-0.0027787i,-0.00093384-0.0018752i,-0.0008763-0.00039909i,-0.00087752-0.00048287i,-0.00074163-0.00083395i,0.00017849+0.0004216i,0.00044642+0.0012858i,-0.00015341+0.0013217i,-0.00090094+0.00047909i,-0.00078897-0.00039816i,0.00060698-6.583e-06i,0.0008704+0.00030367i,0.00029639-0.00015696i,-0.00017508+0.00018091i,-0.00025323+0.0010805i
0.00020756+0.00088567i,1.9998e-05+0.0011788i,0.00073346+0.0015212i,0.0019299-2.0097e-05i,0.0028836-0.0020663i,0.0018722-0.0021315i,0.00020345-0.0018338i,-0.00013557-0.0025479i,0.00016196-0.00168i,0.00042207-0.0003151i,0.00059121+5.4885e-06i,0.00013212+0.00043438i,-0.001027+0.001031i,-0.0011065+0.001359i,-0.00077351+0.00090144i,1.416e-05+0.00026067i,0.00064003-9.1961e-05i,3.1099e-05+5.1957e-05i,0.00028182+0.00027228i,0.0015603-0.00021026i,0.0013642-0.00056131i,0.000573-0.00090589i,0.00028853-0.00079866i
0.00061622-0.00078639i,0.0016135+1.8069e-05i,0.0023961+0.0017324i,0.0020329+0.0026126i,0.0014729+0.0010587i,0.0014115-0.00081681i,0.0009034-0.0017877i,0.00043602-0.0019488i,0.00067757-0.0012728i,0.00067403-0.00048174i,4.4032e-05-7.5486e-06i,-0.0004797+0.00026491i,-0.00012858+0.00053233i,0.0004849+0.00065843i,0.00014058+0.00079586i,0.00022602+0.00043342i,0.00088475-0.00017182i,0.00071562-0.00020205i,0.00025726+7.3451e-05i,0.00026445+0.00031492i,0.00054489-5.4675e-05i,0.00081943-0.00057256i,0.00051064-0.00020666i
0.00097177+0.00088614i,0.0013637+0.00022872i,0.0016488-0.00018704i,0.0015801-0.0015508i,0.0014727-0.0034012i,0.001169-0.003195i,0.00068475-0.0028192i,0.00070549-0.0025649i,0.00097603-0.0017282i,0.0010513-0.0011258i,0.0010805-0.0010221i,0.00039779-0.00031664i,-3.5137e-05+0.00090729i,0.00023749+0.0015175i,0.00055408+0.00086139i,0.00075703+0.00033185i,7.8507e-05+0.00023816i,-0.000265-0.00048322i,7.0878e-05-0.00065292i,6.5547e-05+0.00033972i,0.0007297+0.00029346i,0.001405+0.00021679i,0.0015108+0.00046995i
0.00058732+0.00019492i,0.0013636+0.0012097i,0.00068236+0.0018614i,0.00019052+0.0012903i,-0.00055759-0.00081687i,0.0003011-0.0028401i,0.0011028-0.0032111i,0.00064594-0.0024771i,0.001402-0.0017004i,0.0007029-0.0010924i,-0.00082938-0.00041404i,-0.00033352-0.00020507i,0.00067866-8.3152e-05i,0.0010643+0.00085938i,0.00086594+0.00093353i,0.00074211-0.00024369i,0.0013254-7.2137e-06i,0.00094641+0.0010261i,9.1967e-05+0.00087787i,0.0003136+0.00042389i,0.0006936+0.00088738i,0.00089492+0.00050495i,0.000634-2.244e-05i
-0.00013688+0.0018525i,0.00065824+0.0017272i,0.002511+0.0018314i,0.0034352+0.0013682i,0.0033212-0.00071924i,0.0023088-0.0018783i,0.0011922-0.0018369i,0.00060801-0.0011458i,6.5245e-05-6.1057e-06i,-0.00051015+3.3582e-05i,-0.00014784-0.00034351i,0.00027084-6.3764e-05i,-1.0568e-05+0.00079817i,0.00022175+0.001456i,0.00088839+0.001251i,0.00094001+0.0012294i,0.00019397+0.0011165i,-0.00062705+0.00037216i,-0.00088457-0.00048616i,-0.00016644-0.00071417i,0.00056668-0.00017423i,0.00028887-0.00016472i,6.2947e-07-0.00048058i
0.00063505-0.00059577i,0.00038042-0.00019613i,0.00076871+0.00012817i,0.00027532-0.00070205i,-0.00091161-0.0026655i,-0.00051605-0.0037489i,0.00024078-0.0034573i,0.00013406-0.0020789i,-3.1119e-05-0.0010619i,-0.00021574-0.0010674i,-0.00055438-0.00095i,-0.00074192+0.00048814i,-0.0012371+0.0013899i,-0.0017118+0.0014938i,-0.0012085+0.0014928i,-0.00057171+0.00095092i,0.00033531+0.00011366i,0.00028834-0.00033629i,-0.0004162-0.00040089i,-6.3387e-05-0.0002664i,0.00012202-0.00024761i,0.00021971-0.00048652i,0.00073278-0.00013902i
-0.00039976+0.00082277i,-0.00039616+0.0012141i,0.00028776+0.0022635i,0.0016651+0.0014171i,0.0024106-0.00075051i,0.0024196-0.0027191i,0.0020117-0.0028022i,0.0011585-0.0022711i,0.00051328-0.0020409i,0.00038858-0.0014358i,-0.0002663-0.00039641i,-0.0012214-0.00044309i,-0.00071716-0.0010157i,0.00011501+0.00044541i,0.0006254+0.0016528i,0.0009035+0.00087755i,0.00044232+0.00022232i,5.8161e-05+0.00044478i,0.00022819-0.00018714i,-1.3377e-05-0.00020699i,-0.00012616+0.00087536i,-0.00029641+0.00075103i,-0.00075197-3.3486e-05i
0.00031055+0.0014318i,0.0006084+0.00033773i,0.0021081+0.00059776i,0.003254+0.0012186i,0.0032535+0.0001654i,0.0027035-0.0021915i,0.0022221-0.0030031i,0.0014748-0.0024819i,0.00062956-0.0018924i,0.00045195-0.0012103i,-0.00017744-0.00021956i,-0.00061341+0.00033349i,-0.00073386+0.0011706i,-0.00035066+0.0011763i,0.0003282+0.00082031i,0.00042846+0.00018593i,0.00081406-0.00072054i,0.00097141-5.3723e-05i,0.00016713-9.2235e-05i,-0.00037228-0.00069052i,-0.00071582-0.00062397i,-0.00091161-0.0003014i,-0.0011005+0.00048968i
-0.00077666-0.00065146i,0.0015712+0.0002517i,0.0021358+0.0014654i,0.0011861+0.0015052i,0.00080746+0.00057459i,0.0018837-0.0011848i,0.0018557-0.0015138i,0.0010112-0.00064444i,0.00034559-0.0010209i,-0.00053775-0.00052999i,-0.00096395+0.00031371i,-0.0002886+0.00057962i,0.00028777+0.0007117i,0.00033656+0.00011951i,0.0002114-0.00029806i,0.00065085-0.00017315i,0.00046346-0.00032544i,-0.00075843-8.5071e-05i,-0.00063402-0.00044927i,7.4582e-05-0.00062034i,-9.275e-05-0.00026094i,0.00030444+0.00040497i,0.00021729+0.0010437i
-0.00048443-7.3354e-05i,0.00044606+0.0012091i,0.0021175+0.0035568i,0.0027163+0.0034012i,0.00237+0.0010107i,0.0025721-0.00092652i,0.0015346-0.0016097i,0.00046746-0.0011954i,0.00064892-0.00045155i,0.0003384-0.00047421i,-0.00054514-2.4028e-05i,-0.0012825+0.00083361i,-0.0014376+0.0001939i,-0.00026182-0.0004764i,0.00071974-0.00048477i,0.00040434-0.00092771i,-0.00013131-0.0012639i,-0.00068701-0.0011149i,-0.00098628-0.00051711i,-0.00056279-0.00020175i,-0.00036842-0.00058357i,-0.00027451-0.0013756i,0.00049842-0.0011461i
-0.00026123-0.0011067i,0.0011514-0.00052463i,0.0026191+0.00033117i,0.0026504+7.1627e-05i,0.0026731-0.0018143i,0.0027938-0.0028296i,0.0019448-0.0025753i,0.0010625-0.0018849i,0.0012134-0.00094575i,0.00065578-0.00069049i,0.00038885-0.00087286i,0.0004115-0.00069115i,-0.0007376-0.00016521i,-0.00098356+0.00080859i,-1.6539e-05+0.0007752i,0.0011034-0.00017295i,0.0012205-0.00067483i,0.00029279-0.001198i,0.00032277-0.0011013i,0.00057784-0.0003243i,0.00017617-0.00063492i,0.00027095-0.00071138i,0.00050568-0.00046089i
0.0011519-0.00074425i,0.0025061+0.001081i,0.0025112+0.0030045i,0.0016678+0.0035591i,0.00036496+0.002295i,0.00034311-0.00042384i,0.0013033-0.0017331i,0.0017747-0.0016336i,0.0011864-0.0016366i,0.00050934-0.0013421i,0.00044478-0.00072769i,-0.00012775+0.00057102i,-0.00018468+0.0010281i,0.00077664+0.00086428i,0.0012658+0.00070333i,0.0015686+0.00024226i,0.0008523-0.00074495i,0.0002962-0.00053609i,0.00026581+0.00022675i,7.9149e-05+0.00025468i,0.00023666+0.0002577i,5.4945e-05+0.0006229i,4.7527e-05+0.000647i
-0.00044511+0.0011175i,0.00083543+0.003206i,0.0029616+0.0044558i,0.004+0.0028606i,0.0034921+0.00070407i,0.0026755-0.00089235i,0.0020447-0.0015363i,0.0011901-0.0016951i,0.00040927-0.0016933i,-0.00028612-0.00083636i,-0.00077497+0.00032639i,-0.00091274+0.00050736i,-0.0010527+0.00090343i,-0.00055965+0.0012518i,0.00024866+0.0006938i,4.9559e-05+3.0276e-05i,-0.00034823-0.00099272i,0.00020691-0.0010231i,0.00060514-0.00031967i,0.00021256+0.0002703i,0.00012421+0.00018805i,-0.00019495-0.00048926i,-0.00021594-0.00046558i
-0.00074436+0.00057705i,-0.0014496+0.0021983i,-0.0011614+0.0032787i,-4.2878e-05+0.0024906i,0.0004406-7.7013e-05i,0.00098224-0.0023025i,0.001266-0.0026585i,0.0015453-0.0024458i,0.0013185-0.0019641i,7.0579e-05-0.0016256i,-0.00046102-0.0016165i,-0.00069835-0.00065542i,-0.00095729+0.0003943i,-0.0010052+0.00046972i,0.00013858+0.00057056i,0.0011069+0.00013123i,0.00044834-0.00061626i,3.7779e-05-0.00066607i,-0.00014465-0.00071633i,-0.00024391-0.00042948i,0.00052123+0.00028846i,0.00071879+0.00056536i,-6.8098e-05-0.00013408i
-0.00061483-7.4459e-05i,0.0010304+0.00057746i,0.0019185+0.0019406i,0.0030331+0.0027999i,0.0037807+0.0019243i,0.003387+0.00061528i,0.0019842-0.00077468i,0.00077767-0.0016202i,0.00079719-0.0018886i,0.00069393-0.0010395i,0.00060073+0.00013117i,0.00052537+0.0010308i,0.00053278+0.0011103i,0.00071008+0.00056495i,0.00085081+0.00058301i,0.00075423+0.0010022i,0.00025216+0.00070001i,0.00021253-0.00030559i,0.00052606-0.00034288i,0.00054482-1.9547e-05i,0.0005563+0.00027285i,0.00060351+0.00064754i,0.0005189+0.00042788i
0.00099096+0.00019286i,-0.00030044+0.00063437i,-0.00023875+0.0010322i,0.00021013+0.00012272i,0.00076434-0.002527i,0.00041266-0.0038061i,0.00072894-0.0036679i,0.0019513-0.0031972i,0.0015741-0.0022872i,0.00062516-0.0017229i,-0.00091985-0.00058088i,-0.0014586+0.00081619i,-0.00083938+0.0016795i,0.00027173+0.0013098i,0.0009805+0.00072728i,0.0012786+0.00072145i,0.00067206+4.4488e-05i,9.9683e-05-0.00058094i,0.00052173-0.0001806i,0.00056406+0.00020322i,0.00040495+0.00019253i,0.00060243+7.8647e-05i,0.00068213-0.00076521i
-0.00051963-0.00013089i,-0.00062273+0.0001628i,0.00039171+0.0021942i,0.00092559+0.0023327i,0.00069476+0.00012538i,0.00014459-0.00249i,0.00041986-0.0035739i,-0.00044439-0.0022713i,-0.00089464-0.00082756i,-0.00059583-0.00073399i,-0.00068079-0.00063417i,-0.00085216+0.00012926i,-0.0010749+0.00019898i,-0.0010337-0.0001501i,-0.00034851-0.00017851i,-0.00012519-0.00034658i,0.00037122-0.00098906i,6.6564e-05-0.00077732i,-0.00040283-0.0004311i,0.00037344-0.00017215i,0.0008575-0.0003211i,0.00068573-0.00022693i,0.00040076-0.00051671i
-0.00038459-0.0010669i,0.00098689-0.0010227i,0.0015141-0.00074024i,0.0013118-0.00093113i,0.0016694-0.0019954i,0.0017297-0.0031691i,0.00091367-0.0032845i,0.00039567-0.0022796i,0.00091315-0.001304i,0.00037697-0.0011145i,-0.00035997-0.0004504i,-0.00050688+0.00014442i,-0.0011687+0.00040654i,-0.00077217+0.0005263i,0.00019023+0.00097977i,0.00052256+0.00046811i,0.00095094-0.00065692i,0.00090023-0.0010546i,0.00019633-0.00047132i,-0.00017723+2.5866e-05i,-0.00039589+0.00034224i,-0.0001612+0.00050503i,0.0010775+0.00026281i
0.0014961+0.00070622i,0.0016412+0.00099916i,0.0021006+0.0019439i,0.0016229+0.0021912i,0.00043918-0.0003741i,-0.00043518-0.0023454i,-0.00097416-0.0019359i,-0.00073788-0.00087397i,-0.00044686-0.00059264i,0.00020159-0.0010485i,0.00019759-0.00059885i,-0.0011966+9.7581e-05i,-0.0016335+0.00079225i,-0.0006611+0.0012811i,0.00049696+0.0014203i,0.00096183+0.0014939i,0.00057348+0.00046777i,0.00019346-0.00063877i,0.00036608-0.0010196i,0.0002725-0.0010663i,-1.128e-05-0.001034i,-0.0001607-0.00067824i,-0.00010651-0.00053461i
0.002399+0.0012287i,0.0022883+0.0016897i,0.002298+0.0026004i,0.0019007+0.0015915i,0.0011573-0.00072201i,0.00095657-0.0028865i,0.00097062-0.0031897i,0.0010635-0.0020447i,0.00091523-0.0011642i,0.00042189-0.00086825i,-6.6723e-05-7.6614e-05i,-0.00073254+0.00041391i,-0.0011476+0.00047371i,-0.00084366+0.00060201i,0.00072255+0.0005236i,0.00095673+3.1622e-05i,0.00069347+0.00031541i,0.00044943+0.00050682i,-0.00020569+4.3234e-05i,-0.00028472-7.175e-05i,-0.00024571+0.00051i,-0.00047156+0.00068752i,-0.00029837+0.00050265i
0.00071926+0.00057255i,0.001276+0.0019908i,0.00093979+0.0034622i,0.00074363+0.0026772i,0.00069491+0.00079722i,0.00033164-0.00092532i,0.00051661-0.0021071i,0.00057079-0.0017534i,0.00066117-0.0011639i,0.0014927-0.00063826i,0.0012618-0.00042187i,3.3587e-05-9.9175e-05i,-0.00020431+0.00061937i,0.00089023+0.0013935i,0.0011308+0.00091393i,0.0010274-0.00058025i,0.0010394-0.00025389i,0.00017135+0.00041756i,-0.00079627+0.00050509i,-0.00048852-3.4431e-05i,-0.00023956-0.00020289i,7.223e-05+0.00037044i,0.00072362+0.0013133i
4.6324e-05+0.0013833i,-0.0003102+0.0021306i,0.00081375+0.0026546i,0.0010813+0.0015083i,0.00024338-0.00082509i,0.00010972-0.0027139i,0.00044315-0.0029386i,0.00058217-0.0022286i,0.00070985-0.0021739i,0.00059-0.0017014i,-0.00017892-0.00044473i,-0.0008192+0.00023152i,-0.00058236+0.00078752i,0.00082291+0.0010828i,0.0019283+0.0008781i,0.0017737+0.00016275i,0.00080586-0.00024886i,0.00011172-1.7228e-05i,0.00013437-0.00037738i,0.00010625-0.00071849i,0.00035802-0.00050031i,0.0010684-0.00030465i,0.00094655-0.00025487i
0.0003706+0.00080124i,0.00010548+0.0015202i,0.00028938+0.0022545i,0.00095196+0.0013962i,0.0011574-0.0010778i,0.00070748-0.002169i,0.00059799-0.0016638i,0.001213-0.0012819i,0.0011588-0.0013234i,0.00060406-0.0011827i,-1.003e-05-0.00039703i,-0.00041327+0.00030372i,-0.00067252+0.0010858i,-0.00084276+0.0010054i,-0.00022209+0.0012443i,0.0002308+0.001539i,0.00072848+0.00030226i,0.00069588-0.0002245i,0.00017268+1.3099e-05i,0.00044918-0.00023825i,0.00064889-0.00026328i,-1.2224e-05+0.00025531i,-0.00061878+0.00063424i
-0.00047692+0.00099453i,0.00019669+0.00047421i,0.0011381+0.00091487i,0.0015518+0.00041779i,0.0019158-0.00098016i,0.0014067-0.0017595i,0.0002265-0.0021451i,0.00042308-0.0013903i,0.00071858-0.00075153i,0.00021263-0.0012298i,-8.0507e-05-0.00074683i,0.00013573+0.00053628i,5.4763e-05+0.0016926i,-8.9099e-05+0.0017297i,0.00037979+0.0012859i,0.0011214+0.00081229i,0.0013944+0.00042428i,0.00091341-0.00011762i,0.00033902-0.00046823i,4.8143e-05-0.00093606i,0.00016612-0.00060458i,0.00046426+0.00039345i,0.00032427+0.0003432i
3.1359e-05-0.00051087i,0.00057646+0.00076526i,0.0013167+0.0017275i,0.0009583+0.00068482i,0.0006037-0.0012671i,0.0016332-0.0016801i,0.0017795-0.001977i,0.00096695-0.0017644i,0.00013805-0.0016014i,-0.00046079-0.0012751i,-0.00071037-0.00038707i,-0.00059156-0.00029184i,-0.00039652-0.0002646i,-0.00018574+0.00023264i,2.2658e-05+0.00024485i,0.00040543+0.00035212i,0.00067012+0.00034888i,0.00065085-0.00037641i,0.00028231-0.00018223i,2.647e-05+0.00061271i,0.00038094+0.00055717i,-8.2587e-05+0.0001712i,-0.00024418-1.8874e-05i
0.0012508+7.1062e-05i,0.00023452+0.00033513i,-7.4571e-06+0.00050192i,0.00062928+0.00038411i,0.00083304-0.0006449i,0.00083133-0.0011052i,0.0020799-0.0018928i,0.002759-0.0027907i,0.0013015-0.001435i,0.00016646-0.00025986i,0.00013211+1.3803e-05i,0.0001092+0.00041918i,-0.00033752+0.00029377i,-0.00036031+0.00089053i,0.00029357+0.00092153i,0.00096195+0.00024518i,0.00095005+0.00024017i,0.00031566+0.00013681i,0.00035901-0.00035101i,0.00029452-0.00034543i,-0.00040275-3.9125e-05i,-0.00039594+2.7789e-06i,1.3689e-05-0.00071502i
0.0010261+0.0015814i,0.0013748+0.0019296i,0.0028122+0.0020769i,0.0033732+0.0015599i,0.0027948-0.00049734i,0.0016524-0.002352i,0.0013585-0.0030279i,0.0012074-0.0023075i,0.00091059-0.0013446i,0.00043179-0.00054702i,-0.0006465-0.00017253i,-0.0012708-7.4962e-05i,-0.00092763+0.00038786i,-0.00041399+0.00096268i,-2.1912e-05+0.00088355i,0.00050929+0.00028643i,0.0012412-0.00013007i,0.0013467-0.00054951i,0.00073861-0.00038834i,9.3664e-05-0.00015554i,0.00015675-0.0001172i,0.00024572-0.00033327i,0.00024792+9.6148e-05i
0.00025016-0.0001958i,0.0021316+0.00013683i,0.00246+0.00030063i,0.0019189+1.6287e-05i,0.0017084-0.0011052i,0.0015767-0.0020795i,0.0012249-0.0024298i,0.00064703-0.0024764i,8.6355e-05-0.0019489i,-1.5506e-05-0.001012i,-0.00043328-0.00057565i,-0.0012482-4.872e-05i,-0.001207+0.00072792i,-0.0002509+0.0010346i,0.0004989+0.00039481i,0.0011631-0.00035372i,0.0016584-0.00014409i,0.0014181+0.00057621i,0.00063207+0.00046898i,0.00044492-0.00035847i,0.0006756-0.00036132i,0.000511-3.5714e-05i,0.00068928+0.00012876i
