-0.0017519+0.0004477i,-0.00078593-0.0011679i,-0.00070403-0.0023558i,-0.0014395-0.0023874i,-0.0019101-0.00086896i,-0.0012639+0.00082445i,-0.00090486+0.0014315i,-0.00078261+0.0013852i,5.6289e-05+0.00097009i,0.0014187+0.0007702i,0.0019185+4.0544e-05i,0.001304-0.0012194i,0.00070571-0.0017751i,7.2816e-05-0.0010162i,-0.00049341+8.3787e-05i,-0.00069071+0.00064495i,-0.00025547+0.00081879i,-0.0001047+0.00038608i,0.00041554+4.1075e-05i,0.00093981+0.00013522i,0.00083877+0.00020888i,0.00065689-0.00042745i,0.00093043-0.00049311i
6.1303e-05+0.00035961i,-0.00043858-0.00096431i,-0.00026457-0.0014493i,0.0004021-0.0014287i,7.9165e-05-0.0016008i,-0.00082566-0.0012434i,-0.001043-0.00087072i,-0.00037597+0.00015539i,1.6727e-05+0.0014188i,0.0002888+0.0018483i,0.00066131+0.00048555i,0.00031558-0.00023552i,-7.4691e-05+0.00037082i,0.00019769+0.0005124i,0.00010495+0.00012384i,-7.6251e-05+6.2366e-05i,-0.00078613+0.00055687i,-0.00083212+0.0004116i,-0.00020501-0.00030543i,0.0001038-0.00036001i,0.0009441+0.00017702i,0.00099843+8.1499e-05i,0.00024538-0.0002742i
-0.0014708-0.00050065i,-0.00090497-8.5927e-06i,-0.00076861+0.00037398i,-0.00077118+0.0010874i,0.00036089+0.00086779i,0.00047957+2.1385e-05i,-0.00070736-8.1421e-05i,-0.00092877+9.2677e-06i,-0.00027492-0.00028139i,0.00039272-0.00026847i,0.00058132-0.00044372i,0.00023568-0.0011617i,0.00015387-0.00087693i,-0.00020171-0.00025347i,-0.00084076+0.0001912i,-0.00053286-0.0001364i,0.00018232-0.00034466i,0.00019483+0.00032113i,0.00042962-0.00022717i,0.0012185-0.00070497i,0.00056825-0.00028907i,-0.00028524+9.969e-05i,-0.00072906+0.00037907i
0.00020486-0.0015706i,0.0004462-0.0016556i,-0.00042769-0.0015306i,-0.0013616-0.0025051i,-0.0011597-0.0018674i,-0.001205-0.0011549i,-0.0014384-0.00040089i,-0.00085827+0.00080915i,-0.00030377+0.00053975i,3.4155e-05+0.00014448i,-7.903e-05-0.00015516i,-6.5433e-05-0.00021895i,-0.0001685+7.6489e-05i,-2.6044e-05-0.00035193i,0.00039555-0.00039451i,0.00010453+0.00070297i,-0.00033979+0.00087263i,6.9721e-05+0.00018238i,0.00024772-8.7269e-05i,0.00018475-0.00045946i,0.00058192+3.4802e-05i,0.00085624+0.00020145i,0.00075211+0.00053439i
0.00089523+0.00014795i,0.0014344-0.00011263i,0.00038762-0.00015371i,-0.001157-0.00043556i,-0.0017337-0.00044796i,-0.0018692-0.00026454i,-0.0022369-9.6598e-05i,-0.0018387+0.00097835i,-0.00030259+0.001375i,0.00065073+0.00053607i,0.0015054-0.00012579i,0.0015088-3.5305e-05i,0.000675+0.0001992i,0.00010467+0.00036101i,0.0002161+0.00025261i,0.00093092+0.00023827i,0.0012952+0.00038555i,0.0004689-1.4371e-05i,-0.00044211+3.4687e-05i,-0.00067085+0.00082779i,-0.0001821+0.00033188i,-0.00012023-0.00033952i,-2.791e-05-0.00067064i
0.00016981-0.0033919i,3.1764e-05-0.0032383i,-0.00055256-0.0032885i,-0.0010179-0.0022595i,-0.0017696-0.00038045i,-0.0025532+0.00047788i,-0.0021224+0.0010672i,-0.00063016+0.00091064i,0.00034049-0.00057358i,0.0002047-0.0011486i,0.0003763-0.00013676i,0.00075334+0.00021002i,0.00047685+3.702e-05i,0.00044121+5.1337e-05i,0.00028038-0.00067354i,-0.00040553-0.00059763i,-0.00013647+0.00042519i,-0.00036972+0.0014894i,-0.0010898+0.0018974i,-0.00064226+0.00072141i,0.00010236-0.00088391i,0.0003072-0.0008401i,-3.6936e-05-0.00027261i
-0.00060374+0.0019491i,-0.00048271+0.0018925i,-0.00023717+0.0020575i,0.00050669+0.00071469i,0.00093958-0.0013765i,0.00047539-0.0016917i,-0.001177-0.0006318i,-0.0014245+6.8149e-05i,-0.0011062+0.00078288i,-0.00075308+0.00063535i,0.00037497+0.0002301i,0.00060185+0.00019947i,0.00046552+0.00029421i,-0.00025724-0.00040377i,-0.00063799-0.0006981i,-0.00040872-0.00026645i,-5.4405e-05+0.00015918i,0.00022633+0.00044275i,0.00022396+0.0002962i,2.7958e-05-0.00019293i,-0.00012282-0.00017464i,0.00037817+0.00053592i,0.00080501+0.00067928i
-0.0027909+0.00012196i,-0.0031754+0.00018222i,-0.002114+0.0011374i,-0.0017398+0.0015911i,-0.001263+0.00075039i,-0.00038924+0.00085242i,-0.00075515+0.0010996i,-0.0010404+0.0013004i,-0.00038814+0.0017817i,-2.71e-06+0.0013291i,5.1522e-05+0.0013005i,0.0002381+0.00098219i,0.0011586+0.00021575i,0.00078217-6.0986e-05i,-0.00011505+0.00075566i,-0.0003748+0.00064622i,-0.00068429-4.5057e-05i,-0.00058332+0.00053301i,-0.00030961+0.00051239i,-0.00011258+0.00044269i,4.7281e-05+0.00027442i,0.00026031-0.00029298i,0.0003628+2.3857e-05i
-0.00013066-0.0022745i,1.942e-05-0.0023744i,-1.0532e-05-0.0019209i,0.00034483-0.0010589i,0.0010767-0.00079836i,0.00098554-0.00061919i,-8.9635e-05+0.00023928i,-0.00014076+0.0010509i,0.0010991+0.0011856i,0.0012258+0.00089479i,0.00023029+0.00016109i,-0.00083858-0.00024267i,-0.00040533+0.00033547i,2.2281e-05+0.00042898i,-0.00050417+0.0007058i,-0.00057084+0.0012681i,-0.00046673+0.00061809i,-0.00019864+0.00010744i,0.00097975+8.1093e-05i,0.0016414-0.00023287i,0.0013388-1.2259e-06i,0.00048908+7.6421e-05i,-0.00026558-0.00027427i
-0.00083386+0.0015871i,0.00046943+0.0014141i,0.00068803+0.0014208i,0.0011205+0.00034851i,0.00069129-0.00081741i,-0.00056286-0.0011177i,-0.00056069-0.00091349i,-0.00024224-0.00016293i,-9.8699e-05+0.0010078i,0.00047638+0.0008324i,0.0006825+0.00075425i,0.00039548+0.00067668i,0.00024331-0.00064072i,0.00023854-0.0013435i,-6.7608e-05-0.00046311i,-0.00097177+0.00042287i,-0.0011572+0.00034206i,-0.00087358+5.9271e-05i,-0.00023382-0.00015966i,-9.9843e-05+9.3369e-05i,-0.00028541-7.0245e-05i,9.6368e-05-0.00076194i,0.00053757-5.4148e-05i
-0.0014703-3.4014e-05i,-0.0014424+0.00032785i,-0.00016322+0.00036484i,-0.00086542+0.00035044i,-0.0022097+0.00016749i,-0.0014774+0.00065092i,-0.001508+0.0018064i,-0.0021537+0.0014931i,-0.0011791+0.0005495i,-0.0011331+1.0801e-05i,-0.00059817-0.00072917i,0.0015013-0.00085749i,0.0014508-0.00045677i,0.00035588-0.0001493i,-0.00026399+0.00043986i,-0.00079876+0.00024618i,1.5915e-05-0.00047384i,0.00081173-0.00026879i,0.00092607+2.2432e-05i,0.00090467-0.00055498i,0.00046174-0.00052817i,0.00028169-0.00020955i,0.00036978+0.00038792i
0.00023907+0.00074518i,0.00020149-5.0178e-05i,0.00074125-0.00049912i,0.00062919+0.00062193i,-0.00042973+0.00058521i,-0.0013782-0.00023745i,-0.0023083+3.774e-05i,-0.0023506+0.00024294i,-0.0010568-0.00031839i,0.00013284-0.00077209i,0.00079956-0.00026687i,0.00096597-6.5343e-05i,0.00090703-0.00091203i,0.00059397-0.0012587i,-0.00011865-0.00074564i,-0.00063977-0.00025396i,-0.00062007-0.00023255i,-0.00048565+2.0766e-05i,0.00011721+0.00040785i,0.0002271+0.00026579i,0.00037347+0.00031978i,0.00046629+0.00056206i,9.4094e-05+0.00024077i
-0.00036477-0.0011596i,-6.6503e-05-0.00079356i,0.00014917-0.0016867i,0.00034941-0.0011786i,0.00050131-0.00084402i,0.00010905-0.0001334i,-0.00060462+0.00014992i,-0.00036908+0.00038862i,0.00069288+0.00061144i,0.00089605+0.00021922i,0.00092178+0.00022092i,0.00122+0.00030309i,0.00091453-0.00011566i,0.00075622-0.00030205i,0.00042978-0.00053984i,0.00024364-0.0013416i,0.00030491-0.0011371i,2.2217e-06-0.0002299i,-0.00025428+0.00042938i,-0.0007804+0.00050109i,-0.0007823+0.00037067i,-0.0001785+0.00021107i,4.3117e-05+0.00033596i
-0.00024271+0.00044469i,-6.7554e-05+8.6438e-06i,7.6309e-05-0.00084577i,-0.00056613-0.00046628i,-0.0016845-0.00017533i,-0.0018794-5.8759e-05i,-0.0015623+0.00050335i,-0.0011069+0.00047033i,-0.00031697+0.0005269i,-0.00025146+0.00044457i,0.0003354-6.932e-05i,0.00084563-0.00024049i,0.00016357-0.00042938i,-0.00061363-0.00036737i,-0.00033891-0.00035827i,0.00015298+0.00013066i,-0.00023654+0.00084361i,-0.00031461+0.00061343i,0.00015334+0.00039783i,0.00042698+0.00022058i,0.00095048-0.00022872i,0.00077974-0.00024775i,0.00075057-0.00041381i
0.0028061-0.00070047i,0.0020637-0.00084754i,0.00071139-0.0017846i,0.00010596-0.0019863i,-0.0003235-0.0017154i,-0.0011595-0.00054721i,-0.0011358+0.00091422i,-0.00039457+0.0012835i,0.00046048+0.00089204i,0.00063565+0.00046912i,0.00028288-0.00014849i,0.00049701-0.00018352i,0.00055814+0.0004321i,0.0004483-0.00041016i,-0.00014523-0.0016554i,-0.0010181-0.0016391i,-0.00062766-0.00096655i,-0.00025593-0.00019583i,0.00026294-0.00015144i,0.0011557+0.00011025i,0.00065588+7.0147e-05i,-8.2966e-05-8.4477e-05i,0.00012772+0.00015475i
-0.0010845+0.00082531i,-0.00017447+0.0017651i,0.0003047+0.0025977i,-0.00047821+0.0016994i,-0.0010248-0.00040649i,-0.00083427-0.0017017i,-0.0012176-0.0014909i,-0.0010648-0.00032019i,-5.1669e-05+0.00054384i,-8.2413e-05+0.00030194i,0.00061801-0.00012382i,0.0011473-7.2077e-05i,0.00069424+0.00020159i,0.00029977+0.00012277i,0.00052089+0.00028582i,0.00045632+9.7336e-05i,-0.00041751+0.00022141i,-0.00014167+0.0010607i,0.00057249+0.0010289i,0.0010057+2.5108e-05i,0.00074868-0.00017716i,-0.00044466+0.00022284i,-0.0012817+9.1871e-05i
-0.0033041+0.0012482i,-0.0030296+0.0010467i,-0.002461+0.0010599i,-0.0010829+0.0008563i,1.715e-05+0.00035481i,0.00066307+0.0001377i,6.9804e-05+0.00063855i,-0.00065305+0.0016148i,0.00033292+0.0016861i,0.00088635+0.0014609i,0.00026433+0.00094777i,-0.00016309-9.0117e-05i,0.00049701-0.00017538i,0.00043383-0.0001653i,-0.00011381+0.0003136i,2.5113e-05+0.0007813i,-2.1239e-05+0.00018888i,-0.00023511-0.00028885i,1.2669e-05+0.0003595i,0.00060917+0.00033093i,0.00075036+3.8411e-05i,-0.00027387-0.0001242i,-0.00076429-0.00036624i
0.0028977-0.00040204i,0.0035627-0.0010253i,0.003068-0.0018329i,0.0016851-0.0022576i,0.00070176-0.0020184i,5.6579e-06-0.0015885i,-0.00045472-0.0004742i,-0.00049191+0.00089559i,-0.00032557+0.0010654i,-0.00048619+0.00036978i,0.00035406-0.00049145i,0.00097896-0.00036466i,7.8886e-05+0.00018345i,-0.00059503+0.00016895i,-0.001003-0.00015939i,-0.0010902-0.00020667i,-0.000349+0.00063216i,9.3438e-06+0.00076895i,0.0003614+0.0002109i,0.00082502-4.0335e-05i,0.00083301+7.8583e-05i,0.00062512+0.00011602i,0.00086713-8.195e-05i
-0.0019979+0.00010304i,-0.0011787-0.00036564i,-0.0012865+0.00010222i,-0.0007351+0.0009709i,-0.00052235+0.00026224i,-0.001567-0.0001443i,-0.0021679+0.0005262i,-0.0020794+0.0012944i,-0.0015924+0.001363i,-0.00086697+2.0202e-05i,-0.0002058-0.00058458i,0.00038196-0.00054618i,0.00038149-0.00027399i,0.00060346-0.00041915i,0.00050527-0.0007863i,-2.2607e-05-0.00024786i,-0.00016308+0.0010263i,0.00018901+0.0011906i,0.00039967+0.0001248i,0.00039312-0.00072578i,0.00046792-0.00010339i,9.6386e-05-0.00037846i,-0.00026123-0.0011345i
-0.00035233-0.00094731i,-0.00012397-0.0011978i,0.00015844-0.0010671i,0.00028329-0.00033523i,-0.00027068-0.00065343i,-0.0014833-0.00062195i,-0.0019713+0.00085135i,-0.0014891+0.001618i,-0.00012424+0.0011949i,0.00058831+0.00022406i,0.00030347-0.00017711i,0.00012171+8.9918e-05i,-0.00010861-0.00023184i,-0.00034361-4.8138e-05i,-0.00093214+0.00060601i,-0.00072144+0.00055605i,-9.9602e-05+0.00012698i,-0.00063615+0.00043823i,-0.00079704+0.00059535i,2.4865e-05+0.00014043i,0.00037909-0.00046385i,0.00028168-0.00091404i,1.8505e-05+2.1561e-06i
-0.00027564+0.00042361i,4.5951e-06-0.00019099i,-0.00072832-0.00064608i,-0.001465-0.0011328i,-0.0011742-0.0013641i,-0.00076864-0.0013301i,-0.00083547-0.0013243i,-0.00089512+6.8642e-05i,-0.00032213+0.00069714i,0.00069049+0.00028107i,0.00091496+0.00015099i,0.00049375-9.0974e-05i,2.3739e-05+0.00014785i,-5.0931e-05+0.00016771i,-0.00062146-0.00026672i,-0.00084261-0.000354i,-0.00083794-0.00019561i,-0.001415+0.00022508i,-0.00054235+0.00062678i,0.00052599-6.8979e-05i,0.00016475-0.0007745i,-0.00030019-0.00016737i,0.00013986+0.00057126i
-0.00070172-0.00022236i,-0.00066438+0.00071774i,-0.001726+0.00017361i,-0.0020709-0.00044183i,-0.0010238-0.0003748i,0.00018671+3.0602e-05i,0.00014267+0.00045253i,-6.8591e-05+0.0011155i,-0.00013631+0.00089722i,-3.1136e-05-0.00014402i,0.000569+0.00011276i,0.0011579+0.0006234i,0.0011238+0.00021057i,0.0002465-0.00044922i,-0.00024734-0.00031621i,-0.00078421+0.00064258i,-0.00088799+0.0013225i,-0.00040361+0.00047989i,0.0005115-0.00012303i,0.00096388+0.0004265i,0.00060854-9.986e-06i,0.00020177-0.00050133i,-0.00088754-0.00016127i
0.00076619-0.00063927i,0.0017617-0.0011851i,0.0026557-0.0031783i,0.0027505-0.0031897i,0.0015115-0.0019301i,0.00014567-0.00076576i,-0.00046014+0.00051102i,-0.0010101+0.0006912i,-0.00098079-0.00098041i,-0.00021404-0.0012757i,0.00019372-0.00012916i,0.00019829+0.00010798i,-0.00013751-0.00012087i,-0.00042608-0.00098376i,-0.0004654-0.0009727i,-0.0006554-0.00024634i,-0.0004027-0.00021027i,0.00028381-0.00021551i,0.00030813+4.761e-05i,0.00051441-0.00029323i,0.00043334-0.00048814i,-0.00030253-0.00087564i,-0.00023699-0.0009224i
-0.003726+0.0011137i,-0.0029181+0.0027036i,-0.005126+0.0010987i,-0.004894+0.00027617i,-0.0027341-0.00025741i,-0.00080255+0.00023857i,-0.00078786+0.00067587i,-0.0015069+0.00081341i,-0.00076337+0.00020687i,-0.00015781+0.00014234i,0.00063109+0.00020369i,0.001577+2.936e-05i,0.00053139-0.00015575i,-0.00063254-0.00017418i,-4.6218e-05-0.00010375i,5.6038e-05-0.00020037i,-3.6123e-05+6.4266e-05i,8.072e-06+0.00082394i,-4.2858e-05+0.00052847i,0.00020252-0.00042301i,0.00033315-0.0009759i,0.00021074-0.0002536i,0.00020918-1.809e-05i
-1.9592e-05-0.0016143i,-0.00069795-0.002962i,-0.00068199-0.002434i,-0.0010031-0.0018096i,-0.0012926-0.0012297i,-0.0015726-0.00052274i,-0.001652+1.7024e-05i,-0.0015952+0.00028576i,-0.0016673+0.00020149i,-0.00067286-0.00019338i,0.00057219-0.00014895i,0.00048883-0.00042634i,0.00042755-0.00024601i,0.00021251+1.5487e-05i,-0.00042162-0.00020371i,-0.00067488-0.00070448i,-0.00086988-0.00040413i,7.6335e-05+0.00025845i,0.00060817-0.00021062i,-9.2194e-05-0.00042779i,-0.00075014+0.00020538i,-0.00036035+0.0001584i,0.00034412-0.00052649i
0.0011242+0.00056784i,0.0017812-5.9502e-05i,0.0025052+9.7599e-05i,0.0019262-0.00013183i,0.001242-0.00073625i,0.00037121-7.997e-05i,-0.00030485+0.00040639i,-0.00023211+0.0010848i,-0.00027975+0.0014153i,2.4003e-05+0.00030251i,0.00071063-0.00015603i,0.00096375-0.00012412i,0.00065662+0.00036497i,0.00022223+0.00057579i,-0.000494-0.00018559i,-0.00056441-0.00041234i,-0.0004765+2.586e-05i,-0.00078687+0.0011641i,-0.00032501+0.0011755i,0.00027963-0.00018691i,0.00078477-0.00038909i,0.00098172+0.00026872i,0.00036313+0.00021594i
-0.0002726+0.00089434i,-0.00082874+0.00062031i,-0.0003961+0.00063854i,0.00024422+0.0005051i,-0.00043744-0.00041806i,-0.0012997-0.001701i,-0.0011017-0.0017694i,-0.00079201-0.00033935i,-0.00052384+0.000438i,0.00040435+0.00030395i,0.0011967+3.6135e-05i,0.0016297-0.00013369i,0.0010629-0.001194i,0.00087083-0.0013245i,-0.00019945-4.7152e-05i,-0.0010388+0.00041838i,-0.00053074+0.00077177i,-0.00028848+0.00072611i,-9.0366e-05-0.00012107i,0.00074959-0.00039454i,0.0012648-0.00010087i,0.0005776+0.00057601i,0.00066151+0.00063457i
-0.00026177-0.00029559i,-0.0012463+2.3486e-05i,-0.0018756+0.00073766i,-0.0010209+0.0011294i,-0.00013413+0.00039293i,0.00052559-0.00058103i,-8.4089e-05-0.00033222i,-0.001126+0.00072012i,-0.00049069+0.0010459i,0.00028671+0.00030238i,0.00050543-0.0005871i,0.00079402-0.0011267i,0.00046397-0.00037488i,-0.00023999-0.00029678i,-0.00054135-0.00049478i,-0.00059092+6.5132e-05i,-0.00031689+0.00022086i,0.00020622+0.00017425i,-5.8411e-05-6.7678e-05i,-0.00012203-0.00023766i,0.00056693+0.00038391i,0.00071874+0.00064111i,0.00042812+0.00037759i
0.0020071-0.0017886i,0.0018396-0.0026538i,0.0012977-0.0029287i,0.00033668-0.0024463i,-0.00041221-0.0016688i,-0.001944-0.0011419i,-0.0018862-0.00055203i,-0.00077657+0.00061005i,-0.00037775+0.00085894i,0.00044895+0.0002275i,0.0011828+0.00055422i,0.0003712+0.0010106i,-0.0002892+0.00047988i,-0.00015942-0.00023103i,0.0005157-0.00021725i,0.00048459+0.00022027i,-0.00052572+0.00079421i,-0.00059219+0.00076587i,9.1298e-05+0.00089415i,-0.00066246+0.00087461i,-0.0012011-7.4176e-06i,-0.00069565-0.00054176i,-0.00026177-0.00040982i
-0.00016195+0.00087226i,-0.00065954+0.0013268i,-0.0010491+0.00067413i,-0.00054052+0.00035345i,0.00026534+0.00035715i,0.00015731+0.00023971i,-0.0013373+0.0003384i,-0.0020847+0.00024228i,-0.0013213-0.00038357i,0.00024256-0.00020957i,0.00055634+0.00026218i,0.00023063+0.00062008i,0.00034403+0.00049342i,0.00044076+0.00047491i,-0.00015697+0.00054319i,-0.00095752+0.00056665i,-0.00077819+0.00092466i,0.0002712+0.00041542i,0.0010511-0.00023571i,0.0013799+0.00019557i,0.0011649+0.0003393i,0.00059457+7.8201e-05i,2.8741e-05-0.00055609i
-0.003285-0.00067776i,-0.0027418-0.0013744i,-0.0017629-0.00080167i,-0.00086666-0.00061536i,-0.00018423-0.00073075i,-0.00056798-0.00027275i,-0.0011383+0.00021749i,-0.0005243+0.0003481i,0.00045471+0.00027132i,0.0010329+0.00031616i,0.00064038+0.00092641i,0.0002049+0.0010629i,-0.00020532+0.00021972i,-0.00032114-0.00037021i,-0.00032202-2.0796e-05i,-0.00010095+0.00032302i,0.00010463+0.00031383i,0.00045805+0.00025555i,0.0011431+0.00032036i,0.0010351-1.3621e-05i,0.0011342-0.0004698i,0.00073772-0.00045082i,0.00033816-0.00013813i
-0.00062105+0.0017987i,-0.0010304+0.002694i,-0.00079215+0.0040503i,-0.00076677+0.0032135i,-0.00052832+0.000655i,-0.00010658-0.00077276i,-0.00071216-0.00043402i,-0.00082391+0.00088484i,-0.00017822+0.0012609i,0.0008564+0.0007517i,0.00126+0.00092599i,0.00098068+0.00081958i,0.00074384+0.0010841i,0.00021386+0.0011806i,-0.00043869+0.00052515i,-0.00040116+0.00055558i,-0.00054104+0.00084884i,-0.0011364+0.00067028i,-0.00097075+0.00056402i,0.00011373+0.0007385i,0.00081538+0.00022166i,0.00086627-8.3868e-05i,0.00082901+0.00047099i
-0.0026204+0.00026783i,-0.0033179+0.00081576i,-0.0036636-0.00033958i,-0.0021581-0.00073256i,-0.00059363+0.00020556i,-6.9171e-05+0.00034279i,-0.0011583-0.00017915i,-0.0017782+0.00054687i,-0.0014284+0.0012979i,-0.0011811+0.0011833i,-0.0010041+0.0002451i,-0.00019681-0.00011836i,0.00048974+0.00023424i,0.0001064+0.00028336i,-0.00063263-0.00015489i,-0.00066111-0.0005158i,-0.00089948-0.00056459i,-0.00056629-3.0703e-05i,0.0006637+0.00055285i,0.0015004+0.00027196i,0.0007886-0.00031744i,-8.0908e-06-8.5279e-05i,-0.0001189+0.00040061i
0.0024934+0.0018768i,0.0031131+0.0010755i,0.0041507+0.00045337i,0.0035789-0.0013883i,0.0015683-0.0027393i,-0.00067138-0.002887i,-0.0017655-0.0015821i,-0.0016203+0.00051496i,-0.0014056+0.00050093i,-0.00031077-0.00034083i,0.0010889-0.00037572i,0.0014912+2.886e-05i,0.00088126-3.9568e-06i,-0.00053943-6.0396e-05i,-0.0010708+0.00010018i,-0.00033824-0.00018761i,2.6578e-05+0.00029478i,-0.00043543+0.0007462i,0.00013861+0.00068587i,0.00073249+0.00043102i,0.00077395-0.0004997i,0.0008759-0.0010639i,0.00051783-0.00077541i
-0.00043811-0.00066124i,-0.00014166-0.0011816i,0.00046415-0.00054116i,-0.00012472-0.00035876i,-0.000869-0.00087398i,-0.00083737-0.00071153i,-0.00081229+0.00021472i,-0.00077859+0.00080567i,-0.00022422+0.00067928i,0.00065685-0.00012469i,0.0016328-0.00065829i,0.0017994-0.000247i,0.0013597+0.00033499i,0.00080444+0.00073715i,-6.485e-05+0.00083679i,-2.0218e-05+0.0010204i,-4.4849e-05+0.0005928i,-0.00016647-9.7436e-05i,0.00027824-0.00014809i,0.00039365+0.00033199i,7.9795e-05+0.00015509i,-0.00025175+6.7351e-05i,-0.00012839+0.00076709i
0.00043981+0.00022083i,2.9314e-06-0.00017073i,0.0012096+6.6739e-05i,0.00066689+0.00059662i,-0.00066259+0.0005078i,-0.0014634+0.00041807i,-0.00096893+0.0007919i,-6.8923e-05+0.00063642i,0.00066809+0.00030074i,0.0013353-0.00020304i,0.0013046-0.00094843i,0.0012382-0.00044605i,0.0011925+0.00057286i,0.00044898+0.00054361i,-0.00042688+7.2713e-05i,-0.0013219+3.9173e-05i,-0.0019524+0.00035783i,-0.0015631+0.0003234i,-0.00027095+0.00084918i,0.00024008+0.00060273i,0.00032931-0.00065891i,6.541e-05-0.00071334i,-0.00042439+0.00070061i
0.0022607-0.002753i,0.0013465-0.003131i,0.0006973-0.0031268i,-0.00011144-0.0034697i,-0.0013387-0.0033877i,-0.0018541-0.0019584i,-0.0016362-0.00057566i,-0.0013772-5.2845e-05i,-0.00071781-0.00031436i,-0.00021838-0.00044641i,0.00022035-0.00030374i,0.00051615-0.00036038i,0.0008523-0.00047765i,0.00056417-7.8449e-06i,-0.00033349-4.2848e-05i,-0.00059343+0.00011629i,-0.00068177+0.00077439i,-0.00085425+0.00082329i,4.1007e-05+0.00027782i,0.00089306+0.00046812i,0.0003702+0.00055573i,-0.00075465+0.00038266i,-0.00068151-0.00017712i
-0.0015571+0.00071782i,-0.0013211-6.8228e-05i,-0.0010242-0.00071042i,-0.0013813-0.00045546i,-0.0023158+0.0010301i,-0.0019992+0.00092572i,-0.0012051-1.3487e-05i,-0.00089106-5.5101e-05i,-0.00047179-5.1786e-05i,0.00058821+0.00012131i,0.00062366+0.00070227i,0.0003561+0.0012032i,0.00095954+0.0010034i,0.00070151+0.00027362i,-8.4191e-05-0.00014191i,-0.00024102+0.00012134i,0.00051987+0.00040215i,0.00014462+0.00066399i,5.4465e-05+0.00062145i,0.00087995+0.00033973i,0.0008886+0.00014464i,0.00016847+0.00018314i,-0.00042927+0.00011458i
-0.00026617+0.00021436i,0.0010065+0.00022848i,0.0018939+0.00032712i,0.0015415-0.00036516i,0.00092458-0.0013501i,0.00013667-0.0012709i,-0.00094758-0.00081699i,-0.0012931-0.00014034i,-0.00047149+0.00082962i,-4.8306e-05+0.00098517i,5.0794e-05+0.00068064i,1.4542e-06+0.00048944i,-0.00024376+0.00033577i,-0.00045918-5.5796e-05i,-0.00012099+2.6777e-05i,-6.6722e-07+0.00018505i,-0.00076805+0.00036066i,-0.00099056-0.0001066i,-0.00016754-0.00062474i,0.00099233-0.00017799i,0.0010425-0.0003212i,-0.00054644-0.00030469i,-0.00060739+0.00061891i
-8.5846e-05+0.0015162i,-0.0011479+0.0016384i,-0.00076216+0.0014747i,0.00025299+0.00058295i,0.00057328-0.00014856i,0.00041941-0.0011764i,-0.00029349-0.00099666i,-0.00085855+0.00024435i,-0.00070603+0.0013898i,0.00083683+0.0010329i,0.0019906+0.00085232i,0.0021629+0.00093866i,0.0025289-0.00037252i,0.0015974-0.001051i,0.00033115-3.046e-05i,-0.00036984+0.0011765i,-0.00053592+0.0014199i,-2.8198e-05+0.001349i,0.0004259+0.00087366i,0.00019764+3.9606e-05i,-0.00011807-2.1886e-05i,-0.00048902+0.00046832i,-0.00052972+0.00073454i
0.0015821-0.0010446i,0.0013058-0.0015959i,0.00098268-0.0023854i,-0.0001289-0.0023751i,-0.0013724-0.0021887i,-0.0012514-0.0011335i,-0.0005886+7.5268e-05i,3.2377e-05+0.00083204i,0.0004988+0.0010412i,0.00013047+0.00048785i,0.00019322-0.00054729i,0.00070942-0.00089968i,0.00065546-0.00027006i,-0.00062466+0.0001105i,-0.0015707+0.00078941i,-0.00093395+0.00091171i,-0.0002945+3.4256e-05i,-7.8169e-05-9.7599e-05i,9.4939e-05+0.00046781i,0.00012628+0.00081185i,-5.0918e-05+0.00017738i,-4.6071e-05-0.00035266i,8.5861e-05-0.00025973i
0.00080887-0.0014021i,0.0013815-0.0018988i,0.0015507-0.0019824i,0.0012428-0.0011012i,0.00091659+0.00029615i,0.00027573+0.00063233i,-0.0010896+0.0006113i,-0.0017448+0.0007319i,-0.0010098+0.00056928i,-0.00013589+0.00018447i,0.0002818-8.4117e-05i,0.0002035-1.4462e-05i,-0.00031345+0.00018078i,-0.00040632+0.00025318i,-0.00014358+0.00018002i,-0.00040626+0.00041065i,-0.00017579+0.00085069i,0.00047759+0.00087766i,0.00027052+0.00063722i,0.0001166-0.0001435i,0.00070599-0.0012346i,0.00097225-0.0011339i,0.0002602-0.00044588i
0.0012782-0.00061785i,0.0009276-0.00047597i,8.4872e-05-6.7675e-06i,-0.00044325+0.00022125i,-0.0018167-9.38e-06i,-0.0026342-0.00013727i,-0.0018812-9.1114e-05i,-0.00058121+9.4562e-05i,0.0001157+0.00070891i,0.00033316+0.00077698i,0.00046131-3.5433e-05i,-0.0004589+2.8269e-05i,-0.00037897+0.00053058i,0.00043236+5.9443e-05i,4.4852e-05-9.1572e-05i,-0.00072296-2.6248e-05i,-0.00049693+0.00024777i,0.00052117+0.00073833i,0.00076163+0.00074028i,0.00051433+0.00029059i,0.0002644+2.1549e-06i,-0.00029214+0.00028651i,-0.0004969+0.00056092i
