-0.001107+0.00047447i,0.00048275-0.00060899i,-5.1431e-05+0.0017254i,0.00032187+0.0039404i,0.0012299+0.0037908i,0.00092655+0.0023507i,0.00093051+0.00022491i,0.0011172-0.00085089i,0.0012123+0.00010514i,0.00085695+0.00057026i,0.00026458+0.00056417i,-3.5244e-06+2.2514e-05i,-0.00037051-0.00085521i,-0.00069511-0.0011628i,-0.00061509-0.00098289i,-0.00068592-0.00041723i,6.5782e-05+4.6062e-05i,0.00078181+0.00024411i,0.00039263+8.9039e-05i,0.0010117+9.6047e-05i,0.00087005-0.0002971i,-0.00011578-0.00065278i,1.6941e-05-0.00055795i
0.00047759-0.00015073i,0.0003528-0.00017252i,0.0011713+0.001265i,0.0029213+0.0017458i,0.0034905+0.00055811i,0.0029097-0.001139i,0.0015509-0.0016238i,0.00050817-0.0012059i,-0.00048563-0.0010443i,-0.0012815-0.00024446i,-0.001369-0.00083693i,-0.00066154-0.00096815i,2.37e-05-7.9192e-05i,0.00048336-0.00057315i,0.00067228-0.001174i,0.00033898-0.0010712i,0.00050149-0.0014901i,0.00068357-0.0012119i,0.00059074+5.9545e-05i,0.0012012+9.6986e-05i,0.0010646+0.00026078i,0.00024299+0.00064542i,-8.7845e-05+0.00029236i
0.0018964+0.00014265i,0.0014002+0.0015351i,0.0014109+0.00215i,0.0026108+0.0020887i,0.002296+0.00073637i,0.0012131-0.0011624i,0.0013511-0.0013069i,0.0013684-0.00082891i,0.00080834-0.0010239i,0.00030666-3.785e-05i,-0.00030774+0.00029562i,-0.0013183-0.00036951i,-0.0017064-0.00081976i,-0.00041352-0.00083505i,0.00069895-8.6044e-05i,0.00034338+0.00043649i,-6.7646e-05+3.8945e-05i,0.0004304+3.5287e-05i,-1.6481e-05-6.9562e-05i,-0.00034337-0.00054307i,0.0004194-0.00012499i,0.000705+0.00055721i,0.00099568+0.00062076i
-5.308e-05-0.00039703i,0.00061215+0.00034824i,0.0011116+0.0011629i,0.0021209+0.002857i,0.0020482+0.002368i,0.001521+0.0007946i,0.0010278-0.00078192i,0.00081274-0.0012352i,0.00095557-0.0011141i,0.00085626-0.00060685i,-4.2132e-06+0.00019581i,8.9183e-06+0.00024307i,0.00045252+1.9957e-06i,0.00091075-0.00074609i,0.00089519-0.0014422i,0.000518-0.00085418i,0.0002133-0.00014497i,-0.00010345-0.00039396i,0.00010325+0.00012654i,0.00040158+0.00082837i,0.00067587+0.0010988i,0.00025158+0.00072388i,-0.00016793+0.00014502i
0.0010866-0.00069045i,0.0018459+0.00054105i,0.0028812+0.0018291i,0.002929+0.00249i,0.0021278+0.0018104i,0.0014538+0.00052063i,0.001084-0.00088352i,0.00075014-0.001586i,-1.934e-05-0.00097251i,-0.00042168-0.00077676i,0.00014357-0.00087221i,0.00014295-0.00046005i,5.2089e-05-0.00018489i,0.00075033-0.00025584i,0.00086144+0.00029676i,3.8464e-05+0.00063209i,-7.4129e-05+4.8227e-05i,-0.00011137-0.00059609i,-0.00035143-0.00085679i,-0.00082864-0.00024165i,-0.00097157+0.00032938i,-0.00020304-0.00017848i,3.5185e-05-0.00078143i
-0.00063998+0.0003782i,0.00011306+0.00098709i,0.00043327+0.0015738i,0.00081576+0.0018625i,0.0024354+0.001199i,0.0025277-0.00013019i,0.0011869-0.0013626i,0.00074173-0.0015318i,0.00076636-0.0012799i,0.00029282-0.0011864i,-2.8552e-05-0.0006835i,-0.00048713+6.8439e-05i,-0.00085445+0.00076949i,-0.00046217+0.0007284i,-0.0001892+7.6273e-05i,-0.0004555-0.00041333i,0.00016207-0.00030374i,0.00052227-0.00036255i,0.00058461-0.00018984i,0.00029102+0.00029555i,-0.00056403+2.9252e-05i,-0.00086645+0.00039025i,-0.00014445+0.00070873i
0.00047114+0.00011547i,0.00056552+5.5814e-05i,0.00038244+0.0012521i,0.001365+0.0027803i,0.0022881+0.0024952i,0.0014418+0.00030139i,0.00019314-0.0017185i,-0.00040442-0.0011233i,-0.00055882+0.00033605i,-0.00027598+0.00063088i,4.157e-05+0.00038802i,-0.00019955+1.2371e-05i,-0.00073915-0.00020671i,-0.00069911-0.00036305i,-0.00090669-0.00010805i,-0.00099391+7.5317e-05i,-0.00094016+0.00013496i,-0.00035267+1.2285e-05i,0.00015417+0.00023355i,0.00034304+0.00044032i,0.00048297+0.00017865i,-8.4663e-05+0.00010932i,-0.00069205+0.00016719i
0.00093856+0.00057176i,0.00073509+0.0013779i,0.0016011+0.0032036i,0.0031264+0.002596i,0.0039303+0.0014453i,0.0018747+0.00064155i,0.00016447-0.00047709i,4.1814e-05-0.0011924i,0.00033968-0.00078241i,0.0005756+0.00064592i,6.1272e-05+0.00075599i,0.0002337-8.635e-05i,0.00017586-0.00034662i,-0.00021007-0.00010293i,-3.2139e-05+2.0473e-05i,-8.5572e-05-0.00034362i,-0.00012659-0.00078834i,-0.00018023-0.00070518i,-0.00010805-3.8106e-05i,8.2667e-05+0.00050896i,-0.00035154+3.1464e-05i,-0.00064874+0.00024601i,-0.00096547+0.0011024i
-0.00092566+0.00064747i,-0.00037225+0.00063481i,0.0010981+0.00093976i,0.0027941+0.0012063i,0.0035132+0.00068839i,0.002219-0.00043819i,0.0006597-0.00085828i,-0.00048303-0.00097819i,-0.001385-0.00062338i,-0.0011696-0.00033302i,-0.00024441-8.9939e-05i,0.00026007+1.3764e-05i,0.00029009+0.00031271i,0.00013909+0.00065232i,0.00046341+0.00072266i,0.0006536+0.00037094i,8.185e-05+0.0001261i,-0.00022144+1.3828e-05i,-0.00062168+1.3964e-05i,-0.00049089-0.00018454i,9.4535e-05-0.00018453i,0.00026941+0.00016896i,0.00020398+0.00047695i
0.00040179+0.00068727i,0.00086161+0.00081293i,0.0027011+0.00071126i,0.0025526+0.00065013i,0.0017111-9.1279e-05i,0.0017311-0.00094094i,0.0018058-0.0013541i,0.0014491-0.0010276i,0.0012509+0.00012942i,0.001473+0.00093731i,0.0014588+8.8572e-05i,0.00035873-0.0006685i,-0.00045886-0.00066204i,0.00043335-0.00016939i,0.0016402+0.00055717i,0.0018875+0.00028829i,0.0014575+0.00041426i,0.0010939+0.00050742i,0.00085442+0.00028121i,6.3594e-05+0.00033988i,-0.00028983+0.00044953i,2.0353e-05+0.00020337i,0.00079093-0.00027886i
-0.00015099-0.00038877i,-0.00050462+0.0007293i,-3.9637e-05+0.0020993i,0.00076936+0.002284i,0.0016558+0.00078665i,0.0014196-0.00052689i,0.0010662-0.00063912i,0.00078397-0.00093315i,0.00032419-0.00099768i,-0.00024276-0.00039171i,-0.00067043+0.00012869i,-0.00053496-5.7437e-05i,-8.3608e-05-3.1077e-05i,4.1928e-05-0.00010729i,0.00015974+3.6036e-05i,0.00023046+5.0359e-05i,3.6e-05-0.00055032i,0.00020665-0.00047014i,0.00030505+0.00076858i,0.00026706+0.0012791i,0.00033231+0.00076947i,0.00012462+0.00055678i,0.00022661+0.00050349i
-0.001586-0.00038404i,-0.00063648-0.00029706i,0.00095573+0.0011682i,0.002665+0.0011485i,0.0029317+0.00020932i,0.0016849-0.00096643i,0.00054705-0.0012485i,-4.8057e-05-0.0007931i,0.00021206-0.00068096i,0.00080677-9.6981e-05i,0.00077262-2.3203e-05i,0.00018409-0.00073749i,-2.9217e-05-0.00042996i,-1.6442e-05-0.00015535i,-0.00028063-0.00080945i,-8.0646e-06-0.0015106i,-0.00021481-0.0012156i,-0.00072848-0.00031917i,0.00025343-0.00043642i,0.00072198-0.00017387i,0.00040506+0.00010236i,0.0005371+7.9737e-05i,0.00019205+0.00025306i
0.00078084+0.0018721i,0.0020141+0.0015522i,0.0034046+0.0016155i,0.0043347+0.0015227i,0.004445+0.00053552i,0.0031308-0.0012265i,0.001498-0.0022014i,0.00023305-0.0020319i,-0.00017486-0.0017061i,0.0003265-0.0014794i,0.00045742-0.00074388i,-0.00027866-0.00027189i,-0.0010701-6.7031e-05i,-0.0013492+0.0004648i,-0.00099338+0.0001159i,-0.00019911-0.00022959i,1.1408e-05-6.6784e-05i,-0.00048343-0.00015412i,-0.0004336+0.00016851i,-0.00061253+0.00012255i,-0.00059912-0.00039363i,-0.00017934-8.3236e-05i,-0.00011579+0.00037674i
-0.00012267+0.0018978i,0.00016227+0.0029376i,0.0027221+0.0029598i,0.0042734+0.0022118i,0.0033139+0.00043865i,0.0020771-0.0017752i,0.0012755-0.0019682i,0.00035481-0.00094083i,-0.00011186-0.00060834i,0.00029507-0.00017087i,0.00042165+0.00023459i,0.00017037-0.00017633i,0.00028551+0.00041989i,0.00081452+0.0014158i,0.00021699+0.00067438i,-7.8738e-05-0.00010892i,0.00073735+0.00049686i,0.0012295+0.0004615i,0.00097539-4.5883e-05i,0.00020749-0.00030727i,-0.00025776-0.00027331i,6.0296e-05+6.1432e-06i,-0.00021699+0.00048901i
0.00079082+0.0011099i,-0.00065169+0.0024074i,-0.0009062+0.003363i,0.0016518+0.0026654i,0.0034171+0.00067159i,0.0020005-0.00073406i,0.0010849-0.00092612i,0.0011754-0.0007183i,0.00064523-0.00011409i,8.419e-05+1.4578e-05i,-0.00037395-0.00062531i,-0.0012325-0.00053263i,-0.00095523-5.7792e-05i,0.00058085+0.00047438i,0.0011411-7.5667e-05i,0.0007705-0.00061761i,0.00020744-0.00046867i,-0.00034972+3.7233e-05i,-0.00024554+0.00063949i,0.00020406+0.0009392i,-0.0003795+0.00085198i,-0.00053631+0.00073724i,0.00017599+0.00031916i
-0.00027316-0.00019945i,0.0007567-0.00010711i,0.0021043+0.00034067i,0.0018726+0.0015267i,0.00084962+0.00087083i,0.0010352-0.00043946i,0.0016003-0.0001888i,0.00091248-0.00035416i,0.00081457-0.00019991i,0.00092535+0.00028642i,0.0010473-0.00024719i,0.00091455-0.00062343i,-0.00021904+3.1375e-05i,-0.00027456+0.00066392i,-0.00027776+0.00046098i,-0.00082096-0.00016118i,-9.7822e-05-0.00053043i,-2.7367e-05-0.00027235i,-0.00093081-0.00035755i,-0.0012945-0.00020509i,-0.0010552-0.00017565i,-0.00032353-0.00027352i,-0.00028027-0.00065543i
0.00088843+0.0030982i,0.00027982+0.0023472i,0.0019986+0.0018546i,0.0032889+0.0011717i,0.0036797-0.00058566i,0.0023059-0.0020775i,0.0008429-0.001519i,2.9387e-05-0.00076661i,0.00016037-0.00060649i,0.00037531+7.1993e-05i,0.00050907+0.00034948i,-0.0003314-0.00012673i,-0.00063455-1.1866e-05i,9.334e-05+0.00092282i,-0.00023105+0.0014661i,-0.00026474+0.0010838i,0.00030739-0.00010346i,0.00081432-0.00090713i,0.00040703-0.00088888i,0.00020139-0.00081175i,5.3033e-05-0.00086036i,-5.3274e-06-0.00062238i,0.00032283-0.00070372i
-1.5023e-05+0.00045985i,-0.00085873+0.00037304i,-0.00074397+0.00078531i,0.0010119+0.0016743i,0.0010396+0.00052464i,1.6711e-05-0.0015002i,-0.0010143-0.001467i,-0.0011923-0.0010782i,-0.00035551-0.0011249i,-0.00037217-0.00035802i,-0.00060229+0.00014135i,-0.00026364+0.00023994i,-0.00029309+0.00042783i,-0.00074453+0.00067088i,-0.00048828+0.00041959i,7.9266e-05-0.00026376i,0.00030711-0.0012821i,4.7277e-05-0.0015047i,-0.00039469-0.00053256i,-0.00063716+0.00017626i,-8.7377e-05+0.00010255i,-1.1863e-06-0.00060129i,4.9809e-05-0.00025764i
0.0011592-0.00028729i,0.0019494+0.00046667i,0.0030529+0.0013615i,0.0042855+0.0024856i,0.0043117+0.0024067i,0.0022003+0.0011674i,0.0011393-0.00046743i,0.00097114-0.0017194i,0.000215-0.00148i,-0.00052048-0.0001879i,-0.00086749-0.00031894i,-0.00068746-0.00014986i,0.00028826+0.00033265i,0.00095067-0.00041475i,0.00062378-0.00032168i,0.00044552+0.00019912i,0.00054876+1.4308e-05i,0.0007364-0.00044902i,0.0009909-0.00057253i,0.00083279+5.4898e-05i,2.9957e-05+4.3677e-05i,-0.00075865-0.00033928i,-0.00039156-0.00055516i
0.00060377-0.00040372i,0.00027657+0.0021953i,0.00073676+0.0043669i,0.0016558+0.0040387i,0.0019197+0.0021824i,0.0014887+0.0005822i,0.00060078-0.00049982i,0.00039338-0.00075417i,0.00069149-0.00022777i,0.00026075-0.00011963i,0.00034501+4.1206e-05i,1.8631e-05+0.00027266i,-0.00069395+0.00040776i,8.9298e-05+0.0010368i,0.00095078+0.00032023i,0.0012071-0.00094931i,0.00060137-0.0010653i,0.00045208-0.00028257i,0.00064401+0.00040923i,0.00035851-0.00027481i,8.2901e-06-0.0007843i,-1.8352e-07+0.00029095i,0.00018777+0.0013357i
-0.000155+0.00029328i,-0.00060784+0.00070085i,1.3643e-05+0.00089344i,0.0015889-0.00017669i,0.0023559-0.0010377i,0.0017145-0.0022367i,0.0010525-0.0024785i,0.0016152-0.0016501i,0.0017345-0.0014606i,0.0005826-0.00084199i,0.00027254+8.0706e-05i,0.00080148-3.9778e-05i,0.00019768-0.00023608i,-2.4265e-05-0.0005216i,0.00061445-0.00030259i,0.00027007+0.00084409i,-0.0002314+0.00091097i,0.00018419+0.00028085i,0.00028762-0.0004819i,0.00019307-0.0007025i,0.00030776-0.00066598i,0.00054714-0.00033085i,8.9026e-05+4.0662e-05i
-0.00067281+0.00057442i,-0.00054641+0.0018417i,-0.00053551+0.0023058i,0.00054302+0.0026755i,0.0022187+0.0022938i,0.0017201+0.00074932i,0.0014782-0.00032114i,0.0020739-0.00067648i,0.0021452-0.00063118i,0.0014087-0.00041309i,0.0006361-0.00018339i,-0.00035224-0.00041767i,-0.0011562-7.7976e-05i,-0.00021024+0.00054574i,0.0008289+0.0006155i,0.00096332+0.00027701i,0.001071-4.8397e-05i,0.00037338-0.00076703i,-0.00044415-0.0010652i,-0.00055938-0.0005052i,-3.7313e-05+0.00027453i,-0.00014219+0.00046359i,-0.00027041+0.00025637i
-0.00039239+0.0011416i,-0.00030821+0.0017677i,0.00079774+0.0026126i,0.0019077+0.0034606i,0.0018061+0.0022257i,0.0014043+0.00029937i,0.0016244-0.00044057i,0.0011588-0.00020592i,0.00023546+0.00037812i,9.9789e-05+0.00050046i,0.00034179-0.00028757i,-0.00029361-0.00025134i,-0.0011855+0.00092884i,-0.0010165+0.0016215i,1.7874e-05+0.001002i,0.00057904+0.00017573i,0.00040533+3.9998e-05i,-6.8288e-05-0.00022348i,-0.00027273-0.00046303i,-0.0006911-6.1331e-05i,-0.0010707+0.00026613i,-0.00066768+6.7179e-05i,-0.00022049-0.00022362i
-0.0014367+0.00023708i,-0.0001359-0.00056668i,0.0015115+0.0013941i,0.0031183+0.0030977i,0.0037645+0.001752i,0.0026738-0.00044963i,0.0011893-0.0010708i,-0.00017161-0.001021i,-0.00073344-0.00074644i,-0.00041124-0.00092127i,0.00013502-0.00060973i,0.00045845-0.00015078i,0.0010908+0.00015911i,0.00058139+0.00019488i,6.0485e-05-0.00033138i,1.4421e-05-0.00041174i,-3.7343e-05-0.00040012i,0.00020006-9.4317e-05i,0.00045564+0.00019165i,0.00092503+0.00013859i,0.00063472+0.00039188i,3.1146e-05+0.00089529i,-3.0188e-05+0.00093339i
-0.00019203+0.00063089i,-3.6517e-05-0.00020341i,0.0013741+0.0010964i,0.0016201+0.0013033i,0.0011248+7.6105e-05i,0.00077775-0.0012749i,0.00028411-0.0014389i,0.0003588-0.00062027i,0.00021689+0.00067704i,0.00019503+0.0013624i,0.0004386+5.7216e-05i,0.00095072-0.00078241i,0.00085335-0.00022845i,0.00032677-0.00036697i,-7.1931e-05-0.00044428i,-3.0728e-05+3.0246e-05i,0.00033043+0.00039384i,-6.0414e-05-0.00025317i,-0.00034187-0.00035654i,-0.00036988+0.00027426i,-0.00024425+0.00019498i,-0.00019212+9.62e-05i,-0.00044268+0.0006599i
-0.00095836+0.00082222i,-0.0011894+0.00079118i,-0.00039585+0.0025058i,0.0016757+0.0030161i,0.0033175+0.0016645i,0.0027924-0.00069398i,0.0010709-0.0016067i,0.0001039-0.001186i,-0.00033324-0.0010164i,-0.00050748-0.00064i,-0.00045605+1.9804e-05i,-0.00076972+2.9883e-05i,-6.4976e-05-0.00031436i,0.00037119-0.00072198i,0.00018792-0.0010999i,-0.00065057-0.00091199i,-0.00042792-0.00056508i,-0.00011914-0.00066696i,-0.00044856-0.0005952i,-0.00029238+0.00016322i,-0.00018854+0.00011814i,8.6628e-05-0.00011862i,0.00032241+0.00043179i
-0.00097756-0.00092605i,-0.00086673-0.00025703i,0.00051355+0.0018369i,0.0022432+0.0039064i,0.0031058+0.0033119i,0.0032875+0.00094942i,0.001996-0.00078074i,0.00080199-0.00089839i,-0.00013562-0.00044264i,-5.3629e-05-0.00016214i,0.00064513-6.7393e-06i,-3.2866e-05-0.00011127i,-0.00018604-0.00021969i,-0.00016643-0.00023809i,-0.0005378-0.0003848i,-0.00040162-0.00047267i,-0.00055681-0.00047647i,-0.00046924-0.00080198i,3.3863e-05-0.00084539i,-2.1984e-05-0.00054473i,2.4158e-05+1.6471e-05i,0.00077026+0.0001006i,0.00097294+0.00023052i
0.0002272+0.0015958i,0.0010061+0.0019391i,0.0022757+0.0031418i,0.0035131+0.0028029i,0.0025147+0.0018124i,0.0021035+0.00052896i,0.0019393-0.00068328i,0.0005161-0.0010463i,4.7014e-05-0.00084722i,0.00042763-0.0007089i,-0.00021849-0.0002988i,-0.00084492+0.00039108i,-0.0006368+0.00061383i,-0.00031371-7.1979e-05i,-0.00018871-0.00024749i,-0.0003107-0.00018846i,-0.00013169-0.00029888i,-8.89e-05-0.00031278i,-0.00024213-0.00089064i,-0.00048054-0.0011626i,-0.00030517-0.00043109i,0.00021975+0.0004063i,0.00042012+0.00058598i
0.0011027+0.00098034i,0.00067004+0.0014871i,-0.00010814+0.0026084i,0.00079043+0.0024829i,0.0012991+0.0015358i,0.0015766-9.1528e-05i,0.0021559-0.0012914i,0.001458-0.00076834i,0.00047056+7.196e-06i,0.00010984+0.00021095i,0.00030022+0.00015954i,0.00023035+0.00028352i,-0.00013527+0.00058554i,8.0094e-05+0.00045076i,0.00041912+0.00056958i,0.00063504-0.0001914i,0.00052756-0.00091364i,0.00055203-4.2769e-05i,0.00048339+0.00084302i,9.7002e-05+0.00091857i,-0.00025321-4.9379e-05i,3.9877e-05-0.00038594i,0.0003734+0.00057139i
-0.00067791-0.00033231i,-0.00039006+9.0803e-05i,3.8249e-05+0.0008738i,0.00066608+0.0018263i,0.0014736+0.00080175i,0.0013184-0.0015905i,0.0004685-0.0022977i,0.00012012-0.0013001i,0.00028447-0.00075065i,0.00026829-9.8083e-05i,0.00021907+5.9321e-05i,9.5235e-06+0.00011292i,-0.0012542+0.00074016i,-0.0016397+0.00069083i,1.6795e-05+6.8762e-05i,0.00069592-0.00072275i,0.0005053-0.00075532i,-0.00016122-0.00067294i,-0.00077808-0.00062839i,-0.0003134-0.00032657i,-0.00026296-0.00036632i,-0.00079622-0.00043938i,-0.00064687-0.00032885i
-0.00036852+2.2841e-05i,-5.1402e-05-2.8246e-05i,0.00039295+0.0017998i,0.0022283+0.0024606i,0.0031376+0.0016703i,0.0025509+6.3098e-05i,0.0011903-0.0012877i,0.00021181-0.0019082i,0.00046248-0.0018406i,0.0011228-0.00088568i,0.00078045-0.0002637i,-0.00032708-0.00025054i,-0.0010657-0.00023397i,-1.9318e-05-0.00043561i,0.0015248-0.00028793i,0.00092774-0.00047261i,0.00030395-0.0011373i,0.00055885-0.0010508i,0.00029971-0.0010876i,0.00015219-0.00088048i,0.00036241-0.00020876i,0.00059833+0.00040924i,0.00063661+0.00058332i
0.00062918-0.0022259i,0.001937-0.0011712i,0.0028407+0.00097007i,0.003353+0.0014904i,0.0032662+0.0010907i,0.0024635-4.8089e-05i,0.0015258-0.00092979i,0.00050811-0.0013568i,-0.00019697-0.00073055i,-0.00064651-0.00020324i,-0.00025948-0.00028675i,0.0002981+0.00013467i,-9.0681e-05+0.0004525i,-0.00044335-0.00053427i,-0.00035141-0.0014559i,-0.00029587-0.0007748i,-0.00033656+5.9392e-05i,7.4822e-07-0.00020502i,0.00013966+0.00012829i,-0.00010377+0.00089106i,-0.00015997+0.00082647i,0.00033265+0.00096531i,0.0008373+0.00097928i
-0.00021407+0.00053211i,-0.00017522+0.00033578i,0.00056984+0.0011476i,0.0019926+0.0013187i,0.0025086+0.0010996i,0.0018377-0.0005938i,0.0011119-0.0025585i,0.00035089-0.0021747i,0.00036598-0.00055191i,0.0011109+0.00064334i,0.0012355+0.0010734i,0.0005076+0.00099715i,5.7947e-05+0.00015001i,-3.1925e-05-0.00013321i,-5.1562e-05+0.00087254i,-0.00039123+0.00082067i,-0.00044475+2.7218e-05i,-0.00019496+5.1476e-06i,0.00011055+0.00027666i,0.00057963+0.00072355i,0.00016016+0.00068087i,-0.00096061+0.00044662i,-0.00083858+0.00049388i
0.0005658-0.00030347i,0.00038852+0.00025061i,1.663e-05+0.00046589i,0.00084723+0.0021708i,0.0014956+0.002102i,0.0010251+0.00074449i,0.00045791+0.0001941i,0.0002609+0.00034239i,0.00030184-0.00029436i,0.00063088-0.00061903i,0.00052203-0.0004207i,-2.6658e-05-0.00067429i,-0.00069092-0.00070041i,-0.00020993-0.00052219i,0.00062152-0.00044436i,0.00034264-0.00077673i,0.00063937-0.00081714i,0.00089928-0.00087943i,0.00082306-0.0006964i,0.000957+0.00024753i,0.00055472+0.00065148i,-0.00017213+0.00030378i,8.2347e-05-5.7468e-05i
0.0012747-0.0018921i,0.0011877-0.00038768i,0.0015094+0.00095538i,0.0017239+0.0019042i,0.0027287+0.0014994i,0.0025282-0.00015519i,0.0020893-0.0017622i,0.001831-0.0019208i,2.0957e-05-0.0011557i,-0.00033806-0.00011222i,0.00015875+0.00051726i,-4.8138e-05+0.00073781i,-0.00025571+0.00040145i,-0.00040499-0.00036579i,0.00032822-0.00052461i,0.0012467-0.00033349i,0.0013004-0.00092067i,0.00058274-0.00096195i,5.0349e-05-0.00059777i,3.2775e-05-0.00078646i,0.00021108-0.00078218i,0.00057566+0.0006653i,0.00094492+0.001574i
0.0013111-0.00079514i,0.001098+0.0014162i,9.6057e-05+0.003295i,9.336e-05+0.0036846i,0.00119+0.0021897i,0.0019076+0.00025555i,0.0016892-0.0009957i,0.00083779-0.0017464i,-0.00037664-0.0012706i,-0.0011931+0.00044415i,-0.0009062+0.00063283i,-0.00062106-2.7947e-05i,-0.00079634-0.00013244i,4.8102e-06+0.00025814i,0.00055936+0.00047548i,0.00024055+0.00022413i,-0.00030828-5.5122e-05i,-0.00026357-0.00054919i,-0.00058589-0.00047413i,-0.00081204-0.00035624i,-0.00013997-0.00026621i,0.00060456+0.00047654i,7.43e-05+0.00083856i
0.00083584+0.00024736i,0.00049385+0.00059047i,0.001078-0.00042237i,0.0016767-0.00035455i,0.0020819-0.00058716i,0.0013877-0.0016154i,0.00076982-0.0017318i,0.0010236-0.0012374i,0.00073457-0.00068119i,-0.00018415+0.0001615i,-0.0006816+0.00031389i,-0.00023858-0.00020206i,-0.00012425+0.00080723i,-0.0007619+0.00098866i,-0.00073414+4.3526e-05i,0.00012267-0.0003433i,0.00035324-0.00072511i,0.00041697-0.0010837i,0.00085225-0.00038463i,-7.3607e-05+0.0005231i,-0.00097207+0.00023199i,-0.0015064-0.00046118i,-0.0011555-0.00076204i
0.00027263-0.00097627i,0.00050801-0.00049718i,0.00037466+0.00093351i,0.0014214+0.0022527i,0.0023779+0.0016013i,0.0021043-0.00075678i,0.0012829-0.0019614i,0.00095831-0.0011481i,0.00049305-0.00032956i,0.00035443+0.00014751i,4.7392e-05+0.00028226i,-0.00035689-0.00036939i,0.00026858-0.0006689i,0.00031376-0.00077806i,-0.00065927-0.00084912i,-0.00083391-0.0010872i,-3.8814e-05-0.0011986i,0.00012746-0.0002601i,-0.00037666+0.00016601i,-9.2391e-05+0.00023996i,0.0004686+0.0012146i,0.00057255+0.0014348i,6.5389e-05+0.00063075i
0.00022601+0.00089817i,0.0016972+0.0019526i,0.0028875+0.0028937i,0.0034473+0.0034027i,0.0035408+0.0020518i,0.003352-0.00026878i,0.0029813-0.0018639i,0.001462-0.0011091i,-8.5749e-05+0.00056028i,-0.00026214+0.00038302i,-0.00050892-0.00046313i,-0.00029879-0.00077375i,5.9785e-05-0.00065071i,6.3123e-06+2.0677e-05i,4.5094e-06-4.8032e-05i,0.00019012-0.00011903i,-0.00013259-0.00030791i,-0.00046597-0.0011345i,-0.0003535-0.00080606i,0.00010039-7.1525e-05i,-3.6966e-05-8.866e-05i,-0.00075311-0.00015108i,-0.00044497+0.00033769i
-0.00073717-0.00027562i,-0.00058121+0.00088114i,0.00012994+0.0024446i,0.0013687+0.0030417i,0.002381+0.0020822i,0.0030547+0.00056566i,0.0026661-0.00028342i,0.00078606-0.00061902i,-9.8814e-05-0.00075089i,-0.00036606-0.00039906i,-0.00043295-2.9603e-05i,0.00015643-0.00057263i,0.00070012-0.00038926i,0.00025569-2.0454e-05i,-2.2028e-05+5.431e-05i,-1.7661e-05+4.8487e-05i,-0.00032878+0.00024413i,0.00032094+0.00024969i,0.00075944+0.00018335i,0.00027196+0.00027891i,-0.00048024+0.00016897i,-0.00052722+2.9299e-05i,-3.8278e-05+0.00030832i
4.4191e-05-0.0017628i,-0.00049155-0.00082353i,-0.00059404+0.0011218i,1.565e-05+0.0021991i,0.00042146+0.0012832i,0.00045299+0.0010989i,0.00067123+0.001148i,0.0015143-0.00015417i,0.001309-0.00057661i,0.00018715-4.0435e-05i,-0.00053083-0.00015834i,-0.00085244-0.00061415i,-0.00031702-0.0002535i,0.00060082+0.00018907i,0.0013757-0.00022747i,0.0011849-0.00054488i,9.1107e-05-0.00073105i,5.7752e-05-0.0011133i,0.00024584-0.00090988i,2.3655e-05-1.9034e-06i,-0.0005222+0.00047514i,-0.00065166+3.3044e-06i,-0.00013188-7.2509e-05i
-6.8927e-06+0.00041509i,0.00069976+0.0010095i,0.00065245+0.0025363i,0.0014657+0.0042419i,0.0012447+0.0032172i,0.0011401+0.00046064i,0.0018141-0.00084782i,0.0011117-0.00072485i,-5.3837e-05-0.00017475i,-0.0002543-7.872e-05i,0.00028787-0.0009079i,0.00077815-0.00094024i,0.00079519-0.00035428i,0.00026332-0.0002674i,0.00032393+0.00019178i,0.00036481+8.4312e-05i,6.0003e-05-0.00082575i,-0.00027679-0.00033457i,-0.00023518+0.00092297i,0.00060842+0.0012658i,0.00027199+0.00042412i,-0.00059712+0.00040883i,7.0102e-05+0.00092386i
-0.00038456+0.00067309i,-0.00038532+0.0011754i,0.0014446+0.0016977i,0.0026445+0.0022688i,0.003138+0.0013251i,0.0029369-0.00139i,0.0014073-0.0022433i,0.0004013-0.0016248i,0.00031895-0.00074041i,0.00018237+0.000604i,-0.00050386+0.00013989i,-0.00042479-0.0016166i,0.0003388-0.001234i,8.7956e-05+0.00041183i,0.00041029+0.0011293i,7.8981e-05+0.00082449i,-0.0011955+0.00061263i,-0.0018371+0.0006731i,-0.001056+0.00081585i,1.603e-05+0.00048113i,-0.00021986+0.00046543i,0.00029267+0.00053349i,0.0011903+0.00049817i
0.0005937-0.00081929i,0.00062375-0.00033728i,0.0019049+0.0014912i,0.0030126+0.0028745i,0.0027224+0.0013341i,0.0019646-0.00091682i,0.001322-0.0013331i,0.00022569-0.0011114i,-0.00028214-0.00066014i,-3.5724e-05-0.00019836i,-0.00047517-0.00058255i,-0.0011562-0.00027747i,-0.00072927+0.00057745i,4.5234e-05+0.00072442i,0.00035359+0.00018033i,0.00033789-0.00055562i,0.00011238-0.00081416i,-0.00031407-0.0009563i,-0.00050178-0.001009i,-0.00044087-0.00067208i,-3.8551e-06-0.00013245i,-0.00025037-0.00012012i,-0.00030729-6.4676e-05i
