9.3698e-05+0.0021422i,0.0012525+9.5046e-05i,-0.00020647-0.0025141i,-0.0022635-0.0024612i,-0.0035986-0.00022364i,-0.0042727+0.0016098i,-0.0025501+0.0019897i,-0.0002164+0.0018789i,0.0010844+0.00097063i,0.00095567-0.00013296i,1.1449e-05-0.00054507i,-6.6128e-05-0.00082665i,-0.00038316-0.00085325i,-0.00094474-0.00044791i,-0.0012056-4.335e-05i,-0.0013417-0.00056175i,-0.001513-0.0004112i,-0.0014491+0.00016925i,-0.0013109+4.8376e-05i,-0.00078443-0.00019009i,8.114e-05+4.2526e-05i,1.742e-06+0.00037709i,-0.00025358+4.1993e-05i
-0.0028648-0.00065688i,-0.0026453-0.00040004i,-0.0011241+9.7767e-05i,-4.1173e-06-0.0017735i,-0.00018169-0.0033439i,-0.00085674-0.0030686i,-0.00076199-0.0022025i,0.00039324-0.0007294i,0.001742-0.00082427i,0.0018706-0.0018616i,0.00073846-0.0024013i,5.4531e-06-0.0020736i,0.00047775-0.0014731i,0.0010259-0.0011965i,0.00093303-0.00077703i,0.00039646-0.00030737i,-0.00031125-0.00046306i,-8.2856e-07-0.00097913i,0.00037217-0.0010819i,0.00042493-0.0013258i,0.00067117-0.00052566i,0.00079173+0.00032954i,0.0014057+0.00052729i
0.00025824+0.00045031i,-8.1252e-05+4.8567e-05i,0.00094472+0.00058714i,0.0024807+0.00063243i,0.0024707-0.0010575i,-0.00017878-0.0024308i,-0.0022442-0.002473i,-0.0019602-0.0023878i,-0.00059588-0.0030024i,9.6766e-05-0.0027017i,-0.00042478-0.0013887i,-0.0011029-0.00094149i,-0.00086905-0.00071822i,-0.00010921-4.0389e-05i,0.00010026-0.00037371i,-0.0008542-0.00083416i,-0.00097544-0.0012466i,-0.00060168-0.0012509i,-0.00057598-0.0013981i,-0.000202-0.0013551i,-1.1927e-05-0.00062056i,-4.3095e-05-0.00056476i,0.00027209-0.00044203i
0.00025633+0.0014019i,0.00080318+0.0018178i,-0.0001151+0.0013355i,-0.00046028+0.00025511i,-0.0012777-0.0011328i,-0.003013-0.0026426i,-0.0040444-0.0026474i,-0.0033064-0.0014438i,-0.0011772-0.0012163i,-0.00070787-0.0010585i,-0.00081562-0.0004371i,9.5172e-05-0.00027094i,0.0006679-0.00096622i,0.0010305-0.0012812i,0.00060575-0.0010197i,-9.4759e-05-0.0011673i,-0.00024997-0.0010914i,7.2043e-05-0.0010489i,0.00050968-0.00080271i,0.00066693-8.8863e-05i,0.00055155-4.0112e-05i,0.00090978+7.2668e-06i,0.00055965+0.0007255i
-0.0031379+0.00082712i,-0.0024401+0.00070492i,-0.0014752-4.0858e-05i,0.00020466-0.0011857i,0.00058893-0.0028845i,-0.0013325-0.0032795i,-0.0032841-0.0021323i,-0.0030955-0.0004765i,-0.0020682+0.00016098i,-0.00073962+1.4357e-05i,0.00043697-0.0002359i,0.001191+0.00031719i,0.0016005+4.9809e-05i,0.0012026-0.00052786i,0.00051362-0.0010657i,0.00082227-0.0010748i,0.00030614-0.00077206i,-0.00058685-0.0012854i,-0.00064724-0.0017768i,-0.00074737-0.0013726i,-0.00057452-0.0004159i,-0.00029836+0.00014195i,0.00024423+0.00026629i
-0.0010369-0.0018941i,-0.0026662-0.0022083i,-0.0040933-0.0020003i,-0.0037293-0.0010479i,-0.002448-0.001095i,-0.0019661-0.0023977i,-0.0015963-0.0017435i,-0.00060671+0.0012041i,0.00051134+0.0024924i,0.0010937+0.0010226i,0.00047794-0.00086416i,0.00012445-0.0017529i,-0.00022036-0.00077223i,0.00025885+0.00036381i,0.00089124+0.00052933i,0.00072833+0.00032449i,0.0010022-4.8927e-05i,0.0016392+2.6264e-05i,0.0018445+7.2252e-05i,0.0016991-7.9552e-05i,0.00061215+0.00032156i,-0.00061809+4.3996e-05i,-0.0010693+1.203e-06i
-0.00097121+0.00037738i,0.0011197+0.00030018i,0.0029513-0.00057459i,0.0027229-0.0020975i,0.0018826-0.0037832i,-0.00022804-0.0042i,-0.0012851-0.002454i,-5.5056e-05-0.00013586i,0.0011748+0.0010738i,0.0014739+4.95e-05i,0.00030829-0.0010018i,-0.0005139-0.0010207i,-0.00035871-0.00046306i,0.00022937-0.00048161i,0.00072647-0.00017827i,0.00039132-4.5618e-05i,0.00021359-0.00026581i,-0.000261-0.00099115i,-0.00046201-0.00060205i,0.00016705+0.0003887i,-0.0002351+0.0010361i,-0.00076916+0.00099902i,-0.00087949+0.00012683i
0.0026159-0.00074389i,0.0029354-0.00017684i,0.0029581+0.00043017i,0.0025732+0.00053389i,0.00038032-0.00072237i,-0.0010472-0.0021339i,-0.0013945-0.0018075i,-0.00061611-0.0013822i,1.5316e-05-0.0021353i,-0.00038405-0.0018951i,-0.0010858-0.0013541i,-0.00079635-0.0010787i,0.0001725-0.00048495i,0.00064439-0.00075005i,0.00052223-0.0014352i,-0.00017281-0.001392i,0.00021882-0.00091076i,0.0011877-0.000342i,0.0012961+6.3724e-05i,0.00039693+0.00011198i,0.00046613-7.9843e-05i,0.00067858+0.00034901i,-0.00024839+0.00049418i
-3.957e-05+0.0016928i,0.0014371+0.0025008i,0.0024499+0.0021846i,0.0010887-0.00064414i,-3.4103e-05-0.0035827i,-0.0015364-0.0047137i,-0.0034648-0.0039348i,-0.0034959-0.0021396i,-0.0027294-0.0013658i,-0.0015354-0.00095149i,-0.00059918-4.1595e-05i,-0.0001896-0.00010539i,0.00021228-0.0010328i,0.00090098-0.001476i,0.0011133-0.0013796i,0.00046272-0.0012197i,0.00014429-0.00025917i,0.00049164+0.00054082i,0.00055043+0.00052691i,-6.7448e-05+0.00036145i,-0.00038341-0.0001704i,0.00012869-0.00037544i,0.00027524-0.00014193i
-0.0033374-0.002335i,-0.0045651-0.0029977i,-0.003752-0.0016103i,-0.0025982-0.00027124i,-0.0019151+0.00011906i,-0.001301-0.00055502i,-0.0022977-0.0013011i,-0.0033516-0.0007045i,-0.002635-1.1198e-05i,-0.0013841+0.00049253i,-2.6199e-06+0.00072742i,0.00059957+0.00047415i,0.00036733-9.2458e-05i,0.00050629-9.9105e-05i,0.0014488+0.00059613i,0.002254+0.00085i,0.0020922+0.0010204i,0.0014271+0.00095276i,0.001245+0.00044607i,0.00094772-0.00018505i,-0.0001847-0.0006129i,-0.0010547-0.00039229i,-0.00099517+0.00065603i
-0.0017311-0.0021272i,-0.0016521-0.0026878i,-0.0020398-0.0030057i,-0.0014139-0.0050147i,-0.00047242-0.005818i,-0.00088965-0.0044254i,-0.0024071-0.0019684i,-0.0023281+0.0013445i,-0.00037848+0.0021705i,0.00095112+0.00091215i,0.00083259+0.00075059i,-0.00013896+0.00020225i,-0.00050656-0.00017165i,0.00013769-7.7647e-05i,0.00035578-0.00042406i,0.00042028-0.0002144i,0.0006831+3.2893e-05i,0.00025787-0.00056396i,0.00037434-0.00067903i,0.001436-0.00017466i,0.0012789+0.00089965i,-0.00012669+0.00084311i,-0.00038743+0.00035515i
0.0020079+0.00020821i,0.0032837-0.0012483i,0.0025714-0.00083791i,0.0016768-0.00043456i,0.00068086-0.00082823i,-0.0012961-0.00094975i,-0.0018894-0.00022205i,-0.00045959+0.00059724i,0.0012844+0.00046353i,0.0010922-0.00097093i,-0.00012382-0.00083609i,-0.0011929+2.973e-05i,-0.0014515-0.00069911i,-0.001256-0.0011869i,-0.0004342-0.0010344i,-0.00022329-0.00061826i,-0.00041868+0.0002933i,0.00018995+0.00082934i,0.00017576+0.00068699i,-0.00057364+0.00014919i,-0.00082505-0.00042259i,-0.00093736+0.000137i,-0.0013719+0.00066603i
-0.00040758-0.00065161i,0.0012429-8.3801e-05i,0.0018535-0.0013677i,0.00095438-0.002217i,0.00031547-0.0028072i,0.00074603-0.0032273i,0.0011609-0.0027899i,0.0013024-0.0017746i,0.00097366-0.0009267i,0.00032423-0.00054017i,-0.00044137+0.00030124i,-0.00019469+0.00051246i,0.0003564+0.00057193i,0.0003255+0.0010425i,0.00019695+0.00072126i,3.4123e-05+0.00029147i,-0.00042616+3.2773e-05i,-0.00063196+1.0541e-05i,-0.00064689+0.00018432i,-0.00073355+0.00058117i,-0.00073801+0.00030278i,-0.00090959-0.00019934i,-0.0015553+0.00048702i
-0.0019759+0.00089035i,-0.0030822+0.0014001i,-0.0021388+0.00098102i,-0.00033036-0.0011709i,3.4752e-05-0.0026306i,-0.0016265-0.0027971i,-0.0020613-0.0027154i,-0.00096321-0.0019069i,-0.00035443-0.00083467i,-0.00036113-0.0004625i,-8.2559e-05-0.00085303i,0.00067479-0.00031962i,0.0022451-0.00015493i,0.0019756-0.00042225i,0.00092656-0.0001416i,0.000911+0.00040318i,0.00080106+0.00086894i,0.00048652+0.00056065i,-0.00035779-0.0003651i,-0.00078649-9.3943e-05i,-0.00082381+0.0008721i,-0.0011369+0.00095506i,-0.0011263+0.00067603i
0.00034534-0.0037518i,-0.001046-0.0032874i,-0.0023738-0.0021109i,-0.0023454-0.0005987i,-0.0014648-0.00088074i,-0.0012552-0.0020447i,-0.0024766-0.0012584i,-0.0034703+0.00036832i,-0.0025076+0.00055152i,0.00016777+0.00022241i,0.0012469-2.9165e-05i,0.00037879-0.00016378i,0.00013645-8.6895e-05i,0.00062589-1.3283e-05i,0.00054289+0.0005586i,0.00022358+0.00071915i,0.00055701-2.6658e-05i,0.00054664+5.5973e-05i,0.0004708+0.00029131i,0.00020614-0.00050141i,0.00046929-0.00063885i,0.00076603+3.5553e-05i,2.6967e-05+3.8386e-05i
0.0029852+0.00078521i,0.0034695-0.0010839i,0.001893-0.0024295i,0.00064001-0.0024569i,0.00043632-0.002723i,-0.0018223-0.0033005i,-0.0039746-0.0021263i,-0.0032654+0.00044681i,-0.00027443+0.0018343i,0.00021292-0.00022867i,-0.001191-0.0018897i,-0.0014747-0.0010224i,-0.0015436-0.00037752i,-0.00093814-0.00038642i,7.4935e-06-0.00056331i,0.00026341-0.00041964i,0.0003617-0.00031203i,0.00024308-1.455e-05i,-7.7542e-05-4.6037e-05i,1.2953e-05-0.00063498i,-0.00031671-0.00019466i,-0.00090126-0.0003323i,-0.0011398-0.00094033i
-0.00089341-0.00027765i,-1.6935e-05-0.00046526i,-0.00031208-0.0012397i,-0.0008309-0.00027986i,-0.0013068-0.00010094i,-0.0020943-0.001583i,-0.0026196-0.0012798i,-0.0020156+0.00048219i,-0.00059715+0.00080519i,-0.00015959-1.1812e-05i,0.00019935+5.6044e-05i,0.0010702+0.00013278i,0.00087978-0.00026755i,0.00031983-0.00029012i,-0.00036598-0.00065193i,-0.000255-0.0012718i,-1.6575e-05-0.00048319i,-3.174e-05+0.00054161i,0.00046413+0.00035823i,-0.00022537-0.0010153i,-0.000701-0.0017574i,-0.00048551-0.0010307i,-0.00047899-0.00040051i
-2.9549e-05+0.0014928i,0.0013201+0.00093215i,0.0013788-0.0001263i,0.00027736-0.00175i,-0.0016811-0.0026725i,-0.003127-0.0023114i,-0.0022316-0.0014838i,0.00059654-0.0014409i,0.0024403-0.0017057i,0.0019155-0.0014577i,0.00046342-0.0008533i,-0.00059249+0.00054083i,-0.00030693+0.0013842i,0.00011778+0.00072217i,4.8359e-05-3.846e-05i,-9.2025e-05+1.2772e-05i,-0.00028878-0.00023029i,-0.0002844-0.00023085i,0.00056094+0.00029671i,0.00064303+8.4508e-05i,2.1416e-05-8.7879e-05i,-0.00037158-5.9513e-05i,-0.00044429-0.00036922i
0.0031121+0.0010036i,0.00095009+0.00027148i,-0.0011831-0.00072331i,-0.002639-0.00099688i,-0.0030408-0.0015798i,-0.0026581-0.0031838i,-0.002265-0.0031042i,-0.0014627-0.0018564i,-0.00082902-0.0019701i,-0.00099287-0.0013871i,-0.0012684-0.00027062i,-0.00026249+0.0002508i,0.00046406+0.0010322i,0.00018279+0.0012085i,-2.2506e-05+0.00046388i,0.00022404-0.00034979i,0.00087726-0.00034791i,0.0014066+0.00012748i,0.00066411+0.00089816i,0.00041942+0.0008364i,0.0012308-0.00010201i,0.0010618-0.0013953i,0.00031191-0.0016095i
-0.00042753+0.00094126i,-0.0010188-0.00066133i,-0.00043648-0.0013473i,0.0002678-0.002052i,0.00076862-0.0022759i,-0.00016046-0.0025218i,-0.0022634-0.0023053i,-0.0027189-0.00076272i,-0.0013214+0.00048761i,0.00032685+0.00027583i,0.0013018-0.00075543i,0.0013016-0.0011051i,0.00023566-0.00086326i,-1.7839e-05-0.00098016i,0.00032856-0.0011739i,0.00015312-0.00096361i,0.00031623-0.00082183i,0.00051926-0.00059244i,0.00016483+0.00011991i,-0.00023857+0.0010586i,-0.00025979+0.00048851i,-4.426e-05-0.00039565i,1.918e-05-0.00024088i
0.00041984-0.00096973i,0.00074808-0.0023503i,-0.00022416-0.0037012i,-0.00077741-0.004449i,-0.0017477-0.0035357i,-0.0030561-0.0026221i,-0.003092-0.0015884i,-0.0016049-0.00046181i,-0.00097834+0.00041632i,-0.0013422+0.00016872i,-0.0011205-0.00027894i,-0.0011914-0.00055416i,-0.00071591-0.00083973i,-0.00027141-0.00081074i,-0.00035836-0.00068798i,0.00055347-0.00088126i,0.00059138-0.0009379i,0.0002317+0.00014082i,0.00023079+0.0010287i,-0.00015146+0.00072318i,6.4096e-05+0.00010448i,6.6644e-05-0.00077612i,-0.00058311-0.00053743i
-0.0021144-0.00049985i,-0.0011134+0.0017732i,-0.0011223+0.0014605i,-0.0010052-0.00074362i,-0.0011044-0.0017109i,-0.00075958-0.0016375i,-0.00092963-0.00042649i,-0.00076353+0.0012137i,0.0005846+0.00077008i,0.00096989+0.00033404i,0.0010923+0.00085603i,0.0013623+0.00037078i,0.00073167-0.00021868i,-0.00034733-0.000179i,0.00041869-0.00012833i,0.0012834-0.0003191i,0.00043581-0.00025603i,-0.00018599+0.00040739i,9.4884e-05+0.0011056i,0.00047706+0.00035686i,0.00038638-0.00024515i,0.0001648-9.7383e-05i,0.00054594+0.00024973i
0.0017985-0.0027783i,0.00086058-0.0019646i,-7.9755e-05-0.0020996i,-0.001758-0.0030652i,-0.0035562-0.0032901i,-0.004124-0.0027748i,-0.0027716-0.0011886i,-0.00055962+0.00039116i,0.0012627-0.00081441i,0.0014766-0.0023834i,0.00044819-0.0018347i,0.00030799-0.00038422i,0.0003026+0.00058184i,-0.00041992+0.0010856i,0.00022217+0.0015507i,0.00079709+0.0015952i,0.0003156+0.00088686i,-0.00030701+0.00020009i,-0.00040881+0.0008318i,0.00030714+0.0014478i,0.00049318+0.0012196i,0.00046683+0.00084825i,0.00042999+0.00022866i
0.0011467-0.0012088i,-0.00053047-0.0035079i,-0.00050825-0.003956i,0.0012809-0.0035898i,0.0013186-0.0040402i,0.00055437-0.0038809i,-0.00062851-0.0021093i,-0.0010769-0.00067525i,-0.0003238+6.1566e-06i,0.00019161-0.000453i,-0.00053377-0.00081066i,-0.0010549-0.00065556i,-0.00031448-0.00029337i,0.0003461-0.00038362i,0.0008692-0.00035427i,0.0014982+0.000532i,0.0010569+0.0007061i,5.3119e-05+0.00077403i,5.7331e-05+0.0013284i,0.00057616+0.0017012i,0.00041412+0.00089121i,0.00044149+0.00021348i,3.7245e-05-0.00044113i
0.0018147-0.00052127i,0.0017072-0.0023341i,0.00081595-0.0038828i,-0.00011252-0.0049988i,0.00072845-0.004787i,0.00094857-0.0043285i,-0.00070259-0.0032169i,-0.0021709-0.00088516i,-0.0022698+0.00017334i,-0.00091103-0.00052005i,-0.00051533-0.0010927i,-0.0004027-0.0009281i,-0.0004535+1.1088e-06i,-0.00039478-0.00021257i,0.00019984-0.00044609i,8.8058e-05-0.00023376i,0.00010462-0.00075477i,-0.00015478-0.0005741i,-0.00078443+0.00071644i,-0.00047667+0.0006225i,-5.4483e-05+0.00029748i,9.8085e-05+0.00057723i,-0.00018762-0.00051489i
0.0022144+0.00092909i,0.0033958+0.0010801i,0.0036081-0.00068801i,0.0021846-0.0026617i,-3.9328e-06-0.0030285i,-0.0023143-0.0021699i,-0.0026839-0.00073901i,-0.0019809+0.0013007i,-0.0011501+0.002099i,-0.00071445+0.0015913i,-0.0011174+0.00074038i,-0.00069622+0.00030288i,7.0682e-05-6.9015e-05i,-0.0005776+1.0891e-05i,-0.0018515+0.00016957i,-0.0018787+9.5982e-05i,-0.00084818+0.00031066i,-0.0007443+0.00024865i,-0.00090396-0.00046899i,-0.00081328-0.00055564i,-0.00033324-0.00047153i,0.00026678-0.00063584i,-0.00014081-0.0010329i
0.0021717+0.0013742i,0.0031981+0.0016674i,0.005538+0.0015058i,0.00415+0.00077359i,0.00092601-0.0014888i,-0.0018775-0.0028963i,-0.0032459-0.0013864i,-0.0023893+0.00028867i,-0.00024396+0.00052939i,0.00062926-0.00016811i,-5.3015e-05-0.0004397i,-0.00051477-0.00030022i,-0.00032086-0.00086077i,-0.000628-0.0013886i,-0.00084699-0.00069243i,-0.00078489+0.00026255i,-0.00024443+0.00021187i,-0.0001289+0.00029133i,-0.00083834+0.00051048i,-0.00033965-3.8798e-05i,-3.559e-06+0.00044453i,-0.00072807+0.00073358i,-0.00050941-0.00056287i
0.00029168+0.0014006i,0.0011499+7.093e-05i,0.0024964-0.0017038i,0.0025424-0.0021591i,0.0012451-0.0029977i,-0.00096185-0.0028548i,-0.0022854-0.0010666i,-0.0010142-0.00013296i,0.001559-0.0018209i,0.0023205-0.002494i,0.0008948-0.0012005i,0.00061208-0.0006852i,0.00070739-0.0007941i,8.3158e-05-0.0011472i,-0.00071392-0.00046588i,-0.00088311+0.00037734i,-0.00045122+0.00045458i,-0.0006162+0.00029896i,-0.0010529+0.00041377i,-0.0012658+0.00030725i,-0.00082656+0.00023547i,0.00015999+0.00084891i,0.00019617+0.0012021i
-0.0020691+0.00017338i,-0.0028911-0.00034287i,-0.0041124+0.00022606i,-0.0029048+0.0014213i,-0.00051577+0.00076981i,-0.00058332-0.0025381i,-0.0017475-0.003331i,-0.0017508-0.002214i,-0.000576-0.0021283i,0.00068611-0.0022037i,0.00080834-0.001458i,0.00066461-0.00064974i,0.00079175+0.00019502i,0.0011927+0.00070072i,0.0011191-0.00032798i,0.00047939-0.00024541i,0.00032616+0.00092416i,-0.00010444+0.00095962i,-0.00022987-0.00013018i,-0.00052771-0.0004411i,-0.0006455+0.00011744i,0.00013352+7.4474e-05i,0.00076375-0.00054982i
0.0018559+0.00199i,0.0034556+0.0030848i,0.0041335+0.0027703i,0.0022925+0.0011756i,-4.7083e-05-0.00056861i,-0.00045445-0.0021571i,0.00039595-0.0026436i,0.00059276-0.0020683i,-0.00066298-0.00088553i,-0.0014223-0.00016571i,-0.0021251+0.00019066i,-0.0024521+0.000195i,-0.0015122+0.00031868i,-0.00086482-0.00015768i,-0.00024509-0.00093318i,-7.2417e-05-0.00040101i,-0.00045334-0.00065808i,0.00042491-0.0011415i,0.0011901-0.00058481i,0.00070802-0.00022497i,0.00049867-0.00040084i,0.00047031-0.00049232i,0.00037426-0.00044289i
-0.0021246+0.00023261i,-0.0023983-0.00098903i,-0.0012217-0.0010178i,-4.9623e-06-0.0014377i,-0.00027554-0.0028176i,-0.0016355-0.005035i,-0.0026304-0.0045748i,-0.0029239-0.0013751i,-0.0024298+0.00088011i,-0.0010668+0.0014114i,-0.00048073+0.00097164i,-0.00069271+0.00054708i,-4.4383e-05-9.7108e-05i,0.00074607-0.001162i,-6.4606e-05-0.0017054i,-0.0011732-0.0013516i,-0.00064189-0.00086627i,-2.7823e-05-0.0004834i,-0.00021617+9.3297e-05i,-0.00035622+7.8489e-05i,-6.817e-05-0.00015646i,0.0003304+2.7522e-05i,-0.00023275-0.00020616i
-0.00037102-0.0021633i,-0.0011784-0.0016563i,-0.0016678-0.00087207i,-0.0017373-0.0014411i,-0.0013211-0.0031591i,-0.001846-0.0040424i,-0.0028179-0.0029426i,-0.0015291-0.00077212i,0.0013555+0.0005302i,0.003094+0.00012899i,0.0025833-0.00020781i,0.0016026-0.00018504i,0.00081335-0.00041555i,0.0010618-0.00073315i,0.00099251-0.0010754i,0.00027545-0.0012208i,0.00014849-0.00050446i,-0.00038888-5.8839e-05i,-0.0007107-0.00013635i,-3.9106e-05-0.00034571i,0.00010254-0.00034847i,3.0104e-05-0.00018767i,0.00049167-0.00024338i
0.0010331+0.00027729i,0.0021693-0.00071583i,0.0017293-0.002311i,0.00025654-0.0035655i,-0.00059839-0.0025219i,-0.0015809-0.0010255i,-0.0021987-0.00042258i,-0.00018761+0.00028178i,0.0023893-0.00095751i,0.0024759-0.0020596i,0.0016537-0.000802i,0.00097297+0.00012905i,0.00087504+0.0008288i,0.00063774+0.00038543i,0.00053405-0.00086468i,0.00054752-0.0010584i,-1.5957e-05-0.00082847i,-0.00071165-0.0007254i,-0.00029815-0.00051531i,-0.00057343+7.9644e-05i,-0.00065907+9.4611e-05i,-1.1007e-05-0.00054508i,0.00056322-0.0010497i
0.0014097-0.00025929i,-0.00066218-0.00035992i,-0.0028363-0.0020481i,-0.0037332-0.0042428i,-0.0036331-0.003958i,-0.0032942-0.0012493i,-0.0030965+0.0013377i,-0.0017984+0.0018478i,-0.00037519+0.0002973i,-0.00091842-0.0014901i,-0.0018893-0.0024977i,-0.001303-0.0018839i,-0.00019022-0.00015927i,7.0611e-05+0.00079702i,-0.00019455+4.4386e-05i,1.545e-05-0.00056816i,7.6819e-05-0.00067422i,-7.5605e-05-0.00020479i,9.7403e-05+0.00072986i,0.0004624+0.00086811i,0.0010516-0.00011932i,0.0012554-0.00091011i,0.00082192-0.00092657i
-0.00014727+0.0012021i,0.0004493+0.0015059i,0.003144+0.0010904i,0.0041044-0.0014284i,0.0015733-0.0036651i,-0.0011304-0.0042196i,-0.0021881-0.0025635i,-0.0019703-0.00097908i,-0.0012476-0.0004844i,-0.0012587-0.00067484i,-0.0010817-0.0004806i,-0.00058612-0.00024678i,0.00013656-0.00088197i,0.0010642-0.0013627i,0.00088518-0.002208i,0.00034861-0.0027581i,0.00063072-0.0017028i,0.0011072-0.00040172i,0.00066296-2.3466e-05i,0.00038576-1.6801e-05i,0.00069462+0.00021107i,0.00078351+6.2396e-06i,0.00021353-0.00030506i
0.0011962-0.0047974i,0.00037426-0.0085621i,0.00108-0.0099466i,0.00098125-0.0075536i,-6.1144e-05-0.0055405i,-0.00070141-0.0052891i,-0.00079191-0.0043519i,-0.00098892-0.0022415i,-0.00064873+0.00013755i,-0.00026834+0.00096547i,-0.00067147+0.00020834i,-0.00079372+0.00076331i,-0.00011156+0.0017089i,6.5205e-05+0.0019564i,-0.00024067+0.0012524i,0.00097377+0.00017448i,0.00071576-0.00086333i,0.00022718-0.0013685i,0.0008873-0.00056355i,0.0003262+7.4651e-05i,5.638e-05+0.00026691i,0.00076952+0.00066623i,0.0010945+0.0004647i
0.00036954+0.0035072i,0.00044071+0.0047406i,0.00094643+0.0051295i,0.0010068+0.0030923i,0.00074576-0.0012535i,-0.0010538-0.0046788i,-0.0037292-0.0050895i,-0.0033639-0.0031463i,-0.00055256-0.00039276i,0.0016245+0.0004026i,0.0017588+0.00059859i,0.0012867+0.00058165i,0.00082963-0.00043937i,0.00031872-0.0011541i,0.00099457-0.0013328i,0.0015824-0.0021671i,0.00084989-0.0024553i,-0.00012614-0.0011339i,-0.00044689+5.2299e-05i,-0.00045536+0.00056011i,-3.513e-05+0.00083325i,0.00054612+0.001125i,0.00078193+0.0014726i
0.00016174+0.0025524i,0.0023588+0.0043249i,0.0024838+0.0031781i,0.00074763+0.00076779i,-0.0012466-0.00032092i,-0.0026769-0.0005234i,-0.0023967-0.00056073i,-0.0018455+0.00012281i,-0.00040073+0.00043747i,0.00087701+0.00060622i,0.001366+0.00021714i,0.0016065-0.00091082i,0.00090905-0.0012486i,-9.8679e-05-0.00095203i,-8.0369e-05-0.00036325i,0.00048886-0.00048703i,0.00048188-0.0015657i,-0.00011378-0.0021939i,-0.0010202-0.00050544i,-0.0013391+0.00063036i,-0.00049248+0.00012042i,0.00052802+0.00012512i,0.00089174+0.00042401i
-0.0029632+0.0016454i,-0.0022595-0.00021505i,-0.00065866-0.0012256i,0.00013092-0.0029016i,0.00053372-0.0056744i,-0.00025337-0.0066095i,-0.0020257-0.0035848i,-0.0017979-0.00053484i,-0.00023222+9.0075e-05i,4.1922e-05-0.00066391i,-0.00024884-0.0017655i,0.00012362-0.0021217i,0.00073855-0.0017923i,0.00082399-0.0014727i,0.00058453-0.0012612i,0.00062398-0.00091476i,0.00073984-0.00060485i,-0.0004583-0.00076609i,-0.0016393-0.00021506i,-0.00063508+0.00069678i,0.00047132+0.0010157i,0.0013319+0.0010363i,0.0012706+0.00082576i
-0.0024514-0.0031923i,-0.0044422-0.0043645i,-0.0055091-0.0030535i,-0.0034886-0.0021577i,-0.0012216-0.0019346i,-8.9502e-05-0.0019293i,0.00044499-0.0011581i,0.0001489-0.00059464i,-0.00067607-0.0012155i,-0.001496-0.0017764i,-0.0014977-0.001624i,-0.0012263-0.0012101i,-0.00080993-0.00066347i,5.767e-05+6.4232e-05i,0.0010334+0.00011115i,0.0011435+2.9597e-05i,0.00079251-0.00028327i,-0.00018395+0.00026766i,-0.001947+0.00030083i,-0.0021027-0.00034352i,-0.001039+0.00024407i,-0.00050599+0.00098552i,0.00048129+0.0015547i
-0.0019702+0.00088763i,0.00048915+0.0002598i,0.0014654-0.00051305i,0.00122-0.0014327i,0.0013435-0.0028266i,0.00055919-0.0043742i,-0.00043238-0.0039311i,-0.00092884-0.0024331i,-0.00036505-0.00079584i,0.00045322+0.00059389i,5.7894e-05+0.0011458i,-3.205e-05+0.0016358i,0.0004171+0.0011347i,0.00059223+0.00017205i,0.00054376+0.00023341i,0.0010531+0.00015361i,0.0015805-0.0006688i,0.001547-0.0015356i,0.0014296-0.0011495i,0.00042877+7.7711e-05i,-0.00027268+0.00081376i,-0.00043099+0.0011i,-0.00058188+0.0010654i
0.00090736-0.0025375i,0.00050276-0.0025336i,0.00037012-0.0025794i,0.00070713-0.0022814i,-0.00020713-0.0020782i,-0.00055642-0.0020014i,-0.0016683-0.0032682i,-0.0027358-0.0029735i,-0.0019299-0.00026953i,-0.00039775+0.0016804i,-0.00015872+0.0022123i,0.00025138+0.002064i,0.0012094+0.0015506i,0.0014998+0.0016612i,0.0016926+0.0019302i,0.0015998+0.0011311i,0.0013128-0.00093506i,0.00058826-0.0019154i,-3.8114e-05-0.0016227i,-8.8428e-05-0.0012098i,-0.00039928+0.00046529i,-0.0006173+0.0017226i,-0.00036631+0.0017831i
0.00090904+0.00073148i,0.00023044+0.0010588i,-0.0011072-0.00018433i,-0.0021003-0.0030686i,-0.0024837-0.0050588i,-0.0039908-0.0048539i,-0.0046259-0.002949i,-0.0026749-0.0010409i,0.00010024-0.00011197i,0.0010006+0.00055683i,0.00034504+0.00066424i,0.00068544+0.00014704i,0.001377-0.00091753i,0.00062987-0.0014889i,-0.00050078-0.0012888i,-0.00053788-0.0006406i,0.00023428-0.00069514i,0.00014964-0.0013206i,-0.00056046-0.0014166i,-0.000748-0.00088653i,-0.0010744+0.00026688i,-0.0010912+0.0012552i,-0.00094674+0.0011555i
0.0011485-0.0035712i,-0.00030254-0.0035736i,-0.0022027-0.0028986i,-0.0025271-0.00083261i,-0.001429+0.00054954i,-0.00052498+2.095e-05i,-0.0012513-6.4335e-05i,-0.0012274+0.0011754i,0.00042572+0.00096908i,0.00049319-0.0007722i,0.00020011-0.0012362i,0.00069303-0.00089284i,0.00031855-9.9809e-05i,-9.8029e-05+0.0005835i,-0.00047903+0.00054779i,-0.00067322+0.00071164i,-0.00024692-2.9105e-05i,-0.00016854-0.0013667i,7.2179e-05-0.0014478i,9.6529e-05-0.00050553i,-1.4642e-05+0.00041304i,-0.00033395+0.001296i,-0.00065248+0.001501i
