-0.0026666+0.0028471i,-0.0034883+0.0031998i,-0.0024021+0.0031593i,-0.00060072+0.0024083i,-1.8418e-05+0.001576i,-2.7978e-05+0.0010706i,-0.0005217+0.0015176i,-0.000652+0.0012271i,0.000362+0.00028149i,0.0012923-0.00058205i,0.001048-0.0010602i,0.0005803-0.00099134i,0.00045205-0.0010877i,0.00034043-0.0010742i,0.00023596-0.00048643i,0.0003464-0.00033044i,0.00048327-0.00048167i,0.00062321-0.00012156i,0.00049008-0.00026228i,0.00037823+2.2366e-05i,0.00034837+0.00039677i,0.00031914-2.2299e-05i,0.00034762-0.00028063i
0.031207-0.032347i,0.042356-0.035555i,0.043955-0.018696i,0.046861-0.0036381i,0.043151-0.00081571i,0.032116-0.004397i,0.025243-0.0080851i,0.020318-0.012149i,0.011408-0.012954i,0.0034605-0.0068901i,-0.00014318-0.00072715i,-0.0024335+0.0025146i,-0.0029643+0.0051995i,0.00021891+0.0066289i,0.0043289+0.0048841i,0.0037044+0.0025635i,0.00061413+0.00094517i,-0.0020482-0.0012157i,-0.0036959-0.002254i,-0.0028246-0.0023863i,-0.0011578-0.0012506i,-0.0011838+0.0011173i,-0.00050757+0.002719i
0.013056+0.037468i,0.010755+0.044532i,0.0025584+0.032785i,-0.0018592+0.020161i,-0.0026687+0.012957i,0.0019605+0.01071i,0.0083433+0.0071957i,0.0068129-0.0010849i,-0.0014772-0.0057766i,-0.0073783-0.0034234i,-0.0084775-0.0023159i,-0.0079871-0.005495i,-0.0077647-0.0074898i,-0.0059326-0.0079992i,-0.0032163-0.0094053i,-0.002199-0.0088054i,-0.0010726-0.0053566i,0.0010625-0.0019593i,0.0026763-0.00029377i,0.0026997+0.00019474i,0.0012395-0.00060548i,-0.00030954-0.0024893i,-0.0005998-0.0028786i
-0.035966-0.0059405i,-0.032908-0.012023i,-0.016453-0.017334i,-0.0071767-0.019408i,-0.0041499-0.015456i,-0.0048325-0.004252i,-0.0043127+0.0098106i,-0.0004467+0.015959i,0.0024533+0.012268i,0.001513+0.0053886i,-0.00011144+0.0020908i,-0.00026851+0.0011601i,0.0020968+0.0018878i,0.0062706+0.0047175i,0.0068882+0.0073139i,0.0038728+0.0071209i,-0.00023092+0.0051838i,-0.0033027+0.0019169i,-0.0032782-0.00085606i,-0.0029934-0.00079178i,-0.0021636+0.00069607i,-0.00034567+0.001384i,0.00091819+0.00068119i
0.022166-0.02647i,0.023902-0.024511i,0.0096453-0.012402i,-0.0044725-0.0050973i,-0.0072436+8.9806e-05i,-0.0037151+0.007687i,-0.0024491+0.017676i,0.001562+0.024855i,0.0063748+0.023286i,0.0048402+0.015276i,-0.00065696+0.0085154i,-0.0039855+0.0039627i,-0.0065906-0.00041106i,-0.0097251-0.0017922i,-0.0092816-0.00082241i,-0.0046164-0.0008226i,2.4053e-05-0.00077202i,0.0022353+0.00055344i,0.0029414+0.0017525i,0.0018042+0.0012301i,0.00020075+0.0003741i,-0.00048448+0.00023865i,-0.00050878+0.00033541i
0.0054665+0.03041i,-0.003066+0.033088i,-0.0070411+0.025085i,-0.0011854+0.020192i,0.0016536+0.017449i,0.00063105+0.012743i,-0.0025239+0.0087098i,-0.0031514+0.00603i,-0.0013977+0.001114i,-0.0014285-0.0031937i,0.00069089-0.0047879i,0.0058889-0.0062772i,0.0090263-0.006631i,0.010459-0.0047193i,0.012041-0.00036993i,0.010469+0.0021648i,0.0057273+0.0010782i,0.002229-0.0014258i,0.00055934-0.0020528i,0.00023781-0.0012542i,0.0008277-0.00096249i,0.00052701-0.0011124i,-0.00071253-0.0013584i
-0.028002-0.0053703i,-0.027379-0.011541i,-0.019381-0.0072566i,-0.01158-0.00099908i,-0.0064787-0.0042062i,-0.0069331-0.0078191i,-0.0073408-0.0088818i,-0.0049819-0.011378i,-0.0032092-0.012251i,-0.0010995-0.0090261i,0.0015673-0.0048621i,0.0024273-0.00087659i,0.00076354+0.0014727i,-0.0037798+0.0024298i,-0.0062042+0.0019682i,-0.0037199-0.00051571i,-0.00037878-0.002036i,0.0012784-0.0013291i,0.0022228-0.00038012i,0.0017655+0.00035555i,0.00074794+0.00048859i,0.0012151+0.00011768i,0.0022056-0.00010222i
0.019794-0.018009i,0.031065-0.016681i,0.030365-0.014406i,0.026084-0.016669i,0.020896-0.011809i,0.0095296-0.0058842i,-0.0034277-0.005967i,-0.012866-0.0065588i,-0.01508-0.0037187i,-0.010026-0.0019447i,-0.0044839-0.0041372i,-0.001687-0.0057247i,0.00094943-0.004559i,0.0026415-0.0042491i,0.0012217-0.0045263i,-0.0015503-0.0020833i,-0.0038384-5.1374e-05i,-0.0055301-0.00045295i,-0.0051859-0.001022i,-0.0024271+2.466e-05i,0.00022606+0.0017288i,0.00098442+0.0014234i,0.00083875+0.00073566i
0.0086472+0.023581i,0.0028377+0.027854i,-0.00032991+0.016535i,-0.0034757+0.0045795i,-0.0084995+0.0022949i,-0.0087092+0.0010646i,-0.0074317-0.0028258i,-0.0073614-0.0039756i,-0.0051832-0.00064972i,-0.00031716+0.0013695i,0.0024014+0.0010851i,0.0014853+0.0035942i,-0.00072268+0.0067975i,-0.0027124+0.0064612i,-0.0041196+0.0048354i,-0.0016533+0.0026077i,0.0024575+0.00078783i,0.003821+0.0013644i,0.0029823+0.0029167i,0.0013286+0.0020626i,0.00025107+5.0548e-05i,0.00016921-0.0012289i,0.00096456-0.0017132i
-0.020792-0.0082882i,-0.023149-0.019471i,-0.019809-0.018167i,-0.015103-0.010648i,-0.0085637-0.0067435i,-0.00099459-0.004195i,0.0042998-0.0017348i,0.0099018+0.00096785i,0.013633+0.0024096i,0.011323+0.0021374i,0.0053279+0.0021523i,-0.00029253+0.0018086i,-0.002468-0.00052997i,-0.0017669-0.0029176i,0.00020109-0.0020768i,0.001119+0.00094323i,-0.00052027+0.0028095i,-0.0018636+0.0033957i,-0.0013909+0.0028933i,-3.8839e-05+0.0015846i,0.001666+0.00051942i,0.0029714-0.00023166i,0.0029292-0.00046731i
0.016025-0.0085605i,0.023039-0.0036467i,0.017749+0.0060685i,0.01005+0.012677i,0.0068999+0.0098118i,0.0063637+0.0039984i,0.0097644+0.0014002i,0.013239+0.00064986i,0.012038+0.0011915i,0.0088478+0.0020801i,0.0069933+0.0025653i,0.0059366+0.0019128i,0.0042211-0.0001039i,0.0027775-0.0023995i,0.0012721-0.0046757i,0.0012253-0.006451i,0.0038795-0.0063338i,0.0044705-0.0048267i,0.00076454-0.0027299i,-0.0024654+0.00030648i,-0.002779+0.0019879i,-0.0023325+0.0016574i,-0.0015164+0.0012391i
0.00037083+0.018389i,-0.0057091+0.025367i,-0.0046865+0.020447i,0.0010653+0.010542i,0.0032947+0.0038175i,0.0029435+0.0010449i,0.0045455+0.00034666i,0.0032154-0.0027319i,-0.0026939-0.0051851i,-0.0061202-0.0023478i,-0.0051985+0.0008332i,-0.0035937+0.00075618i,-0.0022018+0.00122i,9.2745e-05+0.0023959i,0.00095121+0.0021315i,-0.00036451+0.0014612i,-0.0012607+0.0020286i,-0.0015929+0.0014521i,-0.0015246-0.00023738i,-0.00064823-0.0012816i,-0.00032755-0.00089896i,-0.00029008+0.00066002i,0.00028426+0.0013982i
-0.0099505-0.0097111i,-0.0065486-0.017469i,0.0023854-0.018839i,0.0060035-0.015783i,0.0023588-0.010848i,0.00060461-0.0048701i,0.00046962-0.00068171i,-0.0024695+0.0015474i,-0.0055893+0.0028175i,-0.0051305+0.0033288i,-0.0024712+0.0013551i,-0.00017833-0.0020874i,0.00066838-0.0039513i,-0.0014082-0.0035102i,-0.003314-0.0024894i,-0.0034441-0.0020116i,-0.0027173-0.0014826i,-0.0013238-0.00069463i,-0.00017607+0.00063065i,-4.516e-06+0.00083533i,-0.00023039+0.00027445i,-0.00072205+0.00054289i,-0.00029691+0.00092006i
0.01642-0.0061954i,0.019443-0.0065346i,0.013187-0.0079923i,0.0035167-0.0095725i,-0.00069076-0.0057455i,-0.0014124+0.0010426i,-0.0044432+0.0053608i,-0.0087182+0.0085556i,-0.0098905+0.010128i,-0.0083794+0.0081249i,-0.0065005+0.0049415i,-0.0047965+0.0033713i,-0.0022649+0.0023633i,0.0012317+0.0020413i,0.0036904+0.0032768i,0.0035744+0.0037605i,0.00085534+0.0039329i,-0.00075321+0.003963i,5.5319e-05+0.0014563i,0.00093184-0.0015428i,0.00038818-0.0026955i,0.00040691-0.0016213i,0.002376-0.00041195i
-0.0055178+0.011i,-0.012661+0.011984i,-0.018895+0.0089619i,-0.019071+0.0090154i,-0.011507+0.0085288i,-0.0029307+0.0059281i,-0.00010169+0.0031785i,-0.00040677+0.00068543i,-0.00059338-0.0029745i,-0.00075011-0.0054243i,-0.0013894-0.0050376i,-0.0018292-0.0037319i,-0.0014873-0.0014331i,-0.0015106+0.0011282i,-0.0018659+0.0016726i,-0.00094985-0.00025477i,0.00052161-0.0024905i,0.0011381-0.0028481i,0.0010307-0.002014i,-0.00012881-0.0010576i,-0.0013116-0.00018564i,-0.0020847+0.00051398i,-0.0026353-0.00057051i
-0.0076057-0.0062626i,-0.0064955-0.0066478i,-0.0020296-0.00070455i,0.0028592+0.0034873i,0.005397+0.0031157i,0.0036937-0.00014461i,0.0031743-0.0026915i,0.0057077-0.0066379i,0.0075079-0.010144i,0.0062266-0.0090488i,0.0035179-0.0058378i,0.0018236-0.002599i,0.00071492-0.00016061i,0.00016097-0.00014439i,0.00074444-0.0017625i,0.0018547-0.0019077i,0.0018832-0.00033604i,0.0016317+0.0011385i,0.0018408+0.0014063i,0.0013722+0.00028688i,0.0007482-0.00058059i,0.0016635+2.1244e-05i,0.0024444-2.8854e-06i
0.0087866-0.0020032i,0.012633+0.0010291i,0.013659+0.0031892i,0.014233+0.003326i,0.010146+0.0039167i,0.0051726+0.0024953i,0.0036942-0.001269i,0.0023789-0.0066787i,5.9865e-05-0.0084862i,-0.00028589-0.0043542i,0.0014884-0.0019939i,0.0019754-0.0024096i,0.00018527-0.0016542i,-0.001966-0.00013034i,-0.003429-0.00022858i,-0.0038135-0.00078585i,-0.002925-0.0013314i,-0.0020314-0.0017138i,-0.0014877-0.00042908i,-0.00051718+0.0013863i,0.00010534+0.0019827i,0.00025366+0.0019486i,0.00041205+0.0023698i
0.00052172+0.0081292i,0.0011125+0.0062497i,0.0045395-0.00084321i,0.0056675-0.0074028i,0.00085057-0.0079805i,-0.0012724-0.0050763i,0.0010296-0.0046743i,0.0019154-0.0053487i,0.0010998-0.0038445i,0.001084-0.00057588i,0.002111+0.0015432i,0.0020254+0.0012602i,0.00057419+0.00017783i,0.00057899-0.00081941i,0.0014826-0.001206i,0.002434+0.00026665i,0.0033877+0.0011555i,0.0025934+0.00090882i,0.0017467+0.00037107i,0.0012414-0.00054439i,0.00092357-0.0012589i,0.0015496-0.0017629i,0.0023142-0.0026686i
-0.0055575-0.0085242i,-0.0073955-0.013194i,-0.010752-0.013961i,-0.013483-0.008233i,-0.010296-0.0012412i,-0.0024939+0.0028919i,0.0048778+0.0043198i,0.0089402+0.0065856i,0.0087997+0.0079962i,0.0064265+0.0070077i,0.0042479+0.0051327i,0.0018276+0.0020365i,-0.0011966-0.001404i,-0.0021707-0.0022714i,-0.0010935+0.00032767i,-0.00017277+0.0014852i,-0.00047563+0.00043339i,-0.0014953+0.00022579i,-0.0021885+0.00079467i,-0.0016892+0.0012235i,-0.00073308+0.001215i,0.00095076+0.0016472i,0.0018707+0.0018905i
0.0045218-0.0038279i,0.0038001-0.0006232i,-0.0032164+0.0018268i,-0.0077838+0.0039681i,-0.0040655+0.0057028i,0.00212+0.005018i,0.0041919+0.0076108i,0.0049504+0.011427i,0.0047702+0.010434i,0.0019872+0.0070932i,0.00022219+0.0049242i,0.0010957+0.0026256i,0.0026403-0.00098696i,0.004105-0.0037253i,0.0039453-0.0045298i,0.002713-0.0037434i,0.0023858-0.0020286i,0.0023937-0.00062695i,0.0012037-0.0002558i,-0.0002155+0.0011772i,-0.0010855+0.0018087i,-0.00070244+0.00087948i,0.00020069-0.00054675i
0.0010768+0.0068911i,0.00058678+0.011508i,0.0029127+0.013467i,0.0061168+0.012105i,0.0042994+0.007786i,0.00031552+0.0053521i,-0.00068668+0.007364i,0.0011264+0.0076719i,0.0010826+0.0023753i,-0.0014328-0.0014797i,-0.0037365-8.962e-05i,-0.0034431+0.0024995i,-0.0023251+0.0036208i,-0.0023842+0.0042504i,-0.0019254+0.0045605i,-0.0013323+0.0038973i,-0.0016624+0.0028413i,-0.00072635+0.0021396i,0.00011681+0.0014375i,0.00042217+0.0010225i,0.00054632+0.0013209i,0.00036028+0.0012468i,0.00054339+0.0018217i
-0.0034685-0.0020963i,0.0006717-0.0047604i,0.0064888-0.0067269i,0.010738-0.008283i,0.0092634-0.0075199i,0.0041179-0.0017024i,-0.0002353+0.0037192i,-0.0035167+0.005322i,-0.0050629+0.0044377i,-0.004736+0.0017813i,-0.0037237+0.00029629i,-0.0015372+0.00013477i,0.0010027-0.0024547i,0.0023918-0.0045751i,0.0028272-0.0031417i,0.001853-0.0013255i,0.00055203-0.0010385i,0.0010086-0.0018404i,0.0019677-0.0027116i,0.0014286-0.0025779i,-0.00028999-0.002209i,-0.0011032-0.0017184i,-0.0003652-0.0011993i
0.005939-0.0042824i,0.0093812-0.0041619i,0.0087786-0.0065264i,0.0034866-0.0088375i,-0.0021293-0.0067032i,-0.0053251-0.0016664i,-0.0076251+0.0011308i,-0.010408+0.0025583i,-0.01042+0.0035979i,-0.0072463+0.0016117i,-0.0040231-0.00066933i,-0.0011975-0.000559i,0.00081074+0.00067784i,0.0018967+0.0028752i,0.002192+0.0044146i,0.0017145+0.0031158i,0.00016708+0.0013077i,-0.0011716+8.3262e-05i,-0.0017484-0.0012716i,-0.001765-0.0023071i,-0.0014386-0.0021503i,-0.0015562-0.0008116i,-0.0016302-0.00010512i
-0.0012768+0.004923i,-0.0050374+0.0025687i,-0.0095277-0.00039509i,-0.013087-0.00061496i,-0.0097419+0.0011625i,-0.0044404+0.00039866i,-0.004619-0.0015101i,-0.0069147-0.0020386i,-0.0055604-0.0013696i,-0.00043743-0.0018708i,0.00099395-0.0035875i,-0.0017715-0.0033593i,-0.0035967-0.0022906i,-0.0046788-0.0024967i,-0.00391-0.0026246i,-0.0018878-0.0018868i,-0.00045812-0.0019508i,0.00019637-0.0018359i,-0.00033591-0.0011729i,-0.0004862+0.00063799i,0.00041532+0.0022725i,0.0012813+0.0017861i,0.00062136+0.00025434i
-0.0017538-0.0014988i,-0.0049452-0.002484i,-0.0073084+0.00042864i,-0.006001+0.0057106i,-0.0031718+0.0062719i,-0.0027735+0.0027819i,-0.0030959-0.00064462i,-0.0016728-0.002498i,6.9145e-05-0.0012357i,0.0017227+0.00024296i,0.0020297-0.001446i,0.00063517-0.0028787i,0.0002769-0.0011389i,0.0011261+0.00026826i,0.00084369+0.0010989i,-0.00050077+0.0017091i,-0.0012965+0.0018294i,-0.0010452+0.0027302i,-0.0003811+0.0037598i,3.4609e-05+0.0028099i,0.0007048+0.00083926i,0.00092937-0.00041256i,0.00036895-8.601e-05i
0.00076411+0.0010897i,0.002299+0.0070848i,0.0050429+0.012896i,0.0087724+0.012488i,0.0084614+0.0051357i,0.0036323-0.0016203i,2.0852e-05-0.0058446i,-0.00040332-0.0084682i,-0.00086412-0.0071139i,-0.00022845-0.0029703i,0.0021168-0.00055149i,0.0024141+0.00015475i,0.0010868+0.0015633i,-0.0013097+0.00089371i,-0.0032763-0.00040713i,-0.0029627-0.00047865i,-0.0011647-0.0009067i,0.00063806-0.0012357i,0.0020147-0.00079478i,0.0029602-0.00055081i,0.0025313-0.00037752i,0.0016324-0.00033692i,0.0010338-0.00031633i
0.0045955-0.0034189i,0.0073031-0.0078636i,0.012355-0.011797i,0.012918-0.01283i,0.0077369-0.0094562i,0.0029324-0.0042444i,0.004062-0.0031731i,0.0055584-0.0062551i,0.0026389-0.0061574i,0.00071671-0.0017743i,0.0014796+0.00083427i,0.00245-0.00038007i,0.00272-0.0014487i,0.0028265-0.00045203i,0.0021882+0.00084588i,0.0015671+0.0011958i,0.0017981+0.0011396i,0.0013588+0.00062077i,-0.00041595-0.00030104i,-0.0017494-0.0010652i,-0.0021144-0.001312i,-0.0016858-0.00055366i,0.00017135+0.00026809i
-0.0016409-1.8829e-05i,2.6444e-05-0.0015148i,-0.0017387-0.0046777i,-0.0053233-0.0075457i,-0.0054682-0.0052225i,0.00025126-0.0013407i,0.0056139-0.0020443i,0.0047745-0.0029845i,0.0014042-0.0017321i,-0.0010734+0.0011507i,1.0276e-05+0.003581i,0.001852+0.0021319i,0.00098296-0.0010119i,0.00020179-0.0021713i,-0.00031855-0.0016154i,-0.0014084-0.0016997i,-0.0021097-0.0018044i,-0.0027302-0.0013573i,-0.0029004-0.00053126i,-0.0019298+0.00017592i,-0.00086511+0.0011136i,-0.00049987+0.0014266i,-8.9397e-05+0.00037305i
-0.0035825+0.003016i,-0.0071251+0.0031188i,-0.010982+0.0030786i,-0.012934+0.001671i,-0.0096624+0.0016498i,-0.003853+0.0022275i,-0.00022683+0.0022505i,0.00087177+0.0029755i,-0.00070908+0.0024162i,-0.0028566+0.0013967i,-0.0026938+0.0018996i,-0.0002669+0.0016612i,0.0013671+0.00012418i,0.0017843-0.0011752i,0.0018774-0.0037054i,0.0017526-0.0042336i,0.00143-0.0013076i,0.00085958+0.0005155i,-0.00073375-0.00041334i,-0.0020906+7.4553e-05i,-0.0018898+0.001694i,-0.0016938+0.0013384i,-0.0015476+0.0011083i
-0.0017215-0.0012385i,-0.0041779-0.00068009i,-0.0069297+0.0037307i,-0.0037258+0.0091963i,0.0031392+0.0077916i,0.0054197+0.0019802i,0.0053581-0.00014141i,0.0059619+0.0007324i,0.0055267-0.00055444i,0.0028028-0.0028683i,-0.0002964-0.0012797i,-0.0013219+0.0017533i,-0.0015277+0.0026972i,-0.0023355+0.0032313i,-0.0024845+0.0018006i,-0.0013807+0.00091727i,-0.00045869+0.0014019i,0.00016231+0.0021088i,0.0016646+0.00308i,0.0035766+0.0023593i,0.0030963+0.001164i,0.0014493+0.00030604i,0.0011751-0.00025293i
0.0035872+0.00057998i,0.0073528+0.0029479i,0.012762+0.0055456i,0.014838+0.0052116i,0.011002+0.0030258i,0.0055765+0.0024794i,0.0032249+0.0033756i,0.0037969+0.002786i,0.0039248+0.00047772i,0.0017973-0.0011962i,-0.00095347-0.0019952i,-0.0018992-0.0011773i,-0.00073816-0.001145i,0.0013789-0.0021997i,0.0025715-0.0010378i,0.0030421-0.00068266i,0.0027847-0.00072429i,0.0016902-0.00083453i,-0.00017249-0.0020086i,-0.0021021-0.0031103i,-0.0028287-0.0033378i,-0.002211-0.001488i,-0.0013375+0.00074356i
0.0033851-0.0013587i,0.0080172-0.00313i,0.013482-0.0081347i,0.013757-0.012398i,0.0075684-0.010416i,0.0031449-0.0036433i,0.0025911+0.00023261i,0.001936-0.00059779i,0.0013458-0.00148i,0.0014526-0.0028397i,0.00011932-0.0037048i,-0.00073014-0.0010203i,-9.003e-06+0.0021745i,0.00041303+0.002784i,0.00084811+0.0022941i,0.0020491+0.0014774i,0.0027335+0.0013198i,0.0021762+0.0013189i,0.0014125+0.0012662i,0.0011843+0.0016168i,0.0014675+0.001176i,0.0022615-0.00032252i,0.0023671-0.0016213i
0.00064594-0.0029084i,-0.0028879-0.0063374i,-0.0075976-0.010758i,-0.0099997-0.012287i,-0.0081733-0.0089756i,-0.0039674-0.0037366i,-0.00051699-0.00035224i,0.0012123+0.0010425i,0.0020725+0.0017584i,0.002077+0.00029364i,0.00045163-0.002136i,-0.0025477-0.0031311i,-0.0042722-0.0029495i,-0.0030872-0.0038111i,-0.001562-0.0037354i,-0.00075798-0.0016828i,4.6202e-05+4.6198e-05i,-6.7128e-05+0.00039106i,-0.0017239-0.00031083i,-0.002284+0.00018348i,-0.0014945+0.0011346i,-0.001049+0.001474i,-0.0011694+0.0014615i
-0.00014395+0.0015457i,-0.0031225+0.0049585i,-0.0093898+0.0068911i,-0.012896+0.0075115i,-0.0087456+0.0082168i,-0.0023983+0.0071084i,0.00079455+0.0057237i,0.0019163+0.0060455i,0.0016372+0.0061601i,0.0010325+0.0051099i,0.0013881+0.0018889i,0.0017173-0.0011136i,0.00080695-0.00088335i,0.0001904+0.0011712i,0.00028792+0.0029932i,-0.00036593+0.0032865i,-0.0012833+0.0027667i,-0.00095759+0.0032621i,0.0014962+0.0036202i,0.0039549+0.0023609i,0.0042871+0.00059088i,0.0030191-0.00025046i,0.0017555-0.0002559i
0.0022557-0.0026749i,0.0031159-5.3001e-05i,0.002685+0.0049604i,0.001363+0.0090617i,0.0016474+0.0082692i,0.0023479+0.0053461i,0.0015131+0.0049028i,0.0017832+0.0048718i,0.0018303+0.0033777i,0.0013475+0.0027609i,0.0025392+0.0011873i,0.0018657-0.00085061i,-0.00069534-0.00051826i,-0.0030075-4.4637e-05i,-0.0042049+0.00042355i,-0.0037672+0.00028035i,-0.002623-0.0010471i,-0.0020372-0.0018066i,-0.0024313-0.0022731i,-0.0021431-0.001988i,-0.0013031-0.00083619i,-0.00083858+0.00051197i,-0.00072809+0.0022388i
0.00080025+0.0016597i,0.0031799+0.0013304i,0.010339+0.0027996i,0.015634+0.0025121i,0.013216+0.00028728i,0.0067629+0.00018104i,0.002666+0.002683i,0.0011449+0.0032921i,0.00012425+0.0029813i,0.0012203+0.0034059i,0.0030606+0.0021608i,0.0029764+6.3163e-09i,0.0023142-0.0010201i,0.0033495-0.00091059i,0.0039985+2.136e-05i,0.0031283+0.00059354i,0.0020229+0.00064617i,0.001078+0.0016037i,0.0011231+0.0020208i,0.00077125+0.0012928i,0.00041993+0.00058096i,0.00039132-0.00023242i,0.00122-0.00084645i
-0.0014369+0.0015263i,0.0018952-0.00085298i,0.0046779-0.0057937i,0.0050032-0.010216i,0.0016849-0.0088987i,-0.0010033-0.0036291i,-0.0021907+6.2249e-06i,-0.003317+0.0014564i,-0.0048494+0.0020789i,-0.0045379+0.0023211i,-0.0015985+0.0019938i,0.00078171+0.00090254i,0.00079451-0.0005524i,-9.8017e-05-0.0020536i,0.00034639-0.0026944i,-0.00023989-0.0031567i,-0.0026742-0.0034957i,-0.0039843-0.0036751i,-0.0038786-0.0034868i,-0.0040116-0.0020026i,-0.003246+3.8674e-06i,-0.0022154+0.00063854i,-0.00093395+0.00093634i
-0.0034249-0.00016778i,-0.004575+2.9047e-05i,-0.0068359-0.0018544i,-0.0093644-0.0036114i,-0.0093624-0.0017406i,-0.0077165+0.001225i,-0.0072788+0.0017317i,-0.0078058+0.0006859i,-0.0073968-0.0007161i,-0.0058648-0.00060421i,-0.0038915+0.0012349i,-0.0010571+0.0016096i,0.0011663-0.00027738i,0.0020388-0.0020612i,0.0024702-0.0028666i,0.0022819-0.0026898i,0.0026268-0.0011541i,0.0030115+0.001081i,0.0038948+0.0028549i,0.0043058+0.0023924i,0.0031358+0.0004896i,0.0014551-0.00065095i,0.00027211-0.000744i
0.00017623+8.1126e-05i,-0.0031443+6.6314e-05i,-0.0076087+0.003511i,-0.0088918+0.0078003i,-0.0061718+0.0079249i,-0.0028322+0.0044784i,-0.0028741+0.0023761i,-0.0037518+0.0021038i,-0.0034959+0.00016214i,-0.0040074-0.00093499i,-0.0035989+0.00020362i,-0.0016034+0.00086379i,-0.00035478+0.00094558i,-0.0011536+0.00068866i,-0.0020982+0.00059903i,-0.0022818+0.0011813i,-0.0023231+0.00062795i,-0.0025344-0.001679i,-0.0025888-0.0030998i,-0.0025617-0.0029429i,-0.0021925-0.0010232i,-0.0013298+0.00035555i,-0.0016624+0.0011254i
-0.00066165+2.5264e-05i,0.0015191+0.0039718i,0.0030226+0.010239i,0.0045756+0.011989i,0.0052269+0.0087175i,0.0032261+0.0036126i,-0.00077159-5.6582e-05i,-0.0023867-0.0024247i,-0.0021916-0.003558i,-0.0018524-0.0022241i,-0.00095995-0.00056985i,-0.0002143+0.00080734i,0.0011559+0.00066496i,0.0035282-0.00076341i,0.0047163-0.00085868i,0.0042578-0.00032891i,0.0035434+4.6332e-05i,0.003388-8.2373e-05i,0.0037023-0.00055113i,0.0026263-0.0008268i,0.00068029-0.0011726i,-0.00050626-0.0015794i,-0.0013346-0.00096325i
-0.00028086+0.0015821i,0.0021084+0.0014789i,0.0073421+0.00036991i,0.01181-0.0033219i,0.0093229-0.0058942i,0.0035226-0.0053469i,0.00090301-0.0051485i,0.0011827-0.0068268i,0.0022217-0.0078654i,0.002329-0.0063469i,0.0013221-0.0044521i,8.1462e-05-0.0021215i,-0.00029025+0.00064968i,-0.00012435+0.0021168i,-2.3343e-05+0.0020584i,0.00025073+0.0021223i,-0.00058772+0.0017899i,-0.002196+0.0007381i,-0.0036972+0.00034841i,-0.0039494+0.00050595i,-0.0024309+0.0015685i,-0.00078097+0.002203i,-0.00033456+0.0015774i
-7.8401e-05-0.0018115i,0.00091906-0.0038841i,0.002583-0.0084111i,0.0020155-0.012882i,-0.00033904-0.012381i,-0.0015191-0.0093229i,0.00043575-0.0074987i,0.0021677-0.0066619i,0.0027448-0.0054833i,0.0033942-0.0045598i,0.0018317-0.0037726i,-0.00058123-0.0025177i,-0.0015083-0.0015925i,-0.00070918-0.0013832i,0.00059456-0.0012529i,0.00047037-0.0010705i,0.00093286+0.00018806i,0.0029983+0.0015065i,0.0045128+0.0017364i,0.0041601+0.0010676i,0.0029922+0.00037609i,0.001568-0.00064928i,0.00081802-0.0014097i
0.0017659-0.00087512i,0.00036513-0.0018617i,-0.0043732-0.003752i,-0.0097697-0.0040602i,-0.008755-0.0018124i,-0.0033605-0.00037015i,0.00056582-0.0023884i,0.0022902-0.0029019i,0.002894-0.0014254i,0.0025816-0.001174i,0.0011898-0.0011256i,0.00024355-0.00037272i,-0.00013302+0.00072915i,-0.0014856+0.0017634i,-0.0024797+0.0022547i,-0.00341+0.0020189i,-0.0035217+0.0013932i,-0.0028323+0.00077371i,-0.0012411+0.00020904i,0.00041102-0.00029058i,0.00071059-0.00072339i,0.0008061-6.6278e-05i,0.0012687+0.0005369i
0.0006846-0.00070037i,-0.00060814-0.0015748i,-0.0022478+0.0015425i,-0.0047564+0.007183i,-0.0041396+0.0080187i,6.2725e-05+0.0045457i,0.004444+0.0033493i,0.0075269+0.0044494i,0.0071232+0.0044456i,0.0045418+0.0030366i,0.0035068+0.0011295i,0.0021705+8.7115e-05i,0.00046293-0.00043649i,-2.0175e-05-0.0012285i,-0.00076291-0.0016311i,-0.00037261-0.0015076i,0.0019069-0.00096873i,0.0032044-0.0018734i,0.0028715-0.0026068i,0.0020564-0.0024328i,0.0012986-0.001749i,0.0011753-0.0008197i,0.0016002-0.00073535i
0.002862+0.0011689i,0.0036911+0.0044801i,0.0046488+0.010004i,0.0069777+0.011521i,0.0079013+0.0076103i,0.0072351+0.0040013i,0.0070941+0.0040988i,0.0072645+0.005327i,0.0049493+0.0057993i,0.0024827+0.005381i,0.0030088+0.0027199i,0.0022067+0.00068837i,8.7896e-05+0.00071655i,-0.00095771+0.002i,-0.00063415+0.0024973i,-0.00079908+0.0019187i,-0.0021602+0.0018787i,-0.0035925+0.0015332i,-0.0047127+0.00081714i,-0.0042448+0.0012733i,-0.0020239+0.0030728i,-0.00029577+0.0035057i,0.00011173+0.0025071i
