0.00025246-0.0011029i,-0.00035545-0.00088991i,-0.00099451-0.00066345i,3.3476e-05-0.00067168i,0.00027152-0.00089233i,-0.00071712+0.00018852i,-0.00090337+0.0016656i,0.00028474+0.0022213i,0.0018305+0.0022716i,0.0018622+0.0011471i,0.0010667-0.00029447i,2.7207e-05-0.00048343i,-0.00020402-0.00028929i,0.00020659-0.00037285i,0.00018864+7.9917e-05i,0.00046308+0.0002347i,0.00014902-9.1766e-05i,-6.5742e-05-8.5463e-05i,0.00035478+2.1103e-05i,0.00099333+0.00013738i,0.00056768-2.0345e-06i,0.0003481-0.00046073i,6.4892e-06-0.00068562i
-0.0010995+0.0016766i,-0.00025221+0.0012048i,0.00047974+0.0012577i,0.00066635+0.0014639i,0.00022152+0.0023844i,-0.00015562+0.002254i,-0.00060259+0.0010887i,-0.00096594+0.00080848i,-0.0003336+0.00099833i,0.00032759+0.00073354i,0.00048838+0.00011791i,0.00059468+5.3618e-05i,0.00025305-0.00023952i,0.0014198-9.7015e-05i,0.0015798-4.2539e-05i,-3.0648e-05-0.00017898i,-0.00052819+0.00018628i,0.00023378-3.8566e-05i,0.00026174-0.00034309i,2.7899e-05+0.00031609i,-5.5569e-06+0.00071038i,8.8929e-05+3.8174e-05i,0.0006335-0.00071195i
0.0033908-1.6952e-05i,0.0040398+0.00018817i,0.0026157-8.38e-05i,0.0023853+0.00072953i,0.0029649+0.001915i,0.0011979+0.0015127i,-0.00031153+0.00029942i,-0.0004222+6.956e-06i,-0.0006794+0.00018463i,-0.00020135-0.00011182i,7.0845e-05-0.00029903i,-0.0003307+0.00027739i,-0.00079111+0.00051183i,-0.00027458-6.3061e-06i,0.00010481-5.7772e-05i,-0.00022497+7.1465e-05i,-8.4464e-05-0.00011985i,0.00029588-0.00054377i,7.9787e-05-0.00095964i,-0.00065037-0.0010959i,0.00025248-0.00072773i,0.001029+0.00019743i,0.00041514+0.00070904i
-0.0015462-0.0032679i,-0.0010284-0.002373i,0.00027892-0.0010101i,0.0017327+9.749e-05i,0.0024644+0.00073104i,0.001444+0.0011262i,-0.00018496+0.00092169i,-0.00090049+0.00033385i,-0.00039076+0.00015491i,-0.00085775-6.2634e-06i,-0.0018038+1.5219e-05i,-0.0023806+0.00056189i,-0.001867+0.0004571i,-0.00058435+8.4075e-05i,0.00013426+2.506e-05i,0.00013805+0.00044257i,-8.5742e-05+0.00013643i,-0.00085282-7.5632e-05i,-0.0012322-0.00010141i,-0.0011431-0.0010091i,-0.0004602-0.00079599i,-0.00025295+0.00063227i,-0.00026937+0.00065642i
0.00081129+0.00060568i,0.0014236+0.001026i,0.0018984+0.001048i,0.001856+0.0011751i,0.0012997+0.00034272i,0.00023483-0.00035538i,-0.00050735+0.00016869i,8.5014e-05+0.00087447i,0.00052597+0.00049372i,-8.6655e-05-0.00054734i,-0.00054955-6.6427e-05i,-8.2868e-05+0.00078959i,0.00029784+0.00083122i,9.0254e-05+0.00069819i,0.00014764-0.00018246i,0.00068785-0.00037822i,0.00030694-0.00024885i,-0.00065545-0.00064841i,-0.00090225-0.00025661i,-0.00059759+0.00022155i,-0.00075065+0.00022424i,-0.0013623+0.00011797i,-0.00080412-5.7065e-05i
-0.001374-0.00050297i,-0.00049827+0.00023766i,0.00090175-0.0003313i,0.0019113-0.00063703i,0.0021948-0.00028198i,0.0012011-0.00045344i,-1.1001e-05-0.00077269i,-0.00044899-0.00063984i,-0.00035253-0.00031189i,2.3296e-05+0.00065376i,0.00036442+0.00076668i,0.00056305+0.00050105i,0.00076294+0.00046828i,0.00084142+8.7494e-05i,0.00040742+5.7505e-05i,-0.00047181+0.00051806i,-0.00096917-3.3374e-06i,-0.0008814-2.9652e-05i,-0.0011439+0.00078388i,-0.001298+0.0010572i,-0.0010815+0.0004052i,-0.00091731-8.2926e-05i,-0.00082382-0.00026812i
-0.001976-0.0022902i,-0.0020841-0.0007454i,-0.0024389-0.00022114i,-0.0021326-0.00049165i,-0.00078019-0.00063741i,4.1248e-05-0.00046078i,-0.00089898-0.00012353i,-0.00086569+0.00035198i,-0.00016838+0.00012768i,-0.00027587-0.00066616i,0.0003467-0.00074135i,0.00054859-0.00024519i,-0.00017852+0.00046316i,0.00022556+0.00081256i,0.00045486+0.00089128i,-0.00025093+0.00058655i,0.00029218+0.00033815i,0.00063301-0.00011558i,0.00033392-0.0009242i,9.1117e-05-0.00080927i,-0.0002332-0.0002996i,-0.00060937+8.3203e-05i,-0.00033712+0.00079863i
-0.00037081-0.00069253i,-0.0014633-0.00048954i,-0.0014736-0.0005802i,-0.00083265-0.00063013i,-0.00021733+9.2603e-05i,-0.00022663+0.00010341i,-0.00097216-0.0006068i,-0.00088606-0.00020455i,0.00013802+0.00031432i,-0.00053613+0.00051075i,-0.0009093+0.00013344i,-5.7301e-08-0.00029621i,0.00050951-3.4408e-05i,0.00070376+0.00029292i,0.00057838+0.00035001i,-0.00012786+4.2711e-05i,-0.000532+1.3578e-05i,-0.00010555+0.00012767i,0.00028715-7.6161e-06i,0.00040897+0.00012254i,0.0001321-3.8437e-05i,-0.00024741-0.00012327i,0.00016417-0.00037918i
0.00042428+0.0011177i,0.00018523+0.0014248i,0.00095887+0.002253i,0.0012441+0.0023463i,0.00060646+0.0011705i,0.00056824+4.3984e-05i,-8.1095e-05-0.00013505i,-0.0014349-0.00069043i,-0.0015173-0.00092406i,-0.00066163-0.00061128i,2.0276e-05-0.00017064i,0.00022626+1.4894e-05i,-0.00021111+0.00028365i,-0.00050218+7.3357e-05i,-0.00054844-0.00046218i,-0.00029051-0.00010938i,0.00038604-0.0001397i,-0.0001243-0.00075842i,-0.00047441+2.2844e-05i,2.805e-05+0.00064361i,0.00049541-0.00018706i,0.00021107-0.00072987i,0.00023813-0.00028553i
0.002026-0.00028594i,0.0013178+0.00023168i,0.0017285+0.00097388i,0.0027258+0.00022089i,0.0022713-0.00017046i,0.00043105+6.1144e-05i,-0.00096756+0.00042166i,-0.00080911+0.00054546i,0.00017654+0.00077437i,0.00055456+8.2727e-05i,0.00023339-0.00093107i,0.00031399-0.00087343i,-0.00032961-0.0012306i,-0.0012376-0.0014373i,-0.0010598-0.0010976i,-0.00041213-0.001183i,-0.00016814-0.0011837i,-0.00011977-0.00080254i,-0.00023847-6.1762e-05i,0.00022626+0.00026803i,0.00070575+0.00014069i,0.00051038-3.607e-05i,0.00018151-0.00064217i
0.00030944-0.0018679i,0.00034084-0.00079697i,-0.00012172+0.0001981i,0.00075099+0.00039476i,0.0010496+0.0013471i,9.968e-05+0.002263i,-0.00061936+0.0027362i,-0.00091312+0.0027773i,-0.00098383+0.0011467i,-0.00068748-0.00025302i,-0.00073784-0.00037834i,-0.0010519-7.2937e-05i,-0.0010779+4.2349e-05i,-0.00054772+0.00013473i,-0.00023741+0.00073053i,0.00029366+0.00033954i,0.00060443-0.00023186i,0.00013812-0.00050087i,-8.3503e-05-0.00014208i,9.3491e-05+0.00044824i,-0.00014331+0.0001648i,-0.00052685-0.00040392i,0.00010161-0.00064094i
0.00061377+0.0012972i,0.0010481+0.00043625i,0.0022617+0.00034206i,0.0030707+0.00059371i,0.0034293+0.00028562i,0.0021814+0.00064107i,0.00051393+0.0010638i,0.00053608+0.001268i,0.00089498+0.0008487i,0.00023275+0.0002593i,-0.00026083+3.3731e-05i,-0.00020921-0.00051511i,-0.00035216+0.00036038i,-0.00099563+0.001219i,-0.00057044+0.00034445i,0.00058572-0.00036533i,0.00011598-0.00058812i,-0.00081292-0.00073451i,-0.0006024-0.0011361i,-0.00014697-0.0012135i,-8.5673e-06-0.00021624i,0.00032852+0.0004615i,0.00025985+0.00042787i
-0.0018958-0.00033176i,-0.00066751-0.00065857i,0.0012101-0.00068408i,0.0024996-0.00016287i,0.0033173-0.00017222i,0.0025619-0.00034272i,0.0012406+0.00040079i,0.001288+0.0014001i,0.0011667+0.0017157i,0.00034175+0.0013813i,0.00037487+0.00064725i,0.00078045-9.6088e-05i,0.00057783-0.00020672i,0.00020464+0.00022591i,-0.00018037+0.0002776i,-0.00053677+7.5905e-05i,0.00011886+0.00064845i,0.00031612+0.00046793i,-0.00026402+0.00016238i,-0.00074776+0.00086187i,-0.0012345+0.0010511i,-0.00094718+0.00094566i,-0.00044794+0.0010416i
-0.00062123+0.0016022i,-0.00044829+0.001428i,0.00011073+0.00082557i,0.0010797-0.00092491i,0.0008699-0.0023483i,-0.00010186-0.0016251i,-0.00032058-0.00068252i,0.00056188-0.00063487i,0.00073477-0.00058537i,4.278e-05-0.00031785i,0.00010461-0.00017865i,0.0010903-0.0002707i,0.001047+2.2341e-06i,0.00077614+0.0011317i,0.00085865+0.0016863i,0.00027988+0.00066331i,-0.00048039-0.00037662i,-0.00098347-0.00037999i,-0.00045356-0.00056451i,-4.4768e-05-0.00044889i,-0.00015688-7.9442e-05i,9.3049e-05+0.00077703i,-0.00010058+0.0011421i
-0.0014825+0.0033171i,-0.00032861+0.0014713i,0.0010034+0.00087862i,0.0012634+0.0001185i,0.00035663-0.0005253i,0.00059118-0.00069716i,0.00073604-0.00028232i,0.00043459-6.2875e-05i,0.00028088-0.00065298i,0.0011421-0.00060597i,0.0016445-0.0002552i,0.00069609-0.0003923i,0.0004756-0.00084963i,0.00082449-0.0011012i,0.00067038-0.00075505i,8.3691e-05-0.00080104i,-0.00010241-0.00050976i,0.00016323+0.0004706i,0.00034068+0.00088953i,0.00018912+0.00041175i,0.00036886+0.00047489i,0.00043541+0.00066758i,0.00017286+2.9346e-05i
0.0028994+0.00061515i,0.0028539-0.00021859i,0.0014023-0.00058488i,-0.00016214-0.0010728i,-0.00040332-0.0018447i,-0.00061688-0.0020827i,-0.00093121-0.0010695i,-0.0010806-0.00082775i,-0.00087887-0.0010125i,-0.00074875-0.0012787i,-0.00063057-0.0015777i,-0.00052692-0.0019376i,-0.00052495-0.0014909i,-0.00045141-0.00016489i,-0.00050778-0.00015037i,-0.00095771-0.00072951i,-0.0006799-0.00099514i,0.00057461-0.00061286i,0.00087042-3.6098e-05i,0.00037317-0.00030557i,-0.00017976-0.0001233i,-2.993e-05-0.00021357i,-0.00012826-0.00011802i
0.0005047-3.4685e-05i,0.00078924+0.00027022i,0.0017895+0.00057389i,0.0016205+0.00050122i,9.0206e-05+0.000393i,-0.001013+0.00057595i,-0.001748+0.0011352i,-0.001612+0.0017949i,-0.00066777+0.0017028i,8.001e-05+0.00077511i,-0.00024062-0.00043453i,-0.00029898-0.0011993i,0.00038645-0.0004389i,0.00045307+0.0004958i,0.00032189+0.00066417i,-0.00018136-3.0201e-05i,-1.3022e-05-0.00052315i,0.00042983-0.00071426i,0.00026174-6.2712e-05i,0.0001695+0.00025007i,-0.00033283-9.4875e-05i,0.00035719-0.00033326i,0.00090863+6.5889e-05i
-0.0023237-0.00016106i,-0.0013311+0.00050886i,-0.00025934+0.002134i,0.00059707+0.0029866i,0.0016656+0.0024243i,0.0012684+0.0020636i,0.00010868+0.0015745i,-0.0010292+0.0011638i,-0.0015095+0.0012678i,-0.0010559+0.00066082i,-0.00026178+0.00020436i,0.00017366+0.00012893i,8.1016e-05-0.00031379i,-0.00016546-0.0010698i,-0.00017711-0.0011792i,-0.00045796-0.00045177i,-0.00073032+0.00031332i,-0.00051662+0.0001812i,9.2256e-05-0.00044393i,0.00027322-0.00067969i,0.00039337-0.00035015i,0.0011128-0.00019671i,0.0007142+7.8873e-05i
-0.0012862-0.0017683i,-0.0020465-0.0011417i,-0.0013867-0.00018495i,-1.1442e-05+0.00128i,0.0018546+0.0012886i,0.002328+0.00068237i,0.000389+0.0013861i,-0.0010205+0.0019674i,-5.9526e-05+0.0022323i,-5.9515e-05+0.0020867i,-0.00093451+0.0012728i,-9.3264e-05+0.00032156i,0.0012201-0.00018678i,0.00079748-0.00055794i,0.00015286-0.00061681i,-0.00021134+6.9663e-05i,-0.00070554+0.00099329i,-0.00078291+0.00020687i,-6.6849e-05-0.00058813i,0.00027022-0.00066284i,-0.00030219-0.00043801i,-0.0010687-0.00044081i,-0.00093516-0.00014918i
-0.0013658-0.00011431i,0.00039167+0.00015629i,0.0012029-0.00084624i,0.0015089-0.00070262i,0.0016342+0.00033607i,0.0011836+1.4511e-05i,0.00030498+0.00022757i,0.00040182+0.0010088i,0.001329+0.00069755i,0.0011811+0.0003433i,0.00038272+1.1583e-06i,3.8209e-05-0.00056655i,0.00016334-0.00040459i,0.00033615-6.0252e-05i,0.00025872-0.00016762i,0.00079756-0.00018345i,0.0016397+0.00062921i,0.0011002+0.0011655i,0.00045199+0.00065663i,0.00045723+0.00085928i,0.00026718+0.0010881i,2.4134e-05+0.00048748i,8.2528e-06+0.00032032i
-0.0010497-0.00050995i,-0.00033453+0.00084239i,0.00063281+0.00042964i,0.0022746-0.00028604i,0.0034684-0.00026324i,0.0034965-0.00022709i,0.0019797+0.00054511i,0.00040665+0.00059493i,-0.00022233-0.00023147i,7.3991e-05+0.00012329i,2.6028e-05+0.00051598i,-0.00059193+0.00015524i,-4.1375e-05+0.00022072i,0.0006842+0.0001569i,0.0005839-0.00053898i,0.0003585-0.00023329i,0.00019089+0.00032123i,6.4572e-05+7.2267e-05i,4.1586e-06+0.00064225i,0.00027621+0.0011924i,0.00060378+0.00071831i,0.00075139+0.00035249i,0.00063163+0.00058847i
0.00094042+0.00055044i,0.0011649-0.00035626i,0.00066299-0.00022179i,0.00037845-0.00039612i,0.0009793-0.0014739i,0.00089486-0.0011042i,0.00020322-0.00021554i,-0.00012223-0.00026941i,0.00054841-0.0009716i,0.0005172-0.00075471i,-0.00017486+0.00034411i,-0.00042457+0.00056513i,-8.8954e-05+0.00013515i,0.00026679-0.00068602i,0.00026883-0.00033106i,0.00083595+0.00063551i,0.00065588+0.00067642i,0.00010081-7.6551e-05i,0.00036874-0.00067407i,0.00042431-0.00045478i,7.4808e-05-0.00066171i,-0.0001748-0.00033613i,-0.00016628+0.0010109i
0.0013254-0.0017918i,0.001809-0.0017502i,0.0011595-0.0019742i,0.00022975-0.001754i,-0.00038123-0.0016553i,-0.00055078-0.0023768i,-0.00061882-0.0028543i,-0.00096387-0.001991i,-0.0011087-0.0014787i,-0.0010082-0.0014905i,-0.001075-0.00077565i,-0.0012492-0.00031174i,-0.00083639-0.00025022i,-0.00021342-0.00048266i,-0.00026745-0.00090035i,-0.00036063-0.0013012i,-1.4363e-05-0.00084014i,-0.00042132-0.00067077i,-0.00091803-0.00097228i,-0.00048296-0.00072796i,0.00024937-0.00025131i,0.00034268+3.5576e-07i,-0.00027199-0.0006479i
-0.0020541-0.004932i,-0.0033645-0.0035446i,-0.0039256-0.0017782i,-0.0023504+0.00014715i,-0.0010771+0.00072196i,-0.00079016+0.00057429i,-0.001309+0.00076396i,-0.0014558+0.00096478i,-0.0017236+0.00019205i,-0.0021262-7.0637e-05i,-0.0024719+0.00073316i,-0.0030185+0.00093265i,-0.0012215+0.00058355i,0.0003231+0.00090258i,-1.7404e-05+0.00082098i,0.00028668-9.7781e-06i,-2.0867e-05+0.00011039i,-0.00053561+0.00022717i,0.00023572-0.000347i,0.00046105-0.00041662i,-0.00020313-0.00051241i,0.00047555-0.00015949i,0.00098144+0.00051566i
0.0010474+0.00041243i,0.0012558+9.9104e-06i,0.0021869-0.00043959i,0.0012768-0.00041666i,0.00017168+0.00057674i,-0.0012711+0.0014689i,-0.0024202+0.00018408i,-0.0022753-0.00076758i,-0.0019398-0.00027957i,-0.0006737+0.00019924i,2.1878e-06-3.8103e-06i,-0.00042382+0.00018131i,-0.00016185+0.0010031i,-0.00014974+0.0013665i,-0.00069618+0.00095225i,-9.6564e-05+3.2158e-05i,0.00042735-0.00043234i,0.0003473-0.00024061i,-0.00050629+0.00010204i,-0.00054914-0.00047826i,0.00023248-0.0010699i,0.00082396-0.0010333i,0.0010795-0.00030165i
-0.00060755-0.0012483i,-0.00029423-0.00071076i,0.00063854+0.00044636i,0.0022438+0.00059341i,0.0022954+0.001133i,2.4746e-05+0.0015142i,-0.00184+0.0020357i,-0.0012965+0.0025983i,-0.00022733+0.0022856i,0.0006235+0.0015454i,0.0014993+0.00062343i,0.0011004+0.00012455i,-0.00023275-0.00035488i,-0.00024582-0.00058446i,3.6929e-06-0.00072282i,0.00020327-0.00035303i,0.00073284+0.00050781i,0.00025835+0.00010257i,-0.00041689-0.00042983i,8.4188e-06-0.00031336i,-0.00010964+1.6905e-05i,-0.00057833+0.00031505i,0.00026264+0.00048006i
0.00012891+0.0026621i,0.00026523+0.0017744i,0.0018729+0.0022388i,0.0028634+0.0029724i,0.0025963+0.0011744i,0.0018138-1.559e-05i,0.00033233+0.00066762i,-0.00016463+0.00084573i,0.0010199+0.00046789i,0.0018592-1.2707e-06i,0.0010559-0.00062494i,0.00022399-0.00089528i,0.00035248-0.00023798i,0.00066137-0.00021227i,0.00060903-0.00043846i,0.00063677+8.8381e-07i,0.0011551+0.00016483i,0.00095697+6.0952e-05i,-7.6191e-05-5.4825e-05i,-0.00022906-0.00047073i,-0.00038812-0.0007472i,-0.00065652-0.00014684i,-0.00041952+0.00033144i
-0.00024843+0.0039115i,-0.0003868+0.0021293i,-1.2924e-05+0.00046218i,0.002446-2.576e-06i,0.0039359-0.00049695i,0.0018593-0.00015279i,-0.00020256+0.0009089i,-0.00018069+0.0010074i,0.00096904+0.00033455i,0.0013276-0.00021726i,0.0012035-0.0011928i,0.00088233-0.0010965i,0.00014003+0.00023952i,0.00020525+0.00043i,0.0010361-6.8547e-05i,0.00065729-2.0794e-05i,-7.1646e-05-0.00035241i,0.00017138-0.00095858i,0.00050747-0.0009475i,0.00026428-0.00061454i,0.00014947+1.9901e-05i,-0.00051096+0.00024642i,-0.00096813-0.00034964i
0.0019785+0.0019862i,0.0024293+0.0010925i,0.0033562+0.000338i,0.0039653-0.0010599i,0.0036916-0.0025371i,0.0026152-0.0028712i,0.0015373-0.0010501i,0.0016071+0.00019394i,0.0018683-0.00074962i,0.00071973-0.001305i,-0.00081362-0.00055438i,-0.0013031+0.00045518i,-0.00051041+0.00061989i,-0.00039329-0.00021257i,-0.00082393-0.00046927i,-0.00041971-0.00039362i,-0.0001004-0.00056329i,-0.00039651-0.00047104i,-0.00050432-0.00010327i,-0.00048988+6.2284e-06i,-0.00095758-6.5411e-05i,-0.00051383+0.00032121i,0.00045088+0.0010012i
0.0011319-0.0026222i,0.0012631-0.0022222i,0.0014331-0.0017891i,0.00094312-0.0019208i,0.00021523-0.0019848i,-5.3285e-05-0.0020769i,-0.00013381-0.00098557i,-5.1273e-05-0.0003946i,-0.00049913-0.0011359i,-0.00077931-0.0015839i,-0.00043865-0.00095152i,-0.00075908-0.00032468i,-0.00049725-0.00028996i,-0.00021854+5.6184e-05i,-0.00051019-0.00024242i,-0.00052158-0.00035927i,-0.00038206-0.00012523i,-0.00017219-2.1196e-05i,-0.00063163+0.00017461i,-0.00039603+0.00071871i,0.00036275+0.00033061i,5.283e-05-0.00034049i,-8.6214e-05-8.0319e-05i
0.00051901-0.0029106i,-0.00037973-0.0020901i,-0.00066091-0.0012825i,-0.00041613-0.0012659i,-0.00087839-0.0008031i,-0.0018726-0.00029228i,-0.001528-0.00046828i,-0.00098733-0.00087544i,-0.0014366-0.00080946i,-0.001504-0.00021085i,-0.00097499+0.00063596i,-0.0010079+0.0014728i,-0.00076011+0.0011972i,-0.000471+0.00018263i,-0.00040868+5.8033e-05i,-0.0003254+0.00050041i,-0.00037583+0.00071695i,-0.00075881+0.00087256i,-0.00062254+0.00066519i,-0.00028984+0.00052449i,-0.00056816+0.00029283i,-8.8624e-06-0.00012114i,0.00093218+0.00028808i
-0.0016763-0.0013172i,-0.002124+9.7882e-05i,-0.0015892-3.9999e-06i,-0.00050187-0.00029622i,-0.00023291-0.0001353i,-0.0010615-0.00040066i,-0.0023152-0.00062133i,-0.0023524+0.00031311i,-0.0011807+0.0014368i,-0.00023165+0.001388i,0.00035565+0.00093452i,0.00035848-0.00013621i,0.00037674-0.00067264i,-0.00032621-0.00025728i,-0.00068732+0.00013736i,-0.00063078+0.00073236i,-0.00078156+0.00077189i,0.00011636-0.00023969i,0.00071302-0.00081729i,0.00059193-0.00077896i,0.00089513-0.0002446i,0.00081206-0.00014852i,9.419e-05-0.00073653i
0.00108+0.0014218i,0.0024009+0.00040016i,0.0020885+0.0012297i,0.00061391+0.0011608i,0.00023225+0.00073243i,-0.00060348+0.00059617i,-0.0014698+0.00071061i,-0.0010298+0.0015573i,0.00012246+0.0021391i,0.00059902+0.0017642i,0.00098849+0.00090422i,0.001782+0.00011718i,0.0017018-0.00031919i,0.00027919-0.00011864i,-0.0011858-0.00027451i,-0.00081473-0.00031992i,3.8734e-05-0.00010443i,7.4057e-05-0.00070153i,2.5586e-05+6.9353e-05i,-3.1448e-05+0.00059576i,-0.00068551+0.00018349i,-0.000444+9.0364e-05i,-0.0002061+3.4227e-05i
0.0017721+0.0018886i,0.0013821+0.00097847i,0.0011325-0.00081133i,0.0017603-1.7487e-05i,0.00080498+0.0014424i,-0.001064+0.0014302i,-0.0014917+0.0015503i,-0.00078719+0.0017854i,0.00020108+0.0015747i,0.00072494+0.00047946i,0.00044762-0.0007063i,0.00031337-2.606e-05i,2.7416e-05+0.00075356i,-0.00016583+0.00064406i,0.00026745+0.00068125i,0.00045922+0.0010779i,0.00013545+0.00071805i,0.00020768+0.00048314i,0.00036128+0.00038492i,-0.00021149-7.4864e-05i,-0.0010947+5.8288e-05i,-0.0011633+0.00010682i,-0.0001831-0.00024208i
-5.7268e-05-0.00044255i,0.00016859-0.00012307i,2.188e-05+0.0011545i,0.0019014+0.0015956i,0.0035047+0.0019612i,0.002606+0.001462i,0.0016122+0.0021842i,0.0015471+0.0025718i,0.001408+0.0011308i,0.0014705-0.00030966i,0.00033556-0.00090306i,-0.0011337-0.00076971i,-0.0008767-0.0003802i,-8.3772e-05+0.00034654i,0.00048567+0.00042212i,0.0010884+0.00029488i,0.0010578+0.00020383i,0.00044269-0.00011786i,0.00022883-0.00058721i,0.00023353-0.0013988i,0.00061008-0.0013544i,0.00062551-0.00015718i,0.00014305+0.00058656i
0.001603+0.0012201i,0.0015275+0.00042273i,0.0018603-0.00045306i,0.0015061-0.00085765i,0.0014459-0.00090961i,0.0014499-0.0011209i,0.0017668-0.00058855i,0.002149-0.00025969i,0.001204-0.00091559i,-0.00023818-0.0021234i,-0.00047777-0.0023186i,8.882e-05-0.0013375i,-0.00017742-7.248e-05i,-0.00106+0.0012891i,-0.0003816+0.0011597i,0.00028594+0.00029388i,0.00010955-0.0003733i,0.00032138-0.0010537i,-0.00023449-0.0011027i,-0.00053635-0.00014694i,-0.00016827+0.00048354i,-0.00040005+0.00020112i,-0.00030331+0.0002085i
0.0019718+0.0027513i,0.0030041+0.0015829i,0.0036098+5.1937e-05i,0.0029894-0.0013639i,0.0014083-0.0026744i,0.00085604-0.0029787i,0.0017247-0.0015944i,0.0020083-0.00087744i,0.00083859-0.0013495i,-0.00048571-0.00091042i,-0.0010426-0.00013945i,-0.0010618+0.00064342i,-0.0019337+0.00018381i,-0.0021059-0.00075614i,-0.00085784-0.00039649i,-6.4624e-05+3.7723e-05i,0.00086572-0.00022761i,0.0012897-0.0008336i,0.00063735-0.00037156i,-0.00030778+0.00018423i,-0.00075248+0.00048514i,-0.00049113+0.00060333i,0.00015367-0.00034902i
-0.00066264-0.0016256i,0.00015362-0.0017864i,0.00022568-0.0020847i,-0.00059777-0.0016336i,-0.00070819-0.0011145i,-0.00031921-0.0018225i,-0.00025269-0.0015707i,-0.0004032-0.00061444i,-0.00069302-0.00013274i,-0.0014153+0.00090199i,-0.0014026+0.0011815i,-0.00030219+0.00085741i,1.2861e-05+0.00063841i,-0.00066637+0.00079923i,-0.0010436+0.00044914i,-0.00042902+6.0948e-05i,0.00046126-0.00010834i,0.00055287-0.00051507i,4.9127e-05-0.0004212i,-0.00087264-0.00035572i,-0.0015853+7.8127e-05i,-0.00059284+0.00037203i,0.00078665-4.6704e-05i
-0.001027-3.4333e-05i,-0.00085385-0.00057085i,0.00023731-0.00078287i,0.00072295-0.0010189i,0.0003046-0.0012354i,-0.0015214-0.0010578i,-0.002346-0.0012481i,-0.0015139-0.0013601i,-0.00048186-0.00075933i,0.00011569+0.00068158i,-2.5444e-05+0.0015272i,-7.0368e-05+0.00070429i,0.0005177-0.00018051i,0.00093377-0.000152i,0.00022075+9.0575e-05i,-0.00048113+3.9423e-05i,-0.00022621+0.00039228i,-0.00017255+0.00044679i,-3.6386e-05-0.0002659i,-2.0605e-05-0.00040433i,-0.00030289-0.00039851i,-7.1898e-05-0.00037981i,-5.2952e-05-0.00033887i
0.00017082+0.0035401i,-0.0011224+0.0034605i,-0.00035394+0.0023216i,0.00041471+0.0018743i,-0.00014991+0.0013576i,-0.00089465+0.00049828i,-0.0016561-0.00021424i,-0.0016607+0.00016865i,-0.00066423+0.00078134i,0.00085799-0.00015955i,0.0015903-0.0012395i,0.00086278-0.0012973i,2.0361e-05-0.00071324i,0.00010891-8.6342e-05i,-0.00014877-0.00014407i,-0.00051376-0.00031751i,-1.9612e-05-0.0006349i,0.00063711-0.00075519i,0.00073479-0.00067934i,0.00050279+0.00031348i,0.00016427+0.00079423i,-9.6846e-05+0.00014092i,-0.00038871+2.7616e-05i
-6.9768e-05+0.002525i,0.00076636+0.0029004i,0.0029129+0.0024866i,0.0034945+0.0025775i,0.002614+0.0024704i,0.00069758+0.001582i,-0.0010154+0.001303i,-0.00133+0.0015254i,0.00019761+0.00092198i,0.0013246+4.2123e-05i,0.00063105-0.0003225i,-0.00020664-0.00042282i,-0.00062051-0.00076033i,-0.00037253-0.00088375i,-0.00089593-0.00025903i,-0.0018032+9.0346e-05i,-0.0011032+7.4165e-05i,-0.00041639+0.00016386i,0.00020516-5.8225e-05i,0.00093466-2.3512e-06i,0.00039561+0.00044976i,-0.00021156+0.00049171i,0.00031921+0.0003058i
0.0016003-0.0016253i,0.0010423-0.0011679i,-7.0057e-05+0.00024614i,0.00014003+0.0011563i,0.00094345+0.00081409i,0.0008193+0.0012544i,5.9602e-05+0.0031336i,-0.00010697+0.0033595i,0.00051946+0.0012301i,0.0002303+2.289e-06i,-0.00051603-0.0007529i,-0.00075272-0.0015621i,-0.00089623-0.001781i,-0.00071324-0.00083903i,-0.00052847+0.00030916i,1.6106e-05+0.00066266i,0.00049707+0.00012516i,0.00038614+6.1969e-05i,-0.00015434+0.00068192i,0.00021661+0.00059247i,0.0005789+0.00050406i,0.00011451+0.00053129i,6.0627e-05+0.00056659i
-0.0030729-0.00070232i,-0.0022077-0.0014013i,-0.00015696-0.00053653i,0.0020503+0.00093166i,0.0027877+5.7082e-05i,0.0021567-0.00098671i,0.002008-9.4467e-05i,0.0015407+0.00015621i,2.088e-05-0.00069114i,-0.0003486-0.0012425i,-6.3936e-06-0.00084051i,-0.00012395-0.00078636i,-7.3102e-06-0.00060149i,0.0003213+0.00021916i,0.00027879+0.00084038i,0.0002734+0.00022173i,0.00025376-0.0011496i,0.00028365-0.0006693i,0.00073316-3.2798e-05i,0.00028663-0.00036459i,-0.00032262-0.00016175i,0.00055499-0.00014279i,0.00067526-4.6553e-05i
-0.0017479-0.0016755i,-0.00086534-0.0025862i,0.00052903-0.0014346i,0.0017003-0.0013425i,0.0026382-0.0019362i,0.0025592-0.0012505i,0.0014906-0.001126i,0.00051282-0.0011282i,-0.0004305-0.00068081i,-0.0011518-0.0008728i,-0.00091058-0.00014768i,-0.0005652+0.00042997i,-0.00074141+0.00019411i,-0.0012136+9.5129e-05i,-0.00073886-0.00036424i,-4.9262e-05-0.00043006i,-0.00032759+5.6274e-05i,-0.0002979+0.00030954i,-0.00045459-0.00049796i,-0.0010853-0.0014094i,-0.00072185-0.00038141i,0.00079394+0.00040955i,0.0013445+0.00051578i
