-0.0028823+0.0003653i,-0.0017036-0.00074621i,-0.0021258-0.0004003i,-0.0010897-0.0003416i,0.00078962+0.00041247i,0.00083783+0.00086068i,0.00080214+0.0013967i,0.001689+0.0015496i,0.0026177+0.00060616i,0.0022365-9.9184e-05i,0.0010561-2.1157e-05i,0.0011857-1.4346e-06i,0.00075676-0.00016709i,0.0002675-0.000179i,0.00024627+5.6873e-05i,-4.4228e-05+0.00055695i,-0.00028345+0.00026345i,0.00017068+8.6539e-05i,0.00047982+0.00011468i,0.00033854+0.00013192i,0.00061256+0.00025208i,0.00073072+0.00018035i,0.00074383-0.00012239i
-0.023481+0.0037882i,-0.083543-0.023655i,-0.20553-0.086557i,-0.37666-0.10354i,-0.50237+0.019538i,-0.44826+0.16488i,-0.24287+0.14859i,-0.083554+0.026191i,-0.035205-0.03906i,-0.026241-0.031609i,-0.018655-0.021319i,-0.0051951-0.021066i,0.0070774-0.014316i,0.015734+0.0017845i,0.022903+0.013915i,0.018112+0.022585i,0.0041993+0.034546i,-0.0087303+0.045457i,-0.014601+0.049894i,-0.012532+0.043758i,-0.0060854+0.032091i,0.0066412+0.021246i,0.017255+0.0082742i
0.011785-0.018437i,0.060171-0.053216i,0.16846-0.11242i,0.27226-0.2261i,0.24456-0.38181i,0.10602-0.44254i,-0.0070217-0.31228i,-0.039292-0.12884i,-0.038828-0.030782i,-0.029514+0.010327i,-0.0047882+0.034204i,0.010283+0.044161i,0.0048316+0.039716i,-0.013164+0.029747i,-0.024766+0.029595i,-0.017572+0.024156i,-0.0037764+0.0012477i,0.0060606-0.022879i,0.012228-0.034552i,0.014969-0.033059i,0.013616-0.029797i,0.00024967-0.025742i,-0.016629-0.011239i
0.016577+0.01613i,0.016532+0.070461i,-0.016254+0.19296i,-0.050694+0.36276i,-0.0047533+0.46563i,0.10152+0.40346i,0.15669+0.22106i,0.13832+0.054091i,0.094549-0.038857i,0.035135-0.065686i,-0.014902-0.04148i,-0.023221-0.015467i,-0.0061137-0.01129i,0.011984-0.020098i,0.017276-0.030644i,0.010599-0.021162i,0.0084943+0.0085474i,0.014121+0.032865i,0.016424+0.037785i,0.0098232+0.026287i,0.0018188+0.010698i,0.0030449-0.00079906i,0.0058092-0.010268i
-0.018609-0.0014372i,-0.057739-0.030973i,-0.13406-0.14565i,-0.24826-0.34437i,-0.36528-0.49277i,-0.40613-0.41957i,-0.31858-0.18594i,-0.1866-0.015951i,-0.097229+0.048045i,-0.036305+0.057698i,0.00018199+0.035305i,0.0051571+0.022893i,0.00036682+0.030289i,0.0018743+0.038538i,0.014427+0.038587i,0.026727+0.015174i,0.019261-0.02532i,-0.001247-0.051925i,-0.013962-0.054099i,-0.013154-0.044134i,-0.010194-0.029054i,-0.012113-0.0096038i,-0.0090536+0.00837i
0.0097915-0.010824i,0.053181-0.018283i,0.18659+0.0047838i,0.42038+0.068844i,0.64699+0.099309i,0.67406+0.015145i,0.47708-0.091725i,0.27448-0.11881i,0.16218-0.1193i,0.066108-0.10414i,-0.0010957-0.053151i,-0.012389-0.016223i,-0.013423-0.015306i,-0.030776-0.021672i,-0.053251-0.011356i,-0.054389+0.021175i,-0.025821+0.053492i,0.0069678+0.062234i,0.023815+0.051992i,0.025137+0.036003i,0.023216+0.018556i,0.022133+0.0001488i,0.012974-0.016076i
0.0098008+0.011912i,-0.013837+0.042432i,-0.11958+0.097976i,-0.33569+0.17774i,-0.51907+0.27376i,-0.47362+0.33546i,-0.27641+0.29639i,-0.13953+0.20232i,-0.076499+0.13347i,-0.022239+0.072503i,-0.0035178+0.013984i,-0.016036-0.0040199i,-0.0087102+0.0047577i,0.02171+0.0055393i,0.052113-0.013276i,0.053315-0.04321i,0.022287-0.061856i,-0.013116-0.056391i,-0.032421-0.034475i,-0.029509-0.013529i,-0.018997-0.001856i,-0.014878+0.0069573i,-0.0089916+0.014541i
-0.011427+0.0021428i,-0.015029-0.028606i,0.03148-0.12585i,0.1762-0.30472i,0.32387-0.47502i,0.29965-0.48206i,0.15917-0.33968i,0.090052-0.19879i,0.082618-0.12191i,0.056074-0.071085i,0.036759-0.029362i,0.0324-0.018425i,0.010272-0.021973i,-0.025958-0.009209i,-0.047945+0.024358i,-0.033228+0.057537i,0.0048291+0.06826i,0.037621+0.058784i,0.050422+0.040151i,0.042533+0.023449i,0.030331+0.013264i,0.020938+0.0021945i,0.0086951-0.0050387i
0.0031457-0.0087284i,0.019225+0.006167i,0.035013+0.10372i,0.027197+0.33855i,0.0091405+0.58644i,0.023617+0.60356i,0.048095+0.38899i,0.013846+0.1918i,-0.031013+0.11254i,-0.031887+0.067387i,-0.030265+0.031473i,-0.028644+0.022665i,-0.0084706+0.01505i,0.013854-0.012952i,0.013545-0.050247i,-0.01572-0.068593i,-0.048043-0.056128i,-0.060022-0.033922i,-0.050274-0.014197i,-0.027886-0.0013356i,-0.010071+0.0010418i,-0.0026677+0.0021406i,0.0012969+0.0033743i
-0.0011776+0.00086948i,-0.015149-0.00020266i,-0.077164-0.055166i,-0.19707-0.21266i,-0.30705-0.38229i,-0.32428-0.38694i,-0.22899-0.22256i,-0.079562-0.083483i,0.020784-0.047949i,0.04836-0.043453i,0.04863-0.039689i,0.038125-0.038203i,0.019644-0.024398i,0.0086375+0.0092495i,0.021067+0.049602i,0.053031+0.066265i,0.077663+0.048129i,0.07801+0.018746i,0.056328-0.0052529i,0.025342-0.018171i,0.0022988-0.019148i,-0.010674-0.016792i,-0.016257-0.012586i
-0.00028973+0.00060064i,0.0094444-0.003045i,0.070439+0.0097677i,0.2117+0.078229i,0.34659+0.18598i,0.35292+0.19647i,0.22599+0.085109i,0.065522+0.015238i,-0.029002+0.033605i,-0.044411+0.061204i,-0.030466+0.064208i,-0.011247+0.054387i,0.0052509+0.029086i,0.00028737-0.010938i,-0.029476-0.043995i,-0.066358-0.047955i,-0.087187-0.027876i,-0.083485-0.0082466i,-0.062797+0.0025512i,-0.037237+0.0079816i,-0.018285+0.0089653i,-0.0044838+0.0099518i,0.0053015+0.0083904i
-0.0044274+0.00091632i,-0.0090539+0.0073087i,-0.058365+0.02298i,-0.2059+0.033053i,-0.39006+0.0056442i,-0.40615-0.011007i,-0.2266+0.026553i,-0.044744+0.048204i,0.032885+0.019443i,0.035924-0.016657i,0.018581-0.03157i,0.0045361-0.025962i,0.0048525-0.010064i,0.021561+0.0059076i,0.049397+0.012938i,0.075662+0.001187i,0.08159-0.02047i,0.067059-0.029737i,0.042494-0.023569i,0.018983-0.012536i,0.0058077-0.003652i,-0.0022818-0.0018881i,-0.0071712-0.0027376i
-0.0049246+0.0067006i,-0.00049447+0.0013171i,0.029028-0.029208i,0.12343-0.11256i,0.25931-0.20198i,0.28459-0.20086i,0.15245-0.14049i,0.0061273-0.094598i,-0.058743-0.047685i,-0.053141-0.0011854i,-0.020336+0.019157i,0.0014713+0.013949i,0.002768+0.0059451i,-0.012503+0.0042018i,-0.039434+0.012021i,-0.060833+0.031396i,-0.063838+0.049441i,-0.049321+0.052084i,-0.024561+0.03845i,-0.0033885+0.018254i,0.0071137+0.0029681i,0.010504-0.0045117i,0.009691-0.0080127i
0.0047438+0.0043659i,0.0040102+0.0071859i,-0.0080349+0.03497i,-0.044272+0.12048i,-0.10367+0.21934i,-0.12759+0.21608i,-0.062694+0.14016i,0.026344+0.087006i,0.062055+0.052276i,0.04676+0.021159i,0.017553+0.0041439i,0.001666+0.0055264i,0.0026777+0.0077303i,0.01284-0.0045989i,0.026163-0.030298i,0.037384-0.058431i,0.042221-0.075432i,0.038462-0.070952i,0.029737-0.047511i,0.022755-0.021441i,0.016229-0.0058031i,0.0081399+0.0025169i,0.0047271+0.008066i
0.00017837+0.002134i,-0.000236-0.0018072i,-0.0060842-0.036965i,-0.017266-0.12157i,-0.00051845-0.21724i,0.043811-0.23315i,0.029231-0.16755i,-0.038457-0.10905i,-0.085578-0.079295i,-0.088791-0.044519i,-0.059943-0.013201i,-0.029112-0.0055653i,-0.016438-0.0027276i,-0.012102+0.012478i,-0.0086821+0.036139i,-0.0055153+0.061131i,-0.0010275+0.074829i,0.0013069+0.067106i,0.0011969+0.042266i,-0.00099241+0.015695i,-0.0041219-0.00017661i,-0.0059542-0.0065684i,-0.0067303-0.0074665i
0.0018388+0.0039082i,0.0025647+0.008121i,0.028109+0.031714i,0.090847+0.080569i,0.13218+0.13889i,0.084416+0.17291i,0.032838+0.14966i,0.053887+0.10121i,0.087282+0.061087i,0.083097+0.021169i,0.053884-0.0047638i,0.028262-0.0020354i,0.017829+0.0043665i,0.0072804-0.0010282i,-0.0076997-0.015393i,-0.017755-0.035339i,-0.020942-0.050777i,-0.016875-0.052386i,-0.0084321-0.039143i,-0.00011269-0.019608i,0.0036725-0.0053232i,0.0038918+0.0021235i,0.0037805+0.0047412i
-0.0057277-0.0035604i,-0.0098745-0.0079166i,-0.03899-0.008373i,-0.095814-0.0062579i,-0.13313-0.031783i,-0.094765-0.092177i,-0.040268-0.13208i,-0.047122-0.12627i,-0.076376-0.096451i,-0.082379-0.047881i,-0.057617-0.0046311i,-0.027728+0.0020488i,-0.01657-0.0042711i,-0.0044969-0.0028764i,0.016398+9.3951e-05i,0.03415+0.0084809i,0.042127+0.022601i,0.036178+0.034418i,0.021769+0.035625i,0.006508+0.027242i,-0.0030508+0.019874i,-0.0062811+0.01468i,-0.0059494+0.0089641i
-0.0060275+0.0033475i,0.0058384+0.0065118i,0.038031-0.004688i,0.082929-0.034107i,0.11267-0.026468i,0.097866+0.049298i,0.063805+0.12188i,0.065534+0.13626i,0.0849+0.1021i,0.078311+0.036768i,0.043794-0.0075289i,0.017949-0.0044524i,0.015573+0.0040187i,0.0090009+0.0028371i,-0.0086185+0.0029901i,-0.027892-0.00032533i,-0.041339-0.0064701i,-0.038259-0.012661i,-0.023435-0.01492i,-0.0089369-0.010153i,-0.0006835-0.0074582i,0.00053162-0.0080342i,-0.0016346-0.0062532i
-0.0046283+0.004693i,-0.013588+0.015073i,-0.02974+0.049108i,-0.039431+0.10433i,-0.041279+0.11446i,-0.048345+0.018698i,-0.053302-0.098839i,-0.058293-0.14547i,-0.065429-0.13208i,-0.057533-0.080435i,-0.029405-0.033631i,-0.010244-0.018765i,-0.013388-0.010707i,-0.014335-0.0071365i,-0.0033886-0.015153i,0.012388-0.022076i,0.027379-0.018889i,0.031752-0.0056434i,0.025211+0.0062005i,0.017665+0.0072438i,0.01212+0.0029333i,0.0074949-0.0022855i,0.0018768-0.0055608i
-0.0008398-0.0010874i,-0.00030293-0.016924i,-0.01749-0.051822i,-0.052854-0.081362i,-0.055783-0.061247i,0.010393+0.015716i,0.076042+0.097396i,0.0945+0.14622i,0.10368+0.14492i,0.095191+0.086978i,0.052993+0.034662i,0.025294+0.021582i,0.027763+0.0093205i,0.026366-0.0018929i,0.017734+0.0050225i,0.0091073+0.014618i,-0.0038824+0.016538i,-0.01461+0.0094276i,-0.016084+0.0002184i,-0.011792-0.001592i,-0.0080914-0.00089024i,-0.0063487+0.00072445i,-0.0036586+0.0020058i
0.0041303+0.0057506i,0.018442+0.017483i,0.053602+0.037332i,0.095266+0.043068i,0.086446+0.019125i,0.0090458-0.018801i,-0.062654-0.071524i,-0.092912-0.13099i,-0.10993-0.14273i,-0.09815-0.091756i,-0.054515-0.044656i,-0.026846-0.027879i,-0.023465-0.010382i,-0.018817+0.0014506i,-0.014456-0.0047481i,-0.0090286-0.01443i,0.0023319-0.02064i,0.0096349-0.017304i,0.0085926-0.0076127i,0.003936-0.0046424i,2.9154e-05-0.0060658i,-0.0018668-0.0082098i,-0.0024841-0.0083349i
-0.0055129-0.0044858i,-0.026659-0.00078666i,-0.073652+0.013819i,-0.11884+0.045824i,-0.10456+0.075379i,-0.014677+0.079461i,0.071307+0.087747i,0.10668+0.12325i,0.12811+0.13459i,0.12415+0.087937i,0.080134+0.03776i,0.043857+0.01768i,0.03312+0.0021049i,0.027149-0.0066876i,0.026467+0.00091197i,0.02823+0.010368i,0.021703+0.01523i,0.0098977+0.014227i,0.0019039+0.01031i,0.0027123+0.0097816i,0.0086437+0.012282i,0.01354+0.013654i,0.015188+0.010045i
-0.00013983-0.0099284i,0.0086711-0.028978i,0.023531-0.071077i,0.022254-0.12068i,-0.01397-0.12213i,-0.066792-0.073632i,-0.095847-0.054245i,-0.10462-0.093631i,-0.12232-0.11303i,-0.11304-0.066916i,-0.060241-0.02103i,-0.019886-0.0068923i,-0.010546+0.005177i,-0.010862+0.011423i,-0.015002+0.0073642i,-0.016261+0.0039249i,-0.0090688-0.0013686i,-0.0018866-0.007211i,-0.0023587-0.0059335i,-0.0063014+0.00027106i,-0.01046+0.0027304i,-0.013794+0.0015484i,-0.01202+0.0017929i
0.0014205+0.0024592i,0.008833+0.022875i,0.022875+0.066838i,0.048321+0.10562i,0.072034+0.091228i,0.07079+0.041915i,0.062194+0.033663i,0.075987+0.077394i,0.10057+0.098598i,0.092739+0.063219i,0.044401+0.02755i,0.0096893+0.020248i,0.010041+0.011661i,0.018401-0.0017959i,0.02433-0.0084736i,0.0263-0.0092965i,0.021674-0.0045759i,0.016156+0.00084386i,0.01459-0.0017178i,0.01396-0.0084399i,0.012636-0.010156i,0.011097-0.0076693i,0.0062811-0.0048905i
-0.013247+0.0029034i,-0.031802-0.0047006i,-0.072719-0.023049i,-0.12452-0.040215i,-0.15125-0.033507i,-0.12714-0.0052683i,-0.078301-0.012057i,-0.062452-0.070236i,-0.083884-0.10255i,-0.081757-0.070993i,-0.034301-0.036683i,0.00059584-0.026057i,-0.0019462-0.0081651i,-0.012148+0.013163i,-0.018774+0.023348i,-0.020766+0.025919i,-0.014176+0.019848i,-0.0072639+0.0097038i,-0.0064633+0.0067668i,-0.008822+0.011121i,-0.012336+0.015385i,-0.014941+0.017194i,-0.01196+0.01533i
-0.0010013+0.001534i,0.016611-0.0077353i,0.062332-0.027594i,0.114-0.064263i,0.11917-0.10162i,0.075767-0.10773i,0.03203-0.050907i,0.034749+0.046382i,0.072572+0.096459i,0.077129+0.077756i,0.036254+0.059626i,0.0088539+0.055193i,0.011896+0.029462i,0.016779-0.0045476i,0.013106-0.023817i,0.0054215-0.027487i,0.0016715-0.019544i,0.0035265-0.0096491i,0.003228-0.0097588i,-0.00071919-0.01621i,-0.0044402-0.018682i,-0.0056678-0.016243i,-0.0050996-0.010221i
0.00032551+0.0044424i,-0.0034462+0.021823i,-0.018341+0.062067i,-0.029968+0.10708i,-0.021182+0.11799i,0.0028264+0.082099i,0.015602+0.010744i,-0.007348-0.075505i,-0.06094-0.11614i,-0.083546-0.095397i,-0.054498-0.071952i,-0.029264-0.056866i,-0.023423-0.024225i,-0.01522+0.010111i,-0.0032082+0.02577i,0.0059629+0.024889i,0.0082522+0.017531i,0.0080122+0.01297i,0.0092841+0.01325i,0.0094137+0.014137i,0.0071529+0.011634i,0.0032398+0.0073947i,-0.00011475+0.0025616i
0.00062973+0.0021212i,-0.0076122-0.011888i,-0.026252-0.049331i,-0.042346-0.09706i,-0.036452-0.12086i,-0.025447-0.1037i,-0.021784-0.034499i,0.010294+0.060694i,0.074163+0.098469i,0.10039+0.072658i,0.07194+0.052696i,0.043646+0.041733i,0.027627+0.01297i,0.0080357-0.015114i,-0.0090509-0.025129i,-0.017294-0.021226i,-0.016293-0.011232i,-0.011635-0.0019093i,-0.0092628+0.0019867i,-0.0079617+0.00013149i,-0.0068755-0.0037411i,-0.0056387-0.0082676i,-0.0038981-0.009042i
0.0039777+0.00074291i,0.019304+0.0033935i,0.060068+0.016736i,0.11191+0.037896i,0.14112+0.051964i,0.13238+0.041037i,0.092259-0.012055i,0.023061-0.078943i,-0.054512-0.095181i,-0.089567-0.064256i,-0.073642-0.039507i,-0.048925-0.025711i,-0.028455-0.0042083i,-0.0044129+0.012317i,0.015786+0.014105i,0.024511+0.0056773i,0.02183-0.0049184i,0.017499-0.006297i,0.018169-0.002561i,0.017071-0.0028423i,0.011664-0.0051926i,0.0066555-0.0055265i,0.0043109-0.0039824i
-0.0032392-0.0014912i,-0.014956+0.0066762i,-0.044491+0.028678i,-0.075785+0.052119i,-0.08282+0.054887i,-0.06068+0.044725i,-0.031455+0.053582i,0.0078818+0.079863i,0.065031+0.078715i,0.09036+0.041604i,0.065865+0.014771i,0.036897+0.0055767i,0.018238-0.0051052i,-0.00040056-0.0087309i,-0.012198-0.0027462i,-0.01333+0.0055379i,-0.0076135+0.013396i,-0.0034883+0.015776i,-0.0043615+0.014191i,-0.0030602+0.011252i,0.0006167+0.0050082i,0.00090056-0.00027715i,-0.0011068-0.0020733i
0.0010851-0.0023614i,0.0038027-0.013139i,0.011122-0.043503i,0.022364-0.065156i,0.039914-0.038956i,0.064902-0.003471i,0.069188-0.019419i,0.026573-0.061544i,-0.035894-0.064752i,-0.059974-0.030168i,-0.036415-0.0079504i,-0.0099724-0.0026376i,0.0024055+0.0024612i,0.011068+0.0035104i,0.01282-0.0009504i,0.0092756-0.0073757i,0.0033098-0.013704i,-0.0048819-0.015339i,-0.0095806-0.011677i,-0.010758-0.0042119i,-0.0084824+0.0040061i,-0.0013517+0.0085993i,0.0061126+0.0067809i
-0.0045221+0.0056222i,0.0017204+0.01669i,0.014889+0.042583i,0.020653+0.074983i,-0.002768+0.085214i,-0.048371+0.06877i,-0.068935+0.064288i,-0.030691+0.076525i,0.0282+0.066812i,0.04818+0.03422i,0.026407+0.016574i,0.0068937+0.016316i,0.0035861+0.011607i,0.00089354+0.0058817i,0.0010182+0.0055087i,0.0068077+0.0072825i,0.012256+0.010193i,0.012787+0.0089033i,0.0095234+0.0050089i,0.0072847+0.0017323i,0.0055949-0.004054i,0.0013132-0.0069334i,-0.0020704-0.0021195i
-0.0030447+0.0018753i,-0.016131-0.0036765i,-0.045081-0.0065584i,-0.072168-0.005387i,-0.059055-0.0018051i,0.0006756+0.0020282i,0.057826-0.020445i,0.050426-0.058869i,-0.0040876-0.061957i,-0.030827-0.038413i,-0.014271-0.027942i,0.0014524-0.024874i,0.0015228-0.016024i,-0.00071871-0.0081285i,-0.002758-0.0030433i,-0.0069511+0.00084748i,-0.011505+0.00281i,-0.014983+0.005098i,-0.01437+0.0079368i,-0.0092538+0.011453i,-0.0019039+0.014852i,0.0039075+0.011615i,0.002794+0.0027346i
0.010246+0.0037673i,0.020831-0.004088i,0.033773-0.018618i,0.029878-0.02988i,-0.017378-0.018079i,-0.090257+0.016109i,-0.12198+0.063367i,-0.078739+0.0959i,-0.0052804+0.07933i,0.030311+0.047335i,0.021695+0.04075i,0.010072+0.038536i,0.0089857+0.025181i,0.0055116+0.011395i,0.00081725+0.0014244i,0.0012629-0.005389i,0.0047401-0.0096404i,0.0084209-0.013154i,0.0073195-0.014841i,0.00011924-0.015228i,-0.010161-0.012719i,-0.016232-0.0044299i,-0.011262+0.0037096i
-0.0021446+0.0078351i,-0.0076801+0.021215i,-0.011687+0.037532i,-0.017648+0.035802i,-0.015466+0.0020844i,0.024175-0.049796i,0.069508-0.095409i,0.05911-0.11191i,0.0027387-0.082344i,-0.033797-0.045388i,-0.02991-0.034461i,-0.019532-0.027288i,-0.015782-0.013615i,-0.010262-0.0046657i,-0.003275+0.00077604i,0.0012781+0.007149i,0.0045751+0.012524i,0.0069747+0.013163i,0.0087788+0.0093807i,0.011372+0.0058596i,0.014744+0.0018175i,0.013529-0.0049452i,0.0051645-0.0080104i
-0.0049207-0.0062115i,-0.01193-0.01675i,-0.021946-0.031251i,-0.029428-0.045511i,-0.038239-0.036353i,-0.059732+0.011472i,-0.076575+0.076019i,-0.054755+0.10789i,-0.0023324+0.080508i,0.034343+0.040241i,0.033965+0.026501i,0.023464+0.020646i,0.017859+0.010175i,0.011681+0.0025664i,0.0024284-0.00088543i,-0.005662-0.0042147i,-0.0094731-0.0081581i,-0.0087211-0.0089794i,-0.0063967-0.0065666i,-0.0080013-0.0030191i,-0.012115+0.0034661i,-0.011105+0.010211i,-0.0036251+0.0088181i
0.0056636-0.003086i,0.020466-0.0016001i,0.033726-0.0011199i,0.041817-0.0084492i,0.045475-0.043234i,0.043306-0.10322i,0.038161-0.14375i,0.024346-0.13104i,-0.0082078-0.078488i,-0.034636-0.032511i,-0.031357-0.016857i,-0.018372-0.011006i,-0.011022-0.0047774i,-0.0051356-0.0052364i,0.002652-0.0073051i,0.011817-0.005099i,0.017678-0.0011695i,0.016852+0.00023615i,0.01221-0.00084188i,0.0097228-0.0036965i,0.0063716-0.011266i,0.00024513-0.018704i,-0.0041834-0.015371i
-0.0063204+0.0092475i,-0.012705+0.018329i,-0.022441+0.021371i,-0.024998+0.014973i,-0.0098936+0.010491i,0.0064909+0.033608i,-0.0013376+0.076713i,-0.013244+0.091024i,0.0038367+0.058478i,0.022418+0.018502i,0.017963+0.0061974i,0.011206+0.006058i,0.012771+0.0031518i,0.014262+0.0027597i,0.0095771+0.005299i,-0.00099753+0.0071988i,-0.0088698+0.0068327i,-0.0083861+0.0069553i,-0.0036867+0.0082215i,0.00073106+0.0082971i,0.004778+0.0095035i,0.0094764+0.010051i,0.011587+0.0057133i
-0.0053992-0.0014418i,-0.0059715-0.014238i,0.0031697-0.030475i,0.023048-0.042002i,0.038669-0.04224i,0.047179-0.053518i,0.047196-0.084104i,0.032249-0.09195i,0.0059736-0.058951i,-0.010531-0.022881i,-0.0063977-0.0096112i,-0.0025003-0.0063761i,-0.0067857-0.0024521i,-0.010158-0.0010278i,-0.0079015-0.0038597i,0.00015238-0.0084824i,0.0062927-0.010163i,0.0060915-0.0063381i,0.0022301-0.0006535i,-0.002292+0.0013657i,-0.008202-0.0018809i,-0.01535-0.003608i,-0.016208-0.0010973i
0.0047329-0.00016679i,0.014167+0.0051127i,0.020391+0.023568i,0.025735+0.046838i,0.029026+0.059184i,0.020366+0.069924i,-0.0010452+0.08704i,-0.014657+0.081725i,-0.0076692+0.047642i,0.003901+0.01991i,0.0047364+0.014308i,0.0062791+0.012636i,0.012916+0.0060232i,0.016174+0.002737i,0.013664+0.004243i,0.0067504+0.0085685i,-0.00013352+0.010559i,-0.0042862+0.0062467i,-0.0045252+0.00063974i,-0.0013725-0.00071609i,0.004753-0.00080144i,0.011375-0.0025874i,0.013342-0.0041561i
0.00025413+0.0026581i,-0.0099248+0.0063451i,-0.027128+0.0047233i,-0.033939+0.0015145i,-0.0058949-0.0024792i,0.035716-0.023178i,0.056266-0.068971i,0.046733-0.090838i,0.019088-0.062855i,-0.0003979-0.03095i,-0.0016953-0.018169i,-0.0020437-0.0071696i,-0.0079129+0.0054858i,-0.011285+0.010884i,-0.010679+0.0070242i,-0.0070954-0.0010073i,-0.0023978-0.0068287i,0.000657-0.0040192i,0.0019115+0.0026633i,0.0011199+0.0042048i,-0.0021977+0.0041611i,-0.0049397+0.0074897i,-0.0061302+0.011035i
-0.002043-0.0046893i,-3.0143e-06-0.011924i,0.015969-0.01578i,0.03183-0.0036222i,0.021901+0.035726i,-0.0094939+0.087832i,-0.030502+0.1205i,-0.028878+0.10801i,-0.012134+0.062594i,0.0046729+0.029599i,0.0067567+0.019403i,0.0044061+0.0094001i,0.0069483-0.0035109i,0.0077588-0.010493i,0.0074033-0.0093898i,0.0081363-0.0028936i,0.0056376+0.0027861i,-0.0017322+0.0023149i,-0.0077687-0.00083494i,-0.0071112-0.0022853i,-0.0028672-0.0058849i,0.00023112-0.011956i,0.00073692-0.014869i
0.0060377+0.0014447i,0.0097739+0.009254i,0.0067787+0.027575i,-0.010324+0.039471i,-0.035008+0.020132i,-0.036903-0.030952i,-0.014402-0.084166i,0.0059966-0.098432i,0.0044108-0.064213i,-0.009435-0.028039i,-0.012258-0.012237i,-0.0075076-0.0003693i,-0.0045061+0.0093517i,-0.0030384+0.011601i,-0.0032229+0.0082487i,-0.0038335+0.0032592i,-0.0017623-0.0022743i,0.004729-0.005208i,0.0091045-0.0047714i,0.0065139-0.0040204i,0.0039139-0.0024835i,0.0038589+0.0012248i,0.0039092+0.0048415i
-0.0022012+0.0042566i,-0.009612+0.0038071i,-0.023581-0.010826i,-0.036736-0.021513i,-0.036453+0.004885i,-0.018818+0.06076i,-0.0015703+0.1032i,0.00057297+0.10217i,0.0022399+0.057784i,0.0072111+0.01929i,0.0026309+0.01038i,-0.0049312+0.0044602i,-0.0067424-0.0039819i,-0.0058903-0.0080326i,-0.0026659-0.009358i,0.0028623-0.0068461i,0.0050906-0.0016826i,0.0036909+0.0027569i,0.0022206+0.0056994i,0.0033613+0.0057958i,0.0035876+0.0024473i,-0.0010727-0.0013227i,-0.0058803-0.0046575i
-0.0026598+0.0016215i,0.0043206-0.0033865i,0.017926-0.0066829i,0.018508-0.0068405i,-0.011498-0.015844i,-0.051966-0.042636i,-0.05324-0.073631i,-0.020373-0.081367i,-0.002828-0.051216i,-0.0058069-0.018362i,-0.0039164-0.0086734i,0.0043911-0.0052445i,0.0099203-0.00044498i,0.011688+0.003022i,0.010177+0.004343i,0.005785+0.0046265i,0.0027915+0.0026765i,0.0034898-0.0029224i,0.0039184-0.0069054i,0.0013737-0.0073415i,-0.001765-0.0060075i,-0.0013326-0.0033632i,0.0031237-0.00032109i
0.010737+0.0006254i,0.0084718+0.0032875i,-0.0069924+0.015762i,-0.022314+0.022859i,-0.012258+0.0054766i,0.012141-0.0044915i,0.024476+0.02255i,0.015964+0.044529i,0.0035184+0.027534i,-0.0017532+0.0055925i,-0.0054396+0.0025404i,-0.0066797+0.0054661i,-0.0041313+0.0070381i,-0.0021015+0.0066009i,-0.00058186+0.0036266i,0.0016988+0.0009354i,0.0044817+0.0009799i,0.006278+0.0038793i,0.0070871+0.0064627i,0.00918+0.0057558i,0.010632+0.0033223i,0.0086547+0.0012113i,0.003809-5.0558e-05i
0.0028033+0.0040654i,-0.0002279-0.0027355i,-0.0084781-0.022977i,-0.017032-0.043368i,-0.022052-0.045582i,-0.021184-0.048446i,-0.018861-0.063271i,-0.0074415-0.063625i,0.0060105-0.042595i,0.004839-0.025253i,0.0023341-0.021306i,0.0038672-0.018333i,0.0031349-0.012907i,0.003553-0.0085719i,0.0055732-0.0045353i,0.0048454+0.00067328i,0.00098525+0.0040868i,-0.0033661+0.0039574i,-0.0065467+0.0023464i,-0.0087474+0.0025503i,-0.0088052+0.004275i,-0.0049686+0.0039861i,0.0018546+0.0020796i
-0.0025821-0.00028677i,0.0019709+0.0016718i,0.023913+0.0027966i,0.043277-0.0065209i,0.032628-0.021447i,0.019039-0.013848i,0.017828+0.018529i,0.0073602+0.037833i,-0.001893+0.027995i,0.0017215+0.011663i,0.0046721+0.0070118i,0.0061756+0.0090719i,0.0073075+0.010953i,0.0046649+0.012171i,0.00036066+0.010891i,-0.0025666+0.005563i,-0.0036106+0.00053409i,-0.00090306-0.00065767i,0.0035945-4.1398e-05i,0.0064383-0.0018706i,0.0067912-0.0052754i,0.0023933-0.0053088i,-0.0029389-0.0017697i
0.0010988-0.0058184i,-0.0042556-0.0030534i,-0.017508+0.0096068i,-0.020617+0.019551i,0.0024209+0.0036446i,0.018295-0.028413i,0.011661-0.05i,0.0092448-0.050425i,0.010955-0.034763i,0.0037038-0.021164i,-0.0022868-0.012817i,-0.0046043-0.0035955i,-0.0082009+0.0015296i,-0.010628+0.0005089i,-0.0084106-0.002103i,-0.0032349-0.0026371i,-0.0011936+0.00040306i,-0.0033885+0.0041091i,-0.0066644+0.0072714i,-0.0075156+0.010281i,-0.004982+0.011722i,-0.00063231+0.0091574i,0.0019057+0.0034991i
