-2.0701e-05-0.00058956i,0.00069586-0.0024604i,-0.00030897-0.0035351i,-0.0021885-0.0026395i,-0.0033878-0.0011806i,-0.0032576+0.00032778i,-0.0026193+0.0012968i,-0.0014844+0.0015208i,-0.00096304+0.0010295i,-3.3922e-05-0.0001786i,0.00069803-0.0010945i,0.00036543-0.00056809i,-0.00049388-0.00047205i,-0.0011391-0.00054535i,-0.00093602+0.00055462i,-0.0004929+0.0012885i,0.00049062+0.00045046i,0.00057293-0.00037388i,6.7418e-05-0.00027948i,7.3202e-05+7.0065e-05i,-5.8881e-05+8.9651e-05i,-0.00026393+0.00010095i,-0.00033521+0.00085606i
-0.0069252-0.019316i,-0.0055002-0.019832i,-0.0016617-0.014317i,-0.0017-0.010285i,-0.003634-0.0069636i,-0.0038312-0.003019i,-0.0017211-0.00088532i,0.00020017-0.0011189i,0.00060515-0.0022722i,0.0012287-0.0028735i,0.001678-0.0027385i,0.0010458-0.002043i,-0.00091645-0.0015421i,-0.002119-0.00089759i,-0.0013866-0.00032575i,-0.00043524+4.2407e-05i,0.00011991+0.00060926i,2.4076e-05+0.0008867i,-0.0014717+0.0002276i,-0.0020466-0.00087129i,-0.0008841-0.0013036i,-5.5035e-05-0.00038672i,0.00070977-0.00010862i
-0.019848+0.0078436i,-0.022652+0.0034568i,-0.016837-0.0016442i,-0.0089151-0.0024162i,-0.004061-0.0016586i,-0.00053588-0.00092644i,0.0020856-0.00087039i,0.0027676-0.0013272i,0.00095292-0.0013297i,-0.00062958-0.00092524i,-0.001202+0.00011569i,-0.0016647+0.00051679i,-0.0010714+0.00067203i,-0.00049572+0.00039201i,-0.00025042-4.8281e-05i,-0.00055029-6.8764e-06i,-0.00066853-0.00017928i,-6.2528e-05-2.4326e-05i,-0.00072167+0.00056028i,-0.0018851+0.0010847i,-0.0020238+0.0013325i,-0.0012493+0.0011356i,-0.00070277+0.00049166i
0.0026124+0.023117i,0.0027169+0.024235i,0.001053+0.014918i,0.00021047+0.0065664i,0.0015935+0.001438i,0.0022853-0.0027924i,0.0023591-0.0036489i,0.0021419-0.0029757i,0.00090869-0.0010635i,-0.00017493+0.0013655i,0.00078042+0.0016472i,0.0013677+0.00062521i,0.00077724-0.00050145i,0.00066491-0.00047762i,-7.6146e-06+0.00017265i,-0.00042678+0.00019804i,-0.00033817+0.00022976i,1.2516e-05+0.00061988i,0.00066348+0.00082489i,0.0010273+7.408e-05i,0.0006163-9.2158e-05i,0.00041482-0.00030524i,0.00070413-0.00026203i
0.020918+0.00021489i,0.021081+0.0029014i,0.014621+0.0024107i,0.0088545-0.0024179i,0.0048346-0.0062277i,0.0013375-0.0068225i,-0.00024953-0.0054258i,0.0011486-0.0036826i,0.0015303-0.0039478i,0.00039699-0.0043368i,0.00093401-0.0033848i,0.00073512-0.0018648i,4.5591e-05-0.0014431i,-0.00018813-0.0013092i,7.0269e-05-0.00012047i,0.00042979+0.00018482i,0.00020315-0.00068125i,-0.00022555-0.00074176i,-0.00039718-0.00068725i,-0.00051048-0.0011165i,-0.0010583-0.0012844i,-0.0010979-0.001185i,-0.00076938-0.00063623i
0.002414-0.024597i,0.0061778-0.027463i,0.0059615-0.020665i,0.0018779-0.012385i,-0.0015374-0.0075608i,-0.0031907-0.0040237i,-0.0024452-0.0014547i,-0.00034273-0.0013654i,5.6079e-05-0.001735i,-0.0010352-0.00058455i,-0.0017294-7.8775e-05i,-0.0021318-0.0005815i,-0.0023986-0.00055191i,-0.0019558+0.00010672i,-0.00091621+0.00036981i,-0.00061347+0.00043864i,-0.001167+0.0013864i,-0.00092026+0.0018577i,-0.00054266+0.0013274i,-0.00052951+0.00050014i,-0.00020095+0.00052501i,-0.00067214+0.0010969i,-0.0011427+0.00088734i
-0.02136-0.011163i,-0.021434-0.015421i,-0.014186-0.015654i,-0.0083024-0.011111i,-0.0060978-0.0055929i,-0.0038314-0.0016904i,-0.00060728+0.0006663i,0.00060044+0.0012991i,0.00056619+0.001541i,0.00099327+0.0020379i,0.001418+0.0015758i,0.0013849-0.00017425i,0.00069061-0.00093821i,0.00038872-0.0002504i,0.0011718+0.00025779i,0.0014277-1.4147e-05i,0.001535-0.00020636i,0.0020114-0.00027028i,0.0013323-2.365e-05i,6.5559e-05-0.00074115i,-0.0005-0.0016034i,-0.00079486-0.001585i,-0.00075629-0.001679i
-0.014072+0.024271i,-0.016153+0.027185i,-0.011454+0.018581i,-0.0043931+0.0075619i,0.00088836+0.0017082i,0.0033955-0.00068018i,0.0041282-0.0014774i,0.0035383-0.00091281i,0.0017535-0.00063443i,0.00020645-0.0015759i,8.6678e-05-0.0017275i,0.00028052-0.0012998i,-0.00019395-0.00072599i,-6.4739e-05+0.00031785i,7.3882e-05+0.0004i,0.0003496+0.00027304i,0.00034743-0.00019614i,-0.0007095-0.0012632i,-0.0014025-0.0013578i,-0.0011178-0.00050801i,-0.0012009-0.00012421i,-0.0011058+0.00028894i,-0.0008264+0.0014493i
0.020736+0.017541i,0.023426+0.019927i,0.016686+0.015613i,0.0085394+0.0062495i,0.0050871-0.0020579i,0.002525-0.0051892i,4.4233e-05-0.0044245i,0.00073941-0.0038687i,0.0018766-0.0032009i,0.00087476-0.0013895i,0.00029564-0.00048337i,-1.7827e-05-0.0006182i,-0.00097586-0.00087019i,-0.0021702-0.0014368i,-0.0030133-0.0011068i,-0.0026477-6.8713e-05i,-0.0017128-4.695e-05i,-0.00055002-9.4475e-05i,0.00033529+0.00032092i,0.00048681+0.0012184i,0.0010395+0.0015884i,0.00099079+0.0012841i,0.000347+0.00076658i
0.015361-0.025621i,0.017382-0.026929i,0.011391-0.01991i,0.0041768-0.011822i,-0.00037972-0.0070875i,-0.0023898-0.0034439i,-0.00092442-0.00085121i,0.00054855-0.0014636i,-0.00042029-0.0029507i,-0.00037552-0.0023689i,0.00074579-0.0013678i,0.0014931-0.00092177i,0.0010155-0.00015286i,-6.7317e-05+0.00030523i,0.00048134+0.0010266i,0.0015953+0.0012549i,0.0014531+0.0010198i,-1.219e-05+0.0013041i,-0.00045335+0.00051208i,0.00043118-0.0015271i,0.00050699-0.0027169i,-0.00035153-0.0023504i,-0.0010017-0.0020861i
-0.015421-0.024794i,-0.018983-0.0272i,-0.013516-0.021422i,-0.0086335-0.014535i,-0.0070728-0.0096336i,-0.0044922-0.0040799i,-0.0011077-0.00096804i,0.00039272-0.00016611i,-0.00089963+0.00021325i,-0.002707+6.0675e-05i,-0.0034663+0.00018337i,-0.0026953+0.00038887i,-0.0013337+0.00038783i,-0.00041194+0.00059522i,-0.00013257-1.4189e-05i,-0.00040068-0.00084297i,-0.00039179-0.00086022i,-0.00047684-0.00074277i,-0.00038245-0.00068273i,-0.00069477+0.0001775i,-0.00087344+0.0010884i,-5.5481e-05+0.0010206i,0.0001588+0.00081681i
-0.026143+0.017955i,-0.029008+0.019304i,-0.022199+0.012389i,-0.012675+0.0040369i,-0.0067513+0.00038881i,-0.0042062-0.0005047i,-0.0015155-0.0014256i,0.0015449-0.0018375i,0.002402-0.00017653i,0.0018466+0.0016298i,0.0011497+0.0033427i,-0.00016048+0.0032546i,-0.00075234+0.00086794i,0.00014885-0.000989i,-0.00060763-0.0011706i,-0.0019098-0.0009517i,-0.0009135-0.00049435i,0.0001498+5.9251e-05i,-0.0003076-0.0001371i,-0.00043762+6.4708e-05i,-0.00027228+0.00057091i,2.5874e-05-0.00022812i,8.6061e-05-0.00012539i
0.0075393+0.023788i,0.011281+0.028802i,0.0080177+0.022871i,0.0044065+0.012571i,0.004002+0.0048499i,0.00355+0.00093832i,0.0020124-0.0008998i,0.0021567-0.0020691i,0.0019159-0.003109i,0.0012756-0.0027738i,0.0019398-0.0024495i,0.002691-0.0029077i,0.0027905-0.0035676i,0.002219-0.0027109i,0.0015357-0.0013045i,0.0010232-0.00032617i,-0.0002378+0.00050006i,-0.0017087-0.00073266i,-0.0012576-0.001586i,-0.00024569-0.0014753i,-0.00091346-0.0012863i,-0.0022971-0.00043963i,-0.001866-0.00062027i
0.030723-0.0065781i,0.035138-0.010369i,0.026032-0.010158i,0.013864-0.0093338i,0.0080108-0.0091099i,0.0038818-0.0077492i,0.0013008-0.0043046i,0.0012084-0.0017397i,0.0001429-0.0014156i,-0.0017906-0.0017175i,-0.0024048-0.0016818i,-0.0009361-0.00095926i,-0.00035819+0.00022007i,-0.0018595+0.0013428i,-0.0026126+0.0017571i,-0.0021282+0.0021376i,-0.0015217+0.0020087i,-0.0012013+0.0015101i,-1.2265e-05+0.001509i,0.0014138+0.0011819i,0.0020507+0.0013202i,0.0023052+0.0014028i,0.0020011+0.0011985i
-0.0076603-0.031821i,-0.010052-0.036581i,-0.0090105-0.030905i,-0.0075179-0.019459i,-0.0081146-0.011503i,-0.0057071-0.0063388i,-0.0012682-0.0026644i,0.00045252-0.0019278i,0.00030416-0.0014845i,0.001087+0.00059005i,0.0011741+0.0020408i,-0.00022728+0.0011611i,-0.0013631+0.00028311i,-0.00093326+0.00020543i,-0.0003-0.0002227i,-0.00016216-0.00056357i,-0.00018554-0.00077095i,-2.2965e-05-0.00087291i,0.00059487-0.00094971i,0.00055211-0.0021022i,7.0372e-05-0.0022627i,-9.2663e-05-0.0016685i,-0.00036381-0.0013773i
-0.028581-0.0028452i,-0.034902-0.00072633i,-0.026376-0.0011017i,-0.015359-0.0018077i,-0.010504-0.00072156i,-0.0071785-7.6546e-06i,-0.0022116-0.00093782i,0.00075337-0.0017863i,0.0007317-0.001678i,0.00013702-0.001776i,-4.5237e-05-0.0021395i,0.00029635-0.0028676i,0.00080533-0.0031909i,0.0015212-0.0032147i,0.0016493-0.0026414i,0.0011071-0.0019634i,0.0009454-0.0019197i,0.00082418-0.0013191i,-0.00027759-0.0017974i,-0.0013343-0.00254i,-0.0021165-0.0019152i,-0.001979-0.00063568i,-0.0012623+0.00013413i
-0.0089945+0.031408i,-0.0056615+0.037367i,-0.0027258+0.028741i,-0.0011421+0.015216i,0.00089836+0.0072011i,0.0030328+0.002905i,0.0026965+0.00031835i,0.0024924-0.00042948i,0.0019936-0.00079395i,0.00034445+9.5696e-05i,-0.000806+0.0012935i,-0.00054947+0.001217i,-2.1056e-06+0.0017719i,-0.00052867+0.0015597i,-0.0016943+0.0012011i,-0.0026194+0.001352i,-0.0023171+0.0013458i,-0.0015052+0.0014853i,-0.00014324+0.0015734i,0.00047411+0.0026016i,0.00049206+0.0033603i,0.00066694+0.002684i,0.00091262+0.0016382i
0.029501+0.006348i,0.037173+0.0061636i,0.02991+0.0042676i,0.017397+0.00071608i,0.011366-0.0043286i,0.0081251-0.005762i,0.0051584-0.002522i,0.0037127-0.00038621i,0.00319-0.00058942i,0.0027388-0.00010849i,0.0027319+0.00040879i,0.002703-0.00030785i,0.0010058-0.0012287i,-0.00086698-0.0015747i,-0.0012677-0.00081427i,-0.00079733-8.4351e-05i,-0.00043114+0.00048033i,-7.5093e-06+0.00029339i,0.00010301+0.00011923i,-0.00018978-7.8659e-05i,-9.4826e-05-0.0012451i,0.00014271-0.0021046i,-0.00050139-0.0014322i
0.016079-0.025604i,0.014743-0.034742i,0.010668-0.030687i,0.0062812-0.021523i,0.002244-0.015812i,-0.0008321-0.01174i,8.6808e-05-0.007856i,0.0022878-0.0062228i,0.0011628-0.004628i,-0.00060637-0.0040112i,-0.00089123-0.0053755i,-0.00039702-0.0056357i,-0.00068946-0.0037969i,-0.00039265-0.0014544i,0.000929+8.212e-05i,0.0016045+0.0008216i,0.0011387+0.00056869i,-6.9852e-05-0.00034568i,0.00097914-0.00042991i,0.0018409-0.00067859i,0.00075522-0.00092082i,0.00033523-0.00039505i,0.00018674-0.00051661i
-0.031635-0.022792i,-0.03933-0.020146i,-0.03252-0.014912i,-0.021542-0.010705i,-0.015571-0.0073084i,-0.01124-0.0031848i,-0.0057699-0.001629i,-0.0017368-0.0020264i,-0.00094199-0.0018807i,-0.0021707-8.8128e-06i,-0.003027+0.002495i,-0.0022351+0.0035466i,-0.001193+0.0028668i,-0.00078401+0.0021074i,-0.00073231+0.0018332i,-0.0013264+0.0016173i,-0.0018397+0.00075887i,-0.0015077+0.00059043i,-0.00060422+0.0018703i,-2.0639e-05+0.0020378i,0.0003069+0.0010094i,6.8386e-05-0.00013365i,-0.00018964-0.00076981i
-0.014811+0.024608i,-0.013384+0.031531i,-0.0089279+0.025457i,-0.0054089+0.013509i,-0.0036569+0.0073194i,-0.0018822+0.0052381i,-0.00053103+0.0034087i,-0.00028932+0.0022239i,0.00086666+0.0027974i,0.0025317+0.0034855i,0.0037299+0.0025051i,0.0028201+0.0011029i,0.00091081+1.7671e-05i,-9.9911e-05-0.0010609i,-0.000705-0.0024308i,-0.00044558-0.0032551i,-0.00054047-0.0022331i,-0.0018542-0.00083973i,-0.0032403-0.0010807i,-0.0030769-0.001421i,-0.0027396-0.00063944i,-0.0026506+0.000574i,-0.0018496+0.00076465i
0.016674+0.027323i,0.026473+0.024921i,0.024409+0.015025i,0.015637+0.0071803i,0.011112+0.0030526i,0.010408+0.0010325i,0.0083897-0.00061679i,0.006905-0.00099387i,0.0054247-0.0012415i,0.002882-0.0023461i,0.0010202-0.0033933i,0.00022352-0.0038152i,-0.00065202-0.0037745i,-0.00099621-0.002768i,-0.00082947-0.00087542i,-0.00050388+0.000377i,-0.00081787+0.00064021i,-0.00031039+0.0005339i,0.0017212+0.00034686i,0.0026877+0.00036299i,0.0022207+0.00092976i,0.001848+0.0010848i,0.0018634+0.00086446i
0.02651-0.021138i,0.028631-0.031027i,0.020762-0.027494i,0.011157-0.018859i,0.0055768-0.015354i,0.0017308-0.013172i,0.00040424-0.0093734i,0.0013444-0.0076647i,0.00058164-0.0065578i,-0.00083973-0.0041536i,-0.0013343-0.0019748i,-0.0010748-0.0012241i,-0.00058183-0.00076668i,-0.0014388+0.00090079i,-0.0014606+0.002798i,-0.0012542+0.003034i,-0.0012829+0.0023576i,-0.00071226+0.0018412i,-0.00032163+0.0021065i,4.5207e-05+0.0023998i,0.00034501+0.00088324i,0.0010615-0.0014674i,0.0012731-0.0020612i
-0.01154-0.025729i,-0.023466-0.02952i,-0.024946-0.024953i,-0.017918-0.017381i,-0.014413-0.011387i,-0.01309-0.0065988i,-0.0081226-0.0039786i,-0.004207-0.0042062i,-0.0041478-0.0029054i,-0.0042091-0.0002295i,-0.0026105+0.00099668i,-0.0018077+0.0014928i,-0.0017295+0.0011408i,-0.0005578-0.00022811i,-0.00015322-0.001255i,0.00030569-0.0018182i,0.00076794-0.0015899i,-0.0004896-0.0019264i,-0.0020314-0.0033543i,-0.0030596-0.0033756i,-0.0034599-0.0026729i,-0.0034298-0.0017299i,-0.0031855-0.00064311i
-0.029332+0.0067261i,-0.033293+0.016465i,-0.025782+0.015037i,-0.015694+0.0057024i,-0.0099852+0.0004921i,-0.0061619+0.0023399i,-0.0018668+0.0036374i,0.0017448+0.0030407i,0.0026999+0.0034477i,0.00057648+0.0033843i,-0.0010062+0.0018544i,-0.00085142+0.00099974i,-0.00078614+0.00028857i,-0.00033425-0.0003516i,-0.00027569-1.9427e-05i,-0.00032754+0.00056555i,-0.00019182+0.00061528i,0.001024-0.000416i,0.0030128-0.0011744i,0.0037127-0.00047808i,0.0031646+0.00041216i,0.0024491+0.0011707i,0.0017467+0.001774i
0.0085531+0.029003i,0.019224+0.034718i,0.020663+0.025002i,0.013136+0.010457i,0.0071703+0.003414i,0.0075507+0.0014311i,0.0087347+0.00057419i,0.0078441-0.00022607i,0.0067091-0.0013242i,0.0064112-0.0012434i,0.0067203-0.00046672i,0.0055334-0.000567i,0.0025603-0.00063669i,-0.00038308-0.00056324i,-0.0016545+0.00021586i,-0.0022357+0.00085159i,-0.0024011+0.0009735i,-0.0014903+0.0019804i,-0.0020981+0.0035i,-0.002839+0.003236i,-0.0016115+0.0017419i,-0.00054686+0.0005734i,-0.0005799-8.7423e-05i
0.023048-0.0043393i,0.029134-0.017275i,0.023622-0.021823i,0.014786-0.013972i,0.010056-0.0087264i,0.0070293-0.0094656i,0.0052868-0.0084218i,0.0040792-0.0075686i,0.0016891-0.0073685i,-0.00013324-0.0065159i,-0.0009504-0.0053317i,-0.0010321-0.0041871i,-0.0016213-0.0035717i,-0.0013752-0.0018971i,-0.00082133-0.00042186i,-0.0010804-0.00073401i,-0.00063484-0.0011605i,-0.00027011-0.0013505i,-0.00097759-0.002563i,-0.0011116-0.0037962i,-0.00098174-0.0033698i,-0.00093168-0.002322i,-0.00069101-0.0018103i
-0.00070123-0.029067i,-0.0097536-0.035019i,-0.014501-0.026699i,-0.0098148-0.01715i,-0.0047991-0.014474i,-0.0041502-0.012065i,-0.0044129-0.0074049i,-0.0029196-0.0042522i,-0.0031962-0.001305i,-0.0057849+0.001689i,-0.0065549+0.002395i,-0.0048551+0.001143i,-0.0029712-0.00068343i,-0.0013191-0.0011985i,-0.00079921-9.6057e-05i,-0.0014677+0.00083833i,-0.0010174+0.0011163i,0.0007371+0.00061746i,0.0028006+0.00023417i,0.0035474+0.00047745i,0.0032276+0.00053819i,0.0028151+0.00021024i,0.0017219+0.00010602i
-0.024159-0.0064397i,-0.033758+0.0042891i,-0.028286+0.0082091i,-0.017724+0.0021029i,-0.014463-0.0018311i,-0.011983+0.001974i,-0.0063296+0.0057391i,-0.0014573+0.0055372i,0.001245+0.0038001i,0.002326+0.0035623i,0.0033553+0.0043184i,0.0030462+0.0032571i,0.00077881+0.0014733i,-0.00028344+0.0010684i,-0.00079257+0.00037378i,-0.0012546-0.00011076i,-0.0014838+0.00077625i,-0.0018302+0.0014406i,-0.0033892+0.0020901i,-0.0045467+0.0026897i,-0.0036243+0.0020104i,-0.0030645+0.0012951i,-0.0026745+0.0008797i
-0.0089372+0.018543i,-0.00078749+0.028796i,0.0048265+0.024872i,0.0034575+0.013235i,0.0031616+0.0081483i,0.0059927+0.0066478i,0.0073331+0.0027186i,0.006085-0.00092622i,0.0040493-0.0029931i,0.0025817-0.0036968i,0.0020856-0.0032622i,0.001912-0.0015033i,0.0021056-0.00045777i,0.0023411-0.00041336i,0.0014543-0.00022591i,0.0015772-0.00018528i,0.0014874-0.00067439i,0.00035242-0.0021219i,-0.00014905-0.0039134i,-7.1963e-05-0.0038568i,-0.00071168-0.001548i,-0.0014134-0.0001528i,-0.00094906-0.0012392i
0.017444+0.0097035i,0.028473+0.001097i,0.025215-0.0073696i,0.013729-0.0066571i,0.008044-0.0047241i,0.0074825-0.0069803i,0.0054623-0.0073005i,0.003439-0.005691i,0.00069711-0.0038207i,-0.0030961-0.001986i,-0.0041061-0.0010031i,-0.0022613-0.0017693i,-0.00027323-0.0027465i,0.00016851-0.0015807i,-0.00084063+0.00049692i,-0.0022265+0.0015333i,-0.0020905+0.001089i,1.8058e-05+0.00082743i,0.0025968+0.0019881i,0.0035419+0.0025519i,0.0030692+0.0013366i,0.0029372-0.00021976i,0.0026538-0.0010399i
0.013615-0.022089i,0.0073839-0.034269i,-0.0014299-0.030484i,-0.0030648-0.019i,-0.0020637-0.013661i,-0.0052635-0.010363i,-0.0061323-0.0044249i,-0.0036775-0.0010566i,-0.0024383-0.00068061i,-0.00078534+0.00039944i,0.00078291+0.00072673i,0.00065304-0.00058936i,-0.00083973-0.00090211i,-0.0021985-0.0011513i,-0.0016642-0.0015257i,-0.0011875-0.00037186i,-0.0016546+0.00035004i,-0.0025941+0.00062118i,-0.0039598+0.0013784i,-0.004404+0.0022146i,-0.0039232+0.0023784i,-0.0039546+0.0015268i,-0.0034813+0.0015686i
-0.012975-0.011601i,-0.025426-0.0054169i,-0.026362+0.0011448i,-0.016072-0.0010689i,-0.007925-0.0059013i,-0.0046964-0.0044191i,-0.0015988-0.0014052i,0.00062015-0.0024172i,0.0011707-0.0024368i,0.00053182-0.0003659i,-0.00063358+0.0013782i,-0.0012986+0.0026036i,-0.0010153+0.0025009i,0.00033436+0.0016123i,0.00069084+0.0012362i,0.00062019+0.00095417i,0.00061483+0.00093881i,0.00054162-0.00089733i,0.00013868-0.0047368i,-0.00034736-0.0059581i,-0.00066428-0.0041684i,-6.3248e-05-0.0017721i,0.00079123-0.00090282i
-0.016251+0.011586i,-0.013038+0.023894i,-0.004453+0.02202i,-0.0034946+0.0089695i,-0.0076103+0.0011751i,-0.0053507+0.001376i,0.0014372+0.0011409i,0.0049224-0.00026766i,0.0028378-0.0016402i,0.00055132-0.0014327i,0.00026739+0.00065947i,0.00037156+0.0019475i,0.00058793+0.0014966i,-0.00022877+0.00086718i,-0.00088242+0.000906i,-0.00083988+0.0011848i,-0.00054877+0.0009494i,0.0013292+0.00085226i,0.0027781+0.0027475i,0.0029146+0.003578i,0.0025988+0.001717i,0.0021786-0.0004845i,0.0018085-0.001321i
0.010837+0.013153i,0.026735+0.0095068i,0.027388-0.00068427i,0.015407-0.0039239i,0.0076145+0.00097949i,0.0057171+0.0026152i,0.0038023+4.2711e-06i,0.0012739-0.0019609i,-0.00031634-0.0023772i,0.0013782-0.0025086i,0.0051388-0.0034666i,0.0061846-0.0037129i,0.0038249-0.0026104i,0.0018272-0.0016643i,0.0014478-0.0015561i,0.0017302-0.0015034i,-6.5576e-05-0.0012291i,-0.002858-0.0008685i,-0.0045923-0.00013542i,-0.0052229+0.00045374i,-0.0055486+0.00080964i,-0.005254+0.0013554i,-0.0042394+0.0014883i
0.015706-0.0077228i,0.011064-0.023401i,0.0010142-0.030507i,-0.0028644-0.023493i,-0.00054008-0.01676i,0.0016181-0.012825i,0.0022757-0.0068987i,0.0038005-0.0035045i,0.0037366-0.0030797i,0.00012356-0.0028446i,-0.0043501-0.0033207i,-0.0061429-0.002656i,-0.0041549-0.0016989i,-0.0020394-0.00082556i,-0.0014671+0.00042164i,-0.0012656+0.0010447i,-0.00044553-0.00011603i,0.0010362-0.0021761i,0.0026356-0.0041576i,0.0027622-0.0043974i,0.0015912-0.0026671i,0.0010639-0.0015527i,0.00047725-0.0018819i
-0.0023231-0.015274i,-0.01669-0.016364i,-0.021537-0.0084828i,-0.013702-0.00426i,-0.0071159-0.0085656i,-0.0069885-0.0092487i,-0.0040719-0.0046993i,0.00066293-0.001143i,0.00066961+0.00035266i,-0.0016425+0.0016617i,-0.0024311+0.0034641i,-0.001817+0.003143i,-0.0019166+0.0007421i,-0.0030554-0.00038325i,-0.0036924-0.0001155i,-0.0032697+0.0014031i,-0.0023704+0.0033758i,-0.00090594+0.0047628i,7.0178e-05+0.0053748i,0.0013332+0.0043107i,0.0027467+0.0028508i,0.0028004+0.001391i,0.0021029+0.00041589i
-0.014508+0.0033567i,-0.014534+0.018752i,-0.0062602+0.024029i,-0.00041963+0.012784i,-0.00069906+0.004101i,-0.0014723+0.0044743i,-0.00098923+0.0040349i,-0.0015019+0.0018641i,-0.0016414+0.00044679i,0.00035-0.00029108i,0.0039213-0.00084979i,0.0058295-0.00046049i,0.0045005+0.00083541i,0.00311+0.00041025i,0.003076-0.00071961i,0.0026371-0.00098903i,0.0015245-0.0011891i,-0.00051261-0.0027339i,-0.0030773-0.0039837i,-0.0046598-0.0031763i,-0.0046254-0.00085435i,-0.0036985+0.0012513i,-0.0032838+0.0014653i
-0.001661+0.011824i,0.014724+0.012691i,0.023996+0.0035288i,0.015745-0.0058036i,0.0071755-0.0080028i,0.0061742-0.0077777i,0.0059503-0.0063989i,0.0048821-0.0039295i,0.0035857-0.002199i,0.0011517-0.001266i,-9.505e-05-0.0023639i,0.00036591-0.0035639i,0.00090272-0.003537i,0.00017792-0.0022814i,-0.0014639-0.00060077i,-0.0012459+0.0006855i,0.00053729+0.0012186i,0.0021359+1.9669e-05i,0.0035832-0.0020468i,0.0035395-0.0029975i,0.0022361-0.0031856i,0.0014026-0.0036183i,0.000956-0.003959i
0.010558-0.008921i,0.011726-0.020826i,0.00039223-0.029199i,-0.0085972-0.019829i,-0.0093805-0.0053369i,-0.0062383+0.0011577i,-0.00073032+0.0017517i,0.0051196-0.00022378i,0.0048129-0.0026673i,0.00045494-0.0023337i,-0.0020101+0.00022703i,-0.0021317+0.0014556i,-0.0013844-0.00031888i,-0.00088955-0.00074377i,-0.001182+0.00059527i,-0.002854+0.0010488i,-0.0035623+0.00063374i,-0.0022479+0.0022955i,-0.0015085+0.0038891i,-0.00092666+0.0028598i,-0.00038916+0.0011421i,-0.000632+0.00019414i,-0.00097232+0.00067069i
0.0017258+0.006463i,-0.0048275+0.00035178i,-0.0051005+0.0021491i,0.0035489+0.00047142i,0.01229-0.0068533i,0.0099355-0.010599i,0.00079618-0.0071314i,-0.0055563-0.0040772i,-0.006206-0.0020675i,-0.0025144-0.000531i,0.0010429-0.0014755i,0.0011385-0.002047i,0.0002819-0.0010336i,0.0011265-0.00099579i,0.0022896-0.0021749i,0.0025777-0.0026307i,0.0016556-0.0024766i,-0.00049712-0.0031765i,-0.0029597-0.0033644i,-0.0032104-0.00080524i,-0.0015449+0.0029542i,-0.00032564+0.0038815i,0.00033439+0.0023847i
-0.0048641-0.0050535i,-0.0083549+0.0061543i,-0.005303+0.014192i,-0.0026212+0.007263i,-0.0055959-0.0054277i,-0.0064935-0.010273i,-0.0013888-0.0084743i,0.0043998-0.005017i,0.0052162-0.0017755i,0.0018004-0.00024306i,-0.001267+0.00050808i,-0.00025475+0.00033146i,0.00094556-0.00031509i,-0.00085219-0.00020504i,-0.002202+0.00081229i,-0.0021083+0.00157i,-0.00040164+0.0015602i,0.0024086+0.0013093i,0.003745+0.00076923i,0.0039695+6.6474e-06i,0.0033835-0.00075999i,0.002078-0.0028977i,0.0013862-0.0041962i
-0.003296+0.0086829i,0.0076035+0.012174i,0.018802+0.0072454i,0.015062+0.00040081i,0.0037211+0.0008524i,-0.0024716+0.0047855i,-0.0028948+0.0050302i,0.0012742+0.002816i,0.0041362+8.3436e-05i,0.0043337-0.001153i,0.0039707-0.0005779i,0.0021621-0.0016062i,-0.00036103-0.0026868i,-0.0017917-0.0016397i,-0.0013485-0.00016788i,-0.00098381+0.00076085i,-0.0025533+0.00094474i,-0.0035965+0.00085224i,-0.0025812+0.0012865i,-0.0015876+0.00030867i,-0.001257-0.00057634i,-0.0015882+0.00075337i,-0.0013712+0.0020064i
0.004+0.0020534i,0.010206-0.0086634i,0.0089703-0.018768i,0.0028713-0.017671i,0.003776-0.011468i,0.0075931-0.0065618i,0.0058389-0.0032891i,0.001447-0.00289i,-0.0022236-0.0033764i,-0.002915-0.0032713i,-0.0029812-0.0029112i,-0.0030634-0.0014553i,-0.0012379+0.00060495i,0.00088344+0.0012323i,0.0018616+0.00037478i,0.0021142-0.000883i,0.0017338-0.0020548i,0.00011096-0.0028937i,-0.001473-0.0038461i,-0.0023898-0.0035151i,-0.0023049-0.0014103i,-0.0016684+0.0010972i,-0.0013653+0.0016767i
0.0075734-0.0019084i,-0.0010339-0.0075871i,-0.012737-0.0094353i,-0.012261-0.0078997i,-0.0065437-0.010017i,-0.0041722-0.014237i,0.00010949-0.01286i,0.005368-0.0076783i,0.0050469-0.0023276i,4.2453e-05+0.00099283i,-0.0023409+0.0012787i,-0.00084684+1.0919e-05i,0.0003108-0.00094229i,-0.00038289-0.00099733i,-0.0012464-2.8101e-05i,-0.0022516+0.0017607i,-0.0016199+0.0023362i,0.0017418+0.0022519i,0.0037842+0.0020268i,0.0030726+0.0012408i,0.0017153+0.00035456i,0.0013819-0.00017779i,0.0016129-0.00051008i
