0.0014898+0.00026358i,0.0022459-0.00024533i,0.0016239-0.0013668i,9.2577e-05-0.0023042i,-0.0015315-0.0017383i,-0.0019383+0.00025802i,-0.00070039+0.0017023i,0.00055509+0.0017456i,0.0011909+0.00062066i,0.00075064-0.00072181i,0.00047235-0.00079051i,0.00027934-0.00056085i,-3.5011e-05-0.0010194i,-0.00012768-0.00053023i,0.00054488+0.00042296i,0.00086925+0.00049315i,0.00041488-6.1593e-05i,-5.7511e-05-0.00059107i,-0.0009307-0.0012366i,-0.00060649-0.0016824i,-0.00022989-0.001068i,7.9918e-05+0.00023731i,0.0011489+0.0010178i
-0.025832+0.23548i,0.079294+0.55866i,0.22621+0.83355i,0.23175+0.80277i,0.0095094+0.56002i,-0.20597+0.4008i,-0.17655+0.35553i,-0.027574+0.3026i,0.046605+0.214i,0.047774+0.10622i,0.020911+0.0029128i,-0.02106-0.028116i,-0.037417-0.0053997i,-0.015747+0.003268i,0.023901-0.016398i,0.044308-0.040699i,0.030129-0.028816i,0.0063825+0.0086184i,-0.015221+0.029126i,-0.022026+0.018609i,-0.0079725-0.020273i,-0.0052772-0.056926i,-0.015742-0.050603i
-0.104-0.21172i,-0.31017-0.42831i,-0.51313-0.53146i,-0.49872-0.32273i,-0.26245+0.059216i,0.013695+0.25728i,0.19942+0.12307i,0.20568-0.13073i,0.083837-0.19897i,0.023709-0.10867i,0.044131-0.06359i,0.047882-0.066751i,0.03325-0.037754i,0.038493+0.0013469i,0.047978+0.0040562i,0.028972-0.017335i,-0.0092574-0.01829i,-0.035427+0.013058i,-0.033496+0.053237i,-0.012111+0.068836i,-0.0022019+0.050839i,-0.012572+0.034596i,-0.0094928+0.036209i
0.13254+0.16416i,0.37635+0.24424i,0.60206+0.16995i,0.61494-0.031789i,0.54806-0.1578i,0.50862-0.24693i,0.29581-0.41366i,-0.069736-0.45275i,-0.25969-0.28055i,-0.20414-0.10413i,-0.11344-0.027509i,-0.068909+0.0024221i,-0.021772+0.025793i,0.039578+0.023961i,0.064035-0.0045081i,0.032834-0.013153i,-0.0070447+0.014588i,-0.021586+0.04605i,-0.026214+0.056428i,-0.033523+0.054414i,-0.023641+0.050823i,0.0014644+0.03439i,0.016039+0.010051i
-0.24415-0.14941i,-0.54125-0.18015i,-0.75641-0.11511i,-0.67585-0.051116i,-0.47074-0.128i,-0.35824-0.18911i,-0.28235-0.061283i,-0.19995+0.10352i,-0.14909+0.17319i,-0.13238+0.16303i,-0.14238+0.11661i,-0.14351+0.0837i,-0.089419+0.05686i,-0.025367+0.0062644i,-0.0012387-0.040571i,-0.010923-0.051158i,-0.029092-0.027102i,-0.033112+0.0069757i,-0.027685+0.028141i,-0.024519+0.033475i,-0.030562+0.020119i,-0.049347+0.0042361i,-0.057757-0.0011509i
0.29248+0.0031856i,0.57254-0.043892i,0.68772-0.079584i,0.41037-0.032238i,-0.027648+0.066522i,-0.23391+0.13958i,-0.18504+0.15163i,-0.06832+0.10135i,-0.009691+0.040578i,-0.0095169+0.033606i,-0.0080643+0.051904i,-0.0056792+0.053291i,-0.013779+0.03736i,-0.018199+0.0070513i,-0.014384-0.021172i,-0.010148-0.029961i,-0.012346-0.018733i,-0.0088713+0.00099879i,0.010668+0.010939i,0.027167+0.012541i,0.02527+0.017581i,0.010003+0.030266i,-0.0051875+0.041161i
-0.21084+0.096274i,-0.42583+0.26094i,-0.50056+0.43345i,-0.29218+0.48377i,-0.021085+0.45274i,0.094631+0.39239i,0.13539+0.24838i,0.1213+0.043412i,0.042473-0.093333i,0.013627-0.11803i,0.034872-0.10915i,0.022274-0.097131i,-0.0087201-0.060693i,-0.017356-0.018948i,-0.01721+0.0018845i,-0.024578+0.0096526i,-0.028426+0.014247i,-0.022238+0.014543i,-0.0099756+0.0098097i,0.014-0.0019401i,0.043717-0.016543i,0.05992-0.019609i,0.056685+0.00011055i
0.19919-0.15894i,0.3849-0.41452i,0.47257-0.66061i,0.38925-0.64182i,0.32563-0.38955i,0.34028-0.22736i,0.23062-0.25091i,0.011097-0.22668i,-0.1045-0.093696i,-0.092346-0.014421i,-0.070385-0.0079336i,-0.060011-0.002427i,-0.03606+0.011622i,-0.0013277+0.01502i,0.016469+0.01338i,0.0082042+0.026245i,-0.0014905+0.041972i,-0.0042837+0.04433i,-0.0054087+0.039944i,-0.009253+0.027017i,-0.019684+0.0028865i,-0.028189-0.011361i,-0.018577-0.007618i
-0.1282+0.24098i,-0.23427+0.51363i,-0.2643+0.69387i,-0.18968+0.55725i,-0.11549+0.24192i,-0.096775+0.062426i,-0.066953+0.041368i,-0.028537+0.02553i,-0.025967-0.0014011i,-0.055439+0.00012434i,-0.078429+0.019264i,-0.06461+0.027644i,-0.032874+0.0095207i,-0.0165-0.014549i,-0.012388-0.014235i,0.0021655+0.0031351i,0.021686+0.0088619i,0.027393+0.0061173i,0.017463+0.0084036i,-0.0011072+0.0083384i,-0.011881+0.0030608i,-0.0090389-0.0090158i,-0.0050662-0.022646i
0.037977-0.27829i,0.023832-0.54888i,-0.071682-0.69989i,-0.21698-0.56321i,-0.27909-0.33104i,-0.22301-0.17321i,-0.11786-0.031196i,0.0090796+0.062545i,0.076036+0.063748i,0.063861+0.057245i,0.052645+0.054451i,0.032437+0.024816i,-0.011815+0.013014i,-0.035657+0.029199i,-0.019532+0.03179i,0.010655+0.0043225i,0.02331-0.033348i,0.017551-0.05581i,0.008254-0.053717i,0.0036236-0.029994i,0.0016743-0.0023071i,0.00043205+0.0086953i,-0.00027281+0.0026014i
0.076007+0.25109i,0.16616+0.52635i,0.27021+0.71473i,0.30744+0.64078i,0.22668+0.44948i,0.13453+0.30036i,0.11833+0.14446i,0.10666-0.0029751i,0.08199-0.070097i,0.066087-0.077207i,0.042038-0.065793i,0.016288-0.036864i,0.0047529-0.000215i,0.0050764+0.023067i,0.0092842+0.024024i,0.0056051+0.0071898i,-0.013578-0.01228i,-0.037019-0.021736i,-0.044049-0.018012i,-0.027656-0.0048493i,0.004219+0.012861i,0.032116+0.021447i,0.035569+0.016995i
-0.13271-0.19017i,-0.24766-0.40836i,-0.27641-0.53193i,-0.10356-0.39342i,0.14821-0.17828i,0.24038-0.11535i,0.15729-0.10378i,0.057223-0.050986i,0.0031583-0.025585i,-0.021373-0.026573i,-0.018371-0.025207i,-0.010086-0.031416i,-0.00576-0.028296i,0.012285-0.013577i,0.026572-0.0090056i,0.015556-0.012245i,-0.0096963-0.0069566i,-0.02997+0.01294i,-0.033111+0.034831i,-0.017856+0.040666i,0.0033659+0.022523i,0.0026505-0.0035521i,-0.016714-0.0053092i
0.16607+0.12809i,0.35064+0.27233i,0.48031+0.30489i,0.38077+0.096771i,0.12066-0.12017i,-0.044329-0.11858i,-0.021905-0.082372i,0.010783-0.12865i,-0.053749-0.10873i,-0.10683-0.018354i,-0.092013+0.029591i,-0.054771+0.033019i,-0.026026+0.026568i,-0.0081643+0.016099i,0.00017939+8.0797e-05i,-0.0074216-0.016336i,-0.021341-0.016178i,-0.021074-0.00059012i,-0.0088086+0.0087383i,-0.0030844+0.0019801i,-0.012909-0.01135i,-0.031224-0.0078465i,-0.036232+0.015318i
-0.17752-0.084376i,-0.4106-0.19569i,-0.64199-0.28318i,-0.70617-0.24608i,-0.57605-0.15473i,-0.37138-0.081557i,-0.2127-0.0052534i,-0.11281+0.028272i,-0.051918+0.016867i,-0.015284+0.025454i,0.014985+0.029397i,0.027247+0.003374i,0.020965-0.01544i,0.016496-0.010632i,0.016299+0.0014109i,0.0098149+0.0075475i,-0.0021864+0.011854i,-0.013439+0.014545i,-0.021912+0.013779i,-0.020883+0.015034i,-0.007484+0.016608i,0.0099335+0.013392i,0.024576+0.0026239i
0.18916+0.0080069i,0.39692+0.062842i,0.51849+0.1085i,0.39033+0.11936i,0.1585+0.17558i,0.088833+0.25706i,0.14722+0.22601i,0.14167+0.12932i,0.086326+0.074026i,0.064105+0.034035i,0.045876-0.0053993i,0.018699-0.015361i,0.0056241-0.008612i,0.0081537-0.0047687i,0.020511-0.0052079i,0.023549-0.0092719i,0.012979-0.0085918i,0.0065058+0.00033615i,0.010466+0.0084343i,0.020305+0.0071854i,0.028627-0.0053672i,0.030621-0.016455i,0.025738-0.020214i
-0.1632+0.089584i,-0.35576+0.1211i,-0.47428+0.17179i,-0.32447+0.2725i,-0.01937+0.28564i,0.15889+0.1041i,0.14413-0.083204i,0.083885-0.11957i,0.074911-0.085307i,0.063221-0.080256i,0.012329-0.071259i,-0.026093-0.029196i,-0.019662+0.0025994i,0.0022154-0.0051115i,0.0045834-0.025621i,-0.0086745-0.026946i,-0.018609-0.017874i,-0.021642-0.014104i,-0.020429-0.012214i,-0.01941-0.011002i,-0.020197-0.0077897i,-0.019774+4.5256e-05i,-0.014316+0.0056619i
0.056774-0.098363i,0.21653-0.12548i,0.40827-0.088965i,0.45507-0.0014371i,0.32065+0.082196i,0.13701+0.10838i,-0.014629+0.053426i,-0.096605-0.0042087i,-0.092319-0.030714i,-0.065365-0.037439i,-0.049641-0.020207i,-0.028513-0.0093493i,-0.016872-0.015713i,-0.023484-0.018967i,-0.032208-0.01468i,-0.02945-0.0029928i,-0.012394+0.010636i,0.0089978+0.015899i,0.019717+0.0051164i,0.0097496-0.0094392i,-0.006981-0.0098543i,-0.014056-0.0041676i,-0.015343-0.0012133i
-0.049987+0.045169i,-0.1785+0.06612i,-0.29423+0.028504i,-0.24547-0.11561i,-0.10009-0.28881i,-0.053225-0.3226i,-0.060872-0.16786i,-0.034131-0.015364i,-0.043949+0.027049i,-0.061247+0.033225i,-0.032265+0.021406i,-0.014721-0.001492i,-0.014065-0.0024041i,-0.00823+0.0039107i,-0.0054976+0.0082435i,0.0018074+0.0080883i,0.014066-0.008687i,0.014286-0.031533i,0.0018467-0.035743i,-0.0054259-0.017949i,-0.0013711+0.001182i,0.004544+0.010035i,0.0051699+0.011577i
0.033685-0.068952i,0.139-0.14928i,0.22565-0.22838i,0.13719-0.24156i,-0.041272-0.12049i,-0.097632+0.068544i,-0.040887+0.14026i,0.0014446+0.094361i,0.012199+0.069292i,0.019597+0.065575i,0.010204+0.041439i,-0.0025254+0.019241i,-0.0057899+0.0043087i,-0.0076458+0.0045692i,0.0040093+0.01815i,0.025263+0.019492i,0.028667+0.0096327i,0.015797+0.003242i,0.0038139+0.00045697i,-0.00053438-0.0026701i,0.0030287-0.0058984i,0.009943-0.011253i,0.0098097-0.013168i
0.027289+0.037532i,-0.036018+0.094614i,-0.13922+0.15496i,-0.13718+0.14805i,-0.034294+0.021719i,0.030376-0.11345i,0.040367-0.11587i,0.04446-0.045662i,0.038892-0.02486i,0.012164-0.030769i,-0.01275-0.013491i,-0.026522+0.013503i,-0.026806+0.034524i,-0.010456+0.035814i,0.0077261+0.011797i,0.010814-0.021479i,-0.0018429-0.041958i,-0.020626-0.035447i,-0.033095-0.0052487i,-0.029891+0.021654i,-0.017841+0.02453i,-0.016219+0.013337i,-0.020105+0.0087797i
-0.022783+0.016628i,0.023879+0.00055131i,0.093157-0.0085499i,0.049884+0.062701i,-0.091503+0.21518i,-0.12678+0.28236i,-0.059813+0.16226i,-0.025756+0.015723i,-0.01949-0.019576i,-0.0069445-0.0067045i,-0.00025658+0.00027004i,0.007447+0.011311i,0.018043+0.019144i,0.020568+0.018285i,0.0080853+0.01355i,-0.019087+0.014657i,-0.041737+0.025964i,-0.042044+0.032571i,-0.026203+0.02526i,-0.011676+0.012515i,-0.0053283+0.0042738i,-0.0024192+0.0044231i,0.0027896+0.0058044i
0.010615-0.041226i,-0.041195-0.025981i,-0.13312+0.036147i,-0.148+0.0796i,-0.069847+0.015567i,-0.04732-0.075752i,-0.065075-0.042819i,-0.020596+0.030434i,0.027817+0.026933i,0.028969+0.010473i,0.03453+0.0091157i,0.047887-0.010256i,0.042225-0.026043i,0.033208-0.021502i,0.026495-0.01334i,0.015734-0.009108i,0.0045227-0.0063237i,-0.0053921-0.00023405i,-0.0096238+0.010011i,-0.0038987+0.020174i,0.0084644+0.023316i,0.018076+0.018441i,0.019202+0.013104i
0.011565+0.048992i,0.073179+0.043005i,0.17255-0.025053i,0.20931-0.087169i,0.15523+0.00022901i,0.13364+0.18584i,0.18562+0.21881i,0.17237+0.080626i,0.069071-0.010392i,0.014713-0.00043398i,0.0213+0.0038535i,0.0090043-0.015495i,-0.012539-0.015343i,-0.011377-0.0042793i,-0.00019216+0.00063362i,0.0065878+0.0054494i,0.012144+0.012215i,0.024187+0.012027i,0.038751-0.00033732i,0.042808-0.018992i,0.030961-0.029134i,0.014431-0.022258i,0.0078565-0.0072254i
-0.023807-0.060005i,-0.078997-0.084274i,-0.14144-0.067481i,-0.12736-0.054122i,-0.025716-0.12612i,0.063091-0.254i,0.043541-0.3123i,-0.026551-0.24434i,-0.044424-0.13504i,-0.028884-0.077476i,-0.033115-0.059928i,-0.043538-0.038664i,-0.034586-0.019435i,-0.019738-0.016715i,-0.0099825-0.021826i,0.00032185-0.024477i,0.0076005-0.02294i,0.0035697-0.019663i,-0.0071179-0.01764i,-0.013858-0.017036i,-0.015957-0.012507i,-0.013292-0.0031409i,-0.0059383+0.00043771i
0.050342+0.064553i,0.12109+0.10526i,0.18956+0.12341i,0.19944+0.14727i,0.1608+0.2096i,0.09849+0.23343i,0.017157+0.16082i,-0.069707+0.076288i,-0.10241+0.049706i,-0.069653+0.04111i,-0.042679+0.027414i,-0.037863+0.026912i,-0.034042+0.031057i,-0.028143+0.025862i,-0.020973+0.020946i,-0.012974+0.024082i,0.001119+0.025497i,0.017315+0.01861i,0.020129+0.0079014i,0.010284+0.0011003i,-8.4992e-05-0.0058461i,-0.0073854-0.015958i,-0.014083-0.020646i
-0.058962-0.040352i,-0.142-0.076221i,-0.23076-0.096186i,-0.27205-0.12467i,-0.24605-0.21885i,-0.18584-0.3107i,-0.1319-0.25738i,-0.065995-0.10514i,-0.002165-0.0057977i,0.017578+0.0082103i,0.017021-0.003918i,0.021874-0.013849i,0.026662-0.017678i,0.025093-0.012552i,0.019002-0.0043544i,0.013682-0.0051452i,0.0030173-0.019263i,-0.014873-0.032195i,-0.029057-0.029296i,-0.030486-0.014206i,-0.020089-0.0019547i,-0.012213+0.0017352i,-0.011953+0.0052249i
0.082973+0.019652i,0.15653+0.053909i,0.2165+0.092838i,0.20394+0.12295i,0.10458+0.17501i,0.0040506+0.26949i,-0.024483+0.29913i,-0.00020724+0.22601i,0.029006+0.12781i,0.028822+0.065017i,0.0094572+0.042473i,-0.003922+0.03181i,-0.0085308+0.01879i,-0.0073853+0.014685i,0.0037636+0.011525i,0.011111+0.0027592i,0.0023692+0.0079632i,-0.005972+0.028118i,-0.0053631+0.040334i,-0.0043004+0.037854i,-0.00033263+0.029515i,0.0079888+0.018511i,0.012208+0.010662i
-0.076969-0.008361i,-0.13806-0.050115i,-0.17823-0.12664i,-0.14086-0.20322i,-0.040413-0.25i,0.034374-0.2642i,0.08893-0.1953i,0.12948-0.12059i,0.088464-0.1223i,0.0067027-0.11229i,-0.021771-0.062795i,-0.010284-0.026856i,5.2027e-05-0.0066835i,0.010106-0.0012153i,0.010093-0.018422i,-0.0029256-0.037307i,-0.0082-0.044219i,-0.0068147-0.042666i,-0.0046363-0.029645i,0.0034727-0.012739i,0.010025-0.0025323i,0.0070499+0.006447i,0.0032267+0.014501i
0.051417-0.006282i,0.115+0.034184i,0.17287+0.11256i,0.15486+0.19349i,0.054726+0.26902i,-0.011505+0.28805i,-0.023228+0.16784i,-0.050073+0.031062i,-0.070846+0.023644i,-0.041121+0.056817i,-0.010557+0.039244i,-0.0089005+0.015907i,-0.0083931+0.0068687i,-0.0048832+4.175e-05i,-0.0079292+0.0049933i,-0.015488+0.018359i,-0.025078+0.030017i,-0.028619+0.036026i,-0.021682+0.029315i,-0.014534+0.015029i,-0.0094559+0.0090372i,0.0022432+0.0092906i,0.016735+0.0024625i
-0.041485+0.015078i,-0.099376-0.019072i,-0.16924-0.062618i,-0.17884-0.079626i,-0.10855-0.10727i,-0.040307-0.13836i,-0.013946-0.11102i,0.0084603-0.04986i,0.03591-0.02645i,0.033269-0.023924i,0.021409-0.013008i,0.016818-0.011622i,0.0066405-0.011379i,0.0012526-0.0055069i,0.0014343-0.0048903i,0.0014853-0.0074222i,0.0093242-0.011254i,0.01899-0.019068i,0.020082-0.021681i,0.019683-0.016525i,0.017145-0.014317i,0.0019682-0.015679i,-0.015711-0.011283i
0.023852-0.016166i,0.066294+0.019026i,0.10683+0.061565i,0.081066+0.070243i,0.003472+0.094492i,-0.037197+0.15316i,-0.011382+0.14986i,0.0040306+0.067335i,-0.011533+0.039634i,0.0085959+0.066379i,0.037663+0.055095i,0.030251+0.026006i,0.011829+0.01323i,-0.00071284+0.013403i,-0.0017872+0.024376i,0.0037774+0.031109i,-0.004512+0.026895i,-0.016606+0.020192i,-0.015551+0.0096982i,-0.01163-0.004406i,-0.012133-0.01044i,-0.007263-0.0044484i,0.00499+0.0024519i
-0.0081302+0.0038252i,-0.04135-0.037959i,-0.083932-0.10856i,-0.081909-0.13242i,-0.0090196-0.11342i,0.067076-0.12168i,0.04223-0.1133i,-0.016931-0.047399i,-0.014546-0.029621i,-0.012823-0.073217i,-0.043485-0.076802i,-0.054277-0.037698i,-0.037331-0.0068212i,-0.013008+0.0050505i,0.0077193-0.0046947i,0.02007-0.019288i,0.030193-0.016401i,0.035041-0.0039757i,0.023817+0.0046941i,0.0065718+0.0088105i,-0.00085003+0.006662i,-0.0046608-0.005524i,-0.017085-0.014598i
-0.00088878-0.0035941i,0.027307+0.046572i,0.098427+0.1487i,0.18032+0.19804i,0.18441+0.14893i,0.099195+0.11475i,0.060085+0.10332i,0.061333+0.042413i,0.011096-0.017831i,-0.036322-0.013504i,-0.020401+0.012834i,0.011971+0.017637i,0.024692+0.013117i,0.020996+0.010266i,0.010268+0.015053i,0.0011789+0.019668i,-0.0069806+0.0087333i,-0.014365-0.0082529i,-0.015639-0.012154i,-0.010208-0.0046694i,-0.0037385+0.0017551i,0.00082244+0.0082729i,0.0055464+0.015496i
0.022693+0.0016238i,0.012721-0.048242i,-0.055954-0.14796i,-0.15959-0.18356i,-0.17851-0.11491i,-0.073331-0.096668i,-0.0056625-0.13782i,-0.034738-0.10352i,-0.047223-0.014754i,-0.020127+0.0082238i,-0.010754-0.027402i,-0.017438-0.048775i,-0.016312-0.04533i,-0.0023884-0.036502i,0.01446-0.034629i,0.016295-0.038983i,0.0019598-0.034023i,-0.01249-0.017561i,-0.016498-0.0038373i,-0.011867+0.0042427i,-0.0052472+0.0053735i,-0.0034992+0.00028401i,-0.0046006-0.0016703i
-0.046395+0.018719i,-0.060562+0.081197i,-0.0099993+0.1927i,0.089081+0.22799i,0.10977+0.13541i,0.017708+0.072918i,-0.030258+0.097096i,0.034755+0.08528i,0.076011+0.028773i,0.044486+0.031053i,0.018966+0.067957i,0.010671+0.068861i,-0.0028766+0.045203i,-0.015707+0.022738i,-0.029335+0.0064749i,-0.038258+0.0019449i,-0.029385+0.0023086i,-0.0097541+0.00071852i,0.0096254+0.00037249i,0.023111-0.0013872i,0.02446+0.00026371i,0.019164+0.0095064i,0.017958+0.017735i
0.06182-0.029118i,0.091162-0.11188i,0.058275-0.26061i,-0.043764-0.36327i,-0.09501-0.31707i,-0.033439-0.2064i,0.027326-0.15329i,-0.0082175-0.11568i,-0.046432-0.046024i,-0.019235-0.011543i,0.0042104-0.027425i,-0.0031161-0.034864i,-0.0034978-0.019481i,0.0073211-0.0058797i,0.017057-0.001123i,0.021677-0.0023364i,0.014003-0.0012204i,0.0013582+0.0040182i,-0.006341+0.0021753i,-0.011176-0.0070885i,-0.012396-0.013383i,-0.0058833-0.016141i,-0.00025178-0.01904i
-0.058756+0.037981i,-0.098318+0.12019i,-0.095881+0.25118i,-0.036678+0.35175i,0.0023354+0.32573i,-0.048218+0.20617i,-0.12273+0.13239i,-0.097889+0.11416i,-0.018561+0.064959i,-0.0016457+0.0059167i,-0.026491-0.00015157i,-0.031667+0.021392i,-0.019088+0.027196i,-0.010357+0.019415i,-0.015744+0.01429i,-0.020106+0.02393i,-0.0060492+0.03347i,0.010544+0.027128i,0.011021+0.016921i,0.0037681+0.016657i,0.0037134+0.020673i,0.0056597+0.016704i,0.0049346+0.0064763i
0.043278-0.052444i,0.092923-0.11939i,0.13112-0.19517i,0.12225-0.23697i,0.066439-0.19138i,0.050893-0.065912i,0.098039+0.012405i,0.090469+0.0020049i,0.024276-0.0041024i,0.0061551+0.010333i,0.029679-0.0052897i,0.044983-0.031054i,0.043613-0.035053i,0.033996-0.016766i,0.037661+0.0085078i,0.046108+0.0081849i,0.030582-0.016035i,-0.00039383-0.029471i,-0.018111-0.024548i,-0.01866-0.01895i,-0.015849-0.020356i,-0.016833-0.018965i,-0.017657-0.010853i
-0.024944+0.057605i,-0.082299+0.11103i,-0.18219+0.15853i,-0.26902+0.21318i,-0.24593+0.22799i,-0.16303+0.14258i,-0.11751+0.04317i,-0.076518+0.014108i,-0.02205+0.0068669i,-0.0062439-0.0017451i,-0.018858+0.006847i,-0.034654+0.011333i,-0.04862+0.0079323i,-0.044268-0.0026422i,-0.033321-0.025392i,-0.03607-0.036306i,-0.039165-0.020296i,-0.028954+0.0036651i,-0.014593+0.014179i,-0.0073901+0.014908i,-0.0049831+0.016653i,-0.0037655+0.018666i,-0.0046969+0.019253i
0.022604-0.051724i,0.079951-0.077284i,0.22549-0.082028i,0.38364-0.11563i,0.39416-0.14773i,0.29127-0.077764i,0.23392+0.011866i,0.19564-0.01008i,0.1039-0.052407i,0.035704-0.026205i,0.02778+0.0079401i,0.03364+0.020174i,0.032424+0.024946i,0.024855+0.029201i,0.020571+0.031812i,0.023789+0.024195i,0.026256+0.0082833i,0.024476-0.0040188i,0.020265-0.008674i,0.017304-0.010606i,0.012773-0.015726i,0.0049762-0.01783i,-0.0027054-0.013025i
-0.0058083+0.040549i,-0.055015+0.022295i,-0.20734-0.045861i,-0.37435-0.080315i,-0.36074-0.047532i,-0.20639-0.070671i,-0.12987-0.15681i,-0.13544-0.15621i,-0.1088-0.095139i,-0.070213-0.070885i,-0.058104-0.060392i,-0.051691-0.041596i,-0.037741-0.021481i,-0.016541-0.012496i,-0.0088806-0.020635i,-0.021633-0.02022i,-0.02709-0.0040093i,-0.02197+0.0047065i,-0.018459+0.004943i,-0.016622+0.0095331i,-0.011555+0.018755i,0.00034739+0.020869i,0.0097501+0.01269i
-0.015568-0.016324i,0.02685+0.038663i,0.18592+0.16532i,0.37254+0.2495i,0.369+0.20622i,0.19288+0.15363i,0.069933+0.17209i,0.050818+0.15486i,0.046781+0.093382i,0.037373+0.049802i,0.033268+0.018127i,0.032514+0.00087298i,0.036617-0.0068818i,0.029144-0.0055847i,0.018577+0.018625i,0.025874+0.03749i,0.034836+0.028553i,0.032768+0.013793i,0.026106+0.0084419i,0.022194+0.0057643i,0.021893-0.0019777i,0.015473-0.010143i,0.0070857-0.011982i
0.042972-0.0026002i,0.010323-0.085597i,-0.13793-0.25674i,-0.34775-0.38226i,-0.39828-0.32741i,-0.23213-0.20146i,-0.082826-0.14809i,-0.0618-0.088972i,-0.062087-0.0030331i,-0.045351+0.025059i,-0.03858+0.0087046i,-0.03929-0.015309i,-0.041248-0.033738i,-0.031817-0.041385i,-0.016733-0.053209i,-0.017593-0.064597i,-0.029899-0.060441i,-0.037576-0.04372i,-0.032225-0.028735i,-0.022803-0.021952i,-0.019072-0.012289i,-0.013942+0.0025658i,-0.0065083+0.015097i
-0.048428+0.024252i,-0.03843+0.12982i,0.053914+0.33609i,0.21105+0.49611i,0.26884+0.42356i,0.14065+0.24682i,0.020407+0.18163i,0.026883+0.14832i,0.048495+0.08444i,0.041113+0.063176i,0.037722+0.069422i,0.029191+0.067985i,0.014661+0.060039i,0.00055425+0.048552i,-0.0066043+0.047815i,-0.00044277+0.052466i,0.0095915+0.049397i,0.015024+0.041812i,0.016019+0.030917i,0.016059+0.017375i,0.015441+0.0017702i,0.0098499-0.011459i,0.0034098-0.014573i
0.049036-0.04882i,0.064309-0.16556i,0.030476-0.39088i,-0.065022-0.57101i,-0.10561-0.48904i,-0.0070774-0.281i,0.081466-0.18956i,0.047354-0.14588i,-0.017035-0.074771i,-0.037903-0.03631i,-0.035259-0.029523i,-0.026857-0.020838i,-0.014464-0.0035985i,0.0043959+0.0058933i,0.021538-0.010855i,0.020931-0.035779i,0.0080852-0.043042i,-0.0006588-0.040036i,-0.0049743-0.033819i,-0.0091123-0.023916i,-0.0125-0.013149i,-0.010908-0.003651i,-0.0058718-0.00064623i
-0.042029+0.067976i,-0.078383+0.19209i,-0.08689+0.42925i,-0.018158+0.61611i,0.029292+0.50939i,-0.044806+0.24115i,-0.11349+0.079153i,-0.062238+0.0048122i,0.020932-0.054968i,0.050732-0.066782i,0.046618-0.03698i,0.037816-0.0056595i,0.028639+0.013097i,0.012947+0.025933i,-0.0073797+0.042488i,-0.018662+0.059233i,-0.015503+0.063464i,-0.010727+0.051712i,-0.010522+0.037353i,-0.0063772+0.030584i,0.0023533+0.023033i,0.0077984+0.010952i,0.007728-0.0012158i
0.031422-0.082044i,0.095269-0.20182i,0.14897-0.43042i,0.10263-0.59202i,0.014326-0.45225i,0.0048337-0.1671i,0.03675-0.010753i,0.021125+0.021423i,-0.014904+0.023208i,-0.022359+0.0065048i,-0.021893-0.028447i,-0.024343-0.054068i,-0.015054-0.057881i,0.0034717-0.054487i,0.02173-0.055585i,0.032379-0.061768i,0.028589-0.063767i,0.017498-0.050793i,0.0089378-0.029353i,0.00018105-0.014832i,-0.0092556-0.0070083i,-0.014011+0.0024157i,-0.014884+0.011505i
-0.014908+0.078898i,-0.099869+0.19579i,-0.19479+0.39797i,-0.19592+0.51097i,-0.13023+0.3654i,-0.080238+0.14737i,-0.039146+0.051077i,0.01996+0.011781i,0.05982-0.021998i,0.051244-0.026437i,0.024383-0.0019387i,0.0024738+0.018146i,-0.013861+0.009645i,-0.029047-0.0033776i,-0.0457+0.0011012i,-0.05893+0.015748i,-0.059323+0.028079i,-0.045283+0.030421i,-0.0282+0.023065i,-0.015186+0.015871i,-0.002763+0.01275i,0.0062112+0.009219i,0.0065533+0.0073387i
0.0082016-0.067244i,0.10186-0.18579i,0.2092-0.37605i,0.21619-0.46104i,0.14816-0.29864i,0.10409-0.065547i,0.06691+0.034353i,-0.016515+0.054773i,-0.090337+0.071812i,-0.098765+0.070744i,-0.066103+0.041402i,-0.032798+0.0078648i,-0.011126-0.0014146i,0.010864+0.0021469i,0.037446+0.00044517i,0.058313-0.0068191i,0.062929-0.014964i,0.049558-0.016225i,0.033073-0.012584i,0.024342-0.013773i,0.01475-0.019615i,0.0017194-0.02206i,-0.0043955-0.015396i
-0.0044004+0.044147i,-0.099945+0.16125i,-0.21535+0.3442i,-0.21954+0.43002i,-0.11317+0.30653i,-0.010147+0.10012i,0.042912-0.018497i,0.059524-0.042991i,0.041971-0.033728i,0.018941-0.017599i,0.012385+0.0064619i,0.010288+0.03048i,0.0026677+0.038247i,-0.0094468+0.032299i,-0.025068+0.019521i,-0.043828+0.0071623i,-0.052044+0.0017597i,-0.040159-0.003246i,-0.023524-0.0093246i,-0.013268-0.010332i,-0.005978-0.0049381i,0.00050141+0.0016943i,0.0067305+0.0021745i
