-0.00078483+0.0015642i,0.00044284+0.00025302i,-0.00020841-0.00063516i,-0.00073087-0.00021346i,-0.0013988+9.8404e-05i,-0.0022363+0.00010318i,-0.0021932+0.0012472i,-0.0016267+0.0018187i,-0.00013833+0.00099854i,0.0013182+0.00017426i,0.0012738+5.2016e-06i,1.2313e-05-0.00045371i,-7.0464e-05-0.0011322i,5.0874e-05-0.0012522i,-0.00060307-0.0003775i,-0.00065522+0.00044488i,0.00015625+0.00029754i,0.00059313+8.5808e-05i,0.00013107-0.00023067i,0.00022378+5.6819e-05i,0.00037721+0.00077238i,-2.1153e-06+0.0005662i,-0.00044663+0.00053768i
0.0043725-0.050363i,-0.00043777-0.085351i,-0.012112-0.089924i,-0.022089-0.058174i,-0.018644-0.025141i,-0.010987-0.011233i,-0.0058502-0.0028667i,-0.00099587+0.0037075i,0.0030934+0.0027474i,0.0034814-5.0276e-05i,0.0010608-0.00092767i,-0.0011584-0.00037456i,-0.001171+0.00069773i,0.00046197+0.0010929i,0.0016442+0.00012592i,0.001965-0.0013162i,0.0018526-0.0017227i,0.00097687-0.0018754i,-0.00076854-0.0027601i,-0.001513-0.0032381i,-0.00019473-0.001404i,0.0011881+0.0014822i,0.0025241+0.0031817i
0.039259+0.028301i,0.068132+0.046187i,0.076045+0.039442i,0.054274+0.012904i,0.027027-0.0030923i,0.015609-0.0058941i,0.0097507-0.0079085i,0.0024508-0.0079923i,-0.0017195-0.0035832i,-0.002402+0.00020133i,-0.0011112+0.0012178i,-0.00019213-0.00057617i,-0.0011643-0.002234i,-0.0011365-0.0014791i,0.00074622+0.00034243i,0.001739+0.0008551i,0.0029886+0.00068983i,0.0047673+0.0013888i,0.0052036+0.0020944i,0.0027023+0.0019993i,-0.0022026+0.00083479i,-0.0044249-0.00087293i,-0.0034699-0.0024641i
-0.044776+0.015994i,-0.077338+0.027277i,-0.077225+0.035035i,-0.043646+0.032137i,-0.016598+0.019675i,-0.0076568+0.011816i,-0.0020133+0.0078593i,0.0028455+0.0022467i,0.0030027-0.0024645i,0.00047046-0.0040708i,-0.0016647-0.0016397i,-0.0018862+0.0013827i,-0.00093375+0.0026471i,-0.0017321+0.0018265i,-0.0032977+0.00060951i,-0.0037899+0.00045769i,-0.00405+0.00018352i,-0.0039763-0.00025089i,-0.0025631-0.0010727i,0.00046715-0.0015599i,0.0035556-0.0011231i,0.0035485-0.00030021i,0.0022219+0.00037518i
0.016923-0.049466i,0.025102-0.082947i,0.017481-0.089922i,-0.0017466-0.060299i,-0.009946-0.028362i,-0.0089952-0.011362i,-0.0085917-0.0016739i,-0.0050947+0.0037103i,-0.0003487+0.0038182i,0.0012834+0.00079398i,0.00090078-0.0015928i,0.00022767-0.0012227i,0.0004007+0.00048578i,0.0024759+0.0022587i,0.0043546+0.0042192i,0.0041642+0.0046347i,0.0033631+0.0032729i,0.0031487+0.0013677i,0.0025561-0.00020708i,0.0011897+0.00019675i,-0.0011634+0.0015942i,-0.0029375+0.0014319i,-0.0029736-6.3405e-05i
0.028498+0.042817i,0.05022+0.068439i,0.05802+0.065096i,0.044811+0.032862i,0.027393+0.0089122i,0.017955+0.0011533i,0.01286-0.0024472i,0.0068516-0.0032841i,0.0018665-0.0018913i,-0.0005094-0.0002323i,-0.0011755+0.0014094i,-0.0011508+0.0012355i,-0.0013606+0.00061568i,-0.0021554+0.00078151i,-0.001848+0.00066476i,-0.0010583+0.00079576i,-0.00095122+0.0017267i,-0.00088587+0.0028124i,-0.0015686+0.0020328i,-0.0014544-0.00021777i,-6.3136e-05-0.00137i,0.0013159-0.0009401i,0.0028177+0.00039771i
-0.046385+0.0042147i,-0.080605+0.0051019i,-0.083165+0.0096119i,-0.052359+0.014052i,-0.024102+0.014383i,-0.010975+0.0096024i,-0.0026023+0.0056029i,0.0032174+0.0013328i,0.0035297-0.0020832i,0.001191-0.002869i,-0.00063762-0.00338i,-0.0015127-0.0034965i,-0.0013834-0.0028085i,4.4292e-05-0.0017648i,0.0021362-0.0023901i,0.0024996-0.0028052i,0.0020426-0.0014317i,0.002569-0.00053227i,0.0030244-0.0005472i,0.0015875+0.00043974i,-0.00072681+0.0021976i,-0.0022851+0.0021283i,-0.0032265+0.0005806i
0.028466-0.038859i,0.04579-0.065947i,0.045509-0.070455i,0.023733-0.050867i,0.0046111-0.029778i,-0.0025366-0.016136i,-0.0046653-0.0070466i,-0.0023798-0.00052947i,0.0010101+0.0013429i,0.0014477+0.00077604i,0.00028818+0.0010415i,-0.00067713+0.0019603i,-0.0012299+0.0026276i,-0.0012333+0.0030134i,-0.0010119+0.0030159i,-0.00069623+0.0031276i,-0.00062267+0.0032997i,0.00032478+0.0026692i,0.0013418+0.001301i,0.00020977-0.00032111i,-0.00062799-0.0016428i,0.00068503-0.001761i,0.0018608-0.00085363i
0.016433+0.038025i,0.02617+0.066471i,0.026791+0.067273i,0.021008+0.040865i,0.013521+0.01599i,0.0080421+0.0072585i,0.0063885+0.0028848i,0.0036595-0.00072872i,-0.0010011-0.0016119i,-0.0034865-0.001802i,-0.0026795-0.0021266i,-0.0013525-0.0028015i,-0.00063179-0.0030339i,0.00025886-0.0017077i,0.00077237+0.0001678i,0.0011643+0.0010831i,0.00036837+0.00070239i,4.4485e-06+0.00015129i,0.0006723+0.00036161i,0.0011219+0.00096161i,0.00070835+0.0016228i,-0.0007988+0.0024451i,-0.0027334+0.0026786i
-0.04453-0.007792i,-0.071032-0.014796i,-0.07492-0.016305i,-0.050784-0.0068907i,-0.024423+0.0020991i,-0.011138+0.0031444i,-0.0027967+0.0042239i,0.0037645+0.004074i,0.0048699+0.001651i,0.0018438+0.00034554i,0.000724+0.00050586i,0.0012672+0.0023565i,0.0015347+0.0029439i,0.0020654+0.0020782i,0.0022577+0.0017843i,0.002533+0.00039671i,0.0023418+0.00069579i,0.00095344+0.0019007i,-0.00015505+0.0018404i,-0.00081444+0.0008703i,-0.0012372-0.00069623i,-0.00057795-0.001492i,0.0010802-0.0019925i
0.029477-0.026494i,0.051707-0.042164i,0.055329-0.04279i,0.033954-0.030807i,0.012252-0.017411i,0.0041584-0.010027i,0.00049825-0.0058849i,-0.0016656-0.00062074i,-0.00014686+0.0024396i,0.0011266+0.0016515i,0.00041213-0.0008506i,-0.00078671-0.0023158i,-0.0019504-0.0014439i,-0.0018965-0.00037309i,-0.00095143+1.8651e-05i,-0.00035353+0.00042403i,-0.00030641+0.0013199i,-0.00058523+0.0018446i,-0.00025359+0.00050908i,7.7578e-05-0.0004792i,0.0007445+0.00030603i,0.0011049+0.0013403i,0.00066879+0.0018612i
0.0060621+0.037528i,0.004749+0.064362i,0.0037344+0.068123i,0.0064364+0.0433i,0.0069908+0.017525i,0.0064502+0.0073351i,0.0060842+0.0034934i,0.0046163+6.0783e-05i,0.0015623-0.0015659i,-0.00058883-0.0015361i,0.00017577-0.00027146i,0.0024798+0.00072605i,0.003162+0.000307i,0.0013206+0.00032504i,-0.00084366+0.00078758i,-0.00078022-0.00035435i,0.00073714-0.00080139i,0.0016525+0.0004227i,0.0017208+0.00080142i,0.00031941+0.00065292i,-0.001737+0.0011863i,-0.001987+0.00053541i,-0.0012709-0.00079853i
-0.031715-0.016699i,-0.052697-0.032923i,-0.054992-0.037618i,-0.037345-0.022122i,-0.019212-0.0079659i,-0.010685-0.001666i,-0.0047203+0.0027552i,2.0777e-05+0.0030263i,0.0015741+0.00013745i,0.00076135-0.0016602i,-0.00096478-0.00091802i,-0.0028689-4.6948e-05i,-0.0032124+0.00064237i,-0.0017797+0.0011821i,-0.00039146+0.0011455i,0.00041811+0.0018323i,0.0011281+0.0021807i,0.0010731+0.0013708i,0.00084423+0.00061887i,0.0010754+0.00026817i,0.0013623-7.0844e-05i,0.0015051-0.00031205i,0.0012735-0.00012416i
0.030876-0.019957i,0.055819-0.027166i,0.058579-0.02591i,0.03461-0.019527i,0.01326-0.012489i,0.0053278-0.0081822i,0.0023591-0.0054815i,0.00050508-0.001686i,-0.00030797+0.0009401i,-0.0011905+0.00059449i,-0.0012459-0.0003019i,-0.00029408-3.1334e-05i,0.00029997+0.00095202i,0.0010653+0.0023289i,0.0019725+0.0028187i,0.0024342+0.0022186i,0.0024845+0.00077298i,0.0017779-0.00063118i,0.0012036-0.00074302i,0.0010449-2.7218e-05i,0.00037971+0.0011774i,-0.0010996+0.0019537i,-0.0011637+0.0021886i
-0.004544+0.033688i,-0.013274+0.057821i,-0.01632+0.060615i,-0.0086194+0.038817i,-0.0013146+0.019326i,0.0016018+0.010215i,0.003483+0.0042811i,0.0040369-0.00057094i,0.0025252-0.0023841i,8.6652e-05-0.0017409i,-0.0011328-0.0013782i,-0.00030988-0.00082346i,-0.00017623-2.1503e-05i,-0.00060901-0.00033012i,-0.00022651-0.0010549i,-3.22e-06-0.0011951i,7.4085e-05-2.0795e-05i,0.00012717+0.0016132i,1.3381e-05+0.0018686i,-0.00018969-6.6559e-05i,-0.00037043-0.00175i,-0.00024607-0.0016645i,-0.0010263-0.0012594i
-0.025301-0.01993i,-0.039319-0.041157i,-0.038529-0.046759i,-0.026144-0.029756i,-0.016202-0.0124i,-0.010076-0.0045658i,-0.005624+0.00024484i,-0.00086548+0.0026839i,0.0024569+0.0014072i,0.0021464-0.00047765i,0.00071802-0.0013182i,0.00029563-0.0012721i,-0.00026354-0.00040008i,-0.00045849+4.6807e-05i,-0.00037237-0.00027513i,-0.0011431+9.6934e-05i,-0.0012886+0.0015505i,-0.0013654+0.0027946i,-0.0011486+0.0027485i,-0.00046619+0.0025172i,-0.0004102+0.0027514i,3.6521e-05+0.0027038i,0.0011812+0.0023283i
0.028788-0.0069588i,0.053806-0.0059375i,0.056433-0.00087747i,0.035211-0.00051968i,0.017364-0.0030518i,0.0092149-0.0017256i,0.0046033-0.00092012i,0.0023378-0.00079214i,0.00089151+0.000199i,-0.0006946-0.00025895i,-0.0021602-0.0014707i,-0.0031148-0.0023654i,-0.0025423-0.0018461i,-0.00059167+4.3214e-07i,0.00036253+0.0015977i,0.00089419+0.0021802i,0.0017808+0.0017695i,0.0021744+0.001604i,0.0015021+0.0016989i,-0.00051702+0.00035641i,-0.0013893-0.0012428i,-0.00097185-0.0013309i,-0.0010803-0.00108i
-0.0072024+0.023277i,-0.019826+0.040591i,-0.027906+0.037943i,-0.021182+0.020807i,-0.010002+0.0093697i,-0.0035903+0.0058822i,0.0013376+0.0037717i,0.0034937+0.00049246i,0.0028765-0.0021348i,0.0014123-0.0021552i,0.0009046+0.00020831i,0.0014966+0.0017137i,0.0014876+0.0019637i,0.0020374+0.002282i,0.0027194+0.0025111i,0.0025746+0.001741i,0.0024716+0.001626i,0.0020714+0.0015259i,0.0019094-0.00026905i,0.001947-0.0013278i,0.0017888-0.00025971i,0.0015673+0.00077853i,0.0018092+0.00082695i
-0.015107-0.023424i,-0.021497-0.04202i,-0.016865-0.046538i,-0.0095033-0.032012i,-0.0075403-0.015341i,-0.0074146-0.006471i,-0.0047799-0.0016251i,-0.00044542+0.0004437i,0.0017385+0.00061146i,0.001025+0.00094452i,-0.0014668+0.00095477i,-0.0031626+0.00074638i,-0.0029133+0.00096499i,-0.00057568+0.00093328i,0.0027509-4.277e-06i,0.0035404-0.00070324i,0.0021749-0.00010716i,0.00063704+0.00034474i,-2.0871e-05+0.00050134i,-0.00074821+0.00056611i,-0.0020546-5.0153e-05i,-0.0021446+0.00030927i,-0.0013214+0.0015771i
0.028134-0.0028634i,0.045258+0.0033539i,0.043365+0.0098385i,0.025297+0.0065658i,0.010354+0.0012228i,0.0049184+0.00056669i,0.0034658+0.00037357i,0.0017813+0.00068261i,0.00036865+4.2695e-05i,0.00011939-0.0013851i,0.00054464-0.0018545i,0.0014179-0.0023729i,0.0021707-0.0020054i,0.0016188-0.00017925i,0.00052576+0.0009044i,-0.00077426+0.00083189i,-0.0010778+0.0005798i,-0.00020954+0.00040474i,0.0002708-0.00050525i,8.122e-05-0.00065553i,-0.00013168+0.00018068i,0.00057669+0.00034614i,0.0012328-0.00071078i
-0.016177+0.022206i,-0.030344+0.031553i,-0.034177+0.028353i,-0.022065+0.018577i,-0.0073645+0.0097429i,0.00015477+0.0042682i,0.0030356+0.0023872i,0.0032623+0.0015579i,0.0022249+0.00074509i,0.00023882+0.0005323i,-0.0013513+0.0014873i,-0.0017622+0.001696i,-0.00087701+0.00073681i,-0.00045836+0.0011116i,-0.00094476+0.0015385i,-0.00082245+0.0023127i,7.0146e-05+0.002791i,0.00086501+0.0036003i,0.0008954+0.0037901i,0.00059415+0.0021841i,-0.00034049+0.00029657i,-0.0014927-0.0010877i,-0.0014163-0.00080552i
-0.0090877-0.02142i,-0.0080401-0.03849i,-0.0017365-0.04115i,1.1644e-06-0.027196i,-0.001806-0.012985i,-0.0028341-0.0059985i,-0.0016484-0.0019494i,0.00070893+0.00087448i,0.0016909+0.0011613i,0.00057773+7.7875e-06i,-0.0011391-0.0010194i,-0.0014869-0.0014947i,-0.00028169-0.0012117i,0.00084584-8.3453e-05i,0.0015388+0.00043094i,0.00091941+0.00071253i,-0.00042516+0.0012591i,-0.0010377+0.00071833i,-0.00052164+0.00038296i,0.00032261+0.00038019i,0.0011524+0.00059043i,0.0011914+0.0012422i,0.00088463+0.00075417i
0.023207+0.0052411i,0.03514+0.016349i,0.033818+0.021412i,0.021755+0.012481i,0.0099523+0.0033427i,0.0048665+0.00073324i,0.0031268+0.00014636i,0.0009871-0.00092593i,0.0005397-0.0018929i,0.00042389-0.00182i,-0.00078883-0.0010231i,-0.0019121+0.00040335i,-0.00195+0.0017642i,-0.00071767+0.0023339i,0.0014641+0.0025231i,0.0030506+0.0018366i,0.0035302+0.00086803i,0.0036511+0.00059334i,0.0031084-0.00059596i,0.0015398-0.0019463i,-0.00054951-0.0012883i,-0.0018112-6.127e-05i,-0.0017704+0.0011753i
-0.011941+0.014389i,-0.028262+0.015487i,-0.032177+0.0088795i,-0.019869+0.002662i,-0.0085671+0.00026565i,-0.003055+0.0005475i,0.0012535+0.0010792i,0.0041332+0.00072434i,0.0031037-0.0006595i,0.0006534-0.0023421i,-0.00063805-0.0022181i,-0.00081819-0.0016083i,-0.0007743-0.0013872i,-0.0010022-0.00068773i,-0.0013828-7.2412e-05i,-0.0030078-0.00037994i,-0.0035959-0.00071724i,-0.0024625+0.00018529i,-0.0014701+0.0011552i,-0.00082849+0.00060161i,-6.4941e-05-0.00065726i,0.0013995-0.0011611i,0.002523-0.0004593i
-0.0007299-0.022215i,0.0055882-0.036558i,0.010564-0.036123i,0.0078545-0.021742i,0.0020458-0.0090141i,-0.00070539-0.0034518i,-0.00083576-0.00019705i,-0.00074683+0.0023631i,-0.00087964+0.0023148i,-0.0006722+0.00099172i,-0.00068279+0.0010231i,-0.00094417+0.0018668i,-0.00076776+0.0022317i,0.00049954+0.0025263i,0.0012122+0.0021839i,0.0014828+0.00077356i,0.0017274-0.00090777i,0.00041859-0.00076635i,-0.00028202+0.00010767i,-0.00016387+0.00071891i,-0.001603+0.00082563i,-0.0026343+0.00078268i,-0.0022751+0.00064938i
0.0139+0.0098334i,0.020802+0.022812i,0.016616+0.029678i,0.0081309+0.020869i,0.0051198+0.0090913i,0.0037658+0.0034725i,0.0027819+0.00080191i,0.0035338-0.0007704i,0.0032682-0.00088777i,0.0025407-0.000782i,0.0029046-0.0013553i,0.0019692-0.0010437i,0.00024147+0.00033583i,-0.00091376+0.001472i,-0.0015456+0.0021934i,-0.0015285+0.0026009i,-0.00092838+0.0030451i,0.00022501+0.002563i,0.0012716+0.0015418i,0.0010658+3.7783e-05i,0.0011446-0.00076842i,0.00067958-0.0005222i,-0.00021466-0.00015358i
-0.014428+0.0051177i,-0.028269+0.0031733i,-0.031197-0.0048037i,-0.020792-0.0070525i,-0.011045-0.0027432i,-0.0061093-0.00014093i,-0.0021864+0.0018008i,-0.00013964+0.0016496i,0.00034494-0.00010341i,0.00020159-0.00063105i,-0.0012241+0.00018796i,-0.00083065+0.0012079i,-0.00015294+0.0013401i,-0.00047251+0.00073384i,0.0006544-0.00072456i,0.0019172-0.001086i,0.0016177-0.00022684i,0.0012225+0.00050637i,0.0011888+0.00084612i,0.00039428+0.0013992i,-0.0005982+0.002327i,-0.00032932+0.0022153i,0.00095654+0.0013367i
0.0011122-0.011858i,0.0095143-0.021263i,0.018166-0.018281i,0.016003-0.0094106i,0.007741-0.0047665i,0.002625-0.0022259i,0.0013786-0.00033139i,0.0018861+0.00013558i,0.0016622-0.00028794i,0.00058113-0.0010009i,-7.8333e-05-0.0023608i,-0.00037567-0.003156i,-0.0007242-0.002843i,0.00048998-0.0014924i,0.0011264-0.00045351i,0.00075328-0.00033483i,0.0019583-0.00015169i,0.0027136-0.00024699i,0.0013272-0.0011918i,-0.0005189-0.0017837i,-0.0022609-0.0015708i,-0.0024035-0.0013412i,-0.00065971-0.00084154i
0.011868+0.0073172i,0.014644+0.01833i,0.00745+0.021068i,-0.00079668+0.013964i,-0.0030225+0.0058319i,-0.0010537+0.0024811i,0.00080067+0.0015927i,0.00029396+0.00042087i,-0.0005949-0.00068267i,-0.00083842-0.00031359i,-0.00074949+0.00079719i,-0.00012471+0.0013604i,0.00017902+0.0016033i,0.00013468+0.0022586i,4.4639e-05+0.0018465i,-2.9384e-05+0.0012968i,-3.068e-05+0.0017519i,0.00022047+0.0023162i,0.00059998+0.002001i,0.001576+0.00099304i,0.0017054+0.00012457i,0.0010514+0.00015295i,0.00075588+0.000572i
-0.01748+0.0027752i,-0.026587-0.0015834i,-0.026588-0.0071801i,-0.015945-0.0060668i,-0.0071496-0.0016512i,-0.0028104+0.00052234i,-0.00056559+0.001569i,0.0012261+0.0015423i,0.0016328+0.0010864i,-0.0004132+0.00072397i,-0.0022014+2.1402e-05i,-0.0023598-0.00072122i,-0.0016611-0.0010942i,-0.00097483-0.00062848i,-0.00044016-7.9697e-05i,-0.00022611+5.2963e-05i,-0.00074258+0.00056432i,-0.00090552+0.00037683i,-0.00099103-0.0002882i,-0.0018161-0.00027991i,-0.0025078+0.00050182i,-0.0024918+0.00087043i,-0.0017999+0.00025434i
0.0082113-0.014709i,0.014217-0.01914i,0.016706-0.016476i,0.0093024-0.0089085i,0.00060512-0.0037844i,-0.0022243-0.0012603i,-0.0016663+0.00024855i,-0.0013154+0.0011832i,-0.00053385+0.0011449i,0.00029524+0.00058775i,0.00017206+0.00041393i,0.00011822+0.0016097i,0.0010904+0.0026413i,0.0023494+0.00189i,0.0029418+0.00082897i,0.0029709+0.00089188i,0.0026892+0.00083303i,0.0020932+0.00027347i,0.0023671+2.1334e-05i,0.0025157-0.00075271i,0.0017016-0.0015405i,0.0014637-0.0012575i,0.00089191-0.00094624i
0.0065563+0.011549i,0.0052806+0.020177i,0.00077103+0.02077i,-0.00020549+0.01106i,0.0021441+0.0024694i,0.0031232+0.00049721i,0.0026404+0.00099307i,0.0025075+0.00096175i,0.0019754+0.00070363i,0.00097219-4.72e-05i,-0.00013944-0.00079161i,-0.0015824-0.00099051i,-0.0019274-0.0010213i,-0.00089541-0.00039315i,-0.00065399+0.00042625i,-0.00063666-0.00013951i,-0.00010044-0.00048171i,0.0003628+0.00052666i,0.00012879+0.0017368i,-0.0010231+0.0025787i,-0.0019397+0.0022285i,-0.0019417+0.00082164i,-0.0020279+4.8924e-05i
-0.0021871-0.012377i,-0.0073872-0.020428i,-0.010675-0.033574i,-0.011221-0.027721i,-0.012246-0.013731i,-0.010463-0.0024131i,-0.0041501+0.0010296i,-0.00010241-0.00020842i,0.00039059-0.001777i,-0.0017724-0.0017482i,-0.0028211+0.0010102i,-0.00063294+0.0035582i,0.0022327+0.0040956i,0.0034713+0.0030422i,0.0038293+0.0014014i,0.0030389-0.0005017i,0.0010922-0.0015848i,-0.00016084-0.0018096i,-0.00078923-0.0021828i,-0.00093183-0.0019983i,-0.00028885-0.0016253i,0.00062473-0.0015571i,0.001551-0.00094036i
0.0040609-0.0082378i,0.013004-0.0074699i,0.015791-0.0011526i,0.010403+0.0016682i,0.0055215-0.00074277i,0.0031-0.001455i,0.00111-0.00036499i,0.00054578+0.00021088i,0.0010469+0.00063272i,0.0010961-3.6342e-06i,-0.00043976-0.00055814i,-0.0018701+0.00018091i,-0.00098432+0.0010527i,0.00022968+0.0015886i,0.0006328+0.0023273i,0.00065829+0.0020218i,0.0010587+0.0010955i,0.0020533+0.00064279i,0.0022392+0.00061768i,0.00099775+0.00084062i,0.00060012+0.0012689i,0.00082223+0.0013282i,0.00025195+0.0010499i
0.0022874+0.0087978i,-0.0023858+0.014756i,-0.0082584+0.013086i,-0.0086325+0.0060272i,-0.0051319+0.0020348i,-0.0022512+0.0011676i,-4.2882e-05+0.00024086i,0.0010502-0.0006549i,0.00012556-0.0018576i,-0.00039339-0.002082i,-0.00017325-0.001068i,5.5885e-05-0.00047648i,-0.00040975-0.00013431i,0.00016963+0.00055929i,0.0011795+0.00079595i,0.0010696+0.00029505i,0.00025604+0.00038506i,-0.00053927+0.00022523i,-0.00056787-0.00022318i,-0.00068588-0.00053969i,-0.00080475-0.00089079i,-0.00040069-0.00064869i,0.00083672-2.5179e-05i
-0.0068068-0.0023908i,-0.0088014-0.0098861i,-0.0051247-0.014203i,-0.0014574-0.010066i,0.00017573-0.0043314i,0.00069056-0.0014532i,0.00086555+0.00015156i,0.001099+0.0017394i,0.00068951+0.0013083i,-0.00018973-0.00058275i,-0.0012589-0.0010145i,-0.0013569+4.3026e-05i,-0.0010404+0.0006361i,-0.00063303+0.00055449i,0.00078128-6.0057e-05i,0.0024806+0.00027423i,0.0030726+0.00061976i,0.002819-8.6254e-05i,0.0021544-0.00070826i,0.0018052-0.00067777i,0.0012864-3.4757e-05i,0.00043356+0.00080831i,-0.00022522+0.0013235i
0.0061876-0.0034208i,0.013269-0.0013799i,0.014966+0.0026154i,0.0095219+0.0018951i,0.0038608-7.5141e-05i,0.00089926+0.00037697i,0.00048917-0.0002528i,0.0014725-0.0012949i,0.0012074-0.00070077i,0.000467-0.00035658i,0.00048709-0.0005081i,-0.00016475-0.00046713i,-0.0016395+0.00035404i,-0.0019907+0.0013776i,-0.0014855+0.0019557i,-0.0012099+0.0021751i,-0.0016552+0.0026561i,-0.0016308+0.0030383i,-0.0012903+0.0023423i,-0.0011368+0.00099619i,-0.00099662+0.00054275i,-0.00046328+0.00016393i,0.00046334-0.00081069i
0.0021405+0.0055661i,-0.0029339+0.0092472i,-0.0064781+0.006377i,-0.006139+0.00159i,-0.0047692+7.9208e-05i,-0.0020464+0.00080319i,-0.00023025+0.0015762i,0.00025186+0.0012006i,0.00067097+3.0407e-05i,0.00037099-0.00080928i,-0.00079729-0.00065761i,-0.0013033+0.00012073i,-0.0015667+0.00067741i,-0.0012285+0.0012897i,-0.00052277+0.0020664i,-0.00083492+0.0013845i,-0.00087985+0.00039296i,-0.000394+0.00014338i,0.0010896-0.000641i,0.0021888-0.00070039i,0.0011146-0.00060594i,0.00041468-0.00035458i,0.000771+0.00056703i
-0.0044008-0.0028214i,-0.0048294-0.0082159i,-0.00035166-0.010711i,0.0027104-0.0079913i,0.0016427-0.0044144i,0.00053878-0.0016232i,0.00068143-0.00020417i,0.0014016-0.00048243i,0.001668-0.0006199i,0.00041768-0.00041827i,-0.0011121-0.00021848i,-0.0010322+0.00011315i,-0.00059823-3.3503e-05i,-0.00063212-0.00053311i,-0.00045229+6.5468e-05i,0.00073258+0.0012956i,0.0013403+0.0019636i,0.0015929+0.0024801i,0.0018507+0.0016324i,0.0013439+0.00042732i,0.00053754-1.9373e-06i,-0.00024485+0.0010556i,-0.00040613+0.0010681i
0.0060287-0.0038053i,0.0092346-0.0013993i,0.0071559+0.0037417i,0.0015898+0.0046334i,-0.0019034+0.0015791i,-0.001815+0.00046683i,-0.00057912+0.00088521i,-0.00012821+0.0012843i,-0.00092069+0.0009902i,-0.0016165-0.00010625i,-0.0020555-0.00051788i,-0.0025244+0.00011267i,-0.0014051+0.0010403i,-0.00033233+0.0011156i,-0.00031105+0.00079637i,-2.4664e-05+0.00042046i,-0.00046196+0.00067765i,-0.0011043+0.00038885i,-0.0009872-0.00022904i,-0.00085731-2.2576e-05i,-0.00078789+0.0010654i,-0.0010225+0.0016215i,-0.0012522+0.0014773i
-0.0030822+0.0063158i,-0.0067314+0.0081846i,-0.007039+0.0053285i,-0.0030021+0.00046992i,-0.00027295-0.0014231i,0.00037316-0.0014445i,0.00096376-0.000325i,0.0016717+0.00033106i,0.0023675+0.00049439i,0.0018439-5.4595e-05i,0.001434-0.0010337i,0.0013879-0.0018398i,5.6047e-05-0.0017484i,-0.001612-0.00089461i,-0.00077301-0.00031428i,0.0006166-0.00013811i,0.00084458+0.00042603i,0.00063737+0.0003631i,0.00044695-4.8122e-05i,0.00041116+3.8647e-05i,0.00028127+0.00015763i,-7.6741e-05-0.00032034i,1.1858e-05-0.00096272i
-0.00019256-0.0064723i,0.0010322-0.010194i,0.00209-0.011658i,0.00010352-0.0084477i,-0.0028179-0.0042786i,-0.0034764-0.0010621i,-0.0017746+0.00067966i,-0.00050005+0.00069442i,-0.00029286-5.6785e-05i,-0.00068682-0.00064687i,-0.0013992-0.00013102i,-0.0010212+0.0010706i,-0.00068113+0.0018131i,-4.5922e-05+0.0012102i,0.00072675+0.00099241i,0.00040534+0.0013074i,0.00017829+0.0017233i,0.00034267+0.0020064i,0.00047323+0.0017903i,-9.0158e-06+0.0012128i,-0.00023683+0.00045534i,0.00025568+0.00068112i,-0.00031566+0.0010026i
0.0015271+0.0015547i,0.0051315+0.004648i,0.004813+0.010053i,0.0038373+0.0085377i,0.0031888+0.0028598i,0.0034374+0.00022963i,0.0039903+0.00080703i,0.0034051+0.0013537i,0.0024578+0.00097866i,0.00164+0.00035963i,0.0004731-0.00086138i,0.00030144-0.0020178i,0.00060191-0.0020847i,0.00025463-0.0013315i,0.00054768+6.8738e-06i,0.00084932+0.0011777i,-5.1133e-06+0.0014669i,-0.00058084+0.0014327i,0.00026824+0.001201i,0.00028418+0.00016981i,-0.0008852-2.1207e-05i,-0.0016392+0.00020773i,-0.00074229+4.0795e-06i
-0.0019831+0.0037426i,-0.0052757+0.0020468i,-0.0059301-0.0027657i,-0.0036379-0.0047342i,-0.00089839-0.0029665i,0.00049378-0.0012132i,0.00066271-0.00020253i,0.0010583+0.00039642i,0.0011444+3.7026e-05i,1.2292e-05-0.0007417i,-0.00023816-0.00013994i,-0.00010618+0.00079783i,-0.00096665+0.00095599i,-0.0013261+0.0013233i,-0.00012854+0.0013833i,0.001094+0.00086837i,0.0016239+0.00078661i,0.0018972+0.0012359i,0.0011429+0.00084264i,7.3644e-06-0.00015499i,-0.00022117-0.00072299i,0.00024857-0.0010476i,-0.00028847+8.5791e-05i
-0.0014493-0.0002895i,0.0010722-0.0022185i,0.0040739-0.0022626i,0.0041025-0.00069738i,0.0019448+4.7906e-05i,-7.4975e-05+0.00064758i,-0.00062078+0.001661i,-0.00022027+0.0015137i,0.0003672+0.00011778i,1.1817e-05-0.0013744i,-0.0014092-0.0014246i,-0.0017467-0.00085762i,-0.00098388-0.00021409i,-0.00061288+0.00062704i,-0.00022379+0.00048245i,0.00030346-4.9773e-05i,0.00075714+0.00086565i,0.00071416+0.0015018i,0.00025263+0.00080246i,-8.9099e-05+2.4006e-05i,-0.00013856+0.00026588i,-0.00012995+0.00052975i,-0.000638+6.4833e-05i
