-0.0053304+0.00089299i,-0.0037869+0.0022369i,-0.0034595+0.0042354i,-0.001917+0.0046724i,-0.00054108+0.0043403i,0.00017587+0.0040564i,0.00010146+0.0030827i,0.00030201+0.0023736i,0.0013508+0.0027528i,0.0015102+0.0018872i,0.001341-0.00037436i,0.0011664-0.0012015i,0.0001745-0.0012071i,-0.00066877-0.0015917i,-0.0011167-0.00097069i,-0.00091178-0.00010452i,-0.00011254-1.6489e-05i,0.00045094+0.00039589i,0.00046951+0.00020677i,0.00053175-0.00069588i,0.00045211-0.0012182i,-6.8828e-05-0.00094708i,-0.00068475-0.0005109i
-0.094153+0.12582i,-0.11633+0.25106i,-0.056336+0.32669i,-0.0090209+0.27286i,-0.07177+0.17294i,-0.13755+0.13054i,-0.10549+0.10915i,-0.055697+0.074353i,-0.040449+0.05846i,-0.029748+0.05584i,-0.020534+0.044414i,-0.015864+0.030356i,-0.014076+0.021257i,-0.019613+0.016691i,-0.027152+0.01304i,-0.028377+0.0066383i,-0.022813+0.00050787i,-0.015244+0.00018649i,-0.0011861+0.0054283i,0.021704+0.0059108i,0.034308-0.0022199i,0.02881-0.009406i,0.018565-0.010635i
-0.012116-0.16529i,-0.055177-0.30322i,-0.13529-0.35556i,-0.14498-0.25534i,-0.0086613-0.11766i,0.12956-0.074934i,0.13395-0.062963i,0.079876-0.034229i,0.04208-0.032302i,0.01912-0.043217i,0.0088389-0.040161i,0.0081554-0.026583i,0.017791-0.01067i,0.028845-0.0029544i,0.032923+0.0038807i,0.031063+0.012108i,0.022202+0.011489i,0.0095826+0.005913i,-0.004333+0.0037011i,-0.018295+0.0061746i,-0.024029+0.0076064i,-0.019431+0.0072483i,-0.011369+0.0086765i
0.11753+0.12969i,0.22566+0.23628i,0.29781+0.26475i,0.2182+0.16506i,-0.0036487+0.057465i,-0.15787+0.039986i,-0.1544+0.029973i,-0.10284+0.0070848i,-0.058396+0.012557i,-0.02722+0.017791i,-0.01838+0.018438i,-0.017804+0.02058i,-0.017175+0.01441i,-0.014126+0.0090059i,-0.0092461+0.003874i,-0.0082136-0.0010172i,-0.0067717+0.0029475i,0.001226+0.0064933i,0.015443-0.003017i,0.027056-0.017252i,0.026703-0.021132i,0.017912-0.016184i,0.0099407-0.015049i
-0.16446-0.016647i,-0.31185-0.042666i,-0.38015-0.025485i,-0.24719+0.01913i,-0.010684-0.0018079i,0.10231-0.053188i,0.078712-0.030095i,0.039394+0.0081047i,0.0052277-0.0031273i,-0.021357-0.015736i,-0.018353-0.014101i,0.001372-0.013388i,0.014699-0.01591i,0.013243-0.02059i,0.0059108-0.020141i,0.0055009-0.017134i,0.010179-0.016451i,0.0087052-0.017085i,-0.0084451-0.012397i,-0.030228+0.0016904i,-0.036127+0.015099i,-0.026695+0.019529i,-0.016239+0.020368i
0.13208-0.069176i,0.28391-0.12635i,0.35273-0.19564i,0.2116-0.22327i,-0.0031827-0.13619i,-0.096819-0.022169i,-0.088181-0.0045483i,-0.065868-0.023854i,-0.032611-0.0085378i,0.0030152+0.0035109i,0.010824-0.00011125i,-0.004546+0.002478i,-0.021936+0.01537i,-0.026525+0.027591i,-0.025762+0.028186i,-0.029197+0.021619i,-0.030072+0.014225i,-0.024315+0.0077752i,-0.0095769-0.00039474i,0.011194-0.010869i,0.024195-0.017562i,0.024641-0.01814i,0.018957-0.015948i
-0.060566+0.127i,-0.16766+0.23673i,-0.22257+0.31708i,-0.10412+0.27744i,0.055958+0.11634i,0.098201-0.018346i,0.075026-0.031604i,0.055108-0.011424i,0.02673-0.017916i,-0.00090237-0.018469i,-0.011083-0.013832i,-0.010537-0.015584i,-0.0048223-0.020096i,-0.0032207-0.020672i,-0.0062465-0.010382i,-0.0071213+0.002923i,-0.0079845+0.010955i,-0.007884+0.014552i,-0.0066949+0.022825i,-0.007205+0.035176i,-0.0070097+0.035312i,-0.004911+0.024861i,0.0015385+0.016502i
-0.03085-0.11095i,-0.0040436-0.25423i,0.0049745-0.3645i,-0.075404-0.29061i,-0.13487-0.065098i,-0.089169+0.07491i,-0.057703+0.057605i,-0.06503+0.020785i,-0.041455+0.012625i,-0.0088226-0.0014716i,-0.00041244-0.0059177i,0.001252+0.011754i,0.0073608+0.029066i,0.012408+0.031205i,0.013576+0.022369i,0.013788+0.014012i,0.013762+0.011538i,0.01417+0.0058589i,0.017794-0.014783i,0.018958-0.040464i,0.013628-0.049003i,0.0061008-0.040462i,-0.0032031-0.028914i
0.067516+0.067743i,0.10613+0.21722i,0.16307+0.38167i,0.26562+0.34994i,0.30322+0.12596i,0.2152-0.02391i,0.13961-0.032773i,0.10212-0.02993i,0.041911-0.032402i,-0.0046088-0.011104i,-0.0093941+0.0043495i,6.0004e-05-0.0064924i,0.00016025-0.027935i,-0.0073489-0.037076i,-0.0099956-0.033221i,-0.0057429-0.029346i,-0.0038528-0.028225i,-0.0071581-0.021238i,-0.0093132+0.0010561i,-0.0076831+0.027575i,-0.0063629+0.039816i,-0.0058386+0.037167i,0.0002567+0.030912i
-0.069015-0.011383i,-0.14922-0.13017i,-0.259-0.26937i,-0.33149-0.2346i,-0.28804-0.071864i,-0.17841-0.0065288i,-0.11818-0.02182i,-0.078624-0.0055249i,-0.02339+0.0073242i,0.0046955-0.0075989i,0.0076266-0.017647i,0.007905-0.010609i,0.011222+0.0029622i,0.014789+0.0057007i,0.0069677-0.0046089i,-0.0091356-0.013111i,-0.016999-0.013424i,-0.018116-0.010619i,-0.021901-0.015504i,-0.024835-0.025447i,-0.020015-0.027221i,-0.011719-0.021869i,-0.0084857-0.014495i
0.044269-0.019705i,0.17342+0.042879i,0.34695+0.099844i,0.3842+0.041144i,0.24001-0.033459i,0.08613-0.0016175i,0.046822+0.033232i,0.042152-0.0041813i,0.011489-0.029953i,-0.0041427-0.01225i,-0.0037455+0.0022339i,-0.010388-0.00066008i,-0.024015-0.0041975i,-0.033158+4.7403e-05i,-0.028934+0.0062539i,-0.01879+0.0096674i,-0.012748+0.0096618i,-0.0061343+0.010085i,0.0095597+0.019381i,0.028169+0.030794i,0.032862+0.030767i,0.025385+0.022044i,0.017236+0.013581i
-0.022949+0.016491i,-0.18849+0.0011194i,-0.42527+0.012833i,-0.50038+0.092723i,-0.35389+0.15251i,-0.16422+0.11921i,-0.069293+0.069739i,-0.031087+0.046358i,0.00043589+0.015303i,0.0046265-0.018108i,-0.0078456-0.025782i,-0.0061037-0.010929i,0.011965+0.0032987i,0.026469+0.0061009i,0.026173+0.0055518i,0.020861+0.0058611i,0.016865+0.002964i,0.0087262-0.0049675i,-0.011743-0.015571i,-0.033096-0.021099i,-0.033919-0.021627i,-0.023285-0.021376i,-0.017703-0.016555i
0.017425+0.0025228i,0.15588-0.039954i,0.34896-0.11839i,0.40227-0.18134i,0.29112-0.17363i,0.18491-0.11074i,0.12802-0.069386i,0.065392-0.047234i,0.013197-0.014885i,0.0037302+0.01039i,0.013364+0.018168i,0.012793+0.014307i,0.00095389+0.0081895i,-0.0068819+0.0080362i,-0.0014345+0.0050768i,0.0073021-0.0031968i,0.0092067-0.0065531i,0.0097478-0.0045617i,0.01955-0.0030743i,0.033701-0.002708i,0.035088-0.0006243i,0.026514+0.00085049i,0.01794-0.0025041i
-0.026974-0.0025456i,-0.12603+0.099525i,-0.24985+0.26294i,-0.26949+0.32564i,-0.19379+0.20839i,-0.16545+0.05895i,-0.14533+0.017572i,-0.068793+0.029053i,-0.0038213+0.016895i,0.0015778-0.0045327i,-0.0111-0.0078324i,-0.0032516-0.0044815i,0.011742-0.012297i,0.013738-0.022688i,0.0070256-0.024387i,0.0018973-0.021123i,0.00056534-0.018482i,-0.002812-0.016995i,-0.017898-0.011867i,-0.035329-0.0019369i,-0.034888+0.0039191i,-0.023559+0.0020086i,-0.018312-4.9096e-06i
0.059291-0.015198i,0.12065-0.16203i,0.18535-0.38144i,0.19529-0.47032i,0.1431-0.33943i,0.09292-0.15037i,0.055245-0.043298i,0.025729-0.0086346i,0.014606+0.0031908i,0.020906+0.0072069i,0.026308+0.0026378i,0.017629+0.0022542i,0.0042697+0.011376i,-0.0045092+0.016523i,-0.0093337+0.015648i,-0.01076+0.013757i,-0.0071327+0.012178i,0.0011853+0.0068695i,0.013652-0.0052927i,0.024177-0.016422i,0.023946-0.015003i,0.02091-0.0045696i,0.021221+0.0010129i
-0.056369+0.059481i,-0.061053+0.19192i,-0.051109+0.34596i,-0.066694+0.37798i,-0.087394+0.27897i,-0.06963+0.16549i,-0.029343+0.089084i,-0.003625+0.033324i,-0.0057572-0.0027495i,-0.019623-0.0088892i,-0.026813-0.00084774i,-0.023945+0.0026012i,-0.014087-0.00076703i,-0.0044333-0.0058229i,-0.0022011-0.0069068i,-0.0038111-0.0014609i,-0.007096+0.003342i,-0.010774+0.0058682i,-0.015594+0.01502i,-0.019412+0.027057i,-0.016923+0.028454i,-0.0099611+0.020963i,-0.0023626+0.012641i
0.0065281-0.095463i,-0.063025-0.20223i,-0.14108-0.29782i,-0.12131-0.30979i,-0.020554-0.24052i,0.057813-0.15793i,0.064667-0.10393i,0.022215-0.057899i,-0.0099913-0.017923i,-0.0092128-0.0055579i,-0.001903-0.0078019i,-0.0004547-0.002647i,0.0045871+0.0089627i,0.011583+0.016602i,0.015363+0.015948i,0.017503+0.01188i,0.021754+0.0096519i,0.027823+0.0049646i,0.03031-0.01137i,0.025859-0.028426i,0.018753-0.029136i,0.013094-0.021551i,0.0082452-0.017448i
0.06259+0.094916i,0.15718+0.16334i,0.2295+0.25275i,0.20402+0.31733i,0.10491+0.26816i,0.00031439+0.14175i,-0.053954+0.051379i,-0.047453+0.020774i,-0.024222+0.012597i,-0.017159+0.012052i,-0.01725+0.015312i,-0.017132+0.015567i,-0.016802+0.010325i,-0.011825+0.001929i,-0.0057659-0.0050392i,-0.0051157-0.0082642i,-0.009073-0.0081559i,-0.012842-0.0036575i,-0.011821+0.0095043i,-0.0078038+0.021392i,-0.0070919+0.020127i,-0.010378+0.016273i,-0.011114+0.016325i
-0.10555-0.03485i,-0.18381-0.051795i,-0.22281-0.12012i,-0.18733-0.20475i,-0.098867-0.19011i,-0.02405-0.10045i,0.010328-0.026784i,0.017402+0.00061912i,0.013672-0.0016249i,0.0090928-0.01068i,0.0096215-0.016265i,0.012519-0.018581i,0.010556-0.01309i,0.0082489-0.0023564i,0.006187+0.002492i,0.0025333-0.00054302i,0.0012171-0.0043704i,0.0023374-0.0080972i,6.7116e-05-0.016418i,-0.0060999-0.026195i,-0.0089873-0.026136i,-0.0073888-0.017601i,-0.0030828-0.0084365i
0.0948-0.050198i,0.15027-0.070354i,0.20286-0.032962i,0.20412+0.039116i,0.11851+0.075314i,0.037659+0.075239i,0.019352+0.065383i,0.027365+0.03402i,0.023807-0.0060396i,0.0091375-0.017763i,0.00062327-0.0062453i,-0.0023949+0.00049322i,-0.0082275-0.00070465i,-0.014666-0.00055302i,-0.016168+0.0035674i,-0.015525+0.0088994i,-0.015026+0.01356i,-0.011986+0.019798i,-0.0013592+0.028315i,0.010676+0.03424i,0.014916+0.030588i,0.013188+0.020944i,0.010141+0.011798i
-0.040545+0.089328i,-0.098529+0.10657i,-0.19589+0.067683i,-0.25063-0.0037849i,-0.18003-0.049673i,-0.052709-0.053578i,0.018139-0.052313i,0.018141-0.04309i,0.0006531-0.021688i,-0.0073402-0.011782i,-0.010439-0.016716i,-0.0086895-0.022023i,-0.0040785-0.019782i,-0.0001289-0.010683i,0.0045764-0.0018831i,0.0090061+0.0012001i,0.011038-0.002509i,0.0078658-0.011033i,-0.0027851-0.019009i,-0.013751-0.023155i,-0.014266-0.02297i,-0.0098335-0.020461i,-0.0074676-0.014842i
-0.031009-0.081074i,2.3066e-05-0.10116i,0.077832-0.072993i,0.13348-0.0075711i,0.10026+0.027054i,0.01125+0.018439i,-0.037161+0.012i,-0.026701+0.0050515i,-0.0092831-0.0062146i,-0.0047563-0.0038425i,-0.0014794+0.011337i,0.00453+0.022465i,0.0071708+0.019274i,0.002878+0.010213i,-0.0026586+0.0041206i,-0.0055312+0.00098395i,-0.0064387+0.0027468i,-0.0030518+0.0086685i,0.0085029+0.01519i,0.021696+0.01823i,0.025488+0.015173i,0.020639+0.010131i,0.012742+0.0061574i
0.069408+0.021457i,0.05758+0.057198i,-0.0075286+0.078925i,-0.062678+0.062581i,-0.0424+0.028643i,-0.0024636+0.0022027i,-0.0098909+0.003291i,-0.020407+0.0266i,-0.0046958+0.037062i,0.005701+0.022763i,0.00044904+0.0065601i,-0.00347+0.00027831i,0.00018292-0.0045796i,0.0041771-0.01106i,0.0034622-0.013435i,0.0024403-0.014325i,0.0025779-0.017451i,-0.0020189-0.019432i,-0.014202-0.017078i,-0.025797-0.013312i,-0.028009-0.0087052i,-0.021641-0.0032467i,-0.012321-0.00051419i
-0.051067+0.030181i,-0.051486-0.0069026i,0.016593-0.070689i,0.087046-0.10278i,0.063701-0.061873i,0.012381+0.0095645i,0.0034013+0.043432i,0.0050528+0.031157i,7.3183e-05+0.0079588i,0.0016529-0.0048933i,0.0098758-0.0084208i,0.015513-0.0047615i,0.014635-0.00028574i,0.0092341+0.00092574i,0.0011737+0.0025589i,-0.0060267+0.0071391i,-0.0075102+0.011908i,-0.0010394+0.012394i,0.011868+0.0061962i,0.024032+0.00078072i,0.027585-0.00042695i,0.0219-0.00038561i,0.012473+0.0014714i
0.0074693-0.056504i,0.0087735-0.052782i,-0.030965-0.0016288i,-0.069228+0.038403i,-0.031364+0.0069753i,0.027344-0.041697i,0.040824-0.051785i,0.034842-0.028272i,0.029354-0.0088975i,0.013648-0.0071602i,-0.0078197-0.0087898i,-0.020955-0.006703i,-0.019139-0.0015699i,-0.010795+0.0006181i,-0.0042093-0.0023892i,-0.0014466-0.0074242i,-0.0041077-0.0098006i,-0.011564-0.0063442i,-0.021418+0.00077936i,-0.030208+0.0079128i,-0.031352+0.012811i,-0.023059+0.013252i,-0.011681+0.010259i
0.036956+0.036863i,0.03327+0.040733i,0.018031+0.0024589i,0.0046119-0.023138i,-0.010706+0.010389i,-0.025185+0.036922i,-0.026948+0.0135i,-0.032633-0.016369i,-0.037119-0.016943i,-0.027235-0.0075183i,-0.012274-0.0049088i,-0.0011212-0.002135i,0.0070302+0.003474i,0.011426+0.0071839i,0.010888+0.0091428i,0.010982+0.012602i,0.016146+0.013979i,0.021796+0.0080579i,0.025381-0.0023065i,0.028767-0.012194i,0.026985-0.017337i,0.019168-0.016463i,0.0099624-0.011651i
-0.04123+0.0087159i,-0.050227+0.015334i,-0.030019+0.0493i,-0.010237+0.073557i,-0.010208+0.038664i,-0.020768-0.011449i,-0.028104-0.022027i,-0.019708-0.017692i,-0.010045-0.016438i,-0.0045614-0.0064127i,0.0015062+0.0051467i,0.0028036+0.0091556i,0.0011375+0.0093849i,0.0014545+0.0066784i,0.00055843+0.00031115i,-0.00263-0.0084098i,-0.0071082-0.013881i,-0.011247-0.010573i,-0.013374+0.00097966i,-0.015329+0.013832i,-0.016136+0.018746i,-0.012844+0.013391i,-0.0086851+0.0038211i
0.027524-0.034836i,0.047557-0.054837i,0.054977-0.07805i,0.052052-0.07817i,0.046035-0.024166i,0.042661+0.039787i,0.035737+0.055857i,0.016927+0.041464i,0.00046648+0.026934i,-0.0014996+0.012408i,0.0044791-0.0032036i,0.0077988-0.013939i,0.0038688-0.01624i,0.0003345-0.010554i,0.00074192-0.0034372i,0.0028084-0.00015344i,0.0045466-0.00076266i,0.0040921-0.005972i,0.0027516-0.015974i,0.0039886-0.02595i,0.0044403-0.0298i,0.00014555-0.024024i,-0.0040507-0.013113i
0.0058177+0.036836i,-0.0067363+0.058792i,-0.016327+0.075591i,-0.021993+0.065706i,-0.034603+0.020517i,-0.032333-0.011907i,-0.0028856-0.01617i,0.019432-0.015206i,0.018338-0.014532i,0.0083441-0.011888i,0.000644-0.0071766i,-0.0037056-0.00084918i,-0.0045358+0.0044557i,-0.0048321+0.0060009i,-0.0084396+0.0054091i,-0.014253+0.0056779i,-0.016978+0.0089779i,-0.013248+0.01558i,-0.0062835+0.02366i,-0.0011583+0.030035i,0.001794+0.03037i,0.0046387+0.023234i,0.0057387+0.013242i
-0.024681-0.018524i,-0.036351-0.053825i,-0.063103-0.09042i,-0.076096-0.091725i,-0.037667-0.058071i,-0.00060128-0.031616i,0.0069107-0.015549i,0.013731-0.0067615i,0.015173-0.010015i,0.0030845-0.010766i,-0.0064527-0.0035236i,-0.007401+0.0039501i,-0.0043692+0.0087001i,0.00072058+0.0089889i,0.0062102+0.0062223i,0.011177+0.0040435i,0.014215+0.0011941i,0.010593-0.004475i,0.0018605-0.012216i,-0.0031714-0.019709i,-0.0025709-0.022582i,0.00058459-0.017989i,0.0044606-0.010614i
0.025396+0.0070797i,0.05446+0.046128i,0.093966+0.083735i,0.097745+0.091369i,0.046094+0.072543i,-0.0026497+0.043612i,-0.019353+0.020783i,-0.015393+0.0088423i,-0.0064534+0.0024399i,-0.0028483+7.0137e-05i,-0.00035037+0.0039842i,0.0045989+0.0045056i,0.0074778-0.0022589i,0.0051514-0.0058984i,-2.2773e-05-0.0022394i,-0.0034006+0.0016117i,-0.0023654+0.0016498i,0.0031422+0.0012291i,0.010485+0.0032621i,0.015542+0.0096003i,0.016671+0.014453i,0.013848+0.0099557i,0.0084487+0.0023888i
-0.01743+0.0018106i,-0.065271-0.0089345i,-0.1015-0.013449i,-0.090724-0.022539i,-0.055134-0.035749i,-0.027085-0.019652i,-0.011197+0.0089749i,-0.0074468+0.016802i,-0.011319+0.0099701i,-0.0084215+0.0021579i,-0.0010139-0.0031305i,0.0022899-0.004371i,0.0022693-0.003271i,0.002003-0.0039455i,0.0024458-0.0087149i,0.0021669-0.014509i,-0.001008-0.015844i,-0.0079631-0.011135i,-0.016616-0.0059698i,-0.021163-0.0061304i,-0.018619-0.008345i,-0.013041-0.0073622i,-0.0072998-0.0029766i
0.017943-0.011344i,0.064305-0.044017i,0.097855-0.07416i,0.09926-0.063438i,0.081853-0.030925i,0.0466-0.015379i,0.012528-0.0086908i,0.0019576+0.00090347i,0.0056575+0.0043925i,0.0064821+0.001369i,0.0011083-0.0018489i,-0.0061698-0.0039352i,-0.012125-0.0028981i,-0.013167+0.0029325i,-0.0090366+0.0099307i,-0.0067255+0.012625i,-0.0062274+0.010088i,-0.0013975+0.0053156i,0.0068694+0.00057339i,0.01342+0.00076287i,0.014247+0.0054365i,0.009526+0.0080033i,0.0042786+0.0074562i
-0.017657+0.022584i,-0.037693+0.069574i,-0.063088+0.093986i,-0.088845+0.074091i,-0.086465+0.048326i,-0.044908+0.029344i,-0.011103+0.010853i,-0.010405+0.0079035i,-0.013533+0.014111i,-0.010146+0.0087353i,-0.0075391+0.0013278i,-0.0017002+0.0017716i,0.0060641+0.0044352i,0.0086218+0.0033624i,0.0046172-0.0006626i,-0.0011636-0.0026226i,-0.0031097-0.00054424i,-0.0035239+0.0031809i,-0.0061584+0.0069846i,-0.010128+0.0071972i,-0.011823+0.0043557i,-0.0084367+0.0027962i,-0.00276+0.0024032i
-0.0018167-0.031065i,-0.027766-0.06686i,-0.031415-0.076594i,0.0050548-0.058604i,0.026737-0.042128i,0.0050402-0.027435i,-0.017886-0.01056i,-0.01501-0.010761i,-0.0066211-0.019113i,-0.0040148-0.014226i,-0.0021487-0.0026277i,-0.00068134+0.0040765i,0.00038582+0.0054401i,0.0016493+0.0051973i,0.004031+0.0043609i,0.0080709+0.0041336i,0.0099192+0.0024727i,0.0082701-0.003652i,0.006005-0.010596i,0.0064108-0.010818i,0.0085361-0.0048853i,0.0075015-0.0018175i,0.0037518-0.0021407i
0.031778+0.025868i,0.073127+0.031327i,0.080524+0.038024i,0.045576+0.055606i,0.019946+0.057274i,0.017529+0.031145i,0.014894+0.0053231i,0.0097043-0.0028971i,0.0031242-0.00231i,-0.0044228+0.00028645i,-0.005669+6.2156e-06i,-0.0031201-0.0056044i,-0.0023109-0.010643i,-0.0030578-0.0093977i,-0.0051981-0.005046i,-0.0059066-0.0040297i,-0.0039902-0.0040014i,-0.00098708-0.0011222i,0.00043159+0.0026626i,-0.0019333+0.0034995i,-0.0053327+0.0013325i,-0.0054361-0.0017711i,-0.0031231-0.0035951i
-0.037033+0.0071541i,-0.056678+0.02475i,-0.042374+0.014494i,-0.016002-0.029667i,-0.014208-0.047774i,-0.019876-0.020027i,-0.011716-0.003465i,-0.011032-0.014929i,-0.018347-0.021127i,-0.015222-0.015131i,-0.0057002-0.0076838i,-0.00015678-0.00062773i,-0.0010652+0.0038751i,-0.0031287+0.0045032i,-0.0017058+0.0022087i,-0.00037115-0.0010487i,-0.0028305-0.0044082i,-0.0076398-0.0071336i,-0.011044-0.0076961i,-0.0073193-0.0057445i,-0.00033573-0.0028266i,0.0016948-0.0011185i,0.00069266+0.00023276i
0.023747-0.034983i,0.011827-0.069057i,-0.016592-0.064129i,-0.029133-0.023883i,-0.015329-0.005246i,-0.0053577-0.017341i,-0.003973-0.019385i,0.0032486-0.010393i,0.0073842-0.0054563i,0.0026031-0.003716i,-0.0033849-0.0033944i,-0.0041746-0.0024363i,0.00019525-0.00034818i,0.0033323+0.00082224i,0.0026961+0.0023723i,-4.2927e-05+0.0052795i,-0.0010215+0.0068368i,0.0030468+0.0056654i,0.0091272+0.0027274i,0.0089477-0.00051516i,0.0040763-0.0013887i,0.0011126+3.135e-05i,0.00098158+0.00013886i
0.014776+0.04823i,0.044326+0.058432i,0.050437+0.030493i,0.017674-0.0017263i,-0.0096563+0.0013543i,-0.0059271+0.013303i,8.6412e-05+0.011209i,0.0011918+0.0094589i,0.0045517+0.0049922i,0.00086506-0.005006i,-0.0037402-0.0086097i,-0.00096499-0.0076749i,0.001565-0.0061452i,0.0007245-0.0034045i,-0.0018181-0.0014338i,-0.0025795+0.00045295i,-0.0015542+0.0028974i,-0.0012654+0.0049748i,-0.0015495+0.0056193i,-4.3883e-05+0.0043617i,0.0040498+0.0035944i,0.00648+0.0037162i,0.0059905+0.0031329i
-0.050071-0.013848i,-0.078312+0.012303i,-0.062181+0.054711i,-0.017102+0.065598i,-0.00013951+0.034772i,-0.0038161+0.0099257i,0.0053746+0.0047109i,0.018735-0.0013516i,0.017841-0.0096543i,0.0081681-0.0098113i,0.0026753-0.0020214i,0.0018936+0.00342i,0.0026999-0.00021652i,0.0027611-0.0052682i,0.0016971-0.00519i,0.0016934-0.0038486i,0.0029421-0.0052935i,0.0049169-0.0084934i,0.0056127-0.011141i,0.0027865-0.010573i,-5.1428e-05-0.006746i,-0.00076111-0.0033193i,-0.0010511-0.0016865i
0.046072-0.029214i,0.052404-0.072065i,0.029685-0.092755i,0.018155-0.074382i,0.034052-0.047324i,0.034865-0.027478i,0.018477-0.0094781i,0.010421-0.0024367i,0.0058918-0.0055512i,0.001822-0.005463i,0.00059035-0.0019023i,-0.00011512+0.003439i,-0.00058846+0.0091392i,0.00018609+0.011183i,0.0001557+0.010786i,-0.00024137+0.007679i,-0.00013946+0.0051176i,0.00015487+0.0061134i,0.0013709+0.0094032i,0.0042385+0.011519i,0.0063246+0.0097355i,0.006072+0.0068158i,0.0045497+0.0041495i
-0.0087859+0.055859i,0.017927+0.084228i,0.042821+0.068324i,0.028764+0.032253i,-0.0012833+0.016771i,-0.0057119+0.0064712i,1.5589e-05-0.0073463i,-0.0030368-0.0053408i,-0.0030599+0.0039i,0.00012267+0.0018931i,0.0027991-0.0044288i,0.0057233-0.0048952i,0.0076017-0.0031571i,0.0062406-0.0027316i,0.0016542-0.0035188i,-0.0036419-0.0041435i,-0.0074318-0.0039099i,-0.0094333-0.0044413i,-0.010111-0.0053057i,-0.0094214-0.0045645i,-0.0088925-0.0030234i,-0.0082687-0.0012494i,-0.0068185-0.00016377i
-0.052777-0.042159i,-0.09761-0.040974i,-0.11157-0.022837i,-0.082819-0.021019i,-0.047658-0.026581i,-0.025191-0.010226i,-0.01323+0.010436i,-0.0078312+0.015617i,-0.0037513+0.01087i,-0.00017317+0.0021485i,-0.0020941-0.0019858i,-0.0046985+0.0013425i,-0.0016349+0.0041006i,0.0032072+0.0041112i,0.0044674+0.0026675i,0.0043173+0.0011083i,0.0055472+0.0014338i,0.0079045+0.0042885i,0.011024+0.0080769i,0.013117+0.0086603i,0.011977+0.0070076i,0.0077625+0.0055015i,0.0036543+0.0027998i
0.059643-0.013322i,0.083919-0.038588i,0.070624-0.034821i,0.044941+0.013753i,0.032286+0.047107i,0.018336+0.036004i,0.0030054+0.019766i,0.0029719+0.013517i,0.007923+0.0057664i,0.0038762+0.00050311i,-0.0040532-0.0004678i,-0.0093118-0.0016441i,-0.011949-0.0026096i,-0.011639-0.0024533i,-0.0098601-0.0016773i,-0.0082152+0.00011387i,-0.0081741+0.0028824i,-0.010157+0.0043999i,-0.014138+0.0024985i,-0.01751-7.518e-05i,-0.016562-0.00014785i,-0.012295+0.00084912i,-0.0068825+0.00090633i
-0.029154+0.059794i,-0.021254+0.095047i,-0.0062622+0.084491i,-0.0064336+0.03805i,-0.0080692+0.0090013i,0.0066786+0.0090257i,0.016094+0.0082042i,0.0067737+0.0012572i,-0.003827-0.0022466i,-0.0042576-0.0026536i,8.1596e-06-0.0012692i,0.0021256+0.0025253i,0.0016577+0.0060994i,0.00086463+0.0061747i,0.00046123+0.0028114i,0.0011002-0.0035523i,0.0023016-0.0087206i,0.0043462-0.010711i,0.0079209-0.010223i,0.010536-0.0084618i,0.010669-0.0072862i,0.0082901-0.0063171i,0.0046575-0.0041905i
-0.0321-0.061306i,-0.057099-0.078377i,-0.045437-0.061743i,0.003284-0.038212i,0.028908-0.028337i,0.011-0.022726i,-0.0053365-0.015874i,-0.0060991-0.014387i,-0.0057644-0.010405i,-0.0013822-0.0038111i,0.0018292-0.0017565i,-6.4292e-05-0.0014042i,-0.00081716-0.00028896i,0.00027612+0.00048317i,0.00026949+0.0015425i,-0.00043441+0.003895i,-0.0014559+0.0061986i,-0.0041495+0.0069343i,-0.0096214+0.0075225i,-0.01439+0.008176i,-0.01357+0.006871i,-0.0089735+0.0035698i,-0.0047119+0.0014744i
0.066257+0.01418i,0.089875-0.0018462i,0.056506-0.022601i,-0.004585-0.021413i,-0.029905-0.0083898i,-0.018769-0.008544i,-0.013255-0.011641i,-0.013761-0.0042779i,-0.0091798+0.0017053i,-0.0049716-0.0014149i,-0.0018268-0.0070126i,0.0010866-0.0097217i,0.002893-0.0095233i,0.003297-0.0081959i,0.002206-0.0051437i,-0.001045-0.0036769i,-0.0039148-0.0062466i,-0.0029944-0.0096273i,0.0024559-0.0118i,0.0082723-0.012941i,0.0094069-0.012878i,0.0068424-0.011076i,0.0022104-0.0074658i
-0.054991+0.050365i,-0.062782+0.081149i,-0.036159+0.076526i,-0.010505+0.038957i,-0.011988+0.015494i,-0.015109+0.019333i,-0.007396+0.017972i,-0.001409+0.0078048i,0.0020089+0.00034693i,0.0030674-0.0029485i,0.0021448-0.0015146i,1.139e-05-0.00040824i,-0.0044687-0.0034474i,-0.0071091-0.0060243i,-0.0047172-0.0047362i,0.00069262-0.001493i,0.005023+0.0026472i,0.0054248+0.0073708i,0.002691+0.010274i,0.00016448+0.010254i,-0.00019391+0.0088968i,0.00048729+0.006823i,0.0014345+0.0046983i
