-8.5096e-05+0.00059551i,-0.00053859-4.423e-05i,-0.00022563-0.00092673i,2.1055e-05-0.0011481i,-0.00069364+6.3443e-05i,-0.0012077+0.00039159i,-0.00074733+0.00023043i,0.00057336+0.00057683i,0.0016717+0.00086024i,0.0013637+0.00022332i,0.0011083-0.00046889i,0.0012968-0.00028565i,2.1569e-05-0.00030991i,-0.0010516-0.00040553i,-0.00075041-2.3058e-05i,-0.00014525+0.00053647i,-0.00021499+0.0008632i,0.00025512+0.00070476i,0.0011869+0.00011139i,0.00084364-0.00016928i,-0.0001744-0.0004598i,-0.00026108-0.00072456i,0.00044078-0.00027382i
0.00018518+0.0026292i,8.2509e-05+0.0014724i,0.001879+0.00075735i,0.0036571+0.0003361i,0.0039901-0.0010055i,0.0031417-0.0013534i,0.001457-0.00079072i,-0.00049463-0.00015356i,-0.00089076+0.00067573i,0.00026222+0.0009126i,-3.7877e-05-2.0703e-06i,-0.00070238-0.00033718i,0.00025805-0.00016032i,0.001164+0.00018075i,0.0011371+0.0008986i,0.00078231+0.00077259i,0.00039117+0.00027206i,0.00025687-0.00014903i,0.00078957+0.00032116i,0.00088217+0.00092725i,-0.00020925+0.00053851i,-0.00076654+0.00014565i,-6.391e-05-0.00014346i
0.00014418+0.0016285i,0.0011473+0.0011658i,0.0023367+0.0012719i,0.0031685+0.00073615i,0.0028942-0.0011698i,0.0015455-0.0020603i,-0.00056161-0.0019491i,-0.0019207-0.00079122i,-0.00083963+0.0010786i,0.0012329+0.0012654i,0.0016695-0.00020925i,0.00080336-0.0015409i,0.0007899-0.00096704i,0.00086604+9.6387e-05i,0.00068428+0.00063357i,0.0005191+0.00071064i,0.00035032+0.00048298i,0.00016523+0.00023742i,-0.00053308+0.00012908i,-0.0010346-1.0465e-05i,-0.00074628+0.00066893i,-0.00035507+0.0010136i,0.00011701+0.000437i
0.0021843-0.0013637i,0.0010722-0.0010092i,0.00040596-0.0016109i,0.00031155-0.0028261i,-0.00070983-0.0034827i,-0.0020865-0.0024137i,-0.0017098-0.00037558i,0.00019025+0.00066122i,0.0015086+0.00050297i,0.00085729-2.4163e-05i,-0.00067878-0.00090653i,-0.0015026-0.0016873i,-0.0013283-0.0013878i,-0.00073278-0.00038095i,-4.789e-05-0.00038509i,0.00027436-0.00019821i,0.0003688+7.4236e-05i,0.00013926+0.0001085i,-5.7796e-05-0.00054472i,-0.00032118-0.0010326i,-0.00064567-0.00046645i,-0.00076714-7.7227e-05i,-0.0004101-3.7035e-05i
-0.00053936-0.0013852i,-0.0014602-0.00068776i,-0.0020317+0.00011325i,-0.0020698+0.00048615i,-0.0023575+0.001514i,-0.0019108+0.0016318i,-0.00036724+0.0010952i,0.0010092+0.00054928i,0.0010989+0.00041073i,0.00016926+0.00048184i,1.2165e-05-0.0001207i,0.00046783-0.00076179i,-6.1703e-05-0.00090247i,-0.00061481-0.0013711i,7.2181e-05-0.0010318i,0.00065594-0.00081664i,-6.1442e-05-0.00060499i,-0.0010015-0.00041067i,-0.00018633-0.00055562i,0.0011453-0.00043034i,0.0012881-0.00077511i,0.00092394-0.00099541i,0.00036773-0.00046497i
-0.0025326-0.0006214i,-0.0036187+0.00031649i,-0.0032454+0.0011197i,-0.0017171+0.0023443i,-0.00075424+0.0037584i,-0.00021307+0.0037265i,0.0011901+0.001467i,0.0012476+0.00014875i,-0.00046123-0.00018972i,-0.0012004+7.1456e-05i,-0.0017404+0.0012827i,-0.0017396+0.0011073i,-0.00060961-0.00030536i,-0.00038021-0.00093972i,-0.00046742+0.00011636i,-0.00088754+0.00068374i,-0.00095533+0.0002991i,-0.00045692+0.000139i,-3.7644e-05-0.00032782i,0.00053474-0.00060965i,0.00077228-0.0006027i,0.00025259-0.00047597i,-0.00043792+4.8165e-05i
-0.0012734-0.00010735i,-0.0019259+0.00041099i,-0.0020454+0.00085893i,-0.00030985+0.0015685i,0.00093425+0.0023964i,0.0011256+0.0018536i,0.001242+0.00016739i,0.00083163-0.0006056i,-0.00053539-0.00015905i,-0.0010082+0.00099022i,7.0643e-05+0.00094891i,0.00097856+0.00049558i,0.00056343+0.00085095i,0.00016847+0.0012078i,0.00050336+0.00095399i,-1.7299e-05+0.0010493i,-0.00017392+0.0010586i,0.00037113+0.00059027i,0.00047305+0.00030203i,-0.00018939+0.000105i,-0.00072951-0.00011463i,-0.00033005-0.00039661i,8.7405e-05-0.00027937i
0.0043846+0.0013447i,0.0046443+0.00038469i,0.004242-0.00089287i,0.0037318-0.0022233i,0.0032321-0.0029156i,0.0020259-0.0023392i,0.0007253-0.0010562i,-2.9893e-05+0.00013328i,0.00056455+0.00094213i,0.0013713+0.00048962i,0.0014042-0.00045043i,0.0015001+1.6392e-05i,0.0012237+0.00073947i,0.00038419+0.00049148i,-0.00029977+0.00031515i,-0.00027035+0.00064055i,0.00019517+0.00086756i,0.00035386+0.00068838i,0.00075339+0.00073322i,0.00076601+0.00099827i,-0.00034918+0.00047974i,-0.0013091-0.00035993i,-0.00097345-0.0001712i
-0.0025184+0.00029576i,-0.00086266+0.0010146i,0.00033679+0.0017876i,0.00058127+0.0010459i,0.00056078-0.00064765i,0.00016815-0.0019226i,6.0377e-05-0.00093199i,-0.00036126+0.00081209i,-0.00086765+0.001163i,0.00032369+0.00021727i,0.0011686-0.00055496i,0.0011412-0.0010177i,0.00070691-0.00080614i,1.1521e-05-0.00018666i,-0.00031026+0.00048609i,-0.00028856+0.00055981i,-0.00013939+0.00037371i,0.0001013+0.00032912i,0.00024268+0.00079498i,-0.00015741+0.0011176i,-0.00021654+0.00095426i,0.00060399+0.00017524i,0.00051233-1.0364e-07i
-0.0020475-2.8939e-05i,-0.0017214-0.00070519i,-0.00093344+0.0012551i,-0.00082359+0.0011961i,-0.0016245-0.00086578i,-0.0019653-0.00073491i,-0.00073197+0.00019111i,0.00017567+0.00057528i,0.00013486+0.00094009i,-0.00017076+0.00059449i,-0.00013787-0.00033403i,-0.00043522-0.00108i,-0.0010595-0.00057352i,-0.00078498-0.0002293i,8.6441e-06-0.00058813i,0.00040638-0.00090668i,-8.6724e-05-0.00081034i,-0.00034147+0.00012015i,-0.0010107-0.00011802i,-0.00050697-0.0010017i,0.0006296-0.00043667i,0.0003629+0.00032132i,0.00080296+0.00073894i
-0.0014779+0.0023548i,-0.0027894+0.002296i,-0.002348+0.00088759i,-0.0014778+0.00073745i,-0.0019142+0.0020551i,-0.0016475+0.0016569i,-0.00024358+2.6874e-05i,0.00038217-0.00086916i,0.00042095-0.00082721i,-0.00025115-0.00087843i,-0.00069168-0.001137i,-0.0010572-0.0007944i,-0.0014359-0.00033706i,-0.00094853+0.00027742i,-0.00019509+0.00047066i,8.963e-05-0.00063936i,0.00061424-0.00035218i,0.00083742+0.00073684i,-5.6273e-05+0.000531i,-0.00064313-7.2683e-05i,-0.00016602-0.00027731i,-6.1709e-05-0.00013992i,0.00056404-0.00070247i
-0.00048041+0.0012237i,-0.0011764+0.0011694i,-0.0011784+0.0023276i,-0.00036029+0.0033538i,0.0015805+0.0032467i,0.0023022+0.0023644i,0.0011216+0.00082291i,-0.00032663-0.00025274i,-0.00072564-8.5749e-05i,-0.0001477+0.00068598i,0.00027106+0.00044029i,0.00045981-0.00020544i,0.00058699-0.0004313i,0.00076373-0.00051774i,0.00079888-0.00062479i,0.00019866-0.00016658i,-0.00045278+0.00029357i,-0.0001886+0.0003422i,-2.6842e-05+0.00019316i,-0.00064906+6.3423e-06i,-0.00025054+0.00022172i,-0.00012234+9.7143e-05i,-0.0011111+6.9515e-05i
-0.002423-2.8569e-05i,-0.0019189+0.0024869i,-0.0034068+0.0042291i,-0.0019678+0.0051672i,0.00050216+0.0049268i,0.0013355+0.0026888i,0.0012246+7.5352e-05i,-0.00083244-0.0015776i,-0.0020433-0.0012374i,-0.0010305-0.00032979i,0.00021409+7.1386e-05i,0.00067105+0.00032829i,2.0349e-05+0.00024388i,-0.00050095+0.00025501i,-0.00026321+0.00027215i,-3.3802e-05+0.00049681i,0.00028856+0.00040691i,0.00067485-0.00028149i,0.00048063-0.00084903i,-0.00043461-0.00020929i,-0.00090481+0.00064828i,-0.00070554+0.00048599i,0.00015826+0.00090017i
-0.0010913-0.0014943i,-0.001943-0.00026662i,-0.0013498-0.00086602i,0.00027129-0.0016171i,0.00027881-0.0014694i,-0.00064429-0.00098572i,-0.0013003+0.00071263i,-0.0010922+0.0019591i,-0.00022938+0.0016231i,5.888e-06+0.00059717i,8.0555e-05-0.00029294i,-0.00010972-7.2822e-05i,-0.00042498-0.00019129i,-6.7923e-05-0.0010557i,0.00037545-0.0003722i,0.00010197+0.00088022i,0.00015738+0.00030326i,0.00066132-0.00026649i,0.00034503-0.00053754i,-0.00024157-0.00054916i,-0.00045022+0.00035973i,-0.00035058+0.00045486i,-0.00050495+0.00071728i
-0.0013577-0.0020711i,-0.00098433-0.0027337i,-0.00061141-0.0026206i,-0.00085231-0.0026515i,-0.00074613-0.0025552i,-4.4908e-05-0.0017556i,-7.9922e-05-0.000513i,0.00028746+0.00045244i,0.00085835+0.0006939i,0.0010379+6.2877e-05i,0.0010523+0.00012527i,0.00032984-2.7009e-05i,-0.00015421-0.00023296i,-7.9081e-05+0.00017666i,-0.00027152+0.00091829i,-0.00052097+0.00083555i,-0.00020303+0.00037981i,0.0003727+0.00027259i,0.00059898+0.00035837i,-3.0688e-05+0.00063237i,-0.00038476+0.00042144i,-0.00031163+8.3078e-05i,-9.851e-05+0.00022495i
-0.0013049+0.0008555i,-0.0014363-0.00058853i,-0.0011853-0.0011378i,-0.0010875-0.00061587i,-0.0018428-0.0002854i,-0.0011994+0.00010942i,0.0013716+0.00056678i,0.0019885+0.00027425i,0.00067103-0.00067837i,0.00013775-0.0009745i,0.00021843-0.00071071i,-0.00072193-0.0008176i,-0.00071143-0.0011374i,-0.00047315-0.00057878i,-0.00036265+0.00048855i,1.011e-05+0.00094598i,5.8289e-05+0.00063016i,-0.0001737+0.00042552i,-3.4191e-05+0.00066004i,0.00026695+0.00073663i,0.00030123+0.00084285i,0.0004261+0.00039024i,0.00053307+0.00013354i
-0.0014226+0.001401i,-0.0020483+0.0012664i,-0.0015844+0.0014993i,-0.00079166+0.0024219i,-0.00059769+0.0030007i,-0.00025275+0.0019193i,0.00027434+0.00014567i,-0.00026052-0.00085762i,-0.00067169-0.00082124i,-0.0001274-0.00056826i,-6.3384e-05-0.00057486i,-0.00036513-0.00058992i,0.00019121+2.7641e-05i,0.00035193+0.00098055i,-0.00011939+0.0011543i,-0.00014769+0.00079409i,0.00037584+0.00027659i,0.00059741+6.0311e-05i,0.00071043+0.00044074i,0.00078456+0.00052901i,1.4682e-06-0.00015827i,-0.00071873-0.00059729i,-0.00072409-0.00025932i
0.0036426+0.00014137i,0.0031178+0.00056792i,0.00232-0.00030196i,0.0011316-0.00020153i,-0.00024477-0.00026956i,-0.001627+0.00036129i,-0.0017108+0.00086542i,-0.001377+0.00070524i,-0.00066784+0.00068867i,0.00054941-0.00031544i,0.00034566-0.00084964i,-0.00088418+0.00014299i,-0.00095161+0.00047276i,-0.00035378+0.00029582i,-0.00068187+0.0006268i,-0.0011341+0.00081106i,-0.00074399+0.0011364i,7.8503e-05+0.0012561i,0.00024746+0.0012091i,-8.7973e-05+0.00086075i,0.00040072-0.00025749i,0.0002412-0.0013098i,-0.00050348-0.0010346i
-0.00059598+0.00092098i,0.00081356+0.001722i,0.0018806+0.0030453i,0.002544+0.0024886i,0.0028376+0.001048i,0.0016184+0.00062163i,-0.00028395+0.0011391i,-0.0013367+0.001905i,-0.0010107+0.001798i,-0.00038895+0.0010982i,-3.0264e-05+0.0004354i,-0.00013431+0.00025262i,0.00027776+4.1837e-05i,0.00059711+0.00066686i,0.00043273+0.00058441i,0.00013369+0.00025443i,-0.00012539-0.00027551i,0.00019003-0.00016538i,0.0001065+0.000547i,-0.00015539-9.9693e-05i,3.5143e-05+3.7395e-05i,0.0006012+0.00066452i,0.00099117+0.00012493i
-0.001053-0.0023406i,-0.0010445-0.0016159i,0.00036105-0.00074517i,0.0023154-0.0003561i,0.0021319-0.00036747i,0.0013742+0.00040459i,0.0010958+0.00075448i,0.00078357+0.0012278i,0.00056454+0.00028088i,0.00053051-0.0013142i,4.1395e-05-0.00094264i,-0.00011234+9.7272e-05i,-9.5685e-05+0.00068951i,-0.00022315+0.0006568i,-0.00022337+0.00042613i,0.00041021+0.00061398i,0.0011471+0.0010495i,0.00017757+0.00073904i,0.00017832+0.00018126i,0.00046236-0.00071116i,-5.8553e-06-0.00085456i,-0.0003414-0.00021035i,-0.00015953+3.3912e-05i
-0.0011995+0.00097912i,0.00054839-8.3901e-05i,0.0012062-0.00070346i,0.0010784-0.0010529i,0.0015448-0.0014565i,0.0016895-0.0022002i,0.0015372-0.00084888i,0.0015376+0.00060908i,0.0018223+0.00084826i,0.0021168+0.00116i,0.0014451+0.00031233i,0.00040832-0.0011373i,-0.00045336-0.0014069i,-0.00026802-0.00086696i,0.00072066+4.2057e-05i,0.00022719+0.00072143i,-8.4433e-06+0.00020692i,0.00053137-0.00061651i,0.00024747-0.0007085i,-0.00053652-0.0003821i,-0.00077592+0.00042903i,-0.00053664+0.00081048i,-0.00056277+0.0009553i
0.0023563+0.0031726i,0.00095388+0.0015517i,0.00056688-0.0010999i,-0.00042997-0.0021444i,-0.0017346-0.0017894i,-0.0020619-0.00028541i,-0.00074957-0.00035208i,-0.00039856-0.001814i,-0.00059891-0.001972i,-0.00022972-0.00076435i,2.5631e-05-0.00046617i,0.00018967-0.0015124i,-2.0755e-05-0.00098316i,0.00013081-0.000504i,0.00018335-0.00054808i,-0.00020757-0.00048131i,-0.00034745+5.4359e-05i,-0.00019099+0.00052019i,-0.00040501+0.0005927i,-0.00045007+0.00034286i,4.9676e-05-0.00074972i,0.00018028-0.0010535i,0.00080596-0.00038943i
-0.0018974-0.0013617i,-0.0030286-0.0013459i,-0.0034907-0.00076079i,-0.00216+0.0016528i,-0.00095369+0.0026649i,-0.0006185+0.0015065i,8.4762e-05+0.0001923i,-0.00014474-0.00083255i,-0.0008626-0.0010665i,-0.00065287-0.000126i,-0.00026703-0.00027685i,0.00012327-0.0012114i,0.00064679-0.0013902i,0.00032997-0.00035184i,-0.00016418+0.00048137i,4.562e-05+0.00041223i,0.00012401-0.00019495i,0.00093868-0.00039855i,0.0013228+0.00050182i,0.0010519+0.00072958i,0.0012321+0.00020692i,0.0010285+6.2509e-05i,0.00059471+0.00044092i
0.00097498-0.00092626i,0.00079046+0.00018751i,-0.00089509-0.00054056i,-0.0010116-0.00036832i,5.2744e-05+0.0010049i,0.00053614+0.0016622i,-0.0003971+0.0015029i,-0.0012457+0.0013795i,-0.0016064+0.0013493i,-0.0013298+0.001071i,-0.00067942+0.0013801i,-0.00033001+0.0013193i,0.00026271+0.00061314i,0.00048071+1.7949e-05i,-1.3356e-05+9.574e-05i,-0.00072415+0.0010906i,-0.00027776+0.0018031i,0.00052037+0.0012733i,0.00095092-0.00016354i,0.00089671-0.00076077i,0.000698-0.00080247i,0.00096016-0.00037175i,0.0007574-0.00024794i
-0.00075093-0.002776i,0.00086257-0.0023367i,0.0019316-0.0016654i,0.0028099-0.0015058i,0.002387-0.00041991i,0.0011215+0.00085392i,-7.0441e-05+0.0018156i,8.8892e-05+0.0020679i,0.00047506+0.00081486i,0.00058605+1.2384e-05i,0.00087847+0.00043615i,0.0011798+0.00047285i,0.0010355-0.00020037i,0.0010387-0.0007585i,0.00046495-0.00075635i,-0.00067411-0.00052374i,-0.0004877-0.00018884i,0.00019516+9.8784e-06i,-0.00016042-0.00060716i,-0.0005961-0.0011108i,-0.00068984-0.00066067i,-0.00060348-0.00052821i,-0.00075251-0.00048423i
-2.5735e-07+0.0010895i,0.0025955-0.00044504i,0.0032556-0.001297i,0.0026058-0.0025185i,0.0022926-0.0035727i,0.0013602-0.002999i,0.0012469-0.00046275i,0.0011258+0.0015917i,0.00099532+0.001779i,0.0018923+0.00090618i,0.0014261-0.0002195i,0.00099287-0.00038611i,0.00072504-0.00039426i,-0.0005251-0.00090445i,-0.0011949-0.001361i,-0.00048078-0.00138i,-0.00016593-0.00076352i,0.0003543-0.00055128i,0.00024418-0.0003848i,-0.00036787-0.00032641i,0.00023776-0.000245i,0.00089034-2.4658e-05i,0.00043143-2.1438e-05i
-0.0020867+0.0037952i,-0.0022929+0.0026552i,-0.0012174+0.0014904i,-0.00048442-0.0011698i,0.00030142-0.002789i,0.00028613-0.0020203i,-2.3714e-05-0.0017555i,0.00080125-0.0016642i,0.0010315-0.0012012i,0.0008897-0.0014654i,0.00074032-0.0020133i,-0.00010825-0.0022433i,-0.00077118-0.0018205i,-0.00079681-0.0010119i,-0.00059281-0.00028603i,-0.00018853-0.0004865i,0.00018583-0.0005319i,0.00012863-0.00020361i,0.00046272+3.1024e-05i,0.0010101+0.00039597i,0.00016946+0.00097231i,-0.00094218+0.0010785i,-0.0010058+0.0012887i
0.0011365-0.00025949i,-0.0011054-0.000368i,-0.0022041+8.8183e-05i,-0.0027078+0.00076773i,-0.002519+0.0013819i,-0.0015451+0.00083521i,-0.0010334-0.00047606i,-0.00025505-0.00093289i,-0.00033153-0.0015695i,-0.00070892-0.0019384i,-0.00044285-0.0013079i,-0.00072952-0.00034501i,-0.0011557+0.00079055i,-0.00034717+0.0012893i,0.00029228+0.00094728i,-0.000215+0.0010467i,-0.00039782+0.0010186i,-0.00049074+0.00028225i,4.1693e-05-0.00029147i,0.00065791+0.00027433i,0.00080681+0.00065662i,0.00072187+0.00023106i,-1.4082e-05-0.00036144i
0.0020461-0.00072881i,0.00028517+0.001598i,-0.001307+0.0038745i,-0.00025132+0.0047809i,0.0015861+0.0038889i,0.00094894+0.0025198i,-0.00088786+0.0014529i,-0.0018388+4.9955e-05i,-0.0015276-0.00052913i,-0.00093326+0.00018377i,-0.0012543+0.00018273i,-0.0014371-3.6571e-05i,-0.0014572+2.4257e-06i,-0.0018839+0.00031915i,-0.0013451+0.0010706i,-0.00035989+0.001518i,0.00028964+0.0011846i,0.0004673+0.0011338i,0.0010727+0.00098914i,0.0014597-0.00019644i,0.00083659-0.00029724i,0.00012646-1.0579e-05i,-2.3649e-05-0.00030516i
0.0026742-0.0010247i,0.003405-0.00019157i,0.0033568+0.0010355i,0.0043246+0.00078492i,0.0033357+0.00051917i,0.00083141+0.001157i,-0.00022133+0.0022758i,-0.00012548+0.0034577i,0.00034024+0.0029237i,0.00061591+0.00099066i,0.00088682-0.00022935i,0.00042308-0.00020622i,-8.4994e-06+0.00028463i,0.00066414+0.00079719i,0.00050705+0.00094178i,-0.00054964+0.00047383i,-0.00077779+0.00014383i,-0.00036096+0.00083912i,0.00044871+0.00044239i,0.0007414-0.001191i,0.00075932-0.0019683i,0.00081031-0.0011798i,0.00050768-0.00083824i
-0.0051333-0.001742i,-0.0027309-0.0018815i,-0.00064806-0.00090815i,9.9778e-05-0.00023919i,0.00071534-0.00060851i,0.0015109-0.00042831i,0.0016243-0.00029906i,0.0016324+0.00059313i,0.0012764+0.0014296i,0.0011314+0.0012191i,0.0011174+0.00065697i,0.00089948-0.00086655i,0.00075771-0.0014545i,0.0012285-0.00058229i,0.0017354+0.00026326i,0.00097761+0.00074407i,2.3164e-05+0.00071145i,-0.00014868+0.00080932i,-0.00013051+0.00060696i,-0.00040955-0.00060611i,-0.00043678-0.0012951i,-0.00042389-0.00081435i,-0.00070956-0.00060701i
-0.0045703+0.0022812i,-0.0040064+0.0001578i,-0.001968-0.0016068i,-0.0015898-0.0027272i,-0.0014495-0.0031677i,-0.00034578-0.0021111i,0.0015357-0.00065664i,0.0028984-0.00045294i,0.0025589-0.00068002i,0.0013152-0.00057864i,-5.7915e-05-0.00089122i,-0.00072486-0.00051194i,-0.00053639-9.2493e-06i,-0.00085016-0.00013713i,-0.00060507+0.0001437i,0.00036936+0.00027514i,0.00090055-0.00040597i,0.00061006-0.00074194i,9.3865e-05-0.001204i,-9.7138e-05-0.00021499i,-0.0010929+0.0012637i,-0.0013258+0.0011814i,-0.0016929+0.00016811i
0.00014807+0.005998i,-0.0034914+0.0047785i,-0.003989+0.0041582i,-0.0028312+0.0024888i,-0.0015441-0.00019663i,-0.00070646-0.0014446i,-0.00087748-0.0017484i,-0.00083332-0.0026583i,-0.00095918-0.0023574i,-0.00037951-0.0010856i,9.2843e-07-0.00057415i,-0.00096723-0.001034i,-0.0012-0.00093293i,-0.0012089+5.4606e-05i,-0.00086857+0.00030086i,0.00011818-0.00065218i,9.6407e-05-0.0005184i,-0.00036253+1.973e-05i,-0.00030368-0.00028219i,-0.00043116-0.00022218i,-0.00078732+0.00055043i,-0.0008867+0.0014502i,-9.9609e-05+0.0012837i
0.0072137+0.0010085i,0.0049494+0.0011598i,0.0016088+0.00083194i,-0.00053509+0.00078373i,-0.000666+0.0007667i,-0.0004661+0.00099275i,-0.0017543+0.0018449i,-0.0026412+0.0020831i,-0.0021242+0.001294i,-0.0010313-0.00038959i,-0.00092967-0.00068083i,-0.00083228+0.00067256i,-0.00024545+0.0013266i,-0.00036418+0.00087418i,-0.00044031+0.0010921i,-0.00049878+0.00099487i,-0.00046792+7.2105e-05i,-0.00014866-0.00037947i,-8.237e-05-0.00027836i,0.00063866+0.00014623i,0.0010871+0.00035286i,0.00041239-0.00011571i,5.3593e-05-0.00059623i
0.0052932-0.0051072i,0.00445-0.002044i,0.0024599-0.00014829i,0.0019805+0.0009392i,0.0012652+0.0015896i,1.6157e-05+0.0019166i,6.5631e-05+0.0015574i,0.00011405+0.0016627i,-0.00055843+0.0020775i,-0.00065026+0.0015979i,-0.00026089+0.0014253i,-0.00041237+0.00080501i,8.0982e-05+0.00054802i,0.00072346+0.00080328i,0.0001549+0.0012757i,-0.00093636+0.001599i,-0.00033494+0.0008531i,0.00097153+7.9691e-05i,0.0014331+0.00016391i,0.0011698-0.00017794i,0.00047709-0.0010492i,0.00019041-0.0014463i,-0.00026656-0.0015832i
-0.00021054-0.0079774i,0.00052095-0.0083556i,0.001545-0.0074586i,0.0019097-0.0049622i,0.00084881-0.0023071i,6.5276e-05-0.0006862i,0.0012109+0.0010793i,0.0024508+0.0030154i,0.00231+0.0028087i,0.0014258+0.00086704i,0.00086171-4.522e-05i,0.00031605-8.0146e-05i,-1.6862e-05-0.00046909i,2.6501e-05-0.00063842i,0.00010523-8.1222e-05i,0.00030544+0.00067175i,0.00010596+0.00076196i,0.00083126-0.00027282i,0.00093327-0.0013842i,0.00014906-0.0018931i,-0.00063472-0.001806i,-0.0013834-0.0017051i,-0.0016485-0.0017471i
-0.0065259+0.002127i,-0.0034248-0.00017869i,0.00076829-0.00072822i,0.0026538-0.0010801i,0.0024592-0.0012236i,0.0016451-0.00053889i,0.0017138+0.00042041i,0.0013421+0.0010735i,0.0005084+0.0012311i,0.00071573+0.00083752i,0.00063112+0.00047705i,0.00056695+0.00027374i,0.00020698-0.00033648i,-0.0003423-0.00066015i,-0.00024621-0.00031194i,0.00011797-0.00022261i,0.00068377+0.00045011i,0.00086077+0.00074523i,0.00040003+2.1507e-05i,6.1324e-05-0.00080332i,-0.00037862-0.0007904i,-0.0006039+3.367e-05i,-0.00060933-9.1149e-06i
-0.0022854+0.0059819i,-0.0052618+0.0032575i,-0.0050277-0.00011313i,-0.0035148-0.0018484i,-0.0025143-0.0016251i,-0.001272-0.0012073i,0.00021109-0.0014404i,0.00048584-0.0023638i,0.00036301-0.0026224i,0.00022738-0.0012151i,-1.4917e-05-0.00070694i,-0.00030224-0.00082735i,-0.0010717-0.00022856i,-0.00032009+0.00029209i,0.00048702-0.00012476i,0.00049887-0.00063779i,0.0005605-0.0010587i,0.00012472-0.0012242i,-0.00014866-0.0009025i,-2.7884e-05+0.0001538i,-0.0004229+0.00057079i,-0.00035117+0.00093538i,-0.00032017+0.0015619i
0.0085146+0.0025645i,0.003352+0.00098957i,-0.0003377-0.0010628i,-0.0019464-0.00057018i,-0.0017279-0.00027388i,-0.00098578-0.0003403i,-0.0010581+0.00025017i,-0.0013776+8.3362e-05i,-0.0015484-0.00022154i,-0.001089-0.00051215i,-0.00091884-0.0014694i,-0.00032498-0.0012376i,-0.00029385+0.00050034i,-0.0002851+0.0009396i,-0.00053773+0.00051182i,-0.0003355+0.00058034i,8.9933e-05+0.00036163i,0.00014116-0.00016169i,0.00030761-0.00039775i,0.00020651+0.00023711i,-0.00012341+0.00043267i,-0.00035611-0.00048257i,-0.00076905-0.00087098i
0.0071767-0.0033856i,0.005352+0.001543i,0.0016156+0.0036578i,-4.285e-05+0.0036832i,3.3341e-06+0.0028458i,-0.00014966+0.0013639i,-0.00041752+0.00096325i,-0.00052439+0.0012681i,-0.00057376+0.0016128i,-0.0010821+0.00078871i,-0.00082546-0.00029125i,-0.00032918-0.00021612i,-0.00031711+0.00050302i,-0.00013766+0.00061116i,-0.00086901+0.00077702i,-0.0016164+0.0014037i,-0.00084312+0.0015157i,0.00011392+0.0012758i,-7.2132e-05+0.00056063i,0.00032875-0.00035522i,0.001007-0.00037217i,0.00024361-7.4196e-05i,-0.00042047+0.00037674i
-0.0060905-0.0090581i,-0.0028574-0.0047246i,6.6731e-05-4.7523e-05i,0.0021632+0.0026661i,0.0026699+0.0025917i,0.002653+0.0003884i,0.0019572-0.00050906i,0.00061004+0.00013678i,0.00014043+0.00097744i,0.00057666+0.0010535i,0.00075328+0.0012884i,0.00069721+0.0013046i,0.00073927+0.00032559i,0.00056191-0.00020676i,0.00041604+0.00015274i,1.521e-05+0.00035294i,-9.0897e-05+0.00052707i,0.00011684+0.00085689i,9.4869e-05-0.00044082i,-4.4184e-05-0.0011184i,-0.00046329-0.00028714i,-0.00087964-0.00021873i,8.7783e-05-0.00016675i
-0.0078741-0.00011068i,-0.0034997-0.0025732i,-0.00027079-0.0023185i,0.00090805-0.0018821i,1.3947e-05-0.0017973i,-0.00050327-0.0014523i,0.0006964-0.0011576i,0.0015609-0.00040199i,0.001972+0.00062193i,0.0019709+0.0011493i,0.0012474+0.00136i,0.00083935+0.0008791i,0.00075911-0.00064016i,0.00017849-0.0006575i,9.0387e-05+0.00055266i,0.0010155+0.0010587i,0.0018466+0.001134i,0.0020131+0.00080009i,0.0013583+0.00027256i,-2.2758e-05-0.00047624i,-7.037e-05-0.00082582i,0.00040709-0.00045137i,0.00027666-6.4684e-05i
-0.0053559+0.011559i,-0.0056915+0.0062248i,-0.0029352+0.00072749i,0.00051009-0.0020765i,0.0014029-0.002603i,0.00080992-0.0018551i,0.00044651+0.00040188i,0.00025378+0.0011501i,0.00050018-0.00028112i,0.0010006-0.00038609i,0.0010541-0.00010964i,0.00059487-0.0015436i,-2.5404e-05-0.0022307i,-0.00071908-0.0011307i,-0.00064454+8.361e-05i,-0.00034021-0.00033692i,-0.00010014-0.0014807i,0.00018876-0.0012672i,-0.00070482-0.00062608i,-0.0018989-0.00014504i,-0.00084175+8.235e-06i,0.00059114+5.18e-05i,0.00039651+0.0007875i
0.0093518+0.0084299i,0.0035858+0.0066868i,-0.00047528+0.0034862i,-0.0010422+0.0014497i,-0.00053266+0.00048615i,-0.00014599+0.0001343i,-9.5473e-05-0.00024171i,-0.00037082-0.000774i,-1.0432e-05-0.0011524i,4.1826e-05-0.00074213i,-0.00068906-0.00014207i,-0.00079884+0.00044441i,-0.0010475+0.00040317i,-0.0010994-0.00068132i,-0.0011054-0.0012213i,-0.001277-0.0012803i,-0.00065188-0.0011541i,-0.00028291-0.00088963i,-0.00083993+0.00049252i,-0.0010009+0.0012288i,-0.0008981+0.00017016i,-0.0012228-0.00093142i,-0.00061215-0.00074888i
