-0.0033714+0.00054645i,-0.0022557+0.00062755i,-0.002243+0.00094997i,-0.0018654+0.00042731i,-0.0012419+0.00075746i,-0.00014384+0.00093548i,0.00058441+0.00082174i,0.0005492+0.00056255i,0.00081394+0.00035284i,0.0012451+0.00064137i,0.00022337+0.000503i,-0.00063006+0.0001514i,-4.4692e-05+0.00055631i,-5.1368e-05+0.00057953i,-0.00014248+0.00012385i,-5.5609e-05-0.00035253i,-3.7472e-05-0.00064941i,8.7736e-05-0.00051744i,-0.00055819-0.0007148i,-0.0011427-0.00087598i,-0.00067241+3.851e-05i,-0.00014901-5.6488e-05i,0.00030189-0.00022087i
0.00012732+0.0014559i,0.00016322+0.00026625i,-0.00088071-0.00071713i,-0.0010171-0.00097792i,-0.00014746-0.00094255i,0.00021928-0.0009553i,0.00021616-0.0007744i,4.4488e-05-0.00077827i,-0.00039779-0.00025804i,-0.00052313+0.00045077i,-0.00017879+0.00081003i,-0.00071058+0.0012313i,-9.6309e-05+0.0016143i,0.00053402+0.0011974i,-0.00041307+0.00090123i,-0.00032749+0.00091399i,-0.00019757+0.0014837i,-0.00079734+0.0012875i,-0.00057462+0.0005591i,-0.00094715+0.00041985i,-0.0016101+0.00040313i,-0.00075822-0.00039784i,-0.00017666-0.00071176i
0.0010443-0.0011954i,0.0016378-0.0013365i,0.0025131-0.0016524i,0.0016181-0.0017348i,0.00078934-0.0018308i,0.00027271-0.0017174i,-0.00018134-0.00087377i,-0.00024307-0.00082821i,-0.00042689-0.00064419i,-0.00030477-0.00014835i,-0.00034228+0.00016015i,-0.00066181+0.00026012i,-0.00036867-0.00023108i,0.00062645-0.00076963i,0.0010305-0.00030489i,0.00070681-0.00024252i,0.00014648-0.00014417i,-0.00022432+0.00065923i,-0.0008684+0.00072394i,-0.00076597+0.00039027i,-0.00027797+0.00037096i,-6.3685e-05-0.00064173i,-0.00018456-0.001066i
-0.00021016+3.7828e-05i,0.00021265+0.00056529i,0.00023062+0.0014808i,0.00046432+0.0011925i,0.0003997+0.00069012i,0.00113+0.00029452i,0.0010339-0.00069627i,0.00025867-0.00084507i,-0.00025493+2.1713e-05i,-0.00098867+0.00086469i,-0.00078276+0.00079027i,-0.00027871+0.00058298i,-0.00035514+0.001567i,-0.00074829+0.0021369i,-0.0006353+0.0010534i,-0.00012531-7.5119e-05i,0.00027913-0.00059567i,0.00068616-8.0406e-05i,0.0011294-0.00012045i,0.00099356-0.0004819i,0.00099372-2.8637e-05i,0.00074248-7.5459e-05i,1.5392e-05-0.0008085i
0.00061603+0.001093i,4.5305e-05+0.00061016i,0.00030595+0.0011903i,0.00069847+0.00054288i,0.0010901-0.0010816i,0.0012842-0.00088931i,0.00050218-2.3318e-05i,-8.9241e-05-0.00032121i,-0.00051184-0.00059033i,-0.00028566+8.6736e-05i,0.00024617+0.00083904i,-9.8692e-05+0.00079282i,-0.00083968-0.00018391i,-0.00085582-0.0008707i,-0.000454-0.00033068i,-0.00040243-0.00032026i,1.9272e-05-0.00058569i,-0.00020214+0.00070076i,-0.000111+0.0012064i,0.00048954+0.00034143i,0.0005066-0.00052526i,0.00015458-0.00019521i,-0.0002818+0.00023648i
-0.0011919+0.00044812i,-0.00097597+0.00030229i,-0.00011872+8.4758e-05i,0.00071643-0.0004736i,0.00094068-0.00053474i,0.00048915-7.8896e-05i,0.00090314-0.00024724i,0.00069207-0.0005876i,-0.0001561-8.1912e-05i,-0.00024934+0.00052719i,-0.00031689+0.0011527i,-0.00051973+0.0015265i,-0.00022677+0.00071823i,0.00067927+9.2267e-05i,0.00066174+0.00038907i,-0.0002905+0.00020832i,-0.0002028-0.00068478i,0.00048032-0.00092195i,0.00035988-9.2945e-05i,-7.2644e-05+0.00014874i,9.6126e-05+0.00024717i,0.00016951+0.00032619i,0.00036372+0.00052723i
-0.0015017+0.00040033i,-0.0013824+0.0025012i,-0.0013561+0.0028125i,-1.345e-05+0.001432i,0.00082877-0.00029107i,0.00077769-0.0020755i,0.00056562-0.0020083i,0.00039102-0.0012921i,0.00047996-0.00032065i,0.00060432+0.000737i,-3.7991e-05+0.00094663i,-0.000796+0.0010624i,-0.0012878+0.001256i,-0.00083377+0.00043512i,-0.00021263-0.00025148i,-5.2377e-05-0.00010929i,-0.00024081+0.00029424i,-0.00035251+0.000572i,-0.00026883+0.00031558i,-0.00050732-0.00015551i,-0.00072052+1.7002e-05i,-4.8732e-05+0.00021787i,0.00047828+4.365e-05i
0.0013859+0.0012387i,0.0021071+0.0014598i,0.0011386+0.0015637i,0.00032126+0.001017i,0.0005658+8.2061e-05i,3.3584e-06-0.00041899i,-0.00042962-0.00085703i,-0.00042355-0.0012632i,0.00023156-0.00029212i,0.00058446+0.0011583i,0.00018204+0.0011925i,-0.00025383+0.00056136i,-0.0012153+0.00061528i,-0.001197+0.0002602i,0.00026915-0.0001893i,0.0004702-0.00014802i,-8.7815e-05+0.00022012i,-0.0009679+0.00010466i,-0.0012618-0.00073053i,-0.00081689-0.00033048i,-0.00035853+0.00034724i,0.00030129+0.00079269i,0.00085965+0.00068794i
0.00064744+2.4425e-05i,0.0004521+0.00089648i,0.00013173+0.0013388i,5.8127e-06+0.0012683i,-0.00041271+0.00032807i,-0.00048344-0.0013649i,-0.00074778-0.0020314i,-0.0010381-0.0019542i,-0.00013273-0.0007094i,0.00057533+0.00034501i,0.00050999+0.00026192i,0.00011587+0.00040791i,-0.00049513+0.00046073i,-9.8888e-05+0.00061516i,5.231e-05+0.00015813i,-0.0012314-0.00059446i,-0.0013086-0.00033984i,0.00019817+0.00019892i,0.00058253+0.00047319i,0.00011302-0.00011003i,-0.0008459-0.00061962i,-0.0011625-0.00028905i,0.00053737-2.1749e-05i
-0.00022529+0.00055237i,-7.7537e-05+0.00030133i,-0.00032327-0.00068217i,0.00030012-0.0012602i,0.0010835-0.00053454i,0.0014689+0.00025367i,0.00085706-0.0004333i,0.00051211-0.00087802i,0.00016042+8.5079e-05i,-0.00066381+0.00074286i,-0.0006899+0.00039796i,-0.00047112+0.00039921i,-0.00044244+0.00086086i,-0.00034656+0.00065473i,-0.00026294+0.00029846i,-0.00028176+0.00011716i,0.0002287+2.7678e-05i,0.00054849-0.00026954i,-0.00020669-0.00057376i,-0.00043734-0.00050466i,-0.00033202-6.7011e-05i,2.985e-05-0.00047171i,0.00061677-0.00065727i
0.00030041+0.00055705i,-0.00056738+0.00029694i,0.00046128-0.0011866i,0.0011036-0.0010433i,0.00048185-0.00054983i,0.00011059-0.00030903i,-0.00021471-0.00047667i,-0.00044221-0.00064385i,-0.00071963-0.00018616i,-6.9111e-05+0.00026601i,0.00020261+0.00035213i,-0.00056421+0.00071315i,-0.0012254+0.0013566i,-0.0014923+0.0012057i,-0.0007437+0.00026537i,0.00021409-3.3201e-05i,0.00058504-4.5994e-05i,0.00050236-0.00031792i,0.00042677-0.00012468i,0.00041197-0.00015459i,0.00039506-2.7549e-05i,0.00017264+0.0004853i,0.00017443+0.00083941i
0.00015786-0.0016337i,0.00040412-0.0010511i,0.0002717-0.00073016i,-0.00075312-0.0010836i,-0.00063761-0.001546i,0.00031011-0.00094322i,-0.00021178-0.00029839i,-0.00089311-0.00012497i,-0.0011576+0.00021043i,-0.0011459+9.7437e-05i,-0.0010688+0.00019855i,-0.00094201+0.00032253i,-0.00075338+0.00040679i,-0.00064379+0.00088247i,-0.00086529+0.0012483i,-0.0013784+0.0010681i,-0.00061436+0.00055516i,0.00074896-0.00051047i,0.00057679-0.0011123i,-0.00040745+0.00010386i,-0.001119+0.00082957i,-0.0008846+0.00080613i,0.00014229+0.00091286i
0.003017+0.00059441i,0.0027099-2.1926e-05i,0.003084+0.00032202i,0.0022762+0.0013108i,0.00059327+0.00096145i,-0.00054856+9.5247e-05i,-0.000252-0.00059411i,-0.00034163-0.00060438i,-0.00063834-7.9822e-05i,-0.00053038+0.00052746i,-0.00028558+0.00080185i,-0.00028171+0.00044532i,-0.00011181+3.0919e-05i,0.00041878+3.166e-05i,0.00021719-6.6214e-05i,-0.0008067+0.00035823i,-0.0015313+0.00091258i,-0.0015205+0.00071875i,-0.0014024+0.0010485i,-0.00049176+0.0011985i,0.0002828+0.00051379i,-0.00021186-2.0662e-05i,-0.00043118+9.0672e-05i
-0.0015883+3.7052e-05i,-0.0014476-0.00042587i,-0.0017498-0.00036654i,-0.0011266-0.00017493i,-0.00040115-0.00033619i,0.0010864-0.00071027i,0.0014452-0.00030311i,-0.00018327-0.00031087i,-0.00074197-0.00057785i,-0.00020714+0.00010702i,-0.00019483+0.00081849i,-0.00091662+0.00070829i,-0.0011797+0.00073534i,-0.0010967+0.00051627i,-0.0012138+0.00046985i,-0.00069832+0.00080903i,0.00046676+0.00090554i,0.00042529+0.00031966i,-0.00063636-0.00053208i,-0.00066647-0.0008613i,-0.00014133-0.00099637i,0.00020481-0.00078896i,0.00040945-0.00050006i
-0.00047378-0.00055076i,-6.9303e-05-0.0013517i,0.000247-0.0016818i,-0.00012193-0.00093583i,-0.00058823-0.00027075i,3.1529e-05-0.00026309i,0.0001666-0.00074259i,-0.00013156-0.001092i,-2.117e-05-0.00083499i,-0.00014176+0.00048501i,-0.00079958+0.00066935i,-0.00076764+0.00034346i,-0.00030067+0.00091724i,-0.00012419+0.001498i,0.00076848+0.00093342i,0.0010663+3.1881e-05i,0.00058568-0.0008152i,0.00070646-0.0012962i,0.0012106-0.00083815i,0.001394-0.00017879i,0.00093639-0.00024311i,0.00060797-4.6335e-05i,0.00011973+5.6885e-05i
-0.00039692-0.0027385i,-0.00034964-0.0025979i,-0.0004794-0.0017546i,-0.000679+0.00013467i,-0.0010432+0.0007254i,-0.00065531+0.0003065i,0.00053977-0.00014151i,0.00018421-0.00012939i,-0.0011022-0.00025103i,-0.0010659+0.00038492i,-0.00044761+0.0012064i,-0.00062846+0.0015776i,-0.0007005+0.00070867i,0.00010724+4.3705e-05i,0.00051875+0.0002471i,0.00015109+0.00053971i,-0.00044913+0.00049804i,-0.00015642+0.00021353i,-0.00021559+0.00025749i,-0.0005737+0.00023866i,-0.00073658+0.00032622i,-0.0011595+0.00047783i,-0.00091846+0.00082681i
-2.5862e-05-0.00073699i,-0.00012654-0.0006122i,-6.7042e-06-0.00062589i,0.00018064-0.00054437i,-0.0001642+0.00074919i,-0.00013999+0.0009312i,-0.00054216+8.1463e-05i,-0.0010632-0.00047585i,-0.00087762-0.00040343i,-0.00089309+0.00078001i,-0.0011591+0.00081704i,-0.0008807+0.00022483i,-0.00016153+2.6165e-05i,0.00047059-0.00017881i,0.00012206+0.00014024i,-0.00059303+0.00020209i,-0.00019863-0.0002967i,0.0011245-0.00010546i,0.001353+0.00039383i,0.0002571+0.00037091i,-0.00069008-0.0003409i,-0.0011878-0.00049956i,-0.0010756+0.00014816i
0.0016289-0.00022874i,0.00065069-0.00077868i,0.0011514-0.00079355i,0.00064224-0.00050303i,0.00085-0.0012139i,0.0018637-0.0018567i,0.0015845-0.0012738i,0.00078063-0.00078972i,0.00012494-0.00081121i,0.00013583-0.00066696i,0.00055508+6.7337e-05i,0.00025617+0.00071267i,-0.00011154+0.00074338i,0.00041592+0.00059749i,-6.7726e-05+2.5556e-05i,-0.00093054-0.00031872i,-0.00076334+1.2307e-05i,-0.0007167-8.4396e-05i,-0.00040351+6.4727e-05i,-0.00038752+0.00039227i,-0.00029901+0.00055983i,-0.00070656+0.00078929i,-0.0010147+0.00060663i
-0.00098845+0.0003913i,-0.00054954+0.0012018i,-0.00029306+0.001371i,5.1071e-05+0.0010154i,0.00026821+0.0010707i,-0.00038714+0.001002i,-0.0010657+0.00015302i,-0.00057225-0.00049245i,6.937e-05+0.00013925i,0.00029314+0.00075264i,2.9875e-05+0.00011582i,-0.00027807-0.00048001i,-0.00070344+4.1896e-05i,-0.00087416+0.00014318i,0.00017048-0.00026398i,0.00052644-0.00024689i,-0.00010329+0.00050012i,-0.00063279+0.00093168i,-0.00044264+0.00041876i,0.00018384+0.00027197i,0.00064769-5.6985e-05i,0.00017507-0.00063522i,-0.00028432-0.00050954i
-9.9707e-05+0.00021131i,-0.00028185+0.00031256i,-0.00030011+0.00013113i,0.00011582+0.00048769i,0.0014142-0.00026114i,0.0016745-0.0015048i,0.00086285-0.00087335i,0.00014532-0.00024077i,-0.0010085-9.3942e-05i,-0.00074644-0.0003653i,-0.00011133+4.0021e-05i,-3.2329e-05+0.00057056i,0.00032758+0.00037301i,0.00057885+0.00036073i,-0.00023927+5.0145e-05i,-0.0007712-0.00050288i,-0.00029586-0.00016058i,-0.00026798+0.0004561i,-0.00069146+9.9963e-05i,-0.00091629-0.00037283i,-0.00032616+0.00039096i,0.00033124+0.0009775i,0.00020408+0.00069825i
0.002584+0.00017035i,0.0023806+0.00047948i,0.002409-0.001722i,0.0017996-0.0019495i,0.00065266-0.0015459i,-5.6621e-05-0.0013212i,-6.5476e-05-0.00097535i,-0.00073305-9.4601e-06i,-0.0011902+0.00020817i,-0.0002559-0.00024596i,0.00034848+5.3615e-05i,9.7803e-06+0.00017454i,-0.00069542+0.00039008i,-0.00097006+0.00065841i,-0.00042112+0.00013816i,-7.6526e-05-0.00047435i,-0.00011708-0.00021707i,0.00032437+0.00033598i,0.0007317+0.00022261i,0.00049155-1.2248e-05i,-0.00034145+9.0348e-05i,-0.00046677-0.00026564i,6.2209e-05-0.0010367i
-1.2181e-05+0.0011533i,0.00018551+0.0011515i,0.00086058+0.00051776i,0.00010111-5.6e-05i,8.8425e-05-9.7012e-06i,0.00049437-0.00035364i,0.00072711-0.00065193i,0.0011041-0.00031962i,0.00044294+0.00020845i,0.00063893-6.005e-05i,0.00040484-4.5322e-05i,-0.00087658-0.00010864i,-0.001104-0.00023212i,-0.0002018-9.1781e-05i,0.00029601+0.00030027i,-0.0006162+0.0003952i,-0.0014762-0.00053663i,-0.0006299-0.0013149i,0.0001192-0.001476i,-0.00024378-0.00070173i,-0.0011494+0.00036114i,-0.00097765+0.00039094i,0.00045087+0.00023209i
-0.00047438+0.00088094i,-0.0010633+0.00092655i,0.00028546+0.0014187i,0.0011727+0.00041699i,0.0010727-0.00082831i,0.0016888-0.0014079i,0.0013478-0.0011133i,0.00080943-0.00054597i,0.00049125-0.00042863i,7.0963e-06-0.00026432i,-0.0002888-0.00051217i,-0.0006856-0.00060742i,-0.00064447-9.2404e-05i,-7.3557e-06+4.7048e-05i,-1.294e-05+0.0005355i,-0.00026717+0.00011617i,0.00037657+0.00051746i,0.0011466+0.0012077i,0.00069871+0.00042791i,-0.0003324+6.2203e-05i,-0.00029264+0.00026007i,0.00020189+0.00045449i,0.00065588+0.00082298i
0.0012198-0.00036537i,0.0017237-0.00069263i,0.0016395-0.0011303i,0.00095418-0.0010992i,0.00047651-0.0016459i,0.0008688-0.00059828i,0.00056242-0.00020821i,-0.00019672-0.00085342i,3.5722e-06-0.00082235i,0.00076507+6.6534e-05i,0.00076811+0.00084609i,0.00035109+0.00089383i,0.0001109+0.00059616i,6.2031e-05-0.00020354i,-0.00016294+0.00023332i,-0.00058176+0.000728i,-0.00062874-0.00019076i,-0.00034897-0.0004062i,4.8732e-05-9.1546e-05i,0.00072898+0.00033872i,0.00019465+0.00070388i,-0.00071211+0.00027298i,-0.00013163+9.916e-05i
-0.00062534+0.0017993i,-0.00057897+0.0015571i,-6.0465e-05+0.0013911i,0.00017449+0.0010097i,0.00032227+0.00014518i,0.00032952-0.00071349i,0.00049503-0.0018863i,0.00061479-0.0014592i,0.00061553-0.00013589i,0.00092808-3.4986e-05i,0.00034903+7.919e-05i,-0.00055457-0.00015644i,-0.00091563-0.00055901i,-0.0009875-0.00067685i,-0.00080261-0.00064112i,-0.00086037-0.00046709i,-0.00028442-0.00075207i,0.0010361-0.00018072i,0.00087076+0.00052272i,-0.00051724+2.6398e-05i,-0.0007804-6.171e-06i,-0.00084808+0.00057818i,-0.0010674+0.00037372i
0.00053478+0.00083926i,0.0017075+0.00095943i,0.0017578+0.0019684i,0.0013601+0.0018939i,0.0014406+0.00067552i,0.00097806-9.263e-05i,0.00027588-0.00044405i,-1.8234e-05-0.00083057i,-1.8482e-05-0.00063349i,0.00034098+0.00034118i,0.00022592+0.0011397i,-0.00070953+0.00045918i,-0.00060716-0.00062363i,0.00019766-0.00021461i,0.00014956+7.0273e-05i,-0.00016338-7.9629e-05i,0.00024996+8.8738e-05i,0.0004176+0.00029368i,-0.00088796+0.00058525i,-0.00068203+0.00048579i,0.00066956+0.00034273i,-0.00016811+0.00038191i,-0.0012175+0.00046664i
0.00043138-0.00033058i,-0.00024813-0.00098198i,-0.0010159-0.00042632i,-0.00058889-0.00030671i,0.001302-0.00049713i,0.0023623-0.001123i,0.0011957-0.001543i,7.8696e-05-0.00050631i,-8.159e-05-0.00017689i,0.00085796-5.3484e-05i,0.0011012+0.00049031i,0.00023099+0.0006838i,0.00023516+0.00073751i,0.00060977+0.00088599i,0.000654+0.00092276i,-0.00019503+0.00034185i,-0.0014486-0.00031483i,-0.0011817-0.00024378i,-0.00023481+0.00039917i,-0.00010072+0.0010435i,-0.00058788+0.00049527i,-0.0002946-0.00032328i,0.00050372-0.00038787i
-0.00088694+0.0010369i,-0.00060234+0.0016412i,0.00016905+0.001377i,0.00040793+0.0011876i,0.0004141+0.00086822i,0.0002851-0.00029358i,0.00017375-0.0010597i,0.00022346-0.0011414i,0.0005519-0.00060725i,0.00040072-0.00033615i,2.8552e-05+0.00010029i,-0.00030658+0.0011699i,-0.00051684+0.0013637i,0.00047413+0.00067728i,0.0010692+0.00018235i,0.00068203+0.00012197i,0.0006614+6.8027e-05i,0.00013332-0.00026118i,-0.0003532-0.00066085i,0.00022806-0.00088622i,0.00067764-0.00031557i,0.00039378+0.00060287i,7.8585e-05+0.00029309i
0.00067334+0.00094342i,-5.0305e-05-0.00020687i,0.0002452+0.00071554i,0.0011365+0.0014668i,0.001364+0.00067289i,0.0017559-0.0004162i,0.0015903-0.0012842i,0.00099529-0.0011103i,0.00052125-0.00033584i,0.00014982-0.00032473i,0.00035565-0.00020949i,4.1407e-05-0.0001023i,-7.0216e-05-0.00011854i,0.0004969+0.00010817i,0.00062243+0.00050262i,0.00056332+5.8929e-05i,0.00024981-0.00091991i,-0.00042755-0.00093621i,-0.00035686-0.00036764i,0.00043376-5.3142e-05i,0.00094519+0.00030924i,0.00090788+0.00058175i,0.00037816-0.00015955i
0.0015135+0.0011577i,0.001216+0.0013243i,0.0009514+0.00081694i,0.0012939-0.00014884i,0.00086856-0.0008998i,-6.7882e-06-0.00038652i,-0.00032419+7.434e-05i,-0.00027709-0.00037619i,-0.00060791-0.00092136i,-0.00057911-0.00046264i,1.4413e-05+0.00029334i,3.9872e-05+0.00055241i,-0.00011746+0.00023744i,0.0002467-3.1411e-05i,-8.9358e-05-0.00026481i,-0.00010407-0.00016792i,0.00012934+0.00095953i,0.00059933+0.0014276i,0.00061824+0.0011837i,2.5944e-05+0.00017107i,0.0001237-0.00028016i,0.00010592+0.00039585i,2.988e-05+0.00088024i
-0.00092289-0.00065075i,-0.00094759+0.00033341i,-0.00042126+0.00079212i,-0.00018717+0.00046789i,0.00043448-0.00018972i,0.0013722-0.0010879i,0.0011168-0.0015789i,0.0010387-0.00057268i,0.001264+0.00073488i,0.0010382+0.00072545i,3.5413e-05+0.00062085i,-0.00090945+0.00087268i,-0.00099251+0.00084961i,-0.00072756+0.00073256i,-0.0005671-0.00030303i,-0.00042273-0.00027227i,-0.00059333+0.00065335i,-0.0011214+0.00065638i,-0.0011752-3.0039e-06i,-0.000479+9.1292e-05i,-0.00023747+0.00032442i,0.00032363-0.00041682i,0.00030447-0.00021547i
0.00064593-0.0020924i,-0.00079387-0.0026809i,-0.0016287-0.0028951i,-0.001271-0.0012702i,-0.00047396-2.5249e-05i,-0.00098436-0.00084918i,-0.00082352-0.0014488i,-0.00038011-0.00074389i,-0.0007488-2.3136e-05i,-0.0015516+0.0001728i,-0.0013456+0.00023395i,-0.00079621+0.00029921i,-0.00048783+0.00020693i,0.00010484+0.00041737i,0.00014912+0.00037411i,1.4753e-05+0.00032928i,-0.00014634+0.0003353i,0.00017328+0.00062475i,0.00011558+0.00069054i,-0.00049899+0.00055344i,-8.9735e-05+0.00034195i,-0.00033158+0.00046395i,-0.00066256+0.00067431i
-0.00031607+0.00051174i,-0.00038642+0.0007427i,0.00046572+0.0011049i,0.00078093+0.0007275i,0.00091792-0.00027163i,0.0010563+0.00018372i,0.00086269+6.7021e-05i,0.00095783-0.00075133i,0.0008919-8.5132e-05i,0.00041178+0.0011402i,-0.00011087+0.00094535i,-0.00028427+0.00079966i,-3.9146e-05+0.00062961i,0.00077254+0.00032918i,0.0010005+0.0007008i,0.00019942+0.00040134i,-0.00075935+0.00043152i,-0.00018439+0.0008767i,0.00055561+0.00086139i,0.0003263-8.6174e-05i,-0.00012437-0.0009436i,-0.0001083-0.00087252i,-0.00018469-0.00032396i
-0.00015403-0.0012663i,-3.3702e-05-0.0019238i,-0.0010979-0.0025199i,-0.00052275-0.0019813i,0.00073167-0.00054116i,0.0012376+0.00012231i,0.0011256+0.00018762i,0.00079367-0.00075744i,0.00049117-0.0006847i,-0.00031655+0.00066299i,-0.00035089+0.0010319i,-0.00073146+0.0010321i,-0.0010049+0.00090117i,-0.00069232-2.4827e-05i,-8.0278e-05-0.00066031i,0.00067899-0.00069245i,0.00075331-0.00049201i,0.00023291-0.00049692i,-0.00010477-0.00037797i,0.00014079-0.00022087i,4.9058e-05+0.00012726i,-0.00074858+0.0003022i,-0.00094145+0.00036406i
-0.0012648+0.0017353i,8.5975e-05+0.0011285i,0.00092629+0.00028443i,0.0020013+0.00023999i,0.0023244-0.00065512i,0.00073928-0.0014062i,-0.00063678-0.0011571i,-0.00087842-0.00019816i,-0.00076403+0.00030284i,-0.00084025+6.8381e-05i,6.9783e-05+0.00041306i,0.00021352+0.0004235i,-0.00061079+0.00038202i,-0.0006134+0.0006064i,-0.00046229-0.00043187i,-0.00024105-0.00059914i,0.000205-0.00016306i,9.2708e-05-0.00045487i,-0.00024244-0.00037162i,-0.00032274-0.0004949i,-1.9855e-05-0.00038736i,0.00011079-4.2451e-05i,0.00017777-9.6724e-05i
0.00019809-0.002597i,0.00071902-0.0020924i,0.0011567-0.0025147i,0.00066174-0.0028271i,-0.00025551-0.0021943i,-0.00060404-0.0018444i,1.451e-05-0.0014012i,0.00043247-0.00092303i,-0.00022503-0.00094692i,-0.00046982-0.00065369i,6.4755e-05+0.00039004i,-0.00028415+0.00060067i,-0.00074276+0.00041703i,-0.000185+0.00060257i,-0.00016215+7.1682e-06i,-0.00042308-0.00013163i,-0.00059122+0.00041505i,-0.00035134+0.00048099i,-9.627e-05+0.00074057i,-0.00038565+0.000305i,0.00031839-0.0006775i,0.00054667-3.627e-05i,-0.00077223+0.00096268i
0.0015665-0.00046314i,-4.4723e-05-0.00085477i,-0.00028979-0.0008083i,9.9613e-05-0.00051318i,-5.6672e-05+6.9663e-05i,-0.00050065+0.0006264i,-0.00012502-0.00019896i,-2.8178e-05-0.00067161i,-0.00062307-0.00030219i,-9.883e-05+0.00019931i,0.00044195+0.00025816i,-0.00012785+3.4332e-05i,-0.0010088+0.00035265i,-0.0010262+4.4553e-05i,-0.001016-0.00043809i,-0.00033437-0.00039566i,0.00014855+8.5082e-05i,-0.00014919+0.00064289i,0.00015653+0.00016671i,0.00066303-0.00039289i,0.0013856-0.00054075i,0.00069947-8.4838e-05i,-0.00050616+0.00024105i
-0.00252-0.0014387i,-0.0017686-0.0018282i,-0.0018675-0.0010532i,-0.001513+0.00070582i,-0.00018612+0.00078128i,0.00010161-0.0002193i,-0.00038639+0.00025419i,-2.9779e-06+0.00042574i,0.00014616+0.00018054i,-0.0005208+0.00044931i,-0.00084382+0.00094674i,-0.00070535+0.00040459i,-0.00057156-0.0003926i,-0.0010024-0.00013531i,-0.00068212-0.00021334i,-0.00041144+4.4738e-05i,3.2529e-05+0.00027208i,0.00055227+0.00034033i,0.00058183+0.0002956i,-0.00014098-0.00027204i,-0.00060218-0.00043334i,-0.00065319-0.00023716i,-0.00039319-0.00038232i
0.0010915+0.00075244i,0.0011391+0.0010431i,0.00094252+0.0014971i,0.00013539+2.3022e-05i,-0.00025857-0.00083186i,-0.00050896-0.00024867i,4.6884e-05-0.00085398i,0.0002654-0.0014683i,-0.00063053-0.00069552i,-0.00072318+0.00043276i,-0.0005303-9.7703e-05i,-0.0011194-0.00087148i,-0.0009385-0.00036293i,7.722e-05+0.00013061i,0.00029791+0.00012971i,0.00023392-0.00018387i,0.00036285-0.00053171i,0.00036176-0.0009356i,0.00035314-0.0010233i,-0.00014678-0.0010611i,-0.00033183-0.00062274i,-0.00046241+1.6137e-05i,-0.00038113-0.00062998i
-0.00064627-1.1288e-05i,-0.0017738-3.7677e-05i,-0.0014103-0.00087008i,-0.00063272-0.0013981i,-0.00071218-0.0010957i,0.00010491-0.0006489i,0.00016346-0.00025063i,-0.0013425-0.00048074i,-0.0013249-0.00090303i,-0.00073594-0.00038052i,-0.00087238-0.00017341i,-0.00084737-0.00028169i,-0.00025267+0.00024141i,-3.8973e-05+0.00053236i,-0.00034568+0.00027468i,-0.00055535-0.00019798i,-0.00075413-0.00088844i,-0.0010397-0.00078217i,-0.0012984-0.00089252i,-0.00070998-0.0011887i,-0.00035454-0.0001211i,-6.8105e-06+0.0005245i,0.00021946-6.7066e-05i
-0.0015399-0.0010491i,-0.0017071-0.0014694i,-0.0018044-0.0019358i,-0.00066654-0.0014938i,0.00054781-0.00015781i,0.0012145+0.00044596i,0.0015559-0.00043554i,0.0013671-0.0012566i,0.00043356-0.00071873i,4.7397e-05+0.00054877i,0.00054549+0.0014827i,-0.00040988+0.0012877i,-0.00038166+0.0013947i,0.00032615+0.00077561i,0.00056246-0.00071899i,0.0003851-0.00094598i,9.5544e-05-0.00019545i,0.00048182+0.00062589i,0.00026671+0.00063756i,0.00021364+0.00012112i,0.00049108-8.4935e-05i,-0.00026912+8.9855e-05i,-0.0012998+0.00025431i
-0.00018103+0.00076428i,-6.6739e-05+0.00085572i,0.0006955+0.0013023i,0.0006388+0.00073231i,0.00069298-6.5389e-05i,0.001355-0.00065238i,0.0005634-0.00011098i,0.00049662+0.00041125i,0.00053418+0.00053328i,-7.8299e-05+0.00067569i,-0.00031152+5.39e-05i,-0.00054633-5.0584e-05i,-0.00035787+0.00047596i,-0.00027513+0.00046115i,-0.00051409-0.0001342i,-0.00061154-0.00019457i,-0.00059454+0.00013139i,-0.00021938+0.00069116i,3.7922e-05+0.00087966i,-4.007e-05+0.00029536i,0.00039721-1.0025e-05i,4.7809e-05-2.1422e-05i,-4.7842e-05+0.00045766i
0.00018818-0.0001416i,-0.00039984+0.00032526i,-0.0014357+0.00056068i,-0.0021605-9.4517e-05i,-0.0014793-0.00013616i,-0.00021192-0.00010833i,1.9494e-06-0.0012897i,-0.00044678-0.0017695i,-7.3704e-05-0.00092366i,0.00038937-0.00020591i,4.053e-05+0.0002009i,-0.00045742+0.00053465i,-0.00056246+0.0005234i,-0.00088268-0.00024239i,-0.00097464-0.00096157i,-0.00039712+0.00019084i,0.00011911+0.0012861i,9.4544e-05+0.0015482i,-0.00020335+0.0012695i,4.7461e-05+0.0012385i,-0.00013042+0.00088058i,-0.00090957+0.00030065i,-0.00071673+0.00045036i
