-0.00092034+0.00075824i,0.000156-0.00063028i,0.00036104-0.0011773i,-0.00058963-0.001273i,-0.0017846-0.00018757i,-0.0022127+0.0010416i,-0.00056163+0.0011033i,0.0011744+0.001089i,0.0015389-4.7213e-06i,0.0010667-0.00094111i,0.00014543-0.00080061i,-0.00013155-0.00062933i,0.00054841-0.00025409i,0.00091125-0.00030018i,0.00043854-0.00047217i,0.00013602-0.00055241i,0.00041948-0.00041138i,0.00080968+0.00024294i,0.00064397+0.0003126i,7.4984e-05-0.00058805i,-0.00013906-0.00062047i,-0.00070197-1.1848e-05i,-0.00073148-7.7857e-05i
0.027193+0.070423i,0.051839+0.095741i,0.066522+0.076746i,0.058086+0.023726i,0.035322-0.016539i,0.019922-0.025662i,0.012992-0.021583i,0.0094096-0.014807i,0.008108-0.0067343i,0.0067915+0.00018075i,0.0058332+0.0038702i,0.0049972+0.0036453i,0.0030578+0.0024003i,-3.2066e-05+0.002996i,-0.0026856+0.0044944i,-0.001532+0.0044407i,0.00080395+0.0038147i,0.0017873+0.0033332i,0.0030429+0.0026699i,0.0052845+0.0026045i,0.0060035+0.0031242i,0.0030916+0.0037366i,-0.00042521+0.0031559i
-0.049059-0.053235i,-0.08262-0.07303i,-0.093373-0.060722i,-0.074952-0.031846i,-0.049391-0.020928i,-0.035634-0.019526i,-0.024042-0.0091323i,-0.0084667+0.00064208i,0.0025283+0.0046688i,0.0044796+0.0048793i,0.0011373+0.001135i,-0.0034924-0.0019933i,-0.0038836-0.0031329i,-0.0014277-0.0037218i,-0.0010631-0.0029977i,-0.0018611-0.0019591i,-0.0014506-0.0017989i,-0.00048041-0.0021144i,-0.00098008-0.0015817i,-0.0031171-0.0012064i,-0.0048089-0.00070736i,-0.0039536-0.0003589i,-0.00067864-0.00076072i
0.066673+0.031653i,0.10097+0.042443i,0.095584+0.029092i,0.049203+0.0068107i,0.0053526+0.0013177i,-0.0096512+0.0010862i,-0.0093837-0.0040794i,-0.0090136-0.0061881i,-0.0082547-0.0044343i,-0.003795-0.0018295i,0.0016009-0.0011313i,0.0029222+1.4457e-05i,0.0017548+0.0042104i,0.0017134+0.0060404i,0.0024837+0.0035371i,0.003046+0.00132i,0.0026169+0.00045909i,0.0017815-0.00061841i,0.00073472-0.0016749i,0.00011117-0.0012833i,0.0012511+0.0013921i,0.0019591+0.00314i,0.00086676+0.0026883i
-0.075529-0.0049037i,-0.11171-0.0016398i,-0.10631+0.014441i,-0.06529+0.030216i,-0.036796+0.033312i,-0.02612+0.029635i,-0.016262+0.022244i,-0.0092653+0.010935i,-0.0071436+0.001117i,-0.0055572-0.0030641i,-0.0044698-0.0021068i,-0.0055311-0.00018127i,-0.0049933-0.00089547i,-0.00067687-0.0027321i,0.0039586-0.0039028i,0.0038958-0.0032743i,0.0011475-0.0019023i,0.00046296-0.00087642i,-6.9769e-05-0.0010369i,-0.0011751-0.0022311i,-0.0026386-0.0028456i,-0.0023643-0.0021878i,0.00092136-0.0012289i
0.071019-0.021909i,0.10704-0.033337i,0.098727-0.034241i,0.058526-0.017952i,0.030423+0.0025972i,0.01854+0.010792i,0.0096107+0.0060054i,0.0017921-0.00074282i,-0.0017687-0.0050305i,-0.0019189-0.0055004i,-0.00095711-0.0020283i,0.0013558+0.00089008i,0.0021101+0.0015348i,3.8791e-05+0.0027437i,-0.00089201+0.0035178i,-0.00046801+0.0019925i,-0.0019608-0.00046292i,-0.0039087-0.0015024i,-0.0042362-0.00081849i,-0.0020624+0.00055635i,0.0005211+0.0021873i,0.00028702+0.003184i,-0.00049662+0.0020337i
-0.055264+0.046325i,-0.082694+0.069432i,-0.069441+0.065922i,-0.024431+0.044297i,0.0098733+0.029224i,0.01946+0.020658i,0.017918+0.012903i,0.014775+0.0066014i,0.0095+0.0026636i,0.0031738+0.0014112i,-0.0013029+0.0022588i,-0.0014111+0.0011588i,0.0005875-0.00327i,3.7803e-05-0.0068129i,-0.0016855-0.0077298i,-0.001914-0.0056318i,-0.00075106-0.0028103i,0.00040567-0.00080543i,5.7236e-05+0.0014812i,-0.00053682+0.0020732i,-0.00087254+0.00068749i,-0.0005884-0.00078351i,0.00015166-0.0016668i
0.031889-0.060006i,0.05072-0.090227i,0.047442-0.082275i,0.030731-0.052129i,0.023219-0.031548i,0.022992-0.020932i,0.016196-0.013814i,0.0075458-0.0064435i,0.0015965+0.0010622i,-0.0012158+0.0051392i,0.00034984+0.0044339i,0.0029377+0.0012021i,0.0033765+0.00013875i,0.0018648+0.0010526i,-0.0006788+0.000615i,-0.0024069-0.00015961i,-0.0031297-0.0001732i,-0.0028444+0.00050411i,-0.0017906+0.00061635i,-0.0012079+0.00048231i,-0.0012746+0.0020431i,-0.0016265+0.0034889i,-0.0014968+0.0028584i
-0.0095474+0.066025i,-0.018981+0.095808i,-0.01989+0.08408i,-0.0089837+0.040159i,0.0044274+0.0036362i,0.0098818-0.010001i,0.0084194-0.011121i,0.0031721-0.008872i,-0.0019812-0.0039866i,-0.0034175+0.0022589i,-0.00035585+0.0053443i,0.0014083+0.0045751i,0.001172+0.003389i,0.0015066+0.0014408i,0.0017297-0.00076493i,0.0012377+0.00016557i,0.001855+0.0029937i,0.0039594+0.003938i,0.0041089+0.0019706i,0.0010836-0.0010132i,-0.0017676-0.0021782i,-0.0013575-0.0021979i,-0.00032649-0.0028038i
-0.013637-0.061905i,-0.014927-0.091795i,-0.011237-0.084377i,-0.012214-0.05281i,-0.015581-0.032601i,-0.014551-0.027734i,-0.012436-0.02149i,-0.0093367-0.012669i,-0.0052075-0.0053033i,-0.0015323-0.00076741i,-0.0006737+0.00085406i,-0.003583+0.0010044i,-0.0058199+0.0018818i,-0.0048379+0.0044397i,-0.00082398+0.0061823i,0.0014265+0.0047847i,0.00022785+0.0020551i,-0.0013573+0.00072895i,-0.0012104+0.00070916i,0.00064414+7.4274e-05i,0.0020394-0.00035294i,0.0018883+0.0017966i,0.00050788+0.0042829i
0.037214+0.049761i,0.044235+0.07727i,0.031457+0.074683i,0.012096+0.043679i,-0.0037293+0.014767i,-0.011204+0.00035386i,-0.010787-0.0054802i,-0.0071579-0.0059413i,-0.0017685-0.0048688i,0.0023866-0.0047175i,0.0015117-0.004027i,-0.00036145-0.002385i,-0.00064325-0.0022575i,-0.0007752-0.0016662i,-0.00035754+0.00018484i,0.00024576+0.0012104i,0.0010038+0.0007095i,0.0006406-0.000967i,-0.00059316-0.0019357i,-0.0010293-0.0010211i,-0.0010652-0.00015795i,-0.0016388-0.00042391i,-0.0011072-0.0012871i
-0.047912-0.031922i,-0.061025-0.05425i,-0.049702-0.051942i,-0.029465-0.022167i,-0.01993+0.0024034i,-0.020882+0.0089122i,-0.016949+0.0094655i,-0.0070763+0.009163i,0.0013056+0.0059291i,0.0040179+0.00030212i,0.0024159-0.0042043i,0.0014484-0.0039089i,0.0014646-0.0030885i,0.0013289-0.0031417i,0.00035618-0.0032755i,0.00073222-0.003936i,0.0010657-0.0035144i,0.00049883-0.001713i,-0.00093079-0.00016775i,-0.0018336+0.00049054i,0.00034652+0.001611i,0.00067995+0.0033998i,-0.00034363+0.0042751i
0.053175+0.015946i,0.073551+0.034772i,0.063461+0.041396i,0.036646+0.02867i,0.017601+0.021255i,0.0077421+0.020589i,0.0031568+0.015232i,0.0025867+0.008114i,0.0010886+0.0034267i,8.1683e-05+0.0022256i,0.0021643+0.0045206i,0.0060959+0.0058496i,0.008658+0.0047401i,0.0079692+0.00086826i,0.0056257-0.0039511i,0.0025809-0.0044259i,0.00077549-0.0022562i,6.7814e-05-0.0013782i,-0.0009154-0.00075071i,-0.002325-0.00054355i,-0.0032968-0.0020645i,-0.0025954-0.0035224i,-0.00073322-0.003237i
-0.050259+0.0067014i,-0.074296-0.0030608i,-0.063415-0.012406i,-0.026557-0.0067413i,-0.0010335+0.0070897i,0.0084146+0.015278i,0.011196+0.013224i,0.0089037+0.00515i,0.0022278-0.00078452i,-0.00477-0.00081151i,-0.006221+0.0021714i,-0.0041554+0.0030145i,-0.002995+0.0018423i,-0.0019055+0.0014532i,-0.00061519+0.00063098i,-0.00069614-0.001025i,-0.0017643-0.00018674i,-0.0022966+0.0012576i,-0.00072886+0.0014356i,0.00091326+0.0020777i,0.0018067+0.0028221i,0.0020486+0.0029239i,0.00097773+0.0023784i
0.042875-0.026388i,0.069194-0.024756i,0.063478-0.013264i,0.036176-0.0061971i,0.024189-0.0069857i,0.024498-0.0066769i,0.019392-0.0077208i,0.0089692-0.010469i,0.00083866-0.0097402i,-0.0016846-0.0059716i,-0.0018143-0.0019087i,-0.0018912-0.00056388i,-0.0026361-0.0012641i,-0.0031999-0.001742i,-0.0024196-0.0017711i,-0.0023193-0.0019145i,-0.0025978-0.0023379i,-0.0014054-0.0020229i,-0.00057578-0.0014813i,-0.0018664-0.002218i,-0.0032069-0.0022868i,-0.0018365-0.0018622i,0.00045984-0.0029612i
-0.027642+0.038277i,-0.0524+0.045025i,-0.051068+0.028716i,-0.023941+0.0071617i,-0.00039802-0.0041283i,0.010837-0.011006i,0.011432-0.014055i,0.005064-0.012721i,0.00077429-0.0076181i,0.0010522-0.0026711i,0.0011287-0.0029127i,-0.0016169-0.0050537i,-0.0051388-0.0058i,-0.0062375-0.0044741i,-0.0048244-0.0012605i,-0.0023964+0.0010698i,-0.00054988+0.0018336i,0.000447+0.0020976i,0.00093164+0.0013831i,0.0010694+0.0014153i,0.0016543+0.0032656i,0.0010289+0.0045717i,-0.0010337+0.0048055i
0.012055-0.044599i,0.029671-0.057872i,0.033088-0.043367i,0.016929-0.021887i,0.0010942-0.0181i,-0.0042273-0.021451i,-0.0076754-0.018379i,-0.010385-0.0091632i,-0.0072291+0.00047651i,0.00069422+0.0057963i,0.0064307+0.0048945i,0.0074118+0.0016225i,0.005653-0.00090976i,0.0040414-0.0020067i,0.0015791-0.0010354i,-0.00067745-0.0002485i,-0.00078983-0.00064849i,0.00014169-0.00096879i,0.00048343-0.00061051i,-0.0010277-0.00063722i,-0.0024086-0.00096728i,-0.0015056-0.0011161i,0.00078578-0.0012067i
0.0026862+0.041466i,-0.0091627+0.059043i,-0.018936+0.046819i,-0.014925+0.02209i,-0.0096721+0.0050544i,-0.011623-0.0040048i,-0.013309-0.0037989i,-0.012046+0.001203i,-0.0086955+0.005623i,-0.0056488+0.0072699i,-0.0032813+0.0073683i,-0.0014808+0.0069894i,8.4945e-05+0.0066563i,0.0016716+0.0062779i,0.0034403+0.005102i,0.0044257+0.0041614i,0.003443+0.0038546i,0.0014832+0.0027326i,-0.00018085+0.0019009i,-3.425e-05+0.0019774i,1.1842e-05+0.0023136i,-0.0015025+0.0027528i,-0.0028129+0.0028835i
-0.012916-0.034397i,-0.0070025-0.053145i,0.0068904-0.045521i,0.0045158-0.021771i,-0.0087931-0.0062998i,-0.017462-0.00088019i,-0.016516+0.0028869i,-0.0081731+0.006278i,-0.002068+0.0042497i,-0.001326-0.00069507i,-0.002561-0.0013244i,-0.0029104+0.0014456i,-0.0012516+0.0022993i,0.00073432+0.001138i,0.0019129+5.3533e-05i,0.0015702-0.0017022i,0.0010122-0.0029791i,0.0003509-0.0024884i,-0.0014056-0.0015055i,-0.0025329-0.0011921i,-0.0014734-0.0014828i,0.00098048-0.0021404i,0.0033684-0.0022046i
0.02622+0.024528i,0.023956+0.041851i,0.0084537+0.038789i,-0.00016508+0.022359i,-0.0019217+0.016278i,-0.0026101+0.018613i,0.00075072+0.016245i,0.006923+0.0086745i,0.0095272+7.856e-05i,0.0060461-0.0055716i,0.00024328-0.0064681i,-0.0036991-0.0048463i,-0.0047188-0.003296i,-0.0037496-0.0010904i,-0.0014591-0.00087576i,0.00055527-0.0018362i,0.0012239-0.0016091i,0.00083153-0.0016694i,-5.6979e-05-0.0017254i,-0.00079324-0.0004664i,-0.0013+0.0012956i,-0.002929+0.002099i,-0.0032914+0.0012493i
-0.030152-0.011493i,-0.032928-0.027856i,-0.018066-0.030005i,-0.0038346-0.012758i,0.0031381+0.0039522i,0.0080285+0.011088i,0.012467+0.0090392i,0.013871+0.0017278i,0.012288-0.0039667i,0.0093042-0.0052088i,0.0072612-0.0046028i,0.0061361-0.0044868i,0.0046121-0.0067266i,0.0023204-0.0093141i,5.64e-05-0.0087259i,-0.0015316-0.0057192i,-0.001511-0.002661i,-0.0010282-0.00054692i,-0.0010295+0.00049174i,-0.0015875+0.00042545i,-0.0011055-0.00077359i,0.0017451-0.00085899i,0.0037289-0.0004001i
0.029005-0.0004397i,0.037633+0.014171i,0.025723+0.024125i,0.012152+0.016805i,0.013302+0.0084148i,0.018674+0.0034532i,0.01581-0.0040402i,0.0068693-0.0096846i,0.00030081-0.0075058i,-0.0004022+0.00053479i,0.0016286+0.0064807i,0.0032968+0.0060091i,0.0029816+0.0026869i,0.0013735+0.000169i,0.00020569-0.0016174i,-0.0014051-0.0016274i,-0.0028376-0.0006421i,-0.0029083-2.6259e-05i,-0.0012575+0.00023115i,0.00045519+0.00071598i,-0.0006343+0.0016073i,-0.0032706+0.0022386i,-0.0044023+0.0019446i
-0.027248+0.011806i,-0.03877+0.0015161i,-0.028893-0.01044i,-0.0076318-0.0097254i,0.006239-0.0071165i,0.011604-0.010409i,0.0071299-0.012754i,-0.0035423-0.011362i,-0.011774-0.0073188i,-0.013225-0.0016956i,-0.0098705+0.0028861i,-0.0050326+0.0041435i,-0.00073442+0.0031319i,0.00021703+0.0019104i,-0.00081586+0.0011308i,-0.0012994+0.0011796i,-0.001845+0.0019766i,-0.0018379+0.002206i,-0.0016946+0.0010734i,-0.0024722-0.00023512i,-0.001267-0.00035727i,0.002559+0.00012278i,0.0042487+0.00080768i
0.015643-0.018401i,0.029761-0.014351i,0.027218-0.0011601i,0.013201+0.00089096i,0.0064019-0.0080731i,0.0025036-0.014841i,-0.0048219-0.014447i,-0.012114-0.0090874i,-0.013117-0.0045775i,-0.010316-0.0030632i,-0.0078565-0.0018111i,-0.0063139+8.9844e-05i,-0.0061628+0.0031811i,-0.0067095+0.0055054i,-0.0047114+0.0060553i,-0.0017568+0.0045109i,-0.00025487+0.0014042i,-0.00023286-0.00027489i,-0.00018572+0.00077326i,0.00027363+0.0013379i,-0.00087148+0.0010246i,-0.0029932+0.00059708i,-0.0035717+0.00046046i
-0.0075837+0.020686i,-0.021037+0.021482i,-0.020972+0.0074425i,-0.010274-0.0042048i,-0.0075573-0.006803i,-0.011264-0.0080323i,-0.01148-0.0032983i,-0.0081449+0.0059418i,-0.0029891+0.0085963i,0.0011928+0.0039491i,0.00202-0.0015052i,0.00046024-0.0042652i,-0.00081934-0.0053452i,-0.0010047-0.0050379i,-0.00055373-0.0030179i,0.0010292-0.00013039i,0.0033043+0.0026039i,0.0033926+0.0028443i,0.0014855+0.001116i,-0.00037145+4.9138e-05i,0.00037337+0.00042803i,0.0032917+0.00046129i,0.0054119-8.4404e-05i
0.0013289-0.016597i,0.011616-0.023181i,0.017133-0.01153i,0.0075923-0.0017064i,-0.0051195-0.0026033i,-0.010895-0.0010809i,-0.0077254+0.0044402i,0.00081172+0.01002i,0.0078013+0.012372i,0.011348+0.010454i,0.010972+0.0065479i,0.0069513+0.0024856i,0.0040364-1.754e-05i,0.0031292-0.00049024i,0.0025626-0.00087889i,0.0028554-0.0012128i,0.0023931-0.0015803i,0.0013411-0.0010087i,0.0011988+0.00054918i,0.00067418+0.0002655i,-0.0015144-0.00033549i,-0.0029246+0.00025338i,-0.0031904+0.00031847i
0.0026552+0.017267i,-0.0055849+0.02495i,-0.014879+0.017133i,-0.013477+0.0071775i,-0.0094371+0.0089499i,-0.0075521+0.012519i,-0.00094798+0.0113i,0.0069075+0.0065074i,0.0089892+0.0040545i,0.0037389+0.0059552i,-0.00017973+0.0080927i,0.0007855+0.0074887i,0.0028461+0.0040094i,0.0036215+5.3425e-05i,0.0039181-0.0022946i,0.0037227-0.0021541i,0.0017664-0.00096885i,0.00038393-0.00019131i,0.00025992-0.0007417i,-6.547e-06-0.0019844i,0.00075341-0.0012336i,0.0024828+0.00027469i,0.0027079+0.00063538i
-0.011346-0.013605i,-0.0083296-0.023095i,0.00075811-0.016446i,0.0037681-0.00094246i,0.0039275+0.0094064i,0.0074646+0.010817i,0.0092538+0.0029408i,0.0085965-0.0077998i,0.0049701-0.013347i,0.00019393-0.011301i,-0.0023167-0.0057506i,-0.0022088-0.00037429i,-0.0012833+0.0039571i,-0.00088487+0.004721i,-0.00095111+0.0017938i,-0.0014984-0.0023403i,-0.0017042-0.0053856i,-0.0022502-0.0050291i,-0.0026851-0.0023384i,-0.002505+0.00068093i,-0.002935+0.0013511i,-0.0039482+0.00012276i,-0.0034874+0.00015888i
0.003666+0.0061015i,0.0014252+0.015356i,-0.0075367+0.020346i,-0.0035502+0.016475i,0.0085139+0.01391i,0.014435+0.0084633i,0.010153-0.0038472i,0.0022132-0.013822i,-0.0017784-0.016587i,-0.0029215-0.013683i,-0.0033101-0.0078213i,-0.0028356-0.0035279i,-0.0028343-0.0028733i,-0.0027586-0.003312i,-0.0019044-0.0025997i,-0.00089796-0.0005397i,-0.00061414+0.0010872i,-0.0010797+0.00069225i,-0.0010027-0.0003819i,-0.00081307-0.00034615i,-0.00027903+0.00072852i,0.0013591+0.002111i,0.0022938+0.0026122i
-0.010583+0.00074043i,-0.010205-0.0065727i,7.638e-05-0.010303i,0.0082432-0.0058909i,0.012244-0.0047184i,0.011767-0.0071188i,0.0042428-0.0085475i,-0.0052197-0.0095626i,-0.0085342-0.0079715i,-0.0045443-0.0047886i,0.00047856-0.003864i,0.001782-0.0039147i,0.0008319-0.0030696i,-0.0012568-0.0021704i,-0.0027831-0.0012871i,-0.0030928+0.00042838i,-0.0030891+0.0018066i,-0.0030405+0.001621i,-0.0024486+0.001263i,-0.0016907+0.0010696i,-0.0017408+0.00024616i,-0.0014135-0.00027239i,-0.00069196-0.00040592i
0.013406-0.0015138i,0.018195+0.003867i,0.013272+0.0073915i,0.0081365-0.00061253i,0.0080955-0.0093338i,0.0045222-0.012129i,-0.0028516-0.0088454i,-0.0083245-0.00085434i,-0.01003+0.0069871i,-0.0071358+0.010894i,-0.002096+0.010202i,0.00052261+0.0058755i,0.00066963+0.00051758i,0.001421-0.0016978i,0.0019154-0.0013178i,0.0012907+0.00016872i,0.00042076+0.0024104i,-0.00013128+0.0038218i,0.00032388+0.0026103i,0.00070178+0.00094914i,0.0012223+0.0013552i,0.0022047+0.00224i,0.0025303+0.00091647i
-0.010693+0.0044916i,-0.016371+0.00054117i,-0.013464-0.0055076i,-0.0069718-0.0061896i,-0.0064156-0.0077497i,-0.0072076-0.0072169i,-0.0068664-0.00029495i,-0.006204+0.0076322i,-0.0070033+0.011821i,-0.0086465+0.011369i,-0.007114+0.0076689i,-0.0038296+0.0058589i,-0.0012901+0.0073758i,0.00036179+0.0082771i,0.0011157+0.0068178i,0.0015451+0.003641i,0.0016855+0.00071455i,5.3722e-05-0.00050187i,-0.0013988-0.00047283i,-0.0011643+2.0578e-05i,-0.0014819-0.00036126i,-0.0012806-0.0011836i,-0.00060452-0.00064191i
0.0043391-0.0090771i,0.01148-0.0066867i,0.0091487-0.00063355i,-0.0012985+0.00018795i,-0.0071325-0.0020903i,-0.0079356-0.0010201i,-0.0032573+0.0020451i,0.0041201+0.0047465i,0.0070565+0.0051877i,0.0052414+0.0018148i,0.003003-0.00059502i,0.00079706+0.00016938i,-0.00078526+0.00066313i,-0.00086979+5.5145e-06i,0.0006596-0.0010655i,0.0025333-0.0020071i,0.0034721-0.0024439i,0.0032761-0.0021208i,0.003081-0.00080975i,0.0020104-9.0059e-05i,0.00060797+0.00046048i,0.0004308+0.001129i,0.00018756+0.00086153i
0.0010197+0.010664i,-0.0060679+0.011221i,-0.0069925+0.0065805i,-0.0043009+0.0050685i,-0.0052922+0.008238i,-0.0047067+0.008526i,0.0018073+0.0044979i,0.0094621-0.00037046i,0.013693-0.002724i,0.013432-0.0040341i,0.0089541-0.0046137i,0.0040392-0.0022996i,0.0021068+0.00035424i,0.0019297+0.0003802i,0.0016839-0.00082859i,0.0011449-0.00076119i,0.0012526-0.00041703i,0.001322-0.00077666i,0.00055219-0.0010558i,-0.00091267-0.0010522i,-0.0011649-0.0012246i,-1.895e-05-0.0010558i,0.00018578-0.0004416i
-0.0011213-0.0039187i,0.0046624-0.0066186i,0.007936-0.0019587i,0.0048966+0.0040005i,0.003001+0.007646i,0.0037536+0.0066484i,0.0051293-0.0016304i,0.0069747-0.0085177i,0.0086058-0.0081679i,0.0092845-0.0042345i,0.0078404-0.0019937i,0.0053378-0.002291i,0.0043396-0.003628i,0.0035714-0.0044511i,0.0016516-0.0053934i,-0.00060962-0.0046698i,-0.0016053-0.0027389i,-0.0014953-0.00054843i,7.0056e-05+0.00092464i,0.0014552+0.0011972i,0.0011174+0.001452i,0.00087489+0.0013314i,0.00105+0.00084168i
0.0052367+0.0034689i,0.0023838+0.0089556i,-0.0011698+0.0073011i,0.0025224+0.005302i,0.0080366+0.0064736i,0.007642+0.0045048i,0.0033914-0.0021791i,-0.0013906-0.0079584i,-0.0059851-0.0088256i,-0.0081374-0.0054276i,-0.0081449-0.00080414i,-0.0052726+0.00099849i,-0.00099389+0.00025439i,0.00081266+7.2214e-05i,0.00042109+0.0012158i,-0.00070576+0.0011665i,-0.0020495+0.00064547i,-0.0030645+0.00067345i,-0.0033824+0.00029203i,-0.0030322-0.00043662i,-0.0019204-0.00069348i,-0.00044779-0.00058192i,0.00025614-0.00044649i
-0.0038122-0.0051497i,-0.0023563-0.0097577i,0.0034925-0.0093916i,0.0073423-0.0059184i,0.009505-0.0043099i,0.0083278-0.0037165i,0.0015326-0.0036353i,-0.0062991-0.0047499i,-0.011564-0.0064932i,-0.012596-0.0068814i,-0.0098409-0.0052147i,-0.0058217-0.0035143i,-0.0040503-0.0026153i,-0.0045154-0.0021472i,-0.0043467-0.0016623i,-0.0034122-0.00082355i,-0.0025603+0.00051153i,-0.0011537+0.0018162i,0.00018169+0.0016571i,-0.00010739+0.00011393i,-0.00034904+8.9089e-05i,1.6974e-05+0.00080723i,-0.00040746+0.00015102i
0.0059746+0.00356i,0.0057853+0.0062494i,0.0018794+0.0068822i,0.0020892+0.00059493i,0.005553-0.0067912i,0.0053709-0.0085981i,0.0010839-0.0046923i,-0.0044961-1.8826e-05i,-0.0075595+0.0019871i,-0.0057494+0.001482i,-0.0022231+0.0013663i,-0.00096034+0.0020774i,-0.0016785+0.0027652i,-0.002+0.0026214i,-0.0010792+0.0015556i,0.00040292+0.00088967i,0.0017389+0.00088199i,0.0015812+0.00087228i,0.00040197-7.7787e-05i,-6.776e-05-0.00029882i,0.00061709+0.00038178i,0.001169+0.00062639i,0.0013081+0.00023817i
-0.0045367+0.0019621i,-0.0054833-0.00028588i,-0.0018766-0.004201i,-0.00032424-0.006774i,-0.0023331-0.0084628i,-0.0022498-0.0079862i,-0.00063631-0.0039239i,0.00012379+0.0025064i,0.0011578+0.0071984i,0.0033138+0.007403i,0.0044325+0.0048839i,0.0027844+0.0024633i,0.00074005+0.0014045i,0.00061893-5.0141e-06i,0.0011181-0.0010816i,0.00091354-0.00044558i,0.0010007+0.00056623i,0.0013796+0.0012454i,0.0012664+0.0020851i,0.00015544+0.0019455i,-0.00050695+0.00098257i,-0.0004477+0.0010969i,-4.5344e-05+0.00046746i
0.0041039-0.0047517i,0.005817-0.0036461i,0.0022637-0.00063698i,-0.0029877+0.00025598i,-0.0057042-0.00090784i,-0.0054912-0.0012625i,-0.0013377+0.00012801i,0.0031539+0.003482i,0.0048023+0.007383i,0.0042061+0.0098042i,0.0027786+0.0092377i,0.0027654+0.0068861i,0.0040317+0.0043175i,0.0047574+0.00284i,0.0040717+0.0022942i,0.0026219+0.0012839i,0.00054899+0.00014132i,-0.00094006-0.00079997i,-0.0016965-0.00088975i,-0.0015359-0.0011938i,-0.00060497-0.0010971i,0.0002522+2.7818e-05i,0.00094087+0.00091327i
0.0002003+0.0060783i,-0.0014801+0.0052087i,-0.0012025+0.0029198i,-0.0016064+0.004159i,-0.0042446+0.0060375i,-0.0050447+0.0046537i,-0.0014967+0.00072486i,0.0039637-0.002015i,0.0059742-0.0018772i,0.0021241-0.0012169i,-0.0016637-0.0016154i,-0.0023241-0.0017618i,-0.00092738-0.001404i,1.9432e-05-0.00081179i,-0.00056664-0.00084539i,-0.00049436-0.0019811i,-0.00044676-0.0016284i,-0.00032056-0.00013303i,-8.688e-05+0.00020065i,-0.00096594+0.0004408i,-0.0017967+0.00089025i,-0.0017402+0.00094075i,-0.00067745+0.00025967i
0.0010556-0.0023832i,0.0020883-0.0010621i,0.0029591+0.0033182i,0.0028562+0.0066739i,0.0032006+0.0081576i,0.0034462+0.0058279i,0.002627-0.00011546i,0.002671-0.0059742i,0.0042186-0.0088372i,0.0042475-0.0092458i,0.0028671-0.007252i,0.0023417-0.0040442i,0.0021122-0.0027493i,0.00076511-0.0027803i,-0.00030002-0.0022378i,4.8045e-05-0.0029679i,0.00073415-0.0033685i,0.001398-0.0023338i,0.0015783-0.0019659i,0.0012222-0.001361i,0.0012563-0.00040149i,0.0014638+0.00029868i,0.0017768+0.00022735i
0.0017102+0.0029239i,0.0001538+0.0029416i,0.0020427+0.0012872i,0.0060186+0.0012897i,0.0080972+0.0031233i,0.0073847+0.0030533i,0.0028678-0.0013145i,-0.0010485-0.0063999i,-0.00069683-0.0084773i,0.0014142-0.0083067i,0.0018393-0.0063148i,0.00068847-0.0040252i,-0.0010848-0.0039148i,-0.0023404-0.0043452i,-0.0025531-0.0036376i,-0.0018227-0.0022269i,-0.0008829-0.00026563i,-0.00093397+0.0012896i,-0.0010277+0.0013337i,-0.00074541+0.00089724i,-0.00083996+0.00073526i,-0.0013837-0.00031148i,-0.0019027-0.0011533i
0.0007385-0.0063782i,0.0012721-0.0064776i,0.0034245-0.0051235i,0.004478-0.0038017i,0.0058653-0.0041035i,0.0061814-0.0029982i,0.0023252-0.0012442i,-0.0031243-0.0021932i,-0.0055094-0.0037985i,-0.0049505-0.0010561i,-0.002498+0.0035043i,-1.7742e-05+0.0043189i,0.000615+0.002359i,0.0012012+0.0008031i,0.0018025-2.6961e-05i,0.0008236-0.00031733i,0.00049707-0.00026891i,0.00099364-0.0011008i,0.0011705-0.00060574i,0.001022+0.00057503i,0.001101+0.00089867i,0.00047319+0.0011496i,-0.00022237+0.00078219i
0.002233-0.0013143i,0.001282-0.0010814i,-0.00057883-0.0027739i,0.00032801-0.0052803i,0.001998-0.0071149i,0.0020181-0.0062643i,-1.4354e-05-0.0025785i,-0.0039036+0.00013082i,-0.0087846+0.0019614i,-0.011202+0.0034578i,-0.0091603+0.0042655i,-0.0056725+0.0047183i,-0.0033747+0.0044491i,-0.0025177+0.0035391i,-0.0019884+0.0032806i,-0.0017054+0.0032618i,-0.0024928+0.0027852i,-0.0030708+0.0018934i,-0.0026979+0.00065599i,-0.0026811+0.00046174i,-0.0033594+0.00027669i,-0.0029677-0.00048154i,-0.0017059-0.000592i
-0.0032589-0.00035891i,-0.0037401-0.00019027i,-0.0017829+0.00041926i,-0.0017386-0.0005044i,-0.0024367-0.0032811i,-0.0008781-0.0046407i,0.00029832-0.0020584i,-0.0012903+0.0017389i,-0.0042252+0.0039504i,-0.0056384+0.0030672i,-0.0037033+0.0011374i,-0.0019643+0.00043708i,-0.0010592+0.0014681i,-2.6033e-05+0.0029092i,0.00038719+0.0028089i,0.0015077+0.00046751i,0.0025446-0.001315i,0.0023533-0.0011548i,0.0013027-0.00032909i,0.00091337+0.0008651i,0.0012637+0.00078082i,0.00094481+0.00021731i,0.00039649+0.00093812i
