0.00090916+0.0014293i,0.0020363+0.00056913i,0.0010512-0.00073114i,8.698e-05-0.0011278i,-0.00053087-9.0676e-05i,-0.00046435+0.0011544i,0.00073081+0.0018205i,0.0015232+0.0018429i,0.0016513+0.0016681i,0.0014008+0.00043668i,0.0014557-0.00011925i,0.00080459+0.00016599i,-0.00015549+0.00033359i,0.00015773+7.7976e-05i,0.00019922-0.00013563i,-0.00036297+0.00059723i,-0.00067107+0.00028381i,-5.9718e-05-0.0005644i,0.0011094-0.00060369i,0.00083368-0.00075384i,-0.00044242-0.00081769i,-0.00086212+3.077e-05i,-0.00062967+0.00048328i
0.00018449+0.0010952i,0.00085404+0.0013626i,0.0011826+0.0023697i,0.0012492+0.0027877i,0.0013253+0.0019321i,0.00085028+0.00096568i,0.00030346+8.3819e-05i,-7.2272e-05-0.00054722i,-0.00064319-0.00027384i,-0.00084753+7.8561e-05i,-0.00043717+8.1344e-05i,-0.00032834+0.00025636i,-0.00056504+0.00039454i,-0.00068441-0.00017194i,-0.00057528-0.00047368i,-9.7926e-05-0.00040053i,0.00077766-0.0012432i,0.00058732-0.001033i,-3.5491e-05-0.00012706i,3.8582e-05+0.00022164i,0.00012106+0.00052311i,1.8558e-06+0.00050503i,-0.00019503+0.00031418i
-0.00086312-0.00022337i,-0.0014058-0.00010797i,-0.0026384+0.00012712i,-0.0020532-0.00025398i,-0.00041033-0.00021435i,0.00046043-0.00013947i,0.00014947+0.00015043i,-0.00013226+0.00058636i,-0.0004748+0.00069729i,-0.00066231+0.0010376i,0.00019298+0.0007262i,0.00094146+0.00018596i,0.00097068+0.00073376i,0.00077746+0.00066933i,0.00031683+0.00054337i,0.00011808+0.0007787i,0.00036541+0.000601i,0.00028003-0.00014553i,0.00032451-0.00091012i,0.00048976-0.00081321i,0.00066408-0.00036564i,0.00078531-0.00017944i,0.00073226+0.00031844i
0.00063909+0.0020143i,0.00061179+0.0025906i,0.0011187+0.0025363i,0.00087117+0.00063975i,0.00061258-0.0010866i,0.000695-0.0013949i,0.001093-0.00040272i,0.00065531-0.00019477i,-0.00067085-0.00052091i,-0.00069728-0.00016621i,8.4456e-05+0.00020774i,-5.6685e-05+0.0004111i,0.00014315+0.00062257i,0.00059557+0.00070125i,0.0013156+0.00088636i,0.00096298+0.00010636i,0.00040303+0.0001204i,0.00032203+0.00030326i,-0.00032803+0.00011579i,-0.00097801+0.00061143i,-0.0002986+0.00079087i,0.00064169+0.00048149i,0.00060146-9.4919e-05i
0.00060262-0.0025297i,0.00027522-0.002998i,0.00014995-0.0022418i,0.00066721-0.00042128i,6.0713e-07+0.00055364i,-0.00085941+0.00046191i,-0.0012105+0.00014534i,-0.00070041+0.00062903i,0.00039708+0.0012824i,0.00077745+0.0011537i,0.00062089+0.00094449i,0.00018006+0.000638i,-0.00027524+0.00029124i,-8.4148e-05+0.000424i,-0.00025018+0.00075535i,0.00012463+0.00081894i,0.0007915+0.00034328i,0.00054383-0.0001049i,0.00057176-0.00017713i,0.00054274-2.1449e-05i,0.00034323+0.00014646i,0.00056296-0.00020813i,0.00023884-0.00068367i
0.00029479+0.00082429i,0.00052721-0.0004048i,0.0017584-0.001122i,0.0021584-0.0014454i,0.0015348-0.0012336i,0.00044831+0.00015624i,-0.00027336-1.4797e-05i,-0.00020591-0.00015149i,-0.00055432+0.0001919i,-0.00022518+0.00018532i,0.00030922+0.00066738i,2.1914e-05+0.0007776i,0.00021917+0.00025425i,0.00018452+0.00054395i,-0.00027467+0.00062075i,-0.00022774-0.00031432i,0.00019835-8.3309e-05i,-0.00023792+0.0012155i,-0.00042204+0.00048428i,0.00031717-0.00017722i,0.00017928+0.00036114i,0.00017319-0.00016321i,0.00087613-0.00090607i
0.0004346+0.0022462i,0.00071992+0.0019267i,0.00052505+0.0031693i,-4.3774e-05+0.0015638i,0.00035516-0.00058177i,0.00046564-0.0012225i,0.00065399-0.00053767i,0.00086809-0.0001486i,0.0006923-0.00041845i,0.00053778+0.00016526i,6.7881e-06+0.00062004i,-0.00037675+0.00063683i,-0.00035932+0.00064537i,7.0831e-05+0.00037546i,9.3849e-05-0.00041642i,-0.00031513-0.000681i,5.4396e-06+0.00041328i,0.00038995+0.00048939i,-0.00011281-0.00015229i,0.000264+1.647e-05i,0.0012344+0.00015814i,0.0011879-0.00025935i,0.00082998+3.4486e-05i
-0.0015078-0.00033548i,-0.00066671-0.0011565i,-0.00012007-0.00046237i,0.00014362+0.00073741i,-7.6337e-05+0.0012957i,0.00045567+0.00067199i,0.0011944+0.00020069i,0.0001071+0.00055365i,-0.00044545+6.9318e-05i,8.6591e-05-0.0003011i,0.00017771-0.00041721i,0.00029916-0.00030637i,0.00016543+0.00030283i,0.0004931+1.0342e-05i,0.00044666-0.00035738i,0.00014843-0.00037039i,0.00038047-0.00048397i,0.001093-0.00026677i,0.0010355-0.00012918i,0.00089321-0.00053649i,0.00076994-0.00065289i,-0.00024775-0.00018611i,-0.00056068+0.00019335i
0.00085636+0.0016334i,0.00065693+0.0021603i,0.00060078+0.0021327i,0.00059137+0.00086321i,0.00032202-0.0002796i,0.00020683-0.00027827i,-0.00045247+2.2879e-05i,-0.00059098-0.00099134i,-0.00078519-0.001189i,-0.00067641-0.00049899i,-9.0556e-05-0.00024325i,0.00011337-8.6607e-05i,0.00056619+0.00012326i,0.00093475+3.6937e-05i,0.00082555-0.0006527i,0.00012069-0.00013893i,0.00039936+0.00023072i,0.00079182-0.00035992i,0.000349-0.00044814i,-7.6986e-05-0.00068812i,0.00027923-0.00085841i,0.00032378-0.00055711i,-0.00041303-0.00092227i
0.0012928+0.0013901i,0.00060618+0.0013973i,0.00024548+0.00034936i,-0.00021685-0.00085858i,-2.6819e-05-0.0013707i,0.000862-0.00084925i,0.00050178-0.00014196i,0.00017496+0.00084147i,0.00012219+0.0014992i,0.00013968+0.00042031i,0.00017985+0.00024349i,0.00022182+0.00052151i,0.00010982+0.00092374i,0.00041078+0.00088437i,0.00065762+0.00013464i,0.00063009-0.0001107i,0.00015379-0.00043047i,0.0003896-0.00067572i,0.00057033+0.00045945i,-0.00025158+0.00064801i,-0.00051477-0.00021035i,-0.00029022-0.00043244i,0.00019298-9.2508e-05i
0.0012094+0.0023575i,0.0026345+0.0023493i,0.0032714+0.0025778i,0.0026389+0.0014516i,0.0012273+0.00063278i,-7.2049e-05+8.3271e-05i,5.641e-05-0.00053251i,0.0007738-0.00041831i,0.00038973+0.00012753i,-0.00026053+0.00010575i,0.00055689+8.2748e-06i,0.0011825-0.00021823i,0.0011822-0.00011373i,0.00032275+6.9065e-05i,-0.00045011+0.00018597i,9.4868e-05+0.00049928i,0.00056773+0.00034043i,0.00058468-0.00039789i,0.00048039+3.5642e-06i,0.00054775+0.00093822i,0.00040171+0.001178i,-0.00013268+0.001005i,0.00026821+0.00016415i
0.00071293+0.00057146i,-0.00034443+0.00080425i,0.00074199-0.00028056i,0.0019871-0.00097457i,0.0022345-0.0012195i,0.0014545-0.00066199i,0.00026081+0.00018089i,0.00045728+0.00029086i,0.00069352+0.00055524i,0.00034794+0.001209i,0.00071135+0.00070404i,0.00090976+0.00072513i,9.3257e-05+0.00052148i,-0.00016884-0.0004191i,-0.00014921+0.00032855i,1.6355e-05+0.00066918i,0.00030123-0.00011222i,-0.00011986-6.7882e-05i,0.0001098+0.00033611i,0.00017119+0.00059215i,-0.00022791+0.00067431i,0.0002589+0.00010109i,0.00052647-0.00015511i
-0.00011126+0.0031256i,-0.00080817+0.0025783i,-0.0011308+0.0018822i,-0.00052965+0.00099202i,0.0012033-5.3974e-05i,0.0018017-0.00026825i,0.00023554-9.5036e-05i,-0.0010349-0.00054788i,-0.00088641-0.00026083i,-0.00045027+0.00098082i,4.2219e-06+0.0014307i,0.00022409+0.00046796i,0.00042919-0.0003445i,0.00013414-3.871e-05i,-0.00010605-0.00018184i,0.00021102-0.00069879i,0.00075962+6.8298e-06i,0.00038858-0.00017256i,-0.00047035-0.00043945i,-0.00088277-4.0414e-05i,-0.00031057-0.00016623i,0.00023832+0.00055772i,0.00016383+0.00038745i
0.0002219+0.0022492i,0.00054277+0.0021737i,0.00049988+0.0019729i,2.5922e-06+0.0015489i,-0.00015076+0.0015574i,-0.000294+0.0015766i,-0.00024194+0.00069519i,0.00025432-0.00017299i,0.00023357+0.00028499i,8.4163e-05+0.0011674i,0.00073515+0.0005962i,0.0011465-0.00036236i,0.0008171-0.00013742i,0.00049229+0.00049654i,-0.00030692+0.00056365i,-0.00076465+0.0001655i,-8.4991e-05-0.00077315i,0.00053828-0.001272i,0.00057821-0.00092051i,0.00055643-0.00060783i,0.00035479+0.00039959i,0.00013017+0.0011096i,0.00039563+0.000824i
-0.00015252-0.00016422i,-0.00076517+0.00099665i,-0.00026892+0.0012574i,0.0010884+0.00057967i,0.0016844+0.00033044i,0.00063615+2.224e-06i,0.00051632+0.00072718i,0.00069989+0.0014307i,8.1964e-05+0.00088996i,0.0003057+0.00064982i,0.00065659+0.00057518i,0.0010456+0.00022728i,0.0017818-7.7691e-05i,0.0014733+0.00056237i,0.00048949+0.0010562i,0.00044663+0.00039236i,0.00037904-3.8811e-05i,0.00078017-5.1614e-06i,0.00059083+0.00031885i,-0.00013518+0.0009775i,8.5315e-05+0.00089229i,0.00097968+0.00077918i,0.0010511+0.00076037i
0.002166+0.0020345i,0.0028762+0.0018949i,0.003421+0.00081583i,0.0025738-0.00099143i,0.00088917-0.0020729i,-0.00057995-0.0021827i,-0.00056062-0.001249i,0.00011066+4.1772e-05i,-0.00064402+0.00069726i,-0.00064692+0.00081691i,0.00020293+0.00051235i,0.00040597-0.00015142i,0.0007045-0.00026081i,0.00033794+9.7346e-05i,-0.00024844-0.00016689i,-0.00015292-0.00029087i,-0.00039119-0.00040747i,4.5795e-05-6.2578e-05i,7.4738e-05-0.00022149i,-0.00018987-0.00036549i,-1.2306e-05+0.00019121i,0.00019356+0.00023427i,0.0006575+0.0003381i
0.0002969+0.00086087i,-0.0010874+0.00052198i,-0.00094861-0.00032099i,-0.00025346-9.8786e-05i,-2.8663e-05+0.0004076i,0.00023029+2.0299e-05i,-1.4338e-05-0.00029526i,-0.0001454-0.00069709i,-0.00034168-0.00091909i,-0.00040425-0.00021255i,0.00034821+0.00019102i,0.00062615+0.00014852i,0.00014889-8.362e-06i,9.955e-06-8.4908e-05i,-0.00015296+0.00011757i,-0.00016643+0.00028844i,0.00065182+0.00031553i,0.0011035+0.00051745i,0.00054138+0.00039919i,-0.00053859+0.00030404i,-0.0007082+0.00034125i,-0.00049031+7.3386e-05i,-8.1001e-05-0.00068349i
-0.00065686+5.568e-05i,-0.0012681+7.7443e-05i,-0.00063675+0.00056552i,-0.00017009+0.0005483i,0.00018431+0.00048327i,-2.8396e-05+0.00050021i,-0.0010152-0.00023407i,-0.0007885-0.00070108i,-0.00043408-0.00042588i,-0.00061047-4.3924e-05i,-6.4881e-05-0.00040065i,0.0010716-0.00029607i,0.001026+8.5764e-05i,0.0004578+0.00047344i,-0.0001767+0.00086738i,-0.00022266+0.0008879i,-0.0001338+0.00093935i,-0.00039338+0.00060018i,-0.00016171+0.00038845i,6.7642e-05+0.00067145i,0.00048215+0.00060604i,0.00072412+0.00079583i,0.00025534+0.0010189i
-0.00084123-0.00038366i,-0.00014984-0.00043376i,-0.00035466-6.0608e-05i,-0.00047041+0.00044674i,-0.0001822+0.00047188i,-0.00030681-3.025e-05i,-0.00028613-0.00083866i,-0.00056241-0.00089582i,-0.00081553+1.327e-05i,-0.00025676+0.00058578i,0.00044297+0.00023398i,0.00081717-0.00013651i,0.0002359-0.00013391i,-2.5716e-06+0.0002411i,4.2347e-05+0.00037997i,0.00020919+1.9569e-05i,4.3535e-05-0.0001503i,9.482e-05-0.00013636i,0.00012295-0.00020591i,-0.00057047-3.7353e-05i,-0.00052503+0.00028128i,0.0005225+0.00071698i,0.00096631+0.00087951i
-0.00016225-0.00015894i,-0.00093733+0.0012364i,-0.0012001+0.00045438i,0.00077713-0.0010708i,0.0015978-0.00083858i,0.0012496-0.000384i,0.00098392-0.00074698i,0.0010546-0.0013239i,0.00088262-0.00083904i,0.00032694-0.00071622i,0.00021552-0.0007997i,0.00046523-0.00041285i,0.00048072+0.00066956i,0.00037598+0.0013717i,0.0006585+0.00098811i,0.00073928+0.00024734i,-0.00015803-5.6152e-05i,-0.0001129-0.00029831i,0.00097207+5.6642e-05i,0.0010927+0.00023352i,0.0015028+0.00015495i,0.001882-0.00010231i,0.0013187+0.00039833i
-0.0014561+0.0019608i,-0.0011997+0.002795i,-0.00098525+0.0045116i,-0.00087946+0.0036824i,0.00034496+0.00042548i,0.0012387-0.001032i,0.00087087-0.001243i,0.00023775-0.00073137i,-0.00011363+0.00027708i,-0.00012637-2.7682e-05i,0.00017678-0.00021329i,0.00049355+0.00019563i,0.00097781+9.233e-05i,0.00060427+0.00051261i,-0.00047699+5.0879e-05i,-0.0004872-0.00057775i,5.9575e-05-0.00024778i,1.9967e-05-0.00022053i,0.00020176-0.00019233i,0.00052738+3.6961e-06i,0.00045345-0.0001574i,0.00069572+6.3693e-06i,0.0005876+0.0001904i
0.0009381+0.0011207i,0.0014748+0.0016305i,0.0017192+0.0018045i,0.0016061+0.0014518i,0.0013492+0.0011481i,0.00094291+0.0010088i,0.00023817+0.00042643i,-9.742e-05-0.00037182i,9.4956e-05-0.00061054i,0.00026845+0.00032047i,0.00017699+0.0013126i,0.00022308+0.00051165i,0.00061018-0.00014671i,0.00094944+0.00057296i,0.00088185+0.00080524i,0.00095376+0.00032963i,0.00082666+0.00013115i,0.00059394+0.00069327i,0.00045827+0.0008754i,0.00013124+0.00094946i,0.00046393+0.0012728i,0.00080054+0.0011754i,0.00066032+0.0010849i
0.00048646+0.0011734i,0.00032401+0.00042589i,0.00062993-0.00046517i,0.00048058-0.00061564i,0.00097312-0.00028077i,0.00040227-2.845e-05i,-0.00045612-8.3316e-05i,-0.00024621+0.00054047i,-0.00059629+0.0012571i,-0.00047788+0.0013295i,0.00054208+0.00083373i,0.00057491+0.00020674i,-0.00049504+3.9193e-05i,-0.0011935-0.00066528i,-0.0012022-0.00040452i,-0.00070927+5.7259e-05i,-0.00051825+0.00013913i,-0.000517+0.00073205i,0.00049454+0.00083299i,0.00050355+0.00090449i,0.00028156+0.0011602i,0.00079338+0.00055892i,0.00050665+0.00082425i
-0.0013345+0.0012844i,-0.00098547+0.0010567i,-0.001506+0.0019258i,-0.00023158+0.00197i,0.0012054+0.00096268i,0.00029987+0.00045459i,-0.00011885-0.00040123i,-7.3457e-05-0.0010097i,-0.00035911-0.00022645i,2.746e-05+0.00080796i,0.0001868+0.00048145i,0.00048385+0.00012839i,0.00097061+0.0011841i,0.00078538+0.0012715i,0.00055934+0.00047245i,0.00042189+0.00065376i,-0.00029084+0.00065651i,-0.00033514-0.00080743i,0.0007442-0.0015555i,0.00080661-0.00077095i,-0.00066163-0.00061957i,-0.0010724-0.00066424i,-0.00033516-0.00019906i
0.0015906+0.0012818i,0.0020508+0.0019126i,0.0017747+0.0015281i,0.0018961+0.00081356i,0.0014581+0.00074773i,0.00066751+0.00088162i,8.0485e-05+0.00049353i,-0.000766+0.00023889i,-0.0007014+8.5042e-05i,0.00018129+0.00021775i,0.00036249+0.00039838i,-0.00017544-0.00010879i,-0.00019741-0.00066495i,-0.00024435-0.001095i,-5.4029e-05-0.00062496i,-0.0001227-9.294e-05i,0.00070391-0.00010339i,0.0015253-5.9941e-05i,0.00046998+7.7445e-05i,-0.00055886+0.00052382i,-0.00054553+0.00087947i,1.8038e-06-5.0246e-05i,0.00030936-0.00051325i
-0.00010338+0.00022632i,-0.00012732-0.00090594i,-0.00023978-0.0020462i,-0.00018503-0.0018156i,0.000514-0.00092494i,0.00063954-0.0011599i,-5.1836e-05-0.0012214i,9.2505e-07-0.00012335i,-0.00028591+0.00033542i,-9.3537e-05+0.00036241i,0.00020913+0.0005632i,0.00022263+0.00054628i,0.00049982+0.00082388i,0.00042221+0.00093794i,0.00050735+0.00023725i,0.0011288-0.00071914i,0.00076836-0.00082114i,2.1795e-05+8.7657e-06i,-0.00014163+0.00037119i,0.00050656-0.00052154i,0.00085094-0.0012984i,0.00042424-0.00074863i,0.00025963-0.00012433i
0.0011024+0.00040319i,7.8512e-05+0.00039948i,-0.00075817+0.0006943i,-0.00093165+0.00041892i,-0.00082683-0.00098289i,-0.00066611-0.0008755i,0.00032493-0.00034445i,0.0011199-6.6407e-06i,0.00122+0.00046251i,0.0006169+0.00063251i,-5.4015e-06-6.7551e-05i,-7.6081e-05-0.00066742i,0.00040956+0.00025072i,0.00050321+0.00059623i,-3.8707e-05+0.00075097i,0.00014931+0.0013164i,0.0011115+0.0009175i,0.0012658+0.00028972i,0.0004237-0.00026141i,2.4198e-05-0.00043084i,0.00022588+0.00013449i,0.00033888+0.00040064i,6.1974e-05+0.00014785i
-3.1309e-05+0.00019864i,-0.00064917+0.00024122i,-0.00045528+6.0623e-05i,0.00058889-5.9586e-05i,0.0009555+0.00011921i,0.00017186-2.9334e-05i,-0.00052198-0.00031891i,-0.0001061+0.00019009i,1.5798e-05+0.00018701i,-0.00034432+0.00048958i,0.0005216+0.00023661i,0.0011284+0.00052741i,0.00054432+0.00089985i,0.00019764+0.00065893i,4.1329e-05+0.00055087i,-0.00029566+0.00016213i,0.00024264+0.0005343i,0.00061755+0.0012024i,-6.4152e-05+0.00091873i,-0.00012869+0.00070528i,0.00018613+0.0013933i,0.00023088+0.0012377i,0.00097925+0.0003269i
0.0017413+0.00034675i,0.0014267-5.798e-06i,0.0030381+0.00058843i,0.0028622-0.0004677i,0.0017729-0.001329i,0.0008583-0.00015072i,0.00019497+0.00072998i,-0.00026625+0.0001844i,0.00021603-0.00014088i,0.00052817-0.00013002i,0.000448-0.00042968i,0.00042097-0.00075441i,-5.715e-05-0.00023596i,-0.0001572-7.4326e-05i,-4.4551e-06-0.00034281i,0.00023903-2.5316e-05i,0.00079733+0.00036261i,0.0010498+0.00038578i,0.00088463-0.00021353i,0.00051041-0.00039482i,8.5821e-05+5.2143e-05i,0.00032452+0.00017731i,0.00024362+0.00065151i
0.0011228-0.00097837i,0.0011097-0.0016471i,0.0017177-0.0013531i,0.0007085-0.0001775i,-0.00036433-0.00047382i,-0.00098685-0.00058925i,-0.0017996-0.000169i,-0.00065704-9.3233e-05i,0.00038419+0.00025088i,-8.1108e-06+0.00048965i,0.0004771+0.00033324i,0.001357-0.0003556i,0.00079533-0.00095437i,9.9282e-05-0.00073548i,6.5491e-05-0.0010606i,-1.9683e-05-0.0010844i,4.2728e-05-0.00036008i,0.00041798-0.00023055i,0.0010906+0.00013305i,0.00070672+0.0003627i,0.00035011-0.0004105i,0.00034045-0.0004755i,0.00073865-0.00010407i
-0.0023371-7.224e-05i,-0.0023351+0.00061536i,-0.00075571+0.00064239i,0.00064448+0.00089494i,0.00056165+0.0010452i,-1.6763e-05+0.0006115i,-0.00071687-0.00065791i,-0.0012088-0.0015432i,-0.00083424-0.0013096i,-0.00036851-0.00024314i,-5.3154e-05+0.00027161i,0.00070265+0.00015403i,9.0208e-05+0.00051745i,3.9023e-05+0.00020265i,0.0006754+0.00026099i,0.00031419-7.0235e-05i,-5.7196e-05-0.0005459i,-0.00034631-0.0012851i,-0.00010835-0.0019938i,0.00010432-0.0010376i,9.1659e-06-5.9021e-05i,1.4507e-05+0.00037479i,-0.00049973+0.00016884i
0.0012842+0.00092481i,0.0014517+5.3385e-05i,0.0015774-0.00036442i,0.0013922-0.00018596i,0.0010825+6.3132e-05i,0.00035734-0.0004057i,-0.00038266-0.00019784i,-0.0005955+2.2986e-05i,-0.00095263+0.00037941i,-0.00019671+0.00040048i,0.00086019-0.00026236i,0.00082436-0.00042438i,0.00089694+0.000307i,0.00089655+0.00023499i,0.0004554+0.0004158i,-0.00023264+6.0457e-05i,-0.00070719-0.00036084i,-0.00034268+0.00035713i,-1.7528e-05+0.00049879i,-1.0545e-05-0.00040094i,0.00025628-0.00029898i,0.00089668-0.00028369i,0.00083905-0.00035488i
-0.00074191+0.00029452i,-0.001125-0.00038425i,-0.0019844-1.8406e-05i,-0.0024681+0.00084879i,-0.0010325+0.00079312i,0.00058426+0.00024908i,0.00075281-3.0497e-05i,-0.00034012-0.00035306i,-0.00037981-0.00022371i,0.00016908+0.00027566i,0.00025276+0.00023831i,0.00075093+0.00058025i,0.00092627+0.00063863i,0.00061321+0.00020588i,0.0008556+0.00037988i,0.0013985+0.00066704i,0.0013266+0.00026286i,0.00017659+8.4324e-06i,-0.00074834+0.00012577i,-0.00017469+1.9119e-05i,-0.00025099+0.00071261i,-0.00048194+0.0012036i,-0.00020404+0.00089079i
-0.0005625+0.0006536i,-0.0012835+0.00089593i,-0.001051+0.0003207i,-0.00074635-0.00048044i,5.7929e-05-0.0007078i,0.0013729-0.00043699i,0.0013124-0.00049456i,0.00048537-0.00076735i,6.3317e-06-0.00063805i,-0.00039357+0.00010345i,-0.0006386+0.00044053i,-0.00012983+0.00052052i,0.00034097+0.00071185i,-9.4326e-05+0.00094983i,-0.00051595+0.0011807i,-0.0004575+0.00050328i,7.2889e-05-0.00044314i,8.7816e-05-6.5152e-05i,-0.00022748+6.39e-05i,-0.00014497-0.0001551i,-0.00018909+0.00028966i,-0.00044982+0.0011455i,-0.00039469+0.00122i
-0.0012339-0.00075493i,-0.0018582-0.001397i,-0.0012335-0.0014797i,0.0004332-0.00027433i,0.0011125+0.00024276i,0.0005952-0.00013937i,0.0004824-0.00056691i,0.00027745-0.00052505i,-0.00018303-0.00016052i,-0.00030761+0.00011183i,-0.00083996-0.00016153i,-0.001144-0.00066056i,-0.00049395-0.00071228i,3.8131e-05-3.7259e-05i,-6.8046e-05+8.7821e-05i,-0.00040051+0.0001486i,-0.00018735+0.0006285i,0.00041975+0.00055937i,0.00059016+0.00013272i,0.00014577+0.00010652i,-0.00013528+0.00020585i,2.8584e-05-0.0001046i,0.00071512-0.00082166i
0.00090776-0.00036996i,0.0020469-0.00080262i,0.0025142-0.0015738i,0.00035882-0.0012174i,-0.0007022-0.00049221i,-0.00066575-0.00033283i,-0.00045236-0.00015881i,-0.00058054-0.00040551i,-0.00059342-0.000587i,-0.00045627-5.0269e-05i,-0.00066883+0.00040214i,-0.00037866+0.00016197i,0.00025148+0.00021763i,0.0003947+0.00053049i,0.0006626-0.00015572i,0.00035119-0.00016022i,-0.00016457+0.00031988i,-0.00042389-2.1884e-05i,0.00022504+6.4581e-05i,0.00079653+0.00051487i,0.00041265-0.00021852i,0.00022681-0.00036652i,1.4433e-05+4.6329e-05i
0.00067061-0.00087538i,-0.00023075-0.0013295i,0.00011058-0.0011679i,0.00029007+8.3796e-05i,-0.00022603+0.00027635i,-0.00044353+0.00015127i,0.00018224-0.00021188i,0.00057167-0.00048447i,4.4472e-05+8.5195e-05i,-7.3322e-05+0.00043523i,0.000143-0.00041093i,0.00045102-0.0010867i,0.00029914-0.00031027i,-0.00023315+0.00034498i,-0.00030969+0.00018329i,0.00013467+2.0899e-05i,8.2589e-06+0.00026845i,0.00014345+0.00049429i,0.00030285-9.4311e-05i,-0.00045647-0.00077924i,-0.00096529-0.00039148i,-0.00035599-0.00032506i,0.0002952-0.00082684i
-0.00077223-0.0017455i,-0.00069362-0.0022534i,-0.0011159-0.0018655i,-0.00045635-0.0011075i,-6.8065e-05-0.00011785i,0.00032872+0.00084861i,0.00094466+2.7014e-05i,-6.6668e-05-0.0007539i,-0.00117-0.001219i,-0.00057243-0.0011433i,0.0010732+8.0567e-05i,0.001782+0.00095171i,0.0010241+0.0012636i,0.00055208+0.001604i,0.00057806+0.0015826i,0.0006731+0.00090818i,0.0003242+0.00023478i,0.00045343+0.0006564i,0.00070729+0.0008284i,0.00038338+0.0011402i,-0.00022498+0.0016598i,-0.0004072+0.00052048i,-0.00059421+1.1483e-05i
0.0032759-0.0021722i,0.0038853-0.0020042i,0.0032042-0.0028475i,0.0010986-0.0029486i,-0.00096082-0.0023181i,-0.0018827-0.00095916i,-0.0013357+0.00025183i,-0.00052214+1.7466e-06i,-3.8987e-05-0.00026959i,8.162e-05-0.00024028i,0.00044905+0.00046527i,0.0001876+0.00059335i,-0.00081648+0.00013665i,-0.0015352+1.9559e-06i,-0.0015346+0.00052858i,-0.0013218+0.00072206i,-0.0009886+0.00054143i,0.00018808+0.0006191i,0.00041137+0.00050531i,0.00012564+0.00065007i,0.00092119+0.00049373i,0.00084108-1.5256e-06i,0.00018503-0.00038176i
-0.0022111-0.00056467i,-0.001182-0.0011432i,-0.0011818-0.00089261i,-0.0013662+0.00058401i,-0.00053237+0.0011213i,6.0087e-06+0.00067708i,-0.00044014+0.00051517i,-0.0010783+0.00049655i,-0.00092529+0.00046802i,-0.00058931+0.00067667i,-0.00015647+0.00022174i,0.00043522+3.5116e-05i,0.0004073-0.00021628i,-5.3565e-05-0.00016995i,0.00013564+0.00025312i,-0.00040306+0.00097228i,-0.00090143+0.0011538i,-0.0002622+0.00023057i,0.00044101+0.00013862i,0.00052969+0.00072496i,-0.00017737+0.00053063i,-0.00066195+0.00015226i,-0.00020471-0.00043643i
0.00044597+0.00057399i,-0.00070026+0.0016286i,-0.0016205+0.0017005i,-3.8512e-05+0.001295i,0.00065654+0.00031443i,-0.00010725-0.00023569i,-0.00081453-0.00046114i,-0.0012554-0.00069776i,-0.0014922-0.00014017i,-0.0013319+3.2703e-05i,0.00010454+0.00049972i,0.0010123+0.00088584i,0.00053932+0.0007353i,0.00044172+0.00031017i,0.00079429-4.612e-06i,-0.00021638-0.00030478i,-0.00068772-0.00016504i,4.7795e-05+0.00026226i,3.3241e-05+0.00040426i,-0.00046524+0.00042445i,0.00013533-0.00016917i,0.0012536-0.00063495i,0.0016222-0.00085754i
0.0002647+0.00095918i,0.0010864+0.0010912i,0.0019185-0.00023556i,0.0016701-0.00027308i,0.00039287+2.889e-05i,0.00050833-9.6895e-05i,0.00091028-0.00021714i,0.00055265-0.00053181i,0.00028505-3.7898e-07i,0.00016424+5.2362e-05i,0.00055418+8.3143e-05i,0.00074514+0.00023534i,0.00091298-0.00037051i,0.0012949-0.00092043i,0.00084561-0.00077148i,0.00010188+5.2678e-05i,-0.00016213+0.00047748i,-0.00016931-0.00024268i,0.00022024-0.0002623i,0.00070826+0.00034106i,0.00030386+0.00067768i,0.00031081+0.00086271i,0.00067639+0.0003254i
-0.00093498-0.00024998i,-0.00048169-0.0011929i,-0.00083622-0.0012809i,-0.0016869-0.00047944i,-0.0013209-0.0004319i,-0.00014883-0.00058272i,0.00029728-0.0001524i,0.00038908+0.00075734i,0.00044642+0.00039387i,5.5961e-05-0.00031217i,0.00010231-0.00061607i,0.00078794-7.3379e-06i,0.00065239+0.00042277i,0.0011122+4.5223e-05i,0.0012287-0.00012989i,0.00078988+0.00035238i,0.00054526+0.00058788i,0.0001603-0.00014882i,0.00042868-0.00042804i,0.00073967-0.000419i,2.4388e-05-0.00032881i,-0.00080241+0.00034534i,-0.00043228+0.00048435i
2.1156e-06-0.0016205i,9.1467e-05-0.00075928i,-2.567e-05-0.00085916i,-0.00014985-0.00048599i,-0.00028219+0.0011685i,-8.8516e-05+0.00040619i,0.00034291-0.00085532i,0.0005231-0.00067059i,0.00032814+0.0001517i,0.00011508+0.00068301i,0.00071774+0.00090735i,0.0008377+0.0011557i,-0.00015008+0.00083712i,-0.00059011+0.00056338i,-0.00067279+0.00042893i,-0.00033355+0.00016895i,0.00048774+0.00033295i,0.00067918+0.00031275i,0.00037965-1.0727e-05i,0.00025661-0.00025044i,1.4339e-06-6.8567e-05i,-0.00086889+0.00053714i,-0.00077718+0.00018799i
