-0.0013421+0.0011969i,-0.00087079-0.00041159i,-0.002491-0.00039546i,-0.002357-0.00052348i,-0.0017189+0.00088323i,-0.002249+0.001739i,-0.0014142+0.0016148i,0.00022241+0.0018083i,0.0017027+0.0016291i,0.0020176+0.00058935i,0.00146-0.00060191i,0.001223-0.00030244i,0.00088377-0.00045187i,0.00092202-0.0013323i,0.00033186-0.0006362i,-0.00036946+0.00013154i,0.00028195-9.1952e-05i,0.0010081+0.00029326i,2.7726e-05+0.00076606i,-0.00069305+0.00039061i,-0.00042463-0.00039423i,2.5358e-05-0.00025858i,0.00048165+0.00030059i
0.00047029-0.00063949i,0.00048577-0.00093321i,-0.0016225-0.0019167i,-0.0035037-0.0027904i,-0.0030572-0.0016406i,-0.0018371+0.00033507i,-0.0010157+0.00024046i,-0.00025808-0.00012928i,-9.1512e-05+0.00012262i,-0.00012754-5.474e-05i,-0.00037196-0.00018579i,5.3008e-05+0.00056311i,0.00096828+0.00066131i,0.00016056+0.00017357i,-0.00061778-0.00013524i,-0.00012042+0.00022888i,-0.00020478+0.00026376i,-0.00056351-0.00042958i,-0.00043789-0.0013407i,0.00021812-0.0012408i,0.00037234-0.00061762i,4.222e-05-0.00026344i,0.0004538+0.00010189i
0.00099128+0.0012581i,-0.00014247+0.0001713i,0.000732-0.00092552i,1.8997e-06-0.001653i,-0.00080244-0.0025305i,-0.00048286-0.0020587i,-6.9951e-05-0.00054198i,-5.1974e-05+0.00054366i,0.00023695+0.00096824i,0.001142+0.00091872i,0.0012148+0.0008744i,0.0006749+0.0007301i,0.0010158+0.00038429i,0.00075061+0.0009778i,0.00035923+0.0013406i,0.00052133+0.00051792i,0.00064733+7.2461e-05i,0.00042751+0.00037718i,0.00030505+0.00023905i,0.00051377-0.00046375i,0.00068497-0.00050758i,0.00054284-0.00022458i,0.00038117+3.796e-05i
0.0019987+5.7341e-05i,0.0013521+0.00058013i,0.0023167-0.00048815i,0.0019698-0.0015697i,0.00021062-0.0011622i,-0.00079023-0.00035851i,-0.0013579+0.00012609i,-0.0011691+0.00015204i,0.00022748+0.00023371i,0.001306+0.0001995i,0.0010625-0.00012856i,0.00076497+3.8921e-05i,0.0011195+1.8988e-05i,0.0011291-0.00015708i,0.00059915-2.1723e-05i,-0.00064757-0.00042869i,-0.0018481-0.00025186i,-0.0011478+0.00028549i,-0.00050972-9.3672e-05i,-0.00042334-0.00012469i,0.0002582+1.6499e-05i,0.00069009-0.00065831i,0.00092537-0.0015322i
0.0019457+0.002692i,0.0027452+0.0032371i,0.0032431+0.003312i,0.0028701+0.0019406i,0.0012877+9.4396e-05i,-0.0006643-0.0015376i,-0.0014084-0.00086411i,-0.0016229+0.00066213i,-0.00040745+0.0010791i,0.0010887+0.000487i,0.00067834-0.0002188i,-0.00011731-0.00018362i,-4.0559e-05+0.00020512i,-0.00025151+8.0489e-05i,-0.00016597+0.00028775i,-0.00062135+0.0004826i,-0.00083917+0.00013441i,-0.00035006+1.3847e-05i,-0.00024021+0.00058896i,8.1227e-05+0.0012117i,0.00021396+0.00089981i,-2.1689e-05+0.00018884i,-0.00026287+8.1441e-05i
-0.0023256+0.0038681i,-0.0021793+0.0040604i,-0.0025362+0.0049837i,-0.0024927+0.0034153i,-0.0014645+0.00024711i,4.2213e-05-0.0017413i,2.1976e-05-0.00096487i,-0.00071511+0.00045186i,-6.6081e-05+0.00072733i,0.0013195+0.00099175i,0.00075994+0.00045091i,9.6966e-05-0.00041101i,0.00042237+4.1862e-05i,0.00046696-0.00053857i,6.3522e-06-0.00064263i,-0.00026001-0.00012124i,-0.00030467+0.00043208i,-0.00038182+0.00058261i,1.18e-05-4.5233e-05i,-0.00019243-4.5764e-05i,-0.00023687+0.00010476i,-0.00028545+0.00063039i,-0.00031239+0.0017104i
-0.0012234-0.0021074i,-0.001115-0.0032299i,-0.0014338-0.0040791i,-0.002527-0.0035458i,-0.0029992-0.0017101i,-0.0024205-0.00011548i,-0.0011418+0.00061249i,-0.00076529+0.0013305i,-0.0012051+0.00051696i,-0.00059319-0.00084669i,0.00026324-0.00041614i,0.00083617+0.00054021i,0.0011228+0.00068678i,0.00039348+0.000484i,0.00039129+9.7401e-05i,0.0011697-0.00027619i,0.0010861-0.00032772i,0.00027435-0.00022629i,-7.7902e-05-0.00053398i,-0.00024449-0.001056i,-0.00012608-0.0014899i,-3.8087e-05-0.0007223i,-0.00071745+0.00049102i
6.6242e-05+0.0020626i,-0.0002019+0.0014554i,0.00042852+0.002552i,0.001408+0.0011229i,0.0011723-0.00052128i,0.0005079-0.001037i,0.00026381-0.00052477i,0.00026615-0.00028089i,0.00093631+0.00032441i,0.00093878+0.0010006i,0.00094947+0.00078i,0.0012528+0.00020285i,0.00085331+0.00020352i,0.00019217+0.0011848i,-0.00029156+0.0013482i,-0.00075441+0.00060763i,-0.00074811+0.00060391i,-0.00077257+0.00061023i,-0.00060599+9.7779e-05i,-0.00015187+0.00016121i,-0.0001741+6.8929e-05i,-0.00035485-0.00015824i,-0.00032009+0.00037768i
0.00073343+0.001076i,0.0012238+0.0012236i,0.0012769+0.0017999i,0.0016697+0.0012945i,0.0010128+0.00091033i,-0.0007281+0.0005639i,-0.00077639-7.4281e-05i,-9.3588e-05+0.00013047i,-0.0001627+0.00079967i,-0.00032668+0.001145i,0.00028169+0.00056066i,0.00071136-0.00019127i,0.00097434+0.00025267i,0.00047008+0.00092664i,-0.00019799+0.0011855i,-6.4699e-05+0.0012407i,0.00011879+0.00031699i,7.161e-05-0.00050031i,7.384e-05+0.000203i,-0.00065209+0.00082657i,-0.00070716+0.00065202i,0.00050711+0.00052487i,0.00052923+0.00015614i
0.0012003+3.0379e-05i,0.00029288+0.0010164i,0.0010634+0.0006636i,0.0014867-0.0010523i,0.00079777-0.0021786i,0.00097234-0.00062532i,4.1879e-05+0.00037272i,-0.00056173+0.0001239i,0.00015348+0.00077211i,0.00034155+0.00092157i,0.00043425+5.0333e-05i,0.00083917+0.00058587i,0.0013108+0.0012914i,0.0013869+0.0011047i,0.00090489+0.0005632i,0.00070044+0.00027662i,8.8002e-05+0.00015061i,-0.00086603+0.00032566i,-0.00055711+0.00045303i,-0.00027349+0.000781i,-0.00062376+0.0005604i,-0.00043857-0.00024132i,-0.00011218+8.9371e-05i
0.0008947+0.001187i,0.00074307+0.001096i,0.00012036+0.00099387i,0.00011356+0.0011679i,0.00037169+0.00074168i,-0.00028393-4.7153e-05i,-0.0012768-0.00014955i,-0.0015398+0.00050538i,-5.509e-05+0.00079006i,0.0011053+0.0014728i,0.00024142+0.0012153i,-0.00013083+0.00024087i,0.00027853+0.00026946i,0.00051363+0.00031702i,6.6496e-05+0.00014717i,-0.0006858+0.00032626i,-0.00087709+0.00047441i,-0.0007966+0.00074989i,-0.00030264+0.00054835i,0.00032656-0.00021772i,0.00044309-0.00024427i,-0.00027601-8.766e-05i,6.8627e-05+0.00021235i
0.00032081-3.5988e-05i,0.00074145-0.0010634i,0.0015814-0.001137i,0.00072382-0.0015686i,-0.0012868-0.0012772i,-0.00087826+0.00045665i,-0.00013895+0.00094987i,-0.00020628+0.00023558i,-0.00057036+0.00044074i,-0.00017484+0.00082881i,0.00068909+0.00069733i,0.0015862+0.00083669i,0.0016073+0.0010699i,0.00066002+0.00094148i,0.00012423+0.000585i,0.00021605+0.00013429i,-0.00013944+2.6172e-05i,-0.00060914+1.7735e-05i,-0.00042517+0.00016274i,0.00013824-0.00028532i,-6.5858e-05-0.00038622i,-4.4002e-05+0.00033032i,5.1889e-05+0.00028018i
0.0019091-0.0019782i,0.0019739-0.00078369i,0.00088926-0.00033322i,-0.00053843-0.00096675i,-0.0011756-0.0011236i,-0.00099815+3.5763e-05i,-0.00021482+0.00065976i,-0.00014204+0.00015081i,-8.544e-05+5.1525e-05i,-8.9292e-05+0.00030767i,0.00044657+0.0003803i,0.0010965+0.00045909i,0.0010287+0.00069083i,0.00077517+0.00055456i,0.00030046+0.00016961i,-0.00016005-0.00023276i,-0.00057338-0.00045001i,-0.0011302-0.00089654i,-0.001696-0.001181i,-0.0016102-0.0010082i,-0.0014841-0.0008949i,-0.00076335-0.00021246i,0.00031091+0.00023195i
0.0014351+0.0022366i,0.00087544+0.0021025i,0.00066277+0.00086473i,0.00024407-0.0010313i,-0.00038219-0.0021849i,-0.0017148-0.001295i,-0.001443+0.00094312i,-0.00022664+0.0012544i,0.00024342+0.00087842i,0.00021542+0.00080632i,0.00043829+0.00085593i,0.00053144+0.0011219i,0.00039669+0.0011226i,0.00010575+0.0013947i,0.00015394+0.00097662i,-0.00042108+0.00027031i,-0.0011898-0.00019137i,-0.00032308-0.001028i,0.0012255-0.00075209i,0.0016015-5.0229e-05i,0.0011052-0.00025339i,7.9632e-05-6.2691e-06i,-0.00087348+0.00029056i
-0.00050775+0.00050171i,-0.0010403+0.00090196i,-0.0013368+0.0004969i,-0.00080211-0.00037456i,-0.00016066-0.00068296i,0.00026999-0.00030438i,-0.00026539+0.00041466i,0.00026501+0.0007761i,0.001542+0.0014079i,0.0013822+0.0012456i,0.00073243+0.00063528i,0.00021472+0.00081074i,0.00035348+0.00086607i,0.00082872+4.7241e-05i,0.0011136-0.00058309i,0.00049046-0.00044309i,-0.00032748-0.00031997i,-0.00060123-0.00027531i,-0.00057655-0.00017024i,-0.00022761-0.00034361i,0.00020194-0.00039111i,0.00038326+8.2673e-05i,0.0001396+0.00055707i
-0.0010635+0.0014406i,-0.00042376-5.2849e-05i,0.00042784-0.0008389i,0.0002228-0.0013428i,-0.00047727-0.0022438i,-0.00075685-0.0028089i,-0.0019389-0.0015275i,-0.0024931+8.5308e-05i,-0.0010488+0.00090866i,0.00099099+0.0012609i,0.0019065+0.00026322i,0.001805-0.00078869i,0.001579-0.00025443i,0.0014267+0.00047344i,0.0010639+0.0010962i,0.00012435+0.00083266i,-0.0004965+0.00018133i,-0.00010885+1.8936e-05i,0.00059187-0.00077854i,-5.7655e-05-0.0012413i,-0.00016638-0.0011889i,0.00061688-0.00098033i,0.00039345-0.00077869i
-0.00017386+5.277e-05i,-0.00017393-0.00028675i,-0.00034669-0.001114i,-0.0012094-0.0010253i,-0.0014649-0.00051535i,-0.00078956+9.8592e-05i,-0.0005126-0.00015078i,-0.0011107-7.1217e-05i,-0.0009412+0.00053424i,0.00028292+7.0676e-05i,0.0010168-0.00013335i,0.0011115+0.00082469i,0.0013498+0.0015292i,0.0010038+0.0014854i,0.00027968+0.00103i,0.00031682+0.00064638i,0.00031099+0.00020289i,-5.3325e-05+7.7732e-05i,-0.00048517+0.00080214i,-0.00090157+0.00023238i,-0.00064913-0.00075919i,-0.00019698-0.00086981i,0.00064104-0.0006989i
-0.00084544+0.00030842i,-0.00026807-0.00020423i,-4.4566e-05+0.00032951i,-0.00029706+0.00024532i,-0.00060192-0.00085476i,-0.00089384-0.0024236i,-0.00065632-0.0017338i,-0.00033988+0.0002957i,0.00031639+0.0010259i,0.00052567+0.0012349i,0.00070214+0.00040269i,0.001441-0.00013426i,0.0013907+0.00026539i,0.0010237-7.9765e-05i,0.00043348+2.3692e-05i,2.146e-05+0.00034808i,-0.00030697-0.00046074i,-0.0010045-0.0010937i,-0.00052954-0.00034254i,0.0007435+0.00010938i,0.001378+5.7344e-05i,0.001826-0.0001693i,0.0013425+0.00020844i
8.5147e-05+0.0001812i,-6.5071e-05-0.00055914i,-2.4773e-06-0.00057529i,0.00046535-0.00042004i,0.0013324-0.0012935i,0.00084387-0.00083736i,-0.00083767-0.00054159i,-0.00091095-0.00027387i,0.00014782+0.00045368i,0.00083521+0.00019589i,0.00078948-0.00053062i,0.00040254-5.402e-05i,0.00091809+0.00081145i,0.001048+0.00093733i,0.00026659+0.00072577i,0.00026646-5.2767e-05i,5.3197e-05-0.00032495i,-0.00012199-0.00022034i,-3.1701e-05+0.00036001i,-0.00021322+0.00096283i,0.00040697+0.00075295i,0.0014731-3.2902e-05i,0.0016986-0.00024168i
0.00050298-0.001956i,0.00045868-0.002603i,-0.0012755-0.0027749i,-0.003446-0.0024854i,-0.0035962-0.00019411i,-0.0017371+0.00071502i,-0.00058447-0.0005364i,-0.00040367-0.00074627i,8.6191e-05+0.00049022i,0.00033788+0.00065856i,0.00039962+0.0006169i,0.0016797+0.00086691i,0.002756+0.00096691i,0.0021017+0.00065954i,0.00090199-0.00050402i,0.0005122-0.00020141i,0.00027605+0.00045696i,-0.00011041-0.00032134i,-4.6107e-05-0.001188i,0.00020455-0.00082195i,-0.00026025+7.9336e-05i,-0.0010752-0.00024449i,-0.00091555-0.0011907i
-0.0024918+0.00042328i,-0.002231+0.0015064i,-0.0016844+0.0016326i,-0.0013812+0.0012756i,-0.0010599+0.0010944i,-0.0011061+0.00045986i,-0.00084384-0.00068793i,-0.00055923-0.00064212i,-0.00013889+0.00061627i,0.0011096+0.00068976i,0.0020952+4.1109e-06i,0.0027224+8.4002e-05i,0.0017451+0.00092415i,0.00043783+0.0012345i,-0.0003607+0.00022013i,-0.0014856-0.0009256i,-0.0022132-0.00045264i,-0.0024128+0.00018346i,-0.0019306-0.00028637i,-0.00045373-0.00048853i,0.0005325-0.00075175i,0.00017221-0.00040923i,0.00012192+0.00080533i
-0.002742-0.0027116i,-0.0024038-0.0032949i,-0.0016394-0.0014098i,-0.001632-0.00037718i,-0.0018908-3.9323e-05i,-0.0010389+0.00045826i,-0.00011262+0.00066192i,-0.00043769+0.0009592i,-0.00092031+0.0015368i,0.00011611+0.0015362i,0.00075136+0.00093124i,0.00079708+0.00083326i,0.0012768+0.00010213i,0.0012674-0.00017356i,0.00035931+0.00022466i,-0.00067435-0.00046683i,-0.00071037-0.0011428i,-0.00022586-0.00033132i,-0.00089573+0.00062022i,-0.0011256+0.00021342i,0.00015273+0.00049219i,0.0010326+0.00073814i,0.0009373+0.00021974i
0.00058282-0.0048552i,0.00032805-0.0050742i,-0.00083441-0.0056531i,-0.002672-0.0043254i,-0.0034154-0.0027219i,-0.0021936-0.00059793i,-0.00066229+0.00053958i,0.00026649+0.0011386i,0.00023158+0.0012359i,0.00030981+0.00036284i,0.00047823+0.00038325i,0.0012436+0.00091769i,0.0022024+0.00083205i,0.0018079+0.00072321i,0.0010928+6.2591e-05i,0.00079443-0.00021039i,-0.00036038-0.00012397i,-0.0014148+0.00016095i,-0.00066996+0.00013257i,0.00073842-0.00044434i,0.00080167-0.0002422i,0.00018138-6.0511e-07i,-0.00019725-0.00018379i
-0.00095616+0.0024913i,-0.0013846+0.0040266i,-0.0030505+0.0043236i,-0.0033537+0.0036141i,-0.0015735+0.002854i,-0.0014626+0.0010576i,-0.0018323+0.00039169i,-0.001272+0.00044143i,0.00022795+5.4525e-05i,0.0018924-0.00029404i,0.0017116-0.00078749i,0.0010689-0.00090244i,0.00095014-0.00084823i,0.00010457-0.0010918i,-0.00059084-0.00077134i,-0.00057444+0.00022986i,-0.00021076+0.00012045i,0.00035255-0.00022916i,0.00031879+0.00024516i,0.00063019+0.00060566i,0.0011406+0.00038188i,0.00074347+0.00024327i,-3.7248e-05+0.00042948i
0.00013775+0.0011527i,-6.6091e-05+0.0014136i,-0.00058602-0.00029241i,-0.0013781-0.0012672i,-0.0013785-0.0007281i,-0.00041563-0.00024152i,-8.372e-06-0.00021093i,-9.6557e-05-0.00036518i,0.00032741+0.00074294i,0.0006103+0.0017981i,0.00052972+0.001462i,0.00044245+0.0011135i,0.00043336+0.00070645i,5.7631e-05+0.0009682i,-1.299e-05+0.0012073i,-0.00035582+0.00089764i,-0.00057364+0.00029006i,-0.00051931-5.5777e-05i,-0.00019722-0.00025313i,-0.00040737-0.00095549i,-0.00090327-0.0011923i,-0.000951-0.00060376i,-0.00023955-2.2007e-05i
0.0011654+8.0874e-05i,0.00071209-0.00058598i,0.00094699-0.0010987i,-0.0005333-0.0022336i,-0.0020441-0.0024796i,-0.0017097-0.0015932i,-0.0011336-0.0015355i,-0.00075744-0.0014778i,0.0001104-0.00052251i,0.0010852+0.0002862i,0.0011501+0.00050513i,0.00031567+0.0010102i,4.3086e-05+0.0016176i,1.0395e-05+0.0014713i,-9.0807e-05+0.0010839i,6.8306e-05+0.00068232i,-0.00018195+0.00041762i,-0.0003365+0.00033019i,0.00077621+0.00019076i,0.0014274+0.00011763i,0.0011449+0.00063052i,0.00073832+0.00039521i,-5.1238e-05-0.00042012i
-0.00062075+0.00068707i,0.00025044-0.00032058i,0.0010732-0.0016181i,0.0015413-0.0017189i,0.00090705-0.00061025i,0.00018358-0.0012507i,-0.00065654-0.0012571i,-0.00088684+0.00089623i,4.1816e-05+0.0024211i,0.0012545+0.0017204i,0.0016174+0.00019907i,0.0016785+0.00071743i,0.0014919+0.00089038i,0.00076319-0.00047417i,-0.00037993-0.00039889i,-0.00048316-0.00040899i,1.6199e-05-0.0010692i,0.00053197-0.00086431i,0.0010208+0.00038324i,0.00043751+0.00086169i,-0.00042738+0.00076836i,-0.00096092+0.00052949i,-0.00064709+0.00010184i
-0.00084621-0.00047022i,0.00019563+6.7595e-05i,0.00041755-0.00068949i,0.00030129-0.00089026i,-0.00011839-0.00035292i,0.00055586-0.00052572i,0.0010602-0.00067045i,-4.8572e-05+6.7464e-05i,-0.00037701+0.0014394i,0.00037132+0.0015717i,0.00010893+0.00026768i,0.00025384-0.00079449i,0.0015442-0.00079066i,0.001167-0.00070805i,3.163e-05-0.0010473i,-0.0002321-0.0011521i,-0.00050762-0.0005264i,-0.00069263+0.00034718i,-0.00066056+0.00066144i,-0.00031157+0.00063194i,-0.00014757+6.7763e-05i,-0.00054282-0.0005634i,-0.0010942-0.00054599i
-0.00084109-0.0026139i,-0.0016218-0.00084068i,-0.0030388-0.0013448i,-0.0030908-0.0012274i,-0.0020811+0.00015524i,-0.0020619+0.0011612i,-0.0025916+0.0011562i,-0.002382+0.00074088i,-0.0013808+0.00041019i,0.00011904+0.00057498i,0.0010487+0.00025059i,0.00054129+5.6753e-05i,0.00074489+0.00054936i,0.0011015+0.00067702i,0.0004204+0.00023825i,-3.539e-05-0.0002627i,0.00014345-9.8614e-05i,-9.1745e-06+3.7573e-05i,0.00012544-8.9825e-05i,-0.00065995+0.00031872i,-0.0012415+0.00034957i,-0.00059956+6.6283e-05i,-0.00012112-0.00016977i
-0.0014316-0.0027242i,-0.0023174-0.0026296i,-0.0027169-0.0030905i,-0.0025726-0.0022499i,-0.0023226-0.00085238i,-0.0015384+0.00010917i,-0.0011924+0.00067696i,-0.0008276+0.00090901i,-0.0004867+0.0011251i,0.00070105+0.0011693i,0.0011243+0.00068805i,0.0009184+0.00059611i,0.0013778+0.0012426i,0.0012168+0.0010306i,9.3164e-05-0.00012342i,-0.0011595-0.00037713i,-0.0014025-0.00050978i,-0.0012745-0.00060355i,-0.00053688-0.00016589i,0.00047177-0.00032182i,0.00013832-0.00063489i,-1.5255e-05-0.00021986i,0.00024023-0.0003354i
0.0043969-0.0015445i,0.0030255-0.0021603i,0.0012309-0.0041268i,-0.00098926-0.0043322i,-0.0020126-0.0019388i,-0.0010172-0.00076295i,-0.00016022-0.0011321i,0.0001616-0.001187i,0.00048232-0.00028108i,0.00077662+0.00021928i,0.00038971+0.0005668i,-0.00028555+0.00097079i,0.00027535+0.00099988i,0.00075578+0.0009307i,8.6348e-05+0.00050936i,-0.00055781+0.0001004i,-0.00077032-0.00023511i,-0.00053636-0.00052695i,-0.00048511-0.00064248i,-0.00023205-0.0009038i,0.00036919-0.0010432i,-0.00032042-0.00041322i,-0.0009631+0.0001627i
0.00057633+0.0015565i,0.00082879+0.0010207i,0.0010052+0.00097913i,0.00022124-0.00033037i,-0.00041788-0.001948i,-0.0010706-0.0012071i,-0.00084846+0.00019722i,0.00013623+0.00085892i,0.00055773+0.0013567i,0.00063782+0.00066717i,0.00086988-0.00027557i,0.0011299+0.00023045i,0.00095025+0.000746i,1.844e-05+0.00013001i,-0.00025602-0.00030458i,0.00020333-9.8671e-05i,0.0005806-0.0005909i,0.00072878-0.00037832i,0.00028642+0.00025511i,0.00050755+0.00010094i,0.0010013-0.00017288i,0.00051743+0.00049236i,-0.00011115+0.00064193i
0.0002958-0.00096655i,-0.00035244-0.0020478i,0.00036781-0.0027731i,-0.00032773-0.0022161i,-0.0009649-0.00079026i,-0.0011085+0.00040913i,-0.0012166+0.0010786i,-0.00026579+0.0013232i,0.00074471+0.0016708i,0.0013705+0.00097398i,0.0016975+4.2304e-05i,0.0017031+0.00050507i,0.001594+0.00080414i,0.00098418-0.00028742i,0.00043827-0.0010905i,0.0005243-0.00088128i,0.00066422-0.00059667i,0.00063729-0.00025977i,0.00011963+4.5967e-05i,-0.00056601-4.0664e-05i,-0.00011062-9.8611e-05i,0.00022694+0.00029417i,0.00018158+0.00056903i
-0.00073622+0.00029255i,-0.00048602+0.00037203i,-0.00032318-0.0013354i,-0.00014546-0.0017762i,0.00011862-0.0017902i,-1.9498e-05-0.0018743i,-0.00051847-0.00075711i,-0.00066561+0.00065922i,-6.1107e-05+0.0014098i,0.00095273+0.0012602i,0.0014134+1.154e-06i,0.00097937-0.00041303i,0.00098308+0.0002165i,0.0010444+0.00068833i,0.00052545+0.0010334i,0.00010577+0.00061613i,0.00022742-5.0051e-05i,0.00011858-0.0011089i,-0.00028833-0.00093122i,-0.00050648+0.00032766i,-0.00017722+0.00029969i,-8.5411e-05+0.00019636i,-0.00020836-1.2018e-05i
-0.0014753+0.0017295i,-0.0010372+0.0014775i,0.00023073+0.0016899i,0.00077127+0.0019173i,0.0011061+0.00097036i,0.00041282+1.6456e-05i,-0.00068787+0.00015929i,-0.0012504+0.00042432i,-0.00088751+0.00046917i,0.00076993-0.00028428i,0.0014656-0.00046379i,0.00078815-0.00014921i,0.00044249+0.00095227i,0.00039844+0.001427i,-1.8306e-05+0.00052111i,0.00015339+0.00016797i,0.00015366-6.0183e-05i,-0.00036008-0.0009078i,-0.00034142-0.00041636i,-0.00035562+0.0008996i,-0.00034492+0.0011802i,0.00039276+0.0011897i,0.0010517+0.0017631i
0.0013252-0.002045i,0.0014985-0.0031883i,0.0007048-0.0036038i,-0.00055411-0.0029523i,-0.00086366-0.0019469i,-0.00049475-0.00037843i,-4.1703e-05+0.00065536i,-2.1916e-05+0.00076773i,0.00030247+0.00068582i,0.00040975+0.00095895i,0.00039805+0.0015344i,0.00049328+0.0020012i,0.001482+0.001245i,0.0013683+0.00062245i,0.00015276+0.0010755i,0.00062516+0.00050244i,0.0021253-0.00029193i,0.0021265-0.00031739i,0.0013041+0.00014521i,0.0012957+5.1399e-05i,0.0006518-0.00054502i,0.00014815-0.00090443i,0.00044151-0.00078975i
-0.00041116+0.00081156i,0.00010692+0.00068947i,-4.5727e-05-0.00096285i,-0.00050063-0.002348i,-0.00024893-0.0018995i,-0.00014147-0.0014458i,-0.00054909-0.00046969i,-0.00073174+0.0006232i,0.00025715+0.000989i,0.0012873+0.0009i,0.00090918+0.00063509i,0.00036183+0.00045071i,0.0001132+0.00053152i,-0.00019793+0.0002235i,-1.5487e-05+0.00027828i,0.0011127+0.00087524i,0.001156+0.00096715i,-0.00027144+0.00057491i,-0.00058447-5.4706e-06i,-0.00041564-0.00060675i,-0.00035775-0.0011076i,-0.00066143-0.00025308i,-0.00081157+0.00030946i
-0.0022481-0.0012912i,-0.0017852-0.0015162i,-0.0030574-0.0006943i,-0.0042344+0.00043227i,-0.0036133+0.00070872i,-0.0024076+0.001326i,-0.0019066+0.001812i,-0.0014828+0.0014215i,-0.0011633+0.0011887i,0.0002721+0.0010515i,0.0011308+0.00043058i,0.00076277+0.00010726i,0.0008514-0.00016332i,0.0014163-0.00054851i,0.0016283-0.00037443i,0.00072129-0.00031583i,-6.4862e-05+0.000822i,-2.3292e-05+0.0013538i,9.5683e-05+0.0003843i,0.00020186+0.00071355i,5.0091e-05+0.00069215i,-0.00055848-0.00052397i,2.2632e-05-0.00071683i
-0.0027249+0.00060525i,-0.0015695+0.00053424i,-0.00060339+0.0012513i,0.00069389+0.00079699i,0.0015874-0.00037632i,0.0014446-0.0012416i,0.00033113-0.0016695i,-0.00017873-0.00064664i,-0.00014018+8.0806e-05i,0.00018797+0.00056845i,0.00046502+0.00080967i,0.0014676+0.00011594i,0.0024111-0.00041195i,0.0018117-0.00029461i,0.00029199+0.00016636i,-0.00037245-0.00041428i,-0.00035804-0.00080484i,-0.00051392-0.00032931i,-0.00062298-0.0002252i,-0.00040893-0.0003964i,-0.00053162-0.0003655i,-0.00073035+0.00029847i,-0.00023339+0.00074068i
-0.00035005-0.00090818i,-0.00083253-0.001226i,-0.0027573-0.0030133i,-0.0037516-0.0035196i,-0.0025491-0.0015856i,-0.0015427-0.00011462i,-0.00091099-0.0003641i,-0.00042207+0.00094703i,-0.00040552+0.0025501i,-3.1039e-06+0.0020254i,0.0007711+0.00076007i,0.001543+0.00013531i,0.0016345-9.508e-05i,0.00071715-0.00038832i,8.1793e-06-0.00057948i,-8.104e-05-0.0003832i,0.00029695+6.9582e-05i,-0.00026929+0.00042617i,-0.00083323+0.00038841i,-0.00046446+0.00016248i,-0.00052676-0.00066409i,-0.00052776-0.00068785i,-0.00052442+0.00083505i
0.0039975+0.0021743i,0.0030906+0.0010182i,0.0027017-0.00022926i,0.00094381-0.00091128i,-0.00088022-0.00010238i,-0.0017722+0.00066121i,-0.0011349+0.00096614i,0.00014841+0.0009375i,0.0011359+0.00057058i,0.0016967+0.00027665i,0.0010407-0.00026429i,0.00075564-0.0002334i,0.00091315+4.7091e-05i,0.0010894+2.0976e-06i,0.00081321+0.00032648i,0.000548+0.00075186i,0.00037082+0.00086562i,-0.0002318+0.0004265i,0.00019237-0.00037446i,0.00082013-0.0010015i,0.00076952-0.00094804i,0.00029942-0.00049539i,-0.00016857-7.3727e-05i
0.0029284+1.4444e-05i,0.0023928+0.00044292i,0.0017343+0.0010287i,0.0011716+0.00035061i,0.00021183-0.0010126i,-0.00058599-0.00029086i,-0.00099638+0.00047695i,-0.0006634+0.00056467i,0.00028764+0.00050034i,0.00058908+7.6189e-05i,0.00031426+1.1032e-05i,-0.00012468+0.00020807i,0.00019091+0.0003374i,0.00093238+0.00097751i,0.00029614+0.0011446i,-0.00012034+0.0012746i,-0.00013261+0.001382i,-0.00018777+0.0010962i,2.6284e-05-0.00012555i,0.00058753-0.00097612i,0.00083699-0.00085964i,-0.00027639-0.00083137i,-0.00088201-0.0010407i
-0.0016177+0.00037372i,-0.0014457-5.1955e-06i,-0.00079847-0.0011245i,-0.00049281-0.0029294i,-0.00056196-0.0028835i,-0.00086739-0.0016941i,-0.00053893-0.00063993i,8.6711e-05+0.00093666i,-6.1866e-05+0.0017407i,0.00054239+0.00034408i,0.0020508-6.0944e-05i,0.0024768+0.00021994i,0.0020485-9.3653e-06i,0.00069803+0.00026742i,-0.0012234+0.0012393i,-0.0016917+0.0010705i,-0.0010183-6.6667e-05i,-0.0010489-0.00059638i,-0.00094794-0.00075926i,0.00010233-0.00066996i,-5.9676e-05-0.00070801i,-0.00044489-0.00028331i,-6.2578e-05+0.00023745i
-0.0015001-0.0011085i,-0.0023944-0.0023966i,-0.0041242-0.0037974i,-0.0036543-0.002921i,-0.0030292-0.00016016i,-0.0025938+0.00076259i,-0.0016838-0.0002372i,-0.0014634+0.00031121i,8.8049e-05+0.0012249i,0.00083649+0.0013445i,0.00018169+0.0016776i,0.0007394+0.0013365i,0.0012796+0.00034152i,0.0011822+3.132e-05i,0.00024879+0.00031762i,-0.00069177+7.6919e-05i,-0.0010495+0.00010981i,-0.00088562+0.00029829i,-0.00042533+0.00037937i,-0.00023074+0.00076865i,0.00030999+0.00067278i,0.00050207-0.00028449i,0.00036979-0.00024779i
