-0.0042055+0.0023048i,-0.0025102+0.0034813i,-0.0021728+0.004533i,-0.0020329+0.0039888i,-0.00040815+0.0036782i,0.00053152+0.0034512i,0.00048112+0.0028567i,0.00052692+0.0024331i,0.00021303+0.00189i,0.00078344+0.0012475i,0.001009+0.0001247i,6.2153e-05-0.00074157i,-0.00039965-0.0014985i,-0.00013659-0.0011723i,-0.00019235+4.7246e-05i,-0.00078935+0.00014436i,-0.00081118+0.00024918i,-0.00041725+0.00075116i,-0.00055631+2.1808e-05i,0.00026599-0.00041948i,0.00068434-0.00058534i,-2.4255e-05-0.00010739i,0.00012945+0.00012797i
0.00082527-0.0014677i,0.00060411-0.0026406i,-0.0016842-0.0020214i,-0.0019467-0.0011069i,0.00050342-0.0014655i,0.0011408-0.0019061i,0.0014218-0.0010043i,0.0022456-0.00067785i,0.0022394-0.0021535i,0.00068229-0.0029087i,-0.0011873-0.0025895i,-0.0014767-0.0015012i,-0.00042861+0.0010876i,0.00020523+0.0029803i,0.00095598+0.0025413i,0.00077564+0.0015222i,5.9072e-05+0.00059786i,-0.00016354-0.00035362i,0.00026334-0.001148i,0.00064487-0.0013855i,0.00031051-0.001595i,6.8727e-05-0.0014487i,-0.0003313-0.00019889i
0.0022341-0.00028319i,0.0016444+0.00063312i,-0.00010556+0.00044636i,-0.0011715-0.00053898i,-0.00189-0.00062177i,-0.0010175-0.00077444i,0.00063227-0.00088949i,0.0013226-0.0016045i,0.0007614-0.0031167i,-0.00019031-0.0034295i,-0.00050915-0.0019998i,-0.00026719-0.00065273i,0.00082672+0.0003188i,0.0018081+0.0010375i,0.0028698+0.00080798i,0.0030519+0.00010367i,0.0015956+0.000478i,0.00037815+0.0012092i,0.00061915+0.00020265i,0.00081784-0.00099817i,0.00022541-0.00053811i,-0.00086451+0.00038122i,-0.0012144+0.00062162i
0.0022041-0.0010108i,0.0019434-0.0032752i,0.0029281-0.0042927i,0.0035561-0.0026629i,0.002018-0.0021161i,0.00038176-0.00098605i,0.00038026+0.00067921i,0.0012614-0.0002125i,0.0011131-0.002093i,-0.00022633-0.0031841i,-0.00071105-0.0026872i,0.00023282-0.001961i,0.00024054-0.0019478i,-0.00032705-0.001964i,0.00024614-0.0013739i,0.0011105-0.00070658i,0.00076809-0.00016814i,0.00022579+0.00090516i,0.00010392+0.0020995i,-0.00014914+0.0013316i,-0.00028042-0.00035323i,0.00022684-0.00036567i,0.00094404+0.00098394i
0.0024854-0.002555i,0.0033831-0.0025458i,0.0028722-0.0034114i,0.00040662-0.0029132i,-0.00033381-0.00084881i,5.9804e-05+0.00042999i,7.9813e-05+0.00042431i,0.00084961-8.1141e-05i,0.00073162-0.00078538i,-0.0003699-0.00010319i,-0.00043031+0.0012229i,0.00035738+0.00017442i,0.0002895-0.0014917i,-0.0010616-0.001513i,-0.00266-0.00063782i,-0.0023467-0.000493i,-0.0014759-0.00021405i,-0.0013179+0.00030601i,-0.001101+0.00058199i,-0.00032105-7.2436e-05i,0.0002403-0.00034243i,0.0001267-0.00020912i,-9.3152e-05-0.0010121i
-0.0009109+0.0010928i,-0.00074942+0.0019793i,-0.00047286+0.002055i,-0.00076241+0.0016427i,-0.00079689+0.00051433i,2.3359e-05-0.00025375i,0.001512-0.0002527i,0.0024587-0.00039415i,0.0020834-0.00062393i,0.00062212+0.00012345i,-0.00029056+0.00011645i,-0.00075868-0.00034257i,-0.0017911+0.00048684i,-0.003064+0.0014127i,-0.0039602+0.0010032i,-0.0031088+0.00040025i,-0.0017948+0.00057509i,-0.00097218+0.00068958i,0.00046685+0.00043656i,0.00081799-0.00058489i,0.00032519-0.0016336i,0.0002122-0.0015758i,0.0002559-0.0012382i
0.0012729-0.004781i,0.00022409-0.0050745i,-5.4148e-05-0.003443i,-0.0004668-0.0016027i,-0.0013524-0.00073249i,-0.001066-0.00052427i,-0.00028187-0.00066172i,0.00018882-0.0018433i,-0.00010299-0.003366i,-0.0011684-0.0028007i,-0.0013474-0.00093794i,-0.00061032+0.00085775i,4.0187e-05+0.0021191i,0.0003728+0.0027571i,0.00033132+0.0019854i,-0.00057188+0.00079276i,-0.0010273-2.2333e-05i,-2.2151e-05-0.00056113i,0.0013168-0.0012705i,0.0015096-0.0019092i,0.00071811-0.0013205i,0.00041869-9.1209e-05i,0.00026022+0.00069279i
0.0011651+2.5788e-05i,0.0040752+0.001184i,0.0039904+0.001628i,0.0025691+0.0017051i,0.0017181+0.0017626i,0.0016068+0.0016596i,0.0027846+0.00097202i,0.0024159-0.00031013i,0.00047074-0.001563i,-0.0015991-0.0011636i,-0.0024573+0.0001737i,-0.0015797+0.00062673i,0.00047506+0.00072483i,0.0021091+0.00076484i,0.0028591+0.00034427i,0.0022489+0.00034832i,0.00040413+0.00013034i,-0.0003306-0.00064117i,-0.00031535-0.00059615i,-0.00041156-0.00045413i,-0.00047872-0.00055871i,-0.00045785-0.00014706i,-0.00029901+0.00063998i
-0.0017913-0.0020105i,-0.0035435-0.0017135i,-0.0057151-0.0013718i,-0.0050261+0.00028985i,-0.0023247+0.0017554i,-0.00068047+0.0017644i,0.00047488+0.0012581i,0.0013736+2.6785e-05i,1.7788e-05-0.0020193i,-0.0025168-0.001921i,-0.0031532-0.00013583i,-0.0018673+0.0002758i,2.2218e-06-0.0010596i,0.0015629-0.0017834i,0.0014686-0.0012534i,0.0008957-0.0015263i,0.00075573-0.0010553i,0.00021951+0.00017676i,0.00035822+0.00037697i,0.00089756+0.00018395i,0.0003844+0.00011043i,6.2826e-05+0.00051325i,0.00065222+0.00092661i
-0.0028268-0.011762i,-0.0092619-0.011313i,-0.016324-0.0092596i,-0.014522-0.0029291i,-0.011872+0.0024081i,-0.0060163+0.007002i,-0.000134+0.005077i,0.0010319-0.00010928i,-0.0006057-0.0037012i,-0.003421-0.0033239i,-0.002605-5.077e-05i,-0.0008334+0.0011448i,-0.0003283-0.00014899i,5.9814e-05-0.0017174i,-0.0005474-0.0032485i,-0.00050642-0.002853i,-0.00037186-0.0012637i,-0.0004567-0.00015937i,0.00023256+0.0015434i,0.0009244+0.0016688i,0.0013286+0.0011076i,0.00084159+0.00085145i,0.0001881-1.9044e-07i
-0.00018982+0.0035131i,0.0023785+0.0048127i,0.0041459+0.0057636i,0.0046396+0.0036008i,0.0040754+0.00050593i,0.0027237-0.0021834i,0.0012841-0.0026676i,0.00051034-0.0014344i,0.0014114-0.00013092i,0.0014417+0.00013819i,0.0018395-0.00042543i,0.0015032-0.00089251i,-0.00091238-0.0010515i,-0.0026487-0.00023545i,-0.0029142+0.0010558i,-0.001584+0.00085264i,-0.00081006+0.00029411i,-0.00075726+0.00021353i,0.00018656-6.4789e-05i,0.0013157-0.00016i,0.0013634-0.00036635i,0.0015171-0.00037514i,0.001341+0.00017124i
0.00086483+0.0037132i,0.00296+0.0035333i,0.0055612+0.0016338i,0.0060462+3.2175e-05i,0.0041412+0.00013685i,0.002311-7.5744e-05i,0.0023074+0.00026173i,0.0022819+9.9806e-05i,0.0017105-0.00024646i,0.0020144+0.00022707i,0.0021527+0.00060357i,0.0018612-0.00019892i,0.0009058-0.00021219i,-0.00079151+0.0014122i,-0.0021876+0.0027649i,-0.0022504+0.0028148i,-0.0020355+0.0017869i,-0.0016434+5.1584e-05i,-0.00077572-0.00050492i,-5.7147e-05+0.00017331i,0.00037452+0.00024009i,-0.00023429-0.00031582i,-0.0002805-0.00058547i
-0.0027233+0.0012724i,-0.00042609+0.001446i,0.0011857+0.0025391i,0.0015346+0.0034427i,0.0027936+0.0027893i,0.0036781+0.00073932i,0.003184+0.00040619i,0.0028032+0.00066431i,0.0024388+0.00090857i,0.0018104+0.001576i,0.0017466+0.0015734i,0.0021818+0.00088276i,0.002349-0.00010143i,0.0025176-0.00026319i,0.0018377-5.0508e-06i,0.00075469+0.00035609i,0.00039898+0.00069943i,0.00020884-0.00022279i,0.00019651-0.0012608i,-3.967e-05-0.0012922i,-0.00010221-0.00070412i,2.8999e-05-0.00012767i,0.00027358-3.1557e-05i
-0.002372+0.0020298i,-0.0015193+0.0036605i,-0.0014449+0.0060531i,-0.00098982+0.0055922i,1.6797e-05+0.0031326i,0.00076067+0.001141i,0.0012583+0.00031055i,0.0012822+0.00019667i,0.00036618+0.00081399i,-0.0011093+0.0011199i,-0.0015108+0.0012548i,-0.000389+0.00073111i,0.00086126-0.00030877i,0.00094948-0.00081278i,0.00078924-0.0013153i,0.00020918-0.0011464i,-0.00087453-0.00078068i,-0.0011789-0.00084072i,-0.00049837-0.00056908i,0.0003858-0.00058868i,0.00015877-0.00062619i,-0.00049544-0.00058587i,-0.00026459-0.00017891i
-0.0019578+0.0019052i,-0.00045292+0.0022281i,0.00082816+0.0028833i,0.0027787+0.002187i,0.0046978+0.00042441i,0.0042059-0.0014898i,0.0021207-0.0014335i,0.0013363-0.001342i,0.00095036-0.0012852i,-6.4649e-05-0.00048603i,-0.00069565-0.00018623i,-0.00070266+0.00024146i,-0.0012649+0.00010527i,-0.0021628-0.00054347i,-0.0020392-0.0011077i,-0.00091735-0.0013712i,9.194e-05-0.00034369i,0.00031883+0.00054855i,0.00072815+0.00067444i,0.0013703+0.00059757i,0.0013467+0.00056392i,0.00077108+0.00077934i,-6.4307e-05+0.00057736i
0.00049463+0.00046226i,0.0032856+0.00078156i,0.0045137+0.00098922i,0.0027552+0.00054102i,0.0013642+0.00034098i,0.0010594+0.00024299i,0.00081832+3.9973e-05i,0.0014399-0.00032156i,0.0017358-0.00092221i,-3.4644e-05-0.0014942i,-0.0017411-0.0010812i,-0.0015086-0.00013336i,-0.0013714+0.00085109i,-0.0026235+0.00074689i,-0.0026059-0.00079763i,-0.0014995-0.0019474i,-0.00025789-0.00076828i,0.00015951+0.00076525i,9.0066e-05+0.00091022i,0.00022204-0.00019203i,0.00065579-0.0011185i,-0.00015833-0.001164i,-0.00054849-0.00039763i
-0.0015691+0.0019676i,-0.0010992+0.0025343i,0.0017988+0.0024873i,0.003774+0.0013189i,0.0028106+0.00054481i,0.0013331+0.0011736i,0.0011983+0.001285i,0.0018012+0.00010197i,0.0022248-0.0012774i,0.002536-0.001516i,0.0018073-0.0013853i,0.0012591-0.0019157i,0.00062686-0.0012986i,-0.0012086+0.00070148i,-0.002085+0.0018514i,-0.0016287+0.0016867i,-0.0011654+0.0004612i,1.0891e-06+0.00011831i,0.00091055+0.00037766i,0.0009732-0.0001073i,0.00057163-0.00044504i,0.00034935-0.00070309i,0.00042072-0.00067545i
0.0023745-0.0034484i,0.0013787-0.0035201i,-0.00042737-0.0024722i,-0.0019797-0.0007069i,-0.0015007+0.00056041i,0.00017544+0.00069959i,0.0017621-0.0002583i,0.0023408-0.0010932i,0.0020794-0.0015553i,0.0016834-0.0021531i,0.00086233-0.0018267i,6.5644e-05-0.0018212i,0.0005837-0.0017248i,0.0017981-0.00054446i,0.0020517+0.00070336i,0.0019041+0.0014324i,0.0010205+0.00047356i,0.00039624-0.00059612i,7.5457e-05-0.00056883i,3.962e-06-0.00018637i,0.00033045+0.00016033i,-0.00023058+0.00042922i,-0.00059557+0.00015079i
0.00035559+0.0013945i,9.4019e-05+0.0022226i,0.00048951+0.0014422i,0.00062469-0.00041423i,0.00055706-0.0014473i,0.00037798-0.0009454i,0.00035922-0.00054742i,0.00049069-0.00062448i,0.0014312-0.00055766i,0.0015506+0.00050451i,0.0011464+0.0012326i,0.0010821+0.001216i,0.00070091+0.00065137i,0.00070188-0.00036723i,0.0012858-0.00036476i,0.002076+0.00020099i,0.0011431+0.00051845i,-0.00036913-0.00015052i,-0.00012039-0.00014126i,1.5614e-05+0.00062082i,-0.00040146+0.00061142i,5.5125e-06+0.00046545i,0.00013621+0.00042237i
0.0011394+0.00051572i,0.0024144-0.00099556i,0.0030513-0.0008531i,0.0028299+0.00055859i,0.0024319+0.00068682i,0.0020014-8.467e-05i,0.0018147-0.00025796i,0.0017674+0.00021027i,0.0010328-0.0001705i,0.00015066-0.00071552i,-0.00094827+0.000799i,-0.0010568+0.0016851i,-0.0011032+0.00066977i,-0.0010476-0.00025812i,-0.00089369-0.00051475i,-0.0013547-0.00063626i,-0.0015686-0.0004995i,-0.0017342-1.8211e-05i,-0.0012282+0.0006156i,-0.00043332+0.00078993i,-0.0003106+0.00018372i,-0.00069662-0.00017643i,-0.00086292-0.00019444i
0.002779+0.00077998i,0.0031669-9.3641e-05i,0.0037504-0.0022612i,0.002191-0.0031994i,6.9768e-06-0.0030578i,0.00043576-0.0016673i,0.0017846-0.00010164i,0.0022943+0.00029579i,0.0021697-0.0005197i,0.00041978-0.00085745i,-0.0012022-5.1031e-05i,-0.0007747+0.0012121i,-0.001268+0.0017652i,-0.0022746+0.0010944i,-0.0019519+0.00037429i,-0.0017547+0.00058869i,-0.0016178+0.0013419i,-0.00076164+0.0014187i,7.7317e-05+0.00058408i,0.00045044+0.00020211i,0.00023522+2.1229e-05i,-0.00029532-0.00043295i,-0.0009573-0.00062051i
-0.00015696-0.0011201i,-0.001559-0.0015329i,-0.00076026-0.0012273i,-0.00014143-0.00024539i,0.00050917+0.0010838i,0.0006328+0.001116i,0.0010685+0.0003072i,0.0010729+0.00012752i,0.00013783-0.00046516i,-0.0013336-0.001705i,-0.0022909-0.0015681i,-0.0014991-0.0004153i,-0.00096934+0.00044116i,-0.00065986+0.0012453i,-0.00024604+0.0014682i,-0.0010806+0.0012033i,-0.0014098+0.00086859i,-0.0011133+0.00040354i,-6.0106e-06+0.00037606i,0.0010191+0.00021341i,0.00026378-0.00026058i,-6.9195e-05-0.00051684i,-2.8845e-05-0.00067183i
-6.0746e-07+0.00080601i,0.00034589+0.0022831i,0.0011042+0.0032911i,0.0011899+0.003088i,0.001758+0.0024982i,0.0015704+0.0016007i,0.0010366+0.00060195i,0.0012136+0.0001881i,0.0011202-0.00011368i,-0.00035948-0.0015645i,-0.0017457-0.0029655i,-0.001776-0.0029551i,-0.00045886-0.0018729i,0.00034947-0.00035798i,0.00057928+0.00095086i,0.00094242+0.0014217i,0.0008442+0.00033034i,0.00040717-0.00095547i,-0.00032466-0.0012037i,-0.00074228-0.0014343i,-7.514e-05-0.0013313i,0.00044303-0.00063713i,-3.2067e-05-0.00032455i
0.001329+0.00072609i,0.000481+0.00086155i,-0.00066524+0.00091863i,-0.000884+0.0011795i,-0.0004553+0.00091425i,0.00029693-0.00013078i,0.0014517-0.0004372i,0.0013696-0.0010778i,0.00080393-0.0020753i,-0.00064418-0.0015005i,-0.000904-0.001184i,-0.00051305-0.0013479i,-0.00043471-0.00054379i,0.00058564+0.00031514i,0.0016092+0.00040976i,0.0017721-5.1591e-05i,0.0014575-0.00075625i,0.00040682-0.0011874i,0.00024539-0.00057543i,0.00043116+3.2764e-05i,0.00028701+5.4294e-05i,0.00038196-1.0759e-05i,0.0004425+0.00021178i
-0.00051167+0.00019256i,-0.0013103-0.00059998i,-0.0010634-0.0013167i,-0.0012108-0.00083979i,-0.0014606+8.3027e-06i,-0.00063258+0.00022048i,0.00042435+0.00017649i,0.0012352+6.9252e-06i,0.0010113-0.0008768i,0.0004115-0.00094739i,8.4063e-05-7.179e-05i,-0.00014783-0.00031014i,-0.00069875-0.00087953i,-0.00067844-0.0011705i,0.00037679-0.0006737i,0.00090312+0.00032692i,0.0008541+0.00029771i,0.00036101+0.00067169i,-0.00050688+0.00098881i,-0.00053947+0.00032048i,-0.00038766+0.00010465i,-0.00013366+0.0007324i,-0.00054632+0.0010014i
0.00087567-0.0010856i,0.00073465-0.0022878i,0.00027172-0.0025239i,-0.00083101-0.0010143i,-0.00073246-0.00015058i,0.00022042-0.00030641i,0.00040465-0.00028734i,0.00048748-0.00093873i,0.0011464-0.0014758i,0.0011342-0.00044579i,0.0013547+0.00055959i,0.0013423+0.00041859i,0.0010483+0.0005426i,0.00040603-1.4825e-06i,-0.0011868+0.00037246i,-0.0023352+0.00082791i,-0.0018201+0.00055103i,-0.00093963+0.0011654i,-2.1566e-05+0.0015358i,0.00058141+0.00083855i,0.00071138+0.00050246i,0.00016013+0.00020889i,-0.00015247+0.00029882i
0.00025147+0.001009i,0.00040124+0.0021398i,0.00026667+0.0018199i,0.00027294+0.0010733i,0.0013182+0.001556i,0.00206+0.0019209i,0.0018456+0.0015203i,0.0020298-4.7549e-05i,0.0013938-0.0012414i,1.0162e-05-0.0010754i,-0.0003948-0.00040285i,3.9833e-05+0.00021576i,0.00078378+0.0003338i,0.00042073+0.0010032i,-0.00045711+0.0019703i,-0.00090276+0.0019841i,-0.000175+0.0015543i,0.0012337+0.0013213i,0.0012641+0.00084811i,0.0013861+0.00035099i,0.0015007-0.00031414i,0.00067297-0.00043277i,0.00033844-0.00073542i
-0.0060462+0.00038672i,-0.005105+0.0033156i,-0.0036419+0.0066446i,-0.00079766+0.0074582i,0.00088043+0.0054005i,0.0013686+0.0025908i,0.0013452+0.00064856i,0.0010085+0.00016511i,-0.00036625-0.00023921i,-0.00041905-0.00017148i,-0.00043964+5.607e-06i,-0.00089776-0.0003199i,-0.0007407-0.00013038i,-0.00070474+0.00061097i,-0.00024078+0.0012207i,9.2972e-06+0.0011323i,-0.0001326+0.00041882i,-5.4862e-05-1.9399e-05i,0.00024122-1.5284e-05i,0.00025885-0.00062336i,-0.00048799-0.00089477i,-0.00046568-0.00047303i,9.5973e-05-0.00051093i
0.0016503-0.0020756i,0.00073842-0.0028372i,0.00041144-0.0041914i,0.00039864-0.0038533i,-0.00059603-0.0014509i,-0.00057226-5.2765e-05i,0.00076105-0.00016442i,0.0022759-0.00023119i,0.0018355+8.0273e-05i,0.00041902+0.00037342i,0.00068601+0.00017819i,0.00089686+0.00014474i,-0.00013796+0.00085882i,-0.00018611+0.00047895i,0.00075454-6.682e-05i,0.00098411-0.00086816i,-4.4031e-06-0.0019702i,-0.00041242-0.0012453i,-0.00031478-0.00039446i,-0.00033459-0.0005449i,-0.00019755-0.00033543i,-0.00043681-7.8608e-05i,-0.00063694-0.0006952i
0.00028649+0.0018781i,0.0022619+0.0021995i,0.0034635+0.0035706i,0.0029721+0.0023485i,0.002542-0.00048824i,0.0020449-0.0015123i,0.001009-0.00039001i,0.00060283+0.00076575i,9.0094e-05+0.00057554i,-0.00045585-8.5681e-05i,-0.00072674-0.00043111i,-0.00087641-0.00017701i,-0.0014277-0.00029393i,-0.0016441-0.00060742i,-0.00071505-0.00045913i,0.00014391-0.0005378i,-0.00029739-0.00080546i,-0.0013596-0.0010363i,-0.00078561-0.00061506i,0.00051246+5.2464e-05i,0.00084254+0.00037873i,0.00057563+0.00080368i,-7.8965e-05+0.00065622i
-0.00072699-0.0023187i,-0.0029854-0.0016293i,-0.0047787-0.00091406i,-0.0048046+9.4436e-05i,-0.0019728+0.00035807i,0.00050345+0.00038255i,0.0013529+0.00013573i,0.0013718-0.00030031i,0.00039813-0.00024346i,-0.00075136-6.0358e-05i,-0.0011205-0.00047373i,-0.00084919-0.0018169i,-0.00034444-0.0019308i,-0.00057805-0.00083828i,-0.00057413-0.00022367i,-0.00015552+0.00072355i,0.0010368+0.0011616i,0.0013622+0.00079887i,0.00028395-5.4188e-05i,-0.0002347-0.00017081i,-6.1976e-05-0.00051268i,0.00045344-0.00036196i,0.00068687+0.00028133i
0.00087754+0.0036952i,0.0023958+0.0039517i,0.0036601+0.0036037i,0.0039067+0.0028912i,0.0032873+0.0015108i,0.0010592+0.00020569i,0.0002559-0.00067645i,0.0016406-0.00080128i,0.00083138-0.00027957i,-0.00053693-0.00094036i,-4.2461e-05-0.0013976i,0.00022696-0.00089093i,0.0002468-0.00021946i,0.00010752-0.00029002i,-0.00047146+0.00068197i,-0.0005977+0.001075i,0.00014622+0.00072369i,0.0006653+0.00031662i,0.00082834+0.00015614i,0.0007339+0.00016691i,3.4291e-06+0.00017557i,0.00024727+0.00049423i,0.00066864+1.8979e-05i
-0.0015113+0.00072587i,-0.0017677+0.00031468i,-0.0016738-0.0008034i,-0.00074537-0.00013867i,0.00018713+0.00056263i,0.0010462+0.00018557i,0.0019965-0.00017598i,0.0022007-0.00068229i,0.00097972-0.0018692i,-0.00059866-0.0029419i,-0.001064-0.0023917i,-0.00063283-0.00141i,-0.00019675+0.00025418i,0.00029679+0.0013886i,-1.8605e-06+0.0010206i,-0.0003928+0.0012529i,-8.0382e-05+0.0012885i,0.00027417+0.00069657i,0.00054439-0.0002235i,0.00083072-2.3897e-05i,0.00016356+0.00050673i,5.9387e-05+0.00075909i,-0.0004601+0.0009388i
0.0030099-0.00054569i,0.002497-0.0013687i,0.002088-0.0020821i,0.0012759-0.0016428i,0.00047435-0.00069038i,0.00044007-0.00075225i,0.0013115-0.0011834i,0.0018877-0.0014212i,0.0018544-0.0016313i,0.0019083-0.0017518i,0.0018628-0.0012718i,0.0010774-0.00091818i,0.00015748+0.00016967i,-0.00014737+0.0010907i,-6.2479e-05+0.00082264i,-0.00074062+0.00064295i,-0.0011472+0.00033561i,-0.0004056-0.00027012i,0.00075244-0.00029309i,0.00096209-0.00022887i,1.0312e-05+0.00019552i,0.00030814+3.5511e-06i,0.00050222-0.00043558i
0.00072459+0.0026227i,0.002788+0.0021898i,0.0029789+0.0015682i,0.0023968+0.00055646i,0.0026145-4.4043e-05i,0.0017557-0.00038244i,0.0011679-0.000613i,0.0013141-0.0005653i,0.0016337-0.0013798i,0.001245-0.0016089i,0.00014154-0.00058274i,-2.5215e-05+0.00064119i,-0.00041543+0.0012211i,-0.00089144+0.0010922i,-0.0013764+0.00099978i,-0.0014465+0.00011822i,-0.00072134-0.00057607i,-0.00077535-0.00055707i,-0.00093959-0.0003182i,-0.00089009-0.00017776i,-0.00097307-0.00064514i,-0.00076143-0.00086341i,-0.00022876-0.00052657i
0.00018986+0.0009422i,0.00046082+0.0014126i,0.0012084+0.00073772i,0.00066878+5.7413e-05i,-0.00043244-0.00032705i,-5.5235e-05-0.00028753i,0.00091193-0.00011269i,0.0017168-7.7878e-06i,0.0017021-0.0003781i,0.0011174-0.00045362i,0.0004141-0.00015014i,-0.00024252-8.6852e-05i,-0.00054578-0.0002487i,-0.0003586-0.00029583i,-0.00078205+7.276e-05i,-0.00097613-0.0001354i,-0.00035492-0.00023768i,-0.00020454+8.8574e-06i,-0.00032665+0.00050314i,0.00022396+0.00090148i,0.00021038+0.00060738i,8.3743e-05-0.00023012i,0.00067652-0.00086384i
0.0027766+0.0031981i,0.0040653+0.0033921i,0.0044364+0.0030119i,0.0044638+0.0019941i,0.0031759+0.00047809i,0.0014046-0.0010379i,0.00017721-0.00051969i,0.00067943+0.00082758i,0.0013495+0.00092464i,1.3242e-05+0.00057278i,-0.00085086+4.0373e-05i,-0.0010959-0.00052433i,-0.0013241-0.00017426i,-0.0017602+0.00029756i,-0.0016611+0.00075306i,-0.00039368+0.0011929i,0.00063428+0.0013634i,0.00098201+0.00041197i,0.0012824-0.00028217i,0.0014487-7.3434e-05i,0.00065632-0.00015352i,-0.00077035+0.0007335i,-0.00074615+0.00094162i
-0.00015974+0.0020694i,0.00049611+0.0020912i,0.0013996+0.00106i,0.0019596-0.00025231i,0.0016418-0.0017905i,0.0011878-0.0020251i,0.00054564-0.00077587i,0.0002038-0.00013492i,-0.00016944-0.0010272i,-0.00085591-0.0019339i,-0.001547-0.0014703i,-0.0010564-0.00053646i,-0.00039648-0.00047409i,-0.00046351-0.00015878i,-0.00018831+0.00083952i,0.00057208+0.0014129i,0.00081255+0.00084498i,0.0011393-0.00039713i,0.001495-2.9365e-05i,0.0007853+2.1604e-05i,1.8892e-05+9.1661e-05i,-0.0005056+0.00087746i,-0.00081777+0.00033032i
8.5279e-05-0.0019627i,0.0004549-0.0020566i,-0.00084069+0.0001622i,-0.0012333+0.0021417i,-1.3319e-05+0.0021006i,0.0010217+0.00051518i,0.0017545-0.00018621i,0.0015733-0.00056493i,0.00023221-0.0015377i,-0.00055791-0.0017566i,-0.00043286-0.0018872i,0.0002461-0.0014772i,0.00052921-0.00059154i,0.00074554-0.00018544i,0.0012541+7.4465e-05i,0.00013203-3.4116e-05i,-0.00062196-0.00026923i,-2.6323e-05-0.00076678i,0.0008678-0.0011381i,0.0012038-0.00083051i,0.00086495-0.00059903i,-0.00038391-0.00090191i,-0.00029273-0.00049532i
-0.0021111+0.0025365i,-0.00049728+0.0028975i,0.000444+0.0021344i,0.00078825+0.0017831i,0.00082436+0.0011689i,0.0012599+0.00069469i,0.0018598+0.00028197i,0.0024418-0.00062215i,0.0019134-0.001116i,-2.3816e-06-0.00071603i,-0.0005986-4.3749e-05i,3.042e-05+0.00034391i,-4.6418e-05+0.00040148i,-0.00014905-0.00025253i,-0.00028544+0.00041143i,-0.0011694+0.00087513i,-0.0022013+0.00035692i,-0.0017229+0.00049546i,-0.00096229+0.00040499i,-0.00088458-0.00010408i,-0.00070975+0.00016118i,-0.00051277+0.00065802i,0.00010798+0.0013265i
-0.0024952-0.00075007i,-0.0019768+0.00032636i,-0.00078995+0.00079927i,0.00055671+0.00029093i,0.0011966+0.0010133i,0.000857+0.001487i,0.0010506+0.00080054i,0.0012599+0.00035424i,0.00078593-0.00051309i,0.00049922-0.0010157i,0.0010143-8.9811e-05i,0.00081569+0.00034657i,0.00060644+1.2799e-05i,0.00020929-0.00044297i,-0.00098173-0.0002958i,-0.0015903+0.00043731i,-0.0012687+0.0009479i,-0.00054554+0.00011999i,-0.00015143-0.00089637i,5.6618e-05-0.00030128i,7.9122e-05+0.00027201i,0.00043365+0.0003437i,7.69e-05+0.0004246i
0.0011548-0.0012222i,0.001679-0.0013977i,0.00031681-0.00075264i,0.00054673+1.1827e-05i,0.0018421+0.00054063i,0.0020674+0.00024181i,0.0025266-0.00010861i,0.0028653-0.00084527i,0.0021356+2.3478e-05i,0.0018549+0.00062838i,0.001349+0.00045756i,0.00034297+0.00078045i,-5.2605e-05+0.00044381i,-0.00067595+0.00031218i,-0.00075366-0.00035325i,-0.00031997-0.00068113i,-0.0002319-0.0005042i,9.3268e-05+0.00018785i,0.00055893+0.00061519i,0.0006387+0.00018115i,0.00018364+0.00016777i,-0.00010149-2.9134e-05i,7.7612e-05+2.1723e-05i
-0.00092557+0.0014435i,0.00029864+0.0025595i,0.0013911+0.0042185i,0.001598+0.0034536i,0.00084758+0.0019952i,0.00078384+0.00046769i,0.0014095-0.00052865i,0.00099113-0.0004552i,0.00023367-0.00030344i,-0.00042585+0.00058094i,-0.0013051+0.0014963i,-0.0010637+0.00096526i,-0.00049341+0.00027669i,-0.00072939+0.0010239i,-0.00071634+0.0012787i,-0.0001477+0.0007873i,0.00037641+0.0010785i,0.00054394+0.00031i,0.00068443-0.0010163i,0.00088827-0.00095569i,0.0010922-0.00074171i,0.0001514-0.0012335i,-0.00018765-0.0011229i
-0.0026494-0.0046777i,-0.0044206-0.0028096i,-0.0060116-0.0018168i,-0.0051024-0.00015492i,-0.0027787+0.0010101i,-7.882e-05+0.0014223i,0.001798+0.00065895i,0.001903-0.00053921i,0.00085512-0.0012184i,-0.00098223-0.00081907i,-0.0016341-0.00065461i,-0.00090016-0.00045642i,-0.00056245-0.00052848i,-0.00021878-0.0003383i,-0.00044066+0.00085983i,-0.00068996+0.0009449i,-0.00023987-0.00016i,0.00010443-0.00081714i,0.00060321-6.8681e-05i,0.00084701+0.0004664i,0.00074508+0.00039637i,0.00016902+7.608e-05i,0.00028497-7.8357e-05i
