0.0011377+0.00096079i,0.00022367-0.00095044i,-0.0017983-0.0021209i,-0.0031448-0.0010684i,-0.004289+4.2553e-05i,-0.0041799+0.00094583i,-0.002342+0.002049i,-6.6409e-05+0.0018288i,0.00046147+0.00054722i,-0.0006187-0.0010062i,-0.0012463-0.0015234i,-0.0010937-0.0013587i,-0.00092458-0.0010463i,-0.00089849-0.00027744i,-0.00021365+0.00076129i,-5.428e-05+0.0009405i,-0.00048529+0.00017844i,-0.00078508-0.00028199i,-0.00091821-0.00054767i,-0.00012611-0.00089438i,0.00076826-0.00044443i,0.0010488+4.7477e-06i,0.0008182+0.00094089i
-0.0012688-0.00056069i,-0.001542-0.00043921i,-0.0021394-0.00011838i,-0.0026559-0.00070953i,-0.0019511-0.0013819i,-0.0014193-0.0020343i,-0.0017017-0.0015775i,-0.001208-0.00019372i,-0.00079593+0.00030843i,-0.00066212-0.00039247i,-0.00067477-0.00089294i,-0.00073147-4.2024e-06i,-0.00058096+0.00022276i,-0.00024103-0.00062356i,9.2509e-05-0.00055868i,0.00038149-0.00057467i,0.0006426-0.00022756i,0.00032068-0.00031631i,-0.00042749-0.0012087i,-0.00041266-0.0016892i,8.5224e-05-0.00079432i,-0.00011759-0.00024247i,-0.00079302-0.00052769i
-0.00030446-0.0050145i,-0.0013386-0.0054542i,-0.0030219-0.0032851i,-0.0028514-0.00068555i,-0.0013464-0.001156i,-0.0001568-0.0032174i,-0.00062597-0.0030186i,-0.0010925-0.0017953i,-0.00048027-0.0014231i,-0.00032432-0.0014356i,-0.0007506-0.0011401i,-0.00040662-0.00040029i,6.4667e-05-0.00033837i,0.0003508-0.00077642i,0.00034598-0.00055401i,-0.00028577-0.00050518i,-0.00028705-0.00030547i,-0.00032-7.6543e-05i,-0.00041749-3.5111e-05i,0.0001087+0.00026509i,-0.0002229+0.00033997i,-3.2026e-05-0.00013763i,0.00032438-0.00049979i
0.001406+0.0019537i,0.001809+0.0016177i,0.00082765+0.0018348i,-0.00080694+0.0011293i,-0.00068845-0.00028506i,-0.00029676-0.00080235i,-0.00057753-0.00033968i,-0.00060674-0.00033639i,-0.00012066-0.00013456i,0.00039993+0.00059095i,-0.00024241+0.00018136i,-0.00033475-0.00055406i,0.00012905-0.00066445i,0.00014127-0.00085397i,-2.2958e-05-0.00081047i,-0.00044599-0.00033691i,-5.8206e-05-0.00011228i,0.0005027-0.00026906i,-0.00013935-0.00042536i,-0.0011569+0.00010144i,-0.0014176+0.00012242i,-0.00068511-0.00014596i,-0.00034181+8.1898e-05i
0.002561+0.0016643i,0.0028857+0.0014109i,0.00073983+0.00091537i,-0.0016435+0.00011222i,-0.0019762-0.0006256i,-0.0019904-0.0010922i,-0.0019332-0.001192i,-0.0013473-0.00096476i,-0.000254-0.00097575i,-0.00029793-0.00059495i,-0.00091355+0.00010733i,-0.0011003-9.5239e-05i,-0.00094885-0.00038695i,-0.00084639-0.00037256i,-0.0003526-3.962e-05i,-0.00040789+0.00034298i,-0.00036013+0.00033793i,0.00011811+0.00077651i,0.0001304-4.5008e-05i,-0.00053444-0.0011512i,-0.00086516-0.0015291i,-0.00044442-0.0016426i,7.7855e-05-0.0012015i
0.0011049-0.00061295i,0.00068905-0.00075761i,4.2242e-05-0.0018318i,-0.0011654-0.0021403i,-0.0012861-0.0026747i,-0.00056187-0.0018234i,0.00033659-0.00045294i,0.00040063+0.00010978i,-0.00044325+0.00017388i,-0.00062238+0.00010663i,-0.000744-0.00054639i,-0.0013474-0.0010679i,-0.0014188-0.00015164i,-0.0013525+0.00020802i,-0.0011519-5.4869e-05i,-0.00037747-5.7843e-05i,0.00038191-0.00013395i,0.00069625+0.0001266i,0.00080866+0.00052847i,0.00027837+0.00077859i,8.3556e-05-0.0002281i,0.00015516-0.0013982i,0.00042984-0.00099202i
0.0020639-0.0013307i,0.0010435-0.0021697i,-0.00068417-0.003097i,-0.0017534-0.0019903i,-0.0025461-0.00041912i,-0.002371+0.0012307i,-0.001328+0.0019439i,-0.00084805+0.0011645i,-0.00020265+0.00038819i,-0.00021077-0.0003108i,-0.0011652-0.0010516i,-0.00038295-0.00087747i,0.0005296-6.6496e-05i,-0.00048454-0.00021341i,-0.0012399+0.00033181i,-0.0005591+0.00060204i,-0.00044087-0.00010992i,-0.00091817-0.0004844i,-0.00047924-0.00041911i,0.00017473-3.5452e-05i,9.977e-05+0.00010316i,-0.00027112-0.00046319i,-0.00011567-0.00079176i
0.0056269+0.0015353i,0.0061203+0.0013988i,0.0049354-0.002092i,0.001117-0.0034315i,-0.0017513-0.0034845i,-0.0032334-0.0023485i,-0.0032311-0.00074959i,-0.0020183-9.2289e-05i,-8.3777e-05-0.00062613i,-5.7769e-05-0.0025425i,-0.0017798-0.0028088i,-0.0017271-0.0016379i,-0.0015441-0.00028844i,-0.0026916+0.00080247i,-0.0030598+0.0010634i,-0.0020806+0.00093457i,-0.00076589+0.00046416i,-0.00020785-0.00055162i,-0.00033362-0.00043295i,3.6801e-05+0.00038148i,0.00069087+0.00040978i,0.0011675-0.00011272i,0.0011473-0.00018877i
-0.0077984-0.0024389i,-0.0095799-0.001969i,-0.010342+0.0028913i,-0.0060672+0.0053643i,-0.00054332+0.004845i,0.0029931+0.0015562i,0.0023872-0.0015884i,-0.00036802-0.0020368i,-0.0016649-0.0011069i,-0.00089104+0.00080291i,0.0005332+0.0010388i,0.0010357+0.00036115i,0.0017835+0.00014133i,0.0027289+5.2296e-05i,0.0036157+7.7251e-05i,0.0032443-3.7358e-05i,0.0013949-0.00050256i,0.00055092-0.001104i,0.00045861-0.0011866i,3.8727e-05-0.0009194i,-0.00071282-0.00083683i,-0.00047475-6.0819e-05i,0.00049212+0.00015583i
-0.001552-0.0012275i,-0.0032949+0.00052106i,-0.0040249+0.003052i,-0.0028315+0.0029069i,-0.00097515+0.00047173i,0.00038404-0.0014766i,7.739e-05-0.0012107i,-0.0010801-0.00019577i,-0.00019691+0.00032601i,0.00052899+2.424e-05i,-0.00029279-0.00042807i,-0.00097796-4.7631e-05i,-0.00013118+8.724e-05i,0.0007738-0.00085951i,0.0010781-0.0020056i,0.00071014-0.0017897i,0.0005589-0.00087279i,0.00023872-0.00037963i,-0.00045182-0.00084151i,-6.5105e-05-0.00094418i,0.0002888-0.00034366i,0.00061978-0.00013651i,0.0007317-8.2233e-05i
-0.0010026-0.0017517i,-0.0028471-0.0017909i,-0.0052437-0.00035172i,-0.0043695+0.00050124i,-0.0012595+0.0008245i,0.00040557-0.00075272i,0.00018073-0.00259i,-0.00036429-0.0015648i,-0.00090564+7.2278e-06i,-0.00028279+0.00072467i,0.00054785+0.00016899i,-0.00041291-0.00011053i,-0.0006703+0.00066435i,0.00079408+0.00063996i,0.0017268+0.00020589i,0.0012591-4.0789e-05i,0.00011395+0.00047363i,-0.00055826+0.00028923i,-0.00093158-0.00085997i,-0.00090589-0.0014383i,-0.00058941-0.0010921i,-0.00032917-0.00051258i,-5.1649e-05-4.6452e-05i
-0.0009538-0.00039228i,-0.0025444-3.0871e-06i,-0.0030405-8.8328e-05i,-0.0029051-0.00023325i,-0.0023431-0.00085864i,-0.0016338-0.0018415i,-0.00085964-0.0020135i,-0.00064438-0.0011524i,-0.00086632-0.0010503i,-0.00075739-0.00069793i,-0.00018423+1.0553e-05i,-0.00025633-4.9776e-05i,-0.00064668-0.00087944i,-4.5807e-05-0.0014445i,0.00047567-0.0012916i,0.00069002-0.0006189i,0.00054743+0.00013204i,0.00014282-0.00060155i,0.00021749-0.0016448i,0.00054405-0.00047039i,-0.00012951+0.0007795i,-0.0010047+0.0006146i,-0.00089332-0.00015274i
0.00098418+0.00043835i,0.00015427+0.00095919i,-0.0019059+0.00063293i,-0.0026396+0.0005949i,-0.0021167+0.0002913i,-0.00076754-0.000963i,-0.00032986-0.0015863i,-0.00097698-0.0012988i,-0.00068024-0.0008061i,-0.00012845-0.00054726i,-0.00041158-0.00038236i,-0.00057972+0.00012738i,-0.00010256+0.00079365i,-0.00013981+0.00021508i,0.00037047-0.0002931i,0.00057375+2.7793e-05i,0.00041208-4.7211e-05i,0.00072066-0.00048584i,0.00039275-0.00029623i,-0.00020709+6.7769e-05i,-0.0011144-0.0008438i,-0.0012148-0.0012583i,-0.00071282-0.00024707i
0.00074839-0.00083385i,-0.00088216-0.00060621i,-0.0020206-0.00052393i,-0.0017445-0.00054725i,-0.0010566-0.00044582i,-0.00065938-0.0013481i,-0.00061739-0.0024242i,-0.00041381-0.0023161i,-0.00018061-0.0014261i,-0.00032493-0.0010271i,-0.00035614-0.00072025i,-0.00080785-0.00046857i,-0.00071789-0.00081288i,0.00038246-0.00011196i,0.00084253+0.00077062i,0.00098339+0.00040061i,0.00055558+0.00014361i,0.00017326-0.00043354i,-8.7895e-05-0.0012195i,-0.00096283-0.0013548i,-0.0016422-0.00047398i,-0.0015764+0.00032481i,-0.0006494+0.00064705i
0.00049559-0.00060978i,-0.00068173-0.0014976i,-0.001869-0.0020329i,-0.0017717-0.00079006i,-0.00085389-0.00016952i,-2.7729e-05-0.00089062i,-9.4826e-05-0.0012449i,1.635e-05-0.0013685i,0.00067472-0.0012794i,0.00065223-0.00069764i,9.346e-05-0.00064766i,-0.00018593-0.00068103i,-0.00020863-0.0004136i,-0.00011441+0.00038849i,0.00028653+0.00089521i,0.00038034+0.00014887i,0.00019106-5.7595e-05i,-0.00022991+5.9486e-05i,-0.0002789-0.00045464i,-0.00038547-0.00069895i,-0.00060153-0.00028765i,-0.00030868+0.00041179i,-0.00015455+0.00052516i
-0.00083768-0.0021508i,-0.0021565-0.0012082i,-0.0038421-0.00026557i,-0.0037885-0.00014249i,-0.0025942-0.00066975i,-0.0018362-0.0018903i,-0.0014255-0.0020976i,-0.00054106-0.00094898i,0.00038316+6.1927e-05i,-0.00046759+0.00014849i,-0.0017252-0.00045294i,-0.0011823-0.00055108i,6.8938e-05-0.00079231i,8.4084e-05-0.0010489i,-9.4584e-05-0.00019242i,-0.00010542-0.00021413i,-0.00020914-0.00094028i,-0.0003963-0.000634i,-0.00058665-0.00016636i,-1.834e-05-5.0349e-05i,0.00011221+5.6568e-05i,-0.00019897+1.4771e-05i,-0.00022912+1.151e-05i
0.00029962-0.00080843i,8.5089e-05-0.00073893i,-0.0016499+0.00035591i,-0.0018751+0.0010333i,-0.0011094+0.00086574i,-0.00026207+0.00034789i,-0.00017199-0.0011882i,-0.00027471-0.0014253i,0.00019777-0.00070501i,0.00078681-0.00083848i,0.00057726-0.00079094i,-0.00054487-0.00045115i,-0.0011399-0.00020881i,-0.00046901+0.0006993i,-0.00018816+0.00086822i,-0.00041517-0.00029117i,-0.00049049-0.00080098i,-0.00081283-0.00013308i,-0.00075848+0.00044967i,-0.00034197+0.00086841i,-0.00010971+0.00039468i,0.00016978-0.00047253i,0.00070463-0.00033189i
-0.00033208-0.001409i,-0.00058701-0.0020756i,-0.0010951-0.001018i,-0.0022844+7.3633e-05i,-0.0027282-0.00066836i,-0.0013901-0.0017173i,-0.00068327-0.0016498i,-0.0012856-0.0013542i,-0.0013263-0.00088734i,-0.00090954-0.00070862i,-0.0004667-0.00037367i,-0.00019013-0.00013176i,-0.00043126-0.00028028i,-0.00041405-5.4475e-05i,0.00045808+0.0005458i,0.00086363+0.00061247i,0.00075534+0.00063858i,0.00045995+0.00041236i,-0.00021521-1.1904e-05i,-0.00046742+4.1901e-05i,-0.00043245+9.7978e-05i,-0.00075579+9.2969e-05i,-0.00097176+0.0004517i
0.001053-0.00073827i,0.00068326-0.0014217i,-0.0010836-0.0011332i,-0.0019714-0.00078782i,-0.0012899-0.00095999i,-0.00082745-0.0011866i,-0.00069988-0.00079071i,-0.00088152+0.00029306i,-0.0015389+0.00036575i,-0.0010189-0.00021912i,-0.00063778-0.00065617i,-0.00076762-0.00086887i,-0.00045731-0.00029852i,0.0002637-9.312e-05i,0.00070926+1.3717e-05i,-1.5601e-05+0.00048664i,5.72e-05+0.00081868i,0.00044177+0.00013626i,-0.00019852-0.00107i,-0.00046559-0.0012318i,0.00034488-0.00078823i,0.00046225-4.8984e-05i,0.0001667-0.00059072i
-0.00035324+0.00066233i,-0.0010138+6.234e-05i,-0.0018164+0.00036281i,-0.0016775+0.0006472i,-0.0012004-0.00020201i,-0.0012926-0.0013903i,-0.0019339-0.0015196i,-0.0020705-0.00094446i,-0.0010563-0.00041044i,2.9638e-05-0.00053003i,-0.00091794-0.00093015i,-0.0018689-0.0012111i,-0.0010233-0.0016172i,-0.00032642-0.0016627i,-0.00012166-0.0014355i,0.00029604-0.001159i,0.00048122-0.0010324i,0.00028214-0.00086574i,-0.00019337-7.4982e-05i,-0.00033064+0.00061653i,-1.0027e-05+0.00011803i,0.00076423-0.00086268i,0.00063907-0.0010903i
-0.00061968-0.001765i,-0.0019295-0.0012886i,-0.0040763-8.296e-05i,-0.0034385+0.00043439i,-0.00092129-0.00072814i,-3.1937e-05-0.0020991i,-0.00057765-0.0032768i,-0.0013394-0.0027198i,-0.0012729-0.0016262i,-0.00055782-0.00047009i,-0.00018445+0.00048316i,-9.4567e-05+5.5731e-05i,0.00026431-0.0014187i,0.0011553-0.0016154i,0.001297-0.00062844i,0.00083774-0.00078399i,0.0010161-0.00088923i,0.00057391-0.0006194i,-0.00040826-0.00054278i,-0.00071891-0.00070288i,-0.00083981-0.00073125i,-0.00078177-0.0007514i,-6.9201e-06-0.0004979i
0.0031132-0.0022495i,0.0017741-0.0029653i,-0.000779-0.0020099i,-0.0017286-0.00095466i,-0.0013168-0.00082552i,-0.0013003-0.00067468i,-0.00050544-0.00048545i,0.00069232-0.00053025i,0.00012586-0.00080453i,-0.00035445-0.0010431i,-0.000365-0.00096609i,-0.00058694-0.00050666i,-0.00047449+0.00017805i,8.7241e-05-0.00017461i,0.00041333-9.9363e-06i,-4.476e-05-6.7734e-06i,-0.00033645+0.00038114i,-0.00062646+0.0010354i,-0.0004485+0.00050541i,0.00026018-0.0001998i,5.7583e-05-0.0005223i,1.8295e-05-1.9521e-05i,-0.00010498+0.00073689i
0.0024341+0.00078983i,0.001241+0.00097709i,-0.0019479-0.0002638i,-0.0033874-0.0010653i,-0.0022714-0.00048473i,-0.000761-0.0002828i,-0.00037102-0.00082392i,-0.00029218-0.00042595i,0.00011337-0.00082308i,0.00020353-0.0014565i,-0.00037918-0.0009229i,-0.00065192+0.00049193i,-0.00062296+0.0013765i,-0.00040878+0.00075861i,-0.00017394+0.0005815i,-9.3334e-05+0.00072749i,5.7744e-05-0.00019076i,0.00049819-0.0010714i,0.00035271-0.00062409i,-0.00012414-0.00017858i,-0.00052527-0.00075092i,5.2876e-05-0.00040672i,0.00013431-0.0001439i
-0.0020132-0.00027186i,-0.0030433+0.00054151i,-0.002989+0.0018887i,-0.0025632+0.0014186i,-0.0012493+0.0004194i,-0.00026079+0.0003361i,-0.00085813-0.00023141i,-0.0012836-0.00097011i,-0.00091025-0.00087075i,-0.00041426-0.00041704i,-0.00014875-0.0010386i,-0.0001663-0.0015352i,-0.00032806-0.0015943i,-8.4672e-05-0.00091806i,-0.00024495+9.7231e-05i,-0.00033962+0.00059963i,2.1485e-05+0.00044379i,0.00017475+0.00020465i,0.00054975+0.00015071i,0.00029346+5.7795e-06i,-0.0001945-0.0002251i,-2.0901e-05-0.00014873i,-0.0002229+0.00010515i
-0.00064519-0.0015814i,-0.0021021-0.0028785i,-0.0039933-0.001294i,-0.0039208+0.00013524i,-0.0024425-0.0008827i,-0.0011127-0.0023771i,-0.0006913-0.0021853i,-0.00091496-0.0013591i,-0.00053668-0.0012522i,-0.00013005-0.0011009i,-0.00054554-0.00054626i,-0.00046557-0.00023968i,-9.0609e-06-0.0010395i,0.00025173-0.0012409i,7.4487e-05-0.00042884i,0.00022859-0.00054086i,0.00022715-0.0010209i,-6.9692e-05-0.00097787i,0.00026263-0.00021322i,0.00026147-2.8631e-07i,-0.00019719-0.000305i,0.00033451-0.00030082i,0.00027085-0.00050079i
-0.0024473+0.0006847i,-0.0034329+0.00021591i,-0.0045698+0.00041214i,-0.0041156+0.0013052i,-0.0016994+0.0011302i,-0.00041552-0.00023589i,-0.00041153-0.00038189i,-0.0007476-0.00022972i,-0.00035663-0.00022264i,-5.7875e-05-0.00029996i,-0.00075909-0.00019583i,-0.00040751+0.00026738i,0.00064132-9.4011e-05i,0.0010479-0.00067671i,0.001297-0.00039536i,0.0011575+0.00013265i,0.00091709-0.00015427i,0.00086334-0.00045486i,0.00021137-0.00027835i,-0.00041145-0.00043358i,-0.00045728-0.00039988i,-0.00079707-0.00041126i,-0.00060949-0.0005928i
1.0168e-05-0.0033773i,-0.00085718-0.0038842i,-0.002809-0.0031876i,-0.0036368-0.0020539i,-0.0022892-0.0010785i,-0.00018632-0.00088719i,0.0010122-0.00138i,0.00046233-0.001078i,3.4465e-05-0.00047973i,-0.00027159-0.00046632i,-0.00049276-0.00073046i,-0.00020078-0.00060741i,0.00016629-0.00012727i,0.00043099+0.00048435i,0.00035178+0.00071363i,-4.15e-05+0.00038465i,-0.00069183+0.00036711i,-0.0014406-5.6572e-05i,-0.0013165-0.00055763i,-0.00045652-4.2432e-05i,-0.00029241+0.00038069i,-0.00028959+0.00027185i,0.00011327+3.3014e-05i
-0.00068443-0.0012773i,-0.0019367-0.00026625i,-0.0032387+0.0013887i,-0.0030852+0.0021839i,-0.0014648+0.0018605i,-0.00045028+0.000219i,-0.00020898-0.0012566i,-0.00046077-0.0010573i,-0.00089309-0.00027384i,-0.00066168-0.00048388i,-5.24e-05-0.0014775i,-0.00011581-0.0014313i,-7.7241e-05-0.0010377i,0.00062192-0.0010391i,0.0012417-0.00054417i,0.0011806+0.00032417i,0.00096838+0.00070057i,0.00035947+0.00058537i,-0.00012906-0.00014896i,-9.5287e-05-0.00075975i,-0.00063524-0.00061865i,-0.00085523-0.00015491i,0.00015414-0.00060639i
-0.00099131-0.0018638i,-0.0018239-0.0027791i,-0.0030971-0.0029059i,-0.0034618-0.0015342i,-0.0022794-0.0019558i,-0.00077122-0.0024491i,0.00025835-0.0016005i,0.0002826-0.00097149i,0.00031232-0.00091138i,9.6797e-06-0.00060291i,-0.00017815-0.00022426i,-0.00086462-6.4514e-05i,-0.00131+0.00015942i,-0.0010158+0.0004942i,-0.00071471+0.0002396i,-0.00064613+7.5182e-05i,-0.00076895+0.00074315i,-0.00041752+0.001038i,-3.5659e-05-9.6124e-05i,0.00030038-0.0012933i,0.00034111-0.0013009i,-0.00032659-0.00088563i,-0.00040682-0.00069693i
-0.0008221-0.0013775i,-0.0013155-0.001265i,-0.0027509-0.0005922i,-0.0029557-0.00021643i,-0.0019576+6.0735e-05i,-0.0015261-0.0016876i,-0.0011817-0.0026417i,-0.0012232-0.0013007i,-0.0011174-0.0002097i,-0.00014886-4.922e-05i,-0.00032532-0.00062201i,-0.00077912-0.00092668i,5.6576e-05-0.00061413i,0.00065768-0.00058059i,0.00032663-0.00076568i,0.00016281-0.00088193i,0.00043995-0.00049835i,0.00012799+0.00053827i,3.0038e-05+0.0010892i,0.00076643+0.00043155i,0.00070722+0.000301i,0.00030356+0.00011334i,0.00057797-0.0002425i
0.00034139-0.00019275i,-0.00085424+1.0969e-05i,-0.0031778-0.00021383i,-0.0025128+0.0001061i,-0.00073013-0.00046576i,-0.00081932-0.0019108i,-0.00082783-0.0023875i,0.00067227-0.0018517i,0.0013733-0.00074922i,0.00038736+8.2518e-05i,-0.00085601+6.4934e-05i,-0.0010539-6.3601e-05i,-0.00026191-0.00041728i,0.00045038-0.00091779i,0.00039747-0.00066298i,0.00044577-6.2002e-05i,0.00045496-0.0005471i,0.00017242-0.001129i,3.2152e-05-0.0012918i,0.00061954-0.0010138i,0.0012583+2.2145e-05i,0.00082695+0.00013468i,0.00056714-0.00023875i
-0.00092608-0.0012505i,-0.002129-0.00267i,-0.0023883-0.0014934i,-0.0013378+0.00012526i,-0.00066205-0.00017028i,-7.1427e-07-0.0018403i,0.0002916-0.0031246i,0.00064588-0.0025887i,0.00058682-0.00098792i,0.00017697-0.00083441i,-0.00013906-0.0015451i,6.8745e-05-0.0010832i,0.00096206-0.00062028i,0.0011271-0.00029549i,0.00053622-0.00038694i,0.00014242-0.00078211i,-0.00057947-0.0013543i,-0.00025579-0.0013037i,0.00067979-0.00078898i,0.00069523-0.00049465i,0.00026352-0.00016865i,-0.00044409+0.00058143i,-0.00033155+0.0010219i
-5.8684e-06-0.0002334i,0.0004193-0.0015758i,-0.00098571-0.00035576i,-0.0016248+0.00072404i,-0.001548-0.00032828i,-0.0012806-0.0027048i,-0.00085361-0.0026124i,-0.0011574-0.0014269i,-0.00078664-0.0015286i,-0.00065081-0.0012001i,-0.0010015-0.00048407i,-0.00059019-0.00053711i,8.9144e-05-0.00014762i,0.00023471+0.00022853i,0.0004374-0.00065033i,0.0011859-0.00077952i,0.000987-0.00012304i,0.00018842+0.00024699i,1.0975e-05+0.00015068i,-0.00044073+3.4727e-05i,-0.0007164+7.2219e-05i,-0.00072271-0.00019858i,-0.00087918-0.00015009i
0.00055824-0.00084189i,-0.00091364-0.00086652i,-0.0014928-0.00064266i,-0.00090225-0.00024341i,-0.00093473-0.00064857i,-0.00048373-0.00094356i,-0.00019926-0.00053508i,0.00025395-0.00037608i,0.00062528+0.00051444i,0.00019674+0.00094862i,0.0003308+0.00037066i,0.00048038+0.00044401i,-0.00022261+0.00026618i,6.9566e-05+0.00021663i,0.0001184+0.00077719i,-0.00030998+0.00092787i,0.00046312+0.00069588i,0.00089748+0.00047057i,0.0005523+0.00045851i,0.00033276+0.0002113i,-0.00023182-0.0006181i,-0.00061817-0.00052165i,0.00025421+0.00043444i
-0.0019612-0.0015477i,-0.0034049-0.0014287i,-0.0038407-0.00022596i,-0.0028972+5.8303e-05i,-0.0012329-0.00084146i,-0.00055849-0.00085237i,2.2243e-05-0.0010087i,-5.3638e-05-0.0009274i,-0.00076629-0.00049401i,-0.00029757-0.00025479i,-0.00040194-0.00050663i,-0.00032364-0.00066166i,0.0016623-0.00085584i,0.0021498-0.00065899i,0.0008115-0.00088178i,7.6191e-05-0.0010665i,-0.00021122-0.00023265i,-0.00052029+0.00033063i,0.00016771-0.00029332i,0.00034046-0.00083946i,-0.00050919-0.00013793i,-0.00070811+0.00055655i,-0.00026583+0.00055256i
0.0024869-0.00066677i,0.001283-0.0020101i,-0.00050216-0.0010269i,-0.001567-0.00082998i,-0.0020295-0.0020408i,-0.0014529-0.0026797i,-0.0004069-0.0024367i,-0.00010078-0.0010691i,0.00022411-0.00026257i,0.00024221-0.0011974i,-0.0011767-0.0014136i,-0.0018805-0.0011414i,-0.00050219-0.0011371i,-4.3886e-05-0.00081133i,-0.00028157-0.00092784i,0.00010076-0.00070628i,4.2202e-05-0.00019037i,-0.00052172-8.2998e-05i,-0.0007917+0.00029134i,-0.00091634+0.0012082i,-0.00079302+0.001544i,-0.00086136+0.0007783i,-0.0002407-1.8365e-05i
0.0011596+0.0016045i,-0.001661+0.0019746i,-0.0032104+0.0027449i,-0.0034081+0.0017041i,-0.0026005+0.00072657i,-0.0010812-0.00066283i,-0.00054073-0.001522i,-0.00094848-0.0015272i,-0.00094724-0.0018232i,-0.00085265-0.0021306i,-0.0010401-0.0016903i,-0.0010011-0.00046603i,-0.00018126+0.00043594i,0.00025666+0.00039777i,-3.7826e-05-0.00025807i,0.00064205-0.00084794i,0.00017347-0.0005438i,-0.00073671-0.00067102i,-0.00043365-0.0012024i,-0.00070174-0.00095914i,-0.00046921-0.00059735i,-0.0004735-0.00048406i,-0.00091161-0.00074649i
-0.0017547-0.0025902i,-0.0035884-0.0026538i,-0.0039864-0.0010707i,-0.003288-0.0004614i,-0.0016446-0.00051479i,-0.00084707-0.00098013i,-0.0010339-0.0012838i,-0.0006786-0.00075519i,7.1697e-05-0.00063122i,0.00032804-0.00033376i,-0.00017645-8.0142e-05i,-0.00030697-9.065e-05i,-0.00043051+0.00010835i,-0.00058028+0.00020277i,-0.0003943-0.00026619i,0.00011785-0.00046136i,0.00058888-0.00019731i,0.00017757+0.00047818i,-0.00073214+0.00046039i,-0.00060754-0.00023588i,-0.00015505-0.00047659i,-0.00033007+2.7645e-05i,-0.00021294+0.00056344i
0.0016616-0.00073819i,0.00087338-0.0015297i,-0.001552-0.0013209i,-0.0022264-0.00076284i,-0.0012842-0.0013668i,-0.0014267-0.0014375i,-0.0016804-0.00067259i,-0.0013208-0.00083589i,-0.00043834-0.00090235i,3.2155e-05-0.00078357i,-0.00049228-0.00058872i,-0.001289-1.2247e-06i,-0.0011552+0.00029301i,-0.0009202+0.00012701i,-0.00082727+0.00014021i,-0.00052867+0.00025915i,-0.00049159+0.0003276i,-0.0001887+9.1171e-05i,0.00029549-0.00015832i,0.00022176-0.00012685i,0.00015734-0.00017448i,0.0003139+0.00049262i,-0.00064404+0.00030181i
0.001624-0.0010402i,0.00059425-0.0002892i,-0.0015803-5.7922e-05i,-0.0024923-0.00035569i,-0.001645-0.00045714i,-0.0012174-0.00074051i,-0.0011889-0.0014032i,-0.00051584-0.0014513i,0.00029392-0.00052611i,-2.5398e-05-0.00049239i,-0.00042694-0.00065058i,-0.0010137+0.00025782i,-0.0010922+0.0010999i,-0.00071858+0.00049856i,-0.00048261-0.00057038i,-0.00027348-0.00056498i,-9.0828e-05+0.00014142i,-0.0003848+0.00020928i,-0.0002598-0.00026147i,1.2955e-05-0.00014979i,5.31e-05+0.00018392i,0.00039802+0.00044004i,0.00060178+0.00033906i
0.00081322-0.00061907i,0.0010678-0.00085544i,0.00035543+3.6845e-05i,-0.00066003+0.00025256i,-0.0012789+0.0001086i,-0.001321+0.00022369i,-0.0012444-0.00038874i,-0.0010572-0.00090284i,-0.00093151-0.00098555i,-0.00093085-0.0010063i,-0.0017543-0.00062932i,-0.0021944-0.00023703i,-0.0012876-0.00039447i,-0.00018339-0.00053217i,9.503e-05+0.00025953i,-9.3223e-05+0.00028133i,-0.00021832-0.00050388i,-0.00052239-0.0005655i,-0.00048161-0.00063568i,-0.00042485-0.00091304i,-0.00023915-0.00058717i,-0.00024799-7.7839e-05i,-0.00057632-1.8389e-05i
-0.00058804+0.0026148i,-0.0017806+0.0022677i,-0.0030369+0.0017821i,-0.0023973+0.0010198i,-0.00048815-0.0010968i,-0.00027676-0.001881i,-0.0018417-0.0015625i,-0.0019514-0.00035051i,-0.00068588+0.00032757i,-0.00014645-0.00036584i,-0.0003593-0.00081711i,-0.0008141-0.00073038i,-0.0012145-0.0010442i,-0.0010174-0.00086574i,-0.00063286-9.658e-05i,-0.00039474+5.2449e-05i,-0.00016635+0.00039741i,-8.9806e-05+0.00044591i,9.4651e-05+0.00020636i,6.2601e-05+0.00035291i,-9.7179e-05+0.00060275i,0.00018866+0.00034222i,3.1057e-05+0.00026601i
0.00056176-0.00069958i,-0.00056628+0.00029924i,-0.0031761+0.00053663i,-0.0036988-0.00011418i,-0.0022487-0.00064083i,-0.00092643-0.00095184i,-0.00081974-0.0010559i,-0.00055844-0.00069723i,0.00039023-0.00055407i,0.00048833-0.00065823i,1.5125e-06-0.00022174i,-0.00020979+0.00013827i,-0.00016606+0.00047783i,0.00046538+1.7904e-05i,0.00060216-0.00023066i,-0.00028482+0.00029308i,-0.00040938+0.00061766i,8.2976e-05-0.00010727i,0.00018811-0.00099152i,4.1864e-05-0.00067003i,-1.7114e-05-0.00064532i,-7.8789e-05-0.00014162i,-0.00019463+0.0006252i
