-0.0026999+0.00021814i,-0.001434-0.0013159i,-0.0022109-0.0014103i,-0.0036622-0.00055401i,-0.0035211+0.00028722i,-0.0019787+0.00088936i,-0.00067928+0.00091135i,0.00035505+0.00060828i,0.0011185+0.00035295i,0.0010217+0.00050887i,0.00063967+0.00025919i,0.00090352-0.00034497i,0.0010455+0.00027567i,3.7206e-05+0.00056142i,-0.0002735-0.00010663i,-0.00015097-4.097e-05i,3.9746e-05+5.5477e-05i,0.00024385+6.0065e-05i,0.00041576+0.00099773i,-0.00041453+0.0010078i,-0.0012612+1.7062e-05i,-0.00076596-0.00028184i,-0.00016606-0.00042448i
0.0018105-0.0014984i,0.0010554-0.0026152i,-5.0703e-05-0.003487i,-0.0006521-0.0029316i,-0.00077468-0.002534i,-0.0010015-0.0020991i,-3.2866e-05-0.00074392i,0.0016466-0.00038133i,0.001367-0.0004317i,0.0001365+0.00038027i,0.0002316+0.0012297i,0.00071229+0.0010385i,0.00072229+0.00017365i,0.00015139-6.2552e-05i,-0.00028523-8.9345e-06i,0.00017841+0.00030593i,0.00017526+0.00083488i,0.00066776+0.00088127i,0.0009324-6.2446e-05i,0.0012988-0.00012481i,0.0013124-0.00013634i,0.00059717-0.00010394i,0.00048255+0.00030874i
-2.3476e-05-0.0034571i,-0.00044313-0.0038239i,-0.0011307-0.0039891i,-0.0022722-0.0040077i,-0.0018424-0.0042282i,-0.0010574-0.0028336i,-0.00060127-0.0009058i,1.4609e-05-0.00043763i,0.0001878-0.00080252i,0.00014907-0.00056525i,0.00042319-0.00043325i,0.00053011-0.00051142i,0.000233-0.00046743i,-0.00043904-0.00038888i,-0.00029819-0.0003003i,7.4629e-05-0.00019056i,0.00022341+0.000368i,0.00060127+0.00017425i,8.571e-05-0.00045422i,0.00027892-0.00068225i,0.0003621-0.0011314i,-0.00010361-0.00068434i,-0.00021599+0.00055381i
-0.00096707+0.00067044i,-0.00054211+0.00022888i,-0.00016084+1.2981e-05i,-0.0003271-0.001104i,-0.00075667-0.0017933i,-0.0012196-0.0018084i,-0.001314-0.0012979i,-0.00053268-0.00046773i,-0.00010842+0.00055754i,0.00055431+0.00013408i,0.0014598-0.00037894i,0.00091503+0.00016123i,-0.00013737+0.00037822i,-0.00028715+1.7254e-05i,0.00020455-0.00022409i,0.00069355+0.00039157i,0.00063921+0.00091379i,0.00047931+0.0011908i,0.00089126+0.0014099i,0.00052034+0.0005846i,0.00021015-0.00018144i,-0.00010266+0.0001197i,-0.00036178-0.00025298i
-0.0017796+0.0020765i,-0.0010366+0.0014331i,0.00037874+0.00049135i,0.00054998-0.0018748i,-0.00087529-0.0035113i,-0.0017724-0.0020396i,-0.00089512-0.00053116i,0.00040256+0.00040915i,0.00065152+0.00084308i,0.00039747-0.00029234i,-0.00025281-0.00094638i,-0.0010151-0.00076837i,-0.00094342-0.00025351i,-0.00098789-0.00026569i,-0.00050814-0.00025814i,0.00050926-0.00012352i,0.0011627-0.00037082i,0.00098793-0.00012313i,0.00016327+0.00016324i,-0.00016187-0.00016019i,-0.0004286-2.0058e-05i,-0.00021262+0.0002699i,0.00033432+0.00033879i
0.0011936+0.0004709i,0.00044872+0.0014668i,-0.00098953+0.00081738i,-0.00081283-0.0007067i,5.5561e-05-0.00069603i,-8.7388e-05+0.00010695i,-7.4043e-06+0.00034098i,0.00058491+0.00079706i,0.00027446+0.00042384i,-0.00012563-0.00042126i,-0.00011791-0.00021182i,-0.00051792+0.0002072i,-0.00052379+0.00031059i,0.00032736+0.00038354i,0.00081665+0.00069928i,0.00089554+0.0010141i,0.00055848+0.00068976i,-0.00027549+4.2959e-05i,-0.0005563-1.5777e-05i,-0.00042672+0.00051362i,-0.000373+0.00017038i,-0.00013588-0.00041854i,-0.00035981-0.00044281i
-0.0015422-0.0014263i,-0.0014987-7.6644e-05i,-0.0016796+0.00026496i,-0.0011695-0.0011158i,-4.2526e-05-0.0025869i,0.00075189-0.0014617i,0.0010779-0.00097807i,0.0004421-0.0012804i,-0.00039683-0.00031961i,-0.00055244-6.885e-05i,-0.00069631-0.0005118i,-0.00088869-0.00067466i,-0.00081024-0.00038147i,-0.00054139+0.00010841i,-0.00058863+2.051e-05i,-0.00049137-0.0002156i,-0.0001934-0.00015031i,-0.001044-0.00055286i,-0.0013255-0.00036587i,-0.00022001+0.00036849i,0.00019179+0.0003592i,-0.00018575+0.00035706i,-0.00013307+0.00070597i
-0.00021675+0.00098243i,0.00047851+0.00038119i,0.0011224-0.00072442i,0.0017438-0.0021126i,0.0014428-0.0028748i,-0.00015286-0.0027207i,-0.0010965-0.0014247i,-0.00092811-8.1725e-05i,-0.00057732+0.0011836i,-0.00010685+0.0016639i,0.00042222+0.0011661i,0.00074078+0.00062011i,-5.6508e-05+0.00045785i,-0.001+0.00095964i,-0.00099131+0.00084489i,-0.00080021+0.00047683i,-0.00064593+0.00066353i,-0.00071811+0.00045867i,-0.00032106+0.00062579i,0.00052865+7.7817e-05i,0.0010135-0.00036214i,0.00091169-0.00026904i,0.00013516-0.00031456i
0.0006043-0.00034281i,6.0684e-05-8.1823e-05i,8.473e-05-0.0014126i,-0.00012729-0.002691i,-0.001645-0.0031258i,-0.0022349-0.0031109i,-0.0014393-0.0015089i,-0.00062675-0.00041594i,8.3327e-05-0.00015452i,0.00082615+0.00026256i,0.00058669+0.00044697i,0.00037044+0.00040522i,0.0006947-3.0859e-05i,-6.0356e-05-0.00025744i,-0.00060298-0.00013116i,-0.00048422+0.00028219i,-0.00036828+0.00034693i,0.00025658-0.0001225i,0.00077682+0.00016992i,0.00099532+0.00044719i,0.00028212-0.00066228i,-0.00059951-0.00075468i,-0.00044146+0.00019974i
0.0017514-0.00030123i,0.00027236-0.00091532i,-0.00089999-0.0010991i,-0.0011304-0.0013331i,-0.0012774-0.0020807i,-0.0014317-0.0014084i,-0.00065422-0.00020476i,-2.8991e-05+0.00066029i,0.0010091+0.00051772i,0.0014424-0.00044757i,0.00096287-0.00074656i,0.00046677-5.3457e-05i,-0.00088028+0.00034167i,-0.0019218-0.00020173i,-0.00076696-0.0005011i,0.00053196+0.00036662i,0.00089334+0.00096058i,0.001166+0.00038796i,0.0012384-0.00028432i,0.00071452-0.00035148i,0.00066369-0.00039574i,0.0011778-0.00091774i,0.001325-0.00090666i
-0.0004587+0.0013821i,-0.00022998+1.9151e-05i,-0.00085059-0.0013712i,-0.0015393-0.0029339i,-0.0012937-0.0035866i,-0.0015841-0.002356i,-0.0012434-0.00091586i,-6.7205e-05+0.00069652i,0.00038258+0.0010535i,-0.00011626+0.00071321i,-0.00070717+0.00049432i,-0.00064328+4.2422e-06i,-0.00053957-0.00013248i,-0.00053214-0.00030038i,4.4729e-05-0.00049897i,0.00083463-0.00021158i,0.0010925+0.00039206i,0.0006748+0.00080597i,0.00021645+0.00063123i,4.9368e-05+0.00028518i,0.00020987+0.00030713i,-1.2127e-05+0.00048344i,-0.00076556+0.00026203i
0.0018347-0.0013107i,0.00037914-0.0017094i,-0.0013946-0.0022412i,-0.001911-0.0024163i,-0.0014421-0.0013668i,-0.00046567-5.0142e-05i,0.00063194+0.00074266i,0.00093219-0.00025933i,0.00056732-0.0014319i,0.00012666-0.0013009i,7.8125e-05-0.0008444i,0.00012918-0.00061689i,-0.00041078-0.0006326i,-0.00037474-0.00071018i,-0.00027842-0.00079403i,-0.00049182-0.00023918i,0.00051527-0.00014867i,0.00049326-0.0010642i,-0.00063883-0.0012306i,-0.00018811-0.00083242i,5.3954e-05-0.0010959i,-0.00045536-0.00050673i,0.00016726-6.2642e-05i
-0.0018717-0.00079519i,-0.0028143-0.00049395i,-0.0021229-0.001026i,-0.0011138-0.0023598i,-0.00047355-0.0024154i,-0.00011591-0.0014862i,0.00018922-0.00072629i,-0.0002942-0.00046634i,-0.00053732-9.7275e-05i,6.2712e-05+0.00050166i,0.00071686+0.00019152i,0.00080971-0.00072236i,-3.9061e-05-0.0012239i,-0.00028542-0.0012287i,-0.00045255-0.00076059i,-0.00059294+0.00015117i,-0.00019914+0.00067327i,-0.00023351+0.00039723i,-0.00027107-0.00011637i,-0.00046725-5.7717e-05i,-0.0006454-5.8945e-05i,-0.00012902+0.00049389i,0.0003375+0.00048387i
0.00033375-0.002976i,-0.00047322-0.0033865i,-0.00038215-0.0034191i,-8.8976e-05-0.0038902i,-0.00032049-0.0034977i,-0.0012604-0.0019108i,-0.00062622-0.00043246i,0.00041895+0.00047749i,0.00079103+0.00087056i,0.0008438+0.0007478i,0.00076976+0.00060087i,0.00049735+0.00055242i,0.00048046+0.00036921i,0.00012995+0.00039462i,-0.00088805+0.00087045i,-0.0009602+0.00087119i,-0.000382+0.0010395i,-0.00016231+0.0013278i,-5.6594e-05+0.0011936i,-0.00056904+0.00029798i,-0.00051242-0.0011327i,-8.5479e-05-0.0013237i,0.0001597-0.00075404i
-0.0012191+0.0010955i,-0.00041874+0.0011204i,-0.00015105-0.00043753i,-0.0005356-0.001718i,-0.001105-0.0022873i,-0.0017274-0.0018694i,-0.0014338-0.0007542i,-0.00073924-0.00065484i,0.00026066-0.00067463i,0.0010606-0.00050228i,0.0010585-0.00086989i,0.00091959-0.00090216i,0.00079766-0.00026325i,0.00057885+0.00039441i,0.0004701+0.0007494i,0.00025963+0.00047538i,0.00023248+0.00013734i,0.00021289-0.00035163i,0.00038504-0.00050748i,0.00042447-0.00051254i,2.3566e-05-0.00036804i,0.00022438+3.264e-05i,0.000265+0.00029497i
-0.0029325+0.0010231i,-0.0020234+0.00063838i,-0.0019413+0.00067751i,-0.0016873+0.00059423i,-0.0010763+0.00027494i,-0.00094422-0.00022971i,-0.0010828-0.00013993i,-0.00061186-1.9058e-05i,0.00097134+0.00048831i,0.00092835+0.00085137i,0.00021095+4.112e-05i,0.00024758-0.000569i,-0.00014744-0.00012193i,-0.000464+0.00011727i,-0.00050625-0.00036418i,0.00020224+0.00010569i,0.00090835+0.00071728i,0.00021705-0.00035517i,-0.00013402-0.00055936i,0.00035754-5.5841e-05i,0.00071672+0.0001038i,0.0011121+0.00012267i,0.0010589+0.00045192i
0.00030939-0.00019591i,-7.7716e-06+0.00061543i,-0.0002513+0.00037603i,-0.00090702-0.00073641i,-0.0012745-0.0019568i,0.0002594-0.0019568i,0.0011023-0.00050052i,0.00023178-0.00018336i,-0.000284-0.00075803i,-0.00038739+8.3796e-05i,-0.00063427+0.0008959i,-0.00023473+0.00029306i,0.00034785-4.3894e-05i,7.9151e-05+0.00036552i,-0.00012541+0.00067631i,-6.9676e-05+0.0006767i,-0.00031227-9.9481e-05i,-0.00052402-0.00049701i,-2.3868e-06+0.00029195i,-7.6977e-05+0.0009294i,-0.00040831+0.00073893i,-0.00015996+7.9512e-05i,0.00014595-0.00050235i
0.0010276-0.00081462i,0.00076659-0.0018232i,0.0020425-0.0032509i,0.0019879-0.0044373i,0.00068467-0.0042868i,-0.00014622-0.0023293i,0.00020876-0.00050789i,0.00090169+0.00015122i,0.00096121+0.00069977i,0.00082946+0.0007633i,0.00054263+6.3964e-05i,3.3037e-05-0.00039917i,-0.00020678-0.00036713i,-0.00043175+0.00014233i,-2.2683e-05+0.00023958i,3.26e-05-0.00026031i,-4.0821e-05+0.00031805i,-0.00033276+0.00042729i,-0.00037402-0.00013159i,0.0001033-0.00049293i,0.00075101-0.0001804i,0.0014194-0.00018566i,0.0014214-0.00055597i
-0.00080429-0.0030104i,-0.0014312-0.0033787i,-0.0019134-0.0040375i,-0.0020686-0.0052381i,-0.0025943-0.0047376i,-0.0019033-0.0029987i,-6.017e-05-0.0014793i,0.00025916+0.00020153i,0.00051841+0.00084138i,0.00078456+0.00026418i,0.0009403+0.00047183i,0.00083249+0.00067084i,0.00016268-0.00036576i,-0.00034107-0.00071077i,-0.00051139+7.9748e-05i,-0.00073217+0.00044486i,-0.00027312+0.00054001i,0.00037597+0.0012952i,-5.671e-05+0.0012888i,-0.00060357+0.00039922i,-0.00037934-0.00010269i,8.8078e-05+0.00013376i,0.00029426+4.3205e-05i
-0.00041341-0.00098105i,-0.00036159-0.0011969i,-0.00073242-0.0022666i,-0.00073067-0.0022592i,-0.0011716-0.0021249i,-0.0016776-0.0012404i,-0.00085283-0.00048158i,0.00086672-0.00057886i,0.0014732-0.00022644i,0.0015367-9.0179e-05i,0.0015276+8.0151e-05i,0.00097387+0.00019486i,0.00046677+0.0004228i,-0.00035006+0.00069823i,-0.00067655+0.00074946i,5.1679e-05+0.00095146i,0.00066789+0.0011472i,0.00071271+0.00087689i,0.0005833+0.00026876i,6.2581e-06-0.0002916i,-0.00060419-0.00090629i,-7.2493e-05-0.00011404i,0.00025635+0.00059876i
0.00017566+0.0023023i,0.00015615+0.0018648i,-0.00073651+0.00064302i,-0.00075893-0.00047207i,0.00029934-0.00066716i,0.00031671-1.7908e-05i,-0.00077834+0.00033315i,-0.00094537-0.00031709i,-0.00050919-0.00050142i,6.9867e-06-0.00017124i,0.00060423+0.00052927i,0.00029436+4.9705e-05i,-2.4993e-05-0.00074594i,3.6194e-07-0.00035592i,-0.00062927+0.00034508i,-0.0014427+0.00093083i,-0.001381+0.0010313i,-0.00037712+0.0010949i,-0.00011022+0.0012848i,-0.00024289+0.00099327i,-0.00033094+0.00046982i,-4.8347e-05+0.00038909i,0.00050763+0.0006757i
0.00010712+0.00081616i,-0.00084422-3.4639e-05i,-0.0004327-0.0010579i,-0.00038688-0.00085929i,-0.0013781-0.00047017i,-0.0014345-0.00014639i,-0.00090058-9.7412e-05i,-0.00020845-0.00058682i,0.00014716-0.0010865i,3.1873e-05-0.00056655i,-0.00031231+0.00017444i,-0.000186+0.0003154i,-0.00010515-0.00045897i,-0.00017163-0.00063152i,0.00013416-0.00049618i,0.00056656-0.00064392i,0.00058354-0.00038869i,0.00036262+0.00011024i,0.00040748+0.00098858i,0.00030931+0.00097418i,0.00020615+0.00039217i,0.00085616-9.5805e-05i,0.0010219-0.00075397i
0.0002435-0.00082843i,0.00050309-0.00082415i,0.0012201-0.00080495i,0.001431-0.0027563i,0.00050616-0.0034913i,-5.2601e-05-0.0022908i,0.00058454-0.00060569i,0.00058646+0.00036762i,-0.00010148+0.0006078i,-0.00053072+0.0012006i,0.00030358+0.0011298i,0.0013186+0.00088942i,0.0010108+0.00035143i,0.00020345-0.00048982i,-0.00019238-0.00066112i,-0.00017887-0.00055591i,3.7544e-05-0.0010791i,5.0475e-05-0.00091982i,-7.8148e-05-0.00039229i,0.00062032-0.00022525i,0.0014381-0.00042346i,0.0014885-0.00030763i,0.0013188-0.00029762i
0.00015003-0.0019726i,-0.00092897-0.0012625i,-0.0014675-0.001502i,-0.0019714-0.0026436i,-0.001965-0.0034993i,-0.0013925-0.002012i,2.6874e-05-0.00035564i,0.0010435+8.3624e-05i,0.0012096-4.8831e-05i,0.00080833-0.00047789i,0.00092269-0.00053473i,0.0010693-0.00038292i,0.00091372-0.00047024i,0.0010793+2.9945e-06i,0.00019651+0.00014082i,-0.00067704+7.8563e-05i,-0.00058916-0.00026548i,0.00014217-0.00097889i,0.00066616-0.00015479i,0.0006567+0.00041265i,0.00039735-0.00014708i,7.1247e-05-0.00042203i,6.0377e-06-0.00062433i
-0.00022272-0.00038977i,5.8846e-05-0.0014385i,0.00057049-0.002011i,0.00030248-0.002301i,-0.00027208-0.0035652i,-0.00040399-0.0028396i,-0.00022881-0.00037375i,0.0001643+0.00015114i,0.0016118+0.0002948i,0.0015512-0.00025009i,0.00035873-0.0012106i,0.00042015-0.00095911i,0.000259-0.0003531i,-7.6994e-05-0.00023747i,-7.9273e-06-0.00015059i,-0.00042063-0.00043438i,-0.00024341-0.00084028i,0.00018204-0.00016644i,-0.00030059+0.0014787i,-0.00069719+0.0016732i,-0.00038677+0.00055693i,-0.00014691-0.00020346i,-0.00046022+0.00010387i
0.0005143+0.0017003i,0.00031095+0.00066243i,0.00080515-0.0011305i,0.0001308-0.0026205i,-0.0012605-0.0027113i,-0.0015814-0.0013166i,-0.00077818+0.00049985i,0.00072067+0.0010611i,0.0012383+0.00022335i,0.00073058-0.001294i,-7.8336e-05-0.0016696i,-0.0010213-0.0005751i,-0.0010006+0.00061583i,-0.00029045+0.00071305i,-0.00012128+0.00021477i,-0.00028753+0.00062338i,-0.0004039+0.00095i,-4.454e-05+0.00054587i,0.00048134+8.7787e-05i,0.0002108+0.00033827i,-5.4275e-05+0.00027063i,0.00043723+0.00068758i,0.00036228+0.0011939i
0.00095438-0.00030992i,-0.00067687-0.00022008i,-0.0012073-0.0017179i,-0.0011942-0.0029214i,-0.001725-0.0031424i,-0.0016362-0.0016802i,-0.00013611-0.00034173i,0.0005935-0.00020541i,4.0074e-05-0.00054866i,-0.0006602-0.00087362i,-0.0005952-3.5425e-05i,0.00031465+0.00030329i,0.00054442+0.00043709i,0.00041454+0.0010458i,0.00033985+0.00097824i,-7.3154e-05+0.00034352i,0.00024056+0.00015896i,0.0002995+0.00017722i,0.00046995+5.3426e-05i,0.00039755-0.00012105i,0.00023686+9.3549e-05i,-3.8742e-05+0.00023732i,-0.00043921+0.00017272i
0.0016918-2.8196e-05i,0.0018024-0.0013427i,0.0001662-0.0028962i,-0.001142-0.0035393i,-0.00048107-0.0033403i,0.00019924-0.0019591i,0.00042908+0.00015804i,0.00098914+0.001626i,0.0007264+0.0019699i,0.00041765+0.0014495i,0.00067163+0.00099214i,0.00078075+0.00060939i,0.00089987+0.000292i,0.00048664-0.00020776i,0.00083791+0.00027359i,0.00099247+0.00062929i,0.00067082-9.0626e-05i,0.00046267-4.9633e-05i,9.5741e-05+0.00017929i,-0.00010789+0.00042133i,-0.00017222+0.0001717i,0.00015298-0.00065372i,-0.00014613-0.00037358i
-0.0011363-0.0019219i,-0.00075343-0.0016542i,-0.0009415-0.0019018i,-0.00081016-0.0032226i,-0.00033826-0.0032531i,0.00018308-0.0025895i,0.00013506-0.001598i,0.00079056-0.00061822i,0.0014846+0.00021705i,0.0013253+0.0008074i,0.0011114+0.0010758i,0.00065709+0.00062383i,0.000646-8.4462e-05i,-0.0001966+8.1165e-05i,-0.001416+9.8678e-05i,-0.0014047-0.00048338i,-0.00087329-0.00089064i,-0.0011276-0.00064058i,-0.0017594-0.00019474i,-0.0014812-6.5233e-05i,-0.00034651-0.00016191i,6.8206e-05-0.00016089i,-0.00026367-0.00059947i
-0.00057669-0.00071093i,-0.0011709-0.00099539i,-0.00083914-0.0016547i,-0.00126-0.0017941i,-0.002525-0.002611i,-0.0027328-0.0020995i,-0.00085769-0.00064024i,0.00099927-3.2627e-06i,0.001811-0.00037395i,0.0019285-0.0011349i,0.00099912-0.00089249i,-0.00020541-0.00031366i,-0.00014543+0.00012203i,-1.3198e-05+0.00062075i,-0.00041219+0.00060098i,-0.00071284+0.00073089i,-3.88e-05+0.00089326i,0.00011799+0.0013022i,-0.00068003+0.0013203i,-0.0010633+0.00094346i,-0.00078838+0.00075748i,-0.00022349+0.0004014i,0.00033223+0.00051883i
0.00095845+0.0021313i,0.00079121+0.00037389i,0.00098077-0.0019415i,-2.0014e-05-0.0032968i,-0.0017027-0.0032986i,-0.0014191-0.0019191i,0.00038912+0.00039355i,0.0013049+0.00062515i,0.0014479-0.00080285i,0.00049805-0.0012947i,-0.00057416-0.001513i,-0.00052932-0.0010217i,-0.0002755+0.00028693i,-0.00053532+0.00051507i,-0.0011934+0.00026457i,-0.00058764+0.0003308i,0.00087063+0.00065608i,0.00092822+0.00095975i,9.7583e-05+0.00060218i,-0.00085835+0.00048091i,-0.00088533+0.00052174i,-0.00018062+5.1828e-05i,0.00085632+0.00011154i
0.0013143+0.0012101i,0.0011858+0.0010576i,0.0017435-0.00038037i,0.00091261-0.0019084i,-0.00059615-0.0021523i,-0.0015251-0.0011455i,-0.0015281+0.00072476i,-0.00019032+0.00090996i,0.00090051-0.00020701i,0.00057292-0.00089825i,-0.00018045-0.00073975i,-0.00070136-0.000363i,-0.00076795+0.00036493i,-0.00084873+0.0010322i,-0.00069397+0.00053512i,-0.00035706+8.383e-05i,-0.00032125+0.00029251i,-0.00072037+0.00026566i,-0.00054876-0.00013698i,0.00076855-0.00027445i,0.0015531-0.00022759i,0.0013607-0.00047388i,0.0011987-0.0010941i
0.0026728+0.00048326i,0.0021275+0.00015018i,0.0020203+0.00015752i,0.0016121-0.0019789i,0.0014302-0.0036743i,0.00053954-0.0024619i,-0.00034821-0.00088327i,-0.00030211+0.0003049i,-0.00058512+0.0011012i,-3.2451e-05+0.0010461i,0.00050876+0.00034562i,9.4749e-05+5.772e-05i,0.00057536-0.00015309i,0.00073327-0.00047602i,0.00019341-0.00020899i,0.00052959-0.00074208i,0.00080813-0.001563i,0.00012574-0.0011385i,-0.00063595-0.00044i,-0.0011054-0.00049937i,-0.00086808-0.00066401i,-0.0003663-0.0010656i,-0.00042831-0.0016886i
0.0017875-0.00082923i,0.0026852-0.0019879i,0.0033358-0.0033103i,0.0025937-0.0041893i,0.00099195-0.005098i,0.0002098-0.0040481i,-2.4818e-05-0.0012644i,0.00062699+0.00031521i,0.0015691+0.0004942i,0.0015856+0.00012417i,0.0015566+9.5309e-05i,0.0013517+0.00038941i,0.00084228+9.7092e-05i,0.00072098-0.00079693i,0.00029445-0.00061275i,-0.0010737+2.7958e-05i,-0.00088824-0.00013037i,0.00050593+0.00025578i,0.00022412+0.00098868i,-0.00017259+0.0010225i,-0.00050651+0.00032524i,-0.00094791+0.0001482i,-0.0012048-0.00018156i
-0.0008804+7.4259e-05i,0.00052391-0.0014606i,0.00064897-0.0028037i,0.00025182-0.0043403i,-0.00043316-0.0049677i,-0.00076081-0.0035117i,-0.00032855-0.0014306i,0.00050472-0.00021445i,0.0017041+0.00039791i,0.0018211-0.00057211i,0.0011093-0.0015529i,0.00046546-0.0013878i,-0.00077493-0.00087966i,-0.0010457-0.00010756i,-0.00031687+0.00040044i,-5.8403e-05+0.00065392i,-0.00019231+0.00045069i,0.00022751-7.4825e-05i,0.0005373-8.388e-06i,4.5141e-07+0.0007506i,-3.0921e-05+0.0010967i,0.00034977+0.00092643i,0.00027919+0.00094736i
-0.0014817-0.00057593i,-0.00090729-0.00082304i,-0.0012506-0.0013774i,-0.0017369-0.0021075i,-0.0015848-0.0011316i,-0.00097356+0.00018607i,3.0247e-05+0.00045843i,0.00042259-0.00048291i,0.00050154-0.0017267i,3.1402e-05-0.0019329i,-0.00096204-0.0017478i,-0.00093643-0.0018052i,-0.00039096-0.0021197i,-0.00042406-0.0018341i,-8.8838e-05-0.00072493i,0.00071262+0.00050034i,0.00064965+0.00082546i,0.00017035+0.0004214i,6.5191e-05+2.0606e-05i,0.00050968+0.00019199i,0.00051649+7.3129e-05i,-0.00054179-5.0949e-05i,-0.00017291+9.241e-05i
-0.0023549+0.0036815i,-0.0025948+0.0022399i,-0.0021216+0.00032871i,-0.00090894-0.00081819i,6.4745e-05-0.00074665i,0.00031339-0.00041189i,0.00070082-0.00014146i,0.00066003-0.00013008i,0.00053599-0.00053038i,0.00026964-0.00093112i,-0.00050147-7.0457e-05i,-0.00040408+0.0010117i,0.00047031+0.0009661i,0.0011021+0.00067624i,0.0013998+0.00016483i,0.00095162-0.00015176i,0.00011215+0.00019541i,0.00046584-0.00026447i,0.00080775-0.00071762i,7.4018e-05-0.00047355i,-0.00086184-0.00072194i,-0.00061563-0.00093152i,-0.0004831-0.00063333i
0.0026946+0.001107i,0.0016306+0.0011313i,1.4478e-05-0.00067169i,-0.00038646-0.0027688i,-0.00022132-0.0030304i,0.00052172-0.0020353i,0.0012051+7.8232e-05i,0.00060579+0.0015303i,-0.00041301+0.0016794i,-0.00055096+0.0012887i,-0.00012104+0.0005584i,-2.5722e-05+0.0005765i,0.00035152+0.00048209i,0.00066423+0.00051847i,0.0007196+0.0014342i,0.0006153+0.0010259i,0.00010486-0.00040576i,-0.00033564-0.0011613i,-0.00075677-0.00066503i,-0.00098913+0.00031808i,-0.0007337+0.0005635i,6.7648e-05+0.0003632i,0.00070729+0.00029745i
0.00049087-0.0018098i,-4.2017e-05-0.00043634i,-0.0014737-0.00025346i,-0.0016094-0.0017905i,-0.0009727-0.0031469i,-0.00045479-0.0030709i,4.4651e-05-0.0018314i,0.0004925-0.0002138i,0.00063877+0.00081259i,0.00042757+0.001473i,0.00069061+0.0019376i,0.0012055+0.0016284i,0.0014224+5.5902e-06i,0.0012791-0.00039584i,0.00074594+0.00066167i,1.0562e-06+0.00085271i,-2.7597e-06+0.00078284i,-0.00016815+0.00024357i,-0.0010361-0.0008213i,-0.00083168-0.00073121i,-0.00097363-0.00035886i,-0.0012954-0.00069867i,-0.0012874-0.00058917i
-0.0015138-0.0054429i,-0.00029747-0.0058569i,-0.00055582-0.0053698i,-0.0012627-0.0043138i,-0.0013797-0.003539i,-0.00084517-0.0024588i,0.00071492-0.002095i,0.00089308-0.0018225i,0.00081423-0.0012668i,0.0013982-0.00074884i,0.0015273-0.00017152i,0.0015799-0.00019393i,0.00093495-0.00076117i,-0.0002857-0.00084261i,-0.00099776-5.8036e-06i,-0.0013414-7.1725e-05i,-0.0011639-0.0007606i,-0.00079421-0.00017938i,-0.00074488+0.00059401i,-0.00059711+0.00080433i,-0.0004313+0.00021845i,-0.00042212-0.00073006i,-0.00024859-0.00091138i
-0.0046536+0.0022592i,-0.0027799+0.00094918i,-0.0012569+0.00055784i,-0.001391-0.00059183i,-0.0016736-0.0016991i,-0.001487-0.0015957i,-0.001385-0.00040407i,-0.00083444+0.00011217i,-0.00012451+0.00011446i,0.00017547+0.00037489i,-1.2788e-05-0.00076833i,0.00012331-0.0016155i,0.00020287-0.0011612i,-5.4124e-05-0.00060738i,-0.00015573+0.00038274i,0.00039316+0.0015412i,0.0011954+0.0010916i,0.0013826+9.692e-05i,0.00098119-9.1811e-05i,0.00028814+0.0002709i,-6.0976e-05+0.00061717i,0.0003125+0.00045851i,0.00051704+0.00032438i
-0.0012707+0.0040247i,-0.0017093+0.003496i,-0.0016193+0.0022535i,-0.0011139-9.0335e-05i,-0.00084816-0.00077539i,-0.00029409+0.00066098i,0.00019964+0.0004588i,0.00050577-0.0002533i,-5.7987e-05-0.00011222i,-0.00069667+0.00023264i,-0.00031345+0.00067078i,0.00025411+0.00045264i,0.00086538-0.00029068i,0.00027052-0.00020678i,-0.00020851+0.0011157i,-8.6539e-05+0.0020698i,-0.0001798+0.001023i,0.00030174-0.00050721i,0.00022617-0.00081812i,-0.00015793+8.7082e-05i,0.00046429+0.00060302i,0.00066162-5.8483e-05i,0.00033341-0.00076052i
0.0028067+0.00040064i,0.0016579-0.00044514i,0.00097363-0.00079114i,0.0012811-0.0011666i,0.0018485-0.0020201i,0.00229-0.0015112i,0.00092502-0.00024088i,-3.998e-06+0.00060117i,8.7295e-05+0.0012879i,5.9449e-05+0.0013255i,0.00016748+0.00053287i,0.0003528-0.00042788i,0.00059821-0.00069947i,9.8427e-05+7.9922e-06i,-0.00097486-3.9927e-05i,-0.00072499-0.00014034i,3.1218e-05-1.6981e-05i,0.00034294-0.00029954i,0.00031223-0.001132i,-6.117e-05-0.0015894i,-0.00016381-0.00088464i,0.00046019+7.4384e-05i,-0.00025605+3.137e-06i
0.0022557-0.0034214i,0.001864-0.0019262i,-3.0049e-05-0.0022158i,-0.00071059-0.0036388i,-0.00099055-0.0035317i,-0.0013443-0.0032162i,-0.00017454-0.0024716i,0.0011302-0.0011027i,0.0017102-0.000134i,0.0013904+0.00063818i,0.0011061+0.00053254i,0.00094624+0.00042314i,0.0007714+0.0010379i,0.0001696+0.00064648i,2.0963e-05-0.00022086i,0.00012781-0.00034913i,-0.00043412-0.00011477i,-0.0010791+0.00018506i,-0.0012066-3.3635e-05i,-0.0012342-0.00028551i,-0.0010178+0.00020384i,-0.00047702+0.00041818i,-0.00015679+0.00058403i
