-0.0013223+0.00094574i,6.5319e-05-0.00079894i,-0.0024425-0.001327i,-0.0022816+0.00069534i,-0.0011504+0.0032964i,-0.0016835+0.0035685i,-0.001068+0.0026746i,-1.9282e-05+0.0015448i,0.00063696+0.00088807i,0.0011272+0.00071738i,0.0016831-0.00085893i,0.001017-0.0015953i,-0.00050994-0.0011488i,-0.0010494-0.00099583i,-0.00060397-0.00043514i,-1.266e-05-0.00024954i,0.00042612+0.00018518i,0.00081072-0.00013541i,0.00087093+0.00015426i,0.00030265+0.00053497i,9.8241e-05-0.00024264i,-0.00018724-0.00070789i,-1.5106e-05-0.00023987i
0.00047838+0.00014718i,0.00065511-0.00030062i,8.2726e-05-0.00021382i,-4.5545e-05-0.00048767i,-0.00070006-0.00029961i,-0.0011637+0.00066368i,0.00032817+0.00060531i,0.0015645+0.00016422i,0.0013923-0.00044635i,0.00081173-0.0013464i,0.00057153-0.0012849i,0.00069495-0.00068864i,0.0006867-0.00014806i,-3.8867e-07-0.00021048i,-0.00066652-0.00086298i,-0.00053917-0.00039472i,-0.00036104-5.0032e-05i,-3.5781e-05-0.00025712i,0.00055369-7.1317e-05i,0.00034403+0.00030441i,-0.00021183+5.3233e-05i,-0.00074419-0.00021594i,-0.00037876-0.00016398i
-0.00057365+0.0009839i,-0.00021051+0.00047674i,-0.001135-0.00020454i,-0.0020746+0.00042346i,-0.0019844+0.0010764i,-0.00098278+0.0011637i,0.00011949+0.00076795i,0.00057114-0.00014931i,0.0007573-0.00049822i,0.00031505-0.00033029i,0.00038725-0.00058258i,0.00052896-0.00085965i,-0.00029731-0.00071436i,-0.0014409-0.00013346i,-0.0014455+0.00095328i,-0.00096329+0.0019379i,-0.00085709+0.0016751i,-0.0001499+0.001172i,0.00068613+0.00057i,0.00096678-0.00038963i,0.00087421-0.00034932i,0.00022177+0.00030001i,0.00016108+0.00016361i
0.0021859-0.0014229i,0.0025139-0.0022154i,0.0021164-0.0022494i,0.001582-0.0017057i,0.0019375-0.0011179i,0.0016069+6.0778e-05i,0.001226+0.0001229i,0.00085092-0.00077429i,0.00052006-0.0009497i,0.00027773+4.4026e-05i,0.00030561+0.00042108i,0.00052919+0.00030284i,0.00036037+0.00050244i,0.00022791+0.00085794i,-0.00022217+0.0013212i,4.2298e-05+0.001688i,0.0013615+0.0011617i,0.0011809+0.00076052i,2.3236e-05+0.00099565i,-0.00053551+0.00076721i,-0.00022786-3.06e-06i,-3.5211e-05+7.6149e-05i,-0.00058364+0.00015029i
0.0020386+0.0018593i,0.0031282+0.0014174i,0.0027198+0.0012817i,0.0021832+0.00069418i,0.0014214-0.00027554i,0.00064004-0.00071601i,-0.00043316-0.0011414i,-0.0010559-0.0013015i,-0.00037361+0.0001012i,0.00033067+0.00079706i,-1.3736e-05+0.00022971i,0.00012031+2.2827e-05i,0.00070354+0.0002583i,0.00018139+0.00062533i,-0.00017272+0.00087133i,0.00012145+0.00088792i,-0.00028454+1.0277e-05i,-0.00023251-0.00082295i,0.00038869-0.00053174i,0.00076216-0.00041653i,0.00037158+5.7648e-05i,0.00020098+0.00097245i,0.00029865+0.0012068i
-0.0010421-0.0014278i,-0.0021685-0.0024155i,-0.0026463-0.001635i,-0.0020137+0.00023531i,-0.0016673+0.0011278i,-0.0012299+0.0011554i,0.00010224+0.00097766i,0.0005402+0.00069344i,7.0476e-05+0.00010145i,3.3612e-05-0.00013731i,-6.334e-05-0.00030458i,-5.0471e-06-0.00034634i,1.1811e-05-0.00034431i,0.00067424+6.4079e-05i,0.0011097+0.00088061i,-0.00021026+0.0005167i,-0.00026299-2.3103e-05i,0.0010909+0.0012858i,0.0011437+0.0016553i,0.00012278+0.00058022i,-0.00047388-0.00015959i,-6.6573e-05-0.00010408i,0.00033648+4.5946e-06i
0.001688+0.0017362i,0.0014711+0.00022312i,0.0013552-0.0012985i,0.00048833-0.001466i,-0.00096155-0.00091366i,-0.0018481-0.00096488i,-0.0019937-0.00031116i,-0.0021013+0.0008157i,-0.0014662+0.0010078i,-0.0001716+0.0010368i,-0.00015243+0.00088702i,-0.00033913+0.00039076i,0.00052423+0.00049143i,0.00046787+0.00071227i,0.00020034+0.00043659i,0.00062877+0.00050823i,0.00031633+0.00065651i,-0.00018902+0.00065965i,0.00013726+0.00036427i,0.00012785-0.00024364i,-0.0002771-0.00033276i,-0.00054927+0.00042663i,-0.00054432+0.00088613i
-0.00037455+2.3141e-05i,-0.00037126+0.0013432i,-0.0012347+0.001258i,-0.0016341+0.00041769i,-0.0015171+0.00048539i,-0.000556+0.00047793i,0.00097774+0.0001189i,0.00083686-0.00031232i,0.00032447-0.00012252i,-0.00016829+0.00074965i,-0.00017209+0.0010265i,0.00028099+0.00061097i,0.00039066+0.00054388i,0.0003402+0.0006299i,0.00038528+0.00021595i,0.00011129+3.2183e-05i,-0.00012138-0.00031859i,0.00021682-0.000768i,0.00028621-0.0010678i,-0.00076571-0.00049582i,-0.0013595+0.00033172i,-0.00097913+0.00048144i,-0.00059045+0.0001244i
0.00097565-0.0012848i,0.0010706-0.00081426i,0.00011189-0.0011321i,-0.0010559-0.00060996i,-0.0016905+5.1301e-05i,-0.00095239+0.0016746i,0.00047904+0.0016255i,0.00047756+0.00072042i,-0.00065758+0.00037735i,-0.00076926+0.00042876i,-1.7216e-06+0.00098086i,-0.00016691+0.00064905i,-0.00045829+0.00026088i,0.00033506+0.00054659i,0.00059424+0.00046594i,0.00023602+0.00066457i,0.00021265+0.0010663i,0.00036638+0.0013765i,0.00021449+0.001102i,-0.0002886+0.00012231i,2.1907e-06+0.00031162i,0.0010623+0.0004456i,0.0011068+1.7222e-05i
-0.00033881+0.001671i,-0.00042701+0.0018856i,-0.0012237+0.0019081i,-0.00083116+0.0018351i,0.00015827+0.0015806i,0.0012771+0.00098573i,0.0011682+0.0004747i,0.00063609+0.00050134i,0.0002008+0.00028339i,-0.00013575-0.00065687i,0.00036518-0.00060606i,0.00047163-0.00044805i,9.7665e-05-0.00025198i,0.00040087-7.7866e-05i,0.0003572-0.00010609i,0.0002484+0.00071922i,0.00058958+0.001199i,0.00056364+0.0004336i,0.00049323-0.00039668i,0.00073407+1.2004e-05i,0.00097481+0.00042812i,0.00072473+1.9391e-05i,0.00015723+0.00012794i
-0.00011621-5.4851e-05i,0.0013987+0.00043721i,0.0018301+0.0017397i,0.00035037+0.0022152i,-0.00047286+0.0015653i,1.6128e-05+0.00045725i,0.00052127-0.00057662i,0.00081302-0.00055248i,0.00059111+6.0168e-05i,0.00074743+0.00010571i,0.00098524-0.00025109i,-3.9051e-05+0.00028064i,-0.0010055+0.00014143i,-0.00096237-0.00064915i,-0.00046607-0.00017235i,-0.00024034+0.00037271i,0.00017379+0.00037806i,0.00045984+0.00021425i,0.00049885+0.00028512i,0.00010853-0.0001225i,-0.0005851-0.00050096i,0.00013473-0.00027806i,0.00080421-0.00025973i
0.0010881+0.0012984i,0.0013779+0.0012236i,0.0021152+0.0010457i,0.0017304+9.7798e-05i,0.00086132+0.00012452i,0.00058254+0.00085279i,0.00042885+0.00087269i,0.00016176+0.00085425i,9.8513e-05+0.00098278i,0.00011789+0.00056243i,0.00024538+0.00052721i,-0.00015107+0.00096862i,-0.00068562-0.00044502i,-0.00068269-0.00091008i,-0.00052342+0.00020652i,-0.00027518+0.00063576i,-0.00077856+0.00049021i,-0.0005277+0.00015659i,0.00013577-0.00035074i,0.00013808-0.00078312i,-0.00042072-0.0004792i,-0.00086039+0.00046246i,-0.00077757+0.00088533i
0.00045081-0.0013481i,0.0012966-0.0015938i,0.00090483-0.0014238i,-5.5323e-05-0.00055481i,-0.00072404+0.00046668i,-0.00016441+0.00030131i,0.00039434-0.00087059i,0.00012168-0.0019465i,-0.00080094-0.0022419i,-0.0009198-0.00094542i,-0.00027732+0.00075647i,-2.5945e-05+0.00097921i,9.9081e-05+0.00042583i,0.00018069+0.00018022i,0.00040767+0.00071468i,0.00070128+0.0008542i,0.00012854+0.00064921i,-0.00057834+0.00026495i,0.00022248+4.5772e-05i,0.00023263-0.0005377i,-0.00049696-0.0010252i,-0.00066011-0.00011466i,0.00036496+0.00015984i
0.0021883+0.0012606i,0.0023826+0.001246i,0.0025215+0.0016659i,0.0012999+0.0011588i,0.00049708+0.00028035i,0.00033987+0.00027079i,0.00030168+0.0010132i,0.00037661+0.00057369i,0.00020649-0.00027708i,-0.00013064-0.00023209i,-0.00010454+0.00024613i,-7.9952e-05+0.00057092i,-0.00089057+0.00037447i,-0.0012785+0.00039538i,-0.0004859+0.00028585i,-0.00010425-0.00011611i,-0.00010442+0.00047637i,-9.5394e-05+0.00072258i,-7.4034e-05+0.00079811i,-0.00050267+0.0011164i,-0.00089676+0.00044394i,-0.0010793+0.00059141i,-0.00079755+0.0013367i
-0.00077324-0.00051383i,0.00021347-0.00072132i,0.00046241-0.00016778i,0.00059187+0.00030013i,0.00063945+0.00086479i,-0.00030242+0.00051086i,-0.00095859+2.9509e-05i,-2.249e-05-5.414e-06i,0.00059773-0.00013776i,0.00027226-0.00024514i,-8.8036e-05-0.00034908i,-0.00033219-0.00027754i,-0.00037895+9.5861e-05i,0.00048748+0.0012793i,0.00124+0.002014i,0.0010424+0.0011331i,0.00047794+6.7498e-05i,-5.9972e-05-0.00010113i,-0.00035811+0.00074717i,0.00021135+0.00029895i,0.00038557-0.00058649i,-0.00054051-0.00060392i,-0.0008081-0.00068307i
0.0025338+0.00054383i,0.0031964-0.00037074i,0.0032649-0.00092792i,0.0017935-0.0013211i,0.0002689-0.0015359i,-0.00082495-0.00089762i,-0.00069245-0.00063527i,-0.00065292-0.00067739i,1.4442e-05-0.00082602i,0.0012711-0.0011751i,0.001258-0.0006173i,0.00090699+0.00019642i,0.00026553+0.00049162i,-0.00059563+0.00074381i,-0.00071298+0.00030809i,0.00033089-0.00013037i,0.00071646-0.0001832i,-4.6664e-05-0.00028914i,-0.00026232+0.00015273i,-0.00020924+0.00016399i,0.00014726-0.00024543i,0.00039134-0.00019595i,9.7346e-05+0.00071448i
-0.00046994-1.3305e-06i,0.00058593+0.00016368i,0.00024287+0.00047531i,-5.749e-05+0.0007829i,0.00026173+0.00089015i,0.0012298+8.4978e-05i,0.00095667-0.00071777i,-0.00042944-0.0008398i,-0.00029021-0.0009678i,0.00032918-0.0011091i,0.00056912-0.00058289i,8.853e-05-0.00031954i,-0.00090188-5.5269e-05i,-0.0011599+0.00050671i,-0.00034314+0.00068776i,-0.0001203+0.00051526i,-0.00021612-0.00021514i,0.00017488-0.00031151i,0.0003777+0.00063081i,0.00017771+0.00047487i,-0.00028123-0.00025642i,-0.00034703-0.00028981i,2.9327e-05+0.00032668i
0.0015289-0.00026257i,0.0011283+0.00029717i,-5.4678e-05+1.8426e-05i,-0.0011709-0.00053464i,-0.0012097-0.00057174i,-0.0010959-0.00044134i,-0.00058632-3.5645e-05i,-0.00069634-3.9713e-05i,-0.00037595-0.00026415i,-0.000106-0.00014862i,-0.00068515+4.9323e-05i,-0.00032697+0.00012099i,-0.00014496+0.00041812i,-0.00020915+0.00070205i,-0.00035371+0.0013726i,-0.00053491+0.0013368i,-0.00030987+0.00075348i,-0.00047318+2.3302e-05i,-0.00031166+6.4619e-05i,3.4414e-08-0.00015244i,0.00027177-0.00081667i,0.00041607-0.00047934i,-0.00030867+0.00016237i
0.0012205+0.0016649i,0.00056154+0.00080944i,0.00031439+0.00049462i,-0.0002539+0.0014999i,-0.0012081+0.0018381i,-0.001949+0.0010201i,-0.0019378+0.00061811i,-0.0012517+0.00048963i,-0.00077738+1.5104e-05i,-0.00048996+2.0842e-05i,3.2485e-05-0.00032451i,0.00010529-0.00024814i,-0.00024461+2.4322e-05i,5.9878e-05-4.6149e-05i,-0.00029995+0.00011541i,-0.00016965-0.00026488i,9.4774e-05-0.00020356i,-0.00039005+0.00041861i,-4.3131e-05+0.00061851i,0.00063858+0.00026558i,3.6275e-05+6.7956e-06i,-0.00080058+0.00051959i,-0.00054489+0.0014219i
0.00045154+0.00026766i,0.001622+0.00028318i,0.0015322-5.0388e-05i,-8.0771e-05+0.00037125i,-0.00095136+0.00095411i,-0.0002598+0.0013786i,0.0015402+0.0014252i,0.001602+0.00031879i,-4.8805e-05-4.0382e-05i,-0.00029157-8.4482e-05i,-0.00031545-0.00060893i,-0.00072954-0.0010143i,-4.6769e-07-0.00081147i,0.00071649+5.1909e-06i,0.00024844+0.00080395i,0.00031354+0.00092611i,0.0006851+0.00037569i,0.00050524+0.00016585i,5.5573e-05+0.0002796i,-0.00031515+0.00059363i,-0.00050555+0.00051788i,-0.0002119+0.00070848i,-9.8957e-05+0.00094913i
-0.00037088-0.00063361i,0.00027793-0.0012916i,0.00026345-0.001614i,-0.001828-0.00047445i,-0.0022674+0.00046364i,-0.0012507+0.00018599i,-0.00011414+0.00047961i,0.00019737+0.00091405i,6.8124e-05+0.00010224i,8.425e-05-0.00012134i,-8.5682e-05+0.00030996i,-0.00013015+0.00047619i,-0.00023175+0.00040352i,0.00028223+0.00027563i,0.00084936+0.0010462i,0.00017968+0.0017609i,0.00016282+0.00078493i,0.00062328-0.00057119i,0.0008269-0.00017966i,0.00044409+0.00022123i,-6.2085e-05+6.2406e-05i,-0.00022727+1.7465e-05i,-0.00059861-8.0535e-05i
-0.00011289+0.00079904i,-0.00029633+0.00098942i,0.00021521+0.0014178i,0.0013202+0.0016656i,0.0020546+0.0016162i,0.0014181+0.00059695i,0.00031101-0.00076256i,0.00015492-0.0012992i,0.0004306+4.2208e-05i,0.00028037+0.00065037i,-0.0002532+0.0001035i,-0.00075496+0.00018962i,-0.00074113+0.0002184i,-0.00097006+0.00010763i,-0.00092279+2.423e-05i,6.6362e-05+0.00017564i,0.00097583+0.0001624i,0.00063714+5.4683e-05i,0.00018438-0.00018335i,0.00042906-0.00020326i,0.00098125+5.9523e-05i,0.00055196+0.00026319i,9.3221e-05+0.00059763i
0.0026921+0.00048152i,0.0029408-0.00089254i,0.0033049-0.0028239i,0.001234-0.0023533i,-0.0017276-0.00071022i,-0.0027912+0.00054455i,-0.0016181+0.00090973i,0.00023753+0.00071503i,0.0008073+0.00051628i,0.00078359+0.00056742i,0.00088302+0.00030632i,0.00086123-0.00025822i,-0.00016492+0.00030918i,-0.00026051+0.00078901i,0.00042123+0.00084103i,0.00043009+0.00084625i,0.0002052+0.00092202i,-5.4014e-05+0.00049296i,0.00021554-0.00013575i,0.00021339+0.00016825i,-6.9154e-05+6.9028e-05i,5.2112e-05-0.0003716i,0.0001387-0.00020384i
0.00011224+0.0023483i,0.00077313+0.0015472i,0.0016731+0.00064135i,0.001084-0.00012798i,6.6805e-05-0.00026741i,-0.00087326-0.0010532i,-0.0012629-0.0015987i,-0.00045306-0.00024748i,-0.00019255+0.00075302i,-0.00031444+0.00015545i,-0.00010544-0.00083271i,-0.0003463-0.0003485i,-0.00073891-0.00033727i,-0.0013189-1.1465e-05i,-0.0017406+0.00025587i,-0.0011981+0.00019862i,-0.00042309+0.00027606i,-0.00013444+0.00086448i,-0.00024651+0.00084302i,-0.00031479+2.6869e-05i,0.00047415-2.0261e-05i,0.00022661+8.3601e-05i,-0.00057021+0.00048613i
0.0013518-0.00018955i,0.0014737-0.00089787i,0.00093376-0.0013701i,0.00046464-0.00084154i,0.00020222-0.00015836i,4.9703e-05+0.00019431i,0.00015857-0.0001137i,0.00072293+0.00020103i,0.00095123+0.00051952i,0.00019714+0.00012113i,-0.00048519+0.00041429i,-0.00039073+0.00052336i,-0.00021034-0.00010725i,0.00030117-0.0002734i,0.00037868+0.00035076i,0.00031716+0.00051887i,0.00077412+0.0007637i,0.001343+0.0010618i,0.00085484+0.00036859i,-0.00023266-0.00015455i,-0.00055144-0.00070658i,-0.00037721-0.00076236i,0.00011652+4.3568e-05i
0.0011584-8.0486e-05i,0.0016124-0.0012096i,0.00020807-0.0010553i,-0.0018454-0.00023557i,-0.0022673+0.0011774i,-0.0013796+0.0017412i,-0.0005829+0.0009533i,-0.00012731+0.00063998i,-0.00045535+0.00071073i,-0.00063238+0.00049768i,0.00024249-5.8593e-05i,0.0010863-0.00045604i,0.00054332+0.00049052i,-5.6937e-05+0.0012515i,0.00029576+0.00048435i,0.00021089-0.00011496i,0.00017594+2.3244e-05i,-0.00024757+7.675e-05i,-0.00081538-0.00030171i,-0.0010161-0.00083986i,-0.00063789-0.00040693i,-0.00037081+0.00014905i,-0.00029595+0.00029685i
4.1307e-05+0.00097203i,-0.00046032+0.0019065i,-0.00072174+0.0018275i,-0.00094388+0.00030429i,-0.00048204-4.7837e-05i,-0.00032006+0.00088248i,-0.00060358+0.00028402i,1.9469e-05-0.00059823i,0.00021045-0.00054986i,-0.00043884-0.00033111i,-0.00071125+0.00028264i,-0.00045701+3.028e-05i,-0.00058568+0.00025082i,-0.0010932+0.00051762i,-0.00092479-0.00017395i,-0.00010284-0.00018787i,1.9586e-05-0.00018269i,8.2401e-05-0.0002285i,0.00019701-0.00040822i,0.00047548-0.00061673i,0.0010908+0.00012267i,0.00093449+0.00033717i,0.00051523-0.00038349i
0.0016547-5.2586e-05i,0.0013581-0.0010868i,0.00079727-0.00094957i,0.00037102-0.0010335i,0.00071162-0.0009115i,0.00098943-0.00022644i,0.00050061+0.00088272i,-0.00044444+0.00096411i,-0.00044638+0.00020511i,-0.00012932-0.00052171i,0.00014572-0.00093085i,0.00053718-0.00085182i,0.00049889-0.00068274i,-0.00019223+0.00056872i,-0.00010451+0.0014297i,0.00094624+0.0012702i,0.0012455+0.0010731i,0.00064733+0.00071681i,-8.2252e-06+0.0005161i,0.00038052+0.0005849i,0.00058968+0.00076581i,-4.6567e-05+0.00048883i,-0.00068718+0.00017711i
-0.00055789-0.0019892i,-0.00042344-0.0018019i,-0.0017441-0.00067379i,-0.0019211+0.00027989i,-0.0013259+0.00081379i,-0.00034014+0.001505i,0.00032282+0.0014026i,0.00017196+0.00078882i,-0.00033432+6.1291e-05i,-0.00026648+0.00023301i,0.00024142+0.00070572i,0.00094055+0.00057865i,0.0012239+0.00036856i,0.00069325-5.388e-05i,-0.000241-0.00021827i,-0.00076655-0.00038326i,-0.00045472-0.00040322i,-0.00039819-0.00033932i,-0.00022708-0.00044966i,-5.2013e-05-0.00095767i,-0.00020527-0.00094298i,-0.00016506-0.00067795i,0.00046122-0.00022459i
0.0015317+0.0012688i,0.001555+6.2213e-05i,0.0027115+0.00040214i,0.002488+0.0011138i,0.00014251+0.00081873i,-0.0010883+0.00094845i,-0.00034635+0.00071434i,0.00070774-1.2711e-05i,0.0011411-0.00072742i,0.0012592-0.0008576i,0.00052746-0.00020891i,0.0007502-0.00060298i,0.00082542-0.0010205i,9.7657e-05-0.0005411i,-0.00041169+0.00037853i,-0.00042722+0.0010621i,0.0002012+0.00016725i,0.00046021-0.00072978i,8.6885e-05-0.00096802i,-0.00010836-0.00090842i,6.3028e-06-0.00036075i,-0.00011078-0.00047077i,-0.00020812-0.00050785i
0.001107-0.0012237i,0.0013974-0.00062344i,0.0010372+6.1422e-06i,0.00072022+3.3437e-06i,-0.00048359+0.00083304i,-0.0011922+0.0019574i,-0.00061498+0.002007i,0.00027151+0.00048648i,0.00058136+5.8327e-06i,0.00039643+0.00044156i,0.00048047+0.00018871i,0.00068201+0.00010525i,0.00079736+0.00028887i,0.00044144+0.00067324i,-0.00040414+0.00065621i,-0.00027486+0.00027229i,0.00017001-0.00018587i,0.00073955-0.00046801i,0.0011633-0.00024963i,0.00050873-0.00040512i,-9.9899e-05-0.00022307i,-0.0001017+0.00077191i,-0.00022019+0.000875i
-0.00058178-0.00027813i,-0.00012542-0.00061503i,-0.0015992-0.00047785i,-0.0020062+0.00012009i,-0.00017748+0.00010058i,0.00022585-5.4349e-05i,0.00017631-0.00033463i,0.00076744-0.00056615i,0.00063524-0.00063535i,-0.00027439+0.00013706i,-0.0005285+0.00078992i,-0.00016856-0.00029045i,-0.00023338-0.0014479i,0.00011615-0.0013565i,0.00053795-0.0005228i,0.00023104-0.00011751i,0.00025269-4.7273e-05i,-0.00027487+0.00032784i,-0.00061022-0.00037558i,0.00025524-0.00073145i,0.0008863-0.00015797i,0.00048552+0.00043977i,-5.92e-05+0.00013052i
0.00026323-0.00034399i,0.00075226+0.0010298i,-0.00024415+0.0010419i,-0.0006768+0.0012161i,-0.0010257+0.0018061i,-0.0013616+0.0015213i,-0.00073543+0.00088136i,-9.4494e-05-6.2297e-05i,0.00012747-0.00093048i,0.00061357-0.00092018i,0.00044993-0.00054295i,-0.00012327-0.00043374i,-0.00021002-0.00049159i,-8.9226e-05-0.00065737i,0.00023485-0.00015046i,0.0002399+0.00032477i,-0.00014935-0.00025368i,9.955e-05-0.00059373i,0.0008093+2.2116e-05i,0.0001728+0.00055159i,-0.0005936+0.00024876i,-0.00055181+0.00012505i,-0.00050858+0.00035466i
0.0007419-0.00019468i,0.00051038-0.00092093i,-0.00030792-0.0019659i,-0.00094625-0.0014566i,-0.0011584+0.0004506i,-0.00054719+0.001987i,1.0238e-05+0.0012102i,2.4878e-05+4.6285e-05i,-0.0004279-0.00036164i,-0.00032302-0.00048792i,0.00049486+0.00010977i,0.00066439+0.00023966i,0.00047008-0.00026324i,0.00070884+0.0001638i,0.00063856+0.0005102i,0.00033837+0.00011319i,-0.00028998-0.00037739i,-0.00034286-0.0008774i,0.0003771-0.00057577i,0.00071779-7.4676e-05i,0.00037124+0.0004359i,-0.00010205+0.00067121i,0.00013732-1.5553e-05i
0.00142+0.000338i,0.0018514+0.00010809i,0.0010634+0.00021324i,0.00038029-0.00030367i,0.00024386-0.00052088i,-0.00015742-0.00047197i,-2.2452e-05-0.0010576i,0.00022491-0.0012286i,3.9452e-05-0.00048687i,0.00028006-6.8863e-05i,0.00011089-0.00054059i,-0.0003899-0.00036832i,-0.00096789+6.0999e-05i,-0.00035739+0.00047148i,0.001176+0.00061683i,0.00087809+0.00082939i,0.00046194+0.00082274i,0.00084189+1.4713e-05i,6.6974e-05-0.00021882i,-0.00074781+6.1968e-05i,-0.00048732+0.00020143i,0.00048496-4.3567e-05i,0.0010944-0.0001708i
0.00030153+0.00061727i,-0.00026894+0.00048084i,-0.00079286+0.0007999i,-0.00082423+0.0012392i,-0.00017455+0.0021751i,0.00049184+0.0010051i,0.00019422-1.9546e-05i,-0.00010036+0.00023276i,0.00012304-5.1618e-05i,0.0011123-0.00030709i,0.0017392+9.1095e-05i,0.0011961+0.00042185i,-0.00015155-0.00065777i,-0.00087802-0.00080566i,-0.00064534-0.00049451i,-0.00055344-0.00013972i,-0.00064892+4.3612e-05i,-0.00038409+5.6202e-05i,1.5298e-05-0.00011367i,-0.00040524-0.0005167i,-0.00018829-0.00035917i,0.00038444+0.00045082i,0.00035229+0.00050164i
-0.00067742-0.00020758i,-0.00033915-0.00019647i,-0.00098843+0.0009424i,-0.0021669+0.0020848i,-0.0014669+0.0024107i,0.00018807+0.0016267i,0.00027885+0.0010485i,0.00020826+0.0001836i,0.0008586-5.7286e-05i,0.0011793+0.00054288i,0.00070389+0.00036938i,0.00033351-0.00016514i,5.6039e-05-0.00021739i,6.1585e-05-0.00053065i,0.0002606-0.0006923i,0.00013993-0.00028906i,0.00015662+9.9526e-06i,0.00014064+0.00023102i,0.00045716+0.0003019i,0.00094839-0.00019078i,0.0011855-0.00073438i,0.00079656-0.00014464i,-0.00022722+0.00068766i
0.0019314+0.0012316i,0.0020736+0.00042703i,0.0027225-0.00042542i,0.0020985-0.00076179i,-0.00036705-0.00058846i,-0.00069091-0.00016559i,-0.00011853+0.00016207i,-8.1649e-05+0.00060297i,4.1858e-05-0.00014424i,0.00017591-0.00082353i,-0.00019448-0.00016426i,-0.00040489+0.0014214i,-0.00012803+0.00083833i,0.00061367-0.0002928i,0.00088691+0.00099645i,0.00041731+0.0015348i,-0.00023335+0.0012623i,-0.00081987+0.0013402i,-0.0010685+0.0009051i,-0.0009217-8.1161e-05i,-0.00079421-0.00054322i,-0.00082218-0.00038109i,-0.00077528-0.00028592i
0.00084742+0.00052964i,0.0015698+0.00011517i,0.001228-0.00031351i,0.0011583-0.00020557i,0.0015986+0.00045217i,0.0012875-0.00048405i,-6.6716e-05-0.0013766i,-0.00045796-0.0010173i,0.00014597-0.00062199i,-0.0001027-0.00019801i,-0.00025267+0.00010938i,-0.00071534-0.00019938i,-0.00084899-5.4154e-05i,-0.00034964+0.00086839i,-0.0002265+0.0012516i,-0.00019359+0.0011957i,-0.00060286+0.0010667i,-0.0009645+0.00064911i,-0.00022916+0.00014446i,0.00059504-0.00040452i,0.0007442-0.00052114i,0.00099336-0.00023356i,0.00077044-8.6747e-05i
0.00090118-0.00078138i,0.0001127-0.00024705i,-0.00088802+0.00056154i,-0.0019258+0.00049534i,-0.0020665+0.00016201i,-0.0015484+0.00022862i,-0.00081614+0.00043381i,0.00028169+0.00014585i,0.00048156-0.0005161i,0.00020202-0.00024056i,0.00019589-4.0214e-05i,-0.00046499+0.00019862i,-0.001082+0.00014619i,-0.00073439-0.00011184i,-0.00049721+2.6784e-05i,-9.4044e-05+0.00012293i,-0.00026243+0.00054216i,-0.000375+0.0010605i,4.5842e-05+0.00086983i,-6.1396e-05+0.00057162i,0.00073258+0.00044726i,0.0011501+0.00028932i,0.00034121-1.8578e-05i
0.0017462+0.0013207i,0.0022918-0.00033837i,0.0020878-0.0011216i,0.00030737-0.0012694i,-0.00014044-0.0018179i,-0.0001631-0.00051612i,-0.00049147+0.00096611i,-6.6674e-05+0.0005435i,0.00048349-4.1202e-05i,0.00024954-0.00059216i,-0.00013269-0.00094794i,-0.00071501-0.00083564i,-0.0010706-0.00074857i,-0.00014971+0.00020466i,0.00016777+0.0013152i,0.00030866+0.00085926i,0.00049652+6.0835e-05i,-0.00033898-0.0001187i,-0.00089444-0.00037106i,0.00031106-0.00097231i,0.0011506-0.00021775i,0.00034874+0.00040174i,-0.00016106+0.00041252i
0.0015772-0.00030743i,0.0026637-0.00047475i,0.00246-0.0004089i,0.0012981-0.00053151i,0.00041792-0.0013493i,6.8142e-05-0.0013199i,-5.7165e-05-0.00087196i,-0.00012924-0.00034917i,1.2206e-05-0.00012057i,-4.9023e-05-0.00035263i,9.4924e-05-0.00047277i,0.0004406+0.00033327i,-0.00062149+0.00091467i,-0.0010154+0.00066636i,-0.00028897+0.0006533i,-0.00074083-1.8496e-06i,-0.00029203-0.00018239i,0.00042452+0.0005749i,-0.00048899+0.00086992i,-0.00096879+0.00091768i,-0.000135+0.0001995i,0.00065654-0.00062725i,6.0567e-06-0.00039451i
0.00013518+0.0003554i,0.001024-0.00078839i,0.00071263-0.00081097i,-0.0002115-0.00037446i,1.2221e-05+7.7297e-05i,0.0004598+0.00019975i,0.00068448+4.7468e-05i,0.00071731+0.00035569i,0.00064883+0.00044102i,0.0007623+0.00034402i,0.00018083+7.6336e-05i,-0.00050825-0.00034529i,-0.00083001-0.00023815i,-0.0012967-0.00037973i,-0.00087932-0.00032403i,0.00017706+0.00042062i,0.00011497+0.00035905i,-4.8942e-05-0.00024665i,0.00045373+4.9331e-05i,0.00078703+0.00023118i,0.00067045+0.00052901i,-0.0003568+0.00084406i,-0.00026931+0.00060805i
0.0014499+0.0011979i,0.0028368+0.00019243i,0.002459+0.00031615i,0.00097372+0.0009294i,0.00054481+0.00037158i,6.4531e-05-0.00024973i,-0.0013961-8.3139e-05i,-0.0012959+0.00021976i,0.00014838+0.00044777i,0.0007351-0.00047348i,0.00031787-0.0005377i,-0.00077409+0.00044774i,-0.0015453+0.00038658i,-0.0013105+8.5078e-05i,-0.00081265+0.0006415i,-0.00021103+0.00080164i,0.00029346-3.6045e-05i,0.00010341-0.00037677i,0.00010812+9.0139e-05i,0.00040738+0.00041247i,0.00032586+8.0902e-05i,-0.00023748-0.00011267i,0.00039765+0.00015773i
