-0.0024275-0.00032477i,-0.0028292-0.00057596i,-0.0047022+0.00026169i,-0.0043196+0.00061572i,-0.0023281+0.0010791i,-0.00048189+0.0016529i,0.00053489+0.0010957i,0.00086818+0.00056322i,0.0014005+4.1035e-05i,0.001793-0.0009711i,0.0013946-0.00091521i,0.0010272+5.46e-05i,0.0015917+0.00026032i,0.0013887+0.00055167i,0.00014663+0.00039154i,-0.00033053-0.00028103i,-0.00052837-1.1439e-06i,-0.00072652+0.000642i,-0.00072712+0.00029563i,-0.0002364+1.3949e-05i,-0.00020228-8.0011e-05i,-0.0012576-0.00049295i,-0.00081661-0.00072943i
0.00045331+0.00025181i,0.00037069+0.00019964i,-1.3621e-05-0.00014832i,-0.000774-0.00091078i,-0.00077215-0.00045037i,-0.00014914+0.00046592i,0.00030852+0.00040527i,0.00086726-0.00090279i,0.0018456-0.0015167i,0.0012719-0.0012079i,-0.00013371-0.00082259i,-0.000214-0.0001942i,0.00041581+0.00073247i,0.001019+0.00034692i,0.0013763-0.00059082i,0.0010069-0.00010254i,0.00028579+0.00051852i,6.2294e-06+0.00029369i,0.00038464-0.00013202i,0.00038141-0.00026107i,-2.7491e-05+0.00031288i,-0.00039365+0.00069406i,-0.00071823-6.1058e-05i
0.001963-0.00081149i,0.00124-0.00024483i,0.0019123-9.4509e-05i,0.00098065-0.00043812i,-0.00047214-0.0011831i,-0.00067096-0.0011116i,9.1707e-05-0.00075434i,0.00012697-0.00031341i,-0.00031781+0.00014464i,-0.00025875-0.00095671i,-4.7697e-05-0.00080465i,-0.00033594+0.0010232i,-0.00025046+0.0012977i,0.0010145+0.00044193i,0.00096549-0.00022733i,8.3767e-05-0.00085347i,-0.00035752-0.00054499i,-0.00072422-0.00013895i,-0.0004586+0.00022177i,-0.00020887+0.00043247i,-1.4925e-05+2.3839e-05i,-0.0002408-0.00048518i,-0.00018014-0.000143i
0.0001742+0.001114i,-0.0003702+0.0017975i,-0.00028918+0.0027465i,-3.8195e-05+0.0026312i,0.0004165+0.0019308i,0.0012536+0.00020684i,0.0012498-0.00083434i,0.00087188-0.0010978i,0.000668-0.0011473i,-5.9566e-05-0.00024561i,-0.00027632+4.1568e-05i,1.0177e-05-0.00039095i,0.00068612+0.00017023i,0.0016756+0.00071567i,0.0015843+5.3922e-05i,0.00073932-0.00031078i,0.00027265-0.00044358i,0.00018021-0.00091272i,-0.00033981-0.00089426i,-0.00035058-0.00081203i,0.00025321-0.00014417i,0.00092031+0.00018871i,0.00067397-0.00023886i
-0.0006663-0.0017925i,-0.00077753-0.0011881i,-0.00094316-0.00040978i,-0.00087494+0.00021002i,-0.001446+0.00099641i,-0.0011652+0.0014641i,0.00081227+0.0011316i,0.0013035-1.3223e-05i,0.00040219+8.9696e-05i,0.00043524+0.00086372i,0.00054199+0.0010049i,0.00016171+0.00055649i,-0.00032138+2.9146e-06i,6.5372e-05+0.00013372i,0.00036391+0.00051173i,-0.00059659+0.00010293i,-0.0016255-0.00083394i,-0.0013817-0.00057252i,-0.00015944-0.00020024i,-0.00020693-0.00018221i,-0.00022608+0.00033984i,0.00047541+0.00060608i,0.00035284+4.8665e-05i
0.0028771+0.00052986i,0.0025272-0.0010286i,0.0030072-0.0019352i,0.0020908-0.0021856i,0.00072022-0.0020125i,-0.00018056-0.00052536i,-0.00043154-0.00080446i,-0.00083608-0.0014203i,-0.00087766-0.0004904i,0.00078883+0.00049717i,0.001303+0.0011309i,0.00036153+0.00099108i,-1.1113e-05+0.00011842i,-0.00038773-0.00072497i,-0.00056687-0.00061077i,0.00016127-0.00026277i,0.00024886-0.0010445i,0.00041404-0.0010948i,0.00061056-7.1478e-05i,-1.7728e-05+0.00075418i,-3.413e-05+0.00027828i,0.00057193-0.0003661i,0.00047196-3.0077e-05i
0.0018242+0.0019773i,0.0010751+0.0024051i,0.0014502+0.0012699i,0.0011244-0.00063067i,8.432e-05-0.00068162i,-0.00070794+9.4503e-05i,-0.0007197+0.00042767i,9.7481e-05-0.00023832i,0.0011733-0.00053455i,0.0015303-0.00023108i,0.00049091-0.0002057i,0.00032341-0.00020424i,0.00072905-0.00022429i,0.00011973-0.00021116i,-0.00018019-0.00067484i,-0.00056127-0.0013251i,-0.0011866-0.00068938i,-0.0015297-9.9793e-05i,-0.0012616-0.00011135i,-9.1518e-05-0.00024977i,0.00046489+7.421e-05i,0.0002678+0.0005992i,-0.00014426+0.00047754i
-0.0022823-0.00026829i,-0.0013772-0.00025844i,-0.0026188+0.00034279i,-0.0035683+0.0013061i,-0.0023649+0.0018304i,-0.000516+0.0011914i,0.00038584+0.00043411i,0.0010891+0.00089012i,0.001349+0.00092447i,0.001273-0.00028473i,0.00080938-0.0011074i,0.00011772-0.00043323i,0.00027547+0.00098161i,0.00021824+0.0012999i,-0.00020866+0.0010279i,-0.00052802+0.0010424i,-0.0011913+0.00060258i,-0.00090284-0.00030656i,-0.00040805-0.00042341i,-0.00077807+0.00013195i,-0.00067638-0.00031527i,-0.00015655-0.00078457i,0.00011069-0.00028426i
0.0013512-0.00028796i,0.00024862-0.00020645i,-0.00042106-0.00075893i,-0.00055604-0.00038469i,-0.00032272+0.00081701i,0.00015046+0.001401i,0.0006544+0.0010603i,0.0010496+0.00030486i,0.0017091-0.00016489i,0.0017104-0.00039595i,0.00060338-0.000991i,8.5719e-05-0.0015258i,-0.00039694-0.0011889i,-0.00059588-0.00059313i,-0.00045684-0.00018936i,-0.00048709-0.00039359i,3.7306e-05-0.00062437i,0.00017255-0.00057571i,0.00042537-0.00095279i,0.00052468-0.0006399i,0.00051818+0.00027375i,0.00033717+0.00057961i,0.00013376+0.00062489i
0.0024245-0.00062312i,0.002053-0.00099761i,0.0018881-0.0016375i,0.00067572-0.0016725i,-0.001285-0.00076178i,-0.0014392-0.00011314i,1.4403e-05-0.00019137i,0.0013771-0.00023097i,0.001262-0.00029238i,0.00051939-0.0013733i,0.00025037-0.002i,-1.7174e-05-0.00075682i,-0.00014218+0.0011631i,0.00041767+0.0013805i,0.00032183+0.00075793i,-5.7656e-05+0.0003465i,-0.00027731-0.0002067i,-0.00039978-0.0010354i,-0.00055547-0.00084538i,-0.00088502-5.9523e-05i,-0.00053386+7.2745e-06i,1.1014e-05+9.3612e-05i,0.00013783+0.00041508i
0.00035282+0.00076963i,0.0001257+0.0010384i,-0.00055401+0.00062396i,-0.0017878+0.00016398i,-0.0012831+0.00040297i,-0.00086234+0.0012048i,-0.00020502+0.00093511i,0.00061853-1.7332e-06i,0.0010671-0.0007577i,0.00059441-0.0011063i,-0.0006296-0.0010231i,-0.00050399-0.0011171i,0.00035947-0.00012632i,0.0004875+0.000776i,-3.5811e-05-7.6792e-05i,-0.0002304-0.0012714i,-0.00021389-0.0012664i,5.7058e-05-0.00096845i,-5.5663e-06-8.9344e-05i,-0.00028379+0.00056042i,-0.00024513+0.00041831i,-0.00023202-0.0001678i,-0.00010617-0.00049181i
-0.00073733+0.0003356i,-0.00083724-0.00016849i,-0.00019144-0.0006678i,0.00039863-0.00019282i,-3.5745e-05-0.00020264i,-0.0004868-0.00054093i,0.00036196-0.00080724i,0.00064961-0.0005173i,-1.9045e-05-0.00045166i,-0.00071935-0.00027903i,-0.00058606+0.00022398i,0.00030428+0.0005595i,0.0014479+0.001186i,0.0019299+0.0010889i,0.0011656+3.6347e-05i,0.00012449-0.001001i,8.1874e-05-0.00066679i,0.00029785-0.00052618i,-0.00014164-4.8637e-05i,0.00019601+0.00073949i,0.00028623+0.00042762i,0.00019077-0.00022269i,4.7925e-05+0.00021323i
-0.00073277-0.00090431i,-0.0011091-0.00026242i,-0.0017189+0.0015322i,-0.001867+0.0020179i,-0.0010379+0.0017898i,0.00017628+0.00082112i,0.0011955-7.8037e-07i,0.0012478-0.00023963i,-0.00035245-0.00019541i,-0.00040582+2.3936e-05i,0.0010014-2.5966e-05i,0.00086995+0.00088027i,0.00084392+0.0011271i,0.0018155-0.00035876i,0.0014111-0.0013609i,0.00031405-0.00094767i,-0.00042791+5.8786e-05i,-0.00062942+0.00020124i,-0.00020541-7.3179e-05i,4.3977e-05+9.6987e-05i,-0.00013495+0.0001893i,-0.00024901-3.3878e-05i,-0.00013124+2.0122e-05i
0.0008471-0.00017909i,-0.00048529-0.0007331i,-0.0017081-0.0014335i,-0.003199-0.001975i,-0.0034062-0.0013374i,-0.001644+9.2003e-05i,8.7305e-05+0.00075327i,6.4073e-05+0.00015399i,-0.00087595-0.00021345i,-0.00091352+0.00040064i,-0.00018442+0.00037844i,0.00013355+4.6317e-05i,2.6278e-05-0.00020277i,0.00058257-0.00049405i,0.00086521-0.00051309i,-0.00031176-0.00050687i,-0.00061734-0.001001i,0.00018111-0.00094056i,0.00080614+0.00010368i,0.0013841+0.00021439i,0.00084957+0.00020386i,0.00013094-0.00022021i,-0.00043686-0.0005404i
0.00043486+0.001678i,0.00012622+0.0012123i,0.00037058-0.00075814i,0.00032143-0.0010026i,-9.7703e-05+0.00042636i,-1.3089e-05+0.00082396i,0.00016687+6.8908e-05i,0.00086255+0.0002995i,0.0011946+0.0012188i,0.0011073+0.0013405i,0.0011747+0.0003089i,0.00082311-0.00053715i,0.00036029-0.00022792i,-0.00029392+8.7638e-05i,-0.00017136-0.00067112i,0.00018824-0.0010313i,9.0541e-05-0.00038372i,-0.00031491+0.00029661i,0.0001148+0.00023665i,0.00082401+0.00039418i,0.00088299+0.0007204i,0.00095897+0.00055004i,0.00098938+0.00030515i
-0.0011528+0.00054546i,-0.001315+0.00072427i,-0.0011334+0.0020879i,-0.00096624+0.0026135i,-0.00082955+0.00202i,-0.00054033+0.0007413i,0.00079179-0.00019839i,0.0017197-0.0002093i,0.0012171-0.00027339i,0.0011-4.467e-06i,0.0017744-0.00017168i,0.0012195-0.00072809i,0.00039424-0.00074533i,0.00061784+9.5561e-05i,0.00016543+0.00049002i,-0.00034094-0.0002904i,-3.6755e-05-0.00083705i,-4.8682e-05-0.00023065i,5.7662e-05+0.0001496i,0.00036296-9.2254e-05i,0.00052559+0.00020543i,-0.00012587+0.00063659i,-0.00043426+5.7262e-05i
0.00088015+0.0011752i,0.00099197+0.00025985i,8.1036e-05-0.0011483i,-0.0011177-0.0012847i,-0.0010965-0.0011171i,-0.00044707-0.00078684i,0.00081946-9.7859e-05i,0.0015437+3.6465e-06i,0.0010514-0.00056785i,0.00086535-0.0011378i,0.0004866-0.0012825i,5.9382e-05-0.0004633i,-0.00058174-4.4127e-05i,-0.00064267+0.00016723i,-8.2589e-05+0.0004484i,0.00027019-0.00045045i,0.00036672-0.00058961i,-4.3866e-05+4.4662e-05i,-0.00014858+4.898e-05i,4.1781e-05+0.00011788i,0.00057523+0.00040789i,0.00062816+0.00024305i,0.00014916-0.0003035i
0.0036013-0.00027984i,0.0024875-0.0015435i,0.0025436-0.0020962i,0.001728-0.0022053i,-0.00019009-0.0014513i,-0.0002368+0.00024909i,0.00070313+0.00043224i,0.00057435-0.001002i,0.00097735-0.0021124i,0.0015208-0.0025278i,0.0009744-0.0025863i,0.00019879-0.0020485i,0.00015706-0.0010039i,0.00055117-0.00025726i,0.001049-0.00034784i,0.00068692-0.00013328i,0.00014892-2.0189e-05i,-0.00018942-0.00015805i,-0.0011925-0.00043782i,-0.0013621-0.00045482i,-0.00030563+0.00022044i,-8.8648e-05+0.00032295i,-8.867e-05+7.6737e-05i
-0.0031956+0.0010512i,-0.0035157+0.0010873i,-0.0039507+0.0017191i,-0.0032486+0.0023322i,-0.0021796+0.0014002i,-0.00022663-0.00031154i,0.0014817-0.00022854i,0.0012628-0.00048412i,-4.7781e-05-0.0010551i,-0.00039867-0.00061897i,-0.00028574+9.0402e-05i,-0.00050035+0.00027869i,-0.00010767+0.0014659i,0.00099626+0.0016096i,0.0012863+5.0913e-05i,0.0004716-0.0011292i,-0.00089591-0.0013359i,-0.0017506-0.0010279i,-0.001359-0.0011637i,0.00020684-0.0011275i,0.00129-0.0011594i,0.0011407-0.00063593i,0.00030358-0.00011208i
0.0022934+0.00068256i,0.0017783+0.00013379i,0.0013491-0.001501i,0.00078776-0.0021862i,8.3119e-06-0.00092824i,0.00032858+0.00013929i,0.00071233+7.142e-05i,-0.00010895-0.00088328i,-0.0011321-0.0016115i,-0.0011058-0.0011737i,-0.0010913-7.8985e-05i,-0.00046199+0.00036328i,0.00064793+0.00037604i,0.0010492+0.00022506i,0.000911-0.00010822i,0.00066345-0.00090593i,8.9756e-05-0.0010352i,-0.00014872-0.0010161i,2.8857e-05-0.00031625i,-0.00043467+0.00081016i,-0.0011037+0.00016808i,-0.00088096-0.00035976i,-5.8669e-05-0.0001426i
-0.00078496+7.7702e-05i,-0.0013161-0.00016319i,-0.0020845-0.00010083i,-0.0029447+8.56e-05i,-0.0024111+0.00013616i,-0.0010283+0.00065123i,0.00096476+0.00054521i,0.0018521+1.8258e-05i,0.00062407-0.00031006i,-0.00044416-0.00029938i,-0.00077045+1.6336e-05i,0.00030102+8.8463e-05i,0.0019075+0.0003502i,0.0020928+0.00024735i,0.0010582-0.00020726i,-0.00067109-0.00045163i,-0.0019666-0.00058238i,-0.0016791-0.00079674i,-0.00038879-0.00032887i,-0.00030259+0.00084306i,-0.00052205+0.00048471i,0.00036171-0.00048916i,0.00043805-0.00050062i
0.0021586-0.0011996i,0.0014678-0.00085574i,-0.0005993-0.00048178i,-0.0023624+0.00046525i,-0.0021016+0.0017286i,-0.00070478+0.0016908i,0.00067926+0.00078235i,-0.00023084+0.00051421i,-0.00074135+0.00097459i,0.00024217+0.0012014i,0.0010919+0.0010062i,0.0012725+0.0007739i,0.00088155+0.0002197i,0.00072615-0.00047416i,8.0466e-05-0.0006057i,-2.3731e-05-0.00011494i,-0.00027377+0.00021971i,-0.0003023-0.00045366i,-0.00012744-0.0002265i,-0.00027648+0.00062194i,0.00014432+0.00035939i,0.00042873-8.0473e-05i,0.00088254+0.00037024i
0.00092287+0.0015068i,0.0017787+0.0017773i,0.0026356+0.00023741i,0.0015042-0.0016229i,0.000133-0.0013917i,-0.00024139-0.00022263i,-7.8887e-06+0.00023361i,0.00031634+5.5489e-05i,0.0010445+0.00045754i,0.0019364+0.00084625i,0.0017879+0.00056053i,0.0013341-9.2556e-05i,0.0010087-0.0001201i,0.00034019+0.0010589i,-9.7495e-05+0.0013838i,-0.00013314+0.00041171i,-0.00020562-0.00034057i,-0.00044861-0.00033477i,7.4932e-05-0.0001182i,0.0010448+2.4158e-05i,0.00039399-8.8888e-05i,-0.00030695+4.2047e-05i,-6.2666e-05+2.6333e-05i
-0.00042776+0.00068104i,-0.00048913-0.00129i,-0.0015956-0.00143i,-0.0022885-0.00049445i,-0.0023854+0.00059822i,-0.0013855+0.00042448i,0.00030277-0.00067048i,0.00078227-0.00031236i,0.00092468+0.00091927i,0.0014631+0.00114i,0.0011122+1.4888e-06i,0.00014309-0.0011895i,-0.00021228-0.00093178i,0.00022056-0.00037385i,0.00049808-0.00042833i,0.00061857-0.00038006i,0.00095688+0.00020435i,0.00046706+0.00019587i,-0.00044116-0.00015931i,-0.0010065+0.00030311i,-0.00091207+0.00078115i,-0.00048464+0.00035029i,-0.00046264-0.00031626i
-0.00060662-0.0011168i,-0.0023663+6.8411e-05i,-0.0038698+0.00011016i,-0.0037059+0.00016432i,-0.0026331+0.001278i,-0.00070958+0.0014987i,0.00065008+0.00013627i,0.0012937-0.00037353i,0.0016434+0.00031041i,0.0016473+0.00019185i,0.0010046-0.00062723i,-1.7049e-05-0.00011256i,-0.00032396+0.00095448i,-0.00020686+0.00076004i,0.00014568-0.0001202i,3.5603e-05-0.00057689i,-0.00041519-0.00062637i,-0.00069467+9.0056e-06i,-0.00097095+1.7236e-05i,-0.00054002-0.00027842i,-0.00038035-0.00016892i,-0.00021326+0.00020215i,7.8642e-05+0.00054113i
0.001431-0.002817i,-0.00078075-0.0026159i,-0.001288-0.0032868i,-0.0016112-0.0026074i,-0.00242-0.00079037i,-0.0014725+0.0010654i,0.00033601+0.0011742i,0.00037908+0.00019273i,0.00057834-0.00092304i,0.00089059-0.0015624i,-0.00013371-0.0016111i,-0.00071295-0.00090856i,-0.00055331-6.1851e-05i,6.4566e-05-1.3604e-05i,-0.00017638+0.00022006i,-0.0011005+0.00061782i,-0.00064297+0.00026388i,0.00046912-0.00025601i,0.00074094-0.00032329i,0.00025311-0.00016857i,0.00035711-0.00032425i,0.00014335-0.00011348i,-0.00018014-0.00039349i
0.00095479-0.00090231i,0.00086586-0.0019379i,-0.00072634-0.0029504i,-0.0026445-0.0010467i,-0.0028415+0.0013752i,-0.0019813+0.0025585i,-0.00059715+0.0016618i,0.00048388+4.3512e-05i,0.00061742-0.0011874i,-4.0633e-05-0.0016618i,-0.00062548-0.001086i,-0.00018577-0.0005329i,0.00030985+0.00010704i,0.0006746+0.00050688i,0.0010229+0.00054928i,0.00054417+0.00062956i,0.00035053-3.8561e-05i,0.00039796-0.00042424i,0.0001872+0.00018445i,0.00013628+0.00034882i,-0.00034819-0.00023805i,0.00015489-0.00024023i,0.00022379+0.0003191i
-0.0010731+0.0022698i,-0.0011439+0.00081895i,-0.00075721-0.00010156i,-0.001163-0.00072428i,-0.00096625-0.00044604i,0.00037879+4.3987e-05i,0.0012733+0.00013555i,0.00066251+0.00030629i,-0.00062809-0.00035111i,-0.00096965-0.00095757i,-0.00070033-0.00038609i,-7.7778e-05+0.00053869i,0.0011047+0.0011337i,0.0010952+0.0010664i,0.00094279+0.00062659i,0.00056814+0.00012709i,-0.00023169-0.00019405i,6.6995e-05-0.00043214i,0.00078778+3.136e-05i,0.0004801+0.00046395i,4.6412e-05+0.00027382i,-0.00051224+0.00033544i,-0.00049266+0.00021093i
-0.0011+0.00152i,-0.00042196+0.0012838i,0.00015831+0.0027227i,-2.5242e-05+0.0032466i,2.1613e-05+0.0021793i,0.00026425+0.0011028i,0.00095148+0.00075651i,0.0013756+0.00017691i,0.00084783-0.00056863i,0.00011001-0.00021474i,0.000724+0.00062334i,0.0017361+0.00071292i,0.0021448+0.00087774i,0.0018235+0.00028248i,0.0014013-0.00030323i,0.00047943+3.4565e-05i,-0.00062774+0.00010084i,-0.0012967+0.00064633i,-0.0012793+0.00081659i,-0.0006954+0.00011669i,-0.00017381+0.00041708i,0.00074184+0.00072874i,0.00018942+7.7716e-05i
0.00094754+0.0019671i,0.001197+0.0013918i,0.00041294+0.0012935i,4.9561e-07+0.00088547i,0.00010927+1.1359e-05i,0.00060438+0.00038378i,0.0012572+0.00067374i,0.0011629+0.00041284i,0.00071551+0.0010564i,3.1057e-05+0.0014434i,0.00024998+0.00080749i,0.00093577+0.00048529i,0.0013425+0.00015321i,0.0011406-0.00056101i,0.00031859-0.00090923i,-0.00022525-0.00034526i,-0.00051646+0.00012775i,-0.00069755+8.5335e-05i,-0.00047239+0.00027668i,-0.0007538-2.4636e-05i,-0.0014495-0.0005351i,-0.0011007-0.00033614i,0.00059374-8.9986e-05i
0.0011803-0.00074374i,0.00050443-0.001684i,0.00085753-0.0022105i,0.00076299-0.0019902i,-0.00031397-0.00071473i,-1.7411e-05+9.281e-05i,0.00091838+0.00030801i,0.00077627+0.00037199i,0.00024156+0.0003523i,5.0057e-05+0.00037214i,0.00021837-0.00046895i,0.0007642-0.00042448i,0.00025648-2.9452e-05i,0.00010283-0.00021333i,7.1158e-05-0.00053547i,-0.0002676-0.00058981i,7.1896e-05-0.00029033i,-3.0244e-05-0.0001905i,-0.00046063+2.3986e-05i,-0.00028505+0.00081202i,0.00042721+0.0013666i,0.00057955+0.00097542i,0.00033525+0.00013134i
-0.00045324+0.0010109i,-0.0012965+0.0005506i,-0.0013671+0.0003665i,-0.0010111+0.00056343i,-0.00074008+0.00092563i,-0.00015793+0.00058814i,0.0012005+4.0031e-05i,0.0012568+9.457e-05i,0.00040556+0.00022416i,0.0012804+0.00013963i,0.0015116-0.00069357i,-7.042e-05-0.0011245i,-0.00095231-0.00055693i,-0.00026472-0.00030783i,0.00049962-0.00031343i,0.00032582-0.0001906i,-0.00048348-6.9966e-05i,-0.0010252-0.00042349i,-0.00035365-0.00049903i,0.00042028-0.00039024i,0.00036415-0.00024434i,0.00054246+0.00014118i,0.0001444-0.00018768i
-0.00055549-0.0018i,-0.0016539-0.0020441i,-0.0032389-0.0016092i,-0.0042082-0.00092403i,-0.0034774-0.00087585i,-0.00092429-0.00082511i,0.00026398-0.00033096i,0.00015746-0.00032396i,-0.00013256-0.00067221i,0.00027341-0.00063601i,2.5012e-06-0.0010172i,-0.00095578-0.00094197i,-0.00041236+6.1066e-05i,0.0011152+0.00059922i,0.0014359+0.00097466i,0.00022447+0.0003168i,-0.00067576-0.00031611i,-0.0011398+9.3935e-05i,-0.0010584+0.00012125i,-0.00023341+0.00010614i,-0.00029395+0.00031561i,-0.00042454+0.0002166i,0.00040146+0.00039367i
-0.00096706+0.0010248i,-0.00030973+0.00079967i,-0.00015221+0.0021707i,-0.00088101+0.0028499i,-0.00071668+0.0023257i,0.0012038+0.0017515i,0.0025065+0.00017806i,0.0022892-0.00073152i,0.001139-0.00096451i,0.00044969-0.0014191i,0.00022849-0.0017625i,-0.00036057-0.0011957i,-6.1823e-06+0.00025316i,0.00059403+0.00095779i,0.00021417+0.00073756i,-0.00067038+9.2767e-05i,-0.00078065+6.5257e-05i,-0.0003158-0.0003692i,-0.00039351-0.00058747i,-0.00077062+1.1747e-06i,-0.00033678+0.00057001i,0.0010852+0.0010827i,0.0011339+0.00051557i
0.00074508+0.00018382i,0.00029509-0.00067374i,-0.00053-0.0018041i,-0.0017896-0.0010851i,-0.0030231-0.00010489i,-0.0022582-0.00095435i,-0.00040422-0.0011902i,0.00057384-0.00076882i,0.0010336-0.00093336i,0.00092583-0.0012552i,-0.00060666-0.00053822i,-0.0012713+0.00059559i,0.00025808+0.0011575i,0.0013366+0.00064802i,0.0011008+0.00015641i,-0.00026571-0.00053735i,-0.00045693-0.00073263i,-0.00059869-0.00016625i,-0.00077566+1.9974e-05i,-0.00032359+0.00023713i,-4.5711e-05+8.7311e-05i,0.00011488+0.00010564i,8.6023e-05+0.00080387i
0.0018114-0.0017792i,0.00029864-0.0023486i,-0.00044366-0.0042258i,-0.00042012-0.0043194i,-0.0012004-0.0024235i,-0.0015925-0.00016534i,-0.0010087+4.7893e-05i,-0.00018726-0.00027376i,0.00026654-0.00011981i,-0.00018846-0.00069669i,-0.0013099-0.00043624i,-0.0012243+0.00090327i,-0.00013946+0.0012424i,0.00053103+0.00068597i,0.00055786+0.00072049i,-0.00019779+0.00052221i,-0.0010547+6.7006e-05i,-0.0013569-0.00072609i,-0.00060276-0.00088626i,0.00015587-0.00041043i,-0.0001966-0.00028211i,-0.0010422-0.00042493i,-0.0016204-0.00062899i
-0.00078654+0.0012654i,0.00036492+0.0012298i,-0.0001645+0.0018115i,-0.00022742+0.0022576i,0.00016349+0.0012062i,0.00017098+0.00029133i,0.00064765+0.00038638i,0.00098555+0.00055893i,0.00036035+0.00070986i,-6.6441e-05+0.0012283i,0.00044224+0.0011884i,0.0014373+0.00049713i,0.0020156+0.00066492i,0.0019123+0.0008075i,0.0013826-0.00054375i,0.00024821-0.0012936i,-0.00078851-0.0010694i,-0.0011368-0.00074459i,-0.00065176-0.00029407i,-6.2933e-05+0.0010143i,-0.00024552+0.0011095i,0.00021151+0.00047901i,0.00041939+0.00071056i
-0.0015827-0.0011305i,-0.0014588+0.00013469i,-0.0028105+0.00024542i,-0.0031534+0.00067806i,-0.00095215+0.0015072i,0.00056624+0.001862i,0.00056573+0.0012635i,0.00013715+0.0010386i,-0.00015099+0.0011151i,0.00047869+0.0010309i,0.0013693+0.00093837i,0.001758+0.0006528i,0.001741+6.4687e-05i,0.0017745-0.00014794i,0.0011237+0.00012067i,0.00018772-0.00011351i,-0.00024728-0.00060085i,-0.00081727-0.00055503i,-0.0010334-0.00033827i,-0.00016431-0.00029826i,0.00048337+9.7762e-05i,0.00025167+0.00055115i,0.00028334+0.00012366i
0.00049583+0.0010802i,-0.00033865-8.1249e-05i,-0.00078186-0.0015909i,-0.0011462-0.0017002i,-0.0010647-0.00037686i,-0.0002759+0.0015685i,0.00057068+0.0014905i,0.00086164+0.00014139i,0.0016034+0.00057258i,0.0024851+0.001264i,0.0021891+0.00053951i,0.00090705-0.00017335i,-2.9498e-05-0.00011008i,0.00066307+0.00012609i,0.00091537-0.00045845i,0.00023123-0.00081542i,-7.9888e-05-0.00079435i,-0.00012414-0.0007665i,6.6466e-05-0.00043257i,0.00050574-0.00028025i,0.00033452-0.00060825i,-0.00028808-0.00046119i,0.00013652+3.721e-05i
-0.0010239+0.0029646i,-0.00075759+0.0028561i,-0.0010889+0.0023362i,-0.00085107+0.0023816i,0.00018982+0.0016702i,0.00088108-1.6429e-05i,0.001177-0.0007551i,0.0014064-0.00016571i,0.0013827+0.00039131i,0.0020949+0.00044276i,0.0027311-0.00028042i,0.0015281-0.00075228i,0.00080474-0.00056097i,0.0009618-0.00016515i,0.00033179-0.00016695i,-0.00030829-0.00056076i,-0.00035476-0.00098406i,-4.4834e-05-0.00024785i,0.0012401+0.0019015i,0.0020011+0.002077i,0.0018108+0.00081859i,0.0015472+0.0010541i,0.0006591+0.00085152i
-4.8281e-05+0.0026548i,-9.3677e-05+0.0025145i,-0.00010908+0.0029284i,0.00033582+0.0026347i,0.00056512+0.0023028i,0.00011887+0.00094378i,0.00057347-0.00081898i,0.0002555-0.0009227i,7.6472e-05-0.001103i,0.001342-0.0021185i,0.0009957-0.0025493i,-0.00056196-0.002079i,-0.0004332-0.0013368i,0.0012464+0.00036359i,0.0014314+0.0005317i,0.00074755-0.00085436i,0.00031668-0.0011993i,0.00022274-0.00076933i,0.00018542-0.00032691i,0.0003075-7.5048e-05i,0.00051621+0.00030497i,0.00061992+0.00053796i,0.00035443+0.0001517i
-0.00093833-0.00055595i,-0.00080229-0.00052545i,-0.0015246+0.00011004i,-0.0017043+0.0010428i,1.8543e-05+0.0015616i,0.001281+0.001242i,0.00085778+0.00031148i,0.00084368-2.6172e-05i,0.00084072-0.00019081i,0.00087159-0.0012376i,0.00030038-0.0018053i,-0.0013766-0.00092728i,-0.0016579+0.00030499i,-0.00081775+0.00068455i,-0.00035509-0.000485i,-0.00019635-0.0010574i,-0.00045738+1.0213e-05i,-9.4881e-05+0.00036146i,0.0011523-7.638e-05i,0.0015747+1.6373e-05i,0.00082727+0.00010151i,0.00071174+0.00088694i,0.00063241+0.0014657i
0.00072343-0.00023921i,0.0015255-0.00059605i,0.0010916-0.00037909i,-0.00075843-0.00019713i,-0.00067194+4.5434e-05i,0.00057719-0.0006726i,0.0015508-0.00098401i,0.0015777-0.00069524i,0.0013407-0.00057448i,0.00059834-0.00049052i,-0.0014141-0.00042076i,-0.0025872-4.7568e-06i,-0.0019854+0.0013819i,-0.00019142+0.0016283i,0.000608+0.00028969i,-0.0003257-0.00030677i,-0.0012059-0.00053122i,-0.00079038-0.00038685i,-0.0007973-0.0010088i,-0.00019118-0.00103i,0.00055312+1.3264e-05i,-3.3109e-06+0.00023394i,-0.00012312+0.00031926i
-5.2015e-05+0.00010158i,-0.00079434-0.0011281i,-0.000403-0.0030467i,-0.00075729-0.002668i,-0.0019249-0.0013687i,-0.0013192-0.00032796i,0.0001689-0.00048573i,0.00030705-0.001202i,-0.00018767-0.00077977i,-0.00041303-0.00050904i,-0.00067795-9.0947e-05i,-0.00022961+0.00031942i,0.00074173+0.00033054i,0.00096985+0.00076778i,0.0001837+0.00058754i,1.7321e-05-0.00027601i,0.00012084-0.00074692i,-0.00021866-0.0010962i,-0.00043917-0.00057287i,-0.00044033-0.00037766i,0.00050252-0.00040305i,0.00081503+3.6045e-06i,0.00041051+6.7539e-05i
