-0.0014896+0.00091094i,0.0005037-0.0015612i,0.00032325-6.8071e-05i,0.00094988+0.0025787i,0.0017164+0.0044802i,0.0028435+0.0040897i,0.0030624+0.0024178i,0.0016171+0.0019799i,0.0010209+0.0013297i,0.0015046+0.00073395i,0.0011309-0.00052307i,0.00047008-0.0020601i,0.00032186-0.0015192i,-0.00020059-0.0010974i,-0.00076249-0.0009866i,-6.2883e-05-0.00060663i,0.00021502-0.00084949i,-0.00018565-0.00055461i,-0.00035825-0.00048066i,-0.00029373-0.00072148i,-1.5e-05-0.00051658i,0.00011831+1.3032e-05i,0.00022349-0.00031942i
0.11747+0.11463i,0.14152+0.13052i,0.11845+0.097134i,0.067864+0.064826i,0.013491+0.045984i,-0.015499+0.02919i,-0.015904+0.013824i,-0.010026+0.0024335i,-0.0077767-0.0041357i,-0.0047396-0.0053671i,1.7004e-05-0.0035288i,0.0027576-0.0015491i,0.0031989-0.0016758i,0.0028409-0.0026571i,0.0031577-0.0011282i,0.0045602+0.0022904i,0.0039779+0.0034627i,0.0012137+0.0040406i,0.0026065+0.0055167i,0.010197+0.0065094i,0.016299+0.0048959i,0.015605+0.0011501i,0.010923-0.0023737i
-0.1541-0.0072465i,-0.1781-0.0080386i,-0.12919+0.0028307i,-0.05998+0.0083338i,-0.0099328+0.0077756i,0.017363+0.0088599i,0.027603-0.0010695i,0.024179-0.014143i,0.011886-0.014578i,0.0023725-0.005182i,-0.0014468+0.004506i,-0.0033598+0.0094135i,-0.0037224+0.0087183i,-0.0028039+0.0052396i,-0.0020536+0.0030907i,-0.00016907+0.0039393i,0.0042081+0.0032303i,0.0069847-0.00086058i,0.0038238-0.0042485i,-0.0041541-0.0047741i,-0.0097489-0.0033915i,-0.0071455-0.0011909i,-0.0010943+0.0018442i
0.1152-0.093734i,0.13823-0.10582i,0.095047-0.089935i,0.035846-0.056432i,0.015359-0.023322i,0.019045-0.0086021i,0.021611-0.0049993i,0.016918-0.0072682i,0.0074111-0.010868i,-0.0027802-0.010457i,-0.0084794-0.0085068i,-0.0096449-0.0062698i,-0.0098338-0.00095604i,-0.0078583+0.0034087i,-0.0019141+0.002329i,0.002715-0.0016767i,0.00093329-0.0020131i,-0.0030433+0.0014838i,-5.3928e-06+0.0038804i,0.0088688+0.0042401i,0.014681+0.002331i,0.012842-0.00097835i,0.0061691-0.0031982i
-0.020876+0.13548i,-0.028128+0.15738i,0.00062077+0.11556i,0.037107+0.052391i,0.045336+0.01242i,0.036349-0.0070861i,0.023616-0.017464i,0.013971-0.017665i,0.0086972-0.013668i,0.0040957-0.0080186i,0.0020522-0.0038396i,0.0010232-0.0039384i,-0.0001528-0.0034016i,0.0022963+0.00043022i,0.0041092+0.0038619i,0.0024019+0.0051426i,0.0027148+0.0037086i,0.0039894-0.00013006i,-0.00058122-0.0025794i,-0.011226-0.001627i,-0.018288-0.001134i,-0.01617-0.00045502i,-0.0099398+0.0017325i
-0.068624-0.10527i,-0.081946-0.12798i,-0.076788-0.085019i,-0.068757-0.032773i,-0.061328-0.017979i,-0.044975-0.010556i,-0.020985+0.0046446i,-0.00086581+0.0090332i,0.0066649+0.0045858i,0.0026824+0.0022391i,-0.0030028+0.0018653i,-0.0039287+0.00099335i,-0.0021736+0.0002454i,0.00051648-0.00036091i,0.0024374-0.0023992i,-0.00099166-0.0044102i,-0.0049659-0.0036211i,-0.0045087-0.00090354i,-0.00055631+0.0010387i,0.0072202+0.0018084i,0.013133+0.0026528i,0.010446+0.0040324i,0.003915+0.0044124i
0.11174+0.031403i,0.13839+0.038251i,0.11186+0.019334i,0.076017+0.0014167i,0.055654+0.0072766i,0.03225+0.017116i,0.01302+0.017516i,0.0068877+0.015265i,0.0067841+0.0097564i,0.0064743+0.00099463i,0.0049157-0.0063267i,0.0027288-0.010082i,-7.0264e-05-0.01195i,-0.0021642-0.0098103i,-0.0016371-0.002756i,0.00084292+0.0025138i,0.0020329+0.0026398i,0.0010393-0.00028657i,-0.0028104-0.0023614i,-0.0096335-0.0016912i,-0.014184-0.00024771i,-0.012033-0.00024059i,-0.0062905-0.00069229i
-0.099354+0.054122i,-0.11929+0.062181i,-0.088381+0.055923i,-0.052265+0.044095i,-0.029775+0.030566i,-0.0062996+0.017315i,0.0077218+0.010704i,0.0087094+0.010596i,0.0075223+0.0095965i,0.0066528+0.0049267i,0.0054883+0.0028399i,0.0047329+0.0031294i,0.0018993+0.001923i,-0.002424+0.0016437i,-0.0045156+0.0016615i,-0.0051298+0.0013378i,-0.0050799+0.002155i,-0.002918+0.002668i,0.0018192+0.0012828i,0.010305-0.0020324i,0.016144-0.0052261i,0.01391-0.0063432i,0.00841-0.0056351i
0.031014-0.098841i,0.042666-0.11563i,0.035272-0.091395i,0.02794-0.062913i,0.02627-0.041159i,0.020452-0.024109i,0.011684-0.011659i,0.0062861-0.0023209i,0.0021936+0.0020011i,-0.001097-0.00037392i,-0.0026911-0.003065i,-0.0019673-0.0027762i,-0.0011497-0.0017509i,-0.0020181+0.0016346i,0.00019369+0.0061182i,0.0057065+0.004615i,0.009151+0.00038923i,0.0079948-0.00023785i,0.0027919+0.0010804i,-0.006385+0.0023732i,-0.013187+0.0021603i,-0.013102+0.0001973i,-0.010376-0.0014962i
0.040084+0.086856i,0.035822+0.10242i,0.021796+0.0794i,0.0099727+0.046746i,-0.0025494+0.017095i,-0.011761-0.0009847i,-0.015881-0.0047417i,-0.014933-0.001085i,-0.0079466+0.0011801i,-0.00077104+0.0012232i,0.0030062+0.00093739i,0.0054546+0.00065941i,0.0070773+0.00062286i,0.0065946+0.00099929i,0.0040236+0.00063993i,0.0016651-0.00089955i,0.00036583-0.0015784i,0.00056485-0.0016929i,0.0027429-0.0022127i,0.0067033-0.0031827i,0.010264-0.0034369i,0.010342-0.0023708i,0.00854-0.0018504i
-0.074921-0.033162i,-0.078648-0.049151i,-0.052034-0.041576i,-0.027027-0.021151i,-0.010745-0.0050507i,-0.0090836+0.0030218i,-0.011408+0.0018639i,-0.010316-0.0011369i,-0.008116-0.00033001i,-0.0035897+0.0019457i,3.9919e-05+0.0032761i,0.0017998+0.0027314i,0.0039285+0.0012281i,0.0057733-0.00079403i,0.0053126-0.0016345i,0.0027928-0.0017528i,0.0016969-0.0034547i,0.0015117-0.0036795i,-0.00074619+0.00076687i,-0.0042253+0.0055529i,-0.0064825+0.0084636i,-0.0059488+0.0088872i,-0.0038187+0.0069766i
0.076757-0.022527i,0.091327-0.01057i,0.070634-0.0036998i,0.040044-0.0083732i,0.020959-0.007161i,0.011905-0.0023904i,0.0038569+0.0012199i,-0.0051914+0.0017433i,-0.0075981+0.0017679i,-0.0033516+5.5456e-06i,-0.0014514-0.0016618i,-0.0024594-0.00039719i,-0.0028632+0.0011429i,-0.0031807-0.001297i,-0.0037262-0.0035309i,-0.0029856-0.0017543i,-0.0025202+0.00077925i,-0.0042618+0.0015733i,-0.0032609+0.0015657i,0.0027683-0.00070817i,0.0085546-0.0045799i,0.010166-0.0063718i,0.0094818-0.0073635i
-0.032339+0.063275i,-0.052314+0.065949i,-0.03719+0.045049i,-0.0072759+0.02328i,0.0048393+0.008703i,0.010841-0.0036487i,0.011883-0.011969i,0.0040421-0.010236i,-0.00046627-0.0042619i,0.0017238-0.00015123i,0.0037798+0.0016115i,0.0037921+0.0021251i,0.002643+0.0019523i,0.00051814+0.001957i,-0.0016903+0.0017732i,-0.0019478+0.0023282i,0.00016785+0.002876i,0.00092365+0.0020364i,-0.00063555+0.0014209i,-0.0041981+0.002022i,-0.0079412+0.0023748i,-0.0089281+0.0027863i,-0.0076034+0.0041642i
-0.014949-0.063375i,-0.0071425-0.079772i,-0.0067832-0.056827i,-0.013545-0.028914i,-0.011633-0.025773i,-0.0055353-0.023982i,-0.0010787-0.016036i,0.0020086-0.012174i,0.00012598-0.0086777i,-0.0047995-0.0026354i,-0.0060151+0.0025892i,-0.0047913+0.0052246i,-0.0037602+0.0067213i,-0.001415+0.00677i,0.0015689+0.0042714i,0.003681+0.0015886i,0.0043126+0.00081765i,0.0039546+0.0012497i,0.0043821+0.00086774i,0.0041834-0.0016355i,0.0026861-0.0040332i,0.0012296-0.0048417i,4.7421e-05-0.0049862i
0.050342+0.035064i,0.059876+0.050161i,0.045808+0.035314i,0.026515+0.016351i,0.014538+0.013302i,0.005149+0.0076775i,0.0026947-0.0036622i,0.0032656-0.010557i,0.0022853-0.010785i,0.0014902-0.0057396i,0.0033892-0.0011746i,0.0042251-0.00026862i,0.002529-0.00048403i,0.0034072+0.00036514i,0.0049903+0.0010124i,0.0052748+0.00025184i,0.0055294-0.0019204i,0.0045776-0.0037672i,6.0506e-05-0.0029092i,-0.0050206+0.00021106i,-0.0061254+0.0041197i,-0.0048283+0.0083617i,-0.0034878+0.01043i
-0.052718+0.0079834i,-0.064593+0.0051404i,-0.041515+0.00034935i,-0.017149-0.0025154i,-0.0057489+0.0010578i,0.0043233+0.0051156i,0.0082555+0.0029235i,0.0061494-0.003761i,0.00076312-0.0069436i,-0.0043191-0.0042577i,-0.0059216+0.00060003i,-0.0050518+0.004036i,-0.0028784+0.0044445i,0.0020805+0.0025058i,0.006477-0.0015764i,0.0052336-0.004702i,0.0020523-0.0042048i,0.00032972-0.0031799i,0.00092946-0.0028791i,0.0044818-0.0023964i,0.0066032-0.0032241i,0.0050701-0.0068201i,0.003335-0.0091478i
0.031468-0.043658i,0.039847-0.047679i,0.029965-0.029122i,0.023276-0.014097i,0.023284-0.0098639i,0.023161-0.0046086i,0.020576-0.00010923i,0.013424-9.3689e-05i,0.0053037-0.0030716i,0.0012417-0.0051259i,-4.9951e-05-0.0047298i,-0.0011059-0.0043753i,-0.0029814-0.0047569i,-0.0043071-0.0023021i,-0.0048734+0.00099965i,-0.004216+0.0023019i,-0.0034899+0.0029483i,-0.0036993+0.0029027i,-0.0038683+0.002503i,-0.0038142+0.0019332i,-0.0028127+0.0016084i,-0.0010055+0.002478i,-0.00021851+0.0034565i
0.0065824+0.048924i,0.0035074+0.051914i,-0.0012561+0.029656i,-0.0037465+0.010343i,-0.0021004-0.0024915i,0.0033751-0.0079835i,0.0082113-0.0049522i,0.0099536+0.00043658i,0.010477+0.0022949i,0.0062528+0.0013117i,0.00078505+0.001431i,-0.0016558+0.00060118i,-0.0013174-0.0022021i,-0.00024696-0.004032i,-0.00017652-0.0020067i,-0.00026834+0.0021141i,-0.00088059+0.0047029i,-0.00061831+0.0042826i,0.00062009+0.0017504i,0.0018771-0.0015245i,0.0013058-0.005074i,-0.0015213-0.0081183i,-0.0035314-0.0090071i
-0.038421-0.028763i,-0.03389-0.031325i,-0.0204-0.019471i,-0.014083-0.0076222i,-0.0097286+0.00090547i,-0.0057355+0.0034398i,0.00073227+0.0035425i,0.0088949+0.0048205i,0.010959+0.0042928i,0.0074219+0.0014705i,0.0040768-0.00066065i,0.0015609-0.0017528i,-0.0009569-0.00087492i,-0.003651+0.003725i,-0.0026073+0.0076974i,0.0017247+0.0069983i,0.0042208+0.0040284i,0.0039501+0.0027399i,0.0026371+0.002758i,0.000735+0.0030087i,-7.1712e-05+0.0038333i,0.00087239+0.0047364i,0.0024478+0.0056214i
0.041576-0.0071868i,0.042295+0.0015718i,0.028939+0.0069365i,0.020201+0.0058435i,0.011742+0.00879i,0.0046566+0.012887i,0.0025375+0.011058i,0.0036425+0.0055001i,0.0054934+0.0024296i,0.005434-0.00013457i,0.0036621-0.0019791i,0.001725-0.0030255i,-0.0001518-0.004168i,-0.0017478-0.0052033i,-0.0018511-0.0045184i,-0.00069997-0.0036973i,-0.00092167-0.0034797i,-0.001987-0.0034364i,-0.0019305-0.003193i,0.00023289-0.0023435i,0.0017956-0.0017018i,0.0013707-0.0019463i,0.0003514-0.0022451i
-0.022438+0.028758i,-0.029801+0.021762i,-0.017441+0.0099976i,-6.4205e-05+0.0061174i,0.0062102+0.0037841i,0.0092136+0.0035384i,0.0079833+0.0039878i,0.002026+0.0061787i,-0.0012102+0.0083662i,-0.00039937+0.0070675i,0.00071196+0.0027082i,0.0024765+0.00017633i,0.0054858+0.0022915i,0.0077044+0.0043168i,0.0072316+0.0033555i,0.0037832-0.00011641i,0.0010947-0.0037184i,0.00080781-0.0043983i,0.0005279-0.0025171i,0.0006024-5.7822e-05i,0.0024203+0.0013072i,0.0050355+0.0015349i,0.0063408+0.0014892i
-0.0022438-0.032099i,0.0074333-0.035764i,0.0077439-0.025526i,0.0030209-0.017353i,0.0074567-0.016574i,0.0068321-0.013519i,-0.00066151-0.005453i,-0.00714+0.0038125i,-0.0089817+0.0090103i,-0.0062745+0.0067694i,-0.0023069+0.0018869i,0.00098527-0.0012743i,0.0012487-0.0034956i,-0.0016094-0.0056902i,-0.0045587-0.0048156i,-0.0056881-0.00035706i,-0.0051891+0.0028832i,-0.0047632+0.0038109i,-0.0039417+0.0044477i,-0.0018816+0.0031423i,-0.0014712-0.0003016i,-0.0030782-0.0028483i,-0.0037174-0.0029671i
0.022692+0.020958i,0.018804+0.03078i,0.0094519+0.020739i,0.00094849+0.004988i,-0.0047293-0.00098864i,-0.0058838-0.0044068i,-0.0048427-0.0040857i,-0.0063137+0.00013381i,-0.0075796+0.0038934i,-0.0040868+0.005974i,-0.00013643+0.0066721i,0.002198+0.005604i,0.0048493+0.0027205i,0.0056222-0.00058474i,0.0048455-0.0019484i,0.0035773-0.0007502i,0.0020495-6.7888e-05i,0.0023058-0.00080287i,0.003771-0.0018964i,0.0030503-0.00087958i,0.00049216+0.0012474i,-0.00015657+0.0016845i,0.00039122+0.00075777i
-0.027645+0.0010154i,-0.031835-0.0055i,-0.018043-0.0036515i,-0.0045616+0.0017154i,-0.0038203+0.0054609i,-0.0049259+0.0042623i,-0.0056791-0.0014142i,-0.0060423-0.0047459i,-0.0065342-0.0048065i,-0.0061536-0.0030002i,-0.0038499-0.0016567i,-0.0028465-0.00077286i,-0.0036683+0.0001394i,-0.0045612+0.0013959i,-0.0031689+0.0025117i,0.00044914+0.0035159i,0.0033928+0.0046271i,0.0032782+0.0049942i,0.0014628+0.004937i,0.0013567+0.0050213i,0.0010903+0.0042595i,-0.00047944+0.0035622i,-0.0016357+0.0033225i
0.019599-0.018862i,0.026255-0.017429i,0.018464-0.0080949i,0.011571+0.0011975i,0.011224+0.0048121i,0.0087948+0.0046718i,0.0040473+3.0832e-05i,-0.0010463-0.0077273i,-0.0043606-0.01213i,-0.0037963-0.0094333i,-0.00037269-0.0026694i,0.0012657+0.0033098i,0.0010612+0.006216i,0.001295+0.0054982i,0.00092899+0.0018854i,0.00069391-0.0012418i,0.00025799-0.0036922i,-0.001114-0.0057289i,-0.0021506-0.0063992i,-0.001898-0.0052837i,0.00023134-0.0032153i,0.0018043-0.0013386i,0.0021417-0.0010068i
0.0016522+0.020983i,0.00028455+0.024418i,0.00097797+0.010735i,0.0018398-0.00086689i,0.0052001-0.005871i,0.0086275-0.0070497i,0.0082656-0.0095717i,0.0034367-0.013121i,-0.00096582-0.012592i,-0.0046866-0.0082617i,-0.0070135-0.0035504i,-0.0056784-0.00063959i,-0.00086335+0.00098473i,0.0047737+0.002285i,0.00682+0.0016588i,0.005347+6.1101e-06i,0.00342-3.378e-05i,0.0022924+0.0023955i,0.0015162+0.0053613i,0.00079887+0.0052354i,8.3931e-05+0.0028637i,-0.00075101-0.00016129i,-0.00030682-0.0012883i
-0.015416-0.01647i,-0.014084-0.015646i,-0.006941-0.0090201i,-0.002409-0.0078258i,0.00062931-0.0075053i,0.0038268-0.0089739i,0.0056116-0.011062i,0.0070189-0.010859i,0.0069767-0.010047i,0.004505-0.0071274i,0.0026817-0.0026403i,0.0029188+0.00092546i,0.0026545+0.0026264i,0.00073521+0.0020026i,-0.0011866+0.0011409i,-0.0020909+0.0014957i,-0.002608+0.00066332i,-0.0040974-0.0013484i,-0.0049822-0.0029133i,-0.0041723-0.003295i,-0.0042976-0.0033937i,-0.0042599-0.0032759i,-0.0036207-0.0027762i
0.021719-0.0018914i,0.018552-0.002108i,0.01064-0.0039903i,0.0051546-0.0052206i,-0.00083654-0.0049487i,-0.0027813-0.0038204i,0.0020234-0.0032923i,0.0087113-0.0039634i,0.011027-0.0046206i,0.0072306-0.0038081i,0.00086714-0.001645i,-0.0039387-0.0020113i,-0.0052829-0.005394i,-0.0030775-0.0083684i,-0.00041193-0.0073332i,0.0012956-0.0038962i,0.0024477-0.00093986i,0.0044854+0.0013662i,0.0068154+0.0028754i,0.0063208+0.0029512i,0.003122+0.0029463i,0.00088389+0.0032202i,0.0010442+0.0028857i
-0.013828+0.014071i,-0.011398+0.010911i,-0.0023828+0.010465i,0.0035409+0.014014i,0.004276+0.014099i,0.0061132+0.011999i,0.0093639+0.0085069i,0.011429+0.005433i,0.011962+0.003012i,0.0090613+0.0011608i,0.0057175-0.00041574i,0.0025181-0.001875i,-0.0010638-0.0016297i,-0.003178+0.0021815i,-0.0025665+0.0055946i,-0.00021023+0.0051374i,0.00020774+0.0028167i,-0.0020907-0.00053853i,-0.004289-0.0036198i,-0.0048574-0.0048944i,-0.0022262-0.0041378i,0.00027213-0.0028484i,0.0002106-0.0020444i
-0.00056073-0.017679i,0.0046965-0.01441i,0.0024262-0.0064658i,-2.947e-05-0.0019613i,0.0068589+0.00093928i,0.011855+0.0024991i,0.011993+0.004493i,0.011667+0.0077396i,0.0098083+0.0080337i,0.0063109+0.0036878i,0.0028673+0.00084436i,0.00043025+0.00087132i,-0.0015945-0.00048967i,-0.003947-0.001555i,-0.0037517-0.0012185i,-0.001013-0.0010654i,0.0012351-0.00058262i,0.0028801+0.00041673i,0.0048654+0.0012418i,0.006366+0.0017015i,0.006589+0.00073738i,0.0057956-0.00072473i,0.0045207-0.00093417i
0.0089614+0.008944i,0.003718+0.010301i,0.001703+0.0051617i,0.0044317-0.0019084i,0.0068699-0.0044544i,0.0094437-0.0043721i,0.0086974-0.00084664i,0.0055342+0.0051019i,0.0034171+0.0085513i,0.0023005+0.0065099i,0.00097633+0.0018869i,0.0011514-0.00076807i,0.0040779-0.00014303i,0.0071013+0.0022918i,0.0075509+0.0044094i,0.0056781+0.004068i,0.002904+0.0028992i,-3.9639e-05+0.001872i,-0.0027034+0.00040351i,-0.0041478-0.0016471i,-0.0045413-0.0032751i,-0.0039484-0.0037533i,-0.0028363-0.0032913i
-0.013064+4.9333e-05i,-0.012627-0.0068674i,-0.006697-0.0073837i,-0.0017797-0.005303i,-0.0013214-0.0049972i,-0.0012896-0.004221i,-0.0025267-0.0028373i,-0.0043342+0.0027256i,-0.0047474+0.0070426i,-0.0029333+0.0061212i,0.0009437+0.0032854i,0.0036598+0.0011706i,0.0040242-0.0012825i,0.0018661-0.0046028i,-0.0026248-0.0043562i,-0.0045396-0.001743i,-0.0018469-0.00098653i,0.0025323-0.00081085i,0.0059295+0.00062013i,0.0074831+0.0028324i,0.0065995+0.0040386i,0.0042634+0.0035294i,0.0025906+0.0025194i
0.0092265-0.0057177i,0.013805-0.0037049i,0.010205-0.0016875i,0.0039016-0.00038488i,0.0010348+0.0017891i,-0.0022544+0.0032294i,-0.0071764+0.0042925i,-0.010779+0.0052292i,-0.010758+0.0057029i,-0.0063552+0.0050055i,-0.0027762+0.0039935i,-0.0017225+0.0019767i,4.9092e-05-0.0012747i,0.0019831-0.0042536i,0.0026836-0.0048927i,0.001636-0.0025652i,-0.0010448-0.00099915i,-0.0042671-0.00037271i,-0.0057706+0.00017626i,-0.0057894+0.00056249i,-0.0044482+0.0018738i,-0.0024401+0.0029249i,-0.0018318+0.0020819i
-0.00194+0.010461i,-0.0038935+0.013081i,-0.0010351+0.010762i,0.0034298+0.0076523i,0.0062531+0.0063149i,0.0058511+0.0050828i,0.0020378+0.0033376i,-0.0046715+0.0012362i,-0.0092374+0.00072623i,-0.0069913+6.3258e-05i,-0.0020776-0.0018483i,0.00055124-0.0032936i,-0.00092-0.0032503i,-0.0037052-0.001548i,-0.0052447+0.0014751i,-0.0043544+0.0032386i,-0.002141+0.0030364i,0.00035282+0.0013542i,0.0034904+0.00031263i,0.0049228+0.0007076i,0.0053155+0.00056236i,0.0054988+0.00027994i,0.0044684+0.00017951i
-0.0061598-0.0055892i,-0.0062538-0.0079837i,-0.0021888-0.0041018i,0.0025386-0.00074783i,0.004757-0.00018733i,0.0073835-0.0013616i,0.0074546-0.0028897i,0.0028398-0.0043425i,-0.002144-0.0061992i,-0.0036812-0.0042062i,-0.0023327+0.00083282i,-0.00037828+0.0056007i,0.00027409+0.007479i,0.00037786+0.0057103i,0.0013883+0.0020767i,0.0017252-0.00019479i,0.0013473+0.00099495i,-0.0010399+0.0028556i,-0.0050862+0.0032389i,-0.0071815+0.0023006i,-0.0070307+0.00040542i,-0.0057605-0.00098401i,-0.003735-0.0011794i
0.0094798+0.0025507i,0.012133+0.0011773i,0.012424-0.0030322i,0.0094219-0.0075891i,0.0053574-0.011164i,0.0024163-0.011711i,0.00094901-0.012079i,0.001276-0.013469i,0.00042373-0.012823i,-0.0018253-0.0099302i,-0.0030628-0.005721i,-0.0031586-0.0017886i,-0.0022368+0.0019873i,0.00043098+0.0055994i,0.0036536+0.006395i,0.0053449+0.0033476i,0.0059161-0.00065385i,0.007121-0.0031787i,0.0073952-0.0036016i,0.0056189-0.0029137i,0.0028979-0.0030436i,0.00055319-0.002967i,0.00034021-0.00223i
-0.0067393+0.0066039i,-0.0066172+0.0076992i,-0.0018983+0.0075497i,0.00029421+0.0053718i,-0.00021803+0.0025841i,-0.00078967-0.0015124i,-0.00074844-0.0072475i,0.0004564-0.01225i,0.0011716-0.01261i,0.00021612-0.0081322i,0.0009407-0.0023356i,0.002568+0.0013799i,0.0038754+0.0022171i,0.0043155+0.001554i,0.0025941-0.00029753i,-0.00056489-0.0022831i,-0.0020032-0.0028026i,-0.0024144-0.0015787i,-0.0041509+0.00032203i,-0.00532+0.0014158i,-0.0047738+0.0019076i,-0.0034553+0.0017799i,-0.0020938+0.0011227i
0.0026067-0.0071385i,0.0013417-0.0065371i,-0.00020035-0.0060985i,-0.0015561-0.0055714i,-0.0016464-0.0013296i,-0.0023634+0.002071i,-0.001311+0.0025245i,0.0020598-0.00013771i,0.0049396-0.0041659i,0.004262-0.0055235i,-0.00099301-0.0040552i,-0.0054368-0.002361i,-0.0054812-0.0019364i,-0.003558-0.002642i,-0.00041601-0.0020845i,0.0015919-0.00050705i,0.001011-0.0016941i,0.00076012-0.0040918i,0.0025906-0.0049522i,0.0041337-0.004555i,0.0038105-0.0042041i,0.0032416-0.0037253i,0.0029114-0.0021773i
0.0022253+0.0067979i,0.0025952+0.0069895i,0.0044721+0.0062633i,0.0075435+0.0062217i,0.010155+0.0049518i,0.010857+0.0028499i,0.0094179+0.0033255i,0.0085509+0.0051628i,0.0092435+0.0045754i,0.0081895+0.0011742i,0.0042684-0.0023695i,8.3779e-05-0.0050733i,-0.0036535-0.0062967i,-0.0056584-0.0041819i,-0.0051523-0.00033923i,-0.0035991+0.0025757i,-0.0024889+0.0051122i,-0.0020733+0.0071162i,-0.0022508+0.0075318i,-0.0020698+0.0053876i,-0.00087583+0.00233i,0.00018867+0.00060715i,0.00063306-0.0004469i
-0.002774-0.00083289i,-0.0020916-0.0030669i,0.00067236-0.0048526i,0.0013318-0.0057923i,0.0013312-0.0064707i,0.0042079-0.0051004i,0.0090346-0.0023189i,0.01275+0.001245i,0.012381+0.001806i,0.0075925+0.00031759i,0.0026157+0.001296i,-0.0002422+0.0027566i,-0.0035357+0.0029279i,-0.0057219+0.0036565i,-0.0031234+0.0038231i,0.00061781+0.0022887i,0.0022133+0.0007041i,0.0028916-0.00020445i,0.0031693-0.0011973i,0.0025691-0.0016508i,0.0019564-0.0022804i,0.0015934-0.0029256i,0.00078024-0.002898i
0.00434-0.001084i,0.0059757+0.00073251i,0.0051112+0.0010602i,0.0032778-0.0013214i,0.0034925-0.0024702i,0.0025191-0.0045322i,0.0020167-0.0053637i,0.0027503-0.0020768i,0.0030716+0.0019532i,0.0034054+0.0020491i,0.0019005-0.0008318i,0.00016535-0.0020149i,0.00041336-0.0010631i,0.0017962+0.00022363i,0.0030939+0.00070554i,0.0026979+0.00040523i,0.0023858+0.0014459i,0.0026039+0.002766i,0.0018696+0.0028854i,0.0003747+0.0032792i,-0.00038586+0.0029445i,-0.00022579+0.0025862i,-0.00094333+0.0018991i
-0.0012259+0.0026393i,-0.0044172+0.0019644i,-0.0046317-0.00059559i,-0.0033595-0.0021567i,-0.0021786-0.0022277i,-0.0019154-0.0013166i,-0.0034799-0.00047093i,-0.0064381+0.00044607i,-0.0071093+0.0027856i,-0.0036494+0.0037751i,0.00073354+0.0017143i,0.0047847-0.0006806i,0.007974-0.001014i,0.0074615-0.00049262i,0.0039271-0.00032682i,0.00038964-0.00088497i,-0.0015526-0.0029906i,-0.0029238-0.005391i,-0.0037535-0.0058971i,-0.0028196-0.0045002i,-0.0012748-0.0025298i,-0.00065275-0.00099774i,0.00034327+0.00067581i
0.0012607-0.0052818i,0.0013225-0.0048121i,0.0018327-0.003483i,0.001783-0.0030453i,0.0020722-0.0011781i,0.0027359+0.0020643i,0.00074563+0.0046994i,-0.002986+0.0061574i,-0.0048128+0.0059301i,-0.0043456+0.0043455i,-0.0029361+0.0026735i,-0.0013522+0.0013842i,0.0010537-0.001314i,0.002689-0.0047961i,0.001824-0.0047585i,0.00013433-0.0023304i,-0.00033093-0.00038252i,-0.00041769+0.00062426i,-0.0011898+0.0014682i,-0.0014352+0.001975i,-0.00039243+0.0017152i,0.0005913+0.0020013i,0.00038842+0.0017131i
0.0051565+0.0038701i,0.0056235+0.0040672i,0.0075025+0.0011949i,0.0078063-0.0011095i,0.0086721-0.0017439i,0.0088112-0.0012055i,0.0062581+0.00010642i,0.002698+0.0019766i,1.9344e-05+0.0027731i,-0.0005484+0.002215i,0.00032343+0.00050411i,0.00093812-0.0010604i,0.00027175-0.0020502i,-0.001558-0.0011744i,-0.0020943+0.0015079i,-0.00053153+0.0033405i,-0.00013484+0.0029193i,-0.0016606+0.0014596i,-0.0022603-0.00058115i,-0.0015502-0.0009668i,-0.0015033-0.0009261i,-0.0013693-0.0012781i,-0.00037754-0.0013896i
-0.0042461+0.002118i,-0.0048546+0.0027077i,-0.00061918+0.003226i,0.0029536+0.0021124i,0.004358-0.0013228i,0.0054489-0.004822i,0.006527-0.0060528i,0.0038667-0.006168i,7.7916e-05-0.0059227i,-0.0016444-0.004047i,-0.001546+3.3013e-05i,-0.00047589+0.0032106i,-0.0014834+0.0052587i,-0.0029023+0.0047266i,-0.0019084+0.0019309i,-6.7547e-05-0.00044407i,0.0024132-0.0015179i,0.0043279-0.00047649i,0.0049051+0.00060986i,0.0042799+0.00023217i,0.0026335-0.0003808i,0.00069263-0.00044006i,-0.00088797-0.00046953i
0.0013775-0.0015887i,0.0022722-0.0024677i,0.0022579+1.0929e-05i,0.003141+0.00080457i,0.0025571+0.00015381i,0.0008641-0.002427i,-0.0011028-0.0050203i,-0.003135-0.0065362i,-0.0039802-0.0066979i,-0.0027412-0.0044365i,-0.001245-0.0020135i,-0.00067462+0.0004374i,-4.4098e-05+0.0048676i,0.00070252+0.0072308i,0.0014134+0.0056552i,0.0018294+0.0032352i,0.0014296+0.0022348i,0.00077301+0.00094151i,9.766e-05-0.00096219i,-0.00057747-0.0020833i,-0.00105-0.0026276i,-0.00099497-0.0028561i,-0.00030765-0.001127i
