0.001183+0.00027355i,0.0011116-0.00048517i,0.00065928-0.0015126i,-0.0021029-0.0025787i,-0.0040435-0.0018056i,-0.0043978+0.00030804i,-0.0024341+0.0019708i,-0.00027163+0.0018105i,0.00080067+0.00044225i,0.0006177-0.00061716i,0.00018305-0.00091066i,0.00021404-0.0007344i,0.00064805-0.00056353i,0.0009766-0.00028504i,-0.00022408-0.00026515i,-0.001388+0.00022878i,-0.00071939+0.00060804i,0.00037247+0.00068452i,0.00048421+0.00054832i,-0.00019174+0.00042431i,-0.00012453+0.00070443i,0.00042387+0.00094772i,0.000242+0.0010111i
-0.53686-0.21913i,-0.41115-0.08316i,-0.12887+0.17913i,0.045805+0.29118i,0.057531+0.37359i,0.073578+0.57109i,0.15271+0.6365i,0.1722+0.46968i,0.10195+0.26047i,0.044945+0.1298i,0.0069528+0.040417i,-0.050151-0.014877i,-0.085697-0.008121i,-0.057918+0.026251i,-0.0019178+0.033163i,0.018984+0.0088325i,-0.00031301-0.01065i,-0.018711-0.0079231i,-0.013372-0.00018886i,-0.0077907+0.0016625i,-0.021773+0.0073035i,-0.040593+0.016752i,-0.035715+0.03029i
-0.41963-0.024678i,-0.52704+0.28068i,-0.4005+0.39964i,-0.25413+0.26254i,-0.18243+0.052526i,-0.14976-0.16454i,-0.23329-0.2669i,-0.29171-0.14391i,-0.16357-0.0081833i,-0.070223+0.0020027i,-0.070747+0.03902i,-0.031921+0.088916i,0.011976+0.069851i,0.02894+0.031024i,0.027049-0.015906i,-0.0090247-0.057233i,-0.048193-0.052057i,-0.051391-0.025498i,-0.037124-0.010715i,-0.034726+0.0037931i,-0.042064+0.018704i,-0.042919+0.017735i,-0.024707+0.006337i
0.79197+0.42123i,0.79818+0.18452i,0.4138-0.12373i,-0.05529-0.22901i,-0.47399-0.054892i,-0.73446+0.29573i,-0.62609+0.57777i,-0.28294+0.52101i,-0.050202+0.25369i,0.020591+0.097317i,0.067394+0.044888i,0.083477-0.017787i,0.043662-0.040964i,0.012129-0.013217i,-0.015723+0.0067932i,-0.053104+0.015958i,-0.060741+0.017456i,-0.038838+0.0087469i,-0.016155+0.0035079i,0.0048722+0.0012387i,0.018157-0.0057922i,0.010158-0.014548i,-0.011615-0.015206i
0.0080085-0.12918i,0.042802-0.2414i,-0.077069-0.26697i,-0.21904-0.014501i,-0.1277+0.31526i,0.15028+0.4124i,0.33293+0.26779i,0.30522+0.10085i,0.1918+0.048612i,0.11674+0.034207i,0.071906+0.005352i,0.042285-0.0054047i,0.031422+0.0019792i,0.023853+0.0092361i,0.014124-0.0030402i,-0.0026211-0.02762i,-0.020194-0.03355i,-0.021945-0.025367i,-0.013239-0.015019i,-0.0005514+0.0058444i,0.018973+0.029484i,0.038358+0.040644i,0.048215+0.039844i
-0.29917+0.015426i,-0.2252+0.14899i,0.060236+0.18614i,0.20559+0.015532i,0.15197-0.14946i,0.10101-0.19894i,0.070746-0.19182i,0.017228-0.14421i,-0.034235-0.070778i,-0.05518+0.018031i,-0.016525+0.088947i,0.045573+0.095807i,0.072862+0.059855i,0.069486+0.029177i,0.063295+0.010434i,0.061344-0.010615i,0.05083-0.024854i,0.032687-0.013526i,0.018165+0.0045512i,-0.0015465+0.010625i,-0.022536+0.015941i,-0.025511+0.021183i,-0.010313+0.015341i
-0.057961-0.015074i,-0.016202-0.0091985i,-0.11578+0.079084i,-0.28143+0.208i,-0.39051+0.24419i,-0.39926+0.22034i,-0.26356+0.21342i,-0.087118+0.17816i,-0.016145+0.10753i,0.0063174+0.065884i,0.049087+0.0192i,0.054038-0.041741i,0.019929-0.063768i,-0.0086824-0.053442i,-0.026605-0.032196i,-0.028064-0.0084009i,-0.01766+0.0015546i,-0.011991-0.0039583i,-0.010621-0.015038i,-0.012109-0.021973i,-0.016411-0.017803i,-0.020136-0.013676i,-0.026216-0.017029i
0.2627-0.19282i,0.049641-0.22572i,-0.11176-0.14153i,-0.038533+0.05578i,0.20604+0.26674i,0.43579+0.32607i,0.47205+0.18949i,0.31676+0.014649i,0.14624-0.056628i,0.045151-0.061527i,-0.014821-0.044285i,-0.037126-0.019886i,-0.029217-0.0096639i,-0.018413-0.004988i,-0.0080884+0.0099078i,0.0059385+0.022593i,0.0058332+0.017253i,-0.0089171+0.0074442i,-0.020443+0.0051884i,-0.021691+0.0054528i,-0.013371+0.0065653i,0.00076239+0.010164i,0.010527+0.011025i
0.13691-0.10942i,0.18863-0.21127i,0.096433-0.24179i,0.0041822-0.26479i,-0.042532-0.34175i,-0.099155-0.3838i,-0.15048-0.26908i,-0.12364-0.089767i,-0.044222-0.0054371i,0.0016132-0.003886i,0.023513-0.0042316i,0.047872-0.0052634i,0.0478-0.017226i,0.018974-0.022307i,-0.012843-0.019667i,-0.024994-0.010975i,-0.0088647-0.00012179i,0.011175+0.0027461i,0.014351+0.0014391i,0.0065952-0.0021316i,-0.0045402-0.009954i,-0.012055-0.011284i,-0.012037+0.00055571i
-0.31703+0.0084182i,-0.34577+0.098136i,-0.20028+0.13936i,-0.13511+0.19951i,-0.19948+0.28022i,-0.23493+0.31354i,-0.17793+0.25289i,-0.09174+0.16314i,-0.030845+0.11113i,0.0054206+0.08071i,0.014229+0.04912i,-0.0031538+0.030213i,-0.015007+0.027335i,-0.010988+0.027383i,-0.0037829+0.029953i,0.0026666+0.032693i,0.0040984+0.022968i,0.0013233+0.0079285i,0.00054504+0.0011627i,0.0038375+0.0031283i,0.013175+0.0064936i,0.024143+0.00053876i,0.03099-0.013154i
-0.059257+0.64306i,0.05799+0.65677i,0.16347+0.44172i,0.18335+0.1475i,0.18658+0.026183i,0.25947+0.0717i,0.3083+0.077562i,0.2269+0.013768i,0.10038-0.021649i,0.037544-0.0267i,0.015802-0.032107i,0.00056081-0.015987i,-0.0024974+0.013141i,-0.0034713+0.016249i,-0.009127+0.0010497i,-0.010427-0.0016501i,-0.0041593+0.011232i,0.00094613+0.020954i,-0.0028656+0.019721i,-0.011338+0.011804i,-0.01969+0.0052809i,-0.021742+0.0090615i,-0.014296+0.011346i
0.43904-0.5617i,0.49033-0.58145i,0.23747-0.43774i,-0.00025104-0.19875i,-0.04268-0.088717i,-0.079451-0.13095i,-0.14233-0.1272i,-0.13631-0.067478i,-0.096819-0.032667i,-0.065355+0.00064205i,-0.028784+0.033911i,0.00016989+0.034654i,0.0045798+0.010772i,-0.0050205-0.0078307i,-0.011578-0.0119i,-0.014615-0.016089i,-0.017263-0.020445i,-0.010264-0.021629i,0.00049759-0.023635i,0.004773-0.021425i,0.008198-0.014329i,0.0076827-0.011137i,-0.0088855-0.010198i
0.06629-0.2301i,-0.19435-0.37931i,-0.25981-0.26779i,-0.14726-0.10964i,-0.088863-0.027907i,-0.11039+0.036409i,-0.10555+0.08448i,-0.045218+0.077378i,0.0088498+0.030808i,-0.0011299-0.0085583i,-0.027233-0.016147i,-0.026271-0.02307i,-0.016929-0.024781i,-0.0031223-0.0082703i,0.0056082-0.00085585i,0.003356+0.0027434i,0.0040971+0.0072319i,0.0034091+0.0035212i,-0.005937+0.00024819i,-0.013809+2.4147e-05i,-0.01393-0.0013168i,-0.0094112-0.00049359i,0.0036509+0.0081416i
-0.58584+0.12797i,-0.3474+0.215i,-0.081481+0.12235i,0.0065477-0.002353i,-0.032871-0.027413i,-0.041001+0.018099i,-0.0071933+0.054318i,0.01156+0.04561i,0.013339+0.022512i,0.037974+0.015685i,0.075805+0.001342i,0.077316-0.019661i,0.04718-0.03044i,0.024572-0.027954i,0.022168-0.018159i,0.022552-0.015004i,0.010752-0.015269i,-0.0027498-0.011085i,-0.0025904-0.0082766i,0.0068219-0.0091688i,0.010168-0.0098748i,0.0032726-0.0085368i,-0.0068026-0.0039849i
0.38785+0.193i,0.1548+0.22106i,-0.016715+0.1786i,-0.093583+0.13672i,-0.071816+0.11026i,0.034173+0.052303i,0.091951-0.04482i,0.046972-0.057642i,0.0097232+0.012064i,0.0032289+0.033522i,-0.026533+0.015255i,-0.045417+0.018702i,-0.030241+0.024965i,-0.01594+0.014118i,-0.014096-0.001826i,-0.012673-0.010227i,-0.0066734-0.0043193i,0.00075942+0.010737i,0.0068027+0.019537i,0.0035255+0.018407i,-0.0040821+0.020548i,0.00060357+0.024441i,0.011429+0.010514i
-0.036095+0.40382i,0.2247+0.29174i,0.18904+0.13326i,0.065241+0.03803i,0.056017-0.0091912i,0.053852-0.026779i,0.024756-0.0069669i,0.0092666-0.0065636i,-0.011464-0.025223i,-0.022511-0.016034i,0.0037339+0.0043833i,0.030377+0.0017354i,0.02363-0.011048i,0.001505-0.012624i,-0.0090018-0.0052976i,-0.0099598+0.001312i,-0.010393+0.0017107i,-0.0057678-0.0030824i,-0.00064235-0.012008i,0.0013779-0.019355i,0.003751-0.02i,0.0015128-0.015174i,-0.0089834-0.0051379i
0.24771-1.0762i,0.08578-0.90698i,-0.026165-0.48503i,-0.079226-0.11133i,-0.083369+0.099111i,-0.044683+0.15002i,0.0092271+0.10471i,0.03518+0.037899i,0.025266+0.0060205i,0.013819+0.017326i,0.010897+0.029385i,0.012429+0.028598i,0.023162+0.015374i,0.022237-0.0042566i,0.0050057-0.0047102i,-0.0030022+0.0083685i,-0.0015395+0.010897i,-0.0049128+0.0039586i,-0.012447+0.0066422i,-0.016181+0.018357i,-0.011486+0.022447i,-0.00020155+0.014322i,0.010426+0.0042726i
-0.22447+0.66726i,-0.26043+0.38809i,-0.13352+0.15912i,0.072183+0.074523i,0.17038+0.062249i,0.18145+0.085084i,0.17061+0.077053i,0.12372+0.021953i,0.06702-0.022788i,0.032593-0.049187i,0.0098972-0.068219i,-0.013505-0.068045i,-0.034339-0.041811i,-0.031173-0.0095714i,-0.0096279+0.0032353i,0.0032972+0.0023064i,0.0041816+0.0014354i,0.0023315+0.0023874i,0.0027004+0.00054481i,0.0057953-0.0099061i,0.0022038-0.020902i,-0.0087086-0.018349i,-0.011026-0.0055538i
-0.30998-0.20388i,-0.11976+0.091726i,0.016801+0.11491i,-0.050116+0.027723i,-0.14154+0.024266i,-0.1413+0.017967i,-0.12777-0.0097145i,-0.11523-0.0023148i,-0.085097+0.01401i,-0.045054+0.022388i,-0.0077741+0.029381i,0.01666+0.03332i,0.034103+0.028166i,0.04096+0.013752i,0.032487+0.0019699i,0.019238-0.0034003i,0.0074287-0.0058481i,0.0010485-0.0043919i,0.00052132-0.0030142i,-0.0005758+0.002534i,0.00233+0.011053i,0.010841+0.0082862i,0.0098312-0.0066204i
0.70183+0.2176i,0.41004-0.035073i,0.081609-0.076102i,0.0093393+0.0010112i,0.039778+0.0062307i,-0.0030881+0.00086263i,-0.049887+0.026173i,-0.033653+0.054153i,0.0088387+0.068588i,0.018354+0.054112i,-0.0037735+0.024833i,-0.024259+0.0032009i,-0.035585-0.0011147i,-0.03395+0.0092652i,-0.025398+0.012407i,-0.022719+0.0049658i,-0.019442+0.0013472i,-0.01163+0.0012877i,-0.0082158-0.00042694i,-0.011109-0.0044485i,-0.015554-0.0045652i,-0.016354+0.0035759i,-0.011094+0.01549i
-0.57334-0.089095i,-0.27295+0.066452i,-0.073538+0.084616i,-0.068445+0.0092131i,-0.077647-0.050676i,-0.066282-0.076466i,-0.056928-0.036794i,-0.029747-0.0087044i,-0.024437-0.040682i,-0.039819-0.040488i,-0.01881+0.00015471i,0.016722+0.014616i,0.029143+0.0001365i,0.024025-0.017847i,0.015124-0.020296i,0.014512-0.0076904i,0.01911+0.00054871i,0.015115-0.0013804i,0.0092943-0.0035781i,0.013046-0.0019828i,0.020369-0.0044101i,0.021091-0.013692i,0.011597-0.022836i
0.48984-0.43259i,0.21934-0.48849i,0.060198-0.30964i,0.029429-0.1342i,-0.033898-0.056293i,-0.076974+0.0060034i,-0.013179+0.026993i,0.050642+0.0069322i,0.057086+0.0067597i,0.051572+0.0091769i,0.034853-0.012882i,0.010611-0.034451i,-0.0088336-0.036089i,-0.024623-0.014938i,-0.023195+0.012238i,-0.0058004+0.017933i,0.0038549+0.0046758i,0.0031-0.0018021i,0.0023084+0.0020121i,-0.0012382+0.0046777i,-0.009658+0.0079598i,-0.012524+0.016769i,-0.0024556+0.025468i
-0.47654+0.62307i,-0.24845+0.57064i,-0.03584+0.31415i,0.041188+0.13879i,0.088452+0.089681i,0.138+0.045626i,0.11751-0.01485i,0.054293-0.040424i,0.014653-0.03581i,-0.0052011-0.030217i,-0.010859-0.011407i,-0.0039365+0.016769i,0.0013752+0.030715i,0.0038229+0.020106i,-0.0022346-0.0085189i,-0.01592-0.02353i,-0.018237-0.015987i,-0.007978-0.0092184i,-0.000315-0.012585i,0.00054816-0.019849i,0.0010827-0.025226i,0.00038858-0.026213i,-0.0051102-0.023825i
0.38852-0.37715i,0.28697-0.32104i,0.11898-0.23031i,-0.036404-0.16123i,-0.12692-0.075476i,-0.10204-0.019896i,-0.042733-0.015393i,-0.026772-0.013361i,-0.014362+0.0029724i,0.020628+0.0077113i,0.038324-0.010467i,0.027731-0.026955i,0.019176-0.024338i,0.020351-0.0068546i,0.023663+0.015536i,0.021822+0.027711i,0.011683+0.026438i,0.0014248+0.020378i,-0.0047046+0.017982i,-0.0073311+0.025083i,-0.004316+0.034619i,0.0025444+0.034139i,0.0057053+0.024865i
-0.19312+0.1154i,-0.22913+0.0363i,-0.22937+0.033053i,-0.13088+0.1141i,0.01397+0.15965i,0.079872+0.13788i,0.058448+0.10724i,0.034479+0.096506i,0.032635+0.085865i,0.023006+0.064839i,0.010965+0.053249i,0.011395+0.04795i,0.012201+0.031853i,0.00075678+0.0017058i,-0.020341-0.025802i,-0.033641-0.027875i,-0.02543-0.014908i,-0.0084988-0.0064115i,0.00050198-0.007395i,0.0018004-0.014902i,-0.00086168-0.019831i,-0.0046868-0.018097i,-0.0039205-0.011457i
0.14516-0.022234i,0.1473+0.037167i,0.073753+0.068507i,-0.012332+0.038951i,-0.039647-0.019625i,-0.02803-0.022556i,0.0028561+0.0023029i,0.0065895-0.02961i,-0.037442-0.071366i,-0.066359-0.05897i,-0.050901-0.036896i,-0.032199-0.034814i,-0.023537-0.030983i,-0.011599-0.01712i,0.0093104+0.00097666i,0.03019+0.0067358i,0.027223+0.00051442i,0.0066261+0.0004088i,-0.0040218+0.0090651i,-0.001304+0.016274i,0.0041777+0.01649i,0.0068815+0.0092148i,0.0038808-0.0028612i
-0.23305-0.077116i,-0.18463-0.074662i,-0.058871+0.0099113i,0.043073+0.10315i,0.061055+0.14292i,0.029698+0.12328i,0.0047082+0.078603i,0.0070577+0.064303i,0.031192+0.075776i,0.048817+0.065569i,0.040352+0.03779i,0.030162+0.013875i,0.020689-0.0030609i,-0.0028893-0.0035037i,-0.027384+0.0046819i,-0.038882+0.0064972i,-0.03139+0.0055364i,-0.0098427+0.0014926i,0.0038777-0.0068009i,0.0020265-0.012545i,-0.0038008-0.012754i,-0.0044406-0.0056872i,0.0019453+0.0049361i
0.35842+0.10612i,0.30597+0.15516i,0.24505+0.081473i,0.18105-0.047096i,0.10785-0.11058i,0.052235-0.11061i,0.00318-0.083752i,-0.024554-0.059968i,-0.031227-0.061315i,-0.044004-0.062373i,-0.047969-0.036292i,-0.040922-0.0043061i,-0.031983+0.018416i,-0.0068341+0.022975i,0.023485+0.0082031i,0.032661-0.0038934i,0.019377-0.0027316i,-0.00058517+0.0021187i,-0.011934+0.0059697i,-0.012269+0.0076946i,-0.0076556+0.004154i,-0.0072877-0.0027482i,-0.013616-0.007644i
-0.3029+0.03842i,-0.13025-0.12703i,-0.045279-0.21549i,-0.077022-0.14697i,-0.11237-0.044983i,-0.11828-0.00077398i,-0.083382+0.024439i,-0.024203+0.053408i,0.02458+0.069218i,0.061023+0.058504i,0.073134+0.020863i,0.059249-0.012646i,0.041091-0.025551i,0.022287-0.022559i,0.0018323-0.0090841i,-0.0097248+0.005264i,-0.0036137+0.0095822i,0.0097553+0.0020468i,0.014659-0.0074187i,0.012917-0.0082932i,0.0099648-0.00053122i,0.0086926+0.008701i,0.012559+0.01535i
0.18892-0.34458i,-0.066336-0.21281i,-0.19292-0.077309i,-0.13252-0.034518i,-0.04698-0.0091432i,0.0098826+0.031445i,0.034437+0.030469i,0.029317-0.0071018i,0.0033478-0.035359i,-0.028794-0.028183i,-0.039996+0.0017098i,-0.030294+0.027101i,-0.017362+0.035632i,-0.0068101+0.019128i,-0.00028198-0.007802i,0.002995-0.02228i,-0.00068383-0.024173i,-0.012176-0.015682i,-0.016577-0.0061625i,-0.013528-0.0066371i,-0.012166-0.010132i,-0.0088716-0.011221i,-0.005352-0.014613i
-0.037565+0.51391i,0.10235+0.34508i,0.067633+0.15982i,-0.044494+0.081045i,-0.05619+0.032654i,-0.013327+0.00211i,0.032336+0.0060641i,0.033661-0.0052i,-0.0037868-0.0096403i,-0.0087296+0.0080472i,0.014318+0.0019745i,0.023935-0.024397i,0.01811-0.039974i,0.0020531-0.030688i,-0.011491-0.0034452i,-0.011012+0.014284i,-0.0029967+0.013407i,0.0070421+0.0031824i,0.01023-0.0057678i,0.0081546-0.0052413i,0.0093101-0.0028799i,0.0081569-0.0040216i,0.0016927-0.0032836i
-0.16765-0.54554i,-0.24288-0.29705i,-0.15841-0.011735i,-0.050412+0.081088i,-0.040498+0.088438i,-0.04156+0.097653i,-0.020525+0.063671i,-0.011608+0.026657i,0.0015822+0.01405i,0.0014742+0.00030547i,-0.019228+0.0029653i,-0.025994+0.019884i,-0.017809+0.026503i,-0.0054537+0.022347i,0.0080131+0.01113i,0.013322+0.00084275i,0.0090486-0.0015316i,0.0015577+0.0031369i,-0.003174+0.008438i,-0.0051355+0.0091152i,-0.007579+0.0088226i,-0.0065611+0.0086364i,-0.0010676+0.0048663i
0.35479+0.52515i,0.43934+0.36664i,0.37581+0.12581i,0.22628+0.012337i,0.11733-0.01589i,0.059528-0.047565i,-0.0011972-0.047755i,-0.024527-0.012784i,-0.0060136+0.00071523i,0.0043366-0.0054304i,0.013744-0.0045283i,0.022405-0.0080957i,0.012312-0.012711i,-0.00032815-0.0091057i,-0.0072352-0.0073886i,-0.014574-0.0066517i,-0.014397-0.0018476i,-0.0039196+0.00063439i,0.0032363+6.2889e-05i,0.0032806+0.00087566i,0.0045564+0.0008717i,0.0029671+0.0012597i,-0.0022706+0.007144i
-0.31139-0.40906i,-0.30189-0.4133i,-0.22162-0.28324i,-0.15482-0.12028i,-0.14409+0.0025618i,-0.13976+0.059195i,-0.11296+0.059994i,-0.081747+0.050914i,-0.043937+0.048237i,-0.0057861+0.034406i,0.0060192+0.014402i,-0.0011621+0.0093271i,0.0012229+0.014289i,0.010444+0.014989i,0.015448+0.014488i,0.018204+0.013887i,0.016873+0.0086824i,0.00729+0.0028312i,-2.4099e-05+0.0012266i,0.0024839+0.0041879i,0.0067811+0.010081i,0.010547+0.011902i,0.011714+0.0046043i
0.15733+0.17151i,0.1034+0.1767i,0.020702+0.085984i,0.026019+0.04398i,0.13304+0.04659i,0.18823+0.015942i,0.14407-0.0098513i,0.096848-0.015907i,0.063709-0.02684i,0.03233-0.030103i,0.022433-0.030151i,0.022428-0.038866i,0.012201-0.042647i,-0.0037106-0.035831i,-0.017829-0.026503i,-0.029299-0.019796i,-0.033609-0.010601i,-0.02699-0.00039857i,-0.015964+0.00033869i,-0.009781-0.0091137i,-0.010772-0.018588i,-0.012465-0.018148i,-0.0082684-0.010383i
0.048128-0.0729i,-0.031748-0.12126i,-0.11531-0.034613i,-0.11087+0.0075933i,-0.083718-0.066418i,-0.070386-0.10068i,-0.016063-0.069996i,0.0044659-0.056169i,-0.033436-0.035748i,-0.044341-0.00076653i,-0.034636+0.015111i,-0.032325+0.024034i,-0.018518+0.030244i,-5.9171e-05+0.024775i,0.012314+0.020687i,0.026726+0.01923i,0.035537+0.0093483i,0.02759-0.0016296i,0.014317-0.0042508i,0.007925-0.0010755i,0.0068153+0.002844i,0.0048636+0.0026685i,-0.00198-0.0022373i
-0.33572+0.10619i,-0.20531+0.26531i,0.0033495+0.2668i,0.095087+0.16814i,0.08353+0.12253i,0.0673+0.10901i,0.063299+0.065329i,0.067531+0.021446i,0.065891-0.0039622i,0.039889-0.01884i,0.013491-0.019693i,0.0085219-0.017685i,0.0023514-0.024286i,-0.010836-0.027843i,-0.020437-0.026134i,-0.030377-0.021222i,-0.033651-0.008245i,-0.020167+0.00293i,-0.0050009+0.0040296i,-0.0025491+0.0025064i,-0.0037069+0.0034448i,0.0013583+0.0060393i,0.011212+0.0056332i
0.57415-0.13643i,0.50357-0.21681i,0.31692-0.20667i,0.14181-0.18782i,0.0012275-0.18581i,-0.078515-0.12988i,-0.090901-0.043065i,-0.077354+0.0058942i,-0.049128+0.024122i,-0.01451+0.039222i,0.010144+0.052427i,0.023113+0.056487i,0.026293+0.051996i,0.022602+0.041718i,0.019765+0.029898i,0.02548+0.019808i,0.031119+0.0047377i,0.019674-0.01083i,0.0012744-0.013391i,-0.0052601-0.0066579i,-0.003416-0.0034162i,-0.0060957-0.0050319i,-0.015467-0.0033868i
-0.54572+0.22284i,-0.39136+0.13197i,-0.18305-0.026952i,-0.13227-0.034007i,-0.1348+0.11402i,-0.080419+0.19637i,-0.033183+0.15776i,-0.014253+0.10877i,0.0088054+0.069563i,0.02176+0.018548i,0.014661-0.024228i,0.0017929-0.046941i,-0.0072509-0.051114i,-0.0059471-0.037493i,-0.00072476-0.020642i,-0.0053876-0.0078542i,-0.013401+0.0060949i,-0.0099746+0.015812i,-0.0025888+0.017835i,0.0024765+0.017608i,0.0083303+0.016927i,0.013933+0.014438i,0.019197+0.0071167i
0.43942-0.39846i,0.25999-0.34467i,0.0053895-0.2129i,-0.057238-0.11641i,0.025642-0.096475i,0.073189-0.10689i,0.042802-0.086538i,0.012356-0.054052i,0.0049968-0.036167i,0.001696-0.017404i,0.0058639+0.002209i,0.0064427+0.011859i,0.0045815+0.018043i,0.0080581+0.016591i,0.0098758+0.004523i,0.011865-0.010476i,0.010659-0.021666i,0.0015569-0.019541i,-0.004901-0.012868i,-0.0082093-0.016505i,-0.017937-0.020169i,-0.027519-0.013765i,-0.026949-0.0017384i
-0.30901+0.36842i,-0.33052+0.28341i,-0.27783+0.21526i,-0.21792+0.20374i,-0.16704+0.15768i,-0.11149+0.077934i,-0.043883+0.011362i,-0.019002-0.023516i,-0.044743-0.016714i,-0.057674+0.00034272i,-0.048194-0.0036943i,-0.035952-0.0094965i,-0.021116-0.0076448i,-0.0106-0.006751i,-0.010045-0.0029854i,-0.013233+0.0061009i,-0.010704+0.014015i,0.00010543+0.01384i,0.010779+0.0083647i,0.016016+0.0080172i,0.02147+0.011399i,0.027962+0.0094868i,0.028298+0.0013784i
0.057666-0.15972i,0.1212+0.03078i,0.15375+0.17523i,0.1836+0.16191i,0.19303+0.079663i,0.13907+0.025138i,0.067075+0.0060419i,0.042611-0.0019328i,0.051893-0.011967i,0.045824-0.014238i,0.029704+0.0020207i,0.025492+0.014558i,0.019902+0.0098659i,0.0051516+0.0026312i,-0.0058074-0.002459i,-0.0096192-0.0089112i,-0.009428-0.012329i,-0.0087622-0.012557i,-0.010766-0.014873i,-0.014873-0.016098i,-0.019021-0.012988i,-0.019915-0.0082893i,-0.015548-0.0048474i
0.16346+0.0026672i,0.15993-0.062275i,0.17141-0.080449i,0.12346-0.076292i,0.013508-0.083871i,-0.059273-0.067006i,-0.055171-0.019978i,-0.032259+0.0082667i,-0.031424+0.013873i,-0.024795+0.017764i,-0.0012715+0.011646i,0.010601-0.0030631i,0.0082353-0.0075119i,0.0061901-0.00030841i,0.0039286+0.012911i,0.0043844+0.025656i,0.0065318+0.02592i,0.0031438+0.015948i,-0.0032605+0.010556i,-0.003239+0.011638i,0.0062971+0.0090867i,0.011058+0.0022885i,0.004492-0.00081281i
-0.11344+0.17592i,-0.00089198+0.10965i,0.09661-0.028395i,0.1119-0.082616i,0.082177+0.0047605i,0.07508+0.10574i,0.068423+0.12029i,0.050762+0.096296i,0.054053+0.066265i,0.055728+0.017432i,0.028126-0.013294i,-0.0010646-0.01375i,-0.015274-0.011201i,-0.013859-0.0092179i,0.00033804-0.011394i,0.0085103-0.019003i,0.007411-0.018394i,0.006826-0.0079433i,0.0073491+0.0010901i,0.0064458+0.0013181i,0.00067592-0.0014199i,-0.0067569+0.00025775i,-0.0079548+0.0030701i
0.04458-0.42138i,-0.052099-0.43457i,-0.15346-0.35124i,-0.16271-0.25331i,-0.089632-0.208i,-0.030945-0.1956i,-0.014328-0.15418i,-0.011095-0.10916i,-0.025426-0.081314i,-0.0352-0.039134i,-0.016493-0.0086282i,0.00060574-0.0031211i,0.0073457+0.0019453i,0.0068684+0.0047559i,-0.0018476+0.0067083i,-0.0052219+0.012176i,-0.0045334+0.010833i,-0.0066215+0.0075225i,-0.0042247+0.0056448i,-0.0048544+0.00084495i,-0.010671+0.0005093i,-0.0085586+0.0062233i,0.00064409+0.0075629i
0.011624+0.43126i,-0.064657+0.38625i,-0.14476+0.26089i,-0.18303+0.18373i,-0.1633+0.18377i,-0.090085+0.18291i,-0.016305+0.11768i,-0.0043654+0.058283i,-0.011246+0.054945i,-0.0048379+0.044145i,-0.010545+0.021737i,-0.010528+0.019251i,0.0011033+0.015051i,0.0060361+0.0032932i,0.0073663-0.0062232i,0.0066467-0.011303i,0.0081483-0.0091063i,0.016085-0.0082175i,0.020624-0.012137i,0.021122-0.01315i,0.021736-0.012393i,0.018871-0.013212i,0.010451-0.01139i
-0.17085-0.29339i,-0.11123-0.18427i,-0.063484-0.0055657i,-0.010795+0.063997i,0.048027-0.0045427i,0.033811-0.086388i,-0.017106-0.089417i,-0.011185-0.074945i,0.0085702-0.082258i,0.0014307-0.057663i,0.0042697-0.018904i,0.012124-0.010652i,0.0071429-0.012599i,-0.0043574-0.0092825i,-0.015726-0.0021276i,-0.018553+0.0057237i,-0.018987+0.0064372i,-0.023955+0.0041225i,-0.027218+0.0033813i,-0.024383+0.0040485i,-0.018118+0.0075005i,-0.0090126+0.0085766i,0.0012221+0.0021726i
0.26498+0.18729i,0.23842+0.219i,0.20959+0.18483i,0.1117+0.13662i,-0.030558+0.13948i,-0.066737+0.15503i,-0.029715+0.12813i,-0.02209+0.10982i,-0.01491+0.1058i,0.0032097+0.073953i,0.0043805+0.038858i,-0.0012238+0.020721i,-0.0046618+0.010167i,-0.00029886+0.0060718i,0.0077794+2.0115e-05i,0.0068269-0.0064754i,0.006591-0.0072879i,0.0093772-0.0076977i,0.0071185-0.0053422i,0.0069228-0.0025945i,0.0082072-0.0088092i,-7.705e-05-0.013285i,-0.013865-0.003109i
-0.13715-0.034431i,-0.03248-0.14669i,0.043839-0.17711i,0.094267-0.10449i,0.12583-0.049562i,0.079433-0.032341i,0.01685+0.0037817i,0.019834+0.011427i,0.030863-0.022668i,0.017532-0.034312i,0.012957-0.022697i,0.0093029-0.015552i,0.00067169-0.0093893i,-0.0026402-0.0048336i,-0.0029821-0.0039664i,-0.004617-0.0035595i,-0.011332+3.1142e-05i,-0.017404+0.0083475i,-0.012657+0.013863i,-0.005549+0.012959i,-0.0024626+0.015001i,0.0023842+0.016546i,0.0089428+0.0054154i
0.028254-0.15466i,-0.011517-0.10288i,-0.0094448-0.092206i,-0.0069903-0.11056i,-0.024397-0.089916i,-0.00068737-0.055785i,0.023553-0.045569i,-0.00074718-0.026042i,-0.022425+0.0086183i,-0.012049+0.01966i,0.0026015+0.0040938i,0.0063886-0.0062236i,0.0089242-0.0021461i,0.010964+0.0012413i,0.0069663+0.0014653i,0.0043172+0.0038144i,0.0097262+0.0050132i,0.017677+8.0193e-05i,0.015276-0.0085029i,0.0018467-0.010955i,-0.0088843-0.0059818i,-0.011311+0.0024414i,-0.008199+0.013212i
