0.0033669+0.0015915i,0.0041021-0.00051978i,0.0012885-0.0049363i,-0.0014902-0.0044498i,-0.0034165-0.0012472i,-0.0034624+0.00053933i,-0.00075834+0.00083509i,0.0010548+0.00010311i,0.0014366+7.6062e-05i,0.00081089-0.0002895i,-0.00028428-0.00090688i,-0.0010308-0.00053243i,-0.0011249+0.00059115i,-0.00092425+0.0013264i,-0.0018042+0.0010825i,-0.0020323+0.00053041i,-0.00060704-9.7418e-05i,0.00091251-7.1314e-05i,0.00060975+0.00073729i,-0.00044479+0.00044916i,-0.00045021-0.00011087i,-4.061e-05-0.00046181i,-2.956e-05-0.00079211i
0.13831-0.39863i,-0.18871-0.23565i,-0.24084+0.072838i,0.00079801+0.21457i,0.082741+0.127i,-0.044958+0.025069i,-0.14629-0.028331i,-0.1515-0.064976i,-0.11432-0.065344i,-0.071063-0.040813i,-0.033643-0.018098i,-0.0054763-0.0088386i,0.0045194-0.0067758i,0.0019783-0.00043175i,-0.0070342+0.0041865i,-0.016797+0.013697i,-0.016548+0.025547i,-0.013332+0.026493i,-0.017168+0.017693i,-0.028421+0.013187i,-0.030306+0.015893i,-0.019624+0.011901i,-0.013291-0.0023651i
0.5504+0.67614i,0.79902+0.66292i,0.79558+0.58404i,0.55703+0.48779i,0.3049+0.30368i,0.13884+0.11545i,0.056836+0.021272i,0.028085-0.011917i,0.012907-0.011776i,0.0002838-0.001034i,-0.021972-0.0070882i,-0.04635+0.00082665i,-0.042448+0.020429i,-0.028476+0.015651i,-0.019769+0.00552i,-0.00072015-0.0013305i,0.017937-0.01307i,0.026391-0.016567i,0.029196-0.009727i,0.022905-0.0045756i,0.013164-0.0027333i,0.010539+0.0025832i,0.018455+0.0053952i
-0.34622-0.17685i,-0.1449-0.32385i,-0.050725-0.28491i,-0.077897-0.058724i,-0.036789+0.080826i,0.053134+0.034488i,0.11463-0.054951i,0.11599-0.12107i,0.054153-0.13292i,0.020117-0.083265i,0.033342-0.046681i,0.036778-0.038115i,0.022939-0.034006i,0.005207-0.023804i,-0.0018995-0.011749i,-0.0034175-0.011697i,-0.0070658-0.015998i,-0.0050572-0.022679i,-0.00096166-0.033008i,0.0019244-0.038392i,0.0033374-0.038732i,0.0051848-0.034672i,0.010023-0.020632i
-0.051673-0.32845i,-0.32308+0.044833i,-0.49339+0.35189i,-0.37665+0.30549i,-0.14685+0.10371i,-0.029682+0.011436i,0.0057838+0.03002i,0.043617+0.043472i,0.059586+0.018455i,0.043193+3.4749e-05i,0.034887-0.0016264i,0.028445-0.012598i,0.013693-0.02351i,0.012668-0.024484i,0.013013-0.019131i,0.0025184-0.00059059i,-0.003825+0.021923i,-0.0085998+0.033238i,-0.01648+0.034205i,-0.017246+0.030581i,-0.008791+0.026668i,-0.0057891+0.025436i,-0.0085412+0.027856i
0.54893+0.43523i,0.48826+0.44065i,0.29165+0.34915i,0.068457+0.22178i,-0.087009+0.1377i,-0.11774+0.14632i,-0.037287+0.17501i,0.061384+0.13385i,0.074134+0.058117i,0.031458+0.032113i,0.013658+0.032138i,0.010425+0.021149i,0.0092042+0.011056i,0.01123-0.00072494i,0.0050243-0.0067507i,0.00021012-0.0048662i,0.00064387-0.0034289i,0.0056368+0.0041682i,0.019597+0.010384i,0.026618+0.0066723i,0.022302+0.0049078i,0.018779+0.010689i,0.014526+0.013723i
-0.71965+0.035788i,-0.7981-0.31031i,-0.66437-0.49503i,-0.39507-0.33846i,-0.14146-0.10636i,-0.022408+0.0088631i,-0.015604+0.057862i,-0.039731+0.075415i,-0.055656+0.075267i,-0.044484+0.061463i,-0.021244+0.032728i,-0.0063769+0.0068468i,-0.0006686-0.0059754i,0.0010652-0.002395i,0.0051748-0.0018265i,0.0020538-0.016184i,-0.010416-0.02614i,-0.016554-0.026499i,-0.011218-0.023644i,-0.0039442-0.016636i,-0.0025225-0.0098797i,-0.0037249-0.011502i,-0.0088299-0.011958i
-0.25225-0.5139i,-0.2717-0.35966i,-0.24102-0.23498i,-0.18152-0.23957i,-0.12933-0.24352i,-0.11393-0.21485i,-0.12054-0.14515i,-0.085182-0.061145i,-0.021258-0.046661i,-0.013347-0.050629i,-0.015616-0.0075382i,0.0038863+0.026285i,0.009253+0.034361i,0.011799+0.033789i,0.015253+0.017717i,0.012601+0.0048399i,0.012125+0.00094959i,0.0045838+0.0005317i,-0.0083457+0.011684i,-0.0090673+0.022334i,-0.0010282+0.02277i,0.0026709+0.018244i,0.00045263+0.010717i
1.2172-0.067267i,1.4018-0.21355i,1.0948-0.28531i,0.57536-0.15159i,0.25836+0.043239i,0.12726+0.063828i,0.0044313-0.025648i,-0.073746-0.06178i,-0.078767-0.050018i,-0.052184-0.033817i,-0.03304-0.026899i,-0.025487-0.020378i,-0.0080825-0.0068683i,0.0059274-0.0019967i,0.0083709+0.0044462i,0.016288+0.010034i,0.022604-0.0014453i,0.017437-0.012462i,0.0072102-0.01176i,-0.0073965-0.0079257i,-0.018782-0.0023265i,-0.015507+0.0052628i,-0.00302+0.0029429i
-0.09547+0.47313i,-0.0093073+0.27952i,0.076849+0.11273i,0.1571+0.077365i,0.23489+0.048671i,0.27088+0.049853i,0.2694+0.08254i,0.22345+0.085423i,0.15557+0.073208i,0.099987+0.03823i,0.040496-0.0047443i,-0.0032819-0.026316i,-0.021305-0.040341i,-0.032409-0.031218i,-0.023133-0.0030679i,-0.0048246+0.0077868i,0.0017878+0.0072525i,0.0044514+0.0012614i,0.0022787-0.008772i,-9.6299e-05-0.011572i,-0.0029951-0.015142i,-0.013165-0.018869i,-0.018152-0.012366i
-0.76706-0.039279i,-0.71215+0.32749i,-0.33655+0.47188i,-0.06272+0.22518i,-0.11354-0.017565i,-0.18116-0.038164i,-0.10155-0.010904i,-0.016934-0.04089i,0.0072312-0.073951i,0.0077278-0.052448i,0.034903-0.0016378i,0.062022+0.017561i,0.043386+0.01464i,0.020694+0.014884i,0.014226+0.011987i,0.013221+0.018563i,0.022459+0.029063i,0.029466+0.026119i,0.026918+0.016206i,0.028507+0.0022976i,0.032913-0.014178i,0.026176-0.022976i,0.0087258-0.016i
0.44244-0.20709i,0.30883-0.11989i,0.13846-0.0079198i,0.072308+0.078312i,0.059493+0.13235i,0.025422+0.15001i,-0.025418+0.13681i,-0.057867+0.11662i,-0.0587+0.11067i,-0.022766+0.093409i,0.0096207+0.047031i,0.017875+0.013537i,0.029881+0.0049249i,0.03737-0.012969i,0.021523-0.027437i,-0.0003377-0.022948i,-0.015611-0.012253i,-0.024726+0.004699i,-0.021568+0.019146i,-0.013521+0.027315i,0.00035335+0.037948i,0.022339+0.039417i,0.032691+0.025743i
0.24662+0.32714i,0.17955+0.10454i,-0.0078641+0.022812i,-0.069911+0.097698i,0.027446+0.033527i,0.060923-0.13858i,0.023715-0.17482i,0.027105-0.09506i,0.054802-0.033971i,0.049365-0.025178i,0.0022758-0.034055i,-0.03673-0.028425i,-0.035675-0.017732i,-0.018762-0.0077842i,-0.0081514-0.0012728i,-0.013048+0.00011264i,-0.020618+0.0088679i,-0.015997+0.01233i,-0.009969+0.0050216i,-0.0074514+0.0064868i,-0.0039556+0.01486i,0.0036797+0.016256i,0.012987+0.0058247i
-0.30488-0.19831i,-0.16559-0.2832i,-0.11484-0.23639i,-0.13054-0.051849i,-0.060109+0.099636i,-0.0016714+0.10634i,-0.036236+0.052614i,-0.085225+0.00050172i,-0.10475-0.024677i,-0.084297-0.0081414i,-0.039793+0.019469i,-0.0093477+0.040185i,0.0062976+0.053821i,0.018555+0.054178i,0.020978+0.042222i,0.014639+0.026997i,0.0099799+0.0075219i,0.0029352-0.01564i,-0.0076412-0.026364i,-0.01396-0.024661i,-0.023172-0.022619i,-0.034038-0.013552i,-0.034641+0.0016625i
0.46995-0.27016i,0.44831-0.18163i,0.1996-0.094908i,-0.018288-0.051002i,-0.028236-0.092793i,0.0097663-0.2096i,-0.041012-0.23841i,-0.055344-0.14112i,-0.0092616-0.053094i,0.0079285-0.012601i,-0.0010103+0.0016285i,-0.014655+0.0010607i,-0.026612+0.0063985i,-0.032535+0.013676i,-0.035775+0.015064i,-0.038184+0.010689i,-0.037895+0.0050851i,-0.03031+0.0096742i,-0.012438+0.020314i,0.0016006+0.022589i,0.0012226+0.0207i,-0.0058064+0.024069i,-0.012915+0.024894i
0.27272+0.54167i,0.32718+0.54448i,0.31154+0.34356i,0.14824+0.17946i,0.011637+0.21855i,0.090717+0.29003i,0.22534+0.23367i,0.22685+0.10583i,0.13123+0.013958i,0.056323-0.01237i,0.035213-0.033306i,0.0060721-0.06874i,-0.04572-0.06008i,-0.060492-0.012252i,-0.036639+0.019478i,-0.01402+0.024844i,0.0013091+0.021859i,0.022031+0.013688i,0.033655-0.0036099i,0.0233-0.015405i,0.013341-0.0162i,0.011386-0.019712i,0.012205-0.023746i
-0.6429+0.30909i,-0.6456+0.25689i,-0.46044-0.037496i,-0.27684-0.29279i,-0.12027-0.2756i,0.061624-0.20069i,0.13059-0.22731i,0.059212-0.18282i,-0.0047281-0.069327i,-0.045966-0.018249i,-0.05519+0.0039246i,-0.002274+0.014903i,0.043201-0.0072177i,0.043825-0.029378i,0.036247-0.040571i,0.035516-0.051738i,0.031338-0.053013i,0.015828-0.03613i,0.0013127-0.010791i,0.004885-0.0014751i,0.0089251-0.022317i,-0.006435-0.047563i,-0.025907-0.043249i
0.03871-0.31527i,0.022833-0.21622i,-0.12217-0.19437i,-0.32016-0.28105i,-0.39074-0.32057i,-0.31258-0.29235i,-0.20612-0.2251i,-0.081867-0.12155i,0.057578-0.097063i,0.10473-0.14517i,0.052259-0.13104i,0.0054779-0.056973i,0.0019141-0.017455i,0.0013994-0.027992i,-0.021417-0.048272i,-0.04929-0.046111i,-0.055897-0.019629i,-0.037831+0.014402i,-0.0040209+0.029238i,0.024422+0.016804i,0.033943+0.0050782i,0.03368+0.006243i,0.031423+0.0062444i
0.45702-0.07247i,0.51977-0.33346i,0.48162-0.37142i,0.42213-0.13086i,0.38582+0.12458i,0.30849+0.32159i,0.18001+0.38559i,0.040925+0.289i,-0.040877+0.21191i,0.00097358+0.17325i,0.06556+0.099809i,0.066043+0.035407i,0.040825+0.013496i,0.024079+0.016108i,0.017775+0.021441i,0.016572+0.0099182i,0.010805-0.014171i,-0.0034718-0.025161i,-0.01912-0.010983i,-0.025552+0.019694i,-0.011663+0.050041i,0.021958+0.053056i,0.042899+0.019739i
-0.26621+0.084523i,-0.25754+0.055379i,0.044023+0.032794i,0.32785-0.15667i,0.17183-0.45305i,-0.21338-0.52005i,-0.37899-0.27797i,-0.28116+0.0082617i,-0.097169+0.097614i,-0.015639+0.048623i,-0.018517+0.03511i,0.0078314+0.0359i,0.029657-0.004966i,0.023758-0.032418i,0.045612-0.027265i,0.083152-0.023646i,0.082268-0.024763i,0.040043-0.012906i,0.0043752+0.013174i,0.00035678+0.027899i,0.0060005+0.017529i,0.0060328+0.0048877i,0.0061838+0.0051731i
0.4361+0.26192i,0.79485+0.43795i,0.9066+0.28061i,0.7019+0.015191i,0.51548+0.11277i,0.55224+0.33853i,0.56939+0.23394i,0.32438-0.017761i,0.032693-0.015533i,0.01475+0.12392i,0.10579+0.1009i,0.054477+0.025244i,-0.023161+0.057739i,0.0070403+0.092611i,0.067255+0.06643i,0.079422+0.037183i,0.05445+0.028547i,0.015667+0.013781i,-0.0085295-0.0011953i,-0.0039559-0.0037793i,-0.00073042-0.011002i,-0.01399-0.016589i,-0.030877-0.0036074i
-0.6133+7.0757i,1.1307+7.4786i,3.805+6.3274i,4.4904+2.7212i,3.3652-0.6014i,1.0032-2.1014i,-0.97176-1.234i,-1.309+0.31475i,-0.39843+1.0726i,0.61655+0.59373i,0.73211-0.41561i,0.22606-1.0955i,-0.27606-1.6444i,-0.64238-2.3624i,-0.65253-2.6917i,-0.39727-1.9789i,-0.26129-0.89586i,-0.46194-0.23961i,-0.83464+0.12948i,-0.84271+0.42465i,-0.43094+0.55341i,-0.00034634+0.40151i,0.15597+0.054897i
-0.54069-0.050558i,-0.84753+0.22397i,-0.75648+0.63104i,-0.51275+0.80968i,-0.49272+0.75304i,-0.49468+0.68494i,-0.27722+0.52279i,-0.066137+0.21894i,-0.04841+0.013529i,-0.071952-0.005719i,-0.054095+0.0037161i,-0.050757-0.0082631i,-0.055899+0.0023988i,-0.044514+0.028264i,-0.026188+0.046828i,-0.016471+0.063554i,-0.0036554+0.082927i,0.020667+0.080365i,0.03381+0.047159i,0.029628+0.011583i,0.020043-0.015418i,0.0080111-0.04466i,-0.0064493-0.064481i
-0.08851+0.075123i,-0.20878+0.076176i,-0.20256+0.028188i,0.0011671-0.067372i,0.32258-0.14228i,0.69219-0.13839i,0.84497-0.12848i,0.62327-0.1194i,0.33178-0.047844i,0.21397-0.024172i,0.16501-0.082633i,0.088956-0.095911i,0.040676-0.042228i,0.040806-0.016754i,0.032195-0.03803i,-0.0046166-0.05886i,-0.037341-0.058385i,-0.046497-0.047217i,-0.03753-0.031797i,-0.014573-0.011711i,0.0096226+0.002038i,0.016+0.0053459i,0.0035154+0.012106i
-0.036462-0.066607i,-0.024684-0.18237i,-0.20468-0.3121i,-0.43963-0.30559i,-0.51562-0.27071i,-0.50065-0.33864i,-0.45249-0.31461i,-0.27182-0.14406i,-0.059856-0.048112i,0.0085338-0.041866i,-0.014389-0.031311i,-0.028298-0.02222i,-0.021584-0.025944i,-0.019425-0.030681i,-0.016357-0.027782i,0.0061611-0.018765i,0.026574-0.017181i,0.030982-0.01349i,0.035742-0.013474i,0.027718-0.026572i,-0.00071165-0.025216i,-0.016191-0.0042936i,-0.0028438+0.010672i
-0.054151-0.80201i,-0.16034-1.0347i,-0.27163-0.89297i,-0.40892-0.48741i,-0.45625-0.051413i,-0.42536+0.28237i,-0.37652+0.40911i,-0.29533+0.33799i,-0.20687+0.2202i,-0.11878+0.15013i,-0.038378+0.10462i,0.008543+0.062924i,0.023267+0.036675i,0.0085241+0.027898i,-0.033273+0.042498i,-0.061534+0.073979i,-0.04789+0.078924i,-0.02472+0.044193i,-0.018244+0.0076505i,-0.015811-0.0045323i,-0.011534-0.0062743i,-0.0045452-0.0079811i,0.0058553-0.0083455i
0.16155+0.051416i,-0.043996-0.15438i,-0.1671-0.25062i,0.019924-0.28272i,0.23871-0.38526i,0.26586-0.41618i,0.21114-0.29683i,0.1526-0.1753i,0.073527-0.11004i,-0.0027517-0.041846i,-0.0054666+0.031179i,0.041658+0.058368i,0.05845+0.043831i,0.040788+0.021971i,0.014886-0.004355i,-0.016131-0.035209i,-0.046003-0.049511i,-0.05536-0.032585i,-0.036001-0.0055869i,-0.0082056+0.0028558i,0.0017123-0.00030209i,-0.006136+0.0028394i,-0.016865+0.0076131i
-0.37497+0.58165i,-0.028171+0.83937i,0.25736+0.62722i,0.22812+0.27352i,0.063848+0.15808i,-0.023544+0.107i,-0.028437-0.013072i,-0.0065602-0.097022i,0.0065477-0.11082i,-0.00026857-0.0747i,-0.017411-0.032379i,-0.041775-0.0079329i,-0.052543+0.011964i,-0.03596+0.013924i,-0.021481+0.0080915i,-0.0065597+0.023586i,0.025859+0.037155i,0.052985+0.019463i,0.052295-0.011596i,0.030992-0.028711i,0.0057714-0.02671i,-0.01439-0.012747i,-0.024732+0.0053519i
0.14289-0.64939i,0.10557-0.48205i,0.19443-0.208i,0.2349-0.073483i,0.17309+0.042412i,0.17591+0.20342i,0.23258+0.25306i,0.20289+0.16593i,0.098946+0.062604i,0.011015+0.00092815i,-0.020929-0.033854i,-0.015345-0.058621i,-0.011008-0.060987i,-0.01563-0.035164i,-0.023818-0.013612i,-0.039984-0.0083712i,-0.047541-0.0036154i,-0.038137+0.00089825i,-0.029282+0.0052403i,-0.020105+0.01175i,-0.0060608+0.0078741i,0.0037629-0.00047857i,0.011006+0.0043087i
0.36547+0.44557i,0.21566+0.35252i,0.147+0.36388i,0.28639+0.31646i,0.29983+0.074703i,0.15465-0.091327i,0.10109-0.10063i,0.12211-0.10421i,0.11155-0.12728i,0.070425-0.10982i,0.044249-0.042865i,0.040639+0.0083283i,0.017651+0.018056i,-0.013002+0.017609i,-0.021768-0.00066281i,-0.025385-0.028236i,-0.030385-0.031891i,-0.023971-0.017095i,-0.0096855-0.007933i,-0.0027368-0.0098483i,-0.0067517-0.011264i,-0.01783-0.01304i,-0.0301-0.023065i
-0.7953+0.23577i,-0.58305+0.27887i,-0.2691+0.1554i,-0.11862+0.15449i,-0.048358+0.27739i,0.0026219+0.26493i,-0.04055+0.14763i,-0.10572+0.10145i,-0.093498+0.10605i,-0.061364+0.074893i,-0.067858+0.040685i,-0.07425+0.040684i,-0.045786+0.039123i,-0.0077769+0.020149i,0.0095735+0.017829i,0.022487+0.03826i,0.043691+0.043118i,0.050597+0.021069i,0.035956+0.00010842i,0.020652-0.0062275i,0.014803-0.0084054i,0.013858-0.013235i,0.010856-0.016454i
0.32413-0.83786i,0.016372-0.69783i,-0.2995-0.3242i,-0.41233-0.098856i,-0.3943-0.067112i,-0.35843-0.043581i,-0.27208+0.028734i,-0.13151+0.046434i,-0.02142-0.0099735i,0.027691-0.054842i,0.050802-0.063822i,0.068053-0.060402i,0.064393-0.052171i,0.032956-0.02968i,0.0058409-0.0093381i,-0.016814-0.010714i,-0.040646-0.0078872i,-0.039609+0.011045i,-0.021174+0.018471i,-0.010089+0.01394i,-0.0029483+0.012037i,0.0058401+0.0082044i,0.0059314+0.0034971i
0.61165+0.42908i,0.62459+0.16435i,0.35498+0.12126i,0.17646+0.28873i,0.2418+0.27882i,0.27918+0.11967i,0.21024+0.019628i,0.12386-0.01513i,0.043017-0.0048691i,0.017608+0.023483i,0.022858+0.022639i,0.0050437+0.013916i,-0.0092372+0.018644i,-0.0048444+0.01732i,0.0050191+0.0076508i,0.01951-0.0037998i,0.02724-0.017775i,0.01629-0.027222i,0.0016258-0.022796i,-0.0015863-0.011157i,0.0015116-0.0020252i,0.0059995+0.0031124i,0.012414+0.00010566i
-0.71422-0.046376i,-0.59802-0.037858i,-0.38433-0.093632i,-0.24846-0.12705i,-0.15819-0.14075i,-0.058533-0.18634i,0.0093324-0.2021i,0.030559-0.13836i,0.036642-0.055337i,0.0086787-0.01091i,-0.039622+0.013904i,-0.049509+0.025935i,-0.022392+0.010312i,0.0059649-0.0079417i,0.018518-0.0089175i,0.012791+0.00060735i,0.003427+0.011397i,-0.00040616+0.016169i,0.0027601+0.016996i,0.011078+0.012573i,0.016553+0.003708i,0.020214-0.00022242i,0.024321-0.0010071i
0.53647-0.11097i,0.56692+0.021248i,0.44513-0.06853i,0.18923-0.26465i,-0.066864-0.21276i,-0.15255-0.020492i,-0.11999+0.071643i,-0.07241+0.056177i,-0.049206+0.0093615i,-0.025875+0.0024185i,0.017591+0.0069778i,0.028203-0.0028203i,0.002409+0.0097403i,-0.017617+0.025485i,-0.030079+0.022759i,-0.030575+0.014917i,-0.017541+0.0073838i,-0.00060183+0.0034521i,0.0074534-0.0018422i,-0.0025077-0.0035473i,-0.01524+0.0075824i,-0.017669+0.021645i,-0.013852+0.026565i
0.024198+0.46369i,-0.030778+0.32737i,-0.12659+0.069821i,-0.15008-0.047688i,0.025068-0.013886i,0.24621-0.0070401i,0.27896-0.035641i,0.1843-0.007256i,0.10986+0.032392i,0.061915+0.030921i,0.034004+0.020969i,0.02895+0.0083271i,0.021249-0.0020453i,0.010845+0.0064789i,0.011932+0.015579i,0.019914+0.0051194i,0.020577-0.020955i,0.0094687-0.040825i,0.00042231-0.037327i,-0.00062116-0.024046i,-0.0067667-0.015232i,-0.016809-0.010021i,-0.017021-0.0084149i
-0.28671+0.12215i,-0.24744+0.27132i,-0.14673+0.36925i,-0.0736+0.30974i,-0.089971+0.16305i,-0.10237+0.058117i,-0.048896-0.020105i,-0.011398-0.084609i,-0.019898-0.10804i,-0.050393-0.088186i,-0.066444-0.046061i,-0.049047-0.022646i,-0.028152-0.021015i,-0.013111-0.011747i,0.00030586+0.0013598i,-0.0012267+0.017611i,-0.0024793+0.041211i,0.0063501+0.048695i,0.0094738+0.035001i,0.011209+0.01565i,0.017073-0.0025338i,0.014017-0.0080357i,0.0057009+0.005041i
-0.24541+0.10423i,-0.16863+0.14319i,0.065297+0.020418i,0.23709-0.066771i,0.24886-0.06266i,0.1216-0.082252i,-0.077829-0.063013i,-0.16177+0.043479i,-0.091458+0.096713i,-0.024346+0.039441i,-0.026233-0.014499i,-0.043197-0.0079419i,-0.041625+0.01292i,-0.03123+0.012179i,-0.029883+0.0036939i,-0.031347+0.0016108i,-0.023608-0.0027975i,-0.011271-0.0080755i,-0.0018285-0.011268i,-0.0052752-0.010161i,-0.014466+0.0022031i,-0.01243+0.011545i,-0.0066816+0.0045107i
-0.19486-0.40524i,-0.38524-0.25883i,-0.26454+0.014134i,-0.0562+0.081564i,-0.066508+0.061721i,-0.13256+0.15325i,-0.046417+0.22446i,0.068516+0.15572i,0.08719+0.026035i,0.038423-0.032944i,0.024736-0.0063389i,0.058546+0.00287i,0.053952-0.027042i,0.014489-0.035322i,-0.00057738-0.025816i,0.0066161-0.019714i,0.015198-0.0099649i,0.017281+0.0019591i,0.011872+0.012055i,0.0096079+0.0086432i,0.0084119-0.011209i,0.00099426-0.027666i,-0.0040931-0.025555i
0.40205+0.093614i,0.4154-0.2254i,0.21678-0.28897i,0.10887-0.077585i,0.13305+0.058342i,0.1374+0.072344i,0.11704+0.047772i,0.07334+0.010032i,0.022144+0.0087465i,0.0089528+0.01747i,-0.0050451+0.01071i,-0.015329+0.021043i,0.0053671+0.031519i,0.016161+0.03159i,0.0081725+0.039983i,0.0019627+0.044562i,-0.0016865+0.033791i,-0.0031549+0.017605i,-0.00030519+0.0058467i,0.0066204+0.0054718i,0.018334+0.013564i,0.030482+0.013835i,0.027514+0.0032516i
-0.82018-0.10394i,-0.74867+0.07694i,-0.44458+0.14242i,-0.23971+0.08654i,-0.14293+0.0016261i,-0.060006-0.12059i,-0.046876-0.2112i,-0.073999-0.18719i,-0.052772-0.10423i,-0.0068786-0.063821i,0.0054047-0.073508i,-0.014313-0.076647i,-0.030362-0.058755i,-0.02041-0.044703i,-0.0061175-0.046978i,-0.011241-0.052985i,-0.024305-0.04201i,-0.024943-0.01626i,-0.015437-6.4754e-05i,-0.00935-0.00024358i,-0.012019-0.0032602i,-0.017789+0.0043038i,-0.013777+0.016965i
0.7798-0.744i,0.64028-0.75604i,0.32303-0.43262i,0.056151-0.12538i,-0.11903+0.029131i,-0.2261+0.10451i,-0.25725+0.134i,-0.21486+0.12337i,-0.12574+0.08799i,-0.038699+0.06052i,0.019749+0.066014i,0.051467+0.071114i,0.052595+0.044131i,0.027215+0.012916i,0.0076391+0.0061066i,0.01218+0.015415i,0.020765+0.020758i,0.01882+0.016947i,0.012775+0.010483i,0.0077526+0.0068795i,0.0059197+0.0046535i,0.010713-0.0019134i,0.012481-0.012664i
0.21335+0.89825i,0.24284+0.70367i,0.021106+0.38531i,-0.12231+0.25274i,-0.021845+0.16682i,0.10397+0.072917i,0.14033+0.072311i,0.15651+0.11133i,0.1528+0.09758i,0.080256+0.036918i,-0.026795-0.0045551i,-0.080784+0.0064922i,-0.060917+0.030708i,-0.024678+0.035276i,-0.011917+0.022735i,-0.016935+0.003235i,-0.020306-0.015103i,-0.018644-0.025324i,-0.021042-0.02376i,-0.023152-0.012596i,-0.018845+0.0015418i,-0.014066+0.011744i,-0.0069853+0.01252i
-0.4963-0.32008i,-0.31249-0.10427i,-0.086698+0.020182i,-0.091964-0.00018929i,-0.16469+0.025158i,-0.098858+0.046948i,0.02798-0.026323i,0.074082-0.12641i,0.019464-0.15756i,-0.016872-0.095147i,0.035306-0.04151i,0.075749-0.051779i,0.051735-0.061943i,0.018651-0.046632i,0.0054177-0.025257i,0.0082735-0.007819i,0.012691+0.0042159i,0.012307+0.012152i,0.017099+0.016117i,0.024539+0.011256i,0.022215-0.0027302i,0.0060595-0.011486i,-0.012614-0.0022382i
0.60085-0.054399i,0.40776-0.066496i,0.1329-0.11003i,0.0335-0.15992i,0.051503-0.19288i,0.038178-0.23172i,-0.046412-0.23347i,-0.099838-0.13738i,-0.050211-0.020009i,0.000693+0.016764i,-0.027573+0.031717i,-0.058604+0.065102i,-0.0436+0.066172i,-0.018433+0.042237i,-0.0040999+0.022725i,-0.0024107+0.0087773i,-0.0085001-0.0024705i,-0.011774-0.010052i,-0.012902-0.013369i,-0.015441-0.011231i,-0.01695+0.00030114i,-0.011686+0.011255i,-0.0020045+0.0070505i
-0.21995+0.57181i,-0.19215+0.52989i,-0.11729+0.33052i,-0.12447+0.12154i,-0.23546+0.050846i,-0.29287+0.13351i,-0.23008+0.19561i,-0.14822+0.1557i,-0.10385+0.078365i,-0.077181+0.019318i,-0.050885-0.023674i,-0.023363-0.057605i,-0.014449-0.062418i,-0.022099-0.038728i,-0.022026-0.012388i,-0.0074984+0.00076284i,0.0080024+0.0025274i,0.015556+0.0035412i,0.018588+0.004915i,0.016755-0.0031489i,0.0092589-0.017587i,-0.00034432-0.021688i,-0.0014743-0.0091479i
-0.27057-0.16818i,-0.21452-0.20936i,-0.12933-0.23277i,-0.029445-0.17905i,0.069929-0.094555i,0.093334-0.022048i,0.062966+0.050862i,0.050801+0.098477i,0.062491+0.089232i,0.073128+0.035017i,0.066426-0.0064553i,0.049248-0.0033498i,0.038915+0.011817i,0.037026+0.015594i,0.033373+0.010159i,0.022533+0.0066321i,0.012707+0.0068104i,0.0060776-0.00062629i,-0.0035209-0.0091228i,-0.0080141-0.0026363i,0.0017346+0.010096i,0.014185+0.0075317i,0.0098542-0.0093056i
-0.15054-0.12755i,-0.17327+0.051554i,0.015142+0.099169i,0.11551-0.025541i,0.047351-0.06852i,0.060973-0.019479i,0.16193-0.043208i,0.17387-0.095097i,0.10176-0.075733i,0.029701-0.011712i,-0.0096024+0.036622i,-0.014077+0.042187i,-0.0048958+0.015609i,-0.007195-0.0078657i,-0.017451-0.012363i,-0.024003-0.0092315i,-0.0264-0.0045848i,-0.022254+0.0076208i,-0.011512+0.018301i,-0.003645+0.014587i,-0.0084246+0.0056528i,-0.018264+0.0055476i,-0.018179+0.009887i
0.37155-0.10585i,0.24713-0.39613i,0.046538-0.42718i,0.012002-0.26531i,0.014313-0.18822i,-0.085689-0.1923i,-0.18495-0.17092i,-0.20495-0.11868i,-0.15381-0.064163i,-0.066363-0.056772i,-0.021082-0.083631i,-0.025047-0.07577i,-0.023486-0.040154i,-0.015902-0.019338i,-0.011209-0.010875i,0.0012672-0.0034899i,0.015881-0.0008977i,0.017984-0.0031413i,0.0096414-0.0014689i,0.0050998+0.0041017i,0.0098076+0.0070682i,0.018828+0.0044696i,0.024365-0.0034764i
-0.55815+0.39602i,-0.40025+0.52164i,-0.17874+0.41591i,-0.085167+0.24948i,-0.034065+0.14514i,-0.001456+0.090032i,-0.013665+0.081191i,0.0025321+0.079861i,0.033795+0.051582i,0.039996+0.041285i,0.05766+0.053938i,0.080856+0.049256i,0.068978+0.030679i,0.030624+0.02068i,-0.0026976+0.019437i,-0.022438+0.018067i,-0.028519+0.015037i,-0.017436+0.010184i,-0.0025556+0.00070017i,0.0019136-0.0060941i,-0.0011814-0.0056649i,-0.010731-0.0010232i,-0.018714+0.0086538i
0.20771-0.87648i,0.089346-0.81579i,-0.0028347-0.38773i,-0.0065749-0.042529i,-0.012612+0.024601i,-0.042442+0.013154i,-0.022952+0.024367i,0.0024912+0.015351i,-0.016873-0.014266i,-0.045394-0.027463i,-0.061938-0.015429i,-0.068161+0.0031754i,-0.047182+0.015476i,-0.010449+0.014405i,0.012372+0.0063421i,0.019097-0.0031648i,0.013504-0.013881i,-0.0037848-0.015709i,-0.01349-0.0059074i,-0.0075375+0.0020346i,0.00096421+0.0042951i,0.011507+0.00097122i,0.015719-0.012273i
