-0.00095345+0.00049641i,-0.0012015-3.9466e-06i,-0.00098748+0.00030663i,-0.0012742+0.00043283i,-0.001186-0.00021576i,-2.3044e-05+0.00024428i,0.0013405+0.0013932i,0.0014318+0.0015117i,0.00095477+0.0014048i,0.0015464+0.0006823i,0.0019196-0.00089927i,0.0016269-0.0010764i,0.00067475-0.00013222i,-8.8056e-05-0.00018505i,-0.00025095+0.00011468i,0.00046545+0.00032248i,0.0009832-0.00016643i,0.00082811-4.6435e-05i,0.00012336+9.9504e-05i,0.00024268-0.00023106i,0.00076399-0.00074367i,0.00089094-0.00077614i,0.0010874-0.00051634i
0.084857-0.015994i,0.085346+0.032283i,0.020575+0.13551i,-0.034822+0.23278i,-0.019836+0.24054i,0.010644+0.17227i,0.014177+0.10093i,0.008177+0.056087i,0.0020234+0.02541i,-0.0082156+0.0068479i,-0.016484+0.0027429i,-0.017638+0.0038782i,-0.016137+0.0062749i,-0.013161+0.010108i,-0.0073153+0.0096993i,-0.0018794+0.0042829i,-0.00028641+0.0031742i,0.00080877+0.0059029i,0.0035834+0.0055045i,0.0047155+0.0025602i,0.0034385+0.0008337i,0.00019884+0.0012075i,-0.0033499+0.0019426i
-0.037211+0.066927i,-0.039903+0.036206i,0.0034222-0.068957i,0.053004-0.17092i,0.056208-0.1894i,0.028343-0.1388i,0.012923-0.082254i,0.008586-0.051678i,0.0043277-0.033193i,0.0055333-0.020271i,0.0079959-0.012827i,0.0096087-0.0035829i,0.014498+0.0015053i,0.015393-0.0039263i,0.0071886-0.010184i,-0.00092294-0.0085689i,-0.0016796-0.0053094i,-0.0010966-0.005904i,-0.0031112-0.0071178i,-0.0042667-0.0057311i,-0.0023607-0.0029948i,0.0013943-0.0020941i,0.0032852-0.0016013i
-0.023908-0.054321i,-0.032919-0.015825i,-0.06234+0.084736i,-0.10584+0.16162i,-0.11243+0.16795i,-0.069146+0.1302i,-0.027111+0.083841i,-0.010874+0.050697i,-0.0069877+0.029299i,-0.0074593+0.015788i,-0.0088439+0.0076758i,-0.011897+0.0029226i,-0.017905+0.0040675i,-0.01956+0.0076524i,-0.012318+0.0078564i,-0.004788+0.0036314i,-0.0036115-0.00065616i,-0.0046132-0.0002201i,-0.0025097+0.0011628i,0.0013692+0.0008483i,0.00356+0.00082098i,0.0017683+2.1922e-05i,-0.00055006-0.0015777i
0.071384+0.012945i,0.095127-0.022098i,0.11948-0.097536i,0.14378-0.1534i,0.12554-0.14921i,0.068995-0.11088i,0.02579-0.072389i,0.011011-0.04114i,0.0088286-0.020033i,0.010628-0.010995i,0.011976-0.0097211i,0.010697-0.0087728i,0.011145-0.0068084i,0.011438-0.0075924i,0.0075723-0.0076799i,0.0043784-0.0032829i,0.0042826+0.00020604i,0.0019728+0.00026919i,-0.0012203+0.0010532i,-0.0023374+0.001814i,-0.0023843-0.00043321i,-0.0015517-0.0025479i,-0.0012612-0.0023406i
-0.067967+0.031381i,-0.094943+0.053454i,-0.12518+0.096675i,-0.16348+0.13814i,-0.16209+0.12956i,-0.11331+0.086808i,-0.065111+0.04717i,-0.036644+0.022089i,-0.01632+0.0099363i,-0.0056635+0.0034743i,-0.005914+8.8634e-05i,-0.010066-0.00010133i,-0.013089+0.0042434i,-0.011152+0.012139i,-0.0032939+0.015774i,0.0041766+0.011834i,0.0059509+0.0054837i,0.005352+0.0016442i,0.0058216-0.00099506i,0.0058939-0.0033116i,0.0046053-0.0026883i,0.0030014-0.00042467i,0.0025633-0.00011385i
0.02379-0.065639i,0.047911-0.089443i,0.094033-0.11395i,0.15466-0.13414i,0.16435-0.12016i,0.10367-0.089444i,0.039284-0.05664i,0.010698-0.026416i,0.0030868-0.0078857i,0.0012018-0.0020841i,0.0010153-0.0023875i,0.0040138-0.0027672i,0.0088697-0.0045923i,0.0096009-0.0077539i,0.0066986-0.0087509i,0.0043817-0.005505i,0.0040096-0.0023766i,0.0028753-0.002842i,-0.00032252-0.0021808i,-0.00242+0.0014059i,-0.003454+0.0021065i,-0.0033024+0.00099945i,-0.0013116+0.0007352i
0.01995+0.068302i,-0.006387+0.10248i,-0.061838+0.12213i,-0.12147+0.11737i,-0.13569+0.081511i,-0.092072+0.042682i,-0.041074+0.016186i,-0.01439-0.0019186i,-0.007497-0.010954i,-0.006967-0.01072i,-0.0027311-0.0053944i,0.002354-0.0010114i,0.0022702+0.0018716i,-0.0018741+0.0063586i,-0.0043367+0.010851i,-0.003824+0.010873i,-0.0044393+0.0068035i,-0.0052775+0.0031103i,-0.0036562+0.00016534i,-0.0010579-0.0017622i,0.00042742-0.0018251i,0.00062004-0.0018551i,0.00055336-0.0021605i
-0.045944-0.028366i,-0.021549-0.061037i,0.048099-0.084047i,0.11855-0.087076i,0.13419-0.073628i,0.10173-0.054594i,0.063697-0.040624i,0.032512-0.024676i,0.013321-0.0054008i,0.0069677+0.0060697i,0.0045299+0.0071189i,0.0022915+0.004173i,0.0016689+0.0011369i,0.0014061-0.0019594i,-0.00098369-0.0045667i,-0.0033543-0.0035863i,-0.0020646+0.00047222i,0.0011285+0.0040084i,0.0028393+0.0057293i,0.003102+0.0055378i,0.002133+0.00451i,0.0011987+0.0035063i,0.00011129+0.0029463i
0.041494-0.013534i,0.02984+0.010964i,-0.03681+0.037269i,-0.11317+0.045953i,-0.1263+0.035601i,-0.079964+0.013453i,-0.03371-0.0051254i,-0.012702-0.012342i,-0.0048917-0.012862i,-0.00020459-0.014287i,0.0017573-0.015188i,0.0016845-0.011126i,-0.001002-0.0043002i,-0.0052489+0.0012585i,-0.0058868+0.0051592i,-0.0037335+0.0059074i,-0.0027601+0.0036405i,-0.0015438+0.0013952i,-0.00083292-0.0016988i,-0.0020771-0.0052439i,-0.0024649-0.0060993i,-0.0019369-0.0053841i,-0.0013541-0.0037349i
-0.017362+0.038452i,-0.01628+0.027209i,0.031482+0.0049379i,0.095681+0.0045806i,0.11317+0.017524i,0.080026+0.016663i,0.038147+0.01209i,0.015795+0.014426i,0.010115+0.015274i,0.008676+0.013275i,0.0033039+0.012812i,-0.0020938+0.014843i,0.00069257+0.014015i,0.0061642+0.0061777i,0.0064224-0.0019988i,0.0048718-0.0053504i,0.004685-0.006474i,0.0028976-0.0060193i,0.00035235-0.0027765i,0.00027256+0.0012335i,0.0010008+0.0021678i,0.0017616+0.0010582i,0.00086875+0.0001618i
-0.021909-0.030251i,-0.029695-0.025979i,-0.054345-0.0020095i,-0.086582-0.00094114i,-0.091448-0.017378i,-0.062612-0.0089441i,-0.027654+0.010356i,-0.0061305+0.013035i,0.0011505+0.0048724i,-0.0011527-0.0032015i,-0.005492-0.0084019i,-0.0056312-0.0099162i,-0.005005-0.0089895i,-0.0064247-0.0060603i,-0.007625-0.0020293i,-0.0080855+0.0006734i,-0.0080519+0.0010321i,-0.0072456+0.00067738i,-0.0050083+0.0013548i,-0.0027925-6.7092e-05i,-0.0022742-0.0033097i,-0.0029618-0.0032477i,-0.0025182-0.0020845i
0.039282+0.011236i,0.060178+0.01237i,0.085107+0.0021008i,0.10947+0.0040503i,0.10269+0.021874i,0.062872+0.025437i,0.025791+0.015651i,0.0064567+0.010824i,-0.0012888+0.0096651i,-0.001104+0.010367i,0.0023252+0.01188i,0.0056518+0.0096732i,0.0088684+0.0043264i,0.010591-0.00027821i,0.011416-0.004128i,0.010453-0.0071773i,0.0072607-0.0060198i,0.0041565-0.0019681i,0.0025784+0.001226i,0.0030151+0.0023693i,0.0037806+0.0028453i,0.0035432+0.003007i,0.001347+0.0016648i
-0.03531+0.018404i,-0.053017+0.015021i,-0.07458+0.0014146i,-0.10259-0.024114i,-0.10067-0.044414i,-0.064666-0.040565i,-0.03134-0.029257i,-0.013941-0.022505i,-0.0076299-0.014235i,-0.0077187-0.0084352i,-0.010378-0.010873i,-0.01317-0.013043i,-0.013583-0.0078509i,-0.01198-0.0016564i,-0.010842+0.0024463i,-0.0091053+0.0070101i,-0.0040565+0.0081329i,0.0018201+0.0034273i,0.002975-0.0024709i,0.001007-0.0051344i,5.3442e-05-0.0051759i,0.00066267-0.0037973i,0.001599-0.0019608i
0.0091892-0.031956i,0.020482-0.032426i,0.040316-0.0088828i,0.062107+0.026865i,0.055184+0.046005i,0.024114+0.028212i,-0.0060494+0.00090435i,-0.02429-0.0050533i,-0.023857-5.4406e-05i,-0.011476+0.00050734i,-0.00032582-0.0011213i,0.0052814-0.00092096i,0.0077852-0.00020681i,0.010285-0.0009071i,0.012167-0.0033684i,0.011588-0.0066304i,0.0076148-0.00802i,0.0028548-0.0055812i,-0.0011402-0.00056596i,-0.0020798+0.004146i,0.00035132+0.0065372i,0.001494+0.0052785i,-6.4227e-05+0.0030875i
0.012519+0.027812i,-0.00051804+0.034687i,-0.028307+0.022589i,-0.049286-0.0051227i,-0.044756-0.031037i,-0.02796-0.035615i,-0.01252-0.02456i,0.0013329-0.013494i,0.0085767-0.0098135i,0.0045857-0.010065i,-0.0037364-0.007646i,-0.0070627-0.0010621i,-0.0054857+0.0049901i,-0.007381+0.0057366i,-0.011014+0.0054655i,-0.0096887+0.0079034i,-0.0045928+0.0080467i,-0.0015897+0.0046452i,-0.00075524+0.0019274i,0.00047466-0.00035584i,0.00017907-0.0034372i,-0.0018056-0.004895i,-0.0021184-0.0031884i
-0.01824-0.0074445i,-0.0031669-0.010577i,0.030621+0.00029961i,0.055323+0.021526i,0.049698+0.03139i,0.029247+0.023227i,0.017381+0.011017i,0.0098995+0.0032182i,0.0033819-0.00029064i,0.002176-0.001571i,0.0048291-0.0023141i,0.006765-0.0034161i,0.0069279-0.0026319i,0.0074622-0.00057451i,0.010064-0.0038081i,0.0087595-0.0089168i,0.0016176-0.0086325i,-0.0013617-0.0033365i,0.0011468+0.0016411i,0.0025407+0.0033716i,0.0020357+0.0041353i,0.0013418+0.0052325i,0.00069436+0.004229i
0.015486-0.011709i,0.0098903-0.01289i,-0.010159-0.026083i,-0.026475-0.053729i,-0.021438-0.063107i,0.00056141-0.045311i,0.019996-0.027862i,0.026803-0.02i,0.021161-0.01443i,0.012714-0.0078865i,0.0067373-0.0023664i,0.0021712-0.00093467i,-0.0014496-0.00080757i,-0.0040701+0.00088612i,-0.0061947+0.0047757i,-0.0062523+0.008299i,-0.00251+0.0076415i,0.0013966+0.0035911i,0.0013763-0.0014388i,-0.0012711-0.0053939i,-0.0042228-0.0064165i,-0.0040903-0.0050984i,-0.0023314-0.003096i
-0.0046872+0.016996i,-0.0073722+0.016319i,-0.0023461+0.019385i,0.001856+0.036128i,0.000267+0.043296i,-0.0020425+0.02718i,-0.0063057+0.0065698i,-0.012243-0.0020394i,-0.012361-0.0014679i,-0.0067735+0.00088599i,-0.0021088+0.0017126i,-0.0011997+0.0018187i,-0.0011473+0.0025011i,0.0034499+0.0024105i,0.0096165-0.00080437i,0.009636-0.0042938i,0.0046006-0.0056122i,0.00015859-0.0058895i,-0.0021251-0.0040155i,-0.0021995+0.00043464i,-0.00020362+0.0025808i,0.00067474+0.0016398i,0.00044227-0.00063903i
-0.013227-0.013472i,-0.014789-0.013335i,-0.019304-0.011734i,-0.017998-0.019374i,-0.0050511-0.026712i,0.0020282-0.017253i,-0.00017036+0.0011446i,-0.00015602+0.013422i,0.0020871+0.014572i,0.0016115+0.0080361i,-0.0012681+0.0012277i,-0.0027308-0.00084546i,-0.0030496-0.0013465i,-0.0046653-0.00029891i,-0.0075809+0.0040472i,-0.0071726+0.0062398i,-0.0038666+0.005145i,-0.0023111+0.0038389i,-0.0020237+0.0041852i,-0.0011216+0.0030902i,0.00014935-4.7247e-05i,0.00044326-0.0011154i,0.00010815+0.00069512i
0.020097+0.0052681i,0.025718+0.017925i,0.031839+0.0302i,0.033417+0.04181i,0.017765+0.043166i,-0.00074244+0.027908i,-0.0087554+0.014422i,-0.01073+0.0080027i,-0.0080071+0.0037919i,-0.0050916+0.0020419i,-0.0034152+0.0034013i,0.00087385+0.0062863i,0.006061+0.0065978i,0.0074945+0.0044866i,0.007209+0.0022198i,0.007965-0.0017377i,0.0062425-0.0046816i,0.0037148-0.0048303i,0.0035237-0.0041012i,0.0043722-0.0033269i,0.0038706-0.002784i,0.0029213-0.0014183i,0.0017175-0.00095724i
-0.013479+0.0042287i,-0.015717-0.0044708i,-0.0083931-0.018844i,0.00037728-0.033935i,0.0078071-0.037226i,0.0098616-0.023124i,0.0094434-0.00814i,0.011722-0.00046641i,0.011011+0.0022247i,0.0047232-0.00063422i,-0.0028467-0.0052578i,-0.0069412-0.0072148i,-0.0080449-0.0073444i,-0.0089214-0.0034319i,-0.009984+0.0031139i,-0.0088693+0.0073594i,-0.0051188+0.0082907i,-0.00051438+0.0057161i,0.0020541+0.0016251i,0.00055929-0.0018228i,-0.0010133-0.0028372i,-0.00025029-0.0021781i,0.0013592-0.00062286i
-0.00077831-0.016024i,0.0013341-0.015245i,-0.0027096-0.003971i,-0.01056+0.010141i,-0.017939+0.014663i,-0.018372+0.0036977i,-0.016701-0.015021i,-0.01792-0.025276i,-0.015412-0.021359i,-0.0081204-0.012434i,-0.0014645-0.0069486i,0.0037936-0.0027058i,0.0081877+0.0010285i,0.0099014+0.001053i,0.0094863-0.001667i,0.0080225-0.0044374i,0.0052447-0.006402i,0.0015269-0.0074142i,-0.001529-0.0066153i,-0.0029102-0.0031774i,-0.0024422+0.0006081i,-0.001504+0.00081739i,-0.0017478-0.0010401i
-0.00011789+0.010915i,-0.0077027+0.013643i,-0.014544+0.0060809i,-0.012033-0.003563i,-0.0020343-0.0065874i,0.0035611-0.0097933i,0.00069722-0.012053i,-0.0029601-0.0066561i,-0.0027438-0.00036451i,-0.0018352-0.00013306i,-0.004074-0.0025438i,-0.0087395-0.001449i,-0.010623+0.00090079i,-0.0088597+0.00040166i,-0.0079445+0.000449i,-0.0060325+0.0037966i,-0.0032547+0.0069837i,-0.0024488+0.0069916i,-0.0023763+0.006771i,-0.0012754+0.0065064i,0.00016522+0.0037589i,0.00011016+0.0017695i,-7.8059e-05+0.002206i
-0.0098913-0.0010951i,-0.0054887+0.0040921i,0.0013627+0.01841i,0.0023955+0.030139i,-0.0016984+0.024269i,-0.0030587+0.0088517i,-0.0016981-0.00012389i,-0.0015579-0.0025369i,-0.00085924-0.0024898i,0.0021946-0.001786i,0.0052073-0.0018085i,0.0082722-0.0029864i,0.010521-0.0031566i,0.0094579-0.0028479i,0.0064016-0.0036005i,0.0040856-0.004554i,0.00262-0.0050583i,0.0020464-0.0044182i,0.0031573-0.0028i,0.0046885-0.0019009i,0.0041259-0.00065637i,0.0034457+0.00083106i,0.0027542+0.00078834i
0.013241-0.0019504i,0.017879-0.0036005i,0.020388-0.0091275i,0.024853-0.017204i,0.024951-0.018873i,0.019253-0.010859i,0.019224+8.2361e-05i,0.019929+0.0067392i,0.013795+0.0075479i,0.0076103+0.0047755i,0.0043341+0.0023043i,-0.00022184+0.0019435i,-0.0054491+0.0024448i,-0.0069065+0.0015225i,-0.0055331-5.1656e-05i,-0.0041117+4.7836e-05i,-0.002057+0.0012147i,-0.00059472+0.0020124i,-0.00051177+0.0010667i,0.00021165-0.0002068i,0.00042711-0.00074429i,9.2821e-05-0.00082007i,0.00015653-0.0002328i
-0.0068922+0.0086647i,-0.0078741+0.008127i,-0.0071093+0.0036107i,-0.010128+0.00015263i,-0.013718-0.0020925i,-0.0068252-0.0061093i,0.0029519-0.010336i,0.0059617-0.012846i,0.0040696-0.011088i,0.0027166-0.0064758i,0.0028154-0.0043559i,0.0034286-0.0067573i,0.0046178-0.0074418i,0.005545-0.003913i,0.0066487-0.001702i,0.0061251-0.0014284i,0.0042547-0.0026805i,0.0029114-0.0054037i,0.0014737-0.0062007i,-0.00097825-0.0054475i,-0.0026091-0.0039927i,-0.0021592-0.0031214i,-0.0010715-0.0034206i
-0.0098423-0.0072818i,-0.0099049-0.0092655i,-0.010696-0.0086786i,-0.0078994-0.0082511i,-0.0019307-0.0044208i,-0.0013929-0.00053953i,-0.0064601+0.0012225i,-0.0099907+0.0044414i,-0.00837+0.0058474i,-0.0046535+0.0038767i,-0.0034159+0.0032402i,-0.0027753+0.005191i,-0.00022559+0.0057786i,0.0016805+0.0025292i,0.00084693-0.0022817i,-0.0018057-0.0034071i,-0.0049591-0.0015412i,-0.0075823+0.00058453i,-0.0081389+0.0022927i,-0.0055129+0.0030045i,-0.0023077+0.0027546i,-0.0022667+0.0023279i,-0.0031134+0.0023418i
0.0076912+0.0046729i,0.0067439+0.012497i,0.0020142+0.019575i,-0.0028236+0.02126i,-0.0061288+0.014325i,-0.007945+0.004434i,-0.011115-0.00013555i,-0.012398-0.0014577i,-0.0081189-0.0025003i,-0.0054297-0.001879i,-0.005958+0.00011333i,-0.004508+0.0020058i,-0.00091686+0.0019644i,0.00072493+0.0024092i,0.0020344+0.0034523i,0.0041953+0.0019927i,0.0052581-0.00060721i,0.0059869-0.0016838i,0.0065424-0.0013796i,0.0050433-0.0008292i,0.0024058-0.00041945i,0.0013144-0.00053036i,0.00077327-0.00077892i
-0.0090571+0.0071899i,-0.0048436+0.0067774i,0.0071715+0.0076489i,0.018744+0.0075617i,0.021846+0.0056894i,0.015677+0.0037435i,0.0070711+0.0057502i,0.0020252+0.010087i,0.0011713+0.0096751i,0.0016043+0.0044481i,0.0017302+0.00056939i,0.0024105-0.00011597i,0.0026737-0.00016298i,0.00065184-0.0017683i,-0.001814-0.0020914i,-0.002915-0.00072403i,-0.0030724+0.0014205i,-0.0030863+0.0030734i,-0.0024803+0.0021544i,-0.00042716+0.00018195i,0.00075276-0.0002788i,0.0010905+0.00020226i,0.0014884+0.0005623i
-0.00028252-0.0067969i,0.0031035-0.0074974i,0.0050458-0.0085016i,0.0030212-0.013763i,-0.00080382-0.019461i,-0.00059452-0.019714i,0.0034164-0.017918i,0.004955-0.017233i,0.0042324-0.012754i,0.0036566-0.0069627i,0.0016058-0.0046533i,-0.0010623-0.0022292i,-0.0011335+0.0018655i,0.0004168+0.0046314i,0.0020578+0.0064357i,0.0045853+0.0054652i,0.0065958+0.00058356i,0.0067321-0.0039424i,0.0053716-0.00463i,0.0032947-0.0042226i,0.001581-0.0041668i,0.001156-0.0041882i,0.0015412-0.0035297i
0.0033752+0.0048597i,0.0014261+0.0038853i,-0.002384-0.0016053i,-0.0041761-0.0057934i,-0.004826-0.0052005i,-0.004338-0.0048886i,-0.0028366-0.0089126i,-0.0038795-0.0098416i,-0.0047248-0.0047507i,-0.0030079-0.0024084i,-0.0020231-0.0048358i,-0.0041218-0.0068109i,-0.0068524-0.0064439i,-0.0081394-0.0050625i,-0.007534-0.0044931i,-0.0046398-0.0033532i,-0.00288-0.00078426i,-0.0048177+0.0020602i,-0.0060693+0.0036747i,-0.0045364+0.0028328i,-0.0029328+0.0013505i,-0.0027143+0.00084921i,-0.0023556+0.0010773i
-0.0053508+0.0035774i,-0.007226+0.0056146i,-0.0097036+0.0079455i,-0.011685+0.0087264i,-0.0086129+0.0064167i,-0.0033889+0.001535i,-0.0014984-0.0039894i,-0.00078838-0.0054426i,0.0012959-0.0032954i,0.0020039-0.0014038i,0.00068921+0.00027091i,0.00058137+0.0015322i,0.0028024+0.0025919i,0.0059198+0.0027964i,0.0064261+0.0021776i,0.0036958+0.0014294i,0.0017409+0.00086791i,0.0011159+0.0010707i,0.0018725+0.0015197i,0.0025793+0.00034632i,0.0021679-0.0012585i,0.0016195-0.0015844i,0.0010488-0.0017916i
-0.00189-0.0055873i,0.0010929-0.0014092i,0.0053469+0.0066393i,0.010319+0.013712i,0.010844+0.014611i,0.0072217+0.009953i,0.003516+0.0074368i,0.00040073+0.0073109i,-0.0019359+0.0058022i,-0.0024619+0.0051105i,-0.0012813+0.0047166i,-0.0011688+0.0024069i,-0.0037683-0.00076663i,-0.0067447-0.0028533i,-0.0075944-0.0040428i,-0.0060928-0.0031725i,-0.0036672-0.0011829i,-0.0021711-0.00022626i,-0.0011294-0.00014461i,0.0008121+0.00060822i,0.0014183+0.0019054i,0.0002427+0.0023232i,0.00023563+0.0026857i
-0.00021036+0.0029527i,0.0016393+0.0015973i,0.0053195+0.00067502i,0.010883-0.0019319i,0.014902-0.0058082i,0.01494-0.0059818i,0.013409-0.0023672i,0.013208-0.0010094i,0.0101-0.0027068i,0.0050945-0.0028826i,0.0045788-0.0020424i,0.006811-0.0034913i,0.0078169-0.004678i,0.0088243-0.0037825i,0.0097607-0.0015384i,0.0079989+0.0016687i,0.005722+0.0030412i,0.0039456+0.0017814i,0.0025626+0.00027807i,0.0019482-0.00065021i,0.0016215-0.0014289i,0.0015258-0.0024688i,0.00039751-0.0025472i
-0.0040812+0.0010673i,-0.0035015-0.00083028i,-0.0018221-0.0061315i,-0.0011656-0.010548i,-0.0022299-0.010511i,-0.0023632-0.0086538i,-0.0007152-0.0053254i,-0.001673-0.0027458i,-0.0033805-0.0019888i,-0.0014968-0.0021891i,0.00067252-0.0026473i,-2.7286e-05-0.00026932i,-0.0025252+0.0022254i,-0.003982+0.0017805i,-0.0036167-0.001027i,-0.0029133-0.0033264i,-0.0034782-0.0040062i,-0.0041126-0.0048541i,-0.0042355-0.0034276i,-0.0034802+0.00021473i,-0.0017147+0.0016997i,-0.00048424+0.0012639i,0.00013508+0.00097659i
-0.0013425+0.00085299i,-0.0043475+0.0033966i,-0.0071011+0.004986i,-0.0091172+0.0046802i,-0.0099886+0.0027943i,-0.0088249-0.00075867i,-0.0093349-0.0041213i,-0.0097358-0.0035014i,-0.0061432-0.0011021i,-0.0036026-0.0028079i,-0.0048099-0.0052926i,-0.0037314-0.0043633i,0.0010143-0.0032294i,0.0055276-0.0029874i,0.0080425-0.0017473i,0.0074708-0.00025427i,0.005195+0.00064892i,0.003147+0.0017522i,0.0015621+0.0016725i,0.00084057-0.0002567i,0.00021829-0.0018002i,-0.00027855-0.0020154i,0.00064632-0.0021145i
-0.00068639+0.005057i,0.00099682+0.0061994i,0.0025552+0.0091872i,0.00030528+0.011676i,-0.003088+0.0089832i,-0.0053401+0.0030165i,-0.0085636+0.00069301i,-0.0088234+0.0038375i,-0.002794+0.0048137i,0.0022871+0.0013914i,0.0023769+0.0013179i,0.001264+0.0052233i,0.0012161+0.0064917i,-0.000746+0.004893i,-0.0037291+0.0032099i,-0.0053157+0.0013426i,-0.0052174+0.00022876i,-0.004192+0.00030713i,-0.0031519+0.00012988i,-0.0021444+0.00022609i,-0.0010926+0.00076479i,-0.00045755+0.00099426i,-0.00033959+0.0007927i
0.00096627-0.0032533i,0.0048305-0.0016701i,0.0079058+0.0020522i,0.012098+0.0046236i,0.01406+0.0043926i,0.0098609+0.001435i,0.0043381-0.0015899i,0.0026242-0.0013232i,0.0039761+0.0019385i,0.004858+0.0038102i,0.0031921+0.0028179i,0.00039776+0.0019629i,-0.0016655+0.0018952i,-0.0010477+0.00098745i,0.0013711+0.00043991i,0.003544+0.0011177i,0.0046776+0.0015052i,0.0044783+0.00073813i,0.0029353-0.00085466i,0.0013637-0.0018248i,0.00081578-0.0013619i,0.00053144-0.0010063i,0.00034655-0.00066814i
-0.0028067+0.00016053i,-0.0032445-0.0011289i,-0.0014723-0.0039417i,0.0029982-0.0069943i,0.0058043-0.0095187i,0.0070554-0.012022i,0.007778-0.014339i,0.004989-0.014103i,0.00077567-0.0095051i,0.0021064-0.0040107i,0.0056632-0.0028754i,0.0050597-0.0034086i,0.0019194-0.0025401i,-0.00096846-0.0011074i,-0.0026798+0.00017256i,-0.0026065+0.0012244i,-0.0011299+0.0025183i,-0.00020188+0.0016036i,-0.00070884-0.00013569i,-0.0016494+4.7427e-05i,-0.001532+0.0013765i,-0.0006164+0.0021718i,0.0001739+0.0021179i
-0.005335+0.0013804i,-0.0065647+0.0027919i,-0.0070786+0.0030657i,-0.0070685-0.0016662i,-0.0068112-0.0071131i,-0.0039798-0.0090188i,-0.00042565-0.0095296i,-0.0013651-0.0088109i,-0.0039556-0.0032831i,-0.0025594+0.0015349i,-0.0014512+0.00057216i,-0.0039038-0.00058038i,-0.0040918+0.0010643i,-0.0015754+0.0014001i,0.00067947-0.00018364i,0.0014681-0.00053562i,0.0011183-0.00084306i,0.00060828-0.00085766i,0.00031936+0.00036003i,4.2717e-05-0.00053073i,0.00074205-0.0021638i,0.0024251-0.0024784i,0.0019782-0.0022572i
0.0038564+0.0011467i,0.0056527+0.0039196i,0.002356+0.0049866i,-0.0034616+0.004558i,-0.0066548+0.0030669i,-0.0049491+0.00040659i,-0.0022233-0.0016452i,-0.0038345-0.00025066i,-0.0061157+0.0026873i,-0.0069799+0.0027492i,-0.0066104+0.00035797i,-0.004579-0.0024096i,-0.0017752-0.0051815i,-0.00076792-0.0064702i,-0.0018284-0.0052156i,-0.0025265-0.0029268i,-0.001522-0.00055614i,7.9512e-05+0.00049492i,0.00099618+0.00062307i,0.0012223+0.0011779i,0.00053387+0.0013783i,0.00020386+0.0011778i,-0.00027516+0.00082672i
0.0013947+0.0016117i,0.0027996+0.0036234i,0.0054488+0.0061668i,0.0072631+0.0098646i,0.007141+0.010515i,0.0067179+0.0067695i,0.0069704+0.0037105i,0.0080425+0.0036362i,0.0073592+0.0027251i,0.0025711+0.00082371i,-0.0018406+0.0018156i,-0.0018849+0.0040565i,2.712e-06+0.0036359i,0.001644+0.0017472i,0.0016083+0.00056256i,0.00038315-0.00015046i,-0.00018918+0.0001176i,-0.00016954+0.00055772i,-0.00048249-0.00048219i,-0.00059375-0.0017501i,-0.00046596-0.001883i,-0.00048513-0.0016402i,-0.0015834-0.0019627i
-0.0052339+0.0025566i,-0.0037064+0.0011294i,0.0026374-0.00030327i,0.0089695-0.0015789i,0.0098689-0.0018464i,0.0070568-0.0019236i,0.0063173-0.00077575i,0.0064795-0.0015496i,0.0036804-0.0045531i,-8.7965e-05-0.0050787i,-0.001035-0.0029994i,-6.9555e-05-0.0024583i,-0.00036839-0.0036132i,-0.0010682-0.0035485i,-0.00076246-0.0033862i,-0.00083566-0.0017343i,-0.0007206+0.00024004i,-0.0005936+6.8877e-05i,-0.00037837+0.00050033i,-0.00029812+0.0011543i,-0.00095744+0.00055271i,-0.0014321+0.00053815i,-0.00079708+0.001665i
0.00085711-0.0050513i,0.00019029-0.0053091i,9.5619e-05-0.0052785i,0.002957-0.0081162i,0.0045507-0.010064i,0.002631-0.0085597i,0.00080762-0.0059781i,0.00028516-0.0060003i,0.00028036-0.0087005i,0.00051473-0.0097756i,0.00020177-0.0078256i,0.00023003-0.0039166i,0.0016386+0.00060468i,0.0028515+0.0035559i,0.0035423+0.003519i,0.0032712+0.0021161i,0.002204+0.0011599i,0.00058962+0.00090974i,-0.00057849+0.00069478i,0.00033885+0.00026285i,0.0020287+0.00025012i,0.002502+0.00053951i,0.0018009-9.9148e-05i
0.0011553+0.0053249i,-0.0012697+0.0069539i,-0.0038565+0.0045801i,-0.0067136-0.0011553i,-0.0076327-0.0051201i,-0.0064136-0.0049922i,-0.0058795-0.0038263i,-0.005483-0.0026692i,-0.0022859-0.0017294i,0.00093017-0.0030573i,0.00062635-0.0052033i,-0.0012761-0.0041911i,-0.0012869-0.0015954i,-0.00029095-0.00069211i,0.00018529-0.0011603i,0.00076082-0.0021771i,0.00032688-0.0021977i,0.00014198-0.001988i,-3.6119e-05-0.00089477i,-0.00038515-5.9067e-05i,0.0004513-0.00090123i,0.0011928-0.001728i,0.0017486-0.001691i
