-0.0003994-6.515e-06i,-0.00013543-0.00012666i,-0.00071528-0.00049075i,-0.00099183-0.0010047i,-0.00083352-0.00026527i,-0.0011572+0.00051674i,-0.00045395+0.00077773i,0.0012611+0.00094595i,0.001926+9.0954e-06i,0.0016423-0.00020494i,0.00087408-6.6487e-05i,-0.00022011-0.00058343i,-0.00057354-0.00068768i,-9.2935e-05-0.00027999i,0.00018557+0.00044315i,-0.0002003+0.0014696i,-0.00044355+0.0012018i,-6.8442e-05+0.00046816i,0.00028536-0.000187i,0.00028633-0.00042332i,-0.00013353-0.0005105i,-0.00041606-0.0005455i,-0.00072995-0.00059389i
0.00090169-0.0029337i,0.0007469-0.0023761i,-0.00011841-0.0014634i,-0.00012918-0.0022097i,0.0002723-0.0031564i,8.7807e-05-0.002486i,0.00036979-0.00083371i,0.0010322-0.00095377i,0.0010875-0.0011987i,0.00060907-0.00052038i,5.6805e-05-0.00029195i,0.00029931-0.00014277i,0.00053594-6.2077e-05i,0.00087775-0.00054626i,0.0010596-0.00038235i,0.00038397-0.00033509i,0.00044274-0.00046401i,0.00070989+2.7593e-05i,0.0007904-0.00022049i,0.00090481-0.00073142i,0.00077334+2.9045e-06i,0.00047917+0.00066673i,-0.00023704+0.00079682i
-0.0016541+0.0011578i,-0.00024233+0.00088732i,0.00073879+0.0012736i,0.001738+0.0011164i,0.0020176+0.00040018i,0.0012753-0.00023234i,0.0011452+7.2697e-05i,0.0011304+0.00064261i,0.00070076+0.00036479i,0.00086898+2.5565e-05i,0.00090457+0.0003767i,0.00041206+0.00064935i,0.00017105+0.00037335i,-0.00041828-0.00021766i,-0.00025983+8.9785e-05i,9.5262e-05+0.00083344i,-0.00081414+0.0005139i,-0.0017094+0.00041489i,-0.0014021+0.00047785i,-0.0005139-0.00015883i,-0.00028619-0.00065608i,-6.9832e-05-0.00046949i,0.00048903-0.00026536i
-0.00048929+0.00022162i,-0.0010338+4.2235e-06i,-1.5036e-05-5.0285e-05i,0.0010731+0.0001133i,0.0008631-0.00080906i,0.00085692-0.0015239i,0.00039403-0.0011826i,0.00048563-0.0013147i,0.00089975-0.00058819i,0.0002956+0.00072611i,-0.00025688+0.00038502i,-0.00025262-0.00070676i,-0.00047378-0.00043955i,-0.00032365-0.00025798i,0.00027901-0.00063021i,0.00018197-0.00043233i,-0.00022581-0.00030947i,-0.00073035-0.00025725i,-0.00057836+0.00025555i,6.8035e-05+0.00048218i,0.00052115+0.00014418i,0.0010566+0.00074815i,0.00037216+0.00042014i
-0.00086697-0.00056622i,-0.00030116-0.00052614i,-0.0007285-0.00052604i,0.00012006-4.8638e-05i,0.00088295-6.816e-05i,0.00027794-0.0012088i,0.00041255-0.0010444i,0.00072688-0.00054482i,-1.4575e-05-0.00089257i,-0.00027154-0.00073925i,0.00028759-0.00059928i,9.6974e-05-0.00015247i,5.3556e-05+0.0006436i,-0.00016815-6.8476e-05i,-0.00082024-0.00010436i,-0.0011377+0.0010767i,-0.00059676+0.00090265i,-0.00066635+0.00072994i,-0.00025624+0.00064423i,0.00034299-7.8705e-05i,0.0002718-0.00087651i,0.00040383-9.1796e-05i,-9.9178e-05+0.00044005i
-0.00046251-0.0008131i,0.00021588+0.00056192i,0.0014604+0.00072272i,0.0015647+0.00070105i,0.0014539-0.00014913i,0.0012199-0.0011306i,0.00018933-0.0005769i,0.00050966-0.00025852i,0.00082864-0.00023564i,0.00049718+2.8988e-05i,0.0005016-0.00020607i,0.00081777-0.0003436i,0.0012069-0.00026981i,0.001146-0.00049595i,0.00065598-0.00056405i,0.00015039-0.00021726i,9.9644e-05+0.00024191i,0.00077974+0.00059462i,0.00055376+0.00078223i,-0.00018907+0.00091652i,-0.00076901+0.00035754i,-0.00086436+0.00018443i,-0.0003354+0.00070835i
-0.0012721-0.00059179i,-0.00071515+0.0001226i,-0.00064305+0.0011521i,-0.00046224+0.00035852i,0.00052848-0.00033883i,0.00083528-0.00023i,-2.8016e-05-0.00090103i,0.00034093-0.0021759i,0.00089467-0.0013952i,0.001062+0.00018838i,0.00092394+0.00049792i,0.00083816+0.00017946i,0.0011305+0.00078624i,-0.00020127+0.00073128i,-0.00095138-0.00045749i,-0.00034004-0.00066615i,-0.00061548-9.3157e-05i,-0.0009611+0.00017834i,7.5373e-05-0.0001445i,-9.5925e-06-0.00033926i,-0.00080692-0.0004183i,-0.00063148-0.00016014i,1.2791e-05-0.00032895i
0.00093432-0.0001775i,0.00075724-0.00037282i,0.00082151-0.0010999i,0.00091199-0.00053048i,0.00067897-0.0003499i,0.00020133-0.0012611i,0.00015225-0.00089135i,0.00077634-0.00064761i,0.0016104-0.00057057i,0.0014385+0.00021893i,0.00019117+0.0002148i,-0.00034863-0.00014398i,-0.00084235+0.00038344i,-0.00106+0.00032244i,-0.00055818-0.00011284i,6.487e-05+4.4263e-05i,-9.7925e-05+0.0002462i,-0.0006122+0.00010656i,-0.00010047-0.00039829i,5.6041e-05-2.332e-05i,-0.00067216-0.00011879i,-0.0012519+2.9902e-05i,-0.00079286+0.00022537i
0.00078018-0.00071654i,0.00054591-0.0012052i,-1.639e-05-0.0026054i,-0.00046035-0.0021478i,-0.00095065-0.0011174i,-0.0010224-0.00011042i,-0.00073797+0.00037032i,0.00024856+0.00044047i,0.0010002+0.00025904i,0.0013339-0.00019159i,0.0001113-0.00040227i,-0.00046912-0.00049495i,0.00027725+0.00011139i,0.00043067+0.00075718i,-0.00016645+0.0004331i,-0.00024484-9.6755e-06i,-5.2675e-05-6.6778e-05i,-0.00019236-0.00024472i,-5.6081e-05-0.00029938i,0.00039442-0.00016391i,0.00070088+0.00010532i,0.00051782-0.00027144i,-3.444e-05-0.00069604i
-0.0012693-0.0002513i,0.00044792+0.00030252i,0.0015326+0.00102i,0.0016789+0.00088694i,0.00087757-0.00061574i,0.00033963-0.00090753i,-5.6033e-05-0.00059964i,-0.00039818-0.00095041i,0.00026091-0.00075581i,7.9698e-05-0.00048491i,0.00014286-0.00064641i,0.00083908-0.00052916i,0.00089752+0.00035449i,0.00022864+0.00065104i,-0.00048483-4.6451e-05i,-0.0005895-0.00025601i,-1.5569e-05-7.7067e-05i,0.00089551-9.9711e-05i,0.00068883+9.3482e-05i,0.00041607-0.00038331i,0.00092179-0.00058547i,0.00086113-0.00023919i,0.00025357-0.00015617i
0.0012455+0.0011865i,0.0014599+0.00012992i,0.00075779-0.00070466i,0.00069031-0.00048545i,0.00045275-0.00020205i,-0.00022774-7.0482e-05i,-0.00012195-6.2982e-06i,0.0002771+1.8062e-05i,0.00069109-4.3771e-05i,0.0012608+6.8295e-05i,0.00070313+0.00020237i,-0.00012856-3.8817e-05i,2.3885e-05+0.00017833i,-0.00023757+0.00044939i,-0.00034801-3.9464e-05i,-0.00020061+0.00037516i,-7.1831e-05+0.00057716i,0.00012925+0.00015195i,0.00076093+0.00021274i,0.0011489-0.00012248i,0.00064277-0.00013877i,0.00069398+5.4225e-05i,0.0003804-0.00046794i
0.0012095+0.00035162i,0.0018344-0.00072782i,0.001746-5.7793e-05i,0.0010945-0.00012666i,0.0011374-0.0014384i,0.00062048-0.0026779i,-0.00070288-0.0019822i,-7.1869e-05-0.00068573i,0.00069112-0.00017531i,0.00035168+0.00050163i,-0.00035219+8.5231e-05i,-0.00068424-0.00060694i,-0.00073429-0.00044297i,-0.00034139-0.00036292i,0.00016988-0.00021607i,-0.00082689-0.00022212i,-0.001277-0.00032642i,-0.00078096-0.00015043i,-0.0005758+0.00012979i,-0.00062124-0.00038968i,-0.00036285+9.4922e-05i,4.6178e-05+0.00077629i,0.00060558+0.00023501i
0.00026482+0.00087703i,-0.0002646+0.00076679i,0.00060545+0.00018045i,0.0019517-0.00068566i,0.0018833-0.0022317i,-0.00010973-0.0021442i,-7.8111e-05-0.001118i,0.0016264-0.00059595i,0.0016836-0.00014233i,0.00091951-0.00022322i,0.00039377+3.1718e-05i,-0.00011489+0.00037031i,-0.00068517+0.0006083i,-0.00083415+0.00079985i,-0.00021635+0.00026905i,0.00050888+0.00058728i,0.0005913+0.0013848i,2.5695e-05+0.00056501i,-1.8856e-05+0.00016742i,-2.1174e-05+0.00037688i,-0.0004899+0.0006368i,-0.00019084+0.00048634i,4.95e-05+7.8306e-05i
-1.2246e-05-0.0013892i,-0.00051317-0.0027469i,-0.00022415-0.0030288i,8.9088e-05-0.00080266i,0.00012018+0.00062513i,0.00017877+0.0003808i,0.00025105-0.00028105i,0.00026501-0.0009235i,0.00041241-0.00073864i,0.0003611+2.3826e-05i,0.00058156-0.0007573i,0.0013115-0.00074601i,0.0016621+0.00026315i,0.001465+0.00042069i,0.001021-9.1341e-05i,0.00042413-0.0009148i,0.00025209-0.00112i,0.00027579-0.0005435i,0.00070435+0.00027565i,0.001466+0.00059702i,0.00061057+0.00050269i,-0.00038615-2.0905e-05i,-9.2049e-05+9.654e-05i
0.00026296-0.0015069i,0.00040715-0.0015315i,0.00049655-0.00066604i,0.001128-0.00068739i,0.0011921-0.00063938i,0.0010014-0.00064602i,0.00046891-0.0010237i,0.00028139-0.0013602i,5.2666e-05-0.00093746i,-0.00064608-0.00016913i,-0.00023399+3.3989e-05i,-0.0002365-5.8665e-05i,-0.00053012-0.0002453i,-2.8914e-05+9.4184e-05i,9.2489e-05+1.9254e-05i,4.6096e-05-0.00039895i,-0.00052392-0.00026719i,-0.0010884-0.00022874i,-0.00033943+5.4955e-05i,9.518e-06-0.00028319i,0.00046333-0.00044322i,0.00069303-0.00036713i,0.00044915-0.00012615i
-7.8893e-06-0.00043804i,-0.00087027+0.00044704i,1.089e-05+0.00031566i,0.0010344-9.6182e-05i,0.00075056-0.0010545i,0.00060323-0.00083888i,0.0014498+5.3636e-05i,0.0024156-0.00023142i,0.0021091-0.0003538i,0.0014905+0.0001586i,0.00063425+0.0005601i,9.3372e-05+0.0011685i,-0.00027965+0.00089372i,-0.00021314-0.00014507i,-0.00035982-0.000217i,-0.0011996-6.2626e-05i,-0.0013867-0.00035734i,-0.0010531-0.00055237i,-6.6012e-05-0.00044843i,0.00043202-0.00069247i,0.0002383-0.00071923i,0.00036989-0.00046139i,0.00068626-0.00055293i
0.000197-0.00051837i,0.00012472-0.0013804i,-0.00071392-0.00079705i,-0.00038322-0.00064947i,-0.00016592-0.0011032i,-0.0008963-0.0010354i,0.00028209-0.00057428i,0.0015287-0.00069304i,0.0015831-0.00071129i,0.0012029-0.00037339i,0.00043239-0.00028974i,-0.00039076-6.8431e-05i,-0.00040825-7.9349e-05i,2.6975e-05-0.00010627i,0.00058389+0.00029043i,0.00082563+0.00035705i,0.00077133+0.00019784i,0.00018583+0.00047716i,-2.4304e-05+0.00044764i,0.00024359+0.000419i,0.00054533+0.00025284i,0.0004992-0.00013489i,-0.00041257-1.5887e-05i
0.0025581-0.00049779i,0.0021538-0.00014417i,0.0017203-0.0007676i,0.0018805-0.000677i,0.00088166-0.00050846i,-0.00020709-0.0008893i,-0.00010332-0.0012575i,0.00042362-0.0008105i,0.00078296+0.00052252i,0.00084381+0.00073838i,0.00045865+9.7606e-05i,0.00032909-0.00045065i,0.00071551-0.00028903i,0.00076816+0.00057339i,8.7552e-05+0.0013035i,-0.00026443+0.00083711i,5.0363e-05+0.00013841i,0.00058302-5.3933e-05i,0.00011927-0.00038198i,-0.0008315-0.00028399i,-0.00016845+0.00064731i,-0.00019473+0.0010181i,-0.0010237+0.0011155i
-0.00088742-0.0016004i,-0.0010158-0.00097509i,-0.0010605-7.0535e-05i,6.708e-05-0.00016049i,0.00084969-0.00087205i,0.0010966-0.0013952i,0.00088538-0.0013524i,0.0010814-0.0012029i,0.0010976-0.00079495i,0.00074124-0.00075879i,0.00026912-0.00064204i,6.657e-05-0.00075348i,0.00028012-0.00086854i,0.0005099-0.0002118i,-9.3931e-05+0.00028163i,-0.0004608+0.00029892i,-0.00074439+0.00043997i,-0.00033644-0.00026072i,0.00052391-0.00071927i,0.00068034+0.00030363i,0.00050647+0.0012422i,0.00015279+0.00086124i,-0.0010621+0.00045311i
-0.00031103+0.00081229i,-0.00015756+0.00073723i,0.00041808+0.00048746i,0.001568-0.00010924i,0.0017449-0.00059001i,0.00147-0.00072118i,0.00095631-0.00068011i,0.00050098-0.00042724i,0.00050136+0.00015219i,0.0006312+0.0013091i,0.0002003+0.0016934i,7.764e-05+0.0012987i,0.00031263+0.0006591i,0.00018682-0.00048932i,-0.00024576-0.00078499i,-0.0011962-0.00080948i,-0.0019505-0.00047868i,-0.0016744+5.2382e-05i,-0.00040174+0.00012185i,0.00033861-0.00017572i,-0.00021748+8.0776e-05i,-0.00090115+0.00043937i,-0.00057219-0.00011289i
0.00060482+0.0010887i,0.00063615+0.00308i,0.00067796+0.0029625i,0.0014685+0.0012584i,0.001441-0.00033134i,3.5394e-05-0.00059925i,-0.00029932-0.00044504i,0.00017886-0.00061705i,0.00058173-0.00081404i,0.00043341-0.00067606i,0.00040412-0.00056117i,0.00014688-0.00023135i,-0.00012729+0.00052231i,-2.8055e-05+0.00029169i,-0.0003938-3.3891e-05i,-0.00049074+0.00064273i,-0.00055475+0.0012428i,-0.00036273+0.0007861i,0.00045802-0.00041243i,0.00042198-0.00090645i,0.00026583-0.00093133i,-0.00012038-0.0010974i,-0.0013368-0.00050479i
0.00018044-0.0011027i,1.0807e-05-0.0010891i,-0.00039399-0.0010009i,9.9812e-06-0.00060364i,0.00097046-0.00023704i,0.0011145+0.00041763i,0.0010505+0.00031334i,0.0011442-0.00013388i,0.00052204-0.00021027i,0.00014068-0.00044856i,0.00021305+6.9921e-05i,2.6631e-05+0.00053009i,-0.00054115+0.00044727i,-0.00051966+0.0003203i,-0.0002075-6.4886e-05i,0.00022416-0.0010524i,0.00066186-0.0012975i,-0.0003852-0.00031164i,-0.00096217+0.00014675i,-0.00037296+0.00023963i,9.5225e-06+0.00062057i,0.00035589+0.00076229i,-0.00039281-4.8816e-05i
-0.00080344-0.0016065i,-0.00013172-0.0022127i,-6.5724e-05-0.00096149i,-0.00018999+0.00046513i,-0.0004334+0.00020886i,-0.00032618-0.00078279i,0.0006283-0.0011575i,0.00090315-0.0010075i,0.00086847-0.00098331i,0.00086968-0.00017276i,0.00081248+0.00077783i,0.0010137+0.00093804i,0.0009064-3.6347e-05i,0.00071831-0.0013697i,0.00092566-0.0020342i,0.001191-0.0015658i,0.00025798-0.00072552i,-0.00074114-0.00045211i,-0.00024976-0.00023861i,0.00091932-0.0001033i,0.00031484-0.00018331i,-0.00043587+0.00035351i,-0.00022772-2.6751e-05i
0.00014665-0.00026422i,-0.00027749+0.00085325i,-0.00098969+0.0013032i,-0.0010875+0.00018889i,0.00014006-0.00039589i,0.00081018-0.00061851i,0.0012262-0.0012633i,0.0017205-0.0011305i,0.0014101-0.00045624i,0.0010489-0.00055914i,0.00048954-0.0010663i,9.7347e-05-0.00062425i,-0.00031714+0.00049066i,-0.00033314+0.00074935i,0.00040276+0.00063109i,0.00029079+0.00043281i,-0.00026807+0.00029628i,-0.00022016+9.6299e-05i,-0.00037979+0.00017802i,-0.00034491+0.0003422i,0.00016606+8.328e-05i,-7.9362e-05-0.00016557i,-0.00013594+0.00036562i
0.0013187-0.00026001i,0.00099925-0.00016107i,0.0010634-0.00039959i,0.001674-0.00079065i,0.00086049-0.0012484i,-0.00016399-0.0022444i,5.8296e-05-0.002262i,0.00080248-0.00043955i,0.0013754+0.00029805i,0.00090027+1.5404e-05i,0.00047605+0.00035405i,0.00036374+0.0010257i,0.00026946+0.0014236i,0.00021699+0.00092832i,2.1926e-05+0.00062427i,-0.00055282+0.00077517i,-0.0010364+0.00017877i,-0.00076926-0.00039516i,7.9752e-05-0.00014542i,0.00043557-9.0936e-05i,-0.00022695-0.00066835i,-0.00042747-0.0012117i,-0.00097409-0.0013136i
-0.00076427-0.00014741i,-0.00051537-0.001014i,0.00045686-0.00093225i,0.00041332-0.00036369i,0.00063838-0.00037358i,0.00084164-0.00060341i,0.00050099-0.00067754i,0.00094129-0.00067346i,0.001139-0.00018025i,0.00049845-0.00032088i,0.00058928-0.0009609i,0.00062287+0.0002607i,0.00027005+0.0010892i,-6.9791e-05+0.00039168i,-0.00051909+0.00077321i,-0.0004439+0.00072549i,-0.00045972+0.00092595i,-0.00037615+0.00098845i,1.433e-05+0.0011406i,0.0005434+0.00096946i,0.0012166+0.00026851i,0.0014328+0.00035908i,0.00080083+0.0011058i
0.00047551-0.0018497i,0.0011128-0.0014644i,0.0019631-0.00046831i,0.0015086-0.00019486i,0.00083115-0.0011784i,0.00089649-0.0016594i,0.00081122-0.001317i,0.0015275-0.0009899i,0.0012576-0.00075751i,-0.00031157-0.0010234i,-0.00059825-0.0012748i,0.00035894-0.00034239i,0.0008533+0.00031556i,0.0010504+4.4043e-05i,0.00053252+0.00010801i,-0.00055079+0.00023922i,-0.00043808-0.00013653i,-9.3581e-05-2.4418e-05i,0.00033656+0.00011034i,0.00076301-6.7662e-05i,0.000446+0.0003367i,-0.00050346+0.00078162i,-0.0010802+0.0010031i
0.00011782+0.00044148i,-0.00027967+0.00020896i,-0.00020593-0.0002185i,0.00074998+0.00059795i,0.0011279+0.00082631i,0.00097422-0.00022865i,0.0011539-0.00078415i,0.0015962-0.00084608i,0.00097475-0.00083669i,-3.6067e-05-0.00079806i,-5.9119e-05-0.00057247i,0.00041668+0.00033535i,0.00063223+0.00083723i,-0.00032855+0.00052548i,-0.00062479+0.00056451i,-7.2339e-05+0.00036278i,-3.8133e-05-0.0002478i,-0.00062866-8.0375e-05i,-0.00044702+0.00018016i,0.00038707+0.00022755i,0.00044484+0.0002159i,6.6047e-05-0.0004301i,6.3683e-05-0.00082898i
0.00098294+0.00034641i,0.0014772+0.00033553i,0.0015256-0.00069867i,0.001127-0.0009597i,0.0013754-0.00062978i,0.001012-0.00073103i,0.00060357-0.00037451i,0.00038355+0.00029903i,0.00071038-6.4538e-05i,0.00086402-0.00019026i,0.00064403+0.00047956i,0.00014708+0.00096302i,1.5886e-07+0.00072016i,0.0001756+0.00084207i,-0.0004458+0.00051828i,-0.00045585-7.8762e-05i,-0.00049219+0.00012351i,-0.00016318+0.00014892i,-5.4234e-06+0.00020869i,2.1646e-05+0.00023435i,0.00081012-3.7401e-05i,0.0006944-0.00040761i,0.00024907-0.00024581i
-8.1965e-06-0.0029809i,-0.0010099-0.0025306i,-0.0015507-0.0016588i,-0.0013914-0.00056753i,-0.00088311-0.00041059i,-0.00069275-0.00038187i,-0.00017832-0.00012088i,0.00046562-0.00034659i,0.00044479-0.000649i,0.00041686-0.0010004i,0.00022568-0.00093667i,0.00015631-3.7102e-05i,0.0005451-0.0001154i,0.0010511-0.00050488i,0.00093879-0.00052853i,0.00089635-0.00044899i,0.00019526+6.3812e-05i,-0.00022975-0.00026725i,0.00015443-0.00069396i,0.00072741-0.0002617i,0.00016178-0.00038338i,-0.00081299-0.00058836i,-0.001124-9.9774e-05i
0.00076914+0.0015245i,0.00055999+0.00037159i,0.00091337-0.00014418i,0.0017687-0.00010363i,0.0023228-0.0006729i,0.00097703-0.0016203i,0.00033157-0.0015564i,0.00089831-0.00069387i,0.0009897-3.3784e-05i,0.00055125-0.00025514i,-0.00025428-0.00067996i,-0.0011516-0.00061556i,-0.0011636-0.0004394i,-0.0014092-0.00020002i,-0.00093862-0.00021747i,-0.00036853-0.00082637i,-0.00021563-0.0006752i,-0.00019283+0.00012407i,-0.00024719+0.00031854i,0.00019582+0.00022215i,0.00050419-3.5513e-06i,0.00027839+3.382e-05i,1.8503e-06+0.00040642i
0.00048767+0.00075299i,0.0015939+0.00035276i,0.0012226-8.6029e-05i,0.00076291+2.3283e-05i,0.00076512-0.00061683i,0.0010209-0.0022438i,0.0010305-0.0025538i,0.00015747-0.0019791i,0.00026099-0.0013558i,0.0011067-0.0010672i,0.00062287-0.00097881i,-0.00028298-0.00045463i,-0.00036565-0.00011038i,-0.00031568-1.1868e-05i,-0.00013944+0.00026243i,0.00021504+8.9248e-06i,5.9302e-05+0.00013473i,0.00024006+0.00029221i,0.00056833+0.00037553i,0.00045288+0.00042211i,0.00033183-4.2244e-05i,0.00056068-0.00014972i,0.00059117-0.00052353i
0.00041464+0.00024882i,0.0012752-0.00010658i,0.0014559+8.3528e-05i,0.00098745+0.0007033i,0.00085953-0.00013332i,0.0010285-0.00071394i,0.00057583-0.00066437i,0.00054922-0.00075053i,0.001404-0.00061296i,0.001801+0.00035583i,0.00081076+0.00055607i,0.00028364-5.8263e-05i,0.00020998-0.00022094i,0.00024826+0.00027083i,-0.0001378+0.00010105i,-7.9069e-05-0.0001761i,9.8324e-05+0.00029676i,-0.00019442+0.00034069i,-0.00035308-0.00056582i,-0.00035605-0.0013687i,-4.0758e-05-0.00043392i,0.00016937+0.00048015i,-0.00037486-6.807e-05i
0.00016475-0.0007718i,0.00055964-0.00095858i,0.00098465-0.00033762i,0.0010866-0.00051859i,0.0011071-0.00054855i,0.00066714-0.00036944i,0.001606-0.00056665i,0.0022277-0.00054233i,0.0012481-0.00062802i,0.00088839-0.00044188i,0.00065775+0.00015062i,3.8191e-05+0.00027756i,-0.00067109+0.00017973i,-0.00026358-5.4513e-05i,0.00053829-0.00026284i,0.00063688-0.00052745i,0.00047111-0.00072575i,3.4712e-05-0.00040642i,-1.3138e-05+0.00061305i,0.00054379+0.00055696i,0.0011247+6.8011e-05i,0.00062452-0.0001811i,-6.8657e-05+0.00011574i
0.00073526+0.0005955i,0.00061702+0.0018138i,-0.00024571+0.0017107i,0.00032558+0.00075495i,0.0014655+0.00013345i,0.0010926-0.00085672i,0.00069537-0.0005928i,0.00044453+0.00033355i,0.00054676+0.00023013i,0.001157-0.00038766i,0.00046663-0.00083297i,-0.0004176-0.00039632i,-0.00068638+0.00013096i,-0.00065042-8.9804e-05i,-0.0010828-0.00010804i,-0.0015174-0.0006518i,-0.0010405-0.00085745i,-0.00021808-0.00040322i,0.00054145-9.0879e-05i,0.00070257-9.5004e-05i,0.00033454+0.00017517i,-0.00022733+0.00046505i,-0.00073625+0.00057141i
0.00090612+0.0010424i,0.0021501+0.00093815i,0.0028942+0.00025373i,0.0024588-0.00069169i,0.0015985-0.0018979i,0.00065366-0.002084i,0.00074999-0.0014292i,0.001354-0.0012003i,0.0012946-0.0014104i,0.00093216-0.00071204i,0.00032911+0.00028662i,-0.00037438+0.00050488i,2.6586e-05+0.00053688i,0.00061536+0.00034114i,-0.00018468+0.00040844i,-0.00094726-0.00033394i,-0.0010067-0.00040721i,-0.00031729+0.00037282i,0.00057423+0.00061392i,0.0005171+0.00063095i,5.4292e-06+0.00032454i,-0.00022833-0.00022232i,-0.00051825-0.00059808i
-0.00048485+0.0021611i,0.00062837+0.0022009i,0.001139+0.0021059i,0.0016133+0.00099884i,0.0022183-0.00089289i,0.0014233-0.0014255i,0.0010457-0.00080021i,0.0017794-0.00082502i,0.0012796-0.00025917i,0.00036422+0.00030274i,0.00035993+0.00014976i,0.00029014+0.00035548i,0.00011875+0.0011245i,0.00013312+0.0010158i,5.0315e-05+0.00069831i,-0.00013324+0.00060019i,-0.00013787+0.00059831i,8.4545e-05+0.00054102i,0.00058482+0.00026179i,0.00022313+0.00063905i,-0.00036585+0.00089783i,-0.00059475-0.00021698i,-0.00063427-0.00053983i
-0.0016727-0.00014318i,-0.0018951+0.00058636i,-0.0008152+0.0012115i,0.00033617+0.0011583i,0.00084872+0.00053764i,0.00094514-0.00058574i,0.0010895-0.00078756i,0.0011062-0.00079436i,0.001262-0.0009922i,0.0011894-0.00057713i,0.00044456-0.00017899i,-0.000522+0.00036771i,-0.00068918+0.00045126i,-0.00013232+0.00014718i,-0.00013804+0.0002022i,9.3393e-05-9.2018e-05i,0.0001031-0.00041061i,-0.00013772-0.0005244i,0.00039655-0.00099774i,0.00046631-0.00093909i,-0.0001461-0.00058115i,-0.00040903-0.0010753i,-0.00030877-0.00058471i
0.00035449-0.0004954i,0.00051099-0.00060794i,0.00073773-0.00098673i,0.00037725-0.0014868i,0.00020331-0.0016504i,0.00032722-0.0013144i,0.0010028-0.00042724i,0.0013462+0.00031943i,0.0016218-0.00040083i,0.0013483-0.0003967i,0.00023112-0.00021998i,-0.00064166-0.00036243i,-0.0011213+2.6548e-05i,-0.00080851-0.00015688i,-0.0005839+8.5575e-05i,-0.00055167+0.00010147i,-0.00027175-0.0004587i,-0.00077666-6.1951e-05i,-0.0010874+5.3824e-05i,-0.00081468-0.00021232i,-0.00033569+0.00024073i,-0.00027565+4.3942e-05i,0.00017913-0.00037466i
0.00055856-5.9987e-05i,0.00017296+0.00090982i,-0.00029304+0.00068211i,-0.00021078-0.00067802i,0.00029656-0.0016541i,-0.00018584-0.00089967i,-0.0001076-0.00032513i,0.0011267+1.2208e-05i,0.00092964-0.00039815i,0.00058106-0.0002212i,0.00082371+0.00053003i,0.00090744+0.0011965i,0.0003628+0.000758i,0.00078579+0.00049146i,0.00074508+0.00022176i,0.00045013-0.0009417i,0.00063715-0.0012038i,0.00072618-0.0010289i,0.00099379-0.00042943i,0.0013354+0.00022294i,0.00046907-0.00040305i,-2.5987e-05-0.00053314i,0.00046491-0.00014473i
0.0012405-0.0011361i,0.00055473-0.0012066i,0.00029641-0.0012558i,0.00041417-0.0019383i,0.00025445-0.0017294i,-0.00089693-0.00094575i,-0.0011186-2.534e-05i,-0.00058955+0.00076273i,-8.254e-05+0.00015812i,0.00082197-0.00077112i,0.00086722-0.00021927i,0.00064814+0.00025413i,0.00050256-0.00022043i,0.00020827-0.00060051i,0.00089188-0.00035855i,0.0010673-0.00014925i,7.0237e-05-0.00038568i,-0.00058396-1.8275e-05i,-0.00071538+0.00030307i,-0.00025493-0.00036302i,8.7185e-05-0.00073731i,-0.00018563-0.00031779i,-7.468e-05-6.2635e-05i
-0.00046185-0.00061243i,-0.00047167-0.00035983i,-0.00070897-0.00010118i,0.00011013-0.000399i,0.0013378-0.00012716i,0.0013549+0.00025621i,0.00088574-0.00026197i,0.001629-0.00091347i,0.0018935-0.00084482i,0.0012176+7.1894e-05i,0.00036534+0.00070468i,-0.00042666+0.00068549i,-2.4271e-05+0.00026934i,0.00035891+9.812e-05i,0.0005979+0.00041344i,0.00030572+0.00030593i,-0.00023631+0.00010592i,-0.00011642-5.8195e-05i,-0.00040479-0.00045511i,-0.00025704-0.00082094i,9.7914e-05-5.3068e-05i,0.0002791+0.00076652i,4.7715e-05+0.00043433i
-0.00050864-0.00038116i,-0.00054097-0.0007418i,0.00045495-0.000211i,0.0012814-0.00023338i,0.0017166-0.00095686i,0.0019487-0.00062289i,0.0012326-0.00055919i,0.001169-0.00045434i,0.0010535-0.00035727i,0.0010662-0.00059065i,0.00045983-0.0007732i,-0.00056493-0.0010734i,0.00023679-0.00046648i,0.00085487+0.00077789i,0.00072762+0.00077175i,0.00073464+0.00021576i,0.00060349+0.00023189i,0.00051813+0.00054918i,0.00094075+0.00018551i,0.00058593-0.00071465i,0.00028628-0.00048977i,-0.00026496-0.00018684i,-0.00077483-0.00033205i
0.00090238+9.0082e-05i,0.0011015+9.889e-05i,0.0011617-0.00023727i,0.0011801-0.00071078i,0.00049444-0.00075762i,-0.0003095-6.8432e-05i,0.00061017-4.4215e-05i,0.00090157-6.6317e-05i,0.00035613-0.00035007i,0.00061803-0.00051265i,0.0012064-0.00042256i,0.0003387-0.00030858i,-0.00096605-4.0933e-07i,-0.0011713+6.2044e-05i,-0.00045063+0.00017831i,-9.6365e-06+1.9395e-05i,0.00018224-0.0002605i,-4.2261e-05+3.3841e-05i,-0.00021812-2.0152e-05i,0.0003371-0.0006607i,0.0004001-0.0005262i,0.00015641+8.7642e-05i,-0.00023967+0.00052018i
