-0.0029124-0.00050518i,-0.0020805-0.0023784i,-0.0021753-0.0030663i,-0.0024979-0.0022025i,-0.0020361-0.00062273i,-0.0019314+0.00063261i,-0.0014769+0.0012424i,0.00056485+0.0010003i,0.0015829+0.00045976i,0.00028204-0.00019834i,-0.00045282-0.00085566i,-0.00010234-0.00088238i,-0.00068092-0.00028967i,-0.0013388+0.00079537i,-9.767e-05+0.0016558i,0.00088207+0.00092059i,0.00011147-8.9997e-05i,-0.00038053-0.00038544i,0.00043665-0.00068448i,0.0009211-0.00094764i,0.00060704-0.00050529i,-0.00027056-0.0002833i,0.00010952-0.0002357i
-0.00034721+0.0013729i,-0.0011843+0.0019217i,-0.0019664+0.00069462i,-0.0017755+2.1713e-05i,-0.00093033-0.00037595i,-0.00057166-0.0011149i,-0.00053484-0.0010216i,-0.00059714-0.00069784i,-0.0010138-0.00017264i,-0.001032+0.00012189i,-0.00056546+0.00037226i,-0.00011324+0.00048137i,-0.00014231+0.00043297i,0.00048276+2.2514e-05i,0.00085943+0.00027121i,0.00040283-0.00039783i,-0.00010839-0.0014083i,-0.00054945-0.0010543i,-0.0001336-0.00080006i,0.00090612-0.00045764i,0.00080323-0.00074498i,-0.00013737-0.00084151i,-0.00031623-0.00040825i
-0.00037618-0.00044292i,0.00013009-4.8738e-06i,0.0014364-0.0006554i,0.0018455-0.00075467i,0.00022785-0.00057737i,0.00023248-0.00013932i,0.00098576+0.00038807i,0.00082316+8.3997e-05i,0.00082377-0.00098174i,0.00066999-0.0014129i,-0.00036301-0.0010374i,-0.0015588-0.001113i,-0.0015136-0.00094415i,-0.00033609-0.00034189i,0.00050958-0.00065001i,0.00088871-0.0012499i,0.00037439-0.00064907i,5.5331e-06+6.854e-05i,0.00056794-0.00022074i,0.0011253+6.4871e-05i,0.00088213-0.00011261i,0.00050305-0.00072273i,0.00038735-0.00042842i
0.0011108-0.0011279i,0.0013589-0.00086042i,0.0013354-0.0001802i,0.00042858-0.0010115i,-0.00019645-0.0020755i,-0.00087159-0.00077005i,-0.00040289+0.0012076i,0.00019901+0.0011i,0.00018874-6.852e-05i,0.00047539-0.00082773i,0.00034409-0.0019143i,-0.00045953-0.0021287i,-0.00053416-0.00076725i,3.037e-05+5.5691e-07i,0.00037413-2.4027e-06i,0.00066554-0.0002461i,0.0009893-0.00075545i,0.0011653-0.00088549i,0.00079328-0.00060164i,0.00031296-0.00061249i,4.0789e-05-0.00047133i,-0.00027626-0.00046498i,-0.0001983-0.0015736i
0.00057216+0.0030566i,0.00052901+0.0019807i,0.001496+0.0013512i,0.0023119+0.0013946i,0.0016242+0.00034361i,0.00057968-0.00076457i,7.7748e-05+6.0012e-05i,9.2005e-06+0.00050783i,0.00025392-0.0010177i,0.00082348-0.0021845i,0.00050192-0.0020193i,0.00028209-0.0018529i,0.001021-0.00097202i,0.0012751-9.1805e-05i,0.0017173-0.00043048i,0.0016786-0.00061649i,0.00073775-0.00014591i,0.00020319-0.00030476i,0.00061661+4.3314e-05i,0.0007252+0.00081974i,0.00058949+0.0011155i,-0.00010951+0.0010226i,-0.00030928+0.00040938i
-0.001669+0.00023463i,-0.0011947+0.0012976i,-0.001576+0.0010481i,-0.0016473-0.00012784i,-0.0021565-0.00010547i,-0.0023188+0.00067199i,-0.001248+0.00013864i,-3.034e-05-0.0004217i,0.00039346-0.00050306i,0.00077033-0.00049836i,0.00092613-0.00079887i,0.00027804-0.0018759i,-0.00079253-0.0018383i,-0.0005341-0.00054246i,-0.00031951+0.00035784i,-0.00068656+7.1738e-05i,7.6187e-05-0.00014195i,0.00062611-0.00013536i,0.00067877+0.0002651i,0.00082836+9.9732e-05i,0.00084655-0.00039908i,0.00029161-0.00038103i,0.00014302-0.00021873i
0.0022442+0.0024155i,0.0025785+0.0010972i,0.0028019+0.00023037i,0.0012042-0.00072449i,-0.00048876-0.0018916i,-0.00087773-0.0017079i,0.00021284-0.00081065i,0.00099535+8.3879e-05i,0.00080734-0.00037376i,0.00075762-0.0013148i,0.0010078-0.0013562i,0.00079093-0.0013371i,0.00088406-0.0011812i,0.0012228-0.0005952i,0.0015896+3.267e-06i,0.0012072+0.00011207i,0.00094924-0.00021474i,0.00080416-0.00037464i,3.8968e-05-0.0005255i,-0.00035884-0.0011893i,0.00025393-0.0013312i,1.5597e-05-0.00058889i,-0.00026037-0.00011829i
0.0034884+0.00030294i,0.003552+0.00012119i,0.0037931-0.0009084i,0.0024709-0.0015118i,0.00098604-0.0015379i,0.0004191-0.00098655i,0.00080125-0.00015214i,0.0013867+0.00015676i,0.0019548-0.00027174i,0.0021775-0.0013221i,0.0014238-0.0017247i,0.00060667-0.00053304i,0.00042522+7.4127e-05i,4.7168e-05+0.00026792i,0.0003473+0.00021048i,0.00049799-0.00061033i,0.00027936-0.00047115i,-0.00024592-0.00030922i,0.00013744-0.00030946i,0.00098687-0.00034428i,0.00050398-0.00038517i,-0.00032181-0.00055576i,-0.00039377-0.0012169i
0.0013086+0.0021611i,0.0017331+0.0017592i,0.0019841+0.0011447i,0.0018446+0.00083313i,0.0013033+0.00029095i,-0.00013+0.00045003i,-0.00073594+0.001155i,7.9913e-05+0.00041577i,0.00058259-0.00077742i,2.1775e-05-0.00097123i,-0.00043108-0.00057221i,0.00027617-0.00041616i,0.00045011-0.00045694i,0.00070926-8.819e-05i,0.0013118-0.00037171i,0.00087504-0.00079093i,7.0187e-05-0.00090866i,-0.00010429-0.00081883i,0.00022561-0.00047466i,0.00057527-0.00056791i,0.00016845-0.0002404i,-0.0002573+0.00022777i,-0.00022741-0.00026966i
0.00061369+0.00068509i,-0.00011554+0.00035755i,2.6992e-05-0.0011162i,0.00057346-0.00090887i,3.9859e-05+0.00020371i,-0.00073615+0.00046565i,-7.3621e-05+0.00022444i,0.00075699-0.00020091i,0.0010226-0.0009996i,0.0011477-0.0016446i,0.00017923-0.0016904i,-0.00054537-0.00066884i,-0.000254+6.2703e-05i,-2.5414e-05+0.00025166i,8.4073e-05-0.0002298i,-0.00011034-0.0011217i,-0.00067417-0.00076977i,-0.00037308-0.00042209i,-6.5778e-05-0.00011338i,-0.0010187+0.00050586i,-0.0011173+8.005e-05i,-0.00038177-0.00045622i,-0.00073229-6.9945e-05i
-0.002143-0.0028992i,-0.0030541-0.003023i,-0.0044346-0.0026979i,-0.0045488-0.00072276i,-0.0029925-0.00065115i,-0.00059539-0.00060179i,0.00061262+8.2829e-06i,0.0010369-0.00062945i,0.0014475-0.0013933i,0.00024723-0.0011456i,-0.0010446-0.00048566i,-0.0012869-4.1604e-05i,-0.00063116+0.00044022i,8.8979e-05+0.00081555i,-0.000186+0.00084902i,-0.00020704-0.00026447i,0.00059947-0.0011965i,0.0010139-0.00097777i,0.00088785-0.00018376i,0.00049698+0.00017295i,-0.00016587+0.00039127i,-0.00054845+0.00060646i,-0.00079952+0.0007657i
-0.00027239-0.0023823i,0.00051464-0.0022569i,0.0011956-0.0024332i,-0.00011046-0.002288i,-0.0023832-0.0015382i,-0.0021287-0.0010161i,-6.7211e-05-0.0011779i,0.0016016-0.0011278i,0.001353-0.0013176i,-0.00032111-0.0018955i,-0.0013321-0.0015865i,-0.0014824-0.0010934i,-0.0012057-0.00073682i,-0.00023126+0.00024406i,0.00070065+0.0010306i,0.0010238+0.00090813i,0.00059094+0.00049211i,2.1388e-05+0.00015936i,0.00019964+0.00042978i,0.00082031-2.6088e-05i,0.00064609-0.00067262i,6.2059e-05-0.00026935i,-0.00026529+0.00040878i
-0.0021133+0.0010857i,-0.0022879+0.0021012i,-0.00091202+0.0031403i,0.00014192+0.0029832i,0.00090752+0.0025862i,0.0016657+0.0019611i,0.0014662+0.0010253i,0.000896+0.00013965i,0.00031734-0.00055611i,0.00010173-0.00087488i,-9.8438e-05-0.00092504i,-0.00047546-0.00075283i,-0.0011802+9.0771e-05i,-0.00067031+0.00087214i,0.000441+0.0008825i,0.0012253+0.00027585i,0.001186-4.9099e-05i,0.00025464-0.00041867i,-8.8573e-05-0.00018155i,0.00041419-2.9495e-05i,0.00083687-0.00054006i,0.00057229-0.00032259i,8.0819e-05+0.00042573i
-0.00028384+0.00031587i,-0.00034579-0.00050046i,-0.00011811-0.00060344i,0.00022155+3.5447e-05i,0.0002555+0.0002002i,2.8663e-05-9.7242e-05i,4.7448e-05-7.9273e-05i,0.0010003-0.00035219i,0.0012588-0.00041651i,0.00028335-0.0012599i,-0.00022517-0.0021507i,-0.00010907-0.0016994i,-0.00013403-0.00093237i,0.00010564-0.00077091i,0.00080772-0.00025345i,0.00058524-2.5912e-05i,0.0002993-0.00023824i,0.00019075-0.00011097i,0.00017479-0.00018464i,0.00033125-0.0003198i,-0.00037925-0.00026929i,-0.00064633-0.00071012i,0.00011296-0.0011404i
0.00071874-0.00051672i,0.0006001-0.00055655i,7.9601e-05-0.00077894i,-0.00032868-0.00035118i,-9.8336e-05+0.00035505i,0.00027017+0.00056699i,0.00056604+0.00052195i,0.00073629+7.6579e-05i,0.00048901-0.00072452i,-0.00019544-0.00049491i,0.00040899-0.0010427i,0.0010236-0.0019402i,-5.8421e-05-0.00091323i,-0.00060491+0.00059269i,0.00034076+0.0010614i,0.0014977+0.00025709i,0.0011604-0.00086654i,0.00072547-0.00038732i,0.00018534+0.0003803i,-0.00029887+0.00038952i,-0.00065848-2.6356e-05i,-0.00045851-0.00023265i,0.00047212+6.1539e-05i
0.00067081+0.00043782i,0.00091716+3.399e-06i,0.00089899+0.00028175i,0.00017593+7.2569e-05i,-0.0005512-0.00052694i,-0.00071048-0.00039744i,-0.00088269+0.00042348i,-0.0003122+0.00058452i,0.00023846+8.0243e-06i,0.00068864-0.00046456i,0.00047534-0.0010247i,0.00019366-0.0019283i,0.00053858-0.00068278i,-4.2125e-05+0.00074735i,-0.00057225+0.00026338i,-0.00017479-0.0011122i,0.00016262-0.0014419i,-0.00049047-0.00057768i,-0.0006151+0.00034733i,-0.0001482+0.00063414i,0.00011251-9.5625e-05i,0.00037502-0.00056941i,0.00080767-0.00086574i
0.0002657+0.00076005i,0.00031201+0.0012977i,0.00026356+0.0010856i,0.0010011+0.00038311i,0.0017147-0.00064935i,0.00056986-0.0012862i,-0.00027749-0.00083947i,-0.0002404-0.00013365i,-0.0001358-0.0001202i,0.00062268-0.00023783i,0.0011481-0.00073408i,0.00063691-0.0013225i,0.00048038-0.0008373i,0.00036359+0.00014408i,-2.6355e-05+0.00057739i,-0.00047939+0.00093106i,0.0001621+0.00094965i,0.00084217+0.0002701i,0.00081124-0.00041381i,0.00026204-0.00086811i,3.1014e-06-0.00045839i,-8.0063e-05+4.6902e-05i,0.00050874-0.00027115i
-0.00057125+0.0011443i,-0.00096129+0.0011867i,-0.00020034+0.001175i,0.00032466-8.4423e-05i,0.00044297-0.00097782i,0.0004247-0.00043577i,-0.00027089+0.00032294i,-0.0008764+0.00025446i,-0.00032766-8.7141e-05i,0.00080144-0.0007504i,0.0011271-0.00067929i,0.0010003+0.00027467i,0.00070964+0.00087526i,0.00026166+0.00072071i,0.00013068+0.00067509i,6.6346e-05+8.9674e-05i,3.0403e-05-0.00050614i,-0.00041919+0.00025019i,-0.00080834-0.0001775i,-0.00050393-0.00076057i,-0.00034531-0.00017264i,0.00041276-0.00011836i,0.0006589-0.00017402i
-0.0035678+0.00051965i,-0.0020198+0.0020834i,-0.00087555+0.0022054i,0.00024158+0.0016659i,0.00052644+0.0018671i,-0.0001325+0.0016469i,0.00050651+0.00045769i,0.0014811-0.00012226i,0.00078186-0.00037778i,-0.00010205-0.00033509i,3.0223e-05+0.00014137i,4.6782e-05+0.00020034i,0.00016093-8.7576e-05i,0.00092677-0.00028615i,0.00080598+6.1844e-05i,0.00052647+0.00060275i,0.00055526+0.00021482i,0.00048763-0.00049762i,0.0011906-0.0011613i,0.0017974-0.0010364i,0.0010468-0.00043212i,0.00014365-0.000362i,-0.00035284-0.00040522i
-0.00062653-0.0002913i,-0.0016885-0.00088196i,-0.0019147-0.0016132i,-0.0015617-0.0012017i,-0.00087348-0.00061972i,-0.00027431-0.000747i,0.00018376-0.0012243i,0.00049969-0.00076837i,0.00037207-4.3501e-05i,-0.00068735-0.00019177i,-0.0017685-0.0011856i,-0.00087316-0.00049401i,-3.5797e-05+0.0012214i,-0.00021125+0.00088543i,-8.4457e-05+2.2553e-05i,0.00040517-0.00076045i,0.00016586-0.001269i,0.00023617-0.00076354i,-5.5667e-05+0.00011263i,-0.00082993+0.00018673i,-0.0005518+5.9106e-05i,0.00020708-0.0001023i,1.4151e-05-0.00034241i
0.0014587+0.0011199i,0.0024871+0.0015724i,0.0021082+0.0011605i,0.00011047+0.00063681i,-0.0013846+0.00074613i,-0.0016747-3.5628e-05i,-0.001112-0.00026498i,-0.00017695-0.0004211i,0.00034001-0.0010369i,-0.00051218-0.0005239i,-0.0014263-0.00022134i,-0.0010782-0.00059602i,-0.00047793-0.00047859i,-0.00034814+0.00031795i,-0.00063107+0.00032562i,-0.00074891-0.00028851i,0.00049346+0.00020756i,0.00083238+0.00027869i,0.00035535-0.00055311i,0.00014668-0.00030441i,-0.00041255-0.0001665i,-0.00024516-0.001037i,-4.4034e-05-0.00093548i
0.0018747-0.0005368i,0.0024101-0.00064889i,0.0020502-0.00058463i,0.0014931-0.0015379i,0.00061996-0.0028757i,0.00022557-0.0027654i,0.00042519-0.0018883i,0.00072975-0.00070828i,-3.3099e-05+0.00014776i,-0.00097084+6.321e-05i,-0.0010107-0.00045795i,-0.0014676-0.0011726i,-0.0014754-0.0011973i,-0.00079186-0.0010228i,-0.00048288-0.00094813i,-0.0010585-0.00074929i,-0.00098167-0.00029118i,7.5293e-06+0.00048328i,0.00055019+0.00025498i,0.00049891+9.7447e-05i,0.00044321-0.000586i,8.0943e-05-0.00095165i,-0.00081993-0.00066326i
-0.0011185+0.0019357i,-0.0008146+0.0025884i,-0.00051121+0.0029151i,9.6575e-05+0.0017099i,0.00015131+0.0014542i,-0.00010292+0.0015862i,5.3811e-05+0.0010518i,0.00065156+6.9046e-05i,0.0011516-0.00091856i,0.00063423-0.001031i,-5.5935e-05-0.00099232i,-9.4218e-05-0.0016249i,0.00011926-0.0018005i,-5.4295e-05-0.0010034i,-0.00034128-0.00041098i,-0.00019721-0.00033554i,-0.00018595-0.00041677i,-0.00036245-0.00056605i,-0.00032854+0.0001449i,0.00026014+0.00025183i,0.00087738-0.00023091i,0.0010531-0.00022552i,0.0012946+7.7418e-05i
-3.0152e-06-0.0014441i,0.00032495-0.0013393i,0.00013954-0.0021511i,0.00061188-0.0016862i,0.0013382-0.00040655i,0.00098603+8.5203e-05i,0.00033447+0.00034484i,0.000425+0.00024488i,0.00025347-0.00088991i,0.00070384-0.0016724i,0.00067697-0.0013148i,-0.00027017-0.001614i,-0.0004916-0.0015693i,-0.00060868-0.00021487i,-0.00048767-0.00012472i,-0.00022243-0.00070838i,-0.00050195-0.00027086i,-0.00046201+0.00052814i,-0.00023544+6.1987e-05i,-0.00022722-0.00075457i,0.00045739-4.1102e-05i,0.00081408+0.00059636i,0.00047816+0.00065646i
-0.00014849+0.00097804i,-0.00011435+0.0010203i,0.00012833+0.00052621i,-0.00020843+0.0012295i,-0.00022157+0.001989i,2.2532e-05+0.00061165i,0.00081879-2.7049e-05i,0.0010072+0.0006608i,0.00027876+9.2116e-05i,0.00023614-0.001358i,0.0010791-0.0021902i,0.0014239-0.001705i,6.9892e-06-0.00077809i,-0.00041406-0.00032609i,-0.00038184-0.00036496i,-0.00027364-0.00056699i,0.00021215-0.00032793i,0.0002794-8.083e-05i,0.00014891-0.00054311i,0.00042044-0.00036774i,0.00018066-0.00046078i,-0.00058904-0.00067038i,-0.00087655-3.0456e-05i
0.0016869+0.0004694i,0.0012418+0.00091887i,-0.00014913+0.00018982i,0.00024699-0.0006455i,0.0012898-0.00011191i,0.00089601+0.00063567i,0.0012385+0.0010858i,0.0012928+0.0005656i,0.00078933-0.0011966i,0.00087347-0.0021083i,0.00080651-0.0022066i,0.00043789-0.0019492i,0.0005654-0.0013569i,0.0011359-0.00050017i,0.00069049-0.00026871i,0.00042162-0.00054106i,0.00062902-0.00057949i,0.0010805-0.0014122i,0.00087163-0.0017646i,0.00058955-0.0013267i,0.00073552-0.00041358i,0.00092779+0.00024186i,0.00049862+0.00033989i
-7.8916e-06+0.0017733i,-0.00028379+0.0008151i,0.00011865+0.00054457i,-0.00017579+0.00018053i,-0.00069964-0.00050202i,-0.0013117-0.00031299i,-0.00097852-9.1656e-06i,-0.00014215-0.00059692i,0.00025199-0.00091714i,0.00067955-0.0015766i,0.00099449-0.0017824i,0.0012483-0.00013894i,0.0012077+0.00068708i,0.00091043+0.00022813i,0.0010929-0.0002879i,0.00098628-0.00065413i,-0.00017487-0.00079638i,-0.00094597-0.0009311i,-0.00045992-0.00069629i,-8.8828e-05-0.0003436i,-0.00079052-0.0010856i,-0.0014267-0.0009689i,-0.00091285-6.7446e-05i
0.00022807-0.00063578i,4.6658e-05-0.00066851i,-9.011e-05+0.00034188i,-8.5919e-05+0.0013686i,0.00079409+0.00046077i,0.00086142+8.7793e-05i,0.00040023+0.00063932i,0.00065475+0.00023918i,0.00091181-0.00039312i,0.00021054-0.00074645i,-0.00026505-0.00028763i,-0.00021841-2.4537e-05i,0.00022726+0.00018497i,0.00093257+0.00070059i,0.00067305+0.0004317i,0.0011068+0.00024282i,0.0011993+1.8091e-05i,0.0006916-3.9227e-05i,6.6613e-06+0.00013706i,-2.3051e-06-0.00047047i,0.00066356-0.00091029i,0.00082874-0.0010466i,0.00060335-0.00049993i
0.00076853-0.0002831i,0.0008804-0.0010126i,0.00031234-0.0017013i,-0.0010829-0.00082593i,-0.001104-0.0007645i,-0.0012197-0.0011834i,-0.0013607-0.0010552i,-0.00040784-0.00057489i,0.00080899-0.00050146i,0.00080785-0.00017095i,-9.7695e-05-0.00064246i,-0.00035798-0.00071547i,-2.4528e-06-0.00020493i,5.9336e-05+0.00043555i,-0.00054188-0.00022756i,-0.00050482-0.0014756i,-7.291e-05-0.0013046i,-0.00034514-0.00062106i,-0.00044469-0.00051077i,0.00040613-0.00060415i,0.00069996-0.00043217i,-0.00046846-0.00045526i,-0.00093962-0.0010459i
0.0014886-0.0003057i,0.00099559-0.00067169i,0.001502-0.001377i,0.0009711-0.0017355i,-0.00046247-0.00081455i,-0.00079872-0.00011905i,-0.00073406+0.0001673i,0.0002883-0.00015129i,0.00075939-0.00073923i,0.00046034-0.00084958i,0.00055928-0.001251i,0.00059405-0.0011514i,0.00034178-0.00021036i,0.00022743+0.0005361i,0.00050037+0.0010663i,-1.8175e-05+0.00054621i,-0.00080907-0.00058864i,-0.00043564-0.0010919i,0.00017079-0.00062981i,0.00012436-0.00052792i,0.00032063-0.00096586i,0.00013151-0.0012825i,-0.00024279-0.00071029i
-0.00036841-0.0018586i,-0.00047023-0.0014558i,-0.0011529-0.00018968i,-0.00032633+0.0013898i,-0.00022508+0.0017345i,6.1629e-05+0.0011583i,0.00051851-0.0002551i,0.0003494-0.0016288i,0.00033246-0.0012753i,0.00046357-0.00059921i,0.00070496-0.00062327i,0.00035733-0.00017297i,-0.00088166+0.00089856i,-0.0011156+0.00091568i,-0.00068812+0.00074623i,7.255e-06+0.00082659i,0.0002346+0.00030114i,0.00017204+0.00036354i,0.00022372+0.00025475i,-6.5281e-05+4.8267e-05i,0.00017546+4.0335e-06i,0.00034807-0.00040365i,0.00030418-0.00072626i
0.00065098+6.9154e-05i,0.00096555+0.00018533i,0.0012196-0.00011395i,0.00068416-0.0011397i,0.00018245-0.001032i,-0.00038871+0.00065176i,-0.00043093+0.0008799i,7.8689e-06-0.00015699i,0.00076402-0.00065989i,0.00098525-0.0011886i,0.00024763-0.0012047i,-4.1519e-05-0.0010534i,0.00027555-0.001214i,-0.00026218-0.0009265i,-0.0007278-0.0006057i,-0.00057065-0.00021596i,-0.00011715+0.00012918i,0.00058189+5.8357e-05i,0.001074+5.6197e-06i,0.00091244-0.0001719i,0.0012138-0.00059409i,0.0010826-0.00041049i,0.00044633-0.00028251i
-0.0011495-0.00062294i,-0.0015225-0.00076057i,-0.0022831-0.00060385i,-0.0016997-0.00035738i,-0.0013697-0.00019941i,-0.0010829-0.00019285i,0.00076183+0.00020934i,0.0014432+0.00017715i,0.0008695+8.223e-06i,0.00056526-0.00089577i,0.00022798-0.0015888i,-0.00016059-0.0021158i,-0.00028949-0.0013334i,-0.00062433+0.00029937i,-0.00028426+0.0013259i,0.00013502+0.00087253i,-0.00057586+0.00014374i,-0.00091417+0.00016481i,-0.00046234+0.0005597i,-6.0089e-05+0.00036866i,-0.00026024-0.00013571i,-0.00046804-9.0182e-05i,-0.00079459+0.00038878i
0.0023298-0.0025697i,0.0023047-0.0029119i,0.0016825-0.0032405i,4.6746e-05-0.0035025i,-0.00066119-0.002014i,-0.0012359+0.0008564i,-0.0010995+0.0012565i,-1.6066e-05+0.00015947i,0.00028467-0.00084506i,7.2971e-05-0.0020038i,-5.6298e-05-0.0025367i,-0.00056529-0.0025094i,-0.0006295-0.0023453i,-0.00022569-0.0013094i,-0.00039937-0.00052021i,-0.00035673-0.00037464i,0.00039164-0.00015932i,0.00099263+0.00016298i,0.00098718+0.00026387i,0.00095528+0.00052881i,0.00049992+9.7913e-05i,-0.00057933-0.00090674i,-0.00058512-0.001006i
0.00058118+0.0031069i,0.0019114+0.0024465i,0.0026504+0.0017199i,0.0027619+0.0010877i,0.0020561+0.00077841i,0.00094327+0.00028183i,0.00052294-0.00019727i,0.00062619-0.0005416i,0.00040221-0.0011404i,0.00028613-0.0012779i,0.00096588-0.0010835i,0.0013683-0.0014905i,0.0013653-0.0017954i,0.0010867-0.0014357i,0.0004631-0.00091967i,0.00028539-0.00042442i,0.00020865-0.00045067i,-0.00030704-8.4927e-05i,-0.00057354+0.00044436i,-0.00046639+0.00018171i,3.8962e-05+4.8816e-05i,0.00025043+0.00041577i,0.00040613-0.00013519i
-0.002451-0.00095789i,-0.0022799-0.00032278i,-0.0033077+0.00018336i,-0.0033149-5.5543e-05i,-0.0017503-0.00030754i,-0.00099082+0.00033596i,-0.00054929+0.00050688i,0.00012821-0.00062021i,-0.00015978-0.00055652i,-0.00063872-0.00016224i,-6.2426e-05-5.7398e-05i,0.00044999+0.00053125i,0.00073806+3.37e-05i,0.00085353-0.00035467i,0.00023324-7.6438e-05i,3.6363e-05-3.8843e-05i,0.00026987-0.00051143i,0.00030033-0.00064957i,0.00053292+4.1303e-05i,6.5256e-05-4.5666e-05i,-0.00072454-0.00056502i,-0.00089548-0.00025511i,-0.00042513-0.00015757i
-0.00092598+0.00027142i,-0.00047563-0.0011463i,9.3893e-05-0.0023202i,-7.0121e-05-0.0025037i,-9.3836e-05-0.0016209i,0.00035827+0.00028049i,0.00012468+0.0005585i,-0.00030516+0.0005713i,0.00058167+0.00052763i,0.0017155+3.3797e-05i,0.0012148-0.00012364i,0.00076228+0.00020607i,0.00087495+0.00033057i,0.0005017+0.00010895i,-3.1912e-05-0.00081235i,-0.00045788-0.0014237i,-0.00072121-0.0010503i,-0.00096864-0.0004384i,-0.0007273-0.00048375i,-0.00040016-0.0013289i,-0.00016167-0.00065817i,-0.00046644+0.00033688i,-0.00074281+0.00033856i
0.00057847+2.4845e-05i,0.00079119-0.00015269i,0.00048262-0.00079189i,0.00079159-0.0010211i,0.00063823-0.00024833i,0.0010191+0.00055943i,0.0017171-0.00018066i,0.0013322-0.00073664i,0.00065956-0.00079097i,0.00094915-0.0014298i,0.0011033-0.0016578i,0.00051531-0.00059262i,0.0002415+0.00039204i,0.00017366+7.7336e-05i,0.00036729-0.00077712i,0.00111-0.00070569i,0.0008885-0.00043281i,0.00021548-0.00077472i,0.00047956-0.0006395i,-0.00037053-0.00027467i,-0.00077044-0.00046756i,0.000321-0.00060495i,0.00079355-0.00023085i
0.00036387+0.0011525i,0.0017277+0.0013526i,0.0016574+0.00078452i,0.00085354+0.00024117i,9.7798e-05+7.0814e-05i,-0.00035345-0.00034111i,-0.00020968+0.00010603i,0.00053296+0.00032202i,0.00091464+0.00024964i,0.00097405+0.00013594i,3.2251e-05-0.00034752i,-0.00044732-0.00046114i,0.00018451+0.00012963i,0.00018379+0.0004359i,0.00054511+0.00010298i,0.00072262-0.00052774i,0.00065972-0.00083296i,0.00087497-0.0005684i,0.00095963-0.00079343i,0.00031371-0.00086126i,-0.00052622-6.8579e-05i,-0.00079903-6.3186e-05i,-0.00068126-0.0004636i
0.0011192+0.00079026i,0.0015226+0.0011843i,0.0017013+0.0012614i,0.0014325+2.846e-05i,0.00078553-0.00097064i,-0.00014233-0.00070919i,-0.00045971+0.00035797i,0.00017414+0.00081012i,0.00049505+0.00022738i,0.00081316-0.00050128i,0.00082249-0.00071816i,-0.00068641-0.00089068i,-0.00086834-0.0013413i,-3.2999e-05-0.00049018i,-4.3431e-05+0.00047177i,0.00075399+0.00096387i,0.0007359+0.00048091i,0.00022538-0.00011603i,0.00011725-3.8075e-05i,-3.4463e-05-7.1122e-05i,0.00016782-6.2781e-05i,0.00066727-0.00052719i,0.00078126-0.00060071i
-0.0002103-0.001135i,-0.0001168-0.0010353i,0.0001633-0.00082151i,-0.00084005-0.00094001i,-0.0015004-0.0011212i,-0.00071354+0.00012271i,-0.00021269+0.00047623i,0.00057672+0.00015802i,0.001479-0.00024049i,0.0013105-0.00069771i,0.00034313-0.0013428i,-2.9344e-05-0.0019388i,6.3267e-05-0.00076379i,-0.00029962+0.00075456i,-0.00034392+0.00052774i,-0.00018272-0.00068881i,0.00022902-0.0011719i,0.00054695-0.00020376i,0.00033764-0.00026443i,0.00025492-0.00090012i,0.00021565-0.00043986i,0.00011604-4.8026e-05i,1.4483e-06-5.788e-05i
0.00091109+0.00041383i,0.0013039-9.4963e-05i,0.00096796-0.00048038i,0.00080953-0.00045766i,1.2057e-05-0.00018506i,-0.00079735+9.7879e-05i,-0.00032838+0.0007074i,0.00090673+0.00021611i,0.0016118-0.000613i,0.0012588-0.00012841i,0.00041778-0.00095063i,-0.00029734-0.0019556i,-0.00034724-0.0016065i,-0.00092712-0.00086087i,-0.0016301+3.6527e-05i,-0.0013161+0.0006975i,-0.0008402+0.0007241i,-0.00057046+0.00031387i,0.00022807+0.00091905i,0.00045575+0.00074786i,-0.00042635-0.00070335i,-0.00074564-0.0011765i,-0.00039435-0.0010416i
0.00090289+0.00030601i,0.0018835+0.00079504i,0.0019005+0.00094891i,0.0018208+0.00092565i,0.0015318+0.00044134i,0.0006392-0.00020954i,-0.00056648-0.00028308i,-0.00038851-5.8868e-05i,-7.2137e-05-3.0223e-05i,-0.00031745-0.00056486i,-0.00038237-0.0015523i,-7.6011e-05-0.0023723i,-0.00041226-0.0024742i,-0.00020727-0.0019205i,0.00023373-0.00014501i,2.9011e-05+0.00070566i,0.00037717+0.0003205i,0.00027887+4.243e-05i,-0.00031665-0.00010367i,-0.00088436-6.8771e-05i,-0.0003109-0.00029096i,-0.00012506-8.2358e-05i,-0.0010267+0.00036858i
0.0009004-0.00041222i,-0.00055683-4.384e-05i,-0.0015729+0.000665i,-0.00078413+0.00022821i,0.00045237-0.0005116i,0.00059948+0.00037801i,0.00030219+0.0012642i,0.00048067+0.00091289i,0.00095496-0.00042531i,0.00077726-0.0011899i,0.00043205-0.0011189i,0.00027177-0.0013523i,0.00015858-0.001136i,-6.8075e-05-0.00070023i,-0.00058102-0.00020038i,-0.00072898-0.00050017i,-0.00039797-0.001598i,-0.00011475-0.0017907i,0.00011527-0.001015i,0.00065695-0.0007295i,0.0006737-0.00037516i,9.9968e-05-0.00029126i,0.00025821-0.00020395i
