0.00060143+0.0019132i,0.0029859+0.00069508i,0.0016524-0.0016075i,-0.00057076-0.002757i,-0.0022844-0.0010039i,-0.0028324+0.00073681i,-0.0018113+0.0011043i,-0.0003458+0.001327i,0.00068293+0.0012406i,0.00032758+4.0585e-05i,-0.00067522-0.00078202i,-0.0014549-0.00014154i,-0.0010135+2.4297e-05i,-0.00051455+0.00050138i,-0.00096733+0.00069333i,-0.00039299-0.0002893i,0.00025324-0.00070327i,0.00012038-0.00012492i,0.00030258+0.00078064i,0.00011018+0.00058768i,-0.0001449+8.3162e-05i,-0.00061963+0.00016984i,-0.0011286-7.0902e-05i
0.0027661+0.0016429i,0.0025249+0.0016455i,0.0020472+0.0016221i,0.001834+0.0014683i,0.0016034+0.0024838i,0.00078753+0.001753i,1.1323e-05+0.00033208i,-0.00026539+0.00014076i,0.00049573+0.0011283i,0.0010831+0.0010025i,0.00037394+0.00012174i,-0.00017804-0.00081212i,-0.00027461-0.00064402i,-0.00052359+0.000901i,-0.00073447+0.0021296i,-0.00057955+0.0022011i,-0.00043024+0.0010016i,-0.00048312-0.00048959i,-0.0010261-0.0012679i,-0.0014308-0.00055617i,-0.0014656+0.00010822i,-0.00046624-4.6445e-05i,0.00059071-0.00045212i
0.0012778-0.0029901i,0.00089365-0.0029553i,-0.00018485-0.0039687i,-0.00048817-0.0028843i,-0.000908-0.00071683i,-0.0014219+0.00060042i,-0.0014825-0.00034551i,-0.0007932-0.0012661i,-2.214e-05-0.0010829i,0.00012106-0.00022661i,-0.00031997+0.00064305i,1.2721e-05+0.00030484i,-8.4185e-05+0.0001583i,-0.0010599+0.0005783i,-0.0021046+0.0011988i,-0.0027132+0.0013817i,-0.0025287+0.0011095i,-0.0025959+0.00089999i,-0.0030295+0.0001814i,-0.0016954-0.00071089i,0.00013352-0.00013464i,0.00023659+9.1464e-05i,5.3126e-05-0.00037641i
-0.0020053+0.0035755i,-0.00087146+0.0018724i,0.00054924+0.0024278i,0.00069976+0.0044546i,-0.00018101+0.0056028i,0.00059168+0.0038168i,0.0010486+0.00044594i,-0.0002865+0.00045278i,-0.0012183+0.0025918i,-0.00070224+0.0032193i,-0.00054512+0.0018853i,-0.0010461-1.4387e-05i,-0.0017-0.0010818i,-0.0021947-0.00072666i,-0.0022142+0.00026467i,-0.002518+0.00064643i,-0.002818+0.00027097i,-0.0023883+0.00018121i,-0.00097829+0.00012822i,0.00023999-0.00097176i,0.00038207-0.0013309i,0.00067974-0.00021956i,0.0010975+0.00014811i
0.0018179-0.0028385i,0.0027749-0.0034274i,0.002016-0.00060307i,-0.00024817+0.0033964i,-0.0025453+0.0054862i,-0.0035532+0.0041221i,-0.0022341+0.0018742i,0.00056268+0.0015919i,0.0017162+0.0023181i,0.00079844+0.0022738i,-0.00050955+0.0014321i,-4.1216e-05+0.0010542i,0.00025528+0.00075702i,-0.00026179-0.00056231i,0.00050461-0.0024339i,9.9658e-05-0.0036699i,-0.0011372-0.0033684i,-0.0010474-0.0022779i,-0.0002016-0.0011601i,0.00041749+0.00016621i,0.0009341+0.00095458i,0.0010259+0.00012862i,0.00096909-0.00084369i
0.0027508+0.002978i,0.0031738+0.0030319i,0.0037572+0.0044082i,0.003914+0.0051149i,0.0015279+0.0037948i,0.00028802+0.0020366i,0.00051734+0.002108i,0.00074668+0.0026938i,0.0012347+0.0020618i,0.00080065+5.1816e-05i,0.00031864-0.00085655i,0.00042826-0.00041334i,0.00049519-0.0002977i,-0.00012021-0.001187i,-0.0013155-0.0019427i,-0.0023698-0.0025085i,-0.0019484-0.0026655i,-0.0015354-0.0020169i,-0.001164-0.00068901i,9.5238e-05+0.00055961i,0.0015862+0.00089827i,0.0020592+0.00058195i,0.0018897+0.00071543i
-0.00032944+0.00020946i,-0.0017931+0.0011281i,-0.0040251+0.00082103i,-0.0057711+3.7891e-05i,-0.005988+0.0011753i,-0.0033647+0.0023873i,-0.0011463+0.001734i,-0.00095174+0.0013418i,-0.0011411+0.0012797i,-0.0014781+0.00025034i,-0.00096991+0.00030963i,0.00030265+0.00091542i,0.00086448-4.0963e-05i,0.0012981-0.00085589i,0.00073955+0.00020364i,0.00041971+0.0013164i,0.00095885+0.00070718i,0.0012912-0.00050419i,0.00077196-0.00065461i,-0.00053731+0.00035758i,-0.0010435+0.00088123i,-0.00026775+0.00052719i,0.00074192-0.00024172i
-0.0016455+0.0014841i,-0.002172+0.00071566i,-0.00072545+0.0026631i,-0.00078644+0.0034531i,-0.0016882+0.0021394i,-0.0016326+7.3854e-05i,-0.0021414-0.00076444i,-0.0023424+0.00082151i,-0.0011057+0.0023481i,-0.00018545+0.002475i,-1.5846e-05+0.001897i,-0.00030493+0.0002656i,-0.0015077-0.00055034i,-0.0017599-0.00041687i,-0.00099943-0.00046735i,-0.0004206-8.6536e-05i,0.00042189-0.00029861i,0.00049969+0.00047678i,-0.00065094+0.00084865i,-0.001022+0.00089374i,-0.00027635+0.001859i,0.00017575+0.0022565i,4.336e-05+0.0026378i
0.0017456-0.0035111i,0.0015025-0.0041733i,0.0013467-0.0034689i,0.0017739-0.0010418i,0.0019555+0.0015788i,0.00099566+0.0030911i,-0.00056145+0.0028627i,-0.0012355+0.0030406i,-0.00085784+0.0041123i,-0.00047803+0.0037965i,-2.5054e-05+0.0026803i,-0.00010719+0.001477i,-0.00036662+0.00026305i,-0.00098506-6.4854e-05i,-0.0013219-1.8554e-05i,-0.0013824-0.000449i,-0.0016479-0.00030995i,-0.0017691+0.00050294i,-0.00092844+0.00094225i,-0.0001928+0.00026477i,-0.00013083-0.0010599i,0.0004445-0.0015683i,0.00077827-0.0010765i
0.00016631-0.00088332i,0.0014507-0.0014312i,0.0020673-0.0019376i,0.0018473-0.0011825i,0.00060173+0.00093878i,-0.00058555+0.0016832i,6.3362e-06+6.0094e-05i,0.00073624+0.00037696i,0.0007417+0.0028447i,-0.00027006+0.0038263i,-0.00089796+0.0026879i,3.3209e-05+0.001876i,0.0015106+0.00095624i,0.0016251-0.00095681i,0.0011267-0.0018127i,0.0012931-0.0020332i,0.00075365-0.0024786i,-0.00026191-0.002352i,-0.00073297-0.0011447i,-0.00055952-7.9937e-05i,0.00014818+0.00028939i,0.00012611-0.00050231i,-1.697e-05-0.0012312i
0.0033783+0.00010944i,0.0046688+7.5755e-05i,0.0040024+0.0021623i,0.00080489+0.0034291i,-0.0021978+0.0044755i,-0.0031157+0.0042358i,-0.0029961+0.0025057i,-0.0037431+0.0010386i,-0.0038924+0.00024454i,-0.0030729-0.00081771i,-0.001709-0.00078679i,-0.00039273-6.9926e-05i,0.00058241+3.8103e-05i,-0.00040771-0.00031079i,-0.0022124-0.00045099i,-0.00255-0.00055269i,-0.0010258-0.0011317i,-0.00038807-0.0013162i,-0.00080522-0.00050768i,-0.00078194+0.00051135i,0.00014691+0.00055121i,0.0014596-5.8869e-05i,0.0026267-5.3126e-05i
0.00025778-0.00038967i,-8.3515e-05+0.0022822i,-5.1661e-05+0.0047759i,5.3705e-05+0.0069117i,-0.0013169+0.0070971i,-0.0016264+0.0050358i,-0.00075372+0.0036875i,-0.0011037+0.0033247i,-0.0029136+0.0037526i,-0.0040562+0.0027351i,-0.002813+0.00061618i,-0.00092425-2.8902e-05i,-0.00016781-0.00074345i,-3.5102e-05-0.0011149i,-0.00075411-0.00029039i,-0.00068789+0.00023807i,0.00077114+0.00069402i,0.0020556+0.00062431i,0.0018784+0.00072376i,0.00020988+0.0020591i,-0.00018174+0.0019213i,0.00044342+0.00060971i,-8.4074e-05+8.1047e-05i
0.00034579+0.00060916i,-0.00072454-7.5254e-06i,-0.0015826-0.00058516i,-0.0024185+0.0010816i,-0.0041307+0.0017718i,-0.0038973+0.00058356i,-0.0031152-0.00027268i,-0.0034158-0.00039465i,-0.0038561+0.00075358i,-0.0034204+0.001561i,-0.0023454+0.0018801i,-0.0016934+0.0016915i,-0.0018411+0.00037641i,-0.0014392-0.0012108i,-0.0010946-0.0018598i,-0.00097044-0.0013861i,0.00023613-0.0010448i,0.0012853-4.814e-05i,0.00033163+0.0018539i,-0.00068538+0.002975i,-0.00079024+0.0027196i,-0.00061586+0.00063826i,-0.00049981+0.00013096i
0.00086238+0.001039i,0.0012268-0.00032373i,0.00013614-0.00079647i,-0.0044113-0.00086049i,-0.0072326+9.4379e-05i,-0.0049849+0.0019828i,-0.0032438+0.0027017i,-0.0030233+0.0029353i,-0.0019261+0.0029214i,-0.0015392+0.0021945i,-0.001757+0.0012402i,-0.0017095+0.0012707i,-0.001211+0.0015593i,-4.2035e-05+0.0020316i,0.00046268+0.0018397i,8.0536e-05+0.00078152i,-0.0001001-0.00038033i,6.9434e-05-0.00052327i,-0.00042246-1.214e-05i,-0.00065447+6.0016e-05i,0.00058817+0.00010775i,0.0011069-0.00071644i,-0.00074523-0.0020409i
0.0027189-0.0016427i,0.0034123-0.0025239i,0.0022948-0.0030889i,0.00033497-0.0030942i,-0.00011149-0.0033252i,-0.0010256-0.0032497i,-0.0018924-0.0024822i,-0.0019008-0.00099035i,-0.0015658-0.00045134i,-0.0012395-0.00015701i,-0.0006126+0.00066688i,0.00080654+0.0011686i,0.0016566+0.0017741i,0.0020399+0.0020039i,0.0020735+0.001413i,0.0019604-0.00023947i,0.0020262-0.0017404i,0.0013823-0.0011672i,-0.00010633+3.0006e-05i,-0.00095263+0.000663i,-0.00050468+0.00059393i,-8.5268e-05-9.2628e-05i,-0.00062861+0.00020619i
-0.0085402+0.0088085i,-0.0073229+0.010394i,-0.0033223+0.016119i,0.0044563+0.014721i,0.0098704+0.01056i,0.0070681+0.0037944i,0.00046609-0.0014091i,-0.0039736-0.0014872i,-0.0055911-0.0007374i,-0.0022034-0.0011894i,0.0014275-0.002064i,0.0022245-0.0027783i,0.00091676-0.0030663i,-0.0011063-0.0031025i,-0.0026532-0.0013527i,-0.0016057+0.00024816i,0.0011844+0.0006796i,0.0019297+0.0013112i,0.00060439+0.0017028i,-0.00059977+0.0019683i,-0.00077753+0.0028212i,-0.00032319+0.0026584i,0.0010468+0.0010907i
0.0026281+0.0035403i,0.0025292+0.0055821i,0.00419+0.0045165i,0.0063597+0.0028471i,0.0046377+0.0029283i,0.0013791+0.0026396i,-3.282e-05+0.0020272i,-0.0018239+0.0013639i,-0.0030389+0.0012405i,-0.0033676+0.00075581i,-0.00359+0.00022345i,-0.0034755+0.00066184i,-0.0030042+0.0021765i,-0.0027319+0.0028718i,-0.0017842+0.0030293i,-0.00020813+0.0038576i,0.0014968+0.0037172i,0.0019873+0.0012731i,0.00013191-0.00067019i,-0.00089217-0.00015887i,0.00050125+0.00087006i,0.0016437-3.9459e-05i,0.00097071-0.0010373i
0.0004808-0.0033964i,-0.0018986-0.0025952i,-0.0015166-0.0013413i,-0.0008279+0.0045306i,-0.0036023+0.0096178i,-0.0043917+0.0059515i,-0.0026372-2.5336e-05i,-0.0025381-0.0013483i,-0.0017366-0.00041811i,-0.00040209+0.00032233i,-0.00089001+0.00020109i,-0.0013079+0.0010809i,-0.00077119+0.0024681i,-0.00060997+0.0015789i,-0.00046812+0.00043228i,-0.00045952+0.00025109i,0.00021507-0.00025119i,0.00053418-0.00086971i,-0.00048118-0.00051926i,-0.0015186+0.00031439i,-0.0027221+0.0010543i,-0.0032865+0.00052232i,-0.0019334-0.0002125i
0.00068617-0.0022742i,0.00038466-0.0035408i,0.0011735-0.0014884i,-0.0013727+0.0040183i,-0.0059208+0.0063773i,-0.0044845+0.0048186i,-0.0034542+0.0033082i,-0.0048484+0.00056603i,-0.0038078-0.0018775i,-0.0023861-0.001791i,-0.0022565-9.6267e-05i,-0.001375+0.00084441i,-0.00026833+0.00024816i,-0.00071766+0.00019716i,-0.0019048+0.00048597i,-0.0027255+9.8587e-05i,-0.0021462-0.00063662i,-0.00043048-0.0019695i,-0.00047111-0.0020961i,-0.0012761-0.00079697i,-0.001333+0.00051015i,-0.00098199+0.0010224i,-0.0021131+6.2771e-05i
0.0022494-0.0024883i,0.0042501-0.001937i,0.0025426+0.0021079i,-0.005487+0.0022533i,-0.0091387-0.0015623i,-0.0049365-0.0023423i,-0.00099003-0.002532i,-0.00036497-0.0039722i,-0.00076082-0.0042645i,-1.8469e-05-0.0032665i,0.00047126-0.002261i,5.3797e-05-0.0014801i,-0.00053838-0.00070801i,0.000123-0.0010603i,0.0005517-0.0018858i,0.00012507-0.0020328i,0.00064063-0.0017999i,0.001026-0.00034979i,0.00030147+0.00076715i,-0.0010587-8.3048e-06i,-0.0010337-0.0013244i,-0.00034297-0.0014552i,0.00013932-0.00089371i
0.0036337+0.00095604i,0.0040126+0.0032602i,-0.0017672+0.0020028i,-0.0092752-0.0043658i,-0.0088385-0.0064777i,-0.0069066-0.0025485i,-0.0067946-0.0018325i,-0.0063891-0.0041133i,-0.004606-0.0049348i,-0.0023275-0.0042436i,-0.0015008-0.0016417i,-0.0019509+0.0010434i,-0.0026072+0.0016457i,-0.0024483+0.00068566i,-0.0017173-0.00033927i,-1.7702e-05-0.00060231i,0.0023588-0.00069146i,0.0027425-0.0011061i,0.00077078-0.0010719i,-0.00041908-7.0582e-05i,-0.0004764+0.00083011i,-0.00032832+0.00060232i,0.00090974-0.0013822i
-0.0013866+0.0013396i,-0.0051551+0.0036323i,-0.0083613-0.00069793i,-0.0023872-0.0085899i,0.0051013-0.0070541i,0.0051003-0.0013746i,0.0028262+0.00034147i,0.0013387+0.00021271i,0.00024054+0.001061i,-0.00024034+0.0012581i,-0.00050066+0.0004605i,-0.00050709+0.0009792i,-0.00043364+0.0019261i,6.2315e-05+0.0018113i,0.0012901+0.0022994i,0.0033044+0.0033376i,0.0045618+0.0028764i,0.0035139+0.00083385i,0.00053251-0.00051094i,-0.0011528-0.001107i,-0.0003772-0.0014731i,0.00063179-0.0012965i,0.00079954-0.00043871i
-0.00043608+0.0025611i,-0.0020148-0.0017954i,0.002332-0.0086533i,0.011554-0.0078509i,0.012523-0.001281i,0.0052304-0.0012884i,0.0014013-0.0057478i,0.0018331-0.0070511i,0.0037704-0.0049393i,0.0035428-0.001722i,0.00045422+0.00028133i,-0.00019557+0.0010676i,0.0012872+0.0014502i,0.0020595+0.0019398i,0.0013511+0.0026423i,0.00018533+0.0032537i,0.00095646+0.0026431i,0.0015136+0.0016398i,-4.4094e-05+0.00025846i,-0.0020014-0.00043508i,-0.0032144-0.00034222i,-0.002594-0.00074704i,-0.00036586-0.00083023i
0.001044-0.002443i,0.0028255-0.0075256i,0.012729-0.0072815i,0.016255+0.0036942i,0.0085526+0.011831i,0.0013484+0.0085624i,-0.00055342+0.0024405i,-0.0011553-0.0015135i,-0.0012282-0.0031739i,-0.00044694-0.0039927i,-0.00038275-0.0034133i,-0.0002276-0.0024183i,-0.00077607-0.0014391i,-0.0022814+0.00038972i,-0.0037836+0.00097801i,-0.0045981+0.0016003i,-0.0034151+0.002723i,-0.0015595+0.0024753i,-0.00026915+0.00098546i,0.00028062+0.00053411i,0.0021396+0.00094444i,0.003287+0.0010962i,0.00096738+0.00059419i
-0.00031335-0.0045377i,0.0076-0.0034806i,0.012124+0.0093398i,0.0055553+0.02261i,-0.0025773+0.019488i,-3.7191e-05+0.007849i,0.0052912+0.00073615i,0.0053717-0.0020803i,0.0041614-0.0019018i,0.0030944-0.0012289i,0.0012234-0.0013434i,-0.0006022-0.0010557i,-0.003447-0.00020566i,-0.0054986+7.034e-06i,-0.0056116-0.00089569i,-0.0048558-0.0015494i,-0.002654-0.00043104i,-7.4647e-05+0.00072497i,0.00084553+0.00085225i,0.00050024-4.3676e-05i,0.00064744-0.0017573i,0.0014952-0.0028168i,0.0028299-0.0031495i
0.008802+0.00045383i,0.013354+0.0081968i,0.0057586+0.018033i,-0.012738+0.016359i,-0.019187+0.007241i,-0.012858+0.0031232i,-0.0074086+0.00050232i,-0.0044636-0.0021534i,-0.0016841-0.0021699i,0.00076189-0.00090516i,0.00081318+4.2953e-05i,-0.0014498+0.0020652i,-0.0036093+0.0035011i,-0.0032092+0.001209i,-0.0020034-0.0015543i,-0.0010586-0.002091i,0.00021229-0.0010204i,0.00084949-0.00018082i,0.00040076+0.00056912i,-0.00058223+0.0014687i,8.6658e-05+0.0017279i,0.00027786+0.0016232i,-0.00081929+0.00017399i
0.0016164+0.0063542i,-0.0042816+0.014988i,-0.019062+0.012426i,-0.026571-0.0018008i,-0.01747-0.0076054i,-0.0052521-0.00020503i,0.0013415+0.0054862i,0.0049109+0.0058897i,0.0069956+0.0062305i,0.0062031+0.0049587i,0.0036564+0.0026337i,0.00163+0.00032146i,0.0014538-0.0015876i,0.0025103-0.0025139i,0.0035864-0.0026739i,0.0042924-0.0015268i,0.00311-0.0001067i,0.0010565+7.1567e-05i,-0.00084622+0.00021217i,-0.0021503-0.00022983i,-0.0017609-0.0018399i,0.00026203-0.0024825i,0.0026452-0.0013081i
-0.0032015+0.0022068i,-0.014856-0.00084422i,-0.021024-0.016576i,-0.012706-0.030655i,-0.0023362-0.024976i,4.8699e-05-0.012561i,0.00089629-0.0079049i,0.0030453-0.0073768i,0.0047526-0.0069587i,0.0034656-0.0047759i,0.00014992-0.0025161i,-0.00031567-0.0020694i,0.00060193-0.0029314i,0.0011901-0.0024054i,0.0016765-0.00036986i,0.002437+0.00093542i,0.0031195+0.0018344i,0.002724+0.0022239i,0.0014062+0.0020356i,-0.00010647+0.0022493i,-0.00086452+0.002409i,-0.00095321+0.0013186i,-0.00030101-0.00037412i
-0.01215-0.0037007i,-0.01333-0.015656i,-1.7219e-05-0.027083i,0.020549-0.022109i,0.023381-0.0051587i,0.010206+0.0039669i,-0.00067482+0.0029526i,-0.003244+0.0024221i,-0.0030121+0.0034679i,-0.0020946+0.0032408i,5.7749e-05+0.0013248i,0.0014523-0.00040803i,0.00070234+0.0001611i,-0.0011681+0.0016772i,-0.0019597+0.0030608i,-0.002373+0.0048175i,-0.0017024+0.0053571i,7.6278e-05+0.0038886i,0.0010509+0.0021314i,0.0016514+0.00074403i,0.003828-2.622e-05i,0.0055484+0.00041335i,0.004518+0.0018926i
0.004888-0.012613i,0.017623-0.021892i,0.036907-0.017211i,0.041371+0.0039765i,0.024852+0.015945i,0.011307+0.0080704i,0.0086405+0.00011559i,0.0070373+0.00072518i,0.0057693+0.0031928i,0.0040722+0.0037701i,0.0027676+0.0025151i,0.0025165+0.0021313i,0.00020746+0.0043489i,-0.0031102+0.0050962i,-0.0040303+0.0023353i,-0.0036371+0.00082421i,-0.0026064+0.0019127i,-0.0018713+0.0025113i,-0.0011896+0.0023464i,-0.00052896+0.0016846i,-0.00016895-0.00020055i,0.00067399-0.0026641i,0.0024111-0.0032974i
0.013391-0.0052876i,0.028049+0.0036061i,0.03217+0.026638i,0.01518+0.044537i,-0.0050252+0.038664i,-0.0099598+0.020209i,-0.0059225+0.0065492i,-0.0025097+0.0032074i,0.00055014+0.004285i,0.0022717+0.0040982i,0.001502+0.0027443i,-0.00014579+0.0020781i,-0.0015888+0.001775i,-0.002489-0.00080565i,-0.0026535-0.0037952i,-0.0019782-0.0031122i,-0.00098809-0.0006945i,0.00045699+0.0003639i,0.0005007-0.00018903i,0.0010677+0.00016777i,0.0026138+0.0021871i,0.0023726+0.0039234i,0.00038025+0.0041121i
0.0082124+0.0094535i,0.0084525+0.029812i,-0.011393+0.046347i,-0.033731+0.041748i,-0.031423+0.023865i,-0.011108+0.014568i,0.0019959+0.013089i,0.0047771+0.011269i,0.0055368+0.0096231i,0.0034268+0.0070165i,-0.0001318+0.0031698i,-0.0022434-0.00028088i,-0.0026797-0.0034598i,-0.00048159-0.0063977i,0.0029387-0.0055446i,0.0042142-0.0020299i,0.0021247+0.0010324i,-0.00064855+0.0019452i,-0.0012029+0.0018846i,-0.0022626+0.0018946i,-0.0033819+0.00063858i,-0.0011952-0.00083498i,0.0016411-0.00083895i
-0.010691+0.015344i,-0.02973+0.02505i,-0.054106+0.01813i,-0.060506-0.0036164i,-0.040756-0.014191i,-0.016595-0.0099602i,-0.0046123-0.0058307i,-0.00058354-0.0039637i,-0.00056692-0.0010031i,-0.0027264+0.00092898i,-0.0041197+0.00084663i,-0.003429-0.00067717i,-0.0017654-0.0024148i,0.0002536-0.0022709i,0.0027866-0.00062066i,0.0027698+0.0008056i,0.00098002+0.0025586i,0.0014785+0.0034066i,0.00241+0.0039081i,0.00097912+0.0048324i,-0.00047769+0.0044775i,-0.00036743+0.0038366i,-0.0010103+0.0027699i
-0.016916+0.0003474i,-0.03317-0.015334i,-0.03702-0.043576i,-0.021558-0.058159i,-0.0056188-0.039425i,-0.0054444-0.0098105i,-0.01051+0.0048628i,-0.011261+0.0087931i,-0.010458+0.010478i,-0.0066871+0.0088933i,-0.0010959+0.0051719i,0.0023294+0.0022649i,0.0041099+0.0022502i,0.0040207+0.0053376i,0.0018753+0.0081284i,-0.0012293+0.0084831i,-0.0025026+0.006342i,-0.0018065+0.0040358i,-0.00083085+0.0019982i,-9.4038e-05-0.0012529i,0.0020801-0.0032671i,0.0047812-0.0031616i,0.005718-0.0013705i
-0.012828-0.014659i,-0.0052026-0.039435i,0.019723-0.055567i,0.043608-0.046411i,0.040936-0.023921i,0.023073-0.0094081i,0.011899-0.0036753i,0.0063471+0.0019959i,0.0036896+0.0071094i,0.0045562+0.0072704i,0.0056205+0.0034544i,0.0052826+8.6556e-05i,0.0042161-0.00068127i,0.0016605+0.00056831i,-0.0022789+0.0029001i,-0.0036137+0.0045083i,-0.0027773+0.0038875i,-0.0032792+0.0026805i,-0.0048633+0.0021322i,-0.0052094+0.00094329i,-0.003994+0.00083371i,-0.0033037+0.0011211i,-0.0024669-0.0001963i
0.016958-0.017437i,0.04574-0.02181i,0.073377-0.0095129i,0.071956+0.014061i,0.039596+0.022596i,0.0055131+0.010562i,-0.008353-0.0018716i,-0.0083589-0.0038798i,-0.0059135-0.0013288i,-0.0041384+0.0018407i,-0.0037267+0.0030783i,-0.0037289+0.0023243i,-0.0041823+0.001024i,-0.0055219-5.6234e-05i,-0.0064125+0.00015981i,-0.005393+0.00040759i,-0.0026091+0.00023399i,-0.0007884-0.00016486i,-0.0007027-0.00015891i,0.00045958+0.00061044i,0.0027863+0.0022879i,0.0036038+0.0039948i,0.0023015+0.0054739i
0.021732+0.010718i,0.039499+0.036306i,0.043886+0.070083i,0.028296+0.08261i,0.009615+0.063012i,0.006797+0.034385i,0.0077515+0.019334i,0.0028837+0.013713i,-0.00080243+0.0086938i,-0.0028813+0.0042767i,-0.0038882+0.002579i,-0.0032989+0.0038845i,-0.0031447+0.0037353i,-0.0032009+0.00066075i,-0.0016215-0.0015426i,0.00030071-0.0010954i,0.00044936+0.00077413i,-0.00018578+0.00054388i,0.00010155-0.00055534i,-0.0007085-0.00063258i,-0.0019136-0.0010345i,-0.0019267-0.00086421i,-0.00080851-0.00080338i
0.0010277+0.026761i,-0.015961+0.054867i,-0.045619+0.074652i,-0.063343+0.066512i,-0.052105+0.035958i,-0.023933+0.0080124i,-0.004837-0.0042114i,-0.0029373-0.0045838i,-0.0067597-0.0021737i,-0.0081666-0.0010439i,-0.006061-0.00045477i,-0.0016916+0.00029185i,0.0010419+0.00064098i,0.0015058+0.00042287i,0.0016523+0.00023258i,0.0010577+0.00064157i,0.00060465+0.0011698i,0.0014456+0.00151i,0.0019805+0.0018576i,0.0017346+0.0036102i,0.0027039+0.0046912i,0.0025469+0.0043028i,0.00030145+0.0044222i
-0.02421+0.011229i,-0.058702+0.0086891i,-0.09099-0.0062609i,-0.094146-0.019286i,-0.06537-0.014347i,-0.034346+0.0027208i,-0.022065+0.012403i,-0.018585+0.01209i,-0.013677+0.012075i,-0.0071909+0.0099792i,-0.0015721+0.0034337i,0.00089237-0.0011473i,0.0022986-0.0020041i,0.004031-0.000392i,0.0025105+0.0040608i,-0.0010643+0.0069955i,-0.0021225+0.0064031i,-0.0010702+0.0039878i,-0.00037827+0.0012016i,-0.00072469-0.0012532i,0.00012538-0.0032641i,0.0017727-0.0044888i,0.0012872-0.004245i
-0.018261-0.022999i,-0.032534-0.055181i,-0.035772-0.090894i,-0.026978-0.10024i,-0.012496-0.072057i,6.0414e-05-0.031793i,0.0033346-0.0084993i,0.0004872-0.0020373i,8.7998e-05-0.0004197i,0.0019333-0.00045813i,0.0015411-0.001097i,-0.00082154-0.0016077i,-0.0019378-0.0020472i,-0.0016551-0.00048184i,-0.0015674+0.0019553i,-0.0013608+0.002685i,-0.0019012+0.0018504i,-0.0032781+0.00161i,-0.0039178+0.0019867i,-0.0047521+0.0022192i,-0.0049553+0.0027375i,-0.004864+0.0029165i,-0.0052705+0.0020066i
0.011808-0.027775i,0.035141-0.055435i,0.062306-0.075833i,0.068424-0.072684i,0.041883-0.045543i,0.0034731-0.020427i,-0.016548-0.014505i,-0.017692-0.013347i,-0.015414-0.0084743i,-0.011055-0.003545i,-0.0069544+0.00035763i,-0.0047718+0.0026214i,-0.0040381+0.003861i,-0.0067239+0.0042232i,-0.0090364+0.0026838i,-0.0081911-5.4911e-05i,-0.0059587-0.0020548i,-0.0031651-0.0016991i,1.1083e-05+5.6447e-06i,0.002232+0.0015133i,0.0037837+0.0016465i,0.0048395+0.00041262i,0.0039629-9.7885e-05i
0.032221+0.0023003i,0.069918+0.010646i,0.10411+0.023733i,0.10709+0.03028i,0.075795+0.025504i,0.037241+0.017362i,0.013288+0.01156i,0.0017302+0.0056602i,-0.0038623+0.0009317i,-0.0049535-0.0001365i,-0.0022656+0.0005337i,0.0011177+0.0011373i,0.002279+0.00061605i,6.6174e-05-0.00016073i,-0.0027434-0.0011354i,-0.0030452-0.0011162i,-0.0013936-0.00022604i,0.00060709-0.00084892i,0.0012177-0.0024986i,-0.0013383-0.0031064i,-0.0034757-0.0027323i,-0.0036385-0.0019843i,-0.0036054-0.0023441i
0.0080314+0.032141i,0.017832+0.072095i,0.025947+0.108i,0.025693+0.10846i,0.015814+0.067491i,0.0067963+0.013683i,0.0050067-0.014549i,0.0019141-0.015254i,-0.0038741-0.010147i,-0.0058509-0.006828i,-0.003657-0.0042481i,-0.00054924-0.0027608i,0.001194-0.0030319i,0.00054095-0.0054253i,-0.00062129-0.0065588i,-0.00011753-0.0045063i,0.0016203-0.001155i,0.002579+0.0010868i,0.00085213+0.0018385i,-0.00047833+0.0033559i,0.0018139+0.0038913i,0.0039698+0.0036313i,0.0037144+0.0037298i
-0.023601+0.022265i,-0.054903+0.045912i,-0.080789+0.070993i,-0.080276+0.081248i,-0.057517+0.065536i,-0.032467+0.038733i,-0.01986+0.020388i,-0.013645+0.011617i,-0.0064423+0.0084969i,-0.0016326+0.0066813i,-0.0010808+0.0055037i,-0.002552+0.0043727i,-0.0016391+0.0020321i,0.00065651-0.00014464i,0.0010044+0.00010546i,0.00069741+0.0023224i,0.00083364+0.0034346i,0.00084743+0.0030723i,0.00093001+0.0016454i,0.00034926-0.00052562i,-2.3483e-05-0.0016134i,-0.00091507-0.001519i,-0.0024763-0.0033782i
-0.033409-0.015164i,-0.067243-0.035076i,-0.10254-0.0427i,-0.10931-0.031635i,-0.070211-0.017967i,-0.013547-0.010045i,0.014172-0.005101i,0.012002-0.0049526i,0.006985-0.0082862i,0.0058167-0.0079071i,0.0026491-0.0035676i,-0.0013072-9.6709e-05i,-0.0029278+0.001605i,-0.0027709+0.0022098i,-0.0022162+0.001572i,-0.0026537+0.0013594i,-0.002926+0.0016927i,-0.0027959+0.00085895i,-0.0029098+0.00062655i,-0.0028888+0.0018906i,-0.0023474+0.003659i,-0.0011689+0.00539i,-0.0012358+0.0047219i
