-0.0036841-0.00086017i,-0.0032187-0.0020211i,-0.0033824-0.0015898i,-0.0030874+0.00052669i,-0.0021587+0.0020746i,-0.0016459+0.0017797i,-0.00067847+0.00066426i,8.6687e-05+0.00019284i,-0.00040489-0.00044513i,-0.0001669-0.0011901i,0.00042311-0.00076395i,0.0012105-0.00028919i,0.0010112+0.00010883i,0.0001651+0.0010149i,-0.00039988+0.0012188i,-0.00071212+0.00075696i,1.6808e-05+0.00081226i,9.6632e-05+0.00068716i,-0.00016708+0.00074547i,0.00029022+0.00059104i,-0.00019603+0.0001713i,-0.00049484-0.00032777i,-0.00050029-0.00088123i
-0.013817+0.00073838i,-0.012359-0.0015713i,-0.0068893-0.0021274i,-0.0038391-0.00085923i,-0.0022691+0.00012472i,0.00017816-6.9643e-05i,0.0011189-5.7557e-05i,0.0010059+1.2043e-05i,0.00045354+0.00059881i,0.00057794+0.0010123i,0.0014755+0.00052865i,0.0015082+0.00017467i,0.00089164-7.8415e-05i,0.0007183-5.2745e-05i,0.00066614+0.00054394i,0.0004269+0.00074919i,-7.492e-05+8.7147e-05i,-0.00094098+0.00078047i,-0.00072547+0.0012826i,-0.00021947+0.0011759i,-0.0011701+0.00032019i,-0.0010929-0.00032178i,-0.00080384-0.0002234i
-0.0004775+0.014787i,-0.0023138+0.012948i,-0.0012068+0.0061152i,-0.00043107+0.0018922i,7.1954e-05+0.00082098i,0.00082685-9.0808e-06i,0.0012205-0.00052912i,0.0019961-0.00030728i,0.0017817-5.3498e-05i,0.001288+6.4009e-05i,0.00082881-0.00012443i,3.1675e-05-0.00043665i,-0.00020085-0.0002843i,-0.00018772+4.8904e-05i,-0.00051966-2.8353e-05i,-0.00013266-0.00017287i,0.00058174+0.00037456i,0.00067336+0.00022191i,0.00060184-0.00037421i,0.0011107-0.0002277i,0.0017238-0.00015489i,0.0012244-0.00026815i,0.00011791+5.8815e-05i
0.014345+0.0022658i,0.012375+0.0046735i,0.0058667+0.0039964i,0.0016499+0.0018818i,0.00044427+0.0012405i,0.00054752+0.00052079i,-3.711e-05-6.6909e-05i,-0.001043-0.00085259i,-0.0010598-0.0013191i,-0.00088752-0.00021473i,-0.0015998+0.00026871i,-0.0011622+0.00022344i,-0.00022928+6.1817e-05i,-0.0002888+0.00023623i,-0.00071639+0.00038557i,-0.00048847-8.1482e-05i,-0.00026349-0.00033864i,-0.00037704+4.5445e-05i,-0.00083194+0.00042817i,-0.00071664+8.101e-05i,3.0237e-05+0.00051891i,-0.00011458+0.0011046i,0.00029337+0.00048028i
0.0068208-0.015302i,0.0085051-0.011981i,0.0049859-0.0067228i,0.0013315-0.0029278i,8.2128e-05-0.0013559i,-0.00069645-0.00079374i,-0.0017571-0.0001975i,-0.0018856-0.00011028i,-0.0010643+0.00064274i,-0.00084848+0.00096592i,-0.001515+0.00063106i,-0.0011304+0.00093563i,0.00059795+0.00088971i,0.00075801+0.00083222i,0.00017096+0.00093322i,-1.0054e-05+0.00029214i,-0.0003621-0.00030081i,-0.00042143-0.0001566i,-0.00051475-9.2654e-05i,-0.00012689-0.0002118i,0.00053956-0.00031994i,0.00073951-0.0006233i,0.00029972-0.00081246i
-0.0097688-0.010892i,-0.0053099-0.011709i,-0.00052227-0.009316i,-0.00036177-0.0064399i,-0.0016721-0.0039545i,-0.0013871-0.0013473i,-0.00040135+0.0015793i,0.00033544+0.0032854i,0.00073933+0.0032853i,-0.00015868+0.0025553i,-0.00048239+0.0018992i,0.00014222+0.0013217i,0.00026451+0.00077114i,0.00011152+0.00017769i,0.0004526+0.00033624i,0.00010591+0.00096946i,-0.00075938+0.00076061i,-0.00017464+0.00049144i,2.7599e-05+0.00033583i,0.00045336-6.1653e-05i,0.00088878-3.2355e-05i,0.00039551-0.00044103i,0.00052306-0.0011346i
-0.014479+0.0099787i,-0.014483+0.0081825i,-0.0081432+0.003217i,-0.0025474+0.00026574i,0.00028331+0.00021649i,0.00098888+0.00041623i,0.00069944+0.00089394i,0.0010631+0.0014434i,0.00133+0.0015274i,0.0010933+0.00091863i,0.001246+0.00032783i,0.00049839+0.0002733i,-0.00022355+0.00071714i,2.686e-05+0.00062401i,0.00027304-0.00025331i,0.00031649-0.00085098i,-0.00053027-0.00021473i,-0.0012247+0.00065715i,-0.00030067+0.00067842i,0.0003855+0.00047281i,0.00029592-0.00023157i,0.00022724-0.00083777i,-0.00013067-0.00068952i
0.0090703+0.015144i,0.0057021+0.013428i,0.0021331+0.007707i,0.0013554+0.0026363i,0.00093554+0.00053879i,-0.00027193-0.00051894i,-0.00045289-0.0014412i,-0.00020586-0.0015336i,0.00017359-0.0010086i,0.00058904-0.00034962i,0.000182-0.00081922i,-0.00061712-0.0014727i,-0.00021227-0.000433i,0.00048527+0.00065363i,3.1758e-05+0.00034977i,-0.00017348-0.00054355i,-0.00021497-0.00039746i,-0.00014008+8.7556e-05i,0.0002962-0.00012257i,0.00044013+0.00020621i,0.00062594+0.00060427i,0.00038592+0.00047758i,-2.5998e-05-0.00022986i
0.015893-0.0018866i,0.013387+0.0013059i,0.0068126+0.0025874i,0.0028566+0.0019295i,0.0013656+0.00084305i,-0.0001445+0.00038944i,-0.0013278-3.6275e-05i,-0.0012489-0.0003098i,-0.0012832-0.00039576i,-0.0012313+0.00012385i,-0.00091278+0.00087842i,-0.001127+0.0012503i,-0.0011358+0.00086708i,-0.00097782+0.00054627i,-0.0010384+0.00083146i,-0.00085862+0.00093211i,-6.6465e-05+9.9987e-05i,-0.00037445-0.00022463i,-0.0005887-0.00076112i,-3.3122e-06-0.00080788i,-0.00068762-0.00052127i,-0.001229-0.00049578i,-0.0008794-0.00079387i
0.0013015-0.019508i,0.0055902-0.018813i,0.0060406-0.010803i,0.0027991-0.0040891i,0.00019382-0.0015381i,-0.0015024-0.00024187i,-0.0021449+0.00091889i,-0.0017766+0.0018548i,-0.0017583+0.0025078i,-0.0012765+0.0023324i,-0.00082921+0.0017811i,-0.00060371+0.0014227i,0.00020351+0.0012077i,-0.00015606+0.0013232i,-0.00081446+0.0015384i,-0.0011929+0.0012981i,-0.0015032+0.00030617i,-0.0011292-0.00035214i,-0.00070256-2.7986e-05i,-8.8606e-05+0.00040871i,-0.00018569+8.8923e-05i,0.00028847+0.00073634i,0.00094847+0.001255i
-0.016601-0.0047668i,-0.012098-0.00774i,-0.0051101-0.0077225i,-0.0018067-0.0048522i,-0.0009584-0.00064706i,-0.0009357+0.0020749i,-0.00022257+0.0020587i,0.0013495+0.0024305i,0.0011505+0.0024217i,-0.00020721+0.0011327i,-0.00046317+0.00046667i,0.00037-0.0002086i,0.00099702-0.00024416i,0.00011269+0.00029959i,-0.00029493+7.3275e-05i,0.00035801-0.00056924i,0.00060273-0.0004639i,0.00018205+0.00036205i,-4.771e-05+0.00059241i,-0.00033675+0.00011574i,-0.00052489+0.00017571i,-0.00025738+5.2473e-05i,-0.00055113-0.00057299i
-0.011946+0.016824i,-0.013422+0.01246i,-0.0094174+0.0052449i,-0.0043625+0.00084461i,-0.00075383+0.00011883i,0.00087224-0.00076093i,0.0015824-0.0014312i,0.002118-0.0010973i,0.0018938-0.00056294i,0.001099-0.00053246i,-0.00031658-0.00092291i,-0.0012445-0.0015099i,-0.0008716-0.0014014i,-7.306e-05-0.00025752i,-0.00013305-0.0002482i,0.00032355-0.00058808i,0.0012333-0.00021817i,0.00030638-0.00045007i,0.00061835-0.0008633i,0.0010868-0.0011108i,0.00018256-0.00084433i,8.1652e-05-0.00032686i,-0.00015515+0.00020061i
0.016115+0.011553i,0.012899+0.012957i,0.0056172+0.010039i,0.0028588+0.0052883i,0.0021324+0.0020273i,0.00095117-8.0172e-05i,-0.00021153-0.0011352i,-0.00063261-0.0014936i,-0.0013329-0.0016706i,-0.0015151-0.0011171i,-0.001069-0.00039476i,-0.0012968-0.00012715i,-0.00089266+8.2488e-05i,-0.00037334+0.00051863i,-0.00056857+0.00060089i,-0.00089234+0.00050697i,-0.0003952+0.0003318i,0.00026721+6.7745e-05i,0.00035843-0.00083945i,-0.00018666-0.00084876i,-0.0010819+4.3552e-05i,-0.00097923-0.00010966i,-0.00047661-1.6269e-05i
0.018122-0.01107i,0.018135-0.0078801i,0.011553-0.0025065i,0.0051701-0.00042255i,0.0010629-0.0013703i,-0.0011014-0.0014387i,-0.0017489-4.8764e-05i,-0.0021968+0.00084957i,-0.0018363+0.0012711i,-0.0015457+0.0014188i,-0.0012588+0.00069665i,-0.0010346+0.0012262i,-0.0007734+0.0017521i,-3.5633e-05+0.0013373i,0.00023352+0.0011122i,0.00021166+0.00065894i,0.00045555+0.0003347i,0.00023896+0.0004101i,-0.00019373+0.00055508i,-0.00040054+0.00028693i,-0.00017816-4.5598e-05i,0.00012214-0.0003737i,0.00022496+1.5853e-06i
-0.0093855-0.02042i,-0.0048783-0.020229i,-0.00049084-0.012352i,-7.1903e-05-0.004423i,-0.0012108-0.0014944i,-0.0020911-0.00038324i,-0.0016348+0.0017116i,-0.00089612+0.0031323i,-0.00062571+0.0030904i,-0.00017094+0.0023632i,3.3513e-06+0.0012182i,0.00050945+0.00054486i,0.0004091-2.5366e-05i,-0.00055033-0.00055008i,-0.00024219-0.0005772i,0.0005265-0.00039016i,0.00039912+0.00010128i,-0.00024516+0.0008247i,-0.00048313+0.0012862i,-0.00012872+0.00059671i,0.00048628+0.00010644i,0.0006432-0.00038557i,0.00047769-0.00029075i
-0.021798+0.0042291i,-0.019671+0.00023132i,-0.011198-0.0021826i,-0.0048709-0.0012761i,-0.0020283+0.00048459i,-0.00015049+0.0014248i,0.00074665+0.00095063i,0.001731+0.0011841i,0.0021572+0.0018351i,0.0011768+0.00068271i,0.00029903+0.0001385i,2.2301e-05+0.00079699i,-0.00022495+0.00040615i,-0.00064684+0.0002599i,-0.00031546+2.0298e-05i,0.0005833-0.00079775i,0.00069421-0.001154i,0.00031314-0.00032663i,0.00026009+0.00017844i,5.593e-06+0.00018161i,6.7565e-05+6.0465e-05i,0.00023341-0.00013576i,-0.00021734+3.6749e-05i
-0.00083236+0.02345i,-0.0028685+0.020097i,-0.0026581+0.011431i,-0.00035857+0.0045032i,0.0012718+0.00072571i,0.0013917-0.00087781i,0.00065577-0.00082636i,0.001137-0.0008497i,0.0022309-0.00099401i,0.0014446-0.001311i,4.04e-05-0.001366i,-0.00086166-0.00040577i,-0.0015769+0.00092951i,-0.0013321+0.00095079i,-0.001187-1.9923e-05i,-0.0010731-0.00067079i,-0.00075937+3.9642e-05i,-2.5369e-05+0.00029372i,0.00046305-0.00019392i,0.00059441+0.00010959i,0.00031971+0.00057063i,-0.00059282+0.00051453i,-0.00098448+0.00063566i
0.024229+0.0070786i,0.020826+0.0082598i,0.011763+0.0058307i,0.0062192+0.0027816i,0.0036098+0.00062537i,0.0015906-0.00094727i,-6.5555e-06-0.00097612i,-0.0010789-0.0011978i,-0.0010728-0.0009475i,-0.00060845-0.00017307i,-0.00080657+0.00024493i,-0.00067391+0.0006683i,-9.7867e-05+0.00090103i,0.00029336+0.0010051i,0.00047205+0.00052843i,0.00076649+0.00054229i,0.00027573+0.0012201i,-0.00063114+0.0014722i,-0.0011311+0.0003762i,-0.00071795+5.5317e-05i,0.00039409+0.0010625i,0.00075704+0.0010786i,0.00090828+0.00104i
0.0085866-0.022432i,0.011798-0.019132i,0.0083739-0.0089398i,0.0034411-0.0021445i,0.0010254-0.0014224i,-0.00089008-0.0017383i,-0.0019976-0.00070065i,-0.0020199-0.00021097i,-0.0018389+0.00035685i,-0.0013564+0.0010947i,-0.00075077+0.00045813i,0.00035602+0.00063752i,0.0011469+0.0012557i,0.00093016+0.00061019i,-8.5866e-05-0.00057964i,-0.00080357-0.00089742i,-0.00092798-0.00040241i,-0.0010307+0.00045656i,-0.00053597+0.0009724i,-0.00067734+0.00069924i,-0.00034221-0.00013151i,0.00036151-0.00024966i,0.00044215-5.878e-05i
-0.02058-0.018042i,-0.018478-0.018774i,-0.0099562-0.014216i,-0.0051191-0.0078823i,-0.0039386-0.0011314i,-0.0030429+0.0025158i,-0.0016469+0.0023747i,-0.00051145+0.001775i,6.1939e-05+0.0014884i,0.00035335+0.00072756i,0.00040486+2.0544e-05i,0.00033542+0.00040418i,-0.00041813+7.5013e-05i,-0.00095026-0.00027948i,-0.0007478-0.00016927i,-0.00027835-0.00092851i,2.2722e-06-0.0010159i,0.00018836+4.1377e-05i,-0.00040267+0.0013299i,-0.0013713+0.0013552i,-0.00097486+0.00018756i,-9.3634e-05-0.0014108i,0.00011287-0.0018257i
-0.019046+0.017716i,-0.018028+0.013481i,-0.011496+0.0051955i,-0.005321+0.00049488i,-0.0014817+0.00053384i,0.00042202+0.00037819i,0.00058316+0.00017216i,0.00047626+0.0014306i,0.001137+0.0014896i,0.00087988+0.00022614i,4.877e-05+0.00018545i,-0.00034815+0.00041959i,-0.00063701-0.00036491i,-0.00098324+0.00033071i,-0.001199+0.0015682i,-0.0012624+0.001133i,-0.00059058+0.0004257i,0.00044753+0.00037638i,0.00031673+0.00012594i,8.4942e-05+0.00051761i,3.6893e-05+0.00065996i,0.00011115-7.1622e-05i,8.4884e-05-0.0001456i
0.012762+0.024112i,0.0094822+0.022641i,0.0042639+0.013847i,0.0028565+0.0059845i,0.002751+0.0025234i,0.0017665+0.00088292i,0.00089281+0.0007129i,0.00069274+0.00095673i,0.00047025-0.00028957i,-0.00013303-0.00080072i,-0.00047326+0.00051167i,-0.00083245+0.0011283i,-0.0007205+0.00071706i,0.00017396+0.000921i,0.00033909+0.0012893i,-7.8957e-05+0.0011358i,-0.00031458+0.0002732i,-0.00071038-0.00061094i,-0.00090564-0.0014214i,-0.00087235-0.00085087i,-0.00046333-0.00022407i,-0.00051735-0.00057625i,-0.00033919-0.00041291i
0.02433-0.0091952i,0.021974-0.0052816i,0.013065+0.00030468i,0.0058716+0.0021991i,0.0031588-0.00028397i,0.0015509-0.0018573i,-0.00012013-0.0016783i,-0.00079068-0.0015767i,-0.0012433-0.0014313i,-0.0013885+0.00021952i,-0.00066438+0.0014581i,0.00057169+0.0014368i,0.0010665+0.0015659i,0.00080549+0.0011567i,0.0012304+0.00044611i,0.0016377+0.0006253i,0.00053401+0.0008775i,-0.00051735+0.00072869i,-0.00050608+0.00025011i,-0.00062975-4.4088e-05i,-0.00032925+7.543e-05i,-0.00036495+0.00019421i,-0.00080095-0.0002237i
-0.0020158-0.029781i,0.00040571-0.027767i,0.0018502-0.01672i,-4.2528e-05-0.0067878i,-0.001756-0.0020487i,-0.0016231-0.00052644i,-0.00054554-0.00088452i,9.4489e-05-0.00081055i,-0.00065082+0.00027238i,-0.0011311+0.00098658i,-0.0011476+0.0010412i,-0.0011157+0.0011507i,-5.8466e-05+0.00077191i,0.00051081-4.0039e-05i,-0.00036036-0.00054558i,-0.00020277-0.00077727i,0.00037088-0.00089689i,-0.00012566-0.00026806i,-0.00012772+0.00087931i,0.00028855+0.0010265i,-0.00022028+4.6843e-05i,-2.6665e-05-9.4661e-05i,0.00051638+3.2506e-05i
-0.029877-0.0046675i,-0.027085-0.0058184i,-0.015491-0.0056066i,-0.0061484-0.0028632i,-0.0030083+0.0005574i,-0.0019926+0.0013162i,-0.0013721-7.8167e-05i,-0.0011938+6.6877e-05i,-0.00042553+0.0013043i,0.00043367+0.0018416i,0.00041496+0.00082471i,-0.00022389-0.00098212i,-0.00056235-0.00080963i,-0.0012709+0.00067397i,-0.0019297+0.00059537i,-0.001536-0.00020007i,-0.00095569+0.00011861i,0.00010652+0.0004478i,0.00035345+7.5387e-05i,-0.00032853-0.00085188i,0.00019269-0.0012742i,0.00085048-0.00093051i,0.00046122-0.00048606i
-0.010223+0.026322i,-0.010479+0.024219i,-0.0067864+0.013264i,-0.002594+0.0051505i,9.8564e-05+0.002823i,0.00078028+0.0019931i,-0.00023131+0.0013882i,-0.00056372+0.0010924i,0.00012612+0.00065785i,-0.00015738-0.00027911i,-0.00052058+4.2984e-05i,-0.00067329+0.00077985i,-0.00058266+0.00099504i,-0.001003+0.0016913i,-0.0016446+0.0025273i,-0.0017963+0.0021999i,-0.0018141+0.0011246i,-0.0013086+0.00044469i,-0.00064969-0.00010244i,-4.5408e-05-7.5358e-05i,0.00038111-0.00043904i,0.0003333-0.00098902i,0.00028759-0.0009585i
0.02531+0.019463i,0.022558+0.017557i,0.013766+0.011121i,0.0074239+0.0056977i,0.0048287+0.0015516i,0.003155-0.00037879i,0.0010528+0.00069596i,0.00030165+0.0010486i,0.00058489+1.9501e-05i,0.00069693-0.00052032i,0.00042647-0.00033616i,0.00032536+0.00084901i,0.00076084+0.0012293i,0.00079706+0.0012098i,0.00099183+0.0012964i,0.0011311+0.001113i,0.00031956+0.00079237i,-0.00084403+0.00052491i,-0.0012643+0.00068363i,-0.0010807+0.00053439i,-0.0008068+0.00028699i,-0.00021613+1.0389e-05i,9.4924e-05-0.00035428i
0.022129-0.021008i,0.022727-0.020668i,0.015432-0.012636i,0.008052-0.0062079i,0.0044037-0.0044633i,0.0020247-0.0038453i,0.0010506-0.0025549i,-2.8862e-05-0.001258i,-0.00095207-0.00048217i,-0.00084599+0.00022434i,-0.00062446+0.00070556i,-0.00042461+0.00094203i,7.7192e-05+0.00051852i,0.00073999-0.00018879i,0.0011428-0.00035129i,0.00093905-0.00033408i,0.00038229-0.00010883i,-0.00050828+0.000491i,-0.00036391+0.00090069i,0.00027835+0.00048818i,-0.00015656+0.00028106i,-0.00018402+0.00032348i,0.0001141-3.3883e-05i
-0.013899-0.026242i,-0.013305-0.025791i,-0.0077562-0.018303i,-0.0036642-0.0097692i,-0.003786-0.0042516i,-0.0037061-0.001754i,-0.0020259-0.00035437i,-0.0012232+0.00044321i,-0.0010166+0.00061279i,-1.2237e-05+0.00026704i,0.00096234+3.0724e-05i,0.00058997+8.096e-05i,0.00036895+7.2378e-05i,-0.0001822-0.00094197i,-0.0010222-0.0014447i,-0.0017093-0.00014843i,-0.00094117+0.00052635i,-0.00025543+0.00024147i,-0.00037973+0.00080588i,-2.7203e-05+0.00080554i,-0.00021285+6.7448e-05i,-0.00068946-0.00030989i,0.00045773+3.8548e-05i
-0.031248+0.010261i,-0.030024+0.011031i,-0.020522+0.0064731i,-0.010077+0.0028804i,-0.0040486+0.0033787i,-0.0014442+0.0030055i,-0.0011533+0.00021618i,-0.0013016-0.00040322i,-0.0006112+0.00067941i,-1.1076e-05+0.001305i,-0.00024293+0.00079028i,1.6048e-06-0.0001706i,-3.1842e-05-0.00033893i,-0.0011301-0.00010287i,-0.0010701+0.0006468i,-0.0007558+0.0014987i,-0.00059954+0.0010256i,-0.0001954+0.00021233i,-0.0002144+3.6697e-05i,-0.00043417+0.00022217i,-0.00053991-0.00015757i,-0.00030766-0.00046274i,0.00031895+0.00013286i
0.0039946+0.030095i,0.0050641+0.030174i,0.0021991+0.020647i,0.00063249+0.0099642i,0.0019286+0.0048614i,0.0021973+0.0030133i,0.00067992+0.0021152i,-8.9019e-05+0.0013837i,-0.00042262+0.00030967i,-0.00063364-0.00036193i,-0.00072475+0.00035078i,-0.00054837+0.0007498i,-0.00017123+0.0014058i,-5.7494e-05+0.0017208i,0.00072149+0.0008026i,0.0005032+0.00092121i,-0.00015575+0.0010109i,-0.00069097+0.00032336i,-0.001357+0.00015977i,-0.00029167+0.00017677i,-0.0003637+0.00016192i,-0.00063538+0.00041851i,0.00013725-0.00015549i
0.031718+0.0022868i,0.031181+0.00079925i,0.019791+0.0010985i,0.0099526+0.0011408i,0.0057358-0.0003592i,0.0044708-0.00045922i,0.0027834+0.00090741i,0.00055224+0.0011073i,-0.00052943+0.00025652i,-0.0011134+0.00051025i,-0.0011544+0.00061058i,8.5224e-05-0.00019141i,0.001149+0.00037473i,0.0012718+0.00085612i,0.0010125+0.00034223i,0.00020078+0.00019165i,0.00012195+0.0004566i,-9.9028e-05+0.00070635i,-0.00074091+0.00081452i,-0.0005878+0.0014363i,-0.0001674+0.001187i,3.0724e-06+0.00022595i,-0.00011733-3.4653e-06i
0.010261-0.030541i,0.0083255-0.032388i,0.0064503-0.02234i,0.0040282-0.01134i,0.0013247-0.0067843i,-4.3514e-05-0.0049643i,9.7272e-05-0.0021871i,-0.00020576-0.00044246i,-2.1282e-05-0.00019363i,0.00069028+1.755e-05i,0.0011782-0.00031186i,0.0012811-0.00058806i,0.0010077-0.00075722i,-6.158e-05-0.00089896i,-0.00098655-0.00076095i,-0.00050791-0.0011517i,7.5949e-05-0.0015123i,-6.4656e-05-5.0154e-05i,0.00030837+0.0013357i,0.00057632+0.0014217i,0.00024603+0.00080911i,0.00010642+0.00026612i,-0.00046154+0.00013547i
-0.02756-0.01616i,-0.026719-0.01375i,-0.017068-0.010205i,-0.0087874-0.0053994i,-0.0055005-0.0017057i,-0.00327-0.00046633i,-0.0012938-0.00065697i,-0.00074383-0.00056576i,-0.0014504+1.7431e-05i,-0.0013491+0.00078458i,-0.0010299+0.0011063i,-0.00037965+0.00079513i,8.225e-05-0.00014991i,-0.00052633-9.5437e-05i,-0.00059903+0.00056378i,0.00010844+0.00031182i,0.00030282+0.00029102i,-0.00055412+0.00025166i,-0.00066744+4.7597e-06i,-0.00048656-2.2815e-05i,-0.00020857-0.00043768i,0.00013884-0.00072398i,0.00070365-0.00013517i
-0.024297+0.026301i,-0.020625+0.030241i,-0.013307+0.02185i,-0.0057063+0.011414i,-0.0014314+0.0064383i,-0.0009815+0.003597i,-0.0018559+0.0012548i,-0.0026302+0.00074594i,-0.0027926+0.0012915i,-0.0019189+0.0012181i,-0.00060745+0.0013751i,0.00010371+0.0011769i,-0.00024949+0.00066088i,-0.00062136+0.00053811i,-0.00033536-0.00033475i,0.00034381-0.00034822i,9.7452e-05+0.0009538i,-0.00040082+0.0013863i,-0.00027092+0.00090578i,-0.00040995+0.00048969i,-0.00011676-8.268e-05i,0.00032382+0.00016784i,0.00041394-0.00020231i
0.020242+0.026811i,0.024533+0.023291i,0.018746+0.015787i,0.010469+0.0083217i,0.0067285+0.0037565i,0.0046303+0.0016131i,0.00094268+0.0018651i,-0.00086908+0.0029711i,-2.7461e-06+0.0034559i,0.00090436+0.002342i,0.0010976+0.0012637i,0.00083265+0.0011081i,0.00039677+0.0018526i,1.8338e-05+0.0015285i,-0.00038669+0.0011315i,-7.7125e-06+0.00054808i,0.00069216+0.00021216i,0.0002863+3.4916e-05i,-1.9051e-05-5.3559e-05i,0.00041521+5.7999e-05i,0.00029051+0.00050545i,-4.4002e-05+0.00060616i,7.3141e-05-0.00013833i
0.031185-0.014659i,0.029865-0.019436i,0.0199-0.014911i,0.0099298-0.0083255i,0.0046978-0.0054383i,0.0028514-0.0040292i,0.0026197-0.00082523i,0.0016027+0.00073113i,0.00063374-0.00054131i,0.0002535-0.00072112i,-0.00012559-0.00045923i,-0.000252-0.0009418i,-0.00041011-0.00079807i,-0.00029187-0.00020788i,-0.00037174+0.0003542i,-0.0007775+0.00080521i,-0.0011054+3.8516e-06i,-0.00065985-0.00070008i,-0.00080123+0.00031424i,-0.0010186+0.00032213i,-0.00033424-0.00064555i,0.00014606-0.00027403i,-0.00011265+0.00068644i
-0.0064021-0.031528i,-0.011786-0.031185i,-0.0093172-0.021447i,-0.0044935-0.011547i,-0.0031391-0.0059858i,-0.0028571-0.0019731i,-0.0010813-0.00017558i,0.00028362-0.0002634i,-2.5166e-05-0.00038696i,-0.00084969-0.00046131i,-0.0018237-0.00018868i,-0.0016796-0.00050248i,-0.00060918-0.00055471i,-0.0003708-0.00022573i,-0.00030191+5.2114e-06i,0.00019124+0.00038451i,-4.9248e-05+0.00030857i,-0.00058378-6.7047e-05i,0.0001651-0.00040871i,0.00061767-0.00026898i,0.00068368+0.00042218i,0.00082455+0.00098828i,0.00023866+0.0011382i
-0.03301-0.0013001i,-0.032757+0.003208i,-0.021948+0.0026141i,-0.01034+0.00091233i,-0.004548+0.00038856i,-0.0029182-0.00034299i,-0.0025551-0.0022679i,-0.0023578-0.0027444i,-0.0014912-0.00056258i,-0.00065354+0.0009031i,-0.0014001+0.0018206i,-0.0016553+0.0024064i,-0.0010164+0.0009605i,-0.00060148-0.00023037i,0.00012419-1.1304e-05i,0.0006858-0.00018077i,0.00039879-0.00013593i,0.00022916+0.00045233i,0.00067356+0.0009105i,0.0010259+0.00061983i,0.00092178+0.00012796i,0.00054888+0.0002294i,0.0012828-4.212e-05i
-0.0054036+0.03196i,0.00032237+0.03611i,0.001316+0.025248i,-0.00036717+0.013024i,-3.1188e-05+0.0073985i,0.00018183+0.0039872i,-0.00065558+0.001855i,-0.0012727+0.0010576i,-0.00070579+0.0010618i,-4.0683e-06+0.0023323i,2.9028e-05+0.0024327i,0.00016671+0.00098357i,-0.00027023+0.00032297i,-0.00046803+0.00039383i,-0.00052662+0.00060083i,0.0002756+0.0011289i,0.00080191+0.0013497i,-0.0001101+0.00092586i,-0.00051769+0.00040879i,-0.0010951+0.00024243i,-0.001465-7.3149e-05i,-0.00047456-0.00075418i,0.00011098-0.0012806i
0.028276+0.012525i,0.031407+0.0059621i,0.023644+0.0027489i,0.013486+0.0022369i,0.006935+0.002275i,0.0031689+0.0010514i,0.0011192+0.0014822i,0.00085811+0.0026221i,0.00068161+0.0026233i,0.00080453+0.0020801i,0.0017955+0.0012131i,0.0018517+0.00012748i,0.0012587-0.00036776i,0.00091568+0.00060103i,0.0011273+0.00085302i,0.0010437-5.8202e-05i,-7.1733e-05-0.00013399i,-0.00043876-0.00027643i,-0.0002272-3.2252e-05i,-0.00027405+0.00048046i,-0.00013212+0.0010843i,-7.6254e-05+0.00072174i,-0.00013011-0.00055159i
0.016605-0.02754i,0.01153-0.034125i,0.0059463-0.025453i,0.0025305-0.012518i,0.0013275-0.0065001i,0.0013115-0.0031784i,0.0018499+0.00050671i,0.002013+0.0011602i,0.0010746+0.00031305i,-0.00096716-0.00026058i,-0.0021803-0.00059911i,-0.0013503+0.0002691i,-0.00071552+0.0011286i,-0.00012922+0.0011362i,0.00018035-0.00017667i,6.049e-05-0.0012996i,0.00012692-0.00078147i,-0.00065284+0.00021343i,-0.00035323-0.00017902i,0.00032054-0.00052006i,-0.0005932-0.00042826i,-0.00093941-0.00040731i,-0.00013939+5.8559e-05i
-0.020788-0.020307i,-0.027673-0.016012i,-0.02045-0.010672i,-0.009467-0.0062701i,-0.0049002-0.0042039i,-0.0027508-0.0025085i,-0.00075242-0.002155i,-0.00037591-0.0029299i,-6.1063e-06-0.0019522i,0.00020913+3.5383e-05i,-0.0012152+0.0013643i,-0.0022616+0.0012364i,-0.00066462+0.00084267i,0.00033811+0.00073357i,0.00021838+0.00013302i,-1.8979e-05-0.0001254i,-2.2309e-05-0.00015959i,-1.3926e-05+0.00023375i,-0.00025374-7.8457e-05i,-0.00029993-4.5199e-05i,-0.00061712+0.00029077i,-0.00042534-0.00020469i,0.00035447-7.9877e-05i
-0.023826+0.016925i,-0.021082+0.024429i,-0.01325+0.017949i,-0.0068053+0.0077686i,-0.0035137+0.0022491i,-0.0017567+0.00035166i,-0.0018251-0.00083132i,-0.0020327-0.00053106i,-0.00081961+0.00070663i,-0.00040408+0.00087723i,-0.00073715+0.0014892i,-0.00065053+0.002047i,-0.00058793+0.0015651i,-0.00038827+0.00092627i,-0.00012701+0.00038456i,-6.6183e-05+0.00050805i,0.00022459+0.00047461i,0.00058956+0.00020613i,0.00063034+0.0004911i,0.00019164+0.00062488i,-0.00034425+0.00017535i,-1.513e-05+0.00010206i,0.0006698+9.0396e-05i
