-0.002773+0.0010152i,-0.0035651+0.00058594i,-0.0044562+0.0016586i,-0.0032985+0.0027873i,-0.0019053+0.003431i,-0.00071408+0.0019467i,-0.00032304+0.00078368i,-8.327e-05+0.0016398i,0.00032427+0.0016153i,-3.6064e-05+0.00051124i,-0.00011784+0.00022325i,0.00030709+0.00084812i,0.00057245+0.00036754i,0.00031599+8.9092e-05i,-0.00026385+0.00070137i,4.0424e-05+0.00023369i,0.00088215-0.00015256i,0.00041842+8.1739e-05i,-0.00013041-8.5316e-05i,0.00059588-0.00025987i,0.0012561-0.00047469i,0.0012802-4.3614e-06i,0.00084965+0.00021094i
-0.00061596+5.312e-05i,-0.0025625+0.00020224i,-0.0024936+0.00045576i,-0.0011119+0.0013295i,-4.8912e-05+0.0017442i,-0.00047603+0.0011544i,-0.0013825+0.0011427i,-0.0018442+0.0011912i,-0.0017718+0.00046455i,-0.0018823-0.00041895i,-0.0010442-3.1311e-05i,-9.2703e-06+0.00039968i,-0.00028146+7.846e-05i,-0.00045951-0.00013012i,-0.00020482+0.00046667i,0.00028754+0.00084664i,0.00012423+0.00097276i,-0.00022289+0.0013482i,0.00038096+0.00066681i,0.00011658-0.0002778i,-0.00010024-0.0005006i,0.00047147-0.00098178i,0.00038509-0.00092112i
0.00080536-0.0031048i,-0.00085388-0.0024138i,-0.0015856-0.0014189i,-0.0015781+1.2986e-05i,-0.0019162+0.0010484i,-0.00091919+0.0002815i,-0.00053457-0.00023787i,-0.00091723-0.00046437i,-0.0013095-0.0011286i,-0.0016097-0.00092904i,-0.0018587+8.6069e-05i,-0.0014521+0.00029171i,-0.00083741-0.00045233i,-0.00047332-0.00060261i,-1.5496e-05-5.0337e-05i,-0.00025811+0.00030243i,-0.00019198+0.00023977i,0.0001149-0.00012451i,0.00019094-0.0002939i,0.00041185+0.00021138i,0.0004709+0.00035191i,0.00032679-6.9976e-05i,8.2934e-05+0.00030085i
0.00076191-0.00026424i,-9.4922e-05-0.00081696i,-0.0012937+0.00020107i,-0.0013986+0.0011157i,-0.0005943+0.00037343i,-0.0001403-0.00016624i,-0.00048567+0.0001772i,-0.0012809+0.00058659i,-0.0015791+0.00055365i,-0.0011118+0.00032124i,-3.3128e-05+0.00040113i,-0.00020156+0.0009363i,-0.001012+0.00072934i,-0.00079931+0.00062753i,-0.0012728+0.00083575i,-0.00066717+0.00044978i,0.00075222+0.00027687i,0.0011629+0.00016464i,0.00065144-0.00023785i,2.0258e-05-0.0005696i,0.00023325-0.00044989i,0.00052652-0.00040567i,9.846e-05-0.0004272i
-0.00063785-0.00099597i,-0.00064316-0.0011364i,-0.00095201+0.00059681i,8.9332e-05+0.0023377i,0.0016331+0.0024043i,0.0018672+0.00085639i,0.00068006-0.0003066i,-0.00037775-0.0003907i,-0.00080134-0.0001899i,-0.00050508+0.00012145i,0.0010299+0.00051497i,0.0014757+0.00016066i,0.00041824-2.4553e-05i,-0.00015068-0.00027822i,-0.00016293-0.00080542i,0.00021987-0.00094372i,0.00026285+5.3322e-05i,-0.00027196+0.0012406i,-0.0006+0.00022059i,0.00010208-0.00093044i,0.00103-0.00023485i,0.00055379+2.5517e-06i,-0.00065997-0.00031837i
0.00014136-0.0011274i,-0.00046083-0.0013044i,-0.0014318-0.0012677i,-0.001521+0.00038619i,-0.00052038+0.00034423i,-0.00030678-0.00046139i,-0.00060615-0.00083812i,-0.00093607-0.00094266i,-0.0015149-0.00043536i,-0.0017909-0.0002715i,-0.0010584+0.00013401i,-0.00043594+0.00071434i,-8.0297e-05+0.00063261i,-7.7237e-05-1.453e-05i,-0.0004681+0.00019647i,-0.00060041+0.0009451i,-0.00042876+0.0004356i,-0.00039064-0.00010411i,-0.00028116-0.00076848i,5.3899e-05-0.00079871i,0.00032934-0.0004465i,0.00014539-0.00056237i,0.00048466-0.00070689i
-0.00070332-0.00011656i,-0.0021906+0.00024229i,-0.0033767+0.0014109i,-0.0030056+0.0027067i,-0.0019454+0.0027522i,-0.0014034+0.0012141i,-0.0011108+0.00039612i,-0.00044061+0.00037782i,-0.00010275+0.00014539i,-9.2444e-05-0.000538i,-0.000168-0.00031829i,-0.00024663+0.00012038i,0.00026183+7.7585e-05i,0.00087568-1.4114e-05i,0.00027049-0.00047172i,-0.00021413+0.00043306i,-0.00010354+0.00049202i,0.00017375+0.0001741i,0.00092335-0.00012336i,0.00068739-0.00073573i,-0.00035369-0.00054549i,-0.00091181-0.00025358i,-0.0011158+0.00068275i
0.0005332+0.00074542i,0.00060156-0.00013485i,0.00040814-2.5088e-05i,-1.0952e-05+0.00090285i,0.00032536-0.00029227i,0.00077142-0.0012862i,-0.00018884-0.00088779i,-0.0011207-0.00072771i,-0.00054249-0.00086519i,-0.00027665-0.0004506i,-0.00083251+0.00047028i,-0.0017292-5.6724e-06i,-0.0021871-0.00080485i,-0.0016106-0.00056485i,-0.0010079-0.00012761i,-8.2506e-05+8.5838e-05i,0.00071264+0.00083752i,0.00059975+0.00051616i,4.873e-05-0.0012809i,0.0001596-0.0011874i,0.000201-0.00026379i,-1.7287e-05+3.8346e-05i,0.00039193+0.00031651i
-0.0011951+0.0012408i,-0.001174+0.0014472i,0.00022574+0.0022342i,0.0012026+0.0033553i,0.00086267+0.0030209i,0.00093344+0.00098333i,0.00088599+0.00017341i,-0.00020732+0.00019992i,-0.00035246+0.00026288i,5.1343e-05+0.00067532i,-0.0002656+0.00097774i,-0.00083619+0.0008537i,-0.00020616+6.7639e-05i,0.0001569-0.00065148i,0.00053406-0.00042853i,0.0010206-5.9631e-05i,0.00061408+0.00026901i,-0.0003909+0.00028853i,-0.00075319-0.00053413i,-0.00011382-0.00027617i,0.00019642-0.0001443i,0.00032329-0.00060443i,0.00015433-0.00043825i
0.00064891-0.00099571i,-0.0002525+0.00010782i,-0.00070492+0.00014718i,0.00015849+0.0003366i,0.00052741+0.00049404i,-0.00054857-0.00046052i,-0.0013069-0.0011787i,-0.0016878-0.0012397i,-0.0012478-0.0012953i,-0.00079658-0.0012998i,-0.00010341-0.00070784i,0.00012207+0.00012549i,0.00013527+0.00011802i,0.00081993-9.4085e-05i,0.00088476-0.00032021i,-0.00013658-0.00047097i,0.00034541-2.0647e-05i,0.00071607+0.00073935i,0.00016292+0.00019726i,0.00021978-0.00068045i,0.00047434-0.00051129i,0.00090439+7.8392e-05i,0.00088287-0.00034552i
-0.0011893-0.00029584i,-0.0017655-7.7327e-05i,-0.0030123+0.0013884i,-0.0024459+0.0018294i,-0.001018+0.0013477i,-0.00085686+0.0004061i,-0.0015393-0.00054709i,-0.0014921-0.00041538i,-0.0011581+0.00027181i,-0.00087407+0.0003967i,-0.00075235+0.00067445i,-0.00073354+0.00096975i,-0.001027+0.0012786i,-0.00096854+0.0015456i,-0.00028664+0.0013416i,0.00027658+0.00069825i,1.4969e-05+9.5756e-05i,-0.00017979-0.00056592i,-0.00022017-0.00084144i,-0.00034497+0.0001311i,-1.3366e-05+0.00024135i,0.0007055-0.00032317i,0.00043604-4.9754e-06i
-0.0003369-0.00085654i,-0.0011308+0.00015989i,-0.0017895+0.00058848i,-0.0010827+0.0018435i,0.00010604+0.0028675i,0.00032573+0.002328i,-0.00029857+0.00088857i,-0.00098453-0.0003409i,-0.0011156-0.00033861i,-0.0014065-0.00034647i,-0.0014654-0.00016937i,-0.00034961-0.00035823i,0.00058109-0.00054219i,-0.0007356-0.00010554i,-0.0010525+8.4605e-05i,-4.3858e-05+0.00012838i,0.00023436+0.00036101i,0.00035235+0.00035081i,0.00033113-0.00011436i,0.00083268-0.00025209i,0.00081212+0.00015603i,-4.3921e-06+0.00076067i,-0.00065197+0.00093061i
0.00033801+0.0009559i,0.00050733-5.9056e-05i,0.0010733+5.0616e-05i,0.0013011+0.00049865i,0.00062189+0.00057556i,-0.00060383-0.00012217i,-0.0011643-0.00053682i,-0.00072552+5.312e-05i,0.00051572+0.00022278i,0.0010508+0.00019365i,0.00030611+0.00042789i,-0.00042612+0.00025285i,-0.00075864+0.00018423i,-0.00059281+0.00052249i,-0.0002137+0.00022357i,0.00034308-0.00015039i,0.0007171+0.00035857i,0.00030219-0.00015738i,0.00028437-0.00073219i,0.00019453-7.3245e-05i,-5.8547e-05+0.00047093i,-0.00020081-6.6199e-05i,-0.00039645-8.5599e-05i
-0.00069132-0.0015048i,-0.0022585-0.00083565i,-0.0033556+9.0147e-05i,-0.0023562+0.00082815i,-0.00053994+0.00032892i,-0.00081209-0.00035483i,-0.0011808-0.00043913i,-0.00079466-0.00036693i,-0.00029777+0.00014374i,0.000364+0.00042527i,0.0001385+0.00092376i,8.1759e-05+0.0012085i,0.00038643+0.00014299i,0.00039863-0.00034843i,0.00031709+0.0002055i,0.0011876+0.0004777i,0.0013974+0.00071136i,0.00080683+0.00063225i,0.00023542+1.0325e-05i,-0.00025542-0.00042939i,-0.00024011-0.00037023i,3.3765e-06-0.00033697i,8.4156e-05-6.6317e-05i
-1.6253e-05+0.0012306i,-0.00020973+0.0011767i,-0.00059518+0.0013869i,-0.00054768+0.0013714i,0.00045731+0.00066953i,0.00096747-0.00066233i,0.00056212-0.0007319i,-0.0005431+0.00012382i,-0.00086073+0.0010368i,-0.00063515+0.001525i,0.00020881+0.0015184i,0.00079716+0.0011345i,0.00051505+0.00046933i,0.00021586-0.00019516i,-0.0003231-0.00032715i,-0.00012918-0.00069623i,0.00037477-0.00093673i,6.7155e-05+2.1103e-06i,-0.00058772+0.00014979i,-0.00096517-0.00033059i,-0.00063781+0.00038019i,-0.00040672+0.00013814i,-0.00057098-0.00020322i
-0.00082976-0.0013426i,-0.0014186-0.0015256i,-0.0016141-0.00019404i,-0.0015367+0.0014095i,-0.0015539+0.0016597i,-0.0010715+0.00053023i,-0.00079294-0.00029833i,-0.00079616-0.00028989i,-0.0006818-0.00013252i,-0.00071068+0.00016335i,-0.00051905+0.00022755i,-0.00029724-0.00042457i,-0.00056743-0.00061668i,-0.0006634-0.00051126i,-0.0006237+0.00032596i,-0.00031125+0.00083774i,0.00017519+0.00069935i,0.00070794+0.00044829i,0.00068758+0.00023137i,0.00020016-2.7295e-05i,0.00027328-0.00062123i,-1.7507e-05-0.0014487i,-0.00061594-0.0013112i
-0.00046102+0.0023681i,0.00010653+0.0011254i,0.0010148+0.00082676i,0.00106+0.0017315i,0.0012963+0.0022193i,0.0012419+0.0004916i,0.00057052-0.00057497i,-4.1187e-05+0.00023407i,-0.00059653+0.00025274i,-0.0011864+0.00062484i,-0.0011919+0.00085713i,-6.84e-05+0.00032894i,0.00067274+2.6987e-05i,0.00061722-0.0003251i,0.00034611-0.00045819i,0.00095703-0.00025509i,0.0011525+3.4106e-05i,0.00090324-0.00041426i,0.00093473-0.00064791i,0.00090511-0.00058828i,0.001178+6.3517e-06i,0.00087548-0.00047962i,0.0003936-0.0019174i
-0.0011565+0.00047442i,-0.0016719+0.0017423i,-0.00082257+0.0033618i,0.00024815+0.0036533i,0.00051285+0.0012579i,-0.00043672-0.00012057i,-0.0008127+0.00042027i,-0.0012906+0.00068764i,-0.0014744+0.0006181i,-0.00080535+0.00024527i,-0.00070656-2.0746e-06i,-0.00037638+0.00013782i,-0.00014471-4.721e-05i,-0.0002328-0.00040754i,-0.00040027-9.0721e-05i,-0.00059495-0.00022925i,8.0292e-05-0.00027524i,0.00044443+0.00053489i,0.00098226+0.00074618i,0.0006878+0.00026208i,0.0001405+0.00015276i,0.00056341+0.00033275i,0.00048295+0.00017678i
0.00043456+3.0942e-05i,-0.00078163+0.0010407i,-0.0018007+0.0005578i,-0.0020616+0.0014365i,-0.0016646+0.0018426i,-0.00069124+0.0014567i,-0.00065292+0.0014736i,-0.00048881+0.00097675i,0.00033229+0.00012109i,-0.0001256+7.844e-06i,-0.00065648+0.00061825i,-0.00020462+0.0010366i,0.00028539+0.0011229i,-0.00016966+5.6074e-05i,7.6568e-05-0.00019465i,0.00080977+0.00037536i,0.00095487+0.00025346i,0.00074002+4.2412e-05i,0.00011924-0.0001063i,-0.00028062+0.0004627i,-8.6935e-05+0.0012706i,-0.00043404+0.0009885i,-0.00037038+0.00031271i
-0.001048+0.00025997i,-0.0014778+0.000624i,-0.0018217+0.0019388i,-0.00075863+0.0018597i,0.00094857+0.0014263i,0.0010124+0.00041005i,4.6577e-05-0.00088325i,-0.001331-0.00058454i,-0.001374-8.1688e-05i,-0.0012077-0.00011971i,-0.00072032+0.00051903i,-3.2592e-05+0.0013398i,4.4113e-05+0.00059804i,-0.00015167-0.00027983i,-0.00015457-7.3121e-05i,0.00026198+0.00035985i,0.0005134+0.00043198i,0.00047691+3.9939e-05i,-0.00047442+1.747e-05i,-0.001288-0.00020312i,-0.00034201-0.00069082i,0.00070739-0.0013245i,0.00043475-0.0011218i
0.00014452+0.00024058i,0.00064511-0.000556i,-0.0001965+0.00061018i,-0.0005459+0.001047i,-0.00033983+0.0002401i,-0.0013767-0.00054526i,-0.0025215-0.0007425i,-0.0023288-8.994e-06i,-0.001407+0.00035611i,-0.00079389+0.00044422i,-0.00059244+0.00090538i,-0.00062235+0.00048753i,-0.00086079-0.00030963i,-0.0008001+0.00028748i,-0.00030632+0.0011578i,0.00014302+0.00073306i,0.00072155-5.7209e-05i,0.0010702-0.00060244i,0.00016983-0.0010611i,-0.000454-0.001382i,-0.00015937-0.0014691i,0.00040511-0.0005739i,0.00032553+0.00061278i
-0.0012054+0.00012915i,-0.0015858+0.00014653i,-0.0011835+0.00074995i,-5.8325e-05+0.0025078i,0.00031091+0.0028196i,-0.0004704+0.00075474i,-0.00060201+0.00031615i,-0.00026271+0.00066851i,-0.0008078+0.00012054i,-0.0015284+7.6167e-05i,-0.0015063+0.00069949i,-0.00084309+0.00013659i,-0.00010439-0.00085557i,-3.366e-05-0.00061613i,-0.00024746-0.00051373i,0.00015358-0.00044897i,0.00074309+0.00011518i,0.001225-0.00044882i,0.0011219-0.00095761i,0.00053707-0.00066667i,0.00019497+2.3393e-05i,0.00012289-0.00016708i,0.00018047-0.00035303i
0.0005921+0.0020895i,0.001213+0.002322i,0.0026854+0.002204i,0.0027203+0.0018483i,0.0011874+0.0011414i,-0.00059187+7.0965e-05i,-0.0016969+0.0001127i,-0.0015469+4.7487e-05i,-0.0011971-0.0004006i,-0.00089818-0.00030031i,-0.00065097-0.00012112i,0.00017295-0.00045882i,0.00051851-0.00014911i,3.3752e-06+0.0008484i,1.3496e-05+0.0012884i,0.00028669+0.00098185i,0.00040967+0.00011855i,-0.00010267-0.00033286i,-0.00078049+0.00023323i,-0.00088771+0.00066909i,-0.00039136+0.00029662i,0.00021724+0.0001302i,0.00045252+0.00013092i
-0.00084406+0.0021501i,-0.0011828+0.0027775i,-0.00087254+0.00336i,0.00054954+0.003628i,0.0021135+0.0028858i,0.0014124+0.00099397i,0.00014171-0.00016391i,-0.00066919+0.00060063i,-0.0011179+0.00065692i,-0.0010146+0.00043971i,-0.0003309+0.0015778i,0.00051685+0.0010401i,0.0001845-0.0005806i,0.00021361-0.00061474i,0.00091846+3.3921e-05i,0.0011694-6.3111e-05i,0.0012557-0.0001567i,0.00078037-1.4972e-05i,0.00033894-0.0001867i,0.00040159-0.00043712i,0.0011276-0.00018201i,0.0014484-0.00010382i,0.0013247-0.00044591i
0.0011823-0.0013234i,9.3689e-05-0.0010848i,-0.00066509+0.00064523i,-0.00026923+0.0016776i,0.00061956+0.0009659i,-0.00035957-4.3826e-05i,-0.0013609-0.00080588i,-0.00085093-0.0012115i,-0.00061989-0.00096839i,-4.145e-05-0.00030499i,-0.00013918+0.00043126i,-0.000792+2.9213e-05i,-0.00033388-0.00096111i,-1.3047e-05-0.00091671i,-0.00056189-0.00011137i,-0.00084632+0.00058302i,-0.00039039+0.00090253i,-9.664e-06+0.00062466i,0.00029444-0.00055226i,0.00030622-0.0012319i,0.00023118-0.00094268i,0.00039584-0.00077424i,0.00037699-0.0013503i
-0.00014374-0.0014137i,-0.00051499-0.0020809i,-0.00084734-0.0015297i,-0.00075128-0.00033649i,-0.00041966+6.0447e-05i,-0.00075963-2.7624e-05i,-0.0018315+0.00033551i,-0.0020925+0.00046477i,-0.0016145+0.00017084i,-0.0011908-5.0887e-05i,-0.0010435+0.0011991i,-0.0014639+0.0012756i,-0.0010363+0.00016529i,-0.00018398+0.00025912i,-5.5203e-05+0.00029424i,-0.00034845+0.00032714i,0.00021376+0.00019169i,0.00075632-2.6259e-05i,0.00053692+0.00051717i,0.00014694+0.00094215i,-0.00032379+0.00030751i,-0.00021727-0.00034788i,9.9749e-05-0.00015534i
0.0011513-0.0013133i,-0.00048345-0.00065868i,-0.0015246+0.0006396i,-0.001835+0.002097i,-0.00063421+0.0022184i,0.00054975+0.0012031i,0.00021562+0.00045295i,-9.6487e-05+0.00046443i,9.7703e-05+0.00015939i,-0.00019373-0.00050655i,-0.00087088-0.00023533i,-0.00041475-2.8077e-05i,0.00028554+0.00034369i,0.00013277-8.0357e-05i,1.632e-05-0.00076244i,-5.5998e-05-0.00021439i,-0.00059156+0.00099372i,-0.00019662+0.00017988i,0.00014212-0.0007256i,-0.00011428+0.00028429i,-0.00010753+0.00063777i,0.00016326+0.00037321i,0.00043744+0.00039803i
3.8439e-05-0.00049214i,-0.00090711-0.0007747i,-0.0016336-3.662e-05i,-0.00082281+0.0014281i,-0.00038377+0.0010865i,-0.00062694-4.3671e-05i,-0.00037214-0.0002951i,-6.7814e-05+0.00039124i,-0.0002346+0.00083624i,-0.00040421+0.0006119i,-0.00053835+0.00084258i,-0.00075318+0.00041233i,-0.00068612-0.00022156i,-0.00054817-0.00064438i,-2.1474e-06-0.00058146i,0.00041625+7.9535e-05i,0.00081913+0.00026001i,0.00074453-0.00046911i,0.00030574-0.0010624i,0.00039398-0.00098312i,0.00028949-0.0004798i,4.7616e-06+0.00066253i,4.226e-05+0.00057458i
0.00065487+0.00039538i,-9.1534e-05+0.00042708i,-0.00096911+0.00088677i,-0.00119+0.0010046i,-0.0012915+0.00034083i,-0.00137-0.00079548i,-0.00060786-0.00020853i,0.00020871+0.00096681i,0.00032445+0.00033658i,0.00027297+0.00013435i,0.0003341+0.00055753i,-9.1437e-05+0.00054294i,-9.9607e-06+0.00039236i,0.00047895-0.00016859i,3.0638e-05-0.00019864i,-0.00034851+9.9015e-05i,-0.00027003+0.00056715i,0.00015053+0.0010786i,0.00093728+0.00075895i,0.0005244-0.00025127i,-0.00068554-0.00062972i,-0.00056051-0.0001846i,-0.00016829-0.00026701i
-0.00097271-0.0008282i,-0.0012696-0.00059427i,-0.0018941+0.00028897i,-0.00067818+0.00055423i,0.0001121+0.0010232i,-0.0010303+0.00059544i,-0.001882-0.00034651i,-0.0017889-0.00060981i,-0.00062654-0.00056781i,-0.0001368+0.00028404i,-0.00040786+0.00042933i,0.00034227-0.0003484i,0.00069398-0.0005341i,5.3961e-05-0.00040141i,0.0001776-0.00047817i,0.00059112-0.000291i,0.0009108+0.00017855i,0.0013036+0.00015404i,0.00034227-8.9279e-05i,-0.00067441-0.00036211i,-0.00036689-0.00035946i,0.00031941-0.00026241i,0.00068353-0.00044107i
-0.0010186-0.0019748i,-0.00098808-0.0021955i,-0.0007117-0.00062765i,-0.00045374+0.00095207i,-6.9847e-05+0.0010858i,-0.00026817+0.0008544i,-0.00059108+0.00027289i,-0.00025964-0.00059128i,-0.00020211-0.00092317i,-0.00066093-0.00028803i,-0.0012072+0.00027008i,-0.0015677+0.00084226i,-0.0011533+0.00039605i,-0.00061786-0.00024595i,-0.00045128-0.00043435i,0.00010346-0.00039577i,0.00051007-1.7917e-06i,0.00068108+0.00023308i,0.00051964-1.7332e-05i,0.0003919-0.00038784i,-0.00012006+2.9746e-05i,-0.00076253+0.00048107i,-0.00018699-0.00011245i
-0.0014317+0.00097194i,-0.0014033+0.00089443i,-0.0010029+0.000882i,-4.9847e-05+0.0024505i,0.00070822+0.0025301i,0.00093501+0.0012468i,8.3426e-05-5.8562e-05i,-0.00061346-0.00044298i,-0.0012299-0.00028133i,-0.00099306+0.00018327i,-0.00016126+0.00025849i,4.5961e-05-9.6373e-05i,-0.00026194+0.00070679i,-0.00059417+0.0011776i,-0.00043001+0.00084708i,-3.6811e-05+0.00042663i,0.00051976+0.0003307i,0.00064638-3.8637e-05i,0.00033636+0.00011058i,0.00018831+0.00059691i,-0.00012822+9.6709e-05i,0.00064948+5.0703e-06i,0.00087093+0.00030489i
-0.0026097+0.00022301i,-0.0013456-0.00027458i,-0.001481+0.0018906i,-0.0015986+0.0025444i,-0.00017763+0.0018523i,-0.00038074+0.00030554i,-0.0012603-0.00046911i,-0.001484-0.00011752i,-0.0010151+1.4416e-05i,-0.00013904-0.000345i,0.00010954-0.00052584i,3.1411e-05-0.00021777i,-8.3354e-05+8.5443e-05i,0.00046775-0.00048496i,0.00046545-0.0011265i,0.00040909-0.00026592i,0.00023468+0.00048288i,-0.00024001+0.00011338i,-6.2567e-05-0.00038032i,0.00018842-2.0488e-05i,-0.00013487+0.00037453i,-0.00011049-0.00037573i,0.00041336-0.00057357i
4.8408e-05-0.00063641i,-0.00062675-0.00069532i,-0.00085909+0.00073231i,-0.00059651+0.0012812i,-0.00025954+0.0010345i,-5.5821e-06+0.00039588i,-0.00072006-1.0568e-05i,-0.0007998+0.00040553i,-6.7794e-05+0.00045835i,-0.0008269+0.00017683i,-0.0010224+0.00010149i,-0.00055694-0.00022287i,-0.00076577-0.00021023i,-4.7208e-05+8.1711e-05i,0.00074214+1.6317e-05i,0.0003903+0.00026434i,0.00017474+0.00041359i,0.00084346+2.6506e-05i,0.00054652-0.00026593i,0.00017096-0.00056596i,0.0005455-0.00051295i,0.00036385+0.00023735i,-7.4994e-06+9.396e-05i
-0.00076125+0.0003067i,-0.001098-0.00051244i,-0.00057008+0.00063575i,0.00026984+0.0018723i,0.00011541+0.0018533i,-0.00053009+0.00089696i,-0.00068198-3.6245e-05i,-0.00074789-0.00022585i,-0.00035766+2.3593e-05i,-0.00048794+0.00050847i,-0.00070432+0.00095364i,-0.00031357+0.00025281i,-0.00051581-0.00044891i,-0.0003753-1.37e-05i,0.00019916+0.00042384i,0.00046903+0.00075398i,0.00083239+0.00053685i,0.00093286+8.02e-05i,0.00089158-6.4935e-05i,0.00064344+0.00011813i,4.1957e-05+0.00026831i,-0.00040657+7.8049e-05i,-0.00040908+0.00022512i
0.00076971-0.0011016i,0.0003919-0.0013038i,-0.00063586-0.0014743i,-0.00061177-0.00065465i,-0.001428-0.00043891i,-0.0015981-0.0010119i,-0.00078506-0.00096541i,-0.0014216-0.00049106i,-0.0018986-0.00047052i,-0.0014889+8.88e-05i,-0.0005974+0.00096052i,-0.00042307+0.00054523i,-0.00014237-0.00038653i,0.00015491-0.00048888i,0.00031756-0.00048729i,0.00068779-0.00031712i,0.00033071-2.4872e-05i,-6.0851e-05-0.00025564i,-0.00029404-0.00052012i,0.00050453-0.00061204i,0.0010834-0.00028627i,-3.8887e-05+0.00068741i,-0.00085493+0.00047203i
-0.00018337-0.00019929i,-0.00024836-0.00032476i,-0.00077763+0.0008767i,-0.0010497+0.0017541i,-0.00024204+0.0011353i,-0.00065207+0.00046359i,-0.0018115+0.00028538i,-0.0012994+8.2461e-05i,-0.00044651-0.00032572i,-0.00077358+7.5529e-05i,-0.0006578+0.00087037i,-0.00068692+0.00072703i,-0.0010937-0.00044102i,-0.00075174-0.0011441i,-0.00045466-4.1152e-06i,0.00078912+0.00029206i,0.0018969-0.00043514i,0.00087651-0.00051733i,0.00011659-0.00054654i,-0.00047575-7.9497e-05i,-0.00091346+0.00025877i,-0.00060046-0.00041275i,-0.00052835-0.00076073i
-0.00024039-0.0010837i,-0.00066916-0.00044011i,-0.0019795+0.00069939i,-0.0026623+0.0021078i,-0.0013304+0.0027481i,-0.00016595+0.0016699i,-0.0002154+0.00042913i,-0.00080116+0.00013119i,-0.0014432+4.86e-05i,-0.0013222-0.00063796i,-0.00048791-0.0013366i,0.00020431-0.0010163i,9.1304e-05-0.00081649i,-0.00047681-0.00068291i,-0.00032094-0.00015185i,0.00075683+0.00048239i,0.00078462+0.00042771i,0.00079836+0.00022572i,0.0010066+0.00024411i,0.00065586+3.6169e-05i,0.00019536-0.00028833i,5.2399e-05-0.00013757i,-0.00025189+0.00060835i
0.000423-0.00013983i,-0.00022781-0.00026583i,-0.00078583-3.1235e-05i,-0.00047884+0.00052753i,-0.00061167+6.3496e-05i,-0.0010298-0.00024332i,-0.00112+0.000118i,-0.0011191+0.00072399i,-0.00085983+0.00040425i,-0.00053345-0.00024836i,-0.00098207+3.6086e-05i,-0.0010512-0.00019979i,-0.00037281-0.00069942i,-0.00012093-0.001143i,0.00044113-0.00074205i,0.00028644-7.9788e-05i,-0.00021918+0.00018102i,-0.00010755+0.00027423i,-8.8432e-05+0.0002233i,-0.00029746+0.00045642i,-7.8861e-05+0.00088613i,-0.00038567-0.00026196i,-0.00040456-0.0011002i
8.8747e-05+6.0307e-05i,-4.6519e-05-0.00053876i,-0.00057343-0.00053365i,-0.00068662+4.7141e-05i,-0.00021965-7.1044e-06i,-0.00029534-0.00013529i,-0.00029236-0.0002163i,-0.00070464+0.00040085i,-0.0012363+0.00067897i,-0.000558+0.00013496i,-0.0002646+0.00028772i,-0.00062205+5.7585e-05i,0.00045707-0.00076954i,0.00078055-0.00040809i,0.00037475+0.00062127i,0.00053864+0.00035813i,0.0007306-9.2571e-05i,0.0010284-9.5997e-05i,0.00079017-2.901e-05i,-1.1766e-05+0.00010271i,-0.00036886-0.00064493i,-0.00054339-0.0015474i,-0.00067376-0.0013436i
-0.0014783-0.0013297i,-0.0022931-0.00023278i,-0.0037108+0.00091268i,-0.0032326+0.0018904i,-0.0018256+0.002249i,-0.00049774+0.0017626i,-0.00058504+0.0013119i,-0.0011803+0.00030488i,-0.0013962-0.00076943i,-0.00073396-0.00047772i,-5.1192e-05+0.00039797i,-0.00045728+0.00094694i,-0.00097199+0.0012738i,-0.0010189+0.0014519i,-0.00080348+0.001322i,-0.00019212+0.00081288i,0.00057331+0.00041936i,0.00076075+0.00084015i,0.00011146+0.00041383i,0.00016673+2.5939e-05i,0.00033518-0.00037178i,0.00035751-0.00086638i,-0.00010793-0.00056127i
0.00043055+0.00021753i,-0.00027592+0.0010016i,-0.0021585+0.0010784i,-0.0022156+0.00095213i,-0.0010426+0.00025427i,-0.00093539-0.00099226i,-0.0015532-0.00096423i,-0.0011721-0.00054792i,-0.00021758-0.00065668i,-0.00051806-0.00031931i,-0.0004903+0.00036964i,-0.0002843+0.00049873i,-0.00038941+0.00017176i,-0.00039452-0.00071274i,0.00013622-0.00052163i,0.00039518+0.00084199i,0.00039226+0.0009735i,2.2877e-05+0.00017739i,-0.00012486+3.191e-05i,-0.00011801+0.00053852i,6.5713e-05+0.00094674i,0.00066504+0.00069559i,0.00052164+8.2329e-05i
0.0011053+0.0018221i,0.00040337+0.0014168i,-0.00023776+0.0024876i,0.00043468+0.0026723i,0.0017888+0.0014414i,0.0015111-0.00097528i,-0.00012558-0.0016807i,-0.0010794-0.00075712i,-0.00096974+1.1617e-05i,-0.00080327-0.00022549i,0.00043474-0.00027766i,0.00046499-0.00022901i,-0.00026345-0.00055965i,0.00034032-7.5661e-05i,0.001094+0.00016162i,0.00073372+0.0001718i,0.00033229+0.00038836i,0.00017316+0.00030072i,0.00025112+0.0010288i,0.00020175+0.0013245i,-8.0807e-05+0.00031219i,-6.487e-05-0.00012857i,0.00034501-1.1635e-05i
