-0.0010254-0.00069259i,-0.0010426-0.00039507i,-0.0016768-0.00021849i,-0.0011809+0.00053469i,-0.00025064+0.0022342i,-0.00032152+0.0019118i,-0.0005945+0.0011992i,0.00042927+0.0012131i,0.001497+0.00071173i,0.0019797-0.00074903i,0.0016332-0.0015778i,0.0013166-0.00043615i,0.00069789+0.00045928i,-5.8655e-05+0.00048904i,-0.00088925+0.00079379i,-0.0016361+0.00068159i,-0.0012347+0.00017642i,-0.00028538-0.0007692i,-0.00048243-0.00073499i,-0.00027737+0.00018696i,0.00010643+0.00078509i,-0.00019749+0.0010622i,-0.00010517+0.00064865i
-0.00063233-0.00020616i,-0.00087752-0.00058001i,-4.0614e-05-0.00024117i,-0.00027241+0.0013357i,-0.0016562+0.0015167i,-0.0018029+0.00073867i,-0.00028091+0.00055361i,0.0018124+0.00062976i,0.0026977+0.0014059i,0.0026031+0.0021806i,0.0016563+0.0018686i,0.00075867+0.0015127i,0.00067544+0.0013149i,0.00048975+0.00053904i,-0.0001956-0.00023959i,-0.0011604-0.0010272i,-0.001276-0.0012387i,-0.0003661-0.00030894i,-0.00030352-0.00066075i,-0.00021725-0.0011894i,0.00044496-0.00033417i,0.00092749+0.00033598i,0.0006238+0.00096114i
0.00050965-0.0013752i,0.0012958+0.00063986i,9.3355e-05+0.0027514i,-0.0011233+0.0032585i,-0.0011795+0.0029646i,0.00085272+0.0025244i,0.0018697+0.0014129i,0.0010393+0.00069812i,-0.00059823-0.00018337i,-0.0015022-0.0012908i,-0.00079023-0.00092182i,0.00047592+0.00019583i,0.0014892+0.00057383i,0.0015807-0.00034533i,0.00055838-0.00097296i,-0.00048087-0.0014363i,-0.00015601-0.0014249i,1.151e-05-0.0006962i,-0.0004177-0.0007104i,-0.00078638-0.00044373i,-0.0010136+0.00062741i,-0.00067336+0.00064977i,0.00035059+0.00036914i
-0.00018059+0.0019867i,-0.00033774+0.0011804i,-0.0010501-0.0020625i,-0.0010277-0.00266i,-0.0011556-0.00047961i,-0.0010858+0.0013249i,0.00027089+0.0016978i,0.00076071+0.00074166i,0.0012353-0.0012547i,0.0024928-0.0020612i,0.0028343-0.0016017i,0.0020409-0.00059237i,0.0014651+0.00032772i,0.0010115+0.00012824i,0.00080093-0.00045664i,0.00085839-0.0004483i,0.001163-0.00028727i,0.00075806-0.00043857i,0.0005308-0.00073565i,8.0974e-05-0.00068229i,-0.00028067+0.00017459i,-0.00033039+0.0008776i,-0.00037708+0.00053371i
-0.0055259+0.0007716i,-0.0037988+0.0020282i,0.00024111+0.0036393i,0.0024205+0.003467i,0.0019057+0.0024506i,0.0010887+0.0010305i,0.00012824-1.4366e-05i,0.000608+9.0308e-05i,0.0020931+0.0009871i,0.002504+0.0025859i,0.0019674+0.0025617i,0.0010247+0.0017696i,-0.00025682+0.0018045i,-0.00064459+0.0015585i,-0.00027741+0.0019819i,5.7828e-05+0.002206i,0.00038493+0.0013847i,0.00052568+0.00091085i,-0.00012923+0.00053202i,-0.00043615-3.062e-05i,-0.00024755-0.0001863i,9.3419e-05+0.00011328i,0.00067285+0.00048169i
0.0012034-0.0012099i,0.0024644+0.00032376i,0.0011198+0.0021746i,-0.00066579+0.0030909i,-0.00067781+0.0030739i,0.00089681+0.0025557i,0.0020023+0.0008247i,0.0019125+0.00041443i,0.0015092+0.0010747i,0.0012455+0.00099696i,-0.00010841+0.00040195i,-0.0013175-0.00049123i,-0.0012469-0.0015788i,-0.0012512-0.0014887i,-0.0010668-0.00081073i,-0.00030693-0.00060018i,-0.00029539-0.00043113i,-0.00065834-0.00016787i,-0.00076109-0.00063246i,-0.00052731-0.00078787i,-0.0008061-0.00059384i,-0.0010542-0.00049547i,-0.00090739+0.00046871i
-0.0023273-0.0002382i,-0.0047843+0.0012673i,-0.0066804+0.0013073i,-0.0056528+0.0012806i,-0.0034225+0.0020633i,-0.0014081+0.0024772i,0.000315+0.0018021i,0.00097756+0.00055756i,0.00034487-0.0013377i,0.00031354-0.0034435i,0.001187-0.00388i,0.0020504-0.0030729i,0.002128-0.0021858i,0.0012782-0.0021063i,-0.00028425-0.0024892i,-0.00092283-0.0018699i,-0.00085553-0.00096905i,-0.00068583-7.9867e-05i,-0.00078914+0.00049829i,-0.00011047-0.00050797i,0.00093364-0.00034229i,0.00072541+0.00036476i,0.00024662+2.1595e-05i
-0.0021228-0.0015402i,-0.0026458-0.0035637i,-0.0013727-0.0045883i,0.00029358-0.00387i,0.00016892-0.0018398i,-0.00094655+0.00075592i,-0.00090087+0.0011741i,4.8847e-05+0.0011369i,0.002009+0.0015565i,0.0030413+0.0012972i,0.0031602+0.00094009i,0.003161+0.0013808i,0.0029673+0.0006504i,0.0032332-0.00065389i,0.0024567+3.7642e-05i,-9.8136e-05+0.0013685i,-0.0015816+0.00094121i,-0.0013565+0.00034812i,-0.00094568-1.7678e-06i,-0.00064609+0.00040025i,-0.0003761+0.0010094i,0.00052681+0.00085261i,0.00046839+0.001163i
0.0049416-0.001204i,0.0070096-0.0013908i,0.0074237+0.00073988i,0.0051521+0.00135i,0.0023805+0.00015973i,0.00098451-0.00035867i,0.00047613+0.00074324i,0.00094257+0.0011616i,0.0014287+0.0012186i,0.00091534+0.0015804i,-0.00014654+0.001826i,-0.00039949+0.0019765i,0.00044183+0.0015561i,0.00048537+0.00067386i,-7.2774e-05+0.00024008i,-5.7818e-05-0.00021271i,-0.00056376-0.0010503i,-0.0013461-0.0014311i,-0.0019996-0.00080163i,-0.0017748-5.1563e-06i,-0.0010168-6.9829e-05i,-0.00051166-0.0002265i,-0.00058566+2.7159e-05i
-0.0012641+0.003049i,-0.00099382+0.0058413i,-0.0033861+0.005875i,-0.0048203+0.0039688i,-0.0040303+0.0025719i,-0.0017951+0.0018307i,0.00024508+0.0013296i,0.00094662+0.00062943i,0.0006851-0.00028837i,-0.00021838-0.0013798i,-0.0010843-0.0023442i,-0.0011194-0.0012992i,-0.0011454-0.00011767i,-0.00062465+0.00025774i,-6.0168e-05+0.00075401i,0.00022479-0.00041511i,0.00027279-0.0012392i,-0.00041356-0.001614i,-0.00076346-0.002065i,-0.00046293-0.0011807i,0.00014173+4.1502e-05i,6.608e-06+0.00032587i,-0.0001077+6.0653e-06i
-0.0042323-0.001176i,-0.0064983-0.00231i,-0.0048482-0.0035793i,-0.0019848-0.0038823i,-0.000766-0.0019666i,-0.00022681+0.00034372i,0.00021381+0.00067535i,0.00080331-0.0001827i,0.0019076-0.0004098i,0.0032795-0.0010757i,0.0031762-0.00095766i,0.0014323-0.00033842i,0.0003392-0.00099i,0.00034943-0.00077966i,0.0002621+0.00039249i,0.00023045+0.00061617i,0.00078429+0.00063584i,0.00076707+0.00067881i,0.00049308-5.5503e-05i,0.00018317-0.00018582i,-0.00053013+0.00013548i,-8.6107e-05+0.00066113i,0.0013182+0.0013534i
0.0047356-0.0051496i,0.005435-0.0071204i,0.0055771-0.0080159i,0.0045097-0.0057861i,0.0021707-0.00327i,0.00055451-0.0013316i,0.00092231+0.00081423i,0.0020464+0.0017789i,0.0023753+0.0015892i,0.0030051+0.00089557i,0.0027837+0.00045585i,0.001095+0.00057454i,-7.603e-05+7.4136e-06i,-0.0010541-0.00014625i,-0.0017247+0.00061451i,-0.0014161+0.0019998i,-0.00084418+0.0024711i,-0.0010064+0.0011627i,-0.0007048+0.00022292i,4.8911e-05+0.00014366i,0.00013322+0.00045526i,0.00053339+0.00056992i,0.00065481+0.0004449i
0.0018142+0.0063407i,0.0051783+0.0089773i,0.0044843+0.0098474i,0.001551+0.008114i,0.00022454+0.005058i,0.0007802+0.0022661i,0.0010086+0.00098059i,0.0011196+0.00051732i,0.00098385+0.00027994i,0.00039576-0.0002478i,0.00084128-0.00076452i,0.00088701-0.00046536i,0.00049081-0.00031786i,0.00050462-0.0015191i,0.00018481-0.002632i,-0.00081638-0.0017677i,-0.001228-0.00043063i,-7.8076e-05-9.1045e-05i,0.001236-0.00056318i,0.00082533-0.00095952i,0.0003587-0.0004076i,0.00026625-8.8047e-05i,0.00025805-0.00029244i
-0.0040225+0.00041004i,-0.0071312-0.0004184i,-0.0064052-0.0013834i,-0.0046487-0.002904i,-0.0028216-0.0026584i,-0.001758-0.00034479i,0.0001002+0.0005786i,0.0014373+0.00019909i,0.0017851-0.0010978i,0.0021403-0.0026019i,0.0022796-0.0022258i,0.0021588-0.0013664i,0.0018861-0.00057133i,0.0016034+6.1399e-05i,0.0013661-0.00085251i,0.00048212-0.0015003i,-0.0010563-0.0011831i,-0.0017772-0.00026353i,-0.001008+0.00057388i,-0.00029693+0.00094681i,-0.00028274+0.00085751i,-0.00052205+0.00053566i,-0.00046588-2.7793e-05i
0.0022317-0.0035707i,3.0344e-06-0.0073668i,6.9527e-06-0.0088702i,0.00056793-0.0068487i,-0.00038827-0.0036124i,-0.00083768+0.00023853i,0.00017218+0.0020086i,0.0016434+0.0013222i,0.0029689+0.00079434i,0.0029538+0.0014372i,0.0011576+0.0031118i,-8.4015e-05+0.002975i,0.00064684+0.0023941i,0.0016117+0.0018844i,0.0012047+0.0015231i,0.00015437+0.0008668i,-0.0007417-0.0005617i,-0.00061358-0.00052727i,-0.00029468+0.00044035i,-0.00033024+0.00070014i,-9.7326e-05+0.00068089i,0.00017679+0.0012013i,0.00014722+0.00039264i
0.0040921+0.00045448i,0.0077552+0.00085803i,0.0079634+0.0032006i,0.0046703+0.0042257i,0.001257+0.0027114i,1.6606e-05+0.0010284i,-0.00056413+0.00010626i,-0.00040371+0.00072324i,8.49e-06+0.0013489i,-0.00020431+0.00099765i,-0.0012508+0.00024535i,-0.0012805+0.00035498i,-0.00055296+0.0010234i,-0.00029315+0.00066327i,0.00028765+0.00020909i,0.00018092+4.4652e-05i,-0.00025043-0.00044171i,-0.00039542-0.001623i,-0.00075314-0.0018212i,-0.0014163-0.00051226i,-0.00092815+0.00050019i,-7.5376e-05+0.0013129i,0.00066808+0.0017185i
-0.00028561+0.0041345i,-0.0012215+0.0060399i,-0.0026612+0.0053585i,-0.0027151+0.0018691i,-0.0020381-0.00061487i,-0.0014515-5.3076e-05i,0.00017483+0.00049383i,0.0016067+8.3798e-05i,0.0022327-0.0016042i,0.0028025-0.003253i,0.0022625-0.0038376i,0.0011529-0.0030874i,0.00047353-0.001229i,0.00023735-0.00038816i,0.00056685+0.00012987i,0.00046811+6.9168e-06i,0.0008189-0.00018875i,0.0011254+0.00049005i,0.00065063+6.8939e-05i,-1.8701e-05-0.00094981i,-0.00032745-0.00090995i,-9.679e-05-0.00015122i,-0.00055723+0.00055829i
-0.00024438+0.0011886i,-0.0028554+1.3137e-05i,-0.0024194-0.0039572i,-0.00018657-0.0054095i,0.00047956-0.0026478i,0.00028861+0.00048864i,0.0015568+0.0015456i,0.0033224+0.0010019i,0.0042786+3.2759e-05i,0.0047016+0.00037796i,0.003952+0.0014176i,0.0026983+0.0017398i,0.0011491+0.00090917i,0.00057313-0.00016729i,0.0001342-0.00020089i,-0.00056874+0.00037384i,-0.00014861+0.0014096i,0.001594+0.0013354i,0.0017993+0.00041041i,0.00034552-0.00046701i,0.00042278-0.00095781i,0.0012199-0.00042729i,0.00081436+6.0976e-05i
0.00073437-0.0051455i,0.0026232-0.0080265i,0.0054721-0.0066153i,0.0055396-0.0014809i,0.0028248+0.0015854i,0.00014484+0.0012994i,-0.00070879+0.0011793i,7.4341e-05+0.0011839i,0.00077819+0.0011293i,-0.0001525+0.0018629i,-0.00093504+0.0022452i,-0.00031648+0.0017893i,-0.00028062+0.00041622i,-0.0011969-0.00025215i,-0.0018487+0.00018689i,-0.001617-7.6954e-06i,-0.0015469+0.00070973i,-0.0012624+0.0019133i,-2.822e-05+0.0011012i,0.00089364+0.00029997i,0.00097355+0.00051913i,0.00065713+0.00072483i,0.0002938+3.8579e-05i
0.0043652+0.0016157i,0.0045024+0.0042533i,0.0017225+0.0055687i,-0.0019862+0.0034177i,-0.0029349+0.001241i,-0.0017424+0.0006457i,1.8245e-05+0.00030672i,0.00052239-0.0001721i,0.00022817-0.0010504i,2.2165e-05-0.0020749i,-3.3253e-05-0.0018883i,0.00031503-0.0012896i,0.00035723-0.0011482i,8.6472e-05-0.00065726i,-0.00032135-8.2901e-05i,-0.00094761+4.2665e-05i,-0.0011568-0.00034587i,-0.0014285-7.5523e-05i,-0.0012551+0.00044919i,-0.0001801+0.00023103i,0.00028849+0.00037681i,0.00045613+0.00068589i,0.00062267-0.00021131i
-0.0023102+0.0046758i,-0.0047031+0.0055227i,-0.0051871+0.0025252i,-0.0023412-0.001377i,-0.00045432-0.0018238i,-0.00057709+0.00047771i,0.00035263+0.0020653i,0.0019262+0.0010527i,0.0029477-0.00030178i,0.002946-8.5192e-05i,0.0017878-0.00015095i,0.00030075-0.00022626i,-0.00011467-0.00011083i,0.00084729-0.00032576i,0.0012202-0.0010405i,0.0010816-0.0011939i,0.00045247-0.0013324i,5.7232e-05-0.0022472i,-0.00025431-0.0018557i,-0.00061091-9.5599e-05i,-0.00017723+0.0002447i,0.0013207-0.00039131i,0.0015913-0.00059948i
-0.002231-0.0071563i,-0.003605-0.010027i,-0.00081866-0.0098891i,0.0019591-0.004766i,0.0012248-0.0010343i,-0.00022472+0.00075615i,-0.00019183+0.0018852i,-4.1286e-05+0.0011576i,0.00056961+0.00066268i,0.0019117+0.0011331i,0.0021871+0.0011385i,0.0014131+0.0013398i,0.0009102+0.00076644i,0.00084585-0.00036919i,0.00049999-0.00078138i,0.00020907-0.0003887i,0.00053598-0.00029703i,0.00060965-0.00039998i,-0.00052847-0.00015838i,-0.001092+0.00067831i,-0.00016414+0.0012878i,0.00022516+0.0014442i,-1.8699e-05+0.0012377i
0.0031346-0.0010452i,0.0068052+0.00021547i,0.0067866+0.0034698i,0.0020183+0.0051463i,-0.00098855+0.003875i,-0.00022759+0.0025054i,-5.4168e-05+0.0012606i,-0.00086132-0.00048148i,-0.0009444-0.0010705i,-0.00052116-0.00079914i,-0.00053045-0.00094215i,-0.00070193-5.1267e-05i,-9.3417e-05+0.00058332i,0.00082642+0.00054926i,0.00055958+0.0014801i,-8.2651e-05+0.0017291i,-0.00017921+0.00074797i,0.00040492-0.00038709i,0.00077074-0.0011296i,-0.00011362-0.0014816i,-0.00070866-0.00099533i,-0.00081622-0.00031153i,-0.0009144-0.00057901i
-0.00041196+0.0053926i,-0.0022338+0.0095991i,-0.005675+0.0086373i,-0.0056055+0.0026416i,-0.0024096-0.0004481i,-0.00010022+0.00080095i,0.00078228+0.0015531i,0.0014959+0.00049531i,0.0026684-0.00071919i,0.0034204-0.0013006i,0.0034595-0.00078957i,0.0023859+0.00027551i,0.00064421+0.00087786i,0.00014931+0.00072882i,-0.00027859+0.00081382i,-0.00029727+0.001486i,-0.00024266+0.0021137i,-0.00038935+0.0014781i,-0.00018091+7.1837e-05i,-0.00016637-0.00057622i,3.2076e-05-0.00047378i,6.3721e-05-0.00036938i,2.0117e-05+7.3197e-05i
-0.010778-0.0027587i,-0.014152-0.0054412i,-0.0099205-0.0061651i,-0.0023811-0.0039747i,0.0011941-0.00090048i,0.0012306+0.0015111i,0.0013629+0.0022964i,0.0021167+0.0022389i,0.002329+0.0028431i,0.0023019+0.0033436i,0.0022631+0.0025532i,0.0021101+0.0013225i,0.001626+0.00074907i,0.00021617-0.00038563i,-0.0014363-0.00084408i,-0.0024551-0.00049848i,-0.0015214+0.00029931i,0.00077739+0.0010479i,0.001624+0.0011245i,0.00085395+0.00075677i,0.00015922+0.00033763i,0.00052246+0.0010712i,0.00080962+0.0017785i
0.0050839-0.00061569i,0.011025-0.0014881i,0.012642+0.00086408i,0.0084286+0.0045017i,0.0037344+0.0044446i,0.0012973+0.0017673i,-0.00013881+0.00073682i,-0.00043996+0.00081718i,6.984e-05+0.00075819i,-8.6857e-05+0.00033402i,-0.00060182-0.00038846i,-0.0007533-0.00010653i,-0.00087659-0.00029794i,-0.00071258-0.0013878i,-0.0011259-0.0021624i,-0.0020696-0.0018906i,-0.003185-0.00093666i,-0.0036802-0.00075265i,-0.0023787-0.0011447i,-0.0012658-0.00079885i,-0.001126+4.5427e-05i,-0.00035527+0.00041186i,-4.5835e-05+0.0010626i
0.0012601+0.0035267i,0.0019822+0.0083179i,0.00054509+0.0092054i,-0.0026751+0.0041851i,-0.004094-0.00053536i,-0.0023218-0.0016035i,8.6025e-06-0.0011975i,0.0011779-0.0012084i,0.0012827-0.0016882i,0.0016421-0.0025089i,0.0010263-0.0024937i,-0.00040944-0.0014116i,0.00027587-0.001233i,0.00088487-0.0012612i,-0.00044069-0.0019927i,-0.0007715-0.0028975i,-0.00034258-0.0024702i,-0.00073495-0.00086768i,-0.0012168+0.00014891i,-0.0012297+0.00033264i,-6.0125e-05+0.00034926i,0.0005203+0.00093372i,0.00035117+0.0010742i
-0.0030807+7.7985e-05i,-0.010564-0.00066595i,-0.012547-0.0039446i,-0.007863-0.0063967i,-0.0036728-0.0043099i,-0.0013208+0.0003741i,0.00089506+0.0023182i,0.0026282+0.0010222i,0.0037817+0.0011177i,0.0041372+0.0013868i,0.0027225+0.00067724i,0.0016964-0.00026659i,0.0017146-0.00045523i,0.0015029-8.512e-06i,0.0021129+0.00042787i,0.0028479-0.00014734i,0.0026987-0.0013911i,0.0021937-0.0022976i,0.0017035-0.0022641i,0.0015175-0.0014127i,0.00093139-0.00054044i,0.00015267-0.00035269i,0.00048207-0.00014557i
0.00043663-0.00068785i,0.0051351-0.0077428i,0.010701-0.0099193i,0.010503-0.0042822i,0.006307-1.8529e-05i,0.002328+0.00031658i,0.00079216+0.0015452i,0.0013556+0.0033382i,0.0016152+0.003426i,0.0011803+0.0026712i,0.0011336+0.0018123i,0.0017687+0.00087654i,0.0022094+0.0013027i,0.0017678+0.0015913i,0.0014562+0.0012252i,0.0020464+0.0015363i,0.0019595+0.001117i,0.001027+0.00018841i,-0.00019789+6.4738e-05i,-0.00068076-0.00016603i,-0.00011617-0.00022339i,-0.00076344+0.00030159i,-0.0013316+0.00058495i
0.001483-0.0030943i,0.0058241+0.0036153i,0.0039634+0.010475i,-0.00047343+0.0096987i,-0.0020785+0.0059361i,-0.0015695+0.0033694i,-0.00071816+0.0012477i,0.00083055-0.00049206i,0.0013467-0.0018623i,0.00057948-0.0020939i,0.00058977-0.0010513i,0.00062327+7.1057e-05i,0.00049547+0.00031843i,0.00023339+0.00046972i,-0.00020815+0.00073519i,-0.00084976+0.00098344i,-0.0010625+0.001237i,-0.00090167+0.0015991i,-0.00062793+0.00085923i,-2.2781e-05+0.00029137i,0.00015782+0.00084257i,0.0007421+0.0011116i,0.0011482+0.00042803i
-0.00016787+0.0045626i,-0.0077921+0.0087407i,-0.014379+0.0074532i,-0.012611+0.0021114i,-0.0066648-0.00043043i,-0.0020601+0.001501i,0.0010393+0.0028116i,0.0030862+0.0015072i,0.0039938+0.00080944i,0.0037967+0.00070276i,0.0019856+0.0011061i,-0.00024348+0.0016797i,-0.0011062+0.0017106i,-0.00034047+0.00031243i,-0.0005006-0.00035613i,-0.0015381-0.00016173i,-0.0013967-0.0006971i,-0.001567-0.00096713i,-0.0013806-0.0014122i,-0.0011482-0.0014332i,-0.00040753-0.00041979i,-0.00016786-0.00024902i,-0.00074797-0.00032802i
-0.0060824-0.0018015i,-0.0065569-0.011311i,-0.0015416-0.016399i,0.00428-0.010913i,0.0053999-0.0039971i,0.0018627+0.00018335i,-0.00076753+0.002965i,-0.00056943+0.0041241i,0.0011808+0.0044376i,0.0023837+0.0040894i,0.0021238+0.0026539i,0.00069969+0.0016277i,-0.00056481+0.0017157i,-0.0010872+0.0010313i,-0.0017724+0.00010733i,-0.0018164+0.00036324i,-0.0014304+0.0014063i,-0.0012004+0.0016896i,-0.0009533+0.00050711i,-0.00048113-0.00020028i,0.0003586+0.00094525i,0.00086204+0.0014284i,0.0004909+0.0010227i
0.005927-0.00761i,0.015622-0.0081771i,0.017274-0.0022936i,0.0089152+0.0029485i,0.0012422+0.0032163i,-0.0017132+0.0011872i,-0.001307-0.00070302i,-0.00044918-0.0014959i,-0.00103-0.0012369i,-0.0012985-0.0015211i,-0.0007851-0.0025611i,-0.00040949-0.0030608i,-0.00058679-0.0025549i,-0.00049665-0.0020686i,-0.00016844-0.0010671i,-0.00091994-0.0011597i,-0.0014511-0.0011617i,-0.0014034-7.7655e-05i,-0.0010601-0.00023772i,-0.00049589-0.00142i,-3.7051e-05-0.0012105i,-6.705e-06-0.00029485i,-0.00030952+2.424e-05i
0.005608+0.0094713i,0.0035551+0.018621i,-0.003263+0.018638i,-0.0068239+0.01058i,-0.0058597+0.003418i,-0.0020203+0.0012492i,0.0019707+0.00083526i,0.0034402-0.00091159i,0.0039267-0.0029389i,0.0041286-0.0042254i,0.0033297-0.0031212i,0.0018888-0.0014829i,0.0014085-0.00098914i,0.0015534-0.00074678i,0.0017854-0.0016025i,0.0018294-0.0026519i,0.0013345-0.0024573i,0.00058609-0.0016503i,8.4769e-05-0.00035196i,-9.0974e-05+0.0005101i,-0.0011687+0.00056717i,-0.0015825+0.00046579i,-0.00065216+0.0001075i
-0.012593+0.0037481i,-0.020155-0.00078995i,-0.016479-0.0085387i,-0.006016-0.011789i,-0.00068674-0.0075696i,-0.00044964-0.0015674i,-0.00026471+0.0023331i,0.001348+0.0041477i,0.0034076+0.0045141i,0.0046621+0.0031466i,0.0042455+0.00095836i,0.0033995+8.697e-05i,0.0029938+0.00017589i,0.0025437-9.5067e-05i,0.0017134-0.00030927i,0.00072127+2.6485e-05i,0.0003354+0.00046616i,0.00060841+0.00040078i,0.00087552+0.00017794i,0.00093839-0.00012967i,0.00047702-4.6312e-05i,0.00010375+7.2247e-05i,0.00081056-1.6179e-06i
0.0019224-0.014693i,0.0092433-0.020729i,0.013825-0.01588i,0.011087-0.0048516i,0.005268+0.0012934i,0.0025307+0.0010844i,0.0020039+0.00020251i,0.00074587+0.00046001i,-0.00064209+0.00056035i,-0.0013865+0.0019096i,-0.00077848+0.0028521i,0.00011328+0.0032063i,-0.00048009+0.0031009i,-0.00051923+0.0023059i,0.00035047+0.0026006i,0.00015725+0.0021377i,-0.00010695+0.00040994i,-0.00015792+4.888e-05i,-0.001062+0.00052742i,-0.00077171+0.0007574i,0.00041665+0.00027798i,0.0003849-0.00073413i,-0.00015775-0.00019605i
0.010766+0.0087286i,0.016737+0.018922i,0.013065+0.02399i,0.0050898+0.017818i,0.00042634+0.0099308i,-0.00020895+0.0046659i,0.00065132+0.0017504i,0.0020921+0.00016723i,0.0035707-0.00078272i,0.0035807-0.0012668i,0.0019467-0.00084546i,3.19e-05-0.0002414i,-0.00066415+0.00048107i,-0.00030193+0.00087592i,-0.00065416+2.463e-05i,-0.0012583-0.0014898i,-0.0011206-0.0016415i,-0.00080623-0.00017712i,-0.00039694+0.0010257i,-0.00051886+0.0014327i,-0.0010643+0.0024127i,-0.001173+0.002459i,-0.001157+0.0019621i
-0.0087336+0.0069025i,-0.021713+0.0077773i,-0.026916+0.00051563i,-0.020305-0.0073115i,-0.011142-0.0066502i,-0.0047458-0.00065529i,-0.00041754+0.002773i,0.0021882+0.0022932i,0.0031966+0.0010744i,0.0023173+0.00045537i,0.0008074+0.0013288i,0.00011166+0.0011825i,-0.00039267-0.00036642i,-0.00035475-0.00087367i,0.00020428-0.00022085i,5.5725e-05-1.4074e-05i,0.00022847-0.00017015i,0.0010091-0.00011527i,0.0010278-0.0010071i,-3.1594e-05-0.0012913i,-0.00047754-0.00064568i,4.8941e-05-0.00056818i,0.00050994-0.0011945i
-0.0069356-0.012729i,-0.0062414-0.023779i,0.0013875-0.023432i,0.0076339-0.013095i,0.0067654-0.004178i,0.0029705+9.037e-05i,0.0011675+0.001111i,1.5978e-05+0.00097181i,-0.0024062+0.001258i,-0.003872+0.0014623i,-0.0034893+0.00036966i,-0.0021994-0.00062449i,-0.0010757-0.0011236i,-0.00055027-0.0016374i,-0.00043312-0.001363i,-0.00047121-0.00065801i,-0.00075815+0.00015818i,-0.0013838+0.00044221i,-0.0018313+0.00024196i,-0.0010896+8.4928e-06i,0.00028961-0.00023654i,0.0009036+0.00025055i,0.00056529+0.00030271i
0.026985+0.0063477i,0.04457+0.0070646i,0.051092+0.00769i,0.033836+0.0021923i,0.015265-0.0054568i,0.0025522-0.0092574i,-0.0016967-0.0063136i,0.0012855-0.0031265i,0.0046648-0.0035122i,0.0050143-0.0063322i,0.0025486-0.0069693i,0.00032525-0.0043821i,-0.00038472-0.0012066i,-7.431e-06+0.00089761i,0.000525+0.0016375i,4.1763e-05+0.0020554i,-0.00043093+0.0020859i,-0.00022584+0.0016424i,0.00047883+0.00058632i,0.0017706+0.00028446i,0.0011835+0.0011421i,-0.00021144+0.0014979i,-9.5409e-05+0.001636i
0.00038672+0.015572i,-0.009032+0.026246i,-0.018406+0.023401i,-0.018843+0.0095849i,-0.012386-0.00076017i,-0.0047565-0.0028199i,8.2153e-05-0.0011604i,0.0031778-0.00081978i,0.0061765-0.0011244i,0.0071758-0.00067825i,0.0059624-0.00072899i,0.0048598-0.00057775i,0.0041289+0.00012152i,0.003377+0.00099352i,0.0026444+0.0014776i,0.0020849+0.0011768i,0.00081755+0.00044354i,-0.00027966-0.00057235i,-0.0010477-0.0010769i,-0.0019724-0.0005536i,-0.0023322-0.00087703i,-0.0012496-0.0011991i,0.00011118-0.0012259i
-0.012812-0.00343i,-0.020624-0.017894i,-0.015103-0.027496i,-0.0040837-0.021389i,0.00014516-0.010344i,-0.001619-0.0019282i,-0.0017294+0.0029475i,-0.0003558+0.0054541i,0.00040223+0.0059755i,0.0010042+0.0044705i,0.00093996+0.0036658i,0.0011301+0.0053953i,0.0016494+0.006585i,0.0016571+0.0042663i,0.0015437+0.0015293i,0.00012686+6.058e-05i,-0.0015291-0.00067744i,-0.00093484-0.00094037i,-0.00068111-0.00048248i,-0.00097961+0.00039567i,0.00028762+0.0010549i,0.0020797+0.00099549i,0.0015482+0.0011837i
0.0080119-0.018309i,0.023211-0.022112i,0.029949-0.01408i,0.021385-0.004801i,0.010478-0.00012725i,0.0040826+0.0013239i,-0.00022822+0.00085719i,-0.0026629-0.00011399i,-0.0030127-0.00051783i,-0.0030563+0.00017766i,-0.0027915+0.00085361i,-0.0029233+0.00078322i,-0.0038797-0.00017279i,-0.0039031-0.00037368i,-0.0029216-0.00051405i,-0.001571-0.00051006i,-0.00040718-0.00039369i,0.00060073-0.00059258i,0.001252-0.0014234i,0.0011716-0.0020593i,0.0012826-0.0016023i,0.00049642-0.00065199i,-0.00063754-0.00060964i
0.015573+0.014223i,0.014786+0.031596i,0.0019397+0.038237i,-0.0076282+0.028059i,-0.0082056+0.015476i,-0.0051473+0.0069823i,-0.0012608+0.001816i,0.0016284-0.00046519i,0.0033138-0.0020007i,0.003706-0.00302i,0.0016125-0.0028886i,-0.0011668-0.0027178i,-0.0024424-0.002434i,-0.0017609-0.0016474i,4.689e-05-0.0016616i,0.0010311-0.0029736i,0.00012167-0.0031344i,-0.00055874-0.0011586i,-0.00099829+0.00067216i,-0.0014715+0.0009628i,-0.00095263+0.00049964i,-0.00057578+0.0005582i,-0.0004861-0.00046793i
-0.020712+0.013621i,-0.034749+0.0082247i,-0.03344-0.006251i,-0.018334-0.014244i,-0.005973-0.010617i,-0.0011728-0.0034437i,0.0011426+0.00043257i,0.0024749+0.0013395i,0.0033118+0.0013125i,0.0042024+0.00050952i,0.0042905-0.0011176i,0.0037826-0.0019503i,0.0030514-0.0017534i,0.0012361-0.0013024i,0.00029789-0.00010857i,0.0006451+0.00082789i,0.0016063+0.00036969i,0.00095403-0.00064137i,0.00015327-0.0014131i,0.00051184-0.0011293i,0.00028696-0.00083148i,0.0010223-0.00069034i,0.0023926-0.00058507i
