-0.002162-0.00072607i,-0.002472-0.00082282i,-0.0033145-0.00098296i,-0.0030124-0.00091705i,-0.0023239+0.00027045i,-0.0011506+0.0016748i,0.0004492+0.0016976i,0.0011786+0.0015667i,0.0014785+0.001201i,0.001527+0.00010428i,0.00099393-3.7353e-05i,0.00035741+0.00029577i,0.00018558+0.00018841i,8.5091e-05+1.7897e-05i,-0.00070871+0.00037214i,-0.0005523-0.00015035i,0.00082401-0.000593i,0.001476-0.0002235i,0.0010275+0.00064812i,-0.00043686+0.0004815i,-0.00072319+2.2699e-05i,-0.00051699+9.8946e-05i,-0.00087517-2.4148e-05i
0.34876+0.08049i,0.69869+0.053202i,0.95066-0.096152i,0.81768-0.2427i,0.38318-0.17997i,0.051299+0.0065713i,-0.061561+0.083446i,-0.10193+0.076628i,-0.11159+0.08002i,-0.082697+0.069295i,-0.054252+0.039825i,-0.031331+0.022837i,-0.0011556+0.020477i,0.026656+0.019172i,0.04646+0.010068i,0.057745-0.0069459i,0.056007-0.018868i,0.041356-0.023213i,0.016078-0.027364i,-0.011573-0.030228i,-0.026236-0.027465i,-0.021904-0.014147i,-0.0087231+0.0017596i
-0.085014+0.23403i,-0.16553+0.40619i,-0.25522+0.46415i,-0.28679+0.33932i,-0.23293+0.18095i,-0.14278+0.1155i,-0.058034+0.074176i,-0.019685+0.01153i,-0.016012-0.016402i,0.00029349-0.0077938i,0.017803-0.0090843i,0.013119-0.02099i,-0.0069302-0.02146i,-0.025349-0.003989i,-0.027309+0.015187i,-0.016784+0.019083i,-0.0096285+0.013557i,-0.0069301+0.0094907i,0.00096481+0.0052055i,0.0074745-0.0036071i,0.0042299-0.0078877i,-0.0051521-0.0051888i,-0.013351-0.0039195i
-0.11201-0.34176i,-0.37012-0.51828i,-0.67492-0.42225i,-0.72425-0.11157i,-0.4538+0.062449i,-0.18439+0.018641i,-0.069412-0.015952i,0.0059574-0.0062358i,0.055808-0.023158i,0.055788-0.035841i,0.048048-0.034543i,0.034348-0.034113i,0.013279-0.022864i,0.010303-0.0048813i,0.021428+0.0090935i,0.02692+0.025878i,0.023759+0.04i,0.019679+0.038023i,0.021301+0.020535i,0.028097-0.003331i,0.027033-0.021813i,0.012729-0.025206i,-0.0016384-0.01695i
0.24652-0.004177i,0.46517-0.071439i,0.6388-0.17264i,0.6392-0.19673i,0.49574-0.10645i,0.33089-0.018587i,0.17853+0.0083701i,0.060744+0.033561i,0.012619+0.052418i,0.004698+0.033114i,-0.0016152+0.010976i,0.004659+0.0088655i,0.025977+0.0037105i,0.030981-0.011618i,0.0094675-0.021641i,-0.016843-0.024343i,-0.027348-0.017606i,-0.022209+0.0031672i,-0.016931+0.029753i,-0.016467+0.049748i,-0.014902+0.049193i,-0.012093+0.027107i,-0.01092+0.0054204i
-0.2348+0.22193i,-0.22168+0.43619i,0.059241+0.50031i,0.33889+0.28289i,0.32219+0.011097i,0.16396-0.079254i,0.078206-0.076425i,0.013447-0.076424i,-0.040728-0.046178i,-0.042968-0.0070804i,-0.031727+0.011477i,-0.03053+0.019094i,-0.034795+0.016179i,-0.046923+0.010531i,-0.059636+0.015357i,-0.055978+0.026647i,-0.038808+0.032019i,-0.018965+0.023311i,-0.0065604+0.0060736i,-0.001446-0.0039842i,0.007038-0.006139i,0.012206-0.0096539i,0.0067021-0.010711i
-0.076018-0.18003i,-0.2621-0.23125i,-0.50904-0.1533i,-0.62953+0.011594i,-0.57509+0.1022i,-0.45+0.084729i,-0.28091+0.045177i,-0.10797-0.014932i,-0.033146-0.066433i,-0.034882-0.046602i,-0.031832-0.0078952i,-0.019862+0.0056345i,-0.0071025+0.0098347i,0.010526-0.0015758i,0.026152-0.026679i,0.039377-0.044096i,0.044218-0.055553i,0.02805-0.064901i,0.0022392-0.063231i,-0.017212-0.051039i,-0.021543-0.032642i,-0.0073243-0.012676i,0.0087183-0.0024608i
0.30472+0.19207i,0.44586+0.16351i,0.34472-0.037937i,0.076652-0.16957i,-0.047014-0.081119i,0.017971+0.041844i,0.06495+0.076506i,0.070844+0.080894i,0.089798+0.05887i,0.084682+0.0090331i,0.059467-0.022096i,0.041677-0.035062i,0.034795-0.031647i,0.040713-0.010694i,0.041532+0.0071751i,0.022052+0.012635i,-0.002135+0.014537i,-0.005487+0.0217i,0.015857+0.02789i,0.04096+0.026817i,0.052503+0.020103i,0.044915+0.0087197i,0.027502-0.0035403i
-0.15049-0.037785i,-0.10696-0.016842i,0.099372+0.046983i,0.29556+0.027543i,0.33167-0.078448i,0.25697-0.10332i,0.16208-0.032409i,0.078872+0.037365i,0.035338+0.066657i,0.036856+0.049798i,0.046468+0.0064644i,0.035578-0.021976i,0.0060112-0.016781i,-0.0066893+0.0065499i,0.013795+0.022129i,0.03456+0.024765i,0.03601+0.028861i,0.026067+0.035276i,0.010316+0.031269i,-0.0052475+0.012964i,-0.018093-0.0016247i,-0.023711+0.0026466i,-0.016854+0.010892i
-0.0023649-0.31964i,-0.15905-0.41804i,-0.29727-0.23146i,-0.25011+0.090447i,-0.15607+0.2209i,-0.17188+0.16768i,-0.16479+0.096726i,-0.09997+0.019186i,-0.079459-0.028822i,-0.076352-0.007841i,-0.052213+0.020739i,-0.027132+0.026603i,-0.011858+0.020786i,-0.015313+0.0049091i,-0.027866-0.01297i,-0.030839-0.026813i,-0.030283-0.035579i,-0.036989-0.031432i,-0.045951-0.0091914i,-0.047053+0.019942i,-0.035852+0.038958i,-0.015998+0.036718i,-0.00011635+0.024209i
0.034894+0.34062i,0.053693+0.44956i,0.051288+0.31102i,0.025002+0.067193i,0.015702-0.054816i,0.03228-0.09033i,0.019604-0.10143i,0.0094853-0.072657i,0.030597-0.054777i,0.021884-0.053469i,-0.0074378-0.019624i,-0.011685+0.01857i,0.00044408+0.02431i,0.0067643+0.021044i,0.00046152+0.035942i,-0.0038457+0.061002i,0.0084364+0.069211i,0.024469+0.045815i,0.02876+0.012549i,0.026275-0.0065745i,0.022117-0.018035i,0.010608-0.024483i,-0.0044064-0.019386i
-0.17763-0.098571i,-0.14131-0.15071i,0.040922-0.22818i,0.11619-0.33997i,0.044908-0.35796i,0.0090074-0.23295i,0.01462-0.092575i,0.014811+0.0082998i,0.032231+0.062971i,0.039782+0.056633i,0.014909+0.036698i,-0.010492+0.028022i,-0.023235+0.012781i,-0.028556-0.010562i,-0.027242-0.026487i,-0.017292-0.029479i,0.0020474-0.028167i,0.018088-0.027787i,0.013708-0.032235i,-0.01094-0.032256i,-0.029494-0.017826i,-0.025095+0.0034806i,-0.011292+0.016458i
0.27572-0.11461i,0.27805-0.15699i,0.053975-0.089266i,-0.16057+0.10956i,-0.18482+0.31018i,-0.13661+0.34998i,-0.088411+0.2344i,-0.05401+0.10339i,-0.046758+0.051541i,-0.026311+0.043478i,-0.0073417+0.0091429i,-0.0088992-0.024456i,-0.002715-0.021503i,0.0052714+0.0014012i,0.005972+0.022324i,0.0016127+0.023108i,-0.01882+0.012989i,-0.037106+0.0066566i,-0.027029-0.0026498i,-0.00016783-0.016342i,0.019361-0.021578i,0.022429-0.017489i,0.016874-0.013313i
0.044556+0.34826i,0.11403+0.53975i,0.20591+0.55675i,0.26715+0.39134i,0.26882+0.14923i,0.22118-0.04405i,0.14488-0.091334i,0.076264-0.065052i,0.033323-0.0688i,0.011352-0.088819i,0.013879-0.099509i,0.015877-0.097167i,0.015748-0.063426i,0.042856-0.022869i,0.071289-0.0099249i,0.07036-0.0041397i,0.05684+0.010737i,0.046245+0.022747i,0.03676+0.026722i,0.026372+0.02201i,0.013128+0.012708i,-0.0056245+0.007252i,-0.019797+0.0080292i
-0.22416-0.50009i,-0.24922-0.80011i,-0.08836-0.81433i,0.11072-0.6057i,0.17936-0.44482i,0.14916-0.32034i,0.098115-0.16917i,0.057036-0.044747i,0.036659+0.0098861i,0.020097+0.017068i,0.0057821+0.021315i,0.0030544+0.025266i,-0.018196+0.0086849i,-0.064527-0.014073i,-0.093163-0.024645i,-0.089936-0.022284i,-0.065223-0.013952i,-0.032895-0.0040695i,-0.0098646+0.012425i,0.00062482+0.028761i,-8.2836e-05+0.03291i,-0.001591+0.025213i,0.00070451+0.016967i
0.14008+0.13963i,0.011321+0.25468i,-0.2449+0.25826i,-0.39457+0.25122i,-0.35821+0.39813i,-0.24671+0.49858i,-0.14433+0.37218i,-0.086217+0.18425i,-0.037349+0.11438i,0.024817+0.099552i,0.051056+0.080627i,0.046581+0.068798i,0.046652+0.049555i,0.040526+0.036937i,0.026419+0.052893i,0.022689+0.065824i,0.015748+0.049371i,-0.0045937+0.021573i,-0.022811-0.00195i,-0.033587-0.019643i,-0.038269-0.032517i,-0.038941-0.041206i,-0.038469-0.042987i
-0.13187+0.53888i,-0.090257+0.90041i,0.019023+1.0124i,0.011721+0.75867i,-0.15374+0.38717i,-0.2835+0.16472i,-0.24337+0.084817i,-0.12982+0.037631i,-0.069007-0.0022688i,-0.04729-0.0017887i,-0.022297+0.0048776i,-0.0061531-0.0066577i,0.010592-0.015681i,0.033853-0.039863i,0.028496-0.073483i,-0.0012518-0.077116i,-0.013719-0.05151i,0.00047544-0.02623i,0.020172-0.012545i,0.031054-0.008504i,0.035008-0.011259i,0.029495-0.010548i,0.01765-0.003953i
0.014564-0.6772i,0.016123-1.0732i,0.027386-1.0771i,0.038768-0.74578i,0.044083-0.53062i,0.029115-0.46026i,0.0088282-0.31192i,0.0079951-0.16233i,-0.016288-0.097929i,-0.05646-0.053185i,-0.063658-0.015086i,-0.055316+0.00030383i,-0.05235+0.018617i,-0.051516+0.036514i,-0.043924+0.030055i,-0.030617+0.0090223i,-0.02188-0.00675i,-0.01506-0.011209i,-0.0068018-0.011342i,0.0047179-0.011936i,0.023779-0.011985i,0.040828-0.012246i,0.042558-0.011286i
0.25073+0.2161i,0.23284+0.23633i,0.050226+0.086856i,-0.062841-0.047493i,0.066561+0.015937i,0.27977+0.085669i,0.30576+0.021396i,0.1724-0.028096i,0.083009-0.019475i,0.064073-0.041105i,0.046984-0.077533i,0.026278-0.072474i,0.02201-0.032052i,0.057008+0.011138i,0.1133+0.030672i,0.13914+0.023591i,0.11929+0.0075194i,0.068708-0.0011015i,0.015933+0.0098012i,-0.009945+0.035791i,-0.010184+0.053018i,-0.0046412+0.046256i,-0.010005+0.02422i
-0.30605+0.15741i,-0.311+0.27367i,-0.12922+0.24096i,-0.027103+0.041389i,-0.11052-0.080529i,-0.17846-0.017622i,-0.12544+0.04709i,-0.050442+0.035907i,-0.016568+0.0193i,-0.0058877+0.023995i,-0.002691+0.02479i,-0.0099275+0.0053841i,-0.031265-0.021722i,-0.056776-0.04071i,-0.082387-0.037902i,-0.091677-0.0056546i,-0.06601+0.028469i,-0.018453+0.043429i,0.020012+0.043793i,0.029239+0.028722i,0.017351+0.010907i,0.0061628+0.0045046i,0.0080829+0.0044565i
0.030228-0.56059i,-0.087088-0.85426i,-0.21867-0.78463i,-0.19197-0.47116i,-0.13777-0.32496i,-0.23934-0.26502i,-0.27549-0.087566i,-0.14049+0.019936i,-0.045339+0.0074892i,-0.028987+0.030954i,-0.0049196+0.086087i,0.024742+0.09539i,0.026278+0.063687i,-0.0053829+0.053935i,-0.024377+0.070448i,-0.014422+0.060641i,-0.010324+0.030086i,-0.023102+0.01157i,-0.037153-0.00046789i,-0.045558-0.012204i,-0.04804-0.014887i,-0.03921-0.010512i,-0.023736-0.0090475i
0.21679+0.61629i,0.41606+0.98613i,0.55496+0.99676i,0.55952+0.68801i,0.48559+0.4225i,0.40409+0.25714i,0.28281+0.10557i,0.16388+0.018554i,0.10026-0.021886i,0.03723-0.052774i,-0.015571-0.052463i,-0.020174-0.032458i,0.0082115-0.01915i,0.050233-0.025823i,0.07801-0.043121i,0.073446-0.047863i,0.048107-0.03919i,0.021447-0.037058i,0.00155-0.041493i,-0.0042577-0.034242i,0.0079389-0.018071i,0.016168-0.00093867i,0.0083181+0.014183i
-0.11196-0.1055i,0.0070308-0.15624i,0.19077-0.18278i,0.22384-0.12635i,0.17445+0.024455i,0.17458+0.087366i,0.13003+0.024875i,0.050279+0.011336i,0.038766+0.028774i,0.041301-0.007798i,0.0064143-0.049086i,-0.021053-0.055075i,-0.02585-0.042953i,-0.030928-0.036866i,-0.043957-0.032985i,-0.047935-0.011437i,-0.032866+0.016685i,-0.0092165+0.032114i,0.0092341+0.036563i,0.015387+0.033652i,0.0097611+0.022474i,-0.00025895+0.011089i,-0.0052413+0.00089397i
0.069113-0.42912i,-0.17086-0.70229i,-0.51022-0.64106i,-0.55393-0.29001i,-0.32995-0.076103i,-0.15527-0.048892i,-0.059857-0.0066093i,-0.00016121+0.026171i,0.0093281+0.030968i,0.036572+0.020164i,0.06565-0.022354i,0.046793-0.039128i,0.018519-0.0053289i,0.014478+0.043332i,0.035049+0.07583i,0.058421+0.070964i,0.059696+0.037397i,0.034119+0.0091151i,0.0031067+0.0027993i,-0.0065891+0.0093984i,0.00098098+0.014823i,0.0080906+0.0026237i,0.0041727-0.018267i
-0.14374+0.53211i,-0.11337+0.88769i,0.055307+0.93899i,0.12939+0.62468i,-0.006901+0.30053i,-0.116+0.19255i,-0.07582+0.15002i,-0.0074009+0.076171i,0.017007+0.025213i,0.0082526+0.017719i,-0.0011892+0.029767i,-0.0039699+0.033897i,-0.001457+0.024176i,0.0024647+0.004806i,-0.010819-0.00027073i,-0.024507+0.019567i,-0.019047+0.032611i,-0.0048464+0.015507i,-0.0039784-0.022809i,-0.02441-0.046411i,-0.040847-0.038812i,-0.033064-0.016889i,-0.0078949-0.00010395i
-0.071094-0.18769i,-0.075378-0.18887i,-0.097475-0.10217i,-0.13875-0.015819i,-0.1717+0.037791i,-0.20209+0.051207i,-0.22657+0.057562i,-0.18174+0.093438i,-0.079974+0.09922i,-0.026452+0.068518i,-0.012961+0.057707i,0.0080966+0.040351i,0.0063725+0.0010896i,-0.026222-0.013996i,-0.057052-0.0038601i,-0.070853+0.004025i,-0.062721+0.014381i,-0.031881+0.033124i,0.0095692+0.045605i,0.035534+0.039929i,0.031528+0.026298i,0.016536+0.017756i,0.012647+0.0071642i
0.15893-0.097469i,0.083781-0.19116i,-0.087917-0.20818i,-0.15135-0.1098i,-0.052863-0.020849i,0.050612-0.022915i,0.078721-0.038838i,0.045049-0.033952i,0.013689+0.0075719i,0.044483+0.029334i,0.0569-0.0082451i,0.014595-0.02263i,-0.012349+0.007618i,-0.0087448+0.026848i,0.0085983+0.023821i,0.024987+0.014919i,0.026471+0.00011011i,0.016956-0.022656i,0.0076213-0.038342i,0.0085417-0.03696i,0.021159-0.027537i,0.033787-0.01649i,0.032872+0.0011365i
-0.19721+0.056536i,-0.12757-0.044826i,0.12281-0.24595i,0.2846-0.39464i,0.27005-0.33893i,0.25292-0.15886i,0.23566-0.075613i,0.14925-0.068292i,0.056335-0.046943i,0.015239-0.031796i,0.01057-0.030679i,0.024045-0.024991i,0.053026-0.026196i,0.076845-0.058215i,0.064104-0.1058i,0.018758-0.11865i,-0.022103-0.078608i,-0.036796-0.016644i,-0.035246+0.03017i,-0.035563+0.048251i,-0.043707+0.049811i,-0.045113+0.049116i,-0.030412+0.046112i
0.15285-0.15658i,0.12627-0.1479i,-0.0032602-0.042971i,-0.027712+0.056708i,0.038468+0.069137i,0.010056+0.054225i,-0.07401+0.079093i,-0.086938+0.080902i,-0.066129+0.040685i,-0.050056+0.019929i,-0.015219-0.0019862i,-0.0026894-0.040842i,-0.024085-0.049046i,-0.020318-0.025244i,0.01579-0.0028236i,0.049374+0.00059219i,0.059731-0.0071756i,0.052854-0.00071339i,0.04923+0.0090009i,0.04557-0.011475i,0.020808-0.049565i,-0.01901-0.065269i,-0.040677-0.049463i
-0.034165+0.22854i,-0.11315+0.43543i,-0.18355+0.63372i,-0.22967+0.69845i,-0.33628+0.52654i,-0.44911+0.26781i,-0.38778+0.14019i,-0.19967+0.076392i,-0.082661+0.01881i,-0.043317+0.045026i,-0.010555+0.099296i,-0.0046148+0.10793i,-0.024997+0.10617i,-0.04491+0.13158i,-0.041005+0.17202i,-0.00055101+0.18243i,0.039785+0.14226i,0.043174+0.07126i,0.018047+0.010202i,-0.0029256-0.010072i,0.0049831-0.0060757i,0.027444-0.0041746i,0.031583+0.00119i
-0.1696-0.17009i,-0.19601-0.29731i,-0.18939-0.34243i,-0.22988-0.2337i,-0.24755-0.054145i,-0.16867+0.025845i,-0.076369-0.0061467i,-0.026331-0.021029i,-0.0038454-0.00031226i,-0.021752+0.022562i,-0.035761+0.055236i,0.00038515+0.057848i,0.042495+0.0060576i,0.040627-0.055545i,-0.0083381-0.083135i,-0.072607-0.06612i,-0.11088-0.027009i,-0.1098+0.013429i,-0.074075+0.038006i,-0.022578+0.032798i,0.012777+0.01788i,0.020113+0.021497i,0.013948+0.029849i
0.34565+0.095578i,0.53905+0.080203i,0.49497-0.099369i,0.31345-0.31695i,0.31326-0.32811i,0.44029-0.22687i,0.39137-0.17928i,0.2057-0.10328i,0.096544-0.015219i,0.05133-0.03197i,-0.0087482-0.088965i,-0.05256-0.090282i,-0.059812-0.052461i,-0.041687-0.037389i,-0.0066599-0.047803i,0.029361-0.040883i,0.053965-0.025116i,0.055783-0.026868i,0.031936-0.024928i,0.0072192-0.002814i,0.0044313+0.013439i,0.002845+0.0047777i,-0.016669-0.0047164i
-0.25103-0.09665i,-0.441-0.18991i,-0.39478-0.24138i,-0.17438-0.21345i,-0.033989-0.12558i,0.0076388-0.016732i,0.0038415+0.035363i,-0.018558+0.025808i,-0.017681+0.012649i,0.025136+0.0089701i,0.071985+9.0597e-05i,0.078755-0.021351i,0.063759-0.024829i,0.08563+0.0062848i,0.12997+0.017019i,0.12925-0.020699i,0.077752-0.06255i,0.020029-0.070855i,-0.0086496-0.041308i,-0.0031824+0.00075924i,0.010787+0.025737i,0.013916+0.022591i,0.0026757+0.0081115i
-0.25865-0.16932i,-0.51048-0.10119i,-0.55532+0.15757i,-0.27854+0.34849i,-0.098232+0.25037i,-0.18806+0.095817i,-0.1918+0.10026i,-0.049666+0.072834i,0.013313-0.020496i,-0.022317-0.049876i,-0.060975-0.029851i,-0.054855+0.0056737i,-0.014877+0.026318i,0.00037617+0.032372i,-0.013152+0.062132i,-0.0095649+0.1012i,0.013374+0.11664i,0.031265+0.10467i,0.02545+0.062502i,-0.0038507+0.0071571i,-0.030972-0.025289i,-0.038232-0.019335i,-0.029805-0.0004663i
0.39767+0.33008i,0.88836+0.51187i,1.1102+0.4925i,0.77938+0.34152i,0.24655+0.25319i,-0.065106+0.21501i,-0.109+0.11603i,-0.04644+0.015903i,-0.0040572-0.004062i,0.0097544+0.044248i,0.015809+0.070404i,0.0008936+0.038954i,-0.027602-0.0025994i,-0.062182-0.022509i,-0.096273-0.0042617i,-0.087348+0.03665i,-0.030396+0.044819i,0.011855+0.0071244i,0.014613-0.013242i,0.011494+0.018327i,0.021538+0.048317i,0.023632+0.039403i,0.0029272+0.013276i
-0.031105-0.33916i,-0.15871-0.63695i,-0.33623-0.80818i,-0.49399-0.73457i,-0.405-0.50931i,-0.0955-0.34217i,0.049078-0.26106i,0.0070596-0.10547i,0.0065146+0.051424i,0.011333+0.058713i,-0.018004+0.0095434i,-0.016717+0.00092652i,0.007909+0.025646i,0.035172+0.046133i,0.050464+0.038124i,0.033027+0.024019i,-0.003209+0.026695i,-0.021319+0.05008i,-0.0075604+0.059531i,0.01309+0.025378i,0.022519-0.0030651i,0.022597-0.0015195i,0.004681-0.0039051i
-0.12531+0.036361i,-0.41339+0.1302i,-0.62285+0.25392i,-0.47361+0.36104i,-0.14958+0.4532i,0.054966+0.52679i,0.15473+0.49512i,0.17957+0.33244i,0.14951+0.17293i,0.14512+0.036684i,0.11099-0.092922i,0.039074-0.12062i,0.042292-0.062795i,0.11429-0.029227i,0.15925-0.034095i,0.13683-0.028364i,0.079243+0.0032071i,0.025605+0.019129i,-0.02354+0.0059725i,-0.057482+0.0076204i,-0.05968+0.014595i,-0.052474-0.0040967i,-0.046477-0.020439i
-0.11087+0.22108i,0.040516+0.41103i,0.37713+0.36017i,0.52326+0.07193i,0.27636-0.16452i,-0.071646-0.21781i,-0.22077-0.14556i,-0.18271-0.043038i,-0.12227+0.016981i,-0.10611+0.064711i,-0.042478+0.10515i,0.031504+0.077346i,0.0045912+0.022898i,-0.062168+0.024738i,-0.089736+0.067536i,-0.090082+0.093009i,-0.08411+0.080441i,-0.0651+0.063295i,-0.034564+0.057135i,-0.017968+0.040771i,-0.016406+0.031397i,-0.0023603+0.033771i,0.015541+0.0063609i
0.4467-0.15513i,0.6476-0.34363i,0.66513-0.37505i,0.51208-0.25399i,0.32899-0.13033i,0.17342-0.018303i,0.096722+0.0656i,0.064303+0.045501i,0.018126-0.021321i,-0.0068896-0.042741i,-0.012031-0.044497i,-0.024141-0.028535i,-0.013472+0.011298i,-0.0067359+0.048969i,-0.023446+0.080415i,-0.01382+0.089251i,0.022787+0.041576i,0.026552-0.04839i,-0.019958-0.10747i,-0.051546-0.10811i,-0.05279-0.10174i,-0.064492-0.099446i,-0.070025-0.071814i
-0.21909+0.16015i,-0.31892+0.33576i,-0.36007+0.50292i,-0.31966+0.52497i,-0.29336+0.35961i,-0.24751+0.14559i,-0.14182+0.025616i,-0.066685+0.045884i,-0.0494+0.12798i,-0.034868+0.13675i,-0.019291+0.058354i,-0.025527+0.011107i,-0.032115+0.032254i,-0.016231+0.059915i,-0.013931+0.078118i,-0.036746+0.11211i,-0.022204+0.15185i,0.040474+0.14157i,0.073205+0.068493i,0.052777+0.015218i,0.048805+0.02636i,0.074186+0.044056i,0.084221+0.028121i
-0.22629-0.26009i,-0.60118-0.31289i,-0.84489-0.18663i,-0.73764+0.12179i,-0.31227+0.46101i,0.16658+0.52902i,0.32612+0.31082i,0.14863+0.11389i,-0.040685+0.060711i,-0.041606+0.019034i,0.036848-0.05041i,0.038825-0.077692i,-0.01408-0.033996i,-0.033954+0.021006i,-0.03678+0.034307i,-0.073921+0.029027i,-0.12537+0.048071i,-0.11847+0.084058i,-0.039792+0.076987i,0.017031+0.024375i,0.004478-0.011221i,-0.022717-0.019053i,-0.030045-0.031887i
0.27882-0.12417i,0.28829-0.1835i,0.2071-0.24489i,0.019191-0.37217i,-0.32564-0.50412i,-0.75521-0.42801i,-0.9173-0.1544i,-0.69808+0.049023i,-0.41936+0.082892i,-0.26048+0.12028i,-0.11837+0.18277i,-0.0018336+0.12343i,-0.010745+0.018338i,-0.076417+0.021791i,-0.11204+0.050352i,-0.13137+0.0058873i,-0.1271-0.067573i,-0.092948-0.09637i,-0.040651-0.049325i,0.016864+0.017598i,0.047893+0.046039i,0.051238+0.049996i,0.054502+0.044748i
-0.49245-0.21241i,-0.47265+0.071342i,-0.082467+0.13823i,0.13985-0.062369i,-0.0062866-0.17532i,-0.14446-0.14891i,-0.09245-0.14347i,-0.00020914-0.20541i,-0.0014428-0.31037i,-0.089388-0.32433i,-0.15351-0.18836i,-0.10258-0.014786i,0.0014996+0.047562i,0.0097009-0.00061357i,-0.060461-0.048508i,-0.078649-0.065985i,-0.038915-0.068061i,-0.0030868-0.04964i,-0.0064604-0.025122i,-0.032134-0.01064i,-0.037607-0.004552i,-0.032586-0.0046395i,-0.034903-0.0032157i
-0.090547+8.4758i,1.6777+8.1652i,5.1623+8.8193i,7.1179+5.9131i,6.2124+1.4853i,3.0735-1.4804i,0.46299-1.3829i,-0.15117-0.26428i,0.22445+0.45016i,0.97567+0.71268i,1.5034+0.31171i,1.5281-0.39765i,1.3086-0.90648i,0.92377-0.96501i,0.64631-0.79024i,0.44428-0.6703i,0.11315-0.51274i,-0.067908-0.16492i,0.092958+0.15924i,0.35058+0.21433i,0.51568+0.047298i,0.50799-0.16029i,0.33466-0.24938i
-0.2622+0.30691i,0.057384+0.48195i,0.32019+0.36516i,0.30271+0.26047i,0.25046+0.33145i,0.33827+0.35709i,0.40923+0.20162i,0.32808+0.0068919i,0.18495-0.094668i,0.095466-0.13117i,0.030537-0.14924i,-0.03802-0.12199i,-0.076531-0.059872i,-0.064006+0.0094054i,-0.0055122+0.066474i,0.044966+0.053088i,0.011168-0.01931i,-0.063447-0.048734i,-0.086775-0.017468i,-0.067985+8.7122e-05i,-0.04839-0.013755i,-0.024168-0.025841i,0.0041793-0.027433i
-0.15603-0.42028i,-0.31457-0.74381i,-0.594-0.86187i,-0.77096-0.65531i,-0.70196-0.43164i,-0.53408-0.31229i,-0.40789-0.18462i,-0.33416-0.080119i,-0.29965-0.00083616i,-0.21839+0.037691i,-0.12611+0.0014478i,-0.10054-0.016355i,-0.070018+0.029812i,-0.00074978+0.071895i,0.052679+0.07648i,0.060892+0.071051i,0.033442+0.075662i,0.0028302+0.082365i,-0.0018357+0.065385i,0.0060047+0.037207i,0.0045767+0.023619i,-0.011347+0.0061429i,-0.024936-3.3246e-05i
0.30126+0.30419i,0.4875+0.47466i,0.61583+0.49771i,0.50104+0.32385i,0.10988+0.26048i,-0.21195+0.4993i,-0.14707+0.6568i,0.046797+0.49791i,0.092516+0.31066i,0.093867+0.25873i,0.090768+0.19234i,0.029383+0.11092i,-0.015514+0.067909i,-0.032813+0.0073622i,-0.07724-0.034511i,-0.096922-0.004158i,-0.039631+0.042308i,0.051325+0.052607i,0.10764+0.024894i,0.096623-0.0064639i,0.062151-0.010914i,0.047183-0.0033999i,0.028548-0.0077838i
0.092262-0.14972i,0.33953-0.1964i,0.51002-0.25104i,0.43512-0.17024i,0.35593+0.13791i,0.42288+0.36216i,0.43729+0.27974i,0.29196+0.10566i,0.15115+0.017905i,0.07453-0.030284i,-0.01079-0.034523i,-0.066327+0.035702i,-0.057129+0.11373i,-0.050244+0.14229i,-0.058547+0.13936i,-0.04144+0.12409i,0.0014606+0.097446i,0.038352+0.045929i,0.037676-0.014762i,0.0051006-0.023421i,-0.030236+0.016791i,-0.0539+0.058899i,-0.055307+0.071439i
0.025085-0.13806i,-0.18306-0.37243i,-0.4315-0.47323i,-0.35687-0.37289i,0.058384-0.28273i,0.41877-0.34917i,0.40188-0.44077i,0.14799-0.36859i,-0.018782-0.19179i,-0.056728-0.088675i,-0.075635-0.0086497i,-0.029627+0.092472i,0.069483+0.10743i,0.13147+0.067183i,0.17121+0.039656i,0.18668-0.00021151i,0.16238-0.037885i,0.12236-0.05787i,0.072616-0.063874i,0.035693-0.052215i,0.032223-0.036115i,0.037281-0.023221i,0.030724-0.0088816i
-0.42644+0.1409i,-0.62747+0.24853i,-0.56667+0.34636i,-0.33174+0.43626i,-0.15397+0.41263i,-0.077981+0.22411i,-0.059356+0.044038i,-0.043715-0.012153i,-0.035028-0.029018i,-0.072358-0.04207i,-0.076381-0.0099848i,-0.0026685+0.0053613i,0.053992-0.035063i,0.054672-0.072785i,0.041999-0.082391i,0.036972-0.07281i,0.035799-0.063775i,0.027182-0.067543i,0.0087068-0.047746i,0.0011368-3.2523e-05i,0.0057309+0.012979i,-0.0019372-0.013896i,-0.015298-0.020062i
0.32786+0.25629i,0.66431+0.46729i,0.72291+0.51911i,0.47145+0.37827i,0.25792+0.22783i,0.20688+0.12346i,0.17817+0.020299i,0.087539-0.055161i,-0.0036832-0.087137i,-0.035517-0.074378i,-0.020555-0.043885i,0.0015049-0.035498i,-0.0011953-0.039148i,-0.01414-0.027871i,0.010193-0.023477i,0.052403-0.060048i,0.053915-0.094291i,0.0086439-0.080791i,-0.031092-0.03336i,-0.023543+0.00072029i,-0.0084061-0.00211i,-0.02216-0.0037069i,-0.033561+0.01774i
