0.00095525+0.00088787i,0.0024978+0.00021212i,0.0036573-0.0020432i,0.004173-0.0040865i,0.002247-0.0038959i,-0.00017967-0.00048419i,0.00073274+0.0023816i,0.0027992+0.0021949i,0.0026952+0.00084102i,0.0016637-0.00029765i,0.0012306-0.00080999i,0.00057127-0.0012741i,-0.00054418-0.0011488i,-0.00026381-0.00047415i,-0.00014589-0.00021782i,-0.00052212-0.00014226i,-0.00012809+9.6327e-05i,0.00058095+3.3909e-05i,0.00071025-0.0004992i,1.5797e-05-0.00062942i,-0.00057014-0.00055526i,-0.00063588-0.00013054i,-0.00082272-0.00019796i
0.19368-0.033581i,0.53236+0.19922i,0.91551+0.42261i,1.0065+0.35935i,0.73788+0.14136i,0.46355+0.015752i,0.36175-0.037185i,0.27625-0.067595i,0.14583-0.056238i,0.03345-0.025332i,-0.026115-0.0063046i,-0.036893+0.0031107i,-0.020036+0.010739i,-0.00014618+0.01981i,0.009802+0.02167i,0.01035+0.017125i,0.010002+0.012419i,0.011882+0.0063392i,0.014063+0.0033765i,0.017536+0.0059638i,0.025867+0.010907i,0.031261+0.011148i,0.019791+0.0053105i
0.06862+0.23365i,-0.067357+0.62838i,-0.1125+1.0524i,0.093021+1.0889i,0.22115+0.69314i,0.091613+0.33652i,0.030587+0.23336i,0.12628+0.16188i,0.16054+0.04393i,0.090029-0.025948i,0.016997-0.035906i,-0.0087886-0.026321i,0.00031998-0.02071i,0.010542-0.017185i,0.017321-0.005035i,0.032965+0.01369i,0.046664+0.03337i,0.046746+0.048684i,0.04187+0.047851i,0.035869+0.023932i,0.019366-0.0083457i,-0.00014909-0.023001i,-0.0029123-0.018291i
-0.23069+0.12834i,-0.56042+0.11244i,-0.83512+0.18384i,-0.74913+0.36059i,-0.40334+0.37741i,-0.18328+0.22798i,-0.15417+0.16746i,-0.13408+0.16683i,-0.080161+0.10525i,-0.032825+0.034766i,0.0038849+0.0044665i,0.020415-0.0037542i,0.0094697-0.0023958i,-0.016082+0.0065407i,-0.036881+0.01596i,-0.045703+0.019509i,-0.042148+0.018471i,-0.029277+0.016347i,-0.014126+0.019038i,0.0011231+0.028316i,0.014466+0.042477i,0.022975+0.047084i,0.022833+0.031759i
-0.16129-0.24908i,-0.19953-0.55292i,-0.32255-0.72287i,-0.48951-0.51566i,-0.46334-0.20459i,-0.31444-0.13112i,-0.27257-0.14026i,-0.25375-0.052505i,-0.16677+0.036147i,-0.071946+0.058562i,-0.0082483+0.051987i,0.020424+0.046556i,0.032564+0.04876i,0.044302+0.040687i,0.051367+0.019956i,0.047539+0.0017543i,0.029188-0.0032237i,0.008282+0.0050039i,-0.0035666+0.013131i,-0.0073568+0.012239i,-0.00618-0.00098333i,-0.0058847-0.01749i,-0.0073888-0.018643i
0.22085-0.17626i,0.43907-0.23139i,0.50875-0.31862i,0.30046-0.40887i,0.063164-0.34648i,0.025896-0.18491i,0.067525-0.11348i,0.072749-0.11308i,0.063289-0.10215i,0.039945-0.07111i,0.0040383-0.036483i,-0.021273-0.019229i,-0.02764-0.021364i,-0.022585-0.030384i,-0.019408-0.039214i,-0.015679-0.04225i,-0.0021147-0.03777i,0.0098486-0.031022i,0.006724-0.021992i,-0.0070472-0.0053025i,-0.016515+0.01344i,-0.015388+0.021547i,-0.0099683+0.014236i
0.20852+0.24648i,0.31006+0.46309i,0.4027+0.47849i,0.42126+0.16915i,0.33175-0.12708i,0.25575-0.14618i,0.25751-0.089135i,0.21917-0.11357i,0.12553-0.1455i,0.037916-0.12472i,-0.017462-0.070137i,-0.03586-0.024381i,-0.036269+0.0058504i,-0.026384+0.032166i,-0.007424+0.053026i,0.0179+0.07098i,0.034748+0.076262i,0.029885+0.065517i,0.020722+0.049872i,0.026949+0.027712i,0.040234+0.0016671i,0.042091-0.014454i,0.0343-0.014864i
-0.227+0.19332i,-0.39462+0.24974i,-0.34162+0.25242i,-0.0055526+0.18641i,0.26987+0.085471i,0.24561+0.048425i,0.090477+0.10983i,0.0053746+0.1662i,0.0044817+0.14727i,0.01932+0.084454i,0.024619+0.037171i,0.040905+0.017092i,0.057376+0.00025074i,0.050098-0.015248i,0.027536-0.026839i,0.0068014-0.031756i,-6.0556e-05-0.023757i,0.0030511-0.0062813i,0.0077623+0.0066139i,0.0054653+0.010145i,-0.008509+0.015589i,-0.016708+0.020994i,-0.010355+0.016136i
-0.22936-0.21187i,-0.33064-0.35064i,-0.31623-0.30632i,-0.11247-0.069531i,0.098449+0.10536i,0.075325+0.14484i,-0.042394+0.18154i,-0.04222+0.19845i,0.025119+0.15467i,0.055479+0.090597i,0.034334+0.040665i,-0.00030601+0.026156i,-0.020362+0.030538i,-0.027763+0.035812i,-0.024917+0.040126i,-0.027184+0.036799i,-0.039252+0.031845i,-0.041948+0.023666i,-0.035875+0.015965i,-0.024475+0.021915i,-0.0044568+0.029504i,0.010274+0.023125i,0.0092302+0.01223i
0.23519-0.20845i,0.41515-0.25918i,0.48141-0.18879i,0.34689+0.034296i,0.1314+0.27158i,-0.014285+0.32983i,-0.081871+0.20532i,-0.10618+0.034119i,-0.10583-0.046056i,-0.080271-0.027392i,-0.046716+0.00042433i,-0.03567+0.019686i,-0.024732+0.044556i,0.0066367+0.045114i,0.040759+0.014509i,0.064554-0.020547i,0.072947-0.037205i,0.060116-0.031202i,0.033948-0.017896i,0.0078406-0.013758i,-0.015142-0.017532i,-0.025985-0.018308i,-0.021033-0.012994i
0.22261+0.19258i,0.3254+0.29561i,0.3436+0.33058i,0.21293+0.30741i,0.004877+0.23647i,-0.12845+0.14719i,-0.15518+0.083618i,-0.12291+0.041705i,-0.083496+0.0063717i,-0.055318-0.0024784i,-0.020186-0.0012565i,0.00071198-0.016102i,-0.0039039-0.027144i,-0.015694-0.026505i,-0.027562-0.014286i,-0.026436+0.0057593i,-0.016013+0.015109i,-0.0099212+0.014315i,-0.010901+0.012851i,-0.014223+0.014577i,-0.0066127+0.015916i,0.0041345+0.0078457i,0.0022247-0.0044615i
-0.20778+0.24195i,-0.32082+0.41677i,-0.35244+0.5533i,-0.32824+0.48036i,-0.32475+0.22671i,-0.35138+0.041344i,-0.31084+0.023906i,-0.15891+0.033415i,-0.017035-0.018545i,0.017849-0.058405i,0.0023164-0.037311i,-0.0028566-0.0032048i,-0.0075803+0.011668i,-0.0039392+0.020998i,0.022082+0.032737i,0.052016+0.042403i,0.063922+0.045869i,0.049121+0.040415i,0.029087+0.026558i,0.023839+0.006015i,0.023467-0.014655i,0.021295-0.023277i,0.019784-0.021207i
-0.19553-0.16075i,-0.29795-0.17499i,-0.38888-0.086762i,-0.36033-0.05406i,-0.19038-0.1548i,-0.057266-0.2321i,-0.06226-0.20065i,-0.084645-0.1227i,-0.046933-0.066707i,-0.025394-0.041213i,-0.047769-0.00090819i,-0.055481+0.042054i,-0.042763+0.051331i,-0.027554+0.042853i,-0.014882+0.027044i,-0.020141+0.01i,-0.031832+0.00045646i,-0.028306-0.0097536i,-0.019894-0.024757i,-0.019817-0.028191i,-0.017185-0.0086963i,-0.0010316+0.0075359i,0.012405+0.00014502i
0.12296-0.17908i,0.045516-0.27878i,-0.17416-0.40434i,-0.29021-0.45175i,-0.18074-0.3865i,-0.093589-0.33697i,-0.11775-0.28811i,-0.098451-0.1815i,-0.027781-0.071715i,0.0082718-0.0053297i,0.0067066+0.016256i,-0.012866+0.018179i,-0.031929+0.02397i,-0.030107+0.038357i,-0.0093739+0.060557i,0.016417+0.071956i,0.03416+0.060022i,0.039003+0.035532i,0.036933+0.01724i,0.031071+0.015138i,0.020722+0.017941i,0.0056084+0.016196i,-0.0071042+0.012801i
0.12238+0.13994i,0.13823+0.069178i,0.21169-0.13177i,0.29851-0.25375i,0.24894-0.13024i,0.10763+0.10275i,0.023634+0.20711i,0.024115+0.15291i,0.043715+0.074154i,0.047901+0.020521i,0.026092-0.031478i,-0.005802-0.064207i,-0.017016-0.064644i,-0.011879-0.052726i,-0.0070412-0.039738i,-0.0005588-0.034207i,0.011605-0.032552i,0.022443-0.022648i,0.022611-0.014885i,0.011344-0.01758i,-0.00016842-0.020086i,0.003747-0.019558i,0.01321-0.02335i
-0.12566+0.073961i,-0.0015894-0.0091371i,0.26945-0.12005i,0.43424-0.16195i,0.34809-0.10615i,0.16123-0.020631i,0.049995+0.028385i,0.031606+0.047395i,0.038728+0.036115i,0.024419+0.0099378i,-0.0027921+0.0001929i,-0.022885-0.00019731i,-0.03589-0.0060974i,-0.03796-0.0010863i,-0.030296+0.021457i,-0.013987+0.04931i,0.0065848+0.068081i,0.01707+0.070113i,0.01548+0.057676i,0.010537+0.038248i,0.0078234+0.017989i,0.010122+0.0020217i,0.015971-0.010101i
-0.039521-0.12808i,0.07911+0.018621i,0.24514+0.31785i,0.30389+0.46981i,0.1407+0.30013i,-0.1482+0.02842i,-0.32632-0.090034i,-0.30441-0.080258i,-0.20036-0.051152i,-0.11586-0.023021i,-0.045903-0.0042574i,-0.00055501-0.0047312i,0.0015356-0.00028537i,-0.005397+0.025811i,0.006875+0.049086i,0.023147+0.047467i,0.023704+0.036661i,0.019378+0.025529i,0.025845+0.0044586i,0.030664-0.016912i,0.025781-0.017396i,0.024154+0.0023134i,0.02863+0.014734i
0.17337+0.0037475i,0.16719+0.1775i,0.12203+0.3803i,0.12849+0.3991i,0.10508+0.17003i,-0.033464-0.090699i,-0.14644-0.16005i,-0.13159-0.096881i,-0.089556-0.037267i,-0.079148+0.0011524i,-0.06758+0.024453i,-0.043502+0.02376i,-0.025694+0.0055743i,-0.031158-0.0067732i,-0.042883+0.0087591i,-0.038888+0.042024i,-0.026452+0.066322i,-0.014901+0.068412i,-0.0074639+0.052453i,-0.0074115+0.035678i,-0.010164+0.025797i,-0.014861+0.015425i,-0.021489+0.0052244i
-0.072526+0.19489i,-0.3396+0.21261i,-0.64199+0.18341i,-0.68536+0.12376i,-0.43818-0.025263i,-0.2007-0.23066i,-0.12038-0.28245i,-0.039405-0.17247i,0.057619-0.098434i,0.058981-0.07582i,0.0251-0.02769i,0.025055+0.0060564i,0.02434-0.016138i,0.00020749-0.043889i,-0.029725-0.035165i,-0.034649-0.0074204i,-0.016276+0.0061394i,-0.0014478+0.0081017i,0.0099544+0.011103i,0.021041+0.010522i,0.024907+0.013102i,0.026126+0.020745i,0.024222+0.02219i
-0.19806-0.017465i,-0.21591-0.086299i,-0.17703-0.063427i,-0.088282+0.034777i,0.026176+0.03228i,0.06941-0.029575i,0.020223-0.0064146i,-0.005899+0.046303i,0.024523+0.020872i,0.029459-0.053949i,-0.0029692-0.09657i,-0.026942-0.099822i,-0.025816-0.080867i,-0.012484-0.048022i,-0.011193-0.014716i,-0.027281+0.021621i,-0.044526+0.053856i,-0.048524+0.06596i,-0.035149+0.054649i,-0.021473+0.027045i,-0.019561+0.0043077i,-0.015836-0.0073519i,-0.0056903-0.019718i
0.056153-0.25088i,0.21338-0.41454i,0.38859-0.61006i,0.44623-0.6783i,0.38847-0.47651i,0.31959-0.2312i,0.2023-0.14298i,0.052863-0.0892i,-0.010229-0.0071109i,-0.0016683+0.012661i,-0.011985-0.0068177i,-0.025906+0.0050869i,-0.01091+0.01851i,-0.00048654+0.0095926i,-0.013971-0.0033614i,-0.029598-0.0049993i,-0.023772+0.0095223i,-0.00012182+0.022395i,0.020928+0.024863i,0.027936+0.024064i,0.019155+0.023762i,0.0019743+0.02867i,-0.0093106+0.024225i
0.17565+0.091066i,0.16538+0.23542i,0.12371+0.34373i,0.14667+0.2941i,0.1712+0.13802i,0.085638+0.010138i,-0.055227-0.046291i,-0.10992-0.032986i,-0.071361-0.0054322i,-0.025836+0.0041642i,0.0067772+0.0079835i,0.037613+0.0042955i,0.043697-0.0091919i,0.016888-0.019497i,-0.012104-0.018285i,-0.035382-0.0095604i,-0.061073+0.000811i,-0.075013+0.0073022i,-0.066474+0.0077582i,-0.042364-0.00069131i,-0.018159-0.014911i,-0.0024375-0.025447i,0.0066221-0.026725i
-0.020349+0.24114i,0.058169+0.43739i,0.32704+0.696i,0.62616+0.77812i,0.5796+0.49556i,0.18776+0.16109i,-0.082006+0.054476i,-0.073426+0.029769i,-0.029191-0.016142i,-0.03662-0.035698i,-0.033683-0.036842i,-0.015243-0.038445i,0.014363-0.040745i,0.038249-0.056907i,0.03407-0.071558i,0.021752-0.051729i,0.010092-0.012498i,-0.0087514+0.020559i,-0.016455+0.036232i,-0.010663+0.032961i,-0.014159+0.027208i,-0.027543+0.030486i,-0.033308+0.032606i
-0.21526-0.10196i,-0.31513-0.14169i,-0.316-0.031022i,-0.13082+0.16968i,0.045456+0.17526i,-0.019735-0.056434i,-0.19634-0.1805i,-0.2163-0.086374i,-0.1061-0.0087324i,-0.030764-0.024102i,0.0033912-0.042414i,0.037596-0.043303i,0.057478-0.044704i,0.043488-0.038485i,0.0018163-0.014358i,-0.045508+0.013087i,-0.074837+0.016383i,-0.073007-0.0027959i,-0.047473-0.015969i,-0.020269-0.013111i,-0.0023914-0.0048328i,0.0093708-0.0046609i,0.01617-0.013089i
0.04504-0.086448i,-0.033276+0.08719i,-0.21972+0.46165i,-0.27512+0.79019i,-0.10183+0.70349i,0.062388+0.27258i,0.052803-0.03033i,0.0072779-0.047823i,0.02222-0.025416i,0.02705-0.047222i,0.01839-0.037888i,0.018814+0.0040101i,0.034183+0.049958i,0.067067+0.052193i,0.077645-0.0024354i,0.038243-0.051596i,-0.011998-0.057734i,-0.038836-0.039868i,-0.046503-0.014335i,-0.04189+0.0059587i,-0.03843+0.0045353i,-0.04163-0.0093985i,-0.039231-0.026761i
0.15481+0.065328i,0.23148+0.087736i,0.28254+0.12932i,0.27697+0.26597i,0.28847+0.29595i,0.31993+0.049715i,0.24665-0.21643i,0.1054-0.25712i,0.029468-0.18028i,-0.003358-0.12081i,-0.035023-0.042504i,-0.025422+0.050702i,0.015472+0.089271i,0.040419+0.061457i,0.032903-0.0038874i,0.0032769-0.065129i,-0.015094-0.091669i,-0.010282-0.084007i,0.0033064-0.061751i,0.0082599-0.049566i,-0.00040448-0.042423i,-0.0044656-0.027774i,0.0018473-0.0096972i
-0.16023+0.0915i,-0.35598+0.10639i,-0.53161+0.22255i,-0.54127+0.37266i,-0.38326+0.31241i,-0.23125+0.066594i,-0.20553-0.076544i,-0.17644-0.051047i,-0.07233-0.028369i,-0.017004-0.072132i,-0.037563-0.088918i,-0.055223-0.055264i,-0.047732-0.0088407i,-0.013227+0.034879i,0.048548+0.058195i,0.097007+0.052041i,0.099827+0.032125i,0.067335+0.005748i,0.033622-0.021258i,0.020034-0.041425i,0.017401-0.059444i,0.006362-0.066384i,-0.0055189-0.050192i
-0.032439+0.030694i,0.055747+0.29738i,0.11303+0.78453i,0.11653+1.0405i,0.13643+0.74913i,0.17673+0.31252i,0.16984+0.086737i,0.10463+0.047495i,0.077673+0.077371i,0.093627+0.056015i,0.058432-0.0043922i,-0.00081507-0.014428i,-0.017501-0.00018151i,-0.019415-0.011243i,-0.025222-0.027736i,-0.03685-0.033324i,-0.050767-0.029418i,-0.046498-0.012471i,-0.025285+0.015228i,0.00027134+0.030172i,0.016847+0.023812i,0.023046+0.018664i,0.027711+0.018404i
0.080255-0.060009i,0.054135-0.01922i,-0.098662-0.0076406i,-0.24577+0.010272i,-0.1826-0.019262i,-0.040802-0.19987i,-0.011605-0.32642i,-0.015269-0.235i,0.034182-0.082063i,0.071407-0.015975i,0.051272-0.013955i,0.0016818-0.013186i,-0.026106+0.008995i,-0.0093315+0.034601i,0.016069+0.039173i,0.022792+0.019877i,0.027227-0.0032052i,0.034814-0.020225i,0.034737-0.025756i,0.030024-0.016278i,0.030838-0.0027133i,0.034978+0.0025564i,0.033103-0.0029902i
-0.11599+0.12195i,-0.52382+0.24058i,-0.95626+0.4477i,-0.98147+0.60341i,-0.6082+0.49146i,-0.31296+0.21785i,-0.21337+0.049274i,-0.11504-0.015915i,-0.050096-0.055675i,-0.05153-0.059476i,-0.058612-0.05475i,-0.063629-0.042662i,-0.043024-0.010404i,-0.00072691-0.00051571i,0.021519-0.01065i,0.027468-0.024037i,0.03448-0.047405i,0.032183-0.059781i,0.01658-0.051189i,0.0056523-0.042673i,-0.0024725-0.041441i,-0.018898-0.030997i,-0.034735-0.0024705i
-0.069365+0.016679i,-0.043418-0.024686i,0.023547+0.024037i,0.16375+0.087061i,0.36847-0.062873i,0.46259-0.36687i,0.32431-0.49379i,0.13524-0.30793i,0.081503-0.079615i,0.083252-0.042719i,0.047039-0.091066i,0.020027-0.10324i,0.01772-0.09524i,-6.1866e-05-0.070356i,-0.028103-0.025654i,-0.033588+0.023908i,-0.019312+0.067354i,-0.0045447+0.088129i,0.0071336+0.085824i,0.016671+0.066928i,0.022284+0.036243i,0.015212+0.018148i,0.004001+0.025401i
-0.01714-0.094989i,0.013272-0.097826i,-0.067689-0.070727i,-0.10987+0.024493i,0.0813+0.039023i,0.2572-0.16136i,0.21737-0.2944i,0.13049-0.16762i,0.11143-0.0010506i,0.10898+0.052894i,0.1077+0.045634i,0.10532+0.019193i,0.094383-0.012208i,0.07579-0.041749i,0.040875-0.06833i,0.0030075-0.090617i,-0.0060611-0.1001i,0.0008654-0.087384i,-0.0041229-0.054268i,-0.0048975-0.021902i,0.0095161-0.0082679i,0.014504-0.0081141i,-0.0028048-0.0029928i
0.096014+0.044331i,0.17898+0.23587i,0.38392+0.45123i,0.61097+0.54572i,0.71011+0.46454i,0.73755+0.2374i,0.65342-0.042717i,0.36686-0.15378i,0.098181-0.026544i,0.0353+0.082469i,0.04386+0.054087i,0.033746+0.017792i,0.040763+0.017954i,0.042385+0.017586i,0.032455+0.011416i,0.033784+0.010436i,0.034473+0.009593i,0.016176-0.0074612i,-0.021925-0.029869i,-0.048249-0.036373i,-0.041904-0.029933i,-0.027615-0.01686i,-0.020183-0.00071792i
-0.053951-0.00044224i,-0.1868-0.17274i,-0.32486-0.36353i,-0.34831-0.35796i,-0.17285-0.14146i,0.10093+0.015127i,0.23918-0.0045308i,0.18402-0.013402i,0.081435+0.04012i,0.026087+0.061691i,-0.010706+0.055563i,-0.03234+0.050726i,-0.022275+0.032903i,-0.001993-0.00061601i,0.0053481-0.032411i,0.0050895-0.049099i,0.018578-0.048006i,0.037454-0.03226i,0.038392-0.017131i,0.026114-0.0070506i,0.018274+0.00029161i,0.013804-0.0010794i,-0.00059581-0.0012198i
-0.11053+0.12515i,-0.25607+0.42824i,-0.45803+0.97209i,-0.39467+1.3165i,0.016951+1.0727i,0.34979+0.57653i,0.41622+0.2928i,0.31226+0.1428i,0.13433+0.037827i,0.051761+0.01688i,0.073254-0.006886i,0.079355-0.044069i,0.073165-0.062946i,0.0479-0.067173i,0.0027677-0.029113i,-0.018956+0.024092i,-0.029891+0.040684i,-0.044246+0.025747i,-0.050501+0.0066483i,-0.034161-0.00929i,-0.0061609-0.029003i,-0.0093306-0.044453i,-0.033497-0.033312i
0.087218+0.0089251i,0.41263+0.11426i,0.89512+0.13645i,1.0972+0.034867i,0.69433+0.021683i,0.11341+0.20234i,-0.057489+0.29095i,0.026976+0.13874i,0.036654+0.003298i,0.0049086-0.0015598i,-0.0072603+0.0074608i,0.0057988-0.0096191i,0.031839-0.050327i,0.024199-0.09068i,0.0019912-0.11197i,-0.0023167-0.12865i,0.0060994-0.11852i,0.017702-0.069664i,0.022325-0.019865i,0.020421+0.006572i,0.019328+0.013572i,0.02454+0.0095891i,0.027703+0.0035057i
-0.06017-0.16242i,-0.34778-0.46717i,-0.72507-0.85398i,-0.87752-0.90842i,-0.63251-0.54625i,-0.22082-0.18614i,0.015865-0.051467i,0.077923-0.016023i,0.087832-0.0079631i,0.051291-0.015012i,0.003667-0.0066302i,0.0016779+0.010312i,0.032246+0.013976i,0.043862+0.00020628i,0.027502-0.0056761i,0.0079539-0.0011044i,-0.0069741-0.01388i,-0.025381-0.033909i,-0.046992-0.033013i,-0.052271-0.0078521i,-0.025151+0.010202i,0.0012946-0.00023155i,0.0037908-0.0041973i
-0.0057964+0.036287i,-0.040148+0.011769i,-0.017823-0.01588i,0.04989-0.17114i,0.0056814-0.45138i,-0.17883-0.59873i,-0.22857-0.43634i,-0.014796-0.19244i,0.18179-0.12063i,0.16447-0.12218i,0.057337-0.081675i,-0.012869-0.029536i,-0.024426-0.0055468i,0.017284-0.029198i,0.07553-0.087203i,0.090917-0.15068i,0.052963-0.17166i,0.014215-0.12434i,0.0015639-0.050913i,0.0062465+0.0035104i,0.029618+0.015295i,0.042039-0.015403i,0.021432-0.040906i
0.058326-0.055983i,0.20826-0.14826i,0.31162-0.28518i,0.2033-0.3039i,0.015706-0.11371i,-0.041266+0.10034i,-0.045917+0.13506i,-0.11398+0.069083i,-0.11207+0.088073i,0.0015952+0.082644i,0.049198-0.0064596i,0.023057-0.062217i,0.018906-0.080869i,0.018942-0.068793i,0.023099-0.013811i,0.051969+0.011063i,0.060754-0.021414i,0.039769-0.041222i,0.012248-0.021531i,-0.015931+0.018063i,-0.017158+0.060781i,0.014843+0.074092i,0.047063+0.050492i
0.093571+0.031237i,0.43912+0.046287i,0.95467-0.10514i,1.1394-0.40502i,0.70792-0.58294i,0.20182-0.5211i,0.053482-0.40127i,0.061146-0.32821i,0.041016-0.23614i,-0.016382-0.12647i,-0.083968-0.046949i,-0.11202+0.0071347i,-0.10066+0.042706i,-0.075154+0.067039i,-0.041085+0.067156i,-0.0050044+0.048003i,0.033755+0.041431i,0.060494+0.032423i,0.051347+0.011526i,0.027102+0.0031176i,0.013963-0.0083829i,-0.0042193-0.017306i,-0.017565+0.012883i
0.040811-0.12174i,0.0042277-0.3651i,-0.11265-0.75698i,-0.47285-0.94644i,-0.85886-0.53556i,-0.82841+0.10175i,-0.52762+0.38988i,-0.30382+0.40973i,-0.1491+0.32197i,-0.084905+0.14446i,-0.094736+0.048942i,-0.046158+0.043837i,-0.0018724+0.021459i,-0.0034876+0.017699i,0.013479+0.024463i,0.027524+0.010967i,0.025603-0.017457i,0.021392-0.067639i,0.002154-0.097798i,-0.016573-0.071284i,-0.016162-0.030416i,-0.010594-0.020688i,-0.021439-0.020192i
0.039018+0.010423i,-0.042889+0.0025538i,-0.31151+0.04077i,-0.58003+0.1287i,-0.42149+0.25039i,0.063562+0.39734i,0.31628+0.40124i,0.15011+0.23948i,-0.095295+0.15647i,-0.11759+0.16589i,-0.025692+0.11677i,-0.020426+0.06835i,-0.046138+0.093082i,-0.040255+0.072906i,-0.089195-0.018046i,-0.18554-0.048317i,-0.22639+0.0019279i,-0.18373+0.043411i,-0.085301+0.062011i,0.021372+0.058317i,0.054975+0.010195i,0.014898-0.022075i,-0.0063591+0.00678i
-0.97741+4.5168i,-1.2487+2.4295i,1.5677+1.9054i,3.5001-0.14117i,3.3246-2.2827i,1.4889-3.3309i,-0.55166-2.2382i,-1.0757-0.29912i,-0.15665+0.72894i,0.72975+0.41624i,0.56268-0.3246i,-0.15234-0.61597i,-0.85873-0.39373i,-1.2915+0.17059i,-1.1804+0.54311i,-0.83563+0.46992i,-0.5311+0.21092i,-0.33755-0.068278i,-0.29365-0.28283i,-0.28169-0.3815i,-0.19846-0.42739i,-0.090651-0.40417i,0.0021844-0.32007i
-0.17928+0.080151i,-0.37166+0.26729i,-0.60881+0.42975i,-0.77273+0.50277i,-0.64133+0.45606i,-0.29617+0.22472i,-0.10245-0.025026i,-0.093992-0.054687i,-0.068936-0.015897i,-0.052421-0.045223i,-0.05499-0.041187i,-0.024454-0.013591i,0.0039791-0.0019939i,0.025601+0.02227i,0.038245+0.047082i,0.022458+0.068803i,-0.013645+0.091398i,-0.061888+0.1135i,-0.086867+0.11946i,-0.068905+0.078366i,-0.044896+0.022473i,-0.034993-0.0017446i,-0.032826-0.01391i
0.074329-0.14762i,0.087843-0.29697i,0.071876-0.31296i,0.016564-0.10992i,-0.076327+0.14893i,-0.16167+0.26893i,-0.18009+0.21871i,-0.12154+0.096771i,-0.095296+0.0081283i,-0.099184+0.034403i,-0.034417+0.086526i,0.039033+0.054249i,0.058375+0.0085122i,0.06118+0.003591i,0.066407+0.040357i,0.093761+0.092194i,0.11473+0.10119i,0.080995+0.095575i,0.036985+0.092168i,0.0063982+0.058584i,-0.017764+0.036902i,-0.007039+0.032791i,0.016293-0.00017463i
0.004992-0.0030149i,-0.078501-0.067786i,-0.1781+0.033201i,0.073414+0.20655i,0.58553+0.10043i,0.7676-0.21724i,0.49942-0.33153i,0.21801-0.24992i,0.08953-0.17044i,0.040045-0.11176i,0.011228-0.086596i,-0.050361-0.063526i,-0.078666-0.013799i,-0.032803-0.030181i,0.0040168-0.12087i,-0.018108-0.17789i,-0.057441-0.14131i,-0.04255-0.057921i,0.0056153-0.0098271i,0.022674+0.011251i,0.026681+0.044406i,0.031926+0.059815i,0.013518+0.047146i
-0.044377+0.2479i,0.10122+0.55288i,0.40303+0.63017i,0.58904+0.19277i,0.24784-0.50062i,-0.38427-0.77474i,-0.59524-0.55412i,-0.38073-0.35708i,-0.24351-0.27642i,-0.21947-0.12462i,-0.14633+0.015234i,-0.061231+0.074219i,-0.015086+0.080911i,-0.012108+0.058225i,-0.017817+0.043267i,-0.013434+0.037357i,-0.0035063+0.020247i,0.015268-0.0073862i,0.024552-0.021477i,0.022257-0.0089954i,0.026755-0.0083086i,0.020739-0.026271i,-0.0026145-0.010082i
-0.093664-0.051776i,-0.0070258+0.11731i,0.30399+0.31365i,0.51712+0.3287i,0.39364+0.32521i,0.2569+0.49323i,0.29094+0.53003i,0.24385+0.35259i,0.11885+0.24777i,0.071727+0.19433i,0.025766+0.08943i,-0.059779+0.0065614i,-0.10559-0.017849i,-0.069598-0.022751i,0.0090215-0.052525i,0.048028-0.11647i,0.023621-0.15654i,-0.0064883-0.12289i,-0.014382-0.0563i,-0.020824-0.018044i,-0.031333-0.0099152i,-0.032926-0.0006638i,-0.016181+0.014827i
0.26963-0.27166i,0.45721-0.66691i,0.62626-1.0147i,0.62894-1.0766i,0.43925-0.90952i,0.19497-0.69793i,-0.00049257-0.50132i,-0.070585-0.26855i,0.02096-0.1031i,0.10218-0.081736i,0.084068-0.071684i,0.053057-0.043512i,0.0093747-0.035459i,-0.050561+0.0034512i,-0.081188+0.072909i,-0.064899+0.11556i,-0.017535+0.10645i,0.024701+0.060861i,0.04415+0.018569i,0.047926-0.0025371i,0.04112-0.011646i,0.027215-0.011881i,0.018018-0.0085977i
-0.0052501+0.20047i,-0.24383+0.1268i,-0.83863-0.026681i,-1.2459+0.051229i,-0.98188+0.2767i,-0.48836+0.25389i,-0.28722+0.10637i,-0.23446+0.057538i,-0.19239+0.046096i,-0.16072+0.062676i,-0.089838+0.06402i,-0.035462+0.0062441i,-0.03194-0.033028i,-0.024846-0.01483i,0.012092+0.026931i,0.056505+0.052176i,0.060622+0.062292i,0.031589+0.083781i,0.0096919+0.087984i,-0.0019922+0.060354i,-0.0053295+0.037606i,-0.0015794+0.02739i,-0.0033734+0.013725i
-0.34227+0.24515i,-0.38246+0.78501i,-0.093279+1.2999i,0.32022+1.2812i,0.50095+0.78261i,0.42084+0.3267i,0.31112+0.14469i,0.22885+0.089742i,0.12508+0.051368i,0.024913+0.038368i,-0.028054+0.041452i,-0.036558+0.038637i,-0.024507+0.026853i,-0.015782+0.0013219i,-0.022941-0.03352i,-0.038896-0.054922i,-0.043489-0.059652i,-0.035277-0.049508i,-0.024151-0.023932i,-0.010981-0.012006i,0.00023798-0.020633i,0.00080248-0.030669i,-0.010608-0.0289i
