-0.0024114+0.0005765i,-0.0009831+0.00093558i,-0.0019329+0.0040084i,-0.0024711+0.0072564i,-0.0019894+0.0085699i,-0.00093227+0.0055047i,-0.00073457+0.0022943i,-0.0004031+0.00069497i,0.00039661-0.00068761i,0.00043034-0.00062397i,0.00012105-0.00054365i,-0.00027995-0.0010265i,-0.00051521-0.0013337i,-0.00095562-0.0013038i,-0.0017728-0.0012217i,-0.00091916-0.00039087i,-8.0051e-05+0.00030418i,-0.00068714+0.00044848i,-0.00098128+0.00047518i,-0.00023849+0.00030968i,-9.9093e-05+0.00086928i,-0.00050702+0.0010574i,-0.00030454+0.00072771i
0.04228+0.18224i,-0.069199+0.32451i,-0.024771+0.50324i,0.21139+0.58314i,0.36998+0.43438i,0.24885+0.21362i,0.11921+0.11442i,0.16005+0.022528i,0.17047-0.06602i,0.094468-0.042693i,0.036849+0.0068164i,-0.0025903+0.033093i,-0.028919+0.062926i,-0.03905+0.06513i,-0.056778+0.065583i,-0.065058+0.077741i,-0.06174+0.064527i,-0.060714+0.03744i,-0.057607+0.021284i,-0.063594+0.01532i,-0.075289+0.013065i,-0.069746+0.0066606i,-0.047343-0.0072637i
-0.074063+0.051193i,0.0099121-0.035615i,0.20566+0.050599i,0.40812+0.27313i,0.52258+0.34257i,0.54744+0.15191i,0.41397-0.056962i,0.2485-0.043811i,0.2328+0.026996i,0.22252-0.031212i,0.11338-0.097003i,0.025404-0.096129i,0.0053806-0.098158i,0.01506-0.10662i,0.044437-0.11146i,0.054061-0.13471i,0.013-0.13881i,-0.024473-0.083122i,-0.020344-0.014226i,-0.012145+0.016613i,-0.008486+0.02601i,0.009305+0.030952i,0.019555+0.015969i
-0.11171-0.026787i,-0.15019+0.1998i,-0.18438+0.71472i,-0.041141+1.0202i,0.089659+0.68034i,-0.093307+0.20329i,-0.2302+0.11666i,-0.13413+0.10718i,-0.097656+0.052446i,-0.087916+0.10474i,-0.036428+0.11957i,-0.037064+0.082837i,-0.027273+0.078028i,0.0040692+0.074055i,0.018926+0.081934i,0.045017+0.08796i,0.067995+0.053297i,0.048932+0.0037525i,0.01118-0.025781i,-0.0059319-0.039581i,-0.017399-0.047816i,-0.024068-0.04509i,-0.010893-0.037755i
0.22205-0.067969i,0.7266+9.5297e-05i,1.2927-0.11546i,1.3771-0.35316i,0.86293-0.37331i,0.3529-0.15484i,0.12103-0.0024771i,-0.00088286+0.056664i,-0.008018+0.078502i,0.010085+0.0035174i,-0.065199-0.060067i,-0.12675-0.032662i,-0.12544+0.0032542i,-0.092379+0.018183i,-0.041268+0.01421i,-0.01526+0.01477i,0.0086335+0.056562i,0.063264+0.078599i,0.097327+0.039513i,0.090533+0.0099102i,0.090106+0.0093907i,0.097803-0.0038047i,0.069234-0.014095i
0.0024125+0.0068537i,-0.40029-0.0056075i,-0.96996+0.0023108i,-1.22+0.10658i,-0.84611+0.18477i,-0.31489+0.082715i,-0.1042+0.017501i,-0.07982+0.095191i,-0.020667+0.13517i,0.069545+0.059887i,0.090326-0.015265i,0.063929-0.0050201i,0.036423+0.017752i,-0.025214+0.036213i,-0.061438+0.096232i,-0.032553+0.14185i,-0.0019101+0.14112i,0.016207+0.11471i,0.029306+0.063434i,0.013649+0.015333i,-0.017899+0.011752i,-0.010255+0.023801i,0.023587+0.0082003i
0.010363+0.24652i,0.070123+0.45859i,0.30678+0.69446i,0.40786+0.65622i,0.21134+0.35957i,0.041295+0.14437i,-0.021916+0.030097i,-0.23755-0.036894i,-0.45167+0.088265i,-0.36858+0.2503i,-0.16505+0.21493i,-0.096196+0.10176i,-0.10679+0.061317i,-0.098684+0.047297i,-0.094425+0.019974i,-0.087486+0.032421i,-0.031553+0.082872i,0.040621+0.094755i,0.077629+0.049746i,0.069321-0.023312i,0.011566-0.088299i,-0.052783-0.08067i,-0.070887-0.013202i
-1.1644+4.4261i,-1.577+2.2852i,1.2056+1.9145i,3.2706+0.082563i,3.2073-1.9897i,1.2888-3.0317i,-0.83971-1.8664i,-1.3149+0.12325i,-0.31135+1.1474i,0.69977+0.81032i,0.65688-0.049334i,-0.045506-0.49128i,-0.78426-0.34193i,-1.2446+0.19832i,-1.1543+0.60996i,-0.75723+0.6295i,-0.35447+0.41615i,-0.14404+0.09478i,-0.19078-0.19203i,-0.28059-0.31532i,-0.23849-0.32628i,-0.11719-0.26625i,-0.0049842-0.18024i
0.012553-0.15618i,0.092743-0.14373i,0.0051177-0.1283i,-0.19098-0.067085i,-0.24015-0.010661i,-0.13539-0.089799i,-0.12385-0.19601i,-0.19109-0.14949i,-0.16906-0.040219i,-0.1136+0.0018263i,-0.076194+0.0075089i,-0.040406-0.0016249i,-0.023562-0.01768i,-0.022192-0.025792i,-0.046781-0.041215i,-0.081923-0.026745i,-0.069614+0.031068i,-0.011375+0.070472i,0.034787+0.065846i,0.041334+0.043513i,0.026571+0.0063422i,-0.0017859-0.022563i,-0.01959-0.0061082i
0.13735+0.065934i,0.044304+0.26169i,-0.33308+0.4925i,-0.68282+0.73571i,-0.71657+0.87799i,-0.59064+0.87602i,-0.37889+0.75469i,-0.10608+0.48042i,0.024733+0.15967i,0.012639+0.016811i,0.027042+0.011186i,0.064165-0.015712i,0.064684-0.051657i,0.07259-0.048688i,0.10181-0.048692i,0.091821-0.097556i,0.015643-0.15876i,-0.077355-0.13851i,-0.1147-0.028607i,-0.081317+0.073398i,-0.015356+0.11104i,0.029319+0.092352i,0.041616+0.056041i
-0.073124+0.22871i,-0.1254+0.32388i,-0.017412+0.26287i,0.090799+0.12778i,0.19227+0.094154i,0.36048+0.059612i,0.32057-0.038639i,0.13972-0.053641i,0.10537-0.041225i,0.11715-0.097398i,0.064088-0.11797i,0.0057368-0.075936i,-0.018913-0.03287i,-0.014094-0.040212i,-0.040039-0.096697i,-0.11563-0.13276i,-0.1819-0.11439i,-0.19653-0.068646i,-0.14896-0.018769i,-0.060868+0.016302i,0.010196+0.015438i,0.026049-0.0013074i,0.012998-0.011278i
-0.31599-0.08365i,-0.62784-0.0077568i,-0.83395+0.3577i,-0.73056+0.68188i,-0.50201+0.56872i,-0.46439+0.25519i,-0.44855+0.16277i,-0.272+0.12983i,-0.18922+0.010467i,-0.22261+0.013126i,-0.16053+0.087648i,-0.069421+0.076045i,-0.033366+0.032071i,-0.023852+0.0071692i,-0.059853+0.025895i,-0.1164+0.10328i,-0.13072+0.16952i,-0.10834+0.15397i,-0.076404+0.072903i,-0.036859-0.015326i,-0.0042872-0.072854i,0.0029329-0.086348i,0.00076478-0.07045i
0.2118-0.31023i,0.40457-0.55787i,0.52984-0.60822i,0.60575-0.48628i,0.6298-0.27972i,0.61602-0.035287i,0.56867+0.093026i,0.40805+0.088095i,0.22183+0.084848i,0.14526+0.053774i,0.086755-0.025242i,0.0028229-0.042786i,-0.044305-0.0048944i,-0.049685+0.021283i,0.00012162+0.033513i,0.080365+0.023727i,0.12047+0.005851i,0.11902+0.0093959i,0.10445+0.017904i,0.076255+0.0081348i,0.034155-0.0063239i,0.013256-0.012466i,0.0095026-0.027393i
0.23457+0.28793i,0.23044+0.44599i,-0.21549+0.31973i,-0.74915-0.023989i,-0.83768-0.40312i,-0.59081-0.62782i,-0.3355-0.56275i,-0.1358-0.39563i,-0.035159-0.30985i,-0.03827-0.24595i,-0.055112-0.16851i,-0.053279-0.10611i,-0.044856-0.067428i,-0.036799-0.044309i,-0.027974-0.020202i,-0.014369+0.0030835i,0.012472+0.01728i,0.051445+0.011074i,0.067985-0.010109i,0.052943-0.011572i,0.039397-0.0021653i,0.024789-0.0041028i,0.0002614+0.010752i
-0.27505+0.37657i,-0.24776+0.64821i,0.037358+0.60825i,0.11991+0.40871i,-0.14598+0.40947i,-0.2846+0.45214i,-0.24809+0.29473i,-0.2176+0.13368i,-0.13077+0.11788i,-0.023445+0.13592i,0.018511+0.12557i,0.0079375+0.10565i,-0.012062+0.093019i,0.0041637+0.075103i,0.039202+0.021824i,0.039709-0.040799i,0.016774-0.058849i,0.0043978-0.043732i,-0.0027395-0.019535i,-0.0090338+0.0069112i,-0.014907+0.012015i,-0.019066+0.0052943i,-0.0084675+0.0073116i
-0.4247-0.44922i,-0.78459-0.60016i,-0.78497-0.48378i,-0.42094-0.30328i,-0.042747-0.18776i,0.12955-0.095462i,0.15553-0.049995i,0.12339-0.059191i,0.097862-0.070582i,0.087667-0.077207i,0.041757-0.070003i,-0.011238-0.052199i,-0.042262-0.043556i,-0.060497-0.025552i,-0.06928+0.0034176i,-0.071357+0.023384i,-0.058647+0.034486i,-0.029841+0.03836i,0.00095034+0.031372i,0.024641+0.0089493i,0.029655-0.014451i,0.022752-0.0087592i,0.023715+0.0092416i
0.53011-0.40667i,0.62365-0.837i,0.18998-0.97696i,-0.3879-0.77024i,-0.59694-0.45871i,-0.47976-0.18664i,-0.28999-0.015704i,-0.1525+0.016327i,-0.088862-0.028667i,-0.058258-0.06534i,-0.037653-0.068823i,-0.022366-0.049908i,-0.008124-0.030377i,0.001394-0.0098362i,0.01095+0.016932i,0.025541+0.032593i,0.044368+0.031367i,0.058047+0.023001i,0.057708+0.015981i,0.049842+0.015158i,0.043321+0.017935i,0.036507+0.014771i,0.021682+0.0031738i
0.30076+0.733i,0.55485+1.0938i,0.4907+1.0579i,0.25262+0.78943i,0.23183+0.50328i,0.33709+0.14598i,0.26463-0.11226i,0.12168-0.12809i,0.060356-0.071426i,0.029121-0.050003i,0.0048983-0.04173i,-0.012767-0.030093i,-0.026583-0.011387i,-0.030529-0.0051738i,-0.032018-0.020387i,-0.039513-0.026117i,-0.045866-0.0096615i,-0.034801+0.0080443i,-0.016308+0.013326i,-0.0076293+0.0070278i,-0.0015461-0.00035077i,0.0074468+0.00054062i,0.017674+0.0075256i
-0.77255+0.22209i,-1.0297+0.41522i,-0.76726+0.3014i,-0.33112-0.013318i,-0.17942-0.15703i,-0.22561-0.076926i,-0.23901+0.015768i,-0.18114+0.035189i,-0.103+0.020742i,-0.046708+0.022595i,-0.0053576+0.043807i,0.025505+0.034597i,0.024964-0.0015726i,0.0055162-0.0093478i,-0.011678+0.017923i,-0.017367+0.047776i,-0.0096439+0.058056i,0.00016664+0.046478i,0.0029937+0.028261i,0.0019713+0.0099089i,-0.0070449-0.0094825i,-0.029987-0.016575i,-0.048709-0.0051402i
-0.11534-0.80376i,-0.25128-1.0848i,-0.21808-0.93897i,-0.14156-0.67941i,-0.1526-0.49448i,-0.094124-0.2623i,0.057492-0.1467i,0.067189-0.14827i,0.010561-0.064202i,0.032822-0.017277i,0.0024854-0.055816i,-0.065795-0.054447i,-0.082131-0.038377i,-0.070554-0.028955i,-0.036324-0.011262i,-0.002921-0.0054689i,0.0036275+0.0025367i,0.011353+0.02424i,0.033238+0.035806i,0.038128+0.023578i,0.015891+0.012288i,0.0036694+0.020313i,0.010197+0.023508i
0.8037-0.10967i,0.96584-0.42846i,0.45881-0.66316i,-0.1617-0.55408i,-0.22713-0.29569i,-0.072161-0.21107i,-0.094905-0.14233i,-0.077145-0.0042454i,0.00072061+0.0059081i,-0.018766-0.032764i,-0.033657-0.0092248i,-0.007488+0.0055872i,-0.00076882+0.015231i,0.0045149+0.023636i,0.0060997+0.0047267i,-0.00075884-0.011678i,0.0067573-0.017983i,0.016193-0.031654i,0.0076624-0.036539i,0.00075797-0.01932i,0.016719-0.0016194i,0.025947-0.0044093i,0.0087853-0.010111i
-0.12831+0.90579i,-0.11182+1.4371i,-0.031921+1.5399i,0.10076+1.172i,0.16897+0.66558i,0.12778+0.2793i,0.064912+0.083501i,0.033996+0.0029985i,0.01042-0.029467i,0.009683-0.017398i,0.032359-0.004534i,0.025712-0.0031691i,0.0053111+0.00082095i,0.00070948-0.0019074i,-0.0020711-0.0051859i,-0.0093727-0.0024106i,-0.028335+0.0025659i,-0.046902+0.013958i,-0.041863+0.026505i,-0.025306+0.017326i,-0.02405-0.0040072i,-0.03039-0.0053265i,-0.018412+0.0072899i
-0.67306-0.22612i,-0.78264-0.35801i,-0.44816-0.53138i,-0.095083-0.68947i,-0.088737-0.63638i,-0.14883-0.31884i,-0.070608-0.085822i,-0.058805-0.039586i,-0.09035+0.023759i,-0.041339+0.057487i,-0.022053+0.016087i,-0.03324-0.0095224i,-0.019043-0.032278i,-0.021601-0.050971i,-0.036269-0.036697i,-0.042588-0.013435i,-0.032852+0.0075588i,0.00085895+0.019318i,0.032621+0.0063028i,0.031723-0.016071i,0.015301-0.018443i,0.014387-0.010572i,0.016085-0.010921i
0.24227-0.66143i,0.28806-1.021i,0.13621-1.1379i,-0.077288-0.99124i,-0.10358-0.75548i,-0.035753-0.58388i,-0.049932-0.43163i,-0.053726-0.21664i,0.0017573-0.049406i,0.018215+0.011543i,0.0047475+0.04041i,0.0030087+0.05321i,-0.0068136+0.058262i,-0.0096411+0.070653i,0.01939+0.070033i,0.057672+0.055728i,0.07802+0.035522i,0.064578+0.013615i,0.025692+0.0096375i,0.00051863+0.02577i,0.0014151+0.035109i,0.0045545+0.023505i,-0.0059298+0.0062296i
0.37939+0.32733i,0.34111+0.63102i,0.023562+0.86477i,-0.22678+0.91172i,-0.18581+0.78043i,-0.11884+0.54566i,-0.12446+0.38527i,-0.054642+0.27278i,0.012764+0.12126i,0.012587+0.027032i,0.02182-0.0090832i,0.024053-0.042236i,0.014173-0.055473i,0.020304-0.068848i,0.010234-0.0909i,-0.025485-0.096476i,-0.059666-0.083629i,-0.071082-0.05571i,-0.050875-0.022885i,-0.020572-0.015281i,-0.010279-0.026726i,-0.013877-0.017784i,-0.0045093+0.008063i
-0.14731+0.2838i,-0.11607+0.26159i,0.11829+0.017156i,0.27477-0.29589i,0.14216-0.38689i,0.055241-0.20025i,0.13349-0.069939i,0.1001-0.082367i,-0.0012751-0.038227i,-0.0049373+0.020495i,0.0025035+0.017241i,-0.025797+0.01733i,-0.043301+0.037361i,-0.048938+0.062262i,-0.045095+0.090373i,-0.02525+0.10857i,0.0011863+0.1087i,0.024664+0.083556i,0.03186+0.037332i,0.016353+0.0082802i,0.0030923+0.0097814i,0.0085444+0.0087988i,0.013734-0.0063565i
-0.26221-0.14999i,-0.36678-0.31013i,-0.38724-0.40089i,-0.23022-0.46795i,-0.01634-0.60419i,0.0045548-0.65533i,-0.085222-0.47293i,-0.074406-0.21625i,-0.017833-0.063827i,0.0043053+0.0010848i,0.01684+0.025542i,0.027518+0.021532i,0.02547-0.0036748i,0.013587-0.035262i,0.010152-0.056285i,0.014499-0.064199i,0.016092-0.062648i,0.010799-0.04737i,0.0031724-0.020324i,0.0025096-0.0012951i,0.0057194+0.003043i,0.0063085+0.0042236i,0.0044217+0.0083369i
0.10515-0.12471i,0.29642-0.10015i,0.40268-0.043568i,0.28483+0.073038i,0.068689+0.26937i,-0.10045+0.39704i,-0.18108+0.33682i,-0.16186+0.21427i,-0.08128+0.13511i,-0.020241+0.075199i,-0.0008334+0.030487i,0.0044104+0.0073047i,0.010913-0.0013148i,0.02729-0.00049054i,0.039827+0.0020466i,0.035648+0.005137i,0.024294+0.0065242i,0.013131+0.002372i,0.0013557+0.0010532i,-0.0065826+0.0030786i,-0.0088455+0.0016998i,-0.010442+0.0012773i,-0.011107+0.0047034i
0.065827-0.038531i,-0.063143-0.015636i,-0.23919-0.064978i,-0.33054-0.17221i,-0.24683-0.18834i,-0.00067998-0.086298i,0.22163-0.016058i,0.22455-0.026485i,0.10206-0.018365i,0.042199+0.0051572i,0.0247-0.0075868i,-0.016411-0.021094i,-0.054771-0.0022827i,-0.07397+0.031387i,-0.081779+0.058807i,-0.076968+0.076938i,-0.062624+0.086584i,-0.039973+0.081478i,-0.01405+0.056197i,-0.0034909+0.025949i,-0.0046653+0.012399i,0.0015205+0.0081653i,0.0081723+0.0013709i
0.052977+0.11868i,-0.040796+0.11374i,-0.14783+0.073129i,-0.13641-0.040091i,-0.068006-0.25586i,-0.15152-0.38618i,-0.24894-0.27158i,-0.14057-0.10797i,-0.0073516-0.06839i,0.013741-0.050754i,0.024457-0.015748i,0.042991-0.01355i,0.043421-0.028397i,0.046024-0.055464i,0.051855-0.088625i,0.05198-0.10746i,0.046034-0.10843i,0.03249-0.084105i,0.015868-0.04343i,0.0087116-0.015615i,0.0056927-0.0093386i,-0.0040645-0.0077105i,-0.010938+0.00090433i
-0.058993+0.10471i,0.11849+0.14865i,0.51545+0.2103i,0.81191+0.21402i,0.6839+0.22483i,0.37857+0.3231i,0.20421+0.30486i,0.067511+0.16228i,-0.038281+0.10435i,-0.02793+0.09378i,-0.0074026+0.055792i,-0.018628+0.040795i,-0.017223+0.048207i,-0.016078+0.063952i,-0.015957+0.088765i,-0.0052322+0.10496i,0.0070672+0.094593i,0.011314+0.058004i,0.0037481+0.021173i,-0.0061639+0.0075798i,-0.0068443+0.012926i,0.001401+0.019038i,0.0095502+0.015636i
-0.06598-0.23118i,-0.16012-0.52751i,-0.45924-0.81074i,-0.71011-0.78603i,-0.59279-0.51818i,-0.29854-0.33375i,-0.13002-0.27419i,-0.080895-0.1966i,-0.038025-0.099841i,0.0094651-0.059103i,0.016507-0.058924i,0.00015768-0.052717i,-0.0063136-0.043555i,-0.003094-0.049314i,-0.0067214-0.068928i,-0.026762-0.076562i,-0.043102-0.049894i,-0.036957-0.0075374i,-0.013388+0.016348i,0.0077586+0.013561i,0.011872+0.00091826i,0.0076866-0.0095784i,0.0025482-0.013802i
0.089988+0.15816i,0.2193+0.43204i,0.28361+0.53604i,0.18945+0.32092i,0.067393+0.015667i,-0.012935-0.10465i,-0.035156-0.032619i,0.022903+0.044888i,0.057651+0.024917i,0.021615+0.0011765i,0.0073249+0.0074222i,0.012327-0.0038047i,-0.0055123-0.0096954i,-0.017834+0.011386i,-0.0060842+0.045892i,0.019762+0.064795i,0.039445+0.050037i,0.033718+0.021901i,0.0093047+0.0065579i,-0.010638+0.0054495i,-0.017708+0.0058556i,-0.020012+0.0037955i,-0.02071+0.0071988i
-0.15903-0.054939i,-0.36312+0.034789i,-0.25465+0.23766i,0.14813+0.39547i,0.36216+0.47263i,0.28682+0.53599i,0.20143+0.47534i,0.12506+0.24064i,0.019706+0.067315i,-0.0038514+0.032504i,0.015763+0.01617i,0.0055332+0.014518i,0.0038637+0.03447i,0.0048876+0.026725i,-0.016485-0.0022974i,-0.033923-0.017284i,-0.032249-0.016347i,-0.018812-0.0081532i,-0.0048367+0.00014845i,0.00096542+0.0041182i,0.00069964+0.0086462i,0.00083399+0.01591i,0.0050764+0.018552i
0.24329-0.16513i,0.3555-0.55028i,0.30201-0.8773i,0.10596-0.90984i,-0.040417-0.74905i,-0.064285-0.63206i,-0.076012-0.53253i,-0.096313-0.32758i,-0.053869-0.11991i,0.0032213-0.045024i,0.0070904-0.045272i,-0.0058667-0.039478i,-0.0054704-0.035579i,0.009918-0.036749i,0.034285-0.034693i,0.040775-0.030629i,0.025648-0.020426i,0.011097-0.0093586i,0.0087375-0.0032002i,0.014058-0.0016521i,0.018877-0.0068288i,0.019451-0.016664i,0.014629-0.023267i
-0.0192+0.36884i,0.081116+0.62696i,0.12933+0.70732i,0.12705+0.50072i,0.1226+0.22397i,0.085745+0.10525i,0.01677+0.065503i,-0.048823+0.015012i,-0.074605-0.0083395i,-0.058618-0.01151i,-0.04836-0.012995i,-0.048245-0.0042898i,-0.049906+0.0066082i,-0.064871+0.028026i,-0.074237+0.061082i,-0.057552+0.078326i,-0.025329+0.069645i,-0.00020377+0.045272i,0.0024523+0.021323i,-0.0076585+0.009584i,-0.014687+0.0094879i,-0.016243+0.016366i,-0.01465+0.021444i
-0.31417-0.17494i,-0.45926-0.28071i,-0.47406-0.36919i,-0.34704-0.26457i,-0.18307-0.0068842i,-0.055486+0.20361i,0.050572+0.27548i,0.1249+0.19256i,0.10986+0.05922i,0.058997+0.0061624i,0.045248-0.0029983i,0.036427-0.0076013i,0.038473+0.0062238i,0.061574-0.0058091i,0.06262-0.049376i,0.03865-0.072094i,0.010413-0.062348i,-0.0089626-0.030643i,-0.012265+0.00071488i,-0.010045+0.0095649i,-0.011168+0.0068181i,-0.011831+0.0034886i,-0.0086219+3.5898e-05i
0.17998-0.15731i,0.31135-0.051533i,0.48475+0.11931i,0.53467+0.11747i,0.41795-0.019471i,0.2632-0.091288i,0.12496-0.090782i,0.00073745-0.054489i,-0.05282-0.0046306i,-0.041535+0.0088148i,-0.020388-0.0037707i,-0.0060037-0.017491i,-0.013506-0.025903i,-0.034856-0.0038335i,-0.038011+0.040789i,-0.021201+0.067686i,-0.0032471+0.065645i,0.0072241+0.044988i,0.010678+0.022521i,0.015074+0.0098313i,0.021443+0.0011524i,0.021416-0.0053508i,0.014803-0.0029976i
0.10371+0.063134i,-0.054483+0.022848i,-0.20849+0.030064i,-0.1356+0.02495i,-0.01612-0.051509i,-0.02512-0.10993i,-0.043391-0.12379i,-0.040675-0.13248i,-0.046229-0.093918i,-0.033431-0.046748i,-0.042524-0.025541i,-0.061915+0.010157i,-0.046945+0.02933i,-0.031749+0.0059368i,-0.03216-0.025298i,-0.027383-0.040972i,-0.01134-0.041124i,0.0044042-0.032637i,0.008933-0.022051i,0.0041079-0.013823i,-0.0066013-0.0054129i,-0.015341+0.0052378i,-0.01161+0.0087377i
0.058636+0.12241i,0.24308-0.11696i,0.30403-0.45077i,0.19481-0.53261i,0.12911-0.3487i,0.14377-0.17225i,0.089846-0.085209i,0.0065272-0.021783i,-0.017764+0.010096i,-0.0065585-0.0031646i,-0.00067035-0.02998i,9.3524e-05-0.035983i,0.018032-0.013763i,0.050535+0.0071087i,0.068386+0.011077i,0.053247+0.011876i,0.018421+0.01524i,-0.0087243+0.016613i,-0.018358+0.015646i,-0.01534+0.013869i,-0.006271+0.0099729i,0.00097617+0.0032904i,0.0021646-0.00046197i
-0.28956+0.16412i,-0.31188+0.48674i,-0.21929+0.71253i,-0.10844+0.62604i,-0.046855+0.40672i,-0.033823+0.3045i,0.0054389+0.25914i,0.047951+0.15463i,0.024429+0.041456i,-0.017777+0.008919i,-0.0094039+0.021787i,0.011252+0.0081865i,-0.012792-0.012674i,-0.062695-0.00075615i,-0.091637+0.033188i,-0.078513+0.059769i,-0.041247+0.064852i,-0.0098463+0.05668i,0.0054042+0.040508i,0.0075031+0.021394i,0.0045147+0.010601i,0.00183+0.0075168i,-0.0015228+0.0073532i
-0.058677-0.40508i,-0.18676-0.52674i,-0.16339-0.4759i,0.024693-0.31284i,0.14787-0.20333i,0.12409-0.14639i,0.062447-0.054198i,0.026472+0.025463i,0.018054+0.038719i,0.0037904+0.0096622i,-0.032845-0.0035273i,-0.047187+0.02348i,-0.016078+0.038632i,0.0244+0.0049391i,0.046691-0.046836i,0.050065-0.079021i,0.042105-0.082715i,0.029252-0.069555i,0.016149-0.047391i,0.0078261-0.022932i,0.00067495-0.010183i,-0.0082796-0.0070576i,-0.0080882-0.00317i
0.43572+0.012614i,0.59346-0.059179i,0.55515-0.119i,0.37426-0.13925i,0.22912-0.13732i,0.16053-0.17887i,0.086067-0.27043i,-0.031487-0.27304i,-0.089589-0.14874i,-0.045013-0.053125i,-0.004564-0.043531i,2.8927e-05-0.040762i,0.0092732-0.018243i,0.015863+0.011833i,0.0093588+0.049015i,-0.0040383+0.073416i,-0.019047+0.074095i,-0.023089+0.060403i,-0.013804+0.041533i,-0.0042689+0.0242i,0.0047804+0.012871i,0.013221+0.008478i,0.010392+0.0075703i
-0.11662+0.38018i,-0.18094+0.4416i,-0.23429+0.29863i,-0.19767+0.084779i,-0.10968-0.0048878i,-0.059931+0.046i,-0.026538+0.13357i,0.024073+0.13412i,0.031385+0.053203i,-0.019906+0.0071518i,-0.049868+0.016563i,-0.044522+0.017796i,-0.048445+0.0034524i,-0.059771-0.0045716i,-0.062953-0.011076i,-0.051932-0.015195i,-0.028775-0.0098399i,-0.0061106+0.0025507i,0.00631+0.0095022i,0.0072777+0.005011i,-0.0016751+0.0014887i,-0.010227+0.0044039i,-0.0063426+0.0025323i
-0.31055-0.10498i,-0.28792-0.11046i,-0.095197-0.04905i,0.088895+0.041093i,0.13499+0.079093i,0.10071+0.093459i,0.058044+0.12351i,0.027486+0.12791i,0.013339+0.088605i,0.010734+0.036777i,0.0092047+0.0067238i,0.012874+0.0062076i,0.024404+0.014218i,0.038047+0.011273i,0.053199+0.00072239i,0.060096-0.0054179i,0.04767-0.008751i,0.022731-0.015357i,-0.00015781-0.017462i,-0.008705-0.0082757i,-0.0042668-0.0009215i,0.00017852-0.0027353i,-0.0043804-0.0014538i
0.081751-0.26975i,0.064232-0.2429i,0.0056635-0.10144i,-0.023895-0.00070534i,0.012472-0.022588i,0.055474-0.11331i,0.051219-0.19034i,-0.00016693-0.18627i,-0.047537-0.10921i,-0.046139-0.028135i,-0.022233+0.010742i,-0.005449+0.016001i,0.0061323+0.0061256i,-0.0018933+0.0018457i,-0.029228+0.018764i,-0.043224+0.039498i,-0.035684+0.046213i,-0.017539+0.04653i,0.0036704+0.042581i,0.016648+0.027557i,0.017504+0.010354i,0.013064+0.0053048i,0.0099287+0.0067827i
0.26953+0.053816i,0.31937+0.0019395i,0.33271-0.1146i,0.31123-0.21755i,0.20658-0.19913i,0.094671-0.098669i,0.054343-0.050293i,0.039177-0.050212i,0.024364-0.039656i,-0.00011693-0.037966i,-0.043082-0.040538i,-0.065747-0.024385i,-0.054839-0.0073559i,-0.029876-0.0084553i,-0.0052932-0.025388i,0.0086383-0.042578i,0.018485-0.043521i,0.024854-0.033031i,0.0191-0.020434i,0.0051538-0.0073892i,-0.0087317+4.7606e-05i,-0.015935+0.0018605i,-0.010933+0.0023111i
-0.085549+0.25202i,-0.13383+0.2925i,-0.15576+0.29651i,-0.070514+0.24216i,0.052641+0.096799i,0.059496+0.013126i,0.018025+0.074878i,0.004913+0.12882i,-0.0076991+0.10249i,-0.010847+0.062797i,0.01011+0.037863i,0.031069+0.02295i,0.031218+0.020778i,0.019341+0.031557i,0.010662+0.046626i,0.0021883+0.054084i,-0.015487+0.046925i,-0.031446+0.028267i,-0.033637+0.0088606i,-0.022985-0.0026812i,-0.0066989-0.0034983i,0.0049784-0.00064426i,0.0032675-0.0012822i
-0.21048-0.09949i,-0.22273-0.20276i,-0.2517-0.2746i,-0.29197-0.16633i,-0.21959+0.019888i,-0.10897+0.046771i,-0.085127-0.039228i,-0.089773-0.086494i,-0.068041-0.075935i,-0.046452-0.0378i,-0.035399+0.00082934i,-0.02754+0.014135i,-0.019609+0.00097024i,-0.015821-0.017039i,-0.018835-0.023806i,-0.012867-0.016626i,0.007548-0.0022215i,0.024162+0.015338i,0.031183+0.028974i,0.033594+0.025801i,0.028573+0.012517i,0.016451+0.0042015i,0.0072517+0.0050732i
0.11915-0.13086i,0.31102-0.021867i,0.5369+0.034339i,0.55014-0.077714i,0.33109-0.16284i,0.16168-0.11828i,0.1486-0.059042i,0.14454-0.039959i,0.084987-0.020943i,0.028208-0.0020883i,-0.0016103-0.0039691i,-0.010555-0.0074031i,-0.0015378-0.0027095i,0.012718-0.0010042i,0.021747-0.0038164i,0.024208-0.0070273i,0.022483-0.0095754i,0.019545-0.013348i,0.011536-0.01674i,-0.0046588-0.012133i,-0.019096-0.0024604i,-0.020369+0.0011052i,-0.01182-0.0029574i
0.047077+0.065115i,-0.14756+0.16315i,-0.27237+0.28317i,-0.10635+0.28932i,0.12772+0.15422i,0.16411+0.011296i,0.067637-0.023701i,-0.014451+0.0044506i,-0.047423+0.019548i,-0.042828+0.013496i,-0.021309+0.0089096i,-0.00012316+0.014093i,0.0048316+0.020177i,-0.011161+0.028844i,-0.02883+0.03572i,-0.037544+0.033333i,-0.041551+0.025859i,-0.039074+0.018971i,-0.027059+0.014892i,-0.0070322+0.0058341i,0.0075531-0.0051925i,0.0089425-0.0049558i,0.0053193+0.0044493i
