-0.0034316+0.00165i,-0.0037858+0.00042154i,-0.0038294+0.00050981i,-0.0028658-0.00025819i,-0.0024699+0.00029527i,-0.0022329+0.0011628i,-0.00097638+0.0013972i,0.00053748+0.001013i,0.00049852-0.00041807i,0.00043582-0.00014458i,0.00061022+0.00028294i,0.00015659-0.001088i,0.000243-0.0016309i,0.00075806-0.000512i,0.0012927-9.0906e-06i,0.00073262-0.00029091i,-0.00051319-0.00054953i,-0.00088236-0.00050585i,-2.7831e-05-0.0011659i,0.00021614-0.0017108i,0.00021509-0.00074271i,0.00047901+0.00062373i,0.00018674+0.0010675i
-0.61021-0.28387i,-0.67766-0.30197i,-0.45304-0.26996i,-0.25381-0.22205i,-0.25823-0.15776i,-0.30616-0.072779i,-0.26537-0.0072644i,-0.18477+0.014182i,-0.12774+0.010597i,-0.072967-0.0096191i,-0.023371-0.051034i,-0.013713-0.086818i,-0.025598-0.080723i,-0.020925-0.042819i,-0.0033465-0.01179i,-0.00085736+0.0032289i,-0.0086604+0.012928i,-0.010737+0.014353i,-0.010822+0.0066571i,-0.010707+0.00036769i,-0.0068086-0.0015865i,0.0018419-0.0028912i,0.011578-0.0038046i
0.48073-0.26605i,0.54103-0.30679i,0.45942-0.24565i,0.34849-0.19804i,0.27891-0.16244i,0.23554-0.090361i,0.18007-0.043503i,0.12238-0.031542i,0.10112-0.01866i,0.093072-0.014863i,0.07132-0.0089778i,0.053117+0.0051334i,0.036024+0.01737i,0.014488+0.023301i,0.0032892+0.015904i,0.00021138-0.0024771i,-0.0088681-0.016163i,-0.018152-0.013421i,-0.015676+0.0021371i,-0.0047122+0.016963i,0.0031649+0.022834i,-0.00087145+0.021098i,-0.010611+0.015971i
0.0097249+0.19347i,-0.025206+0.085655i,-0.089662-0.0025136i,-0.12466-0.024302i,-0.16769-0.073139i,-0.21259-0.10989i,-0.19223-0.083971i,-0.14208-0.049907i,-0.11067-0.028073i,-0.06958-0.0052124i,-0.027166+0.0014361i,-0.013516+0.00045925i,-0.0045457+0.0020425i,0.010253-0.00019504i,0.014789+0.0036196i,0.01479+0.016576i,0.019706+0.027453i,0.02323+0.029262i,0.019116+0.019127i,0.0090182+0.0044664i,0.0023686-0.0027049i,0.0087038-0.0069066i,0.017282-0.012697i
-0.03137+0.086571i,0.15295+0.19837i,0.25511+0.18954i,0.23056+0.11222i,0.23808+0.054952i,0.22944+0.0004323i,0.14723-0.022159i,0.095809+0.01331i,0.097284+0.043495i,0.080866+0.035943i,0.049116+0.020121i,0.037854+0.0044215i,0.026433-0.01491i,-0.0041187-0.022213i,-0.026304-0.016256i,-0.031865-0.013697i,-0.032173-0.014005i,-0.025374-0.013287i,-0.016677-0.010241i,-0.0067202-0.0066873i,0.0024647-0.0083191i,-0.0025563-0.0078354i,-0.01068+0.0029882i
-0.05323-0.21805i,-0.1978-0.14344i,-0.19313+0.024611i,-0.087854+0.083412i,-0.058119+0.015271i,-0.073322-0.031676i,-0.049382-0.039827i,-0.045381-0.068138i,-0.074433-0.080909i,-0.072343-0.04576i,-0.029337-0.0031945i,0.0069459+0.015635i,0.017886+0.016516i,0.019294+0.0096798i,0.021376+0.0027068i,0.028122-0.0065915i,0.029517-0.022239i,0.015198-0.032098i,-0.0045907-0.031147i,-0.018731-0.02373i,-0.021018-0.01527i,-0.011156-0.016218i,-0.0041706-0.022141i
0.40699+0.22794i,0.50369+0.15831i,0.37516+0.07998i,0.22445+0.087392i,0.18228+0.11201i,0.15269+0.090053i,0.11067+0.071126i,0.1074+0.070827i,0.11056+0.069759i,0.088151+0.052499i,0.037437+0.024403i,-0.016332+0.011655i,-0.037112+0.016746i,-0.03034+0.018232i,-0.024217+0.011171i,-0.024944+0.012419i,-0.028033+0.023594i,-0.027729+0.031432i,-0.018855+0.035601i,-0.0056238+0.034966i,0.00057549+0.03085i,0.0019546+0.033519i,0.0083333+0.035858i
-0.53274+0.20709i,-0.58664+0.31151i,-0.40947+0.23646i,-0.20954+0.066584i,-0.10654-0.055713i,-0.047339-0.11412i,-0.029175-0.12674i,-0.044005-0.10525i,-0.058922-0.080964i,-0.056492-0.057543i,-0.023875-0.035124i,0.014671-0.022347i,0.034947-0.02012i,0.036976-0.023665i,0.022781-0.023954i,0.0091475-0.021769i,0.0096009-0.019876i,0.01938-0.016073i,0.023482-0.018437i,0.014402-0.024187i,0.005766-0.023998i,0.0034427-0.025523i,-0.00065065-0.024008i
0.13904-0.45789i,0.077301-0.50036i,-0.012515-0.30543i,-0.043856-0.065012i,-0.022656+0.098421i,0.0049826+0.17721i,0.02904+0.16104i,0.038843+0.11422i,0.043819+0.08085i,0.042607+0.039076i,0.0085765+0.010135i,-0.030914+0.018786i,-0.040146+0.031475i,-0.029435+0.025927i,-0.0098479+0.015204i,0.0093054+0.012965i,0.021105+0.012134i,0.022105+0.006717i,0.017624+0.0019189i,0.015915+0.00033392i,0.016207+0.0053015i,0.021303+0.011451i,0.022646+0.007844i
0.21092+0.352i,0.23873+0.31406i,0.14519+0.12163i,0.025443-0.05035i,-0.028344-0.13233i,-0.033565-0.13378i,-0.028352-0.07919i,-0.010666-0.046276i,0.00021774-0.050709i,-0.0065782-0.037326i,0.0022287-0.021595i,0.011978-0.039903i,0.0014978-0.050384i,-0.0025738-0.03168i,0.0026982-0.012622i,0.0015149-0.0085337i,-0.0061051-0.014529i,-0.012618-0.022952i,-0.015343-0.024696i,-0.016626-0.019328i,-0.022456-0.015329i,-0.032977-0.0098588i,-0.033505+0.0021111i
-0.33427-0.064701i,-0.31745-0.082294i,-0.18618-0.072799i,-0.090251-0.018377i,-0.03367+0.064898i,0.020794+0.092454i,0.032215+0.052658i,-0.0092756+0.055301i,-0.026358+0.092152i,0.0016787+0.080551i,0.021932+0.045467i,0.021989+0.035358i,0.022859+0.035136i,0.021324+0.023399i,0.014713+0.0096628i,0.010584+0.007687i,0.0081914+0.018388i,0.0040406+0.032949i,0.002514+0.038619i,0.0063886+0.030813i,0.012171+0.019409i,0.017311+0.010458i,0.01555+0.0024601i
0.1785-0.28975i,0.1544-0.34179i,0.060583-0.29158i,0.012808-0.2143i,0.022089-0.16658i,0.021583-0.11618i,0.0278-0.058365i,0.048242-0.06834i,0.037949-0.09579i,0.01269-0.069596i,0.0031059-0.032124i,-0.0061469-0.019668i,-0.017698-0.011825i,-0.01483+0.0036014i,-0.0066382+0.01242i,-0.007126+0.012896i,-0.0082539+0.012378i,-0.0014653+0.0087794i,0.0090452+0.0015632i,0.013871-0.004626i,0.0092828-0.0064201i,0.0013639-0.0011982i,-0.00036218+0.0046095i
0.13693+0.27605i,0.17745+0.34731i,0.18594+0.28503i,0.13389+0.15919i,0.025874+0.080205i,-0.053047+0.030356i,-0.085086+0.0034514i,-0.094352+0.038283i,-0.070136+0.082808i,-0.026905+0.072692i,-0.00061909+0.028704i,0.0093371-0.0057716i,0.011881-0.024562i,0.003617-0.029349i,-0.0026168-0.016302i,0.0057722-0.0025164i,0.014952-0.00046116i,0.011509-0.0019473i,-0.0021816+0.0011006i,-0.013674+0.0076391i,-0.012361+0.0085384i,-0.0070809+7.2083e-05i,-0.0060981-0.0064044i
-0.24524-0.041386i,-0.29099-0.038505i,-0.17868+0.012309i,0.01033+0.023058i,0.12163-0.025295i,0.14551-0.025376i,0.14784-0.015026i,0.12124-0.0568i,0.056914-0.081031i,0.00099362-0.04985i,-0.016186-0.0014881i,-0.0040799+0.027895i,0.0096314+0.033423i,0.014179+0.029877i,0.012221+0.018222i,0.00080146+0.0061357i,-0.014976-0.00020226i,-0.023982-0.0041099i,-0.019183-0.0040102i,-0.0065936-0.0050691i,-0.00065535-0.0099612i,-0.0013849-0.011726i,-0.00093667-0.0083328i
0.25816-0.11043i,0.42112-0.1464i,0.4057-0.14113i,0.21573-0.082613i,0.019455-0.011694i,-0.084823+0.026931i,-0.10203+0.039555i,-0.085647+0.046206i,-0.060471+0.044983i,-0.025806+0.0283i,-0.0051648+0.0012958i,-0.014479-0.012283i,-0.026338-0.0074031i,-0.027676-0.0028027i,-0.022915+0.00014893i,-0.012925+0.0019107i,-0.0043562+0.0029526i,-0.00095367+0.011951i,-0.0014102+0.023274i,-0.0023395+0.027232i,0.00054492+0.026633i,0.0051+0.022388i,0.0068712+0.013847i
-0.11257+0.21064i,-0.19077+0.30664i,-0.16384+0.26651i,-0.038641+0.14928i,0.09505+0.069257i,0.16555+0.028313i,0.1638+0.002232i,0.14139-0.014898i,0.11049-0.029242i,0.059281-0.024513i,0.02661+0.00079096i,0.025444+0.0090243i,0.025197+0.00071439i,0.01966-0.0048222i,0.010687-0.0098959i,0.00031467-0.0090415i,-0.0013604-0.0054633i,0.0043077-0.012131i,0.0094675-0.022436i,0.0096182-0.025593i,0.0038528-0.02178i,-0.0021187-0.017446i,-0.005603-0.012826i
-0.050266-0.23531i,-0.11104-0.38503i,-0.18004-0.35967i,-0.2179-0.17811i,-0.19267-0.033011i,-0.1472+0.007011i,-0.11719+0.02138i,-0.10512+0.026168i,-0.099008+0.016977i,-0.066234+0.0073157i,-0.031083-0.0064252i,-0.022221-0.00543i,-0.01516+0.007186i,-0.0026714+0.0094218i,0.0070842+0.010376i,0.012871+0.010575i,0.013961+0.0029558i,0.0086624-0.0074827i,-0.003923-0.013443i,-0.011593-0.0080396i,-0.0057872+0.00066527i,0.006392+0.004902i,0.012557+0.0069829i
0.12833+0.20325i,0.18278+0.3617i,0.17547+0.42419i,0.17055+0.32296i,0.18287+0.16776i,0.16722+0.070375i,0.13512+0.031172i,0.12854+0.011858i,0.11922-0.012124i,0.071278-0.021222i,0.023676-0.0084618i,-0.0029131-0.0023232i,-0.021149+0.00061917i,-0.02402+0.0079614i,-0.016337+0.0064212i,-0.012312-2.3048e-05i,-0.012933-0.0030643i,-0.017225-0.0024547i,-0.017228+0.00076975i,-0.009632-0.00076436i,-0.0073079-0.0043924i,-0.012976-0.0018056i,-0.015094+0.0031432i
-0.22916-0.053384i,-0.34723-0.063332i,-0.36361-0.038825i,-0.30302+0.015422i,-0.23372+0.029148i,-0.17785+0.016185i,-0.14419+0.018615i,-0.14214+0.024174i,-0.12835+0.033467i,-0.072739+0.03502i,-0.021001+0.014385i,0.00025599-0.0090232i,0.005408-0.019747i,0.0047355-0.0161i,0.0070612-0.0052634i,0.011113+0.0031383i,0.011983+0.012344i,0.014848+0.022146i,0.015678+0.023449i,0.008479+0.018532i,0.0033063+0.012518i,0.0078733+0.0047219i,0.014558-0.0017796i
0.25524-0.1245i,0.41663-0.16631i,0.48381-0.17204i,0.37978-0.16952i,0.21072-0.11382i,0.10985-0.022278i,0.078524+0.0076872i,0.068982+0.00068169i,0.062314+0.0046083i,0.032049+0.01145i,-0.0048339+0.02093i,-0.012208+0.025519i,-0.0064083+0.020908i,-0.0034376+0.017852i,-0.0014635+0.014449i,-0.00070704+0.006469i,0.00033028-9.8893e-05i,0.0045513-0.0038306i,0.011402-0.006789i,0.010294-0.0078337i,0.00093351-0.0040666i,-0.0071997+0.0032951i,-0.012388+0.0081966i
-0.066231+0.21015i,-0.14704+0.20902i,-0.24573+0.11495i,-0.25259+0.048936i,-0.16562+0.031215i,-0.087938-0.0015507i,-0.064516-0.016468i,-0.068258-0.014849i,-0.068658-0.015111i,-0.042194-0.019297i,-0.0091793-0.034283i,-0.00063155-0.041027i,-0.0032934-0.032978i,-0.0037646-0.02262i,-0.0052913-0.0088334i,-0.0031464+0.0050952i,0.0022356+0.0060595i,0.0048829-0.0050549i,0.003822-0.013417i,0.003229-0.013393i,0.0047827-0.013174i,0.004834-0.017255i,0.003647-0.020573i
-0.17383-0.19811i,-0.147-0.28033i,-0.063456-0.33567i,-0.045133-0.27924i,-0.056912-0.1055i,-0.030152+0.018671i,-0.0084812+0.026188i,0.01016+0.016491i,0.034722+0.019936i,0.030717+0.020034i,0.012655+0.02622i,0.009549+0.023551i,0.0040364+0.010114i,-0.010221+0.0033846i,-0.017671-0.00069975i,-0.021099-0.0051098i,-0.026195-0.0025526i,-0.027897+0.0070662i,-0.022218+0.015708i,-0.010391+0.017794i,-8.56e-05+0.015196i,0.004329+0.013831i,0.0025839+0.015446i
0.19498-0.017077i,0.10578+0.10123i,-0.010454+0.26264i,-0.0022939+0.24446i,0.042492+0.057583i,0.037942-0.072327i,0.034338-0.099569i,0.016931-0.11335i,-0.030636-0.10984i,-0.051256-0.075841i,-0.035762-0.047292i,-0.016497-0.030636i,-0.0004236-0.020132i,0.0085939-0.013911i,0.010851-0.0051724i,0.01204+0.0044395i,0.011669+0.0084119i,0.0089857+0.0069435i,0.0052829+0.0009406i,-0.0020267-0.0087458i,-0.010344-0.01387i,-0.013488-0.012227i,-0.012039-0.011774i
-0.026301+0.23197i,0.035198+0.14051i,0.076231-0.011866i,0.067595-0.025675i,0.050421+0.065473i,0.030508+0.11627i,0.0083779+0.1175i,0.015057+0.10535i,0.031845+0.075044i,0.032618+0.038522i,0.025565+0.015904i,0.015042+0.007452i,0.0015119+0.011155i,-0.0059193+0.016699i,-0.0071423+0.012163i,-0.0073232+0.0044597i,-0.0051521+0.0007594i,-0.0011593+3.8534e-05i,0.0028248+0.0025814i,0.0076252+0.0058608i,0.014142+0.0041845i,0.017347+0.0010347i,0.015978+0.0043493i
-0.16218-0.13258i,-0.061765+0.0042573i,0.13473+0.14201i,0.20681+0.077488i,0.11375-0.079554i,0.046337-0.14089i,0.050546-0.16074i,0.021902-0.17516i,-0.01473-0.13682i,-0.011946-0.076181i,-0.00029598-0.034869i,0.0071429-0.014946i,0.016553-0.019025i,0.019823-0.032719i,0.013845-0.03216i,0.0060471-0.021809i,0.0016279-0.014587i,-0.00015541-0.01292i,-0.0035665-0.0155i,-0.010903-0.013756i,-0.014636-0.0034325i,-0.0089382+0.0048533i,-0.0021927+0.0013841i
0.25257-0.14989i,0.15046-0.2796i,-0.045217-0.34031i,-0.11797-0.22198i,-0.053433-0.026511i,-0.00083614+0.085155i,0.017656+0.14749i,0.053085+0.17875i,0.06803+0.14478i,0.045143+0.079988i,0.016034+0.029156i,-0.0042329+0.011323i,-0.010017+0.017826i,-0.0068369+0.021353i,-0.0021609+0.013091i,-0.00066745+0.0030693i,-0.0073562-0.00020323i,-0.018177+0.0067765i,-0.020131+0.01983i,-0.0078804+0.023908i,0.0026086+0.012662i,0.0030956+0.0015834i,0.004325-0.00091042i
-0.054784+0.31327i,0.041162+0.34432i,0.16355+0.26146i,0.1605+0.1227i,0.059777+0.0086613i,0.011273-0.050456i,-0.0011084-0.09897i,-0.027115-0.13052i,-0.029515-0.12022i,-0.015534-0.086336i,-0.0061375-0.046367i,0.0029909-0.023967i,0.0012435-0.024217i,-0.008396-0.021745i,-0.012496-0.0085222i,-0.0070843+0.0033598i,0.0046123+0.0057436i,0.018046-0.00091891i,0.022559-0.010773i,0.013753-0.013589i,0.0052604-0.007921i,0.0021491-0.0045853i,-0.0047313-0.0048661i
-0.26674-0.22382i,-0.42336-0.18995i,-0.53611-0.027392i,-0.44726+0.13191i,-0.22169+0.16696i,-0.075304+0.14027i,0.00061547+0.15398i,0.064505+0.16669i,0.075603+0.13751i,0.052143+0.092649i,0.025419+0.046025i,-0.0018315+0.020612i,-0.007904+0.021618i,0.0010596+0.023573i,0.0060896+0.013497i,0.0030936-0.00040895i,-0.0039076-0.0044935i,-0.0063555+0.0026014i,0.0012869+0.0099686i,0.012743+0.0098699i,0.014514+0.0058989i,0.0068164+0.0061019i,0.0037674+0.009006i
0.35762-0.015099i,0.49684-0.012285i,0.54487-0.062941i,0.41656-0.12473i,0.21071-0.10854i,0.085578-0.051974i,0.017118-0.049056i,-0.033873-0.077246i,-0.046266-0.082108i,-0.035827-0.052809i,-0.012244-0.020862i,0.0097409-0.017775i,0.01054-0.02201i,0.006319-0.016637i,0.0041927-0.0080872i,0.0041419-0.0019528i,0.0054961-0.0072643i,0.00040419-0.021796i,-0.01172-0.030564i,-0.020598-0.02542i,-0.018098-0.013385i,-0.010484-0.0056678i,-0.0065687+1.6712e-05i
-0.17057+0.2671i,-0.28709+0.32207i,-0.33741+0.37619i,-0.23686+0.35979i,-0.10302+0.22279i,-0.058985+0.097186i,-0.032727+0.075259i,-0.002425+0.092642i,0.0094905+0.098725i,0.023428+0.070711i,0.02112+0.024113i,0.0049377+0.010561i,0.0033511+0.013922i,0.0033351+0.0044209i,-0.0042684-0.005505i,-0.011965-0.0054868i,-0.018309+0.0065714i,-0.019982+0.021336i,-0.014632+0.026179i,-0.0063632+0.01777i,-0.0007816+0.0052765i,0.0021274-0.00010461i,0.0066271-0.0033562i
-0.067587-0.25392i,0.082742-0.41701i,0.19286-0.59618i,0.11343-0.58902i,0.015483-0.33544i,0.03623-0.10749i,0.04315-0.054474i,0.0065149-0.072214i,-0.01934-0.078505i,-0.027837-0.054188i,-0.013498-0.026931i,-0.0024962-0.02672i,-0.0084516-0.029804i,-0.010804-0.02348i,-0.0048849-0.015154i,0.0069797-0.0076985i,0.019837-0.0083474i,0.023127-0.011886i,0.013314-0.0076428i,0.0019736+0.0023418i,-0.0012378+0.005714i,-0.0014858-0.0025213i,-0.0074466-0.0086312i
0.14665+0.031514i,0.018856+0.23572i,-0.064388+0.47031i,-0.0047558+0.46047i,0.0023826+0.21829i,-0.093062+0.054938i,-0.12091+0.054394i,-0.079444+0.086182i,-0.035339+0.08815i,-0.0053796+0.053694i,0.0018038+0.018086i,0.0056158+0.0085601i,0.0078461+0.0091749i,0.00079938+0.012346i,-0.0049117+0.011488i,-0.0089155+0.0075519i,-0.010075+0.011338i,-0.002322+0.017354i,0.0079798+0.014985i,0.010515+0.0087949i,0.0060636+0.0064534i,0.0038493+0.0071448i,0.0074659+0.003998i
-0.020674+0.10472i,-0.02764-0.16615i,-0.12308-0.45858i,-0.2172-0.44533i,-0.13737-0.20502i,0.023868-0.058111i,0.079939-0.060884i,0.057723-0.093921i,0.017503-0.095482i,-0.015344-0.05384i,-0.015885-0.0068618i,-0.0085603+0.0083971i,-0.0074521+0.0059556i,0.00075061-0.0016041i,0.0098493-0.011445i,0.0142-0.020525i,0.012169-0.032375i,0.0008586-0.04075i,-0.0077211-0.035832i,-0.0041134-0.021888i,0.0014346-0.011334i,-0.00056786-0.0059668i,-0.0083994+0.0027589i
-0.14371+0.013369i,0.016494+0.29577i,0.28064+0.53771i,0.39125+0.4592i,0.22586+0.19945i,-0.018555+0.075981i,-0.10204+0.10167i,-0.065568+0.11622i,-0.028166+0.079585i,-0.0066651+0.031135i,0.0033452-0.0048176i,0.0059376-0.017268i,0.0072214-0.011015i,0.0062861-0.00046565i,0.0012235+0.007557i,-0.0070609+0.020086i,-0.0090925+0.035125i,-0.0029688+0.038333i,0.0031321+0.024844i,0.0029689+0.0071185i,0.0033879-0.0016969i,0.011513-0.0026821i,0.020189-0.0071626i
0.12096-0.23499i,-0.10214-0.40296i,-0.3755-0.47647i,-0.43322-0.34224i,-0.2353-0.12682i,0.005547-0.061083i,0.09157-0.11831i,0.069557-0.14038i,0.046425-0.1068i,0.032116-0.054246i,0.028083-0.0061242i,0.0286+0.010801i,0.020421+0.0022353i,0.011153-0.011764i,0.0054884-0.019858i,0.0035651-0.023896i,-5.8695e-05-0.025744i,-0.0076583-0.017565i,-0.012614-0.0010121i,-0.011383+0.0083431i,-0.0067557+0.0078355i,-0.004773+0.005901i,-0.0053123+0.0099594i
0.13877+0.30614i,0.392+0.34354i,0.6348+0.29788i,0.63193+0.16429i,0.35053+0.024111i,0.052746+0.019419i,-0.051297+0.097406i,-0.039684+0.12088i,-0.026504+0.08548i,-0.019266+0.035891i,-0.023614-0.0034779i,-0.033044-0.011151i,-0.02795+0.0015968i,-0.016185+0.014832i,-0.0056168+0.025074i,0.0046708+0.032199i,0.014755+0.031127i,0.020969+0.018095i,0.015094+0.0025318i,0.00084078-0.002334i,-0.0079243+0.0014828i,-0.0067085+0.0021413i,-0.0035247-0.0070947i
-0.36305-0.11286i,-0.58105-0.079437i,-0.75829-0.015302i,-0.70859+0.073847i,-0.39372+0.10872i,-0.096743+0.011808i,-0.0013363-0.10352i,0.01094-0.12557i,0.032898-0.095859i,0.038465-0.057695i,0.034956-0.022676i,0.031725-0.01215i,0.016488-0.014338i,0.0018783-0.014104i,-0.0043667-0.018036i,-0.012029-0.024385i,-0.021925-0.02425i,-0.022459-0.014983i,-0.0090395-0.0024132i,0.0053709+0.0040854i,0.0098386+0.0047642i,0.0048531+0.0050833i,-0.0002313+0.0094178i
0.32797-0.1631i,0.49564-0.19104i,0.65483-0.18167i,0.63421-0.19967i,0.36794-0.18653i,0.1096-0.06446i,0.023647+0.066297i,0.0052128+0.11289i,-0.0073365+0.10235i,-0.0034776+0.067228i,-0.0059048+0.037162i,-0.0083643+0.027331i,0.00098358+0.020064i,0.0095458+0.016555i,0.014232+0.019552i,0.016253+0.020826i,0.014254+0.018237i,0.0077699+0.010151i,-0.0015278+0.002625i,-0.0057215+0.001187i,-0.0047902+0.0029687i,-0.0014816+0.0050661i,0.00098071+0.001644i
-0.065846+0.313i,-0.22371+0.37512i,-0.45958+0.38715i,-0.53269+0.38373i,-0.33988+0.30047i,-0.1284+0.12056i,-0.050512-0.025233i,-0.017473-0.073083i,0.0052327-0.063426i,0.0053985-0.030976i,0.0056864-0.011872i,0.0054617-0.011144i,-0.001064-0.009934i,-0.0090429-0.011354i,-0.018435-0.015005i,-0.024418-0.012479i,-0.0225-0.0065169i,-0.014479-0.0017827i,-0.0046394-0.00080476i,0.00080127-0.0058881i,-0.00044844-0.01075i,-0.0040862-0.0086098i,-0.0042333-9.453e-05i
-0.15223-0.20072i,0.011621-0.31564i,0.29853-0.4425i,0.41534-0.50491i,0.27806-0.4107i,0.13445-0.20783i,0.083257-0.046271i,0.037953+0.03275i,0.0014034+0.055248i,-0.0018705+0.036381i,0.0028967+0.013i,0.002824+0.0031583i,-0.00018999-0.0029011i,-0.0019345-0.0034505i,0.0028429+0.0014496i,0.010757+0.0019676i,0.015226-0.0021029i,0.016382-0.0050374i,0.012494-0.0069047i,0.0024403-0.0070048i,-0.0034363-0.0045557i,-0.00087407-0.0039087i,0.0033905-0.0090005i
0.15669-0.039203i,-0.00044831+0.10494i,-0.27463+0.34199i,-0.39456+0.49032i,-0.26888+0.43722i,-0.1035+0.25348i,-0.027223+0.078994i,-0.0014425-0.017357i,0.0062539-0.033576i,0.0026141-0.0083152i,-0.0017755+0.009089i,-0.0049735+0.0090153i,-0.0027835+0.0048651i,-0.00038923-0.00078515i,-0.0056409-0.0059322i,-0.012201-0.0060671i,-0.01666-0.0039449i,-0.017298-0.00015946i,-0.012593+0.0058226i,-0.0063544+0.0093487i,-0.0029284+0.0064049i,-0.003161+0.0020625i,-0.0026298+0.0028783i
0.012419+0.14248i,0.091906-0.039695i,0.21417-0.35823i,0.26262-0.55537i,0.17363-0.50266i,0.056177-0.30205i,0.0073177-0.11001i,-0.0097997-0.010887i,-0.029005+0.017073i,-0.031398+0.012953i,-0.023804-0.0015965i,-0.018323-0.0054648i,-0.013117+0.0027332i,-0.006954+0.0096922i,0.00048918+0.0091443i,0.0052241+0.0029832i,0.0059468-0.0031794i,0.0069316-0.0077739i,0.0061322-0.0093928i,0.0030012-0.0063192i,0.0013009-0.0026154i,0.0012773-0.0023923i,0.00077782-0.005287i
-0.17255-0.020859i,-0.17873+0.18855i,-0.1551+0.4953i,-0.11546+0.65587i,-0.026176+0.55785i,0.056961+0.32733i,0.066932+0.12637i,0.04587+0.015663i,0.032311-0.025667i,0.0226-0.021381i,0.019879-0.0032761i,0.018525+2.4546e-05i,0.01416-0.0080409i,0.0086456-0.01909i,0.00081209-0.022332i,-0.0030502-0.011302i,-0.0022911+0.002525i,-0.0010225+0.012599i,0.0032673+0.016162i,0.010165+0.01056i,0.011028+0.0012534i,0.004204-0.0026563i,-0.0013751+0.002905i
0.15547-0.18144i,0.13049-0.35286i,0.095447-0.56163i,0.078012-0.66445i,0.0077275-0.53376i,-0.06449-0.2633i,-0.058073-0.053991i,-0.028344+0.020855i,-0.023303+0.024542i,-0.021916+0.012118i,-0.016803+0.00037662i,-0.012676-0.0029662i,-0.006949+0.0029521i,0.0018945+0.010308i,0.0097548+0.010793i,0.010633+0.0052303i,0.0086569-0.0032558i,0.0054676-0.011764i,-0.0002728-0.01508i,-0.0046022-0.011519i,-0.0035954-0.0043835i,0.0025424+0.00052051i,0.0075485-0.0027312i
0.067915+0.24474i,0.14882+0.3404i,0.17265+0.45281i,0.12991+0.52765i,0.10993+0.42894i,0.10347+0.2127i,0.070752+0.053747i,0.047917-0.0066172i,0.038918-0.026905i,0.023084-0.028363i,0.014118-0.01919i,0.011161-0.015867i,0.0014064-0.014534i,-0.0089275-0.011831i,-0.011075-0.0088213i,-0.0062157-0.0058534i,-0.0020312-0.0026368i,-0.002383+0.0023347i,-0.0021876+0.0058636i,1.4169e-05+0.0045141i,0.00033804+0.00090343i,-0.001418+0.0017348i,-0.0013484+0.0069344i
-0.25172-0.10578i,-0.33363-0.17068i,-0.31527-0.3155i,-0.22476-0.4367i,-0.13872-0.35048i,-0.0774-0.14307i,-0.036002-0.0070814i,-0.018095+0.028686i,-0.011613+0.023899i,-0.0092795+0.011462i,-0.010384+0.0057011i,-0.0094224+0.0050149i,-0.0036105+0.0049327i,0.0073222+0.0065363i,0.013121+0.0055802i,0.0069233+0.0027226i,-0.00041673+0.0010484i,-0.0022716+0.00037416i,-0.0039463+0.00024695i,-0.0063177+0.0013873i,-0.0042302+0.0029578i,-0.00051811-0.00040688i,-0.00015375-0.0075513i
0.20779-0.1133i,0.23937-0.038607i,0.2078+0.19705i,0.14137+0.41067i,0.060703+0.38223i,-0.002539+0.199i,-0.022111+0.063607i,-0.0014927+0.010375i,0.019972-0.0041683i,0.019242-0.0021966i,0.0096197-9.2151e-05i,0.0030177-0.0038134i,-0.0017322-0.0065094i,-0.0052412-0.0047728i,-0.0064834-0.0032895i,-0.0062446-0.0024329i,-0.00548+0.00069796i,-0.0046954+0.0052548i,-0.0009659+0.0088106i,0.0025238+0.0087004i,0.0022243+0.0052995i,0.0010577+0.0032822i,0.0018161+0.006134i
0.0028877+0.22295i,-0.026367+0.18085i,-0.081602-0.024519i,-0.094325-0.24729i,-0.044643-0.29909i,-0.0070097-0.18647i,-0.010919-0.058877i,-0.021475+0.010003i,-0.018023+0.027976i,-0.0061589+0.021698i,0.0025964+0.013203i,0.0077111+0.0075626i,0.009644+0.0019607i,0.0078526-0.0016402i,0.0042854-0.00054798i,0.0020057+0.0021346i,0.005457+0.0019314i,0.0098423-0.0033282i,0.0075168-0.009435i,0.0026272-0.0080291i,8.0539e-06-0.0016988i,-0.0020841+0.002318i,-0.0048712+0.0024292i
-0.1618-0.10067i,-0.095987-0.053837i,0.060464+0.11535i,0.14321+0.30994i,0.096408+0.35491i,0.028182+0.2352i,0.0024727+0.095144i,0.0061592+0.02471i,0.016233+0.0068617i,0.015799+0.0019131i,0.0092368-0.002757i,0.0035136-0.0050445i,-0.0020536-0.0052416i,-0.0076874-0.004612i,-0.0095232-0.0036186i,-0.0067393-0.0019996i,-0.0062561+0.00099856i,-0.0098559+0.0042084i,-0.009631+0.0049389i,-0.0049953+0.0028161i,-0.00098654-0.0010237i,0.00073558-0.0039529i,0.0020476-0.0038904i
