-0.0049351-0.000569i,-0.0040426-0.00023577i,-0.0036459+0.0031255i,-0.0024007+0.0045934i,-0.00072006+0.0027343i,-0.00025486+0.00037644i,-0.0005312-0.00045747i,0.00018724+2.2114e-05i,0.00091478+0.00025951i,0.00087802+0.00036311i,0.00035786+0.00025183i,-2.9506e-05-0.0002066i,-9.1699e-05-0.00048239i,-2.254e-05-0.00083689i,0.00035479-0.0012504i,0.00057358-0.00051771i,0.00028403+0.00029234i,0.00014727+0.0002395i,0.00023949+0.00068841i,-0.00017804+0.00053384i,-0.00072948+0.00042601i,-0.00085389-0.00019424i,-3.585e-05-0.00045877i
0.00079719+0.001782i,-0.00024236+0.0019473i,-0.0007268+0.001344i,0.00022737-0.00038549i,0.00034502-0.0011651i,-0.00083944-0.0017499i,-0.0012763-0.0012308i,-0.001397-0.00049875i,-0.00073695-0.00048875i,0.00020731-0.00043917i,-0.00028145-0.00014085i,-0.001043+0.00036983i,-0.00076831-1.8172e-05i,-0.0002655-0.0010343i,-4.7446e-05-0.0010768i,0.00032299-0.00087398i,0.00061849-0.00091078i,4.7228e-06-0.0007019i,0.00019362-0.00023403i,0.00091215+0.00048894i,0.00072569+0.00027907i,0.00032546+0.00010782i,0.00038602+0.00074942i
0.00021101+0.00021412i,0.00038785+0.00050459i,-0.00068868+0.00080159i,-0.0015703+0.00068944i,-0.0012555-0.0004712i,-0.00035369-0.0016387i,-0.00036717-0.0017634i,-0.00034205-0.0014343i,-3.6353e-05-0.00094723i,-3.9158e-05-0.00065757i,2.2242e-05-0.0004443i,0.00052673+0.00018746i,0.00095464+0.00088628i,0.00067306+0.0010671i,0.00014315+0.0007083i,6.5524e-05+0.00018444i,0.00013354-0.00031191i,0.00022482-0.00076403i,-8.1905e-05-0.00069441i,-0.00023935-0.00027709i,6.9443e-05-0.00034168i,0.00026801-0.0006908i,0.00042919-0.00063617i
0.00059212-0.00052096i,0.0009597-0.00086043i,0.0013482-0.00096979i,0.0006305-0.0005529i,-0.00015616+0.00013593i,-0.00064649-0.00014705i,-0.0012262-0.00019103i,-0.00082288-0.00036688i,-0.00012237-0.00056913i,0.00024649-0.00087977i,0.00027441-0.00071155i,-0.00049226+0.00048052i,-0.00087025+0.00071026i,5.3409e-05-0.00010442i,0.00065123+0.00025573i,0.00099363+0.00073076i,0.0011221+0.0005398i,0.00043621+0.00048183i,0.00018268+0.00062432i,-0.00032854+0.00023382i,-0.00044415-0.00071022i,-0.00031593-0.00040023i,-0.00034168+6.9206e-05i
0.00033474-0.00013416i,0.001079+0.00016483i,0.0010796-0.00017842i,0.00047508-0.00027136i,0.0006534-0.000224i,0.00074152-0.00062i,0.00039336-0.0004399i,3.9733e-05+1.102e-05i,0.00013955+0.00037347i,0.00030764+0.00048441i,-0.00017507+0.00037278i,0.00018934+8.3393e-05i,0.00027681-3.943e-05i,-3.4062e-05-5.8714e-07i,0.0002282+0.00022981i,0.00039006+0.00046196i,0.0006179+2.6302e-05i,0.00017583-0.00045884i,0.00018046-0.00055932i,0.0011121-1.253e-05i,0.00093081+0.00021052i,0.00027363-7.0245e-05i,-6.5597e-05-0.00068811i
0.0031966+0.00086223i,0.001761+0.0010641i,-0.00064461+0.00055501i,-0.0012402-0.00018981i,-0.0011848-0.00072656i,-0.00092738-0.00019566i,-0.00025104+0.00018421i,0.00061653+0.00024042i,0.00073508+0.00026259i,-0.00030278+0.00043645i,5.1398e-05+0.00067876i,0.00069217+0.0010128i,0.00011624+0.0012763i,0.00057241+0.0013414i,0.00045772+0.0010558i,-0.00029522+0.00014082i,0.00029182+8.0449e-05i,0.00080865+0.00042949i,0.00076534+0.00014277i,0.0010326+0.00025924i,0.0014042+0.00027772i,0.0010455-0.00011736i,0.00022957-0.00024387i
0.0020323+0.00079292i,0.0014528+0.00061031i,0.00067006-0.0003035i,-3.9785e-05-0.00051794i,-0.001077-0.00085115i,-0.0016539-0.0005677i,-0.0011447-0.00051325i,-0.00047509-0.00066775i,-0.00084136-0.00034356i,-0.001338-0.00015228i,-0.00052933+9.4519e-05i,-0.00033076+0.00063828i,-0.00059915+0.00022005i,-0.00030115+0.00056627i,-0.0005014+0.00050777i,-0.0013925-0.00034215i,-0.0013735-0.00050085i,8.9779e-07+7.191e-05i,0.00086145+0.0009016i,0.00042495+0.00093393i,-0.00026078+0.00043809i,-0.00015085-9.7879e-05i,-0.00016439-5.4599e-05i
-0.0021027-0.0016931i,-0.0026667-0.0016158i,-0.0039783+4.5218e-05i,-0.0032773+0.00051805i,-0.00097604+0.0007643i,0.00015113+0.00068732i,0.00014934+0.0005028i,0.00019102+0.0003873i,0.0003272-0.00025719i,-0.00029648-0.00072414i,-0.00088609+0.00016573i,-0.00085332+0.0010012i,-0.00042616-0.00011964i,-0.00083845-0.0009998i,-0.0011415-0.00084926i,-0.00067509-0.00015463i,-0.00081431+0.00072184i,-0.00087003+0.00070368i,-0.00023186-7.3159e-05i,0.000223-0.00030713i,0.0003122-7.2534e-05i,0.00054207-0.000296i,0.00013739-0.00025443i
0.0013093-0.0023454i,0.00070812-0.0035283i,0.00034921-0.0025415i,-0.00025177-0.0012375i,-0.0015718-0.00062126i,-0.0016659-0.00044116i,-0.00070424-0.00043352i,-0.00031319-0.00052746i,-0.0006832-0.00042179i,-4.4182e-05+0.00011438i,0.00034657+0.00012646i,-0.0002349-0.0002268i,-0.00034103-0.00061i,0.0002283-0.00072013i,0.00090864-0.00013195i,0.00056206+0.00049856i,-0.00025164+2.3842e-05i,-0.00018492+5.1338e-05i,0.00025452+0.00022094i,-4.9997e-05-8.0569e-05i,-0.00050716-0.00073843i,-0.00035625-0.00092502i,-5.4666e-05-0.00042097i
0.0025025+0.00030657i,0.0015855+0.00066429i,-0.00067263+0.00017368i,-0.0021562-0.001114i,-0.0021912-0.001422i,-0.00043887-0.0011653i,0.00033105-0.0010332i,-0.00010901-0.00069012i,-9.5253e-05+0.00027818i,-0.000475+0.00078942i,-0.00049451+0.00061834i,-0.00024194+0.00098374i,-0.00038449+0.0014739i,-0.00025167+0.0015088i,0.00053941+0.00087422i,0.00079986+0.0008458i,0.00016128+0.00069115i,-0.00026032-0.00022145i,6.4535e-05-0.0005648i,0.00014138-0.00055965i,0.00018536-0.00046045i,-0.00019986-0.00013466i,-0.00073607+0.00056616i
0.00010225-0.00082725i,0.00030873-0.00072747i,-0.00087664+0.00075285i,-0.0018189+0.00053597i,-0.0018944-0.00048895i,-0.0020114-0.0014541i,-0.001772-0.0014625i,-0.00060255-0.00017258i,0.00069164+0.00069671i,0.00056433+0.00036576i,0.00045627+0.00020473i,0.00057772+0.00025854i,-0.0001305+0.00018591i,-0.00076084+0.00043155i,-0.00030232+6.4056e-05i,5.5358e-05+0.00020091i,-0.00026456+0.00034105i,0.00021057+4.065e-07i,0.00092815+3.7918e-06i,0.0006819+0.00010062i,-0.00023896+0.00053761i,-0.0006634+0.00032662i,-0.00058569-0.0004735i
-0.0010868-4.1384e-05i,-0.00074524-0.0005376i,-0.00057694-0.00036069i,-0.00074005-3.8694e-05i,-0.00076123+6.1657e-05i,-4.2564e-05-0.00025584i,-6.6566e-05-0.00039774i,0.00012375-0.00028263i,0.00027142-0.00031146i,-0.00033412-8.1759e-05i,-0.001017+7.2912e-05i,-0.00074066-0.00053667i,-0.00015011-0.00083358i,-4.7082e-05+0.00013811i,-0.00028046+0.00058567i,-8.5528e-05-0.00019618i,0.00027272-0.00039175i,0.00068021+0.0001558i,0.00039383+0.00047914i,-2.7593e-05-0.00020429i,0.00063373-0.00082497i,0.00072513-0.00042124i,0.00036714+0.00035204i
-0.00073468-0.0012275i,-0.0013926-0.00014598i,-0.0018429-0.00045174i,-0.0012496-0.001276i,-0.00030699-0.001033i,-0.00032792-0.00078477i,9.5268e-06-0.00075425i,-0.00017098-0.00016312i,-0.0008593-0.00013926i,-0.00082545-0.00086844i,-0.00059583-0.00065003i,-0.00024753+5.1946e-07i,0.00035228+6.5225e-05i,0.00064598-0.00010855i,0.00019955+0.00011706i,-0.00045371+0.00013347i,-0.00057912-3.6963e-05i,-8.174e-05-0.00029482i,0.00042802+0.00013915i,0.00025386+0.00044995i,-0.0001603+0.00016217i,-0.00041336+0.00016918i,-0.00018957+0.00038113i
0.0030193-0.0024089i,0.0020767-0.0032593i,0.00078774-0.0033095i,-0.00079207-0.002131i,-0.0021036-0.0010347i,-0.001812-9.238e-05i,-0.00050786+5.3274e-05i,0.0001306-0.00045857i,9.0509e-06-0.0008209i,-0.00015986-0.00041068i,-0.00064677+4.4264e-05i,-0.00096762+5.3989e-05i,-0.00054494+0.00031249i,0.00011261+0.00074891i,0.00042909+0.00046229i,0.0002597+0.00010837i,-5.18e-06+5.3961e-05i,-0.00012048-7.4262e-05i,6.9426e-05-1.1815e-05i,0.00015488-0.000201i,0.00018249+0.00015293i,0.0001093+0.00060084i,-3.2999e-05+0.00017398i
-0.00069524-0.00048275i,-0.00059036+0.00083627i,-0.00080012+0.0013677i,-0.00068292+0.001786i,0.000212+0.0011641i,0.00048718+0.00025565i,-0.00017551+0.0002193i,-0.00061541+0.00010612i,-0.00050447-0.00020304i,-0.00048406-0.00029726i,-4.8676e-05+0.00011265i,0.00021129+0.00022505i,-0.00044249+0.00056309i,-0.00056806+0.00067232i,-0.00020648+0.00013335i,-0.00031155-0.00048954i,-0.00065728-0.00038662i,-0.00045816+0.00023716i,-0.00018753+0.00032965i,0.00054005+0.00011729i,0.00060274+0.0003588i,-0.00051306+0.00025367i,-0.00090899-0.0001616i
-0.00030094-0.0018569i,-0.00026996-0.001256i,-0.0012339-0.0012072i,-0.0019116-0.00064231i,-0.0019082-0.00098903i,-0.00060712-0.0010867i,0.0011001-0.00071424i,0.0007811-0.00061536i,-0.00050551-0.00063767i,-0.0004002-0.00018563i,3.0949e-05+0.00061491i,-0.0001038+0.00087782i,-6.2253e-05+0.00049385i,0.00025112+0.00054699i,0.00021109+0.00076884i,0.00047688+0.00051296i,0.00037909+0.00070718i,-0.00015898+0.00070506i,9.5373e-05+0.00056021i,0.00039195+0.00030489i,4.2061e-05+7.6292e-05i,-0.00062531-0.00054273i,7.9117e-05-0.00091443i
0.00017609-0.0015707i,-6.4574e-05-0.00018511i,-0.00046192+0.00040875i,-0.0018801-0.00031533i,-0.0020245-0.0010561i,-0.0010438-0.0011337i,-0.00013809-0.00049092i,-0.00032576-0.00026772i,-0.0010984-0.00061305i,-0.00094786-0.00049761i,-0.00036431+0.00041045i,-0.00029247+0.0011671i,9.8307e-05+0.0010452i,0.00036943+0.00085331i,0.00014774+0.00074723i,0.00012263+0.00019339i,-0.00066394-0.00022391i,-0.001038-0.00026861i,-0.00049179-0.00055071i,-0.00020303-0.00047764i,0.00022493+0.00017745i,0.00029118+0.00031749i,0.00030895+0.0003067i
8.0866e-05+0.0019222i,0.00090244+0.0018025i,0.00066553+0.00098196i,-0.00020298-0.00010889i,-0.0002711-0.00053798i,-0.00025639-0.0010284i,-0.00013768-0.0014496i,-0.00035072-0.0012385i,-0.00073028-0.0004593i,-0.00056517+0.00021828i,-0.00029988+0.00012851i,-0.00012638-0.00023225i,-0.00020291+3.5513e-05i,-9.4864e-06+0.00024469i,0.00088557+8.3275e-05i,0.00096086+0.00055789i,8.7503e-05+0.00073539i,0.00034927-0.00012054i,0.00068419-0.00026788i,0.00028129+0.00022498i,0.00034739+0.00015836i,0.00061133+0.00030868i,4.9335e-05+0.00090105i
-0.0025475-9.9068e-05i,-0.0026953-0.00058i,-0.0020624+0.00043507i,-0.0015611+0.0012636i,-0.00097966+0.00039248i,0.0007047-0.00076742i,0.0011247-0.0012667i,0.00068852-0.0014129i,0.00075049-0.00083372i,0.00029758-0.00036599i,0.0002773+3.2641e-05i,0.0005493-0.00031391i,0.00044834-0.00092772i,0.00078421-0.00056522i,0.00012515+0.00023595i,-0.00073829+0.00024857i,-0.0010906-7.3695e-05i,-4.8698e-05-0.00048831i,0.0013926-0.00010183i,0.00094046+3.8444e-05i,-6.1175e-05-0.00045151i,0.00032984-0.00056196i,0.00034704+1.7174e-05i
0.00056959-0.0012696i,-5.3121e-05-0.00075987i,-0.002083-0.00026397i,-0.0024163-7.9466e-06i,-0.0014067-0.00028734i,-6.732e-05-0.00082491i,0.00051619-0.0010226i,0.00047595-0.00079933i,0.00085777+4.2366e-05i,-4.4482e-05+0.00066869i,-0.0014028+0.00043323i,-0.00074603+0.00041277i,-0.0002671+0.0010366i,1.692e-05+0.00050201i,0.00021954-0.00024668i,-0.00059149-0.00017558i,-0.0012141+0.0003244i,-0.00084865+0.00028142i,0.00034337-0.0003225i,0.00010582-0.00054017i,-0.00034736-0.00044263i,-9.1396e-05-0.00056993i,7.7329e-05-0.0012579i
-6.1947e-05-0.00011688i,-0.00043238-0.00023098i,-0.0013725-0.00027089i,-0.00089445+0.0002131i,-0.00026891-7.7062e-05i,-4.8511e-05-0.00077578i,-0.00053324-0.00089394i,-0.0005866-0.00013195i,-0.00030716+0.00019348i,-0.00025455-1.4333e-05i,-0.00039124+0.00065909i,-0.00042166+0.0010743i,-0.00013238+0.00058884i,5.1046e-05-0.00082358i,7.684e-05-0.0010236i,0.00018124-0.00018444i,0.00017222+0.00051343i,0.00013145+0.0011803i,-0.0002907+0.00081302i,-0.00010375+0.00022929i,-0.00050776+0.00016989i,-0.00058445-0.000445i,-0.00017763-0.00085462i
-0.0016449+0.00096478i,-0.0018469+0.0018664i,-0.0013942+0.0016961i,-0.00071675+0.00046706i,-0.00080573-0.00025023i,2.6786e-05-0.0013713i,0.00041418-0.002266i,-0.00024241-0.0018914i,-5.8909e-05-0.00073847i,0.00075468-2.639e-05i,0.00075963-0.00023029i,0.00010829-0.00021455i,-0.00025118-0.00014827i,-0.00047854-0.00055099i,0.00026041-0.00077742i,0.00066208-0.00062657i,0.0011287-6.5852e-05i,0.001023-7.6494e-05i,0.00010311-6.4873e-05i,-0.00034893+0.00063933i,-0.00012495+0.000697i,0.0002629+9.9114e-05i,0.00022383+0.00055254i
0.00085014-0.0011804i,0.0014178-0.00078446i,-0.0011929+0.00093021i,-0.0025438+0.0013266i,-0.00095186-0.00025413i,0.00016396-0.0015582i,-0.00040943-0.0013917i,-0.00070557-0.00040743i,-0.00076248+0.00057146i,-0.00066144+0.00025141i,1.3169e-05-8.6731e-05i,-0.00024636-0.00040606i,-0.00039677-0.00060132i,-0.00015099-0.00063493i,4.4079e-05-0.00042455i,-8.3465e-06+2.4241e-05i,0.00039891-2.0779e-05i,0.00049668+8.0585e-05i,0.00021843-2.9841e-05i,0.0001018-0.00019862i,0.00029367+0.00028289i,0.00074281-0.00031894i,0.00067847-0.00035483i
-0.0015954-0.0016071i,-0.0027438-0.0015076i,-0.0030791-0.00040475i,-0.0031705-0.00018071i,-0.0023857-0.00036395i,-0.00086413-3.1862e-05i,0.00029005-0.00023934i,0.00096917-0.00016973i,0.00060298+0.00068993i,-0.00035081+0.00023486i,-0.001148-4.1142e-05i,-0.0010236+0.00090011i,3.7559e-05+0.0010106i,-0.00010841+0.0002938i,-0.0007086+9.1084e-05i,-0.00049024-0.00024978i,-0.00034668-0.00023883i,-6.5141e-05+4.3273e-05i,0.0003092+0.00066985i,-0.00027959+0.00075366i,-0.00056608+0.00012268i,-0.00035878+8.4204e-05i,-0.00064474+0.00014711i
0.0017717+0.00040946i,0.0015622-0.00024025i,0.0011678-0.00019514i,4.3894e-06-0.00075857i,-0.0001365-0.0013188i,-0.00022006-0.0012489i,-0.00080133-0.00050827i,-0.0014015-4.4643e-05i,-0.00053+0.00018941i,0.00013174+0.00076293i,-0.00057347+0.00081265i,-0.0009126+0.00033422i,-0.00063372+0.00046817i,-0.00049947+0.00080029i,-0.00057613+0.00020884i,0.00045817-0.00052118i,0.0012909-0.0004922i,0.0010923-0.00024141i,0.00074613+0.00010345i,0.0005258+0.00042035i,-1.1167e-05+0.00082293i,-0.00045371+0.0004179i,-0.00029986+0.00014056i
-0.00013017+0.00034915i,-8.7886e-05+0.00038645i,-0.0004472+0.0005517i,-0.0010496+0.00050502i,-0.00035429-0.0003996i,0.00012795-0.0011381i,-4.5442e-06-0.0010658i,-0.00031343-0.00024761i,-0.00066713+0.00024281i,-0.00062038+0.00052719i,-0.00020776+0.00062271i,0.00042412+0.00047562i,-5.741e-05+0.00013749i,-6.9351e-05+0.00059548i,-0.00062563+0.00085374i,-0.0007238+0.0004602i,0.00045757+0.00027794i,0.0010497-0.00010155i,0.0010028-0.00092936i,0.00072219-0.0012313i,0.00047727-0.0013223i,0.00029011-0.00087145i,3.4104e-05-0.00060369i
-0.0010286-0.0015111i,-0.0016732-0.00094242i,-0.002629-0.00074055i,-0.0026487-7.7588e-05i,-0.0010235+0.00079887i,0.00029237+0.0006534i,0.00044118-3.7056e-05i,-8.0483e-05+0.00022393i,-0.00054998-0.00012342i,-0.00062798-0.00013239i,-5.0554e-05+0.00075593i,0.00033364+0.00086622i,0.00015124+0.00076523i,0.00013223+0.00055335i,0.00017837+5.266e-05i,-0.00051177+3.1499e-05i,-0.00066752+4.016e-05i,-0.00049608+0.00024289i,-0.00044252-0.00018072i,-0.0001171-0.00046625i,0.00021363-0.00047216i,0.00060271-0.0013074i,0.00046257-0.0010288i
-0.0021549+0.0006072i,-0.0023449+8.2424e-05i,-0.0011681+0.00088747i,-5.5353e-06+0.0014112i,0.00072882-0.000267i,0.00028835-0.0018025i,-0.0010645-0.002115i,-0.00115-0.0010132i,-0.00011974+0.00045872i,0.00062054+0.00070979i,0.00067507+0.00039921i,0.00068305+0.00042072i,0.00013818+0.00020673i,-0.00055504-0.00047905i,-0.00017773-0.00073498i,0.00046118-0.00038984i,0.00070051-0.00040626i,0.00016807-0.00034677i,9.0961e-05-6.806e-05i,-2.5331e-05+0.00020359i,-0.00045988+4.8475e-05i,-0.00022504-0.00012541i,0.00018711+0.00055843i
0.00055215-0.00088207i,0.00019225-0.00087587i,0.00066226+0.00013254i,0.00034089+0.00085835i,-6.4128e-07-0.00028164i,0.00047616-0.0014625i,0.00039487-0.0012097i,-0.0001401-0.00069293i,0.00011998+5.8492e-05i,0.00047828+0.00077049i,0.00041563+7.9875e-05i,0.00051595-0.0004603i,7.7998e-05+0.00027603i,-0.00033854+0.0012021i,0.00020098+0.00081516i,0.000303-0.00017093i,-0.00076141-0.00028442i,-0.00059921-1.5948e-05i,-7.7537e-05-0.00018658i,-0.00017757+5.7039e-05i,-8.4129e-05+6.9621e-05i,2.1838e-05+0.00017797i,6.7961e-05+0.00060484i
0.00017881+0.0008542i,-0.00030553+0.0013699i,-0.00033533+0.0020836i,6.4083e-05+0.0012948i,0.00077457-0.00028269i,0.00074564-0.0015854i,0.00034104-0.0019132i,-0.00079999-0.00084126i,-0.0011779+3.6655e-05i,-0.0004285+0.00024339i,-0.00021672+8.747e-05i,-0.00010971-0.00074707i,0.00033971-0.0010778i,-0.00015559-0.00035979i,-0.00066441+0.00017991i,-0.00055706+0.00057927i,-0.0001633+0.0013974i,0.00012768+0.0013287i,0.00014686+0.00096152i,-0.00023677+0.00037699i,-0.00078451+9.818e-05i,-0.00093624+0.00027767i,-0.00075088-0.00021665i
-3.7413e-05+0.00078257i,-0.00058562+0.0013739i,-0.00020976+0.00086159i,-0.00025334+0.00011427i,-0.00062422-0.001356i,-0.00018196-0.0021886i,0.00013918-0.0015819i,-0.0002299-0.00057496i,-0.0011087-0.00040173i,-0.00091672-0.00031013i,-0.00023064-0.00053891i,-9.4323e-05-0.00073285i,-0.00036495-0.00064468i,-0.00032052-0.00027625i,0.00047483+0.00033351i,0.00024281+0.00035496i,0.0001654-0.00029736i,0.00035148-7.8785e-05i,0.00024611+0.00062323i,0.00037319+0.00047386i,0.00026037+0.00012293i,0.00055087+3.9855e-05i,0.00062421+0.00014381i
-0.0011653-0.00088731i,-0.0012608-0.00011035i,-0.0013903+0.00040727i,-0.00066351+0.0005643i,6.0649e-05+0.00064228i,0.00080338+0.0004232i,0.00075868-0.00052604i,5.7597e-05-0.00065989i,0.00048474-9.8183e-05i,0.00095249+0.00030471i,0.00022743+0.0001287i,-2.0797e-05+0.00038041i,0.00063394+2.4939e-05i,0.0014222-0.00060958i,0.0015268-0.00059786i,0.0007219+0.00035553i,0.00016134+0.00059273i,0.00059069-0.00020775i,0.00048004-0.0008834i,-0.00027402-0.0012485i,2.3525e-05-0.00066511i,0.00072109-0.00011137i,0.00067888-6.8155e-05i
-0.0012243+0.00060071i,-0.0014296+0.00050306i,-0.0015441+0.0017819i,-0.0010306+0.0025127i,-0.00025137+0.0013293i,0.00029304-0.00064108i,0.00017612-0.0011531i,-0.00040054-0.00052779i,-0.00070712+0.00023394i,-0.00050808+0.00078149i,-0.00068477+0.00075866i,-0.00070243-3.0038e-05i,-0.00027111-0.00063875i,-0.00019644-0.00057767i,0.00021555+0.00029231i,0.00072618+0.00063341i,-0.00034816+0.00024726i,-0.00040816+0.00014188i,0.00019117-2.0136e-05i,0.00016446+0.0005226i,3.5295e-05+0.00065529i,8.2757e-05-0.00011901i,0.00064901-0.0006656i
-0.0010164-0.00054472i,-0.0011943-0.00013775i,-0.0015664+0.00031508i,-0.0011804+0.00031568i,-0.00031427+0.00062153i,0.00049027+0.00016215i,0.0006531-0.00079665i,0.00029391-0.00086473i,0.00025695-0.00073659i,0.00017304-0.00069453i,-0.00019196-0.00046522i,5.0886e-05-0.00047023i,0.00087677-0.0004925i,0.00072065-0.00017422i,7.4247e-05-0.00049545i,-0.00018819-0.00061049i,-0.00033952+0.00017475i,-0.00021584+0.00069577i,-0.00027635+0.00055588i,0.00012328+0.00027642i,0.00082499+0.00024139i,0.00047156-8.4686e-05i,-0.00039276-0.0001443i
4.0419e-05-0.0016046i,-0.00035965-0.001248i,-0.001995-0.0010662i,-0.0028325-0.0017114i,-0.0016419-0.0025745i,-0.0002026-0.0024758i,-0.00014919-0.0016051i,-0.00037664-0.00071016i,-0.00049674+0.00014872i,-0.00023096+0.00077621i,-0.00022976+0.0011534i,-0.000311+0.00051701i,-0.0001403+7.4004e-05i,0.00027892+0.00018664i,0.00069659-7.3612e-05i,0.0003483-0.00035674i,0.00019905-0.0004675i,0.00022673+4.1396e-05i,7.6625e-05+0.0002004i,3.7617e-05+0.00044461i,0.00028654+0.00035271i,0.00059347+0.00032632i,0.00027018+0.00062405i
0.00056711-0.0019008i,-0.00038825-0.0017187i,-0.00063782-0.0029311i,-0.0011678-0.0022545i,-0.0019746-0.0012402i,-0.0016364-0.00031168i,-0.00025531+0.00022075i,0.00061575-0.00019194i,6.7428e-05-0.00025391i,-0.00081716+0.00063951i,-0.001269+0.00078152i,-0.00074287-0.00012905i,0.00030221-0.00075442i,0.00083943-0.00078155i,0.0003571-0.0001451i,-0.00056379-0.00029741i,-0.00091684-0.001153i,-0.00047474-0.00042891i,0.00010174+0.00046803i,-0.00010197+0.00037833i,-0.00090009-0.00030943i,-0.001317+0.00016785i,-0.00089534+0.00098537i
-0.0021993+0.0016271i,-0.00029969+0.0029154i,0.001389+0.0042178i,0.0013786+0.0030572i,0.0014576+0.00045761i,0.00071695-0.0011246i,-0.00012232-0.0017632i,7.965e-06-0.0011502i,5.1033e-05-0.0010141i,-3.642e-05-0.00080167i,-7.479e-05-0.00020704i,-0.00023036+0.00035072i,-0.00029015-0.0004422i,-0.00052074-0.0013634i,-0.00083339-0.00095634i,-0.00059993-3.9688e-05i,-1.1721e-05+0.00015155i,0.00060709+0.00017448i,0.00061634+0.00061429i,-0.00014097+0.00027374i,-0.00066118-0.00014221i,-0.0006572+6.4131e-05i,7.2088e-05+0.00027223i
-0.00013903-0.00054189i,-0.00024422-0.0010368i,-0.00018386-0.00068402i,-0.00042548-0.0011661i,-0.00070624-0.0011881i,-0.00097631-0.00053704i,-0.00054408-0.0002009i,-0.00010926-0.00054851i,0.00030456-0.00026706i,0.00050313+0.0001745i,0.00069921-0.00015114i,-7.0041e-05-0.00033297i,-0.00084553+0.0001151i,-0.0010814+0.0001343i,-0.00042125-0.0001853i,0.00061379-0.00061595i,0.00044093-0.00054815i,0.00030281-9.9324e-05i,0.00031125-0.00079057i,0.0003027-0.001133i,-0.00024901-0.00091366i,-0.00012171-0.00065379i,0.00052058+7.6352e-06i
-0.00064147-0.0011562i,-0.0014553-0.00062301i,-0.002169+0.0010843i,-0.0019412+0.0021121i,-0.0011529+0.0016246i,-0.00012502+0.00027765i,2.1656e-05-0.00029802i,0.00016982-0.00019892i,0.00090032+0.00028588i,0.00026417+0.00069134i,-0.0005586+0.00056889i,-0.00086371+0.00017287i,-0.0010118+0.00047772i,-0.00063704+0.00093633i,-0.00010865+0.00037465i,4.7586e-05+0.00026672i,0.00032987+0.00071045i,0.00055787+0.00065781i,0.00047064+0.00060557i,4.5026e-05+0.00072812i,-0.00041355+0.00046051i,0.00068036+7.1384e-05i,0.0011659-7.8569e-05i
-0.0032383+0.0029498i,-0.0031697+0.0031162i,-0.0012244+0.003744i,0.00087638+0.0032523i,0.0015418+0.00098752i,0.0013001-0.00071008i,0.00027481-0.0010034i,-0.00033359-0.00048539i,-0.0001667-0.00074874i,0.00041316-0.0018987i,0.00079417-0.002226i,0.00044651-0.0014282i,0.0001444-0.00056767i,0.00012491-0.00016177i,-0.00028269+9.376e-05i,-0.00067985+0.00068057i,-5.8552e-05+0.00048441i,7.9385e-05-0.00042581i,-0.00058451-0.00065655i,-0.00040274-0.00020444i,-0.00036122+0.0004352i,-0.00082533+0.00037476i,-0.00010632+0.00049142i
0.00031168+0.00087412i,0.0010611+0.00070815i,2.463e-05+0.00046044i,-0.00098179-0.00098437i,-0.00039847-0.0022733i,-0.00031402-0.0017758i,0.00030434-0.00071438i,0.00037655+0.00017163i,-0.00048196+0.00017523i,-0.0008307-0.00023867i,-0.0011257-0.00037628i,-0.00093443-0.00023589i,-0.00052709+0.00060243i,-0.00013504+0.00062264i,0.00018211+0.00010334i,9.2886e-06-0.00035613i,-0.00034508-0.00063294i,-0.00012468-0.00045085i,0.00048925+0.00031894i,0.00051215+0.0010509i,-0.00017164+0.00049812i,-0.00011216-0.00052753i,-3.0164e-05-0.00041119i
-0.00061112-0.00027256i,-0.00099048-0.00051885i,-0.0011691-0.00033599i,-0.001979-8.6203e-05i,-0.0021012-0.00015355i,-0.0011219-0.00080294i,-0.00017578-0.0014372i,-0.00015506-0.0010771i,0.000169-0.00047177i,0.0010306-0.00054747i,0.00064008-0.0011955i,-0.00063062-0.0011702i,-0.00070341-0.00036397i,-0.00022938-0.00067133i,-0.00040546-0.0010517i,-0.00029243-0.00029035i,4.5563e-05-7.851e-05i,-0.00022833-0.00030373i,-0.00020455-0.0004228i,0.00010205-0.0002111i,0.00054069+0.00015497i,0.00053758+0.00088155i,0.00016957+0.0012917i
0.0016606+0.00074842i,0.002671+0.00095559i,0.0023224+0.00014493i,0.00065049-0.0013738i,-0.00022992-0.0021827i,-0.0010496-0.001906i,-0.00071507-0.00068697i,-0.0002611+0.00084744i,-0.00076999+0.00059189i,-0.00089555-0.00010893i,-0.00054798-0.00017643i,-7.7324e-05+3.9276e-05i,0.0001435-0.00055188i,0.00048597-0.0010675i,0.00033813-0.000447i,0.00017621-0.00019065i,0.00029152-0.00023758i,0.00013081-0.00046161i,0.00039162+0.00012853i,0.00046548+0.00065313i,0.00055696+0.0008886i,0.00071713+0.00098992i,0.00010603+0.00040639i
