-0.0023843+0.00018174i,-0.00094637-0.0010168i,-0.0020985-0.0016567i,-0.0017381-0.00079546i,-0.0009361+0.00122i,-0.00037635+0.0029765i,-0.00013301+0.002935i,0.00083227+0.0017465i,0.0021207+0.0013384i,0.0015643+0.0010075i,0.00054745+0.00031927i,-3.5185e-05+9.4704e-05i,-0.00075055-0.00019341i,-0.0010472-0.00050381i,-0.00048167-0.00025958i,-6.6926e-05+0.00071331i,-0.00050331+0.0015035i,-0.00052001+0.00091664i,2.4254e-05+0.00021135i,0.00026532+0.00040544i,0.00015269+0.00051067i,0.00040991+0.00051206i,0.00055268+0.0005503i
-0.19736+0.54214i,-0.28828+0.7777i,-0.23306+0.7018i,-0.055391+0.41847i,0.082884+0.21995i,0.13609+0.17081i,0.13479+0.13171i,0.075987+0.081918i,0.0069217+0.0812i,-0.005341+0.087373i,0.0063577+0.05147i,-0.0011302+0.01481i,-0.0071953+0.0051389i,0.0024152+0.00043391i,0.0097119-0.008623i,0.0038145-0.013978i,-0.0070242-0.0095724i,-0.0085022-0.0015446i,-0.0038162-0.0030226i,-0.005072-0.0073171i,-0.0082923-0.0077568i,-0.010657-0.011821i,-0.013008-0.013262i
-0.057723-0.44417i,-0.031172-0.64426i,0.031521-0.60949i,0.047494-0.42366i,0.011251-0.26555i,-0.031797-0.1548i,-0.041033-0.06126i,-0.0042836-0.011154i,0.033147-0.020719i,0.023868-0.031355i,0.0020292-0.0022116i,0.005546+0.020613i,0.0096704+0.013885i,9.7082e-06+0.0074945i,-0.0069459+0.011611i,-0.003989+0.017628i,-0.0031748+0.017312i,-0.011756+0.017299i,-0.012949+0.024864i,0.0011462+0.025618i,0.016081+0.018835i,0.025653+0.019381i,0.02957+0.020157i
0.20495+0.28017i,0.2894+0.42684i,0.26128+0.4077i,0.17101+0.24467i,0.082433+0.11572i,0.033992+0.075625i,0.040939+0.036883i,0.015972-0.01467i,-0.048797-0.011808i,-0.059755+0.0086256i,-0.032291-0.017003i,-0.022758-0.039743i,-0.012202-0.026336i,0.0066038-0.014487i,0.010358-0.015379i,0.0024613-0.014919i,0.0039854-0.0095067i,0.014734-0.0074328i,0.014633-0.014024i,-0.0015564-0.015133i,-0.014038-0.0071571i,-0.014987-0.0023465i,-0.012006-0.0028038i
-0.1985-0.12296i,-0.2381-0.25626i,-0.1764-0.38i,-0.089396-0.33187i,0.0027891-0.1596i,0.063953-0.03104i,0.065254+0.055476i,0.086167+0.10056i,0.11629+0.065778i,0.095424+0.015759i,0.064388+0.01302i,0.049668+0.02434i,0.029598+0.021805i,0.0086598+0.013911i,0.0019379+0.0065001i,0.0032128+0.0015591i,0.00061183-5.547e-05i,-0.0059624+0.0022225i,-0.0070709+0.012345i,0.0034782+0.020203i,0.014104+0.014637i,0.014385+0.0062666i,0.0096318+0.0045227i
0.11382-0.069765i,0.13632-0.027261i,0.14904+0.092678i,0.11547+0.1153i,0.0059094+0.044927i,-0.066636-0.018607i,-0.055443-0.067111i,-0.050335-0.085335i,-0.060271-0.059748i,-0.054211-0.023974i,-0.046004-0.0077724i,-0.044421-0.0067711i,-0.039421-0.0050116i,-0.028487-0.00079624i,-0.018257-0.00059282i,-0.010446-0.0054118i,-0.0024967-0.014396i,0.0050811-0.024805i,0.0028248-0.029047i,-0.010287-0.020718i,-0.017947-0.0053154i,-0.015768+0.0042806i,-0.011622+0.0028648i
0.013129+0.094696i,-0.022714+0.0086096i,-0.14388-0.092288i,-0.15482-0.036457i,-0.023031+0.064286i,0.06115+0.086966i,0.050434+0.1068i,0.049534+0.12133i,0.049765+0.093352i,0.03481+0.051688i,0.027276+0.010893i,0.021492-0.0090473i,0.019984-0.0044508i,0.02128+0.0005321i,0.017714-0.00080171i,0.0045571+1.8263e-05i,-0.012967+0.0078752i,-0.022842+0.017103i,-0.020139+0.020429i,-0.0062985+0.016145i,0.0022748+0.0066224i,-0.0016046+0.0018577i,-0.0045364+0.0061557i
-0.18788-0.037231i,-0.19133+0.12359i,-0.032993+0.26163i,0.059544+0.22537i,0.0043298+0.089232i,-0.05061-0.0013324i,-0.047841-0.042795i,-0.027789-0.055758i,0.00084635-0.066382i,0.011605-0.061498i,0.0046731-0.018309i,0.0025728+0.01349i,-0.0068933+0.012835i,-0.018574+0.010582i,-0.016043+0.010855i,-0.0016796+0.0080318i,0.01288+0.0023625i,0.019546-0.0031596i,0.016808-0.0054089i,0.007332-0.0052275i,0.0010008-0.0033709i,0.00010391-0.0049376i,-0.0045712-0.0069493i
0.26761-0.11825i,0.19826-0.24345i,-0.017651-0.18645i,-0.10296-0.018715i,-0.047365+0.067618i,-0.047116+0.070546i,-0.078045+0.082002i,-0.083571+0.097406i,-0.071899+0.11017i,-0.030674+0.09768i,0.00086342+0.042212i,0.0023813+8.4043e-05i,0.010033-0.0054481i,0.019437-0.0018944i,0.015378+0.004612i,0.0026383+0.010869i,-0.010488+0.01468i,-0.016495+0.015599i,-0.01648+0.010228i,-0.016967+0.0028846i,-0.017589+0.00032659i,-0.015228+0.0042256i,-0.0075849+0.0084912i
-0.1603+0.39068i,0.040706+0.56306i,0.27839+0.46456i,0.30362+0.22982i,0.18928+0.084461i,0.13669+0.026526i,0.12068-0.01042i,0.09606-0.031227i,0.069965-0.049082i,0.031513-0.051647i,0.0072468-0.024311i,0.0052391-0.0008651i,-0.0034833-0.00065706i,-0.015864-0.009839i,-0.015942-0.013311i,0.0015534-0.011307i,0.022666-0.011583i,0.032017-0.013601i,0.027776-0.012364i,0.017335-0.0088278i,0.010165-0.0095612i,0.0042755-0.015545i,-0.0015777-0.017842i
-0.1007-0.51185i,-0.31532-0.56604i,-0.41011-0.3781i,-0.34625-0.15325i,-0.27279-0.036081i,-0.24078+0.024019i,-0.19637+0.057331i,-0.15222+0.059557i,-0.11118+0.053644i,-0.047635+0.03758i,0.0011183+0.0020732i,0.0087647-0.02323i,0.0072414-0.016518i,0.011591+0.0037535i,0.0093027+0.016771i,-0.0034123+0.019188i,-0.019583+0.017652i,-0.030219+0.015813i,-0.026521+0.011454i,-0.015967+0.0081533i,-0.010429+0.010913i,-0.0029313+0.015659i,0.0075646+0.013744i
0.47865+0.35447i,0.69308+0.26439i,0.66817+0.049305i,0.46271-0.10437i,0.29475-0.11765i,0.23786-0.089681i,0.18379-0.08934i,0.11297-0.065639i,0.074118-0.016061i,0.047309+0.010482i,0.017087+0.018039i,0.0017393+0.020856i,-0.0029969+0.012647i,-0.0096385-0.0031107i,-0.010744-0.014887i,-0.0032478-0.018319i,0.0071087-0.017564i,0.013427-0.015942i,0.011299-0.012133i,0.0063715-0.0067314i,0.0039108-0.0058658i,-0.00073991-0.010057i,-0.0093615-0.013355i
-0.64833+0.027082i,-0.8092+0.10233i,-0.7643+0.13227i,-0.5757+0.13605i,-0.37325+0.11827i,-0.24025+0.082319i,-0.14685+0.057083i,-0.081382+0.0115i,-0.069641-0.038796i,-0.066154-0.037336i,-0.034899-0.019967i,-0.012849-0.017957i,-0.011407-0.0077826i,-0.011204+0.0071539i,-0.012877+0.011666i,-0.01592+0.012875i,-0.019428+0.016993i,-0.017214+0.018292i,-0.0049245+0.010838i,0.0076878-0.00076702i,0.016445-0.006882i,0.022764-0.0067977i,0.023876-0.0050398i
0.4264-0.47648i,0.48994-0.56512i,0.41708-0.51313i,0.24258-0.4003i,0.11108-0.25654i,0.080598-0.13951i,0.047452-0.092238i,-0.0013789-0.039953i,0.0024234+0.021512i,0.023616+0.027949i,0.017158+0.0089824i,0.0088317+0.0049517i,0.017341-0.00013622i,0.026914-0.015296i,0.022575-0.022324i,0.011049-0.016942i,0.0054328-0.012484i,0.0041512-0.012449i,-0.00064187-0.0099103i,-0.0059757-0.0025263i,-0.0065993+0.005439i,-0.0069872+0.0086106i,-0.011092+0.0081332i
0.008263+0.6055i,-0.13329+0.67527i,-0.267+0.5887i,-0.20994+0.40995i,-0.074357+0.19921i,-0.0087101+0.066085i,0.041269+0.026498i,0.079383-0.033439i,0.044447-0.088906i,-0.001193-0.054425i,0.0055908+0.0025777i,0.011123+0.017449i,-0.01093+0.020589i,-0.027144+0.026646i,-0.02857+0.022932i,-0.021711+0.01308i,-0.013019+0.005651i,-0.0070118+0.0012358i,-0.00080299-0.0034409i,0.0032036-0.012595i,0.0024126-0.022693i,0.0022867-0.02322i,0.0071821-0.015952i
-0.40035-0.33612i,-0.2562-0.42727i,-0.03309-0.41958i,0.013761-0.29797i,-0.045116-0.14564i,-0.074952-0.049977i,-0.097489-0.0082652i,-0.10995+0.037429i,-0.087545+0.070058i,-0.054414+0.052045i,-0.036507+0.016532i,-0.021426-0.0027928i,0.00070138-0.015542i,0.017071-0.027337i,0.02037-0.027488i,0.01582-0.017355i,0.0093956-0.0095115i,0.003596-0.0068461i,-0.003597-0.0018313i,-0.0083726+0.0092439i,-0.0037949+0.018354i,0.0025727+0.018977i,0.0018301+0.015355i
0.43673-0.095167i,0.33139+0.095773i,0.14347+0.27056i,0.09152+0.22043i,0.11839+0.05363i,0.11905-0.012554i,0.14144-0.0016261i,0.16526-0.038448i,0.13385-0.086222i,0.081466-0.073572i,0.05403-0.032923i,0.034551-0.0096896i,0.0057186+0.0030047i,-0.013441+0.015526i,-0.014503+0.014992i,-0.012806+0.0025437i,-0.013908-0.0040361i,-0.010952-0.00046871i,0.00049144+0.0040267i,0.0075983+2.6928e-06i,-0.00037037-0.0068988i,-0.0085288-0.0051151i,-0.0026716-0.0019309i
-0.10045+0.3545i,-0.048625+0.1299i,0.058138-0.15246i,0.07714-0.21055i,-0.0014013-0.10422i,-0.08113-0.039385i,-0.13178-0.017148i,-0.13917+0.026026i,-0.11086+0.0584i,-0.069438+0.059928i,-0.031579+0.040026i,-0.0074447+0.017358i,0.0074374+0.0048352i,0.017555-0.000614i,0.021486-0.0011292i,0.019699-0.00037146i,0.016499-0.002066i,0.012166-0.0034539i,0.0056285-0.0015753i,0.0019918+0.0028952i,0.0034265+0.006594i,0.0039928+0.0054401i,-0.00057925+0.0057561i
-0.24266-0.2583i,-0.16987-0.093113i,-0.078975+0.13375i,0.00092728+0.18004i,0.064587+0.09881i,0.098146+0.06371i,0.12733+0.066229i,0.14341+0.041104i,0.12931+0.00035327i,0.080712-0.028672i,0.02256-0.028436i,-0.011313-0.015888i,-0.028162-0.0099035i,-0.032332-0.0049823i,-0.02356-0.0058115i,-0.016693-0.0079957i,-0.012066-0.0033091i,-0.003362+0.0018006i,0.0063456+0.0014835i,0.0095114-0.002057i,0.0057363-0.00023929i,0.0039722+0.0053317i,0.0062844+0.0029909i
0.35106-0.084432i,0.27734-0.17386i,0.16688-0.31749i,0.071669-0.32907i,-0.027466-0.20145i,-0.085919-0.11163i,-0.11431-0.08495i,-0.12308-0.059537i,-0.098788-0.03634i,-0.055382-0.013215i,-0.006094+0.0029014i,0.024606-0.0011212i,0.035201-0.0049922i,0.038793-0.0012235i,0.032595+0.0032693i,0.022873+0.0050333i,0.016818+0.0017102i,0.011695-0.0042256i,0.0040869-0.0071694i,-0.0042321-0.0040789i,-0.0093731-0.00020508i,-0.011783+0.0016126i,-0.011895+0.0056651i
-0.14973+0.30434i,-0.15112+0.31485i,-0.082203+0.37331i,0.024161+0.36439i,0.088687+0.23823i,0.077315+0.15996i,0.07011+0.15578i,0.09525+0.14643i,0.10674+0.1133i,0.073747+0.063159i,0.014554+0.029945i,-0.0231+0.020934i,-0.035309+0.010957i,-0.038259+0.0053718i,-0.027506+0.003768i,-0.012308-0.001953i,-0.0046409-0.0066412i,-0.003205-0.0060349i,-0.0037826-0.0014166i,-0.00031772+0.00020344i,0.0075432-0.0025295i,0.011504-0.0055066i,0.0088201-0.0067958i
-0.10996-0.26059i,-0.019871-0.32597i,-0.030308-0.3992i,-0.10953-0.34354i,-0.096738-0.18897i,-0.037576-0.13394i,-0.048874-0.15172i,-0.08187-0.14391i,-0.082742-0.11004i,-0.055573-0.058106i,-0.0092783-0.018763i,0.02631-0.012988i,0.036044-0.015402i,0.028296-0.013887i,0.014666-0.0060978i,0.006981+0.004314i,0.0047096+0.007448i,0.00234+0.0057856i,0.00085682+0.0055664i,0.00056456+0.007348i,-0.0013403+0.010032i,-0.0062559+0.010108i,-0.0099488+0.0094321i
0.1715+0.041928i,0.065274+0.22922i,0.053058+0.39511i,0.11663+0.36999i,0.099949+0.22349i,0.019257+0.14909i,0.0016571+0.15653i,0.039708+0.15938i,0.0578+0.12928i,0.044745+0.07715i,0.017194+0.03452i,-0.0057135+0.016939i,-0.014416+0.0073068i,-0.01336-0.00033265i,-0.0058974-0.0041806i,-0.0019108-0.0099071i,-0.0050111-0.013014i,-0.0084702-0.0080128i,-0.007657-0.0013895i,-0.0022924-0.0022361i,0.0013775-0.010461i,0.00043341-0.013766i,-0.00040207-0.0099308i
-0.025324+0.085539i,-0.030832-0.16564i,-0.10061-0.34486i,-0.15261-0.29135i,-0.082415-0.15435i,0.026409-0.13536i,0.028366-0.17823i,-0.01878-0.17009i,-0.02983-0.12207i,-0.021038-0.064015i,-0.0015878-0.019745i,0.018493-0.0047527i,0.024505-0.0022102i,0.019323+0.00014125i,0.0090126+0.0029032i,0.0031278+0.0090626i,0.0048955+0.013537i,0.0090925+0.011079i,0.011232+0.0053872i,0.012024+0.0014605i,0.011715+0.0014096i,0.0085629+0.0023916i,0.0023296+0.0043692i
-0.14624+0.019583i,-0.046454+0.25847i,0.081785+0.43222i,0.14489+0.3749i,0.078085+0.18522i,-0.038654+0.094259i,-0.064676+0.10541i,-0.044298+0.1061i,-0.039358+0.091679i,-0.021617+0.064025i,-0.0093933+0.024143i,-0.013626+0.0011363i,-0.015647-0.0088399i,-0.014872-0.013822i,-0.011437-0.012027i,-0.0073032-0.011476i,-0.0072216-0.010818i,-0.0070645-0.0083969i,-0.0074955-0.0085165i,-0.011826-0.0087865i,-0.014659-0.0051459i,-0.010377+0.0011253i,0.0007937+0.00128i
0.12056-0.20963i,-0.028842-0.33853i,-0.15896-0.40804i,-0.19379-0.32518i,-0.11017-0.16494i,0.017434-0.095504i,0.061696-0.1143i,0.050113-0.11693i,0.038003-0.095035i,0.0068041-0.061166i,-0.013528-0.01658i,-0.0011385+0.008626i,0.016698+0.013686i,0.025453+0.010384i,0.022451+0.0027556i,0.015714+0.0012474i,0.014191+0.0026434i,0.011446+0.0028264i,0.0058778+0.0038164i,0.0022165+0.0026158i,0.00081766-0.0033826i,0.00023999-0.0093692i,-0.003014-0.007216i
0.085608+0.30242i,0.20048+0.37646i,0.27135+0.4334i,0.2635+0.35023i,0.15092+0.14973i,-0.0031625+0.034396i,-0.073143+0.040907i,-0.083033+0.057797i,-0.079279+0.060878i,-0.039506+0.046597i,-0.0049982+0.009083i,-0.0035271-0.010425i,-0.0080263-0.0091532i,-0.0096105-0.0059569i,-0.0077796-2.0399e-05i,-0.0039507+0.0019771i,-0.0018217-0.002377i,-0.0012177-0.00702i,-0.0031335-0.0053504i,-0.0057215+0.0026398i,-0.0043259+0.0094518i,0.001863+0.0088225i,0.0077883-0.00037854i
-0.26778-0.16069i,-0.29592-0.23235i,-0.29864-0.35581i,-0.30008-0.33936i,-0.21246-0.14573i,-0.04137-0.010806i,0.068651-0.015599i,0.096605-0.037977i,0.078017-0.036721i,0.023637-0.016894i,-0.010772+0.020027i,-0.0036686+0.037335i,0.0116+0.030272i,0.018811+0.017002i,0.017688+0.0029531i,0.013578-0.0046805i,0.010155-0.0033419i,0.0070906+0.0046637i,0.0061464+0.011762i,0.0058419+0.01227i,0.0016274+0.0088307i,-0.0046912+0.0047369i,-0.009619+0.0035753i
0.27834-0.097434i,0.29648+0.0091956i,0.31384+0.20005i,0.31671+0.23504i,0.22828+0.07979i,0.079207-0.032502i,-0.018237-0.023851i,-0.050968+0.0018624i,-0.050217-0.00099336i,-0.026169-0.015802i,-0.0038921-0.03032i,-0.003044-0.032264i,-0.0084653-0.020153i,-0.0074145-0.007418i,-0.0041061+1.032e-05i,-0.0016413+0.0026014i,0.00087695+5.7139e-05i,0.0038206-0.0066404i,0.0069256-0.011163i,0.0091572-0.0095115i,0.0083129-0.0057544i,0.005567-0.0031193i,0.0060701-0.0018236i
-0.068141+0.22449i,-0.12166+0.038893i,-0.24916-0.23639i,-0.34458-0.29756i,-0.28575-0.10512i,-0.10956+0.051251i,0.033405+0.055229i,0.084877+0.025309i,0.080778+0.021515i,0.051409+0.024576i,0.024299+0.030467i,0.014541+0.030999i,0.010851+0.024499i,0.010549+0.018505i,0.013945+0.0098666i,0.014333+0.0024299i,0.0095799+0.0042647i,0.0035512+0.0083642i,0.0014176+0.005765i,0.0044093+0.0019608i,0.0081984+0.0025698i,0.0084212+0.0050094i,0.0025467+0.0069497i
-0.18361-0.14734i,-0.094381+0.0092744i,0.094907+0.21963i,0.2435+0.2656i,0.25303+0.10159i,0.13652-0.053405i,0.01465-0.070737i,-0.032025-0.049217i,-0.037827-0.051197i,-0.028013-0.041954i,-0.011626-0.027742i,-0.0076127-0.021687i,-0.0092977-0.01366i,-0.010339-0.0065065i,-0.013496-0.00025997i,-0.012751+0.0054656i,-0.0059001+0.003217i,-0.0012335-0.0040604i,-0.0017969-0.0096049i,-0.0040025-0.012378i,-0.0057771-0.010509i,-0.0053465-0.0045282i,0.0010547+0.0010914i
0.2318-0.10551i,0.074078-0.20626i,-0.1682-0.30551i,-0.31126-0.28789i,-0.28309-0.11421i,-0.14303+0.048347i,-0.014101+0.083082i,0.04134+0.068488i,0.050983+0.049896i,0.035541+0.019105i,0.012836+0.0024332i,0.0005706+0.00401i,-0.005471+0.0094442i,-0.0040018+0.013087i,0.0052305+0.010986i,0.0099994+0.0071849i,0.0061343+0.0090508i,-0.0030797+0.013272i,-0.010503+0.013236i,-0.0082974+0.0080749i,-0.00043006+0.0004264i,0.003223-0.0045765i,-0.00012906-0.0055021i
-0.067053+0.30272i,0.033639+0.35813i,0.17209+0.40817i,0.28118+0.37727i,0.28421+0.18745i,0.15552+0.0023852i,0.020605-0.043811i,-0.029217-0.038067i,-0.02855-0.034378i,-0.0086719-0.015039i,0.010277-0.0010865i,0.01364-0.0017772i,0.011077-0.005373i,0.0052676-0.0076667i,-0.0040757-0.003295i,-0.0080553+0.0029213i,-0.0051159+0.0028539i,0.0010113-0.00012634i,0.0037613+0.00069078i,-0.00067444+0.0028543i,-0.0045085+0.004725i,-0.0027867+0.0066416i,0.0042133+0.0060986i
-0.17494-0.23618i,-0.1832-0.24642i,-0.18405-0.30229i,-0.2139-0.33627i,-0.20958-0.21397i,-0.12675-0.048616i,-0.035716+0.03058i,-0.00018053+0.053617i,-0.0011268+0.048904i,-0.015076+0.026388i,-0.02672+0.01297i,-0.024885+0.0097832i,-0.020348+0.010755i,-0.015401+0.014998i,-0.0037529+0.015633i,0.0062172+0.012982i,0.0056971+0.012778i,0.00071265+0.015877i,-0.0015558+0.017665i,-0.0012887+0.013868i,-0.0025632+0.0074686i,-0.0060406+0.0018735i,-0.0094531-0.0013372i
0.27191+0.011996i,0.25489+0.10439i,0.25296+0.27572i,0.28684+0.36409i,0.25215+0.26104i,0.14407+0.10857i,0.046437+0.025364i,0.0083797-0.0087207i,0.010647-0.017235i,0.019847-0.010383i,0.023442-0.0050193i,0.021637-0.0071761i,0.016656-0.013427i,0.010054-0.01616i,0.00057419-0.012518i,-0.0089966-0.0076308i,-0.0090648-0.0053343i,0.00055817-0.0071763i,0.0095989-0.0079087i,0.010065-0.0039305i,0.0064106-0.00032161i,0.0045203+0.00074814i,0.0042349+0.00049507i
-0.11693+0.15096i,-0.095408-0.033732i,-0.10701-0.30145i,-0.1646-0.44035i,-0.19126-0.36524i,-0.14685-0.19348i,-0.078924-0.062815i,-0.047313+0.0049922i,-0.041647+0.03288i,-0.033744+0.036826i,-0.0249+0.030483i,-0.018671+0.021967i,-0.014989+0.013759i,-0.0097663+0.011039i,0.001843+0.01231i,0.0096117+0.010871i,0.0068334+0.0073707i,0.0011059+0.0035369i,-0.0014334+0.0011957i,0.00074793+0.0034144i,0.0021834+0.0072315i,-0.00039029+0.0060154i,-0.0044395+0.0015171i
-0.084616-0.13734i,-0.010584+0.020199i,0.089632+0.23911i,0.15208+0.37299i,0.17743+0.3409i,0.14989+0.18612i,0.080386+0.045727i,0.033494-0.013241i,0.022325-0.025732i,0.013046-0.022659i,0.0044076-0.014444i,0.0065008-0.01057i,0.011375-0.0092212i,0.0090835-0.0093046i,-0.0017378-0.0094611i,-0.011196-0.0060345i,-0.010591-0.0029979i,-0.004944-0.0052325i,-0.0020687-0.0083039i,-0.0017923-0.0082306i,-0.00010053-0.0058578i,0.00073969-0.0037976i,8.2839e-05-0.0014411i
0.14363-0.05624i,0.0091852-0.17067i,-0.14072-0.33608i,-0.21179-0.43353i,-0.2191-0.36012i,-0.16955-0.19468i,-0.096066-0.066498i,-0.053959-0.00961i,-0.036998+0.0099398i,-0.020386+0.012323i,-0.0079395+0.010292i,-0.0043216+0.010898i,-0.0075072+0.0081872i,-0.0089482+0.0050104i,-0.0034927+0.0036023i,0.00035493+0.0012672i,-0.0021821-1.5814e-05i,-0.0070608+0.0017992i,-0.008006+0.0048288i,-0.0024012+0.0061241i,0.0031934+0.0044352i,0.0039024+0.0017429i,0.0020518+2.8793e-05i
-0.044887+0.18153i,0.021536+0.22234i,0.081577+0.31712i,0.1091+0.4011i,0.12016+0.33027i,0.10001+0.15294i,0.050418+0.023793i,0.018046-0.01685i,0.0065859-0.017427i,-0.0024574-0.0074281i,-0.0078254-0.00056975i,-0.0059796-0.00044174i,0.0033322-0.0028593i,0.0095499-0.0058445i,0.0034316-0.0061059i,-0.0026907-0.0041231i,-0.0020884-0.0015902i,0.000766+0.0014597i,0.000512+0.0020407i,-0.0045742-0.00068277i,-0.0065609-0.0031877i,-0.0045549-0.0026917i,-0.0037021+0.0012885i
-0.12385-0.14096i,-0.16004-0.14176i,-0.16223-0.18776i,-0.12353-0.2541i,-0.071648-0.2266i,-0.032586-0.1219i,-0.0086654-0.046785i,-0.0055717-0.025701i,-0.011636-0.024694i,-0.012053-0.022426i,-0.0064411-0.015627i,-0.0019348-0.0074099i,-0.0034383-0.0020248i,-0.0075434+0.0033724i,-0.0089096+0.0071769i,-0.0068065+0.0064611i,-0.0055584+0.0048351i,-0.0043946+0.0056721i,-0.00091849+0.0080861i,0.0013141+0.0070877i,0.0013335+0.002823i,0.002618-0.00078811i,0.0049325-0.004171i
0.1834+0.0068205i,0.17523+0.057311i,0.11448+0.18645i,0.041301+0.29477i,-0.0046275+0.25478i,-0.018119+0.12842i,-0.0084995+0.038468i,0.0054751+0.0055081i,0.010197+0.0025191i,0.0091795+0.0051823i,0.0064687+0.0058473i,0.0048135+0.007703i,0.0077395+0.0070812i,0.0095962+0.0011597i,0.0069451-0.0050243i,0.0034627-0.0073374i,0.0026207-0.0056962i,0.0047617-0.0045567i,0.004316-0.0049477i,-0.0016462-0.0042594i,-0.0060201-0.0020509i,-0.0050163+0.001856i,-0.0025163+0.0047598i
-0.085824+0.13301i,-0.045073+0.079417i,0.032602-0.081519i,0.10346-0.23099i,0.12909-0.23943i,0.10794-0.15568i,0.063666-0.084668i,0.023312-0.05366i,-9.7912e-05-0.038708i,-0.0082858-0.024509i,-0.0095492-0.014432i,-0.0093415-0.0086922i,-0.0077783-0.0045909i,-0.0051446-0.00072312i,-0.0019687+0.0047835i,0.0014485+0.0070448i,0.0021456+0.004906i,0.00044886+0.0022717i,-0.00013989+0.0010089i,-0.00067383+0.0016304i,-0.0016609+0.0017108i,-0.0020168-0.00094317i,-0.0020774-0.0044143i
-0.063985-0.14703i,-0.071171-0.07676i,-0.065055+0.086305i,-0.086351+0.22235i,-0.11111+0.23055i,-0.074268+0.14982i,-0.015655+0.067279i,0.013541+0.022199i,0.020208+0.0031472i,0.017468-0.0072659i,0.0126-0.0076359i,0.01013-0.0017488i,0.0097228+0.0022578i,0.0097152+0.0020325i,0.0062069-0.0015364i,0.00099638-0.0031822i,-0.0010254-0.0030257i,-0.0010278-0.0032756i,-0.00132-0.0035436i,-0.0013709-0.003365i,-0.00097491-0.0013251i,-1.451e-05+0.0019683i,0.00055473+0.00316i
0.17046+6.5884e-05i,0.16349-0.096869i,0.1178-0.22904i,0.10963-0.30642i,0.11863-0.27328i,0.085335-0.16381i,0.04244-0.068773i,0.023251-0.025774i,0.013601-0.011937i,0.0055436-0.0040778i,-0.0025496+0.0021583i,-0.0082675+0.0046564i,-0.011025+0.0020631i,-0.01102-0.0016197i,-0.0061376-0.0026383i,-0.0010836-0.0030541i,-0.00071963-0.0034822i,-0.0045375-0.0025806i,-0.0063555-0.0005701i,-0.0035219+0.0011576i,-0.00071125+0.0020927i,-0.00046449+0.0027251i,-0.00079184+0.0022069i
-0.12494+0.14326i,-0.10886+0.1866i,-0.09031+0.20701i,-0.10727+0.22047i,-0.097869+0.1925i,-0.040507+0.11526i,0.0042791+0.049358i,0.013857+0.020972i,0.0095377+0.00558i,0.0034592-0.0054909i,0.0015046-0.0090929i,0.0032608-0.0085384i,0.0071956-0.0047893i,0.01173-0.0020519i,0.01119-0.0016497i,0.0055301+0.00023803i,0.0024387+0.0030955i,0.0033622+0.0039832i,0.0041935+0.0011969i,0.0034287-0.0031394i,0.0012285-0.0038319i,-0.00069558-0.00203i,-0.001885-0.001343i
-0.04867-0.1945i,-0.079237-0.21342i,-0.058988-0.2043i,0.0070975-0.19133i,0.049963-0.13275i,0.046159-0.048313i,0.036522+0.0012245i,0.038385+0.0094151i,0.033519+0.0028736i,0.019596+0.0020733i,0.0064068+0.0084937i,-0.00097113+0.011794i,-0.0050656+0.010933i,-0.009403+0.0090859i,-0.010622+0.0051682i,-0.0094814-8.7555e-05i,-0.0094117-0.0028137i,-0.0091689-0.0010739i,-0.0067198+0.0020183i,-0.0025891+0.0022163i,0.0018203+0.00082697i,0.0048463+0.00033126i,0.0057579+0.00054472i
0.17178+0.085819i,0.15066+0.10284i,0.048247+0.12073i,-0.050353+0.11935i,-0.07682+0.065263i,-0.04516+0.013868i,-0.011517+0.0061738i,0.0010792+0.013164i,0.0019891+0.01306i,0.0016812+0.0063245i,0.0001945-0.0021098i,-0.0026971-0.0068423i,-0.0016632-0.0067i,0.0038622-0.005799i,0.0056343-0.005934i,0.003516-0.0044903i,0.0035111-0.0014294i,0.006313-0.00020832i,0.0067432-0.0009559i,0.0038499-0.0015153i,0.00048462-0.0012737i,-0.0025402+6.8076e-05i,-0.003736+0.0012128i
-0.1512+0.087508i,-0.12529+0.069904i,-0.024975+0.015659i,0.077952-0.015223i,0.11567+0.0021851i,0.088605+0.02461i,0.052257+0.019513i,0.03073+0.0070219i,0.019334+0.003424i,0.013493+0.0068592i,0.0088273+0.0096829i,0.0042726+0.0073157i,-7.1198e-05+0.0045715i,-0.001448+0.0058141i,-0.00073347+0.0060006i,-0.0019894+0.0024151i,-0.0037004-7.8044e-05i,-0.0051889-0.00070856i,-0.0055985-0.00067935i,-0.0045828-0.000733i,-0.0021229-0.0024961i,-0.00016501-0.0048764i,-0.00013213-0.0046227i
0.018548-0.1607i,0.018174-0.12283i,-0.024986-0.028531i,-0.096033+0.022259i,-0.12274+0.010326i,-0.084965-0.00549i,-0.038789-0.00079507i,-0.016535+0.0069929i,-0.005305+0.0083259i,0.0012613+0.0022737i,-0.00023706-0.0056947i,-0.0032142-0.0081008i,-0.0022184-0.0048882i,-0.00030263-0.0016687i,0.00045663-0.00087361i,0.0012092-0.0018709i,0.0027437-0.00241i,0.0045152-0.0021243i,0.0051965-0.00017017i,0.0053744+0.0017782i,0.0044421+0.0017487i,0.0023037+0.0015203i,0.0014121+0.00086666i
