-0.00062896-0.0010951i,0.0005572-0.0016951i,7.9221e-05-0.001608i,-0.0015438-0.0013788i,-0.0017599-0.0006968i,-0.0012112+0.00074511i,-0.00041381+0.0014591i,0.00038925+0.00099521i,0.0011798+0.00047573i,0.0017034+0.00048067i,0.0015309+0.00016741i,0.00018248-0.00037902i,-0.00043383-0.00057341i,5.5304e-05-0.00082344i,-0.00024966-0.00076904i,-0.00047947-0.0010879i,-0.00021849-0.00096211i,0.00019499-0.00060511i,0.00070258-0.00037318i,0.0010588+0.0001811i,0.00080909+0.0002063i,0.00012343-0.00035403i,-8.4944e-05-0.00027026i
-0.23264+0.17123i,-0.25925+0.14672i,-0.17833+0.036423i,-0.05158-0.033259i,0.054483-0.079709i,0.069667-0.14297i,-0.018841-0.13678i,-0.069474-0.051233i,-0.031213-1.172e-05i,-0.0022718-0.0013268i,-0.0043249+0.0052156i,-0.010893+0.02049i,-0.015657+0.034333i,-0.0068625+0.043227i,0.0014462+0.032616i,-0.0053096+0.014858i,-0.011352+0.009436i,-0.009571+0.010207i,-0.0063531+0.0066314i,-0.0029818+0.0034979i,-4.0928e-06+0.0086847i,-0.0012406+0.018295i,-0.0093627+0.019451i
-0.0020053-0.38994i,0.045871-0.47049i,0.077803-0.35287i,0.048649-0.15352i,0.026691+0.025923i,0.082889+0.15142i,0.16791+0.17274i,0.16857+0.11486i,0.095101+0.066214i,0.040303+0.044703i,0.013338+0.019589i,-0.0060647-0.0032349i,-0.014087-0.019046i,-0.024134-0.029444i,-0.027734-0.025769i,-0.012261-0.019644i,0.00371-0.021824i,0.0058396-0.02476i,-0.00057986-0.020833i,-0.0030193-0.011326i,0.0034446-0.0066448i,0.016742-0.010699i,0.027844-0.016479i
0.2669+0.053323i,0.27619+0.072188i,0.16582+0.054216i,0.058946+0.016228i,-0.00026084-0.047687i,-0.069244-0.10389i,-0.10346-0.086676i,-0.051331-0.052786i,-0.0042715-0.050278i,-0.00088883-0.036167i,0.0042465-0.018535i,0.0060871-0.015074i,0.0015984+0.0011535i,0.010417+0.020785i,0.016705+0.029245i,0.011928+0.036054i,0.0084454+0.038331i,0.0067684+0.029577i,0.00013463+0.015449i,-0.010289+0.0053415i,-0.014519+0.0015941i,-0.011103+0.0041572i,-0.0036294+0.0091222i
-0.039534+0.044304i,0.0015718-0.052254i,0.046262-0.1304i,0.038533-0.095604i,0.070746-0.031387i,0.15681-0.060326i,0.12985-0.13178i,0.019506-0.1006i,-0.0088855-0.0083239i,0.022783+0.02674i,0.035321+0.01944i,0.033684+0.0054047i,0.016722-0.017566i,-0.011116-0.02305i,-0.019603-0.0095343i,-0.01444-0.0068526i,-0.01737-0.012997i,-0.024715-0.0096329i,-0.021951+0.0031452i,-0.010278+0.010584i,-0.0041746+0.0059007i,-0.006752-0.0067815i,-0.012233-0.018052i
-0.011436-0.061047i,0.044933-0.0080075i,0.080714+0.083392i,0.049153+0.1256i,-0.033847+0.15516i,-0.097307+0.22287i,-0.076288+0.24255i,-0.025521+0.16908i,-0.02034+0.074819i,-0.034074+0.029326i,-0.035169+0.019656i,-0.031809+0.022483i,-0.017167+0.0281i,0.0041966+0.018078i,0.01511+0.0017131i,0.023411-0.0024889i,0.035757-0.0028701i,0.039943-0.0074702i,0.02883-0.011887i,0.011826-0.0084883i,0.0043023+0.0054111i,0.0099175+0.020912i,0.016872+0.024674i
0.11271-0.1117i,0.098489-0.1535i,0.0045846-0.13372i,-0.036268-0.07143i,0.022741-0.097489i,0.028269-0.17632i,-0.024774-0.14341i,-0.023727-0.042045i,0.0089503+0.0050701i,0.0095743+0.0026702i,-0.0019648-0.013019i,-0.007521-0.029309i,-0.015286-0.026932i,-0.020117-0.010579i,-0.023753-0.0003052i,-0.034668+0.0057876i,-0.042572+0.012983i,-0.034239+0.013852i,-0.014473+0.0071108i,-6.7494e-05-0.00059041i,-1.3726e-05-0.0046274i,-0.0093765-0.0019568i,-0.013122+0.0091866i
0.15145+0.19283i,0.28544+0.27395i,0.36755+0.21849i,0.29337+0.10814i,0.19173+0.1287i,0.2218+0.1755i,0.25964+0.077177i,0.17156-0.039745i,0.059155-0.044958i,0.019423-0.0033114i,0.025244+0.02267i,0.038406+0.028791i,0.041028+0.015759i,0.025551+0.00082902i,0.008168+0.0026998i,0.0090622+0.006754i,0.016847-0.0019985i,0.013475-0.01287i,-0.0012237-0.013516i,-0.010583-0.0056625i,-0.001994-0.0012741i,0.012136-0.0068569i,0.014203-0.015415i
-0.20056-0.0036736i,-0.32985+0.01906i,-0.35866+0.0842i,-0.27066+0.08196i,-0.23744-0.004004i,-0.30709-0.020398i,-0.30167+0.056859i,-0.19134+0.084532i,-0.099594+0.054329i,-0.048869+0.032506i,-0.027969+0.016788i,-0.02931+0.0070279i,-0.018645+0.0048391i,0.0028172-0.003043i,0.0083484-0.012874i,0.0029356-0.0089764i,0.0010614+0.0032091i,0.0024822+0.0095497i,0.0076179+0.005007i,0.011005-0.0056606i,0.0049797-0.0052054i,0.00055731+0.0085088i,0.0042903+0.014294i
0.20314-0.12337i,0.34555-0.24196i,0.29649-0.34321i,0.12436-0.27995i,0.10632-0.13495i,0.18843-0.13752i,0.14013-0.19563i,0.044205-0.13207i,0.017731-0.051305i,0.0071004-0.029706i,0.0037309-0.020817i,0.011699-0.018058i,0.00014427-0.010961i,-0.013548+0.012028i,-0.0044739+0.024338i,0.010161+0.012614i,0.012496-0.0061168i,0.002606-0.014426i,-0.010284-0.0092426i,-0.018117-0.0013233i,-0.021643-0.0010887i,-0.026618-0.0020024i,-0.029733+0.006082i
-0.052133+0.26142i,-0.094332+0.53754i,-0.023478+0.65347i,0.051241+0.49037i,-0.016478+0.33464i,-0.053436+0.36725i,0.042137+0.3707i,0.086765+0.24111i,0.041117+0.11502i,0.0053044+0.052216i,-0.0052769+0.026171i,-0.0068321+0.016735i,-0.0020601+0.0045009i,-0.0044086-0.014163i,-0.019572-0.021699i,-0.034395-0.0085396i,-0.032859+0.011483i,-0.013346+0.01629i,0.0053445+0.0020967i,0.0082367-0.0088459i,0.0075912-0.0054275i,0.013787-0.0053313i,0.015474-0.013415i
-0.11615-0.17106i,-0.29178-0.35312i,-0.44405-0.35703i,-0.38175-0.19284i,-0.2043-0.15845i,-0.16308-0.26784i,-0.18785-0.2708i,-0.12418-0.1848i,-0.043461-0.12136i,-0.01223-0.063078i,0.0012342-0.016744i,0.008699+0.00077355i,0.015634+0.013082i,0.03046+0.022176i,0.043606+0.01465i,0.044298-0.0035651i,0.032792-0.014861i,0.014962-0.0066269i,0.0030286+0.015199i,0.0031323+0.027348i,0.0017068+0.025392i,-0.00052918+0.026211i,0.0064077+0.027259i
0.20507+0.11795i,0.51846+0.16024i,0.7117+0.044844i,0.58628-0.10593i,0.37648-0.077869i,0.32737+0.024409i,0.28576+0.021258i,0.14234-0.0008736i,0.028207+0.033835i,-0.0023169+0.051525i,-0.0086696+0.032118i,-0.016003+0.01564i,-0.020959+0.0096099i,-0.025354+0.0043379i,-0.026551+0.0090769i,-0.015498+0.023293i,0.0027448+0.023673i,0.013028-0.0010226i,0.0097218-0.029496i,0.0025007-0.037151i,-0.0036687-0.031989i,-0.016894-0.027403i,-0.031507-0.019912i
-0.26068+0.065847i,-0.53726+0.26703i,-0.6152+0.44711i,-0.43807+0.41968i,-0.32175+0.25507i,-0.3467+0.18227i,-0.29612+0.19163i,-0.16235+0.13602i,-0.072546+0.034098i,-0.042567-0.02108i,-0.026198-0.018371i,-0.0078502-0.0074765i,-0.0026185-0.010464i,-0.0053052-0.010958i,-0.0074219-0.012434i,-0.014973-0.018984i,-0.021019-0.01757i,-0.010809-0.0033153i,0.010209+0.0064082i,0.017331+0.0014869i,0.011488-0.0012262i,0.012591+0.0010716i,0.017229-0.0014813i
0.11065-0.24709i,0.11341-0.59163i,0.0022616-0.80572i,-0.10879-0.68295i,-0.049276-0.44924i,0.066426-0.34307i,0.070306-0.25847i,0.038899-0.11812i,0.037145-0.016412i,0.03553+0.014042i,0.024168+0.010332i,0.0079914+0.0019497i,-0.0028828+0.0011027i,-0.0034516+0.0068203i,0.0064016+0.013335i,0.018397+0.014213i,0.015935+0.0097657i,-0.004039+0.0029271i,-0.024727+0.00018779i,-0.026878+0.0037132i,-0.01694+0.007842i,-0.010853+0.015073i,-0.006578+0.022715i
0.098358+0.30074i,0.30029+0.57678i,0.46615+0.72023i,0.45528+0.60099i,0.31367+0.40695i,0.18988+0.31052i,0.15307+0.22208i,0.12594+0.08815i,0.059268-0.0025136i,-0.0044493-0.010978i,-0.022258+0.011634i,-0.0091495+0.021526i,-0.0015086+0.023755i,-0.00050861+0.026797i,-0.0025733+0.026996i,-0.006231+0.025016i,0.00068125+0.019236i,0.015026+0.0093405i,0.019778+0.0027148i,0.010461-0.0017502i,6.5564e-05-0.0096318i,-0.0055702-0.018678i,-0.0091768-0.021269i
-0.3316-0.096319i,-0.6411-0.11989i,-0.8012-0.13453i,-0.67164-0.10634i,-0.43139-0.088099i,-0.29101-0.13086i,-0.24544-0.12459i,-0.1882-0.053067i,-0.11163-0.002667i,-0.05501+0.001144i,-0.036144-0.01773i,-0.041404-0.024592i,-0.0404-0.024046i,-0.030515-0.029651i,-0.01866-0.031766i,-0.0096096-0.026785i,-0.0073996-0.014314i,-0.0065705+0.00055881i,0.0018943+0.0088278i,0.013204+0.007275i,0.01526+8.031e-05i,0.011988-0.0039808i,0.011335-0.0052243i
0.25584-0.21695i,0.49134-0.38298i,0.71003-0.45427i,0.68816-0.41413i,0.46649-0.29151i,0.29845-0.14052i,0.20427-0.065968i,0.11703-0.050984i,0.056983-0.049306i,0.026513-0.038854i,0.025354-0.0084909i,0.045128+0.00048517i,0.048074-0.014082i,0.030626-0.014212i,0.01162+0.0022834i,0.0025985+0.014325i,0.0014836+0.0087341i,0.0014971-0.002822i,0.0015707-0.0054378i,-0.0024046+9.3004e-05i,-0.0086977+0.0084642i,-0.012765+0.013976i,-0.014729+0.015688i
0.013938+0.28951i,-0.085987+0.48028i,-0.26931+0.62106i,-0.29003+0.58468i,-0.16463+0.37261i,-0.11914+0.1851i,-0.11928+0.12867i,-0.079576+0.11904i,-0.033007+0.098585i,-0.014346+0.066915i,-0.027945+0.033024i,-0.049836+0.022574i,-0.054303+0.027031i,-0.046358+0.025291i,-0.033598+0.018346i,-0.019968+0.012849i,-0.0062761+0.013918i,0.0032808+0.013101i,0.003182+0.0025458i,0.0026789-0.0094651i,0.0056384-0.016039i,0.0044893-0.019223i,-0.00071911-0.020242i
-0.2406-0.10751i,-0.26868-0.29918i,-0.2182-0.56303i,-0.19678-0.58369i,-0.13968-0.33968i,0.00077844-0.16907i,0.075326-0.14598i,0.062168-0.12441i,0.03155-0.095299i,0.001035-0.077663i,-0.001043-0.057104i,0.014491-0.053311i,0.015278-0.053182i,0.0097334-0.037303i,0.0069773-0.018516i,0.004306-0.009574i,-0.00057277-0.010158i,-0.0065895-0.0087301i,-0.0083906+0.00038257i,-0.0017113+0.010119i,0.0089204+0.012846i,0.01614+0.01106i,0.019333+0.011303i
0.12494-0.12919i,0.20914+0.06152i,0.35412+0.39743i,0.44229+0.46675i,0.33631+0.23758i,0.12439+0.094599i,0.0063829+0.081842i,-0.021149+0.049546i,-0.023862+0.029369i,-0.0069042+0.029963i,-0.002311+0.027769i,-0.0056797+0.034373i,0.0079265+0.028528i,0.015568+0.0068038i,0.007418-0.0069624i,-2.3523e-05-0.0075707i,0.00024745-0.0034198i,0.0040021-0.0015592i,0.0037746-0.0036465i,-0.004366-0.0082311i,-0.015414-0.0096989i,-0.02302-0.0046213i,-0.024147+0.0011743i
0.096984+0.090606i,-0.056218-0.037663i,-0.35178-0.17347i,-0.44305-0.11199i,-0.23712+0.029937i,-0.034843+0.011973i,0.0076236-0.053944i,0.014853-0.041861i,0.029654-0.036154i,0.0093635-0.047142i,-0.010357-0.038077i,-0.0041044-0.03275i,0.0030194-0.030877i,-0.00091236-0.018995i,-0.009242-0.0041155i,-0.012848+0.0081711i,-0.0124+0.016758i,-0.0108+0.02227i,-0.0059526+0.021715i,0.0019002+0.014416i,0.011615+0.0041634i,0.018937-0.0072845i,0.019181-0.015405i
-0.10824+0.12221i,0.12691+0.13792i,0.46771+0.020516i,0.52769-0.12855i,0.29674-0.14466i,0.10467-0.040138i,0.034417+0.025485i,-0.018209+0.037905i,-0.03994+0.058137i,-0.0045299+0.055937i,0.020754+0.023351i,0.011927+0.0032134i,-0.0045344-0.0012874i,-0.014471-0.0050363i,-0.012504-0.0050848i,-0.0032345-0.006407i,0.0040371-0.013663i,0.0040954-0.020668i,-0.0031034-0.021012i,-0.010563-0.0098366i,-0.011862+0.0063929i,-0.0076719+0.016201i,-0.00078317+0.017608i
-0.13996-0.21023i,-0.36811-0.11005i,-0.54875+0.1386i,-0.47224+0.29149i,-0.21079+0.24099i,-0.031876+0.10404i,0.031307+0.015359i,0.070981-0.029391i,0.066014-0.070838i,0.0079205-0.072283i,-0.022104-0.036138i,-0.0069368-0.015875i,0.01689-0.015258i,0.031286-0.014088i,0.026742-0.0080556i,0.01697+0.0016971i,0.01678+0.010284i,0.020116+0.015196i,0.021023+0.013799i,0.017814+0.006066i,0.0090722-0.0024605i,-0.0043281-0.0088726i,-0.016274-0.0099405i
0.30504-0.029789i,0.41152-0.22245i,0.38781-0.42759i,0.25313-0.43251i,0.095922-0.24857i,0.018509-0.09347i,-0.020351-0.034745i,-0.062159+0.017257i,-0.043288+0.068744i,0.020941+0.051636i,0.033366+0.0063768i,0.0068605+0.0059438i,-0.0027394+0.028135i,-0.0024648+0.028315i,-0.0047413+0.0094365i,-0.013816-0.004743i,-0.026325-0.0081559i,-0.030975-0.0098175i,-0.024336-0.009799i,-0.010607-0.0073113i,0.00086324-0.0047109i,0.0064932-0.00080161i,0.0089369+0.0026438i
-0.15024+0.32625i,-0.12716+0.5586i,-0.046973+0.71226i,0.024548+0.67051i,0.070996+0.44369i,0.088957+0.21519i,0.087846+0.078431i,0.085794-0.0087566i,0.049441-0.05501i,-0.0040154-0.031628i,-0.0077336+0.0059928i,0.014126-0.0044507i,0.012211-0.033225i,-0.0034066-0.039642i,-0.014472-0.024354i,-0.0096446-0.0062975i,0.0074237+0.00048673i,0.01773-0.0016515i,0.014692-0.0055787i,0.0060776-0.0066552i,0.0025901-0.0022005i,0.003926+0.0038169i,0.0047251+0.0065809i
-0.18753-0.31007i,-0.3016-0.47211i,-0.31557-0.55224i,-0.2431-0.50279i,-0.1772-0.31931i,-0.13347-0.11659i,-0.099445-0.0049216i,-0.084439+0.054863i,-0.044631+0.077481i,0.0045629+0.034855i,0.010007-0.0072345i,0.0035432+0.00086676i,0.013687+0.019648i,0.020298+0.021772i,0.017046+0.01398i,0.0077129+0.009472i,-0.0046474+0.013003i,-0.014356+0.015494i,-0.018992+0.010917i,-0.021011+0.0035745i,-0.022051-0.0014446i,-0.017136-0.0054692i,-0.0075117-0.0090062i
0.3449-0.0033197i,0.50401+0.033387i,0.51028+0.15444i,0.41377+0.27317i,0.31762+0.23885i,0.21917+0.10325i,0.14827+0.0074588i,0.11292-0.048926i,0.061672-0.069971i,0.01453-0.033776i,0.0046221+6.1832e-05i,0.0015928-0.0013384i,-0.010414-0.00062281i,-0.013024+0.008604i,-0.0060901+0.012299i,0.00038785+0.0077341i,0.0068527-0.0010512i,0.012725-0.0026555i,0.016976+0.0052128i,0.019658+0.0094855i,0.01822+0.0026529i,0.0093016-0.0055966i,-0.0044334-0.0056535i
-0.16654+0.26761i,-0.29109+0.30735i,-0.4239+0.14007i,-0.49632-0.053448i,-0.41684-0.052794i,-0.24489+0.022249i,-0.14231+0.045429i,-0.11853+0.069661i,-0.072987+0.092203i,-0.015343+0.059787i,0.0011308+0.014445i,-0.00091562+0.0042056i,0.0039721+0.0023358i,0.0053095-0.011662i,0.0010959-0.023306i,-0.0041698-0.020561i,-0.007871-0.009633i,-0.0053338-0.0037713i,0.00027127-0.0025509i,0.0016917+0.0030829i,0.00073212+0.013853i,0.0010919+0.019419i,0.00326+0.013393i
-0.13791-0.21737i,-0.093031-0.25468i,0.11976-0.14363i,0.31788-0.0023594i,0.30194+0.033769i,0.17499-0.00035255i,0.10739-0.032526i,0.090837-0.069808i,0.048424-0.082318i,0.0056519-0.035908i,0.0056028+0.01138i,0.019013+0.018577i,0.020188+0.0097253i,0.015324+0.0047932i,0.0063769+0.0027611i,0.0013487+0.0038768i,0.0053937+0.002131i,0.010441-0.0065106i,0.010426-0.017036i,0.0078524-0.024926i,0.0040098-0.025008i,-0.00098382-0.016115i,-0.0025638-0.0020983i
0.21236-0.015405i,0.20271+0.020337i,0.0033048+0.0831i,-0.22157+0.12107i,-0.26396+0.11497i,-0.17014+0.090184i,-0.11517+0.083591i,-0.10014+0.1172i,-0.050654+0.12109i,-0.0081618+0.054801i,-0.013685-0.00072759i,-0.028251-0.0044549i,-0.03132+0.008065i,-0.029761+0.014389i,-0.023019+0.01242i,-0.018153+0.0070392i,-0.020291+0.0078405i,-0.024957+0.012177i,-0.02582+0.011896i,-0.018091+0.006864i,-0.0069094+0.0013544i,0.0014216-0.004241i,0.0048862-0.012999i
-0.056875+0.1563i,-0.041922+0.14002i,0.087321+0.018231i,0.23758-0.096413i,0.23316-0.11211i,0.14199-0.063002i,0.11281-0.061275i,0.095032-0.11952i,0.032142-0.12724i,-0.0043263-0.055259i,0.012555-0.0038007i,0.027502-0.0079301i,0.020471-0.021909i,0.011979-0.021903i,0.010123-0.012199i,0.012404-0.0044484i,0.016766-0.0062368i,0.017314-0.0047554i,0.0098365+0.0055408i,0.00032735+0.011308i,-0.00402+0.0081294i,-0.0053692+0.0033719i,-0.0062965+0.0035533i
-0.1031-0.094337i,-0.1382-0.10555i,-0.21145-0.010456i,-0.29272+0.11869i,-0.25762+0.13389i,-0.16789+0.065598i,-0.12905+0.053531i,-0.096746+0.10738i,-0.038674+0.11444i,-0.014494+0.056493i,-0.029275+0.021957i,-0.030669+0.028839i,-0.013751+0.035014i,-0.001054+0.024665i,0.0028017+0.0080922i,-0.0014802+0.00090811i,-0.0069678+0.0072897i,-0.0033035+0.014i,0.0060918+0.014552i,0.0099862+0.013647i,0.0066276+0.011527i,0.0019081+0.0071105i,-0.00068541+0.0012797i
0.093231-0.032577i,0.14503-0.035452i,0.16815-0.1076i,0.16019-0.20116i,0.13629-0.17203i,0.12367-0.08733i,0.11336-0.092099i,0.054641-0.14154i,-0.012794-0.11918i,-0.02098-0.049954i,0.0022887-0.017604i,0.0076389-0.020741i,-0.00028743-0.024561i,-0.0056013-0.022568i,-0.0066586-0.015296i,-0.0020637-0.010549i,0.0040521-0.015209i,0.0057679-0.023235i,0.0059297-0.025874i,0.0078-0.020906i,0.0076247-0.014599i,0.0041621-0.007964i,0.0020065+0.0016411i
-0.02029+0.06426i,-0.082587+0.13302i,-0.12568+0.23436i,-0.13582+0.30462i,-0.1462+0.25698i,-0.15044+0.16135i,-0.1237+0.14694i,-0.056463+0.16003i,0.0016747+0.11346i,0.0054692+0.04159i,-0.013476+0.012104i,-0.012968+0.01794i,-0.00025556+0.01828i,0.0052127+0.0087632i,0.0017047+0.003713i,-0.0031845+0.0072713i,-0.0054067+0.016083i,-0.0079613+0.018458i,-0.010662+0.010815i,-0.0089853+0.003994i,-0.002488+0.0024275i,0.0039977+0.00010799i,0.0052363-0.0075809i
-0.0073375-0.021002i,0.019102-0.10999i,0.043078-0.22621i,0.056431-0.29176i,0.083685-0.25701i,0.11021-0.19249i,0.093176-0.18049i,0.041764-0.17649i,-0.00025741-0.12336i,-0.0038884-0.054338i,0.0088658-0.023711i,0.0064218-0.022043i,-0.0037907-0.018102i,-0.0053955-0.0097102i,-0.0040867-0.0039686i,-0.0021329-0.0031586i,-0.00025529-0.0075099i,-0.0027317-0.0091936i,-0.0090143-0.0020701i,-0.012887+0.0034465i,-0.012767+0.0017907i,-0.010189+0.0009977i,-0.0023768+0.0051125i
-0.024831+0.025351i,0.0026086+0.10792i,0.055902+0.20227i,0.071856+0.25186i,0.021164+0.23847i,-0.011118+0.19684i,0.0045014+0.16452i,0.023272+0.1394i,0.019983+0.090509i,-0.0044449+0.036022i,-0.02181+0.014293i,-0.015481+0.01487i,-0.0027866+0.012525i,0.0020447+0.0092963i,0.0046135+0.0058613i,0.0051359+0.0039135i,0.0043278+0.0082638i,0.0081031+0.013203i,0.011629+0.011857i,0.0087403+0.0077466i,0.0049383+0.0044722i,0.0027529-0.00051984i,-0.0036137-0.0050284i
-0.01692-0.090024i,-0.10466-0.14656i,-0.19658-0.1857i,-0.2093-0.21343i,-0.14304-0.21572i,-0.079649-0.17449i,-0.052684-0.15413i,-0.053377-0.1567i,-0.05047-0.1205i,-0.020451-0.06525i,0.0041737-0.038575i,0.0042387-0.029244i,0.0019003-0.018766i,0.0027035-0.011903i,0.00058005-0.0054729i,-0.0020902-0.0013568i,-0.0052523-0.0038515i,-0.0064354-0.0058359i,-0.0023536-0.0041772i,0.0021477-0.0023627i,0.0018785-0.00048626i,0.0013588+0.0021379i,0.0045787+0.0020475i
0.11697+0.056765i,0.19955+0.048069i,0.22203+0.056417i,0.18855+0.11005i,0.14535+0.12702i,0.099271+0.089661i,0.069551+0.091941i,0.068713+0.12353i,0.065395+0.10308i,0.033758+0.051798i,0.0057639+0.026296i,0.0018275+0.020587i,0.0059886+0.015518i,0.0074499+0.009605i,0.003583+0.0043188i,-0.0020548+0.0030135i,-0.0016298+0.0064412i,0.0010261+0.0049055i,-0.00062672-0.001429i,-0.0021058-0.0037631i,-0.0006093-0.0020212i,0.00077893-0.00043278i,-0.00057951+0.00049469i
-0.13661+0.092656i,-0.17285+0.15598i,-0.17623+0.12834i,-0.17873+0.042888i,-0.13661+0.015337i,-0.048529+0.018242i,-0.010111-0.027942i,-0.037764-0.080695i,-0.051837-0.072278i,-0.024355-0.040091i,-0.00011014-0.02692i,0.0027011-0.020503i,-0.001319-0.012978i,-0.0048575-0.0082631i,-0.0064116-0.0040511i,-0.0039073-0.0014454i,-0.0015148-0.0033735i,-0.0013455-0.0062478i,-0.003113-0.0067121i,-0.0052118-0.0060624i,-0.0047406-0.0054744i,-0.0030868-0.0042238i,-0.00090444-0.0013602i
-0.020394-0.18643i,-0.038985-0.22749i,0.01823-0.16682i,0.10334-0.079009i,0.085543-0.030748i,0.015123+0.0050006i,0.025691+0.055232i,0.083354+0.069313i,0.08514+0.036803i,0.042201+0.01141i,0.013955+0.0094124i,0.0075629+0.01017i,0.0059076+0.0066774i,0.0048413+0.0041225i,0.0035875+0.002021i,0.00079778+0.0016333i,-0.0021745+0.0046662i,-0.0028368+0.0086945i,-0.00067662+0.0081998i,0.0017269+0.004439i,0.0021652+0.00027236i,0.0031931-0.0020181i,0.003857-0.0025638i
0.18532+0.064128i,0.20769+0.051535i,0.10523+0.023278i,-0.0096498+0.0084199i,-0.011689-0.011685i,0.036711-0.052817i,0.007635-0.087665i,-0.053028-0.080663i,-0.06033-0.045049i,-0.027693-0.021074i,-0.0059523-0.020146i,-0.0040884-0.019721i,-0.0023377-0.0089554i,-0.00086158+0.0018113i,-0.0027317+0.0053586i,-0.0045459+0.0023039i,-0.007339-0.0029854i,-0.0086003-0.0054229i,-0.0060293-0.0034773i,-0.0042596-0.0011794i,-0.0044156-0.0014057i,-0.0046957-0.00036205i,-0.0026926+0.0017003i
-0.15307+0.14177i,-0.15774+0.16841i,-0.076006+0.11354i,0.00177+0.054491i,0.011972+0.069701i,0.013074+0.11703i,0.051648+0.11718i,0.076092+0.080954i,0.055681+0.046411i,0.024744+0.028339i,0.013283+0.023404i,0.011914+0.018593i,0.0073601+0.010857i,0.0023763+0.0042058i,-0.00041879-0.0016902i,-0.0016521-0.0039779i,0.0018076+0.0014721i,0.0091696+0.006272i,0.011392+0.0020224i,0.0072503-0.0021653i,0.0045095-0.0014342i,0.003797-0.0025806i,0.00039415-0.0035458i
-0.07151-0.20685i,-0.10606-0.22527i,-0.13032-0.11819i,-0.14013-0.014735i,-0.12469-0.017274i,-0.1076-0.040472i,-0.098156-0.027862i,-0.083339-0.012394i,-0.053234-0.006409i,-0.023255-0.0047403i,-0.010669-0.0040042i,-0.0071605-0.0019002i,-0.0013079-0.00088996i,0.003393-0.0017456i,0.003638-0.0011817i,0.0028737-0.00054733i,0.00098106-0.0036629i,-0.0030132-0.0057874i,-0.0025456-0.0026449i,0.001344-0.00128i,0.002252-0.0020958i,0.0014632+0.0002351i,0.0026898+0.0026562i
0.22397+0.02563i,0.27721+0.010795i,0.22255-0.036469i,0.15481-0.05633i,0.13957-0.02244i,0.12987+0.0010671i,0.11686+0.011198i,0.10673+0.020712i,0.077967+0.016236i,0.039773+0.0088267i,0.020663+0.0062318i,0.013412+0.0038841i,0.0017921+0.0042703i,-0.0059724+0.0057397i,-0.0064995+0.0036713i,-0.0058422+0.0011756i,-0.0038579+0.00037239i,-0.0021751-0.0014339i,-0.0018455-0.0030096i,0.00053307-0.0026094i,0.0033611-0.0018697i,0.0025195-0.0010446i,-0.0001301+0.00059038i
-0.12691+0.19334i,-0.14557+0.2506i,-0.096365+0.21939i,-0.064398+0.16887i,-0.069095+0.14869i,-0.051667+0.11763i,-0.044025+0.061373i,-0.062045+0.017059i,-0.058741+0.0031523i,-0.031924+0.0028745i,-0.012642+0.0028218i,-0.0033299-0.00010561i,0.0032394-0.0040881i,0.0038844-0.0056053i,0.0017897-0.0037531i,0.0018719-0.0032373i,0.0002052-0.0043234i,-0.0014646-0.0025367i,-0.0012685-0.00040776i,-0.0022144-0.001311i,-0.0032347-0.0024676i,-0.0027939-0.0035022i,0.00011404-0.0051694i
-0.12264-0.20631i,-0.16037-0.25631i,-0.1318-0.21483i,-0.079172-0.1703i,-0.066374-0.13999i,-0.059944-0.077891i,-0.012746-0.024417i,0.032002-0.013074i,0.029435-0.013526i,0.0057329-0.0043008i,-0.0058153+0.0037057i,-0.0075901+0.0089933i,-0.0074383+0.013714i,-0.0042792+0.012686i,-0.00090909+0.0074945i,-0.00024074+0.0050741i,0.0029403+0.0067812i,0.0074154+0.010207i,0.0074653+0.01052i,0.0040994+0.0069059i,0.0023076+0.0041203i,0.0033213+0.002967i,0.0033048+0.002217i
0.23399-0.025638i,0.27679-0.028643i,0.20035+0.0010282i,0.11659+0.050146i,0.088166+0.053876i,0.058136+0.023304i,-0.0025122+0.02002i,-0.043798+0.036617i,-0.038196+0.035266i,-0.018232+0.016508i,-0.0094188+0.0017794i,-0.0068388-0.0052365i,-0.0038549-0.0095111i,-0.0021965-0.0087439i,-0.0015952-0.003251i,-0.00073745-0.0014558i,-0.0012465-0.0048506i,-0.0040271-0.0077077i,-0.0046976-0.0048431i,-0.0022489-0.00011262i,-0.0015059+0.0015376i,-0.0044699+0.0020233i,-0.0062879+0.0021858i
-0.076804+0.21251i,-0.093569+0.24571i,-0.090881+0.17081i,-0.097887+0.089452i,-0.089386+0.073068i,-0.043168+0.079915i,0.010789+0.050472i,0.034146+0.0088049i,0.025435-0.0066326i,0.011401-0.0014095i,0.0093307+0.0064215i,0.011402+0.010605i,0.00864+0.01217i,0.004959+0.0099331i,0.0018034+0.004045i,-0.00085583+0.0023996i,0.0019172+0.0037795i,0.0072342+0.0018843i,0.0088868-0.00081687i,0.0084275-0.00061981i,0.0086419+0.0014897i,0.0080963+4.0582e-06i,0.0058564-0.0019941i
