-0.0034733-0.00030147i,-0.0030362-0.00010394i,-0.0036574-0.0004035i,-0.0025083-0.00032827i,-0.0015743+0.0012063i,-0.00098436+0.0021336i,-0.00011877+0.0016251i,3.0421e-07+0.0011113i,5.3509e-05+0.0010688i,0.00031779+0.00084682i,0.00060895+0.00030133i,0.00035257-0.00059606i,0.00016578-0.00042387i,0.00031907+0.00064385i,0.00020245+0.00081041i,-0.00043873+0.00020643i,-0.00040209+0.00024927i,0.00024345+0.00099778i,0.00070899+0.00018474i,0.00066164-0.0014067i,-8.541e-05-0.0010936i,-0.00022458+0.00015333i,0.00016123+0.00077652i
0.00034944-0.00087407i,-0.00020248-0.00034081i,0.00025007+0.00019718i,0.0010774+0.0012024i,0.0019929+0.0011055i,0.0025764+0.0007127i,0.0014458+0.00050613i,-0.00038132+0.00065086i,-0.00053365+0.00055793i,0.0007878+0.00045359i,0.0023666+7.1265e-07i,0.0041697-0.0011967i,0.004152-0.0025806i,0.0020448-0.0022409i,0.00031814+1.6599e-05i,-0.0001099+0.00066603i,-0.00030412-0.00026831i,0.00041664-8.9589e-05i,0.0013136+0.00052227i,0.0014024+0.00037738i,0.00093341+0.00020832i,4.5879e-05+0.00070541i,0.00035256+0.0012441i
0.0011126+9.6409e-05i,0.0013943+0.00069678i,0.0011276+0.00021558i,0.0011179+0.00055544i,0.001254+0.0021196i,0.00072686+0.0024224i,-8.0887e-05+0.00079379i,7.5498e-05-0.00044258i,0.00035373-0.00028793i,0.00091625+0.00031844i,0.0015407+0.0010055i,0.0019312-0.00045718i,0.0017082-0.0023968i,-3.1327e-05-0.0020054i,-0.0015615-0.0013082i,-0.0018685-0.00074948i,-0.0013919-0.00017854i,3.1192e-05+0.00053783i,0.00079894+0.00014098i,0.00085649-0.0010343i,0.00041022-0.0012937i,-0.0004893-0.0013732i,-0.00057784-0.0014353i
-0.0024325-0.0019701i,-0.0028721-0.0017358i,-0.0019409-0.0020016i,-0.0017433-0.0015517i,-0.0012412-7.574e-06i,0.0007264+0.001855i,0.0022907+0.0015746i,0.0020737-0.00017237i,0.0016154-0.0014644i,0.0010156-0.0021746i,-0.00034465-0.0034921i,-0.0023421-0.0039291i,-0.0033707-0.0020923i,-0.0024992+0.00038961i,-0.00085338+0.00083577i,0.00024641+0.00038194i,0.0011156+0.0011694i,0.001525+0.0019755i,0.0012614+0.0014642i,0.0015119-2.3181e-05i,0.0015206-0.00016794i,0.00027395+0.00052134i,-0.0011237+0.00023521i
0.00045892-0.0021443i,0.00088263-0.0025344i,0.00023308-0.0010831i,-0.00099681+0.0011722i,-0.0018838+0.0021772i,-0.0012929+0.0017177i,-0.00015196+0.0011634i,0.00021371+0.00052201i,0.00016751-0.00080952i,0.00062218-0.0025244i,0.00098205-0.0037078i,-0.00011137-0.0032522i,-0.001542-0.0012855i,-0.0016461-0.00029533i,-0.0015225-0.0001076i,-0.001477+0.00093175i,-0.00091355+0.0013861i,-9.058e-05+0.00081918i,0.0016004+0.00014416i,0.0025891-8.5872e-05i,0.0012658-0.00010027i,6.3723e-05-0.00012782i,0.00046644-0.00010302i
0.001497-0.00013077i,0.00068126-0.00013095i,-0.00088697-0.00030665i,-0.00063683+0.001026i,0.00063678+0.0032677i,0.0020718+0.0035425i,0.0014369+0.0019874i,-0.0001036+0.00020267i,-0.00052919+0.00040836i,-0.00044423+0.0021334i,0.00085757+0.0036316i,0.0027329+0.0035105i,0.0030974+0.0013031i,0.0029872-0.0004809i,0.00186-0.001163i,0.00019067-0.0011217i,-0.00045086-0.0005699i,-0.00059343+0.00028214i,-0.00086579+0.0008238i,-0.0014387-2.3254e-06i,-0.0014419-0.0011161i,-0.00090311-0.0011331i,-0.00079654-0.00026806i
-0.0028178-0.00047381i,-0.0034554+4.9007e-05i,-0.0032035-0.00011415i,-0.0016362-8.1276e-05i,0.00028517+0.00021406i,0.0016777-0.00024872i,0.0014863-0.00021238i,0.00086218+0.00051814i,-0.00060957+0.0010123i,-0.0029344+0.0023538i,-0.0033411+0.0037295i,-0.0015512+0.0039847i,0.00062838+0.0029329i,0.0016047+0.0014999i,0.0007165-2.7243e-05i,-0.00023369-0.00096377i,-0.0013651+8.096e-05i,-0.0017897+0.00089462i,-0.0015599+0.00080626i,-0.0013828+0.0013207i,-0.0012969+0.0011274i,-0.00090519+0.00028346i,-0.00016749-0.00030767i
-0.0021412-0.0028935i,-0.0017123-0.0037259i,-0.0018014-0.0040541i,-0.0016714-0.0026444i,-0.0011266-0.00014889i,-0.00093533+0.0016172i,0.00016881+0.0013447i,0.00028855+0.00082063i,-0.00077938+0.00027453i,-0.00079052-0.00032273i,-0.00052684-0.0012074i,-0.00097759-0.0023207i,-0.002272-0.0019043i,-0.0025096-0.00070323i,-0.00049785-0.00011968i,0.00093148+3.5252e-05i,0.00072987+0.0006252i,0.00092702+0.0010335i,0.0012536+6.9319e-06i,0.0012719-0.0012808i,0.0018773-0.00064307i,0.0019099+0.00032199i,0.00094402+0.00048437i
0.0026716-0.00018076i,0.0039746+0.00052739i,0.0039778+0.00078467i,0.0033517+0.001327i,0.0018537+0.0022591i,0.0010752+0.0025286i,0.00085602+0.0022365i,4.8439e-06+0.0011086i,-0.00021199-0.00075809i,0.00091506-0.0005052i,0.0026565+0.00025133i,0.0023459-0.00065632i,-0.00010103-0.0017585i,-0.0012295-0.001148i,-0.0007628+0.00010206i,-0.00027013+0.00051357i,0.0010549+0.001129i,0.0016015+0.0014645i,0.00049739+0.00082126i,-0.00013731-0.0002731i,-0.00024249-0.0013534i,8.2584e-05-0.00084583i,0.00012899+7.321e-05i
-0.00085-8.4553e-05i,-0.0015483+0.0001268i,-0.0016054-0.00096839i,-0.0009135-0.00034654i,0.00035873+0.00071094i,0.00092244+0.00083679i,0.00064116+0.00017966i,0.00083124-0.0012092i,0.0005199-0.0014908i,-0.0013761-0.00084203i,-0.0028139-0.00089752i,-0.0028024-7.7177e-05i,-0.00068187+0.0022647i,0.0013262+0.002697i,0.00061683+0.0019277i,-0.00067961+0.0018388i,0.00010054+0.0014613i,0.00082131+0.00071006i,0.00058173+0.0005032i,0.00035585+0.00045124i,0.00022568+0.00014218i,0.00029216-8.8972e-05i,0.0004464+6.3017e-05i
-0.0012921-0.0014739i,-0.0026362-0.0020698i,-0.0030125-0.0014516i,-0.0022526+0.00040541i,-0.0016419+0.0015305i,-0.0013562+0.0008445i,-0.00089105-0.00059535i,-0.0009917-0.0012667i,-0.0012306-0.0028275i,-0.0012204-0.0040931i,-0.0018079-0.0041628i,-0.0026365-0.0029204i,-0.0023464-0.0004529i,-0.0015937+0.00069088i,-0.0016677-5.2306e-05i,-0.0013314-0.00026451i,-0.00018285+0.00015234i,0.00047122-0.00017899i,0.00041958-0.0012363i,-1.1432e-05-0.0022176i,-0.00060092-0.0015953i,-0.00095671-0.0011483i,-0.00057815-0.0010417i
0.0051271-0.00074707i,0.0064179+0.00024302i,0.0044592-0.00024117i,0.002654-0.0010373i,0.0020823-0.00031504i,0.0022249+0.000622i,0.0020991+0.00092611i,0.00088453-7.4957e-05i,0.00045038-0.0021864i,0.0019135-0.0025445i,0.0037512-0.0018204i,0.0045198-0.0032326i,0.0024653-0.0051441i,-0.0014987-0.0054156i,-0.0027777-0.0030066i,-0.0014447+0.00020147i,-0.001391+0.0014367i,-0.0016747+0.0018615i,-0.0004474+0.0021068i,0.0005877+0.0016631i,-0.0005528+0.00040707i,-0.0014535-0.00063263i,-0.0015506-0.00034828i
0.00028986-6.0008e-05i,-0.00036014+0.00092053i,-0.00051726+0.00039347i,0.0010724-0.00022364i,0.0019733+9.8053e-05i,0.0014173+0.00051768i,0.00088069-8.9367e-05i,0.001098-0.00040419i,0.00096747+7.3083e-05i,-0.00024571+0.0016069i,-0.0004906+0.003271i,0.0013181+0.0030762i,0.0021974+0.00090735i,0.001262-0.00038942i,-0.00027708+0.00026056i,-0.0018181+0.00084812i,-0.0020359+0.0015128i,-0.0011672+0.0023877i,-0.00011632+0.0020042i,0.0010926+0.00046917i,0.0016649-0.0013267i,0.00088149-0.0013602i,-0.00071171-0.00057606i
0.00024126-0.0016521i,-0.00086557-0.0030349i,0.00035277-0.0031057i,0.00069412-6.0676e-06i,-0.00091121+0.0014614i,-0.0018228+0.0015876i,-0.0012239+0.0025702i,-0.00020436+0.0020308i,-0.00016101+0.0011859i,-0.0013172+0.00010584i,-0.001989-0.0014869i,-0.0012977-0.0016758i,-0.0003175-0.00047325i,0.0003631+0.00036929i,0.00095302-0.00069207i,0.00073831-0.0013704i,2.6094e-05-0.00053723i,8.4018e-05-0.00085154i,0.0003152-0.0019823i,0.00072954-0.0021217i,0.00027262-0.0024748i,-0.00067626-0.0021839i,-2.5012e-05-0.0014411i
0.003377-0.0030832i,0.0035802-0.0032995i,0.0014784-0.0030074i,-0.00096859-0.0010935i,-0.0011741+0.0016843i,-0.00011623+0.0024915i,0.00074279+0.00032118i,0.00075416-0.00044373i,0.0011575+7.9359e-05i,0.002512+4.913e-05i,0.003641-0.0013292i,0.0030158-0.0025651i,0.0013153-0.0025496i,0.0001085-0.0021587i,-2.7467e-06-0.0012966i,-0.0001098-0.00019456i,-9.5108e-05+0.00012005i,0.00012502+0.00018976i,0.0007065+0.00015998i,0.00042732+9.3835e-06i,-0.00071157-0.00016592i,-0.00093904-0.00065928i,7.6975e-05-0.00054352i
-0.0027022+0.0023573i,-0.003111+0.0036344i,-0.0043254+0.0029362i,-0.0023068+0.0016369i,-0.00036421+0.0015939i,0.00050465+0.0012424i,0.0014369+3.8502e-05i,0.0027543-4.492e-05i,0.0029149+0.0011545i,0.0019155+0.0029836i,0.00070358+0.0046366i,0.00096808+0.0047518i,0.0025236+0.0031377i,0.0025703+0.00076374i,0.00052344-0.00049241i,-0.00062813-0.00084112i,-0.00097147-0.00090332i,-0.00077934+7.1259e-06i,0.00072775+0.00057238i,0.0023857-0.00043172i,0.0024234-0.0011177i,0.0012155-0.0011871i,0.0013133-0.00050522i
-0.0041198+0.0017124i,-0.0039479+0.00063294i,-0.001549+0.00040425i,0.001626+0.0003953i,0.0030532-0.00037569i,0.0022401-0.00027782i,0.0018474+0.00014642i,0.0018127-0.00012281i,0.00024057-0.00069047i,-0.0022722-0.0011013i,-0.0032703-0.00026673i,-0.0019847+0.0015693i,0.00014142+0.0021586i,0.00098775+0.00086043i,0.00040919+2.219e-05i,-1.3109e-05-0.00036767i,0.00061351-0.00026043i,0.0013341-0.00015306i,0.00038865+0.0002442i,-0.00056937+0.00091721i,-0.00093903-6.8396e-05i,-0.0012341-0.00029743i,-0.0011054+0.0002003i
0.0016026-0.0004563i,0.0031868-0.0016738i,0.0032467-0.00059281i,0.0021287+0.0013031i,0.0014792+0.0013006i,0.00065785-0.00022933i,-0.0010378-0.00090623i,-0.001594-0.001129i,-0.0015698-0.0020871i,-0.0011586-0.0030548i,0.00044111-0.0034615i,0.00031374-0.0035693i,-0.0019149-0.001361i,-0.0029208+0.0019895i,-0.0013509+0.0028073i,0.00053046+0.0017765i,0.001329+0.0018281i,0.0017958+0.0025655i,0.0013942+0.0026512i,0.00018351+0.00075751i,-0.00065842-0.00021523i,-0.0002909+0.001585i,1.0039e-05+0.0028331i
0.0015135+0.0027806i,0.0013562+0.0046959i,-0.00057135+0.0049216i,-0.0016874+0.0029785i,-0.00082629+0.0018941i,0.00070528+0.0024399i,0.0012725+0.0017602i,0.00045144+0.00067883i,-0.0012149+5.0658e-05i,-0.0025978+0.0011365i,-0.0017023+0.0020263i,-0.00047112+0.00089016i,-0.0012841+0.00025241i,-0.0022084+0.00055193i,-0.0022454+0.00093348i,-0.0019226+0.0019566i,-0.00064976+0.0030506i,0.00089392+0.0025286i,0.0019326+0.00067165i,0.0021344-0.0012277i,0.0016837-0.001949i,0.0012631-0.0010873i,0.00075425+7.7341e-05i
-0.0072262-0.0017387i,-0.0094277-0.0029446i,-0.0083825-0.0031136i,-0.0034493-0.0014663i,-0.00017148+0.00040513i,0.0011063+0.0018689i,0.00041862+0.0014293i,-0.0012868+0.0011681i,-0.0018761+0.002153i,-0.0027041+0.0026521i,-0.00351+0.0023511i,-0.002966+0.0021889i,-0.00081911+0.00097756i,0.00051289-0.00027603i,-0.00066082-0.00062125i,-0.0012284-0.00032824i,-0.0011705+0.00075739i,-0.0011408+0.0011697i,-0.00094033+0.0011976i,-0.00082068+0.0009071i,-0.0019035-0.00023826i,-0.002343-0.00037732i,-0.001383-0.00028926i
0.0014065-0.0010272i,0.0032934-0.0022344i,0.0046302-0.0010575i,0.004653+0.00075979i,0.0039897+0.0014486i,0.0025808+0.0015715i,0.0018505+0.0011808i,0.0027673+0.00046783i,0.0038792-0.0014638i,0.0051903-0.0031881i,0.0053178-0.0036002i,0.0036642-0.0029647i,0.001569-0.0018946i,0.001072-0.00055302i,0.0019096-0.00026049i,0.0025835-0.00062693i,0.0020058-2.6882e-05i,-9.4626e-05+0.0015927i,-0.0010492+0.0022661i,-0.0001191+0.0013113i,0.0013112+0.0010782i,0.0013603+0.0012263i,-0.00019909+0.00052731i
0.0018631+0.0012598i,0.0026697+0.0026532i,-0.00011653+0.00411i,-0.0024765+0.0037835i,-0.0016394+0.0023168i,-0.00049772+0.00035274i,-0.00018357-0.002317i,0.00068605-0.0037665i,0.0023463-0.0047356i,0.0037059-0.0038643i,0.0047295-0.0011895i,0.0054605-0.00049382i,0.0034141-0.0015669i,0.00044921-0.0009259i,-0.00062058+0.0017341i,-0.001527+0.0031225i,-0.0024993+0.0022637i,-0.0016698+0.0004849i,0.00082444-0.00088103i,0.002384-0.0024618i,0.0020455-0.003629i,0.00088549-0.003156i,-4.9075e-05-0.0015049i
-0.0057812+0.0010752i,-0.0079887+0.0011118i,-0.0087049-0.00021699i,-0.0051304+0.00023893i,-0.0011933+0.0026152i,-0.00033184+0.0034812i,-0.0013791+0.0022147i,-0.0020605+0.00047424i,-0.0029707-0.00084069i,-0.0042123-0.0020128i,-0.0036615-0.0016091i,-0.0021417-5.7955e-05i,-0.00096528-0.0010186i,-0.00081494-0.0029776i,-0.0022732-0.0023283i,-0.0033219-0.0010289i,-0.0027249-0.0014611i,-0.0026085-0.0014576i,-0.0011466-0.00069946i,0.00046531-0.00096067i,-1.863e-05-0.00097137i,-0.00072801+7.6505e-05i,-0.00051238-5.2568e-05i
0.010953-0.0065566i,0.013588-0.0075697i,0.020236-0.011743i,0.01612-0.009431i,0.006152-0.0063117i,-0.00084017-0.0035432i,1.2606e-06-0.00084954i,0.0022403-0.00069846i,0.0013998-0.0018376i,0.00010917-0.0041736i,-0.00063359-0.0051008i,-0.0010564-0.0038178i,-0.0011308-0.0037376i,-0.00088184-0.0038269i,-0.00063537-0.0038775i,-0.0005904-0.0041527i,-0.00072333-0.0030053i,3.7562e-05-0.0015016i,0.00091486+0.00010539i,0.00054285+0.00097202i,0.0012027+0.00068174i,0.0020171+0.00030482i,0.0022377+0.00048194i
0.0085189-0.0033623i,0.012269-0.0011366i,0.010535+0.00082391i,0.004326+0.0013612i,-0.0001653-0.00089419i,-0.0011078-0.00064209i,-0.00071063+0.00062852i,-8.0569e-05+0.00015277i,0.0012026+0.0023395i,0.0015946+0.0058157i,0.0033415+0.0059526i,0.0043173+0.0045439i,0.0021212+0.0034106i,-0.00037986+0.0029347i,-0.00083719+0.0029251i,9.4619e-05+0.003335i,-7.3387e-05+0.0023131i,0.00059768+0.00087725i,0.0014464+0.00058035i,0.0012545-0.00026334i,0.00052466-0.00086566i,0.00014711-0.0010138i,0.00077357-0.00072861i
0.00057796+0.0027911i,-0.0038775+0.0076206i,-0.0080595+0.0053679i,-0.0077352+0.001063i,-0.0045435+0.00090148i,-0.0015456+0.0014189i,0.00068682+0.0025531i,0.00085586+0.005216i,0.00013249+0.0067663i,-0.0010749+0.0054889i,-0.001949+0.0044119i,-0.00014584+0.0035013i,0.0016015+0.00089859i,0.0010306-0.0012486i,-0.00016604-0.001459i,-0.00054193-0.0008902i,-0.00014008+0.00026965i,0.00071782+0.0018407i,0.00092332+0.0020301i,0.00052919+0.0023657i,-0.00013771+0.0020837i,-0.001202+0.00099731i,-0.0012259+0.00027873i
-0.0018148-0.0025892i,-0.0031981-0.0083316i,0.0019731-0.011017i,0.0053504-0.0067378i,0.0029163-0.0014209i,0.00097392+0.0010788i,0.001994+0.0007571i,0.0037435-0.00020924i,0.003635-0.0025134i,0.0029872-0.005939i,0.0021423-0.0076938i,0.00071847-0.0062412i,-0.00012572-0.0043781i,0.00021464-0.0050779i,0.0013612-0.0051012i,0.0024054-0.0039359i,0.002705-0.0026359i,0.0020087-0.00089316i,0.00082814+0.00072764i,0.00077138+0.0009479i,0.0018144-0.00040409i,0.0017869-0.0012361i,0.00079393-0.00029301i
0.0064471-0.0036049i,0.01233-0.0026504i,0.014019+0.0014312i,0.0091894+0.0037416i,0.0047935+0.0020842i,0.0021784+0.0013658i,-0.00061788+0.0025183i,-0.0035394+0.0012221i,-0.0037049-0.0017462i,-0.0012685-0.0030116i,0.00026562-0.0030546i,0.00043918-0.0030615i,0.00069147-0.0029202i,0.0012811-0.00076782i,0.0018296+0.0016714i,0.0022522+0.0028057i,0.0019583+0.0023622i,0.00084486+0.0015973i,-0.00014843+0.0013523i,-0.00049351+0.00018376i,-0.0013854-0.001751i,-0.0021425-0.0021633i,-0.0013382-0.00093296i
0.0047561+0.0028834i,0.00033162+0.0086944i,-0.0031634+0.0075902i,-0.0044444+0.0033997i,-0.0037646+0.0017434i,-0.0028394+0.0019116i,-0.002381+0.0037674i,-0.004819+0.0042401i,-0.0078142+0.0023035i,-0.0087398+0.0012572i,-0.0082442+0.0015067i,-0.005264+0.0024753i,-0.0029946+0.0021133i,-0.002687+0.0010941i,-0.0026842+0.0022556i,-0.0029772+0.0036327i,-0.0025558+0.0033548i,-0.0015313+0.0034072i,-0.00059778+0.0026234i,-0.00024407+2.5104e-05i,-0.0009092-0.0017459i,-0.0014179-0.00038988i,-0.0012606+6.4761e-05i
-0.0071107-0.0013954i,-0.010565-0.0050162i,-0.010589-0.0090541i,-0.0072064-0.0069337i,-0.0037505-0.0025712i,-0.0033007-9.7755e-05i,-0.0033659-0.00075278i,-0.0028195-0.0029048i,-0.0030175-0.0038016i,-0.0028737-0.0035564i,-0.0021651-0.003089i,-0.0019431-0.0022045i,-0.00096997-0.00078995i,-0.00054748+0.00067326i,-0.0015656+0.0012442i,-0.0016449+0.00093607i,-0.0010642+0.00060744i,-0.0010623+0.00044259i,-0.00071101-0.00028378i,-0.00033603-0.00094096i,0.00018602-0.0020031i,0.0011193-0.0024629i,0.0018158-0.001143i
0.0027409-0.0057633i,0.0090617-0.0078166i,0.014182-0.0050123i,0.011145-0.0025209i,0.0062703-0.0018721i,0.0030398-0.002231i,1.5493e-05-0.0028415i,-0.00053607-0.0046459i,0.0026354-0.0043552i,0.0059566-0.00097896i,0.0073724-0.00041499i,0.0061438-0.0015973i,0.0029589-0.0012196i,0.0013717+0.00046709i,0.0013429+0.0018761i,0.00075833+0.0017801i,-0.00023661+0.0014917i,-0.0013442+0.0011888i,-0.001397+0.00064442i,-0.00027545+0.00064708i,0.00028245+0.00086728i,-0.00035628+0.00047279i,-0.00048223-0.00035342i
0.0098743+0.0015354i,0.0099536+0.008372i,0.0058392+0.01119i,0.0018188+0.0082125i,-0.00087735+0.0040523i,-0.00057028+0.001308i,0.0024092-0.0011058i,0.0050629-0.0026694i,0.0060448-0.0041835i,0.0050318-0.0029761i,0.0030971-0.00045816i,0.0030609-0.00021357i,0.0030067-0.0015477i,0.0011526-0.0020779i,-0.0012816-0.0018843i,-0.0023196-0.00089437i,-0.0021183+0.0004432i,-0.0013537+0.0002963i,-0.00016096-0.00081667i,0.0009998-0.0012551i,0.00087509-0.0012726i,-0.00031637-0.00044704i,-0.0013572+0.0011242i
-0.0070137+0.0090903i,-0.014115+0.0077641i,-0.013689+0.0025722i,-0.0070229+0.00069024i,-0.0002304+0.0019608i,0.0010219+0.00067682i,0.00089026-0.0041927i,0.0054281-0.0085302i,0.0079327-0.0092519i,0.005141-0.0079055i,0.0013614-0.005068i,-0.00041954-0.0020076i,-0.00011927-0.0012916i,0.00058768-0.0020959i,-0.00017673-0.0037675i,-0.0018757-0.004577i,-0.0018855-0.0037337i,-0.0004759-0.0017813i,0.00093667-0.0009417i,0.0023355-0.0017686i,0.0024724-0.0023059i,0.0010248-0.0035809i,0.00039472-0.003217i
-0.0038035-0.010252i,-0.00063406-0.017982i,0.0053863-0.017313i,0.0055796-0.011023i,0.0034386-0.0060532i,0.0030582-0.0018069i,0.002354+0.001545i,0.0025933+0.0019971i,0.0038135+0.0028285i,0.0033757+0.0038412i,0.0017798+0.0026626i,0.00029445+0.00047546i,-0.00039812-0.00057396i,-0.00022797-0.0008662i,0.0001161-0.0011351i,0.00010787-0.0011671i,-0.00049946-0.0013033i,-0.0014994-0.00083606i,-0.00073157+0.00051926i,0.00050297+0.0015826i,-0.00018299+0.0014012i,-0.0011897+0.00054182i,-0.0015335+0.00033334i
0.010557+0.00074357i,0.017737+0.0082953i,0.015139+0.013145i,0.0077946+0.010589i,0.0018481+0.0059236i,0.0017158+0.0030636i,0.0053278+0.0047169i,0.0052248+0.0096832i,0.00020625+0.013387i,-0.0040063+0.013005i,-0.0029653+0.0095161i,0.00022828+0.0041495i,0.00098751-0.00055962i,0.0005995-0.0026416i,0.0001649-0.00093416i,0.00011243+0.001784i,0.00073604+0.0014777i,0.00096987+0.00024132i,0.0015423+2.438e-05i,0.00066005-0.0004683i,-0.001611-0.00052237i,-0.0021625+0.00028038i,-0.0015209+3.8435e-05i
-0.0023549+0.016342i,-0.010726+0.019185i,-0.011931+0.014282i,-0.0061202+0.0075412i,-0.0009231+0.0048454i,-0.00064575+0.0050143i,-0.00018845+0.0047205i,0.0024529+0.0050524i,0.0022244+0.0055626i,-0.00071+0.0031506i,-0.0023675+0.00050069i,-0.0015508-0.000152i,0.00018072-0.0004756i,0.0011263-0.00089215i,0.00071284-0.0011282i,0.00022472-0.0018528i,3.1882e-05-0.0018009i,0.00011323-0.0011314i,0.00077964-0.0004962i,0.0019608-0.00028208i,0.0022177-0.0020253i,0.0019224-0.0036434i,0.0015581-0.0032783i
-0.012384-0.01209i,-0.012481-0.022312i,-0.0085537-0.022175i,-0.0054836-0.014623i,-0.0024995-0.007932i,0.00035648-0.0019436i,-0.002128+0.0038204i,-0.0068462+0.0047971i,-0.0063383+0.0024246i,-0.002135+9.5405e-05i,0.00076675-0.0014506i,0.00044441-0.00097279i,-0.00082234+0.0015459i,0.00065328+0.0035021i,0.0027745+0.0024375i,0.0025802+0.0003833i,0.0016868+4.6968e-05i,0.0010523+0.0010697i,0.001387+0.0022732i,0.002755+0.0018311i,0.0028931+0.00060397i,0.0023501+0.00089932i,0.0016952+0.0013973i
0.014981-0.0071916i,0.025552-0.0027763i,0.021436+0.0028435i,0.010909+0.0038179i,0.002731+0.0041881i,-0.00159+0.0021184i,-0.0035148+0.00017213i,-0.0080245+0.0013549i,-0.010879+0.00069648i,-0.0082953+0.00019166i,-0.0034508+0.00026155i,-4.4386e-05-0.00089056i,0.0006428-0.0029291i,0.00050526-0.0028925i,0.00086048-0.00061228i,0.0018693+0.001931i,0.0023945+0.0026315i,0.0016482+0.0013402i,0.0011132-6.0078e-05i,0.00080869-0.0011546i,0.00022646-0.0013808i,-0.00045906+0.00067085i,-0.00035946+0.002011i
0.0028213+0.016346i,-0.006407+0.02354i,-0.010366+0.018023i,-0.003229+0.0093955i,0.0027002+0.0072517i,0.0012245+0.005784i,-0.0047153-0.0016005i,-0.0076419-0.009859i,-0.0081852-0.012773i,-0.0072967-0.011773i,-0.0048637-0.0085344i,-0.0022077-0.004925i,0.00074579-0.0029273i,0.0016135-0.0018993i,-0.0014561-0.00062297i,-0.0042295+0.00117i,-0.0032739+0.0019976i,-0.0012595+0.0014194i,-0.00026338+0.00028938i,0.00035784-0.00089896i,-0.00018025-0.0013649i,-4.0829e-05-0.0013933i,0.00074176-0.0014543i
-0.022711-0.0053699i,-0.025724-0.015561i,-0.018552-0.015577i,-0.011489-0.0073676i,-0.00619-0.00513i,-0.0017533-0.0037287i,-0.0016444-0.0020074i,-0.0031684-0.0050442i,-0.00085978-0.0076502i,0.002291-0.0066959i,0.0024338-0.0056845i,0.00070871-0.0041034i,-0.0012692-0.00049936i,-0.0015497+0.0016426i,-0.0008773+0.00050337i,-0.00071523-0.0010349i,-0.001105-0.00053841i,-0.00020295+0.0016705i,0.002099+0.0030977i,0.0026905+0.0028369i,0.00039551+0.0020864i,-0.0019233+0.0023786i,-0.0016216+0.0029273i
0.01459-0.021948i,0.026095-0.020049i,0.02057-0.01185i,0.0064391-0.0069282i,4.0786e-05-0.002985i,0.00025825-0.0041405i,0.0060527-0.0075414i,0.010933-0.0075222i,0.010738-0.005424i,0.0073427-0.0012933i,0.0040126+0.0015965i,0.0012709+0.001358i,-0.00092822-0.00024787i,-0.0013243-0.0001044i,0.00098249+0.0011198i,0.003254+0.0016327i,0.0033755+0.00089567i,0.0020207+0.0012017i,0.000195+0.0016309i,-0.00077625+0.00080779i,-0.0007591+0.00084691i,-0.00095386+0.0014834i,-0.0017369+0.0019575i
0.013034+0.02087i,0.0075738+0.02875i,0.0027628+0.02129i,0.0072944+0.0097309i,0.0093242+0.0080099i,0.0077287+0.0093331i,0.0059755+0.0012228i,0.0082546-0.0086869i,0.010913-0.01013i,0.0075895-0.0061597i,0.0033077-0.0015793i,0.0015207+0.0005355i,0.0010647-1.8576e-05i,0.00064583+0.00067143i,-0.00027669+0.0029946i,-0.00070668+0.0045968i,-0.00043776+0.0049582i,-0.00083745+0.003934i,-0.0015938+0.0019999i,-0.0014145-0.00097922i,-0.0017347-0.0040279i,-0.0026227-0.0053075i,-0.0023928-0.0042784i
-0.026903+0.0038683i,-0.032792-0.0050433i,-0.020119-0.0073347i,-0.0083629-0.0022489i,-0.0033724-0.0023062i,0.001831-0.0015837i,0.0058075+0.0048052i,0.0073195+0.0082026i,0.0085433+0.0058393i,0.0083123+0.002466i,0.0066151+0.00031829i,0.0045658+0.00015207i,0.0027391+0.0012389i,0.0004298+0.0013211i,-0.0021201-0.00024284i,-0.0046382-0.0013545i,-0.0057687-0.00042545i,-0.0040924+0.0013917i,-0.0010364+0.0012441i,0.0014805-0.0011392i,0.00072744-0.0026548i,-0.00083601-0.0026486i,-0.00091789-0.0017908i
0.01132-0.031504i,0.023257-0.034045i,0.020005-0.018003i,0.0050679-0.0039436i,-0.0040093+0.0024936i,-0.0056838+0.0023787i,-0.00028788+0.0027265i,0.0063243+0.011939i,0.0064451+0.018155i,0.0049203+0.014356i,0.0041711+0.0069665i,0.0019515+0.0012141i,-0.00045301-0.0011797i,-0.00085619-0.0014927i,-0.00047864-0.0023672i,-0.00053366-0.004006i,-0.00031263-0.003895i,-0.00087531-0.0021806i,-0.0018765-8.8844e-05i,-0.0016604+0.00094339i,-0.00029885+0.00094022i,0.00078661+0.00087493i,0.00083419+0.0013633i
0.03031+0.024887i,0.027873+0.036479i,0.014692+0.026856i,0.0092677+0.0090687i,0.011177+0.0041813i,0.0080968+0.0095184i,-0.00075116+0.012552i,-0.0051146+0.012069i,-0.0047932+0.011928i,-0.004536+0.0082027i,-0.0051331+0.003114i,-0.0045522-0.00020384i,-0.0020248-0.0030059i,-0.0011695-0.002954i,-0.0017404+6.6581e-06i,-0.00077275+0.0030886i,0.00025728+0.0039229i,-0.00066778+0.0024808i,-0.0011082+0.0015808i,0.00068249+0.000972i,0.0025738-0.0010459i,0.002112-0.0023198i,0.00039396-0.0016876i
