-0.001408+0.00085734i,-0.0021538+0.00055193i,-0.0028135+0.00016828i,-0.0021956-0.00037078i,-0.00064523-0.00013177i,0.00061505+0.00017462i,0.0013297+0.00095604i,0.0006921+0.0016672i,-2.8709e-05+0.0010386i,0.00016854+0.00014231i,-1.9028e-06+0.00051276i,-0.00045115+0.00079816i,0.00018006-0.00016831i,0.001402-0.0002743i,0.0010366+0.000512i,0.00055825+0.00056649i,0.00056724-0.00033471i,0.00068109-0.0013583i,3.2645e-05-0.0017788i,-0.00050222-0.0009655i,-0.00046546+0.0004751i,6.3203e-05+4.5597e-05i,0.00040614-0.00057674i
0.050326-0.020782i,0.28517-0.063904i,0.52148-0.086717i,0.53744-0.11127i,0.3562-0.14808i,0.12995-0.14595i,-0.04185-0.10271i,-0.11409-0.035927i,-0.092501+0.015247i,-0.043249+0.016432i,-0.022666+0.0015745i,-0.01328+0.00077221i,-0.00047256-0.00198i,-0.0012701-0.0056919i,-0.011635+0.00022824i,-0.013108+0.0097584i,-0.00079373+0.014719i,0.012372+0.010037i,0.013817-0.001231i,0.0050244-0.0078398i,-0.0025044-0.0050922i,-0.0019517+0.00047932i,0.0020092+0.0025905i
-0.045557+0.032785i,-0.17378+0.1957i,-0.36424+0.34218i,-0.44053+0.35438i,-0.31505+0.27539i,-0.10932+0.16277i,0.039971+0.051475i,0.08441-0.021182i,0.060571-0.041411i,0.026029-0.021256i,0.011077+0.0040052i,0.004149+0.011641i,-0.0045839+0.013387i,-0.0079969+0.013963i,-0.0015805+0.010497i,0.0073845+0.0041315i,0.0073863-0.0033977i,0.0010045-0.0083862i,-0.0036549-0.008829i,-0.0020896-0.0063099i,0.0025568-0.0050278i,0.00096517-0.0042017i,-0.0058943+5.7211e-05i
0.026146-0.082879i,0.017208-0.24491i,0.067438-0.44693i,0.1275-0.52237i,0.095146-0.40245i,-0.0054454-0.19072i,-0.081746-0.010172i,-0.087408+0.079333i,-0.047179+0.082332i,-0.014808+0.042164i,-0.010595+0.010293i,-0.011321+0.0002348i,-0.0092931-0.0022169i,-0.0065801+0.00035838i,-0.0030682+0.0060271i,-0.0022978+0.0073413i,-0.0030558+0.0048535i,-0.0041965+0.0022192i,-0.0052254+0.0013306i,-0.006112+0.0015819i,-0.0067296+0.00035246i,-0.0045338-0.0024312i,0.0016763-0.0043904i
0.05874+0.070038i,0.15488+0.1557i,0.21464+0.30874i,0.17956+0.40404i,0.10534+0.3288i,0.064614+0.14417i,0.047086-0.027086i,0.02492-0.10806i,0.0073355-0.093791i,0.0096627-0.044999i,0.020835-0.017305i,0.017311-0.011853i,0.0033119-0.0095053i,-0.0031799-0.0090114i,-0.0036749-0.011679i,-0.0053961-0.010677i,-0.0085475-0.0036133i,-0.00833+0.0062092i,-0.0041108+0.011304i,-0.00041649+0.0089253i,0.0014761+0.0045862i,0.0027934+0.00051502i,0.0020949-0.0010439i
-0.089457+0.014691i,-0.19005-0.0069432i,-0.30388-0.13026i,-0.32117-0.27468i,-0.22725-0.26459i,-0.10964-0.1238i,-0.03097+0.0102i,0.0072197+0.077103i,0.018437+0.077909i,0.0062339+0.046624i,-0.015253+0.025001i,-0.018805+0.016119i,-0.0078077+0.0049973i,-0.0047092-0.0031861i,-0.0080308-0.0025455i,-0.005564+0.0008536i,0.003148-0.0019469i,0.0096194-0.0098276i,0.009249-0.014137i,0.0045054-0.010654i,9.5892e-05-0.0015619i,-0.00054525+0.0035663i,-0.0012568+0.00027278i
0.02287-0.053693i,0.080218-0.074347i,0.20012-0.026187i,0.29036+0.079342i,0.2388+0.11351i,0.096145+0.051676i,-0.019719-0.034216i,-0.070967-0.079434i,-0.068178-0.063716i,-0.032249-0.030634i,-0.0044025-0.023704i,0.00022787-0.023505i,-0.0005733-0.010026i,0.0015373+0.0046566i,0.0051297+0.0089957i,0.005961+0.0061027i,0.0018532+0.0051411i,-0.0031422+0.0064444i,-0.0044673+0.0043169i,-0.0012056-0.0017205i,0.0018531-0.006819i,0.0019195-0.0055087i,0.0018646+0.002582i
0.014905+0.037993i,-0.021537+0.074739i,-0.12574+0.092286i,-0.23335+0.039968i,-0.22449-0.031681i,-0.12307-0.036709i,-0.018013+0.013812i,0.051564+0.050583i,0.066294+0.03542i,0.035816+0.0086108i,0.014317+0.0076204i,0.014084+0.0072423i,0.0089955-0.0078681i,-6.6932e-05-0.019163i,-0.0036292-0.015981i,-0.0040978-0.0088623i,-0.003811-0.0072025i,-0.0045144-0.0067242i,-0.0047651-0.0032704i,-0.003271+0.0013321i,-0.0028467+0.0034756i,-0.003622+0.0022905i,-0.0061932-0.0015687i
-0.02068-0.016214i,-7.8694e-05-0.07038i,0.07579-0.14486i,0.18856-0.15417i,0.22685-0.081143i,0.14278-0.032085i,0.025714-0.042767i,-0.052353-0.051058i,-0.061342-0.025559i,-0.023192-0.007224i,-0.0020154-0.011357i,-0.0033741-0.0091323i,1.8411e-05+0.0032389i,0.0063131+0.0078974i,0.0074031-0.0003008i,0.0044522-0.0086989i,0.0026861-0.0059889i,0.0036508+0.0017047i,0.0041295+0.0041643i,0.0023043+0.00053901i,-0.0010864-0.0035619i,-0.0018652-0.0026243i,0.0038813-0.00087381i
0.009214+0.0077437i,0.020857+0.044024i,-0.0054496+0.092343i,-0.090558+0.12395i,-0.15191+0.10324i,-0.10096+0.050726i,0.0038806+0.011861i,0.063849-0.010801i,0.052355-0.013173i,0.017988+0.0060265i,0.0075711+0.016119i,0.0077748+0.0074959i,0.0014028-0.00040204i,-0.0052083+0.00047062i,-0.0059484+0.0069208i,-0.0031477+0.0091901i,-0.0048286+0.0050578i,-0.0078737-0.00063122i,-0.0076844-0.0046277i,-0.0048407-0.0028243i,-0.0011298+0.0014696i,-0.00059109+0.0037841i,-0.0043161+0.0059391i
-0.044873+0.0071147i,-0.080166+0.0079682i,-0.059632-0.041147i,0.015642-0.12218i,0.072003-0.13467i,0.039546-0.082789i,-0.053794-0.025966i,-0.10491+0.018765i,-0.077651+0.026066i,-0.033622-0.00042449i,-0.017293-0.014328i,-0.010108-0.0057618i,0.0022847+0.0012123i,0.012927-0.00080162i,0.012765-0.0064138i,0.0083321-0.0064168i,0.010153+0.00013851i,0.01268+0.005693i,0.008359+0.0059606i,0.002044+0.0025393i,-0.0012787-0.00070834i,-0.0016976-0.002344i,-0.00050527-0.0047926i
0.014371-0.06268i,0.007721-0.077354i,0.023639+0.0064931i,0.044548+0.12212i,0.021934+0.13351i,0.020372+0.067719i,0.069473-0.0088124i,0.092369-0.061794i,0.067805-0.057224i,0.043578-0.019839i,0.034638+0.0020877i,0.021946+0.0032675i,0.0013914+0.0013915i,-0.012897+0.0054092i,-0.0095118+0.0071503i,-0.0016625+7.2893e-05i,-0.0039555-0.0056699i,-0.0073737-0.0059536i,-0.0024234-0.0035912i,0.0052403-0.0011316i,0.0090615-0.0021268i,0.004808-0.0030297i,-0.0022493+0.0014922i
0.068246+0.034242i,0.099075+0.0042248i,0.05489-0.04872i,-0.001412-0.083465i,0.0081979-0.07751i,0.015488-0.026945i,-0.0078085+0.040605i,-0.018526+0.074303i,-0.021042+0.059456i,-0.023785+0.033119i,-0.020402+0.016797i,-0.010031+0.008867i,0.0030944+0.0031698i,0.0091096-0.0037023i,0.0055263-0.0062255i,0.0026802-0.0049264i,0.0027419-0.0056926i,-0.0011722-0.0079513i,-0.0066997-0.0073316i,-0.008457-0.0040773i,-0.0067774-0.0012569i,-0.0032334-0.00030241i,0.00065747-0.0042573i
-0.063+0.072718i,-0.040863+0.11207i,0.018447+0.097449i,0.047864+0.073545i,0.022582+0.065592i,-0.014771+0.01621i,-0.031787-0.063572i,-0.039157-0.099759i,-0.032163-0.075871i,-0.013452-0.035994i,0.00086605-0.015404i,0.0014247-0.0087697i,-0.0060223+0.00070531i,-0.0088911+0.010425i,-0.0064974+0.013731i,-0.0035793+0.01511i,-0.0020955+0.017455i,-0.0012284+0.015487i,-0.0013765+0.0055638i,-0.0027818-0.0034596i,-0.0025017-0.004713i,-0.00062968-0.0013578i,0.0013649+0.0039284i
-0.068119-0.10105i,-0.12984-0.091801i,-0.14882-0.032786i,-0.11487-0.0010955i,-0.050079-0.0081802i,0.014206-0.0012749i,0.044461+0.032149i,0.044051+0.054069i,0.030642+0.044385i,0.010511+0.024401i,-0.0041841+0.019831i,-0.0049437+0.019472i,-0.0022071+0.0064158i,-0.0026433-0.0067811i,0.00011406-0.010093i,0.0042741-0.010506i,0.0056319-0.010306i,0.0077443-0.0058166i,0.0096686+0.00246i,0.0083069+0.0090084i,0.0050306+0.0078441i,0.00080019+0.00057894i,-0.005113-0.0060818i
0.13144-0.040641i,0.16002-0.079625i,0.12911-0.07714i,0.083793-0.017154i,0.040915+0.054864i,-0.0054215+0.070928i,-0.036181+0.034114i,-0.041263-0.0065054i,-0.02823-0.019195i,-0.0071481-0.014292i,0.0027366-0.012317i,-0.00070451-0.0092512i,-0.0034089-0.00063778i,-0.00032801+0.005548i,0.0033401+0.0064321i,0.004803+0.0046789i,0.0028933+0.00055219i,-0.0013201-0.0047244i,-0.0022229-0.0065252i,0.00084974-0.0037674i,0.0031726-0.0013092i,0.003048-0.0005691i,0.0045683+4.7449e-05i
-0.0023902+0.148i,0.020961+0.19403i,0.037622+0.16975i,0.023032+0.097781i,-0.0082262+0.017348i,-0.0037386-0.028722i,0.02678-0.027178i,0.045504-0.013054i,0.031028-0.008091i,0.0028067+0.0023504i,-0.0032298+0.011802i,0.0028266+0.0064477i,0.00033649-0.0047929i,-0.0079184-0.010936i,-0.013149-0.0088026i,-0.013301-0.003569i,-0.0095124-0.00036299i,-0.0040781-0.0004351i,-0.00090818-0.0043373i,-0.00076161-0.006189i,-0.00036523-0.0033735i,9.6953e-05+0.0010074i,-0.0011344+0.0042969i
-0.15038-0.046968i,-0.20062-0.051984i,-0.17391-0.033399i,-0.098374-0.0028807i,-0.025951+0.026925i,0.0020336+0.031488i,-0.020786+0.0025054i,-0.051234-0.015861i,-0.044672-0.014282i,-0.024243-0.015008i,-0.019446-0.01335i,-0.016112-0.005113i,-0.0059424+0.0016548i,0.0040426+0.0054682i,0.0078884+0.0057888i,0.0067915+0.0044593i,0.0056707+0.005452i,0.0032486+0.0074586i,-0.0025065+0.00443i,-0.0066729-0.0024021i,-0.0062874-0.0057205i,-0.0028561-0.0056162i,-3.1683e-05-0.0049211i
0.090142-0.13639i,0.10026-0.1712i,0.058859-0.12626i,-0.0017268-0.049674i,-0.046138-0.0081607i,-0.051462+0.010148i,-0.011289+0.014224i,0.023955+0.00074704i,0.025613-0.003574i,0.017046+0.0035037i,0.012493+0.0048339i,0.0070028-0.00026111i,0.00026212-0.0049306i,-0.0028541-0.0062208i,-0.0007105-0.0061383i,0.00096409-0.0062775i,-0.0020152-0.0068067i,-0.0045479-0.0050367i,-0.0024889+0.0017118i,0.0003358+0.0082834i,0.001097+0.0076674i,0.00020335+0.0020784i,-0.0012704-0.0016865i
0.1043+0.11984i,0.12813+0.14932i,0.080853+0.12025i,0.020153+0.079757i,0.0057581+0.052412i,-0.0054804+0.02569i,-0.02893+0.023942i,-0.028093+0.029976i,-0.01553+0.014642i,-0.012084-0.00043469i,-0.0090109-0.0018352i,-0.0020458-0.00071977i,0.0052153-0.0021585i,0.0093806-0.0051063i,0.0097871-0.0068069i,0.0095066-0.0042056i,0.0094826-0.0021401i,0.0084803-0.0040349i,0.0060594-0.0049291i,0.003562-0.0021588i,0.0010137+0.00083945i,-0.00079621+0.0019904i,-0.00092047+0.0015309i
-0.14601+0.073446i,-0.16343+0.094325i,-0.10633+0.062767i,-0.055086+0.014675i,-0.037337-0.0055126i,-0.0060046-0.024273i,0.020431-0.055284i,0.021425-0.062549i,0.015954-0.042561i,0.010457-0.021008i,0.0063264-0.0069721i,0.0038043-4.4267e-05i,-0.00029853+0.0034207i,-0.0054618+0.0067742i,-0.0092633+0.0074752i,-0.010128+0.0049133i,-0.0061688+0.0040418i,0.0011014+0.0022628i,0.0065887-0.0048609i,0.0077954-0.010772i,0.0062909-0.0089502i,0.0027408-0.0032412i,-0.00033122+0.0020111i
-0.04328-0.15002i,-0.066824-0.16697i,-0.058739-0.094359i,-0.027349-0.01992i,-0.0098795+0.012926i,-0.0078054+0.031187i,-0.0051773+0.033431i,-0.0051942+0.020687i,-0.0081881+0.0095257i,-0.009492+0.0023442i,-0.011949-0.0009207i,-0.0097125-0.00041687i,-0.002016-0.0022701i,0.0046664-0.0038602i,0.010286-0.003521i,0.010171-0.0047687i,0.0022976-0.0066568i,-0.0064615-0.0047465i,-0.01146-0.0017314i,-0.012684-0.0019117i,-0.0095547-0.0030652i,-0.0048463-0.004063i,-0.0024904-0.0040941i
0.15048-0.00913i,0.16037-0.03302i,0.069666-0.053166i,-0.03163-0.048994i,-0.078333-0.040339i,-0.082967-0.03847i,-0.065052-0.030943i,-0.035292-0.019712i,-0.008708-0.012836i,0.0044059-0.010066i,0.0075449-0.0088537i,0.0060205-0.0062145i,0.0050897-0.0019955i,0.0071419+0.00031001i,0.0085078+0.0013223i,0.0091154+0.0029375i,0.0093117+0.0039836i,0.0063041+0.0034207i,0.0027948+0.0040161i,0.0011136+0.0040765i,-0.00012839+0.0013166i,0.00077615-0.0013971i,0.0025889-0.0017631i
-0.033024+0.15329i,-0.013714+0.18589i,0.028388+0.13305i,0.057248+0.054938i,0.068621+0.0034127i,0.071728-0.019646i,0.056715-0.019472i,0.037689-0.0036019i,0.025129+0.0044877i,0.011678+0.0042009i,0.0044963+0.007278i,0.0035291+0.0083323i,0.00068689+0.0051919i,-0.00063795+0.0020724i,0.00086733-0.00043833i,0.0023655-0.0014624i,0.0044348+0.00030728i,0.0082594+0.0031525i,0.010988+0.0031554i,0.010037+0.003304i,0.0059652+0.0045985i,0.00054102+0.0046566i,-0.0030599+0.0035429i
-0.14337-0.069333i,-0.18995-0.060699i,-0.16742-0.009603i,-0.11979+0.035368i,-0.080687+0.052878i,-0.04053+0.050401i,-0.0059676+0.022612i,0.0044913-0.0067928i,0.0055678-0.013995i,0.0051195-0.014121i,-0.0023329-0.012819i,-0.0072105-0.0084208i,-0.0056488-0.004233i,-0.0066469+0.0013371i,-0.0093771+0.0059252i,-0.0087035+0.0058814i,-0.0058286+0.0018044i,-0.0015186-0.0026693i,0.0037567-0.0070016i,0.0064578-0.0094322i,0.0052659-0.0085008i,0.0029233-0.0076449i,0.00047468-0.0065493i
0.10035-0.13324i,0.11051-0.18671i,0.071263-0.18377i,0.027207-0.15283i,-0.0037941-0.12077i,-0.028109-0.080852i,-0.02885-0.038757i,-0.01072-0.014214i,0.00017404-0.0046241i,0.0031737-0.00095709i,0.0038517-0.0027511i,0.0026047-0.0030974i,0.0023343-6.7249e-05i,0.0046136+0.00020297i,0.0098945-0.0025959i,0.011087-0.0049744i,0.0049994-0.0042466i,-0.0039177-0.0019611i,-0.0094308-0.0012632i,-0.0086127-0.0017196i,-0.0044115-0.0019329i,-0.00032278-0.00097685i,0.0026803+0.00072559i
0.098235+0.12737i,0.13456+0.15199i,0.1144+0.11522i,0.068777+0.066868i,0.046162+0.029957i,0.034227-0.006429i,0.011051-0.017432i,-0.001924-0.0024002i,0.0029501+0.0045212i,0.0074821-0.00023085i,0.0064283-0.002728i,0.0042065-0.0028987i,0.0016226-0.0020558i,0.00068514+0.00072276i,0.0030768+0.0057558i,0.0070069+0.0097382i,0.0095853+0.0084393i,0.0098838+0.0056804i,0.0073298+0.0062015i,0.0027338+0.005915i,-0.00053234+0.0028761i,-0.0020839+0.00040315i,-0.0016168-0.001085i
-0.14985+0.065648i,-0.18326+0.089161i,-0.14072+0.067819i,-0.078565+0.021627i,-0.030438+0.0060515i,0.013729+0.016595i,0.035344+0.015484i,0.028836+0.012042i,0.020277+0.014727i,0.016829+0.011253i,0.013101+0.0051132i,0.0097072+0.0011769i,0.0063487-0.0037306i,0.00096666-0.0089551i,-0.0072203-0.011518i,-0.013578-0.0075491i,-0.011419+0.0011231i,-0.002881+0.0070995i,0.0046503+0.00807i,0.0066365+0.0067246i,0.0058445+0.0056793i,0.0050697+0.0036684i,0.0036992+0.0011193i
-0.022149-0.15505i,-0.032339-0.18898i,-0.018216-0.13535i,0.003702-0.057771i,-0.0042004-0.016014i,-0.025529+0.00099709i,-0.02207+0.0051998i,-0.0079516-0.00087125i,-0.0018438-0.0027473i,0.0018646-0.0018758i,0.0014847-0.0039956i,-0.00059174-0.0032689i,-0.00055783-9.6958e-05i,-0.00041424+0.0035363i,0.0023287+0.0057652i,0.0059629+0.0023735i,0.0042514-0.0032843i,-0.00051151-0.0071276i,-0.0024715-0.0083237i,-0.00049751-0.0069947i,0.000977-0.0050532i,0.0006507-0.0034701i,-0.00019724-0.0023507i
0.15308+0.013391i,0.18389+0.0025772i,0.12717-0.01691i,0.050318-0.039296i,0.015974-0.063838i,0.0059375-0.071091i,-0.0041741-0.048417i,-0.0058103-0.016647i,0.0014987+0.00086712i,0.0076964+0.0027405i,0.0099426-0.00070791i,0.0086557-0.0032878i,0.0057292-0.0023305i,0.0030172-0.00026232i,0.0014142+0.0011865i,0.0030022+0.0038379i,0.005937+0.005322i,0.0041571+0.004563i,-0.0015137+0.0033256i,-0.0035359+0.0021064i,-0.001654+0.00036291i,0.00089686+0.00018887i,0.0028572+0.0012554i
-0.048296+0.13547i,-0.050976+0.16259i,-0.018681+0.1167i,0.028986+0.060889i,0.060351+0.044246i,0.061229+0.037726i,0.035831+0.02165i,0.0079481+0.014797i,-0.0012047+0.015218i,0.0031412+0.012683i,0.0070197+0.0089779i,0.0078039+0.0058004i,0.0071844+0.0027584i,0.0085329+0.0010915i,0.0092009-0.0008838i,0.0037489-0.002497i,-0.0015496-0.00031158i,-0.0020125+0.0031435i,-0.001083+0.0040655i,-0.0016036+0.0037035i,-0.0030157+0.0031192i,-0.0047329+0.0024947i,-0.0038838+0.0021443i
-0.12658-0.077299i,-0.15671-0.088315i,-0.1323-0.049393i,-0.09532+0.0010031i,-0.074609+0.024384i,-0.05105+0.033082i,-0.018811+0.03071i,-0.0013016+0.019996i,0.0025838+0.016078i,0.004444+0.014432i,0.0051773+0.010102i,0.0058752+0.0052103i,0.0060876-0.00062808i,0.0017925-0.0051468i,-0.0053256-0.0044188i,-0.0086142-0.0016431i,-0.005411-5.9986e-05i,-0.00088096+0.0015565i,0.0028315+0.0029996i,0.003913+0.003112i,0.0019512+0.0016442i,0.0023182-0.00023318i,0.0031825-0.0013547i
0.10146-0.09931i,0.13063-0.12748i,0.10258-0.11532i,0.056927-0.090651i,0.029741-0.07165i,0.0050765-0.056257i,-0.012334-0.035393i,-0.011422-0.016004i,-0.0070078-0.0051444i,-0.0030817+0.0014352i,0.00064698+0.0036165i,0.0019383+0.0051524i,0.0026653+0.0081761i,0.0043223+0.0096709i,0.0080269+0.0078173i,0.010162+0.0041912i,0.007671+0.0010939i,0.0028792-0.0026344i,-0.00051585-0.0060036i,-0.0015909-0.0056292i,-0.0011293-0.0030544i,-0.00081154+0.00072709i,-0.0012478+0.0033191i
0.068933+0.12321i,0.088367+0.15863i,0.083273+0.12913i,0.066702+0.075462i,0.053841+0.037885i,0.042875+0.0056363i,0.022349-0.011852i,0.0034212-0.0093616i,2.0462e-05-0.0012454i,0.0039037+0.002266i,0.0059952+0.0039315i,0.0032602+0.0045051i,-0.0026826+0.0038966i,-0.005554+0.0043277i,-0.003783+0.0058759i,-0.001029+0.007229i,0.00064697+0.0061665i,0.0015067+0.0037675i,0.0012736+0.0014351i,0.0012329+2.8857e-05i,0.001648-0.00021937i,0.00050125+9.5673e-05i,-0.00076502+0.0012779i
-0.13046+0.034509i,-0.16984+0.038429i,-0.13503+0.029088i,-0.074943+0.019313i,-0.042426+0.027284i,-0.024586+0.04265i,-0.016737+0.038847i,-0.018518+0.02636i,-0.016439+0.020079i,-0.0089847+0.015343i,-0.0034808+0.012354i,-0.00029854+0.0095905i,0.0039862+0.0029009i,0.0068718-0.0043985i,0.0043319-0.0092869i,-0.0010157-0.010559i,-0.005047-0.0061054i,-0.0053612+0.00033993i,-0.0027092+0.0036901i,-0.00072943+0.0031086i,-0.00054593+0.00064296i,-0.00017273-0.00073796i,0.00020304-0.0012508i
-0.0084494-0.13283i,-0.0078337-0.16732i,-0.0099323-0.12286i,-0.015684-0.055895i,-0.02795-0.030401i,-0.037506-0.024502i,-0.027931-0.015654i,-0.012156-0.0099159i,-0.0063751-0.0051726i,-0.0057843+0.0011464i,-0.0057267+0.0038833i,-0.0045808+0.0043701i,-0.0029986+0.0060012i,-0.00312+0.0092992i,-0.0027805+0.010815i,-0.00049128+0.0088996i,0.0012704+0.0046781i,0.0020767+0.00062309i,0.001619-0.000909i,-0.00011586-0.0026058i,-0.0014523-0.0033898i,-0.00096037-0.0020892i,-0.00035503-0.0010921i
0.11918+0.023199i,0.14914+0.031589i,0.10726+0.019602i,0.050338-0.00036324i,0.033156-0.019202i,0.030929-0.031233i,0.017174-0.027126i,0.0046666-0.013638i,0.002319-0.005802i,0.0015588-0.0032432i,-0.00017181-0.0016301i,-0.0023131-0.0021405i,-0.005696-0.0040992i,-0.0079335-0.0043481i,-0.0072156-0.001416i,-0.0040351+0.0010756i,-0.0015069+0.0011934i,-0.0015456-0.00078964i,-0.0031421-0.0023683i,-0.0027166-0.00095901i,-0.0013644+0.0015016i,-0.0021261+0.0027588i,-0.0028762+0.0026635i
-0.051018+0.10047i,-0.063003+0.1231i,-0.037888+0.089626i,-0.0056021+0.049702i,0.0074683+0.04342i,0.0061362+0.037193i,-0.0024065+0.013526i,-0.010611-0.0041747i,-0.010183-0.0064979i,-0.004195-0.00321i,-0.0019139-0.00042563i,-0.0026476+0.0013486i,-0.002068+0.0028747i,0.0012103+0.005168i,0.0051039+0.0058021i,0.0055045+0.0035929i,0.0023431+0.0024638i,0.0014574+0.0024795i,0.0023506+0.0021268i,0.0014393+0.0024792i,0.0010045+0.001731i,0.0011621-0.00030325i,0.0012952-0.0016825i
-0.085521-0.071452i,-0.1057-0.089389i,-0.084946-0.062373i,-0.062105-0.02592i,-0.058989-0.012314i,-0.051906-0.0057286i,-0.033629+0.0026405i,-0.018562+0.0041923i,-0.010415+0.0042032i,-0.0065769+0.0039878i,-0.0053855+0.0020672i,-0.0051189+0.00012959i,-0.0051751-0.001014i,-0.006727-0.0022955i,-0.0090378-0.0049364i,-0.0099593-0.005753i,-0.0085354-0.0038232i,-0.0063778-0.001539i,-0.0038558+0.00035495i,-0.00032055-0.0010276i,0.0023308-0.0027135i,0.0030792-0.00095062i,0.0031942+0.0011459i
0.078744-0.061194i,0.10009-0.072884i,0.0729-0.060681i,0.035638-0.049461i,0.017935-0.04554i,0.0076554-0.04257i,-0.0021158-0.032353i,-0.0037076-0.018104i,-0.001796-0.008787i,-0.00099806-0.0053486i,-0.00076603-0.0055912i,-0.0013903-0.0067969i,-0.0014507-0.0075406i,-0.00011466-0.008222i,0.0028531-0.0066093i,0.0052451-0.002672i,0.005558-0.00023533i,0.0043388-0.0012491i,0.0018883-0.0042203i,-0.0017291-0.005297i,-0.0036357-0.0036644i,-0.0023797-0.0019281i,-0.0017059-0.0019917i
0.036575+0.092831i,0.039174+0.11898i,0.033851+0.097434i,0.029954+0.057963i,0.027705+0.028539i,0.027452+0.0087214i,0.021971-0.0050429i,0.014417-0.010493i,0.012059-0.008572i,0.01078-0.0049463i,0.0079443-0.0028128i,0.0043647-0.0027049i,0.00017727-0.0033409i,-0.0034902-0.0011132i,-0.0051493+0.0036423i,-0.0050353+0.0062663i,-0.0044598+0.0047884i,-0.0043817+0.0033016i,-0.0051442+0.0038326i,-0.0047947+0.0042399i,-0.0033913+0.0038432i,-0.0035284+0.002508i,-0.0030313+0.00079618i
-0.098192+0.0044554i,-0.12667-0.0040976i,-0.10731-0.0046268i,-0.071058+0.0072456i,-0.050498+0.016095i,-0.037531+0.017246i,-0.025+0.0068443i,-0.016542-0.0035633i,-0.0099504-0.0052676i,-0.0033337-0.0029459i,0.00023955-0.0024821i,0.0011886-0.0038559i,0.0025014-0.0045848i,0.0033918-0.0056795i,0.0037039-0.0082128i,0.0023023-0.0093113i,0.00026082-0.0078439i,-0.00096542-0.0055166i,-0.0010164-0.0033682i,-0.00036667-0.00034014i,-0.00063008+0.00054843i,-0.00039996-0.00057345i,0.00078578-0.00025328i
0.0153-0.08784i,0.031106-0.1165i,0.026104-0.10058i,0.0032454-0.071816i,-0.011633-0.058485i,-0.018693-0.04886i,-0.016592-0.030492i,-0.0088154-0.014419i,-0.0032823-0.0057648i,-9.1281e-05-0.0019906i,0.0021424-0.0022796i,0.0035866-0.0030243i,0.0040372-0.0023008i,0.0035905-0.00052784i,0.0022392+0.00031381i,0.00070885+0.0005188i,-0.00023749+0.0015717i,0.00016238+0.0017432i,0.0010616+0.00049307i,0.0012764-0.00069275i,0.0030195-0.00070039i,0.0044226+0.0011487i,0.0030326+0.0028038i
0.079364+0.034069i,0.097707+0.054281i,0.075719+0.04369i,0.04466+0.015669i,0.033997+0.0011121i,0.031088-0.0052242i,0.020961-0.0087788i,0.010564-0.0045251i,0.0074041+0.0010784i,0.0055991+0.0013279i,0.0035741-0.00046832i,0.0021763-0.0013267i,-0.00012765-0.0023388i,-0.0024718-0.0037841i,-0.0037132-0.0039659i,-0.0025299-0.0034916i,-0.00059645-0.0034496i,-0.00093804-0.0035712i,-0.0034292-0.0043829i,-0.0065839-0.0047248i,-0.0068701-0.0037264i,-0.0057667-0.0027577i,-0.0054313-0.0027177i
-0.051479+0.063629i,-0.074716+0.074848i,-0.059253+0.054147i,-0.029341+0.028333i,-0.01716+0.01947i,-0.010301+0.013908i,-0.0022008+0.0025984i,0.0027563-0.0057631i,0.0057186-0.0044549i,0.0089543+0.00037277i,0.0093176+0.00071565i,0.0072491-0.0022674i,0.0056001-0.004484i,0.0061659-0.0033151i,0.0063897-0.0011659i,0.0042253-8.9794e-05i,0.0014415-0.00013493i,0.00010529-0.00049554i,-0.00026613-9.635e-05i,-0.0010747+0.00030857i,-0.0014851-0.00016822i,-0.00029364-0.0016691i,0.00123-0.0021096i
-0.04143-0.059831i,-0.047907-0.084616i,-0.035352-0.067564i,-0.024288-0.036602i,-0.024546-0.025796i,-0.023703-0.019752i,-0.017221-0.012444i,-0.0096428-0.0084468i,-0.0047248-0.0039652i,-0.0018743+0.00057948i,0.0006546+0.0029878i,0.0031078+0.0038942i,0.0035942+0.0041263i,0.0019491+0.0034944i,0.0005499+0.00070796i,-0.00085817-0.003185i,-0.0017979-0.0050014i,-0.0019474-0.0039801i,-0.0010915-0.0013648i,0.001271+0.0017602i,0.002737+0.0039855i,0.0012464+0.0050396i,-0.00088945+0.0048628i
0.062642-0.025653i,0.083175-0.028285i,0.061728-0.023373i,0.031058-0.023711i,0.020334-0.026654i,0.013734-0.026118i,0.0040243-0.020315i,-0.0020638-0.010082i,-0.0042647-0.0030992i,-0.0043344-0.00066917i,-0.0029538+0.00075228i,-0.0009267+0.00045368i,0.0012148+0.00018415i,0.0021446+0.00089708i,0.0024409+0.00034247i,0.0037187+0.00046486i,0.0044313+0.0012395i,0.0039535+0.00074357i,0.0037084-0.0015382i,0.0042653-0.0042347i,0.0036993-0.0049069i,0.0021418-0.0037664i,0.00042106-0.0027354i
