0.00086091-0.00063949i,0.0015445-0.0018978i,0.0024486-0.0020066i,0.0014128-0.0014727i,0.00028483-0.0011137i,0.00011324+0.00041448i,0.00055015+0.0017066i,0.0014367+0.0019675i,0.0018429+0.0009732i,0.0012517-0.00027317i,1.2671e-05-0.0012046i,-0.00077195-0.00076406i,-0.00068116-0.00039947i,9.4344e-05-0.00035965i,0.00076503+0.00050976i,0.00058295+0.00035028i,0.0010723-0.00028308i,0.0012457-0.00077555i,0.00064176-0.00043977i,-0.00025207+0.00036089i,-0.00042279+0.00011904i,-0.00011026-0.00024842i,-0.00048679+0.00010774i
0.041438-0.047829i,-0.046025-0.10432i,-0.15932-0.026113i,-0.20102+0.040495i,-0.19468+0.0022615i,-0.14757+0.01475i,0.022963+0.057148i,0.16069-0.05675i,0.098621-0.21447i,-0.01628-0.21989i,-0.042104-0.1347i,-0.011635-0.076037i,0.0042753-0.051379i,-0.0093824-0.0071205i,-0.011777+0.050551i,-0.00061261+0.081404i,-0.0043184+0.098277i,-0.034768+0.13668i,-0.062492+0.20057i,-0.041645+0.21149i,0.0046682+0.10731i,0.0093349-0.029399i,-0.019479-0.079983i
-0.031115+0.13407i,-0.033699+0.21394i,-0.16159+0.21055i,-0.29045+0.1039i,-0.31199-0.083229i,-0.32734-0.25125i,-0.40008-0.25515i,-0.38481-0.12086i,-0.24082-0.032883i,-0.10809-0.060634i,-0.062501-0.094241i,-0.036686-0.077702i,0.015791-0.073766i,0.027316-0.10256i,-0.028226-0.094474i,-0.074251-0.039739i,-0.08326-0.014752i,-0.10497-0.05379i,-0.15246-0.09982i,-0.14484-0.066655i,-0.032392+0.02417i,0.096274+0.05459i,0.13479+0.0053872i
-0.07438-0.088444i,-0.13846-0.12316i,-0.10814-0.22858i,-0.10317-0.33291i,-0.20222-0.28721i,-0.25247-0.087144i,-0.11633+0.065977i,0.094455-0.023462i,0.15727-0.24936i,0.088079-0.34599i,0.05764-0.27177i,0.089378-0.16119i,0.12116-0.099417i,0.10423-0.091279i,0.063174-0.10317i,0.040332-0.11954i,0.028014-0.13884i,0.043721-0.15987i,0.083545-0.1838i,0.06814-0.16973i,-0.0076982-0.072377i,-0.028532+0.056611i,0.02843+0.11219i
0.11161-0.070113i,0.16327-0.28716i,0.18428-0.42932i,0.27962-0.40226i,0.48185-0.35517i,0.54318-0.45042i,0.27252-0.47772i,-0.057446-0.25513i,-0.10686-0.089467i,-0.010269-0.17262i,0.019147-0.25501i,0.027507-0.1972i,0.072771-0.093928i,0.107-0.031372i,0.097282+0.01228i,0.087403+0.058104i,0.086909+0.071419i,0.067221+0.061194i,0.028111+0.038268i,-0.03336-0.001866i,-0.090458-0.01451i,-0.10336+0.012825i,-0.080851+0.030907i
0.019969+0.1674i,0.10913+0.31451i,0.18144+0.39528i,0.19376+0.43435i,0.17086+0.46256i,0.18047+0.43833i,0.29979+0.30777i,0.42293+0.11225i,0.43097-0.0015996i,0.37139-0.0067437i,0.27392+0.002913i,0.15423+0.028153i,0.082758+0.080775i,0.067213+0.093139i,0.042784+0.05122i,0.016201+0.037261i,0.033459+0.059136i,0.073807+0.06031i,0.10364+0.027214i,0.10438-0.03341i,0.057965-0.092197i,-0.010199-0.10727i,-0.048464-0.068772i
0.25886+8.9136i,0.54193+9.685i,2.7194+9.8673i,3.9047+5.8095i,3.6962+1.3723i,2.1353-1.197i,0.37875-0.99732i,0.061178+0.28277i,0.75731+0.84775i,1.4572+0.58705i,1.5781+0.096905i,1.4205-0.15093i,1.3855-0.2435i,1.2667-0.24644i,1.0511-0.30604i,0.66949-0.35954i,0.18535-0.19434i,-0.11089+0.031003i,-0.19522+0.15881i,-0.07488+0.27842i,0.19977+0.34429i,0.3856+0.24982i,0.30501+0.10349i
0.18314-0.042725i,0.21152-0.16974i,0.062754-0.21858i,-0.12204-0.11396i,-0.10197-0.029422i,0.010665-0.1123i,-0.011695-0.1852i,-0.016973-0.13452i,0.13643-0.14997i,0.21118-0.24901i,0.11449-0.20317i,0.065014-0.021898i,0.12218+0.073296i,0.13187+0.02884i,0.05162-0.016892i,0.007738+0.0006227i,0.039527-0.0016435i,0.065605-0.047976i,0.040887-0.076671i,-0.01496-0.064758i,-0.048587-0.026749i,-0.034597+0.0080597i,0.0018829+0.019801i
-0.13796+0.028105i,-0.25484+0.057179i,-0.42603-0.0035088i,-0.47438-0.022815i,-0.26393+0.017101i,0.03969-0.062267i,0.14523-0.24665i,0.061089-0.30665i,0.00033092-0.19085i,0.017216-0.041019i,0.025173+0.064857i,0.019079+0.13204i,0.050682+0.13282i,0.072872+0.08026i,0.052312+0.051484i,0.037943+0.049739i,0.031824+0.026948i,0.018455-0.015072i,0.0096836-0.056174i,-0.011699-0.073491i,-0.038984-0.037521i,-0.042121+0.0077984i,-0.041498+0.011427i
-0.019037-0.099356i,-0.12734-0.10422i,-0.12978-0.035369i,-0.015754-0.050309i,0.020615-0.22763i,-0.20258-0.3562i,-0.53179-0.18888i,-0.60077+0.19558i,-0.37159+0.44322i,-0.11692+0.41582i,0.033126+0.2923i,0.12166+0.17793i,0.144+0.057536i,0.077538-0.019809i,0.0080375-0.00968i,-0.013251+0.028793i,-0.051633+0.050265i,-0.11724+0.055449i,-0.17495+0.044965i,-0.18092+0.059266i,-0.078407+0.097004i,0.051591+0.08175i,0.083716+0.03597i
0.1578+0.061569i,0.40953+0.0025296i,0.64472-0.10053i,0.70424-0.23237i,0.46647-0.29503i,0.12124-0.15196i,0.060045+0.092834i,0.27911+0.11884i,0.41218-0.080139i,0.32049-0.21366i,0.19862-0.16299i,0.18507-0.070585i,0.16995-0.075702i,0.066385-0.095951i,-2.7308e-05-0.056286i,0.0089991-0.028632i,0.021177-0.01023i,0.039507+0.031742i,0.043385+0.063451i,0.00077907+0.061562i,-0.05321+0.034408i,-0.066803+0.02115i,-0.031012+0.029542i
-0.099752-0.0049101i,-0.06827+0.021498i,0.034122-0.087244i,0.080773-0.20956i,0.039163-0.19961i,-0.0025639-0.176i,-0.059672-0.26722i,-0.16536-0.32859i,-0.20508-0.2497i,-0.11958-0.14238i,0.0050552-0.096201i,0.085829-0.097446i,0.078666-0.091283i,0.040604-0.029199i,0.042116+0.037014i,0.055764+0.050597i,0.06136+0.047265i,0.063986+0.044038i,0.047805+0.03806i,0.014127+0.046213i,-0.0093393+0.059291i,-0.0068984+0.048674i,-0.0045262+0.016645i
-0.0107-0.089768i,-0.18474-0.095065i,-0.37219+0.065929i,-0.40577+0.26379i,-0.28275+0.2885i,-0.22062+0.15972i,-0.29091+0.10073i,-0.31048+0.17488i,-0.22568+0.2503i,-0.1392+0.23627i,-0.089761+0.14298i,-0.08262+0.04923i,-0.083514+0.0038914i,-0.048992-0.016659i,0.0047224-0.042026i,0.030782-0.070275i,0.021867-0.071659i,0.017557-0.052508i,0.015057-0.036373i,-0.0045519-0.0073357i,-0.011414+0.025194i,0.0022538+0.031585i,0.0084795+0.019434i
0.038656+0.1431i,0.092021+0.21947i,0.024258+0.3189i,-0.06655+0.3891i,-0.076002+0.33624i,-0.040589+0.214i,0.0046136+0.13351i,0.077992+0.082773i,0.13826+0.041994i,0.13461+0.02021i,0.087766+0.014871i,0.045639+0.019432i,0.018023+0.017667i,-0.0074624+0.024422i,-0.017511+0.05085i,-0.0065024+0.063429i,0.005102+0.058189i,0.0086103+0.064946i,0.0074555+0.088476i,0.016496+0.093717i,0.033267+0.042944i,0.023831-0.030388i,-0.0062595-0.055156i
-0.1101-0.034493i,-0.11087+0.014855i,0.015793+0.017087i,0.15651-0.0082349i,0.20285-0.030433i,0.19076-0.080673i,0.14068-0.15977i,0.072613-0.20142i,0.02947-0.18117i,0.008805-0.1168i,0.0058419-0.062271i,0.0019954-0.058729i,-0.019629-0.049606i,-0.015751-0.0082861i,0.018381+0.0027256i,0.036691-0.02535i,0.036759-0.04627i,0.042227-0.05835i,0.046696-0.072568i,0.029011-0.068853i,-0.0057381-0.035298i,-0.032323+0.0096148i,-0.034361+0.038033i
0.10002-0.11316i,0.098975-0.302i,0.11083-0.4924i,0.13288-0.65101i,0.075163-0.6501i,-0.053835-0.42918i,-0.093386-0.18187i,-0.05163-0.089872i,-0.052895-0.097987i,-0.071781-0.088576i,-0.069484-0.058393i,-0.066767-0.021845i,-0.050615+0.013205i,-0.016842+0.0171i,0.00049017-0.0033934i,-0.0071044-0.016564i,-0.015674-0.026872i,-0.024416-0.051669i,-0.034337-0.071525i,-0.029355-0.063325i,-0.0061285-0.037489i,0.019103-0.014193i,0.027609-0.00095665i
0.0034715+0.13407i,0.060938+0.14304i,-0.022414+0.018134i,-0.2289-0.10774i,-0.32496-0.071534i,-0.19997+0.039356i,-0.028414+0.023543i,0.02515-0.060721i,0.0088271-0.034213i,0.025385+0.052575i,0.054635+0.076812i,0.060695+0.054402i,0.050001+0.024884i,0.021368+0.0041992i,-0.0061251-0.00078517i,-0.018794-0.0077829i,-0.031064-0.01702i,-0.043191-0.015201i,-0.044574-0.011449i,-0.031548-0.013266i,-0.010708-0.01815i,0.0092119-0.020293i,0.02389-0.020424i
-0.10793-0.051786i,-0.18267+0.075972i,-0.13673+0.28545i,-0.018868+0.45378i,0.093242+0.45188i,0.17043+0.30322i,0.15078+0.14442i,0.054733+0.051275i,-0.00023362+0.022364i,0.0064089+0.035007i,0.027217+0.043608i,0.022491+0.028428i,-0.00047393+0.021122i,-0.0024171+0.027258i,0.0051026+0.02819i,-0.0047675+0.033437i,-0.012816+0.049469i,-0.0011881+0.05586i,0.010665+0.036129i,0.00010581+0.00167i,-0.027765-0.023786i,-0.051467-0.031191i,-0.061482-0.028815i
0.14037-0.045575i,0.16127-0.12129i,0.14995-0.047224i,0.20377+0.10093i,0.24608+0.077032i,0.15863-0.10913i,0.061809-0.20072i,0.069847-0.14456i,0.10093-0.092201i,0.070616-0.095166i,0.0084963-0.098618i,-0.032883-0.07499i,-0.033322-0.043339i,-0.013418-0.023508i,0.0049591-0.0096608i,0.022473+0.0032898i,0.033815+0.011984i,0.037792+0.022198i,0.037765+0.032097i,0.029074+0.033102i,0.013673+0.035949i,0.0026492+0.044243i,0.0009512+0.040888i
-0.064027+0.15319i,0.0075106+0.2351i,0.078819+0.17099i,0.097071+0.051644i,0.048026+0.036836i,-0.052021+0.11079i,-0.085006+0.15293i,-0.0059031+0.082348i,0.028653-0.017888i,-0.015452-0.02651i,-0.04079+0.0076179i,-0.046012+0.021303i,-0.046606+0.028603i,-0.033836+0.021869i,-0.028348+0.0031775i,-0.032656-0.00029337i,-0.028038+0.012209i,-0.0084019+0.023022i,0.013845+0.017459i,0.01976+0.0027616i,0.018318-0.0031224i,0.025321-0.0010316i,0.028065-0.00057962i
-0.080045-0.16407i,-0.20329-0.19213i,-0.23826-0.19841i,-0.22473-0.24483i,-0.18089-0.23544i,-0.034731-0.1043i,0.11511-0.040823i,0.078927-0.08757i,-0.044517-0.075247i,-0.056963-0.01195i,0.001621+0.010428i,0.038596+0.0014154i,0.038218-0.0026752i,0.014151+0.0094663i,-0.0056349+0.029553i,-0.00027339+0.040316i,0.01994+0.035916i,0.0261+0.023681i,0.013177+0.015926i,0.0012161+0.016258i,0.0048655+0.011551i,0.013166-0.0085105i,0.0077716-0.025602i
0.20676+0.025779i,0.29215-0.092294i,0.17499-0.15667i,-0.035095-0.073017i,-0.10707+0.015941i,-0.046046-0.045929i,-0.0292-0.10009i,-0.01946-0.001494i,0.056835+0.075697i,0.083237+0.03065i,0.041577-0.020269i,0.0098657-0.036245i,-0.0079112-0.043711i,-0.012808-0.033361i,0.00016554-0.021979i,0.0071625-0.026707i,0.0064268-0.033373i,0.0064182-0.035122i,0.00026601-0.025915i,-0.0068891-0.0059054i,-0.0032108+0.0090356i,0.00065231+0.015241i,0.0001562+0.022141i
-0.1896+0.13287i,-0.17138+0.27483i,-0.010711+0.26855i,0.15373+0.13013i,0.16235+0.026724i,0.062132+2.3072e-05i,0.0063187+0.0084383i,0.045248+0.0068311i,0.075768-0.020291i,0.052637-0.0062911i,0.038694+0.034302i,0.032011+0.0403i,0.0049945+0.033793i,-0.013364+0.039425i,-0.0080919+0.041248i,0.00079382+0.029756i,-0.0080288+0.01444i,-0.026734+0.0088784i,-0.032638+0.01717i,-0.019694+0.026702i,0.0014975+0.024193i,0.015432+0.012472i,0.016263+0.004576i
0.022846-0.2489i,-0.11115-0.3356i,-0.18518-0.22634i,-0.088176-0.076255i,0.025991-0.056331i,-0.012624-0.020378i,-0.067435+0.061483i,-0.033527+0.045907i,-0.0064068-0.025093i,-0.024406-0.043232i,-0.033799-0.022322i,-0.024382-0.0080633i,-0.014091-0.0034003i,-0.0034314-0.0059i,0.0032092-0.024548i,-0.0058883-0.045645i,-0.01858-0.042108i,-0.011948-0.021298i,0.0088954-0.013704i,0.02166-0.02256i,0.018648-0.02954i,0.011444-0.02891i,0.0061825-0.024008i
0.18876+0.22097i,0.37995+0.2455i,0.40672+0.1541i,0.2772+0.0522i,0.18659+0.019906i,0.19191+0.047586i,0.20757+0.086525i,0.16252+0.083746i,0.082348+0.061661i,0.045196+0.04415i,0.038517+0.012274i,0.023649-0.010757i,0.021412-0.011907i,0.02325-0.0099651i,0.0070354+0.0033481i,-0.007382+0.029005i,-0.0043113+0.04406i,-0.0003038+0.035909i,-0.008402+0.020821i,-0.016453+0.018466i,-0.015526+0.020567i,-0.013191+0.019007i,-0.012848+0.01647i
-0.30323-0.036125i,-0.4234+0.070282i,-0.34037+0.12498i,-0.21552+0.060409i,-0.20597-0.029556i,-0.1863-0.095127i,-0.10158-0.13292i,-0.045264-0.089282i,-0.019694-0.0011325i,-0.0048434+0.023357i,-0.013961+0.0045214i,-0.021436-0.0082841i,-0.02354-0.020041i,-0.028777-0.024053i,-0.021841-0.02501i,-0.0081879-0.034717i,-0.00098229-0.045853i,-0.004449-0.047318i,-0.01248-0.038145i,-0.011959-0.024863i,-0.0072369-0.01098i,-0.00050535+0.0025684i,0.0091106+0.0059009i
0.2678-0.21573i,0.28068-0.43333i,0.11973-0.45323i,-0.049864-0.20869i,-0.097303+0.063241i,-0.12317+0.15844i,-0.14331+0.15418i,-0.064224+0.1209i,0.043883+0.033836i,0.065794-0.039394i,0.041885-0.048862i,0.02927-0.038344i,0.013581-0.032192i,-0.0045495-0.022586i,-0.015703-0.0095463i,-0.028011+0.010808i,-0.037697+0.037406i,-0.03788+0.05566i,-0.02628+0.059334i,-0.0096099+0.049095i,0.0029769+0.030926i,0.013096+0.013886i,0.014138-0.0022835i
-0.077955+0.35993i,0.00138+0.52063i,0.062168+0.39704i,0.025976+0.11854i,0.0024571+0.0075472i,0.087796+0.04112i,0.13209+0.029014i,0.052562-0.0041826i,-0.024477+0.0065378i,-0.018427+0.028295i,0.020257+0.019284i,0.02453-0.0093793i,0.0031258-0.011276i,0.0031606+0.011938i,0.027063+0.023234i,0.050863+0.01257i,0.06652+0.00062959i,0.079978-0.0037175i,0.079204-0.014132i,0.047595-0.024377i,0.0069191-0.017295i,-0.018764-0.0049393i,-0.031955+0.0010638i
-0.21817-0.33152i,-0.43618-0.35152i,-0.458-0.11115i,-0.22301+0.13449i,-0.0014827+0.097277i,0.036204-0.033123i,-0.017248-0.039482i,-0.033732+0.005197i,-0.0089898+0.01549i,-0.0010314+0.012358i,-0.0089596+0.02303i,-0.013664+0.030493i,-0.018411+0.018707i,-0.022392-0.0020861i,-0.025588-0.016859i,-0.029083-0.01956i,-0.027699-0.019675i,-0.017348-0.027404i,-0.011282-0.036368i,-0.017338-0.028988i,-0.013925-0.0044918i,0.0029837+0.013475i,0.013951+0.019241i
0.42164+0.13606i,0.68427+0.065033i,0.70367-0.072868i,0.50789-0.16951i,0.31188-0.20438i,0.1621-0.21638i,0.064887-0.18675i,0.028674-0.12546i,0.011131-0.064947i,0.017007-0.021817i,0.036271-0.011174i,0.041041-0.0083674i,0.0389+0.003011i,0.029928+0.014187i,0.027441+0.020098i,0.037454+0.0075197i,0.035947-0.018141i,0.013683-0.03163i,-0.0095164-0.019769i,-0.011311+0.0029036i,-0.00069247+0.010651i,0.0041803+0.00097583i,0.0062028-0.0098302i
-0.40493+0.17095i,-0.52678+0.34124i,-0.37863+0.34954i,-0.14087+0.17632i,-0.086793+0.046911i,-0.15917+0.051073i,-0.19222+0.068402i,-0.16084+0.059332i,-0.10066+0.052522i,-0.0645+0.037612i,-0.047435+0.031816i,-0.012424+0.027484i,0.013786+0.01026i,0.0083581+0.0052857i,-0.015234+0.011903i,-0.044446+0.020979i,-0.065743+0.03392i,-0.068976+0.045386i,-0.053726+0.049255i,-0.031842+0.040368i,-0.016061+0.022964i,-0.0074531+0.0081335i,-0.0024562-0.0009067i
0.21078-0.42292i,0.19218-0.68765i,0.039831-0.68254i,-0.082823-0.41357i,-0.057983-0.13681i,0.023969+0.020799i,0.086021+0.083912i,0.10888+0.060577i,0.077082+0.0056731i,0.038766-0.0041982i,0.024361-0.0045717i,0.012999-0.026027i,0.00063339-0.03888i,0.0051573-0.031943i,0.028707-0.021337i,0.052442-0.017745i,0.064202-0.01046i,0.0638+0.0047011i,0.058871+0.014514i,0.052155+0.012956i,0.035466+0.0054234i,0.015977+0.0014581i,0.0050257+0.0017144i
0.091757+0.47641i,0.20749+0.68309i,0.1873+0.5903i,-0.010598+0.33092i,-0.13747+0.17453i,-0.08136+0.070752i,-0.02786-0.030185i,-0.030728-0.02641i,0.0065583+0.028665i,0.052473+0.030985i,0.053515+0.016325i,0.033972+0.01973i,0.0157+0.021665i,-4.0458e-05+0.0092949i,-0.019906-0.006744i,-0.042563-0.0083301i,-0.050611-0.0012212i,-0.041134-0.0071356i,-0.037689-0.019212i,-0.042894-0.018101i,-0.035233-0.0061011i,-0.016767+0.0055129i,-0.0019626+0.010813i
-0.36482-0.31014i,-0.58765-0.36253i,-0.52302-0.16998i,-0.196+0.076277i,0.024854+0.12061i,0.034973+0.086668i,0.041408+0.083318i,0.081978+0.016386i,0.060202-0.074735i,0.0083663-0.089339i,-0.0079927-0.052792i,-0.004415-0.022994i,-0.0065857-0.011732i,-0.01831-0.0052346i,-0.024955+0.0094561i,-0.0098647+0.023868i,0.013291+0.027145i,0.024499+0.027485i,0.025233+0.026118i,0.022029+0.016456i,0.014628+0.0016659i,0.0026571-0.010212i,-0.0093109-0.013841i
0.49501+0.020653i,0.74634-0.059232i,0.6759-0.19395i,0.34787-0.26833i,0.11617-0.23361i,0.050852-0.21214i,-0.018424-0.20394i,-0.079365-0.11893i,-0.067177-0.020123i,-0.032284+0.014387i,-0.016726+0.006006i,-0.0081283-0.00089434i,0.0059553-0.0032391i,0.020544-0.002932i,0.032521+0.0059489i,0.037466+0.0068157i,0.028658-0.0084409i,0.014557-0.024704i,0.001245-0.030466i,-0.012003-0.023284i,-0.01875-0.0067879i,-0.015218+0.013478i,-0.0050179+0.026307i
-0.40196+0.26939i,-0.56817+0.46476i,-0.44507+0.4874i,-0.13875+0.30865i,0.022397+0.13143i,0.014154+0.091435i,0.01344+0.10326i,0.030682+0.073455i,0.019438+0.041429i,-0.0067454+0.03972i,-0.02193+0.040406i,-0.024305+0.023993i,-0.026622+0.0033401i,-0.023534-0.0073529i,-0.011104-0.015708i,-0.00060654-0.024277i,0.0048466-0.020682i,0.012108-0.0085998i,0.019417-0.0073138i,0.018312-0.013528i,0.010889-0.014567i,0.0058619-0.015763i,0.00056894-0.019641i
0.15865-0.44777i,0.19931-0.71972i,0.11284-0.72221i,-0.022112-0.48019i,-0.066354-0.27678i,-0.043164-0.18617i,-0.034225-0.12592i,-0.033158-0.064393i,-0.014312-0.015312i,0.015623+0.0044273i,0.028574+0.00081506i,0.014814-0.0015853i,0.001782+0.011798i,0.001603+0.013733i,-0.0084173-0.016559i,-0.038442-0.047962i,-0.065926-0.057995i,-0.07464-0.05261i,-0.066412-0.035103i,-0.046633-0.013173i,-0.024445+0.0059233i,-0.0051789+0.016072i,0.0082488+0.012774i
0.11888+0.43323i,0.20317+0.69558i,0.22666+0.70766i,0.16504+0.51725i,0.074461+0.3738i,0.035797+0.29065i,0.03322+0.1951i,0.038899+0.11311i,0.052948+0.052388i,0.051683+0.01287i,0.042507+0.004342i,0.044288+0.0075395i,0.042438+0.0075603i,0.019917+0.012701i,-0.013576+0.03674i,-0.029325+0.078267i,-0.017398+0.11127i,0.0057736+0.11132i,0.021083+0.080488i,0.022385+0.04499i,0.015262+0.017559i,0.0025183-0.0036471i,-0.012913-0.013169i
-0.32828-0.28182i,-0.50648-0.46205i,-0.48197-0.46875i,-0.25946-0.32524i,-0.0542-0.22574i,0.018068-0.15844i,0.058052-0.086182i,0.0655-0.075466i,0.0058083-0.070956i,-0.017456-0.03457i,0.01149-0.028145i,0.026509-0.04041i,0.024579-0.033694i,0.024998-0.015024i,0.037446-1.6992e-05i,0.055539-0.0076792i,0.057647-0.028497i,0.042628-0.036025i,0.02831-0.026283i,0.021644-0.012464i,0.019739-0.0020948i,0.020953+0.0075499i,0.023025+0.013879i
0.3841+0.052441i,0.61087+0.11519i,0.56946+0.14475i,0.28258+0.14271i,0.067199+0.14758i,0.020461+0.081049i,-0.024525-0.024321i,-0.05559-0.031799i,-0.0081399-0.0016037i,0.018947-0.0072346i,-0.0029387-0.0031872i,-0.01694+0.00094277i,-0.020522-0.017149i,-0.016703-0.025762i,0.0048734-0.017381i,0.033231-0.0086113i,0.051393-0.0023308i,0.052093+0.0012744i,0.034697-0.0011804i,0.0095927-0.0055165i,-0.0069091-0.011601i,-0.01613-0.020175i,-0.023159-0.020059i
-0.32263+0.1624i,-0.54177+0.22323i,-0.5064+0.16778i,-0.24405-0.02044i,-0.093706-0.18863i,-0.097591-0.17143i,-0.062603-0.065661i,-0.012383-0.035725i,-0.029004-0.030515i,-0.049613+0.0058162i,-0.04382+0.027343i,-0.043449+0.032316i,-0.043572+0.03757i,-0.028524+0.027802i,-0.016512-0.0082168i,-0.029119-0.054057i,-0.049323-0.081776i,-0.05194-0.077273i,-0.036938-0.046792i,-0.014763-0.015204i,-0.0014103-0.0018681i,0.0017041+0.0031181i,0.0056829+0.0080514i
0.17114-0.27841i,0.31149-0.44907i,0.25815-0.4195i,0.047045-0.15054i,-0.016307+0.081362i,0.013489+0.10078i,-0.048016+0.064122i,-0.082508+0.088071i,-0.018149+0.080604i,0.018732+0.035312i,0.012891+0.033396i,0.025759+0.049706i,0.039468+0.043283i,0.027236+0.027085i,0.00086893+0.025878i,-0.015303+0.051176i,-0.015321+0.074639i,-0.014614+0.071282i,-0.015313+0.052684i,-0.018058+0.035129i,-0.024187+0.027084i,-0.024682+0.021713i,-0.020926+0.01406i
-0.0066857+0.28954i,-0.036527+0.5162i,0.020456+0.52081i,0.13286+0.24344i,0.10189+0.013806i,0.01893+0.023712i,0.085759+0.09781i,0.16179+0.062455i,0.10689+0.0043643i,0.039984+0.0017642i,0.032065-0.0068059i,0.029634-0.03159i,0.018587-0.036331i,0.010099-0.024134i,0.00040303-0.011464i,-0.0074052-0.006111i,-0.011001-0.0043678i,-0.0078486-0.00015726i,0.0018119+0.0031706i,0.011736+0.0033111i,0.022841+0.0025389i,0.032927+0.00055908i,0.032971-0.0053902i
-0.12758-0.21888i,-0.19868-0.42828i,-0.23132-0.4626i,-0.19259-0.22445i,-0.033763+0.0013879i,0.12368-0.011407i,0.098505-0.091113i,0.02036-0.058247i,0.020347-0.0022481i,0.036038-0.0065135i,0.026914-0.031786i,0.010897-0.043378i,9.9997e-05-0.039539i,-0.00093461-0.021873i,0.010184+0.0031092i,0.026397+0.021824i,0.035651+0.032477i,0.032967+0.034602i,0.016527+0.024005i,-0.003671+0.012325i,-0.012655+0.009396i,-0.010651+0.0066673i,-0.0088978+0.0016683i
0.192+0.11497i,0.33799+0.27802i,0.42113+0.36865i,0.36289+0.23009i,0.15288+0.043791i,-0.034264+0.023642i,-0.029772+0.018868i,0.015089-0.056659i,-0.0038998-0.080893i,-0.017754-0.041886i,-0.024807-0.010588i,-0.046455+0.0041136i,-0.063537+0.013381i,-0.060799+0.016451i,-0.04316+0.0031476i,-0.033657-0.023263i,-0.02947-0.039291i,-0.01596-0.041382i,-0.002886-0.038754i,0.00080245-0.034653i,0.0013553-0.032298i,0.0019866-0.029092i,0.0016383-0.02279i
-0.16689-0.010772i,-0.33705-0.13235i,-0.48771-0.25627i,-0.47276-0.21752i,-0.26562-0.13071i,-0.095687-0.15434i,-0.11866-0.14128i,-0.15303-0.026964i,-0.08156+0.049937i,-0.013218+0.049174i,0.01494+0.041759i,0.035365+0.044968i,0.046823+0.043396i,0.049857+0.032104i,0.048273+0.018974i,0.042306+0.011783i,0.027333+0.0023609i,0.0047372-0.010255i,-0.016488-0.012518i,-0.028828-0.0018833i,-0.028689+0.014939i,-0.019058+0.027971i,-0.0061765+0.025679i
0.096887-0.048801i,0.27134+0.034933i,0.45831+0.13457i,0.44012+0.14257i,0.19757+0.16059i,-0.0021257+0.24093i,-0.020713+0.24028i,-0.0035434+0.12746i,-0.039383+0.030227i,-0.050321+0.0072322i,-0.026284+0.0094129i,-0.0078894+0.0061051i,-0.0014637+0.0012783i,-0.0084638-0.0049573i,-0.026112-0.012937i,-0.036268-0.016343i,-0.03164-0.01271i,-0.019115-0.0047324i,-0.0036974-0.00020205i,0.0089928-0.0047804i,0.013566-0.013148i,0.008663-0.018214i,-0.0015724-0.015627i
-0.036037+0.042122i,-0.22473-0.010537i,-0.44451-0.076536i,-0.44997-0.11206i,-0.22165-0.16833i,-0.010756-0.22093i,0.040316-0.16999i,0.048553-0.052037i,0.07286+0.0019341i,0.05535-0.01188i,0.021656-0.031359i,0.015588-0.050156i,0.022273-0.066062i,0.026419-0.057856i,0.030557-0.03041i,0.033273-0.0091363i,0.029041+0.0016258i,0.018643+0.010203i,0.013851+0.014905i,0.01515+0.01373i,0.013522+0.013555i,0.012393+0.016732i,0.015515+0.017358i
0.0048956+0.0028459i,0.18461+0.021627i,0.40875+0.063165i,0.48162+0.11407i,0.36484+0.15712i,0.21608+0.17549i,0.13996+0.11415i,0.071121+0.017181i,-0.0024412-0.016586i,-0.031703-0.0017208i,-0.036658+0.01023i,-0.048687+0.018517i,-0.054522+0.021608i,-0.051486+0.017019i,-0.047934+0.017026i,-0.039501+0.023138i,-0.01441+0.025024i,0.01786+0.013144i,0.0291-0.0086879i,0.018668-0.020721i,0.0039054-0.022846i,-0.0085976-0.023369i,-0.014402-0.017214i
-0.024288-0.056604i,-0.16599-0.046033i,-0.35299-0.072371i,-0.43651-0.14854i,-0.36161-0.23997i,-0.247-0.30143i,-0.16214-0.24933i,-0.056896-0.13876i,0.035853-0.084312i,0.051645-0.067786i,0.04041-0.037279i,0.037118-0.016404i,0.018869-0.0083811i,0.0087744+0.0022435i,0.027295+0.0035911i,0.039778-0.0080367i,0.02301-0.017701i,-0.0024563-0.014381i,-0.013074+0.0022056i,-0.0095959+0.017965i,-0.0018255+0.023726i,0.0078276+0.023064i,0.017508+0.013979i
0.061151+0.064609i,0.17143+0.056005i,0.34769+0.088666i,0.44768+0.16514i,0.34918+0.24822i,0.17828+0.30625i,0.072945+0.26117i,0.012815+0.14261i,-0.012799+0.077295i,0.013012+0.063658i,0.035923+0.040324i,0.036406+0.02679i,0.03761+0.028912i,0.0268+0.020862i,-0.0029078+0.0079399i,-0.026265+0.0069936i,-0.026877+0.01481i,-0.016036+0.018483i,-0.0092385+0.015899i,-0.0093117+0.011541i,-0.010466+0.0066262i,-0.013175+0.00052722i,-0.018816-0.0026347i
