-0.0020159+0.00058171i,-0.0014704-0.00015387i,-0.0024141+8.2489e-06i,-0.0025671+0.00074544i,-0.001607+0.0010791i,-0.00052782+0.0011842i,-0.00080504+0.0017366i,-0.0014375+0.0018315i,-0.0004292+0.0015237i,0.00091808+0.0011141i,0.00087641+0.0006816i,0.00088775+0.0006172i,0.0007996+0.0008294i,0.00015022+0.00073557i,0.00036914+0.00077178i,8.775e-05+0.00016434i,-0.00025076-0.00042372i,-0.00032197-0.00096223i,-0.00013851-0.00076879i,-0.00025337-0.00069298i,-0.00089065-0.00058481i,-0.00086451-2.1768e-05i,-0.00032935+0.00029685i
0.0034687-0.023249i,0.01528-0.038557i,0.029953-0.039585i,0.028531-0.024887i,0.015896-0.011685i,0.0081692-0.0065568i,0.0030485-0.0064976i,-0.0006333-0.0061456i,-0.0030239-0.0051061i,-0.0042017-0.0051197i,-0.0037203-0.0042777i,-0.0024375-0.0030662i,-0.0018262-0.0014561i,-0.001564+0.001304i,-0.0004934+0.0032429i,-0.00032669+0.0029513i,-0.0012298+0.0023386i,-0.0017983+0.001135i,-0.0014096-0.00025331i,-0.00117-0.0010316i,-0.0011154-0.00096229i,-0.00026193-0.00089184i,0.00015111-0.00042567i
0.023006-0.00067159i,0.042911+0.011765i,0.047188+0.026674i,0.032511+0.028075i,0.016499+0.016686i,0.0065601+0.0071786i,0.0021438+0.0016399i,-0.00052117-0.00072896i,-0.0034131-0.00025471i,-0.0056437+0.00034483i,-0.0044348+0.00078654i,0.00050038+0.001842i,0.0029478+0.0028043i,0.0020398+0.002802i,0.0020761+0.0018581i,0.0016457+0.00048246i,0.00072853+0.0003646i,0.0013875+0.00068241i,0.0015068+1.5163e-05i,0.00040428-0.00035076i,-0.00033999-0.00033674i,-0.0015132-0.00037564i,-0.0023535+1.3503e-05i
0.0049316+0.021827i,-0.004007+0.042331i,-0.017462+0.047453i,-0.020642+0.032852i,-0.012008+0.016937i,-0.0048857+0.0080561i,-0.00063673+0.0050547i,0.00067619+0.0049014i,-0.00074151+0.0060522i,-0.001861+0.0078547i,-0.0013251+0.0091037i,0.00080303+0.0078963i,0.0031097+0.0046376i,0.0043881+0.00090936i,0.0037879-0.0013154i,0.0023315-0.0010007i,0.0015679-0.0010314i,0.0013528-0.001018i,0.00059502-0.00016031i,0.00054823-0.00042435i,0.00058893-0.00053012i,-0.00046224-0.00078944i,-0.0013811-0.001391i
-0.027314+0.0071307i,-0.050425+0.0028867i,-0.057831-0.011933i,-0.039487-0.017516i,-0.017869-0.0099083i,-0.0075636-0.0027993i,-0.0035175+0.00063871i,-0.0014377+0.0034406i,0.0010569+0.0047453i,0.0023788+0.0039848i,0.0011847+0.0029248i,-0.0003147+0.0027916i,-0.00024424+0.0026458i,0.00092692+0.00022771i,0.0018663-0.0017018i,0.00082628-0.00085765i,0.00038518-7.4885e-05i,0.00071667-0.00052487i,0.00079738-3.6284e-05i,0.00049829+0.00036559i,-0.00044983-0.00090618i,-0.0011122-0.0019481i,-0.0014573-0.0019183i
-0.0078791-0.023578i,-0.005412-0.050919i,0.0079091-0.061392i,0.013262-0.043793i,0.008164-0.022475i,0.0040922-0.011157i,0.00097477-0.0052055i,-0.0016824-0.0024667i,-0.0017101-0.0034838i,-0.00048571-0.0053831i,-0.00098383-0.0053189i,-0.0018966-0.0036193i,-0.0026945-0.0012116i,-0.0031285+0.00054295i,-0.0030216+0.0018742i,-0.0024689+0.0024066i,-0.0013224+0.0018269i,-0.00065346+0.0011387i,0.00013366+0.00043416i,0.0011059-0.00026471i,0.001549-0.00069212i,0.0013167-0.00039478i,0.001037+0.00036408i
0.026641-0.013378i,0.055393-0.01567i,0.068837-0.0045493i,0.052337+0.0046424i,0.027676+0.004541i,0.012199+0.0024653i,0.0031592-0.0012149i,-0.0035025-0.004485i,-0.0064233-0.006854i,-0.0058063-0.0078435i,-0.0038647-0.0059888i,-0.00188-0.0025916i,-0.0011797+0.00076816i,-0.0018882+0.0030752i,-0.00095778+0.0041508i,0.00029763+0.0031984i,0.000338+0.0018765i,0.00075025+0.0017678i,0.0011046+0.0014215i,0.00065879-0.00025089i,0.00037754-0.0019121i,0.00048805-0.0012754i,0.0003078+0.00011451i
0.018142+0.024719i,0.023217+0.054459i,0.014603+0.070425i,0.0046938+0.055908i,0.0022168+0.031007i,0.0010502+0.014842i,-0.001676+0.0048442i,-0.0052163-0.00093334i,-0.0089181-0.0022155i,-0.0097789-0.0011139i,-0.0068928+7.4383e-05i,-0.0029174+0.00095195i,-0.00095211+0.0017719i,-0.00082893+0.002163i,0.00023269+0.0019364i,0.0014657+0.0020148i,0.0010862+0.0017706i,0.0012653+0.0011219i,0.0025993+0.002033i,0.0020637+0.0026166i,0.0009468+0.0016563i,0.00067438+0.00062722i,0.00028859-0.00036314i
-0.023068+0.021216i,-0.054256+0.031078i,-0.070156+0.025032i,-0.054377+0.011447i,-0.029277+0.005271i,-0.015087+0.0036814i,-0.010061+0.0019871i,-0.0075738+0.00037975i,-0.0056491+0.00059936i,-0.004605+0.0029931i,-0.005283+0.0046113i,-0.0054724+0.0040414i,-0.0034717+0.0014205i,-0.00030442-0.00018498i,0.00091024-0.00010026i,-0.00065072+0.00087859i,-0.0015341+0.0018545i,-0.0010517+0.001905i,-5.6883e-05+0.0020615i,0.00033383+0.0019128i,0.00065811+0.0004695i,0.00066626-0.0011123i,0.0003382-0.0019523i
-0.025263-0.023818i,-0.039844-0.053964i,-0.036065-0.07106i,-0.019611-0.055618i,-0.0086734-0.028769i,-0.0054601-0.014074i,-0.0068785-0.0093934i,-0.0068573-0.0075843i,-0.0029147-0.0051273i,0.00051208-0.0024395i,0.00031606-0.00093012i,-0.0020915-0.0012446i,-0.0028614-0.0017365i,-0.0020385-0.0016678i,-0.0022488-0.0012667i,-0.0040977-0.00021368i,-0.0043661+0.00085749i,-0.0023396+0.0018183i,-0.0010044+0.0026986i,-0.00053063+0.0021052i,0.00019995+0.00053075i,0.00067328-9.9063e-05i,0.00048588+0.00013354i
0.022521-0.030585i,0.051747-0.049826i,0.069999-0.049201i,0.056447-0.030227i,0.03008-0.014945i,0.014858-0.009683i,0.005823-0.010836i,0.0011031-0.013456i,0.0022464-0.013124i,0.0045344-0.0093884i,0.0055326-0.0050813i,0.003857-0.0032671i,0.00079558-0.0026498i,-0.0016752-0.0011272i,-0.0030401-0.00034443i,-0.003514-3.5929e-05i,-0.0032572+0.00059305i,-0.0018593+0.00037879i,-0.00059596-0.00036941i,0.00059179-0.00087427i,0.0014223-0.00049625i,0.0010701+0.00074824i,0.001437+0.001695i
0.034162+0.020828i,0.058259+0.04914i,0.062479+0.06847i,0.0424+0.055294i,0.021746+0.028272i,0.011469+0.010337i,0.0078337-0.0023135i,0.0062827-0.010409i,0.004823-0.011078i,0.0029677-0.007911i,0.0029202-0.0040286i,0.0040616-0.0010029i,0.0031342-0.00010147i,0.00034694+0.00025701i,-0.0010957+0.00058501i,0.00024132+3.6749e-05i,0.00074511-0.000128i,-0.00010461+0.00033517i,-0.00063447+0.00069697i,-0.00086861+0.0013141i,-0.00076118+0.0018684i,-0.00029374+0.0016883i,0.00029126+0.00072443i
-0.019487+0.038574i,-0.045417+0.067816i,-0.062434+0.075153i,-0.050238+0.054216i,-0.024392+0.029928i,-0.0076804+0.014047i,0.00098576+0.0048116i,0.0063822+0.0001769i,0.0063836-0.00058552i,0.0018586+0.00018821i,-0.0013767-0.0003004i,-0.00094615-0.0011082i,0.0002183-0.0017027i,7.1914e-05-0.0021297i,5.2283e-05-0.0020166i,5.8452e-05-0.0010265i,-0.00065266-0.00030364i,-0.0012534-0.00010018i,-0.00093697+0.00065723i,-0.00066292+0.0010087i,-0.0013726+0.00028915i,-0.0018557+6.4072e-05i,-0.0018914+1.7034e-05i
-0.039397-0.017084i,-0.071919-0.038798i,-0.081788-0.056112i,-0.059582-0.045784i,-0.030571-0.022712i,-0.012826-0.010996i,-0.0029022-0.0053638i,0.0038965-0.00016777i,0.0052181+0.0021173i,0.00039996+0.0016538i,-0.0047566-0.00019253i,-0.0063329-0.0015439i,-0.0053988-0.0021539i,-0.004015-0.0027439i,-0.0035978-0.0027524i,-0.0038461-0.0021135i,-0.0036411-0.0014713i,-0.0036368-0.00091468i,-0.0036944+0.00033488i,-0.0030258+0.00062084i,-0.0021957-0.00014486i,-0.0017184-0.0011945i,-0.0011954-0.0019562i
0.0092624-0.043494i,0.027473-0.079491i,0.041176-0.091192i,0.035657-0.065603i,0.02149-0.032949i,0.013199-0.014805i,0.0090647-0.0066225i,0.0074641-0.0014031i,0.006792+0.0023034i,0.004738+0.002705i,0.0022774+0.001561i,0.00040795+0.00029772i,-0.00068476-0.0014693i,-0.00017476-0.0017824i,-0.00034006-0.0022003i,-0.0013292-0.0036047i,-0.0016358-0.0040685i,-0.0012758-0.0027718i,-0.0006542-0.00058643i,-0.00093875+5.4861e-05i,-0.0017697-0.00023469i,-0.0015121+0.00037507i,-0.0010021+0.00060997i
0.043293+0.0072041i,0.08295+0.019704i,0.097783+0.032174i,0.073769+0.028566i,0.040349+0.015226i,0.021997+0.0081628i,0.01373+0.0058735i,0.0071268+0.0043877i,0.0029639+0.003019i,0.0020068+0.0025859i,0.0037575+0.0044952i,0.0051925+0.0053419i,0.0033176+0.0034247i,0.0013798+0.0014117i,0.001988-0.00021788i,0.0029976-0.0021536i,0.0022161-0.0028751i,0.00134-0.003268i,0.0014456-0.0033283i,0.0014022-0.0022603i,0.00067976-0.0012446i,-0.00052698-4.2028e-05i,-0.0010082+0.0010672i
-0.0033312+0.049144i,-0.010273+0.09151i,-0.017261+0.1098i,-0.013774+0.084031i,-0.004883+0.04596i,0.00010282+0.026204i,0.0025739+0.019206i,0.0023756+0.014923i,-0.00046222+0.010972i,-0.0019264+0.0076703i,-2.0277e-05+0.0063i,0.0023696+0.0054302i,0.0032317+0.0032895i,0.003049+0.001534i,0.0028971+0.00043935i,0.0033941-0.00034969i,0.0030261-0.00085601i,0.0018724-0.0010712i,0.00092122-0.0015212i,-7.9308e-05-0.0016267i,-0.00054116-0.0014261i,-0.00058367-0.00035478i,-0.0014806-0.00025968i
-0.04894+0.0030831i,-0.094438+0.0013966i,-0.11254-0.001419i,-0.084806+0.00069517i,-0.046448+0.0047846i,-0.025383+0.0074115i,-0.017192+0.011285i,-0.0125+0.014282i,-0.007841+0.013102i,-0.0043154+0.0079133i,-0.0020369+0.0020284i,-0.00043463-0.00091312i,0.0010827-0.0023865i,0.0017842-0.0029148i,0.0015292-0.0012927i,0.0013384+0.00094924i,0.0013728+0.00029376i,0.00084024-0.001117i,0.00086519-0.0011057i,0.00060346-0.0010688i,-0.00011887-0.00092305i,-0.00037807-0.0010824i,0.0001476-0.0020489i
-0.0078152-0.045821i,-0.012548-0.092291i,-0.012642-0.11209i,-0.012133-0.084069i,-0.010116-0.043153i,-0.0088805-0.019933i,-0.01361-0.0074361i,-0.016683+0.0017736i,-0.01162+0.0037228i,-0.0047386+0.00023076i,-0.0025834-0.0038805i,-0.002876-0.0067553i,-0.0012164-0.0066143i,0.00065663-0.0052435i,0.00061063-0.0041374i,0.00070811-0.0028908i,0.00083336-0.0018902i,0.0011863-0.0013321i,0.0007149-0.00041437i,8.9307e-05+0.00040627i,-2.7301e-05+0.00056199i,-0.00013226+0.00059624i,0.00069353-0.00034948i
0.050726-0.018964i,0.096518-0.030005i,0.11674-0.033788i,0.088897-0.027752i,0.044344-0.016511i,0.016011-0.0093908i,-0.0009253-0.0095022i,-0.012711-0.010095i,-0.014881-0.0090501i,-0.01087-0.0068304i,-0.0073666-0.0025908i,-0.0046976+0.00097676i,-0.0015138+0.0019134i,0.00075292+0.0012889i,0.0014855+0.00076144i,0.0030426+0.00020246i,0.0043433-0.00035653i,0.0041346-5.0163e-05i,0.0030264+0.00049156i,0.0019093-0.0010706i,0.0017491-0.0023616i,0.0011347-0.0014387i,0.0003214-0.00022937i
0.018392+0.046804i,0.03645+0.091536i,0.045749+0.112i,0.038466+0.084495i,0.022009+0.042601i,0.0092855+0.01751i,0.00089467+0.0023555i,-0.0076591-0.0089658i,-0.0134-0.011462i,-0.013163-0.0055733i,-0.0089364+0.0030552i,-0.0035671+0.007674i,-0.00019211+0.0076428i,0.00059797+0.0070226i,0.0015605+0.0059287i,0.0028001+0.003765i,0.0026846+0.0016493i,0.0025222+0.00076068i,0.0031843-0.00021244i,0.0028714-0.0013643i,0.0010554-0.0009883i,-0.0011023+0.00018704i,-0.0018219+0.00097147i
-0.043721+0.027886i,-0.08435+0.053272i,-0.10149+0.068396i,-0.076532+0.055759i,-0.038687+0.027739i,-0.019738+0.0094117i,-0.01298+0.0020097i,-0.01017-0.0043617i,-0.010516-0.0056306i,-0.0089457-0.00070966i,-0.0047625+0.0035386i,-0.0021205+0.0041532i,-0.0010643+0.0039047i,0.00055081+0.0043737i,0.00083318+0.0045553i,-0.00041314+0.0045121i,-0.00052213+0.0046402i,0.0012862+0.004595i,0.0027876+0.0038311i,0.0038777+0.0020529i,0.0045236+0.00047023i,0.0028137-0.00046934i,0.00039462-0.00045179i
-0.027728-0.041768i,-0.05935-0.079827i,-0.078056-0.093849i,-0.066263-0.068842i,-0.037433-0.035881i,-0.018361-0.021984i,-0.011561-0.018299i,-0.0064358-0.013888i,-0.0013273-0.0083442i,0.0024227-0.0028502i,0.0039888-0.0012764i,0.0033853-0.0025357i,0.0026261-0.0019222i,0.0024641-0.0011201i,0.0008806-0.00059876i,-0.0013094+0.0012777i,-0.00054104+0.0033238i,0.00042444+0.003909i,-0.00054802+0.0027429i,-0.0014753+0.0010655i,-0.0010293-0.00095471i,-0.00066166-0.0018489i,-0.0010218-0.00095283i
0.045754-0.036494i,0.078375-0.074756i,0.088636-0.098357i,0.063307-0.084155i,0.030751-0.049342i,0.016378-0.028378i,0.010509-0.024305i,0.0061725-0.021961i,0.0063503-0.018108i,0.0066805-0.014135i,0.0031575-0.010713i,-6.5056e-05-0.0080253i,0.00047286-0.0044726i,0.0007704-0.0024654i,-0.0010591-0.0020693i,-0.0014444+4.6656e-05i,-0.00068872+0.0024905i,-0.0014324+0.0033003i,-0.0024739+0.00374i,-0.0017288+0.0034173i,0.00058449+0.0032064i,0.002017+0.0029146i,0.0010125+0.0017973i
0.039246+0.039636i,0.080454+0.066542i,0.10856+0.070985i,0.093161+0.046092i,0.055424+0.018412i,0.033795+0.0054555i,0.027647-0.0048731i,0.02006-0.01513i,0.010004-0.019638i,0.0020613-0.018919i,-0.0035039-0.011705i,-0.0045317-0.0027545i,-0.0045647+0.0016612i,-0.0055605+0.0029516i,-0.0038534+0.0027185i,-0.0020344+0.0019059i,-0.0022996+0.0022955i,-0.0022332+0.0024985i,-0.00065473+0.0014442i,0.0015117+7.4365e-05i,0.0019431-0.001009i,0.0012214-0.0017672i,0.00059528-0.0025221i
-0.032179+0.038296i,-0.052517+0.085456i,-0.052705+0.11335i,-0.030089+0.094685i,-0.0067683+0.052942i,0.0047128+0.027823i,0.01256+0.015646i,0.017152+0.0018797i,0.011166-0.0088443i,-0.00097818-0.010271i,-0.0069486-0.0042097i,-0.0054411+0.0014466i,-0.0056398+0.003679i,-0.0070173+0.0041738i,-0.0063598+0.0038837i,-0.0049748+0.0031283i,-0.0044192+0.0027201i,-0.0032514+0.0027187i,-0.00026983+0.0020874i,0.0013367+0.0017404i,0.00022439+0.0030793i,-0.0015669+0.0030569i,-0.0024022+0.0013346i
-0.044238-0.02745i,-0.09217-0.039636i,-0.11928-0.032176i,-0.095356-0.011488i,-0.047148+0.0023295i,-0.017948+0.0075159i,-0.0045954+0.01309i,0.0068559+0.014241i,0.010015+0.010688i,0.0052275+0.0084621i,0.0012782+0.0064119i,-0.00027205+0.0021424i,-0.002112-0.0010615i,-0.0031159-0.00078014i,-0.0037705-0.00062764i,-0.004709-0.0010141i,-0.0044139-0.00044878i,-0.0030814+0.0010063i,-0.0012354+0.0024725i,0.0011089+0.0016067i,0.0025916-0.00057608i,0.0022447-0.0021328i,0.0017374-0.0031352i
0.020731-0.04582i,0.026659-0.095563i,0.014015-0.12434i,-0.0023017-0.097711i,-0.0046744-0.04592i,-0.0017988-0.016795i,-0.0023658-0.0039584i,0.00087441+0.0084397i,0.007879+0.013501i,0.010065+0.012349i,0.0071166+0.0084573i,0.0043159+0.0020875i,0.0032608-0.0014185i,0.0028274-0.002277i,0.0017939-0.0026997i,0.00048456-0.0021645i,-0.00077873-0.00081807i,-0.0027185-0.00042939i,-0.0051613-0.0010284i,-0.0066354-0.0013278i,-0.005986-0.0012507i,-0.0040622-0.001627i,-0.0030204-0.0020157i
0.047386+0.019955i,0.097558+0.018356i,0.1287-0.0011845i,0.10547-0.01652i,0.054317-0.0088475i,0.021986+0.001125i,0.0081934+0.0027016i,0.0014207+0.0060185i,0.0038691+0.0082354i,0.0084836+0.0043286i,0.0068014+0.00060182i,0.0031876-0.000571i,0.0024942-0.0011828i,0.0020382-0.0022789i,0.00091481-0.0030485i,0.00041826-0.0022668i,-0.00083212-0.0017425i,-0.0032107-0.0019756i,-0.0041621-0.00042462i,-0.0027362+0.0021063i,-0.00076814+0.0037842i,0.0013417+0.0039821i,0.003308+0.0028123i
-0.008638+0.047762i,0.00049737+0.098783i,0.027248+0.12716i,0.040898+0.10321i,0.025938+0.057042i,0.0087298+0.029791i,0.0039141+0.0176i,0.0016712+0.0093067i,0.0012028+0.0015272i,0.0016071-0.0064247i,-0.0016073-0.0088443i,-0.0047337-0.0049415i,-0.0061898-0.0018275i,-0.0062666-0.0021758i,-0.005045-0.0024021i,-0.0042054-0.0019826i,-0.0041216-0.0024745i,-0.002178-0.0030567i,0.00020883-0.0036717i,0.00090943-0.0038335i,0.00050405-0.0029908i,-2.3789e-05-0.0014895i,0.00043461-0.002151i
-0.048281-0.0097439i,-0.093624+0.0079218i,-0.11849+0.041769i,-0.094683+0.058373i,-0.051502+0.041324i,-0.030709+0.021999i,-0.02366+0.015423i,-0.014726+0.011868i,-0.008066+0.0080357i,-0.005772+0.0026078i,-0.0056426-0.0020594i,-0.0046282-0.0027102i,-0.0036395-0.0033661i,-0.0032197-0.0040822i,-0.0025126-0.0030786i,-0.0015893-0.0024571i,-0.0010189-0.0024074i,-0.00095754-0.00076647i,-0.00042291+0.0012904i,0.00029891+0.0026206i,0.00021123+0.003608i,-4.3965e-06+0.0050013i,-0.00033898+0.0050789i
-0.0011641-0.045355i,-0.026488-0.086922i,-0.066132-0.10472i,-0.07745-0.075315i,-0.052052-0.032918i,-0.030828-0.016646i,-0.026718-0.0096279i,-0.023139+0.0027149i,-0.015078+0.012041i,-0.0071465+0.013419i,-0.0023399+0.0078299i,-0.0004664+0.00059244i,0.00058381-0.0037218i,0.002135-0.0043867i,0.0028475-0.0033707i,0.0035201-0.0029413i,0.0047096-0.0016867i,0.0049271+6.8066e-05i,0.0032699-0.00018141i,0.0017755-0.0020461i,0.0014215-0.0047304i,0.0021145-0.0054596i,0.0025374-0.0036735i
0.044842-2.1504e-05i,0.0791-0.030894i,0.089947-0.072762i,0.060089-0.081365i,0.019657-0.050793i,0.0016633-0.029747i,-0.0065172-0.026592i,-0.015489-0.016648i,-0.015883-0.0014589i,-0.0081865+0.0066095i,-0.0016316+0.0061215i,0.0015578+0.0031153i,0.0039955+0.0017237i,0.0046245+0.0010953i,0.0031236+0.0014842i,0.0019593+0.002497i,0.0011777+0.0015536i,-0.00039622-0.0015641i,-0.0023878-0.0035024i,-0.0048487-0.0028938i,-0.0061848-0.0014156i,-0.0057875-0.00049055i,-0.0046996+0.00027523i
0.0083474+0.039698i,0.044898+0.067872i,0.089776+0.071165i,0.089197+0.042208i,0.044105+0.0086213i,0.015203-0.0058918i,0.0090731-0.014448i,-0.0015382-0.020642i,-0.010498-0.015763i,-0.0078611-0.0071699i,-0.0014644-0.0022716i,0.001281+0.00086895i,0.0021254+0.0028902i,0.0024001+0.0026035i,0.0015101+0.00087076i,-0.00058981+0.00022587i,-0.0025379+0.0004396i,-0.0018789-0.00051269i,-5.0251e-05-0.001058i,0.0015006+0.00048874i,0.0021257+0.0026424i,0.0024425+0.0029272i,0.0031196+0.0019928i
-0.038904+0.012726i,-0.05943+0.053069i,-0.055801+0.098923i,-0.030194+0.094974i,-0.0080025+0.045183i,0.00023552+0.01023i,0.0055582+0.0011194i,0.0039228-0.005962i,-0.0035384-0.0098284i,-0.0044035-0.0072663i,-0.00025558-0.0043587i,0.0013174-0.0014968i,0.0014883+7.2289e-05i,0.0019004-0.0010813i,0.001327-0.0030598i,-0.00052204-0.0044579i,-0.0014312-0.0035851i,0.00095023-0.0021708i,0.0033911-0.0022212i,0.0020997-0.0021165i,-0.0016648-0.0015617i,-0.0042266-0.00061887i,-0.0047035+4.3547e-05i
-0.012861-0.035907i,-0.057849-0.048438i,-0.10781-0.038136i,-0.10493-0.01641i,-0.055612-0.0097602i,-0.019602-0.013804i,-0.0083126-0.010113i,-0.0012664-0.0047971i,-0.00053332-0.0032476i,-0.0038191-0.00055056i,-0.0023763+0.0011942i,0.0010174-0.00026255i,0.0031642-0.0020256i,0.0043747-0.0026119i,0.004006-0.0022672i,0.0032017-0.0014804i,0.0016532-0.00025272i,0.00038259+0.00099356i,0.00048109+0.002746i,0.00038972+0.0030988i,0.00059206+0.0018949i,0.00074758+0.0017932i,-0.00021358+0.0021351i
0.030758-0.014024i,0.035477-0.060492i,0.015324-0.11061i,-0.0064825-0.10887i,-0.0045746-0.064268i,0.0062264-0.031248i,0.003375-0.017457i,-0.0016117-0.0090094i,-0.0017026-0.0040996i,-0.0032928+0.0005306i,-0.0039308+0.0041238i,-0.0021885+0.0028347i,-3.725e-05+0.001383i,0.0019304+0.0016032i,0.0029245+0.0010438i,0.003749+0.0007013i,0.003171+4.6387e-06i,0.0017741-0.00092833i,0.0018439-0.0019352i,0.002241-0.0046919i,0.0019254-0.0074259i,0.0016874-0.0087697i,0.0016476-0.0086861i
0.013911+0.026789i,0.059566+0.022079i,0.10678-0.009322i,0.10483-0.037207i,0.06583-0.034389i,0.038316-0.020201i,0.024029-0.017827i,0.00987-0.020394i,0.00087263-0.019543i,-0.0024385-0.01296i,-0.0033665-0.0026069i,-0.003389+0.0048281i,-0.0037466+0.0074038i,-0.003365+0.0066045i,-0.0023885+0.0040363i,-0.0028176+0.0015401i,-0.0025688-0.00085388i,-0.0011035-0.0037479i,-0.00024871-0.0048854i,-0.0011549-0.003182i,-0.0020456-0.00073753i,-0.0010834+0.00092574i,-0.0001919+0.00091095i
-0.01947+0.015225i,-0.0084228+0.058286i,0.031658+0.099061i,0.062077+0.086765i,0.052586+0.042372i,0.030382+0.016898i,0.01875+0.0060749i,0.010451-0.0078254i,0.0018183-0.016613i,-0.0037961-0.014856i,-0.0050858-0.0058454i,-0.0031218+0.002593i,-0.0024546+0.0061825i,-0.0028726+0.0067695i,-0.0013371+0.0033538i,0.00045932-0.00065148i,0.0015425+0.00027441i,0.0030529+0.0025117i,0.00455+0.0033463i,0.0043926+0.0023965i,0.0027037+0.00054923i,0.0011237+2.6578e-05i,0.0018566-0.00010804i
-0.011437-0.013535i,-0.049507+0.0058645i,-0.081248+0.051285i,-0.059761+0.07466i,-0.010546+0.053412i,0.010655+0.027949i,0.008038+0.020464i,0.0063792+0.013493i,0.0035563+0.0034521i,-0.0026774-0.0013064i,-0.0055253-0.00084136i,-0.0046786-0.00042268i,-0.0028304-0.00050915i,-0.00014753+0.0011928i,0.0034503+0.0014046i,0.0055791-0.00014627i,0.0058992+0.000447i,0.005994+0.0024277i,0.0056154+0.002569i,0.0034708+0.00063897i,-0.00070622-0.00053812i,-0.0039817+0.00098671i,-0.0047678+0.002471i
0.0094397-0.011044i,-0.014057-0.043329i,-0.060385-0.071082i,-0.073937-0.051864i,-0.033471-0.010192i,-0.0020219+0.0046211i,-0.0026328+0.0030442i,-0.0018224+0.0073997i,0.0038673+0.010973i,0.0015283+0.008765i,-0.0030753+0.0039482i,-0.0032412-0.001125i,-0.00083636-0.0038482i,0.0012914-0.0020351i,0.0031895+0.0023738i,0.00551+0.0051799i,0.0049944+0.0055582i,0.0016485+0.004069i,0.00031077+0.0024308i,0.0025629+0.00097121i,0.0047893-0.0016032i,0.0042092-0.0028074i,0.003649-0.00097608i
0.011616+0.0087184i,0.040281-0.021303i,0.064636-0.071406i,0.052495-0.078035i,0.025114-0.02719i,0.013314+0.007315i,0.006595+0.0019526i,0.0008914-0.0027403i,0.0050066+0.00053469i,0.0085129-0.00047285i,0.0033418-0.0032552i,-0.0018056-0.0042046i,-0.0033117-0.0045434i,-0.0034649-0.0036698i,-0.0030417-0.0001255i,-0.001844+0.0031402i,-4.8368e-05+0.0035338i,0.00043009+0.0024962i,-5.0432e-06+0.0011659i,-0.00033838+0.00035052i,0.0004619-0.0010322i,0.00089201-0.0038484i,0.00081884-0.0054897i
-0.0039561+0.007254i,0.031463+0.02785i,0.088327+0.048198i,0.103+0.04506i,0.059569+0.034621i,0.02376+0.027395i,0.019367+0.0082429i,0.015076-0.0096401i,0.010196-0.015201i,0.009442-0.016135i,0.0038368-0.01174i,-0.002431-0.0045479i,-0.0055222-0.0012565i,-0.0076766-0.00050374i,-0.008169+4.1246e-05i,-0.0069275+0.0014402i,-0.0051033+0.0030801i,-0.0020195+0.0035841i,0.00036463+0.0033851i,0.00026164+0.0034237i,0.00041628+0.0043616i,0.0010276+0.0045477i,0.0022744+0.0042321i
-0.0027402-0.0018069i,-0.015228+0.037916i,-0.024079+0.097083i,-0.016901+0.11678i,-0.012284+0.079436i,-0.014162+0.041767i,-0.0046134+0.022192i,0.004021+0.0032374i,0.0017466-0.0073304i,-0.0001446-0.0080064i,0.00019756-0.0056664i,0.00018846-0.0019504i,-0.00022141+2.1597e-05i,-0.0016174+0.0002734i,-0.0019691+0.0011461i,-0.0013609+0.0025762i,-0.0014174+0.0047922i,-0.0013059+0.0068904i,-0.00071313+0.0058014i,-0.0005262+0.0031882i,-0.0017155+8.963e-07i,-0.0031793-0.0025415i,-0.0026663-0.0025639i
-0.0028522+0.0053498i,-0.044666+0.0025758i,-0.10023+0.0091462i,-0.11192+0.030133i,-0.074249+0.041493i,-0.03626+0.032284i,-0.016257+0.026782i,-0.0047501+0.024913i,-0.0026403+0.017723i,-0.0040891+0.010248i,-0.0015726+0.0033629i,0.0025106-0.001037i,0.0046738-0.0028224i,0.003348-0.0013678i,0.0013773+0.0022514i,6.495e-05+0.0039404i,-0.0027328+0.0041693i,-0.0040637+0.004745i,-0.0016012+0.0053314i,0.00054833+0.0043685i,0.0007151+0.002132i,-0.00046437+0.00081927i,-0.0023268+0.0015358i
-0.0077087-0.0018199i,-0.01373-0.043338i,-0.031251-0.09161i,-0.056309-0.090692i,-0.05888-0.044832i,-0.037916-0.0095026i,-0.021032+0.0024948i,-0.0092405+0.013121i,0.00013679+0.019605i,0.0030303+0.016159i,0.0026002+0.0077691i,0.0026735+0.00037977i,0.0034848-0.002383i,0.001609-0.0016158i,-0.0028873+0.0011724i,-0.0054513+0.0034235i,-0.0060255+0.0018909i,-0.0053923-0.00086534i,-0.0025626-0.0022514i,0.00077903-0.0034215i,0.0038985-0.0042045i,0.0060487-0.0041738i,0.0056009-0.0030916i
