-0.0032918+0.00026434i,-0.0021292+0.00036379i,-0.0018964+0.0013829i,-0.0020182+0.002493i,-0.0016779+0.0033528i,-0.00084928+0.0029244i,-0.00053577+0.0013846i,-0.00063481+0.0011147i,-0.00066341+0.001779i,-0.00048219+0.0014985i,0.00013716+0.0002501i,0.0004184-0.0010384i,-0.00051279-0.00074769i,-0.0012671-5.9267e-05i,-0.00092082+0.00011073i,0.00022243+9.166e-05i,0.00035128+0.00047376i,-2.081e-05+0.00065175i,0.00041358-0.0001275i,0.00085541-2.7845e-05i,0.00048145+0.00035076i,-0.00058812+3.3057e-05i,-0.00055876-0.00086461i
-0.00062039+0.00087756i,-0.0010332+0.00060408i,-0.00076539+0.00030249i,-0.00037058+0.00064967i,-0.00044381+0.0014137i,2.4104e-05+0.00066792i,-0.00074379-0.00058055i,-0.0020772-0.0011741i,-0.0029018-0.0013295i,-0.0023881-0.0004709i,-0.0016136+0.00040349i,-0.00179+0.00069514i,-0.0011633+0.00064185i,-0.00043176+0.00072932i,-0.00030284+0.00030245i,0.00045152+0.00017965i,0.00055252+0.001039i,0.00062756+0.0012283i,0.00025258+0.00053101i,5.9052e-05+0.00022612i,0.00022036+0.00034311i,0.00031559+0.00022254i,0.00067128-0.00034466i
-0.0017565-0.00099587i,-0.0022677-0.0011486i,-0.0021939-0.0017625i,-0.0023327-0.00076652i,-0.0019168-0.00059121i,-0.0015641-0.00052657i,-0.001274-4.2494e-05i,-0.001408-0.0004469i,-0.0015074-0.0011468i,-0.0017151-0.00035976i,-0.0016254+0.00044996i,-0.00010552+0.00030304i,0.00068049+0.00071374i,0.00082551+0.00099575i,0.00084135+0.00064769i,-0.00010013+7.8149e-05i,-0.0010294-0.00020499i,-0.0009059+0.00036151i,-0.00029106+0.00072777i,-0.00088312+0.00083229i,-0.0012409+0.00062498i,0.00011506+0.00028387i,0.00017076+0.00012336i
3.5687e-05+0.0014471i,0.00058901+0.0013295i,0.00061023+0.0016079i,-0.00039521+0.0010346i,-7.9973e-05+0.0010377i,-0.00035188+0.0014255i,-0.0009936+0.0011469i,-0.0012101+0.00039551i,-0.00095423+0.0004842i,-0.00015615+0.0010443i,0.00014443+0.00070049i,0.00029609+0.00017081i,-0.0001887+0.00077006i,-0.0011415+0.001606i,-0.001917+0.0016451i,-0.00095164+0.00089913i,0.00037295+0.00061524i,0.00037275+0.00095758i,3.2932e-05+0.00023424i,-0.0004919+3.7154e-05i,-0.0011601+0.00058065i,-0.0012782+2.4292e-05i,-0.0001826-0.00053841i
-0.0003761+0.0013108i,-0.00040002+0.00082337i,-0.0002539-9.0503e-05i,7.7533e-05+0.001096i,0.00064145+0.0015654i,0.00055732+0.0003879i,-0.00065188-0.00068269i,-0.0015165-0.00067666i,-0.0015798+0.00016716i,-0.0013104+0.00073636i,-0.001075+0.00052703i,-0.00059328+6.5948e-05i,-0.00042858+0.00045041i,-0.00069938+0.00086287i,-0.00053849+0.00050906i,0.00035521-0.00045571i,0.00057811-0.001007i,-0.00025505-0.00010206i,-0.00037127+0.00067126i,-0.00058481+0.00045467i,-0.00090164-0.00019882i,-0.00037511-0.00014438i,-0.00027592+1.5081e-05i
-0.0012919+0.00083182i,-0.0015811+0.0011121i,-0.0018914+0.001083i,-0.00048642+0.0010402i,0.00027445+0.0012969i,-0.00080279+0.0005498i,-0.0016286+0.00047025i,-0.0017222+0.00062132i,-0.0014012+0.00053519i,-0.0012859+0.00038605i,-0.00081824+0.00022367i,-0.00027857-0.00047403i,0.00010687-0.00098853i,0.00029563-0.00025209i,0.00040622+0.00049118i,7.9368e-05+0.00048524i,-0.00022259-0.000719i,-0.00016958-0.0013112i,-3.8338e-05-0.00022256i,0.00016902+0.00052377i,0.00017857+0.00039685i,-6.638e-06+0.00028612i,5.3612e-05+0.00060221i
-0.0016186+0.00085458i,-0.0015187+0.001135i,-0.00098018+0.00052272i,-0.0012612+0.00092602i,-0.00083221+0.0016088i,0.00014651+0.00098691i,-0.00038223+0.00041961i,-0.0009363+9.4871e-05i,1.1484e-05+0.00020061i,0.00027312+0.00087903i,0.00059793+0.00088234i,0.00070859-6.0182e-05i,0.00011598-0.00023382i,-0.0002215+0.00055209i,-0.00012759+0.0005777i,0.0004535-6.3483e-05i,0.00043582-0.0002501i,0.00020301-0.00023788i,0.00037887+0.0003129i,0.00043797+0.00058226i,0.00029488-0.00011834i,-2.8678e-05-0.0005166i,0.00020706-0.00043344i
0.001258-0.00060772i,-0.00087383-0.00123i,-0.0016295-0.0015317i,-0.0023842-0.00077742i,-0.0030676+0.00017409i,-0.0026965+0.0015612i,-0.0018309+0.0018972i,-0.0013147+0.00077563i,-0.00096859-0.00052338i,-0.00076178-0.00017766i,-0.0011957+0.00031864i,-0.0007845+0.00020324i,0.00010456+0.00022721i,8.7958e-05+0.00036982i,0.00018839+0.00083021i,0.000545+0.00058709i,0.00026699+0.0001914i,-0.0001865+6.0099e-05i,-0.00027646-0.00012604i,-0.00063172-0.00011776i,-0.00030278+4.2217e-05i,0.00071547-0.00029294i,0.00054058-0.00049248i
-0.00037833-0.0010706i,0.00078178-0.0012272i,-0.00081193-0.0010732i,-0.0019982-0.0012571i,-0.0014684-0.0012621i,-0.00045943-0.00049376i,-0.00024849+0.00026417i,-0.0011483+0.0003692i,-0.0012009+0.00020579i,-0.00048387+0.00071129i,-0.00034795+0.0010755i,-0.00056649+0.00059746i,-0.00032132-0.00055982i,-0.00043414-0.00085162i,-0.00037454-0.0005354i,-0.00015102-0.00074508i,0.00013925-0.00068257i,0.00068281-0.0011348i,0.00065741-0.0015266i,-2.8178e-05-0.00052672i,-0.00049675-0.00010489i,-0.00036925+6.6125e-06i,0.00027355-0.00031625i
0.00061103-0.00031566i,0.00064617-5.2527e-06i,0.0011491+0.00073952i,0.00077152+0.00049037i,0.00078944-0.00020614i,0.00039415-0.00036289i,-0.0007405-0.00040503i,-0.00093796-0.00024974i,-0.00045661-8.4529e-05i,-0.00065559-0.00011321i,-0.00088638-0.00067641i,-0.00014243-0.00051318i,0.00082983+0.00025015i,0.0011863+0.00046051i,0.00078432+0.00075003i,0.00027913+0.00060039i,0.00033954-0.00021894i,0.00018257+0.00010403i,-0.00082685+0.00016601i,-0.00085388-0.00054838i,0.00014632-0.00043168i,0.00048946-7.2529e-05i,1.561e-05-0.00024727i
0.00093549-0.0020275i,0.00069937-0.0015285i,0.0004687-0.0012505i,-0.00049489-0.00044511i,-0.001886-2.276e-05i,-0.0018741+0.0009211i,-0.0018085+0.0015738i,-0.001248+8.94e-05i,-0.00049499-0.0015511i,-0.00057323-0.0014511i,-0.00035488-0.0011021i,0.00031299-0.00052888i,0.00035468-1.7579e-05i,0.00050151-1.4072e-05i,0.00081661-0.00041657i,0.00071224-0.00070484i,0.00028508-0.00010427i,-0.00055581+0.00050702i,-0.00085583+0.00074039i,-0.00011469+0.00046427i,0.00054036+0.00026664i,0.00056887+0.00015539i,-0.00064644+0.00023154i
0.00043457-0.0002576i,-0.00055707-0.0005268i,-0.00040227-0.0018492i,-0.00044864-0.0012422i,-0.00088166+1.5421e-05i,-0.00040713-0.00023286i,-0.00013217-0.00025423i,-0.00063758+0.00039955i,-0.0015583-8.4913e-05i,-0.0015608-0.00031489i,-0.00071517+0.00017734i,0.00044038+0.00023415i,0.00048523-0.00044978i,-0.00049009-0.00036663i,-5.1322e-05+0.00018824i,0.00033562+0.00016625i,-0.00021818+0.00010978i,-0.00055565-7.0286e-06i,-0.00052708+0.0003791i,-0.00019422+0.00078719i,-0.00073765+0.0003088i,-0.0010387-0.00040268i,-0.0005362-0.00049638i
-0.00089382+0.00016189i,-0.00043054+0.00035861i,-0.00067885+0.00035035i,-0.0019495+0.00061891i,-0.0020602+0.0013374i,-0.0018214+0.00099829i,-0.002009+0.00096337i,-0.0022208+0.0012457i,-0.0017632+0.00071813i,-0.00069109+0.00034437i,0.00036632+0.00073466i,0.0012381+0.0002574i,0.0015447+7.0513e-05i,0.00088037+0.00051767i,0.00046187+0.00052828i,0.00025899-0.0001313i,0.00012322-0.00087506i,9.7426e-05-0.00031225i,-0.00042154+0.0008959i,-0.0010599+0.0010723i,-0.00085594+0.00032129i,-0.00046043-0.00036188i,-9.6473e-05-0.00029334i
-0.00027132+0.0014038i,-0.0012377+0.0020055i,-0.0009429+0.00098774i,-0.00070368+0.00059122i,-0.00079436+0.00020648i,-0.0014769-0.00067265i,-0.0019408-0.0011341i,-0.0021127-0.00010132i,-0.0024199+0.00052572i,-0.0015114-0.00043157i,-0.00035751-0.00069741i,-0.00019977-0.00041612i,-0.0011833+3.1648e-05i,-0.0014967+0.00054545i,-0.00079033+0.00056969i,3.9168e-05-7.4988e-06i,0.00080349-3.6877e-05i,0.00056418+0.00045748i,0.00019664+3.5977e-05i,0.00020084-0.00024217i,-0.00061941-9.2778e-05i,-0.0015967-0.00011464i,-0.0010313-0.00019387i
0.00021948+0.0017235i,-0.00065028+0.0017087i,-0.00036544+0.0016863i,-1.9625e-05+0.00061662i,-0.00010636-0.00024016i,-0.00062341-0.00022608i,-0.0010511-0.00012831i,-0.0013986+0.00027947i,-0.0015431+0.00044616i,-0.00082804-1.1101e-06i,8.5324e-05-0.00022729i,0.00076396-0.0003543i,0.00098742-0.00025741i,0.00038875+0.00038837i,3.301e-05+0.00078967i,0.00063436+0.0003437i,0.00073148-0.00046809i,0.00023031-0.0005471i,-0.00024974-0.00083272i,-0.0011846-0.00037629i,-0.00041832+0.00046571i,0.00060161+0.00094002i,0.00035244+0.00068121i
-0.0005559+0.00015125i,-0.00021482+0.00095834i,-0.001063+0.00041034i,-0.0014635-0.00022318i,-0.0010151-0.00047988i,-0.00089901-0.00019982i,-0.0011533+0.00035089i,-0.00097813+0.00015861i,-0.0016608-0.0007805i,-0.0016243-0.00089745i,-0.0011034+0.00013653i,-0.0012148+9.3493e-05i,-0.00033633+0.00012908i,0.00012041+0.0005791i,9.7489e-05+0.00052366i,0.00022037+1.0768e-05i,0.00039906-4.0342e-05i,0.00054684+0.00019086i,9.9649e-05-8.0438e-05i,-0.00047298+0.00019818i,-0.00039444+0.0002707i,8.8236e-05+5.175e-05i,0.00072422+0.0005085i
-0.0013309+0.00020259i,-0.00063043+0.0015889i,-0.00077594+0.0020732i,-0.00079082+0.0014196i,-0.00082834+0.0011377i,-0.00067731+0.00053822i,-0.0010448+0.00026973i,-0.0014797+0.00056104i,-0.0012047+0.0007289i,-0.00053154+0.0011418i,3.4105e-05+0.00067191i,0.00010559+0.00019327i,3.7511e-05+9.8799e-05i,6.2943e-05-7.4892e-05i,-5.9503e-05+0.00034031i,0.00043931+0.00080367i,0.0010398+0.00077963i,0.00059304+0.00048244i,-0.00021818-2.4742e-05i,-0.00053846-0.0009886i,0.00046939-0.0013937i,0.00047941-0.00084834i,-0.00040087-0.0010656i
0.00052932-7.5209e-05i,9.5493e-05-0.001029i,0.00015258-0.0014893i,-0.00052667-0.001028i,-0.0010894-0.0013269i,-0.00081419-0.0015217i,-0.00087837-0.00055143i,-0.0015711+0.00036752i,-0.00064539+0.00056643i,-0.00014291+0.00047396i,-0.00050545-3.5241e-05i,-0.00080256-0.00053372i,-0.0010721-9.423e-05i,-0.00036021+8.4724e-05i,0.0008627-0.00016235i,0.0010791-0.00019366i,0.00043389-0.00037113i,-0.00027285+7.3298e-05i,-0.00023679+4.8493e-05i,-4.8992e-05-0.00048183i,-0.00061956-0.00052537i,-0.0007514-0.00059706i,-2.5557e-05-0.00027311i
0.00038117+0.00083606i,0.00020102+0.00052704i,-0.0010629-0.00040282i,-0.0014905-0.00032629i,-0.0014334+6.0074e-05i,-0.0018842+0.00035673i,-0.0016695+0.0011016i,-0.0014426+0.0015154i,-0.0016001+0.00051362i,-0.0017581+1.9807e-05i,-0.0016439+0.00020266i,-0.0011051-0.00012949i,2.8334e-05+9.3675e-05i,0.00065316-8.2062e-05i,0.00015552-0.0010178i,-0.00043869-0.00093811i,-0.0002-0.00074443i,0.00027261-0.00017843i,0.00013779+0.00023201i,-0.00027906+0.00044544i,-0.00022078+0.00085208i,0.0001748+0.00058127i,0.00041152+0.00028867i
-0.00033194+0.0013285i,0.00015013+0.0023527i,4.8873e-05+0.0022987i,0.00094673+0.0018647i,0.002006+0.00095913i,0.0011933+0.00026725i,-0.00047672+0.00042927i,-0.0016041+0.00015403i,-0.0019987+0.00031455i,-0.0015489+0.00044233i,-0.00032954-0.00057432i,0.00016921-0.0012675i,-0.0003828-0.0012281i,-0.00039213-0.00021105i,-8.0398e-05+0.00058696i,-0.00037453+0.00031897i,-0.00053905+0.0007246i,-0.00046423+0.00018723i,-0.00058857-0.00051336i,-0.0011663-0.00020995i,-0.0011784-0.00034866i,-0.00044806-0.00033934i,-6.1026e-05-0.00011294i
0.00022477+1.9931e-05i,-3.1058e-05+0.00023255i,-0.001003+0.00031594i,-0.0018027+0.00021143i,-0.0020493-8.8289e-05i,-0.0017443+9.5799e-05i,-0.0017574+0.00021503i,-0.0015246+0.0003743i,-0.0004767+0.0011609i,0.00017193+0.0010474i,-5.1781e-05+0.00010731i,9.3419e-05-0.00020581i,0.00026349+0.0003568i,-3.193e-05+0.00077978i,-0.00035751+0.00026128i,-0.00063648+0.00040221i,-0.00029442+0.00062224i,-0.00085981+0.00029389i,-0.0012768-0.00013715i,-0.001481+0.00010886i,-0.0015469+0.0003339i,-0.0014436-0.0001285i,-0.00087739-0.0006965i
-0.0032909+0.0017795i,-0.003372+0.0021227i,-0.0032725+0.0015646i,-0.0025234+0.0004207i,-0.00096906-0.00052214i,0.00016969+1.1041e-05i,0.00049754+0.00063012i,-0.00047003+0.00053042i,-0.0016233-7.7717e-06i,-0.001338+0.00010755i,-0.00029478+0.0013291i,0.00067588+0.0010028i,0.0012004+0.00045847i,0.00065075+0.00015483i,0.00053378-8.4959e-05i,0.00056348+6.1364e-05i,0.00031352+7.9416e-05i,0.00047643-2.9715e-05i,0.00033021-0.00011329i,-0.00025322-1.0464e-05i,-0.00078981-0.00017266i,-0.00046899-0.00031949i,0.00034469-0.00047145i
-0.000585-0.0019636i,-0.0024569-0.0022701i,-0.0033788-0.0022275i,-0.0023548-0.0009822i,-0.0010758+0.00054206i,-0.00043+0.00074347i,-0.00020775+0.00054693i,-0.00017682+0.00054181i,-0.00076215-0.00043677i,-0.0010771-0.0011332i,-0.00041733-0.0003084i,0.00036818+0.0003051i,0.00052927+0.00048913i,9.3467e-05+0.00046913i,0.00046793+0.00026077i,0.0011503+7.6222e-05i,0.0010973-0.00045916i,1.3723e-05-0.00018952i,-0.00042677-8.8196e-05i,0.00042057-1.3515e-05i,0.00011803+0.00033303i,0.00015678-0.00019416i,0.00039142+0.00026442i
9.1338e-05-0.00032033i,-0.00037783-0.00035541i,-0.00064301+0.00030708i,-0.00011234+0.0016184i,-0.00014706+0.0020992i,-0.0010888+0.0022944i,-0.0014098+0.0020058i,-0.0015314+0.00082161i,-0.0017023-0.0001229i,-0.0012897-8.4519e-05i,-0.0011298-0.00066404i,0.00018462-0.0014693i,0.00076441-0.00090419i,0.00027571-0.00030815i,7.3757e-05-0.00025223i,0.00048988-0.00086074i,0.00078926-0.00037668i,0.0001908+0.00044711i,0.00025096+0.00041432i,0.00051276+0.00010087i,0.00026984-0.00055055i,0.00017595-2.4661e-05i,0.00012283-9.7584e-06i
0.0002487+0.00054756i,-0.00035183-0.00019754i,-0.00068262-0.00038301i,-0.00059966+0.000847i,-0.00048918+0.0018231i,-0.00035962+0.0018226i,-0.0016176+0.0014619i,-0.0019747+0.0016065i,-0.0011783+0.0018673i,-0.0012585+0.0010455i,-0.0013157-0.0001702i,-0.00044794+0.00017087i,0.00022467+0.00078936i,0.00043698+0.00045031i,0.0001995+0.00013592i,2.4819e-05-7.9272e-05i,-0.00032323+0.00015126i,-0.00033962+0.00054121i,8.6311e-05+0.00058173i,-0.00023295+0.00059632i,-3.8018e-05+3.0262e-06i,0.0003843-0.00098821i,-0.00024171-0.0010617i
0.00055641+0.0021922i,0.00039768+0.0024505i,-5.4162e-05+0.0018557i,2.8062e-05-0.00056579i,0.00020523-0.0011474i,-0.00052386+0.000378i,-0.001847+0.00032722i,-0.0019747-0.00016393i,-0.0012476+0.00044473i,-0.0011428+0.00098313i,-0.00052633+0.00069968i,0.00017406-2.3779e-06i,0.00044945-9.3582e-05i,0.00044522+0.00051386i,0.00066819+0.00089867i,-0.00022003+0.00070041i,-0.00055455+0.00072605i,0.00032322+0.00069599i,3.9066e-05-9.8269e-05i,-0.00060025-0.0004491i,-0.00073653-0.00051663i,-0.00053016-0.00044373i,-0.0003209-0.0005447i
-0.00032038+0.00030904i,0.00072589-0.00043065i,-1.2954e-05-0.00043511i,-0.00093811-0.00015591i,-0.00019117+0.00021223i,-0.00010819+0.00041604i,-0.0005959+0.00060885i,-0.00081411+0.00091563i,-0.0011038+0.00058431i,-0.001249-0.00036759i,-0.00058282-0.00049965i,5.0864e-06-0.00057172i,-0.00018078-0.00078381i,-0.00027255-0.00089139i,0.00032992-0.00095792i,0.00058393-0.00048354i,0.00039271-0.00019524i,0.00078587-0.00027669i,0.00062864+0.00015206i,-0.00052979-0.00032199i,-0.0010155-0.0012314i,-3.7282e-05-0.00094623i,0.00031707-7.6008e-05i
-0.00012833+0.0017753i,8.5392e-05+0.0025563i,0.00040347+0.00223i,0.00011369+0.0011998i,-0.00015815+0.00093421i,0.00050624+0.00072413i,0.00056841+0.00042426i,-0.00028655+0.00049375i,-0.0010736+0.00024763i,-0.0013836+0.00059044i,-0.00086033+0.00073176i,0.00010929-7.6562e-05i,0.00043989-0.00032279i,-0.00024052+0.00019432i,-0.00039686+0.00046589i,0.00011063-0.00019648i,0.00033608-0.00065035i,-9.8342e-05-0.00016146i,-0.00086874+0.00045049i,-0.0010672+0.00066924i,-0.00073783+0.00042259i,0.00016126+0.00026217i,0.00041478+0.00015129i
-0.0023476-0.00017747i,-0.0022054+0.00057037i,-0.0021563+0.00139i,-0.0014074+0.0013302i,-9.7817e-05+0.00096702i,0.00030651+0.00012715i,-0.00089418-0.00013622i,-0.0018196+0.00010682i,-0.0020751+0.0003663i,-0.0013658+0.0001108i,-0.00051293-7.6197e-05i,-7.8815e-05-0.00054804i,0.00040321-0.0010987i,-2.778e-05-0.00083285i,6.0049e-05-0.00058527i,0.00035634-0.00066502i,-0.00024617-0.00059758i,-0.0009185-0.00098249i,-0.0010662-0.0012064i,-0.001507-0.00068929i,-0.0014917-0.00028653i,-0.00063132+0.00050466i,9.4558e-05+0.00086638i
-9.2152e-05-0.0010848i,-0.00030094-0.0019549i,-0.0012953-0.0012349i,-0.0023983+0.00065914i,-0.0027293+0.0016763i,-0.0020654+0.0020955i,-0.0017235+0.0021565i,-0.0015759+0.0014577i,-0.0011662+0.0011562i,-0.00091091+0.0011129i,-0.00054228+0.00058425i,0.00047423-0.00023232i,0.0011992+0.00026598i,0.00031147+0.00045123i,-1.1349e-05-2.6268e-05i,1.1536e-05-0.00017194i,-6.2982e-05-0.00026722i,0.00032448+0.00042369i,0.00012105+6.345e-05i,-0.00046185-0.00070821i,-0.00064497-0.00063026i,-0.00040963-0.00048523i,-0.00058831+0.00018988i
0.00011446+0.00050035i,0.00031042-0.0010953i,-0.00029789-0.0021969i,-0.0012752-0.0015986i,-0.0018444-0.00095239i,-0.0012834-0.0012274i,-0.0012273-0.0013453i,-0.0012243-0.00034352i,-0.0013814-0.00018124i,-0.0013077-4.6379e-05i,-0.00066705+0.0012287i,-3.9476e-06+0.0014673i,0.00010793+0.00012934i,-0.00020548-0.0006112i,-0.00083557-0.00051293i,-0.0012951-0.00028966i,-0.00091645-1.5162e-05i,1.4417e-05+6.9159e-05i,0.00019176+8.2278e-05i,-0.00048328+8.4457e-06i,-0.0005202-0.00037667i,-0.00042462-0.00047885i,-0.00045425-0.00011855i
9.6064e-05+0.00073386i,-0.00047559+0.00098231i,-0.00070732+0.00099932i,0.00013449+8.7963e-05i,0.00059045-0.00010093i,-0.00077714+0.0007157i,-0.0015642+0.00032346i,-0.0012439-8.6666e-05i,-0.00096249+0.00089103i,-0.00097741+0.0014149i,-0.00067596+0.0011132i,-0.00067084+0.00056263i,-0.00046861-4.8e-05i,7.4429e-05-0.00022693i,0.00035026-5.0724e-05i,0.00022276-0.00060327i,0.00015997-0.00071201i,0.00015968-0.00013162i,-0.00018029-0.00025483i,-0.0002656-0.00037724i,-0.00018523-0.0005316i,0.00022932-0.00026683i,0.00036811+0.00020547i
-0.00081516+0.00047176i,-2.3029e-05+0.00087749i,-0.00064859+0.00091741i,-0.00082615+0.0011689i,0.00037088+0.0011145i,0.00037831+0.00032224i,-0.0003513+0.00019054i,-0.00014702+0.0011481i,-0.00012684+0.001427i,-0.00092708+0.0006764i,-0.00095108-0.00018711i,2.2307e-05+9.8294e-06i,0.00046247+6.6952e-06i,0.00064519+0.00011853i,0.00047168+0.00027189i,9.964e-05+0.0002933i,0.00012959+0.00048442i,0.00042282+0.00092957i,1.9888e-06+0.00052755i,-0.00057986-2.8582e-06i,-0.00059658+0.00010919i,-0.00022792+0.00034862i,-6.5788e-05+0.00027523i
-0.00086995-0.00094307i,-0.0019719-0.00044865i,-0.0026694-0.00054652i,-0.0024632+1.407e-05i,-0.0021454+0.0011936i,-0.0017779+0.0017816i,-0.0014306+0.0013235i,-0.00063575+0.00060623i,-0.00065604+0.00078781i,-0.0012978+0.00098542i,-0.00080902-1.9212e-05i,0.00063057-9.5303e-05i,0.00090951+0.00021173i,0.00053608-9.5673e-05i,0.00025315+0.00011758i,0.00030821+0.00015177i,0.0007142+0.00022761i,-1.4659e-05+0.00025043i,-0.0006612-0.00019642i,-0.00054419-0.00011384i,-0.00066304-0.00025187i,-0.00067559-0.00054456i,-0.00019951-0.0006371i
0.00062319-0.0017973i,-0.00059845-0.0026156i,-0.0012685-0.0019807i,-0.0015009-0.00094515i,-0.0020631+0.00022271i,-0.002287+0.0012111i,-0.0017509+0.0017003i,-0.0014436+0.0013597i,-0.0011174+0.00015505i,-0.0012898-0.00083097i,-0.0016459-0.00044783i,-0.001335+7.4402e-06i,-0.0002261-0.00030012i,0.0013773-8.5212e-05i,0.0018715-0.00028718i,0.0010307-0.00042408i,0.00042024-0.00037817i,-0.00010935-0.00013673i,-0.00052414+0.00015677i,1.6868e-06-7.7265e-05i,0.0001871-0.00024501i,0.00011474-0.00039763i,0.00030807-4.2222e-06i
0.0032319-0.0017376i,0.0020854-0.0025395i,0.0011078-0.0036767i,-0.00046995-0.0034986i,-0.0021801-0.0020511i,-0.0019824-0.00070824i,-0.0014557-0.00019557i,-0.0010908+1.4635e-05i,-0.0002135-0.00031926i,-8.887e-06-0.00048498i,-0.00034595-0.000185i,0.0003617-0.00022914i,0.00054213+0.00073096i,0.00019512+0.0013315i,0.00029906+0.00052798i,0.00031473-0.00021198i,0.00021149-0.00018287i,0.00023856+0.00027718i,0.00032807-0.00021739i,-9.2826e-05+3.0355e-05i,5.3019e-05+0.00014954i,0.00024066-9.9147e-05i,2.3277e-05+0.00083698i
0.00083951+0.0021241i,0.0010504+0.00079084i,0.00037831-0.00097166i,-0.00036767-0.0010541i,-4.2426e-05-0.0010215i,-9.6009e-05-0.0011614i,-0.0011825-0.00016147i,-0.0013296+0.0012345i,-0.0005849+0.0012473i,-0.00067007-7.3138e-05i,-0.00091452-0.00073952i,-0.00014869-0.0010084i,0.00031365-0.0005795i,-6.5616e-05+0.00016161i,0.00041495+0.00019031i,0.00046302-0.00032038i,0.00045436-0.00024922i,0.0008732+6.1656e-06i,0.0003595-0.00050612i,-0.00052129-0.0007517i,-0.0010386-0.00065057i,-0.001081-0.00056602i,-0.00069612-0.00036963i
0.0015085+0.0012994i,0.00033633+0.0020301i,-0.00052457+0.0019729i,-0.00046425+0.000867i,0.00051387-0.00010334i,-0.00028856-0.00042992i,-0.0019201+1.5506e-06i,-0.0018039+0.00058543i,-0.0010266+0.00074436i,-0.00030975+0.00048298i,3.1772e-05+0.00017008i,0.0001825+0.00026304i,-4.4972e-05+0.00013291i,-0.00033287-0.00045083i,-0.0002966-0.00094274i,-0.00039805-0.0012329i,-0.00035526-0.0012339i,-8.2056e-05-0.00020874i,7.8273e-05+0.00034099i,0.00062191-0.00028298i,0.00099285-0.00067639i,0.00051062-0.00054346i,-0.00018922-0.00055046i
-0.0013965+0.00037646i,-0.0014669+0.00036155i,-0.0011318+0.00089326i,-0.00047236+0.001497i,-4.4092e-05+0.00096157i,0.00019759+0.00034133i,-0.00037442+0.0007715i,-0.0014422+0.00080767i,-0.0017166-0.00040113i,-0.0015072-0.00099483i,-0.0010861-0.00043862i,-0.00038628-0.00014835i,0.00044561+0.00018463i,0.00089081+0.00033114i,0.00073477+0.00022141i,0.00063672+6.9121e-05i,0.00061753+0.00011246i,0.00052164+0.0003959i,0.00036826+0.00024262i,0.00024975+0.00016511i,9.3467e-06+0.00032051i,-0.00041023+0.00021137i,0.000234+0.00011292i
0.00032586-0.0015745i,0.00010533-0.0025026i,7.3743e-05-0.0025567i,-0.00068507-0.0017113i,-0.00139-0.00055673i,-0.0018237+0.00014504i,-0.0013575+0.00069196i,-0.00073815+0.0012553i,-0.00061927+0.00066977i,-0.00050677-0.00048473i,0.00011199-0.00052628i,0.00068508+4.5155e-05i,0.00031894-0.00047701i,0.00045758-0.00062359i,0.00079154-0.00042052i,0.00010811-0.00020556i,-0.00041304-0.00033043i,7.0274e-05-0.00045183i,0.00049422-0.00027032i,0.00030038-0.00011925i,0.00021104+0.00043956i,1.8016e-05+0.000495i,-2.224e-05+0.00037486i
-0.0012083+0.0018798i,-0.00038435+0.002309i,4.0467e-06+0.0011869i,-0.00016822-6.1928e-05i,-7.8241e-05-0.00069582i,-0.0004322+7.0952e-05i,-0.00078321+0.00065836i,-0.0009829+0.00074635i,-0.0018155+0.00069174i,-0.0015641+0.00081874i,-0.00039636+0.0005227i,-5.9779e-05+0.0006497i,-0.00018456+0.00032768i,0.00019521-0.00075685i,0.00048766-0.00062751i,0.0006505-0.00025108i,-0.00017852-0.00045092i,-0.0010401-0.00035357i,-0.00095714+0.0001255i,-0.00098971+0.0003578i,-0.0008498+0.00012978i,-0.00029696+0.00014621i,-0.00039631-0.00016773i
0.0020624-0.0019416i,0.0012518-0.0018813i,-0.00039016-0.0014565i,-0.0022823-0.00084076i,-0.0033036-6.5741e-05i,-0.0029439+0.00076784i,-0.0018762+0.0010629i,-0.00099523+0.0012008i,-0.0004674+0.00084556i,-8.1422e-05-0.00010275i,0.00030044-0.00059238i,-0.00012404-0.00024052i,-0.0005179-0.00032941i,0.00019009-0.00036436i,0.00084532-0.00034645i,0.0011103-0.00035998i,0.00061667-4.4652e-05i,-0.00072305+0.0002265i,-0.0012064-0.00017404i,-0.00077594-0.00036535i,-0.00021376+0.00019725i,0.00048451+0.00055483i,0.00015855+0.00085215i
-0.00085683+0.00026739i,-0.0012571+0.00016334i,-0.0029786+0.00027621i,-0.0030791+0.00021609i,-0.002239+0.0005602i,-0.0020258+0.00077i,-0.0017387+0.0012153i,-0.0010517+0.00054806i,-0.0014838-0.00037024i,-0.0013224-0.00025396i,-0.00044008+0.00017391i,-0.00051186+0.00022462i,-0.0004201-3.9643e-05i,0.00023159-0.0010895i,0.00080789-0.0013316i,0.00071564-0.00019587i,0.00087804+0.00052581i,0.00079545+0.00059268i,0.00064319+0.00071981i,0.00076083+0.00029954i,0.00038728+0.00035519i,0.00037407+0.00026513i,0.00043522-7.605e-05i
