0.0028552+0.00096379i,0.0027219-0.00034116i,0.0010727-0.0013309i,-0.0012101-0.0019488i,-0.0020762-0.00062333i,-0.0018624+0.0016238i,-0.00075749+0.0028958i,-0.00031952+0.0025426i,0.00032678+0.0010582i,0.0011438+0.00024129i,0.0015029-0.00016505i,0.00086701-0.00028493i,3.0491e-05+6.3419e-06i,-0.00054348-0.00011871i,-0.00054646-0.00056908i,-0.00023927-0.00034351i,5.3415e-05+5.19e-05i,0.00037157+0.00066407i,0.00012045+0.00036916i,-0.00034899-0.00052238i,7.4572e-05-0.00036644i,0.00025861-0.00010246i,0.00012573-0.00034956i
0.002159+0.00013649i,0.0036945-0.00019636i,0.0039142-0.00019293i,0.0018248+0.00043894i,0.00011051+0.0013005i,-3.4493e-05+0.0012641i,-0.00039002+0.00035909i,-0.00015706-0.00044543i,0.00024815-0.0014211i,-0.00079295-0.0016943i,-0.0024285-0.0022521i,-0.0025507-0.0035175i,-0.0014406-0.0023961i,-0.00061356-0.00032206i,-0.00034163-0.00010906i,-0.00041103-0.00054494i,-0.00099294-0.00060627i,-0.00094089-0.00047875i,-0.00010599-0.00035228i,0.00048334-0.00051447i,1.3533e-05-0.00030489i,-0.00045268+0.00056801i,-0.00044121+0.00086616i
-0.0023029+0.00059628i,-0.0008399+0.00074033i,-0.00024275+0.0006451i,-0.00030018+0.00029912i,-0.00042554-0.00021251i,-0.00063333-0.00015079i,-0.00085403+9.0057e-06i,-0.00051014-0.00046846i,-0.00018141-0.0010733i,-0.00034266-0.002105i,0.00035255-0.0025573i,0.0011987-0.0022036i,0.00085876-0.0020706i,7.2986e-05-0.0015117i,0.00028518-0.00030833i,0.00028674+0.00030101i,0.00039426-0.00011308i,0.00093374-0.00051658i,0.00087523-0.00022113i,8.9178e-05+0.000349i,1.6097e-05+0.00048745i,5.5211e-06+0.0010007i,-0.00031661+0.001275i
-0.0027603+0.00065857i,-0.0025372+0.0018118i,-0.0024348+0.0027502i,-0.0016014+0.0017169i,-0.00019114+0.00036837i,0.00046645+0.00018785i,0.00070036+0.00085107i,0.00053129+0.00044497i,0.00079958-1.7408e-05i,0.0018081+0.00042541i,0.0030055+0.0016859i,0.003455+0.0022136i,0.0029454+0.001769i,0.0012468+0.00091977i,-0.00019991-0.00012954i,-0.00033446-0.00072479i,0.00019213-0.00061491i,0.00011003-0.0005604i,-0.00017798-0.00055758i,-7.1355e-05-0.00047298i,-0.00013104-7.6463e-05i,-5.9068e-05+8.901e-05i,0.00028319-0.00052439i
-0.0012406-0.0034931i,-0.00082349-0.0038415i,-0.0010651-0.0023781i,-0.0017654-0.0006425i,-0.0010089+0.00033693i,0.0008647+0.001832i,0.0018982+0.002766i,0.0020931+0.0023088i,0.00055007+0.0015441i,-0.00090164+0.0017793i,-0.0010938+0.0022281i,-0.0012619+0.0023499i,-0.0009809+0.0024109i,-0.00050269+0.0021055i,-0.00046489+0.0006556i,-7.596e-05-0.00059643i,0.00014533-0.00028321i,0.00039778+0.00041462i,0.0013537+0.00041802i,0.0019707+0.00014087i,0.0015517+5.385e-06i,0.00023836+0.00019568i,-0.00066252+0.00072144i
0.0029952+0.00089625i,0.0040752-0.00025651i,0.0039675-0.0012476i,0.0017023-0.00071777i,0.00018675-0.00022559i,-0.00037909+0.00059092i,-0.00079146+0.0014908i,-0.00054572+0.00158i,-0.0001952+0.00066687i,-0.0010996+1.2914e-05i,-0.0028373-0.0011629i,-0.003521-0.001897i,-0.0021956-0.0012225i,-0.0011387-0.00048189i,-0.0013333-0.00064615i,-0.00071101-0.00017148i,-0.00048124+0.0003662i,-0.0012269+0.00038051i,-0.0014013+0.00074314i,-0.00078205+0.00012033i,-8.8759e-05+0.00026832i,-0.00073406-2.1735e-05i,-0.00063317-0.0007023i
-0.0010323+0.0039197i,0.00080007+0.0046893i,0.0019758+0.0029159i,0.0016493+0.0010124i,0.0007533+0.00051629i,0.00025253+0.00078034i,-0.00026828+0.00089795i,-2.0746e-05+0.00082964i,0.00021566+4.2107e-05i,-0.00020251-0.0019008i,-0.00033337-0.0031372i,-2.8637e-05-0.0035796i,0.00043342-0.0031218i,-1.5434e-05-0.0018576i,-0.00077633-0.0010668i,-0.0011856-0.0010025i,-0.0009984-0.00044673i,-0.00087881+0.00034663i,-0.0011234+0.00037282i,-0.00099743-0.00037042i,4.5979e-05-0.00010139i,0.00057327+0.00029212i,0.0004972-0.00023076i
-0.00095097+0.0017607i,-0.00086241+0.0014424i,0.001365+0.0016062i,0.0029842+0.00026196i,0.0018883+0.00012332i,0.00029279+0.00027368i,-0.00039062+8.3606e-05i,-2.7133e-05+0.00044529i,0.0012375+0.00078984i,0.0026631-6.5831e-05i,0.0039228-0.00026339i,0.0034282+0.00040457i,0.0020268-0.00017498i,0.00058879-0.00062077i,-0.00053371-0.00042537i,-0.00060054+0.00011566i,-0.0003184+0.00036284i,-0.00047453+0.00012529i,-0.00081325+0.00025845i,-0.00047762-3.9218e-05i,2.2461e-05-0.00022413i,-0.00050188-0.00051947i,-0.00030324-0.00026311i
0.0011614+0.00039295i,0.00088958-0.00012467i,8.5487e-06-0.0006555i,5.0131e-05-0.00027507i,0.00070938+0.00026018i,0.00021084+0.00037708i,0.00035356+0.00021131i,0.0011528-0.0003089i,0.00085718+4.0198e-05i,0.0011899+0.0013464i,0.0015053+0.0024514i,0.0012585+0.0029666i,0.00074137+0.001999i,0.00056236+0.0004616i,8.3989e-05-0.0002666i,-0.00022538-5.8879e-05i,0.00010794+0.00040239i,0.00027225+0.00021448i,0.00083581+0.00012434i,0.00080531-8.5718e-05i,0.00041821-0.00092527i,0.00055204-0.0011786i,0.00023307-0.0012096i
0.0032075+0.0026017i,0.0032308+0.0013424i,0.0014368-0.00042754i,0.00079361+9.1005e-05i,0.0013455+0.0006632i,0.00088642+0.00021247i,0.00034459+7.564e-05i,0.00014622+0.00072237i,-0.00018222+0.0015677i,-0.0014731+0.0014478i,-0.0033843+0.00058319i,-0.0037375+0.00039984i,-0.0020494+0.0013922i,-0.001067+0.0013659i,-0.00061192+0.00011365i,-0.00010179-9.5114e-05i,4.3536e-05+0.00055309i,0.00011298+0.00060524i,-5.547e-05+0.0006847i,0.00023165+0.00078475i,0.00033913+0.00018561i,-0.0004317-0.00086018i,-0.00072347-0.0011426i
-0.00032587-6.3706e-05i,-0.0015136+0.00026585i,-0.0014128-0.0009876i,-0.0017305-0.0011101i,-0.0013545+0.00024403i,-0.00028535+0.0017067i,5.4719e-05+0.0019927i,-0.00014069+0.0014569i,-0.00070642-0.00010975i,-0.0013487-0.0027387i,-0.001867-0.0042306i,-0.0016573-0.0035893i,-0.0010199-0.0018073i,-0.0001901-0.00011047i,-0.00012449+0.00056587i,-0.00063016+0.00060941i,-0.00016293+0.00063481i,0.00042142+0.0002326i,6.6113e-05-3.6725e-05i,-0.00015237-0.00017355i,-1.4088e-05-0.00062103i,0.00019144-0.0013392i,-0.00017245-0.0011331i
0.0011939-0.0015432i,0.00086344-0.0013427i,0.00081729-0.00071151i,0.0006256-0.0013804i,0.00062608-0.0013595i,0.0011185-0.00023996i,0.00086019+0.00015247i,-0.00015064+0.00030234i,0.00018136+0.00013696i,0.0017787-0.00055876i,0.0024489-0.0011949i,0.0022916-0.0013439i,0.0010386-0.00082396i,-0.00056683-0.00072678i,-0.00055404-0.00017125i,-0.00052056+0.001002i,-0.00037723+0.00070473i,-0.00024986-0.00020832i,4.5877e-06-0.00064978i,0.00015167-0.0004876i,-5.0775e-05-0.00035554i,-2.3732e-05-0.0002454i,-0.00031788-0.000198i
0.0027549+0.0007839i,0.0027476+8.4817e-06i,0.0016651-0.00044976i,-0.00021401-0.00063689i,-0.0011493+6.8796e-05i,-0.0010768+0.00014754i,-0.00099209-0.00071804i,3.7812e-05-0.00064506i,0.0018227+0.00031811i,0.0026287+0.0016688i,0.0028167+0.002903i,0.002911+0.0030913i,0.0021321+0.0014393i,0.00041117+0.00050263i,-0.0013989+0.00054656i,-0.0013106+0.00044262i,-0.0001435+0.00020915i,0.00055806+0.00035854i,0.00079196+5.8482e-06i,0.00016449-0.00013879i,0.00028072+0.00058885i,0.00040924-0.0001493i,-0.00048093-0.0005481i
0.0016174+0.0010239i,0.0019004+0.00012947i,0.0019679-0.00028008i,2.539e-05+0.00026231i,-0.00019652+0.00071176i,0.00070011+0.0014749i,0.00025139+0.0018635i,-0.00018812+0.0018632i,-0.00044122+0.0016436i,-0.0015973+0.0015319i,-0.0037814+0.0017125i,-0.0044589+0.0020574i,-0.003086+0.0022797i,-0.0012346+0.0019741i,-0.00029152+0.0011334i,-0.00063974-1.5595e-05i,2.0573e-05-0.00056873i,0.00069256-0.00018437i,0.00025079-0.00043341i,-8.9341e-05-0.00083354i,-0.00043736-0.00022676i,0.00042224+9.3999e-05i,0.0011573-5.4838e-05i
0.00071812+0.0013336i,0.00031401+0.00049677i,0.0011675-0.0009774i,0.00053129-0.0013501i,-0.00061129-0.0015314i,-0.00046951-0.00088435i,0.00037443+0.00067958i,8.0448e-05+0.001711i,-0.00084413+0.00027767i,-0.0013566-0.0016428i,-0.0021493-0.0024174i,-0.002455-0.0024126i,-0.0019006-0.001268i,-0.0015012+0.00035871i,-0.0013057+0.00084275i,-0.00048177+0.0007049i,0.00013866+2.8378e-06i,-0.00035584-0.00063467i,-0.00020835-0.00026049i,-3.1396e-05-0.0001797i,-0.00012788-0.00041413i,-0.00043476-0.00060352i,-0.00024389-0.00051701i
0.0011227-0.0013936i,0.00087068-0.00093628i,0.00026867-0.00099666i,-0.00037152-0.0010486i,-0.00036673+0.00032801i,-0.00075522+0.002059i,-0.00073026+0.0020304i,0.00010129+0.00069959i,0.00083368-0.0012324i,0.0014531-0.0026328i,0.0028669-0.0034303i,0.0029684-0.0036217i,0.0012745-0.0027083i,-1.5012e-05-0.00039748i,-0.00071346+0.0010303i,-0.00040053+0.00091198i,-0.00025788+0.00049761i,-9.3559e-05+0.00020425i,0.00071278+0.00056048i,0.0010831-0.000212i,0.00093898-0.00067942i,-0.00017774-9.5046e-05i,-0.00085863+0.00060162i
-0.00058635+0.0012635i,3.2646e-06+0.001533i,-0.00012063+0.0021196i,0.0006323+0.002388i,0.0014681+0.0010911i,0.0015971-0.00041643i,0.00092874-0.00011853i,0.00055284+0.00015343i,0.0015465+0.00066973i,0.0030409+0.0015272i,0.0039178+0.0019928i,0.0039277+0.001452i,0.002324-0.00054446i,0.00087417-0.0013864i,7.5956e-06-0.00062803i,-0.00057832-0.00074242i,-0.00050472-0.00043432i,-0.00029269+0.00022372i,-0.0003588-3.4055e-05i,-0.00030116-9.5728e-05i,-0.00033459+0.00044393i,-8.8893e-05+0.00066285i,0.00053668+0.00025639i
-0.00027893+0.00068929i,0.00047708+0.0010278i,0.00024762+0.0025143i,0.00042848+0.0033558i,0.00090719+0.0020294i,0.00020096+0.00030152i,-0.0007155+3.3892e-05i,-0.00081114+0.00056183i,-0.00053456+0.00097946i,-0.00080575+0.0021131i,-0.0011275+0.003418i,-0.0012603+0.0037471i,-0.00039429+0.0027075i,0.00042795+0.00095917i,4.2441e-05-0.00045516i,-0.001089-0.00075657i,-0.00054031-0.00037445i,0.00020407+0.00017382i,-0.00059331-0.0002886i,-0.00029517-0.0003404i,0.00082199+0.00011315i,0.0008297+0.00025404i,0.00063171+0.00038244i
-6.9935e-05+0.00039349i,0.00044624+0.000497i,0.00029953+0.0003572i,-0.00017147+0.0010419i,0.00024963+0.0024493i,0.0013046+0.0023772i,0.0014465+0.0015848i,-8.9316e-05+0.0010425i,-0.0017389+0.00026933i,-0.0026025-0.00050671i,-0.0031689-0.0015425i,-0.0031733-0.0011626i,-0.0020856+8.8401e-05i,-0.00044835+0.00053863i,0.00025629+6.963e-05i,-0.00030415-0.00013052i,0.0001471+0.00016555i,0.00037544+0.00032324i,0.00034991+0.00056473i,0.00058849+0.00077573i,0.00034606+0.00033796i,-0.00014502-7.2107e-05i,0.00021538-0.00015263i
0.0011856+0.0014681i,0.0017535+0.0014102i,0.00056968+0.00091773i,-0.0013981-0.00024757i,-0.0019861-0.00057744i,-0.0020576+0.00046215i,-0.0011266+0.00093522i,0.00067236+0.00093157i,0.0011642-0.00076436i,0.00072438-0.0029477i,0.00018074-0.0045176i,-0.00052325-0.0046138i,-0.0013812-0.0026166i,-0.0020501-0.000927i,-0.0015853-0.00041885i,-0.00060182-9.6546e-05i,1.1697e-05+0.00069604i,-9.972e-05+0.00076621i,0.00023634+0.00046253i,0.00046967+0.00040008i,-3.347e-05-0.00011081i,-0.00063971-0.00055402i,-0.00058967-0.00056722i
-0.0019455-0.0034945i,-0.0013386-0.0020322i,-0.00028852-4.043e-05i,-0.0001209+0.0010473i,0.0002298+0.0022275i,0.00013923+0.0022242i,0.00034336+0.0012181i,0.00045216-3.6061e-05i,0.00099759-0.00087153i,0.0030118-0.00067467i,0.0040293-4.9257e-05i,0.0036938+0.00016689i,0.0025471-0.00044434i,0.001302-0.00091472i,0.0012804-0.00035213i,0.0017351+0.00036673i,0.001153+0.00078196i,0.00018101+0.00081604i,0.00029847-0.0001194i,0.00072447-0.00092816i,0.00062346-0.00018928i,-0.00018679-0.00034359i,-0.00062242-0.0010494i
0.00056117-0.0001937i,0.0020527+0.00030535i,-5.9366e-05+0.0009347i,-0.0011341+0.00033153i,-0.00033451-0.00082165i,0.00068999-0.0010646i,0.0009846-0.00014135i,0.00037278+0.00095733i,-5.7132e-05+0.0026036i,-0.00030365+0.0044914i,0.00044925+0.0044652i,0.0010476+0.0027598i,0.00072401+0.0019501i,0.00052388+0.00097877i,0.00054735-0.0002586i,-2.2048e-05-0.00049323i,-0.00052482-0.0004747i,0.00010548-0.00042311i,0.00041562-0.00020933i,0.00026511+0.00015727i,-0.00011066+7.8479e-06i,-0.0007688-0.00055741i,-0.00043097-0.00081232i
0.0013065+0.0016137i,0.0014111+0.0011351i,-1.5306e-05+0.0014817i,-0.0011454+0.0018823i,-0.00032853+0.0021647i,0.00082394+0.0020876i,0.00045635+0.0018686i,-0.00087201+0.00096468i,-0.0009496+0.00057052i,-0.0017543+0.00066801i,-0.0034859+0.0012389i,-0.0037268+0.0015687i,-0.0014041+0.0016622i,0.00059398+0.001334i,0.00023963+0.00049423i,-0.00019668-0.00027786i,0.00011788-0.00059476i,0.00024805-0.0004171i,9.2322e-05-0.00036622i,-0.00017419-0.00037594i,-0.00051565+1.3401e-05i,-0.00098073-8.5087e-05i,-0.00058994+0.0001702i
-0.00030532+0.0022106i,-0.00049101+0.0018038i,0.00079679+0.00042972i,0.0018304-0.0010978i,0.0019701-0.00078572i,0.0011651+0.00049326i,0.00027496+0.0015616i,0.00010655+0.0013715i,-0.00037444-0.00040257i,-0.0010211-0.0028248i,-0.0019109-0.0045307i,-0.0023139-0.0040383i,-0.0015942-0.0018331i,-0.00083407-0.00012699i,-0.00064429+0.00035153i,-0.00036231+0.00016963i,0.00019346-5.6938e-06i,0.00014348-0.00035316i,5.5387e-06-0.00053725i,0.00012258+9.753e-05i,0.00026146+0.00053375i,0.00033665+6.4345e-05i,8.4043e-05-0.00050262i
0.0024912-0.0015823i,0.0033021-0.0018313i,0.0018033-0.0019398i,7.0874e-05-0.00064263i,-0.00185+0.0011469i,-0.002838+0.0020457i,-0.0013938+0.001503i,-0.00011134+0.00070193i,0.001176-0.00054504i,0.0026931-0.0011216i,0.0036824-0.0013069i,0.0029068-0.0018929i,0.00056083-0.0018895i,-0.00084819-0.0010341i,-0.00027049+1.632e-05i,0.00062544-0.00035703i,0.00020291-0.00073531i,-0.00012239-0.00017589i,0.00014584+0.00033683i,6.9165e-05+0.00027073i,-0.00067046-0.00031861i,-0.00076766-0.00034716i,-0.00091861-0.00054854i
0.00019033+0.0015936i,0.0020068+0.0025409i,0.0025663+0.0028471i,0.0019123+0.0023931i,0.0014697+0.001969i,0.00068255+0.0016498i,0.00041601+0.001077i,0.0011959+0.00095756i,0.0014172+0.0014352i,0.0017945+0.00343i,0.0027232+0.0047836i,0.0030976+0.0035643i,0.002451+0.0015684i,0.0019903+3.0295e-05i,0.0012469-0.0010881i,0.00099126-0.00012656i,0.00053412+0.0015274i,-0.00014452+0.0012598i,-0.00036272+0.00080078i,-0.00033329+3.0943e-05i,-0.00070779-0.00085467i,-0.00076939-0.001099i,0.00020671+3.3172e-05i
0.00015943+0.0041816i,-0.00021647+0.0043835i,0.00012571+0.0023037i,-0.00050619+0.00043274i,-0.00098172-0.00041543i,-0.0010585+0.00025288i,-0.0014146+0.0014401i,-0.001105+0.0013459i,-0.00084569+0.0011834i,-0.0019618+0.0020543i,-0.0031761+0.0029072i,-0.0023331+0.0027105i,-0.00078921+0.0020475i,0.00056348+0.001378i,7.4603e-05+0.001033i,-0.0017442+0.00062276i,-0.0013831-6.5258e-05i,-4.4215e-05+0.00033489i,-0.00015562+0.0010549i,-0.00011821+0.00047944i,0.00044462-0.00034483i,0.00070736-0.00061637i,-7.8841e-05-0.0001644i
-0.0036852-0.0013802i,-0.0030748-0.0014616i,-0.0030593+0.00067158i,-0.0016995+0.0024811i,0.00035172+0.0023287i,0.0013123+0.001093i,0.0012438+0.00066223i,0.00034305+0.00064728i,-0.001027-0.00098908i,-0.0021139-0.0029994i,-0.0030481-0.0038439i,-0.0036114-0.0036022i,-0.0018884-0.0025541i,0.0001991-0.0009681i,0.00094731-0.00051257i,0.0014777-0.0010256i,0.0014109-4.3971e-05i,0.00054819-4.4112e-05i,-0.00033559-0.0010976i,-0.00041575-0.00095076i,0.0008388+3.4276e-05i,0.0014159+0.00059243i,0.00069793+0.0010692i
0.0014121-0.0033524i,0.0022088-0.0039216i,0.0014426-0.0039694i,0.00072763-0.0031591i,0.00094374-0.0020104i,0.00048646+5.5198e-05i,-0.00061112+0.00044712i,-0.00015554-0.00028453i,0.0012609-0.0011852i,0.0022009-0.0026332i,0.0028236-0.0030415i,0.0017177-0.0023145i,-2.6174e-05-0.00055207i,-5.2218e-05+0.00086057i,9.7309e-05+0.0012598i,0.0004808+0.00032286i,0.00056597-0.00026673i,0.00050325+0.00064956i,0.00076728+0.0015372i,-2.2392e-05+0.0010239i,-0.00070755+0.00029953i,7.9968e-07+0.00061888i,0.00018363+0.0011664i
0.0023982-0.00080072i,0.0024803-0.0014376i,0.00010272-0.0030404i,-0.0022797-0.0023991i,-0.0030503-5.2148e-05i,-0.0016642+0.00067645i,6.4132e-05+0.0012616i,0.0012949+0.001657i,0.0017829+0.0012244i,0.0023525+0.0017299i,0.0030522+0.0019482i,0.0031802+0.0011531i,0.0028836+0.00063785i,0.0020799+0.0004489i,0.0013849+0.00028189i,0.00067156+0.000136i,0.0011143+0.00032008i,0.0010514+0.00077269i,0.00025756+0.00020849i,0.00073679-0.00086245i,0.00066615-0.0012652i,-5.5982e-05-0.0009061i,-0.00020569-0.00024002i
-0.00079874+0.0016096i,0.00035685+0.0025171i,0.0021725+0.0035028i,0.0030952+0.0025986i,0.0031311+0.0013001i,0.0019964+0.00074176i,0.001294+0.00052358i,0.00079416+0.00097542i,-0.0011185+0.0019118i,-0.0025316+0.0029418i,-0.0020754+0.0042181i,-0.00097351+0.0035422i,-0.00034807+0.0012016i,0.00015169+0.00016517i,0.00033463+0.00047051i,-0.00021535+0.00049143i,-0.0012062-0.00028224i,-0.0013827-0.00099536i,-0.00024064-0.00062666i,0.00015664-0.00020018i,0.00025257-0.00038219i,0.00041232-0.000312i,0.00064268-0.00048513i
-0.0003244+1.5459e-06i,6.3892e-05+0.00013705i,0.0013192+0.00084037i,0.0010307+0.00077453i,-0.0007131-0.00017064i,-0.0017883-0.00010345i,-0.0010534+0.00084879i,1.7492e-05+0.0006714i,-0.00088644-0.0012301i,-0.0030734-0.0028613i,-0.0043358-0.0030423i,-0.0037209-0.0022161i,-0.0023816-0.001456i,-0.0014322-0.00087657i,-0.0015518-0.0004251i,-0.0016947-0.00073866i,-0.0011944-0.00057904i,-0.00013106+0.00012866i,0.00056183+0.00019535i,0.00095237-7.5414e-05i,0.00073365-0.00022959i,0.00049279-0.00023087i,0.00036579+0.00038058i
0.0026285+0.0037178i,0.0034409+0.001806i,0.0039455+7.2476e-05i,0.0026585-1.1834e-06i,0.00086598+0.00063545i,-0.00043414-1.3585e-05i,-0.00087987+0.00023581i,-0.00026313+0.00066569i,0.0010584-0.00041203i,0.0024657-0.0029227i,0.0022837-0.0041037i,0.00023476-0.0039908i,-0.0010407-0.0026928i,-0.0011958-0.0013741i,-0.00077105-0.0011229i,0.0005138-0.0013107i,0.0011183-0.0011203i,0.00012664-0.00016357i,-0.0006497+0.00052808i,-0.00027303+0.00077812i,0.00013685+0.00038713i,2.3746e-05-7.1599e-05i,6.0137e-05-0.00041679i
0.0013946+0.0027307i,0.0020198+0.0032432i,0.0023681+0.0026041i,0.0024278+0.00097682i,0.001847-0.0002734i,0.00018487-9.8876e-05i,-0.00066079+0.00032209i,0.0003567+0.0013897i,0.0023126+0.0023569i,0.0029886+0.0022982i,0.0029024+0.0012449i,0.0030792-0.00018616i,0.0020045-0.00071242i,0.00029173+0.00040298i,-0.00036659+0.00063845i,-0.00014886+0.00018213i,0.0010973+0.00098896i,0.0011775+0.0013581i,2.6809e-05+0.0015156i,-0.000482+0.0013166i,-0.00061012+0.00027507i,-0.00052069-4.2843e-05i,0.00036733-1.2643e-06i
-0.0017505-0.00040622i,-0.0019819-0.00019463i,-0.0021636-0.0010738i,-0.002711-0.00042974i,-0.0023003-0.00029191i,-0.0018274-5.3782e-05i,-0.0015058-0.00029671i,-0.00031665-0.00049969i,-0.00025588+0.0012739i,-0.0012818+0.0027137i,-0.00086662+0.0033478i,0.00067523+0.0029988i,0.0011797+0.0014455i,0.00072143+0.00079836i,0.00022548+0.00098039i,0.00013866+0.0011824i,-0.00038975+0.0012981i,-0.00093445+0.00074444i,-0.00091303-0.00020655i,-0.00064744-0.00038669i,-0.00026715-0.000159i,0.00015539+0.0001848i,8.8184e-05+4.5785e-05i
0.0008358-0.0022326i,-0.0011111-0.0028706i,-0.0020889-0.0022608i,-0.0021214-0.00047906i,-0.0012177+0.0015163i,8.2999e-06+0.0023996i,0.00020085+0.0017675i,-0.00074024+0.00080416i,-0.0023053+0.00051067i,-0.0040873+5.2289e-05i,-0.0048195+0.00041425i,-0.0037066+0.0013754i,-0.0012516+0.0013323i,0.00032328+0.0008078i,-7.1317e-05+0.00063436i,-0.00077527+0.00010163i,-0.00067317+9.0037e-05i,5.9596e-05+0.00018754i,0.00055116-0.00055326i,-9.0595e-06-0.00071787i,0.00010508-0.0006119i,0.00058812-0.00065282i,0.00012847-0.00056668i
0.0026516+0.0022848i,0.0036944+0.00046085i,0.00359-3.5637e-05i,0.0025812-0.0013707i,0.0014062-0.0029752i,7.654e-05-0.0019421i,-0.00025812-0.00033979i,0.00032525-0.00028454i,0.00098023-0.0015644i,0.0011915-0.0037982i,0.00043336-0.0051209i,-0.0014272-0.0039042i,-0.0021755-0.0018344i,-0.001291-0.00082239i,-0.0010368-0.0012412i,-0.00063879-0.0014771i,0.00046489-0.00096722i,0.00092679-0.00085045i,0.00059382-0.0002382i,0.00073946+0.0009608i,0.00040039+0.00095711i,0.00015917-0.0001387i,0.00023871-0.00088115i
0.00092292+0.0028278i,0.0017938+0.0020919i,0.0016152+0.001377i,0.00025493+0.0012162i,-0.00079176+0.0017293i,-0.0012304+0.0013139i,-0.0013429+0.00062122i,-0.00058608+0.00036213i,0.0011278+0.00037353i,0.0032771-0.00025681i,0.004483-0.0018245i,0.0033998-0.0030731i,0.0013529-0.0024245i,-6.193e-05-0.00078306i,-0.00018762-0.0010353i,0.00062128-0.0012957i,0.00064557-0.00067893i,-0.00016766-0.00013698i,-0.00032557+0.00055373i,1.7913e-05+0.00099889i,-0.00027351+0.00045514i,-0.00055396-0.00010885i,-5.08e-05-0.00042309i
-0.0026712+0.0016837i,-0.0014117+0.0031445i,0.00074589+0.0035806i,0.0027787+0.0026077i,0.0029665+0.0010518i,0.0020529+0.00033322i,0.00095163+0.0012993i,0.0008773+0.0017975i,0.0010055+0.0027907i,0.00042086+0.0045479i,0.0011058+0.0046521i,0.0025503+0.0029479i,0.0022228+0.00091356i,0.00095988+0.00027322i,0.00080425+0.00079247i,0.001038+0.00053437i,0.00089335-0.00023554i,0.0007703-0.00023025i,0.00038623+0.00016138i,-4.6171e-05+0.00027592i,-0.00031369+0.00032543i,0.00029943-0.00023174i,0.0010805-0.00013153i
0.00027011-0.0022878i,0.00018-0.0028903i,-0.0011972-0.002643i,-0.0019141-0.0020835i,-0.001049-0.0014015i,-0.00091693-8.9485e-05i,-0.0011134-0.00012098i,-0.00041644-0.00046152i,-0.0016568-0.00070492i,-0.0039942-0.00051967i,-0.0039262+0.00095407i,-0.0026169+0.0024069i,-0.0016158+0.0022107i,-0.0012605+0.0018482i,-0.0004721+0.0018891i,0.00026919+0.0013278i,-0.00040829+0.0011198i,-0.00085995+0.00071144i,-0.00033379-0.00064958i,0.00057589-0.00099721i,0.0015309-0.00021915i,0.0012643+4.0547e-05i,0.00069087+7.1529e-05i
0.0011566-0.00076337i,0.0016853-1.4098e-05i,0.0011524+0.0004659i,0.0012129+0.00015469i,0.0013125+0.00081259i,0.00093997+0.0016305i,0.00019661+0.0016305i,-0.00021161+0.00025526i,-0.00027328-0.0020474i,-0.00088433-0.0039408i,-0.0018534-0.0042498i,-0.0020595-0.0023011i,-0.0012231-0.0001655i,0.00019175+2.6229e-05i,0.00095557-0.0008269i,0.00059154-0.0010395i,0.00032615-0.00059017i,0.00035169-0.00044039i,0.00080669-0.00033646i,0.0011643-0.00023549i,0.00065762+0.00020877i,0.0004965+0.00066689i,0.00064054+0.00065776i
0.00033374+0.00083848i,0.00097371+0.0014012i,0.0026577+0.00074407i,0.0025817+0.00013955i,0.0012805+8.1927e-06i,0.0002222+0.00073823i,0.00072244+0.00092096i,0.0021076+0.00077859i,0.0036659+0.00072353i,0.0044166-7.1238e-05i,0.003376-0.001881i,0.0012823-0.0032378i,2.0428e-05-0.0018793i,-0.0002444+7.9395e-05i,-0.00035581+0.00028186i,-0.00021169+0.00031849i,3.3206e-05-2.1638e-05i,0.00022866-6.509e-05i,-0.00010721-4.8684e-06i,1.4455e-05+0.00063099i,0.0008261+0.0011232i,0.00086594+0.00066034i,0.00034189-0.00010762i
-8.7737e-05-0.00081765i,8.3315e-05-0.0017896i,8.1155e-05-0.0024083i,0.00068058-0.0016251i,0.00077417-9.478e-05i,-6.648e-05+0.0012698i,-0.00061065+0.0010824i,-0.00028921+0.0018239i,0.00072332+0.0030227i,0.002239+0.0035634i,0.0027471+0.0035671i,0.0021429+0.001783i,0.0018512+3.6319e-05i,0.00061771+0.00026391i,-0.00068724+0.00071593i,-0.00061775+0.00063844i,0.0005196+0.00014372i,0.0011693-0.00030809i,0.00043036+0.00011355i,-0.00043717+0.00092631i,-0.00050305+0.0013619i,-0.00029805+0.00067051i,-0.00029824+9.1998e-06i
0.00040919-0.00019725i,-3.908e-05-0.00020815i,-1.8865e-05+0.0010238i,-0.00051601+0.0024648i,-0.00093902+0.0016156i,-0.0008021+0.00068774i,-0.0013+0.0013854i,-0.0013653+0.0022352i,-0.0025495+0.0018591i,-0.0037739+0.0011154i,-0.0031998+0.0020986i,-0.0011238+0.0027812i,0.00017967+0.0019732i,-0.00044516+0.00066272i,-0.00070484+0.00085448i,-0.00027301+0.001925i,-0.00018548+0.0014301i,-0.00030038+0.00025195i,-0.00021467+0.00016612i,0.0003546-0.00022291i,0.0007318-0.0010865i,0.00051755-0.0005542i,0.00030656+0.0002961i
