0.0031771+0.00068635i,0.0037971-0.0008563i,0.0026706-0.0021979i,0.0013409-0.0022258i,-7.7731e-05-0.0021016i,-0.0019911-0.0011071i,-0.0022485+0.00080729i,-0.00080678+0.0015917i,0.00073309+0.00084149i,0.0014456-0.00012937i,0.00082682-0.00042249i,-0.00032629-0.00091551i,-0.00050843-0.00098598i,-0.00081646-0.0003962i,-0.0018494-0.0003341i,-0.0017774-0.00039871i,-0.00068228-0.00065544i,0.00010577-9.8161e-05i,0.0004571+0.00049692i,5.7444e-05+8.1753e-05i,-0.00035495-0.00055948i,-0.00056561-0.0009964i,-0.00027362-0.00067865i
-0.0015677+0.0017079i,-0.000686+0.0028258i,0.00074315+0.0028201i,0.0019542+0.0018418i,0.001765+0.001017i,0.0010945-4.9351e-05i,8.7007e-05-0.00071864i,-0.0010896-0.00051332i,-0.0014996-0.00027049i,-0.00086889-0.00027933i,-0.00015488-0.00043304i,0.00015566-0.00028626i,4.0544e-05-0.0001401i,1.8902e-05-0.00057865i,0.00012967-0.00044176i,0.00028977-0.00049678i,0.00042222-0.00039662i,0.00052464-1.4376e-05i,0.00016595+0.00053848i,-0.0002999+0.00056323i,-0.00033234+0.00037262i,-0.00059871+4.9191e-05i,-0.00087382-0.00016073i
-0.00098238-0.0010784i,-0.0014865-0.00062496i,-0.0018748+0.00048543i,-0.00072146-4.8001e-05i,0.00034156-0.00090381i,8.0237e-05-0.00087996i,-7.1571e-05-0.00041651i,-0.0004115-0.00053725i,-0.00086213-0.00080089i,-0.00068661-0.00081421i,-0.00092157-0.00051117i,-0.0013296-0.00040307i,-0.00080443-2.2835e-05i,0.00026502+0.00038641i,0.0011797+0.00058385i,0.00060669+0.0012194i,-0.00040849+0.00075033i,-0.00037721-0.00044774i,2.5556e-05-0.00077232i,0.00011702-0.0009075i,0.00044695-0.00066337i,0.00054993+0.00021664i,0.00034271+0.00033677i
0.0016968+0.0011123i,0.0021715+0.00027208i,0.0028839-4.0436e-05i,0.0020792-0.0002782i,0.00036515-0.00042497i,-0.00089992-0.00063517i,-0.0016808-0.0010882i,-0.0015289-0.001277i,-0.00068783-0.0008663i,-1.312e-05-0.00030802i,-8.6862e-05+8.7087e-05i,-0.00035788+0.0004382i,-0.00045385+0.00023953i,-0.00017821-0.00021073i,1.7545e-05+0.00023577i,-0.00019162+0.00026248i,-0.00054846+4.024e-05i,-0.00044032+0.00039564i,8.2797e-05+0.00071705i,-7.8336e-05+0.00032717i,-0.00047704+0.00016879i,-0.00027673+0.00042888i,0.00028578+0.00024842i
-0.0012381+0.00041819i,-0.0014537+0.00090943i,-0.0013431+0.0007274i,0.0001603+0.00081094i,0.0010177+0.00038005i,0.0004801-0.00067275i,-4.8901e-05-0.00064629i,-4.3595e-05-0.00042326i,6.6537e-05-0.00052028i,0.00053749-0.00025133i,0.0010272-0.00024522i,0.0010338-0.00040625i,0.0013824+0.00025796i,0.001835+0.00038365i,0.0017756+0.00013796i,0.00068872+8.9024e-05i,-0.00043233-0.00031701i,-0.0004824-0.00043394i,-0.00014874-0.00064096i,0.00037225-0.0006317i,0.00028968-0.00081468i,0.00022088-0.00086766i,0.00035029+7.9073e-05i
-0.00013218-0.00043798i,-0.00011161+0.00061395i,0.00056467+0.0020325i,0.0013055+0.0015637i,0.0015983-8.7185e-05i,0.00033945-0.00047843i,-1.8512e-05-0.00099671i,0.00066149-0.0011636i,0.00032491+0.00024778i,7.9118e-05+0.00038627i,0.00023138-0.0008844i,0.00040362-0.0010045i,0.00044408-0.00083519i,0.00041933-0.0003809i,0.00043078-0.00037283i,0.00024743-0.00059257i,-0.00043677-0.00013842i,-0.00032517-0.00067508i,0.0004175-0.00032558i,0.00063051-0.00043492i,-9.7468e-06-0.0012837i,-0.00061511-0.00067313i,-6.4855e-05-0.00017826i
-4.5485e-05-0.00040563i,-5.5969e-05-0.00022766i,0.0018427+0.00031268i,0.0020639+0.00017395i,0.00045485-0.001521i,-0.00036179-0.0021313i,-0.00050464-0.0018651i,-0.00015414-0.001188i,0.00030923-0.00032379i,0.00057473-0.00063205i,0.00021609-0.00076656i,-0.00040138-0.00035702i,-0.00069022-0.00010621i,-0.0001091-7.9522e-05i,-0.00029502+7.8903e-05i,-0.00052469+0.00014534i,-0.0004227+3.4771e-05i,-0.00057121-0.00012628i,-7.1045e-05+0.00023878i,0.00020198+0.00075677i,0.00014322+0.00040762i,0.00064824-0.00010676i,0.00075188-0.00037417i
-0.00062074+7.4318e-05i,0.00087638+0.00091144i,0.0019187+0.0013119i,0.0014802+7.0704e-05i,0.0018428-0.00068474i,0.0015025-0.00039929i,-0.00085575-0.0011493i,-0.0019007-0.0013038i,-0.00073266-0.00043202i,-0.00019456+0.00030643i,-0.00030801+0.00017093i,-7.203e-05-0.00030171i,0.00023238-0.00058284i,0.00091886-0.00072343i,0.0019501-0.00090228i,0.0014086-0.00045993i,-8.4265e-05-4.6124e-05i,9.0561e-05+0.00022424i,-0.00016827+0.00090594i,-0.00020106+0.00018524i,0.00048191-0.00049625i,0.0001202+1.1809e-05i,-0.00021739+0.00034983i
-0.00034396+0.0025939i,-0.00048856+0.0032025i,-0.00044517+0.0038204i,0.00066992+0.0027541i,0.00065692+0.00092661i,0.00033668-0.00041205i,0.0003267-0.00010558i,9.1621e-05+0.00022955i,-0.00051326-0.00026333i,-0.00049695-0.0001109i,-0.00040875+0.00019512i,-3.9379e-08+0.0004698i,0.0010953+0.0007042i,0.0013673+0.00043668i,0.00072974-0.00024106i,0.00089893-0.00045602i,0.00093132-0.00016471i,0.00048697-0.00011486i,-0.0001935-0.00038527i,-0.00023395-0.00080107i,-4.317e-05-0.00057634i,0.00048364-0.00047277i,0.00061562-0.00043114i
-0.0031205-0.00071478i,-0.0021125-0.0010396i,-0.00098508-0.00071049i,0.00011174-0.00053688i,0.00096507-0.0012086i,0.00036571-0.0015607i,-0.00096334-0.0015643i,-0.0018669-0.00090546i,-0.0016789-4.7249e-05i,-0.000984-0.0002942i,-0.0010848-0.00043491i,-0.0004095-0.0001599i,0.00090722-0.00044094i,0.0014397-0.00063942i,0.0019041-0.00024999i,0.0015586+0.00056674i,0.00081454+0.00033779i,0.00053426-0.00031371i,0.00072915-0.00018393i,0.00052599+0.00011267i,-0.00010776-0.00031309i,0.00011151-0.00057401i,-0.00014698+0.00022933i
0.0013455-0.0026962i,0.00028864-0.0026806i,-0.00080918-0.0020216i,-0.00018745-0.00068648i,0.00064542+0.0005733i,0.00077729+0.0013583i,0.00079597+0.0010752i,0.00045181-0.00040766i,-4.398e-05-0.00097491i,-0.00022573-0.00087407i,1.4318e-05-0.00036695i,0.0005468+0.00018192i,0.00048936-3.4259e-05i,0.00036452-0.00019344i,0.00063375-0.00016711i,0.00054875+0.00026469i,0.00034091+0.0002525i,0.00056026-0.00042464i,0.00087992-0.0013521i,0.00093582-0.0011885i,0.0013587-4.888e-06i,0.0006592+0.00023413i,0.00011349-0.00057431i
0.0010685+0.0012724i,0.0012217+0.0008814i,0.001189-0.00043967i,0.00083776-0.0009911i,0.00057281-0.0011996i,0.00035635-0.00097193i,5.1877e-05-0.00085172i,-0.00061065-0.0010873i,-0.0007103-0.00083579i,-9.7176e-05-0.00077362i,0.00057609-0.0003351i,0.00085491+0.00069501i,0.00097988+0.0012706i,0.00086096+0.0011343i,0.00040475+0.0012503i,0.00041545+0.0011401i,0.0004391-6.4531e-07i,0.00032457-0.00065044i,0.00056173-0.00051122i,0.00046323+0.00032286i,9.7093e-05+0.00091897i,-0.00039552+0.00057725i,-0.0003932+0.00047761i
0.00026235-0.00010172i,-0.0010993+0.0011065i,-0.0017742+0.00087478i,-0.00047818-2.1729e-05i,0.00010909-0.00044987i,-2.0992e-05-0.00088164i,2.9741e-05-0.0013485i,0.00023396-0.001486i,-0.00028343-0.0011223i,-0.0010315-0.00034685i,-0.00094814+0.00077141i,-0.00038052+0.00088453i,-8.6372e-05+0.00041931i,-0.00035633+0.00042809i,0.00025263+0.00038407i,0.0012668+2.7143e-05i,0.0013928+2.8515e-05i,0.00085603-0.00038368i,-0.00013966-0.0010592i,-0.0006862-0.00075922i,-0.00072335+0.00011605i,-0.00047659+0.00054379i,-8.5187e-05+0.00027338i
0.00051969+6.1294e-05i,0.00022123+0.00018131i,0.001356+0.0001688i,0.0024511+0.00014326i,0.0014905-0.00063632i,0.00031461-0.0010385i,-0.00018139-0.00061565i,-0.0005412-0.00034809i,-0.0010975-0.0010191i,-0.0016103-0.00069531i,-0.0010488+0.00079389i,-0.00022571+0.0012264i,-0.00010975+0.00070904i,-0.00023113+0.00018857i,0.00078293-3.8603e-05i,0.0010205-0.0004809i,-0.00012525-0.00064516i,-0.00055942-0.0001918i,-0.000572+0.00030595i,-0.0004649+0.00080495i,-0.00011379+0.0012644i,1.4266e-05+0.0013281i,-0.00045284+0.00075039i
0.0012705+0.00014932i,0.0017112+0.00063174i,0.0024115+0.0014966i,0.0018062+0.001533i,0.0008585+0.00092028i,0.00034287+0.0001673i,-0.0002868-0.00051729i,-0.00050891-0.00018999i,-0.00057757-1.7693e-05i,-0.00031178+0.00042552i,8.059e-06+0.00080671i,-1.9845e-05+0.00054476i,0.0007401+0.00021989i,0.00072062-2.5518e-05i,-0.00020938-0.00042389i,6.3086e-05-0.00092744i,0.00055683-0.00023864i,0.00029243+0.00084196i,-0.00011188+0.00046715i,0.00028846-3.443e-05i,0.00044246+0.0001294i,0.00066128+9.5113e-05i,0.00045306+3.625e-05i
0.00098052+0.0011554i,0.00072872-6.7044e-05i,0.0021483-0.00098021i,0.0023407-0.0012259i,0.00079612-0.0012296i,-0.0010712-0.0013061i,-0.0020438-0.0011876i,-0.0010903-0.00030139i,-0.00056094+0.00018574i,-0.00074427-0.00017511i,-0.00068709-0.00065209i,-0.00035416-0.0011776i,-0.00014659-0.0011315i,-0.00020917+2.4238e-05i,-0.00024726+0.00038957i,0.00031107+0.00060862i,0.0010401+0.0011623i,0.00077217+0.00077936i,0.00050213+1.6657e-05i,0.00024951-0.0002947i,-7.1976e-05-0.00017245i,0.00025015-9.611e-05i,0.00078576-0.00019578i
-0.0016812-0.0020824i,-0.00098853-0.0014661i,-0.00039748-0.00013554i,-0.000578+0.00088283i,-0.00029217+0.0014725i,0.00060885+0.00089437i,0.00059104-0.0012621i,-8.8436e-06-0.0020186i,-0.00037522-0.00089661i,0.00034102+7.2138e-05i,0.00085363+0.00029888i,0.00044872+0.00039039i,0.00042775+0.00016388i,0.0011781+0.00028351i,0.0016081+0.00044343i,0.0015706-0.00019748i,0.0021104-5.5039e-05i,0.001418+0.00021496i,0.00043658-0.00063728i,0.00040375-0.00070583i,0.00028378+0.00017052i,-0.000394+0.00083256i,0.00022621-0.00038799i
-8.1892e-05+0.0015376i,-0.00040727+0.0020079i,-0.001233+0.0017283i,-0.0011193+0.00085195i,-0.00019194+6.7231e-05i,-0.00062947-0.0004003i,-0.0010614-0.00035238i,-0.00017664-0.00014367i,0.0005008-0.00019956i,0.00022205-8.1479e-05i,-0.00070953+0.00034484i,-0.00039899+0.00025325i,0.0005551-0.00035428i,-5.931e-05-0.00034652i,-0.00011601-0.00034585i,0.00052608+1.3419e-05i,0.00042041-0.00029678i,0.00021615-0.00083275i,-0.00060328+0.00024988i,-0.0008465-3.5444e-05i,-0.00057326-0.00067346i,-0.0004366-0.00049422i,0.00045861-0.0010457i
-0.0022442-0.00089773i,-0.0026241+0.0002796i,-0.0019018+0.001327i,-0.00041392+0.0015901i,-6.059e-06+0.00056032i,0.00032884-0.00083272i,0.00094364-0.0021084i,0.00033021-0.002163i,-0.00081645-0.001267i,-0.00039551-0.00069205i,0.00010702-0.00065624i,0.00010617-0.00023384i,8.8649e-05-0.00028234i,0.00022015-0.00040938i,0.00026804+0.00020113i,9.7721e-05+0.00025835i,0.00025438-0.00034608i,0.00044167-0.00039654i,-0.00017844-0.00028007i,-0.00011896+0.00031278i,0.00017744+0.00089437i,9.8382e-05+0.00075751i,-0.00054003+9.7343e-05i
0.00027335-4.4657e-06i,0.00025594-0.00032014i,0.00061117-0.00066696i,0.0013212-0.00062332i,0.0012497-0.00015988i,0.00030063-0.00047286i,-0.00010254-0.001268i,-0.00033723-0.00074962i,-0.0002928+0.00016982i,0.00046279+0.0004167i,0.00049637+0.00061468i,-0.0002718+0.0002785i,-0.00035096-0.00043608i,0.0005201-0.00091437i,0.00083294-0.0013676i,0.0010432-0.0012723i,0.0010387-0.00077357i,0.00049063-0.00058609i,5.0525e-05-0.00016577i,-0.00036531+0.00014595i,-0.00035689+5.8562e-05i,-0.00051556+0.00021878i,-0.00091374+0.00048018i
-0.0020421-0.00014369i,-0.0015917+0.00067956i,-0.00069089+0.0012069i,0.00044404+0.00069999i,0.0019864+0.00048153i,0.0020552+0.00076771i,0.00035498+0.00035078i,-0.00020971-0.00069983i,-0.00023493-0.00073549i,-0.00070985+0.00024834i,-0.00095828+0.00036841i,-0.00071188+0.00034727i,-0.00038386+0.00066606i,0.00011573-8.2415e-05i,0.00080399-8.2543e-05i,0.00089388+0.00074517i,0.00045384+0.00069629i,-0.00013623+0.00015926i,0.00018775-0.00024734i,0.00032303+0.0005257i,-0.00057139+0.0015379i,-0.00094574+0.0009917i,-0.00096875+0.00023983i
0.00038532-0.0019523i,-0.0010126-0.00014083i,-0.0013986+0.0010249i,-0.00013933+0.00065805i,0.00070627+0.00041361i,0.0015385+0.00069307i,0.0012534+2.2568e-06i,0.00060199-0.0014642i,0.0005227-0.0016711i,1.8104e-05-0.00075141i,0.00012606-0.00012653i,0.00035429+0.0007901i,0.00034367+0.00074444i,0.00073896+0.00011559i,0.00025056+0.00010131i,-0.00033236-6.1419e-05i,-0.00013806-1.1486e-05i,0.00050658+0.00084709i,0.00097432+0.00045569i,0.00093486-0.00038814i,0.0002106-0.00069273i,3.0823e-05-0.0006995i,-0.00012947-0.00025195i
3.1413e-05+0.002798i,0.00026934+0.0026952i,0.0016774+0.0012212i,0.0020535+0.00040761i,0.0008169-0.00013647i,-1.8025e-06-0.00089821i,-0.00087571-0.0014185i,-0.0011336-0.0014132i,-0.00072459-0.00067564i,-0.0012534-0.00034199i,-0.0016952-0.00058807i,-0.0010827-0.00062318i,-0.00094987+0.00041558i,-0.00095362+0.00036578i,-6.2793e-05-0.0003416i,-0.00077725+0.00019531i,-0.0011903+0.00043928i,-0.00060978+0.00090921i,-0.00027746+0.0010378i,0.00039303-0.00010769i,0.00012692-0.00049538i,-0.00044713+0.00016394i,-0.00066269+0.00028453i
-0.0037957-0.001819i,-0.0028693+0.00016005i,-0.0026435+0.0010381i,-0.002209+0.00057657i,-0.00048488+0.00099354i,0.001051+0.00025169i,0.00028951-0.0017138i,-0.00087439-0.0021138i,-0.0010788-0.0013099i,-0.00096345-0.00053493i,-0.00065054+0.00020412i,0.00022514+0.00068509i,0.0013148-0.00021649i,0.0024752-0.0011232i,0.0027231-0.00075233i,0.001367+0.00012797i,0.00055357+0.00064798i,0.00027623-6.5087e-05i,0.00011053-0.00095359i,0.0004883-0.00080278i,0.00014095-0.00067968i,-1.8094e-05-0.000607i,0.00022975-0.00026319i
0.0029338-0.0021379i,0.0020631-0.0017389i,0.0015502-0.00087776i,0.0011347-0.0011249i,0.0001247-0.0017272i,8.2929e-05-0.00044143i,0.00034232+0.00029082i,0.00030902-9.7448e-05i,0.00043927+0.00021609i,0.00017876-3.7662e-05i,0.00027485-5.1225e-05i,0.000785+0.00011419i,0.00029348+9.8751e-05i,0.00028694+0.00079919i,0.00028753+0.0011515i,-0.00034069+0.00088662i,-0.00064924-8.4862e-05i,-0.00029397-0.00074568i,0.00062601-0.00017774i,0.00052373-6.2346e-05i,0.00038659+0.00015929i,0.0005066+0.00054017i,0.00077859-0.00037866i
0.0017399+0.0031692i,0.0017917+0.0024822i,0.0028789+0.001875i,0.0031399+0.00032135i,0.0023394-0.0013421i,0.0011606-0.0018989i,0.00063894-0.00091445i,0.00010421+0.00040375i,0.00013414+0.00050958i,0.0004168+0.00014201i,-0.00014087-0.00072242i,-0.00044505-0.00092198i,-0.00037355-9.6552e-05i,-0.00081241-0.00039592i,-0.0014253-0.0014887i,-0.0010133-0.0012078i,-0.00042392-0.00064327i,-0.000216+0.00032924i,1.5818e-06+0.001005i,0.00036254+8.8142e-06i,0.00031764-0.00050537i,-9.8742e-05-0.00025143i,-0.00021191+0.00015666i
0.0013205-0.00026841i,0.0015362-0.00012185i,0.0026752-0.0002717i,0.0021296-0.00025698i,0.0012131-0.00068369i,0.00034399-0.0003385i,-0.00052627+0.00026921i,-0.0006206-4.6883e-06i,-0.00023272+0.00020125i,-0.00040139+0.00026338i,-0.00069623-0.0003161i,-0.00037999-3.6115e-05i,0.00026897+0.00025031i,1.958e-06+0.00050213i,-0.00069672+0.00056148i,-0.00044424+0.00044382i,0.00041238+0.00082482i,0.00024096+0.0011024i,0.00040785+0.0014755i,0.00076373+0.0016556i,0.00045876+0.0019137i,0.00050115+0.0013397i,0.001135-0.00022538i
0.0020579-0.00025717i,0.0011352-0.00035742i,-2.3044e-05+0.00019253i,-0.00041805+3.6642e-05i,-0.00043623-0.00048195i,-0.00075543-0.0009315i,-0.0013819-0.00033357i,-0.0014724+0.00052192i,-0.00082339+0.0004974i,-0.0011339-2.1078e-05i,-0.0010783+3.0984e-05i,-0.00020421-1.0051e-07i,0.00058321-0.00010893i,-6.0635e-05+0.00025313i,-0.00059075+0.0004693i,-0.00061265+0.00014647i,-0.0012624+2.0732e-06i,-0.00048523+4.032e-05i,0.00038571+0.00073787i,0.00027602+0.00088817i,0.00058514+3.77e-05i,0.00028974-0.0001816i,-0.00033445-0.00053914i
-0.00028996+0.0029448i,0.00034237+0.0016842i,0.0020927+0.00051985i,0.002592-0.00063419i,0.0022058-0.0017679i,0.0012081-0.0017026i,-0.00023498-0.0014881i,-0.00072543-0.0012288i,-0.00020344-0.00052798i,-2.8112e-05+0.00014189i,-0.00014907+0.00019761i,-0.00034984-0.00035613i,-0.00053735-0.0011849i,-0.00010372-0.00162i,-0.00013471-0.001149i,-0.00044838-0.00038714i,0.00035343-0.00016173i,0.00012406+0.00056551i,-0.00040474+0.0018499i,-0.00022243+0.0020619i,-0.00062923+0.00090169i,-0.00095874-0.00024581i,-0.00020907-0.00048023i
-2.1681e-05-0.0010912i,-0.00064539-0.0018814i,-0.0017987-0.00083895i,-0.0013757+0.00015575i,3.0078e-05+5.2593e-05i,0.0009061-0.00040108i,0.00072173-0.0013828i,0.0001619-0.0014449i,0.00015654-0.00051606i,-3.5675e-05-0.00023992i,-0.00023756+0.00032049i,-9.6692e-05+0.00072739i,-2.9459e-05+0.00042766i,9.9331e-05+3.3098e-05i,0.00082009+0.00050071i,0.00062127+0.00067369i,-3.7462e-05+4.86e-05i,-0.00028318-0.00014226i,-0.00022169-0.00044878i,0.00064929-0.00076895i,0.00049614-0.00032693i,-7.8426e-05+0.00031745i,5.8071e-05+0.00092861i
0.0011798+0.00034678i,0.0014916+0.00022958i,0.0021966-0.00050005i,0.003085-0.0010333i,0.0019418-0.001498i,-4.9959e-05-0.0011455i,-0.00064743-0.0009529i,-0.00047146-0.0010037i,-0.00059926-0.0010753i,6.622e-05-0.00045121i,0.0010563+0.00051861i,0.00065393+0.00077748i,6.7307e-05-5.5835e-05i,0.00057254-0.00071665i,0.00084696-0.00074232i,0.00068476-0.00057098i,0.00059347+7.6826e-05i,0.00020616+0.00027728i,3.8384e-05-0.00022668i,0.00036408-0.000348i,1.0583e-06-4.9761e-06i,-0.0010154+0.00015093i,-0.00082773-0.00037327i
-7.6545e-05+0.0017916i,-0.00044481+0.0025004i,0.00071943+0.0023577i,0.0018055+0.0011269i,0.0011118-0.00056738i,-0.00051509-0.0012308i,-0.00072367-0.0011571i,0.00046424-0.0013694i,0.00023726-0.0010625i,-0.0011152-0.00046892i,-0.0013246-0.00060512i,-0.00066123-0.00051602i,0.00018795-0.00020203i,-7.3932e-05-0.0006862i,0.00011145-0.001033i,0.00089304+0.00022289i,0.00074212+0.00059361i,0.00054452-2.3471e-05i,0.0002105-0.00019412i,0.00044363-0.00020997i,0.0003661+0.00021434i,-0.00041413+0.00013336i,-0.00024439-0.00056567i
-0.0010655-1.5734e-05i,6.1864e-05+0.00032934i,0.0017077+0.001111i,0.0017197+0.00077065i,0.001057-8.4538e-05i,0.00054587-0.0011446i,0.00015069-0.0024621i,-0.00054723-0.0023207i,-0.00097931-0.00069034i,-0.00016395+0.00026279i,0.0002471+0.00048293i,0.00024496+0.00075301i,0.00089696+0.00067639i,0.001458-0.00024551i,0.00055725-0.00069162i,-0.00060451-0.00039724i,-0.00057429-0.00013624i,-0.00065242+0.00040764i,-0.00065972+0.00043097i,-0.00010478+0.00012889i,0.00069336+0.00079595i,0.00052659+0.0015178i,-0.00051461+0.00073459i
-0.0019272+0.0010324i,-0.0012562+0.0027918i,-0.00019874+0.0032192i,0.0008977+0.0024847i,0.0014734+0.001345i,0.0011576-0.00017188i,0.0003937-0.0011984i,3.0032e-05-0.00071669i,-0.00031815-0.00055115i,-0.00017698-0.00074107i,5.7471e-05-0.00057773i,-0.00024008-0.00026688i,0.00034417-0.00033234i,0.00093456-0.0005097i,0.00076794+0.00022042i,0.0003681+0.00064298i,6.0348e-05+0.00049201i,-8.8411e-05+0.00013669i,-1.4229e-05-0.00034539i,-0.00032951-0.00033882i,0.00011692-0.00028701i,0.00059379-0.00072051i,0.00017909-0.00098396i
-0.00039167+0.0017104i,-0.00064888+0.00068879i,0.00039584+0.00025604i,0.0017142-5.0891e-06i,0.0012305-0.0011617i,-0.00071417-0.0024091i,-0.0019763-0.0024617i,-0.0012757-0.0011908i,-0.00010469-0.00047576i,0.00077396-0.00040678i,0.00090925-0.0001985i,0.00044978-0.00033028i,-0.0001494-0.0008684i,-0.00067623-0.0005322i,0.00013911-0.00037929i,0.00053456-0.00095594i,0.00081761-0.00062728i,0.00094147-1.0961e-05i,0.00054471-0.00016688i,0.0001114-4.8441e-05i,-0.00019604+0.00041022i,-0.00052382-1.963e-06i,-0.00061747-0.00083234i
-0.00014971-0.0010557i,0.00013453-0.00019242i,0.00017705+0.0019177i,-0.00015699+0.0016046i,0.00076076+0.00012176i,0.0010164-0.00061079i,-0.00013664-0.0011713i,-0.00073999-0.0010259i,-0.00053411-4.5851e-05i,-0.00036032+0.00023716i,0.00020002+0.00040983i,0.00051435+0.00084385i,-8.6605e-05+0.00076082i,0.00065653+0.00051641i,0.0013063-0.00027745i,0.00060439-0.00061199i,-0.00055067-0.00011286i,-0.0010732-0.00044462i,-0.001383-0.00069262i,-0.0010361-1.4491e-05i,0.00014374+0.00090407i,0.00042336+0.0011228i,-0.00026708+0.00051076i
0.00082974+0.0021393i,0.001809+0.001258i,0.0030119-0.00041083i,0.0024815-0.0011999i,0.0011038-0.0014339i,-0.00018476-0.0010229i,-0.00048276-0.00065361i,0.00028023-0.00050625i,0.00049237-0.00036394i,-0.00028148-0.00059975i,-0.00078657-0.00074774i,-0.00066565-0.00026668i,3.4992e-05-0.00011744i,0.00032174-0.00047272i,3.1415e-05-0.0002472i,7.627e-05+1.0869e-05i,0.00058436-0.00041181i,0.00077409-0.00066491i,0.0019216-0.00033124i,0.0019198+9.0357e-05i,0.00078022+6.9277e-05i,0.00025175+0.00010637i,-0.00043553-0.00019705i
-0.0024462+0.00047475i,-0.001873+0.0015334i,-0.0013947+0.0017847i,7.8045e-05+0.00055272i,0.0012347-0.00095544i,7.5711e-05-0.002196i,-0.00098023-0.0022031i,-0.00075958-0.0016618i,-0.00043261-0.0011516i,-0.00012756-0.00075153i,0.00015753-0.00013045i,0.0005031+0.00046657i,0.00088282+0.00019697i,0.00062161-0.00057648i,0.0004051-0.00067322i,0.00032246-0.00021372i,-8.4854e-05+0.00013236i,-0.00043812+3.869e-06i,-0.00041243-5.0507e-05i,-5.6469e-05+0.00011601i,0.00028531-0.00028102i,8.278e-05-0.00047419i,-0.00029297-0.00023247i
0.00064143-0.00018125i,0.00040011-0.0011587i,0.00015521-0.0012361i,0.00056397-5.2496e-05i,0.0014493+0.0010771i,0.0017872+0.00016606i,0.0017346-0.00083593i,-0.0002694-0.0013435i,-0.0017223-0.0013869i,-0.00072754-0.00039033i,0.00014318+0.00066952i,0.00018844+0.0006388i,0.00053119-1.0314e-05i,0.0004512-0.00020985i,-0.00025718-0.00028619i,-0.00046449-0.00049685i,-1.292e-05-0.00049724i,0.00044+9.2832e-06i,0.00055975+0.0005911i,-4.9262e-06+0.00015152i,-0.00094807-0.000824i,-0.00084181-0.000605i,-0.00047506-0.00013801i
0.00018364-0.00068168i,-0.00033021+0.00068936i,0.00020421+0.00091247i,0.00071341+0.00076081i,7.7619e-05+0.0002091i,-0.00049143+5.5122e-05i,-0.00028181+0.00030835i,-0.00061692+8.8052e-05i,-0.0010018-0.00094i,-0.00049728-0.00078797i,0.00026181+0.0014756i,0.00077451+0.002621i,0.00055843+0.0016206i,0.00044653+0.00063382i,0.00047107+0.00077994i,-1.9748e-05+0.0012431i,2.6862e-05+0.00086107i,0.00047078+0.00041007i,0.00044326-0.00048804i,-0.00017778-0.00027383i,-0.00042087+0.00035593i,-0.00036861-8.7017e-05i,0.00052271+6.8074e-05i
0.00043957-0.0022273i,-0.00089302-0.0015865i,-0.00046311-0.00022332i,0.00018187-0.00012856i,-0.00060712-0.00044942i,-0.00095317-0.00040005i,0.00022984-0.00064236i,0.00058243-0.00092308i,-0.00025433-0.0016419i,-6.0048e-05-0.0011892i,-0.00070846-0.00013575i,-0.0010951+4.2862e-05i,-0.00058419+0.00022004i,-0.00022489+0.00077574i,-0.00028457+0.0013546i,-0.0004845+0.00074211i,-0.00019911+6.329e-05i,9.5143e-05-0.00051731i,0.00022411-0.00012759i,0.0001393+0.00079862i,-0.00030276+0.00064197i,-0.00067854+0.00077819i,-0.00069749+0.00064314i
0.00080984+0.0012359i,0.0013166+0.00083135i,0.002077+0.0010525i,0.001494+0.00013904i,0.0012891-0.00085455i,0.0015455-0.00084122i,0.00050236-0.0015821i,-0.00011761-0.001683i,-0.00034764-0.0011202i,-0.0010736-0.00082313i,-0.001156-0.00089123i,-0.00059185-0.00090568i,-0.00040413-0.0007993i,-0.00034251-0.00048046i,-4.6597e-06-0.00030489i,0.00069886-0.00015208i,0.00076071+5.1606e-05i,-0.0001301+0.00050363i,-0.00014933+0.00033056i,0.00043892+0.00018088i,0.00037808+0.00023947i,-0.00016115+0.00034374i,-0.0008942+0.00039712i
-0.0027867-0.0012592i,-0.0022285+0.00039438i,-0.0015585+0.0010869i,-0.0004764+0.00068863i,0.00078452+0.00013301i,0.00046126-0.00082479i,-0.00047401-0.0014589i,-0.00035545-0.0013537i,-0.00014134-0.0011187i,-0.00033424-0.00071001i,5.3782e-05-0.00040742i,0.0007537-0.00033039i,0.0010367-0.00032768i,0.00083082-0.00088609i,0.001533-0.00084289i,0.0017812+6.6687e-05i,0.00079505+0.00043768i,7.0858e-05+0.00026612i,-0.00043028+0.00033963i,-0.0005626+0.00027196i,-0.00013678-7.212e-05i,-0.00023642+7.3278e-05i,-0.00090409+0.00017336i
0.00071987-0.0011355i,0.00034971-0.00023849i,0.00088148+0.0004151i,0.0006227-0.00041134i,0.0001876-0.00092505i,0.0006577-0.00058499i,0.001308-0.0002217i,0.00033272-0.00070773i,-0.00031696-0.00083395i,0.0006509-0.00030389i,0.00088322-2.2982e-06i,-0.00021664+8.8853e-05i,-0.0010715+0.00068181i,-0.0010349+0.0013258i,-0.00037969+0.00063781i,-0.001102+9.3256e-05i,-0.0010841-0.00051365i,0.00029956-0.00087276i,0.00084419-0.00031401i,0.00049391+0.00098689i,0.00076026+0.0013708i,0.0007155+0.00044436i,6.0293e-06-1.3137e-05i
