-0.0032886-0.00038311i,-0.0029387-0.00084816i,-0.0031507-0.00074459i,-0.0031019-0.00033786i,-0.0019689+0.00084538i,-0.00088232+0.0019359i,-0.00042428+0.0012481i,0.0001749+0.00061313i,0.00034809+0.00090622i,5.4067e-05+0.0013492i,0.00040372+0.0015339i,6.3269e-05+0.0016116i,-0.0006029+0.00079395i,-3.3507e-05-0.00072835i,-0.00015599-0.00076927i,-0.00021626-0.00023798i,-3.0704e-05+0.00077073i,-0.00054658+0.0021637i,-0.00059424+0.0016067i,0.00050692+0.00024685i,0.00087985+8.3588e-05i,1.7314e-05+0.00057708i,8.3107e-06+6.7431e-05i
-0.019184+0.75529i,0.108+1.0809i,0.21653+0.95234i,0.15411+0.54031i,0.029399+0.2488i,0.0034814+0.11377i,0.0081682+0.0030624i,-0.0084671-0.066034i,0.0043189-0.066371i,0.038869-0.033034i,0.055475-0.021549i,0.029561-0.030896i,-0.010979-0.010914i,-0.02296+0.038578i,-0.01145+0.08379i,0.0057106+0.097859i,0.017379+0.068011i,0.016683+0.025539i,0.0052107+0.01178i,-0.0065775+0.019406i,-0.0073047+0.020248i,-0.0046136+0.012305i,-0.0056768+0.0081543i
-0.53251-0.31337i,-0.65312-0.29685i,-0.42664-0.067096i,-0.13634+0.13995i,-0.042575+0.23683i,-0.009206+0.31536i,0.06886+0.29153i,0.083218+0.1649i,0.027098+0.083662i,0.0031696+0.053185i,0.016365+0.0074552i,0.014291-0.026402i,-0.0021395-0.021474i,-0.016076-0.019417i,-0.0324-0.033875i,-0.046113-0.031304i,-0.035458-0.0091547i,-0.0024421+0.0045479i,0.021572-0.0019526i,0.030832-0.012503i,0.036127-0.015046i,0.031259-0.013678i,0.016148-0.010904i
0.23882-0.43555i,0.053607-0.4785i,-0.22116-0.19718i,-0.19295+0.063147i,0.013843+0.017937i,0.056825-0.083514i,0.019246-0.02531i,0.038708+0.038186i,0.055365+0.027386i,0.033875+0.0082732i,0.004724+0.013754i,-0.011152+0.020331i,-0.02822+0.021517i,-0.050515+0.04831i,-0.060341+0.07931i,-0.061152+0.08294i,-0.052209+0.070364i,-0.03055+0.045354i,-0.010366+0.0078956i,-0.0084223-0.024629i,-0.018802-0.029487i,-0.02126-0.016012i,-0.015506-0.0059577i
0.489+0.45323i,0.72328+0.40608i,0.56683+0.085747i,0.14038-0.1139i,-0.15677-0.063584i,-0.24644+0.0035047i,-0.2282+0.0094339i,-0.15435+0.0033835i,-0.10081+2.3953e-05i,-0.073355+0.019219i,-0.040178+0.025383i,-0.025143+0.0062352i,-0.029224-0.014089i,-0.038936-0.040492i,-0.04158-0.052272i,-0.02064-0.042116i,0.011262-0.028181i,0.033214-0.011428i,0.039111+0.0010715i,0.028436+0.0059659i,0.012596+0.0062866i,0.0029994-6.1537e-05i,0.00014888-0.005027i
-0.71753-0.058943i,-1.0426-0.23432i,-1.0513-0.43003i,-0.82145-0.37368i,-0.47791-0.10987i,-0.17787+0.019167i,-0.089044-0.016391i,-0.098577+0.00071602i,-0.068706+0.068257i,-0.044571+0.083914i,-0.03325+0.061745i,-0.0025084+0.0061032i,-0.005114-0.067389i,-0.058955-0.097726i,-0.1059-0.078933i,-0.1134-0.03986i,-0.084526-0.0044609i,-0.037977+0.0047777i,-0.0026363-0.0035837i,0.018972-0.010762i,0.032447-0.017893i,0.031699-0.027898i,0.018195-0.031398i
0.14553-0.44688i,0.23267-0.3846i,0.29257-0.068161i,0.24301+0.032882i,0.029851-0.13478i,-0.18326-0.19697i,-0.20579-0.099238i,-0.1104-0.011775i,-0.024504-0.00063973i,0.023385-0.021217i,0.051639-0.028968i,0.067766-0.024284i,0.079918-0.026183i,0.10253-0.048002i,0.11018-0.070641i,0.075156-0.058634i,0.020824-0.0060022i,-0.0069395+0.05268i,0.0020292+0.07638i,0.018471+0.068254i,0.031588+0.058714i,0.044895+0.054955i,0.04746+0.051507i
0.87903+0.091281i,1.3909-0.10817i,1.4309-0.40664i,0.99139-0.46766i,0.51981-0.26857i,0.26667-0.13088i,0.15208-0.16176i,0.038732-0.19573i,-0.060836-0.12358i,-0.061-0.03441i,-0.025109-0.011799i,-0.0059506+0.0045694i,0.026215+0.029125i,0.044201+0.029078i,0.026548+0.02536i,-0.0071542+0.019703i,-0.040184+0.011047i,-0.042185+0.014818i,-0.0076575+0.015882i,0.023138+0.00075832i,0.02508-0.010959i,0.013942-0.0079779i,0.0028758-0.0074156i
-0.63644+0.61952i,-0.98572+0.89862i,-0.95379+0.7797i,-0.51011+0.36054i,-0.026652-0.005146i,0.2307-0.20023i,0.24552-0.20637i,0.1689-0.11857i,0.10467-0.084454i,0.059513-0.073672i,0.049236-0.044577i,0.029448-0.032863i,-0.018215-0.013495i,-0.03129+0.03483i,-0.01117+0.063763i,0.00066454+0.051585i,-0.0022626+0.024944i,-0.017737+0.011638i,-0.029313+0.016272i,-0.025163+0.02036i,-0.017864+0.018104i,-0.013993+0.016253i,-0.015332+0.013864i
-0.24311-0.37097i,-0.32715-0.20562i,-0.28218+0.28666i,-0.1888+0.59402i,-0.1543+0.50087i,-0.11621+0.32325i,0.0084934+0.19197i,0.087584+0.062854i,0.053707-0.0011814i,0.0039103+0.035934i,0.0077939+0.097454i,0.053836+0.093005i,0.082288+0.02706i,0.053445-0.026313i,0.0017485-0.038145i,-0.018664-0.035511i,-0.0051894-0.036914i,0.0011567-0.035323i,-0.019074-0.022038i,-0.039001+0.014416i,-0.034251+0.054193i,-0.014806+0.058378i,0.0026493+0.034148i
0.53604-0.36879i,0.59746-0.7375i,0.40926-0.8i,0.28415-0.39573i,0.31095+0.023292i,0.29276+0.16564i,0.17206+0.16662i,0.061911+0.12854i,0.0064082+0.10543i,-0.01552+0.12461i,-0.034563+0.14462i,-0.038784+0.13751i,-0.029845+0.10338i,-0.045378+0.072289i,-0.071344+0.062815i,-0.084644+0.062206i,-0.093894+0.062457i,-0.087808+0.051125i,-0.050657+0.023582i,-0.012745+0.0011147i,-0.0050346-0.0062297i,-0.011548-0.0017823i,-0.01016+0.005179i
-0.052132+0.70842i,-0.014929+0.7717i,-0.10543+0.2825i,-0.36969-0.26109i,-0.49995-0.38012i,-0.35898-0.30484i,-0.19793-0.24331i,-0.091637-0.14039i,-0.0081906-0.060484i,-0.0013557-0.032743i,-0.0403-0.023389i,-0.07095-0.025148i,-0.063561-0.019399i,-0.035596-0.042379i,-0.039636-0.10296i,-0.05369-0.14623i,-0.045918-0.14853i,-0.024352-0.11382i,-0.00679-0.063748i,-0.0083093-0.036064i,-0.015748-0.03425i,-0.0095894-0.030004i,0.0045695-0.013846i
-0.30067-0.36333i,-0.32337-0.41565i,-0.32654-0.23764i,-0.45515+0.046319i,-0.50648+0.28502i,-0.3564+0.37473i,-0.15802+0.28261i,-0.046707+0.15139i,-0.013442+0.085239i,-0.005105+0.05631i,0.018918+0.02809i,0.055914-0.010388i,0.065438-0.048697i,0.049401-0.065414i,0.046455-0.051035i,0.055484-0.0085175i,0.055382+0.034806i,0.041513+0.044329i,0.035724+0.022161i,0.04468-0.0040594i,0.046188-0.01254i,0.039199-0.0070501i,0.028959-0.0034896i
0.33737-0.14272i,0.44159-0.081243i,0.55578+0.011813i,0.66672-0.16139i,0.52048-0.45042i,0.23526-0.41338i,0.12446-0.15821i,0.079345-0.021677i,-0.029867+0.011426i,-0.1453+0.015927i,-0.21998+0.023236i,-0.19124+0.074121i,-0.078928+0.1191i,0.024123+0.10335i,0.080622+0.039444i,0.079322-0.022581i,0.049683-0.045574i,0.042413-0.0425i,0.044499-0.041424i,0.019905-0.040828i,-0.010183-0.025363i,-0.020853+0.0038549i,-0.023622+0.036113i
0.11326+0.70636i,0.30701+0.79198i,0.41185+0.30655i,0.27786-0.25864i,0.061911-0.34741i,-0.033694-0.13828i,-0.052119+0.012987i,-0.04874+0.046426i,-0.01369+0.0064372i,0.054728-0.04584i,0.12092-0.09877i,0.093093-0.13572i,0.010843-0.099045i,-0.0078486-0.023823i,0.020829+0.037447i,0.040266+0.073504i,0.023061+0.081505i,-0.027101+0.080147i,-0.050579+0.078863i,-0.021374+0.061119i,0.012973+0.025161i,0.015474-0.0028023i,-0.00080072-0.015657i
-0.64206-0.29896i,-0.96773-0.29472i,-0.90603-0.062779i,-0.47313+0.16158i,-0.037312+0.11294i,0.11655-0.14105i,0.066304-0.27915i,0.017829-0.22482i,-0.0081681-0.10618i,-0.044462+0.026836i,-0.049163+0.13477i,-0.0043838+0.14544i,0.028246+0.077374i,0.0079643+0.031329i,-0.028736+0.035859i,-0.048349+0.050264i,-0.035195+0.050683i,0.0095297+0.022325i,0.030472-0.020478i,0.0097008-0.022717i,-0.0073322+0.014936i,-0.0044971+0.039498i,0.0060043+0.043923i
0.32637-0.28253i,0.39763-0.31776i,0.45169-0.073649i,0.57385+0.12819i,0.52753+0.054614i,0.2548+0.01909i,0.064043+0.1149i,0.028026+0.093446i,0.020858-0.0083972i,0.032854-0.059303i,0.029026-0.07676i,-0.025551-0.048749i,-0.068933+0.014402i,-0.081512+0.06635i,-0.087855+0.10506i,-0.095336+0.12703i,-0.10693+0.1407i,-0.088192+0.14253i,-0.014947+0.094703i,0.040147+0.0088302i,0.034374-0.038766i,0.015616-0.032573i,-0.0036372-0.026525i
0.17079+0.43726i,0.39946+0.40075i,0.44514+0.097351i,0.20222-0.041027i,-0.087142+0.032564i,-0.28972-0.019171i,-0.41834-0.15069i,-0.34407-0.12842i,-0.14038-0.016312i,-0.0082437+0.086964i,0.03468+0.12611i,0.023736+0.061544i,-0.018815-0.01752i,-0.051977-0.045198i,-0.073796-0.057348i,-0.10049-0.063736i,-0.12727-0.058166i,-0.11336-0.043779i,-0.044175-0.023616i,0.02581-0.01223i,0.061766-0.016817i,0.067924-0.028699i,0.049527-0.029515i
-0.52439-0.23091i,-0.65774-0.15793i,-0.51264+0.049352i,-0.30411+0.1339i,-0.11957+0.029005i,0.12663-0.15509i,0.29445-0.27995i,0.2713-0.21502i,0.18122-0.041547i,0.10698+0.055496i,0.024069+0.044131i,-0.027286+0.014815i,-0.0042678+0.0055417i,0.019649-0.030905i,-0.0077747-0.084023i,-0.057411-0.12622i,-0.11857-0.14728i,-0.15153-0.099759i,-0.10078-0.013785i,-0.016439+0.017205i,0.02393+0.01249i,0.028855+0.019236i,0.018358+0.018004i
0.42787+0.096001i,0.53485+0.17585i,0.41825+0.32687i,0.29478+0.31965i,0.29887+0.10659i,0.30444-0.17625i,0.2029-0.32923i,0.059031-0.24112i,-0.0064492-0.059225i,-0.010682+0.066848i,0.022536+0.11249i,0.084177+0.074933i,0.13957+0.014646i,0.20789-0.046697i,0.25833-0.13408i,0.23761-0.19465i,0.15946-0.18653i,0.051098-0.12472i,-0.031076-0.033698i,-0.043286+0.030758i,-0.026698+0.041483i,-0.015616+0.045581i,0.0099289+0.051824i
0.86868+7.6865i,3.6943+6.963i,6.6571+5.3986i,6.8592+1.7564i,5.258-1.6266i,2.7444-3.2184i,0.56524-2.2084i,-0.092387-0.20338i,0.59378+0.98298i,1.3462+0.62443i,0.91681-0.41346i,-0.16171-0.82763i,-0.95368-0.48463i,-1.2554+0.24778i,-0.98924+0.85528i,-0.45575+0.98755i,-0.033471+0.75859i,0.12393+0.34449i,0.0022078-0.028284i,-0.21297-0.15518i,-0.29418-0.14324i,-0.24543-0.12565i,-0.14124-0.11572i
-0.50283-0.5692i,-0.92323-0.56412i,-0.86608-0.22144i,-0.40992+0.12458i,-0.10621+0.26001i,-0.12534+0.31833i,-0.16165+0.36437i,-0.066584+0.35303i,0.097256+0.30709i,0.24432+0.22448i,0.26495+0.10698i,0.14219+0.021525i,0.023473+0.016469i,0.0032734+0.037064i,0.016043+0.026405i,0.003429+0.024053i,-0.0020892+0.048282i,0.033583+0.065304i,0.071803+0.039986i,0.057483-0.01729i,0.013942-0.047294i,-0.0042996-0.048033i,-0.0074334-0.04171i
0.47498+0.17412i,0.59247+0.20033i,0.511+0.13022i,0.38182-0.034529i,0.25181-0.20118i,0.1714-0.2485i,0.17728-0.16872i,0.17428-0.030442i,0.21403+0.066707i,0.30319+0.036578i,0.29387-0.042364i,0.16236-0.057852i,0.025932-0.018215i,-0.035227+0.021161i,-0.027635+0.040879i,0.021543+0.027988i,0.053925-0.015604i,0.029546-0.035278i,-0.016044-0.025314i,-0.058744-0.026055i,-0.084734-0.028858i,-0.073191-0.030287i,-0.04672-0.040575i
-0.12997+0.079149i,0.11806-0.16132i,0.3206-0.53991i,0.20148-0.56496i,0.019461-0.19032i,-0.024769+0.076625i,-0.08344+0.057403i,-0.12647-0.0018223i,-0.06208-0.0097257i,0.033247-0.040065i,0.068775-0.06343i,0.067159-0.058465i,0.06398-0.068763i,0.062858-0.094621i,0.063964-0.11467i,0.056749-0.11948i,0.048334-0.10868i,0.040111-0.095878i,0.0085776-0.078433i,-0.018709-0.042678i,-0.0092329-0.023122i,0.0095433-0.035537i,0.024806-0.042683i
-0.11319-0.7202i,-0.4261-0.77237i,-0.51766-0.32395i,-0.17344+0.15502i,0.23158+0.18616i,0.28358-0.0047286i,0.085616-0.05608i,-0.054457-0.0071754i,-0.063818-0.00056653i,-0.036477-0.039749i,-0.024088-0.057189i,-0.013712-0.033339i,-0.0016881-0.0067114i,0.0044714+0.0099281i,0.014502+0.015955i,0.029933+0.014719i,0.051538+0.016154i,0.04842+0.0075647i,0.015126+0.00083788i,-0.0017893+0.0047512i,-0.0015015+0.0048235i,-0.0080675+0.0095981i,-0.019059+0.023046i
0.49654+0.6471i,0.74807+0.89754i,0.68879+0.85991i,0.28122+0.57501i,-0.17861+0.35906i,-0.35151+0.35332i,-0.24815+0.35004i,-0.15179+0.24253i,-0.1492+0.13491i,-0.15422+0.066489i,-0.11754+0.016599i,-0.070381-0.0219i,-0.048316-0.047972i,-0.025312-0.062204i,0.0053278-0.070152i,0.032612-0.074781i,0.056671-0.086125i,0.056708-0.082952i,0.028959-0.038224i,0.0032585+0.019565i,0.0031065+0.049807i,0.012818+0.0492i,0.022472+0.042804i
-0.30835-0.078817i,-0.15672-0.14565i,0.13067-0.27639i,0.24901-0.37706i,0.20695-0.30012i,0.18071-0.102i,0.18582+0.01491i,0.1411+0.017109i,0.049305+0.016824i,-0.0043183+0.035905i,-0.022239+0.027252i,-0.033711+0.017332i,-0.023101+0.023988i,-0.023496+0.014013i,-0.058332+0.00022795i,-0.091508+0.0025594i,-0.097659+0.00049418i,-0.083453-0.0055226i,-0.049927+0.014551i,-0.0012447+0.043877i,0.025184+0.041122i,0.013992+0.014304i,-0.0021155-0.020275i
0.17238-0.41729i,-0.10816-0.49186i,-0.50039-0.29731i,-0.57796+0.0026049i,-0.39199+0.070853i,-0.29742-0.077973i,-0.31663-0.13721i,-0.25654-0.059281i,-0.1079-0.00055362i,0.0088746-0.016386i,0.054458-0.037725i,0.056534-0.014117i,0.057708+0.015711i,0.054493+0.015889i,0.029587+0.0096082i,0.0040744+0.017405i,-0.010972+0.040876i,-0.0054341+0.055047i,0.016766+0.037878i,0.025933+0.010071i,0.014715+0.003563i,-0.0050937+0.0135i,-0.025784+0.02657i
-0.13625+0.55921i,-0.33371+0.72402i,-0.47874+0.56643i,-0.44972+0.18414i,-0.29866-0.067217i,-0.1384-0.014815i,-0.031011+0.15582i,-0.0018063+0.19523i,-0.036637+0.096322i,-0.082217+0.010408i,-0.072339+0.00076717i,-0.013979-0.014249i,-0.0082714-0.057537i,-0.056415-0.049784i,-0.072167+0.0095787i,-0.034673+0.058758i,0.020615+0.065083i,0.038449+0.031522i,0.0055663-0.0037479i,-0.021543-0.0095682i,-0.01503-0.0037295i,-0.0019074-0.0036378i,0.0099841-0.00072476i
0.051004-0.29773i,0.28048-0.43441i,0.48702-0.41878i,0.53644-0.33549i,0.4491-0.30739i,0.27217-0.29663i,0.13717-0.24291i,0.090509-0.15586i,0.058014-0.050547i,0.043742+0.028434i,0.040153+0.036752i,0.0087421+0.028066i,0.0053282+0.057971i,0.06047+0.067349i,0.10642+0.029885i,0.10284-0.0076337i,0.070758-0.02351i,0.042693-0.011007i,0.023292+0.0080209i,-0.0027365+0.0059298i,-0.027948-0.002094i,-0.030455-0.0050771i,-0.023102-0.014616i
0.19506-0.087324i,0.20532-0.2947i,0.065441-0.47285i,-0.070108-0.30111i,-0.039973+0.0090769i,0.056244+0.067265i,0.010336-0.015198i,-0.055751-0.019441i,-0.0091087-0.0033079i,0.047458-0.014311i,0.051029-0.018383i,0.022517-0.013992i,-0.0080876-0.0090823i,-0.016907-0.019411i,-0.017906-0.054654i,-0.026375-0.083759i,-0.038623-0.077236i,-0.041853-0.046485i,-0.028489-0.017446i,-0.015639+0.0017176i,-0.0091837+0.0095982i,-0.0059204+0.0025836i,-0.0095898-0.0010158i
-0.20135+0.12303i,-0.24605+0.20173i,-0.052788+0.08727i,0.12758-0.21568i,0.11009-0.3212i,0.082789-0.13526i,0.13431+0.002127i,0.12808-0.011943i,0.063773-0.039953i,0.028695-0.044183i,0.018996-0.030798i,0.022373-0.015219i,0.025786-0.029611i,0.0033003-0.0549i,-0.043636-0.052337i,-0.083658-0.016178i,-0.07943+0.020873i,-0.038509+0.024336i,-0.0079487-0.0034233i,-0.0012212-0.026388i,0.0035864-0.024713i,0.018025-0.016269i,0.030289-0.019526i
0.42762+0.055326i,0.72835+0.0173i,0.73964+0.087407i,0.58902+0.29567i,0.51313+0.39126i,0.36632+0.21491i,0.10432+0.012979i,-0.049819-0.0021727i,-0.012665+0.050033i,0.051371+0.04589i,0.061834+0.022235i,0.051129+0.0063604i,0.022116+0.0075936i,-0.0029201+0.042242i,-0.0001423+0.074037i,0.011614+0.070234i,0.016034+0.044566i,0.0029643+0.017159i,-0.020945+0.0075799i,-0.034482+0.010836i,-0.035106+0.0056909i,-0.032628-0.0023072i,-0.027809+0.00093983i
-0.34982+0.30518i,-0.35494+0.59152i,-0.17434+0.62543i,-0.10742+0.39655i,-0.24033+0.20877i,-0.2354+0.16569i,-0.07454+0.1083i,-0.0048487+0.011494i,-0.029678-0.025363i,-0.034301-0.017373i,-0.018447-0.030265i,-0.02102-0.045736i,-0.029304-0.03693i,-0.011487-0.02661i,0.025258-0.033953i,0.045287-0.04698i,0.031657-0.050443i,0.0056734-0.034088i,-0.0050875-0.0024083i,0.0058807+0.017763i,0.018828+0.016578i,0.021267+0.011677i,0.023487+0.00756i
0.063871-0.32203i,-0.01898-0.31408i,0.079662-0.10452i,0.3086+0.029764i,0.33875+0.020585i,0.15216+0.072897i,0.024787+0.17066i,0.019951+0.18173i,0.020233+0.1405i,-0.0004831+0.095343i,-0.025408+0.057659i,-0.032923+0.041126i,-0.014951+0.025416i,-0.0090843-0.001063i,-0.023406-0.018978i,-0.03518-0.022111i,-0.032732-0.012944i,-0.01448-0.0022631i,0.0063112-0.0039612i,0.010373-0.0098145i,-0.0028651-0.0079327i,-0.014169-0.00036121i,-0.015957+0.0024381i
0.049268+0.4686i,0.021246+0.52835i,-0.16862+0.4648i,-0.34463+0.43386i,-0.34178+0.3981i,-0.20743+0.27377i,-0.05537+0.1109i,0.010876+0.0051471i,0.0055317+0.00061354i,0.0048517+0.036626i,0.014104+0.045437i,0.015266+0.041306i,0.027203+0.045852i,0.058718+0.047434i,0.084614+0.027845i,0.087165-0.005448i,0.071074-0.026894i,0.041337-0.02369i,0.01185-0.011906i,-0.0055178-0.0084343i,-0.0096824-0.0087238i,-0.0080384-0.0068699i,-0.010504-0.0005372i
-0.54724-0.29363i,-0.73409-0.31343i,-0.6703-0.24056i,-0.4386-0.1704i,-0.19875-0.16033i,-0.055622-0.13984i,-0.025833-0.066827i,-0.039425-0.021049i,-0.062977-0.021757i,-0.066599-0.013409i,-0.028874+0.0052266i,0.0052012-0.0061603i,0.00022002-0.049504i,-0.02639-0.0888i,-0.04961-0.094779i,-0.053962-0.078529i,-0.044065-0.06642i,-0.034013-0.052083i,-0.027868-0.027359i,-0.017926+0.0040883i,0.00047912+0.02513i,0.015037+0.022017i,0.02487+0.0077684i
0.29807-0.13473i,0.20988-0.10289i,0.032239+0.028655i,-0.060242+0.1086i,-0.10187+0.041633i,-0.16879-0.025649i,-0.15782+0.028064i,-0.056445+0.088614i,0.0094414+0.064713i,0.028447+0.01479i,0.044211-0.02992i,0.032485-0.042679i,0.0094852+0.0087057i,0.01463+0.066296i,0.02855+0.084965i,0.027244+0.08057i,0.013482+0.066297i,0.0004108+0.047266i,0.0067587+0.024048i,0.014387-0.0094367i,-0.00014174-0.033533i,-0.015842-0.030541i,-0.020764-0.017777i
-0.033676+0.17036i,0.061329+0.039387i,0.10758-0.13228i,-0.013236-0.15516i,-0.098702-0.026387i,-0.01373+0.059344i,0.041507-0.005241i,-0.017068-0.055194i,-0.064157-0.019001i,-0.077602+0.011952i,-0.085842+0.027416i,-0.056108+0.03269i,-0.015905+0.01328i,-0.0089066+0.0043563i,0.0019463+0.011363i,0.035484+0.007957i,0.061227+0.00011044i,0.053889-0.0071022i,0.014959-0.013561i,-0.019154-0.0039832i,-0.020296+0.014123i,-0.0049983+0.0168i,0.00453+0.0075642i
-0.050388-0.29911i,-0.0063914-0.40618i,0.01619-0.42663i,0.060809-0.39342i,0.1305-0.37514i,0.078091-0.34613i,-0.049518-0.20659i,-0.076872-0.064577i,-0.029067-0.035139i,0.0079854-0.039072i,0.030917-0.025917i,0.037698-0.023731i,0.039035-0.027219i,0.055441-0.029597i,0.055211-0.035373i,0.022232-0.03315i,-0.0056902-0.030844i,-0.010514-0.037015i,-0.0048319-0.02975i,0.0052084-0.010182i,0.01207-0.0012394i,0.0059104+0.0026697i,-0.0017889+0.012933i
0.059864+0.043601i,0.038051+0.14527i,0.040805+0.14332i,-0.025716+0.078965i,-0.1306+0.13277i,-0.090314+0.21968i,0.0034768+0.16902i,0.01377+0.093279i,0.008995+0.062645i,0.011258+0.022099i,0.0023281-0.0079988i,-0.01203-0.019668i,-0.059901-0.019296i,-0.11806+0.0095724i,-0.12567+0.048392i,-0.082666+0.068387i,-0.037251+0.060795i,-0.021421+0.040118i,-0.018386+0.028555i,-0.0075703+0.019205i,-0.0006129+0.0024449i,-0.0025338-0.012367i,-0.0025684-0.020723i
0.091472-0.092786i,-0.018277-0.17624i,-0.091151-0.078988i,0.042038-0.039852i,0.14996-0.18215i,0.059865-0.21535i,-0.018072-0.099387i,-0.020805-0.040984i,-0.041944-0.03945i,-0.062238-0.034783i,-0.068889-0.027318i,-0.057539+0.0096618i,0.00043934+0.047792i,0.071171+0.038058i,0.10292+0.0013108i,0.088171-0.026683i,0.049753-0.02905i,0.022148-0.014377i,0.02066-0.013109i,0.019157-0.028919i,-0.0002785-0.028429i,-0.013979-0.0044079i,-0.011293+0.017857i
0.010855+0.34414i,0.23307+0.44566i,0.29481+0.31703i,0.14236+0.22861i,0.079734+0.31109i,0.14237+0.28612i,0.1258+0.098369i,0.031061-0.010326i,-0.0013446+0.0020519i,0.015146+0.026169i,0.022748+0.044186i,0.029429+0.044711i,0.020866+0.019303i,-0.014956+0.0023052i,-0.053427-0.0021874i,-0.070689-0.0091558i,-0.053737-0.012016i,-0.019446-0.0095857i,-0.0065006+0.0018115i,-0.013421+0.024754i,-0.0092492+0.034256i,-0.00018255+0.013938i,-0.0047926-0.0093533i
-0.2691-0.50388i,-0.54219-0.53301i,-0.5092-0.35298i,-0.20968-0.26332i,-0.086032-0.32099i,-0.17487-0.2273i,-0.13713+0.010939i,-0.0032414+0.085415i,0.019341+0.018116i,0.00014852-0.018314i,0.027505-0.03079i,0.050085-0.042964i,0.041219-0.054297i,0.020933-0.069359i,0.0048545-0.06187i,-0.0041668-0.026546i,-0.011903+0.0020157i,-0.01895+0.0038488i,-0.018595-0.0055813i,-0.011002-0.010572i,-0.0044161-0.0091355i,0.0026219+0.00043352i,0.01246+0.0079927i
0.67687+0.20996i,0.87346+0.045012i,0.65001-0.099923i,0.28531+0.041332i,0.16265+0.26926i,0.19519+0.22071i,0.12613+0.008881i,-0.0001951-0.081592i,-0.043361-0.039661i,-0.0042979-0.0030222i,0.012058-0.023098i,-0.023611-0.03043i,-0.04575+0.0085459i,-0.034162+0.045944i,-0.0097769+0.051221i,0.016885+0.024156i,0.035456-0.0083047i,0.039241-0.019853i,0.028658-0.0093483i,0.020874+0.010605i,0.019191+0.012268i,0.005809-0.0058926i,-0.016449-0.013522i
-0.61687+0.16099i,-0.71968+0.22006i,-0.5245+0.14097i,-0.28565-0.047489i,-0.21972-0.19723i,-0.21107-0.17242i,-0.13792-0.05139i,-0.048012+0.0068244i,-0.013406-0.01854i,-0.031887-0.041957i,-0.045779-0.032169i,-0.033661-0.02168i,-0.017889-0.031265i,-0.010919-0.048385i,-0.0096307-0.053364i,-0.012025-0.042774i,-0.020699-0.029899i,-0.029269-0.017132i,-0.030936-0.0078668i,-0.031436-0.013358i,-0.027688-0.018024i,-0.011214-0.0088761i,0.0076217-0.005255i
0.49761-0.45388i,0.70055-0.6001i,0.59826-0.49656i,0.32548-0.19217i,0.17637+0.045187i,0.10725+0.077548i,0.024719+0.042457i,-0.004513+0.036583i,0.020065+0.017146i,0.034795+0.00081067i,0.037951+0.024143i,0.038617+0.046647i,0.030469+0.047387i,0.022934+0.046157i,0.022448+0.04122i,0.022476+0.025155i,0.023317+0.0011088i,0.018534-0.021449i,0.0050983-0.025184i,-0.0036075-0.0079428i,-0.0078596+0.0048978i,-0.013646+0.0065943i,-0.014181+0.010499i
0.037096+0.60029i,0.05897+0.78868i,0.08553+0.60127i,0.016097+0.22309i,-0.11648-0.0057774i,-0.15857-0.058034i,-0.1342-0.045096i,-0.10665-0.01681i,-0.078972+0.012405i,-0.058353+0.037802i,-0.029553+0.036396i,-0.011+0.011801i,-0.012882+0.0020004i,-0.0040938-0.0070971i,0.013993-0.025287i,0.023757-0.031118i,0.018233-0.017425i,0.0071178+0.0049028i,0.0061233+0.01308i,0.0055092+0.0013703i,0.001262-0.0060415i,0.0061692-0.0047383i,0.012986-0.012103i
-0.1995-0.082238i,-0.13369-0.07268i,0.020511+0.0065437i,0.12508+0.036723i,0.14427+0.013485i,0.12657+0.039044i,0.10425+0.067951i,0.082261+0.056485i,0.066998+0.023947i,0.056518-0.014965i,0.0463-0.028107i,0.047633-0.025598i,0.054938-0.034453i,0.043368-0.044404i,0.0065013-0.042399i,-0.024285-0.02726i,-0.021005-0.01729i,-0.0063459-0.022016i,-0.01116-0.022605i,-0.01834-0.0089014i,-0.0098386+0.003031i,-0.0029028+0.0061544i,0.00016195+0.011178i
0.0022359+0.050926i,-0.055473+0.22699i,-0.099085+0.30416i,-0.093765+0.20223i,-0.089116+0.057799i,-0.098124-0.0040369i,-0.069688+0.0022255i,-0.0055179+0.0089007i,0.037664-0.0035232i,0.023654-0.0038892i,-0.011945+0.017055i,-0.030202+0.028842i,-0.038749+0.026771i,-0.035908+0.033677i,-0.014104+0.042892i,0.010517+0.040088i,0.021313+0.033848i,0.025795+0.02688i,0.032968+0.010791i,0.029838-0.0087047i,0.012552-0.015469i,0.002287-0.012074i,6.5557e-05-0.01241i
0.034419+0.12473i,0.028272+0.13654i,0.056825+0.07727i,0.084492-0.019503i,0.10935-0.053452i,0.14477-0.057535i,0.12374-0.12446i,0.0075652-0.16417i,-0.092939-0.10192i,-0.089926-0.042976i,-0.04931-0.038284i,-0.025805-0.036089i,-0.016319-0.025879i,-0.01157-0.019219i,-0.0017685-0.011163i,0.0093172-0.0045329i,0.018146-0.0084872i,0.015704-0.018797i,-0.002525-0.015982i,-0.011558-0.001124i,-0.0054919+0.0046387i,-0.0041955+0.0021478i,-0.0050108+0.0069263i
