-0.002289-0.00064858i,-0.0014509-0.0017364i,-0.0021997-0.00030473i,-0.0032936+0.00070012i,-0.0021603+0.0024331i,-0.00055383+0.0029193i,0.00014519+0.0020916i,0.0009474+0.0020278i,0.0014814+0.0018999i,0.0020883+0.0010146i,0.0017895-0.00014121i,0.00059873-0.00090666i,6.0277e-05-0.00067801i,-0.00065742+1.7632e-05i,-0.0011546+0.0004925i,-0.00104+0.00088433i,-0.00037086-0.00010813i,0.0003512-0.00030559i,8.4545e-05+0.00039055i,0.00025305+0.0010024i,0.00073379+0.0010147i,0.0005791+0.00033593i,0.00021668-0.00038246i
0.00013305+0.00082243i,-0.0013248+0.00049903i,-0.0016941+0.0011884i,-0.0024152+0.0021155i,-0.0013829+0.002794i,-2.8328e-05+0.0028481i,-0.00015848+0.002105i,-8.8221e-06+0.0016904i,0.00079768+0.0015679i,0.0011861+0.0010442i,0.0013687+0.00055123i,0.0016211+0.00051271i,0.00098214+0.00037898i,-0.00048723+0.00035247i,-0.0012387+0.00061101i,-0.00097267+0.00052787i,0.00025506+0.00022789i,0.00046583-3.2489e-05i,-0.0004783-2.1958e-05i,-0.0006557-2.3825e-05i,-6.9512e-05-0.00094917i,9.1248e-06-0.0011369i,0.00011807-0.0001626i
0.00024405+0.0012948i,-0.00018713+0.00097721i,-0.00048876+0.00047425i,-0.0013908+0.0010272i,-0.0025835+0.0023095i,-0.0021245+0.00143i,-0.00075026-6.3349e-05i,0.00046955-0.00018816i,0.00077122+0.00020167i,0.00067415+0.0007058i,0.0004393+0.00075505i,0.00036142+0.00025889i,0.00011094+0.00024699i,-1.046e-05+0.00031616i,-0.00013219+0.00024252i,0.0002816+0.00052624i,-9.4e-05+0.00077205i,-0.00021805+0.00059858i,0.00054628+0.00012048i,0.00058339-0.00049931i,-0.00019129-0.00026703i,-0.00066388+0.0003077i,-0.0002892+0.00012856i
-0.0012801+0.00071045i,-0.002647-0.00026225i,-0.0048416+0.00022202i,-0.0056442+0.0010572i,-0.0036059+0.0019089i,-0.001359+0.0024819i,-0.00071139+0.0021744i,-0.00052747+0.001402i,-0.00043233+0.00085914i,-0.00048954+0.00051648i,-0.00042399+0.0002653i,-0.00016441+0.00021299i,0.00045054-0.00030833i,0.00025125-0.00013857i,-0.00053574+0.00050122i,-0.0014642-0.00022135i,-0.00081259-0.00042864i,-0.0005263+0.00069519i,-0.00095618+0.00057129i,-0.0010446+9.4354e-05i,-0.000247+0.00032555i,0.00042659-0.00010399i,-1.425e-05-0.00071345i
0.0006278-0.00027035i,-0.0009221-0.00046126i,-0.0032178-0.00070999i,-0.004102-0.00029261i,-0.0027223+0.00065847i,-0.0011514+0.00040866i,-0.00029937+0.00033602i,3.7493e-05+0.0011778i,0.00081768+0.00091602i,0.00062838-5.4191e-05i,0.00028485+0.0003913i,0.000754+0.0011562i,0.00046361+0.00085268i,-0.00087371+0.00040287i,-0.0010374-0.00056386i,-0.00053516-0.00053068i,-0.00050792-0.00016088i,-0.00019471-0.00081348i,-0.00012643-0.00097302i,5.6775e-05-0.00074621i,0.00080117+5.9788e-05i,0.0010703+0.00077946i,0.0010963+0.00043752i
0.00056439-0.00023746i,0.00030791+0.00011153i,-0.00071907+1.9503e-05i,-0.0024108+0.00083643i,-0.0029515+0.0023639i,-0.0024311+0.0036617i,-0.0010826+0.0029961i,0.00017458+0.0014966i,0.00014687+0.00039193i,0.00064761-0.00011291i,0.0011964+0.00012993i,0.00080026+0.00083293i,0.00049442+0.0015622i,0.00099393+0.0008125i,0.0007898-0.00078141i,-0.00027065-0.0012014i,-0.00039244-0.00073i,0.00035105-0.00049751i,0.00019796-0.00073496i,0.00012736-0.00071081i,0.00010269-0.00035421i,-0.0010334-5.0176e-05i,-0.0010592+0.0003392i
0.00011492-0.00030166i,-0.00048771-0.0006725i,-0.0021251+0.0010023i,-0.0035538+0.0022773i,-0.0033651+0.0023062i,-0.0025056+0.0014933i,-0.0014204+0.00059166i,-0.00058016+0.00044717i,0.0007847+5.0475e-05i,0.0014174+0.00025917i,0.00081464+0.00032728i,0.00015378+0.00039255i,-0.00023956+0.00013175i,2.8734e-06-0.00034128i,-2.8185e-05+2.8878e-05i,-0.00078804-8.3909e-06i,-0.00057294-0.00078038i,0.00042935-0.0010759i,0.00020044-0.0011292i,0.00013557-0.00090906i,0.00055165-0.00059963i,0.00050846-0.00076009i,0.00057546-0.00046321i
0.0010105+0.00020771i,9.4441e-05-0.00083252i,-0.00096543-0.00088128i,-0.001932-0.00057436i,-0.0025657+0.00094531i,-0.0028335+0.0011574i,-0.0023267+0.00093245i,-0.00080574+0.0015035i,0.00084552+0.00051523i,0.0010986-0.00044178i,0.0012451-0.00025107i,0.00069556+0.00016268i,0.00021464+0.00055674i,0.00051744+0.00085199i,0.00078157+0.00032785i,0.0007899-2.939e-05i,0.00010561-8.3126e-05i,-0.0002709-0.00067897i,5.6156e-05-0.0013552i,0.00055678-0.00043927i,0.00017174+0.00034014i,-0.0004182-2.979e-05i,-0.00043433-0.00038486i
9.9592e-05+2.2729e-05i,-0.00092548-0.0003578i,-0.0039337-7.6738e-06i,-0.0046427+0.00089357i,-0.002208+0.0018763i,-0.0013155+0.0018791i,-0.00034417+0.0012093i,0.001246+0.0012587i,0.001419+0.0015301i,0.00083969+0.00089059i,0.0004444+0.00042378i,0.00087526+8.8421e-05i,0.00097164-0.00053062i,0.00083531-0.0007908i,0.00028247-0.00044397i,-0.00028574+0.00013102i,0.00010945+0.00014792i,0.00044763+0.00035581i,0.00033654+0.00073627i,1.4215e-05+0.00038202i,-0.00048552+0.00012886i,-0.00083657-0.00020299i,-0.00037949+4.9534e-05i
-0.00032198+0.00070695i,-0.0014644-0.00064887i,-0.0024307-0.0017522i,-0.0038917-0.00082223i,-0.003849+0.0013333i,-0.0019396+0.0021269i,-0.00094647+0.0012987i,-0.00058187+0.0013956i,-6.8999e-05+0.00073993i,-0.00035269+0.00037393i,-0.00065185-8.2146e-05i,-0.00025627-0.00067185i,-0.00013005-0.00080788i,8.9508e-05-0.00097149i,6.6835e-06-0.00047i,-0.00013389-2.4486e-05i,0.00017428-7.5557e-05i,0.00016028+0.00016084i,-4.078e-05+0.00016214i,-0.00021968-0.00050437i,-2.1513e-05-0.00080348i,0.00014374-0.00024519i,0.00010074-0.0001023i
0.00060051-0.0005632i,1.7474e-05-0.0011384i,-0.00027298-0.00035494i,-0.0013046+0.0011996i,-0.0010801+0.0030484i,0.00015584+0.0033118i,0.00086028+0.002286i,0.00060373+0.0011984i,2.73e-05-0.00031689i,0.00048416-0.00071526i,0.000817+0.00025199i,0.00091164-8.8973e-05i,0.00079962-0.00056748i,0.00020219+2.7065e-05i,-0.00014136+0.00052678i,-0.00039813+0.00049669i,8.6358e-05+0.0005677i,0.00037403+0.00020863i,0.00031276-0.00019416i,0.0011131+0.00014798i,0.00086636+0.00054146i,-0.00015872+0.00039975i,-5.8311e-05-4.5672e-05i
0.00029003-0.001065i,-0.0018691-0.00089063i,-0.0045132-4.7521e-05i,-0.0055647+0.0008585i,-0.0038975+0.0012922i,-0.0012476+0.0013909i,-0.00036186+0.00088035i,-0.00036748+0.0002193i,0.00023292+0.00017839i,0.00070454+0.0011746i,0.00097505+0.0017948i,0.0011207+0.0014909i,0.00093288+0.00081465i,-0.00016692+0.00012105i,-0.00059688-0.00022499i,-0.00083406+0.00028129i,-0.00087484+0.00048836i,-0.00029368+4.4869e-05i,3.8431e-05+0.00033543i,-9.0001e-05+0.00048476i,-4.1945e-05-0.00017949i,9.511e-05-0.00053226i,-0.00042268-0.00068203i
0.00014594-0.00037422i,-0.00037681-0.00071026i,-0.00068515-0.0013011i,-0.0012463-0.00046658i,-0.001575+0.0013945i,-0.0015251+0.0019525i,-0.00069972+0.00089531i,0.00017083+0.00033003i,0.00019578-0.00015533i,0.00013342-0.00030075i,4.8584e-05-5.5158e-05i,0.00047744+0.00034691i,0.0012171+9.7076e-05i,0.0011858-0.00032068i,0.00054457-0.00042775i,0.00024961+0.00045209i,-0.00034256+0.00073681i,-0.00058165-0.0001697i,-4.0284e-05+0.00021281i,4.6009e-05+0.00084345i,-0.00035942+0.00060845i,-0.00023564+4.0854e-05i,0.00022031-0.00024118i
0.00042047+0.0007519i,-7.8906e-05+0.00093534i,-4.6468e-05+0.0010114i,-0.0010622+0.0013098i,-0.0013201+0.002682i,-0.00098983+0.0027791i,-0.00098984+0.0010849i,-0.00043782+0.00073342i,-6.9713e-06+0.00083994i,7.129e-05+0.00064555i,0.00011408+7.7516e-06i,0.00072315-0.00018961i,0.00084962+0.00017569i,0.00075208+1.7465e-05i,0.00044807+0.00012017i,-0.00039271+0.00031731i,-0.00026755-0.00021534i,-0.00020651-0.00067082i,3.6195e-05-0.0011328i,0.00016718-0.0014215i,0.00016927-0.00069168i,-6.239e-06-3.6663e-05i,-0.00056831+0.00036835i
0.0015188+0.00012598i,0.0010663-0.00056527i,-0.00052954-0.0019111i,-0.0025978-0.0011323i,-0.0032594+0.00062223i,-0.002504+0.002483i,-0.0013127+0.0022604i,-0.0003874+0.00092363i,-0.00020095+0.00037895i,0.00010316+0.0004548i,0.00076164+0.00034449i,0.00095909+0.00049008i,0.00035383+0.0013814i,0.00047854+0.0015809i,0.00038194+0.00078557i,-0.00026972+0.00027586i,-0.00072354-0.0005395i,-0.00053534-0.0011424i,0.00029384-0.00014139i,0.00021125+0.00010576i,-5.0365e-05-0.00049293i,0.00016529-0.00068964i,-0.00040417-0.00040518i
-0.0014551-9.4969e-05i,-0.0014465+0.001101i,-0.0022823+0.0033421i,-0.0028992+0.0043438i,-0.0021251+0.0041195i,-0.00058907+0.0022981i,-5.0941e-05+0.00049976i,0.00036035+0.00040315i,0.00027333+0.00046517i,0.00060059+0.00034751i,0.00080274+0.00056298i,-3.4855e-05+0.0002955i,-0.00076209+0.00013096i,-0.00044801+0.00023046i,0.00014095-0.0003566i,0.00067681-0.00073431i,0.00063767-0.00053073i,0.00017841-0.00048499i,0.00060346+0.00047404i,0.00039914+0.00073324i,-6.1456e-05-0.00017172i,-1.1528e-05-0.000156i,0.00029216-0.00045884i
-0.00047788-0.0010233i,-0.00075895-0.0005472i,-0.0020788-0.00016991i,-0.0039152+0.0016031i,-0.0036289+0.0029343i,-0.0016037+0.0021187i,-0.00048963+0.0014525i,-7.3426e-05+0.0012815i,2.7876e-05+0.00033546i,-0.00011681-1.0448e-05i,0.00013874-0.00034395i,0.00029675-0.00010972i,0.00051922+0.00031182i,0.00072076-0.00035851i,0.00050363-0.00070267i,0.00022658-0.00086132i,-0.00010294-0.00014548i,-0.00049958+0.0004974i,-0.0002958-0.00053476i,1.3165e-06-0.000863i,-0.00021252-0.00013249i,-0.00036455-0.00065542i,0.00011113-0.00057385i
0.0013639-0.0007384i,0.00054511-0.00061077i,-9.1843e-07-0.0011196i,-0.0019252-0.00057496i,-0.0025644-0.00013614i,-0.0019271+3.4755e-05i,-0.0019488+0.00065611i,-0.0011612+0.00037358i,-3.9968e-05+0.00021292i,0.00035351+0.00036073i,0.00046291+0.00052837i,0.00016667+0.00050104i,-0.00058336+0.00042778i,-0.00048524+0.00073073i,-1.7201e-05+0.00078976i,0.0001694+0.00029568i,0.00024352+0.0002782i,0.00018421+0.00031804i,0.00068679-8.538e-06i,0.000638+0.00045729i,0.0001987+0.00084368i,0.0001964+0.00035394i,0.00024261-2.5997e-06i
0.00082051+7.3202e-05i,-0.0011631+0.00029356i,-0.0038939+0.00027933i,-0.0053004+0.0020365i,-0.0032173+0.0026613i,-0.00062985+0.0021804i,7.4168e-05+0.0016588i,0.0003412+0.0012118i,0.00013254+0.00056256i,-0.00019815-0.00038175i,1.6118e-06-0.00040042i,0.00017614-5.2661e-05i,0.00069893-0.00011965i,0.00069771-0.00014794i,0.00076566-0.00054382i,0.00066186-0.00030425i,-0.00066653+0.00047408i,-0.0010603-9.6681e-06i,-0.00067644-0.00027186i,-0.00010977-0.00044503i,0.00052635-0.0005971i,0.0008541-0.00043799i,0.0005589-0.00017286i
0.00030145+0.00019324i,0.00015978-0.00068722i,-0.00023691+0.00030011i,-0.00031911+0.0018974i,0.00019019+0.0029976i,0.00079375+0.0022388i,0.00029857+0.00010868i,-0.00039471-0.001291i,-0.00038338-0.0011903i,-0.00048996-2.7778e-05i,-0.00044476+0.0005878i,-0.00032473+9.1177e-05i,0.00013282-0.00035549i,0.00035734-0.00031051i,0.00062627+7.2241e-05i,0.0011143-1.0435e-05i,0.0008607-0.00052638i,4.763e-06-0.0005165i,-0.00058865-0.00025199i,-0.00041751+0.00018253i,-0.00016682+0.00019557i,0.00032762+0.00024095i,0.00029158+0.00063631i
-0.00063616-0.0004038i,-0.0012023+0.00051159i,-0.0022783+0.0023403i,-0.0035472+0.0035348i,-0.0026757+0.002912i,-0.0014135+0.0022411i,-0.00090068+0.001969i,-6.7196e-05+0.0015817i,0.00041739+0.00092773i,0.00041367+0.00038174i,0.00053807+8.7842e-05i,0.00055927-4.1576e-05i,0.00045914+0.00022035i,6.9808e-05+0.00011763i,-0.00060925-0.00015014i,-0.00081835-0.00021693i,-0.00028945-1.8447e-06i,0.00021465+0.00011002i,0.0005268-0.00026536i,0.0002833-0.00013613i,4.2959e-05+0.00052073i,6.6289e-05-0.00010956i,0.00031276-0.00019668i
-0.0012998-0.0011358i,-0.0017275-0.00084903i,-0.00287-0.00088115i,-0.003607+0.00074645i,-0.0022724+0.0020114i,-0.001224+0.0013776i,-0.0011144+0.00041301i,-0.00074019+0.00056759i,-0.0004962+0.00091169i,-0.00016029+0.00013966i,0.00060116+0.00033372i,0.0011075+0.0007784i,0.00083864+0.00050233i,0.00033443+0.0003361i,-0.00038382+0.00015281i,-0.00068882+0.0002736i,1.8986e-05+0.00022137i,0.00091455+0.0002802i,0.0014917+0.00032744i,0.0013962-0.0002569i,0.0010197+7.1343e-05i,0.00052573+0.00041661i,0.00046389-2.5515e-05i
0.0014713-0.00014091i,-0.00062709+0.0014091i,-0.0039326+0.0021793i,-0.0043768+0.0022181i,-0.0028286+0.0028676i,-0.0010654+0.0034215i,0.00049489+0.0028418i,0.00057351+0.0012203i,0.000229-0.00013355i,0.00024633-0.00061776i,0.00075749-0.00034153i,0.0011449-1.408e-05i,0.0013982+0.00055617i,0.0011741+0.00068642i,0.00078654+0.0001782i,0.00064091-4.3011e-05i,0.000703+0.00049513i,0.00021872+0.0010046i,4.6274e-05+0.00026503i,0.00017946-1.7632e-06i,-0.00044664+0.00023123i,-0.00084106+1.1367e-06i,-0.00035853-0.00011465i
0.00029682-0.00080199i,-0.00053391-0.001953i,-0.0022967-0.0014927i,-0.0035979+0.00045626i,-0.0029509+0.0018956i,-0.00093602+0.0017616i,-0.00067866+0.00052047i,0.00017152-0.00046853i,0.0010484+1.4211e-05i,0.00017559+0.00085459i,-0.0001355+0.00070146i,-6.7987e-05+0.00021433i,0.00020107-1.518e-05i,0.00048729+0.00012173i,0.00053378+0.00044322i,0.00052745+2.1856e-05i,-0.00018612-0.00032942i,-0.0012366+8.4466e-05i,-0.00066239+0.00060337i,-3.4918e-05+0.00034318i,-0.00036097-0.00079516i,-6.8207e-05-0.00070128i,0.0004705+0.0004899i
1.088e-05-0.0016758i,0.00022223-0.001959i,-0.00069835-0.0013629i,-0.001427+0.00069192i,-0.0010886+0.0021513i,0.00073375+0.0022015i,0.0011298+0.0018408i,0.00024416+0.0014064i,0.00050695+0.001274i,0.00083946+0.0003519i,0.00054309-0.00041607i,0.00035247-0.00049292i,-4.6272e-05-0.0003068i,-0.00015933+0.00020072i,-0.00013428+0.00064757i,-0.00055704+0.00056034i,-0.0008017-0.00016359i,-0.00054254+0.00026873i,-0.00075799-3.8312e-06i,-0.0010033-0.00047098i,-0.00053511-7.9552e-05i,-0.00024883-0.00015603i,-0.00042955-5.3107e-05i
0.00082049+0.00034199i,0.00029081+0.0010524i,-0.0011488+0.00068904i,-0.0036137+0.0016555i,-0.0037209+0.0032316i,-0.0014212+0.0022863i,-0.00069824+0.0015364i,-0.00010609+0.0011494i,0.00046277+0.0005748i,0.00045216+0.00018484i,0.00032997-0.00022258i,0.00043931-3.4502e-05i,0.00056504+8.4914e-05i,0.00076052-0.00014252i,0.00041686-0.00015155i,-0.00058398-9.0378e-05i,-0.0003619+8.5815e-05i,0.00037781+0.00030208i,0.00023386-0.00030593i,-7.2003e-05-0.00010073i,-0.00080345+0.00067462i,-0.0010524+4.4319e-05i,-0.00046664-0.00033893i
-0.00063556-0.00013884i,-0.0023193-0.00048229i,-0.0041777-0.00083265i,-0.0048444-0.00024368i,-0.0037392+0.0019131i,-0.0022952+0.0025077i,-0.0011305+0.002089i,-0.00044362+0.0018815i,-0.00049139+0.001009i,-6.0387e-05+0.00065155i,0.00023279+0.0010748i,0.00037746+0.0010748i,0.00062335+0.00092772i,0.00052738+0.0013428i,0.00012327+0.0015034i,0.000521+0.0008754i,0.00032269+0.00069628i,-0.00029947+0.0005225i,-0.0010986+0.00014439i,-0.0011218-0.00025587i,-0.0005307-0.00011213i,-0.00066639-0.00056786i,-0.00038013-0.0012895i
-0.00045202-0.00021189i,-0.00023697-0.0012394i,-0.00062583-0.00024105i,-0.0011709+0.0010448i,-0.00090694+0.0010631i,-0.00015062+0.0011985i,0.00039148+0.001134i,0.00050865+0.00082644i,0.00058422+0.00070246i,0.0012804+0.0008223i,0.0018057+0.00030112i,0.00089162-0.00054312i,-0.00015143-0.00070092i,-0.0003198-0.00010446i,-0.00058265-0.00013334i,-0.00048166-0.00031463i,0.00011419-0.00050265i,-0.00036281-0.00054399i,-0.00040243-0.00045303i,0.00037793-0.00089936i,0.00026869-0.00076305i,-0.00032488-0.00050321i,-0.00043144-0.00027876i
0.00038551+0.00042055i,-0.00065884+0.00081556i,-0.0018609+0.00030512i,-0.0034236+0.00051106i,-0.0036982+0.0020364i,-0.0024634+0.0024447i,-0.0012576+0.0015566i,-0.00035857+0.00061121i,0.00027142+0.00035136i,0.00082168+0.00039672i,0.0012556+0.00028581i,0.00022467+0.00014494i,-0.00044907+0.0003681i,-9.9829e-05+0.00021047i,-0.00011789-0.00022786i,-0.00048113-0.00015277i,-5.3281e-05-4.3004e-05i,0.00044094-7.8252e-05i,0.00028469+0.00021529i,1.2553e-05+7.6675e-05i,-5.1019e-05-0.00049871i,0.00045749-0.00066658i,0.00079773-0.00063509i
0.00059393-0.00081555i,-0.00012501+0.00036857i,-0.0013662-0.00087565i,-0.00282-0.0011263i,-0.0022769+0.00033049i,-0.0014924+0.00122i,-0.00070948+0.001107i,0.00090218+0.0014231i,0.001642+0.0013928i,0.00054691+0.00035552i,-0.0001979-0.0004091i,-0.0004715-0.0005289i,-0.00019442-0.00067556i,0.00076247-0.00081658i,0.0010245-0.00050953i,0.0002579+0.00019641i,-0.0004294+0.00040677i,-0.0006938+0.0003341i,-0.0004895+0.00012497i,4.1543e-05-0.00031766i,-0.00012854-0.00027505i,-0.00053803+3.0194e-05i,-0.00047228+0.00016474i
0.001267-0.00035407i,-0.00080148-3.5477e-05i,-0.0026475+0.00033632i,-0.0036241+0.0018958i,-0.0034991+0.0026949i,-0.0022187+0.0021482i,-0.00071085+0.0016537i,0.00037781+0.0014701i,0.00059771+0.00086331i,0.00067726+0.00080664i,0.0002835+0.00078025i,0.00022423+0.00057597i,0.00061921+0.0013478i,0.0012617+0.001471i,0.00092367+0.00063878i,-0.00041315+1.7661e-05i,-0.00037414-0.00017044i,8.9156e-05+0.00013298i,0.00022574+0.0010365i,0.00017569+0.001361i,-9.0588e-05+0.00097702i,2.0928e-05-0.00011557i,0.00029485-0.0006325i
6.7506e-05+0.0013736i,-0.00015224+0.0012523i,0.00014041+0.0017762i,-0.00097742+0.002338i,-0.0012841+0.0026037i,-0.00097535+0.0026306i,-0.00067+0.0015451i,0.00047936+0.0013045i,0.0013055+0.00078666i,0.0017756-0.00045018i,0.0012946-0.00033299i,0.00062469+0.00042217i,-0.000314+0.00088644i,-0.00039907+0.00065463i,0.00034167+0.00031466i,-5.8532e-05-0.00040181i,-0.00058664-0.00059453i,-0.00063669+0.00020254i,-0.00091436+0.00066261i,-0.0007172+0.0011572i,-0.00051522+0.00098732i,-0.00062803+8.0058e-05i,-0.00059231+5.2229e-05i
-0.00022938+0.00025826i,-0.001534-0.00075179i,-0.0032638-0.00062365i,-0.0048316+0.00060625i,-0.0036376+0.00089532i,-0.002808+0.00059123i,-0.0019202+0.00077334i,-0.00053596+0.00083311i,0.00020452+0.00036003i,0.0004655+5.2366e-05i,0.00059318+0.00062241i,0.00051137+0.00066463i,0.00015719+0.00052793i,-0.00042963+0.00088913i,-0.00052151+0.00032463i,-0.00018225-0.00045678i,0.00026123-0.00085801i,0.00027079-0.00038227i,-0.00059148+0.00045414i,-0.00078088+3.4435e-05i,-0.00033982-0.00052343i,-6.9128e-05-0.00056009i,0.00081582-0.00036725i
0.0021214-0.00059963i,0.00098384-0.00026146i,-0.0011554+0.00011973i,-0.0018646+0.0011937i,-0.0016541+0.0033126i,-0.00093462+0.0031126i,-6.6416e-05+0.0022772i,0.00040699+0.0017522i,1.6767e-05+0.00057741i,-0.00049238+1.0532e-05i,-0.00065408+0.0003203i,-0.00054872+0.0010989i,-0.00014639+0.0008529i,-0.00024336+0.00013105i,-4.3988e-05+0.00035701i,-0.00011964+0.0010367i,-2.3563e-05+0.0016181i,0.00036916+0.0012355i,0.00020727+0.00051078i,-0.00055897-1.3442e-05i,-0.00071996+6.2673e-05i,-0.00040642+0.00027612i,-6.4956e-05+0.00036908i
-0.00044074-0.00044126i,-0.0011389-0.00073194i,-0.002143-0.00014115i,-0.0023842+0.00030385i,-0.0019595+0.00023582i,-0.0016387+0.0006718i,-0.0015004+0.0013882i,-0.00071801+0.00046121i,-5.3398e-05+8.6764e-05i,0.00010223-3.4234e-05i,0.00038707-0.00050668i,0.00081297-0.00030625i,0.00055266-0.00016604i,0.00016582-0.00064189i,0.00053955-0.0014559i,0.00084096-0.0011131i,0.00020406-0.00028683i,-0.00062441-0.0008347i,-6.0767e-05-0.00081549i,0.0009618-0.00012561i,0.0008418+0.00066376i,0.00076985+0.0012036i,0.0001702+0.00062832i
-7.9559e-06-0.00012725i,-0.0012044+0.00037579i,-0.003065+0.00046953i,-0.0029703+0.0022113i,-0.0013919+0.0040659i,-0.00011032+0.0039848i,0.00012392+0.0030445i,-0.00025757+0.0018027i,-0.00073901+0.0007838i,-0.00087609+0.00064545i,-0.00035901+0.00064706i,0.00028702+0.00041363i,0.00075456+0.0006197i,0.00058823+0.00024784i,0.0003079-0.00077408i,-3.4797e-05-0.0010325i,-0.00039748-0.00076734i,-0.00024966-0.00066001i,-0.00030367-0.00025383i,-0.00069358+0.00016479i,-0.00078881-0.00028629i,-0.0001305-0.0008529i,0.00051328-0.0011667i
-0.00095078+0.00019375i,-0.0021464-0.0008448i,-0.0033044-0.00059798i,-0.0036583+0.0014683i,-0.0029637+0.0020769i,-0.001525+0.0017311i,-0.00070098+0.0012696i,-0.00029585+0.00074614i,0.00043224+0.00035947i,0.00031589+0.00036163i,0.00032721-2.2544e-05i,0.00054644-0.00026514i,-0.00030398-3.1856e-05i,-0.0012246-8.1438e-05i,-0.0010437+0.00031197i,-0.0009024+0.00053614i,-0.00022547-0.00013501i,0.00046067-0.00059971i,0.00031978-0.00016165i,0.00022861-0.00013427i,0.0004332+9.0744e-05i,0.00034424+1.9154e-05i,-0.0003389+5.1889e-05i
-0.00041424+0.00017245i,-0.00049622-0.00042443i,-0.00078281+0.00058673i,-0.0018838+0.0020244i,-0.0022072+0.002163i,-0.00068031+0.0011578i,0.00045003+0.00041083i,0.00044387+0.00047324i,0.00047274+0.00066133i,0.00023292+0.00013641i,0.0005444+0.00022871i,0.00054589+0.00084942i,0.00034711+0.00091217i,0.00044371+0.00036577i,0.0006093-4.8499e-05i,3.8968e-05+0.00048286i,-0.00070126+0.0006746i,-0.00029905+0.00030373i,-0.00013063-0.00017424i,-0.00050234-0.00047728i,-0.00068743-0.00017383i,-0.00080014-0.00040356i,-0.0010834-0.0012252i
0.00044794+0.00020687i,-0.00031635+0.00015985i,-0.0011807-0.00029734i,-0.0017852-0.00018194i,-0.0022233+0.00068004i,-0.0017548+0.00060817i,-0.00082338+0.00099273i,-0.00020362+0.0018967i,3.7196e-05+0.0012636i,0.00042335-3.214e-05i,0.00047549-8.8864e-06i,0.00016936+0.00026333i,2.5612e-05+0.00034084i,-0.00039207+0.00035014i,-0.00014167-0.00012642i,-0.0001465+2.5566e-05i,-0.00024908-0.00073965i,0.00048421-0.00145i,4.9373e-05-0.00071583i,-7.4651e-05-0.00037828i,0.00020099-9.0676e-05i,-0.00021671-7.8258e-05i,0.00064348-0.00031083i
0.00022118-0.0022952i,-0.00056874-0.0012624i,-0.0023286-0.0014548i,-0.0051167-0.00011788i,-0.005492+0.0030896i,-0.0038192+0.0041722i,-0.0023854+0.0035093i,-0.0010159+0.0026587i,0.00012542+0.00059718i,0.00069697-0.00032198i,0.0010973-1.1726e-05i,0.00049689+0.00048709i,0.00047101+0.00042969i,0.00076246+0.0004603i,-0.00010107+0.00066939i,-0.00031291+0.00011699i,-0.00029153-0.00051386i,-8.449e-05-0.00066758i,-0.00058669-0.00029936i,-0.0010731-0.00016728i,-0.00070883-0.00021504i,-0.00012106-8.8317e-05i,0.00021476+0.00032322i
-0.0011369-0.00028841i,-0.0012719+0.00055805i,-0.0030631+0.0022329i,-0.0041822+0.0040549i,-0.0029483+0.0040911i,-0.00090053+0.0026348i,0.00019587+0.0014693i,0.00060457+0.00084184i,0.00093995+0.00071292i,0.00076452+0.00040844i,0.00051211-0.00048935i,6.6802e-05-0.00013062i,-0.00011479+0.00068908i,0.00109+0.000436i,0.00086931+0.00027846i,-0.00073675+0.00031261i,-0.00069338+0.00056293i,-0.00028975+0.00040602i,-0.000446-0.00036022i,-0.00021512-0.00074183i,-5.1555e-05-0.00020841i,-0.00024926+0.00082216i,-0.00054287+0.0011704i
0.00069646+0.00013862i,-0.00055125+0.00054044i,-0.002724-0.0011484i,-0.0039198-0.00077343i,-0.0038245+0.0010851i,-0.0030732+0.001924i,-0.0017138+0.0022215i,-0.00068545+0.0016704i,7.7824e-05+0.00029421i,0.00019785-0.00066312i,0.00029717-0.0006821i,0.0003883-0.000417i,0.00019489+0.00026593i,0.00056569+0.00097245i,0.00051907+0.0004083i,-0.00015191+0.00021529i,-0.00075159-1.6041e-05i,-0.00048078-0.0001192i,-0.00049313-0.00013907i,-0.00036383-7.2741e-05i,-0.00024434-0.00032415i,-0.00019712-0.00068183i,0.00013631-0.00054562i
0.00091148-3.9943e-05i,6.7086e-05+0.00038306i,-0.00069739+0.00045521i,-0.0018449+0.0016578i,-0.00078441+0.0032212i,0.0014273+0.0036442i,0.0019578+0.002428i,0.0022348+0.00073748i,0.0018685-1.0826e-06i,0.0011116+0.000101i,0.00098917+8.5662e-05i,0.0010741-0.00028468i,0.0015503-0.00043401i,0.0014428-0.00021415i,0.00044169-2.8197e-05i,-0.00041015+0.00010123i,-0.00064944-0.00020939i,-0.00076932-0.00079266i,-0.00092502-0.001228i,-0.00066967-0.0005999i,3.2671e-05+0.0001075i,0.00043409+0.00037949i,0.00029838+6.3825e-05i
