-0.00036238+0.00061427i,6.827e-05-0.00026691i,-9.6587e-05-0.00023956i,0.00021364-0.0006657i,0.00011186-0.00087492i,-0.00029923+0.00022009i,-0.00041665+0.00058672i,-0.00038747+0.0011885i,0.00013234+0.0015547i,0.0010645+0.00072371i,0.0010849-6.4572e-05i,0.00080613-0.00062849i,0.00069498-0.00050723i,-0.00046276+0.00022099i,-0.00065655+0.00013603i,0.00048388+0.00027631i,0.00066439+0.00046307i,0.0005963+0.00015417i,0.00064515+0.00087008i,0.00046549+0.001081i,-0.00022833+0.00012809i,-0.00014265-0.00025592i,0.00021156-0.00047931i
0.0014394+0.0037169i,0.0014596+0.0026014i,0.0014826+0.0020178i,0.0012066+0.0003297i,0.00052338-0.00090754i,0.00050306-0.00104i,-0.00023053-0.00051159i,-0.00035073+0.00070749i,0.00083531+0.0014291i,0.0014072+0.001354i,0.0020259+0.00064052i,0.0027371-0.0013714i,0.0021486-0.0022259i,0.00011407-0.0018982i,-0.00069459-0.0011073i,-0.00052023-5.9337e-05i,-0.00057489-3.0813e-06i,-0.00050147-0.0001254i,-0.00043651-0.00033903i,-0.00032775-0.00048122i,0.00028063-0.00017017i,0.00020196+0.00062031i,0.00028234+0.00055952i
0.00026582-0.001193i,0.0011433-0.00043608i,0.00099629-0.00031738i,0.00022123-0.00040182i,2.2372e-05-0.00056425i,0.00043123-0.00031121i,0.0010758+0.00018941i,0.0012709+0.00074656i,0.00068769+0.00095292i,0.00026765+0.0011892i,0.00021957+0.00078439i,0.00060147+0.00014067i,0.00080557-0.00014768i,0.00030427-5.7504e-05i,-0.00064865-0.00031053i,-0.0012492-2.3649e-05i,-0.0011017+0.00090896i,-0.00059106+0.0010234i,-0.00024897+0.00074598i,0.00013714+0.00069673i,0.00046227+0.00027165i,8.2776e-05+0.00033625i,0.00031964+0.00017635i
-0.00018185+0.001588i,0.00012542+0.0025061i,-0.00095445+0.0024206i,-0.00096296+0.00086453i,7.3696e-05-0.00018893i,-8.2244e-05-4.6347e-05i,-0.0015878-0.00049803i,-0.0015396-0.00058817i,-0.00032032+0.00046969i,-0.00019126+4.5398e-05i,-0.00058893-0.00059409i,-0.00076149-0.0003043i,-0.0007917-0.00031087i,-0.00056036+0.00011738i,-0.00066321+0.00057511i,-0.00029981+0.00054679i,0.0010374+0.0013412i,0.00065628+0.0012277i,-0.00049731+0.00026336i,-0.00045797+0.0006256i,-0.00026139+0.00019571i,-0.00014034-0.00028159i,1.7166e-05-0.00040327i
-0.0015548-0.00058079i,-0.0020223-5.5712e-05i,-0.0019076-0.00064067i,-0.0015836-0.00052842i,-0.00062364-0.00017038i,0.0003941-0.00037341i,0.00032106-0.00045875i,-0.00025715+0.00025153i,-0.00042349+0.0010112i,-0.00018751+0.00061976i,0.00015345+0.00066469i,0.00031532+0.0016993i,0.00033954+0.0015015i,0.00011134+0.00055355i,-0.00058805-2.1135e-05i,-0.00067467+1.8943e-05i,-0.00044835+0.00043549i,-0.00071365+0.00028305i,-0.00069543-0.00065365i,-0.00052171-0.00093143i,-0.00086031+0.00028183i,-0.00072204+0.00062717i,0.00023854-0.00011416i
-0.0012428+0.0010125i,-0.00056405+0.0011501i,-0.00063454+0.001443i,-0.00024562+0.00088124i,0.00046211+0.00010459i,0.00062916+0.00022175i,0.00031659+0.00017983i,-0.00019965+0.00064334i,6.7277e-05+0.0011134i,0.00075984+0.0013079i,0.00091397+0.00083248i,0.0012216+0.00071791i,0.001799+0.00083779i,0.0017412-9.2957e-06i,0.00065793-0.00064452i,0.00014856-0.00019369i,0.00079781+0.00037027i,-5.1386e-05+0.00069509i,-0.00084951+0.001062i,-0.00094206+0.0010936i,-0.00078455+0.00093099i,-0.00031826+0.001113i,-0.00025398+0.0001923i
0.00037938+0.00011264i,-0.00022287-0.00050934i,0.0005882-0.0011911i,0.00044663-0.0012096i,-0.00049371-0.00092337i,-0.00078964-0.00011092i,-0.0012991+0.00037714i,-0.0007581+0.00027923i,0.00059183+0.00037019i,0.0010194+0.00062463i,0.0021087+0.00078246i,0.0028081+0.00039305i,0.0020124+0.00027186i,0.00068878+4.7498e-05i,-0.00044426-0.00044262i,-0.00037042-8.4362e-05i,0.00016266+0.00066045i,0.0001853+0.00092713i,0.0003922+0.00063247i,0.00044482+0.00071944i,-0.00037604+0.0011357i,-0.00050268+0.00066822i,-0.0002902-4.4201e-05i
0.0027495+0.0003512i,0.001745+0.00044989i,0.0018087+3.1559e-05i,0.0010497-0.00049917i,-0.00025827-0.0005258i,-0.00057685-0.00077623i,-0.0010221-0.00050919i,-0.0011264+0.00083498i,0.00041179+0.0012898i,0.0016145+0.00054707i,0.0012732-0.00022034i,0.00055372-0.00070646i,0.00097365-0.00096662i,0.00054108-0.0014442i,-0.00040784-0.00092334i,-0.00043611-2.573e-05i,-8.4811e-05+4.9571e-05i,-8.5905e-05+0.0002881i,-3.0542e-05-0.00047792i,0.0004028-0.00089776i,0.00042379+0.00034266i,0.00035928+0.0011508i,0.00090286+0.00082387i
0.00048693+5.8893e-05i,0.0014836-0.0007307i,0.0014014-0.0022285i,0.0003056-0.0020735i,0.00029295-0.0013962i,0.00059015-0.0012793i,-1.7056e-05-0.00043867i,1.2992e-05+0.0010166i,0.00091986+0.0011801i,0.0013474+0.00033065i,0.0016811-0.00055844i,0.001857-0.0012537i,0.0012492-0.0017667i,4.4332e-05-0.0010837i,-0.00066708-2.1459e-05i,-0.00042499+0.00056502i,-6.2052e-06+0.00024229i,-0.00013864+9.364e-05i,-0.00059168+0.00020138i,-0.00042023+2.3148e-05i,-0.00011445+0.00026716i,9.7181e-05-0.00039585i,0.0004896-0.00060714i
-0.00041686-0.0014638i,-0.00026035-0.0019453i,-0.00054466-0.0013191i,-0.00013237-0.00033845i,0.00054684+0.00028475i,0.00063705-1.0849e-05i,0.0004686-0.00064955i,0.00030645+0.00039149i,0.00041902+0.0017664i,0.00028323+0.0015092i,-1.809e-05+0.00023081i,0.00027903+5.1383e-05i,0.00079389+0.00021993i,-0.00017098+2.029e-05i,-0.0016657+0.0008334i,-0.0011227+0.0012319i,0.00045094+0.00075936i,0.00068933+0.00026212i,0.00036597-0.00023201i,0.00063026-0.00016167i,0.00068913-0.00036839i,0.00029186-0.00051083i,0.00010118-0.00069856i
0.00055948-0.0014386i,0.00069755-0.0026166i,-0.00035992-0.0028831i,-0.00095874-0.0014238i,-0.00056058-0.00037248i,-0.00061297-0.00023048i,-0.00063177-0.00073684i,-0.00044943-0.00052521i,0.00014942+0.00086377i,0.00047295+0.0012011i,-0.00012793+0.00027642i,-0.0008058+0.00044699i,-0.0006539+0.0014139i,-0.00043752+0.0010688i,-0.0001149+0.00028781i,-0.00027225+0.00084681i,-0.0010259+0.0010159i,-0.00099086+0.00041498i,-0.00040474+0.00010924i,-0.00042619+0.00030645i,3.691e-05+0.00061152i,0.0011078+0.00092676i,0.0011625+0.0013089i
0.0013409-2.4024e-05i,0.0017016+0.00022457i,0.0021234+0.00090758i,0.0019092+0.00078354i,0.0015629+0.00090832i,0.00037239+0.00012166i,-0.00049469+7.6956e-05i,-0.00019368+0.00085246i,0.00033799+0.0010019i,0.00064694+0.0010595i,0.00095737+0.00081776i,0.00097843+0.00034962i,0.0002978-0.00023351i,0.00019169-0.00080953i,-0.00011685-0.00051154i,-0.00040929-0.0002053i,-4.7848e-07-2.2838e-05i,-0.00011127+0.00024715i,-0.0001914+0.00020048i,-0.00027633+0.00027183i,-0.00024104-8.321e-05i,0.00012776+5.7153e-05i,0.00047195+0.00023045i
-0.0009609+0.00079848i,0.00047533+0.0008908i,0.00018663+3.7843e-05i,-0.0003655-0.00069384i,-0.00048082-0.00081333i,-0.00062451-0.00079375i,-0.00065259-0.00042533i,-0.00013401+0.00026089i,0.00031175+0.00087226i,0.00078889+0.00085463i,0.0017366+0.00053111i,0.0026931+6.5142e-05i,0.0025886-0.00059674i,0.00070276-0.00046957i,-0.0012021+8.6437e-05i,-0.0010607-0.00025911i,-0.00053927-0.0002642i,-0.00069775-0.00010932i,-0.00063755+2.4839e-05i,-8.0373e-05+0.00049416i,0.00044373+0.00079427i,0.00061637-0.00015919i,0.00021353-0.00071317i
-0.00018367-0.0011322i,-0.00022887-0.0014304i,0.00043024-0.0012558i,-0.00011931-8.8748e-05i,-0.00088124+0.00022207i,-0.0010513+0.00024314i,8.8296e-05-0.00026447i,0.00054186-0.0002169i,0.00041396+0.00033603i,0.0013716+0.00019599i,0.0019629-0.00014203i,0.0020697-0.00020891i,0.0019537+0.0001911i,0.00092642+0.00056632i,-0.00056156+0.00050592i,-0.00051965+6.2479e-05i,0.00025233-0.00029119i,0.00047387+3.1955e-05i,0.00036101+0.00016823i,-0.00025325-0.00038281i,-0.00028801-0.00042368i,0.00071508-0.00049847i,0.0010657-0.00016095i
0.0010305-0.0016332i,0.00032393-0.0017205i,0.0012092-0.0020466i,0.0015022-0.0019595i,0.001481-0.0019333i,0.00064259-0.0017165i,-0.00025063-0.00088975i,-0.00015817+1.7356e-05i,0.00034308+0.00039852i,0.00049267+0.00025526i,0.00069856-0.00056848i,0.00060671-0.00096245i,-0.00030681-0.00067752i,-0.00060927-0.00024556i,-0.00034894+0.00063709i,0.00013049+0.00048719i,0.00020462-4.7962e-05i,4.8622e-05-1.7489e-05i,-0.00014087+6.5632e-05i,-0.00032973+0.00016336i,-0.00061719+0.0007788i,-0.0008359+0.00075004i,-0.00065286+9.5527e-05i
0.00024794+4.3539e-05i,-0.00014312+0.00017136i,0.00022874-0.00026439i,0.00025936-0.00057082i,0.00024106-0.00068704i,0.00026915-0.00011055i,0.00012379-0.0001282i,-3.0194e-05+0.00022463i,-0.00015003+0.0011447i,0.00081622+0.0012985i,0.0018675-0.00012182i,0.0010997-0.0014554i,-0.00048194-0.00092879i,-0.0011304+5.0641e-05i,-0.00097716+0.00063872i,-0.00021637+0.00073234i,0.00030391+0.00011796i,0.0007094+0.00022319i,0.00066277+0.00072165i,-0.00035451+0.00053877i,-0.0007103+0.00063547i,-0.00033459+1.0241e-05i,-0.00021833-0.00015393i
0.00027048-0.0006795i,0.00092735-0.00068216i,0.0011479-0.00086612i,0.00050688-0.0009743i,0.00041312-0.00028665i,-1.2919e-05-0.00014784i,-0.00066783-0.00010716i,-0.00096497+6.623e-05i,-0.00065329-7.1341e-05i,0.00042297-3.019e-05i,0.00064037+0.00025351i,-2.587e-06-9.0822e-05i,2.2076e-05-0.00041147i,-3.0553e-05-0.00039927i,-0.00019708+6.9931e-05i,-0.00016351+0.00051916i,0.00038442-0.00020693i,0.00059975-0.00071606i,3.0602e-05-0.00028407i,-0.00027042-0.00025876i,0.00023894-0.00077613i,0.00017063-0.0012039i,-4.5296e-05-0.00075537i
-0.00085565-0.00045118i,-0.00049382-0.00039667i,-0.00054198+0.00032254i,-0.00054931+0.0012013i,7.4218e-05+0.0017632i,0.00014222+0.0012703i,-1.4712e-05+0.00068027i,-0.00043306+0.00056102i,-0.00050434+0.00087467i,-9.6277e-05+0.001239i,0.0001717+0.0012702i,0.00054328+0.00061896i,-1.4334e-05+4.4046e-05i,-0.00023092-0.00091354i,-0.00015449-0.0010248i,-0.00016336-0.0001161i,-0.00021236+0.0004912i,-0.00091672+0.00013545i,-0.00043921-2.2343e-05i,0.00050882+4.165e-05i,0.00059138+0.0003502i,0.0002942+0.0007851i,0.00011269+0.00096551i
0.002156-0.0013887i,0.0029969-0.0023634i,0.0023682-0.0027107i,0.0010221-0.00259i,0.00042764-0.0028193i,0.00020457-0.0019673i,-0.00016696-0.00058421i,-0.00013856+0.00044649i,0.00036263+0.0012345i,0.0010753+0.00092601i,0.0014724+0.00050748i,0.0013147+0.00092543i,0.00096847+0.0004588i,0.00048675-0.00065805i,-0.00012551-0.00066311i,-0.00066613-0.00017811i,-0.00033491-0.00048134i,-0.00024756-0.00025731i,-0.00029223+0.00047577i,-5.2988e-06+0.0010367i,-5.8072e-05+0.0011936i,-0.00055783+0.0012387i,-0.0010757+0.0011587i
0.00036968+3.3575e-06i,0.0013607+0.00082344i,0.0015825+0.0014885i,0.00041624+0.0012139i,-0.00093261+0.00058101i,-0.00038192+0.00010214i,-0.00045232-0.00059266i,-0.0011902+0.00020039i,-0.00088121+0.0014821i,-1.0587e-05+0.001123i,0.001205+0.00039327i,0.0023682+0.00032158i,0.0016208+0.00034564i,-0.00063409-0.00023029i,-0.0017013-0.00077195i,-0.0013636+7.431e-05i,-0.00079198+0.0011093i,-0.0007612+0.0010523i,-0.0010705+0.00083488i,-0.00092757+0.00029359i,-0.0003293-0.00035355i,-0.00026321+0.00077682i,-0.00074299+0.0013773i
-0.00062967+0.00029495i,-0.0010111+0.0009868i,-0.0004993+0.00082848i,-9.9816e-05-1.2176e-05i,-0.00061179-8.4946e-05i,-0.0010816-0.00038432i,-0.0010831-0.00051303i,-0.00078084+0.00037312i,-0.0004035+0.0010831i,3.8217e-05+0.00062196i,0.0011222-0.0001624i,0.0012927-0.00053992i,0.00039257-0.0010619i,-9.1917e-05-0.0012231i,-0.00013685-0.001019i,9.5773e-05-0.00077461i,0.00036892-8.8027e-05i,0.00010105+0.00041592i,-0.00039556+0.00036701i,-0.00091347-0.00055557i,-0.00072586-0.0015439i,-0.00040438-0.00085391i,-0.00093598-0.00037706i
0.00020663-0.00051593i,-0.00093294-0.0015467i,-0.0006407-0.0012307i,-0.0005771-0.0010659i,-0.00099108-0.00072213i,-0.0002895+0.00020234i,0.00090625+0.00082125i,0.00091634+0.0015991i,7.5342e-05+0.0013042i,0.00044217+0.00033314i,0.0013261-0.00033171i,0.0012499-0.00067835i,0.00099448-0.00056998i,0.0010123-0.00046904i,0.00038205-0.00014789i,0.00010446+0.00063837i,0.00080781+0.00089405i,0.00056386-0.00012847i,-0.00022233-0.00036857i,-0.00024596+0.00031142i,-6.3226e-05+0.00049751i,6.6821e-06+0.00044867i,-0.0001612-0.00016173i
0.0023956+0.00089518i,0.0023033+0.0014321i,0.0033372+0.0016986i,0.0024203+0.0010494i,0.00094272-0.00086899i,-4.3365e-05-0.0020355i,-0.00060674-0.0013415i,-0.00030148-0.00045472i,0.00042472-5.0514e-05i,0.001456-7.1731e-05i,0.001233-0.00066832i,0.00039285-0.00072212i,0.00031745-6.3798e-05i,0.00042595+0.00023143i,1.9716e-05-0.00015515i,-4.3467e-05+0.00029077i,-0.00014368+0.00052177i,-0.00043562-0.00030026i,0.00013196-0.00098621i,0.00069753-0.00080449i,0.00046475-0.00011792i,0.0002447+0.00034539i,-0.00012459+0.00039012i
-0.00083024+0.00066803i,-0.00057669+0.0001221i,-0.00017428+0.00023029i,-0.00069838-0.00020822i,-0.00067251-0.00059872i,0.00030688-0.00081608i,0.00040221-0.00057879i,0.0003953+0.0003813i,0.00058727+0.00089041i,0.0005346+0.00029742i,-0.00016237-3.0875e-05i,-0.00039532-4.0257e-05i,0.00023485+0.0001187i,-0.00016137-0.00030652i,-0.00028362-0.0005813i,2.9848e-05+0.000577i,-0.00025535+0.0006719i,-0.00032395+0.00011456i,3.0531e-06+0.00021859i,0.00047381+0.00041466i,-0.00026243+0.00045065i,-0.00033559+0.00042424i,-5.0908e-05+0.00086496i
-0.0017229-0.00054764i,-0.00092479-0.0010501i,-0.0010836-0.0003022i,0.00018206+0.00034834i,0.0016246-0.00029406i,0.0010224-0.00095163i,0.00083476-0.0010211i,0.00032776-7.103e-05i,0.00013123+0.0010287i,0.00034324+0.0011627i,0.00041263+0.0011306i,0.0013637+0.00026932i,0.0017202-0.0005068i,0.00083867-0.00076176i,0.0001936-0.00076145i,0.00020426-0.00013625i,-0.00031935+0.00055534i,-0.00022496+0.00028713i,-5.315e-05-0.00073217i,-0.00062695-0.0007337i,-0.0012421-0.00017072i,-0.00069296+0.00027499i,0.00023769+0.00018321i
0.0037101+0.00025517i,0.0025524+0.00029145i,0.0016904-0.00020019i,0.0012561-0.00022383i,0.00051212-1.0314e-05i,-0.00070458+3.7482e-05i,-0.00095836+0.00021843i,-0.00049169+0.00040938i,0.00058375+0.00094151i,0.001679+0.0013301i,0.0015893+0.0011534i,0.0022447+0.00028634i,0.0023259-0.00046211i,0.00044831-0.00096713i,-0.00070351-0.00096865i,-0.0011439-0.0012956i,-0.0010002-0.0010139i,-0.0011283-0.00022828i,-0.0012871+0.00010816i,-0.0010327+0.0006507i,-0.00098576+0.00035775i,-0.00015369-2.5978e-05i,0.00019125+0.00068971i
-0.001497+0.001661i,-0.0016928+0.0024166i,-0.00077558+0.0020415i,-0.00024987+0.0021608i,-0.00036016+0.0014373i,-0.00031786-9.1937e-05i,-3.3464e-05-0.00069934i,5.9957e-05+6.8015e-05i,0.00088799+0.00087942i,0.0015464+0.00031985i,0.0018071-0.00017815i,0.0023126+0.00062272i,0.0024508+0.00057564i,0.0016379-0.00047107i,0.00046441-0.00077699i,-0.00011954+1.2077e-05i,5.0159e-05+0.00079709i,-3.5637e-05+0.0004034i,-0.00050948-0.00036241i,-0.0004903-0.00050453i,0.00024093-0.00021359i,0.00019234-0.00011258i,-0.00024425-0.00053131i
0.0017527+0.0013461i,0.0012513+0.0013668i,0.00049442+8.1956e-05i,-0.00019899-0.00082636i,-0.00069296-0.00060495i,-0.001384+0.00060212i,-0.0013421+0.0012613i,-0.00042587+0.0010354i,0.0006195+7.1164e-05i,0.0015782+2.6663e-05i,0.001839-6.4674e-05i,0.0018513-0.00045884i,0.0011682-0.00035594i,0.00028895-0.00062683i,5.0437e-05-0.00050057i,0.00010588-6.1508e-05i,0.00015987-0.00016928i,0.00031744-0.00091918i,0.00030618-0.00067629i,-0.00027505+0.00019042i,-0.00043233+0.00050451i,-0.00015564+0.00048615i,0.00048637+0.0008196i
-0.00075534+0.0020981i,-0.00065033+0.0017144i,-0.00098492+0.0017981i,-0.00035197+0.00051608i,0.0006246-0.00011223i,0.00063329-0.00014545i,-0.001047-0.0011664i,-0.0015285-0.00087157i,-0.0001099+0.00033979i,0.00052943+0.00069423i,0.00040554+0.00094304i,0.0010276+0.0010667i,0.0010299+0.00087198i,0.00091315-0.00058962i,0.0012843-0.0011332i,0.00089648-0.00061276i,0.00017536-0.00057806i,2.8233e-05-0.00030429i,0.00049126+9.307e-05i,0.00017537+0.00057616i,-0.00057358+0.00036081i,-0.00016827-0.00026106i,0.00027973-0.00044225i
-0.0018148+0.00038447i,-0.00099503+0.00043384i,-0.00055077+0.00094143i,0.00019825+0.00017184i,0.00084453-0.00049777i,0.00034189-0.00033059i,-0.00068783-0.00025543i,-0.0011367+9.4056e-05i,-0.00064745+0.0012005i,0.00020099+0.0013083i,0.0005879+0.0014732i,0.00062736+0.00080444i,0.00076463-0.00083008i,0.0012751-0.0011027i,0.0015498-0.00052018i,0.0012459-0.00060358i,0.0010182-0.00093823i,0.00020286-0.00055808i,-0.00059695-3.0776e-05i,-0.00055021+2.8811e-05i,-0.00067735-0.0002155i,-0.0008435-0.00017986i,-0.0003284-0.0001354i
0.001416+0.0012814i,0.0011065+8.0358e-05i,0.00024518+0.00052756i,0.00016651+0.0014948i,0.00037589+0.00064655i,0.00027716-0.00093485i,0.00024005-0.00095559i,-0.00041851+0.00032782i,-0.000685+0.0009482i,-0.00018482+0.00080808i,0.00047996+0.00058686i,0.00096379+0.00026428i,0.0011713-0.00076543i,0.00057579-0.00098631i,-0.00035456-0.00017175i,-0.00065903-0.00028788i,-0.00061287-0.00091074i,-0.00044134-0.00054949i,-0.00089835-0.00026632i,-0.00035228+0.00030606i,0.00030846+0.00079744i,0.00019446+0.00095546i,-0.00037203+0.00064686i
-0.00094172-0.0035762i,-0.0026703-0.0029642i,-0.001676-0.0033565i,-0.00099656-0.0024942i,-0.00098223-0.0008595i,-0.00036375+0.00014304i,4.9871e-05+5.8453e-05i,0.00082982-9.702e-05i,0.0013045+0.00084237i,0.00072121+0.0010702i,0.00052068+0.00034735i,0.0012657+0.00067988i,0.0011877+0.00037932i,-0.0006011-0.00043127i,-0.0018378-0.00014586i,-0.0012705-4.5417e-05i,-0.00039256+0.00039243i,-0.00017288+0.00088744i,-0.00027541+0.00086463i,-0.00022792+0.00081741i,-0.00012126+0.00043369i,0.00032988+3.4086e-05i,0.00018573-0.00042792i
-0.00087844+0.00034863i,-0.00055952+0.00078107i,4.1969e-06+0.00082753i,0.00013855+0.00056767i,0.00023512+0.00055686i,0.00071518+0.0001803i,0.00057673-3.8871e-05i,6.3206e-06+0.0010365i,-0.00011546+0.0016598i,0.00073654+0.0018126i,0.001444+0.0015452i,0.0010876+0.00093691i,0.0004887+9.9095e-05i,-0.00021394-0.0002687i,-0.00060213-0.00027502i,-0.00061697+5.0844e-06i,-5.5142e-06+0.00062927i,0.00058051+0.0004481i,0.0008953+0.00010025i,-0.00014913-0.00026382i,-0.00090726-0.00027354i,9.1364e-05+0.00083569i,0.00089941+0.00054124i
-0.00051267-0.0023217i,3.6238e-05-0.0020059i,-7.1135e-05-0.0012989i,9.7377e-05-0.00043391i,4.5634e-05+5.7121e-05i,5.0243e-05+0.00042872i,-0.00053979+0.00091415i,-0.0011325+0.0010924i,-0.00095476+0.0010831i,-0.00027832+0.00066881i,-2.4795e-05+0.00017163i,0.00028882+0.00047314i,0.00072978+0.0012387i,0.0004579+0.00063092i,-0.00029013+1.0495e-05i,-0.0011426+0.00041777i,-6.1606e-05+6.8839e-05i,0.00077087-0.00025501i,-0.00022879+0.00013999i,-0.00010156+0.00052251i,0.00012806+0.000556i,-0.00057006+0.00037699i,-0.00098687+0.00019316i
-0.000931+0.00023102i,-0.00041609+0.00028808i,-0.00050179+0.00066731i,-0.00059421-0.00044254i,0.00015482-0.00072055i,0.00041601-0.0001152i,-0.00069519-0.00046165i,-0.0015299+0.00069414i,-0.00073793+0.0016985i,0.00089651+9.0543e-05i,0.0016662-0.00099724i,0.0012821-0.00095099i,0.00095396-0.00070203i,0.00078774-0.00035835i,0.00034062+2.8197e-05i,0.00014899+0.0004773i,0.00011196+8.4851e-05i,0.00031809-0.00046676i,0.00047074-0.00048741i,0.00013003-0.00021691i,-0.00076007+0.0007095i,-0.00068338+0.00069137i,-0.00039244+0.00038945i
0.0002685+0.0017912i,0.00030752+0.00094847i,0.00060435+0.00077072i,0.00042653+0.0001965i,0.0015631-0.00065505i,0.0017185+5.2541e-05i,0.00029625+0.0012612i,0.00011589+0.001329i,0.00049273+0.00088204i,0.00031805+5.4109e-05i,0.00036212-0.00057707i,0.00094898-0.00020977i,0.00088927-0.00011055i,0.00022896-0.00083105i,2.0207e-05-0.00067474i,-0.00042169-0.00055318i,0.00014149-0.00067698i,0.00029592-0.00032572i,1.935e-05-0.00015664i,-0.00011545+0.00013777i,-0.00019953+5.2983e-05i,-4.8057e-05-0.00097421i,0.00016931-0.0012523i
-0.0016324+7.8616e-05i,-0.0010917+0.00023123i,-0.00029847+0.00094775i,3.681e-05+0.0011574i,0.0001972+0.0012084i,0.00043254+0.00077166i,2.7686e-05+0.00051367i,-0.00070253+0.0012174i,-0.00030242+0.0016747i,0.00064412+0.0010503i,0.00096137+0.00061427i,0.00052906+0.00040482i,0.00048228-0.00087005i,0.00022589-0.0013199i,-0.00045867-0.00031093i,-0.00048117+0.00027679i,-0.00046438-0.00017481i,-0.00037607+0.00050139i,-0.00018069+0.0012343i,0.00028755+0.00062769i,0.00041142+0.0002352i,0.00023993+0.00042796i,0.00045988+0.00033021i
-0.0012557-0.0014592i,-0.00085402-0.0013074i,-0.0012069-0.0014726i,-0.00048639-0.00041492i,0.00049261+0.00093466i,0.00027393+0.00013802i,-0.00022782-0.00042194i,-0.00012467+0.00014944i,-4.5596e-05+0.000812i,-4.3807e-05+0.0008246i,0.00030388+0.00055391i,0.000862+0.0001547i,0.0010284-0.00063734i,0.00046286-0.0010988i,-8.2811e-05-0.00064303i,-0.00034393-8.5241e-05i,-8.622e-05-0.00023531i,6.6998e-06-0.00038825i,-0.00066462-0.00054021i,-0.00060013-0.00025163i,-0.00038593+0.00070919i,2.8463e-05+0.00099455i,-8.5707e-05+0.00038624i
0.0013019+0.00017842i,0.00086587+0.0015351i,-0.00077724+0.0010335i,-0.0021659+0.00019559i,-0.0019724+0.00024885i,-0.0014191-0.0005365i,-0.0011206-0.00055327i,-0.00079508+2.5554e-05i,-0.0003766+0.00074728i,0.00021257+0.00084714i,0.00083681+0.00014622i,0.00054428+0.0006073i,-0.00037034+0.00082922i,-0.0011888-0.00038514i,-0.00097496-0.00076308i,-0.00035935+0.00015382i,-0.00029602+0.00054754i,-0.00018078+0.00013556i,-0.00049908-0.00027019i,-0.00035764-0.00034331i,4.0199e-05-6.4911e-05i,6.7967e-05-7.2038e-05i,0.00055482+9.8829e-05i
-0.00054543+0.00081969i,-0.00073699+0.00015367i,0.00016367-0.0013346i,-0.00034337-0.0014293i,-0.001254-0.0014728i,-0.0010875-0.0015174i,-0.0011212-0.00047931i,-0.0011289+0.00024083i,0.00020571+0.00078962i,0.0011969+0.0012596i,0.00069039+0.0013942i,0.00070546+0.0012632i,0.0015873+0.00047425i,0.00039993+0.0002101i,-0.00061173+0.0008945i,0.00050141+0.0009524i,0.0012818+0.00038002i,0.00085892+0.00016084i,0.00047958+0.00021721i,0.00032208+0.00064298i,-1.0383e-05+0.00049668i,-0.00032407-0.00010987i,-0.00015746-0.00026785i
-0.001188+0.0026561i,-0.00093984+0.0024879i,-0.00029814+0.002425i,0.00035357+0.0015024i,0.00065482+0.00043327i,0.0005961-0.00060653i,-0.0005716-0.00054975i,-0.0007603+0.00053484i,0.00015956+0.001492i,0.00086733+0.0016434i,0.0016581+0.0014194i,0.0022527+0.00045968i,0.0020478-0.00045286i,0.0014605-2.8294e-05i,0.00058314+8.727e-06i,0.00083446-0.00031925i,0.00091402+0.00016755i,-0.00017904-9.6453e-05i,-0.00059112-0.00053083i,-0.00042533+0.00013356i,-0.00043169+0.00084262i,-0.00028042+0.00054965i,-2.2935e-05-0.00021411i
-0.0014257+0.001106i,-0.0021929+0.0016295i,-0.0012952+0.0014414i,0.00023845+9.3048e-05i,0.0013332-0.00057646i,0.0011272-0.00056196i,0.00042194-0.00080218i,-0.00015114-0.00015988i,-0.00016811+0.00071076i,0.00090195+0.00056125i,0.0017243-0.0001268i,0.0020149-0.00070521i,0.0017429-0.00074756i,0.00059317-0.00057911i,-0.00015318-0.00054563i,-0.00022317-0.00048049i,-0.00033634-0.00043732i,-0.0008876-5.2584e-05i,-0.0011949+0.00062218i,-0.00050666+0.00057958i,0.00060128+0.00062536i,0.00054265+0.0011155i,0.0002635+0.0011829i
0.00054878-0.0016458i,-0.00019109-0.0012855i,-0.00028824-0.0027458i,-0.00087245-0.0023019i,-0.00084472-0.00031892i,-0.00056733+0.00051968i,-0.00015487+2.7318e-06i,3.1943e-05+0.00013507i,0.00012794+0.00040274i,0.0009422-0.00039742i,0.0012076-0.00038241i,0.00022681-0.00043602i,3.5826e-05-0.0018327i,0.00034233-0.0022694i,-4.1834e-05-0.0016649i,-0.00055527-0.0012403i,-0.00022338-0.00058539i,0.00084988+0.00050039i,0.0011341+0.0010173i,0.0011817+0.0012684i,0.00070002+0.00068254i,-0.00029081-0.00029748i,-0.0008325-0.0002975i
-0.00041644-7.6446e-05i,-0.00018115+0.00048653i,1.9162e-05-0.00010039i,0.00041209-0.00025384i,0.00092097+0.00019662i,0.00081485+3.6198e-05i,-3.2868e-05+0.00011693i,-0.0001057+0.00012483i,0.00030359+0.00050919i,0.00066038+0.00044997i,0.00093937+0.0004673i,-7.5412e-06+0.00045307i,-0.00088159-0.00030871i,-0.00094513-0.00086846i,-0.0011107-0.0010329i,-0.00097338-0.00039073i,-0.0010606+0.00039576i,-0.0015288+0.00065261i,-0.00055522+0.00060085i,0.00046716+0.00033952i,0.00093804+0.00017163i,0.00062847+0.00039443i,-0.00041946+0.00069827i
