-0.0033492-0.0031019i,-0.003661-0.0028496i,-0.0034954+0.00032721i,-0.0028495+0.0031144i,-0.002081+0.0038156i,-0.00095213+0.0031966i,-0.0001389+0.0020612i,8.5846e-05+0.0020419i,0.00054642+0.002389i,0.0011845+0.0015316i,0.0011943+0.00034973i,0.00029266-0.0004387i,0.00045166-0.0013i,0.00082584-0.0012696i,0.00052738+0.00035392i,0.00077297+0.0011102i,0.00071657+0.00027664i,-0.00049661-0.0011007i,-0.0010912-0.0019414i,-0.0004817-0.001283i,-0.00011276-0.0002725i,-1.6595e-05-0.00042766i,-1.5784e-05-0.00092716i
-0.0039898+0.00084256i,-0.0026786+0.0027577i,0.00022317+0.0041537i,0.0012394+0.0034319i,0.0010318+0.0023401i,0.0012765+0.0008466i,0.001271-0.00028721i,0.00094211-0.00039346i,0.00033327-0.00013227i,-0.00033157+0.00023719i,-0.00045875+0.00010661i,-0.00044402+9.9484e-05i,-0.00047345+0.00028643i,0.00019654+0.00028497i,0.00072719+0.00034282i,0.00035713-0.00013398i,0.00020079-0.0010334i,-0.00054619-0.00098436i,-0.0010218-0.00035891i,-0.00090983-1.3571e-05i,0.00010517-0.0002983i,0.0008588-0.00051416i,0.00071434-0.00063018i
0.00016351-0.00046004i,-0.0017084+0.00047956i,-0.002075+0.0018814i,-0.00098013+0.0011367i,-0.0004938+0.00050472i,-0.00050357+0.00037092i,-0.00014478+0.0002373i,0.00045095+0.00064984i,0.00084262+0.00074079i,0.00053207+0.00087558i,0.00046363+0.00075146i,0.00087675+0.00032384i,0.0010408-0.00046217i,0.00075591-0.00079078i,0.00018368-0.00065812i,-5.3114e-05-0.0012361i,0.00073825-0.0010805i,0.00097008+9.3045e-05i,0.00027222+0.00041637i,-6.0057e-05-0.00014177i,-7.8532e-05-0.00038897i,8.4795e-06-0.00037484i,1.1284e-05-0.0001099i
0.00020678+0.0015979i,-3.8345e-05+0.0025267i,4.8705e-05+0.0030294i,-0.00066598+0.0021995i,-0.00099802+0.0014256i,-0.00034156+0.0018649i,0.00095565+0.0021726i,0.0018692+0.0018941i,0.0011846+0.0013835i,0.00027173+0.0004085i,1.3579e-05-0.00065753i,0.00057813-0.00014255i,0.00042047+0.00079202i,0.00028833+0.00040289i,0.001383-0.00027456i,0.00083275-0.00064766i,-0.00061049-0.00034399i,-0.00074164+0.00024728i,-0.00018606+0.00038512i,-0.00017561+8.8916e-05i,-0.001004-0.00027512i,-0.0013677-0.00018942i,-0.0011657-0.00026829i
-0.0015724+0.00024257i,-0.001362-0.00087448i,0.00053775-0.0013617i,0.00091081-0.00070563i,-3.6122e-05+0.00082894i,-0.00027853+0.00095446i,0.00023979+0.00049733i,0.00022409+0.00034565i,0.000341+8.9077e-05i,0.00049828+0.00037793i,0.00085239+0.0005824i,0.00033418+0.00032583i,-0.00037626+0.00024492i,-0.0010502+0.00075909i,-0.0014377+0.00089096i,-0.00023861-9.6593e-05i,0.00018993-0.00089781i,-0.00038942-0.00085655i,-5.2791e-05+6.1606e-05i,0.00040231+0.0003365i,0.00055514+6.7488e-05i,0.0003368-0.00024691i,-0.00020706-0.00078658i
0.0011477-0.00050082i,0.0010004+0.00031102i,0.00065686+0.0011595i,0.00042832+0.0001672i,-0.00052833+0.00026738i,-0.00082202+0.0015216i,0.00015228+0.0011829i,0.0007038+0.0010151i,0.00065276+0.00078007i,0.00019439-0.00036833i,0.0003296-0.00073712i,0.0011524-0.00032176i,0.0012337-1.9009e-05i,-0.00052007+0.00074861i,-0.00099101+0.00083378i,9.3323e-05-0.00016101i,-9.4485e-05-0.0012258i,-0.00061004-0.0016168i,-0.00078221-0.00062563i,-0.00044335+0.00015533i,0.00027803-0.00037042i,0.00036405-0.00023028i,0.00025795+0.00047095i
0.0031617+0.0013511i,0.003137+0.00080403i,0.0024886+0.00075124i,0.0013323+0.00075905i,0.000664+0.0015785i,0.00052354+0.0019659i,0.0011802+0.00086016i,0.0011104-3.3624e-05i,0.00014927-9.3736e-05i,-0.00066095+0.00010185i,-0.0002345-0.00011334i,0.00013316-0.00031642i,4.742e-05+7.0806e-05i,0.00030662+0.0011063i,8.8922e-05+0.00090694i,0.0005121+4.5375e-05i,0.00046539+0.00014367i,0.00013331+5.1353e-05i,0.00036526-0.00088734i,-1.21e-05-0.0011276i,-0.00044932-0.00048727i,-0.00014653-0.00020481i,0.00024985-0.0001624i
-0.0033577-0.00075249i,-0.0020091+0.00068291i,0.0002068+0.0013028i,0.00073549+0.0014332i,0.0011594+0.0017095i,0.001681+0.0016689i,0.0026341+0.0015592i,0.002994+0.00066126i,0.0019529+9.2691e-05i,0.00094963+0.00066996i,0.00074351+0.00066516i,0.0011903+0.00012951i,0.00050576-0.00081066i,-0.00034088-0.00069226i,-3.3484e-05-5.8995e-05i,0.00074925+1.0308e-05i,0.00058534+9.1128e-05i,-0.00020693+0.00043793i,-0.00064901+0.00015255i,-0.00040481-0.0004924i,-0.00010546-0.00050399i,-0.00013234-0.00065587i,-0.0004249-0.00094109i
0.00033476+0.0016161i,0.00086973+0.0031417i,0.00087346+0.0035958i,0.0012065+0.0030789i,0.00037653+0.0031583i,-0.00012153+0.0018366i,0.00041901+0.00026165i,-0.00025404+0.00041171i,-0.00026696+0.00032931i,-8.8526e-05-0.00037431i,-0.00019541-0.00015185i,0.00074346+0.00032282i,0.0010291+0.0004619i,6.4635e-05+0.00083303i,6.7181e-05+0.00091541i,0.0006178+0.0010208i,0.00052035+0.00073102i,0.00059244-0.00067953i,0.00068425-0.00036358i,0.00060397+0.0003467i,0.00040962-8.6772e-05i,0.00036031+0.00012473i,0.00049114+0.00031381i
0.00013882+0.01322i,0.0021374+0.016084i,0.011031+0.013181i,0.012538+0.0036711i,0.0090551-0.0052053i,0.0024544-0.0068923i,-0.001159-0.0023617i,0.00033155-0.00017072i,0.0022584+0.00014065i,0.0034122-0.00095096i,0.0023934-0.0028791i,0.00019166-0.0025697i,-0.0012076-0.0013326i,-0.0025898-0.00069011i,-0.0029427-0.00064947i,-0.001144-0.00049175i,0.00086362-0.00062858i,0.0012438-0.00076589i,0.0010058+0.00018941i,0.00059493+0.00082206i,6.8205e-05+0.00015589i,0.00028448+0.00032898i,0.0005659+0.00062194i
-0.0030982+0.0017217i,-0.0018465+0.0020814i,-0.00089143+0.0027677i,-0.00063997+0.0019356i,0.0001561+0.0010269i,0.00073684+0.0004384i,0.00043599+0.00044776i,0.00074309+0.00035639i,0.0013507+0.00048713i,0.0014033+0.00028849i,0.00019398-0.00014427i,-0.00030365+5.153e-05i,0.00025752+0.00058152i,-8.2861e-05-0.00035061i,-0.00057809-0.0013848i,-0.00028696-0.0007992i,-0.00053851-0.00033176i,-0.0010026-0.00045069i,-0.0012827-4.4114e-05i,-0.00078263+0.0001888i,-0.00068614-5.6555e-05i,-0.0011827-0.00034558i,-0.00011266-0.00031342i
0.00023346-0.00015145i,-0.0016397+0.0014323i,-0.00096031+0.0018446i,-0.00084727+0.00090116i,-0.0013792+0.00045742i,0.00012282+0.0011337i,0.0013385+0.0014152i,0.0012687+0.00093987i,0.0012173+0.00072521i,0.0010036+0.00049165i,0.00072417+0.00058141i,0.00032276+0.00078327i,-0.00030819+0.00060688i,-0.00054871+0.00020087i,-6.4741e-05-0.00039179i,0.0007324-0.0012585i,0.0014376-0.0012272i,0.0012509-0.00038099i,0.00053255-0.00044205i,-0.0001124-0.00062947i,-0.00053974-0.00021081i,-0.00022371+0.00017678i,0.00011944+0.00070696i
0.0011206+0.0015963i,0.00055062+0.0011838i,-0.0003928+0.00062429i,-0.00069208+0.00012963i,-0.00095974+8.8899e-05i,-0.0012822+0.00090069i,-9.4386e-05+0.0012848i,0.00084285+0.00061591i,0.00089513+7.3979e-05i,0.00057028-5.9662e-05i,0.00017015+0.00062368i,0.00037652+0.00041218i,-0.00024403+0.00039907i,-0.00041014+4.13e-05i,0.00026217-0.00040017i,0.00075268-0.00018887i,0.00075772-0.00068479i,0.00040707-0.00053779i,0.00063276+6.561e-05i,0.00049829+9.1872e-05i,1.7723e-05-0.0003011i,-0.00019357-0.0004836i,-0.0008427-0.00019681i
-0.0036383+0.0026635i,-0.0022189+0.003392i,-0.0010693+0.0027033i,-0.00096915+0.0015759i,-0.0004992+0.0015977i,0.00018885+0.0017508i,-4.0516e-05+0.00088771i,0.00028155+0.00064158i,0.0015899+0.00061894i,0.0020838-0.00028694i,0.0010316-0.00088788i,0.00031975-0.00082261i,0.00061458+0.00010801i,0.00046019+0.00067446i,0.00015537+0.0003721i,-0.00012062+0.00021551i,-0.00058801+0.00015131i,-0.00034726+0.0003445i,0.00028645+0.00011383i,-6.9755e-05+6.3393e-05i,0.00012419+0.00033712i,0.00085369+0.00022674i,0.00091598+0.00045675i
0.00065345-0.004083i,0.00073396-0.0030702i,-0.00016789-0.00076072i,1.1116e-05+0.0010067i,0.00018115+0.0022043i,-0.00018188+0.001925i,0.00050081+0.00076965i,0.00065031+0.00052364i,0.00093248+0.00042672i,0.00153+0.00059624i,0.0016844+0.00029647i,0.0014844+7.6571e-06i,0.00058775+0.00033923i,0.00025197+0.00099402i,0.00032705+0.00076736i,-0.00019576-0.0004049i,-0.00035806-0.00086633i,-0.00054502-0.0004627i,-0.00058318+0.00018692i,-0.00044831+0.00059486i,-0.00028323-2.3877e-05i,0.00032025-0.00033816i,0.00053286-0.00023938i
0.0027386+0.0017219i,0.0034324+0.002436i,0.0018719+0.0016018i,0.0003032+0.00036541i,-0.0006842+0.00070798i,-0.00086333+0.0014199i,-9.22e-07+0.0012542i,2.6995e-05+0.00081069i,0.0002205+0.00092756i,0.00023775+0.00095046i,0.00029396+0.00033153i,0.00089419+0.0005135i,0.0010626+5.8124e-05i,0.0004661-0.00019496i,-0.00049772+0.00043817i,-0.00090219+0.00050449i,-0.0004378+0.00062313i,-0.00034816+0.00055442i,-0.00016732+4.4084e-05i,-0.00059159+6.9391e-05i,-0.00063265-0.00018042i,8.8475e-05-0.00023432i,0.00034117+2.7864e-05i
-0.0040885+0.0041087i,-0.0045704+0.0042514i,-0.0016691+0.0028484i,0.00031135+0.00151i,0.00076439+0.00037512i,0.00045698+3.1548e-05i,0.00020399+0.00011513i,0.0010554+8.6035e-05i,0.0016533-2.9278e-05i,0.0013609+0.00034216i,0.00081759+1.732e-05i,0.00017474-0.00076115i,-0.00036324-0.0010845i,-0.00033865-0.00090064i,-0.00021069-0.00012707i,0.00041527-1.0028e-05i,0.0012503-0.00050472i,0.0013966-0.0007573i,0.00037351-0.00053099i,-9.0009e-05-1.4843e-05i,0.00038969+0.00038672i,0.0011941-0.00019059i,0.0011605-0.00022312i
0.0028493-0.0025303i,0.00258-0.0012499i,0.001752-0.00015407i,0.00077616-0.00019976i,-0.0002041+0.00011251i,-0.0010272+0.0010838i,-0.001421+0.0014626i,-0.00055233+0.00077974i,0.00067392-4.9566e-05i,0.0011609-0.00079959i,0.0007956-0.00094767i,0.00031354-8.3618e-05i,1.285e-05+0.00038619i,-0.00052359+0.0003085i,-0.0010956+0.00046633i,-6.541e-05+0.00050374i,0.00033214+0.00076813i,-0.00039264+0.00021906i,-0.0001742-0.00036792i,-0.00028655-0.00036622i,-0.00034564+1.0876e-05i,-0.0001621+0.00015013i,0.0002927+9.4106e-05i
0.0013323+0.00072811i,0.0005203+0.0012789i,-0.00018797+0.00031879i,-0.0014522-0.0003508i,-0.0017016-2.8946e-05i,-0.00068698+0.00013002i,4.6096e-05+0.00039761i,-0.00012236-7.2752e-05i,7.3975e-05-0.00075672i,0.00057972-0.00067537i,0.00063437+4.9169e-05i,0.00026082+0.00056313i,-0.00015013+0.00087371i,-5.3111e-05+0.00080066i,3.4294e-05+0.00061782i,0.00021571+0.00022398i,0.00086702+0.00020309i,0.0010806+0.00042047i,0.00097907+0.0003318i,0.0006134+0.0003114i,-0.00018054+0.00029912i,0.00034196+0.00047801i,0.00067673+0.00034211i
-0.0014689+0.00013992i,0.00024891-0.00074374i,5.0337e-05+0.00039874i,-0.0023936+0.001205i,-0.0024393+0.0017621i,-0.00099949+0.0016225i,1.4059e-05+0.00031233i,0.00099078+0.000241i,0.0014004+0.00093618i,0.00088674+0.00048383i,0.00033578+0.00045868i,-0.00027642+0.0007448i,-0.00052808-7.578e-05i,0.0001332+7.4131e-05i,1.8355e-05+0.00048209i,-0.00010653+0.00017693i,-0.00018144+0.00017802i,-9.897e-05+0.00065116i,0.00024796+0.0003112i,0.00017954-0.00064645i,-0.0003605-0.00072714i,-0.00041805-0.00050045i,0.00013112+7.0827e-05i
0.0020019-0.00023237i,0.0025689+0.00021898i,0.0025514+0.0010285i,0.0012335+0.0007558i,9.6562e-05+0.00099842i,-7.0579e-06+0.0020673i,0.00069759+0.0019698i,0.0015329+0.00079193i,0.0015573-2.3598e-05i,0.0012338+0.0001759i,0.00011838+0.0001566i,-0.00089794-0.00027198i,-0.00093288+0.0001542i,-0.00048284+0.00043704i,0.00027675+0.00043041i,0.0010135+0.00031867i,0.0010197-6.3758e-05i,0.00036397-0.00033912i,-0.0002928+0.00028028i,-0.00087559+0.00078089i,-0.001054+0.00032445i,2.5861e-05+0.00027573i,0.00080717+0.00062696i
-2.1775e-05+0.00084776i,-2.7821e-05+0.0015641i,-0.00024968+0.001066i,-0.00088028+0.0012779i,-0.00019503+0.0010574i,0.00055009+0.00069817i,0.00030503+0.00057533i,3.9239e-05+0.00023306i,-0.00012141+0.00045607i,-0.00016518+0.00042517i,-0.00034919-0.00011148i,-0.00070169-0.00018873i,3.6163e-06-0.00047969i,0.00055518-0.00018202i,-3.8171e-05-0.0002152i,-0.00066431-0.001197i,-0.00037419-0.00068134i,-0.00017427-0.00012095i,-0.00073371-0.00042615i,-0.0012743-0.00060633i,-0.0011175+0.00035038i,-0.00033293+0.00032059i,-1.0642e-06-0.00029177i
-0.0011634+0.00073918i,-0.0017028+0.0014709i,-0.00098955+0.0016729i,-0.00038646+0.0015049i,0.00059037+0.0018073i,0.0018151+0.0013849i,0.0018141+0.0016209i,0.0012716+0.0018082i,0.00083877+0.00071864i,-0.00013791-9.1253e-06i,-0.000919+9.5003e-05i,-0.0012423+0.00026578i,-0.00065551-0.00014773i,-0.00018861-0.00069388i,9.4776e-06-0.0010008i,-0.00011012-0.00067479i,4.2144e-05-0.00023684i,0.00047409-0.00051551i,0.00019653-0.0013324i,0.0006327-0.0010851i,0.0010339-0.00035803i,0.00082158-0.00096359i,0.00052859-0.0013374i
0.00097247-0.00019149i,0.001219-0.00023623i,0.00080849-7.3484e-05i,-0.00030223+0.00052777i,-0.00064837+0.0016346i,-0.00015917+0.0016297i,0.000225+0.00049816i,0.00020141+0.00054455i,0.00025516+0.00077423i,0.00052144+0.00010175i,0.00046233-0.00021174i,0.00054518-0.00016037i,0.00050646+0.00025758i,0.00088386-0.00012506i,0.001203-0.00018471i,0.00073603+0.00051834i,9.9491e-05+0.00035114i,-0.00027724-0.00037272i,-0.00026564-0.00044225i,-0.00029525-0.00014196i,7.1967e-05-0.00022131i,0.00016301-0.0001193i,-5.6797e-05-0.00021914i
-0.00026246+0.0021496i,0.0004126+0.0020638i,0.0016584+0.0019995i,0.0019572+0.0012553i,0.0019811+0.00089079i,0.0018252+0.0003908i,0.00092792+0.0006051i,0.00031357+0.00062214i,0.00041557+0.00012986i,0.00063737-8.2346e-05i,0.00024522-0.00026145i,0.00043405-0.00030309i,0.00047811+7.3574e-05i,-0.00028199-0.00012272i,-0.00034387-0.00088212i,0.00082017-0.0007976i,0.0018436-0.00064516i,0.0012244-0.00082043i,-0.00062536-0.0001894i,-0.00061875+0.0007882i,0.00046756+0.00080557i,0.00035912+0.00046905i,-0.00015397+0.00068387i
-3.3385e-05+0.00074517i,-0.0010755+0.0016093i,-0.0014014+0.0023542i,-0.00043399+0.0015817i,0.0002506-1.597e-05i,0.00024586+0.00039643i,6.3887e-05+0.0017026i,0.00011784+0.0012132i,0.00065683+0.00021513i,0.0012041-7.4785e-05i,0.00092683+7.7999e-05i,0.00061963+0.00035702i,0.00027032-0.00023981i,-0.00010583-0.00057562i,0.00019104-1.4565e-05i,0.00058284+0.0003552i,-5.644e-05+0.00067927i,-0.00073048+0.00041932i,-0.00048549-0.00080789i,0.00035839-0.0014688i,0.00034709-0.0012977i,0.00018502-0.00069329i,0.00011222-0.00023667i
-0.00044161+0.00022126i,-0.00018686+0.00061096i,2.9973e-05+0.0013261i,-0.00081745+0.0018271i,-0.00053257+0.0017242i,0.00019214+0.0020598i,-0.00015814+0.0015872i,-0.00013566+0.0017445i,0.00013625+0.0012998i,-0.00032169-0.00011777i,-0.0001084-0.00039431i,8.2766e-05-0.00012207i,-0.00065624-0.00037102i,-0.00053965+7.3786e-05i,-3.6688e-05+0.00020146i,9.5046e-05+0.0003729i,0.00028965+0.00042796i,0.0007342-0.00013927i,0.00062928-3.4469e-05i,-0.00051727+0.00090524i,-0.00038437+0.00084641i,0.00018912+8.4704e-05i,-0.00023016-0.00017261i
0.0013564+0.0029002i,0.0012262+0.0039711i,0.0013552+0.0036121i,0.0011682+0.001969i,0.00041983+0.00032507i,-0.00099276+7.3789e-05i,-0.00059031+0.00054845i,0.00074867+0.00046077i,0.00048054+4.0725e-05i,0.00023216-0.00026732i,0.00054656-0.00070448i,0.00059987-0.00067833i,0.00083321-0.00019025i,0.0011972+4.9563e-05i,0.00046463+0.0004233i,-0.00025701+0.00027264i,-0.00011068-0.00014325i,0.00048847-0.00020162i,0.00079746+9.043e-05i,0.00063806+8.9488e-05i,0.00029582+9.0413e-05i,-0.00026696+2.1466e-05i,-0.00056436+0.0001992i
-0.00043212+0.00017124i,-0.0010007-9.347e-05i,-2.3923e-05+0.00068595i,-0.0001446+0.0011362i,7.7096e-05+0.00038949i,0.00031032+0.0003376i,0.00013188+0.00019064i,3.7374e-06-6.458e-05i,0.00042847-0.00026382i,0.00029957-0.0009314i,-6.9763e-05-0.0014144i,-0.00010582-0.00066997i,-0.0002829+0.0009529i,-0.00024405+0.0012752i,0.00041722+0.00038745i,0.00054382-0.00018472i,0.00048829+2.4378e-05i,0.00042418+0.00047903i,0.0011025+0.00016147i,0.0017335+0.00027801i,0.0010379+0.00036935i,0.00047769+0.00025372i,0.00073854+9.0311e-05i
0.0016985+0.00090765i,0.0025342+0.00084063i,0.0016431+0.00062573i,0.00014861+0.00027744i,-0.00080887-0.00056273i,-0.00076204-0.00065686i,0.00052684+0.00063806i,0.00070117+0.00077082i,0.00087368+0.00047505i,0.00099516-0.00016638i,0.00058877-0.00085866i,0.00014175-0.00084527i,-0.00036192-0.00058012i,-0.00066689-0.00049652i,-0.00043449-0.00037117i,-0.00025069-0.00011655i,0.00011386-0.00041002i,-0.0001709-0.00067274i,0.00028595-0.00099912i,0.00060578-0.00095173i,-0.00019558-1.605e-05i,-0.00024642-9.7866e-05i,-0.00016-0.00031504i
0.00092999+0.00030364i,0.00062679+0.0012544i,-0.00017418+0.0014481i,-0.0017067+0.00098299i,-0.0033316+0.00071077i,-0.002556+0.00087963i,-0.0004095+0.00067624i,0.00059787-3.8488e-05i,-2.2903e-05-0.00050467i,-0.00053797-0.00063861i,-0.00023517-0.00025692i,0.00032437+0.00027177i,0.00043969+0.00013717i,-0.00032714+0.00014475i,-0.00038533+0.00046527i,3.1229e-06+0.00077521i,0.00041055+0.00034234i,0.0004685-6.4415e-05i,0.00058433-0.00040303i,0.00067471-0.0001108i,6.8805e-05+0.00028427i,-0.00023509+6.7093e-05i,-1.1477e-05+0.00041612i
-0.0010398+0.00070191i,-0.0012246+0.0014043i,-0.0020471+0.0012389i,-0.0015513+0.001233i,-0.00062587+0.0015757i,0.00027128+0.0010455i,0.0010933+0.00093872i,0.0014527+0.00029863i,0.0017415-0.00058429i,0.0009635-0.00079869i,0.00029449-0.00054407i,0.00055457+0.00011625i,0.00015298+0.00042354i,5.8625e-05-1.1424e-05i,0.00052237-0.00045095i,0.0010121-0.00044413i,0.00056679-0.00043337i,-8.1444e-05-0.00079473i,-5.2011e-05-0.00042739i,-3.999e-05-9.9825e-05i,5.9571e-05-0.00034898i,0.00020941-5.881e-05i,7.3903e-06+0.00019719i
-0.00035387-0.00092404i,-0.00044694-0.00011552i,-0.00012987+0.00077754i,-0.0005619+0.00096464i,-0.00084612+0.0006006i,-0.0014209+0.00068279i,-0.0012726+0.00070487i,0.00035554+0.00053728i,0.0011036+0.00057163i,0.00056149+0.00041766i,0.0010534+0.00038358i,0.0015677+0.00040225i,0.00045621+5.2037e-05i,-0.00018585-0.00019305i,8.388e-05-0.000496i,0.00040221-0.00056936i,-1.8731e-05-0.00018178i,-1.598e-06-0.0003773i,0.00041588-0.00043399i,-0.00047696+0.00029661i,-0.00066812+0.00072878i,-0.0002144+0.00015293i,-2.7352e-05-2.4203e-05i
0.0036957+9.1666e-05i,0.0037344-0.00075861i,0.0025392-0.0014109i,0.00027002-0.0010247i,-0.00079473-0.00045497i,-0.0011045+0.00038631i,-0.0003106+0.0008195i,0.00086067+0.00043387i,0.0013533-2.257e-05i,0.00060485-0.00016087i,-0.00020177+0.00019894i,0.00023424+0.00053911i,-0.00013638+0.00041298i,-0.0011468+0.00034778i,-0.00092447+0.00018961i,4.2655e-06+0.00052477i,0.00026239-0.00013796i,0.0003754-0.00070694i,0.00018478+5.5325e-05i,1.1938e-05+0.00031355i,-5.2197e-05+0.0004042i,-0.00011545+6.6024e-05i,-6.7878e-05+4.1053e-06i
-0.00081797-0.00082075i,-0.0011546+0.0006136i,-0.0010372+0.00018582i,-0.0015169-0.00068371i,-0.0013938+0.00050258i,9.1464e-05+0.0017882i,0.00080477+0.0016635i,0.00061105+0.001367i,0.00039397+0.00043053i,0.0013822-0.0010481i,0.0017052-0.00080503i,0.00034067+0.0002532i,2.2674e-05+0.00081449i,0.00027126+0.0010132i,0.00077046+0.00062751i,0.0013312-0.0002582i,0.00042129-0.00064317i,-0.00085372+0.00038753i,-0.00079753+0.0015741i,-3.298e-06+0.0013721i,0.00052648+0.00065707i,0.0005947+0.00055114i,0.00071368+9.4944e-05i
-0.0015066-0.0018548i,-0.0026581-0.0011893i,-0.0037023+0.00085991i,-0.0031063+0.0021337i,-0.0011227+0.002068i,0.00019217+0.0020098i,0.00074486+0.0013592i,0.0011187+0.00026074i,0.00099587+0.0001117i,0.000713+0.00055502i,0.0002492+0.00074514i,-0.00013733+0.00027877i,-0.00036323-0.00055212i,7.6431e-06-0.0010774i,0.00063572-0.00065317i,0.00047461+7.5481e-05i,0.000624+0.00020126i,0.00051203+0.00031022i,7.9149e-05+6.9255e-05i,-0.00023105-0.00025314i,0.00030813-4.0609e-05i,0.00073065+4.1438e-06i,0.00032252-0.00041912i
-0.0013171+0.0005639i,-0.0014752+0.00041146i,-0.0014194+0.00080926i,-0.00097163+0.0020058i,-0.00088641+0.0018378i,-0.00080079+0.0010565i,-0.00035616+0.0013034i,0.00025085+0.0013945i,0.00035733+0.00055269i,0.00055649-0.0002393i,0.00050638+0.00019297i,1.2822e-05+0.000359i,-4.3772e-06+0.00024198i,3.6209e-06+0.00056654i,0.00032695+0.00038058i,0.00085718-0.00037174i,0.00022974-0.00069416i,-0.0009506-4.7306e-05i,-0.0012308+0.0004131i,-0.0013803+0.00035207i,-0.00064994+0.00032486i,0.00042478+0.00058688i,0.00062609+0.0010292i
-0.00047803-0.00016198i,0.00070276+0.00019252i,0.00043019+0.00019477i,-0.00041994+0.00049285i,-0.00018003+0.00094316i,0.00049173+0.0015269i,0.00015461+0.001361i,0.00026225+0.00056682i,0.00044756-0.00010112i,0.00016483-0.00026749i,0.00011315-2.5163e-05i,0.00051515+0.0004575i,0.00047381+0.00010737i,0.00020855-0.00011376i,4.9367e-05+0.00024332i,-0.00062914-0.00034232i,-0.00034521-0.00079252i,-8.9395e-05-0.00013681i,-0.00072938+0.00026867i,-0.0011843+0.00056629i,-0.00084248+0.00083544i,-0.00030238+0.00032886i,-0.00056059-0.00042331i
4.966e-06+0.0011618i,0.000526+0.00090871i,2.346e-05+0.00077017i,-0.0013981+0.0019419i,-0.0014486+0.0012465i,-0.0014163+0.00083381i,-0.00014213+0.0016994i,0.00071553+0.0019301i,0.00076727+0.0012611i,0.00078203+4.2983e-06i,0.00042825-0.00025458i,0.00071163+0.00044283i,0.00040917+0.00059278i,-0.00012681+0.00025908i,-0.00023169+0.00023853i,0.00055319+0.00093428i,0.00071668+0.00039728i,-2.2836e-05-0.00025868i,-0.00071311+0.00052426i,-0.00097941+0.0011524i,-0.00059459+0.00075701i,-5.1247e-05+0.00055218i,0.00044044+0.00051308i
0.0017191+0.00055452i,0.0017125+0.0001986i,-0.00049883+0.0004304i,-0.0015522+0.00039459i,-0.00031724+0.00073236i,0.00077821+0.00093186i,0.0014746+0.00033361i,0.0013397-8.4943e-05i,0.00059372-0.0001143i,0.00017215+7.6495e-05i,-0.00049108-0.00029509i,-0.00068787-0.00010266i,-0.00029865+0.00036925i,0.00029527+0.00037296i,0.00076845+0.00054233i,0.0010082+0.00053458i,0.0012525+0.00057066i,0.00047554+0.00063877i,-0.00041006+0.00076224i,-0.00081795+6.8237e-05i,-0.00057689-0.00038876i,-0.00028284+0.00043065i,-0.0003606+0.001442i
-0.0013688+0.0012738i,-0.00080956+0.0011146i,0.00010075+0.0015714i,-0.00019575+0.001795i,-0.0012903+0.0017674i,-0.001147+0.0017166i,-0.00011885+0.0018623i,0.00085298+0.0013295i,0.00068377+0.0006549i,1.0624e-06+0.00027905i,-0.00038994-0.00020031i,0.00011603-0.00027254i,0.00076657-0.00040337i,0.00080597-0.0010696i,0.00055201-0.0014065i,0.00049037-0.0013131i,0.00049132-0.00094357i,0.00047291-0.00046969i,0.0001914-7.3565e-05i,-0.00042293-0.00061405i,-0.0001817-0.00083985i,0.00045202-0.00027839i,0.00079298-0.00028397i
9.2443e-05-0.0018386i,-0.00080653-0.0018298i,-0.00087549-0.00089559i,-0.0012993-0.00015514i,-0.0018397+0.00060521i,-0.0015698+0.0010785i,-0.00061298+0.0015438i,0.00036696+0.0018651i,0.00041332+0.0007876i,0.00027563-0.0002658i,0.00057117-0.00041564i,0.00058029-0.00041696i,-0.00052214-0.00011653i,-0.00063281+0.0004558i,0.00042974+0.00052684i,0.00043754-0.00022633i,0.00025216-0.0004716i,0.00049565-7.2582e-05i,0.00018697-0.00044908i,-0.00014693-0.0007322i,-0.00017028-0.00041919i,-0.00040956+0.00034837i,-0.00083105+0.00064701i
0.0020888+0.0024551i,0.0020908+0.0031989i,0.002659+0.0025893i,0.0019024+0.0018242i,0.0004379+0.0015503i,0.0007371+0.001238i,0.000776+0.00086611i,5.5093e-05+0.00088645i,-0.00017542+0.0011888i,8.5396e-05+0.001014i,0.00011399+0.00023644i,-0.00017285+0.00015002i,-0.00048865+0.00019698i,-0.00053478-0.000389i,-0.00064409-0.00057231i,0.00012678+1.2495e-05i,0.0005523+5.8649e-05i,0.00033435+6.0463e-06i,-0.000169+8.7885e-05i,-0.00048755-0.00014774i,-0.0003379+0.00011373i,-6.9421e-05-0.00010916i,0.00027294-0.00026166i
0.0019536+0.00012805i,0.00067351+0.00027635i,-0.0013581-0.00030335i,-0.0016625-0.00042695i,-0.0018453-7.864e-05i,-0.0015364+0.0010348i,-0.00071472+0.0017173i,-9.1804e-05+0.0015342i,4.5955e-06+0.00046885i,0.00012072-0.00064519i,0.00010838-0.00016924i,0.00025081+0.00040432i,0.00060507+0.00021731i,0.00065159+0.00034817i,0.00018494+0.00045473i,-0.00085245+0.00035721i,-0.0012227-0.00039072i,-0.0010133-0.00064212i,-0.00074119-0.0002446i,-0.000809-0.00049768i,-0.00068045-0.00049552i,3.7195e-05+4.1152e-05i,0.00051841-6.6629e-06i
