-0.0013936+0.0013197i,-0.0010176-0.00011651i,-0.0018944-0.00099902i,-0.0014467-0.00086354i,-0.0010923+0.00032128i,-0.00085319+0.00099354i,0.00059841+0.0012081i,0.0021295+0.0017637i,0.0019228+0.001819i,0.00074296+0.00062296i,-0.00036447-0.0004122i,-0.00084711-0.001481i,-0.00079519-0.0014159i,-0.0012159-0.00068472i,-0.00057843-0.00052379i,0.00035733-0.00024225i,0.00025086+0.0002799i,0.00016894+9.122e-05i,0.0001079-0.00027718i,0.00016736-0.00074547i,0.00057487-0.0012913i,-6.7087e-05-0.00064114i,-0.00071426+9.4812e-06i
0.14663+0.055934i,0.17457+0.096456i,0.01387+0.023142i,-0.20848-0.081466i,-0.20697-0.053632i,-0.015354-0.034456i,0.10117-0.13056i,0.078075-0.16658i,0.034964-0.10071i,0.015019-0.040215i,0.010392-0.0033149i,0.035269+0.011709i,0.050772-0.0032501i,0.017871-0.0037113i,-0.024147+0.03379i,-0.039926+0.0678i,-0.047388+0.058373i,-0.055181+0.016419i,-0.053702-0.017826i,-0.039196-0.02368i,-0.019821-0.011018i,-0.0059585+0.0012955i,0.0029764+0.0067915i
-0.20511+0.10169i,-0.49303+0.1541i,-0.7283+0.24146i,-0.69594+0.38471i,-0.43738+0.42266i,-0.20792+0.27888i,-0.11994+0.14719i,-0.057172+0.13113i,0.031171+0.11119i,0.051441+0.026676i,0.0014791-0.024364i,-0.029744-0.0038151i,-0.023919+0.01768i,-0.021525+0.0019231i,-0.045202-0.013934i,-0.070598+0.0023323i,-0.063847+0.023094i,-0.03036+0.017909i,-0.0015493-0.0080155i,3.5439e-05-0.028397i,-0.016005-0.023866i,-0.022673-0.0086637i,-0.015388-0.00029396i
0.081392-0.20067i,0.27675-0.37136i,0.48727-0.40379i,0.46978-0.2636i,0.2086-0.044308i,0.032345+0.17861i,0.056545+0.28481i,0.077731+0.20444i,0.032331+0.054932i,0.013307-0.017716i,0.025898-0.027494i,0.020145-0.031284i,0.00053419-0.033272i,-0.0092575-0.044979i,-0.022986-0.066157i,-0.046177-0.073092i,-0.051457-0.058046i,-0.029636-0.025911i,0.00072067+0.0037509i,0.024209+0.010721i,0.039292-0.0016935i,0.045828-0.014147i,0.040994-0.017673i
0.17299+0.14208i,0.3206+0.25792i,0.33729+0.17774i,0.10053-0.062043i,-0.20565-0.16632i,-0.28972-0.093572i,-0.19246-0.045732i,-0.10783-0.057202i,-0.053976-0.042732i,-0.021452-0.012967i,-0.020949+0.0061722i,-0.020952+0.015046i,-0.0077495+0.010131i,0.0173+6.2857e-05i,0.035016-0.021072i,0.018259-0.044436i,-0.013149-0.042158i,-0.030479-0.024514i,-0.025039-0.012112i,-0.0045483-0.0053287i,0.013145+0.0033005i,0.026333+0.013581i,0.031334+0.012631i
-0.26005+0.033352i,-0.57055+0.072529i,-0.76893+0.14112i,-0.66604+0.14812i,-0.40221-0.0024332i,-0.25692-0.16266i,-0.23729-0.16153i,-0.17082-0.073753i,-0.057375-0.014915i,-0.0028997-0.0032365i,-0.016681-0.00040923i,-0.031529+0.024987i,-0.0074136+0.044569i,0.029938+0.030656i,0.052895-0.0024438i,0.059967-0.032859i,0.053267-0.039983i,0.04047-0.01882i,0.030704+0.007918i,0.014967+0.01413i,-0.020203+0.0097025i,-0.055303+0.018624i,-0.063548+0.036605i
0.11881-0.19016i,0.23822-0.35613i,0.2342-0.43398i,0.13683-0.39733i,0.13855-0.31821i,0.21231-0.219i,0.2537-0.17589i,0.20717-0.19186i,0.092469-0.14315i,0.029648-0.048222i,0.028855-0.024929i,0.018538-0.05856i,-0.0014933-0.06888i,-0.0077782-0.036926i,0.0084103+0.00044652i,0.023413+0.0025612i,-0.0015383-0.017981i,-0.046531-0.025783i,-0.061988-0.0129i,-0.038212-0.00026525i,-0.010413-0.008302i,-0.0039416-0.023351i,-0.0045465-0.026979i
0.10391+0.18758i,0.26371+0.31438i,0.47634+0.1976i,0.54678-0.079331i,0.3756-0.15022i,0.20846-0.021402i,0.19599+0.059807i,0.22154+0.065747i,0.18828+0.059656i,0.10791+0.047328i,0.048608+0.025431i,0.032058+0.00074137i,0.02086-0.0079111i,0.008923+0.0087224i,0.010517+0.0278i,0.011208+0.033399i,0.0070874+0.026681i,0.00097672+0.0045404i,-0.017189-0.018218i,-0.027628-0.011366i,-0.0076536+0.011633i,0.018164+0.018948i,0.025274+0.008487i
-0.22965-0.067126i,-0.39115-0.098807i,-0.31307+0.025572i,0.020906+0.18078i,0.23014+0.14721i,0.1154+0.063948i,-0.056117+0.15301i,-0.060161+0.26678i,0.0016505+0.20577i,0.024192+0.058506i,0.038715-0.016205i,0.0679-0.010797i,0.074195+0.0007274i,0.031786-0.0093962i,-0.023365-0.011006i,-0.041986+0.0050283i,-0.026488+0.0099069i,0.00046821+0.0020119i,0.022131-0.0037032i,0.025629-0.012132i,0.0098444-0.019695i,-0.011959-0.01767i,-0.016684-0.0051843i
0.16546-0.067861i,0.22914-0.052973i,0.028569+0.10123i,-0.26146+0.32554i,-0.27765+0.40275i,-0.15352+0.2755i,-0.14563+0.15309i,-0.16349+0.13117i,-0.10714+0.10631i,-0.034658+0.047767i,0.0047471+0.0129i,0.011036+0.012701i,0.0096937+0.017578i,0.018409+0.0054466i,0.024517-0.0073278i,0.018286-0.0070587i,0.0043839-0.0035213i,-0.0012313+0.0012838i,0.011713+0.0038459i,0.027538-0.0014196i,0.037494-0.017429i,0.040436-0.037395i,0.035139-0.040193i
-0.066107+0.2139i,-0.14022+0.33659i,-0.18726+0.28739i,-0.22471+0.14928i,-0.25808+0.12722i,-0.17992+0.14389i,-0.078553+0.063113i,-0.069569-0.016004i,-0.064473-0.014466i,-0.042955+0.02539i,-0.051228+0.072033i,-0.068+0.10782i,-0.051046+0.11101i,-0.0073531+0.076064i,0.0086329+0.020827i,-0.011031-0.013148i,-0.015454-0.01082i,0.0070437-0.004433i,0.022531-0.0043566i,0.015274+0.0077027i,0.0015361+0.031793i,0.00786+0.054011i,0.024518+0.064305i
-0.096496-0.23779i,-0.12755-0.50831i,-0.050384-0.69527i,0.064357-0.70338i,0.096273-0.59098i,0.066063-0.42633i,0.044837-0.32842i,-0.024009-0.3091i,-0.11725-0.22469i,-0.12492-0.096451i,-0.1001-0.028858i,-0.09715-0.0041232i,-0.084042+0.010885i,-0.060651+0.014382i,-0.043779+0.00040861i,-0.044085-0.020554i,-0.069248-0.029413i,-0.099532-0.021192i,-0.10047-0.0090899i,-0.079246-0.0038897i,-0.072188+0.0041278i,-0.07751+0.020649i,-0.074794+0.036759i
0.24218+0.069569i,0.42+0.14549i,0.40751+0.15311i,0.1856+0.073887i,-0.012225+0.030366i,-0.039768+0.069713i,0.071093+0.083768i,0.20045-0.0062067i,0.20506-0.10273i,0.090564-0.10957i,-0.021876-0.087352i,-0.082965-0.087164i,-0.090244-0.078067i,-0.042107-0.055061i,0.03065-0.050817i,0.07009-0.079871i,0.060241-0.11705i,0.041835-0.12557i,0.02512-0.097561i,0.0036443-0.055013i,0.0010293-0.026914i,0.0051894-0.018895i,-0.012844-0.017635i
-0.21303+0.15385i,-0.36745+0.3213i,-0.31973+0.44375i,-0.053645+0.40942i,0.1334+0.22627i,0.099856+0.093559i,0.071325+0.149i,0.18131+0.22563i,0.25084+0.14795i,0.18065+0.0025057i,0.1101-0.084227i,0.10072-0.12768i,0.078116-0.13838i,0.032647-0.088547i,0.014467-0.0073416i,0.028806+0.046443i,0.058015+0.065023i,0.091744+0.071063i,0.098917+0.05826i,0.065315+0.022322i,0.025996-0.010511i,0.0084545-0.029345i,0.0084949-0.047481i
0.059587-0.2733i,0.094321-0.51756i,0.078446-0.59927i,0.054301-0.44282i,0.10934-0.25141i,0.1432-0.17978i,0.039644-0.11146i,-0.074293+0.052268i,-0.050113+0.15918i,0.047011+0.1097i,0.11379+0.03349i,0.15681+0.0087304i,0.16234-0.0084773i,0.11793-0.016299i,0.076812-0.00036191i,0.060825+0.016267i,0.043671+0.0326i,0.015404+0.044315i,-0.0059033+0.030112i,-0.0098242+0.0011241i,-0.011315-0.018572i,-0.015268-0.027258i,-0.00090089-0.027766i
0.14033+0.20731i,0.29028+0.3349i,0.33101+0.27842i,0.15934+0.13425i,-0.093498+0.16281i,-0.19719+0.26791i,-0.19548+0.25851i,-0.18979+0.19775i,-0.12913+0.16027i,-0.046006+0.14234i,-0.017394+0.15351i,-0.011278+0.19542i,0.031774+0.20468i,0.074632+0.13972i,0.060463+0.061785i,0.018163+0.02447i,-0.0020719+0.010858i,0.015032-0.0014236i,0.050282-0.023792i,0.04671-0.04668i,0.0052599-0.033883i,-0.004588+0.01605i,0.02483+0.058878i
-0.24545-0.031638i,-0.41073+0.0050938i,-0.34203+0.097075i,-0.083758+0.092205i,0.024365-0.057963i,-0.09049-0.14153i,-0.18168-0.08985i,-0.17109-0.048583i,-0.14018-0.030645i,-0.11722-0.015789i,-0.13687-0.012159i,-0.17701+0.027669i,-0.16539+0.086361i,-0.12201+0.1117i,-0.097325+0.11867i,-0.090167+0.12657i,-0.10302+0.13194i,-0.1204+0.13988i,-0.097555+0.13034i,-0.048702+0.064648i,-0.036433-0.021414i,-0.063245-0.048237i,-0.07864-0.017954i
0.21095-0.093788i,0.30227-0.17189i,0.1753-0.12614i,-0.036164-0.014513i,-0.044001-0.027283i,0.11065-0.14393i,0.21212-0.26553i,0.19048-0.33766i,0.098438-0.31006i,0.0021477-0.214i,-0.075355-0.14001i,-0.14072-0.098246i,-0.15139-0.056419i,-0.086773-0.04011i,-0.023253-0.079433i,-0.025147-0.14015i,-0.070527-0.17401i,-0.11249-0.16375i,-0.11121-0.10888i,-0.042125-0.048019i,0.043354-0.040134i,0.068583-0.077429i,0.037376-0.096149i
-0.10199+0.22805i,-0.12789+0.37642i,-0.070668+0.31994i,0.019878+0.11695i,0.050683+0.013981i,0.050813+0.027466i,0.11395+0.057701i,0.21108+0.066602i,0.22207+0.051464i,0.15185+0.035659i,0.10018+0.0093545i,0.064262-0.046361i,0.021204-0.076681i,0.014476-0.045718i,0.047526-0.0085607i,0.076296-0.0050857i,0.10142-0.012112i,0.13919-0.019354i,0.15942-0.037653i,0.13088-0.045634i,0.085737-0.031105i,0.068926-0.02017i,0.068968-0.02171i
-0.067076-0.27452i,-0.13277-0.51137i,-0.061597-0.64101i,0.13223-0.62958i,0.22858-0.52535i,0.14199-0.29668i,0.053955-0.0032555i,0.056213+0.18347i,0.060938+0.21682i,0.031553+0.16216i,0.0092112+0.10407i,0.034964+0.05959i,0.05487+0.013622i,0.020449+0.021533i,0.004402+0.076096i,0.026366+0.095729i,0.012795+0.08405i,-0.024968+0.085598i,-0.023533+0.08339i,0.0094802+0.057118i,0.02359+0.035522i,0.010834+0.040962i,0.0084079+0.053196i
0.22356+0.15471i,0.39388+0.25034i,0.33122+0.30414i,0.091987+0.35281i,-0.014937+0.3664i,0.020429+0.26912i,-0.0059336+0.13986i,-0.079073+0.077528i,-0.078127+0.027734i,-0.040884-0.038635i,-0.047618-0.062673i,-0.068372-0.022303i,-0.057422+0.024866i,-0.049457+0.027469i,-0.071617+0.0065108i,-0.10766-0.022013i,-0.13974-0.062291i,-0.14241-0.088569i,-0.10637-0.064108i,-0.050798-0.0054085i,0.0010232+0.022665i,0.023652+0.0020205i,0.0090099-0.020994i
-0.27245+0.048118i,-0.42943+0.22071i,-0.3108+0.42254i,0.02177+0.46056i,0.18197+0.26808i,0.070764+0.051205i,-0.018253+0.016i,0.084964+0.043668i,0.2003-0.015898i,0.17329-0.085934i,0.086751-0.094728i,0.019185-0.075339i,-0.026049-0.057058i,-0.042595-0.037929i,-0.033188-0.027904i,-0.0096866-0.033353i,0.016025-0.032054i,0.027284-0.0031637i,0.024154+0.041878i,0.027893+0.070188i,0.045233+0.058428i,0.05891+0.015828i,0.057669-0.023374i
0.19893-0.23793i,0.25571-0.54499i,0.12765-0.75477i,-0.10564-0.69841i,-0.22896-0.42238i,-0.18926-0.12863i,-0.12046+0.036437i,-0.040125+0.12242i,0.068219+0.14803i,0.081375+0.10202i,-0.008105+0.064645i,-0.065795+0.04716i,-0.055094+0.01273i,-0.013238-0.0051383i,0.041415-0.0044689i,0.075179-0.02714i,0.059953-0.049597i,0.026474-0.036134i,0.011828-0.0062937i,0.0048993+0.016431i,-0.008784+0.027028i,-0.0091696+0.029745i,0.013017+0.026247i
-0.039992+0.29446i,0.032044+0.42267i,0.027341+0.25744i,-0.13992-0.015087i,-0.26126-0.06877i,-0.17779-0.042459i,-0.074452-0.08457i,-0.070279-0.05293i,-0.052071+0.037579i,-0.022653+0.019282i,-0.061326-0.064538i,-0.10878-0.087223i,-0.101-0.055002i,-0.080618+0.0062921i,-0.056043+0.086846i,-0.015769+0.1374i,0.0049562+0.14437i,-0.00055098+0.13582i,-0.0036471+0.10128i,-0.0070873+0.044801i,-0.015253+0.0041815i,-0.019162-0.0074553i,-0.016832-0.0057285i
-0.14548-0.24659i,-0.2426-0.2929i,-0.12504-0.17567i,0.14196-0.14077i,0.25593-0.26494i,0.24843-0.25828i,0.31332-0.15955i,0.3328-0.15153i,0.2641-0.1288i,0.24442-0.085189i,0.24728-0.10664i,0.20573-0.14186i,0.12582-0.14848i,0.022285-0.12036i,-0.058833-0.079253i,-0.10325-0.075931i,-0.1564-0.10015i,-0.22177-0.11061i,-0.25213-0.090441i,-0.20963-0.049478i,-0.11902-0.02571i,-0.045963-0.031744i,-0.0058665-0.040076i
0.32079+0.16573i,0.5958+0.2186i,0.75296+0.2222i,0.73635+0.087562i,0.50981-0.11616i,0.13441-0.069855i,-0.0661+0.22225i,-0.01613+0.37514i,0.032762+0.32448i,0.025758+0.28003i,0.023926+0.26484i,0.042196+0.22098i,0.066061+0.11589i,0.035383+0.0075511i,-0.026806-0.0078122i,-0.025439+0.04315i,0.054846+0.0704i,0.13439+0.024885i,0.13677-0.061699i,0.087417-0.081808i,0.061871-0.02791i,0.066031-0.0049926i,0.053912-0.027194i
-0.39459+0.1734i,-0.61438+0.29173i,-0.67882+0.2894i,-0.56014+0.26203i,-0.28225+0.32254i,0.024846+0.21552i,0.12895-0.097798i,0.041152-0.24444i,-0.020002-0.13871i,-0.0093842-0.039157i,-0.00052068-0.040115i,0.013205-0.061375i,0.021359-0.074046i,-0.0055009-0.065748i,-0.043466-0.040311i,-0.091654-0.02154i,-0.15782+0.019029i,-0.16778+0.0725i,-0.092892+0.07255i,-0.022444+0.026919i,-0.013133+0.010836i,-0.02157+0.039613i,-0.0036005+0.064309i
-0.58319+8.6657i,0.41786+8.4383i,3.9438+8.4897i,5.9801+5.0652i,5.3669+0.96431i,3.062-1.3766i,1.0946-1.1205i,0.67798-0.01783i,1.288+0.35139i,1.6857-0.32978i,0.98474-1.3366i,-0.23365-1.7395i,-1.2366-1.4106i,-1.8159-0.57113i,-1.752+0.20791i,-1.1786+0.46519i,-0.48388+0.37124i,0.049342+0.27718i,0.35433+0.29821i,0.45467+0.41603i,0.46501+0.55333i,0.43274+0.58992i,0.31698+0.47292i
0.13328+0.38509i,0.30248+0.5607i,0.33217+0.54002i,0.11728+0.47542i,-0.1163+0.44167i,-0.11932+0.21026i,-0.040579-0.20075i,-0.064409-0.41748i,-0.087259-0.3408i,-0.076608-0.17248i,-0.061442-0.028597i,-0.0070922+0.034301i,0.029522+0.01955i,0.016014+0.031726i,0.0047003+0.10289i,0.018882+0.195i,0.04575+0.25358i,0.033473+0.22422i,-0.033744+0.13205i,-0.08744+0.045047i,-0.094295-0.0030003i,-0.080313-0.013234i,-0.056045-0.0075991i
-0.24221-0.27746i,-0.3111-0.34379i,-0.13039-0.28372i,0.071884-0.20345i,0.010271-0.10113i,-0.087147+0.074741i,-0.043013+0.1516i,-0.035224+0.025321i,-0.099733-0.12146i,-0.087571-0.14065i,-0.016805-0.11368i,-0.034919-0.113i,-0.12822-0.082498i,-0.15552-0.03652i,-0.1249-0.024515i,-0.10192-0.016602i,-0.067497-0.0085222i,-0.036404-0.010325i,-0.036766+0.0092203i,-0.033893+0.042139i,-0.0033432+0.045879i,0.016666+0.015086i,-0.00076009-0.011739i
0.34349+0.009374i,0.40613-0.081521i,0.11284-0.20881i,-0.28318-0.24229i,-0.29401-0.1784i,0.03113-0.18344i,0.20682-0.29586i,0.087986-0.2899i,-0.057856-0.098431i,-0.039776+0.084978i,0.068167+0.15925i,0.1345+0.15146i,0.11322+0.10503i,0.036592+0.063969i,-0.021051+0.0751i,-0.001327+0.11511i,0.058808+0.10598i,0.057522+0.063849i,-0.0142+0.054525i,-0.064053+0.069899i,-0.047126+0.083805i,-0.0057132+0.082881i,0.0083837+0.066052i
-0.33727+0.24792i,-0.5081+0.445i,-0.51596+0.5733i,-0.31955+0.56801i,-0.08109+0.3763i,-0.072421+0.0945i,-0.31389-0.030756i,-0.48421+0.021068i,-0.4094+0.066182i,-0.22078+0.022906i,-0.063386-0.075701i,-0.0023089-0.14826i,-0.011696-0.13545i,-0.033819-0.097902i,-0.049006-0.087565i,-0.050549-0.084177i,-0.033722-0.072636i,-0.0051226-0.063772i,0.023559-0.047973i,0.047494-0.007634i,0.064845+0.028913i,0.066811+0.033552i,0.049849+0.026578i
0.11189-0.34277i,0.23755-0.4918i,0.43482-0.46496i,0.63578-0.40952i,0.62778-0.39149i,0.42703-0.20824i,0.3546+0.059538i,0.40528+0.13407i,0.29712+0.062667i,0.090064+0.050549i,-0.014583+0.083333i,-0.028859+0.069315i,-0.032586+0.046651i,-0.025771+0.069835i,0.005801+0.090772i,0.026475+0.060406i,0.0048467+0.013034i,-0.034163-0.0078556i,-0.054786-0.0071159i,-0.059944-0.015342i,-0.068856-0.028869i,-0.071876-0.014915i,-0.048017+0.012001i
0.146+0.26825i,0.26328+0.3259i,0.32705+0.13952i,0.25579-0.040009i,0.13489+0.048201i,0.082482+0.10215i,-0.020817-0.077345i,-0.18179-0.18301i,-0.15306-0.10289i,-0.0018912-0.05909i,0.021148-0.08791i,-0.044316-0.086209i,-0.067756-0.057856i,-0.048368-0.051035i,-0.036071-0.052957i,-0.037233-0.02942i,-0.039404+0.0047825i,-0.046617+0.018887i,-0.046645+0.012998i,-0.024481+0.0053478i,0.0091505-0.0017115i,0.046983-0.021518i,0.069696-0.046257i
-0.25293-0.11157i,-0.37778-0.12809i,-0.32763+0.0093382i,-0.11872+0.15863i,0.0289+0.13004i,-0.0017542+0.051839i,-0.0188+0.13892i,0.097099+0.26052i,0.17017+0.22048i,0.1108+0.10675i,0.022084+0.071478i,-0.013049+0.1096i,0.0011499+0.12913i,0.021264+0.10379i,0.038987+0.07547i,0.068316+0.060947i,0.10878+0.052329i,0.14749+0.040764i,0.14673+0.003276i,0.084564-0.043702i,0.0051217-0.054348i,-0.044289-0.030395i,-0.056335-0.0006061i
0.2129+0.012399i,0.27462+0.11043i,0.12893+0.26085i,-0.10063+0.34781i,-0.17517+0.27344i,-0.07985+0.10491i,0.010819-0.05147i,0.029605-0.13747i,0.028529-0.12755i,0.040066-0.054384i,0.077456-0.0085147i,0.10959-0.032954i,0.09701-0.077904i,0.060029-0.091311i,0.041175-0.085302i,0.041563-0.092832i,0.030433-0.11466i,-0.0057987-0.12199i,-0.036066-0.08436i,-0.037411-0.01503i,-0.028948+0.043895i,-0.016235+0.072239i,0.01105+0.066576i
-0.1607+0.078206i,-0.30856+0.11337i,-0.36049+0.12167i,-0.33439+0.14206i,-0.34029+0.1689i,-0.34745+0.16015i,-0.32751+0.12937i,-0.31951+0.13014i,-0.26372+0.14405i,-0.14451+0.10176i,-0.074882+0.01421i,-0.085342-0.042821i,-0.0955-0.038i,-0.070679-0.018639i,-0.050678-0.024363i,-0.060907-0.035084i,-0.06723-0.017434i,-0.034391+0.0092318i,0.0069744+0.0085364i,0.018869-0.00033336i,0.027358+0.0073613i,0.040916+0.01139i,0.025008+0.00039653i
0.076647-0.15215i,0.14754-0.36048i,0.11242-0.58556i,0.028295-0.69956i,0.077287-0.63013i,0.22514-0.42985i,0.32284-0.23044i,0.3229-0.10889i,0.22883-0.043559i,0.097576+0.019231i,0.019867+0.10183i,0.023687+0.16809i,0.050343+0.16167i,0.034356+0.11261i,-0.0092914+0.10551i,-0.024071+0.13232i,-0.02551+0.12013i,-0.057236+0.067529i,-0.10088+0.025269i,-0.10952+0.003976i,-0.085059-0.022019i,-0.067277-0.044995i,-0.055715-0.028827i
-0.060522+0.08837i,-0.12192+0.18409i,-0.21111+0.15451i,-0.35174+0.074644i,-0.44788+0.10083i,-0.38441+0.10852i,-0.29171-0.057084i,-0.27821-0.23149i,-0.23479-0.23971i,-0.12854-0.15726i,-0.024358-0.11258i,0.028924-0.12755i,0.020499-0.13106i,0.015777-0.087295i,0.044039-0.042828i,0.071959-0.02434i,0.082993-0.0073791i,0.067522+0.029025i,0.045412+0.068957i,0.039251+0.076177i,0.031892+0.055874i,0.022669+0.032522i,0.018882-0.0014981i
0.075915-0.12302i,0.15646-0.21783i,0.32801-0.17362i,0.52117-0.06784i,0.53384-0.048486i,0.34329-0.0099117i,0.1808+0.1536i,0.12333+0.25835i,0.049866+0.20283i,-0.025697+0.11515i,-0.06052+0.065713i,-0.088387+0.047473i,-0.10118+0.047373i,-0.087573+0.031102i,-0.078822-0.0061414i,-0.078409-0.023745i,-0.054481-0.025483i,0.0002123-0.053647i,0.043775-0.10256i,0.03824-0.12266i,0.0031185-0.093696i,-0.020543-0.044476i,-0.02641-0.0016944i
0.016946+0.19544i,0.15779+0.3094i,0.31764+0.28i,0.38339+0.13026i,0.34283+0.045797i,0.28503+0.028307i,0.24278-0.063653i,0.1807-0.15428i,0.09248-0.13584i,0.029223-0.076612i,0.0040675-0.05052i,-0.013386-0.031666i,-0.014397+0.0063281i,-0.0066469+0.039101i,-0.0035422+0.057366i,0.011002+0.065461i,0.026708+0.053184i,0.011137+0.024112i,-0.024084+0.0055312i,-0.030466+0.011762i,0.0044989+0.022814i,0.049453+0.0123i,0.073319-0.016039i
-0.13752-0.17737i,-0.32994-0.16502i,-0.44966-0.0015546i,-0.40703+0.14616i,-0.32054+0.095334i,-0.31737-0.015137i,-0.3324+0.012672i,-0.26292+0.097093i,-0.12287+0.10662i,-0.024175+0.062712i,-0.0057156+0.034466i,-0.0039602+0.022858i,0.00039799+0.0039739i,0.00083821-0.0062075i,0.020744+7.6537e-05i,0.04872+0.00090001i,0.063936+0.0046887i,0.06992+0.024015i,0.063217+0.039939i,0.036663+0.030748i,-0.0032653+0.0039837i,-0.042912-0.0076963i,-0.066691+0.0017046i
0.2251+0.14524i,0.33252+0.18413i,0.29137+0.19014i,0.17699+0.18015i,0.14725+0.15088i,0.15382+0.11173i,0.13615+0.11371i,0.13296+0.12013i,0.11194+0.073504i,0.069795+0.027572i,0.055589+0.0079345i,0.051925-0.015582i,0.031781-0.028325i,0.019432-0.028777i,0.029206-0.042839i,0.04041-0.074748i,0.038288-0.10251i,0.046598-0.10729i,0.063106-0.08992i,0.058287-0.053739i,0.045933-0.0063376i,0.051956+0.030694i,0.069719+0.044164i
-0.28581-0.0052553i,-0.42308+0.00028389i,-0.4315-0.026472i,-0.38302-0.03115i,-0.37009+0.030555i,-0.28403+0.05813i,-0.15525-0.062228i,-0.12472-0.18513i,-0.1163-0.15217i,-0.05924-0.052971i,-0.010527-0.0066702i,-0.0083898-0.007365i,-0.030812-0.0063839i,-0.046187+0.0008151i,-0.072032-0.0023296i,-0.11583+0.0013784i,-0.15163+0.018328i,-0.17368+0.025928i,-0.16984+0.021117i,-0.12309+0.011667i,-0.067626-0.0018011i,-0.042597-0.020954i,-0.037513-0.042141i
0.22038-0.23145i,0.26576-0.43795i,0.13942-0.58469i,-0.013296-0.54406i,0.010097-0.37317i,0.06291-0.22281i,-0.016315-0.091641i,-0.10287+0.042315i,-0.10078+0.096734i,-0.069591+0.068711i,-0.047368+0.044637i,-0.017377+0.038217i,0.0083005+0.023573i,0.016266+0.02059i,0.023299+0.048869i,0.047212+0.085867i,0.081032+0.10789i,0.10217+0.1152i,0.094685+0.10277i,0.062224+0.068914i,0.02578+0.036186i,0.0027019+0.027368i,-0.0061775+0.041156i
-0.093051+0.28084i,-0.13694+0.43612i,-0.14542+0.44858i,-0.14326+0.34048i,-0.12912+0.245i,-0.066696+0.17754i,0.019012+0.10337i,0.10358+0.054139i,0.13594+0.02394i,0.088902-0.0028052i,0.040117+0.0021586i,0.033544+0.017975i,0.033735+0.01666i,0.025331+0.0020382i,0.012698-0.021964i,8.0991e-05-0.042571i,-0.0033292-0.05953i,-4.9641e-05-0.073299i,0.0056764-0.066104i,0.014015-0.040523i,0.017433-0.02167i,0.01296-0.018038i,0.0083818-0.019948i
-0.040432-0.2357i,0.049772-0.28053i,0.23755-0.12364i,0.39828+0.049727i,0.32711-0.012396i,0.08792-0.13293i,-0.022583-0.11384i,0.019808-0.11357i,0.018689-0.16811i,-0.031484-0.13881i,-0.043872-0.075928i,-0.037841-0.048631i,-0.040197-0.039027i,-0.054919-0.033223i,-0.065459-0.013795i,-0.048871+0.017921i,-0.021909+0.034262i,-0.012187+0.027819i,-0.017055+0.010825i,-0.022417-0.0032808i,-0.019673-0.0067503i,-0.01233-0.0065482i,-0.013475-0.0066259i
0.17924+0.15483i,0.32677+0.23021i,0.46511+0.096376i,0.45936-0.16177i,0.28548-0.17344i,0.13569+0.03493i,0.068506+0.12581i,-0.023942+0.1006i,-0.078267+0.09281i,-0.031534+0.061844i,0.0019058+0.0090835i,-0.016779-0.0082149i,-0.036358+0.004088i,-0.036354+0.023237i,-0.016742+0.027439i,0.0006698+0.0080657i,0.0034592-0.0043371i,0.00034351+0.0076548i,-0.0019585+0.02984i,0.0068207+0.037951i,0.018372+0.02092i,0.012064-0.0058628i,-0.0026192-0.018283i
-0.2098-0.05449i,-0.44536-0.16554i,-0.66422-0.19193i,-0.71561-0.10582i,-0.55627-0.041089i,-0.3058-0.058191i,-0.1392-0.084631i,-0.075275-0.027887i,-0.021867+0.058313i,0.021302+0.072862i,0.02496+0.05743i,0.021065+0.061717i,0.02612+0.059575i,0.033856+0.037169i,0.041995+0.012298i,0.048419+0.0024701i,0.059136-0.0013438i,0.070949-0.014136i,0.062787-0.028592i,0.030627-0.021936i,0.0040069+0.0059398i,0.0021845+0.025744i,0.010267+0.023546i
0.10411+0.030438i,0.17308+0.12556i,0.081075+0.25363i,-0.034866+0.35362i,0.064992+0.31144i,0.1789+0.13279i,0.11842+0.007387i,0.057479-0.013262i,0.069422-0.027732i,0.05956-0.039281i,0.040582-0.039316i,0.031179-0.062012i,0.011809-0.071703i,0.0015485-0.054156i,0.0041912-0.05458i,-0.002806-0.079021i,-0.025425-0.096713i,-0.0468-0.090406i,-0.050298-0.064875i,-0.030401-0.035933i,0.0017262-0.017864i,0.029666-0.014523i,0.042003-0.021991i
-0.09547+0.017548i,-0.2087+0.083128i,-0.17595+0.16772i,-0.051312+0.17817i,-0.071541+0.079925i,-0.18896-0.016758i,-0.22439-0.047715i,-0.20738-0.060156i,-0.18941-0.03318i,-0.13595+0.021946i,-0.075281+0.050573i,-0.036511+0.054422i,-0.0039298+0.038024i,0.0073926+0.014515i,-0.013362+0.015494i,-0.040863+0.040334i,-0.054047+0.067499i,-0.049865+0.076399i,-0.041263+0.061891i,-0.039477+0.043119i,-0.037302+0.034596i,-0.030752+0.025298i,-0.029086+0.01247i
