-0.0024754+0.0012173i,0.00010665+0.0013173i,0.00016769+0.0012527i,0.00082814+0.0010153i,0.00087988+0.0024681i,0.0007319+0.002401i,0.00088805+0.0013343i,0.0010249+0.00063745i,0.00082254+0.00021462i,0.00078755+0.00018884i,0.00042964-0.00019707i,-3.6461e-05-0.00038561i,0.00028189-3.5798e-05i,-0.00040302-0.00018148i,-0.001086-0.00033287i,-0.00081088+5.4519e-05i,-0.00043432+0.00061809i,-0.00023068+0.0010695i,-0.00060414+0.00091992i,-0.0012834-0.00065543i,-0.00077688-0.00098535i,-0.00044241-0.00012617i,-0.0011871-9.7842e-05i
0.00013357+0.00070972i,0.0002447+0.0015698i,0.00067813+0.0017136i,0.00046261+0.00027858i,0.00089118-0.00077938i,0.0014073+9.2423e-05i,0.001344-9.6821e-05i,0.00031029-0.00079211i,-0.00018233-0.00053283i,-8.8188e-05-3.257e-05i,-0.00070336-0.00020689i,-0.00063207-0.00011678i,0.00056028+0.00037554i,0.0011715+0.00028833i,0.00064891-1.2572e-05i,-0.00037257-0.00032355i,-0.0010334-0.00036136i,-0.00032385-0.00047978i,0.00071761-0.00059261i,0.00066431-0.00055397i,0.00055516-0.0004576i,0.00046611-0.00041309i,-0.00021035-0.00037233i
0.0013516+0.0011334i,0.0016535+0.00019052i,0.0021439+0.00023984i,0.0022171+0.00023805i,0.0019624+0.00038888i,0.0015526+0.0010019i,0.00064129+0.00079764i,0.00037084+0.00033255i,0.00034216+0.00077608i,0.00025031+0.0014539i,-0.00033365+0.0014807i,0.00018513+0.00093357i,0.00079624+0.00026495i,0.00027795-7.9966e-05i,0.00036505+0.00028844i,0.00078032+0.00044685i,-0.00013409-0.00016185i,1.8641e-05-0.00037352i,0.00055488-2.8029e-05i,-0.00024531-0.0001422i,-0.00021941-0.00017139i,0.00062017-4.6454e-05i,0.00074742-1.9167e-05i
-0.0015589+0.00028563i,-0.00083268+0.00043765i,-0.00082955+0.00099613i,-0.0005564+0.0012335i,0.00048472+0.00041644i,0.0010683+7.6214e-05i,0.00062564+0.00065353i,-0.00021639+0.00061269i,0.00087018+0.00023288i,0.0012214+0.00010389i,0.00033833+0.00011512i,0.00017281-6.8532e-05i,-0.00012159+0.00014203i,0.00019042+0.00063989i,4.1202e-05-0.00015036i,-0.00080777-0.00031192i,-0.00087357+0.00011733i,0.00029786-0.00017084i,0.00051354-0.00068118i,0.00033408-0.00065526i,7.76e-05-0.0003737i,-0.00056857-0.00047549i,-0.00043759+6.6049e-05i
-0.0010607-0.00089996i,-0.0010184-0.0005846i,-0.0010576-0.00038231i,-0.00068678+9.5022e-06i,7.0371e-05+0.00062375i,0.00043991+0.0015634i,0.00086313+0.0011662i,0.0004434-4.5257e-05i,1.0287e-05-0.0001844i,4.7416e-06+0.00052416i,-0.00024834+0.00061334i,-0.00019471-0.00012709i,-0.00025441-2.0565e-05i,0.00031184+0.00011879i,0.001218+9.6954e-05i,0.00097023+0.00024458i,0.00064036-0.00023432i,0.00029222-0.00093653i,-0.00035364-0.00086384i,-0.00079876+2.9346e-05i,-0.00097677+0.00018805i,-0.00072473-0.00025354i,-0.0002481+0.00013916i
0.00024821-0.00037288i,-0.00015+3.9436e-05i,-0.00010012+0.00047989i,0.0012211+0.0003934i,0.0018172+0.00053588i,0.0014903+0.00081017i,0.0014354+0.00026181i,0.0010508-0.00023665i,0.00018817+0.00015276i,-0.00031265+0.00018765i,0.00010062-0.00067693i,0.0001933-0.00053143i,0.00039052-0.00016398i,0.00091325-0.00042543i,0.00070457-0.00010115i,0.00037935+3.5756e-05i,4.8825e-05-0.00036998i,-1.6232e-05-0.00010481i,0.00012215+0.00039223i,6.6453e-05-0.00042084i,0.0002011-0.00076445i,0.00029536-2.9141e-05i,-0.00021569+0.00040112i
0.00066474+0.0010713i,0.0015045+5.9823e-05i,0.0018938-0.00058087i,0.00086933-0.00012379i,2.7902e-05+0.00026892i,0.00017562-0.0001014i,0.00030814-0.00062629i,-4.1679e-05-0.00084554i,0.00061489-0.00055488i,0.0012326-0.00079264i,0.00054928-0.0012787i,-0.00018585-0.0010669i,-0.00051789-0.00020289i,-0.00046599+0.00022125i,0.00052808-0.0006218i,0.0011152-0.00085237i,0.00065096+2.916e-05i,0.00038548+2.3418e-05i,0.00025135-9.1047e-05i,0.00026899+0.00044165i,0.00083426+0.00079599i,-0.00018022+0.00073578i,-0.00071106+0.00062406i
0.00082946-0.0010755i,-0.00018919-0.00063729i,-0.000449-0.00062902i,0.00025199-0.0011814i,2.3597e-05-0.00023213i,-0.00029559+0.0010889i,0.000381+0.00056191i,0.00070785+0.00053738i,0.00045801+0.0010707i,-0.00032443+0.0011179i,-0.00083914+0.00043119i,-0.00081465-0.00011242i,-0.00022306-9.4353e-05i,0.00022045+0.00027577i,0.00051253+0.00035087i,0.00020441-0.0002956i,-0.00049655-0.0010045i,-0.00028161-0.00081492i,5.1272e-05-4.6633e-05i,0.00029077+0.0002086i,-1.5368e-05-0.00026516i,-0.00077541-0.00035675i,-0.00071517+7.0153e-05i
-0.0004067-0.00058357i,0.00034967-0.0013126i,0.00097916-0.0012544i,0.00036257-0.0004658i,0.00045255-7.9286e-05i,0.00070817+2.6616e-05i,0.00082505+0.00038197i,0.00077583+0.00054843i,0.00098699+0.00060121i,0.00086709+0.0011027i,-0.00012238+0.001159i,-0.00079322-0.00029307i,-0.00018399-0.00075067i,0.00039387+2.3753e-05i,0.00044209+2.1454e-05i,0.00030502-0.00058371i,9.3869e-06-0.00073212i,-0.00063935-0.00045031i,-0.00071573-0.00019169i,-0.00048781+0.00028939i,-0.0010738-5.7847e-05i,-0.00093689-0.00076551i,-0.00064271-0.00069121i
0.0019135-0.00082165i,0.0013524-0.002065i,0.00062873-0.0025334i,8.7537e-05-0.00093924i,-0.00054803+0.00012425i,-0.00046601+5.839e-05i,0.00041771+1.6571e-05i,0.00062466+4.5002e-05i,0.00060054+8.2864e-05i,0.00032249+0.00020427i,-7.9474e-05+0.00054254i,0.00033145+0.00077001i,0.00053421+0.00023835i,0.00059837-0.00018396i,6.3997e-05-0.00042549i,9.2342e-07-5.4581e-05i,0.00032498+0.0004726i,-5.7737e-05+0.00047711i,-0.00042673+0.00054181i,-0.00026233+0.00038127i,-8.8331e-05-0.00048152i,-0.00022389-0.00079809i,-0.00049112-0.00037786i
-0.0007508+0.00059484i,-0.00036372+0.00079997i,0.00065294+0.0016899i,0.0011678+0.0020003i,0.00033884+0.002966i,0.00072895+0.0023922i,0.0013361+0.00041885i,0.0012581-0.00064609i,0.0015419-0.00044068i,0.0012982+2.2588e-05i,0.00066126+0.00020098i,0.0005392-3.0748e-05i,0.00055032-0.00036793i,0.00027037-0.00067169i,0.0004473-0.00019315i,0.001006-0.0001048i,0.00096016-0.00039714i,0.00016794+0.00020804i,-0.00041861+0.00050752i,-0.00028076+0.00041068i,0.00019267+0.00030149i,0.00013759-0.00035894i,0.00040195-0.00061002i
-0.0010064-0.0003556i,-0.0015482+0.0011372i,-0.0011446+0.00055878i,-0.0012355-6.9377e-05i,-0.00037952+0.0013674i,0.0001884+0.0030068i,-0.00040961+0.0016236i,-0.00082985-0.00023909i,-0.00065475-0.00020683i,0.00022681-0.00026403i,0.00012513-0.00072064i,-0.0005981-0.00086526i,-0.00016124-0.00017949i,0.0003677-9.2626e-05i,0.00062325-0.00021528i,0.00098524+0.00037046i,0.0011707+1.2905e-05i,0.00060622-0.00017735i,0.00025052+0.00052531i,0.00016163+0.00034778i,-0.00064465-0.00056885i,-0.00067559-0.0005152i,-2.8639e-05+0.00043559i
0.0015196-0.0026561i,0.00067107-0.0036864i,-0.0012547-0.0033757i,-0.0018227-0.0013037i,-0.0012673+0.00021826i,-0.00013786+0.00035003i,0.00062473-3.6686e-05i,0.00069228-0.00051654i,0.00035188+5.1734e-05i,0.00019159+0.00072483i,0.0010337+0.00043935i,0.0014773+2.5713e-05i,0.0011262+0.00019963i,0.00094086+0.0006595i,0.00029273+0.0011318i,-3.1853e-05+0.00033426i,4.9324e-05-0.00071468i,-5.8161e-05-0.0010905i,0.00017671-0.00053164i,0.00040243+0.00025063i,-0.0003584+0.00016437i,-0.0011646-0.00045707i,-0.00087597-0.00049807i
0.0014442+0.00026485i,0.0032845+0.00027166i,0.0028158+0.00031087i,0.0018068+0.00035212i,0.0020953+0.00076908i,0.0016715+0.00051676i,7.3503e-05+0.00014659i,0.00010498+0.00036752i,0.00068622+0.00066807i,0.0010559+5.9493e-06i,0.0001592-0.00058468i,-0.00074865-0.00060426i,-0.00067721-0.00012761i,-0.00052856-0.00033241i,-0.00031058-0.00041907i,-0.00018463+0.00014886i,-6.9158e-05+0.00028325i,-0.00049483+0.00015025i,-0.00042205-0.00012037i,0.0001788-0.00041956i,-8.7219e-05-0.00054i,-0.00015187-0.00041306i,0.0002511+2.4306e-05i
-0.00073789+0.0010453i,-0.00050605+0.0019864i,-0.00034192+0.0020308i,-0.00020361+0.00074076i,0.00010539+0.00083232i,0.00028696+0.001448i,0.00033068+0.00033501i,0.00070745-0.00011789i,0.00056773+0.00044859i,0.00018176+0.00052983i,3.4767e-05-6.6113e-05i,0.00034467-4.0053e-06i,0.00041947-3.9671e-05i,0.00029761-0.0003328i,0.00035281-0.00031551i,0.00026838-0.00079605i,0.0004064-0.00028119i,0.00084966+0.0010247i,0.00085469+0.00070128i,6.0584e-06-0.0001075i,0.00010252+5.504e-06i,0.00093032+0.00019178i,0.00019807+0.00015882i
-0.00032194-0.0010209i,-0.0015563-0.0015609i,-0.0017372-0.0014177i,-0.0016247+2.1948e-05i,-0.0014512+0.0015529i,-0.00025544+0.0013761i,0.00070312+0.00059596i,0.00054471-6.7504e-06i,0.00043453-0.00015572i,0.00057466-0.00018595i,0.00057583-0.00036835i,-5.1064e-05-0.0009436i,-0.00029567-0.00072393i,8.1806e-05+0.00051637i,0.00012911+0.00087379i,0.00040439+7.6479e-05i,0.00063081-0.00075993i,0.00052161-0.00082691i,0.00044078-0.00076186i,9.4048e-05-0.00072432i,5.0456e-05-0.00074454i,-0.00017784-0.0005498i,-0.0005965-0.00016706i
-0.00099209-0.00049602i,-0.00027792+0.00029701i,-0.00028532+0.00086125i,-0.00055681+0.0017495i,0.00021136+0.002961i,0.0015763+0.0022358i,0.00096154+0.00011978i,1.9111e-05-0.0008001i,0.00065957-0.0007383i,0.0013075-0.00095142i,0.00086101-0.00043351i,0.00044547+3.7242e-05i,-0.0002538-8.8022e-05i,-0.00038462-2.9943e-05i,-0.0007326+0.0002448i,-0.0012089+0.00022919i,-0.00087164-0.00022407i,-0.00021282-0.00075526i,-2.6182e-05-0.00072056i,6.8985e-05-0.00040083i,-0.00026134-0.00038932i,-0.00055448+0.00018898i,-0.0005722+0.00063935i
-0.00012134+0.00039734i,-0.0002655+0.00045589i,0.00020699+0.0012725i,0.00089869+0.001006i,0.00079902+0.00099501i,0.00082562+0.0010208i,0.00056629+0.00077259i,0.00063113+0.00040061i,0.00087801-0.00014606i,0.0007271-0.00019788i,0.00021185+0.0002482i,-0.00043601+0.0003854i,-0.00063681+0.00085467i,-0.00023997+0.0009966i,-8.174e-05+0.00021633i,-0.00040941-0.0003845i,-0.0002417-0.00044037i,-0.00039805-0.00011093i,5.303e-05+0.00043913i,0.00082929+0.0008615i,0.00073903+0.00068099i,0.00042137-3.4798e-05i,-3.9221e-05-0.00072207i
-0.0024111-0.00053066i,-0.00023905+0.00023815i,0.00073382+0.00081199i,-0.00042542+0.0015279i,-0.00063703+0.0022761i,-0.000128+0.0021551i,-7.8726e-05+0.0011561i,-0.00015962+0.00046377i,-0.00040427+0.00031304i,0.0001194+0.00029393i,0.00041917+0.00086898i,0.00047439+0.0010322i,0.00062319+0.00077715i,0.0007192+0.0012531i,0.0001485+0.0018694i,-0.00022991+0.0013185i,-0.0001338-0.00011609i,-0.00059869-0.00051674i,-0.0010434+7.6223e-05i,-0.00058965-0.00012841i,-0.00030221-0.0004363i,-0.00036652+1.3174e-05i,-0.00065232+0.00020857i
0.00014461-0.00071806i,0.00048732-0.00050445i,0.00015879+0.00049688i,-0.00047499+0.0004295i,-0.00018547+0.0010232i,0.00066488+0.0018683i,0.0017844+0.0012333i,0.0024472-8.0982e-05i,0.0017368-0.00036243i,0.0011903+0.00033436i,0.0011766+0.00095129i,0.0014768+0.0010625i,0.0011174+0.00059654i,-4.1236e-05-3.5566e-05i,-0.00055845-0.00033306i,-0.0012155-0.00022332i,-0.0012932-0.00022843i,-4.8355e-05-0.00031926i,0.0006955+0.00033976i,0.00017928+0.0003859i,0.000311-0.00020929i,0.00020349-0.00023753i,0.00017335-0.00028719i
-0.0028846+0.0010323i,-0.0016297+0.0013934i,-0.0014922+0.002531i,-2.1445e-05+0.0027925i,0.0016279+0.0021177i,0.0011849+0.0012657i,0.00027212+0.00012625i,0.00012385-0.000399i,-0.00046188+0.00035031i,-0.00025859+0.00051918i,0.00080326+7.1925e-05i,0.0006251+2.5777e-05i,6.2833e-05-0.00019926i,0.00018599-0.00046552i,0.00036344-0.00048097i,0.00052644-0.00040411i,0.00037144-8.7775e-05i,0.00037204+1.5828e-05i,0.00084165-8.4269e-05i,0.0010025+6.8803e-05i,0.00076285+0.00059259i,0.00023569+0.00039657i,7.2073e-05-0.00010486i
0.00185-0.00050824i,0.0013839-0.00067223i,0.00073979-8.1906e-05i,0.00026973+0.00046868i,-0.00010107+6.7697e-05i,-0.00080034+0.00016942i,-0.0010975+0.00056917i,-0.0002924-0.00020382i,0.00056783-0.0004682i,0.00038209+0.00014046i,0.00031772+0.00050175i,0.00043691+0.00022854i,0.00051835-0.00027947i,0.00071761-0.00043643i,0.00011173-8.8678e-05i,-0.00035722-0.00018205i,-0.00039624-0.00057465i,-0.00064176+7.4881e-06i,-0.00043336+0.00032179i,-0.00032763+3.8499e-05i,-0.0007296-0.00031974i,-0.0004312-0.0012741i,0.00019613-0.0018446i
0.00079864-0.0006297i,0.002066-0.00050887i,0.002743-0.0015267i,0.0014823-0.0013532i,-2.5595e-06-5.9224e-05i,0.00015632+0.00033365i,0.0004764+0.00038263i,8.9123e-05+0.00029229i,0.00014434+3.9123e-05i,0.00086211-0.00019251i,0.00056315-0.00015239i,-0.00010736+0.00032936i,-0.00029048+0.0011668i,0.00012788+0.0012315i,0.00065599+0.0010125i,0.0009082+0.00086951i,0.0012872+0.00037051i,0.0004987+4.3405e-05i,-0.00026204-1.8132e-05i,-0.00022665-0.00029797i,-0.0008072-0.00042237i,-0.00078962-0.00082785i,-0.00073106-0.00074236i
9.1534e-05+0.00044026i,-0.0007025-1.1275e-05i,-0.00077346+0.0007897i,0.00078846+0.00084793i,0.0013865+0.00074515i,0.0017883+0.0008191i,0.0016174+0.00016257i,0.00057748+6.3649e-05i,6.5317e-05+0.00042022i,0.0001048+0.00038663i,0.00027532+0.00054542i,0.00020114+0.00081761i,0.00028595+0.00043404i,7.0832e-05+0.00026801i,-8.7872e-05-0.00013858i,0.00052704-0.00040253i,0.0010102+0.00010634i,0.00096565+0.00022856i,0.00087744+0.00026985i,0.00022911+0.00019036i,0.00018186-8.5462e-05i,0.00035946-0.0002268i,0.00019836+0.00023064i
0.00052698-0.0016022i,-0.00075824-0.0012856i,-0.001108-0.00051928i,-0.00069242+0.00021058i,6.1718e-05+0.000707i,0.00081905+0.00063641i,0.00084412-0.00010305i,0.00024752-0.00038084i,0.00041054-4.8975e-05i,0.0004833+0.00083193i,-0.00028488+0.0005236i,-0.00028039-0.00034671i,-0.0001861-0.00013872i,2.6158e-05-0.00015442i,0.00017018-0.00058378i,-0.00019599-0.00034079i,-0.00021001+0.00015653i,0.00021688-0.00011138i,0.00052455-0.0007208i,0.00022007-0.00040582i,-0.00041958+0.00018105i,-0.0006847+0.00028243i,-0.0005964+0.00022137i
0.00093368-0.0007077i,0.001532+3.1632e-05i,0.0011038-0.0010009i,0.00015467-0.00041215i,-0.00049572+0.00090177i,0.00019544+0.0020357i,0.0015292+0.0013756i,0.001288-5.8009e-05i,0.00012844-0.00024939i,0.00015648+0.00015947i,0.00031496+0.00019066i,-3.8983e-05+0.00015875i,0.00052387+0.00017148i,0.00039814-7.1058e-05i,0.00012567-0.00024083i,0.00020294-0.00030476i,-4.2738e-05-0.00038027i,0.00031774-0.00014864i,0.00056676-0.0001603i,0.0001921-0.00040428i,0.00041136-0.00020883i,0.00079098-0.00046894i,0.00091124-0.00013385i
0.00088395+0.0020555i,0.0021024+0.0010604i,0.0028972+0.0010502i,0.002222+0.00022575i,0.0010284-0.00053316i,0.00041092+0.00012028i,6.2838e-05+0.0012033i,-0.00033224+0.001964i,2.3279e-05+0.0019273i,0.00033705+0.00081504i,0.00032746+0.00035631i,0.00093149+0.00046984i,0.0011293+0.00034977i,0.00070559+0.00052167i,0.00081431+0.00046955i,0.00078001+6.1653e-05i,0.00077733+0.00046335i,0.000561+0.00073512i,-0.0002735+3.4598e-05i,-0.00045135-0.00074826i,-5.1349e-06-0.00045554i,0.00014271+0.00018477i,5.6361e-05+0.00018044i
-0.00066646+0.0009134i,-0.00092235+0.00086673i,-0.00082156+0.0015277i,-0.00033645+0.00085399i,7.7343e-05+0.00091473i,0.00038726+0.00068267i,-0.00035756+6.5955e-05i,-0.00083224-0.00052658i,-9.6707e-05-0.00054836i,0.00030759+0.00024004i,-0.00031922+0.000152i,-0.00014009-6.7202e-05i,0.00045815+8.1837e-05i,0.00035536+3.5757e-05i,5.9465e-05+2.2458e-05i,-0.00025365+0.00013707i,0.0002455+0.00014062i,0.00036967+0.00013763i,0.00040251-0.00015368i,0.00061817-0.00033625i,0.00038889-0.00028528i,0.00074462-0.00035844i,0.00073331-0.0007454i
0.00047937-0.0016306i,-5.1109e-05-0.00087651i,-0.00023936-0.00021383i,0.00023754+8.6366e-05i,0.00066094+9.8123e-06i,0.00082269+1.1097e-05i,0.00099185-0.00023778i,0.00020899-0.00012258i,3.0295e-05+0.00015038i,0.00085736+0.00088964i,0.00079075+0.0014075i,6.1218e-05+0.0012146i,-0.0002287+0.00062226i,-0.00017539+0.00026906i,0.00047208-0.00022899i,0.0011343-0.00044821i,0.0010687-0.00022988i,0.00079132+0.00038467i,0.00041749+0.00054848i,-0.00033817-0.00069843i,-0.00097822-0.0007819i,4.9301e-07-0.00027154i,0.001099+0.00036469i
-0.00048116-0.00091595i,-0.0006172-0.00024516i,0.00038287+0.00024631i,-0.00014596+0.00053096i,-0.0014588+0.0015598i,-0.00049243+0.0024574i,0.00052754+0.0021311i,0.00029871+0.0010772i,0.00034888+8.33e-05i,0.0001445+2.2343e-05i,0.00031722-0.00046846i,0.00070987-0.00058937i,0.00020283+0.00010936i,-0.00015303+0.00058731i,-0.00037254+0.00038536i,-0.00014589-5.9761e-05i,6.4075e-05+0.00029728i,0.00070096+0.0005774i,0.00077109+0.00021352i,4.2215e-05-0.00025196i,0.00016083-0.00047098i,-0.00011256+9.1441e-05i,-0.00042451+2.6594e-05i
-0.001046+0.0014323i,-0.00057311+0.0014103i,0.00032047+0.002153i,0.00036045+0.001984i,-4.5673e-05+0.0012718i,-0.00035208+0.00048849i,-0.00039827-0.00040174i,-0.00044773-0.00048094i,-0.0011828+0.00027479i,-0.0010668+0.00053233i,-0.0004105+0.00054859i,-0.00044019+0.00055656i,-0.00029714-9.7993e-05i,-0.00032319-0.00028607i,-0.0010966+0.00015443i,-0.0012623+0.00015804i,-0.0012808-0.0002015i,-0.0010056-0.00051939i,-0.00057999-0.00086261i,-0.00063107-0.0002343i,-0.00058564+0.00045497i,-0.00013294+0.00048222i,0.00033997+0.00077874i
-0.00078349-0.00060684i,-0.00051795+0.00057989i,8.1322e-05+0.0010952i,0.00034838+0.00098198i,-1.5701e-05+0.001423i,0.00017992+0.0016339i,0.0001924+0.00074528i,7.6878e-05+0.00036557i,0.00032195+0.00051479i,0.00061018+0.00063885i,0.00027292+0.0002734i,-0.00020206-0.00029128i,-5.0846e-07-0.00046364i,-0.00010119-0.00019251i,-0.00018215+0.00049299i,0.00025575+0.00038429i,0.00039254-5.5928e-05i,0.00010554-0.00025728i,0.00080768-0.00032959i,0.00067854+2.0779e-05i,0.00010051+0.00010372i,4.9795e-05+5.0031e-05i,7.1722e-05+1.1816e-05i
0.00055571-0.00017757i,0.0013258-0.00018583i,0.0024172+0.00015665i,0.0030015+7.2617e-05i,0.0023825+0.00050896i,0.0016678+0.0012933i,0.00085659+0.0014474i,0.0002561+0.0017468i,0.00059566+0.0019166i,0.00064612+0.00068423i,8.7509e-05-0.00024406i,-0.00011043+0.0004289i,2.2429e-05+0.0011323i,0.00035078+0.0010239i,0.00050345+0.00079932i,5.9225e-05+0.0010204i,-0.00037256+0.00035788i,0.00025964-0.00026318i,0.0012037-0.00021287i,0.00062792-0.00042743i,5.7535e-05-0.00054982i,-0.00027457-0.00011719i,-0.00034941-0.00032198i
0.0012123-0.00067273i,-0.00010032-0.00020928i,-0.00072875-1.1298e-05i,-0.0012358-0.00035853i,-0.00093271-0.00015133i,-0.00014033+0.0010354i,0.00072408+0.00094682i,0.0011314+9.4357e-05i,0.0011662-1.5325e-05i,0.00094146-2.2732e-05i,0.00072191-0.00053604i,0.00032072-0.00033641i,0.00035966+0.00073833i,0.00021785+0.00010233i,-8.4615e-05-0.00070551i,0.00040551-7.5605e-05i,8.5885e-05+0.00030127i,0.00022098-0.00054944i,0.00058737-0.00081077i,0.0003846-0.00030612i,0.00030406+1.2416e-05i,0.00044941-0.00027956i,0.00027911-0.00053053i
-0.00083367+0.0017759i,0.0002135+0.0013001i,0.0018506+0.0018616i,0.0020628+0.0024077i,0.00067305+0.002446i,0.00010505+0.001706i,4.8656e-05+0.00095839i,0.00021081+0.00043371i,0.00099845-0.000481i,0.0010712-0.00078283i,-0.00015497-0.00090724i,-0.00011434-0.0003595i,0.00033763+0.00010641i,-1.0173e-05-0.00014621i,-0.00014677-0.00056793i,-0.00047829-0.00071721i,-0.00079898-0.00035185i,-0.00092908-2.8308e-05i,-0.00085442+0.0003152i,-0.00055388+0.00025262i,-1.3982e-05+8.2966e-05i,0.00042902+0.00018482i,0.00029905-0.0003444i
-0.00079546+0.0003575i,0.00010165+0.0006602i,0.0016367+0.0012574i,0.002012+0.0018301i,0.0010105+0.0013629i,0.0006078-0.00019675i,0.0007328-0.0010408i,0.0001772-0.00047078i,0.00011641+0.00057853i,0.00054034+0.0010474i,0.00023013+0.0010395i,0.00033621+0.00049787i,0.0005641-0.00040332i,5.884e-05-0.00062662i,-0.00012878-0.00011254i,-6.5638e-05+0.00066491i,-4.1735e-07+0.00068305i,0.00020745+0.00019344i,-6.9778e-05-0.00030567i,-0.00051076-0.00078155i,0.00018189-0.00094814i,0.0011876-0.00077268i,0.00053775-0.00035069i
0.0018849+0.00025639i,0.0012258+0.00022438i,0.0003183-0.00044475i,0.0004948-0.00054616i,0.00017478+0.00010176i,0.00017606+0.0004469i,0.00077899+0.00061709i,0.00016737+0.00080185i,0.00010588+0.00092804i,5.0146e-05+0.00083542i,-0.00052357+0.00065636i,-0.00055656+0.0003472i,-0.00044723-1.1961e-05i,-0.0004161-0.00064855i,-0.00012496-0.00075965i,-0.00033541+5.8412e-05i,-0.0003508-0.00062702i,0.00060997-0.0012976i,0.0013817-0.00079289i,0.00074042-0.00029201i,0.00079719+0.00030777i,0.0013666-0.00030158i,0.00075014-0.00090494i
-9.6924e-05-0.00078039i,-0.00072497-0.00066097i,-0.00061584-4.8338e-06i,0.00068566+0.00079004i,0.00098852+0.00050575i,0.0013024+9.4353e-05i,0.0011928-0.00056294i,0.00028359-0.00043589i,0.00030944+0.0005349i,0.0004737+0.0011481i,0.00036885+0.00085666i,0.00039345+0.00013636i,-1.958e-05+9.1205e-05i,8.7749e-05-0.00035881i,-8.7183e-05-0.00073677i,-0.00094898-0.00084777i,-0.0010932-0.00076882i,-0.00063819-1.1778e-05i,0.00052601+0.00027403i,0.00098198+0.00036267i,0.000273-0.00011049i,0.00038328-0.00041762i,0.00090335+0.0006742i
-0.0018941+0.0012072i,-0.0022013+0.0011826i,-0.00080436+0.0018968i,0.00052775+0.0019018i,0.0017311+0.0019321i,0.0021984+0.0014479i,0.0012177+0.00026362i,0.00055834-0.00012826i,-0.00039511+0.00041631i,-0.00059071+0.00033241i,0.00017629-0.00014146i,-0.00035627-0.00077275i,-0.00051763-0.0011124i,0.00044973-0.00045574i,0.00034512-0.00016179i,-0.00064161-0.0008643i,-0.0008719-0.00078538i,-0.00046923-8.5009e-05i,-0.00041319-0.00011254i,-0.00087318+0.00016646i,-0.00040305+0.00048091i,-0.00039743-1.234e-05i,-0.0015037+0.00033917i
8.2121e-05-0.0010071i,2.4583e-05-0.0011096i,1.643e-05+4.4971e-06i,9.5847e-05+0.00079452i,0.00063644+0.00070585i,0.00051763+0.00090489i,7.0975e-06+0.0013256i,-3.1016e-05+0.0010124i,0.00057322+0.00068432i,0.00088519-0.00044905i,0.00033545-0.0011491i,0.00012692-0.00051522i,-0.00027238+0.00030583i,-0.00094315+0.0003579i,-0.00034416-0.00025648i,0.000544-0.00041014i,0.00070723-0.00053299i,0.00026994-0.00060649i,0.00046161-0.00049916i,0.00082057+0.00012053i,0.00050774+0.00014362i,0.00018943-6.2406e-05i,0.00010813-2.9634e-05i
0.00060161+0.0018909i,-0.0001705+0.0023513i,-0.00060345+0.0029776i,0.00040848+0.0022191i,0.0014356+0.0021059i,0.00096708+0.0016231i,0.0010056+0.001102i,0.0010251+0.00074538i,2.0313e-05+0.00043023i,0.00016927-0.00019247i,0.00051356-0.0002757i,0.00020326+0.00034664i,-0.00065482+0.00064563i,-0.0005443+0.00076369i,0.00058094+0.00022939i,0.00057563-0.00050366i,0.00013069-0.00067651i,2.5828e-05-0.00054793i,-8.5235e-05-0.00013423i,-0.00024352-0.00027349i,-0.00066313-0.00027663i,-0.0007662-0.00041388i,-0.00050048-0.00048843i
-0.0019927+0.00057065i,-0.0013157+0.0007014i,-1.698e-05+0.0010815i,-6.116e-05+0.00065126i,0.00021083+0.00046103i,0.00053814+0.00019542i,0.00054692-0.0002353i,0.0015743+5.865e-05i,0.0017612+0.00026034i,0.0011445+0.00017041i,0.00066069+0.00056625i,0.00021458+0.00028622i,0.00022297-0.00038422i,0.00026279-0.00050755i,-0.00021175-0.00031282i,-0.00037998-0.0004029i,-0.00025585-0.00027376i,-0.00017584+0.00068084i,4.2896e-05+0.0010389i,0.00036858+0.00044837i,0.0010184+0.00016798i,0.0012661+0.0005531i,-3.5726e-05+0.00068978i
-0.00070023-0.00059924i,-0.00039765-0.00086023i,0.00017688+1.0339e-06i,0.00053525+0.00038239i,0.0009412+0.00062196i,0.0010276+0.0010478i,0.0010085+0.00050326i,0.0011529-0.00037316i,0.0012761-0.00019707i,0.00085801-8.1252e-05i,0.00073871+0.00011198i,0.0010703+0.00076126i,0.0005181+0.00039262i,-0.00012353+0.00018065i,-0.00059239+0.00059079i,-0.0001195-6.8126e-05i,0.00045535-0.00054496i,0.00023926+0.00056236i,0.00010664+0.0011043i,-0.0001319+0.00040207i,-0.00027253+0.00014641i,0.00038326-0.00017958i,0.00063199-0.00042986i
-0.00091606-0.00094398i,-0.00047392-0.00013898i,-2.805e-05+0.000177i,-0.00032848+0.00064139i,-8.08e-06+0.0014744i,0.00086463+0.0013901i,0.00073419-4.4916e-05i,0.00040727-0.00037199i,4.7777e-05+0.00080508i,0.00035423+0.0014673i,0.0012972+0.0011827i,0.0013725+0.00032825i,0.0009852+0.00017163i,0.00011998-6.1538e-05i,-0.00067959-0.0005915i,-0.0002382-0.00011291i,0.00019687+0.00085436i,0.00018111+0.00095194i,-0.00036428+0.001004i,3.4602e-05+0.0010308i,0.00037326+0.00051777i,0.00019409+0.00019374i,-0.00039442+0.00025175i
