-0.0048428+0.00067165i,-0.0053332+0.0010465i,-0.0065103+0.0026415i,-0.0052909+0.0033206i,-0.0030834+0.0030141i,-0.0016844+0.0027009i,-0.0010493+0.0024896i,-0.0007317+0.002511i,-0.00080794+0.0017973i,-0.00032834+0.0013837i,0.00049118+0.00064793i,0.00064149-0.00032247i,0.0005541+0.00020333i,0.00030163+0.0013399i,-0.00044464+0.0016879i,-0.00039288+0.0010243i,0.00016852+0.0010266i,0.0004705+0.00083976i,0.00035789+0.0007437i,-0.00022048+0.00076249i,3.3429e-05+0.00036505i,0.00066091+0.00024086i,0.00031991+0.00034309i
0.00035823-0.00024871i,0.00039882+0.00057784i,0.00026292+0.00043802i,5.9732e-05+0.00066576i,0.00030562+0.00073633i,5.0547e-05+0.00058419i,-0.00074096+0.00076864i,-0.00098479+0.00037735i,-0.001143-0.00057405i,-0.0012124-0.00020564i,-0.0015748+0.00062609i,-0.0013364+1.877e-05i,-0.0005025-0.00013137i,-0.0010294-0.0002318i,-0.0013537-0.00031325i,-0.00053971-6.659e-05i,-0.00028965+0.00033066i,-0.00041669+0.0010872i,-0.00063405+0.0012608i,-0.0010231+0.0012703i,-0.00046683+0.00118i,0.000228+0.0010343i,-4.6843e-05+0.00098205i
0.002767-0.00097762i,0.0024488-0.0012396i,0.0014596-0.0030785i,0.0008061-0.0040705i,2.4973e-05-0.0030739i,-0.00054317-0.00077944i,-0.0013665+0.0013904i,-0.0018446+0.001669i,-0.0016645+0.0010598i,-0.0011965-4.3488e-05i,-0.00028396-0.00030773i,-5.5742e-05-5.8029e-05i,-0.00070705+8.3058e-05i,-0.0011528-6.9419e-05i,-0.0010276+0.00023949i,-0.0015521+0.00053447i,-0.0017717+0.00052492i,-0.0010913+0.00051569i,-0.00069878+0.00027822i,-0.00040218-0.00013257i,-0.0004142-0.00047292i,-0.00048101-0.00031098i,-0.0003136+5.6058e-05i
-0.0027777-0.00018021i,-0.0022353+0.00042458i,-0.0018165+0.0018401i,-0.00054607+0.0026672i,0.00036781+0.0012895i,-0.0001618-0.0002958i,-0.00070222-0.00058242i,-0.00088+1.3894e-05i,-0.0013153-6.2214e-05i,-0.00080825-0.00035675i,8.2655e-05+0.00055531i,0.00012989+0.00061909i,0.00030439+0.00036687i,0.00022456+0.00042367i,-0.00016975+0.00077449i,-0.00051057+0.00044775i,-0.00069929+2.6658e-05i,-0.00061917+0.00055534i,-0.00076888+0.0012198i,-0.00067173+0.0014875i,-0.00033418+0.0013952i,0.0005266+0.0008535i,0.00068084-6.0474e-05i
-0.0008724+0.0013054i,0.00071221+0.0011815i,0.00032249+0.00091999i,-4.417e-05-1.9464e-05i,0.00048936+0.00039777i,0.00031526+0.00041169i,-0.00037756+0.00019139i,-0.001185+7.9317e-05i,-0.0016587-0.00020138i,-0.00096794+4.9813e-05i,-0.00023963+0.00026587i,-0.00020102+0.00044397i,0.0002151+0.00039743i,0.00075896+0.00027509i,0.00045334+2.0675e-05i,0.0001893-0.00037344i,-3.9955e-05-0.00031507i,-0.00047299-4.1973e-05i,-0.0012113-0.00023135i,-0.0015123+0.0002734i,-0.00083166+0.00056359i,0.00019549-0.00021288i,0.00076557-0.00018899i
-0.00063319-0.001468i,-0.00084317-0.0010464i,-0.001079-0.00041432i,-0.00013042+0.0010044i,-0.00073796+0.0018401i,-0.00084988+0.0014706i,-0.0001133+0.0011578i,-0.00032958+0.00039988i,-0.00073281-0.00054097i,-0.00016817-0.00052258i,0.00080931-0.00024672i,0.00060106+3.0861e-05i,8.1987e-05+0.00048582i,-0.00070776+0.00084636i,-0.00112+0.00066173i,-0.00025409+0.00023045i,0.00025481-8.4674e-05i,-0.00017728+0.00011342i,-0.00098566+1.7735e-05i,-0.00038335-0.00039214i,2.6951e-05-0.00077127i,-0.00022006-0.00047713i,0.00038741-0.00027745i
-7.6914e-05-0.00099886i,6.1778e-05-0.00036496i,-0.00086034-0.00093158i,-0.0020613-0.00023571i,-0.0016204+0.0010606i,-0.00066418+0.00075866i,-0.00049396+0.00022013i,-0.00012194+0.00033683i,0.00040523-0.00020018i,0.00033176-0.0012671i,0.00023705-0.00082806i,0.00016526+0.00038831i,-0.00035779+0.00011455i,-0.00024381-0.00033827i,-0.00025616+0.00015617i,-0.001034+0.00041398i,-0.00083134+0.00048777i,-0.00028+0.00065639i,0.00022015+0.00093962i,0.0003322+0.0013397i,-0.00036766+0.00065693i,-0.00098501-0.0007581i,-0.00061788-0.0003837i
0.00045279+0.00076035i,-0.00014158+0.00049644i,-0.00085725+0.00058174i,-0.0011913-0.00018345i,-0.00026478-0.00072721i,-0.00067139-0.00012373i,-0.0012615+0.00056085i,-0.0012108+0.00087159i,-0.0012411+0.00055892i,-0.00058098-8.2528e-05i,0.00023515-0.0010287i,0.00048859-0.0012659i,-3.3213e-05-0.00086016i,-0.00056376-0.00039253i,2.9544e-05+0.00011268i,0.00018299+0.00052368i,-9.1591e-05+0.00090693i,-0.00023783+0.0010627i,6.3714e-05+0.0010168i,0.00073512+0.00071282i,0.00040904+0.00059823i,-0.00054718+0.00097213i,-0.00080137+0.00085326i
-0.00061751-0.00038862i,-0.00035804-0.00061741i,3.5136e-05+5.4126e-05i,-1.3705e-06+0.0015162i,-0.00035066+0.0015129i,3.5981e-05+0.00095904i,0.00025327+0.00059047i,3.3004e-05+0.00026186i,-1.835e-05-0.00032416i,-0.00079988+0.00020729i,-0.00099582+0.00072673i,-0.00057242+0.00030765i,-0.00015254+0.00057577i,0.00035237+0.00080031i,0.00061097+0.00065906i,-0.00059796+0.00076395i,-0.0016414+0.00042261i,-0.00097364+0.00070711i,-0.00056229+0.0010044i,-4.3546e-05+0.00075534i,-8.4814e-06+9.4672e-05i,0.00039278+0.00037248i,0.00067004+0.00081297i
0.0017617-0.00033497i,0.0020025-0.00060496i,0.0022302-0.00066452i,0.001708-0.00042295i,0.00082857-0.00014471i,0.00032867-0.00011951i,8.7421e-05-0.00029514i,-0.00011327-0.0011643i,-5.5023e-05-0.0018334i,-0.00098323-0.0018101i,-0.0013751-0.0013084i,-0.0012062-0.00037493i,-0.0012169-4.9716e-05i,-0.00086338-0.00037627i,-0.00034015+3.5561e-05i,-0.00068409+0.00078941i,-0.00079903+0.00049561i,-0.00050773+0.00031539i,-0.00016051+0.00080802i,0.00011507+0.00047665i,0.00046898-9.8321e-05i,0.00053809-2.4262e-05i,0.00047378+0.00036048i
-0.00022957-0.00063121i,-0.00048035-0.00048814i,-0.00050048-0.00030705i,-0.0017698-0.00044918i,-0.0028692-0.00017237i,-0.0041571+0.00020421i,-0.0041982+0.0014099i,-0.003133+0.0027579i,-0.0020806+0.0035426i,-0.00067473+0.0041183i,0.0010117+0.0036955i,0.0012556+0.002138i,0.0011335+0.00076786i,0.0017538+0.00058736i,0.0012024+0.00073134i,-0.00033+0.00018778i,-0.001192-0.0003985i,-0.0010415-0.00019229i,-0.00030366-0.00027522i,0.00052843-0.00056128i,-0.00011664-2.2589e-05i,-0.00063857+0.00093023i,2.3499e-05+0.0010131i
-0.0010088+0.00091304i,-0.0010514+1.4335e-05i,-0.00066202-0.00032377i,-0.0010567+0.00011106i,-0.0010881+0.00035331i,-0.00111+0.00076879i,-0.0011662+0.0012254i,-0.0011011+0.002145i,-0.00085925+0.0021426i,2.5768e-05+0.0018305i,0.00075602+0.0010537i,0.00072765+0.0002116i,-0.0001409-7.911e-05i,-0.0010402-0.00023055i,-0.0013567-0.00051829i,-0.00052254-0.00020851i,-0.00023679+0.00099999i,-0.00070205+0.00089463i,-0.00046396+0.00040515i,0.00035367+0.00031582i,0.00069295-0.00029643i,0.00017262-0.00048577i,-1.5008e-06-0.00033305i
0.00072181+0.00084054i,0.000641+0.00067506i,0.00090142+6.2102e-05i,0.00071419-0.00025296i,-0.00046131-0.00066781i,-0.0009988-0.0012789i,-0.0011581-0.00058807i,-0.0010808+0.00059569i,-0.00055285+0.000674i,2.6908e-05+0.00037772i,0.00013549+0.00023294i,5.6838e-05-0.00018084i,0.00023047-0.0010925i,-5.5018e-05-0.0012921i,1.1731e-05-0.00082633i,0.00024265+0.00052744i,-0.00083858+0.0010492i,-0.0012578+0.00041059i,-0.00051894+0.00021439i,-0.00045143-0.00045352i,-0.00042202-0.00091374i,0.00025883-0.0010395i,0.00043861-0.00065842i
0.0021676-0.00022881i,0.0026037+0.00032251i,0.0021668+0.00027058i,0.00074521-0.00051702i,-0.00013881-0.00070013i,-0.0013117-0.00036322i,-0.0014988+0.00025294i,-0.001718+0.00095271i,-0.0015222+0.00043635i,-0.00031896-0.0001013i,0.00056729+1.7789e-05i,0.00082988+0.00016931i,0.00021536+0.00016947i,-0.00024799+4.5322e-05i,-0.0001503+0.00053303i,8.5406e-05+5.5559e-05i,-0.00031624-0.00057785i,-0.00085785+2.9216e-06i,-0.00097243-0.00022869i,-0.00065855-0.00033548i,-0.00035986+0.00032101i,2.4745e-05+0.00045402i,0.00011329-0.00010971i
0.00011978-0.0019369i,0.00036691-0.0011265i,0.00068167-0.001322i,0.00046922-0.0020043i,0.00011289-0.0017481i,-0.00071788-0.0010165i,-0.0015445+0.00015701i,-0.0016501+0.00093809i,-0.0017907+0.00087965i,-0.0013245+0.00013239i,-0.00050309-0.00067994i,0.00024338-0.00092757i,0.00064088-0.00099835i,-0.00016292-0.00091322i,-0.00090217-0.00070463i,-0.0004025-0.00030735i,-0.00017736+0.00013506i,-0.00023146+0.00064652i,0.00015349+0.00042427i,-0.00021338-0.00013327i,-0.00059784-0.00077107i,-0.00032916-0.00084548i,-0.00015813+0.00012485i
0.0014617+0.00012061i,0.0014227-0.0008588i,0.00057457-0.0018269i,0.00038918-0.00085933i,0.0004309+1.4182e-05i,-0.0013662+0.00023015i,-0.0025835+0.00015337i,-0.0018186+0.00029303i,-0.0010962+0.0011865i,-0.00022086+0.0012696i,0.00055217+0.00020663i,0.00019436-0.00042106i,-0.00055845-7.4975e-05i,-0.0012819+9.7965e-05i,-0.00084635-0.00018048i,-0.00034559-0.00082508i,-0.00049317-0.00086817i,-0.00081278+5.732e-05i,-0.00057758+0.00036134i,-0.00052385-0.00053612i,-0.00075586-0.00039851i,-0.0001709+0.00077697i,0.00033457+0.00074992i
-7.9955e-05-0.0014079i,0.00040013-0.0027i,-0.00028862-0.0028543i,-0.00084734-0.001937i,-0.0010436-0.0014591i,-0.0013167-0.00051271i,-0.0011218+0.00034001i,-0.00035649+0.00047682i,-0.00014012+0.00018877i,-0.00082999-7.9429e-05i,-0.00083262+0.00027163i,-0.00015519+0.00054075i,-9.6778e-05+0.00018918i,0.00011829-0.00026484i,-0.00014285-0.00032377i,-0.00028588-0.00023598i,3.8514e-05-0.00010971i,-0.00041686+0.00020754i,-0.00071788+0.00082447i,-0.00057927+0.00099383i,-0.00035566+0.00055864i,-0.00022011+8.3566e-05i,0.00013016+0.00030254i
0.00020126+0.00010529i,0.00080669+0.00026258i,0.0017817+0.00032316i,0.0011305+0.00022107i,-0.00070406+0.00021996i,-0.0014934+2.42e-05i,-0.0018784+0.00010804i,-0.00093111+0.00010066i,-5.0484e-05-0.00020152i,-0.00019306-0.0007963i,-0.00045337+9.8892e-05i,-0.00051638+0.0013703i,-0.00075703+0.0009849i,-0.0012329+0.0001545i,-0.00069914+0.00042163i,-0.00058666+0.0010634i,-0.0010159+0.00061423i,-0.0010241+0.00015212i,-0.0010587-0.00013134i,-0.00043884-7.9919e-05i,0.00044217+0.0005079i,0.00032709+0.0013046i,-0.00033377+0.00083647i
-0.0003546+0.0023997i,0.00095158+0.0023816i,0.0010677+0.0018902i,0.0013448+0.00082137i,0.00097113-0.00036229i,-0.00073049-0.00038641i,-0.00058944+0.00031242i,-0.00035476+0.0010482i,-0.00077763+0.00039059i,0.00015409-0.0002707i,0.00046699+0.00043241i,-0.0003633+0.00093549i,-0.00033209+0.00013543i,-0.00036454+0.000213i,-0.0012622+0.0010957i,-0.001033+0.0017238i,2.4328e-05+0.0021961i,7.9393e-05+0.0014557i,-0.00019921+0.00099732i,-0.00059746+0.00034834i,-0.00093256-0.00019686i,-0.0003878+0.00036843i,0.00033168+0.00061507i
0.00096527-0.00020737i,0.00018195-0.00087304i,0.00036553-0.00072281i,-0.00029058-0.00020383i,-0.0019599+0.00066003i,-0.0021841+0.0010509i,-0.0021895+0.00037479i,-0.0015694+0.00018533i,0.0002058+0.00058001i,0.0010198+0.00091899i,0.00051954+0.0010315i,0.00081993+5.9136e-05i,0.0013571-0.00076387i,0.0011164-0.00067682i,0.000682-0.00023744i,-0.00042163-0.00016269i,-0.00059043+4.1801e-05i,-0.00035126+0.0013737i,-0.00094377+0.0016249i,-0.0010122+0.00018776i,-0.00088343-0.00051137i,-0.00070748-0.0003308i,-9.5702e-06-0.00035285i
0.00030796-0.00079677i,0.00034987-0.00061592i,0.0002688-0.0012755i,0.0001557-0.00015191i,-0.00015218+0.00059345i,-0.001304+0.00061154i,-0.0016567+0.00056291i,-0.00048385+0.0001616i,0.00014824-0.0003159i,-0.00029685-0.0001746i,-0.00037726+0.00039009i,4.7438e-05+0.00030595i,0.0007218+0.00031537i,0.00072392+0.00041345i,0.00024091+0.00040639i,0.00021893+0.00034626i,0.0002953+6.6338e-05i,0.00025132-0.00040965i,0.00028692-0.00040915i,0.0005857+0.00033408i,0.00057823+0.00018138i,0.00054919-0.00039003i,0.0010266-0.00051967i
-0.0020453-0.0022134i,-0.0024368-0.0018544i,-0.0032752-0.0017386i,-0.0037055-0.00095334i,-0.0032306+0.00028409i,-0.0024379+0.00018879i,-0.0019805-7.911e-05i,-0.0013853+0.00014418i,-0.0014002+4.5349e-05i,-0.00044502+0.00020322i,0.00022523+0.00010814i,0.00063115-4.0373e-05i,0.001488+6.4717e-05i,0.00092964-0.00029871i,-0.00054756-0.00053918i,-0.00094991-0.00044654i,-0.00067911-0.00032114i,-0.00028952-0.00015382i,0.00029447+0.00029193i,0.00013783+0.00063188i,4.8843e-06+0.00023288i,0.00067285+0.00040555i,0.00085898+0.00052321i
0.0014548+0.0035943i,0.0028046+0.002248i,0.0045081+0.001798i,0.005151+0.0013841i,0.0037-0.00018959i,0.0008529-0.0010306i,-0.00083509+3.1534e-05i,-0.00094174+0.0012556i,-0.00017371+0.00086074i,0.00056201+0.00047128i,0.00039912+0.00074912i,-0.00034504+0.00024556i,-0.00092534-0.00072752i,-0.0012699-0.0010469i,-0.0013784-0.0004492i,-0.00085343+0.00013851i,-0.00024711-0.00016402i,-0.00013248-0.00084278i,-0.00035575-0.0010019i,-0.00026624-0.00022725i,-3.0689e-05-0.00041638i,0.00058486-0.00081421i,0.00074928-0.00037229i
0.00028211+0.00037071i,0.0002967+0.00068966i,0.00074631+0.00025407i,0.00058679-0.00027082i,-0.00077562-0.00018079i,-0.0022439-0.0005166i,-0.0025539-0.00082957i,-0.0014994-0.00058041i,-0.0007555-1.5626e-05i,-0.0010976+0.00065265i,-0.0006694+0.00075974i,-8.1535e-05+0.00069241i,-0.00039633+0.00064653i,-0.00079681+0.0001906i,-0.00072196-0.00046767i,3.2243e-05+0.00037883i,0.00016428+0.0011241i,-0.00034298+0.00058175i,-0.00061268+0.00031861i,-0.0003453-5.5641e-05i,0.00033251-0.00069188i,0.00043132-0.00032951i,0.00033877+0.00018922i
-0.0016779+0.00029682i,-0.0022283+0.0010809i,-0.0013057+0.001327i,2.5722e-05+0.0022791i,-0.00026666+0.0018939i,-0.0012888+0.00046795i,-0.0018422+0.00043569i,-0.0011594+0.00028244i,3.0826e-05-0.00018665i,0.0003239+0.00026284i,5.4682e-05+0.0012075i,0.00033981+0.0016614i,0.00023339+0.0012906i,6.4366e-06+0.0014696i,8.9901e-05+0.0016765i,9.9339e-05+0.0013959i,0.00030257+0.00074923i,0.00065694+0.00034283i,0.00030674-6.8099e-05i,-0.00014095+0.00011986i,-0.00033425+6.6497e-05i,0.00010273-0.00067039i,-0.0001173-0.0002392i
-0.0014672+0.00089048i,-0.00052939+0.0010505i,-0.00057564+0.0018999i,-0.0003551+0.0021032i,0.00071706+0.00068482i,0.00086257-0.0011152i,0.00063278-0.00025998i,-0.00068184+0.00040915i,-0.0017345+0.00051361i,-0.0012166+0.0011799i,-0.00064713+0.00064158i,0.00020232-0.00016332i,0.00051515-0.00036988i,0.00012884-0.00043936i,-0.00036885-0.00022296i,-0.00041378+0.00025889i,-0.0001867+0.00036303i,-3.8387e-05-0.00021765i,-0.00027249-0.0007466i,-0.00063273-7.0284e-05i,9.9888e-06+0.00083914i,-0.00026304+0.00078265i,-0.00067841+0.00059332i
0.00026784-0.0006443i,-0.00040767-0.00019129i,-0.0012453+0.00048866i,-0.0013957+0.0012795i,-0.0012013+0.0014622i,-0.0013398+0.00033644i,-0.0012717-0.00048645i,-0.00033401-0.00019699i,0.00059167+0.00022511i,0.00040083+0.0005687i,5.8719e-05+0.0012509i,0.00038557+0.0014394i,0.00036719+0.0013486i,0.00022258+0.00028306i,0.00015767-0.00096604i,-0.00012633-0.00083394i,7.9154e-05+7.2641e-05i,0.00014308+0.000847i,-0.00070714+0.00053884i,-0.00105+0.00051033i,-0.00068117+0.00029908i,0.0002395-6.2568e-05i,0.0005389+0.00023559i
0.00012173+0.00083207i,-9.2808e-05+0.0009495i,-6.8488e-05+0.00092439i,-0.00046387+0.00011347i,0.00033749-7.9193e-05i,0.00024614+0.00084665i,-0.00099086+0.0012746i,-0.0012158+0.00088453i,-0.0011233+0.00061762i,-0.00033272+0.00066472i,0.00076755+0.00037547i,0.00087008+4.3026e-05i,0.00035657-9.6077e-05i,0.000224+0.00014032i,-0.00019645+0.00057053i,-0.00091989+0.00047385i,-0.00091539+0.00027298i,-0.0011296+0.00030376i,-0.00090322-9.4111e-05i,-0.00026696+0.00055745i,0.00048334+0.001441i,0.0014765+0.001271i,0.0012876+0.00057492i
0.00066688-0.00048844i,-4.2364e-05-0.00093464i,-0.0011084-0.0016125i,-0.0018089-0.0015283i,-0.0014438-0.00047835i,-0.0016834+0.00073133i,-0.0021137+0.0013385i,-0.00090576+0.00093335i,-0.00014551+0.00025211i,0.00028188-0.00054828i,0.00084202-0.00099006i,2.0635e-05-0.001005i,-0.00024954-0.00087459i,-0.00069338-0.00084035i,-0.0017412-0.00075905i,-0.0020173+5.9591e-05i,-0.0022393+0.0010026i,-0.0015348+0.0011167i,-0.00014502+0.00069547i,0.00062748+0.00072213i,6.7095e-05+7.6882e-05i,2.5772e-05-0.00012123i,0.0010503-7.093e-05i
-0.0017053+0.0010434i,-0.00053253+0.00073585i,-0.00049978+0.0006688i,-0.00021495+0.001254i,0.0009167+0.0012622i,0.0009542+0.00075198i,-0.00048549+0.00067565i,-0.0017992+0.0007883i,-0.0019319+0.0011478i,-0.0012982+0.0011797i,-0.00073004+0.00076228i,-0.00037387+0.00066742i,0.00073842+0.00055603i,0.0005908+6.6217e-05i,-0.00029132+0.00024624i,-0.00025659+0.0012231i,-0.00039511+0.0014316i,-0.0004084+0.0008794i,0.0005918+1.4264e-05i,0.0014988+6.5825e-05i,0.0014932+0.00069039i,0.001077+0.00024365i,0.00063479+0.00029319i
0.00056373+0.00036037i,0.0017093+0.0013218i,0.0019344+0.0011458i,0.00082813+0.0007897i,-0.0003454-7.1894e-05i,-0.0010906+0.00038352i,-0.0019267+0.0013055i,-0.0019062+0.0018105i,-0.0013777+0.00092385i,-0.0011679+3.7557e-05i,-0.0010574+0.0003617i,-0.00046071+0.00065747i,-0.00011048+0.00036965i,-0.00012778+0.0001012i,-0.00029338+0.0002824i,-0.00085673-0.00011809i,-0.00045035-0.00026626i,-0.00013671+0.00045223i,-0.000559+0.00040666i,-0.00076435-0.00024997i,-0.001186+0.00026741i,-0.00069923+0.0010417i,0.00010757+0.0010478i
0.0030563+0.0022234i,0.0025002+0.0013418i,0.002859+0.00037028i,0.0029921-0.00071725i,0.0017094-0.0014581i,0.00042123-0.00097663i,-0.0008143+8.6272e-05i,-0.0017647+0.00048281i,-0.0011566+0.00078216i,-0.00014666+0.00037i,-0.00042323-0.0001372i,-0.00046188+0.0002593i,-0.00048492-0.00015181i,-0.0010419-0.00072674i,-0.00058164-0.00070993i,-9.4964e-05-0.00084112i,-0.00037245-0.00036818i,-0.00039554+9.6988e-06i,-1.8933e-05-0.00048022i,3.6886e-05-0.00036221i,-0.00031202-0.00054809i,-0.00047104-0.00051472i,-0.00049259+0.00048611i
0.00046504-0.0021364i,-0.00073591-0.0017721i,-0.0015817-0.0020882i,-0.0018086-0.0012467i,-0.001833-0.00017269i,-0.0015422+0.0011404i,-0.00066696+0.0016616i,-0.00054338+0.0010599i,-0.00068332-0.0003376i,-0.00078967-0.00087255i,-0.00074285+1.2815e-05i,0.00018929+0.00070815i,-0.00026083+0.0011244i,-0.00079555+0.0011488i,0.00022983+0.00091822i,0.00090763+0.00060236i,0.00035139-3.2301e-05i,-0.00026039+0.00017859i,-0.00012689+0.0006723i,6.1758e-06+0.0011055i,0.00019539+0.0012374i,-0.00027341+0.00033969i,-0.0011585-1.8191e-05i
-0.00014021-0.0035964i,-0.00084206-0.0028185i,-0.0019817-0.0014581i,-0.0030443-0.0015081i,-0.003587-0.0016436i,-0.0030413-0.0010136i,-0.0014438+0.00041059i,-0.0011243+0.00099598i,-0.0014926+0.00022299i,-0.0010687-0.00018857i,-0.00022274+0.00010307i,0.00050114+0.00034791i,0.00041332-1.982e-05i,-0.00044773-0.00064545i,-2.9361e-05-0.00094651i,0.00044107-0.00073373i,-0.0008684-0.0004477i,-0.0014438-0.00013178i,-0.00045563+0.00040552i,-0.00032912+0.00045018i,-0.00070358+0.0002842i,-0.00046599-2.6706e-05i,-0.00033139+0.00026096i
-0.0013766+0.0022491i,-0.00047416+0.0023256i,0.00037114+0.0028602i,0.00062834+0.0029266i,0.00058309+0.0019114i,-0.00017286+0.0011057i,-0.00084782+0.00014959i,-0.0015017+8.9014e-05i,-0.0015025+0.00048653i,-0.00047743+0.0010093i,0.00049843+0.0015679i,0.00075761+0.0011274i,0.0005885+0.00018457i,0.00078336+7.1235e-05i,0.00037843+0.00049456i,-0.0005395+6.6857e-05i,-0.0011584-4.291e-05i,-0.0011099-6.865e-05i,5.9628e-05-0.00037982i,0.000839-0.00036903i,0.00087498-0.00012417i,0.00038594-0.00038072i,-0.00043469-0.00059708i
-0.00017553+0.0007898i,0.00021397+0.00091231i,0.00031636+0.001507i,0.00097876+0.0013742i,0.001178+0.00079973i,0.00021358+0.00026636i,-0.0013858+0.00011582i,-0.0018263-2.2273e-05i,-0.0011922-0.00049942i,-0.00065904-0.00055214i,-0.00028704-0.00012819i,-2.7944e-05+0.00011854i,-4.097e-05+0.00012525i,-0.00073389-0.00029823i,-0.0011144+8.9418e-05i,-0.00092238+0.00076635i,-0.0012455+0.0010695i,-0.0012573+0.0010958i,-0.00087136+0.00093201i,-0.00034504+0.00082109i,-0.00028358-3.7631e-05i,-3.9052e-05-0.00046199i,0.00025235+4.9073e-05i
0.00060884+0.00046689i,0.00098365-0.00049537i,0.0018541-0.00022166i,0.00091989-0.00011815i,-0.00088643-0.00014794i,-0.0011012+5.2069e-05i,-0.0011404+5.8978e-05i,-0.001547-0.00017314i,-0.0011106-0.00065391i,7.6226e-05-0.00071007i,0.00058683-3.9601e-05i,0.00035596-0.0002i,0.00015433-0.0010016i,-0.00027067-0.0010444i,-0.0010921-0.00014185i,-0.00060972+0.00081942i,-0.00055153+0.0015489i,-0.00042454+0.00097839i,-2.0273e-06+0.0003704i,-0.00075153+0.00084085i,-0.0011937+0.00023834i,-0.00089085-0.00016906i,-0.00086739+0.00028151i
-0.0017117+0.0016602i,-0.0016035+0.002606i,-0.0011335+0.0036606i,-0.00072955+0.0023099i,-0.00018513+0.00075057i,-0.00029917+0.0010178i,-0.00077718+0.00076464i,-0.0012856-0.00018491i,-0.0012307-0.00067285i,-0.00046316-0.00022615i,8.3869e-05+0.00070632i,0.00039834+0.00079991i,0.00014604+0.00069549i,-0.00031988+0.00069839i,0.00024282+7.6252e-05i,0.00040158-0.00012197i,0.00048566+0.00027207i,0.00061913+3.3444e-05i,0.00037817-0.00040379i,-0.00038979-0.00036871i,-0.0011388-0.00044682i,-0.0013174+0.00013942i,-0.00049309+0.00096836i
-0.001961-0.0011508i,-0.001472-0.0017755i,-0.001306-0.0014179i,-0.00067441-0.00055329i,-0.00041222+0.00019593i,-0.00022692+0.00034406i,-0.0001843+8.3628e-05i,-0.00074644+0.00016421i,-0.00074088+0.00014566i,-0.0012768+0.00066705i,-0.0013185+0.00083611i,-0.00048175+0.0004274i,8.5455e-05+0.00077257i,0.00012878+0.00081201i,0.00032339+0.00012074i,0.00062117+0.00039834i,0.00025826+0.0013016i,-0.0004409+0.00077315i,-0.00072129+0.00011218i,-0.00098971+0.000278i,-0.00058592-0.00085832i,0.00038429-0.00074703i,0.00018459+2.1432e-06i
-0.00020312-0.00024992i,0.00026527+0.00037895i,0.0007667+0.0013275i,0.0012905+0.0013422i,0.0013391+0.00055534i,8.6421e-05+0.0002156i,-0.00097957-0.0002693i,-0.001187-0.00028714i,-0.0010152+0.00031581i,-0.00059026+0.00075606i,-0.00049503+0.0011563i,-0.00040284+0.0014438i,0.00013178+0.00070012i,0.00065076+0.00032392i,0.0010739+0.00042614i,0.00023175+0.00030291i,-0.00067286+5.7343e-05i,-0.00096719+0.00030317i,-0.00061434+0.00049331i,8.8222e-05+0.00037702i,0.00077602+0.00064196i,0.0010934-1.9524e-05i,0.00070649-0.00083465i
-0.0020752-0.0013381i,-0.0034198-0.00010889i,-0.0039068+0.001312i,-0.0041682+0.0018934i,-0.0030384+0.0011943i,-0.0011901+0.00095199i,-0.00075452+0.0011934i,-0.00037805+0.00073059i,-0.00020564+0.0002967i,-0.00010995-0.00014586i,0.00019585-0.00023819i,0.0004628-0.0001851i,0.0010538-2.9751e-05i,0.001291-0.00091142i,0.00038639-0.00077352i,-0.00033795+0.00050011i,-0.00096558+0.00063803i,-0.0016243+0.00012864i,-0.00074734+6.3424e-05i,0.00061051+0.00037828i,0.00056946+0.0007738i,0.00018113+9.4583e-05i,0.00051231-0.00040326i
0.0010996+0.00016194i,0.0023196+0.00015094i,0.0025109+0.00020001i,0.0018831+0.00029456i,0.00061864-0.00048743i,-0.00073013-0.00049687i,-0.00079899+0.00016763i,-0.00077275+0.00075657i,-0.00048335+0.0010541i,0.00036318+0.00091085i,0.0014372+0.00024959i,0.0018177-0.00043911i,0.00043183-0.0011856i,-0.00087451-0.0014601i,-0.0019775-0.0014004i,-0.0019679-0.00038597i,-0.0010476+0.00046151i,-0.00051204+4.3492e-05i,-0.0006064+0.00019175i,-0.00062101+0.00067412i,-0.00031896+0.00020322i,4.6591e-05+8.8367e-05i,-6.5454e-05+0.00037105i
0.0013833-0.0005428i,0.00085278-0.0010995i,0.00048414-0.0013687i,-2.7432e-05-0.0013644i,-0.00091158-0.00083671i,-0.0015598-0.00013608i,-0.0020736-8.1708e-05i,-0.0020387-0.00027144i,-0.0014232-0.00056566i,-0.00056866-0.0010922i,0.00036406-0.0012886i,0.00028619-0.0011033i,-0.00035714-0.00086496i,-0.00090591-0.00048725i,-0.0017353-0.00012546i,-0.001601+0.00029177i,-0.00064782+0.00015915i,-0.00024517-7.4695e-05i,-0.00022537-0.00023329i,-0.00019601-0.0003314i,-0.0003556+0.00042901i,-0.00041185+0.0012664i,-0.00038348+0.00096421i
