-0.00097317+0.00017176i,-0.00072808+0.00016042i,-0.001296-6.2388e-06i,-0.0013482+9.2761e-05i,-0.0022472+0.00091383i,-0.0031057+0.0015734i,-0.0019493+0.0021358i,-9.7123e-05+0.0023241i,0.001241+0.0014402i,0.0010642+0.00068233i,0.0005678+0.00027967i,0.00045389+0.00038666i,0.00062877+0.00059959i,-2.9335e-05+0.00021502i,-0.00041483+0.0002946i,8.6606e-05+0.0005569i,0.00033579+0.00025012i,0.00046846-9.4451e-05i,0.00070701+0.00041597i,0.00082685+0.00051642i,0.00043757+0.00040036i,-4.2964e-05+0.0002272i,5.9359e-05+0.00087081i
0.001844+0.00051539i,0.0024459+0.00081866i,0.0022178-0.00024712i,0.00078862-0.00043029i,-0.00041357+0.00087036i,-0.00088325+0.0022096i,-0.0012381+0.0032557i,-0.00047388+0.003868i,0.00060227+0.0031349i,0.0014601+0.0022038i,0.0011996+0.00050219i,0.001063-0.0004791i,0.0010037-0.00050453i,0.00022672-0.0011318i,-0.00033225-0.00070866i,3.4711e-05-9.1345e-05i,0.00070555+0.00025527i,0.00080266+0.00078504i,5.7389e-05+0.00072084i,-0.00044199+0.00058451i,-5.3445e-05+0.00067783i,-0.0002839+0.00021087i,-0.00033105-9.1919e-05i
0.00013153+0.0013798i,-3.596e-05+0.00034914i,0.00034092-0.0012925i,-0.00031531-0.00057179i,-0.0010854+0.0013002i,-0.00017573+0.0017801i,0.00085487+0.0012742i,0.0011156+0.00092653i,0.00069667+0.0010412i,-0.00032162+0.00059921i,-0.00099618-0.00016104i,-0.0013821-0.00074826i,-0.0011286-0.0011294i,-0.001086-0.00066755i,-0.0014001-1.1301e-05i,-0.00097453+0.00044102i,0.00010166+0.00093837i,0.00012372+0.00093121i,0.0005177+0.00076905i,0.00063904+0.00051505i,6.8133e-05-4.0238e-06i,-1.9423e-05-0.00057954i,-0.00020053-6.8498e-05i
-0.0015378-0.0024527i,-0.0013306-0.0029218i,-0.0013549-0.0035597i,-0.0014446-0.0028266i,-0.0013716-0.0012511i,-0.0018737+0.00073187i,-0.0016186+0.0017438i,-0.00094521+0.0014138i,-0.00088851+0.00078881i,-0.0010624+0.00083355i,-0.00089224+0.00031409i,-0.0011945-0.00038217i,-0.001266-0.00080593i,-0.00067107-0.00035954i,-0.00031951+0.00033212i,5.9369e-05+0.00031064i,-0.0001077+0.0001833i,-0.00044587-1.4876e-05i,0.00033761-0.0001255i,0.00065605-0.00010712i,0.00018847-0.00029968i,-0.00027835-0.00017507i,-0.00091035-5.2902e-05i
0.00094002+0.00094828i,0.0012029+0.0015375i,0.0022309+0.0016019i,0.0015527+0.0013712i,-0.00018839+0.0010473i,-0.0013362+0.0011194i,-0.001294+0.001725i,-0.00030704+0.0021577i,6.613e-05+0.0020597i,-0.00069897+0.0012784i,-0.0011304+0.0011594i,-0.00067355+0.0012729i,-0.00049949+0.00039603i,-8.7658e-05-0.00024752i,0.00033445-3.2829e-05i,9.4286e-05+0.00045413i,0.000468+0.00048787i,0.00076986+0.00031138i,0.00022274+0.00035353i,-0.00037291+0.00033216i,-0.00080161+0.0001493i,-0.00067529-0.00034018i,0.00025453-6.3757e-05i
0.0010842+0.00083188i,0.00057141+0.001626i,-0.00070045+0.0020221i,-0.000471+0.001384i,0.00018354+0.0011803i,0.000135+0.001861i,-0.00013587+0.0021231i,-0.00045399+0.0016603i,-6.4507e-05+0.00087712i,0.00013424+0.00060057i,-0.0011195+0.00090532i,-0.001455+0.00080599i,-0.00062955+0.00028226i,-0.00037101-0.00026389i,-0.00054404-0.0006761i,-0.00013034+0.00020703i,-1.4134e-05+3.3975e-05i,0.00016713-0.00061971i,0.0002175-0.00034014i,-0.00093547-0.00035448i,-0.0015206-0.00021898i,-0.00041862+0.00013346i,0.00084877-1.1152e-05i
-1.6274e-06-0.0003189i,-0.00012382-0.00043672i,5.2648e-05-0.00025885i,2.5014e-05-0.00030889i,-0.00046138-8.8333e-07i,-1.9409e-05+0.00048465i,0.00051996+0.0011545i,0.00015473+0.0011961i,-0.00040804+0.00021375i,-0.00050418-0.00042523i,0.00032128-0.00053725i,0.00041717-0.00031567i,-0.00024451+0.00061687i,-0.00036605+0.000898i,-0.00020427+0.00010043i,0.00088737-0.00074414i,0.0003753-0.00090716i,-0.00060152-0.00072255i,-0.00018861-0.00048422i,8.5594e-05-0.0002667i,0.00027215-0.00023945i,0.00056533-0.00054431i,0.0004257-0.00038085i
-0.0010683-0.00076396i,-0.001139-0.00097797i,-0.00068368-0.00085617i,-0.00031597-0.00047719i,-0.00052845+0.00093769i,-0.0017812+0.0018232i,-0.0018121+0.0015285i,-0.00055889+0.0018414i,0.00029503+0.0020652i,0.00032069+0.0015437i,0.00043991+0.00076318i,0.0010189-0.00018878i,0.00084523-0.00023273i,0.00043272+0.0009i,0.0004394+0.0009789i,-0.0001447+6.135e-05i,-0.00056361-0.00054235i,-0.00012122-0.00051613i,0.00035885+0.00055783i,0.00046204+0.0010072i,0.00084639+0.00044882i,0.00062331+5.8716e-05i,-3.9794e-05-0.00023887i
0.00085852+0.00094282i,0.0016757-0.00016549i,0.0015277+9.1073e-05i,0.0007148+2.7647e-05i,0.00058899-0.00029175i,0.00041691+0.00080598i,0.0002316+0.0018557i,-0.0002337+0.0020157i,-0.00068408+0.0019232i,-0.00068599+0.0013668i,-0.00016761-0.0001451i,-0.00040912-0.0013911i,-0.0010368-0.0013004i,-0.00011914-0.0007323i,0.00094846-0.00087321i,0.00041554-0.0002857i,-0.00017466+0.0005296i,0.00039744+0.00026379i,0.00075683+0.00047138i,0.00052187+0.00094131i,0.0010884-0.00021062i,0.0016109-0.0010488i,0.00065912-0.00046376i
-0.00081789+0.002164i,-4.8066e-05+0.0018315i,0.00068886+0.0017632i,0.00064915+0.0012877i,0.00043631+0.00074641i,0.00011415+0.0011366i,-0.00056194+0.0010172i,-0.00056188+0.00056892i,-0.00062811+0.00061964i,-0.00081908+0.00058989i,-0.0011224+0.00011207i,-0.0016364-0.00051457i,-0.0016315-0.00080148i,-0.00056934-0.00024282i,0.00031954+0.00075127i,-8.9148e-05+0.0012053i,-0.00024618+0.0015384i,0.0004158+0.0016504i,0.001114+0.0014002i,0.0016901+0.00066988i,0.0014409+0.00019264i,0.00018245-0.0001009i,-5.3056e-05+9.4248e-05i
-0.00096643+0.00010031i,-0.00024051+0.00032313i,0.00074177+0.00052689i,0.00084946+0.0010145i,-0.00010591+0.0006463i,-0.00092179+0.00061331i,-0.0014736+0.0012639i,-0.00097865+0.0016746i,0.00028884+0.0017911i,0.00013941+0.0012587i,-0.001315+0.00037321i,-0.0016217-0.00034171i,-0.0003315-0.00092099i,5.129e-05-0.00040963i,-0.00013083-0.00027195i,0.00019965-0.00053851i,0.00056329+0.00019128i,0.00047693-3.5347e-05i,0.00053963-0.00077686i,0.00061715-0.00062849i,0.00024388-0.00029925i,-0.00018454+3.2193e-05i,-0.00067502+0.00012886i
0.00030421+0.0017443i,0.00084447+0.0011925i,0.0020003+0.0014649i,0.0021789+0.00090487i,0.00059806-0.00022916i,-0.00082758-0.00015946i,-0.001152+0.00077809i,-0.00058114+0.0016997i,-0.0004864+0.0014161i,-0.00049063+0.0010519i,-0.00034761+0.00084262i,-0.00050708+0.0004632i,-0.00045884-4.643e-05i,0.00038154-0.00052327i,0.00063373-0.0005785i,0.0006182-0.00031485i,9.2853e-05+0.00023166i,-4.7341e-05+0.00011951i,0.00035513+0.00033649i,0.00016082+0.00063165i,-0.00036914+0.00040677i,-0.00060895+0.00015027i,-4.9215e-05-0.00019069i
-0.00078068+0.0016238i,-5.5908e-05+0.00055216i,0.00015235-0.00023081i,-0.00027762-0.00015644i,-0.00076408+0.00037639i,-0.00087056+0.00049355i,-0.00029431+0.00074981i,4.2349e-05+0.00084779i,-0.00047507+0.0010457i,-0.00081966+0.0010075i,0.00011334+0.00042458i,0.00078282-0.00029031i,0.00019541-0.00040639i,-0.00036103-0.00016292i,-0.00037308+0.00022473i,0.0002748-4.1244e-05i,0.00098634-0.0003036i,0.00095543-0.00022484i,0.0011163-0.0004782i,0.0011849-0.00043441i,0.0003287+1.8781e-06i,-0.00025295+0.00014036i,-0.0002172+0.00034202i
-0.0011623+0.0009688i,-0.00015798+0.0018182i,0.00056699+0.0020124i,0.00055601+0.0017166i,0.00027094+0.001869i,-0.00031269+0.0015139i,-0.00086727+0.00082459i,-0.00076104+0.0016745i,-0.00077147+0.0020729i,-0.00086247+0.0011047i,-0.00019247-0.00049486i,0.0003755-0.0014657i,2.3437e-05-0.0010524i,-0.0003342-0.00076699i,-0.00034252-0.00075366i,-9.9098e-05-0.0010585i,0.00094167-0.0015787i,0.0012835-0.00095161i,0.00092707-9.7091e-05i,0.00084449-9.7901e-05i,0.0012341-0.00044243i,0.0012915-0.00012558i,0.0006935-0.0002183i
0.0013765-0.0018238i,0.0015215-0.0024124i,0.0014217-0.0041249i,-1.5354e-05-0.0044908i,-0.0015255-0.0024005i,-0.0021311-0.00024411i,-0.00086471+0.0015235i,-0.0001316+0.0024445i,-0.00026491+0.001398i,-0.00044685+0.00044837i,-0.00133+0.00015004i,-0.0011268-0.00042657i,-0.00014873-0.00060811i,2.7562e-07+3.1893e-05i,-0.00065053+8.3924e-05i,-0.00084736+0.00051435i,-0.00032259+0.0011772i,-0.00022978+0.0013212i,6.4486e-05+0.0011989i,0.00050512+0.00058033i,-0.00010199-0.00035505i,-0.00062764-0.00044731i,-0.0010099-6.1409e-05i
0.0005702-0.00038732i,0.0013777+0.00054747i,0.0017765+0.00059516i,0.00082266-0.00028153i,-0.00027807-5.7247e-05i,-0.00041852+0.00077014i,6.5787e-05+0.001003i,0.00029472+0.001095i,-0.00061798+0.0009511i,-0.0016789+0.00030158i,-0.0017099-0.00077721i,-0.0017267-0.0011143i,-0.0014282-0.00059722i,-0.00086497-0.00011063i,-0.00040615+0.00026213i,-6.0422e-05+0.00072633i,0.00056767+0.00068393i,0.00092341+0.00012986i,0.00014633+0.00013179i,-0.00072036+0.00061466i,-0.00060424+8.0769e-05i,-0.00026952-0.00060525i,-0.00067294-0.00071245i
-0.0016988+0.0012624i,-0.0015096-7.444e-05i,-0.0015403+0.00083727i,-0.001362+0.0015114i,-0.00035702+0.00094488i,-6.3463e-05+0.00097507i,-0.00049756+0.0011827i,-0.00099797+0.0010039i,-0.0013712+0.0013608i,-0.0010512+0.0016058i,-0.0004914+0.00066568i,-0.0010487-0.00021713i,-0.0014941+0.00042389i,-0.0010521+0.0006702i,-0.00015819+0.00086737i,0.00056233+0.00127i,0.0011556+0.00098945i,0.001232+0.00099812i,0.0011735+0.00043439i,0.00071287-0.00048809i,0.00040439-0.00021993i,0.00052196+0.00044589i,-0.00019797+0.00071587i
-0.00022713+0.00020952i,-0.00014889-0.00042312i,7.6628e-05-0.00020394i,-0.00019263+0.00034931i,-0.00036655+0.0013141i,-0.0010031+0.0018857i,-0.0011819+0.0016057i,-0.00044803+0.0007498i,-0.00056343-0.00026684i,-0.0010153-0.00028129i,-0.0010249+0.00051082i,-0.0010334+0.0011993i,-0.00068622+0.00098196i,-5.4751e-05+0.00038504i,0.00064997-0.00034176i,0.0009062-0.00043334i,0.00026204+0.00012143i,0.00041778+0.00013331i,0.00047959-0.00019648i,-0.00054043-0.00022984i,-0.0010034-0.0004559i,-0.00076257-0.00050173i,-0.00086565-0.00032826i
-0.00048979-0.0012954i,-0.00025609-0.00038612i,0.00031607+0.00093696i,0.00054232+0.0016529i,0.0010992+0.0014443i,0.001329+0.0015748i,0.00090181+0.0020614i,0.00082602+0.0020843i,0.00024478+0.0011922i,-0.00037641+0.00046435i,0.00013975+0.0005955i,0.0012822+0.00089763i,0.0019372+0.00088526i,0.0015974+0.00022477i,0.0010062-0.00033513i,0.00082239-0.00020657i,0.0008403+0.00037085i,-0.00018502-6.0108e-05i,-0.0010083-0.00036933i,-7.406e-05-0.00023166i,0.00021686-0.00032i,-0.00026228-0.00047798i,-0.00042247-0.0004457i
-3.952e-05-0.00048191i,-0.00056869-0.00054552i,-0.0008029-0.00045332i,-0.0013786-0.0012599i,-0.0011234-0.0011972i,-0.00050819+0.0004388i,-0.00097513+0.00082644i,-0.00028407+0.00020786i,0.00011597+0.00032456i,-0.00016339+0.00014101i,-0.00041458-0.00018442i,-5.9642e-05-0.00028547i,0.00064426-0.00010971i,0.00093349-1.1396e-05i,0.00077543-0.00042805i,0.00034043-0.00069425i,9.6281e-06-7.6253e-05i,1.686e-05+0.00055081i,-0.00018306+0.00052883i,-0.00054867+0.00054419i,-0.00060532+0.00028982i,-5.4825e-05+6.0204e-05i,0.00018148+6.6562e-05i
-0.00186+0.0019836i,-0.0014351+0.0026055i,-0.00052014+0.0034247i,-0.00063374+0.0033953i,-0.00067281+0.0020602i,-0.00070412+0.0013214i,-0.00029277+0.00081749i,0.00010851+0.00059566i,-0.00058376+0.00064468i,-0.0011007+0.00023452i,-0.00095403-0.00059444i,-0.00058014-0.0015063i,-0.00081147-0.0018206i,-0.00073168-0.00095628i,-0.00091348-0.00022641i,-0.0017913+0.00023944i,-0.0010549+0.0003006i,-8.2792e-05+0.00065777i,0.00011221+0.00089783i,0.00092609+0.00035918i,0.00054233+0.00028621i,4.525e-05-0.00011916i,0.00053306+6.0329e-05i
-0.0019077+0.0017158i,-0.0016242+0.0021574i,-0.00022078+0.0020236i,0.00014188+0.0011178i,-5.1929e-05+0.0011653i,0.00059074+0.0012372i,0.00029335+0.0014347i,-0.00049252+0.0010321i,-4.3749e-05+0.00052016i,2.8958e-05+0.00055102i,-0.00037608-2.7158e-06i,-0.00081416-0.00054764i,-0.0017301-0.0002215i,-0.001566+0.00038976i,-0.00089272+0.00088417i,-0.00064773+0.0011347i,3.5197e-05+0.001255i,0.00027292+0.0012881i,0.00010886+0.00082635i,0.00082183+0.0004255i,0.0013409-0.00024872i,0.00077375-0.00064769i,0.00021435+8.3494e-05i
-0.00070762-0.0015431i,6.1492e-06-0.0014198i,-0.00045653-0.0014838i,-0.00091955-0.0015617i,-0.0011209-7.1422e-06i,-0.0010284+0.00086775i,-0.00043357+0.00081405i,-0.00072235+0.00069623i,-0.001189+0.00086683i,-0.0012478+0.0019776i,-0.001343+0.0022615i,-0.0023117+0.0012347i,-0.0026309+0.0011071i,-0.0012692+0.00092161i,6.4604e-05-3.0329e-05i,0.00081919-0.00045729i,0.0010248+0.00050491i,0.00090549+0.00090885i,0.00074961+0.00054491i,0.00070248+0.0006531i,0.00012348+0.00038611i,-0.00065485-0.0003807i,-0.00065387-0.00085464i
7.3161e-05-0.00047532i,0.00044255-0.00030871i,-0.00058697-0.00065918i,-0.0010877-0.00026956i,-0.00049306+0.001329i,-0.00077347+0.0029279i,-0.00077807+0.002149i,-0.00042242+0.0012212i,-0.00072375+0.0013978i,-0.0012961+0.0014212i,-0.00091705+0.0022005i,-0.00013072+0.0023179i,4.8353e-05+0.0011564i,3.7945e-05+0.00024683i,0.00027761-0.00040782i,0.00094581-0.00068377i,0.0013296-0.0010925i,0.00077938-0.00078196i,0.00056427+0.00015766i,0.00041063+0.00063047i,-0.000519+0.00025477i,-0.0011853+7.3846e-05i,-0.0015647+0.00011285i
-0.00098678+0.0013888i,0.00080208+0.00197i,0.0016795+0.0030172i,0.00037691+0.0025858i,-0.0004262+0.0012612i,0.0004709+0.0008531i,0.0004739+0.0012622i,0.00020861+0.0015572i,0.000175+0.0017265i,-0.00019412+0.0018093i,8.0929e-05+0.00084285i,0.001105-0.00037912i,0.00092576-0.00052036i,0.00024972-0.00049878i,0.00030786-0.00091063i,0.00046905-0.00059632i,0.00033215+0.00010578i,-0.00017694+0.00038414i,-0.00023807+0.00078908i,-7.5895e-05+0.00054262i,0.00024084-0.00018357i,0.00077882-0.00030202i,0.0010408+0.00038562i
-0.001139-0.0005763i,-0.0006849+2.4098e-05i,-0.00075661+0.00099171i,-0.00068006+0.00063354i,-0.00070548+0.0001104i,-0.00091973+0.0015014i,-0.00063418+0.0016334i,-0.00068618+0.00098473i,-0.00011356+0.00073277i,0.00060279+2.3455e-05i,0.00029862-0.00053063i,-0.00015282-0.0013472i,0.00046044-0.0016189i,0.00036081-0.00073978i,-9.3135e-06-0.00064833i,0.00027341-0.00066243i,2.8311e-05-0.00035247i,0.00055034-0.00052113i,0.00078979-0.00069095i,0.00030593-0.00016661i,3.3895e-05-0.00029362i,0.00027666-0.0001258i,9.331e-05+0.00036652i
0.0027893-0.0017345i,0.0020976-0.0031582i,0.0017872-0.0035107i,-0.00015632-0.0022248i,-0.0020508-0.0014798i,-0.0018568+0.0005727i,-0.0010675+0.0022207i,-0.00057774+0.002195i,-0.00047836+0.0015138i,-0.00055262+0.00026768i,-0.00078665-0.00086447i,-0.0010602-0.0015948i,-0.00074432-0.00070183i,-0.0002439-0.00017598i,-0.00053105-0.00031263i,-0.00059272-0.00026895i,-0.00056367+0.00051803i,-9.2543e-05+0.0012599i,0.00015102+0.0011155i,-0.00033957+0.00063121i,-8.2468e-05-0.00022484i,0.00038629+3.5037e-06i,0.00050867+0.00086198i
-0.001077+0.00092828i,-0.00010346+0.00038329i,0.00055455+0.00059288i,0.0001379+0.0020164i,-0.0006273+0.0018676i,-0.00052418+0.00039675i,-7.4483e-05-9.4024e-05i,9.794e-05+0.00050459i,-0.0001597+0.0014985i,-0.00051963+0.0014324i,-0.0007528+0.00021534i,-0.0012935-0.00041231i,-0.0014575+0.0001807i,-0.00132+0.0010234i,-0.0010372+0.0010672i,-0.00030677+0.00054096i,0.00025514+0.00086763i,0.00052063+0.0011403i,0.0011484+0.0010751i,0.0017171+0.0012577i,0.0011852+0.00011201i,-0.00029123-0.0011545i,-0.00081341-0.00069375i
0.00083522-0.00015453i,0.00063152+0.00036589i,0.00058813+0.00011976i,3.1189e-05-0.00019813i,-0.00051162+0.00034003i,-0.0013238+0.00121i,-0.00069787+0.00093348i,-0.00028729+0.0009868i,-0.00080077+0.0012876i,-0.001425+0.00068514i,-0.0016576+0.0006361i,-0.0017117+0.0010938i,-0.0018535+0.0014272i,-0.002159+0.0012132i,-0.0013815+0.00077002i,-4.5274e-05+0.00016938i,0.00096919-0.00019715i,0.0017677-9.8836e-05i,0.0016451-6.5325e-05i,0.00034649-6.5439e-05i,-0.0004381+0.00022059i,-0.00025549+0.00031199i,-0.0004713+0.00045493i
-0.00087646-0.00072193i,-0.0022001-0.000209i,-0.0025187+7.6662e-05i,-0.0020076-0.0003497i,-0.0016452+1.6437e-05i,-0.0018604+0.0008885i,-0.0014235+0.0015222i,-0.00105+0.0016307i,-0.0015436+0.0013593i,-0.00086901+0.0012412i,-0.00042473+0.00088985i,-0.00088404+0.00087866i,-0.0006311+0.0016304i,0.0010666+0.0012275i,0.0022343-0.0001214i,0.0019304-0.0010401i,0.00077696-0.00043791i,-0.00012635-0.00016828i,-0.00035213-0.00038512i,0.00031581-0.00039477i,0.00093082-0.00031466i,0.00016775+0.00045608i,-0.0004594+0.00075537i
0.0019332-0.00079914i,0.0010279-0.0012334i,0.00059244-0.002052i,2.6936e-05-0.0014533i,-0.00063799-0.00042938i,-0.00060867+0.00062893i,-0.00068261+0.0011956i,-6.9303e-05+0.0014688i,0.00024467+0.0015861i,0.00027622+0.0016018i,0.00055974+0.0011401i,0.00083802+0.00045197i,0.00025381+0.00024764i,0.00014961-0.00071293i,0.00033931-0.00062615i,-5.6063e-06-7.0082e-05i,-0.00023757-0.00072182i,-0.0002516-0.00085212i,0.00039709+3.0074e-05i,0.00061814+0.00085295i,-0.00039966+0.00045729i,-0.00087249-0.00050066i,-0.00049856-0.00088052i
-0.00012729-0.0010325i,-0.0004476-0.0012062i,-9.9069e-05-0.0011809i,-0.0010933-0.00052612i,-0.0021658+0.00049728i,-0.0018672+0.0016975i,-0.00092009+0.0020112i,-0.00012354+0.0015676i,-5.0349e-05+0.00027095i,-2.6963e-05-0.00024911i,0.00016473+7.5356e-05i,7.785e-05-0.00044163i,0.0001552-0.0011661i,0.00036826-0.0016226i,8.251e-05-0.0015404i,-0.00024205-0.00066463i,-0.00039854+0.00055452i,9.3401e-05+0.001307i,-0.0001063+0.001103i,-5.8976e-05+0.0010884i,0.00041209+0.00091578i,0.00015791+9.7567e-05i,-0.00018324+3.8565e-05i
-0.00026128-0.0029519i,-0.0010506-0.0009208i,-0.0018735-0.0003178i,-0.0016034-0.00011263i,-0.00094263+0.0010694i,-0.00059259+0.0024033i,-4.5512e-05+0.0027988i,0.00024781+0.001749i,0.00043323+0.00026171i,-0.00042556-0.00034884i,-0.00091665-0.0010094i,-0.00037454-0.0020157i,-8.5754e-05-0.0023075i,-0.00042411-0.0010415i,-0.00096092+4.8359e-05i,-0.00090965-0.00010567i,-0.00051775+0.00038423i,0.00036897+0.00043774i,0.0011963-5.8619e-05i,0.00058991+3.3963e-05i,0.00021655-1.1676e-05i,0.00027236-0.00039064i,-0.00066225-0.00024247i
0.0017644-0.0040637i,0.00027355-0.0041672i,-0.00066121-0.0058885i,-0.0010784-0.0044298i,-0.0014614-0.0020166i,-0.0014012+0.00042607i,-0.0009237+0.0019579i,-0.00035681+0.0012046i,6.1566e-05+0.000157i,0.0003233-0.00020084i,-0.00092083-0.0007703i,-0.0021926-0.00094196i,-0.0024592+7.5744e-05i,-0.0019708+0.00056414i,-0.00030283+0.00044917i,0.00016164+0.00072242i,0.00014228+0.00074484i,0.00045584+0.00065993i,0.00045448+0.00066318i,0.00023467-0.00037862i,7.6478e-05-0.00073069i,-7.8622e-05-0.0003823i,-0.0002747-0.0001449i
0.0017426-0.00070627i,0.0019252-0.0012866i,0.0024155-0.0015479i,0.0012962-0.0011335i,0.00024918-0.0011838i,-0.00027486-0.00093717i,-0.00033032+0.00045616i,-0.00035826+0.001493i,-0.00041739+0.001501i,-0.0010679+0.00049434i,-0.0021808+0.00023268i,-0.0023374+0.0011632i,-0.0018464+0.0020756i,-0.0011372+0.0020366i,-0.00049676+0.0011221i,0.00051743+0.00078255i,0.0012095+0.0007775i,0.000902-9.5411e-05i,0.00081997-0.00096731i,0.0013213-0.0011279i,0.00095967-0.000957i,0.00048997-0.00053149i,0.00047562-0.00048673i
-0.0015067-0.00026931i,-0.0015008-4.4282e-05i,-0.0024154-0.00070944i,-0.0025273-0.000736i,-0.0013198+9.6624e-05i,-0.000981+0.00128i,-0.001946+0.0018364i,-0.0018926+0.001112i,-0.0011807+0.00029965i,-0.00091513+0.00069015i,-0.00068374+0.0016919i,-0.00013963+0.0017324i,0.00074529+0.0013532i,0.0012791+0.0010502i,0.0020047+0.00041374i,0.0023158-0.00059248i,0.0013724-0.00131i,0.00079954-0.001199i,0.0010165-0.00064618i,0.0010229-0.00053787i,0.00065103-0.00035098i,0.00047353-0.0002909i,0.00013167-0.00050858i
7.4309e-06-0.00049229i,0.00023286-0.0012331i,0.0012761-0.0011075i,0.0013197-0.00086519i,-0.00017476-0.001113i,-0.00077612-0.00037264i,-0.001378+0.0019191i,-0.0015064+0.0028821i,-0.00034497+0.0016989i,0.00091025+0.0011387i,0.00066341+0.00086778i,0.00044864+0.00025065i,0.00069158-9.4246e-05i,0.00064334-0.00073626i,0.00012603-0.001459i,2.0486e-05-0.0014679i,0.000548-0.00088093i,0.00015563+4.5696e-05i,5.2238e-05+0.00037868i,0.00031406-0.00020745i,0.00027908-0.00068214i,0.00056728-0.001478i,0.00053433-0.0013134i
-0.00066039+0.0018564i,-0.00073026+0.00061379i,0.00012513+0.00069558i,0.0010221+0.0018153i,0.001854+0.00133i,0.00092689+0.00065991i,-0.00021478+0.0005955i,-0.00037411+0.0012101i,-0.00054969+0.0010546i,0.00023325-3.6743e-05i,0.001421-0.00062101i,0.0017276-0.0016221i,0.0012196-0.0023199i,0.00077098-0.0026097i,0.00074522-0.0023003i,0.00012014-0.0010739i,-0.00041381-0.00010014i,0.00046564+0.000294i,0.00093704+0.00066i,0.00071192+0.0012256i,0.000997+0.00097679i,0.00023454+0.0001144i,-0.00064468+1.4069e-06i
0.00070262+0.0009078i,0.0014679+0.0018736i,0.0030579+0.0011976i,0.0019147+0.00067081i,-0.00012771+0.00082329i,-0.00081675+0.0011986i,-0.00034431+0.00097516i,0.00018113+0.0009707i,-4.968e-06+0.00040873i,0.00016685-0.00071109i,0.0004616-0.0013671i,-0.00032325-0.0012929i,-0.0016775-0.0010234i,-0.0021735-0.0010795i,-0.0016402-0.00051179i,-0.0010306-2.7785e-06i,-0.00054777+0.0002265i,-3.8224e-05+0.00072733i,0.00036809-8.5643e-05i,0.00035084-0.00063719i,-0.00011189-0.0009447i,-0.00039934-0.0010901i,-0.00010688+0.00020865i
0.0012528+0.0010798i,0.00063288+0.0011733i,0.0010198+0.0013352i,0.0014136+0.00091577i,0.00027535+0.00061837i,-0.0013224+9.6387e-05i,-0.0019637+0.00038247i,-0.0017541+0.00062051i,-0.0010828+0.00054934i,-0.0011606+0.00027963i,-0.0013312-0.00036555i,-0.0013258-6.1286e-05i,-0.0022232+0.0002859i,-0.0018885+0.00018619i,-0.0011126+0.00035315i,-0.001436+0.00071496i,-0.0011239+0.0011459i,0.00011449+0.00084931i,0.00097681+0.00022486i,0.0007061+0.00036656i,0.00042055+0.00027071i,-0.00020523+0.00017065i,-0.00042238+0.00016369i
-0.00038765-0.0022734i,-0.0011781-0.00184i,-0.0011508-0.0011495i,-0.00057658-4.2591e-05i,-0.00094928+0.00069015i,-0.0013176+0.00094858i,-0.0012536+0.0014133i,-0.0010544+0.0010217i,-0.0016144+0.0003085i,-0.0023134-7.494e-05i,-0.0026234+8.7993e-05i,-0.0029282+0.00064683i,-0.002345+0.0010029i,-0.00096738+0.00093202i,-0.00055107+0.00050016i,-8.1725e-06+0.00040532i,0.00017873-8.2086e-05i,-0.00041331-0.00011284i,-0.00049568+0.0010525i,0.00012477+0.001026i,0.00092258+0.00057229i,0.00052701+0.0007647i,-0.0011806+0.00048808i
0.00014964+0.0013983i,0.0011438+0.0014622i,0.0011587+0.0021566i,0.00071045+0.0013692i,0.0012644+0.00035255i,0.0013773+0.00049862i,-0.00016703+0.0010931i,-0.00092436+0.0017676i,-0.00089456+0.0019169i,-0.0011134+0.0023311i,-0.00080167+0.0022544i,-0.0005385+0.0017064i,2.3655e-05+0.0010571i,0.00090176+0.00069951i,0.00075421+0.00025181i,0.00070718-0.0011572i,0.0018136-0.0013481i,0.001753-0.00094682i,0.00071737-0.00063065i,0.00029866+0.00014995i,0.00016158+0.00033104i,-1.4079e-05+0.00026207i,-9.3696e-05+0.00053235i
0.0026205+0.0012103i,0.0034865+0.0010047i,0.0028386+0.00062479i,0.0023663+0.00031346i,0.0010805+0.00046542i,-0.00026083+0.00070372i,-0.00097561+0.0015259i,-0.00071887+0.0018833i,-0.00027488+0.0018382i,-0.00068858+0.0023238i,-0.00080117+0.0018579i,4.2697e-05+0.0010139i,0.0014434+0.00034767i,0.0024021-0.00069234i,0.0023951-0.001535i,0.0020944-0.0016368i,0.00088976-0.0012256i,-0.00033292-0.00091316i,-0.00042744-0.00055509i,0.00030886-0.0001648i,0.00032301-7.3688e-06i,-0.00046069-0.00038925i,-0.00053237-0.00034101i
-0.001457-0.0015032i,-0.0024307-0.00070902i,-0.0024876+5.7995e-05i,-0.0017963+0.0016342i,-0.0013255+0.0023405i,-0.0016332+0.0020237i,-0.001245+0.0017839i,-0.0011065+0.0012774i,-0.0013551+0.00092066i,-0.0004576+0.0010119i,0.00058861+0.0011077i,0.00043659+0.00059875i,0.00017386-0.0007011i,0.0010342-0.0017743i,0.0015593-0.0014908i,0.00060397-0.00046425i,-0.0011227+0.00045586i,-0.0015652+0.00019701i,-0.0008451+0.00036688i,-0.00063356+0.00017851i,-2.8993e-05-0.00012578i,0.00040562+9.0657e-06i,-9.2348e-05-0.00045327i
